MRK.1.1	Igii e tanwaran Rokap na Fafas ulo Iesu Karisito, Kalalik ke God.
MRK.5.33	Fifin ae i usum na sanih i tapiek ta lo, ka lala sokeh ma ka nananar, ke ka ilepul na mata Iesu ke ka fas u ini foron tier tikii ae i tel ta u. 
MRK.5.34	Ke Iesu ka tara sing i aragii, “Keng keleflik, unune kiam i faliu wo. La ini siaroh, sasem kiam ka rop tah.”
MRK.5.35	Aunbiing Iesu i ororek la biitom, ke fal e fanu ri ka la tina fel ke Jairus, famfamu tina felun lotu, ke ri ka tarah, “Kem keleflik ka met tah. Gong mang o fatel Tom Fafausum.”
MRK.5.36	Isau le Iesu biil i wong sing ri, ka fas Jairus aragii, “Gong o sokeh. On unune sau.”
MRK.5.37	Biil i somangat pes tikas in mi lo, Pita sau ke Jems ru latualik e Jon rituul mi lo. 
MRK.5.38	Aunbiing ri ka tapiek na fel ke Jairus, Iesu ka par maleh i rigorigo. Ma ka ongen fanu ri famam luluen. 
MRK.5.39	Ka kau ke ka tara sing ri aragii, “Isi sanih maleh ka rigorigo ma fanu ri ka luluen? Keleflik ae biil i to met, i masun sau.” 
MRK.5.40	Isau le ri ka yongne u.
MRK.5.40	Ka fasuuh fanu tikii, ke ka tel pes taman keleflik ae ru e tina turan berberat na fafausum sau ae ri la ta nami. Ri ka kau tura una falifuh ae keleflik ae i borong lo. 
MRK.5.41	Ka pose na lima ke ka tara sing i aragii, “Talita koum!” Kamtinan orek ae i tara aragii, “Lik, ia fas o, aptih!” 
MRK.5.42	Fanpil keleflik ae ka sotih ke ka la. Ma fanu ae ri par sanih ae i tapiek tah, ri ka lala bitit. Keleflik ae, i sangful ini u e bet kia. 
MRK.5.43	Ke Iesu ka fanau ri le gong ri fas tikas ini sanih ae i tapiek tah, ke ka fas ri sabin le rin fen keleflik ae ini ti fal e inen.
MRK.6.1	Iesu turan berberat na fafausum kia ri ka la tinaiwa, ma ri ka tapiek na maleh tutus kia. 
MRK.6.2	Ma na Biingen Mangeh, ka tipes fausum fanu na felun lotu ma fanu fuun ae ri ongen u ri ka lala bitit, ke ri ka tara aragii, “Kaltu igii i kep u tinga e foron tier igii? Matngan tasum arafah ri ta ta u sing i, pesu ka fasih in fatapiek foron tier an fabitit igii? 
MRK.6.3	I nenge tom tel fel sau. Ma i kalalik ke Maria, nenge tualik e Jems, Iosep, Iudas ke Saimon. Ma foron fenelik, igii sau na aisa kerer.” Pesu biil mang ri laes ini.
MRK.6.4	Iesu ka fas ri aragii, “Nenge poropet ri bulat la lo na fal e maleh keskes, isau le ri tom ae na maleh tutus kia, foron sikinting lo turan fanu sabin ae na fel kia biil ri bulat lo.” 
MRK.6.5	Iesu biil mang i fasih le in fatapiek ti foron tier an fabitit aiwa, isau le ka luun lima sau na olon fal e fanu ae ri sasem ma ka faliu ri. 
MRK.6.6	Ma ka bitit le biil ri unune lo.
MRK.6.6	Namih ka la una foron temtem tikii na maleh ma ka famam fausum fanu.
MRK.6.7	Ke ka kam pes sangful ini u e kalalik na fafausum kia, ka ta rakrakai usuf ri una tel ufu foron tanwa laulau, ma ka wuun ufu ri isi rin la tem u tem u.
MRK.6.8	Ma ka fas ri aragii, “Gong gam kep ti tier na ninla kimi, gamen kep ti buk sau una la. Gong gam kep ti inen, gong gam kep ti sara ke gong gam pus kale ti pitkalang na kaen kimi. 
MRK.6.9	Gamen la sau ini foron su na kekmi, isau le gong gam kep ti foron kilkiliis kimi.” 
MRK.6.10	Iesu ka fas ri sabin aragii, “Aunbiing gam kau na ti fel, gamen kiis tom aiwa papang na aunbiing gamen kang koseng maleh ae. 
MRK.6.11	Male fanu tina nenge maleh biil ri somangat pes gam ke biil ri ongen orek kimi, ke aunbiing gam la koseng maleh ae, gamen pakte ufu piyiif tina kekmi, isi ik arae fakileng usuf ri le ri kiis na palgan ngaliaf ke God.”
MRK.6.12	Ke ri ka la ma ri ka fafas usuf fanu isi rin kiliis liu. 
MRK.6.13	Ri tel ufu ifuun e tanwa laulau, ke ri ka saba wel lon fanu fuun ae ri sasem, ma ri ka liu.
MRK.6.14	King Erot ka ongen foron ususe lo Iesu, wara le fanu tikii ri ka usum ta lo Iesu. Fal e fanu ri use u le, “I e Jon Tom tel Bapitaiso, ka liu fis tah. Pesu ka fasih le in tel foron rakrakai na fakileng arae.”
MRK.6.15	Fale fanu sabin ri use Iesu le, “I e Elaisa.” Ma fal sabin ri ka tara le, “Iesu i nenge poropet arae foron poropet tin pakanini.”
MRK.6.16	Aunbiing Erot ka ongen foron orek arae lo Iesu, ka tara aragii, “Jon, ia ka bus ufu ta paklu, ka liu fis sabin!”
MRK.6.17+MRK.6.18	Pakanini Erot tom i wuun ta foron tom fapaket isi luse Jon. Ri ka kabet u ma ri ka fakau u na felun kamkabet, wara le Jon i tara sing i le, “Biil i tortores arae o ka telpes Erodias, ae i antu tuamlik.” Jon ka use u aragii, wara le Erot ka dat pes antu Pilip sabin tualik, ma ka telpes u. 
MRK.6.19	Erodias i ememse Jon, pesu ka ier le rin siimete u, wara i tiu ruh ini fakekel kiruh. Isau le Erot biil i somangat ini wolwol ke Erodias, 
MRK.6.20	wara le Erot i usum le Jon i nenge tom tortores ma i nenge kalkaluu na kaltu, ke ka soke u. Ke ka tikale ri le gong ri siimete u. Aunbiing Erot i ongen foron orek ke Jon la, biil tom i malal la ulo isau le i laes la tom le in ongen u.
MRK.6.21	Isau le na biingen pang ke Erot, Erodias ka wolpes nenge sal una siimete Jon. Erot ka tel nenge tara inen ke ka sising foron famfamu na matanfuntih kia, turan foron famfamu ken foron tom fapaket, ke foron laulaumet ken fan Galili, isi rin ien tura. 
MRK.6.22	Aunbiing ri ienien la, nenge tah, i e keleflik ke Erodias, ka kau ma ka guui na matan foron ses tikii. Erot turan foron ses tikii ae ri ien turim, ri ka ram na matngan guui kia.
MRK.6.22	Pesu king ka fas tah ae aragii, “Sanih on sising iau isi, ke ian ta u sing o.” 
MRK.6.23	Ke, ka falimlim usuf i aragii, “Matngan sanih on sising u, ian ta u sing o, taftawa le i laumet kanaka, ma i fasih ini nenge baban matanfuntih kiak, ian ta u.”
MRK.6.24	Tah ae ka suuh ke ka diik tina aragii, “Sanih ian sising u isi?”
MRK.6.24	Ke tina ka kiliis u aragii, “On sising u isi paklu Jon Tom tel Bapitaiso.”
MRK.6.25	Fanpil, tah ae ka sangar fis usuf king ma ka fas u aragii, “Igii tom on ta paklu Jon Tom tel Bapitaiso usuf iau na olon ti pelet.”
MRK.6.26	Aunbiing king i ongen u arae, ke ka lala purngis e bala, isau le wara na falimlim kia usuf tah ae, ke i wara sabin le foron ses ae ri ien turim, ri ka ongen ta orek ae i use ta u, pesu biil i fasih in ongen ufu sising ken tah ae. 
MRK.6.27	Fanpil ka wuun ufu nenge tom fapaket isi kep fafis paklu Jon Tom tel Bapitaiso usuf keleflik ae. Tom fapaket ae ka la una felun kamkabet ke ka bus ufu paklu Jon. 
MRK.6.28	Ke ka kep fafis u na nenge pelet. Ka ta u usuf tah ae ke ka ta u usuf tina. 
MRK.6.29	Aunbiing berberat na fafausum ke Jon ri ka ongen u, ri ka la ma ri ka kep pununfo ma ri ka fakau u na nenge matanfat una luun minet.
MRK.6.30	Foron aposel ri ka fis ma ri ka tafe Iesu, ke ri ka fas u ini foron tier tikii ae ri tel ta u, ke foron tier ae ri fausum ta fanu ini. 
MRK.6.31	Fanu fuun ri famam fafakiliis una aisa ri, pesu Iesu turan berberat na fafausum kia biil ti aunbiing kiri una ien. Iesu ka fas berberat na fafausum aragii, “Gam la, ma kerek la una kiptin biil isi gamek mangeh.”
MRK.6.32	Ke ri ka wof na nenge mon ma ri ka awes una nenge kiptin biil. 
MRK.6.33	Isau le fanu fuun ae ri par ta ri sawe, ri iliim Iesu turan berberat na fafausum kia. Ri ka filau tina foron maleh temtem tikii, ke ri ka tapiek famu na falifuh ae Iesu ri, rin masah lo. 
MRK.6.34	Aunbiing ri ka masah, Iesu ka par tara gur na fanu, ma ka mais kanaka ri, wara le ri arae foron sipsip ae biil tikas una parpar kale ri. Ke ka tanwaran fausum ri ini i fuun e tier.
MRK.6.35	Ka efef mang, ke berberat na fafausum kia ri ka la usuf i, ma ri ka fas u aragii, “Kumguui, kiptin biil sau igii, ma pisiih sabin fatat mang ik sup. 
MRK.6.36	Wuun sarara fanu mang una foron fel ke foron maleh fatat, isi rik fiil ti inen ari.”
MRK.6.37	Isau le ka kiliis ri aragii, “Gam fen ri ini ti inen.”
MRK.6.37	Ke ri ka fas u aragii, “O ier le kemen la ma kemek fiil ti foron beret ari? In wu tom ngan e mar e denari
MRK.6.38	Ke Iesu ka diik ri aragii, “Ifis e beret ae sing gam? Gam la ma gamek im.”
MRK.6.38	Aunbiing ri ka usum tah na ifis e beret, ri ka fas Iesu aragii, “Ilim e beret ma ka u e kok.”
MRK.6.39	Ke Iesu ka fas berberat na fafausum kia le rin fakiis fanu na foron uh na olon foron rokap na fifih ae. 
MRK.6.40	Ke ri ka kiis na foron uh, ma na temtem tikii na uh, fal nenge mar e fanu lo, ke fal ilim e sangful e fanu lo. 
MRK.6.41	Ke Iesu ka kep ilim e beret ke iwu e kok ae, ka par una kukulii ma ka fotrokap usuf God, ke ka sibik foron beret ae. Namih ka ta u usuf berberat na fafausum kia isi rin tulus fanu ini. Ka tulus ri tikii sabin ini iun kok. 
MRK.6.42	Ri tikii ri ka ien ke ri ka mas. 
MRK.6.43	Namih berberat na fafausum ri ka siing fafuun nenge sangful ini u e kes ini foron tigan beret turan kok. 
MRK.6.44	Wewes lon fanu tamat ae ri ien tah ma ri ka mas, i fasih aragii ilim e arip.
MRK.6.45	Fanpil Iesu ka wuun famu berberat na fafausum kia isi rik wof na mon una Betsaida ae na nenge bulin dan kawil. Ma ka kiis fis isi in wuun sararah fanu ae. 
MRK.6.46	Aunbiing fanu ri ka sararah tah, ka tatkau una nenge pungpung isi ik sising.
MRK.6.47	Ma aunbiing ka sup tah e pisiih, berberat na fafausum kia ri ka awes la mang awii na fatpoton dan kawil, ma Iesu keskes mang tinawii biitom na bulin dan. 
MRK.6.48	Iesu i par u aragii le i ngangaten kanaka ulon berberat na fafausum kia isi rin awes, wara le kif i kufkufe tina famu lo ri. Ma na piklin ien, Iesu ka la na olon dan kawil usuf ri ma fatat ik liu ufu ri. 
MRK.6.49	Isau le aunbiing ri ka par u i la na olon dan, ri ka wol le nenge kinit. Ke ri ka ngangeh, 
MRK.6.50	wara le ri tikii ri par u ma ri ka lala sokeh.
MRK.6.50	Fanpil Iesu ka orek usuf ri aragii, “Gong gam sokeh, iau sau igii. Gam tifat.” 
MRK.6.51	Ke ka wof kau unawii na palgan mon tura ri, ma fanpil kif ka met. Ri ka lala bitit, 
MRK.6.52	wara le biil ri malal rokap na fakileng ae Iesu i fatapiek ta u na beret ke na kok. Balri i kubunor.
MRK.6.53	Aunbiing ri ka awes paket tah, ri ka masah na Genesaret, ma ri ka kabet mon kiri aiwa. 
MRK.6.54	Ma aunbiing sau ae ri puh tina mon, fanu sabin tinaiwa ri ka iliim Iesu. 
MRK.6.55	Ke ri ka filau una foron maleh tikii na falifuh ae, ma aunbiing ri ongen u le Iesu ae na nenge maleh fatat, ri ka kep foron sasem ini foron salri una maleh ae. 
MRK.6.56	Na birbiron maleh ke na foron piran maleh, ke na foron maleh fatat ae Iesu i la ulo, fanu ri faborong foron sasem na foron salan la turim. Foron sasem ae rik sising Iesu isi rik sigil sun boboh kia, ma ri tikii ae ri sigil u, ri ka liu.
MRK.7.1	Foron Farasi ke fal e tom fafausum ini nagogon ae ri puh tinbae na Ierusalem, ri ka la usuf Iesu. 
MRK.7.2	Ke ri ka par fal e berberat na fafausum ke Iesu ri ien sau ini foron limri ae i duh, biil ri sofolim tah. 
MRK.7.3	Foron Farasi turan fan Iudaia tikii ri mi la tom na fafausum ken foron tubu tamat ri, biil rin ien male biil ri sofolim. 
MRK.7.4	Aunbiing ri tapiek la tina falifuh ae fanu ri kep foron tier una fifiil la lo, rin sofolim tom ke namih rik ien. Ma ri mi la tom na ifuun e matngan fafausum kiri aragii, rin gorse foron kap, foron sospen ke foron ketel.
MRK.7.5	Foron Farasi turan foron tom fafausum ini nagogon ri ka diik Iesu aragii, “Isi sanih ke berberat na fafausum kiam biil ri to mi na foron fafausum ken foron tubutamat kerer? Ri ien sau ini foron limri ae i duh.”
MRK.7.6	Iesu ka kiliis ri aragii, “Poropet Aisaia i orek tekentu tom, aunbiing i orek famu ta le gam foron tom gargaranmet, arae tom ka siit ta u le,
MRK.7.6	‘Fanu igii ri bulat sau lo iau ini ngusri,
MRK.7.6	isau le balri i tapak koseng iau.
MRK.7.7	Ri lotu foes la sau usuf iau,
MRK.7.7	wara le ri fausum fanu la sau ini nagogon foes ken fanu.’
MRK.7.8	Gam ka la koseng ta foron nagogon ke God, ma gam ka mi mang namin foron fafausum sau ken fanu.”
MRK.7.9	Ke Iesu ka fas ri sabin aragii, “Gam usum rokap tom na sinangun ongen ufu nagogon ke God, isi gamek kep papte fafausum kimi tom. 
MRK.7.10	Moses i use u aragii, ‘Bulat lo tamam ru e tinam,’ ke ka use u sabin aragii, ‘Male tikas i nes tama le tina, ke rin siimete u.’ 
MRK.7.11	Isau le gam tara la aragii, in rokap male tikas in tara sing tama le tina le, ‘Tier ae le ian ta u sing kamuh, ia ka kale ta u le ian ta u usuf God.’ 
MRK.7.12	Ke, gam ka tikale u isi biil mang in lupes tama ke tina. 
MRK.7.13	Male gam tel u arae, gam fapuh orek ke God ma gam ka mi sau na foron fafausum ae gam kep ta u sing foron tubutamat gam. Ma i fuun tom e tier aragii gam tel u la.”
MRK.7.14	Iesu ka kam pes gur na fanu sabin ae usuf i, ke ka fas ri aragii, “Gam tikii, gamen ongen iau, ke gamek malal na foron orek kiak. 
MRK.7.15+MRK.7.16	Biil ti tier ae kaltu i kiim u, in faduh u na mata God, biil. Tier ae kaltu i fasuuh u tina wolwol kia, in faduh u na mata God.”
MRK.7.17	Na aunbiing ka kang koseng gur na fanu ae ma ka kau na fel, berberat na fafausum kia ri ka diik u isi foron orek fatoftof ae i use ta u. 
MRK.7.18	Ke, Iesu ka fas ri sabin aragii, “Paklu gam i kutkut biitom? Arafah, biil gam usum le, tier ae kaltu i kiim u biil in faduh u na mata God? 
MRK.7.19	Wara le biil i kau na wolwol kia, i kau sau una bala, ke namih ka pekes ufu.” Aunbiing Iesu i use u aragii, i famalal u le foron inen tikii i rokap na mata God.
MRK.7.20	Ka orek biitom ke ka use u aragii, “Sanih sau ae i suuh tina wolwol ken kaltu, i faduh kaltu la na mata God. 
MRK.7.21	Wara le foron matngan sinang aragii i suuh la tina wolwol ken kaltu: foron wolwol laulau, sinangun fakekel na sal, sinangun suksukuum, sinangun siimete kaltu ke sinangun puur, 
MRK.7.22	sinangun ier isi ifuun e tier, sinangun falaulau fanu, sinangun famfabal, sinangun mi na wolwol laulau na pununfo, sinangun ram na tier ke neng, sinangun orek laulau ulon neng, ke sinangun falaumet wo tom ke sinangun talos. 
MRK.7.23	Foron sinang laulau tikii igii, ri tapiek tina wolwol ken kaltu ke ka faduh u na mata God.”
MRK.7.24	Ke, Iesu ka kang tina maleh ae ma ka tapiek fatat isi tara maleh na Tair. Ka kau na nenge fel, ma biil i ier le tikas in usum lo le i ae na palgan fel, isau le biil tom ifasih le in mumun. 
MRK.7.25	Aunbiing nenge fifin ae keleflik kia tanwa laulau i susuef ulo, ka ongen u le Iesu ae na fel, fanpil ka la ma ka ilepul na mata. 
MRK.7.26	Fifin ae biil i fafnan Iudaia, i fafnan Fonisia tina nanal na Siria. Ka sising Iesu le in tel ufu tanwa laulau koseng keleflik kia.
MRK.7.27	Isau le Iesu ka fas u aragii, “Tier famu, ri fen famas berberat tabii. Biil i tortores le rin kep inen an berberat ma rik lin u an foron natun puul.”
MRK.7.28	Fifin ae ka kiliis u aragii, “I tekentu, Kumguui, isau le foron natun puul sabin ae na piklin luuf una ien, ri ien foron peksen inen la an berberat.”
MRK.7.29	Ke, Iesu ka fas fifin ae aragii, “Wara le o kiliis fakasi orek kiak, la mang, tanwa laulau ka suuh koseng ta kem keleflik.”
MRK.7.30	Aunbiing fifin ae ka fis una fel kia, ka par ke keleflik i borong na sala, ma tanwa laulau ka suuh koseng ta u.
MRK.7.31	Iesu ka la tina Tair ke ka soleng maleh na Saidon ke ka tapiek na dan kawil na Galili, na baba na nanal na Dekapolis. 
MRK.7.32	Ma nenge kaltu tinaiwa i baut ke biil i orek rokap la. Fal e fanu ri ka tangne u usuf Iesu ke ri ka sising Iesu le in luun lima na olo. 
MRK.7.33	Iesu ka tangne u koseng gur na fanu ae, ke ka fakau iun katngan lima na iun balbalu. Ka ubis, ke ka sigil kermen kaltu ae. 
MRK.7.34	Ke ka par una kukulii, ka mangeh ma ka fas kaltu ae aragii, “Efata!” kamtinan orek le, “Sapeng!” 
MRK.7.35	Ke ka malal e balbalu, ke ka malalah e kerme, ma fanpil ka orek rokap.
MRK.7.36	Iesu ka tikale fanu aiwa le gong ri fas tikas ini tier ae. Isau le aunbiing i tikale ri la, ri ka lala fasararah ususe mang tom lo, usuf fanu. 
MRK.7.37	Fanu ae ri ongen foron tier igii, ke ri ka lala bitit, ma ri ka tara aragii, “Iesu i tel fakasi foron tier tikii, i tel foron baut ke ri ka wong, ke foron tabilikut, ri ka orek.”
MRK.8.1	Na foron biing tom ae, nenge tara gur na fanu ri ka la turim sabin. Ma aunbiing biil mang ti inen ari, Iesu ka tawi turim berberat na fafausum kia usuf i, ke ka fas ri aragii, 
MRK.8.2	“Ia mais kanaka fanu igii, wara le ri ka kiis pes ta ituul e biing turang, ma igii biil mang ti inen ari. 
MRK.8.3	Male ian wuun sarara ri una foron maleh temtem tikii kiri ini fitol, ke fal lo ri in paket ri e ramram tole sal, wara le fal, foron maleh kiri i tapak.”
MRK.8.4	Berberat na fafausum kia ri ka kiliis u aragii, “Kiptin biil sau igii, fia keren kep ti inen wah, isi ik fasih una fen ri tikii?”
MRK.8.5	Iesu ka diik ri aragii, “Ifis e beret ae sing gam?”
MRK.8.5	Ri ka kiliis u aragii, “Ifit.”
MRK.8.6	Ke Iesu ka fas fanu ae isi rin kiis na nanal. Ke ka kep ifit e beret ae, ka fotrokap usuf God, ke ka sibik u ma ka ta u usuf berberat na fafausum kia isi rin tulus fanu ini. Ma berberat na fafausum kia ri ka tel u arae i use ta u. 
MRK.8.7	I mel e fal e birbiro kok sabin tinaiwa, ka fotrokap sabin usuf God isi, ke ka fas berberat na fafausum kia isi rin tulus fanu ini. 
MRK.8.8	Fanu ri ien ma ri ka mas, ke berberat na fafausum kia ri ka siing fafuun ifit e kes ini foron tigan inen ae ri mas tiga. 
MRK.8.9	Wewes lon fanu tamat tikii aiwa, ifasih aragii ifet e arip. Aunbiing ri ka ien tikii, ke Iesu ka wuun sarara ri. 
MRK.8.10	Ke ka wof na mon turan berberat na fafausum kia ke ri ka awes una falifuh na Dalmanuta.
MRK.8.11	Foron Farasi ri ka tapiek ke ri ka tipes fapue tura Iesu. Ri ier isi tof u, ke ri ka fas u isi in fatapiek ti fakileng tinbae na kukulii. 
MRK.8.12	Iesu ka mangeh, ma ka tara aragii, “Sanih e wara ae ulul na fanu igii ri ka fas iau isi ian fatapiek ti fakileng? Tekentu kanaka ia fas gam, biil tom ian fatapiek ti fakileng usuf gam.” 
MRK.8.13	Ke ka la koseng ri, ka wof fis na mon, ma ka sopaket dan kawil una nenge buli.
MRK.8.14	Berberat na fafausum kia ri ruruu le rin kep ti fal e beret, isau le ri kep i tikii tutus sau e beret tura ri na mon. 
MRK.8.15	Ke Iesu ka fanau ri aragii, “Gamen tumarang isi is ken foron Farasi turan is ke Erot.”
MRK.8.16	Ri ongen u arae, ke ri ka ngurke fafis kamtinan orek ae na fotpoto ri tom, aragii, “I use u arae, wara le biil ti beret arer.”
MRK.8.17	Iesu ka usum tah na sanih ri ngurke u, pesu ka diik ri aragii, “Isi sanih gam ka tara le biil ti beret? Arafah, biil biitom gam iliim u, ke biil biitom gam malal lo? Balmi i kubunor biitom? 
MRK.8.18	Imel e matmi, isau le biil ifasih gamen par ini. Ke imel e balbalu gam, isau le biil ifasih gamen wong ini. Gam wol pes u, 
MRK.8.19	aunbiing ia sibik ta ilim e beret usuf ilim e arip e fanu. Ifis e kes gam fafuun u ini foron tigan beret ae fanu ri mas tiga?”
MRK.8.19	Ri ka kiliis u aragii, “Sangful ini u.”
MRK.8.20	Ke ka diik ri sabin aragii, “Ke aunbiing ia sibik ta ifit e beret usuf ifet e arip e fanu, ifis e kes gam fafuun u ini foron tigan beret ae fanu ri mas tiga?”
MRK.8.20	Ma ri ka kiliis u aragii, “Ifit.”
MRK.8.21	Ke ka diik ri aragii, “Arafah, biil biitom gam malal?”
MRK.8.22	Iesu turan berberat na fafausum kia ri ka tapiek na Betsaida, ke fal e fanu ri ka tangne nenge kut usuf i, ma ri ka sising u isi in sigil iun mata. 
MRK.8.23	Ka pose na liman kut ae, ke ka tangne ufu tina maleh ae. Aunbiing ka ubis ta matan kaltu ae, ke ka luun iun lima na iun mata, ke ka diik u aragii, “O ka par ti tier?”
MRK.8.24	Ke kaltu ae ka sake paklu, ke tarah, “Ia par fanu. Isau le ri par arae foron au ri la.”
MRK.8.25	Ke Iesu ka luun iun lima sabin na iun mata kut ae, ke ru ka sapeng fis, ke ka par fakasi foron tier tikii. 
MRK.8.26	Iesu ka wuun ufu una fel kia, ke ka fas u aragii, “Gong o soleng maleh ae.”
MRK.8.27	Ke Iesu turan berberat na fafausum kia ri ka la una foron maleh fatat isi Sisaria Filipai. Aunbiing ri toltole sal la, ka diik ri aragii, “Fanu ri tara le iau e seh?”
MRK.8.28	Ke ri ka kiliis u aragii, “Fal e fanu ri tara le wo e Jon Tom tel Bapitaiso, fal ri tara le wo Elaisa, ke fal ri ka tara le wo neng lon foron poropet.”
MRK.8.29	Ke ka diik ri sabin aragii, “Arafah lo gam, gam tara le iau e seh?”
MRK.8.29	Ke Pita ka kiliis u aragii, “O e Mesaia.”
MRK.8.30	Ke ka tikale ri le gong ri fas tikas ini le i e seh.
MRK.8.31	Ke namih Iesu ka tanwaran fausum berberat na fafausum kia aragii, “Kalalik ken Kaltu in kalsakai in fuun e tatawin, ke foron famfamu, foron laulaumet na pris ke foron tom fafausum ini nagogon rin ta pokta ri usuf i. Rin siimete u, isau le nami na in tuul e biing in aptih fis sabin.” 
MRK.8.32	I famalal fakasi tom e orek kia, pesu Pita ka lame ufu koseng ri ma ka tikale u le gong i orek arae.
MRK.8.33	Iesu ka giliim ke ka par berberat na fafausum kia, ke ka fakiing Pita aragii, “Satan! Fin koseng iau! Wara le biil o mi na wolwol ke God, biil. O mi sau na wolwol ken fanu.”
MRK.8.34	Ke Iesu ka tawi turim gur na fanu ae turan berberat na fafausum kia usuf i, ke ka fas ri aragii, “Male tikas i ier le in mih lo iau, in fapuh u tom, ma ik kusep aupaket kia, isi ik mi lo iau. 
