MAT.1.1	Libri i gjeneallogjisë Iesu Krishtit, birit Davidit, birit Abrahamit.
MAT.8.13	Edhe Iesui i tha urdhën-qindësit: Shko; edhe t’u baftë sikurse besove. Edhe shërbëtor’ i ati u shëndosh çë mb’atë herë.
MAT.8.14	Edhe Iesui kur erdhi ndë shtëpit të Pietrit, pa të vieherrën’ e ati tue u diergunë ndër ethe.
MAT.8.15	Edhe e kapi për dore, edhe e lan’ ethetë; edhe 
MAT.8.16	Edhe si u ngrys, i prunë shumë të diallosunë, edhe ai xuer shpirtënat’ e këqij me fjalë, edhe shëndoshi gjith’ ata qi kishinë keq,
MAT.8.17	qi të mbushetë qish ashtë thanë, prei profetit Isaisë, qi thoshte: “Ai muer sëmundëjetë t’ona, edhe barti lingatatë”.
MAT.8.18	Edhe Iesui kur pa shumë gjindëje rreth vetëhesë, urdhënoi me shkuem përtej.
MAT.8.19	Edhe nji Shkruis u afrue, e i tha: Mieshtër, kam me ardhunë mbrapa teje kudo qi të veç.
MAT.8.20	Edhe Iesui i thotë: Dhelpënatë kanë shtrokulla, edhe shpendët’ e qiellit çerdhe, por i bir’ i nieriut s’ka ku me ulunë kryetë.
MAT.8.21	Mbasandai nji tietër prei dishepujsh ati i thotë: Zot, më lenë përpara me voitun’ e me vorruem t’em atë.
MAT.8.22	Por Iesui i tha: Më merr mbrapa; edhe lenë të vdekunitë me vorruem të vdekunit’ e vet.
MAT.8.23	Edhe kur hyni ndë lundrët, e muernë mbrapa dishepujt’ e ati.
MAT.8.24	Edhe qe tek u ba nji tërmet i math ndë det, kaqi sa po mbulohei lundra prei valësh, por ai flinte.
MAT.8.25	Edhe dishepujt’ e ati i erthnë përanë, edhe e çuenë, tue thanë: Zot, shpëtona, se po hupimë.
MAT.8.26	Edhe ai u thot’ atyneve: Përse jeni frikësa, o besë-pakë? Atëherë u çue, e qirtoi erënat’ edhe detinë; edhe u ba bunac’ e madhe.
MAT.8.27	Edhe nierëzitë mërekulloheshin’ e thoshinë: Çfarë nieriu ashtë kyi? Se edhe erënat’ edhe deti i ndëgjojnë!
MAT.8.28	Edhe kur erdhi mb’anë të tejme ndë katund të Gergesinvet, hasnë me atë dy të diallosunë, dalë prei vorresh, shumë të egër, kaqi sa s’mundei kurkushi me shkuem përanë asai udhe.
MAT.8.29	Edhe qe te thirrnë, tue thanë: Qish 
MAT.8.30	Edhe lark atyneve ishte nji tub’ e madhe thish tue kullotunë.
MAT.8.31	Edhe djemënit’ i luteshin’ e i thoshinë: Ndë na xierrsh 
MAT.8.32	Edhe 
MAT.8.33	Edhe baritë iknë, e erthnë ndë qytet, e dhanë za për të gjitha, edhe për punë të diallosëmvet.
MAT.8.34	Edhe qe gjithë qyteti tek i duel përpara Iesuit, edhe kur pan’ atë, iu lutnë qi të dali prei synoresh atyne.
MAT.9.1	Edhe 
MAT.9.2	Edhe qe tek i prunë nji ulok diergunë mbi shtrat; edhe Iesui si pa besën’ e atyneve, i tha ulogut: Merr zemër’, o bir; t’u falnë fajet’ e tua.
MAT.9.3	Edhe qe disa prei Shkruisish thanë me vetëvetëhet, 
MAT.9.4	Edhe Iesui si pa mendimet’ e atyneve, tha: Përse mendoheni ju 
MAT.9.5	Sepse qish ashtë ma kollai me thanë: T’u falnë fajet’ e tua; a por me thanë: Çohu, edhe ecë?
MAT.9.6	Edhe qi ta dini se i bir’ i nieriut ka urdhënë mbi dhet me falë faje (atëherë i thot’ ulogut): Çohu, e ngre shtratinë tand, edhe shko ndë shtëpit tande.
MAT.9.7	Edhe 
MAT.9.8	Edhe kur panë gjindëja, u mërekulluenë, edhe lavduenë Perëndinë qi u dha kësi urdhëni nierëzëvet.
MAT.9.9	Edhe Iesui, tue shkuem andej, pa nji nieri, qi i thoshinë Matthe, tue ndenjunë ndë duganë, edhe i thotë: Më merr mbrapa. Edhe 
MAT.9.10	Edhe kur po rrinte ndë mësallë ndë shtëpit, qe tek erthnë shumë publikanë e fajtorë, edhe rrijshinë ndë mësallë bashkë me Iesun’ e me dishepujt e ati.
MAT.9.11	Edhe Fariseitë kur panë, u thanë dishepujvet ati: Përse mieshtri juei ha e pi bashkë me publikanë e me fajtorë?
MAT.9.12	Por Iesui kur ndëgjoi, u tha atyneve: Ata qi janë të shëndoshë s’kanë nevojë për miekës, por ata qi kanë keq.
MAT.9.13	Edhe shkoni, e mësoni qish ashtë: “Due përdëllim, e jo kurban”, sepse s’kam ardhunë me thirrunë të dreitë ndë pendim, por fajtorë.
MAT.9.14	Atëherë i vinë përanë dishepujt’ e Gjionnit, e i thonë: Përse na edhe Fariseitë agjinojmë shumë, por dishepujt’ e tu s’agjinojnë?
MAT.9.15	Edhe Iesui u tha atyneve: A mundetë me mbaitunë zi ata qi thërrasinë për darsmë, deri sa të jetë dhandërri bashkë me ata? Por kanë me ardhunë ditt, kur të hiqetë dhandërri prei atyneve, edhe atëherë kanë me agjinuem.
MAT.9.16	Edhe as kurkush s’ven arnë pëlhure të re mbi petk të vietërë, sepse heq të mbushëmit’ e vet prei petkut, edhe bahetë ma e keqe e shqyeme.
MAT.9.17	Edhe as nukë venë venë të re ndë rrëshiqë të vietërë, sepse ndë vufshinë, rrëshiqatë shqyhen’, edhe vena derdhet, edhe rrëshiqatë hupenë, por venë venë të re ndë rrëshiqë të rij, edhe 
MAT.9.18	Ai tue folun’ atyneve këto, qe tek erdhi nji i parë, edhe adhuronte atë, e thoshte: Se eme bijë vdiq tashti, por eja, e venë dorënë tande mbi atë, edhe ka me rruem.
MAT.9.19	Edhe Iesui u çue, e vote mbrapa ati, bashkë me dishepujt e vet.
MAT.9.20	Edhe qe, nji grue, qi i rriethte gjak prei vetëhesë dy-mbë-dhetë viet, u afrue mbrapa, edhe preku sqepin’ e petkut ati,
MAT.9.21	sepse thoshte me vetëvetëhenë, 
MAT.9.22	Edhe Iesui, kur u këthye, e pa atë, tha: Ki zemër’, o bijë, besa jote të shpëtoi. Edhe grueja u shpëtue çë mb’ate herë.
MAT.9.23	Edhe Iesui mbassi erdhi ndë shtëpit të parit, edhe pa ata qi u bijshinë fejevet, edhe gjindëjenë tue bamë gjam,
MAT.9.24	u thotë: Ikni, sepse vajza s’ka vdekunë, por po flen. Por 
MAT.9.25	Edhe gjindëja kur duel përjashta, hyni, edhe e kapi për dore, edhe vaiza u çue.
MAT.9.26	Edhe kyi za duel ndëpër gjith’ atë dhe.
MAT.9.27	Edhe Iesui tue ikun’ andej, i voitnë mbrapa dy të verbëtë, tue thirrun’ e tue thanë: Përdëllena, o bir’ i Davidit.
MAT.9.28	Edhe 
MAT.9.29	Atëherë preku syt’ e atyneve, tue thanë: U baftë mbë ju mbas besësë tuei.
MAT.9.30	Edhe u çelnë syt’ e atyneve, edhe Iesui i porositi shtrëngueshim, e u tha: Shikoni mos e marri vesht kurkush.
MAT.9.31	Por ata porsa duelnë, dhanë zaninë për ate ndëpër gjith’ ate dhe.
MAT.9.32	Edhe ata si duelnë, qe tek i prunë nji nieri shurth të diallosunë.
MAT.9.33	Edhe dialli si u nxuer, shurdhi foli, edhe gjindëja u mërekulluen’ e thanë, se askurrë ndonjiherë s’ashtë pamë kështu ndë Israel.
MAT.9.34	Por Fariseitë thoshinë, 
MAT.9.35	Edhe Iesui shkonte rreth gjithë qytetevet, e katundevet, tue mësuem ndëpër synagogat e atyneve, e tue predikuem ungjillin’ e mbëretënisë, e tue shëndoshunë çdo sëmundëje, e çdo lingatë ndë popull.
MAT.9.36	Edhe kur pa gjindëjenë, iu dhimpt për ata, sepse ishinë lodhun’ e shpërdamë porsi dhentë qi s’kanë bari.
MAT.9.37	Atëherë u thotë dishepujvet vet: Të korrët 
MAT.9.38	lutuni pra të zotit të korrit për me nxierrë punëtorë për të korrët e vet.
MAT.10.1	Edhe si thirri të dy-mbë-dhetë dishepujt’ e vet, u dha urdhënë 
MAT.10.2	Edhe emënat’ e dy-mbë-dhetë Apostujvet janë këta: I pari, Simoni, qi thohei Pietër, edhe Andreu i vëllai ati; Iakobi i 
MAT.10.3	Filippi, edhe Bartholomeu; Thomai, edhe Mattheu publikani; Iakobi i 
MAT.10.4	Simoni Kananiti, edhe Iuda Iskarioti, ai qi e trathtoi mbasandai.
MAT.10.5	Këta të dy-mbë-dhetë dërgoi Iesui, mbassi i porositi, tue thanë: Mos shkoni mb’udhë të kombevet, edhe mos hyni ndë qytet të Samaritvet,
MAT.10.6	por ma shumë shkoni ndëpër dhent e hupuna të shtëpisë Israelit.
MAT.10.7	Edhe tue shkuem, predikoni, tue thanë, se u afrue mbëretënia e qillvet.
MAT.10.8	Shëndoshni të sëmunë, qironi të kromosunë, ngjallni të vdekunë, nxirni djemën; dhunëti muertë, dhunëti epni.
MAT.10.9	Mos kini ar, as argjand, as rame ndëpër brezat tuei;
MAT.10.10	mos 
MAT.10.11	Edhe mbë çdo qytet a katund qi të hyni, pyetni, cilli asht’ i vëjefshim nd’atë; edhe mbetni atie deri sa të dilni.
MAT.10.12	Edhe kur të hyni ndë shtëpit, përshëndetni atë.
MAT.10.13	Edhe shtëpia ndë qoft’ e vëjefshime, paqtimi tuei le të vijë mb’atë, por ndë mos qoft’ e vëjefshime, paqtimi tuei u këtheftë mbas jush.
MAT.10.14	Edhe ai qi të mos u presi juve, as të mos ndëgjojë fjalëtë tueja, kur të dilni prei asai shtëpie, a prei ati qyteti, shkundni pluhunin’ e kambëvet tueja.
MAT.10.15	Për të vërtet po u thom juve, 
MAT.10.16	Qe unë te po u dërgoj juve porsi dhentë ndë miedis të ujqvet, bahi pra të urtë porsi gjarpinjtë, edhe të butë porsi pullumbatë.
MAT.10.17	Edhe mbani vesh prei nierëzish, sepse kanë me u dhanë juve ndër duer ndëpër bashkë-ndeitëje, edhe kanë me u rrafunë juve ndë felak ndëpër synagogat e veta;
MAT.10.18	edhe kanë me u nxierrë juve, për punët meje, përpara të parësh, e 
MAT.10.19	Por kur t’u apinë juve ndër duer, mos kini gaile 
MAT.10.20	Sepse nukë jeni ju ata qi flitni, por Shpirti Atit tuei qi flet ndër ju.
MAT.10.21	Edhe vëllai ka me trathtuem të vëllanë për vdeke, i ati të birinë; edhe bijtë kanë me ngritunë krye kundrë përindvet, edhe kanë me i vramë.
MAT.10.22	Edhe keni me u marrë mëni prei së gjithëve për emëninë t’em; edhe ai qi të durojë deri mbë të mbrapmenë, kyi ka me u shpëtuem.
MAT.10.23	Por kur t’u përzanë prei këti qyteti, ikni mbë tietrinë; sepse për të vërtet po u thom juve, 
MAT.10.24	Nuk’ ashtë dishepulli përmbi mieshtrinë, as shërbëtori përmbi të zotinë.
MAT.10.25	Miaft 
MAT.10.26	Mos i droni pra ata, sepse s’ashtë gja e mbulueme, qi s’ka me u sbuluem; edhe 
MAT.10.27	Ate qi po u thom juve nd’errësinët, thonia ndë dritët, edhe ate qi po ndëgjoni ndër vesh, predikonia mbi majët të shtëpisë.
MAT.10.28	Edhe mos droni ata qi vrasinë korpinë, por shpirtinë s’mundenë me e vramë, por droni ma shumë ata qi mundenë me hupunë ndë xhehenem edhe shpirtin’ edhe korpinë.
MAT.10.29	Nukë shitenë dy zoq për 
MAT.10.30	Por juve edhe gjithë qimet’ e kresë janë ngjehunë.
MAT.10.31	Mos droni pra, 
MAT.10.32	Kushdo pra qi të më rrëfejë përpara nierëzish, edhe unë kam me e rrëfyem përpara t’im et qi ashtë ndë qillt.
MAT.10.33	Por kush të më muhojë përpara nierëzish, edhe unë kam me u muhuem përpara t’im et qi ashtë ndë qillt.
MAT.10.34	Mos kujtoni se kam ardhunë me vumë paqtim mbë dhet; s’kam ardhunë me vunë paqtim, por thikë.
MAT.10.35	Sepse kam ardhunë me damë nierinë kundrë të i atit, edhe bijënë kundrë s’amësë, edhe nusenë kundrë së vieherrësë.
MAT.10.36	Edhe anëmiqt’ e nieriut 
MAT.10.37	Ai qi do të i atin’ e t’amënë ma tepërë se mue, nuk’ asht’ i vëjefshunë për mue. Edhe ai qi do bir a bijë ma tepërë se mue, nuk’ asht’ i vëjefshunë për mue.
MAT.10.38	Edhe ai qi nukë merr kryqin’ e vet, e nukë vien mbas meje, nuk’ asht’ i vëjefshunë për mue.
MAT.10.39	Ai qi gjen jetën’ e vet, ka me e bierrë; edhe ai qi bier jetën’ e vet, për punë t’eme, ka me e gjetunë.
MAT.10.40	Ai qi pret juve, ka pritunë mue, edhe ai qi pret mue, ka pritun’ ate qi më ka dërguem.
MAT.10.41	Ai qi pret profet mb’emënë profeti, ka me marrë pagë profeti; edhe ai qi pret të dreitë mb’emënë të dreiti ka me marrë pagë të dreiti.
MAT.10.42	Edhe ai qi t’i api nji potir ujë të ftofëtë ndonjianit këtyne të vogjilëvet vetëmë mb’emënë dishepulli, për të vërtet po u thom juve, 
MAT.11.1	Edhe Iesui kur mbaroi tue porositunë të dy-mbë-dhetë dishepujt’ e vet, sdrypi prei andej për me mësuem e me predikuem ndëpër qytetet e atyneve.
MAT.11.2	Edhe Gjionni kur ndëgjoi ndë burgut punët’ e Krishtit, dërgoi dy 
MAT.11.3	Ti je ai qi ka me ardhunë, apor presimë 
MAT.11.4	Edhe Iesui u përgjeq, e u tha atyneve: Shkoni e nepni za Gjionnit 
MAT.11.5	Të verbëtë shofinë, e çala ecinë, të kromosunë qirohenë, e shurdha ndëgjojnë, të vdekunë ngjallenë, e të vobegjivet u diftohet’ ungjilli.
MAT.11.6	Edhe i lumun’ asht ai qi të mos shkandalizohetë mbë mue.
MAT.11.7	Edhe këta tue votunë, Iesui filloi me i thanë gjindëjesë për Gjionninë: Ç’dueltë me vum’ ore ndë shkreti? Kallam qi përkundetë prei erësë?
MAT.11.8	Por ç’dueltë me pamë? Nieri veshunë me petka të buta? Qe ata qi kanë veshunë 
MAT.11.9	Por ç’dueltë me pamë? Profet? Për të vërtet po u thom juve: Edhe ma tepërë se profet.
MAT.11.10	Sepse kyi asht’ ai qi ashtë shkruem për atë: “Qe unë te po dërgoj engjullinë (za-dhanësinë) tem përpara faqesë sate, i cilli ka me ndrequn’ udhënë tande përpara teje”.
MAT.11.11	Për të vërtet po u thom juve, 
MAT.11.12	Çë prei ditsh Gjionn Pagëzorit deri tashti, mbëretënia e qillvet ngutetë, edhe ata qi ngutenë, e rrëmbejnë.
MAT.11.13	Sepse gjithë profetënitë, edhe ligja profetizuenë deri mbë 
MAT.11.14	Edhe ndë daçi me pritunë 
MAT.11.15	Ai qi ka veshë me ndëgjuem, le të ndëgjojë.
MAT.11.16	Por me se ta përgjaj këte bres? I përgjan çunavet vogjilë qi rrinë ndëpër tregjet, edhe u thërrasinë shokvet vet,
MAT.11.17	e thonë: U ram fyllit, edhe nukë karcyetë; u bam vaje, edhe nuk qjatë.
MAT.11.18	Sepse erdhi Gjionni as tue ngran’ as tue pimë, edhe thonë, 
MAT.11.19	Erdhi i bir’ i nieriut tue ngran’ e tue pimë, edhe thonë: Qe nieri ngranës e venë-pimës, miku i publikanëvet e i fajtorëvet; edhe ditunia duel’ e dreitë prei të bijvet vet.
MAT.11.20	Atëherë filloi me qirtuem 
MAT.11.21	Mjeri ti, Bethsaida! Sepse 
MAT.11.22	Veç po u thom juve, 
MAT.11.23	Edhe ti, Kapernaum, qi je ngritunë nalt deri mbë qiell, ke me sdrypunë deri ndë ferr, sepse 
MAT.11.24	Veç po u thom juve, se ndë dhe të Sodomvet ma i durueshim ka me qenë 
MAT.11.25	Nd’atë kohë Iesui u përgjeq, e tha: Të lavdoj tyi, o Atë, Zot i qiellit edhe i dheut, se ua mpshefe këto 
MAT.11.26	Po, o Atë, sepse pëlqimi yt kështu u ba përpara teje.
MAT.11.27	Të gjitha m’u dhanë n’dorë prei t’im et, edhe kurkushi s’e ngjef birinë, veç Ati; edhe kurkushi s’e ngjef Atinë, veç i biri, edhe ai qi të dojë i biri me ia sbuluem.
MAT.11.28	Ejani tek unë, gjithë sa jeni të lodhun’ e të ngarkuem, edhe unë kam me u praitunë juve.
MAT.11.29	Merrni sgjedhënë teme mbë qafë tuei, edhe mësoni prei meje; sepse jam i butë, edhe i përvutë ndë zemërë, edhe keni me gjetunë të praitunë ndë shpirtënat tuei.
MAT.11.30	Sepse sgjedha eme asht’ e mirë, edhe barra eme asht’ e letë.
MAT.12.1	Nd’atë kohë Iesui voiti ndëpër të mbielluna për ditë të shëtunash; edhe dishepujvet vet u erdhi uni, edhe filluenë me shkoqunë kallëza, e me ngranë.
MAT.12.2	Edhe Fariseitë kur panë, i thanë: Qe dishepujt’ e tu te bajn’ ate qi s’asht e udhësë me bamë për të shëtunë.
MAT.12.3	Por 
MAT.12.4	Qysh hyni ndë shtëpit të Perëndisë, edhe hangër bukët’ e paravumëjesë, të cillatë s’ishte e udhësë me i ngran’ ai, as ata qi ishinë bashkë me atë, por priftënitë vetëmë?
MAT.12.5	Apor s’keni kënduem ndë ligjë, se për 
MAT.12.6	Edhe po u thom juve, se këtu ashtë nji ma i math se tempulli.
MAT.12.7	Edhe ndë e kishitë ditunë qish ashtë: “Due përdëllim, e jo kurban”, s’kishitë me i bamë fajtorë të pafajtë.
MAT.12.8	Sepse i bir’ i nieriu asht’ i zoti edhe të shëtunësë.
MAT.12.9	Edhe si sdrypi prei andej, erdhi ndë synagogët t’atyne.
MAT.12.10	Edhe qe tek ishte nji nieri qi kishte dorën’ e thatë. Edhe e pyetnë, e thanë: Ndë qoftë se asht’ e udhësë me shëndoshunë për të shëtuna? Për me e përfolunë.
MAT.12.11	Edhe ai u tha atyneve: Cilli nieri prei jush ka me qen’ ai, qi të ketë nji dele, edhe ndë raftë këjo ndë gropë për 
MAT.12.12	Sa 
MAT.12.13	Atëherë i thotë nieriut: Shtri dorënë tande. Edhe 
MAT.12.14	Por Fariseitë duelnë, e banë këshille kundrë ati për me e prishunë.
MAT.12.15	Por Iesui kur e muer vesht, iku prei andej, edhe i voitnë mbrapa shumë gjindëje, edhe i shëndoshi të gjithë;
MAT.12.16	edhe i porositi shtrëngueshim mos me e diftuem,
MAT.12.17	qi të mbushetë qish ashtë thanë prei profetit Isaisë, qi thoshte:
MAT.12.18	“Qe shërbëtori em, qi sgjodha; i dashuni em, qi e pëlqeu shpirti em; kam me vumë Shpirtinë t’em mbi atë, edhe ka me diftuem gjyq mbë kombet.
MAT.12.19	S’ka me bamë fjalë, as s’ka me bërtitunë; as s’ka me ndëgjuem kush zanin’ e ati ndëpër rrugat.
MAT.12.20	S’ka me shqyem kallam të thyem, edhe s’ka me shuem li të tymitunë, deri sa të bierë gjyqinë ndë mundëje.
MAT.12.21	Edhe kombetë kanë me shpëryem mb’emënit t’ati”.
MAT.12.22	Atëherë i prunë 
MAT.12.23	Edhe gjithë gjindëja mërekulloheshin’ e thoshinë: Drujse mos ashtë kyi i bir’ i Davidit?
MAT.12.24	Por Fariseitë kur ndëgjuenë, thanë: Kyi nukë nxier djemënitë, veç me anë të Beelzebulit të parit djemënavet.
MAT.12.25	Edhe Iesui si ngjofi mendimet’ e atyneve, u tha atyneve: Çdo mbëretëni ndë u daftë kundrë vetëvetëhesë, shkretohetë; edhe çdo qytet a shtëpi ndë u daftë kundrë vetëvetëhesë, s’ka me qindruem.
MAT.12.26	Edhe Satanai ndë nxierrtë Satananë, u da kundrë vetëvetëhesë; qysh ka me qindruem pra mbëretënia e ati?
MAT.12.27	Edhe unë ndë nxierrsha djemënitë me anë të Beelzebulit, bijtë tuei me ç’anë i nxierrinë? Përandai ata kanë me qenë gjyqtarëtë tuei.
MAT.12.28	Por ndë nxierrsha djemënitë me anë të Shpirtit Perëndisë, vall’ e mbërrini mbë ju mbëretënia e Perëndisë.
MAT.12.29	A si mundetë kushi me hymë ndë shtëpit të fortit, e me rrëmbyem enët’ e ati, ndë mos lithte ma përpara të fortinë? Edhe atëherë ka me rrëmbyem shtëpin’ e ati.
MAT.12.30	Ai qi nuk ashtë bashkë me mue, ashtë kundrë meje; edhe ai qi nukë mbëleth bashkë me mue, shpërdan.
MAT.12.31	Përandai po u thom juve, 
MAT.12.32	Edhe ai qi të thotë fjalë kundrë të birit nieriut, do t’i ndëjehetë, por ai qi të thotë kundrë Shpirtit Shenjt, nukë do t’i ndëjehet’ as mbë këtë jetë, as mb’atë qi vien.
MAT.12.33	A bani drun’ e mirë, edhe pemën’ e asai të mirë; a bani drun’ e keqe, edhe pemën’ e asai të keqe, sepse druja njifetë prei pemësë.
MAT.12.34	Këlysh gjarpinjsh, qysh mundeni me folë të mira, tue qenë të këqij? Sepse goja flet prei së tepëruemit zemërësë.
MAT.12.35	Nieriu i mirë nxier të mira prei thesoresë mirë të zemërësë; edhe nieriu i keq nxier të këqia prei thesoresë keqe.
MAT.12.36	Edhe po u thom juve, se çdo fjalë qi s’lypsetë, ndë e folshinë nierëzitë, kanë me dhanë fjalë për atë ndë ditë të gjyqit.
MAT.12.37	Sepse prei fjalësh tua ke me dal i dreitë; edhe prei fjalësh tua ke me u dënuem.
MAT.12.38	Atëherë u përgjegjën disa prei Shkruisish e prei Fariseish, e thanë: Mieshtër dona me pamë 
MAT.12.39	Edhe ai u përgjeq, e u tha: Bres i keq edhe kurvar lypën shenjë; edhe shenjë s’ka me u dhanë, për-veç shenjit profetit Iona,
MAT.12.40	sepse sikurse Ionai qe ndë barkut të bishësë 
MAT.12.41	Burra Ninevitë kanë me u ngjallë bashkë me këte bres ndë ditë të gjyqit, edhe kanë me e gjukuem për të keq, sepse u penduenë ndë predikimt të Ionait; edhe qe këtu 
MAT.12.42	Mbëretënesha e 
MAT.12.43	Shpirti i paqiruem kur del prei nieriut, shkon ndëpër vende të thata pa ujë, tue kërkuem të praitunë, e nukë gjen.
MAT.12.44	Atëherë thotë: Le të këthehem ndë shtëpit t’eme, andej kah dola; edhe si vien, gjen ate shprazunë, 
MAT.12.45	atëherë vete, e merr me vetëhe shtatë shpirtëna të tierë ma të këqij se vetëvetëhenë, edhe hyjnë, e rrin’ atie; edhe të mbrampet’ e ati nieriu bahenë ma të këqia se të paratë. Kështu ka me qen’ edhe mbë këte bres të keq.
MAT.12.46	Edhe ai kur ishte por tue folë gjindëjesë, qe e ama edhe të vëllazënit’ e vet te po rrijshinë jashtë, e kërkojshinë me i folë.
MAT.12.47	Atëherë 
MAT.12.48	Por ai u përgjeq, e i tha ati qi foli: Cilla asht’ ama eme, edhe cilltë janë vëllazënit’ e mi?
MAT.12.49	Edhe shtrini dorën’ e vet mbi dishepujt e vet, e tha: Qe ama eme, edhe vëllazënit’ e mi!
