GEN.1.1	Íꞌdóngárá gá ꞌdãá, Múngú gbi ꞌbụ̃ pi vũ be. 
GEN.4.21	Jãbálã vé ẹ́drị́pị Jũbálã ꞌi. Jũbálã ri ẹ́tẹ́pị ꞌbá riꞌbá kụ̃ꞌdị́ coꞌbá, ãzini jẽlẽgú vuꞌbá rĩ pi vé nĩ. 
GEN.4.22	Lẽmékẽ vé ũkú rĩ ãzi Zílã ꞌi, Zílã ní kpá mvá ágó tịzú, mváŋá rĩ ã rụ́ Tũbãlĩ-Káyĩnã ꞌi, ĩri ũndógó ngá ẹ̃zị́ ngazú rĩ pi údépi ni, ãzini riípi aya mãlámãlá, ãzini aya ẹ̃zị́ ngazú rĩ dịị́pi ni. Tũbãlĩ-Káyĩnã vé ọ́mvụ́pị ã rụ́ Nãámã ꞌi.
GEN.4.23	Lẽmékẽ ní ꞌyozú ꞌî ũkúpị́ị ní kĩnĩ,
GEN.4.23	“Ãdá, ĩmi Zílã be, ĩmi yịkí drĩ ma ká,
GEN.4.23	mâ ũkúpị́ị, ĩmi yịkí mávé átángá.
GEN.4.23	Kẹ̃rị́mvá ãzi ĩpẽŋã ma,
GEN.4.23	á ꞌdị ĩri drãá gí.
GEN.4.24	Dõ ũfẽkí Káyĩnã vé ãrígó vú be ẹ́zị̂rị̃,
GEN.4.24	ma Lẽmékẽ ꞌi, ĩ mávé rĩ ũfẽ vú be pụ̃kụ́ ẹ́zị̂rị̃ drị̃ ni ẹ́zị̂rị̃.”
GEN.4.25	Ãdámã pi ní gõzú lazú ũkú ni be dị̃ị́, ũkú rĩ ní mvá ágó tịzú, ĩri ní rụ́ ni ꞌdazú Sétẽ
GEN.4.26	Sétẽ ní kpá mvá ágó tịzú, ĩri ní rụ́ ni ꞌdazú Ẽnósã ꞌi.
GEN.4.26	Sâ ꞌdãri gé, ꞌbá rĩ pi ní íꞌdózú Úpí Múngú ã rụ́ zịzú, ãzini ĩri ị̃njị̃zú.
GEN.5.1	Úyú ĩ ní tã ni sĩí ꞌdĩri Ãdámã vé rĩ.
GEN.5.1	Múngú kã ꞌbá ri gbií, gbi ĩri sụ̃ụ́ ꞌí tị́nị. 
GEN.5.2	Gbi kộpi ágó pi ũkú be, sẽ kộpi ní tãkíri, ĩri ní kộpi zịzú “ꞌbá.”
GEN.5.3	Ãdámã kã adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãlu pụ̃kụ́ na (130), ĩri ní mvá ágó tịzú sụ̃ ꞌí tị́nị. Ĩri ní rụ́ ni ꞌdazú Sétẽ ꞌi. 
GEN.5.4	Kã Sétẽ ri tịị́, vụ́drị̃ ni gé, Ãdámã gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãrõ (800), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.5	Ãdámã adri caá ílí be mụ̃dụ̃rụ̃lụ̃ úrõmĩ pụ̃kụ́ na (930), ĩri ní kúru drãzú.
GEN.5.6	Sétẽ kã adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãlu drị̃ ni tọ̃wụ́ (105), ĩri ní Ẽnósã ri tịzú. 
GEN.5.7	Kã Ẽnósã ri tịị́, vụ́drị̃ ni gé, Sétẽ gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãrõ drị̃ ni ẹ́zị̂rị̃ (807), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.8	Sétẽ adri caá ílí be mụ̃dụ̃rụ̃lụ̃ úrõmĩ mụdrị́ drị̃ ni ị̃rị̃ (912), ĩri ní kúru drãzú.
GEN.5.9	Ẽnósã kã adrií caá ílí be pụ̃kụ́ úrõmĩ (90), ĩri ní Kẽnánã ri tịzú. 
GEN.5.10	Kã Kẽnánã ri tịị́, vụ́drị̃ ni gé, Ẽnósã gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãrõ mụdrị́ drị̃ ni tọ̃wụ́ (815), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.11	Ẽnósã adri caá ílí be mụ̃dụ̃rụ̃lụ̃ úrõmĩ drị̃ ni tọ̃wụ́ (905), ĩri ní kúru drãzú.
GEN.5.12	Kẽnánã kã adrií caá ílí be pụ̃kụ́ ẹ́zị̂rị̃ (70), ĩri ní Mãhãlãlélĩ ri tịzú. 
GEN.5.13	Kã Mãhãlãlélĩ ri tịị́, vụ́drị̃ ni gé, Kẽnánã gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãrõ pụ̃kụ́ sụ (840), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.14	Kẽnánã kã caá ílí be mụ̃dụ̃rụ̃lụ̃ úrõmĩ mụdrị́ (910), ĩri ní kúru drãzú.
GEN.5.15	Mãhãlãlélĩ kã adrií caá ílí be pụ̃kụ́ ázíyá drị̃ ni tọ̃wụ́ (65), ĩri ní Yãrédẽ ri tịzú. 
GEN.5.16	Kã Yãrédẽ ri tịị́, vụ́drị̃ ni gé, Mãhãlãlélĩ gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãrõ pụ̃kụ́ na (830), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.17	Mãhãlãlélĩ adri caá ílí be mụ̃dụ̃rụ̃lụ̃ ãrõ pụ̃kụ́ úrõmĩ drị̃ ni tọ̃wụ́ (895), ĩri ní kúru drãzú.
GEN.5.18	Yãrédẽ kã adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãlu pụ̃kụ́ ázíyá drị̃ ni ị̃rị̃ (162), ĩri ní Ẽnókã ri tịzú. 
GEN.5.19	Kã Ẽnókã ri tịị́, vụ́drị̃ ni gé, Yãrédẽ gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãrõ (800), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.20	Yãrédẽ adri caá ílí be mụ̃dụ̃rụ̃lụ̃ úrõmĩ pụ̃kụ́ ázíyá drị̃ ni ị̃rị̃ (962), ĩri ní kúru drãzú.
GEN.5.21	Ẽnókã kã adrií caá ílí be pụ̃kụ́ ázíyá drị̃ ni tọ̃wụ́ (65), ĩri ní Mẽtũsélã ri tịzú. 
GEN.5.22	Kã Mẽtũsélã ri tịị́, vụ́drị̃ ni gé, Ẽnókã gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ na (300), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. Ẽnókã ri tã ꞌoó pịrị Múngú ẹndrẹtị gé, 
GEN.5.23	Ẽnókã adri caá ílí be mụ̃dụ̃rụ̃lụ̃ na pụ̃kụ́ ázíyá drị̃ ni tọ̃wụ́ (365). 
GEN.5.24	Ẽnókã ní tã ꞌoó pịrị Múngú ẹndrẹtị gé rĩ sĩ, gõ índré dị̃ị́ kuyé, ãꞌdiãtãsĩyã Múngú ꞌdụ ĩri mụzú ídri rú.
GEN.5.25	Mẽtũsélã kã adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãlu pụ̃kụ́ ãrõ drị̃ ni ẹ́zị̂rị̃ (187), ĩri ní Lẽmékẽ ri tịzú. 
GEN.5.26	Kã Lẽmékẽ ri tịị́, vụ́drị̃ ni gé, Mẽtũsélã gõ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ẹ́zị̂rị̃ pụ̃kụ́ ãrõ drị̃ ni ị̃rị̃ (782), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.27	Mẽtũsélã adri caá ílí be mụ̃dụ̃rụ̃lụ̃ úrõmĩ pụ̃kụ́ ázíyá drị̃ ni úrõmĩ (969), ĩri ní kúru drãzú.
GEN.5.28	Lẽmékẽ kã adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ãlu pụ̃kụ́ ãrõ drị̃ ni ị̃rị̃ (182), ĩri ní mvá ágó tịzú. 
GEN.5.29	Ĩri ní rụ́ ni ꞌdazú Núwã
GEN.5.30	Lẽmékẽ kã Núwã ri tịị́, vụ́drị̃ ni gé, Lẽmékẽ gõ adri caá ílí be mụ̃dụ̃rụ̃lụ̃ tọ̃wụ́ pụ̃kụ́ úrõmĩ drị̃ ni tọ̃wụ́ (595), tị anji ãgõ ụrụkọꞌbée anji ũkú pi be ílí ꞌdĩꞌbée agá rá. 
GEN.5.31	Lẽmékẽ adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ ẹ́zị̂rị̃ pụ̃kụ́ ẹ́zị̂rị̃ drị̃ ni ẹ́zị̂rị̃ (777), ĩri ní kúru drãzú.
GEN.5.32	Núwã kã adrií caá ílí be mụ̃dụ̃rụ̃lụ̃ tọ̃wụ́ (500), vụ́drị̃ ni gé, ĩri ní Sémẽ pi tịzú Ámã be, Yãpétẽ sĩ.
GEN.6.1	ꞌBá rĩ pi kâ íꞌdó ízú vũ drị̃gé nõgó, kộpi tịkí anji ũkú rá. 
GEN.6.2	Anji Múngú vé rĩ pi kâ ndreé anji ũkú ꞌbá rĩ pi ní tịị́ rĩ pi ũnyĩ be ambamba, kộpi jekí ụrụkọꞌbée ĩ ní lẽé rĩ pi ĩ ní ũkú rú. 
GEN.6.3	Kúru Úpí Múngú ní ꞌyozú kĩnĩ, “Má ícó ꞌbá rĩ pi ãꞌyĩí adrií ídri rú mụzú nyonyo ku, ãꞌdiãtãsĩyã kộpi ꞌbá ũdrãꞌbée ũdrãdrã ni pi, kộpi ꞌyéŋá adri ílí mụ̃dụ̃rụ̃lụ̃ ãlu pụ̃kụ́ ị̃rị̃.”
GEN.6.4	Anji Múngú vé rĩ pi kâ anji ũkú ꞌbá rĩ pi vé rĩ jeé, kộpi tịkí anji ũkú rĩ pi be rá. Anji kộpivé ꞌdĩꞌbée zịkí kộpi Nẽfĩlímũ, sâ ꞌdãri gé, kộpi rikí adrií vũ drị̃gé nõgó. Vụ́drị̃ ni gé, kộpi gõkí kpá adrií rá. Kộpi ẹ̃ꞌdị́ ꞌdịngárá gá ũkpõ be, kộpi ã rụ́ kụkụ.
GEN.6.5	Úpí Múngú kã ndreé ũnjĩkãnyã ꞌbá rĩ pi vé rĩ ga vũ drị̃gé nõgó ambamba, tã kộpi ní rií ụ̃sụ̃ụ́ sâ ꞌdãri gé rĩ pi céré ũnjí, 
GEN.6.6	tã ꞌdĩri sẽ Úpí Múngú ní ĩzãngã ambamba ꞌí ní ꞌbá gbií vũ drị̃gé nõgó rĩ sĩ. 
GEN.6.7	Kúru Úpí Múngú ní ꞌyozú kĩnĩ, “Vũ drị̃gé nõgó, á lẽ ꞌbá má ní gbií rĩ pi vé úri ꞌbeé ãvĩí ꞌdĩísĩ rá, íꞌdózú ꞌbá rĩ pi, ãꞌá rĩ pi, ãnyãpá rĩ pi, ngá ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ rĩ pi, ãríŋá rĩ pi, ma kộpivé úri ꞌbe ãvĩ ꞌdĩísĩ rá, ãꞌdiãtãsĩyã ma ĩzãngã sĩ má ní kộpi gbií rĩ sĩ.” 
GEN.6.8	ꞌBo Úpí Múngú ꞌbã ẹ́sị́ múké Núwã ní.
GEN.6.9	Úꞌdógúꞌdógú Núwã vé rĩ, ĩri ꞌdíni. Núwã ri ꞌbá tã ꞌoópi pịrị ni, ꞌbá lókí ꞌdãri gé rĩ pi ãsámvú gé, ị́sụ́kí tã ũnjí rụ́ꞌbá ni gé kuyé, Núwã ꞌdụ tã Múngú ní ꞌyoó ꞌí ní rĩ ngaá rá. 
GEN.6.10	Núwã tị anji ãgõ na, Sémẽ ꞌi, Ámã ꞌi, Yãpétẽ sĩ.
GEN.6.11	Tã ꞌbá rĩ pi ní ꞌoó vũ drị̃gé nõgó rĩ ũnjíkãnyãkãnyã Múngú ẹndrẹtị gé, kộpi ri tã ꞌdụ nga ẹ́sị́ ũká ũká sĩ. 
GEN.6.12	Múngú ndre ũnjĩkãnyã ꞌbá rĩ pi ní ꞌoó vũ drị̃gé nõgó rĩ rá, ãꞌdiãtãsĩyã kộpi ri nóni ũnjĩkãnyã ꞌo. 
GEN.6.13	Kúru Múngú ní ꞌyozú Núwã ní kĩnĩ, “Á lẽ ꞌbá rĩ pi úꞌdị́ ũdrãá céré ꞌdĩísĩ rá, ãꞌdiãtãsĩyã ũnjĩkãnyã ga vũ drị̃gé nõgó ambamba. Ádarú á lẽ ꞌbá rĩ pi úꞌdị́ ũdrãá rá, ãzini á lẽ vũ rĩ izaá rá.
GEN.6.14	“ꞌÍ pa párángi, mí údé mí ní kũlúmgba mọ̃ọ́ngụ́ ãní, mí aco ꞌa ni ãndíãndí, mí ũmbĩ ꞌa ni pi úgóró ni be gámũ sĩ. 
GEN.6.15	Mí údé kũlúmgba mọ̃ọ́ngụ́ rĩ ꞌdíni. Ãco ni ã adri pá ágélé mụ̃dụ̃rụ̃lụ̃ sụ pụ̃kụ́ tọ̃wụ́ (450), ẹ̃pị ni ã adri pá ágélé pụ̃kụ́ ẹ́zị̂rị̃ drị̃ ni tọ̃wụ́ (75), ngangárá ni ụrụlé rĩ ã adri pá ágélé pụ̃kụ́ sụ drị̃ ni tọ̃wụ́ (45). 
GEN.6.16	Mí údé ácí ꞌbãá drị̃gé ni gé, ãsámvú ni adri mgbọ, ã ꞌbekí caá drị́ ã ꞌa na. Mí údé kẹ̃ẹ́tị kũlúmgba mọ̃ọ́ngụ́ rĩ vé wọ̃ọ́kọ̃ ãzi rĩ gé, mí aco kũlúmgba mọ̃ọ́ngụ́ rĩ ã ꞌa caá na, íꞌdózú vũgá, ágágá, ãzi rĩ ã adri ụrụgégélésĩla.
GEN.6.17	“Ma ímụ́ yị̃ị́ sẽ tị̃ nyọ̃ọ́kụ́ rĩ ẽ drị̃ ĩmũlũ céré ngá ídri be rĩ pi úꞌdị́ ũdrã ꞌdĩísĩ rá, ngá vũ drị̃gé ídri be rĩ pi céré ímụ́ ũdrã rá. 
GEN.6.18	ꞌBo ma ímụ́ ũndĩ rụ mí be, mi ímụ́ fi kũlúmgba mọ̃ọ́ngụ́ rĩ agá, ũkú mívé rĩ be, anji ãgõ mívé rĩ pi be, ũkú ĩvé rĩ pi be. 
GEN.6.19	Mi ngá ídri be rĩ pi jị kũlúmgba rĩ agá ꞌdãá, ágó ni pi ũkú ni be, kộpi ã adrikí rí ídri rú. 
GEN.6.20	Lẽ mî jị ãríŋá rĩ pi ị̃rị̃ ị̃rị̃ ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, ãnyãpá rĩ pi be, ãꞌá rĩ pi be ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, ngá nyíríŋá ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ rĩ pi be ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, kộpi ã mụkí rí adrií ídri rú. 
GEN.6.21	ꞌÍ ꞌdụ ãnyãngã nyaánya ni pi jịị́ ꞌbãá kũlúmgba agá ꞌdãlé ĩmi ní, ãzini ngá ídri be rĩ pi ní.”
GEN.6.22	Núwã ꞌdụ tã rĩ pi ãrẽvú ngaá céré, sụ̃ Múngú ní lũú ꞌí ní rĩ tị́nị.
GEN.7.1	Úpí Múngú ní ꞌyozú Núwã ní kĩnĩ, “ꞌÍ fi kũlúmgba mọ̃ọ́ngụ́ rĩ agá ꞌdãá mívé ꞌbá ꞌbẹ̃tị́ ãsámvú gé rĩ pi be céré, ãꞌdiãtãsĩyã á ndre mi ꞌbá tã ꞌoópi pịrị ni ꞌbá nóni adriꞌbá vũ drị̃gé rĩ pi ãsámvú gé. 
GEN.7.2	ꞌÍ ꞌdụ ãnyãpá, ãzini ãꞌá ule ule rĩ pi
GEN.7.3	ꞌÍ ꞌdụ kpá ãríŋá rĩ pi ị̃rị̃ ị̃rị̃ caá ẹ́zị̂rị̃, ágó ni pi ũkú ni be, ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, kộpi ã adrikí rí ídri rú vũ drị̃gé nõgó. 
GEN.7.4	Íꞌdózú ãndrũ sĩ, kãdõ mụụ́ caá ụ́ꞌdụ́ ẹ́zị̂rị̃ ni gé, ma ímụ́ yị̃ị́gọ́ sẽ ꞌdị nyọ̃ọ́kụ́ drị̃gé nõgó ụ̃tụ́ŋá pụ̃kụ́ sụ, ị́nị́ŋá pụ̃kụ́ sụ, ma ngá má ní gbií ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ rĩ pi úꞌdị́ ũdrã céré ꞌdĩísĩ rá.”
GEN.7.5	Núwã ꞌdụ tã Úpí Múngú ní ẹzịị́ ꞌí ní ꞌdĩꞌbée ãrẽvú ngaá céré rá.
GEN.7.6	Sâ yị̃ị́ rĩ ní tị̃zú vũ drị̃gé rĩ gé, ị́sụ́ Núwã vé ílí ca mụ̃dụ̃rụ̃lụ̃ ázíyá gí. 
GEN.7.7	Núwã pi ní fizú kũlúmgba mọ̃ọ́ngụ́ rĩ agá ꞌdãlé ũkú ni be, ívé anji ãgõ rĩ pi be, anji ãgõ rĩ pi vé ũkú pi be, sụ̃ Múngú ní lũú ĩri ní rĩ tị́nị, yị̃ị́ tị̃ị́pi rĩ ẽ ĩmũlũ rí ĩ ku. 
GEN.7.8	Kộpi fikí ãnyãpá, ãzini ãꞌá ule ule rĩ pi be, ãnyãpá, ãzini ãꞌá ãzãvũ rú ị̃rị̃ ị̃rị̃ rĩ pi be, ãríŋá ị̃rị̃ ị̃rị̃ rĩ pi be, ngá ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ ị̃rị̃ ị̃rị̃ rĩ pi be. 
GEN.7.9	Kộpi fikí mụzú Núwã vú sĩ kũlúmgba mọ̃ọ́ngụ́ rĩ agá ꞌdãá, ágó ni pi ũkú ni be, sụ̃ Múngú ní ẹzịị́ Núwã ní rĩ tị́nị. 
GEN.7.10	Ụ́ꞌdụ́ ẹ́zị̂rị̃ ã vụ́drị̃ gé, yị̃ị́ ní íꞌdózú tị̃zú nyọ̃ọ́kụ́ rĩ ẽ drị̃ ĩmũlũzú.
GEN.7.11	Núwã vé ílí kã caá mụ̃dụ̃rụ̃lụ̃ ázíyá, mbãá ụ́ꞌdụ́ mụdrị́ drị̃ ni ẹ́zị̂rị̃, mbãá ị̃rị̃ ni gé, yị̃ị́ nyọ̃ọ́kụ́ agá rĩ íꞌdó rií íkpú ímụ́zú ãmvé nõó ũkpõ be, ãzini yị̃ị́gọ́ íꞌdó rií ꞌdịị́ ũkpõ be. 
GEN.7.12	Yị̃ị́gọ́ rĩ ꞌdị ụ̃tụ́ŋá pụ̃kụ́ sụ, ị́nị́ŋá pụ̃kụ́ sụ. 
GEN.7.13	Ụ́ꞌdụ́ ꞌdãri gé, ị́sụ́ Núwã pi ũkú ni be, ívé anji ãgõ Sémẽ be, Ámã be, Yãpétẽ be, ívé anji ãgõ rĩ pi vé ũkú pi be, fikí kũlúmgba mọ̃ọ́ngụ́ rĩ agá ꞌdãá gí. 
GEN.7.14	Kộpi fikí ãꞌá rĩ pi be, ãnyãpá rĩ pi be ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, ngá ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ rĩ pi be ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, ãríŋá rĩ pi be ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí. 
GEN.7.15	Ngá ídri be rĩ pi fikí kũlúmgba mọ̃ọ́ngụ́ rĩ agá ꞌdãá Núwã vú sĩ mụzú ị̃rị̃ ị̃rị̃. 
GEN.7.16	Ngá ídri be rĩ pi fikí kũlúmgba mọ̃ọ́ngụ́ rĩ agá ꞌdãá, ágó ni pi ũkú ni be, ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, sụ̃ Úpí Múngú ní ẹzịị́ Núwã ní rĩ tị́nị. Múngú ní kúru kẹ̃ẹ́tị rĩ ụ̃pị̃zú.
GEN.7.17	Yị̃ị́gọ́ rĩ ꞌdị caá ụ́ꞌdụ́ pụ̃kụ́ sụ, yị̃ị́ rĩ tị̃ nyọ̃ọ́kụ́ rĩ ẽ drị̃ ĩmũlũú céré. Kũlúmgba mọ̃ọ́ngụ́ rĩ nga kú yị̃ị́ rĩ drị̃gé. 
GEN.7.18	Yị̃ị́ rĩ tị̃ nyọ̃ọ́kụ́ rĩ ẽ drị̃ ĩmũlũú ambamba, sẽ kũlúmgba mọ̃ọ́ngụ́ rĩ nga kú yị̃ị́ rĩ drị̃gé. 
GEN.7.19	Yị̃ị́ rĩ tị̃ mụzú ambamba, ọ̃zụ̃ írã zõꞌbá ãcoco rĩ pi ẽ drị̃ céré. 
GEN.7.20	Yị̃ị́ rĩ tị̃ írã zõꞌbá ãcoco rĩ pi ẽ drị̃ ọ̃zụ̃ụ́ céré, kụngárá ni íꞌdózú írã drị̃gé ꞌdãgá, tụzú mụzú ụrụ ꞌdãá, ĩri pá ágélé pụ̃kụ́ ị̃rị̃. 
GEN.7.21	Ngá ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ rĩ pi ãrẽvú céré ũdrãkí rá. Ãríŋá rĩ pi, ãnyãpá rĩ pi, ãꞌá rĩ pi, ngá nyíríŋá ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ rĩ pi, ꞌbá rĩ pi be ũdrãkí céré. 
GEN.7.22	Ngá ídri be nyọ̃ọ́kụ́ drị̃gé rĩ pi ãrẽvú ũdrãkí céré. 
GEN.7.23	Múngú ní ngá ídri be vũ drị̃gé rĩ pi úꞌdị́zú ũdrãzú céré ꞌdĩísĩ rá. Ãnyãpá rĩ pi, ãꞌá rĩ pi, ngá nyíríŋá ẹ́cị́ꞌbá vũgá sĩ rĩ pi, ãríŋá rĩ pi be, yị̃ị́ tị̃ị́pi rĩ úꞌdị́ kộpi ũdrãá céré. Núwã pi ídríkí ngá fiꞌbá kũlúmgba mọ̃ọ́ngụ́ rĩ agá rĩ pi be ꞌyéŋá nĩ.
GEN.7.24	Ụ́ꞌdụ́ mụ̃dụ̃rụ̃lụ̃ ãlu pụ̃kụ́ tọ̃wụ́ ã vụ́drị̃ gé, yị̃ị́ rĩ ní íꞌdózú njụzú.
GEN.8.1	Núwã pi ãꞌá rĩ pi be, ãnyãpá rĩ pi be kũlúmgba mọ̃ọ́ngụ́ agá ꞌdãá, Múngú ri kộpi ã tã ígá. Múngú ní ũlí sẽzú vịzú vũ drị̃gé nõgó, yị̃ị́ rĩ ní kúru njụzú. 
GEN.8.2	Múngú uga yị̃ị́ riípi íkpúpi nyọ̃ọ́kụ́ agá vũgá ꞌdãásĩ rĩ, ãzini uga yị̃ị́gọ́ riípi ꞌdịị́pi rĩ, yị̃ị́gọ́ rĩ ní ãtĩzú. 
GEN.8.3	Yị̃ị́ rĩ ní njụzú mụzú vũgá ꞌdãá mãdã, ꞌdụ caá ụ́ꞌdụ́ mụ̃dụ̃rụ̃lụ̃ ãlu pụ̃kụ́ tọ̃wụ́. 
GEN.8.4	Kúru mbãá ụ́ꞌdụ́ mụdrị́ drị̃ ni ẹ́zị̂rị̃, mbãá ẹ́zị̂rị̃ rĩ gé, kũlúmgba mọ̃ọ́ngụ́ rĩ ní ímụ́zú pá tuzú írã Ãrãrátã drị̃gé. 
GEN.8.5	Yị̃ị́ rĩ ri njụụ́ mụzú mãdã. Mbãá mụdrị́ vé ụ́ꞌdụ́ ãlu rĩ gé, írã rĩ pi ẽ drị̃ ní ꞌbãzú índrézú.
GEN.8.6	Ụ́ꞌdụ́ pụ̃kụ́ sụ ã vụ́drị̃ gé, Núwã ní sũbâ kũlúmgba mọ̃ọ́ngụ́ rĩ vé rĩ zị̃zú. 
GEN.8.7	Ĩri ní pụ́pụ́ ri pẽzú mụzú ãmvé ꞌdãá, pụ́pụ́ rĩ áwí rií ungaá ụrụgégé sĩ, cĩmgbá sâ yị̃ị́ rĩ ní njụzú rĩ gé. Újá ꞌi gõó Núwã vúgá ꞌdãá kuyé. 
GEN.8.8	Vụ́drị̃ ni gé, ĩri ní kpá ãmámũ pẽzú, ã mụ rí ndreé dõ yị̃ị́ rĩ njụ nyọ̃ọ́kụ́ rĩ drị̃gé sĩ gí. 
GEN.8.9	Ãmámũ rĩ ndã vũrã ꞌdezú ni tí, ãꞌdiãtãsĩyã yị̃ị́ rĩ ní njụụ́ dẹẹ́ kuyé rĩ sĩ. Ĩri ní ꞌi újázú gõzú Núwã vú kũlúmgba agá ꞌdãá ũzi. Núwã ní ꞌî drị́ suzú, ĩri ní ãmámũ rĩ rụzú ꞌbãzú gõzú kũlúmgba mọ̃ọ́ngụ́ rĩ agá ꞌdãá vúlé.
GEN.8.10	Ụ́ꞌdụ́ ẹ́zị̂rị̃ ã vụ́drị̃ gé, ĩri ní kpá gõzú ãmámũ rĩ pẽzú dị̃ị́. 
GEN.8.11	Ãmámũ rĩ mvi caá Núwã vú ꞌdãá ũndré sĩ, ce ị̃bị́bị́ ụ́bụ̃rụ́ õlívẽ
GEN.8.12	Núwã tẽ caá ụ́ꞌdụ́ ẹ́zị̂rị̃, ĩri ní kpá ãmámũ rĩ pẽzú dị̃ị́, ꞌbo sâ ꞌdĩri gé, ãmámũ rĩ mvi gõó Núwã vúgá ꞌdãlé dị̃ị́ kuyé. 
GEN.8.13	Núwã vé ílí kã mụụ́ caá mụ̃dụ̃rụ̃lụ̃ ázíyá drị̃ ni ãlu, ụ́ꞌdụ́ ãlu mbãá ãlu vé rĩ gé, ị́sụ́ ãkũdẽ yị̃ị́ rĩ njụ nyọ̃ọ́kụ́ rĩ drị̃gé sĩ céré gí. Núwã ní kũlúmgba mọ̃ọ́ngụ́ rĩ ẽ drị̃ unjezú, kã mụụ́ ãngũ ndreé vũgá ꞌdãá, ị́sụ́ yị̃ị́ rĩ njụ nyọ̃ọ́kụ́ rĩ drị̃gé sĩ gí. 
GEN.8.14	Mbãá ụ́ꞌdụ́ pụ̃kụ́ ị̃rị̃ drị̃ ni ẹ́zị̂rị̃, mbãá ị̃rị̃ ni gé, ị́sụ́ nyọ̃ọ́kụ́ rĩ ꞌwi dẹẹ́ gí.
GEN.8.15	Kúru Múngú ní ꞌyozú Núwã ní kĩnĩ, 
GEN.8.16	“Ĩmi ĩfũkí kũlúmgba mọ̃ọ́ngụ́ rĩ agásĩ ãmvé, ĩmi ĩfũkí mî ũkú ni be, mí ẹnjịpị́ị be, kộpivé ũkú pi be. 
GEN.8.17	Ngá ídri be rĩ pi ẽ ĩfũkí ímụ́zú mí vúgá sĩ ãmvé nõó ĩndĩ, ĩvé ọ̃sụ̃kã vú sĩ ãndíãndí, ãríŋá rĩ pi, ãnyãpá rĩ pi be, ãꞌá rĩ pi be, ngá ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé sĩ rĩ pi be céré. Lẽ kộpi ã tịkí ízú, kộpivé kãlãfe ã ga nyọ̃ọ́kụ́ drị̃gé nõgó tré.”
GEN.8.18	Kúru Núwã pi ní ĩfũzú ũkú ni be, ẹnjịpị́ị be, ẹnjịpị́ị vé ũkú pi be, 
GEN.8.19	ãnyãpá rĩ pi be, ãꞌá rĩ pi be, ngá ídri be ẹ́cị́ꞌbá nyọ̃ọ́kụ́ drị̃gé rĩ pi be céré, ãríŋá rĩ pi be, kộpi ĩfũkí kũlúmgba mọ̃ọ́ngụ́ rĩ agásĩ ĩvé ọ̃sụ̃kã vú sĩ céré.
