GEN.1.1	Wele gug qocna Anut uqa sao mahaca ifanen. 
GEN.8.10	Odocob Noa uqa deel eben naha gic lecisca haun wa seleldugiannu sumuden. Odocob uqa cuhudid wagnadec haun u suldon. 
GEN.8.11	Wesu memen cuhudid eu ceseli uqaca hon. Uqa cona na oso, ijan oliw, eu bagac cebac u qada qu ahon. Odocob Noa uqa wa wele hidon eu don. 
GEN.8.12	Odocob Noa uqa deel eben naha gic lecisca hedocob uqa cuhudid haun suldon qa cuhudid eu uqaca qee ceseli hol.
GEN.8.13	Saen Noa uqana cabi gel 601na jagel sanan mec eu uqana deel sanan mecna wa mahana cunug hidu qee men. Odocob Noa uqa wag ohis jahuldoc eu qosocdon. Noa meciimei maha tatacdec eu galalec ninijen fen. 
GEN.8.14	Saen deel 27na jagel lecis docna maha galal bahic en.
GEN.8.15	Odocob Anut Noa madon, 
GEN.8.16	“Wag culimeig caleiga. Hinaca hina melemenelca hina aidenca hina melemenel aidagailca caleiga. 
GEN.8.17	Ceteteh cunug mahana cebac coboginaca man fululecca doolca mamanig cunug mahana coboginaca age agena sihul eu mahana geh bahic fulusdoqagannu cedadecem hina gami maha gumu caleiga. Odimeig maha cunug ihoc loqagan,” don. 
GEN.8.18	Eunu Noa uqa maha gumu calen. Uqaca uqa melahulca uqa aidegca uqa melahul aidagailca age maha gumu calein. 
GEN.8.19	Dool cunug mamanig cunug man fululec cunug ceteteh cunug mahana cobogina eu cunug agena sihulnana qagocqagoc wag dunuhdec calein.
GEN.8.20	Odocob Noa uqa Tibud ihandugia bili meenna ihanec cabal oso gualen. Odimei uqa dool qagoc eundecca man fululec qagoc eundecca osahicosahic cedadimei ihanec cabal euna Tibud ihandudu bili manen. 
GEN.8.21	Odocob Tibud uqa dedeman eu tinca don. Eunu uqadodoc waugna maden, “Dana age melnadec agena qisol cisdoc eu gaid odi nijina. Eunu hibna ija dananu maha haun qee geldugaun. Ceteteh cunug mahana cobogina eu qila fadaladiga odiwe haun qee fadaladigaun. 
GEN.8.22	Mahana saen eu odi nijigian cehec saenca sab oc saenca duan saenca cam saenca san saenca wa saenca cahinegca witicca eu cunug qee qee meiaun,” en.
GEN.9.1	Odocob Anut uqa Noaca uqa melahulca eelaadi bili maaden, “Age aig qumeig fulusdoigale. Odimeig maha cunug ihoc leigale. 
GEN.9.2	Dool cunug saonadec man fululec cunug wanadec dool cunug mamanig cunug mahana cobogina eu age cunug agenu cucuii teleloqagan. Ceteteh eu age cunug age ebenegana migina. 
GEN.9.3	Weleca ija celum himec jecnu adem. Qila ceteteh cunug mahana cebac cobogina euha agena sabnu adigina. 
GEN.9.4	Euqa golac eu cebac silig. Eunu age dool golacca cain jowain. 
GEN.9.5	Dana oso uqa oso qagadocob golac toni basecdocob cal mecebfi ija dana eu wadacdoc utigen. Dool oso uqa dana oso qocob cal mecebfi ija uqa wadacdu qocomin cal migian. 
GEN.9.6	Ija ihoconi qumig dana ifanem. Eunu in oso dana oso qocob cal mecebfi uqadodocha dana age qocobil cal migian.
GEN.9.7	Qa agenu eu odi age aig qumeig mati bahic caleigale. Age fulusdu mati bahic calimeig maha cunug ihoc leigale,” aden.
GEN.9.8	Odocob Anut uqa Noaca uqa melahulca ha maaden, 
GEN.9.9	“Aria feiga! Ija qila ageca agena sihul hibna cali hoqagan eucanu bal cehec je madigina. 
GEN.9.10	Euha man fululecca dool mananca dool cusca ceteteh cunug wagnadec cali hoiga euca ceteteh cunug mahana cebac cobogina eu ageca wagna bileiga eu agenu ha bal cehec je madigina. 
GEN.9.11	Ija bal cehec je i edi madigina, ‘Ija ceteteh cunug mahana cebac cobogina eu wa sil haun qee fadaladigaun. Wa sil oso maha i haun qee bahic fadaldoiaun,’ igina. 
GEN.9.12	Bal cehec je i ijaca ageca ceteteh cunug mahana cebac cobogina euca gemo biligiannu migina. Bal cehec je i bileceb catanigian. Eu uqana gadac eu i hen. 
GEN.9.13	Ija taenna wal cehegina. Euqa bal cehec je ija mahaca gemo biligiannu migina eu uqana gadac. 
GEN.9.14	Ija taenna maha jahuldocomin wal saona caligian saen euna 
GEN.9.15	ija wa sil oso ceteteh cunug mahana cebac cobogina eu haun qee fadaladeiaun ec ageca dool cunugca maadiga eu cisdugen. 
GEN.9.16	Saen wal taenna caligian fimig ija bal cehec je ijaca ceteteh cunug mahana cebac cobogina euca gemo bileceb catanigian eunu cisdugen. 
GEN.9.17	Bal cehec je ijaca ceteteh cunug mahana cebac cobogina euca gemo biligiannu uqana gadac eu hen,” aden.
GEN.9.18	Aria Noa uqa melahulca wagnadec cali hoin eu age ijanaga eu Sem, Ham, Jafetca. Ham uqa Kenan memeg. 
GEN.9.19	Mel ijed eu age Noa melahul. Odocob dana eu agenadec dana cajaca cunug sabijimeig fulusdocobil maha cunug ihoc len.
GEN.9.20	Aria Noa uqa jehen cabi oc dana. Eunu uqa wain halu cabina cehimei aig cedimei wain wa muden. 
GEN.9.21	Saen osona wain wa muden eundec naha jimei dalul qon. Odocob uqa uqana lotoc tacec hulimei bical uqana lotoc talahna nijen. 
GEN.9.22	Ham, uqa Kenan memeg, uqa memeg Noa bical ninijen fimei maha gumu cali limei waliagul lecis maalen. 
GEN.9.23	Qa Sem Jafetca ale lotoc oso umesi qatomolana huleldu hewimesi bicbic limesi memela jahuldosin. Ale memela bical nijen eunu qee felesin. Ale amala abes nuen. 
GEN.9.24	Odocob hibna Noa uqa wain jen eu dalul qoc hedocob uqa melah subig odudon eu wele don. 
GEN.9.25	Odocob uqa madon,
GEN.9.25	“Hina melem, Kenan, geldugina.
GEN.9.25	Uqa waliagul agena cabi dana biligian.
GEN.9.26	Tibud Uqa Semna Anut.
GEN.9.26	Eunu binan waseiale.
GEN.9.26	Kenan uqa Semna cabi dana biliale.
GEN.9.27	Anut uqa Jafetna
GEN.9.27	Age Sem asagaca bileigale.
GEN.9.27	Kenan uqa Jafetna cabi dana biliale,” don.
GEN.9.28	Aria wa sil hedon eu Noa uqa cabi gel 350 odi bilen. 
GEN.9.29	Eunu Noa uqa mahana bilen eu cabi gel 950 eu hedocob uqa cal men.
GEN.10.1	Aria Noa melahul Sem, Ham, Jafetca agena sihul je i edi. Wa sil cajen eu hedocob melamagail eu age aidagail mel haun basadein.
GEN.10.2	Jafet melahul eu Gome, Megog, Madai, Jawan, Tubal, Mesek, Tirasca. 
GEN.10.3	Gome melahul eu Asigenas, Rifat, Togamaca. 
GEN.10.4	Jawan melahul eu Elisa Tasisca. Dana sihul i age Kit Dodanica ageha Jawannadec. 
GEN.10.5	Sihul eunadec dana age bilisadumeig age lannaca nuinaca belein. Age bilisadumeig agena jobon medeh filfilnana hatu filfilnana je filfilnana qaguqagu belein.
GEN.10.6	Ham melahul eu Kus, Isip, Put, Kenanca. 
GEN.10.7	Kus melahul eu Seba, Hawila, Sabta, Rama, Sabtegaca. Rama melahul eu Siba Dedanca.
GEN.10.8	Aria Kus uqa melah oso ijan eu Nimrod. Nimrod mahana han cadecnu gelehinca calen. 
GEN.10.9	Uqa Tibud amegna dool qocnu ijanca calen. Eunu je oso odi madegina, “Nimrod cinigwe dool qoc dana ijanca Tibud amegna,” egina. 
GEN.10.10	Hahawan bahic uqa taun benben hewaden eu Sina mahana taun eu Bebel, Erek, Akadca. 
GEN.10.11	Maha eunadec uqa cajimei Asiria nuen. Odimei uqa ono Niniwa, Rehobot-ia, Kala, 
GEN.10.12	Resenca cehaden. Resen eu Niniwa Kalaca gemo bilen. Kala eu taun ben bahic.
GEN.10.13	Isip uqa dana sihul Lud, Anam, Lehab, Naftu, 
GEN.10.14	Patrus, Kaslu, Kaptoca asaga calen. Filistia age Kaptona sihulnadec calein.
GEN.10.15	Kenan uqa melah matu eu Saidon. Kenan uqa melahul haun eu Het, 
GEN.10.16	Jebus, Amo, Girgas, 
GEN.10.17	Hiwi, Aki, Sini, 
GEN.10.18	Awad, Sema, Hamatca. Agena sihul age asagail calein. Hibna Kenan uqana sihul age jobon medeh filfilnadec age bilisadumeig belein. 
GEN.10.19	Odocob Kenan agena maha gadac eu Saidondec sanan mimei nui Gasa gadac eu Gera isec euha Sodom, Gomora, Atma, Seboimca leceb Lasa gadac. 
GEN.10.20	Aria eu age Ham melahul. Age agena sihulnana agena jenana agena mahanana agena hatunana odi qaguqagu bilein.
GEN.10.21	Sem ha melahulca. Uqa waliag matu eu Jafet. Hibru dana cunug age asaga eu Sem. 
GEN.10.22	Sem melahul eu Ilam, Asur, Apaksad, Lud, Aramca. 
GEN.10.23	Aram melahul eu Us, Hul, Geta, Masca. 
GEN.10.24	Sela memeg eu Apaksad. Ebe memeg eu Sela. 
GEN.10.25	Ebe uqa melahul lecisca. Oso ijan eu Peleg.
GEN.10.26	Joktan melahul eu Almodad, Seleb, Hasamawet, Jera, 
GEN.10.27	Hadoram, Usal, Dikla, 
GEN.10.28	Obal, Abimel, Siba, 
GEN.10.29	Ofia, Hawila, Jobabca. Dan eu age eu Joktan melahul. 
GEN.10.30	Maha age bilein eu Mesa sanan mimei leceb Sefa gadac. Eu hatu aluh mati bahic cam tobi becna isec. 
GEN.10.31	Aria dana eu age eu Semna sihul. Age agena sihulnana agena jenana agena mahanana agena hatunana odi qaguqagu bilein.
GEN.10.32	Aria eu age eu Noana sihul. Agena jobon medeh filfil. Age agena sihulnana agena hatunana odi qaguqagu bilein. Wa sil hedocob Noana sihulnadec dana cajaca mahana cunug bilegina eu calein.
GEN.11.1	Aria weleca Nimrod bilen saenna mahamaha cunug agena je madec eu osol himec. Eu filfil qee. 
GEN.11.2	Dana cajaca eu age bili u cocobi bileig cam tobi becna isec belein. Bebeleig maha asou osona calein. Eu Sina agena hatu. Odimeig age ono bilein. 
GEN.11.3	Odocob age madocobmadocob imeig madein, “Gec, maha agam cedimeb jana manocomun gagadic mimei brik caligian,” ein. Age simen baial mimeig brik fagdudufagdudu nuein. 
GEN.11.4	Odocob age madein, “Gec hoiga. Ege egena taun ben oso cehecnu. Ege jo oso ohis bahic cehecnu. Uqana qab eu sao qududugian. Eufi ege qatani filigandumeb mahamaha cunug qee ihoc loqaun qa ege ijanigeca bilecnu,” ein.
GEN.11.5	Odocob Tibud uqa dana eu age taun ben jo ohis bahic cecehegin tena eu figia bili nen. 
GEN.11.6	Odimei uqa maden, “Feiga! Dana i age age sihul osol. Age cunug je osolca. Age cabi i odoqagannu sanan mi odogina eu odoqagan. Age qila cel oso odoqagannu nalug mifeig age odocobil ihoc himec ligian. 
GEN.11.7	Age odi odowainnu ege ono numeb agena je ihulduadecnu. Eufi age agena je madec eu docobdocob qee owain,” en. 
GEN.11.8	Eunu Tibud uqa filiganadeceb age onodec bilisadumeig mahamaha cunug ihoc lein. Odimeig age taun ben eu cehec culein. 
GEN.11.9	Odocob ono Tibud uqa mahamaha cunug agena je qu ihulahalduadimei filiganadeceb age bilisadumeig mahamaha cunug ihoc lein. Eunu jobon eu ijan Bebel
GEN.11.10	Semna sihul agena je eu odi. Aria wa sil hedocob cabi gel lecis nueceb Sem uqana cabi gel eu 100 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Apaksad qon. 
GEN.11.11	Odimei Sem bibilen li haun cabi gel 500 bilen. Oodon Sem aideg melahul ategulca haun basaden.
GEN.11.12	Aria Apaksad uqa bibilen li uqana cabi gel eu 35 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Sela qon. 
GEN.11.13	Odimei Apaksad bibilen li haun cabi gel 403 bilen. Oodon Apaksad aideg melahul ategulca haun basaden.
GEN.11.14	Aria Sela uqa bibilen li uqana cabi gel eu 30 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Ebe qon. 
GEN.11.15	Odimei Sela bibilen li haun cabi gel 403 bilen. Oodon Sela aideg melahul ategulca haun basaden.
GEN.11.16	Aria Ebe uqa bibilen li uqana cabi gel eu 34 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Peleg qon. 
GEN.11.17	Odimei Ebe bibilen li haun cabi gel 430 bilen. Oodon Ebe aideg melahul ategulca haun basaden.
GEN.11.18	Aria Peleg uqa bibilen li uqana cabi gel eu 30 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Reu qon. 
GEN.11.19	Odimei Peleg bibilen li haun cabi gel 209 bilen. Oodon Peleg aideg melahul ategulca haun basaden.
GEN.11.20	Aria Reu uqa bibilen li uqana cabi gel eu 32 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Serug qon. 
GEN.11.21	Odimei Reu bibilen li haun cabi gel 207 bilen. Oodon Reu aideg melahul ategulca haun basaden.
GEN.11.22	Aria Serug uqa bibilen li uqana cabi gel eu 30 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Neho qon. 
GEN.11.23	Odimei Serug bibilen li haun cabi gel 200 bilen. Oodon Serug aideg melahul ategulca haun basaden.
GEN.11.24	Aria Neho uqa bibilen li uqana cabi gel eu 29 eu odi ihoc leceb uqa aideg mel oso basen. Uqa ijan Tira qon. 
GEN.11.25	Odimei Neho bibilen li haun cabi gel 119 bilen. Oodon Neho aideg melahul ategulca haun basaden.
GEN.11.26	Aria Tira uqa bibilen li uqana cabi gel eu 70 eu odi ihoc leceb uqa melahul ijedca. Ijanaga eu Ebram, Neho, Haranca.
GEN.11.27	Aria Tirana sihul agena je eu odi. Tira uqa melahul ijedca. Eu Ebram, Neho, Haranca. Haran uqa Lot memeg. 
GEN.11.28	Aria Tira cebac bibilen Haran uqa cal men. Uqa anag basen maha euna cal men. Eu ijan Ur. 
GEN.11.29	Aria Ebram Nehoca ale caja cedesin. Ebram aideg ijan eu Sarai. Neho aideg ijan eu Milka. Milka uqa Haran ateg. Iska uqaha Haran ateg. 
GEN.11.30	Odonqa Sarai uqa goud. Uqa melca qee.
GEN.11.31	Odocob Tira uqa melah Ebramca Haran melah uqa asag Lotca Ebram aideg Saraica ehadeceb age Kaldia hatu ijan Ur eu culimeig Kenan hatuna beloqagannu belein. Belimeig li age Haran hatuna calein. Odimeig age ono bilein. 
GEN.11.32	Odocob Tira uqa Haran ono cal men. Uqana cabi gel cunug eu 205 odi.
GEN.12.1	Aria Tibud uqa Ebram madon. “Hina memenca hinana sihulca hinana hatuca culimeg hatu ija ihachigen euna nuuga. 
GEN.12.2	Odocom ija odocomin hinana sihul eu mati bahic caloqagan. Ija eelhigen. Ija binainca mihigen. Odocob hina binainnu mati bahic age eeldoc oqagan.
GEN.12.3	Dana hina eelhigian eu ija eeldugen.
GEN.12.3	Qa in oso hina gelihigian eu ija geldugen.
GEN.12.3	Hinanu himec mahamaha sihul cunug age eeldoc oqagan,” don.
GEN.12.4+GEN.12.5	Ebram uqa Anutna je dah men saen euna uqana cabi gel eu 75. Aria Ebram uqa Anutna je toodumei uqa aideg Saraica uqa waliag melah Lotca uqana cabi dana Haran ono cedaden euca uqana ceteteh cunug ono ceden euca cunug cedimei Haran hatunadec culimei Kenan hatuna nuen.
GEN.12.4+GEN.12.5	Uqa jicna niji u nui Kenan hatuna calen. 
GEN.12.6	Odocob Ebram uqa Kenan hatuna calimei cocobi bili u nui maha oso ijan Sekem ono calimei More uqana na ben gun oso gugna calen. Aria saen euna Kenan dana age maha euna bibilegin uqa ono calen. 
GEN.12.7	Odocob Tibud uqa ono Ebram amegna camasac mimei madon, “Maha i hinana sihul adigen,” don. Odocob uqa ono Tibud camasac menna uqa Tibud ihandocnu meen cabal oso gualen. 
GEN.12.8	Odimei uqa onodec haun cajimei cam tobi becna isec aluh oso Betel cemenug nijia euna nuen. Uqa cudun euna uqa lotoc talah cehen. Betel eu cam toni nocna isec ninijen Ai eu cam tobi becna isec nijia. Uqa gemo euna Tibud ihandocnu meen cabal oso gualen. Odimei uqa Tibud ijan u bili ihandon. 
GEN.12.9	Uqa onodec haun cajimei cocobi bili nui Negew isec nuen.
GEN.12.10	Aria saen euna maha euna cahel saen ben calen. Eunu Ebram uqa Isip biligiannu onoca nuen. 
GEN.12.11	Nuimei Ebram uqa Isip calecnu dodoldudu bili uqa aideg Sarai madon, “Faga! Hina caja jaca eu ija dugina. 
GEN.12.12	Saen Isip dana age hina mecihimeig age i uqa aideg ec cisdoqagan. Odimeig age ija qagatimeig hina oihuqagan. 
GEN.12.13	Eunu hina uqa ija cebinami ec odi maadagale. Hina eu odi maadecemfi ija culitimeig me eeltoqagan,” don.
GEN.12.14	Odocob Ebram Isip ono caleceb Isip dana age aideg mele uqa caja jaca bahic eu fein. 
GEN.12.15	Odocobil Fero uqana cabinu ilo dana age caja eu fimeig Fero caja eu galeca bahic madocnu lein. Eunu caja eu ehudi Ferona jona lein. 
GEN.12.16	Fero uqa Sarainu dumei uqa Ebram eeldu cuhadon. Odimei uqa sipsipca memeca bulmakauca cesel manahal cufunecca cabi dana cajaca kamelca cedadi Ebram uton.
GEN.12.17	Oodonqa Fero uqa Sarai on eunu Tibud uqa hag me qee me qee suldon. Odocob Feroca dana caja cunug uqana jona bilegina euca age hag me qee eu hewaden. 
GEN.12.18	Odocob Fero Ebram utadocob hocob madon, “Celnu kobol i oditem? Celnu hina uqa hina aiden ec qee matelem? 
GEN.12.19	Celnu hina uqa ija cebinami ec matem? Ija uqa aideninu imig om eu celnu qee cahactelem? Aria hina aiden i hen. Umeg nuuga,” don. 
GEN.12.20	Odimei uqana dana maadeceb age Ebramca uqa aidegca uqana ceteteh cunugca odi ehadi ehi nui maha gadacna culadein.
GEN.13.1+GEN.13.2	Aria ono Ebram uqa cehewan ben bahicca. Uqa sipsipca memeca bulmakauca golca silwaca. Odocob Ebram uqa aidegca Lotca uqana ceteteh cunugca cedimeig Isip culimeig Negew tein. 
GEN.13.3	Onodec uqa Negew culimei cocobicocobi nui Betel ono calen. Maha euna uqa hahawan lotoc talah cehennu euqa Betel Aica gemo. 
GEN.13.4	Cocobi li uqa hahawan ihanec meen cehenna ono calen. Odimei cudun euna uqa Tibud ijan u binan sulen.
GEN.13.5	Aria Lot uqa Ebramca belesin. Uqaha sipsipca memeca bulmakauca uqana cabi danaca. 
GEN.13.6	Qa ale alena ceteteh eu mati bahic eunu maha eu ale osoben gabandu bilecnu ihoc qee. 
GEN.13.7	Eunu Ebramna dool cofadec danaca Lotna dool cofadec danaca gemo fee dadanec calen. Aria saen euna Kenan danaca Peres danaca age maha euna bilein.
GEN.13.8	Odocob Ebram Lot madon, “Odi cain. Ele cotigcotig. Eunu ele fee dadan ecebeceb qee owaun o ijana dool cofadec danaca hinana dool cofadec danaca ageha qee fee dadanowain. 
GEN.13.9	Maha cunug eu me himec nijia fagana. Eunu cois ele filigandowan. Ansecna isec nuecemfi ija meulana isec nuigen. Qa hina meulana isec nuecemfi ija ansena isec nuigen,” don.
GEN.13.10	Odocob Lot ameg suli umei Jodan maha asou leceb Soa maha eu cunug fen. Maha eu cunug wa uti cuhadoc nijen. Maha eu Tibudna cabi cinigwe eu Isip agena maha cinigwe. Saen euna Tibud uqa Sodom Gomoraca qee fadalalec ninijen. Eu ale ihoc nijesin. 
GEN.13.11	Eunu Lot uqa uqadodocnu Jodan maha asou cunug nesilen. Odocob uqa cam tobi becna isec nuen. Ale eu odi filigandosin. 
GEN.13.12	Ebram uqa Kenan mahana bilen. Oodon Lot uqa jobon benben maha asou euna nijegina ono age gemo nui bilen. Odocob uqa li Sodom cemenug uqana lotoc talah cehen. 
GEN.13.13	Aria Sodom dana age qisol jaumadec. Age Tibud amegna silail dana bahic.
GEN.13.14	Saen Lot Ebram culdi nueceb Tibud uqa Ebram madon, “Amen suli umeg cudun hina tawaganadec hagen cunugna isec meciecem nuia. 
GEN.13.15	Ija hinaca hinana sihulca maha cunug fagana eu adigen. Agena gaid biligiannu adigen. 
GEN.13.16	Odocob ija odocomin hinana sihul eu bobos cinigwe fulusdugian. Eunu in oso bobos saniecnu ihocfi hinana sihulha saniecnu ihoc. 
GEN.13.17	Cajaga. Maha i ija hina ihigen eu cocobi nui cunug faga,” don. 
GEN.13.18	Eunu Ebram uqana lotoc talah wagalimei cocobi nui Mamri uqana na benben gugna calen. Ono Hebron cemenugca bilen. Odimei uqa ono ihanecnu meen cabal gualen.
GEN.14.1+GEN.14.2+GEN.14.3+GEN.14.4+GEN.14.5+GEN.14.6+GEN.14.7+GEN.14.8	Aria saen euna dana ben oso bilen uqa ijan Kedoleoma. Uqa Ilam agena king. Wele Kedoleoma uqa king ebum oso cadadimei ilo bilen. King ebum oso i age eu odi. Sodom agena king Beraca Gomora agena king Birsaca Adma agena king Sinabca Seboim agena king Semebaca Bela agena kingca. Kedoleoma uqa cabi gel 12 eu odi king ebum oso agena ilo bilen. Odocob cabi gel 13 docna king eu age Kedoleoma feedoin. Odocob cabi gel 14 docna Kedoleoma uqana danah king ijedca gami gabandoin. King ijed i age eu odi. Sina agena king Amrafelca Elasa agena king Ariokca Goim agena king Tidalca. Kedoleoma king ijedca agena han dana cedadimeig jicna bebeli bileig Refaim dana age Asterot-kanaim ono bibilegin aqadein. Odimeig age Susim dana Ham onoha aqadein. Odimeig Emim dana Kiriataim onoha aqadein. Odimeig Ho dana age Sia agena hatu aluhca jabadi ehi nui El-paran gadac ono aqadein. El-paran eu wadau naca qee cemenug nijia. Odimeig age haun ceselein. Ceseli humeig En-misbat ono calein. En-misbat eu Kades. Odimeig ono han cadimeig Amalek agena hatu eu cunug oin. Odimeig Amo age Hasason-tema ono bilein euha aqimeig hatu eu oin.
GEN.14.1+GEN.14.2+GEN.14.3+GEN.14.4+GEN.14.5+GEN.14.6+GEN.14.7+GEN.14.8	Aria Sodom agena kingca Gomora agena kingca Adma agena kingca Seboim agena kingca Bela eu Soa agena kingca age wele gabandoin. Age Kedoleomaca uqana han danaca aqadecnu sacia dumeig gabandu Sidim maha asouna ono cali hoin. Sidim eu wa macasca bahic cudun. 
GEN.14.9	Age Ilam agena king wal oso i age han cadoqagannu cajein. Ilam agena king eu Ilam agena king bahic Kedoleomaca Goim agena king Tidalca Sina agena king Amrafelca Elasa agena king Ariokca. Eu king wal oso age king ebum oso gami han cadoqagannu cajein. 
GEN.14.10	Aria Sidim asou eu maha baial. Helo mati bahic euna gag bibi nijen. Odocob Sodom Gomoraca alena king hannu bubusali bilesi helo euna nosin. King ijed ale culadesin euha busalein qa age aluhna belein. 
GEN.14.11	Odocobil king wal oso age Sodom Gomoraca agena ceteteh cunugca agena sab cunugca cedimeig belein. 
GEN.14.12	Ebram melah Lot uqa Sodom ono bilen uqaha ehudimeig uqana ceteteh cunug cedimeig belein.
GEN.14.13	Aria Ebram uqa Mamri Amodec uqana na benben gugna bilen. Mamrica uqa waliagul Eskol Aneca age Ebramna danah. Odimei Ebram bibilen dana oso hannadec busali humei Hibrudec Ebram madocob don. 
GEN.14.14	Odimei uqa uqana sihul eundec u hewi nueiga ec dah mimei uqa uqana cabi dana 318 eu hannu wele iwaladec eu age uqana jobon bilein cedadeceb age tooadi beli Dan ono calein. 
GEN.14.15	Uqa witic euna uqana dana qataneceb uqa uqana cabi danaca age aqimeig jabadi ehi nui Hoba ono calein. Eu Damaskas taun hagen ono isec. 
GEN.14.16	Odimei Ebram uqa melah Lotca uqana cajaca uqana ceteteh cunugca dana cajaca king wal oso agena ceteteh cedein eu cawaladi cedimei ceselen.
GEN.14.17	Aria Ebram uqa Kedoleoma king leih uqaca gabandoin eu hanna aqimeig ceselein. Eu hedumei ceseli limei Sawe maha asouna ono calen. Sawe eu ijan oso King Agena Maha Asou. Ono Sodom agena king Ebram gulucdon. 
GEN.14.18	Ono Melkisedek Salemdec king uqaha Ebram gulucdon. Melkisedek uqa Anut Ohis Bahic uqana gemo tawec ihanec dana Ebram eeldoc je madugiannu bret wainca hewimei li gulucdon. 
