GEN.1.1	Chongpangpülei Kahvangi vangshothü hatü kahdoknyü ling. 
GEN.9.20	Kahling am Noah-i shongpüba kü nyalingngupai sheiteke. 
GEN.9.21	Mechem büpa haleipü yiü yingpa, büpai ha chokei shemei bümkong shükshi nyu. 
GEN.9.22	Kananei chepa Ham-i chepa bümkong nyupü eeyei chingshelei nyupü chenaü nyi kao ejateke. 
GEN.9.23	Shejao Shem hi Japheth nyi-i ashak yahei bhagchongei beitü shinshongi shüei chepa bümkong nyupü kü jümteke. Chepa bümkong nyupü kü neveihen shingvaishi dhe lebü lemei lepdai. 
GEN.9.24	Mechem Noah-i yiü-i chokpü meiyei paopa, naüshompai büpa kü mehe dük ha nyingei, 
GEN.9.25	büpai eteke,
GEN.9.25	“Kanan am kü thaüvaü hettuh!
GEN.9.25	büpayü chenaü nyilei peü mü maanpü aa vaihen.
GEN.9.26	Büpai shao 
GEN.9.26	Kanan amü Shemei aa vaihütuh.
GEN.9.27	Kahvangi Japheth longhütuh
GEN.9.27	büpa Shemei ashakshemei nyuhütuh,
GEN.9.27	hatü Kanan amü büpalei aa vaihütuh” shei e.
GEN.9.28	Bünghiyang lenpheikü Noah bong 350 nyu. 
GEN.9.29	Peüshep Noah-i bong 950 nyutü büpa di.
GEN.10.1	Hapayü Shem, Ham, Japheth hathülei hühihathü nyüke: Bünghiyang lenpheikü hathüi hapeüthü bühteke.
GEN.10.2	Japhethlei hapeüthü: Gomer, Magog, Madai, Javan, Tubal, Meshekh hatü Tiras. 
GEN.10.3	Gomerlei hapeüthü: Ashkenaz, Riphath, hatü Togarmah. 
GEN.10.4	Javanei hapeüthü: Elishah, Tarshish, Kittim hatü Rodanim. 
GEN.10.5	Yungkungei haiyei daipü shennyakthüyü hathü kübü nyüke. Hathüyü Japhethlei hühihathü jomei kahdokei jomei shah eshi, jomei mükhiphang, jomei jat shei nyuteke.
GEN.10.6	Hamei hühihathü: Kush, Ijip, Put hatü Kanan. 
GEN.10.7	Kushlei hapeüthü: Seba, Havilah, Sabtah, Raamah, hatü Sabteka. Raamahlei hapeüthü: Sheba hatü Dedan. 
GEN.10.8	Kush-ü Nimrodei chepa, büpa kahdoknyü kü shongpü wong kohpü hampa nyuteke. 
GEN.10.9	Büpayü 
GEN.10.10	Shongpü büpalei ongchong chingü Babylon, Erekh, Akkad hatü Kalneh nyu. Hathüyü Shinar kahdokei nyu. 
GEN.10.11	Hapa kahdok leipü büpai Assyrialei heih. Halei uotü büpai Nineveh, Rehoboth-Ir, Kalah, 
GEN.10.12	hatü Resen hathü ching Nineveh hatü Kalah aa kü agteke. 
GEN.10.13	Ijip-ü Ludim, Anamim, Lehabim, Naphtuhim, 
GEN.10.14	Pathrusim, Kasluhim, hatü Kaphtorim, meleipü Philistia am vampa, hathülei pa nyuteke.
GEN.10.15	Kananü hashongpa Sidon, hatü Hit, 
GEN.10.16	Jebus, Amor, Girgash, 
GEN.10.17	Hiv, Ark, Sin, 
GEN.10.18	Arvad, Zemar, hatü Hamath hathülei pa nyuteke. Shomshi Kanan am haiyei dai, 
GEN.10.19	hatü Kanan amei viong Sidon lemei Gerar kübü Gaza thahshi, hatü Sodom hatü Gomorrah, Admah hatü Zeboiim philei heihpü Hamath am thahshi nyu.
GEN.10.20	Hathüyü Hamei hühihathü jomei mükhiphang, shahlem eshi, jomei kahmük, jomei jat kü nyuteke.
GEN.10.21	Shemei hapeüthü: Japhethlei chejei Shem kao hapeüthü longi bühjateke. Shemü Eberlei hapeüthülei chebü nyuteke. 
GEN.10.22	Shemei hapeüthü: Elam, Asshur, Arpakhshad, Lud hatü Aram. 
GEN.10.23	Aramei hapeüthü: Uz, Hul, Gether, Meshek. 
GEN.10.24	Arpakhshadü Shelahlei chepa nyu, hatü Shelah-ü Eberlei chepa nyu. 
GEN.10.25	Eberlei hapeü nyi nyu: Hük kü Peleg shei men; mehenangkü büpalei nyih kü kahdoknyü shennyakthü hanteiteke; chenaüei men Joktan nyu. 
GEN.10.26	Joktanü Almodad, Sheleph, Hazarmaveth, Jerah, 
GEN.10.27	Hadoram, Uzal, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ophir, Havilah, hatü Jobab hathülei chepa nyuteke. Jom peü Joktanei hapeüthü nyu. 
GEN.10.30	Jom nyupü kahmükü Mesha kübü phaüshang kahmük heongphi Sephar thahshi nyu. 
GEN.10.31	Hathüyü Shemei hapeüthü jomei mükhiphang aimü, jomei shah eshi, jomei kahmük, jomei jat shei nyuei dai.
GEN.10.32	Hathüyü Noahlei hühihathü jat jat laophülei bülem laolao aimü nyüke. Hathü kübü bünghiyang lenpheikü kahdok peülei haiyei daipeih.
GEN.11.1	Shaang kahdoknyü kemeilei shahlem hük hatü shahjük aihük mü nyu. 
GEN.11.2	Jom heong lemei daishingkü jomi Shinarlei kahji hük heü, hatü halei nyu. 
GEN.11.3	Jom hüki hük kü, “Kei, jeni itayaong lingei meishi jakshah” shei etei. Jomi yaong nangjei itayaong ling hatü cement, bhih hatü yung nangjei müh yahteke. 
GEN.11.4	Hapheikü jomi, “Kei, jeni jen shing chingnyü longpü hük lingshah hatü shangdü hük vangsho thahshi lingshah, shejüang jenei men nyuhen hatü jen kahdoknyü bahiyang kü neyandai-i nyuhen” shei etei.
GEN.11.5	Hahepak kü 
GEN.11.6	i, “Aihük shennyakthü aihük shah etü hapakei dükjema, jomi tempü meheyao neaokpeih shei nenyu-ükhih. 
GEN.11.7	Kei, jen yiüei hüki epü hüki nedanhen mü jomei shah buktükshah” shei e.
GEN.11.8	Hanangkü 
GEN.11.9	Hanangkü hapa kü Babel shei nyük; mehenangkü halei 
GEN.11.10	Hathüyü Shemei hühihathü: Shem bong 100 nyushi bünghiyang pheikü Arpakhshad bühteke, 
GEN.11.11	hatü büpai Arpakhshad bühpheikü bong 500 nyu, hatü lebü yiükha yeshangthü bühteke.
GEN.11.12	Arpakhshad bong 35 nyushi Shelah büh, 
GEN.11.13	hatü Shelah bühpheikü büpa bong 403 nyu, hatü lebü yiükha yeshangthü büh.
GEN.11.14	Shelah bong 30 nyushi Eber büh, 
GEN.11.15	hatü Eber bühpheikü büpa bong 403 nyu, hatü lebü yiükha yeshangthü büh.
GEN.11.16	Eber bong 34 nyushi Peleg büh, 
GEN.11.17	hatü Peleg bühpheikü büpa bong 430 nyu, hatü lebü yiükha yeshangthü büh.
GEN.11.18	Peleg bong 30 nyushi Reu büh, 
GEN.11.19	Peleg bühpheikü büpa bong 209 nyu, hatü lebü yiükha yeshangthü büh.
GEN.11.20	Reu bong 32 nyushi Serug büh, 
GEN.11.21	hatü Serug bühpheikü büpa bong 207 nyu, hatü lebü yiükha yeshangthü büh.
GEN.11.22	Serug bong 30 nyushi Nahor büh, 
GEN.11.23	hatü Nahor bühpheikü büpa bong 200 nyu, hatü lebü yiükha yeshangthü büh.
GEN.11.24	Nahor bong 29 nyushi Terah büh, 
GEN.11.25	hatü Terah bühpheikü büpa bong 119 nyu, hatü lebü yiükha yeshangthü büh.
GEN.11.26	Terah bong 70 nyushi Abram, Nahor hatü Haran hathü bühteke.
GEN.11.27	Hathüyü Terahlei hühihathü: Terah-ü Abram, Nahor hatü Haran hathülei chepa nyu, hatü Haranü Lotei chepa nyu. 
GEN.11.28	Haranü büpa bühpü Babylonia kahdok Ur chingei nyushi chepa shekü didai. 
GEN.11.29	Abram hi Nahor nyi-i nyüha yah; Abramei nyühayü Sarai, hatü Nahorlei nyühayü Milkah nyu. Pinnyü-ü Milkah hi Iskah nyilei chepa Haranei yiükha nyu. 
GEN.11.30	Shaang Saraiyü nyülan leidaitü hapeü neshiüi nyu.
GEN.11.31	Terah-i cheha Abram, chehü Lot, Haranei cheha, hatü cheha Abramei nyüha Sarai müei Babylonia kahdok Ur ching tuhtü Kanan kahdokei layaongei dai, shejao jomphong Haranei nyu. 
GEN.11.32	Terah bong 205 nyutü büpa Haranei didai.
GEN.12.1	Shaang 
GEN.12.2	“Ngei-i nüngü jat longpü hük leihühen,
GEN.12.2	hatü ngei nüng kü moihimanhen.
GEN.12.2	Ngei nüngei men longpü leihühen,
GEN.12.2	hatü nüngü moihimanpü leihen.
GEN.12.3	Nüng kü moihimanpüthü kü ngei moihimanhen;
GEN.12.3	üami nüng kü thaüvaü
GEN.12.3	ngeiyao jom kü thaüvaühen, hatü kahdoknyü hangkuli peü nüng homei moihiman danghen.”
GEN.12.4	Hanangkü 
GEN.12.5	Büpai chenyüha Sarai, chenaüei cheha Lot, büpai thaihahpü mop kemei hatü aathü peü yahhahtü Kanan kahdokei layaongei daiyei ngoiteke. 
GEN.12.6	Abrami kahmük homei daiyei Shekhemei daülangpü shing Moreh leipü daülangpü longkham pünyüchong ngoi. Hahepak kü Kanan am hapa kahdokei nyudaitü nyuteke. 
GEN.12.7	 Abram touei vamei, “Nüngei lihila kü hapa kahdok shuohhen” shei e. Hanangkü büpa touei vamjapü 
GEN.12.8	Hapheikü büpa shao daiyei Bethel kü heongphi lemei ashakshem ve; Bethel heshü philei hatü Ai heong philei nyuteke. Hatouei büpai 
GEN.12.9	Hapheikü Abrami layaongei nedoh-i Negeb lemei dai.
GEN.12.10	Shaang hapa kahdokei münghishaü vam, hanangkü Abram hi Sarai nyi-i münghishaü nangkü kansho hük shingvaishi Ijiplei nyunüng yiü. 
GEN.12.11	Büpai Ijip ngoihen hepak kü chenyüha Sarai kü, “Nüngü nela ahshi-üng meipü nyüha shei ngei nyingei nyüpeih, 
GEN.12.12	hatü mechem Ijip ami nüng eehen, jomi hayü büpalei chenyüha khih shei eteihen. Hahepak kü ngei jütüktü nüng mon yemmü tuhhen. 
GEN.12.13	Hanangkü ngei kü meishi jungeilanghen hatü nüng homei ngeiyao nemahdai-i nyuhen nangkü nüngü ngelei naüpeü hih shei etuh” shei e.
GEN.12.14	Mechem Abram Ijip ngoipa, Ijip ami hapa nyühayü longi nela meiangke shei vei, 
GEN.12.15	hatü mechem Pharaohlei lakchongbüthüi pinnyü eepa, jomi pinnyü meipü jung Pharaoh kü ejateke, hatü pinnyü ongshemei müei dei. 
GEN.12.16	Pinnyülei men kü büpai Abram kü longi meishi jung hatü Abrami mi, mohoh, gadu chebi chebaong, nyüha hatü baha aathü hatü ut longi dangteke.
GEN.12.17	Shejao 
GEN.12.18	Hanangkü Pharaoh-i Abram kü nyükei, “Nüngi ngei kü mehe lingphopa?” shei e. 
GEN.12.19	“Nüngi mehekei pinnyü-ü ngelei naüpeü hih shei epa? Hanangkü pinnyü-ü ngelei nyüha vaihen yahpeih. Hey, anyüha müei leidaituh!” shei e. 
GEN.12.20	Hahepak kü Pharaoh-i büpalei shennyakthü kü Abram hi büpalei aathü nangkü ngeükhüam shuohtü chenyüha hatü büpa mü nyupü lemphü koei leitük.
GEN.13.1	Hanangkü Abrami Ijip leipü vamei Negebei chenyüha, büpalei angpü lemphü yah-ei aong, hatü büpa mü Lot-ao dai.
GEN.13.2	Abramü yemhimak, hon hi ngin longi angpü shemmeipa nyuteke. 
GEN.13.3	Büpa Negeb leipü shing hük kübü hük shei büpai shongei ashakshem vepü Bethel hi Ai nyi aa mangngoi thahshi longteiyei nyu, 
GEN.13.4	halei büpai shongei moidü hük ling. Halei Abrami 
GEN.13.5	Shaang Abram mü daipü Lot leiyao mi, mohoh hatü ashakshem nyu, 
GEN.13.6	hanangkü jiji jemi nyuhen mü kahdok neshiü; mehenangkü jiji jemi nenyuaokhen mü mophimo longi nyuteke, 
GEN.13.7	hatü nyeinya vaishi Abramei mi yombüthü hi Lotei mi yombüthü aa kü deyeilaoei nyu. Hahepak kü Kanan hatü Perizz amü hapa kahdokei nyuhamteke.
GEN.13.8	Hahepak kü Abrami Lot kü, “Ji aa kü hatü jilei mi yombüthü aa kü meheyao dehilao nenyushah; mehenangkü jiyü shem am hih. 
GEN.13.9	Nüng she leipü kahdok eenyüla? Ji yanshah. Nüng laknyong lemei daijema, ngei lakdah lemei; nüng lakdah lemei daijema ngei laknyong lemei daihen” shei e. 
GEN.13.10	Lot-i laophü shing kahdok vei, hatü Jordan Kahji yung changshi 
GEN.13.11	Hanangkü Lot-i büpa shing Jordan Kahji kemei jehahtü heong philei dai. Hapakei jiji yanteke. 
GEN.13.12	Abramü Kanan kahdokei nyu, hatü Lot-ü kahji leipü chingnyüthü chi kü nyu, hatü Sodom yopailei baümtap ve. 
GEN.13.13	Shaang Sodom amü ahshi nemei, hatü 
GEN.13.14	Abram toueipü Lot yandai pheikü 
GEN.13.15	Nüngi eepü kahdok kemei ngei nüng hatü nüngei lihilathü kü den shing shuohhen. 
GEN.13.16	Ngei nüngei lihila molo bhihhiphang kei leihühen. Hanei ami molo bhihhiphang ieaokjema nüngei hühihathüao ieaokhen. 
GEN.13.17	Shaang, layaongei kahdok bahiyang kemei kü kamtuh; ngei nüng kü ha shuohhen” shei e. 
GEN.13.18	Hanangkü Abrami büpalei baümtap chaiyei daiyei Hebron Mamre leipü kahdok longkham püchongei nyu, hatü halei büpai 
GEN.14.1	Shinar am Amraphel ongpa, Ellasar am Ariokh ongpa, Elam am Kedorlaomer ongpa, hatü Goiim am Tidal ongpa hathülei nyih kü jomi, 
GEN.14.2	Sodom am Bera ongpa, Gomorrah am Birsha ongpa, Admah am Shinab ongpa, Zeboiim am Shemeber ongpa, hatü Bela (Zoar) amei ongpa hathü mü hokteke. 
GEN.14.3	Hapa ongthülei veshanthü sheptü Siddim (lappai, Dipü Yungching) Kahjilei thaiteke. 
GEN.14.4	Bong anpünyi thahshi jom Kedorlaomer phang kü nyu, shejao bong anpüjempabü kü jomi khüei yaongteke. 
GEN.14.5	Bong anpüalipabü kü Kedorlaomer hatü büpa mü nyupü ongthü peiyei Ashteroth-Karnaim leipü Rephaim, Ham leipü Zuzim, Shaveh-Kiriathaim leipü Emim, 
GEN.14.6	hatü phaüshang kahmük Seir leipü Hor kübü heihdaipü jahpan jung kü nyupü Elparan thahshi, 
GEN.14.7	hapheikü nyokei leiyei En-Mishpat (lappai, Kadesh) lemei heih, hatü Amalek kahdok kemei hatü Hazazon Tamar kü nyupü Amor kahdok kemei neüteke.
GEN.14.8	Hapheikü Sodom ong, Gomorrah ong, Admah ong, Zeboiim ong, hatü Bela (Zoar) ong hathü daiyei Siddim Kahjilei, 
GEN.14.9	Elam am Kedorlaomer ong, Goiim am Tidal ong, Shinar am Amraphel ong, hatü Ellasar am Ariokh ong, hathü ongthü ali khüei ong nga-i hokhen show ling. 
GEN.14.10	Siddim Kahjilei müh kohpü kahsha longi nyupü nangkü Sodom hatü Gomorrah ong nyi nyaidai, hatü shennyak hanei halei vü, hatü hanei shangching lemei nyaidai. 
GEN.14.11	Hathü ong ali-i Sodom hatü Gomorrah amei douthü, hatü hahying kemei shetei leidai. 
GEN.14.12	Jomi Abramei chenaü Lot Sodomei nyupü nangkü büpa hatü mophimo kemei yah-ei lüdai.
GEN.14.13	Yangei daipü shennyak hüki Hebrew am Abram touei peiyei büpa kü ha jung ejateke. Shaang Abramü Amor am Mamrelei longkham püchong yopailei nyu. Mamre hatü chenaü Eshkol hatü Aner hathüyü Abramei mongjempathü nyu. 
GEN.14.14	Mechem Abrami chenaü yepei lüdaipü jung danpa, büpai shemei bühpü veshanthü jom 318 mütü Dan thahshi changei dai. 
GEN.14.15	Yanüng Abrami büpalei veshanthü hantü Damaska kü apshaphi Hobah thahshi hathü jühen changei dai. 
GEN.14.16	Büpai douthü peü dang, hatü chenaü Lot hatü büpalei mophimo mü nyühathü hatü lebü shennyakthüao yah-ei lei.
GEN.14.17	Mechem Abrami Kedorlaomer hatü büpa mü nyupü ongthü neütü leijapa, Sodom ongpai büpa mü pongteinüng Shaveh Kahjilei (lappai, Ongpalei Kahji) heihteke. 
GEN.14.18	Hahepak kü Salem ongpa Melkizedeki Abram kü aan hatü yiü deiyei shuoh. Büpayü Jaipüba Kahvangei ngongpa nyuteke, 
GEN.14.19	hatü büpai Abram kü moihimanei e:
GEN.14.19	“Kahdok vangsho Lingbü Jaipüba Kahvangi Abram kü moihimantuh.
GEN.14.20	Nüngei lak kü vepathü shuohpü Jaipüba Kahvangei men longtuh.”
GEN.14.20	Hahepak kü Abrami büpa kü lemphü kübü ankhong shuohteke.
GEN.14.21	Hahepak kü Sodom ongpai Abram kü, “Ngelei nanglakthü peü ngei kü yahshih, ha jeiyei douhinang yahhahtuh” shei e. 
GEN.14.22	Shejao Abrami, “
GEN.14.23	‘Ngei homei Abram shemmei leihüpeih’ shei nüngi ne-ehen shingvaishi ngei nüngei vilah hükao nevaijü lathuh vü hükao neyahpih. 
GEN.14.24	Ngei payü meheyao neyahhahpih, shejao nethethüi mehe hah, hatü ngei mü daipü Aner, Eshkol hatü Mamre hathülei phaihan nyemyahhah” shei eteke.
GEN.15.1	Hapheikü 
GEN.15.2	Shejao Abrami, “Oh 
GEN.15.3	Hatü Abrami, “Nüngi ngei kü hapeü neyahpha, hatü ngelei shemei bühpü aa-i ngelei mükjüp yahhen khih” shei e. 
GEN.15.4	Shejao 
GEN.15.5	Büpai büpa kü chingshelei ngaiyei, “Vangsholei ngangei veituh, hatü nüngi ieaokülashang lithathü ietuh” shei e. Hapheikü büpai, “Hapa keiha nüngei hühihathü nyuhen” shei e. 
GEN.15.6	Abrami Kahvang kü hinglem, hatü Kahvangi büpa kü hingshangpü shennyak shei ieyeilem.
GEN.15.7	Hapheikü büpai büpa kü, “Ngeiyü nüng kü hapa kahdok shuohhen shingvaishi Babylonia kahmük Ur leipü nüng müei daipü 
GEN.15.8	Shejao büpai, “Oh 
GEN.15.9	i büpa kü, “Ngei touei bong jem lomdaipü mohoh hük, yum hük, hatü mi hük mü athuba hatü khakhi ouha hükbaong deikei” shei e. 
GEN.15.10	Abrami hathü peü deiyei nyi nyi anei vettü hükkeikei dangteiyei haü, shejao büpai outhü payü nekaktük. 
GEN.15.11	Hahepak kü hapa phai kü alang laongteke, shejao Abrami ha changtük.
GEN.15.12	Vanghe shüdaiyaki Abrami mükhet ngoiyei shidai, hatü büpa touei nyemshi nyakei pei. 
GEN.15.13	i büpa kü, “Nüngei hühihathü kung kahdokei daiyei benhayaha vaiyei nyuhen, hatü aa vaiyei bong 400 thahshi shüveipü ponghah-ei nyuhen ha nyingtuh. 
GEN.15.14	Shejao jom aa vaishi chongphopü jat kü ngei hanghi shuohhen, hatü hapheikü jom mophimo longi kotü vamei daihen. 
GEN.15.15	Shejao nüng payü chingmei kü den luei nyutü diyei vühen. 
GEN.15.16	Den alipabü kü nüngei hühihathü hatouei nyokei leihen; mehenangkü Amor amei mang shao-üng maei mangaong” shei e.
GEN.15.17	Mechem vanghe shüei nyakpa, dük keiha aw hük awlom kohshi vamei haüpü phai aa kü peih-ei dai. 
GEN.15.18	Ha nyih 
GEN.15.19	hatü Ken, Kenizz, Kadmon, 
GEN.15.20	Hit, Perizz, Rephaim, 
GEN.15.21	Amor, Kanan, Girgash, hatü Jebus amei kahdok shuohnyeih” shei e.
GEN.16.1	Shaang Abramei chenyüha Sarai-i hapeü nebüh. Shejao pinnyü mü Ijip am nyüha aa Hagar shei menpü nyu. 
GEN.16.2	Hanangkü pinnyüi Abram kü, “
GEN.16.3	Abrami Kananei bong an nyupheikü chenyüha Sarai-i Ijip am aa lanyü Hagar deiyei chepaha kü büpalei nyüha vaihen shuoh. 
GEN.16.4	Büpai Hagar mü paüm, hatü pinnyü büm nekongi lei. Mechem pinnyüi ngei büm nekongi leiteke shei nyingpa, pinnyüi pinnyülei shembülanyü kü ne-ienelemhen chongpang. 
GEN.16.5	Hahepak kü Sarai-i Abram kü, “Hagar-i ngei kü ne-ienelemi dükpeyü nüngi pungpeih. Ngei ngelei aa nüngei lak kü shuohpeih, shejao pinnyüi pinnyü büm nekongpü nyingei ngei kü neienelemnyu khih. Kahvangi ji aa kü shah nyemphenkei” shei e. 
GEN.16.6	“Nüngei aa lanyü-ü nüngei lakmongei nyüpeih. Nüng kü meipükei dükeishuoh” shei Abrami e. Hanangkü Sarai-i Hagar kü ne-ienelemi dükshuohpü nangkü pinnyü paüei lüdai.
GEN.16.8	Büpai, “Sarailei aa lanyü Hagar, nüng meleipü peipa, hatü melei dainya?” shei phe. “Ngei ngelei shembülanyü Sarai toueipü paüei dainyüpeih” shei e.
GEN.16.9	Hahepak kü 
GEN.16.10	Hahepak kü büpai, “Ngei nüng kü iehen neaoki hühihathü longi dahühen hih” shei e. 
GEN.16.11	lei phongshani shao pinnyü kü eteke:
GEN.16.11	“Nüng sheyü hapeü nyüke, hatü yeshang hük bühhen.
GEN.16.11	Nüngi büpa kü Ishmael shei menhen;
GEN.16.11	Mehenangkü 
GEN.16.12	Anhayü phaü gadu kei nyuhen;
GEN.16.12	büpai mih peü khüei yaonghen,
GEN.16.12	hatü peüi büpa khüei yaonghen,
GEN.16.12	hatü büpayü büpalei jeihinaü peü mü ve vaiyei nyuhen.”
GEN.16.13	Hanangkü pinnyü mü shah eteipü 
GEN.16.14	Hanangkü hapa yunglok kü, “Beer-lahai-roi” shei men. Hapayü Kadesh hi Bered nyi aa kü nyuteke. 
GEN.16.15	Hanangkü Hagar-i Abram kü yeshang hük büh, hatü pinnyüi bühpü naü kü Ishmael shei men. 
GEN.16.16	Hagar-i Ishmael bühpü hepak kü Abramü bong 86 nyuteke.
GEN.17.1	Mechem Abram bong 99 nyupa, 
GEN.17.2	Ji aa kü vangpüshuwpü ngei shahbhawlaongvethen hatü nüngei hühihathü longi dahühen” shei e. 
GEN.17.3	Hahepak kü Abrami aümei sha, hatü Kahvangi büpa kü, 
GEN.17.4	“Ngei nüng mü vangteipeyü ha hih: Nüngü jat longilei pa vaihen. 
GEN.17.5	Nüng kü hajük kü Abram shei nenyükhen; nüngei menü, Abraham vaihen; mehenangkü ngei nüngü jat longilei pa leihütepih. 
GEN.17.6	Ngei nüngei li longi dahühen; ngei nüng kübü jat longi linghen, hatü nüng kübü ongthü vamhen. 
GEN.17.7	Ji aa kü hatü nüngei hühihathü ngoikahen denshem peü kü ngei nüngei Kahvang hatü nüng pheilei nüngei hühihathü kü jomei Kahvang vaihen ngei nüng mü vangteipeyü nedohnetenpü vangpüshuwpü leihühen. 
GEN.17.8	Kanan kahdok kempü, melei nüng shaang benha kei nyunya, hayü ngei nüng hatü nüng phei kübü nüngei hühihathü kü den shing vangei shuohhen, hatü ngei jomei Kahvang vaihen” shei e.
GEN.17.9	Kahvangi Abraham kü, “Nüng hatü nüng phei kübü ngoikahen hühihathüi ngelei ha vangpüshuwpü jiüshi düktuh. 
GEN.17.10	Hapayü ngei nüng hatü nüng phei kübü hühihathü mü vangteipü nyüke; ammi ha jiüshi düktuh. Am bahathü kemei shuw japtükhen. 
GEN.17.11	Ammi shuw japtükhen, hatü hapayü ji aa kü vangpüshuwpü nyuhen. 
GEN.17.12	Ngoikahen den peü kü nüng mü nyupü bahanaü peü nüngei shemei bühpü vaijao, kung am nüngei li nevaipü lop shuohtü shakpü vaijao nyih shetpabü kü shuw japtüktuh. 
GEN.17.13	Shemei bühpü aa vaijao, lop shuohtü shakpü vaijao jomei shuw japtüktuh. Nüngei büm kü ngei vangteishuwteipeyü nedohnetenpü vangpüshuwpü vaihen. 
GEN.17.14	Baha üpai shuw nejaphen, büpayü ngelei nanglak khong kübü yaktükhen; mehenangkü büpai vangpüshuwpü mangtükteke.”
GEN.17.15	Kahvangi shao Abraham kü, “Anyüha Sarai kü sheyü Sarai shei nenyükhen; shaang mü leitü Sarah shei nyüktuh. 
GEN.17.16	Ngei pinnyü kü moihimanhen, hatü ngei pinnyü homei nüng kü yeshang hük shuohhen. Pinnyü jat longilei nyü leihen nangkü ngei pinnyü kü moihimanhen; pinnyü kübü nanglakthülei ongthü vamhen” shei e.
GEN.17.17	Abrahami aümei shatü büpa nying nyiyei, “Bong kho hük pajei hüki hapeü anghen je? Bong 90 lomdaipü Sarah-i naü bühhen je?” shei e. 
GEN.17.18	Abrahami Kahvang kü, “Ishmael pa-ang ngelei mükjüp vaihen moihimanshih!” shei e.
GEN.17.19	Hahepak kü Kahvangi, “Nevai, shejao anyüha Sarah-i yeshang hük bühkahen, hatü nüngi ha naü kü Isak shei mentuh. Ngei büpa mü vangpüshuwpü hük linghen, hatü hapayü büpa phei kübü hühihathü shing nedohnetenpü vangpüshuwpü vaihen. 
GEN.17.20	Ishmael shingvaishi nüngi phepü ngei danphei: Hingmei ngei büpa kü moihimanhen; ngei büpa kü hapeü longi shuoh-ei hühihathü dahühen. Büpayü ong anpünyilei pa vaihen, hatü ngei büpayü jat longpü hük leihühen. 
