MAT.1.1	Abraham le David a pasalnai Jisu Khrista hongkanthuina pa le puthui rabu ha hi ani.
MAT.8.3	Han, Jisun ama ha a shitda a ti, “Kein ka jot nang thiangtaro,” hava lai tak han pangphar ritongpa ha a luithiangjui. 
MAT.8.4	Hale Jisun ama jiang a ti, “Enro, tu jiang khat om ri maro; tak-ha chero, thiampu jiang hong kandoro, hale Mousi chong pek nuk juia pek rang phur ha pero; anmani jiang shakhi khat chang na rang ani.”
MAT.8.5	Atun, Jisun Kapernam a lut pha, ralmi riakhat neipu han ama jiang lam na a nei. 
MAT.8.6	Ahongti, “Puma ka suak khat hi a pangher khat athi a, khodengthei tak a inna ajalla a om,”
MAT.8.7	Jisun ama jiang a ti, “Kein hong ka ta ama ha mandam kati.”
MAT.8.8	Ral mi riakhat neipun a hong shanga a ti; “Puma ka inna ni hong rang hi ka rahui nima,” tak-ha na chong bejak han ka suakpa dam nati. 
MAT.8.9	Hiva jarra kei om ranakneingai thuoi a om khat ka ni; kei thuai han nom ralmi an la om, hale kein hiva mingai jiang chero ka ti le an che, a dang khat jiang hongro ka ti le an hong; hale ka suakpa jiang hivahi thoro, ka ti le an tho.
MAT.8.10	Jisun hivahi a jet a a ngak banna a nukjuingai jiang a hong ti; “Kein a thianga nang ni jiang kati, kein hiva mi ang hin takngai a nei mi Israel sunga la mu making.” 
MAT.8.11	Hale kein nang ni jiang kati, “Nisuatiang le taitaktiang mitamtak hong nanti u, Abraham, Isak, Jakob le vanrengram han ongsuam nanti.” 
MAT.8.12	Tak-ha rengram neipu naingai ha ko, a jing na mun tual tiang han deng juan nanti; hava han chap le harialna na mun ni nati. 
MAT.8.13	Han, Jisun ralmi riakhat neipu jiang a ti, “Chetaro, na takngai na nuk juia nang jiang dam ha ni rase, hava phat tak han a suakpa natha a dam jui.”
MAT.8.14	Atun Jisun Pitar inn na a honga, Pitar a tarpining a tunna a jal ha a man alui mu. 
MAT.8.15	Hale a man a kut a sitpea, a tun ha a dam jui ha suale a man a thuia an sepa a tho pe jui.
MAT.8.16	Nitak a hong ni pha han sat mak thavang in a choingai ha mitamin ama jiang an hong tuang hale a man sat mak thavangngai ha chong khat jak a a notchei a natngai ham alui mandam. 
MAT.8.17	Hivahi tashanthei Isaia in alui ri ha tung na ranga ani. “A man keini kan tor mak na hale natna kan nei rakip ana lui choipe.”
MAT.8.18	Atun Jisun mitam akola an om ha a mu a varaltiang an che na ranga man chong alui pek. 
MAT.8.19	Hava suale dan oja khat in a honga ama jiang a ti “Oja na che na rakip hin kein nom na juirong,”
MAT.8.20	Hale Jisun ama jiang a ti “Melangngai om khur an nei, hale chunga vatengai in rabu an nei tak-ha Mi Pasalnai rang ko a lu siakna rang mun om mak.”
MAT.8.21	A thiamruoi khat in ama jiang a ti, “Puma kein ka Pa ruok ha man chebak kati.”
MAT.8.22	Tak-ha Jisun ama jiang a ti, “Kanuk na juiro,” hile a thi ngai ning anmani a thi ngai ha ruak kan re nanti.
MAT.8.23	Atun a man rokuang sunga a lut a a thiamruoingain ham an lui jui. 
MAT.8.24	Hale jet lui thai lui a tuipuilian han rua le phaivuolian a honga tui kan nok ha ning rokuang ha akhude, tak-ha ama ko alui jal. 
MAT.8.25	Hava suale a thiamruoingain an honga ankei thuia anti Puma na sanro, keini thirang kan ni.
MAT.8.26	Tak-ha a man anmani jiang a ti, “Ijarra mo nan chit, o takngai torlui ngai,” han a man a thuia phaivuo le tuipuilian ha akhapjui, hale a dai riai jui,
MAT.8.27	Hale mingain an ngakreia an hong ti, “Phaivuo le tuipuilian innom a chong an jui hi ko imimo ani?”
MAT.8.28	A ma ning varal tianga om Gadara ram ma a hong pha han thantang tenna a hong suak seitan in a choi miring anni le an kantong anmani ha chit rang om tak anni jarra tu khat innom hava lam ma luichetor ma u. 
MAT.8.29	Hale jet lui thai lui a an hong khek anti, “Jisu Pathian Pasalnai nang le keini hi imo kan suak, a phat animak ma keini hi man pong kati tia nang na hong mo?”
MAT.8.30	Anmani le aviar kanlakdet le vok tamngai rup khat an chak an lui om jui. 
MAT.8.31	Seitan in ama jiang chong lam na an nei a anti nang in keini hi na na notchei inko vok rupngai jiang keini che ranga na jot pero.
MAT.8.32	Hale a man anmani jiang a ti, “Cheru,” han anmani ning, an hong suak vokngai jiang an lut jui, hale jet lui thai lui a vok rupngai ha an kansuklet lamsuk tiang an hong tanna tuipuiliana an chulla an thi jui.
MAT.8.33	Hava suale a selngain an tanna, khuo sunga an lut i suak rakip le seitan in a choi mingai ruia an lui ri jui. 
MAT.8.34	Hale enru, khuopum ma Jisu ha mu na ranga an hong suak jui, han ama ha an mu pha an ram ha a makpe na ranga chong lam na an lui nei.
MAT.9.1	Jisun rokuang khat a chuanga akanna ama akhua han a hong kir jui. 
MAT.9.2	han enru, mingain a pang her khat athia a nat mi khat ha a jalna le ama jiang an hong tuang, hale Jisun anmani takngai na ha a mu a, a pang her khat thi jiang a ti, “Ka naijo, na lung manngamro; na siatna lim ha ka na ngaidam jui.”
MAT.9.3	Hava lai tak han dan oja aviar in anmani masia an hong kan ti; “Hiva mi hi ning Pathian a nuisojui.”
MAT.9.4	Tak-ha Jisun anmani an ngaidon ha a jet a hong ti; “Iruija mo nan lung sunga asat mak nan ngaidon?” 
MAT.9.5	Ajarko, na siatna rakip ka na ngaidam jui, animakle thui innang lonro tihi, holam mo abeidet? 
MAT.9.6	Tak-ha nang nin, Mi Pasalnai ha ramuol la siatna hi ngaidam na ranak a nei tihi nan jet na rang, hava han a man a pang her khat thi jiang, “Thuiro, na jalna lui nang, na inna chetaro a ti.”
MAT.9.7	Hale a man a thuia, a inna a che jui. 
MAT.9.8	Hava hanna mitamin an mu pha, an ngak ban, hale miring jiang hi ang rarak a pek; Pathian ha an manpak jui.
MAT.9.9	Hava suale Jisun hava mun tenna a che pha, Mathiu anti pasal khat khasana pek na mun na alui ong a mu a; a man ama jiang a ti, “Kei na juiro,” hale a man a thuia ama a nuk alui jui.
MAT.9.10	Hale hingahin alui ni, Jisun inn sunga a onga; enru, khasana chomngai, siat nei ngai, hale a thiamruoingai le an lui ongsuam. 
MAT.9.11	Hale pharisingain hava an mu han, anmanin a thiamruoingai jiang anti; “Iruija mo nan oja ning khasana chomngai le siat nei ngai le a chak a nek suam?”
MAT.9.12	Tak-ha Jisun hava a jet, a man anmani jiang a ti, “A damngai rang ko thiampu nem na om ma tak-ha anatngai rang ko thiampu nemna a om.” 
MAT.9.13	Tak-ha che u nang hivahi itenna mo vakan chubakru; “Kein manritthei ha ka dei, hale phurkat ha dei making,” ajarko midikngai kuirang ka hong nimak tak-ha siatneingai lung thul na ranga ka hong ani.
MAT.9.14	Hava suale Johon a thiamruoingain ama jiang an honga anti keini le pharisingainko bu kanngei chak; tak-ha na thiamruoingaiko bungei ma u.
MAT.9.15	Hale Jisun anmani jiang a hong ti; “Muipa ning a shapngai le an om kar je; anmanin chajang siarna mo an nei? Tak-ha hi ang nikhuo la hong nati, anmani kar tenna muipa ha latuang nanti; hava suale anmanin bungei nanti.”
MAT.9.16	“Tu innom puan lui chunga puan thar suidengai ma u, ajarko, an suide puan her ha ning a kei therdea; a khel la chet denati, 
MAT.9.17	mingain darkha tuithar ha savunlui puankok thun ma u, savun ha achet darkha tui abuak, hale savun puan kok ha a mang, tak-ha darkha tui thar ha savun puankok tharra an thun hale an ninia an manruitor.”
MAT.9.18	A man hiva rakip hi anmani jiang a tilai han enru, vai hom ulian khat ning a honga ama ha chubei a buk a, “Atuntak han ka nai, numeinai ha a thi jui, tak-ha hong innang a chunga na kut na siak pero, hale ama ringkhir nati,” a hong ti.
MAT.9.19	Hava han Jisun a thuia a manuk a hong jui, hale ama a thiamruoingai innom an lui jui.
MAT.9.20	Hale jet lui thai luia kumsomleini thi a charra a nat numei an khat in a nuk tiang a honga; ama a puan mor ha a vasit. 
MAT.9.21	Ajarko a thei jak alui kan ti. “Kein ama puan si ka sit jak, ka sit inko, ka dam rang ke.”
MAT.9.22	Tak-ha Jisun a kan hei a, numeinu ha a luimu a a ti; aleijo naning mansat taro na takngai na han na dam jui, hava pha tak han numeinu ha a dam jui.
MAT.9.23	Hale Jisun vai hom ulian inna a hong pha, theili tumngai le mi rasa tam ha a mu a, 
MAT.9.24	anmani jiang alui ti; kanthitru, ajarko naitenu hi thimak; a jalke anmanin Puma ha ma ha esella an lui nuiso. 
MAT.9.25	Tak-ha mitamngai ha an man suak verra; Puma ha inn sunga a lut naitenu a kut a o han naitenu ha a ringkhir jui 
MAT.9.26	Hale hiva chuan tho ruihi ram rakip a tung jui.
MAT.9.27	Hava mun ha Jisun a mak a che pha han, mitdel pasal annin an juija, an khek a “David a pasalnai, keini na lungsiatro,” an hong ti.
MAT.9.28	Hale Jisun inkhat a lut pha han, mitdel pasalngai om ama jiang an lui honga, han Jisun anmani jiang a ti, “Nang nin hivahi kein ka tho tor tihi tak mo nanngai?” Anmanin ama jiang anti, Puma tak kan ngai.
MAT.9.29	Hava han, Jisun an mit a sitpea a ti; “Nan takngai na nuk jui a nan chunga damna ni rase.” 
MAT.9.30	Han an mit ha a var jui, hale Jisun anmani ha chongngar tak a chong abea, “Mi khat jak om manjet maru,” a ti.
MAT.9.31	Tak-ha anmanin hava mun tenna an chea, ama ruia ram rakip hin chong an lui semjui.
MAT.9.32	Anmanin an che lai, enru, seitan in a choi a chongsuaklui pasal khat ama jiang an lui hong tuang. 
MAT.9.33	Hale seitan ha a notchei pha han, a chongsuaklui ha a hong suak jui; han mitam an ngak chian na “Israel sunga hiva anghi la mu chil masing,” an hong ti.
MAT.9.34	Tak-ha pharisingain anti, “A man seitan ranak a seitan hi a notchei an lui ti.”
MAT.9.35	Hale Jisun khuo khat a chea, Sainagok sunga a manchu, “Rengram chongsat ruia, hale ritong le a nat rakipngai ha alui mandam.” 
MAT.9.36	Tak-ha Jisun mitamngai ha a mu pha, anmani ha lungsiat a mu jui, ajarko, anmani ha a rungrang bui; an kansenkhui, belramngai anga an lui ni. 
MAT.9.37	han, a man a thiamruoingai jiang a ti, “Chang, at rang a tam, tak-ha a at rang miko an tom.” 
MAT.9.38	Hiva jarra, “Puma a chang rasik ranga a neipu ama jiang lamru, a man chuan sin ranga na juangtir pe nati.”
MAT.10.1	Hale ama han a thiamruoi somleiningai a kuia, a thavang satlui notchei na rang, hale a nat rakip le ri le rai mandam na rang ranak anmani jiang alui pek. 
MAT.10.2	Tirlon somleini mingngai ha hi ani: an khat chang na Pitar anti Simon, hale a naipangpa Andrew Zebedi a nai Jems hale a naipangpa Johon. 
MAT.10.3	Philip le Bartholomew, Thomas le Mathiu khasana chompa, Alphaeus a nai Jems hale Lebbaeus animakle Thaddaeus om anti. 
MAT.10.4	Kanan na Simon hale Judas Iskariot a en dangai kut chunga Jisu pekpa.
MAT.10.5	Hiva somleiningai hi Jisun chong abea a tirra a ti. Jatdangai lam ma che maru, hale Samariangai khopui han nom lut maru. 
MAT.10.6	Tak-ha Israelngai inn sunga a mangsha belram ranga cheru. 
MAT.10.7	Hale nan che han chong sem unlang tiru, vanrengram ha a nai jui, 
MAT.10.8	a nat mandamru, pangphar ritongngai man thiangru, a thi ngai man ringkhirru, seitanngai ha not cheiru ariam ma nan mu ha nang nin ariam ma peru. 
MAT.10.9	Nan sekhui han rang ka chak, ruphai, pethrai om choi maru, 
MAT.10.10	nan khuol lon na rang tia, kuntai, diar le thiang re kekok kanthua kan song maru, ajarko chuan sin min chak le nek a mu rang hi a rahui ani.
MAT.10.11	“Khopui han animakle khuo khat nan lut karra mi sat ennang jongru, hale nan chemak kar je ama jiang om ru. 
MAT.10.12	Inn sunga nan lut pha han chubeibukru. 
MAT.10.13	Inneipu ha rahui suak mi aninko, nan lunghip ha inn han hong rase, tak-ha rahui suak lui mi aninko nan lunghip ha nang ni jiang hong kir rase. 
MAT.10.14	Hale tu aninom nang ni ha an nadonlui, nan chong om an ngai lui aninko, hava inn animakle khopui tenna nan hong suak le nan ke dir ha thingthakru. 
MAT.10.15	A thianga kein nangni jiang kati ani, chongtan na nikhuo han hava khopui ha Sodom le Gomara nek a khel la a tat pe rang ke.
MAT.10.16	“Enru, melang karra nang ni ha belram anga ka na tirke ani, hava jarra rul anga chingru hale vatuktrun anga nan lung man satru. 
MAT.10.17	Tak-ha mingai karra kan ning thei ru, ajarko anmanin ulianrupngai jiang na pe nanti, hale Sainagok sunga nang ni ha esella nave nanti. 
MAT.10.18	Hale kei jarra nang ni ha ram vai hom ulian le rengngai mai kung a animakle jatdang jiang kei ka shakhi ranga na tuang nanti. 
MAT.10.19	Tak-ha anmanin an na pek pha han, ija mo kan ri rang tia nan ning man dong maru, ajarko imo kan ri rang ti ha hava pha tak han nang nin nan ri rang ha a maning na manjet nati. 
MAT.10.20	Ajarko nan ri rang chong ha nang ni tenna nimak, tak-ha nan lung sunga nan pa thavang in a hong ri rang ani.
MAT.10.21	“U le naingai ning a u a nai ha, hale pa ning a nai ha thina ranga pek nati, hale an naingain an pa an nu jiang enda na nei nan ta that nanti, 
MAT.10.22	Hale nang ni ha kei ka ming ruia mirakip ning na ma tir nanti, tak-ha a torna khan a dui tor ama ha san ring nati, 
MAT.10.23	Tak-ha anmanin nang ni ha hiva khopuia khodengthei na an na pek inko, a dang khat thianga tanru, ajarko kein nang ni jiang a thianga ka na tia ni, mi pasalnai ha ahongma nang nin Israelngai khopui lim lui tung noni che u.
MAT.10.24	“Thiamruoi khat ning a oja nek a lian nimak, animakle suak khat ning ama a neipu nek a lian nimak. 
MAT.10.25	Thiamruoi khat in oja anga, suak khat in a neipu anga anile a jot jui, anmanin inneipu ha Belzabul an tinko, ama a inn na omngai ha ko i duk a mel siat a an kui rang mo?
MAT.10.26	“Hiva jarra anmani ha chit maru, ajarko thuptor lui rang an khu de i te khat om ma, hale jet tor rang i te khat om ma. 
MAT.10.27	Ajing karra nang ni jiang ka ringai ha, a varna han riru, hale nan kuorra nan jet ha inn chunga kal in lang khekru. 
MAT.10.28	Tak sa thattor tak-ha thavang thattor lui ha chit maru, tak-ha thavang le tak sa anni a mei khur sunga a manmang tor ama ha chitru. 
MAT.10.29	Siarvachek anni a peisa khat an juar mo nimak? Hale nang ni karra an khat jak om nan pa lungdo ni lui a simleia chul noni che u. 
MAT.10.30	Tak-ha na lu chunga sam om rakip amasing a renga an teljui. 
MAT.10.31	Hiva jarra chit maru, nang niko siarvachek tam nek a nan man a tam
MAT.10.32	“Ajarko tu aninom mingai maikunga kei ana jot ha kein nom ama ha vanram ma om ka pa maikunga ka jot rang ke. 
MAT.10.33	Tak-ha tu aninom mingai maikunga kei ana jot lui ha kein nom ama ha vanram ma om ka pa maikunga jot noni king.
MAT.10.34	“Kei ning ramuol la lunghip a hong choi tia ngaidon maru kei lunghip hong choi making tak-ha chem sei lam ka hong choi ani. 
MAT.10.35	Ajarko a pa le a pasalnai, a nu le a numeinai, hale a muinu le a tarpi kan jot mak na ranga kei ka hong ani. 
MAT.10.36	Hale mingai ning kan enda pui ha ko ama a inn sung tak-ha ni nati.
MAT.10.37	“A pa animakle a nu ha kei nek a lungsiat mi ha kei ranga rahui suak mak, hale a pasalnai, animakle a numeinai ha kei nek a lungsiat det ama ha kei ranga rahui chang mak. 
MAT.10.38	Hale ama a khros choi lui a kei kanuk ana jui ha kei ranga rahui suak mak. 
MAT.10.39	A ringkhuo a kan san ring ama ha mang nati, hale kei ranga a ringkhuo a manmang ama ning mu khir nati.
MAT.10.40	“Nang ni ana lui mi ha ning kei ha ana lui ani, hale kei ana lui mi ha ning kei ana hong tir pu ha alui ani. 
MAT.10.41	Pathian tashanthei minga tashanthei khat a don mi ha tashanthei khat tum rang ha mu nati, hale mi dik an khat ha mi dik khat minga a don mi ha mi dik khat in a tum rang ha mu nati. 
MAT.10.42	Hale tu aninom ashinngai karra ashin khat hi thiamruoi minga tui hai khat a pek inko, kein nang ni jiang kati ama tum rang ha ariam ma mang noning.”
MAT.11.1	Jisun a thiamruoi somleiningai ha a man chu suale, a man hava mun ha a mak, anmani khopui rakip han man chuna rang le chong ri ranga an che jui,
MAT.11.2	Hale Johon ning ren inn sunga a om lai han, Khrista chuan ha a jet, ama a thiamruoi anni alui hong tir. 
MAT.11.3	Hale ama jiang a ti, “Nangmo na ni a hong rangpa, animakle midang khat mo kan langak rang?”
MAT.11.4	Jisun anmani jiang a shanga a ti, “Che unang Johon jiang, hong ti peru nang nin nan kuorra nan jet le nan mu ha.” 
MAT.11.5	Mitdelngain an mu, hale kekiakngain an lonthei jui, pangphar tongngain an thiang jui, hale a kuorsepngain rasha an jet jui, a thi ngai om an ringkhir jui, hale a ring ngai jiang chongsat ha an manjet jui. 
MAT.11.6	Hale kei jiang kei chi keiok na pe lui mi ha ravansat anni.
MAT.11.7	Anmanin an che suapha han, Jisun mitamngai jiang Johon ruia chong ri a hong phut; ramtonglian na i en mo nan che, phaivuo ning a man kan nik pengai mo? 
MAT.11.8	Tak-ha nang nin imo mu ranga nan che? Puan emsi miring khat mo? Takbala puan emsi miko reng inna omngai jak anni. 
MAT.11.9	Tak-ha nang nin imo en ranga nan che? Tashanthei khat mo? O, kein nang ni jiang kati, Pathian tashanthei khat nek om ka kheldet. 
MAT.11.10	“Ajarko hivahi amake, ama ruia alui kan jiak sa ani, enru, kein ka chong choi ha nang na madonna ka tir, a man nang na madonna na lon na lam ha sin nati”. 
MAT.11.11	Adik tak a kein nang ni jiang kati ani, numeingai ning an nei nai karra Johon Baptis khel la a lian det tu khat om la nei ma u. Tak-ha vanrengram ma a shintak ha ning ama nek a lian tak ha ni. 
MAT.11.12	Hale Johon Baptis phalai tenna a tun khan hin, vanrengram hi ranakneingain an man pong; hale jot luia namrak an lui tho. 
MAT.11.13	Ajarko Pathian tashantheingai rakip le dan chong ri ha ning Johon khan na vai hom na an nei. 
MAT.11.14	Hale nang nin nan lui jot inko a la hong rang anti Elija ha ani. 
MAT.11.15	Jet na rang kuor a a neingai ning ngai rase u.
MAT.11.16	“Tak-ha kein hiva mirual hile imo khi de na ka nei rang? Hivahi kaithial laia ong nai pangngai le an kan ang anmanin an shapngai an kuija akhek ngai anga an ni. 
MAT.11.17	Hale anti, kein in nang ni ranga theili kan tum; hale nang nin lam ma che u, kein in nang ni jiang chaijang kansiar, hale nang nin nan rop ben ma che u. 
MAT.11.18	Ajarko, Johonin nek lui, in lui a alui hong, hale anmanin an lui ti, ama ko seitan ani. 
MAT.11.19	Mi Pasalnai ha ning a nek, a inna a hong; hale anmanin an lui ti, enru, rolduokpa le ju inpa, khasana chom le siat nei ngai sapke; tak-ha ching na ha ko ama a chuan tho nuk jui a adik tia a kando.”
MAT.11.20	“Hava suale a man chuanlian tatak a tho na khopuingai ha ranak a hong nei jui, ajarko an lung an thullui jarra ani. 
MAT.11.21	Khorazin, nang jiang pong na ani; Bethsaida, nang jiang a pong khodengthei ke, ajarko chuanlian tatak nang ni jiang tho na alui nei ha; Tair le Sidon jiang an lui tho aninko, anmanin puan chet si nan ta vut bial nan ta an lung an lui thul rang ke. 
MAT.11.22	Tak-ha kein nang ni jiang kati, chongtan na nikhuo han Tair le Sidon neka nang nin akhel la pong nanti. 
MAT.11.23	Hale Kapernam, nang ko vanram khan mo ni kan domsang rang? Nang ko simlei tharsari thuoia chum rang na ni; ajarko nang jiang chuanliantak an lui tho ha Sodom jiang an lui tho aninko ve en ni khan nom lui om nati. 
MAT.11.24	Tak-ha kein nang ni jiang kati, chongtan na nikhuo han nang ni nek a Sodom in khel la sat nati.”
MAT.11.25	Hava pha han Jisun a sanga a ti, “Vanram le simlei chunga Puma, a pa ka na manpak, ajarko hiva ngai hi mi ching an khat om a jet ngai jiang tenna nang in na luithup ha naipangngai jiang na phuong suak jui. 
