MAT.1.1	Yisa Masia yejamm piinue na: u din tee David yaaboonne, ki David mun din tee Abraham yaaboonn.
MAT.6.16	“Li-i tee ki i yaa i lor mɔiie, ya daa biir i nunii po kaman nan kpinkpannii damm na, kimaan bi tuu biir bi nunii po, a sɔɔ kur-n la ki bann nan bi lor mɔiie. Barmɔniie ki n beeri na, bi poŋ gaar bi nyɔɔta. 
MAT.6.17	Li-i tee ki a lor mɔbie, fan yibir a numm po ki saat a yut fanu; 
MAT.6.18	linba nee sa te ki leeb kan bann nan a lor mɔbi, ŋaan a Baa Yennu nba be woonin ni na kuukɔɔe sii mi; ki a Baa Yennu nba laat linba ki a tuun woonin ni ki teenɔ na sa pa-a paanu ni.
MAT.6.19	“Daa bɔrii a mɔkint tingbouŋ na ni, siaminba ki bonŋmiŋmabit nan tintanii sa biiri; ki nanyukib bia sa kɔɔ ki jami; 
MAT.6.20	ŋaan bɔr a mɔkint Yendɔuŋ ni, siaminba ki bonŋmiŋmabit nan tintanii kan fit ki biiri, ki nanyukib bia kan fit kɔɔ ki jami; 
MAT.6.21	siaminba ki a mɔkint be na, a dudukit mun be leŋe.
MAT.6.22	“A ninbinae tee a gbanant fitir. Li paak, a ninbina-i ŋani, a gbanant kur po sii yeene; 
MAT.6.23	ŋaan a ninbina-i kii ŋani, a gbanant kur sii bɔne. Li paak, li-i tee ki yentu nba be a ni na tan bɔni, bunbɔnchiauŋ lannpoe na.
MAT.6.24	“Sɔɔ kan fit tun ki tur yomdamm bannlee; u sii nan yenɔ ŋaan kii loon lɔɔ; amii u sii nian yenɔe, ŋaan kii sian lɔɔ na. I kan fit waa Yennu nan likirii biaki.
MAT.6.25	“Li paake te ki n beeri, i daa te ki li mukisi i binbeŋ po nan ya sa di linba amii ki nyu linba; ki bia daa te ki li mukisi i gbanant po nan ya sa lia linba. Manfoor ki gar jeetii? ki gbanant mun bia ki gar tiatii? 
MAT.6.26	Gotir nɔɔnii nba yuuk ki lin na; bi ki buuri; bi bia ki jaan ki wuu suka nan naapaat ni, ŋaan ki i Baa Yennu nba be sanpaapo na dintib. I ki mɔk nyɔɔt ki gar nɔɔnii-ii? 
MAT.6.27	I ŋmee sa fit fɔkin u manfoor u dudukit nba mukisirɔ na paaki?
MAT.6.28	“Bee ki i mukis i mɔŋ liant paaki? Gotir man tipuuk nan li ŋant; ŋaan bi ki tuun ki luu bi mɔŋ puuku, 
MAT.6.29	ŋaan n beerie, Kpanbar Solomon nba lek din mɔk liantŋana biaŋinba, u din ki mi lia liant ki li ŋan kaman nan tipuut na gbaa. 
MAT.6.30	Mɔɔt nba be dinna, ŋaan wonn ki bi joo muuwa na, Yennu nba faŋŋitir biaŋinba na, ki u kan gbabin yimmii? Yimm yadakanpɔɔna damm na!
MAT.6.31	“Li paak, i daa te ki li mukisi ki i dukii a ‘N sa di bee?’ amii ‘N sa nyu bee?’ amii ‘N sa lia bee?’ 
MAT.6.32	Binba ki mi Yennu na tuu mukis bi dudukit linba na kur paake; ŋaan i Baa Yennu nba be sanpaapo na set mi nan i loon linba na kura. 
MAT.6.33	Ŋaant man ki i baka-ii be Yennu naan ni nan yentinu ni labaar, ki u sa jii bona nba na kur ki turi. 
MAT.6.34	Li paak, daa te ki wonn barii mukisiini, kimaan wonnee sa dukin u mɔŋ po; daar kur mɔk u fara ki li jaŋitɔe.
MAT.7.1	“I daa bu nirɔ buuti, ki Yennu mun kan bu i buuti, 
MAT.7.2	kimaan ya bu leeb buut biaŋinba na, nnee ki Yennu mun tan sa bu i buut; ki biaŋinba ki i bikii ki teen i leeb na, nnee ki Yennu mun sa bikin ki turi. 
MAT.7.3	Bee ki a gorii laat mɔɔnu nba be a lɔɔ ninbinn ni, ŋaan ki la jaantarik nba be a mɔŋ mɔŋ ninbinn ni na? 
MAT.7.4	Nlee ki a sa bet a lɔɔ a ‘Ŋaant ki n nyinn mɔɔnu nba be a ninbinn ni na,’ ŋaan ki jaantarike be a mɔŋ ninbinn ni. 
MAT.7.5	Fin kpinkpannii daanɔ na, nyint jaantarik nba be a ninbinn ni na sinsinn, ki ji fit la fanu ki nyinn mɔɔnu nba be a lɔɔ ninbinn ni na.
MAT.7.6	“I daa jikit linba tee Yennu yar ki teen bɔi, kimaan bi sa ŋmat junta; i daa jikit linba mɔk nyɔɔt ki teen doorii, kimaan bi sa ŋmat ŋmat nan tante.
MAT.7.7	“Miat Yennu man, ki u sa turi; lomin man, ki i sa lawa; kpaan gann man, ki u sa loot ki turi, 
MAT.7.8	kimaan wunba kur mei Yennu gaane; ki wunba mun loon, u laate; ki wunba kpaan gann, ki bi lootir teenɔ. 
MAT.7.9	Ki yimm baanba, i ŋmee ki u bik sa miarɔ jeet ki wun jii tann ki turɔ? 
MAT.7.10	Amii ŋmee ki u bik sa miarɔ jaŋ ki wun jii waauk ki turɔ? 
MAT.7.11	Ki li-i tee ki yimm nba tee biitdamm na mi biaŋinba ki i sa tur i waas bonŋana, ki i Baa Yennu nba be sanpaapo na mantik sa tur binba meiɔ na bonŋana.
MAT.7.12	“Biaŋinba ki a loon sɔɔ-ii tuun kii teena na, i mun-ii tuun nna kii teen a leeb; kimaan Yennu sennu nan u sɔkiniinba wannu na ni want nnee.
MAT.7.13	“Kɔɔn man tammɔyebik na ni; kimaan tammɔb nba kɔɔ muu nba kan mi kpeen na ni na yarin hei, ki li sɔnu bia man nan sommir; ki niib bonchianne kɔɔ tammɔb maŋ ni. 
MAT.7.14	Ki manfoor tammɔb na ŋanin tee bonyebike, ki li sɔnu bia paar nan sommir; ki niib waaminne kɔɔ tammɔb maŋ ni.
MAT.7.15	“I mi man faak sɔkiniinba na po, binba baat i boor ni ki naan nan pei na, ŋaan tee kinkata nan barmɔnii na. 
MAT.7.16	Bi toona nie ki i sa bann ba tee binba; bi ki laat gaa kunkoŋ paak ki pɔɔ; ki bia ki laat kinkana pɔɔna paak ki pɔɔ. 
MAT.7.17	Ki tiŋaŋ kur mun loon lɔɔnŋanae; ki tibiiuk kur mun loon lɔɔnbiite. 
MAT.7.18	Tiŋaŋ kan lon lɔɔnbiiti; tibiiuk mun bia kan lon lɔɔnŋana. 
MAT.7.19	Tiik kur nba ki loon lɔɔnŋana, bi sa chɔɔre ki lur muu ni. 
MAT.7.20	Li paak, faak sɔkiniinba toona nie ki i sa bannib.
MAT.7.21	“Li ki tee binba yin ‘N Yomdaanɔ, n Yomdaanɔ’ na kur kaa tan sa kɔɔ Yennu naan ni, see binba sak n Baa Yennu nba be sanpaapo na mɔb. 
MAT.7.22	Daar maŋ daar-i taŋŋi baari, niib bonchianne tan sii yin ki yeen a ‘Ti Yomdaanɔ, ti Yomdaanɔ, ti din ki sɔkint Yennu maan a sann ni-ii? A sann nie ki ti din nyint narinbiit niib ni, a sann nie ki ti bia tuun bakitnauŋ toonjaana.’ 
MAT.7.23	Li yoo ki n mun tan sa jiin ki yetib a ‘N ki miini, yimm toonbiit damm na, seetir nna man!’
MAT.7.24	“Li paak, wunba kur gbia n maan na ki waa-r fanu, n sa nannɔ nan yandaansɔɔ nba din maa u ŋaak tanpiiuk paak nee; 
MAT.7.25	ki saak tan baa, ki nyun gbee ki yat nan doo, ki wouŋ da, ki nyunpana koon ki liat ŋaak maŋ dikpina, ŋaan ki li lek see ken ken ki ki baa, kimaan u din maar tanpiiuk paake.
MAT.7.26	“Wunba kur gbia n maan na, ŋaan yêt li weiu, n sa nannɔ nan jajatsɔɔ nba din maa u ŋaak tanbiinii nie; 
MAT.7.27	ki saak tan baa, ki nyun gbee ki yat nan doo, ki wouŋ da, ki nyunpana koon ki liat ŋaak maŋ dikpina, ki li bet baa wamm, ho, baa biiuk jiakii!”
MAT.7.28	Yisa nba din pak mɔbona na ki gbenn yoonba, ki u wannu maŋ din bakit nibur na bonchiann, 
MAT.7.29	kimaan u wannib kaman nan daanɔ nba yen yikoo nee, ki ki wannib kaman nan sennu wannteeb nba wantib biaŋinba na.
MAT.8.1	Yisa nba din tan nyii kunkonn maŋ paak ki sik yoonba, ki niib bonchiann waa u poor po. 
MAT.8.2	Ki gbaatsɔɔ baar ki tan gbaan u tɔɔnn ni ki yeen a “N Yomdaanɔ, a sa fit ki te ki n ŋaauk na-n gbenn. A kan sakii?”
MAT.8.3	Ki Yisa tant u nuu ŋaan siiu ki yetɔ a “N saka. A ŋaauk maŋ-n gbenn!” Li taakpaak ni ki u ŋaauk na set gbenn. 
MAT.8.4	Ŋaan ki Yisa kpaanɔ a “I mi ki a bet sɔɔ barii na, ŋaan i saa Yennu mantɔɔ boor ki jii a mɔŋ ki wannɔ, ki bia mann marouŋ ki tur Yennu kaman nan u sɔkinii Moses nba din senn ki jiin gbaata tebu po na, a sɔɔ kur-n bann nan a ŋaauk maŋ set gbenna.”
MAT.8.5	Yisa nba din kɔɔ Kapenaum yoonba ki Rom tiŋ lanjimanba yudaansɔɔ chetɔ sɔnu ni ki barimɔ ki yeen a 
MAT.8.6	“N Yomdaanɔ, n toontunsɔɔe yiar; u gbanant kpowa, ki li mukisɔ bonchiann, ki u dɔɔ diiuk ni.”
MAT.8.7	Ki Yisa betɔ a “N sa saan ki saa te wun paak.”
MAT.8.8	Ki u jiin a “N Yomdaanɔ, daa bakint a mɔŋ ki baati; kimaan n ki ŋan nan fan baar kɔɔ n ŋaak ni; ŋaan pakin mɔbonne, ki n toontunnɔ na-n la laafia. 
MAT.8.9	Kimaan n mɔk binba garin ki yenin, ki n mun dia lanjimanba ki yemm, ki fit tian yenɔ paak ‘Baat,’ ki u baat; ki tian lɔɔ paak ‘I saa,’ ki u saa; ki bia te ki n daabir tuun ma loon biaŋinba.”
MAT.8.10	Yisa nba din gbat linba na, ki li yaar ŋaan litɔ; ki u jiant got niib nba waa u poor po na ki betib a “Barmɔniie ki n beeri na, n daa ki mi la sɔɔ ki u teenin yada na booru yimm Israel teeb niwa gbaa. 
MAT.8.11	N beerie, niib bonchiann tan sa nyi yendo po nan yenbaa po, ki ŋamm nan Abraham, nan Aisak, nan Jakɔb tan sa lakin ki kar ki di jeet Yennu naan ni; 
MAT.8.12	ŋaan ki yimm nba tee naan maŋ ni niib na, bin jii-i ki lu-i nanyer po, bunbɔnn ni; leŋ maŋe ki i tan sii fabin mɔn ki junt i nyana.” 
MAT.8.13	Ki Yisa din ŋmant ki yet lanjimanba yudaanɔ maŋ a “I kun! Fa teen yada biaŋinba na, lin tun nnee ki tura.” Ki u toontunnɔ na set din paak li yoo na.
MAT.8.14	Tɔn, ki Yisa din saan kɔɔ Piita ŋaak ni ki la ki Piita dianpook dɔɔ yiar gbanantouŋ. 
MAT.8.15	Ki Yisa sii u nuu; ki u gbanantouŋ na gbenn, ki u fiir ki teemm saauŋ.
MAT.8.16	Li daar maŋ dajouk, ki bi din jii niib bonchiann nba ki narinbiit be bi ni na, ki baar namm Yisa boor ni; ki u lek pak mɔbonn ki nyinn narinbiit na; ki bia tur binba yiar na kura laafia. 
MAT.8.17	Wa din tuun biaŋinba na, u tuun kaman nan Yennu sɔkinii Aisaya nba din pak na a “U mɔŋ mɔŋ gaar ti gbanantouŋ nan ti yiarbooru booru ki jii yaat.”
MAT.8.18	Yisa nba din la ki niburchiauŋ tan lintɔ yoonba, ki u yet u poorpoweiteeb a bin fiir ki bin poot mɔkgbeŋŋir pootir na po. 
MAT.8.19	Ki Yennu sennu wanntɔsɔɔ din baar ki tan yetɔ a “Wanntɔɔ, n sa weia siaminba kur po ki a saa.”
MAT.8.20	Ki Yisa yetɔ a “Lunlona mɔk fɔrii, ki nɔɔnii mun bia mɔk tiat, ŋaan min nisaarik Bik ki mɔk dundɔɔnboori.”
MAT.8.21	Tɔn, ki u poorpoweiteeb yenɔ mun tan yetɔ a “N Yomdaanɔ, ŋaant ki n saan ki saa pii n baa sinsinna.”
MAT.8.22	Ki Yisa jiin betɔ a “I waan, ŋaan nyik ki kpeemm-ii pii bi kpeenleeb.”
MAT.8.23	Yisa nba din kɔɔ burgbetir ni yoonba, ki u poorpoweiteeb mun wei ki kɔɔ. 
MAT.8.24	Ki wounpaaruk din fikit ki da mɔkgbeŋŋir maŋ ni, ki nyunpana din pir ki kɔɔ burgbetir na ni ki tan yaa lin gbee; ŋaan ki Yisa dɔɔ ki gɔɔnt. 
MAT.8.25	Ki u poorpoweiteeb din baar ki fiinɔ, ki betɔ a “Ti Yomdaanɔ, tinntit, ki nyun sa dit.”
MAT.8.26	Ki Yisa yetib a “Yimm yadakanpɔɔna damm, bee ki i tiin jaŋmaanii?” ŋaan fiir ki tian wouŋ nan nyunpana na paak a bin ŋmin, ki bi set ŋmin soonna.
MAT.8.27	Ki li yaar ŋaan litib, ki bi ji boi bi leeb a “Nirɔ na tee niboor bee? ki wouŋ nan nyunpana saak u mɔb gbaa.”
MAT.8.28	Yisa nba din poot Galilee mɔkgbeŋŋir na, ki u kɔɔ Gerasa tiŋ ni. Ki jab bannlee, binba gbee nan narinbiit na din nyii kaat ni ki chetɔ; bi din mɔk jaŋmaanii hei, ki sɔɔ ki fit gaar ba be siami. 
MAT.8.29	Ki bi din yikin sanpaapowa ki yeen a “Fin Yennu Bija, timm nan fin, nlee mantiki? A baar nna a a tan dinnit fara-aa? ŋaan ki li yoo na daa ki baari.”
MAT.8.30	Tɔn, ki doorii bonchiann din see kpiŋ po nnawa, ki di, ki ki fɔk nammi. 
MAT.8.31	Ki narinbiit maŋ din barin Yisa bonchiann ki yetɔ a “Li-i tee ki a nyinnitie, fan chabit ki tin saan ki saa kɔɔ doorii na ni.” 
MAT.8.32	Ki Yisa betib a “I saa man.” Ki bi nyii jab maŋ ni, ki saan ki saa kɔɔ doorii na ni; ki doorii na kur din tin birrr, ki sik jɔɔr na paak ki saa baa mɔkgbeŋŋir na ni ki dii nyun.
MAT.8.33	Ki binba guu doorii maŋ fiir ki chiar ki saan doo ni, ki saa mɔɔnt linba kur teen maŋ, nan biaŋinba ki narinbiit nyii waatib na ni. 
MAT.8.34	Ki doo na niib kura din bite ki saan ki saa took Yisa; ba din lau yoonba, ki bi piin ki barimɔ a wun nyi bi tiŋ ni.
MAT.9.1	Ŋanne ki Yisa din ŋmat kɔɔ burgbetir na ni ki poot mɔkgbeŋŋir na gbingbanleer ki kun u doo ni. 
MAT.9.2	Ki nisiab din tan jii jasɔɔ nna ki u gbanant kpo; ki bi din teenɔ liaŋ paak ki baar nanɔ Yisa boor ni. Yisa nba din la ba teenɔ yada biaŋinba na, ki u yet baatɔɔ na a “N bik, i mɔk parcheenn; n nyik chab a biita.”
MAT.9.3	Ki sennu wanntesiab ji din dukii bi para ni a “Jɔɔ na jikit Yennu yikoo na u yur paake.”
MAT.9.4	Yisa ŋanin din bann bi dudukit maŋa, ki boib a “Bee teen ki i dukii dudukbiit i para ni? 
MAT.9.5	Ma yet baatɔɔ na a ‘N nyik chab a biit’ amii ma yaa n yetɔ a ‘Fiit kii somm na,’ maan munnlee na sinsuuk ni lannpoe paari? 
MAT.9.6	N ji sa wanni nan min nisaarik Bik mɔk yikoo tingbouŋ na ni ki sa nyik chab niib bi biit;” ŋaan jiant bet jɔɔ nba ki u gbanant kpo na a “Fiit ki jii a liaŋ kii kun a ŋaak ni.”
MAT.9.7	Ki jɔɔ maŋ fiir ki kun. 
MAT.9.8	Nibur na nba din la nna maŋ ki jaŋmaanii soorib; ki bi piak dont Yennu nba tur nisaarik yikoo na booru.
MAT.9.9	Ki Yisa din nyii leŋ ki saa, ki saa la jasɔɔ nna, ki bi yiu Matiu, ki u kar u toonn paak lampogaar diiuk ni; ki Yisa betɔ a “Fiit kii waan.” Ki u fiir ki waau.
MAT.9.10	Yisa nba din saan Matiu na ŋaak ki saa kar ki di jeet yoonba na, ki lampogaarteeb nan biitdamm bonchiann din kɔɔ ki tan kar pukin Yisa nan u poorpoweiteeb po ki di namm. 
MAT.9.11	Farisiinba na nba din la nna maŋ, ki bi boi u poorpoweiteeb na a “Bee ki i wanntɔɔ maŋ di jeet nan lampogaarteeb nan biitdammi?”
MAT.9.12	Ki Yisa din gbat bi pinpauk maŋ ki yetib a “Binba mɔk laafia ki loon tebtɔɔ; binba yiar, ŋamme loon tebtɔɔ. 
MAT.9.13	Li sɔb Yennu gbouŋ ni a ‘Yennu loon ninbatinue ki gar marouŋ.’ I saa man ki saa tumii bann linba na paak. N ki baar a n yiin popeendamm kaa; ŋaan n baar a n yiin biitdamme a bin nyik bi biit.”
MAT.9.14	Ki Jɔɔnn wunba din wuur niib Yennu nyunwuru na poorpoweiteeb din tan baar Yisa boor ni ki boiɔ a “Timm nan Farisiinba lorin mɔi yoo kura; bee teen ki a poorpoweiteeb ki lorimi?”
MAT.9.15	Ki Yisa din jiin ki boib a “Poochianu-i be, saamm sii mɔk parbiir yoo nba ki pooyookir sɔrɔ daa be bi boor ni nawa-aa? Aaii. Ŋaan yoo baat na, ki bi tan sa nyinn pooyookir sɔrɔ na bi boor; li yooe ki bi sa lor mɔi.
MAT.9.16	“Sɔɔ kan jii chabpaann ki lik takperi; li-i tee ki u teen nnaie, chabpaann na sa pat takper nae, ki li patimin na sa ŋamm pukin. 
MAT.9.17	Sɔɔ bia kan sak liak dapaanin dalenkper ni; wunba tun nna, dapaanin na-i taŋŋi mɔ, li sa put dalenkper nee ki biir, ki daan-n mɔɔn; ŋaan bi tuu jii dapaanin ki liak linlenpaann nie, a li kura daa biiri.”
MAT.9.18	Yisa nba din daa piak ki teemm yoonba na, ki yudaansɔɔ nna baar ki tan gbaan u tɔɔnn po, ki yetɔ a “N bipoyemmire dɔɔ ki kpowa; li paak, baat na ki tan jii a nuu ki yii u paak, ki u sa la manfoor.”
MAT.9.19	Ki Yisa din fiir ki jii u poorpoweiteeb pukin u mɔŋ paak, ki bi weiɔ ki saan.
MAT.9.20	Poosɔɔ nna mun din be leŋ, ki siik faboŋ ki tan jaŋ bina piik nan ŋannlee; ki u din tan bar lint Yisa poorpo ki saa sii u liatir mɔgbann; 
MAT.9.21	kimaan u poŋ din dukin u par niewa a “Mi-i lekii sii u liatir gbaa, n sa la laafia.”
MAT.9.22	Ki Yisa din jiant ki la poo na, ki betɔ a “N niipoo, i mɔk parcheenn. Fa teenin yada na paake te ki a la laafia.” Li taakpaak ni, ki u set la laafiawa.
MAT.9.23	Yisa nba din saa baar yudaanɔ maŋ ŋaak ni yoonba, ki u la yerpebira peeb yerii, ki niburchiauŋ bia bui kpemɔnii ki fabin. 
MAT.9.24	Ki u betib a “Yii nyi man; bonpobik na ki kpo kaa, ŋaan u gɔɔnte.” Ŋaan ki bi laau. 
MAT.9.25	Ŋanne ki bi ber niib maŋ ki nyinnib; li yoo na ki Yisa kɔɔ ki soor bonpobik na nuu, ki u yeent ki fiir. 
MAT.9.26	Ki bi din mɔɔnt li labaar tingbouŋ maŋ ni kur po.
MAT.9.27	Yisa nba din nyii leŋ ki gaar saa tɔɔnn po na, ki jab nna bannlee din tee jɔɔnii ki waa u poorpo, ki yikin ki yeen a “Fin David yaaboonn, a tint ninbaauk.”
MAT.9.28	Yisa nba din saan ki saa kɔɔ ŋasiak nna ni yoonba, ki jɔɔnii na baar ki kɔɔ leŋ. Ŋanne ki u boib a “I teen yada nan n sa fit ki tun nna-aa?”
MAT.9.28	Ki bi jiin a “Ti Yomdaanɔ, nn.”
MAT.9.29	Ŋanne ki u jii u nuu ki sii bi ninbina, ŋaan betib a “Ya teen yada biaŋinba na, lin tun nnee ki turi.” 
MAT.9.30	Ki bi ninbina maŋ nyɔɔnt; ŋaan ki u din kpaamm fanu a bii mi ki bin bet sɔɔ li po.
MAT.9.31	Ŋaan ki bi din nyii ki saa mɔɔnt u labaar tiŋ maŋ ni kura.
MAT.9.32	Ba din fiir ki nyii yoonba, ki siab mun din baar nan jasɔɔ wunba ki narinbimuuk be u ni na, ki baar nanɔ Yisa boor ni. 
MAT.9.33	Ki Yisa din nyinn narinbimuuk na jɔɔ na ni, ki u ji fit piin ki piak li yoo. Li din yaar ŋaan lit niburchiauŋ maŋ, ki bi ji yeen a “Ti daa ki mi la bonbooru na timm Israel teeb tiŋ nna.”
MAT.9.34	Ŋaan ki Farisiinba din daan nyatuk a “Narinbiit bate teenɔ yikoo a wuu nyint narinbiit niib ni.”
MAT.9.35	Tɔn, ki Yisa din kak lin doi kur ni nan digbanbis ni, ki kɔɔ Yenjiantu diit ni, ki mɔɔntir Yennu naan barŋanii ki want niib, ki te ki binba yiar yiarboorii boorii kur paak, nan binba yiar yiarbiit kur. 
MAT.9.36	Wa din tan la niburchiauŋ maŋ na ki ninbaauk soorɔ, kimaan bi din tee tatimme ki kaa sommsiari, ki naan nan pei nba kaa pekpaarik na. 
MAT.9.37	Ŋanne ki u din bet u poorpoweiteeb a “Dii na beer ki bia yaba, ŋaan ki dijaara waar. 
MAT.9.38	Li paak, yii mei man dii maŋ daanɔ ki wun ŋamm pukin dijaara ki te ki bin saan jaan u dii maŋ.”
MAT.10.1	Ki Yisa din tan yiin u poorpoweiteeb piik nan bannlee na, ki tan chabib yikoo a bii nyint narinbiit niib ni; ŋaan ki te ki yiarboorii boorii damm kur-n paak, nan binba ki yiarbiit diab na kura. 
MAT.10.2	U poorpoweiteeb piik nan bannlee maŋ sanae na: Simon, wunba sann bia din yi Piita na; nan u waarɔ Andru; nan Jems nan u waarɔ Jɔɔnn, binba din tee Sebedee waas na; 
MAT.10.3	nan Filip nan Batolomiu; nan Tomas, nan Matiu wunba din tee lampogaartɔɔ na; nan Jems wunba din tee Alfeus bik na, nan Tadeus; 
MAT.10.4	nan Simon wunba din loon ŋamm Juu teeb-ii yen bi mɔŋ na; nan Judas Iskariot wunba din tan nyii Yisa poor na.
MAT.10.5	Ki Yisa din tun u poorpoweiteeb piik nan bannlee maŋ, ŋaan kpaamm a bii mi ki bin saan binba ki tee ŋamm Israel teeb na boor ni, a bii mi ki bin kɔɔ Samaria teeb doi ni, 
MAT.10.6	a ŋaan bin saan Israel teeb nba tee kaman nan pei nba bot na boor ni kuukɔɔe; 
MAT.10.7	ŋaan yetib a “Ya saa na, yii mɔɔntir Yennu naan barŋanii, kii yeen a ‘Yennu naan dinu per na,’ 
MAT.10.8	ki te ki baatib-n paak, kii fiint kpeemm, ki bia te ki gbaata paak, kii bia kii nyint narinbiit niib ni. I gaar yanne, i mun-ii bia kii teen man yann. 
MAT.10.9	I daa jikit likirii. I mi man ki yin jii kobu gbaa ki teen i likibɔɔrii ni. 
MAT.10.10	I mi man ki yin jii paka ki saan i sɔnu maŋ; amii liata ŋannlelee, amii ki pir taasaati, amii kii dia patdiakai; kimaan li ŋan ki toontunnɔ-n di u toona ni.
MAT.10.11	“Ŋaan digbangbeŋŋa amii digbanbis nbae ni ki i sa kɔɔ, yin boi ki la popeendaanɔ ŋaaka, ki kɔɔ kii be leŋ nan i fiiru daar. 
MAT.10.12	Ki yoo nba ki i yaa i kɔɔ ŋaak nba ni, yin foont ŋaak maŋ ni teeb fanu. 
MAT.10.13	Ŋaak maŋ teeb-i tee niburchimm, i parmaasir-n biar ŋaak maŋ teeb paak; ŋaan niburchimm-i kaa leŋi, i parmaasir maŋ bia sa jen i paak na. 
MAT.10.14	Wunba sa yêt i gaaru ki bia yêt wun gbat i barŋanii mɔɔntii maŋi, yoo nba ki i nyii ŋaak maŋ ni amii doo maŋ ni, yin pit pit i taapant ni tant ki lu bi doo ni. 
MAT.10.15	Barmɔniie ki n beeri na, daar nba ki Yennu tan sa bu niib buut na, doo maŋ niib tubdatu tan sa gar Sodom teeb nan Gomora teeb yara.
MAT.10.16	“Gotir man, n tuumi ki i sii tee kaman nan pei nba be kinkata sinsuuk ni. Yii sub man kaman nan walabirii na, ŋaan kii be soonna kaman nan ŋmana na. 
MAT.10.17	I mi man niib po, kimaan bi tan sa soori saan nani barbuteeb boor ni, ki bia booi bi jiantu diit ni. 
MAT.10.18	Bi tan sa saan nani tiŋ yudamm nan kpanbara boor ni, ki bin bu i buut, kimaan ya waan na paak; ŋaan i tan sa bet ŋamm nan binba ki tee Juu teeb na n barŋanii. 
MAT.10.19	Ŋaan bi-i taŋŋi saan nani buut damm boor, i daa te ki li daamiini nan ya sa pak jiin biaŋinba, kimaan li yoo nee ki Yennu Seyeeŋ sa turi mɔbona nba ki i sa pak ki jiinib, 
MAT.10.20	kimaan li ki tee yimm kaa tan sa paki, ŋaan i Baa Yennu Seyeeŋe tan sii be i ni ki piak.
MAT.10.21	“Li yoo maŋ, nirɔ tuu tan sa fikis u mɔŋ mɔŋ ninja ki bin kpiu; ki baanba mun tan sa fikis bi waas ki bin kpib; ki waas mun bia tan sa kɔn nan bi damm ki chabib nan kuun. 
MAT.10.22	Ki sɔɔ kur tan sii nami kimaan ya waan na paak; ŋaan wunba tan gubin nan fara yoo na joontu tan sa la tinnuwa. 
MAT.10.23	Bi-i taŋŋi mukisi digban-yenn ni, yin nyi leŋ ki lɔɔr digbanleer ni; ŋaan barmɔniie ki n beeri na, i daa kan fit ki lin ki gbenn Juu teeb digbana kuri, ki min nisaarik Bik poŋ jenna.
MAT.10.24	“Tɔn, tumiitɔɔ ki gar u wanntɔɔ; daabir mun bia ki gar u yomdaanɔ. 
MAT.10.25	Li ŋan ki tumiitɔɔ binbeŋ-ii tee kaman nan u wanntɔɔ binbeŋ na; ki daabir binbeŋ-ii munii tee kaman nan u yomdaanɔ binbeŋ na. Bi-i taŋŋi pur ŋaadaanɔ narinbiit bat Beelsebuli, nlee ki bi ji sii yi u ŋaateebi?”
MAT.10.26	“I daa tiimm jaŋmaanii, kimaan barsai kaa ki be woonin ni ki tan kan woot ki nyi paanu ni, amii ki bɔr ki tan kan nyi paanu ni. 
MAT.10.27	Linba ki n beeri bunbɔnn ni na, ŋaan nyintir man yeenin ni; ki linba ki n lɔkinii na, nyintir man paanu ni. 
MAT.10.28	I daa tiin binba sa fit kpi i gbanant, ŋaan kan fit ki kpi i sei; ŋaan i tiin man Yennu wunba sa fit ki biir i gbanant nan i sei kura muu ni na. 
MAT.10.29	Bi kɔi jinjera bannlee jenjen kuukɔɔe, ŋaan li-i kii tee ti Baa Yennu loommi, bi yenɔkɔɔ kan baa tiŋ ni. 
MAT.10.30	Yimm ŋanin, Yennu mi i yut kann. 
MAT.10.31	Li paak, i daa tiin jaŋmaanii, kimaan i mɔk nyɔɔt ki gar jinjera bonchiann.
MAT.10.32	“Wunba nyint u mɔŋ paanu ni niib boor ni nan u tee n weirɔe, nnee ki n mun tan sa nyinnɔ paanu ni n Baa Yennu nba be sanpaapo na boor ni. 
MAT.10.33	Wunba yaa a u ki tee n weirɔ niib ni, nnee ki n mun tan sa yet a n ki miu n Baa nba be sanpaapo na boor ni.
MAT.10.34	“I daa dukii nan n baar nan parmaasir tingbouŋ na teeb paaki; ŋaan n ki baar nan parmaasir kaa, ŋaan n baar nan bɔkitue. 
MAT.10.35	N baar ma n tan tukin bonjabike nan u baa, bonpobik nan u naa, poo nan u siponaa. 
MAT.10.36	Nirɔ mɔŋ mɔŋ ŋaateebe tan sii tee u datai.
MAT.10.37	“Wunba loon u naa amii u baa ki garin, u ki ŋan nan wun teen n poorpoweitɔɔ; wunba mun bia loon u bija amii u bipoo ki garin, u ki ŋan nan wun teen n poorpoweitɔɔ. 
MAT.10.38	Wunba ki jii u kuun dapunpunn ki buk ki waami, u ki ŋan nan wun teen n poorpoweitɔɔ. 
MAT.10.39	Wunba yaa ŋɔɔ dekii u manfoor tan sa kɔŋŋira, ŋaan wunba likin u saaŋmaŋ n paak, u tan sa la u manfoora.
MAT.10.40	“Wunba gaari saauŋ, u gaar mine saauŋ; ki wunba mun bia gaar min saauŋ, u gaar Yennu wunba tumin nee mun biak. 
