GEN.1.1	Sa pagsugod sa Dios pagbuhat sa kalibotan ug sa tanang butang sa kalangitan,
GEN.10.5	Sila maoy mga ginikanan sa mga tawo nga nagpuyo sa kabaybayonan ug sa mga pulo sa dagat. Mao kini ang mga kaliwat ni Japet nga nagpuyo sa ilang nagkalainlaing kabanayan ug kanasoran. Ang matag usa nila ka pundok may kaugalingong pinulongan.
GEN.10.6	Ang mga anak ni Ham mao sila si Cus, si Ehipto, si Put ug si Canaan. 
GEN.10.7	Ang mga anak ni Cus mao sila si Seba, si Habila, si Sabta, si Raama ug si Sabteca. Ang mga anak ni Raama mao sila si Sheba ug Dedan. 
GEN.10.8	May anak si Cus nga ginganlag Nimrod nga maoy unang bantogang tawo sa kalibotan. 
GEN.10.9	Pinaagi sa tabang sa 
GEN.10.10	Ang unang gingharian nga iyang gimandoan naglakip sa Babel, Erac ug Acad. Nahimutang kini sila sa yuta sa Shinar. 
GEN.10.11	Gikan sa maong yuta mipanaw si Nimrod paingon sa Asiria ug gitukod niya ang mga siyudad sa Ninibe, Rehobot-Ir, Cala 
GEN.10.12	ug Resen nga diha sa tungatunga sa Ninibe ug sa dakong siyudad sa Cala.
GEN.10.13	Si Ehipto maoy ginikanan sa katawhan sa Ludim, sa Anamim, sa Lahabim, sa Naftuhim, 
GEN.10.14	Petrusim, Caftorim ug Casluhim nga maoy gigikanan sa mga Filistihanon.
GEN.10.15	Ang mga anak ni Canaan mao sila si Sidon, ang kamagulangan, ug si Het. 
GEN.10.16	Kaliwat usab ni Canaan ang mga Jebusihanon, ang mga Amorihanon, ang mga Girgasihanon, 
GEN.10.17	ang mga Hibihanon, ang mga Arkihanon, ang mga Sinaihanon, 
GEN.10.18	ang mga Arvadihanon, ang mga Semarihanon ug ang mga Hamatihanon. Unya, nagbulagbulag ang nagkalainlaing mga banay sa mga taga-Canaan 
GEN.10.19	hangtod nga ang ilang mga utlanan nagsukad sa Sidon padulong sa Gerar hangtod sa Gaza ug paingon sa Sodoma, Gomora, Adma ug Zeboim, hangtod sa Lasa. 
GEN.10.20	Mao kini ang mga kaliwat ni Ham nga nagpuyo sa nagkalainlaing mga kabanayan ug kanasoran. Ang matag usa ka pundok may kaugalingong pinulongan.
GEN.10.21	Si Sem, ang magulang ni Japet, mao ang ginikanan sa tanang Hebreo. 
GEN.10.22	Ang mga lalaking anak ni Sem mao sila si Elam, si Asur, si Arfacsad, si Lud ug si Aram nga maoy mga ginikanan sa mga katawhan nga nagdala sa ilang mga ngalan. 
GEN.10.23	Ang mga anak ni Aram mao sila si Uz, si Hul, si Geter ug si Mas. 
GEN.10.24	Si Arfacsad mao ang amahan ni Sela ug si Shela mao ang amahan ni Eber. 
GEN.10.25	Duha ang anak ni Eber: ang usa ginganlag Peleg
GEN.10.26	Si Joctan mao ang amahan ni Almodad, Selap, Hasarmabet, Jera, 
GEN.10.27	Hadoram, Uzal, Dicla, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ofir, Habila ug ni Jobab. Silang tanan mga anak ni Joctan. 
GEN.10.30	Ang yuta nga ilang gipuy-an nagsukad sa Mesa paingon sa Separ sa kabukiran dapit sa silangan. 
GEN.10.31	Mao kini sila ang mga kaliwat ni Sem nga nagpuyo sa ilang nagkalainlaing mga kabanayan ug kanasoran. Ang matag usa ka pundok may kaugalingong pinulongan.
GEN.10.32	Kining tanan mao ang mga banay sa mga kaliwat ni Noe sumala sa ilang tagsatagsa ka kaliwat ug nasod. Ang tanang kanasoran sa kalibotan naggikan niining mga anak ni Noe human sa lunop.
GEN.11.1	Sa sinugdan may usa lamang ka pinulongan sa tibuok kalibotan. 
GEN.11.2	Sa pagpamalhin sa mga tawo gikan sa sidlakan, nahiabot sila sa usa ka patag sa Shinar ug mipuyo sila didto. 
GEN.11.3	Ug nag-ingnanay sila, “Dali! Maghimo kitag tisa ug ipaagi nato kinig kalayo aron mogahi.” Busa nakabaton silag tisa ug aspalto aron ipatapot niini. 
GEN.11.4	Unya miingon sila, “Karon magbuhat kitag siyudad nga may tore nga sangko sa langit. Himoon tang bantogan ang atong ngalan aron dili kita magkatibulaag sa tibuok kalibotan.”
GEN.11.5	Unya nanaog ang 
GEN.11.6	ug miingon ang 
GEN.11.7	Busa manganaog kita ug libogon ta ang ilang pinulongan aron dili sila magkasinabtanay.” 
GEN.11.8	Busa gipatibulaag sila sa 
GEN.11.9	Babel
GEN.11.10	Mao kini ang mga kaliwat ni Sem. Duha ka tuig human sa lunop, sa dihang 100 na ka tuig si Sem, nakaliwat siyag lalaki nga si Arfacsad. 
GEN.11.11	Unya nakaabot pa siya ug laing 500 ka tuig ug nakaliwat pa siyag ubang mga anak.
GEN.11.12	Sa 35 na ang panuigon ni Arfacsad, nakaliwat siyag lalaki nga si Shela. 
GEN.11.13	Unya nakaabot pa siya ug laing 403 ka tuig ug may lain pa siyang mga anak.
GEN.11.14	Sa 30 na ang panuigon ni Shela, natawo ang iyang anak nga lalaki nga si Eber. 
GEN.11.15	Human matawo si Eber, nakaabot pa si Shela ug laing 403 ka tuig ug may lain pa siyang mga anak.
GEN.11.16	Sa 34 na ang panuigon ni Eber, may anak siyang lalaki nga si Peleg. 
GEN.11.17	Human matawo si Peleg, nakaabot si Eber ug laing 430 ka tuig ug nakaliwat pag ubang mga anak.
GEN.11.18	Sa 30 na ang panuigon ni Peleg, nakaliwat siyag lalaki nga si Reu. 
GEN.11.19	Human matawo si Reu, nakaabot pa si Peleg ug laing 209 ka tuig ug nakaliwat pag ubang mga anak.
GEN.11.20	Sa 32 na ang panuigon ni Reu, nakaliwat siyag lalaki nga si Serug. 
GEN.11.21	Human niini, nakaabot pa si Reu ug laing 207 ka tuig ug nakaliwat pag ubang mga anak.
GEN.11.22	Sa 30 na ang panuigon ni Serug, nakaliwat siyag lalaki nga si Nahor. 
GEN.11.23	Human matawo si Nahor, nakaabot pa si Serug ug laing 200 ka tuig ug nakaliwat pag ubang mga anak.
GEN.11.24	Sa 29 na ang panuigon ni Nahor, nakaliwat siyag lalaki nga si Tera. 
GEN.11.25	Human niini, nakaabot pa si Nahor ug laing 119 ka tuig ug nakaliwat pag ubang mga anak. 
GEN.11.26	Sa lapas na sa 70 ang panuigon ni Tera, nakaliwat siyag mga lalaki nga si Abram, si Nahor ug si Haran.
GEN.11.27	Mao kini ang mga kaliwat ni Tera: si Abram, si Nahor ug si Haran. Si Haran maoy amahan ni Lot 
GEN.11.28	ug si Haran namatay didto sa iyang lungsod nga natawhan nga mao ang Ur sa Caldea samtang buhi pa ang iyang amahan. 
GEN.11.29	Nangasawa si Abram kang Sarai ug si Nahor nangasawa usab kang Milca, ang anak ni Haran nga amahan usab ni Isca. 
GEN.11.30	Walay anak si Sarai kay dili man siya makapanganak.
GEN.11.31	Gidala ni Tera ang iyang anak nga si Abram, ang iyang apo nga si Lot nga anak ni Haran ug ang iyang umagad nga si Sarai, ang asawa ni Abram ug mibiya sila sa siyudad sa Ur sa Caldea ug mipadulong sa yuta sa Canaan. Nahiabot sila kutob sa Haran ug mipuyo sila didto 
GEN.11.32	ug namatay si Tera sa panuigong 205.
GEN.12.1	Ang
GEN.12.2	Hatagan ko ikaw ug daghang kaliwat ug mahimo silang dakong nasod. Panalanginan ko ikaw ug himoon kong bantogan ang imong ngalan aron mahimo kang panalangin alang sa uban.
GEN.12.3	Panalanginan
GEN.12.3	apan tunglohon ko kadtong magtunglo kanimo.
GEN.12.3	Pinaagi kanimo, panalanginan ko ang tanan nga nasod sa kalibotan.”
GEN.12.4	Sa nagpanuigon nag 75 si Abram, mibiya siya sa Haran sumala sa gisugo kaniya sa 
GEN.12.5	Gidala ni Abram si Sarai nga iyang asawa ug ang iyang pag-umangkon nga si Lot ingon man ang tanan nilang katigayonan ug mga ulipon nga ilang napanag-iya didto sa Haran ug migikan sila paingon sa yuta sa Canaan.
GEN.12.5	Sa pag-abot nila sa Canaan, 
GEN.12.6	milatas si Abram sa maong yuta hangtod nga nahiabot sa sagradong kahoy sa Moreh, ang balaang dapit sa siyudad sa Siquem. Niadtong panahona ang mga Canaanhon nagpuyo pa sa maong yuta. 
GEN.12.7	Unya
GEN.12.8	Human niini, mipadayon siya paingon sa habagatan ngadto sa bukid sa silangan sa siyudad sa Betel ug nagkampo siya didto sa tungatunga sa Betel sa kasadpan ug sa Ai sa silangan. Nagbuhat usab siya didtog halaran ug gisimba niya ang 
GEN.12.9	Unya mipadayon siya latas sa nagkalainlaing dapit padulong sa habagatan paingon sa Negeb.
GEN.12.10	Apan nahitabo nga dihay gutom didto sa Canaan. Tungod kay misamot man ang gutom, miadto si Abram sa Ehipto aron didto magpuyo sa makadiyot. 
GEN.12.11	Sa dayon na niyang latas sa utlanan sa Ehipto, giingnan niya ang iyang asawa nga si Sarai, “Maanyag ka nga babaye. 
GEN.12.12	Inigkakita sa mga Ehiptohanon kanimo, moingon gayod sila, ‘Asawa kini niya,’ ug patyon ako nila apan ikaw dili. 
GEN.12.13	Busa
GEN.12.14	Sa dihang miabot na si Abram sa Ehipto, nakita tuod sa mga Ehiptohanon nga maanyag ang iyang asawa. 
GEN.12.15	Nakakita kaniya ang mga opisyal sa palasyo ug gisuginlan nila si Paraon nga matahom siya kaayo ug busa gidala si Sarai ngadto sa palasyo ni Paraon. 
GEN.12.16	Tungod kaniya gitagad pag-ayo ni Paraon si Abram ug gihatagan ug mga karnero ug kanding, mga baka, ug asno, mga ulipon nga lalaki ug babaye ug mga kamelyo.
GEN.12.17	Apan tungod kay gikuha man ni Paraon si Sarai, gipahamtangan sa 
GEN.12.18	Busa gipatawag niya si Abram ug gipangutana, “Unsa ba kining imong gihimo kanako? Nganong wala mo man ako tug-ani nga imo diay siyang asawa? 
GEN.12.19	Nganong miingon ka man nga siya imong igsoon ug tungod niini gikuha ko siya aron mahimong akong asawa? Ania ang imong asawa; kuhaa siya ug panlakaw kamo!” 
GEN.12.20	Ug nagsugo si Paraon sa iyang mga tawo nga ubanan si Abram ug gidala nila siya ug gipagawas sa Ehipto uban sa iyang asawa ug sa tanan nga iyaha.
GEN.13.1	Gikan sa Ehipto mipaingon si Abram sa amihanan ngadto sa Negeb uban sa iyang asawa ug sa tanan nga iyaha. Mikuyog usab kaniya si Lot. 
GEN.13.2	Dato na kaayo si Abram. May mga karnero siya, mga kanding, mga baka ug mga plata ug bulawan. 
GEN.13.3	Mipadayon si Abram gikan sa Negeb ngadto sa Betel, sa dapit nga iyang gitoldahan kaniadto, tungatunga sa Betel ug sa Ai. 
GEN.13.4	Mibalik siya sa dapit diin nagbuhat siya kaniadto ug halaran ug gisimba niya didto ang 
GEN.13.5	Si Lot nga mikuyog kang Abram may mga karnero usab, mga kanding ug mga baka ug may mga tawo nga uban kaniya sa iyang pagkampo. 
GEN.13.6	Ug tungod kay daghan na man kaayog kahayopan sila si Abram ug si Lot, dili na paigo ang sibsibanan alang sa ilang mga kahayopan kon magtipon sila pagpuyo. 
GEN.13.7	Busa nagkaaway ang mga magbalantay sa kahayopan ni Abram ug ang mga magbalantay sa kahayopan ni Lot. Niadtong panahona ang mga Canaanhon ug mga Perisihanon nagpuyo pa sa maong yuta.
GEN.13.8	Unya miingon si Abram kang Lot, “Dili angay mag-away ang imong mga tawo ug ang akoa kay paryenti man kita. 
GEN.13.9	Busa magbulag kita. Pagpilig yuta nga buot mong puy-an ug biya kanako. Kon adto ka sa usa ka dapit, adto ako sa lain.”
GEN.13.10	Busa
GEN.13.11	Gipili ni Lot ang tibuok Walog sa Jordan ug mipanaw siya padulong sa sidlakan. Sa ingon niining paagiha nagbulag sila si Abram. 
GEN.13.12	Si Abram didto magpuyo sa Canaan ug si Lot didto sa mga siyudad sa kapatagan. Nagkampo si Lot duol sa Sodoma. 
GEN.13.13	Daotan kaayo ang mga tawo didto ug nagpakasala sila batok sa 
GEN.13.14	Sa mibiya na si Lot, ang 
GEN.13.15	Ihatag
GEN.13.16	Padaghanon ko ang imong mga kaliwat ug walay makaihap kanila. Mas sayon pa ang pag-ihap sa abog kay sa pag-ihap unya sa imong mga kaliwat. 
GEN.13.17	Busa pangandam ug suroya ang tibuok yuta kay ihatag ko kining tanan kanimo.” 
GEN.13.18	Mibalhin si Abram ug mipuyo siya duol sa sagradong mga kahoy ni Mamre didto sa Hebron ug nagbuhat siya didto ug halaran alang sa 
GEN.14.1	Si Amrafel nga hari sa Shinar, si Arioc nga hari sa Elasar, si Cadorlahomor nga hari sa Elam ug si Tidal nga hari sa Goyim 
GEN.14.2	nakiggubat sa lima ka hari nga sila si Bera sa Sodoma, si Birsa sa Gomora, si Sinab sa Adma, si Semeber sa Zeboim ug sa hari sa Bela o Zoar. 
GEN.14.3	Kining lima ka hari naghiusa sa ilang kusog didto sa Walog sa Sidim nga mao na ang Patayng Dagat. 
GEN.14.4	Giulipon sila ni Cadorlahomor sulod sa 12 ka tuig apan sa ika-13 ka tuig mialsa sila batok kaniya. 
GEN.14.5	Sa ika-14 nga tuig miabot si Cadorlahomor ug ang iyang mga kaubang hari uban sa ilang mga kasundalohan ug gibuntog nila ang mga Repaihanon didto sa Astarotcarnaim, ang mga Susihanon didto sa Ham, ang mga Emihanon didto sa kapatagan sa Kiriataim 
GEN.14.6	ug ang mga Horitihanon sa kabukiran sa Seir hangtod ngadto sa Elparan sa utlanan sa kamingawan. 
GEN.14.7	Unya mibalik sila sa Cades nga kaniadto nailhan nga Enmispat. Nailog nila ang tibuok yuta sa mga Amalekanhon ingon man ang mga Amorihanon nga nagpuyo sa Hasason Tamar.
GEN.14.8	Unya gitigom sa mga hari sa Sodoma, sa Gomora, sa Adma, sa Zeboim ug sa Bela ang ilang mga kasundalohan didto sa Walog sa Sidim ug nakiggubat sila 
GEN.14.9	batok kang Cadorlahomor sa Elam, kang Tidal sa Goyim, kang Amrafel sa Shinar ug kang Arioc sa Elasar—lima ka hari batok sa upat. 
GEN.14.10	Ang Walog sa Sidim daghan kaayog mina sa aspalto ug sa dihang misibog ang hari sa Sodoma ug ang hari sa Gomora gikan sa panggubatan, nangahulog sila sa mina sa aspalto. Ang uban nakaikyas ngadto sa bukid. 
GEN.14.11	Gikuha sa upat ka hari ang tanan didto sa Sodoma ug sa Gomora lakip ang mga pagkaon ug nanglakaw sila. 
GEN.14.12	Gidala usab nila si Lot nga pag-umangkon ni Abram ug ang tanan niyang kabtangan kay didto man siya magpuyo sa Sodoma.
GEN.14.13	Apan dihay nakaikyas ug gisugilon niya kini kang Abram, ang Hebreo. Didto siya magpuyo duol sa sagradong mga kahoy ni Mamre, ang Amorihanon, igsoon ni Escol ug ni Aner nga mga kaabin ni Abram. 
GEN.14.14	Sa pagkasayod ni Abram nga gibihag ang iyang pag-umangkon, gitigom niya ang mga sinaligang tawo sa iyang pundok nga 318 ka buok ang tanan. Gigukod nila ang upat ka hari hangtod sa Dan. 
GEN.14.15	Didto gibahin niya ang iyang mga tawo sa nagkalainlaing pundok ug sa pagkagabii gisulong ug gibuntog nila ang mga hari. Gigukod nila ang ilang kaaway hangtod sa Hoba, amihanan sa Damasco 
GEN.14.16	ug nabawi nila ang tanang kabtangan. Nabawi usab ni Abram ang iyang pag-umangkon nga si Lot ug ang iyang mga kabtangan lakip ang mga babaye ug ang ubang mga tawo.
GEN.14.17	Sa pagpauli na ni Abram human niya mabuntog si Cadorlahomor ug ang kaabin niyang mga hari, gitagbo siya sa hari sa Sodoma didto sa Walog sa Sabe nga gitawag usab nga Walog sa Hari. 
GEN.14.18	Si
GEN.14.19	ug gipanalanginan niya si Abram sa pag-ingon:
GEN.14.19	“Panalanginan ka, Abram, sa Labing Halangdong Dios
GEN.14.19	nga maoy nagbuhat sa langit ug sa yuta.
GEN.14.20	Dalaygon ang Labing Halangdong Dios
GEN.14.20	nga naghatag kanimog kadaogan batok sa imong kaaway!”
GEN.14.20	Ug gihatagan siya ni Abram sa ikapulo nga bahin sa tanan nga iyang nailog.
GEN.14.21	Unya ang hari sa Sodoma miingon kang Abram, “Imo na ang tanang butang nga imong nailog apan iuli lamang kanako ang akong katawhan.”
GEN.14.22	Apan si Abram mitubag, “Nanumpa ako sa 
GEN.14.23	nga dili ako mokuha bisan unsa nga imoha, bisan usa lamang ka lugas sa tanod o liston sa sandalyas. Sa ingon, dili ka makaingon nga nadato ako tungod kanimo. 
GEN.14.24	Walay bisan unsa nga kuhaon ko alang sa akong kaugalingon. Mao ray dawaton ko ang nagamit sa akong mga tawo apan hatagi sa ilang bahin ang akong kaabin nga si Aner, si Escol ug si Mamre.”
GEN.15.1	Human niini, nakakita si Abram ug panan-awon ug nadungog niya ang 
GEN.15.1	“Ayaw kahadlok, Abram;
GEN.15.1	ako ang imong panalipod.
GEN.15.1	Hatagan ko ikawg dako kaayong ganti.”
GEN.15.2	Apan si Abram miingon, “Ginoong 
GEN.15.3	Kay wala mo man ako hatagig anak, ang makapanunod sa akong kabtangan mao ang usa sa akong mga ulipon.”
GEN.15.4	Unya nadungog niya ang 
GEN.15.5	Ug
GEN.15.6	Mituo
GEN.15.7	Unya ang 
GEN.15.8	Apan si Abram miingon, “Ginoong 
GEN.15.9	Ang 
GEN.15.10	Busa gidala ni Abram kining tanan ngadto sa Dios ug gipamikas niya ang mga mananap ug unya gibutang sa duha ka lumbay ang masigkapikas niini. Ang mga langgam lamang ang wala niya pikasa. 
GEN.15.11	Nanugpa sa mga pinikas nga mga mananap ang mga langgam nga manunukob ug giabog sila ni Abram.
GEN.15.12	Sa
GEN.15.13	Ang
GEN.15.14	Apan
GEN.15.15	Moabot ka sa pagkatigulang, mamatay ka nga malinawon ug ilubong. 
GEN.15.16	Molabay una ang upat ka kaliwatan una pa makabalik ang imong mga kaliwat dinhi kay abugon ko lamang ang mga Amorihanon kon sila daotan na kaayo ug angay nang silotan.”
GEN.15.17	Sa nakasalop na ang adlaw ug ngitngit na, mitungha pagkalit ang usa ka hudno nga nag-aso ug usa ka sulo nga nagsiga ug miagi kini sa taliwala sa pinikas nga mga mananap. 
GEN.15.18	Niadtong
GEN.15.19	Nahilakip niini ang yuta sa mga Kenihanon, sa mga Kenisihanon, sa mga Cadmonihanon, 
GEN.15.20	sa mga Hitihanon, sa mga Perisihanon, sa mga Repaihanon, 
GEN.15.21	sa mga Amorihanon, sa mga Canaanhon, sa mga Girgasihanon ug sa mga Jebusihanon.”
GEN.16.1	Si Sarai nga asawa ni Abram wala manganak. Apan siya may babayeng ulipon nga Ehiptohanon nga ginganlag Hagar. 
GEN.16.2	Miingon si Sarai kang Abram, “Nakita mo nga ang 
GEN.16.3	Unya gihatag ni Sarai si Hagar kang Abram aron mahimong iyang asawa. Nahitabo kini sa nakapuyo na si Abram sa Canaan ug napulo ka tuig. 
GEN.16.4	Human si Abram makighilawas kang Hagar, nagmabdos si Hagar. Sa pagkasayod ni Hagar nga nagsabak siya, nagpagarbo siya ug gibiaybiay niya si Sarai.
GEN.16.5	Unya miingon si Sarai kang Abram, “Ikaw ang angay basolon sa pagbiaybiay ni Hagar kanako. Gihatag ko siya kanimo apan sukad siya masayod nga nagsabak siya, gibiaybiay niya ako. Maghukom unta ang 
GEN.16.6	Si Abram mitubag, “Kon mao kana, imo siyang ulipon ug ilalom sa imong pagbuot; ikaw nay mag-igo kaniya.” Ug gidaugdaog pag-ayo ni Sarai si Hagar busa mikagiw si Hagar.
GEN.16.7	Gitagbo si Hagar sa anghel sa 
GEN.16.8	Ang anghel miingon, “Hagar, ulipon ni Sarai, diin ka man gikan ug asa ka man padulong?”
GEN.16.8	Si Hagar mitubag, “Mikagiw ako aron mahilayo sa akong agalon nga si Sarai.”
GEN.16.9	Ang anghel miingon, “Balik kaniya ug tumana ang iyang isugo kanimo.” 
GEN.16.10	Ug ang anghel mipadayon sa pag-ingon,
GEN.16.10	“Padaghanon ko pag-ayo ang imong mga kaliwat
GEN.16.10	ug dili na sila maihap.
GEN.16.11	Sa dili madugay manganak kag batang lalaki
GEN.16.11	nga imong nganlag Ismael
GEN.16.11	kay gidungog man sa 
GEN.16.12	Apan ang imong anak magpuyo sama sa usa ka ihalas nga asno;
GEN.16.12	makigbatok siya sa tanan ug ang tanan makigbatok kaniya.
GEN.16.12	Magpahilayo siya sa iyang mga paryenti.”
GEN.16.13	Nakaingon si Hagar sa iyang kaugalingon, “Nakita ko ba gayod kaha dinhi ang 
GEN.16.14	Tungod niini, ang atabay nga nahimutang tungatunga sa Cades ug sa Bered gitawag sa mga tawo ug Beerla-hai-roi.
GEN.16.15	Unya
GEN.16.16	Niadtong panahona 86 na ang panuigon ni Abram.
GEN.17.1	Sa 99 na ang panuigon ni Abram, nagpakita kaniya ang 
GEN.17.2	Himoon ko ang akong kasabotan tali kanimo ug kanako ug pasanayon ko ang imong mga kaliwat.” 
GEN.17.3	Unya miluhod si Abram dinuko ang iyang nawong ngadto sa yuta ug miingon ang Dios, 
GEN.17.4	“Kini mao ang kasabotan nga himoon ko tali kanimo ug kanako: isaad ko nga mahimo kang amahan sa daghang mga nasod. 
GEN.17.5	Sukad
GEN.17.6	Pasanayon ko ang imong mga kaliwat ug ang uban kanila mahimong mga hari. Modaghan pag-ayo ang imong mga kaliwat ug mahimo silang mga nasod.
GEN.17.7	“Tumanon
GEN.17.8	ug
GEN.17.9	Ang Dios miingon kang Abraham, “Kinahanglan usab nga tumanon mo ug sa umaabot mong mga kaliwat ang kasabotan tali kanimo ug kanako. 
GEN.17.10	Ang
GEN.17.11+GEN.17.12	Sukad karon kinahanglan tulion ninyo ang matag lalaki kon siya walo na ka adlaw, lakip ang mga ulipon nga natawo sa inyong balay ug ang mga napalit ninyo gikan sa mga langyaw. Magmatuod kini nga adunay kasabotan tali kaninyo ug kanako. 
GEN.17.13	Ang matag usa kinahanglan magpatuli agig timaan diha sa inyong lawas nga magpaila nga ang akong kasabotan tali kaninyo walay kataposan. 
GEN.17.14	Ang tanang lalaki nga dili magpatuli kinahanglan hinginlan kay wala man niya tumana ang kasabotan.”
GEN.17.15	Unya ang Dios miingon kang Abraham, “Ayaw nag tawga ang imong asawa nga Sarai kondili Sara
GEN.17.16	Panalanginan ko siya ug hatagan ko ikawg anak nga lalaki pinaagi kaniya. Panalanginan ko siya ug himoon ko siyang inahan sa kanasoran ug may mahimong mga hari sa iyang mga kaliwat.”
GEN.17.17	Mihapa si Abraham sa yuta ug nahikatawa siya sa paghunahuna niya niini: “Makaliwat pa ba gud ang tawo nga 100 na ang panuigon? Manganak pa ba si Sara sa panuigong 90?” 
GEN.17.18	Unya nangutana siya sa Dios, “Ngano man nga si Ismael dili maoy himoon nga akong manununod?”
GEN.17.19	Apan miingon ang Dios, “Dili. Ang imong asawa nga si Sara manganak ug batang lalaki ug nganlan mo siyag Isaac.
GEN.17.20	Nabati ko ang imong hangyo mahitungod ni Ismael busa panalanginan ko siya ug hatagan ug daghang mga anak ug mga kaliwat. Mahimo siyang amahan sa 12 ka prinsipe ug himoon kong usa ka dakong nasod ang iyang mga kaliwat. 
GEN.17.21	Apan tumanon ko ang kasabotan ngadto sa imong anak nga si Isaac nga matawo kang Sara sa ingon niarong panahona sa sunod tuig.” 
GEN.17.22	Sa pagkahuman ug pakigsulti sa Dios kang Abraham, mibiya ang Dios kaniya.
GEN.17.23	Niadto gayong adlawa, gituli ni Abraham ang iyang anak nga si Ismael ingon man ang tanan niyang ulipon nga natawo diha sa iyang balay ug kadtong napalit niya, ang tanang lalaki gayod sa iyang balay, sumala sa gisugo kaniya sa Dios. 
GEN.17.24	Nagpanuigon na ug 99 si Abraham sa dihang gituli siya 
GEN.17.25	ug nagpanuigon nag 13 si Ismael sa pagtuli kaniya. 
GEN.17.26	Busa niadtong adlawa gituli si Abraham ug si Ismael 
GEN.17.27	uban sa tanan niyang mga ulipon.
GEN.18.1	Ang 
GEN.18.2	Sa
GEN.18.3	miingon, “Sir, andam ako sa pag-alagad kaninyo busa hapit intawon kamo sa akong balay. 
GEN.18.4	Tugoti nga magpakuha akog tubig aron makahimasa kamo ug makapahulay kamo dinhi ubos niining kahoy. 
GEN.18.5	Magkuha akog pagkaon aron mabaskog kamo ug makapadayon sa inyong panaw. Andam ako pag-alagad kaninyo kay mianhi man kamo sa akong balay.”
