MAT.1.1	LLyver 
MAT.11.1	AC e darvu, gwedy tervyny o’r Iesu orchmyny y’w ddauddec Apostoliō, ef aeth oddyno er 
MAT.11.1	Yr Euangel y trydydd Sul yn Aduent.
MAT.11.2	A’phā glybu Ioan ac ef yn‐charchar o ywrth weithredoedd Christ, e 
MAT.11.3	ac a ddyvot wrthaw: 
MAT.11.4	A’r Iesu a atebawdd ac a ddyvot wrthynt. 
MAT.11.5	Y mae’r daillion yn cahel ei golwc, a’r cloffion yn rhodiaw: a’r cleifion‐gohanol wedy ei glāhay, a’r byddair yn clywet: y meirw y gyfodir, a’r tlodion yn 
MAT.11.6	A’ dedwydd yw’r 
MAT.11.7	Ac wynt yn mynet ymaith, ef a ddechreuawð yr Iesu ddywedyt wrth y popul, am Ioan, Pa beth yr aethoch ir 
MAT.11.8	Eithyr pa beth yr aethoch yw welet? 
MAT.11.9	Eithyr pa beth aetho chwi yw welet? 
MAT.11.10	Can ys hwn ytyw y neb y mae yn escriwenedic am danaw, 
MAT.11.11	Yn wir y ddywedaf y chwi, ymplith yr ei a 
MAT.11.12	Ac o amser Ioan Vatyddiwr yd hyn, y treisir teirnas nef
MAT.11.13	Can ys yr oll Prophwyti a’r 
MAT.11.14	Ac a’s wyllysiwch 
MAT.11.15	¶ Y nep ’sy yddo glustiae i 
MAT.11.16	Eithyr i ba 
MAT.11.17	ac yn dywedyt, Canasam 
MAT.11.18	Can ys daeth Ioan eb na bwyta nag yfet, ac meddant, Y mae 
MAT.11.19	Daeth Map y dyn yn bwyta ac yn yfet, ac meddant, Wele ddyn glwth, ac yfwr gwin, car ir Publicanot a’ phechaturieit: eithyr doethinep a gyfiawnheir gan ei 
MAT.11.20	Yno y dechreawdd ef 
MAT.11.21	Gwae dy
MAT.11.22	Eithyr 
MAT.11.23	A’ thy
MAT.11.24	And 
MAT.11.24	Yr Euangel y dydd S. Matthias.
MAT.11.25	¶ Yn yr amser hynny ydd atepawdd yr Iesu, ac y dyvot, Yty y diolchaf, Dat, Arglwydd nef a ’daear can yty guddiaw y pethae hyn rhac y doethion a’r pruddion, a’ ei 
MAT.11.26	Yn wir, Dad, can ys velly y bu voddlawn genyt. 
MAT.11.27	Pop peth a roddwyt y‐my gan vy‐Tat: ac nyd edwyn nep y Map, 
MAT.11.28	Dewchata vi, oll y sy yn vlinderawc ac yn llwythawc, a’ mi a ch esmwythaf. 
MAT.11.29	Cymerwch vy iau arnoch’ a’ dyscwch genyf, can vy‐bot yn waredigennus ac yn isel o galon. A’ 
MAT.11.30	Can ys ve Iau ’sy 
MAT.12.1	YR amser hyny ydd aeth yr Iesu ar 
MAT.12.2	A’ phan y gwelawð y Pharisaieit, y dywedesōt wrthaw, 
MAT.12.3	Ac ef a ddyvot wrthynt, Any ddallenasoch beth a wnaeth Dauid pan oedd arno newyn, a’r ei oeð y gyd ac ef? 
MAT.12.4	Val ddaeth ef ymewn y duy Ddyw, a’ bwyta’r bara 
MAT.12.5	Nei any ðarllenasoch yn y 
MAT.12.6	And mi a ddywedaf ichwi, vot yma vn mwy na’r Templ. 
MAT.12.7	Eithyr pe gwyddech pa beth yw 
MAT.12.8	Can ys bot Map y dyn yn Arglwydd, ys ar y Sabbath. 
MAT.12.9	Ac ef a dynodd o 
MAT.12.10	A’ nycha, ydd oedd 
MAT.12.11	Ac ef a ðyvot wrthwynt, Pa ðyn o hanoch vydd, ac iddo 
MAT.12.12	Wrth hyny, pa veint gwell yw dyn na dafat? Ac velly cyfraithlawn yw gwneythy
MAT.12.13	Yno y dyvot ef wrth y dyn, Estyn dy law, Ac ef y 
MAT.12.14	Yno yr aeth y Pharisaieit allan, ac ymgyggori a wnaethont yn y erbyn ef, pa vodd y gellynt ei 
MAT.12.15	A’ phan wybu yr Iesu 
MAT.12.16	ac a orchymynawdd yddyn na’ 
MAT.12.17	yn y chyflawnit, ’rhyn a ðywedesit gan Esaias brophwyt, gan ddywedyt, 
MAT.12.18	Nycha vy‐gwas
MAT.12.19	Nyd ymryson ef, ac ny lefain, ac ny’s clyw neb y 
MAT.12.20	Corsen 
MAT.12.21	Ac yn ei Enw 
MAT.12.22	Yno y ducpwyt attaw vn 
MAT.12.23	Ac a 
MAT.12.24	Eithyr pan glybu y Pharisaieit 
MAT.12.25	A’r Iesu yn gwybot ei meddyliae, a ddyvot wrthwynt, Pop teyrnas wedy ’r 
MAT.12.26	Velly a’s Satan a vwrw allan Satan, y mae ef wedy ’r 
MAT.12.27	Ac a’s myvi trwy Beelzebub a vwriaf allan gythraulieit, trwy pwy 
MAT.12.28	Ac a’s myvi a vwriaf allan gythreuliait trwy yspryt Duw, yno y daeth teyrnas Dyw atoch. 
MAT.12.29	Can ys pavodd y dychon neb
MAT.12.30	Y nep nid yw yd a mi, ys ydd yn v’erbyn: a’r nep ny 
MAT.12.31	Erwyð paam y dywedaf y chwi, pop pechat a 
MAT.12.32	A’ phwy pynac a ddyweto ’air yn erbyn Map y dyn, e vaddeuir yddaw: any
MAT.12.33	Ai gwnewch y pren yn dda, a’i ffrwyth yn dda: ai gwnewch y pren yn ðrwc, a’i ffrwyth yn ddrwc: can ys y pren a adwenir wrth ei ffrwyth. 
MAT.12.34	A genetleth gwiperae, pa 
MAT.12.35	Y dyn da o dresawr da 
MAT.12.36	Eithyr 
MAT.12.37	Can ys 
MAT.12.38	¶ Yno yð atepoð rei or 
MAT.12.39	Ac ef a atepawdd, ac a ddyvot wrth wynt, Cenedleth ddrwc ’odinabus a gais arwyð, anyd ny roir iddi, 
MAT.12.40	Can ys val y bu Ionas tri‐die a’ thair nos ym‐boly y 
MAT.12.41	Gwyr Niniue a gyfyt ym‐barn y gyd a’r genedleth hon, ac ei 
MAT.12.42	Nycha Brenhines y Deau a gyfyd yn y varn y gyd ar genedleth hon, ac ac y barn hi: can iddi 
MAT.12.43	¶ A’ phan el yr yspryt 
MAT.12.44	Yno y dywait, Ymchoelaf im tuy, o’r lle y daethym: ac wedy y delo, y caiff 
MAT.12.45	¶ Yno ydd a ef, ac a gymer ataw saith yspryt ereill scelerach nog ef, y un, ac a ant y mewn ac a 
MAT.12.46	¶ Tra ytoedd ef yn ymadroð wrth y dyrfa, nycha ei vam a’ei vrodwr yn sefyll allan, yn caisio 
MAT.12.47	Yno y dyvot vn wrthaw, Nycha, dy vam ath vrodur yn sefyll allan, yn casio ymddiðā a thi. 
MAT.12.48	Ac ef atepawdd, ac a dyvot, wrth hwn a venagawdd iddo, Pwy yw vy mam? a’ phwy yw vy‐
MAT.12.49	Ac ef a estennawdd ei law tu ac at ei ddiscipulon, ac a ddyvot, 
MAT.12.50	Can ys pwy pynac a wna ewyllys vy‐Tad yr hwn 
MAT.13.1	Y Dydd hwnw ydd aeth yr Iesu allan o’r tuy, ac ydd eisteddawdd 
MAT.13.2	A’ thorfoedd lawer
MAT.13.3	Yno 
MAT.13.4	Ac val ydd oedd ef yn 
MAT.13.5	Ar ei a gwympodd ar dir caregoc, lle ny chawsant vawr ddaiar, ac 
MAT.13.6	A’ gwedy cyfody yr haul, y crasasont, ac o eisiae gwreiddio, y 
MAT.13.7	A’r ei a gwympesont ymplith 
MAT.13.8	Rei hefyd a gwympesont mewn tir da, ac a ddyg
MAT.13.9	Y nep ’sy
MAT.13.10	¶ Yno y daeth y discipulon, ac y dywedesont wrthaw, Paam yr 
MAT.13.11	Ac ef a atepawdd ac a ddyvot wrthwynt, Can roðy i chwi wybot 
MAT.13.12	O bleit pwy pynac ys y
MAT.13.13	Am hyny yr ymadroddaf wrthwynt 
MAT.13.14	Velly ynthynt wy y cyflawnwyt Prophedoliaeth Esaias, yr hon a ddywait, Can glywet y clywwch, ac ny’s dyellwch, ac yn gweled y gwelwch, ac ny’s can
MAT.13.15	Can ys 
MAT.13.16	Eithyr ys 
MAT.13.17	O bleit, yn wir y dywedaf ychwi, mai llawer o Prophwyti, a’ Rei cyfiawn a ddeisyfesant weled 
MAT.13.18	¶ Gwrandewch chwithe barabol yr heuwr. 
MAT.13.19	Pa pryd pynac y clyw nep ’air, y Deyrnas, ac ef eb ei ðyall, e ddaw’r 
MAT.13.20	A’ hwn a gymerth had yn y tir caregawc, yw’r vn a wrendy’r gair, ac yn ebrwydd drwy lewenydd ei 
MAT.13.21	Nid oes 
MAT.13.22	A’ hwn a 
MAT.13.23	A
MAT.13.24	Parabol 
MAT.13.24	Yr Euangel y pempet Sul gwedi ir Ystwyll.
MAT.13.24	¶ Teyrnas nefoedd’s ydd gyffelip i ddyn a heuei had da yn ei vaes. 
MAT.13.25	A’ thra vei ’r dynion yn cyscu, e ddaeth y elyn ef, ac a heuawdd 
MAT.13.26	A’ gwedy ir egin dyvu, a’ dwyn ffrwyth, yno yr ymddangosodd yr efrae hefyt. 
MAT.13.27	Ac a ddaeth gweision gwr y tuy, ac a ddywedesont wrthaw, Arglwydd, a‐ny heaist ti had da yn dy vaes? O b’le gan hyny y mae ynddo yr efrae? 
MAT.13.28	Ac yntef a ddyvot wrthynt, Y gelyn‐ddyn a wnaeth hynn. A’r gweision a ddyvot wrthaw, A ewyllysy di i ni vyned a’ei 
MAT.13.29	Ac ef a ddyvot, Na 
MAT.13.30	Gedwch ir ddau gyddtyfu, hyd y cynayaf, ac yn amser y cynayaf y dywedaf wrth y 
MAT.13.31	¶ Parabol arall a roddes ef yddwynt, gan dywedyt, Cyffelip yw Teyrnas nefoedd i ’ronyn o had mustard, yr hwn a gymer dyn a’ ei heuha yn ei vaes, 
MAT.13.32	ys yr hwn ’sy ’leiaf o’r oll hadae: anyd gwedy tyfo, mwyaf 
MAT.13.33	¶ Parabol arall a ddyvot ef wrthwynt, 
MAT.13.34	¶ Hyn oll a ddyvot yr Iesu trwy barabolae wrth y dyrfa: ac eb 
MAT.13.35	yn y chyflawnit hyn a ddywetpwyt gan y Prophwyt, yn dywedyt, Agoraf vy‐genae 
MAT.13.36	Yno yd anfonawdd yr Iesu y dorf ymaith, ac 
MAT.13.37	Yno ydd atepawdd ef ac ydyvot wrthwynt, yr hwn a heyha yr had da, yw Map 
MAT.13.38	a’r maes yw’r byd, a’r had da, wyntwy yw plant y deyrnas, a’r efrae ynt blant y 
MAT.13.39	a’r gelyn sy ’n y 
MAT.13.40	Megis gan hyny y 
MAT.13.41	Map 
MAT.13.42	ac y bwriant wy i ffwrn
MAT.13.43	Yno y 
MAT.13.44	¶ Trachefyn cyffelyp yw teyrnas nefo
MAT.13.45	¶ Trachefn cyffelip yw teyrnas nef
MAT.13.46	ac wedy iðo ei ga
MAT.13.47	¶ Tragefyn cyffelip yw teyrnas nefo
MAT.13.48	Yr hon wedi bo yn llawn, a ddugant ir lan, ac eistedd a wnant, a’ chlascy ’r ei da 
MAT.13.49	Velly y bydd yn‐
MAT.13.50	ac y tavlant wy i ffwrneis dan: ynaw y bydd 
MAT.13.51	¶ Yr Iesu a ddyvot yddwynt, 
MAT.13.52	Yno y dyvot ef wrthwynt, Can hynny pop Gwr‐llen yr hwn a ddyscir i deyrnas nefo
MAT.13.53	¶ Ac e ddarvu, gwedy i’r Iesu ddyweddyt y 
MAT.13.54	ac yd aeth ef y’w wlat y un, ac ei dyscawdd yn y synagogae wy, yny 
MAT.13.55	Any
MAT.13.56	Ac any
MAT.13.57	Ac wy a 
MAT.13.58	Ac ny wnaeth ef vawr 
MAT.14.1	Y Pryd hyny y clybu Herod y Tetrarch am Iesu, 
MAT.14.2	ac y dyvot wrth ei weison, Hwn yw Ioan Vatyddiwr. Ef gyfodes o veirw, ac am hyny y gweithredir 
MAT.14.3	Can ys Herod a ddaliesei Ioan ac ei rhwymesei, ac ei dodesei yn‐carchar o bleit Herodias, gwraic Philip y vrawt ef. 
MAT.14.4	Can ys Ioan a ddyvot wrthaw, Nid 
MAT.14.5	A’ phan oedd yn ei vryd y roi ef yw varwolaeth, ef ofnoð y dyrva, can ys wy y cymerent ef val prophwyt. 
MAT.14.6	A’ phā getwit 
MAT.14.7	Erwydd paam y gaddawodd ef 
MAT.14.8	Ac yhi wedy hi addyscy gan hei mam, a ddyvot, 
MAT.14.9	A’r Brenhin a 
MAT.14.10	ac ef a 
MAT.14.11	Ac a dducpwyt y ben ef mewn descyl, ac ei rhoet ir 
MAT.14.12	A’ ei ddiscipulon ef a ðaethant, ac a gymersant y gorph 
MAT.14.13	A’ phan 
MAT.14.14	A’r Iesu aeth ymaith ac a welodd 
MAT.14.15	¶ A’ gwedy y mynd hi yn hwyr, y daeth ei ddiscipulon attaw, can ddywedyt, Diffaith yw’r lle yma, a’r 
MAT.14.16	A’r Iesu a ddyvot wrthynt, Nid 
MAT.14.17	Yno y dywedesont wrthaw, Nid oes genym any
MAT.14.18	Ac ef y ðyvot, Dugwch wy i mi yma
MAT.14.19	Ac e orchymynawð ir dorf eisteð ar y 
MAT.14.20	Ac wy oll a vwytesont, ac wy a 
MAT.14.21	Ar ei a vwytesent, oedd yn‐cylch pem
MAT.14.22	¶ Ac yn y van y cym
MAT.14.23	A’ gwedy iddo 
MAT.14.24	Ac yno ydd oeð y llong yn‐cenol y mor, ac a 
MAT.14.25	Ac yn y bedwerydd wylfa or nos, ydd aeth yr Iesu attwynt, gan rodio ar y mor. 
MAT.14.26	A’ phan welodd ei ddiscipulon ef yn rhoddiaw ar y mor, y cythrwblit wy gan ddywedyt, 
MAT.14.27	Ac yny man, yr ymadroddodd yr Iesu wrthwynt, gan ddywedyt, 
MAT.14.28	Yno ydd atpawdd Petr ef, ac a ddyvot, Arglwydd, a’s ti yw, arch i mi ddewot atat ar y dwfr. 
MAT.14.29	Ac ef a ddyvot, 
MAT.14.30	An’d pan welawdd ef wynt cardarn, yr ofnawdd: a’ phan ddechreuawdd 
MAT.14.31	Ac yn y man yr esten
MAT.14.32	Ac er cynted yd aethon ir llong, y peidiawdd y gwynt. 
MAT.14.33	Yno yr ei oedd yn y llong, a ddaethon ac y addolesant ef, gan ddywedyt, Yn wir map Dew 
MAT.14.34	¶ A’ gwedi yðyn vyn
MAT.14.35	A’ phan i adnabu gwyr y van hono ef
MAT.14.36	Ac a atolygont iddo gael cyfwrdd ac 
MAT.15.1	YNo y daeth at yr Iesu y Gwyr‐llē ar Pharisaieit, yr ei oedd o Gaerusalem, gan ddywedyt, 
MAT.15.2	Paam y 
MAT.15.3	Ac ef a atepawdd ac a ddyvot wrthwynt, A’ phaam ydd y‐chwi yn 
MAT.15.4	Can ys Dew a orchymynodd, can ddywedyt, Anrydeða dy dad ath vam: a’ hwn a 
MAT.15.5	A chwi a ddywedwch, Pwy pynac a ddyweit wrth tad nei vam, 
MAT.15.6	Ac 
MAT.15.7	A hypocriteid, da y prophwytodd Esaias am dano‐chwi, gan ddywedyt, 
MAT.15.8	Nesau mae’r popul hynn ataf a’ ei genae, a’m anrhydeddy aei gwefusae, a’ ei calon ’sy ympell ywrthyf. 
MAT.15.9	Eithr ouer im anrhydeddant i, gan ddyscy 
MAT.15.10	Yno y galwodd ef y dyrva attaw, ac y ddyvot wrthwynt, Clywch a’ dyellwch. 
MAT.15.11	Hyn 
MAT.15.12	¶ Yno y daeth ei ddiscipulon, ac y dywedesont wrthaw, 
MAT.15.13	Ac ef a atepodd ac a ddyvot, Pop plannigyn ar ny’s plannawdd vy‐Tad nefawl, a ddiwreddir. 
MAT.15.14	Gedwch yddyn: tywysogion deillion ir deillion ynt: ac a’s y dall a 
MAT.15.15	¶ Yno ydd atepawdd Petr, ac y dyvot wrthaw 
MAT.15.16	Yno y dyuot yr Iesu, ytych chwi etwa eb ddyall? 
MAT.15.17	Any 
MAT.15.18	Eithr y pethae a ddant 
MAT.15.19	Can ys o’r galon, y daw meddyliae drwc, 
MAT.15.20	Yr ei 
MAT.15.20	Yr Euangel yr ail Sul or Grawys.
MAT.15.21	¶ A’ Iesu aeth o ddyno, ac a dynodd i dueddeu Tyrus a’ Sidon: 
MAT.15.22	A’ nycha, gwraic o Canaan a ddaeth or 
MAT.15.23	Eithyr nyd atepawdd ef yddi vn gair. Yno y daeth ei ddiscipulon ataw, ac a atolygesont iddo, can ddyweðyt, 
MAT.15.24	Ac ef a atepawdd, ac addyvot, Ni’m
MAT.15.25	Er hyny hi a ddeuth ac y addolawdd ef, can ddywedyt, Arglwydd cymporth vi. 
MAT.15.26	Ac ef a atepawdd, ac a ddyvot, Nid 
MAT.15.27	Hithae a ddyvot, Gwir yw, Arglwydd: er hyny mae ’r cwn yn bwyta yr briwision a syrth 
MAT.15.28	Yno ydd atepawdd yr Iesu, ac ydyvot wrthei. 
MAT.15.29	Ac 
MAT.15.30	Ac a ddaeth ataw dyrvae mawrion a’ chanthwynt gloffion, deillion, mudion, 
MAT.15.31	yny ryveddawdd y dyrva, weled y mution yn dywedyt, yr anafusion yn iach, a’r cloffion yn 
MAT.15.32	Yno y galwodd yr Iesu ei ddiscipulon attaw, ac a ddyvot, Ydd wyf yn tosturio wrth y dyrfa hon, can yddyn aros gyd a mi 
MAT.15.33	A’ ei ddiscipulon a ddyvot wrtho, O b’le y caem ni 
MAT.15.34	Ac a ddyvot yr Iesu wrthynt, Pasawl torth ’sy genwch? A’ 
MAT.15.35	Yno y gorchmynnoð ef ir dyrva eistedd 
MAT.15.36	A’ chymerawdd y saith torth, a’r pysc
MAT.15.37	Ac 
MAT.15.38	A’r ei vesyn yn bwyta oedd pedeirmil o wyr, eb law gwragadd a’ phlant
MAT.15.39	Yno ydd anvones 
MAT.16.1	YNo y deuth y Pharisaieit a’r Sadducaieit, ac y temptesant 
MAT.16.2	Ac ef a atepawdd, ac a ddyvot wrthynt, Pan vo hi 
MAT.16.3	A’r borae y 
MAT.16.4	Egais y genedleth 
MAT.16.5	¶ A’ gwedy dyvot ey ddiscipulon i’r lan arall, ef aithei eb gof ganthynt gymeryd bara 
MAT.16.6	A’r Iesu a ddyvot wrthynt, Edrychwch, a’mogelwch rhac 
MAT.16.7	Ac wy a 
MAT.16.8	A’r Iesu yn gwybot 
MAT.16.9	Anyd ych
MAT.16.10	Na’r saith torth pan oedd saith mil 
MAT.16.11	Pa’m na ddyellwch
MAT.16.12	Yno y dyellesont wy, na ddywedesei 
MAT.16.12	Yr Euangel ar ddydd S. Petr Apostol.
MAT.16.13	¶ A’ gwedy dyvot yr Iesu i dueðae Caisar Philip e a o vynnodd y’w ddiscipulon, Pwy 
MAT.16.14	Ac wy a ðywedesont Rei a ðywait 
MAT.16.15	Ac ef a ddyvot wrthwynt, A’ phwy 
MAT.16.16	Yno Simon Petr a atepawð, ac a ddyvot, Ti yw’r Christ Map y Duw byw. 
MAT.16.17	A’r Iesu a atepawdd, ac a dyvot wrthaw 
MAT.16.18	A’ mi a ðywedaf hefyt yty, mae ti yw Petr, ac ar y 
MAT.16.19	Ac y‐ty y rhoddaf 
MAT.16.20	Yno y gorchymynawdd ef y’w ddiscipulon, na ddywedent i nep mai efe oedd Iesu y Christ.
MAT.16.21	O hyny allan y dechreawdd yr Iesu 
MAT.16.22	Yno Petr ai cymerth ef or 
MAT.16.23	Yno ydd ymchoelodd ef tra
MAT.16.24	Yno y dyvot yr Iesu wrth ei ddiscipulon, A’s 
MAT.16.25	Can ys pwy bynac, a ’wyllysio gadw ei 
MAT.16.26	Can ys pa les i ddyn, er ennill yr oll vyt, a 
MAT.16.27	dros ei Dat y gyd a’ ei Angelyon, ac yno y rhydd ef i bop 
MAT.16.28	Yn wir y dywedaf ychwi, vot rhei o’r sawl ’sy yn sefyll yma, ar ny 
MAT.17.1	AC ar ol chwe
MAT.17.2	ac ymrythiodd geyr y bron wy, ac a 
MAT.17.3	A’ nycha, Voysen ac Elias, yn ymddangos yddynt, yn ymddiddan ac ef. 
MAT.17.4	Yno yð atepawdd Petr, ac y dyvot wrth yr Iesu, Arglwydd, da yw i ni vot yma: a’s ewyllysy, gwnawn yma dri phebyll, vn i ti, ac vn i Voysen, ac vn y Elias. 
MAT.17.5	Ac ef eto yn ymadrodd, nycha wybren olau yn ei gwascodi hwy: nycha, lef o’r wybren yn dywedyt, Hwn yw vy‐caredic Vap, yn yr hwn im boðolonit: 
MAT.17.6	A’ phan glybu y discipulon 
MAT.17.7	Yno y daeth yr Iesu, ac ei cyhyrddodd wy, ac a ddyvot, 
MAT.17.8	A’ chwedy yddynt dderchafael ei 
MAT.17.9	¶ A’ mal y descendent o’r mynyth, y gorchymynawdd yr Iesu yddyn gan ddywedyt, Na ddywedwch y weledigaeth i nep, yn y chyvoto Map y dyn o veirw. 
MAT.17.10	A’ ei ddiscipulon a ovynawdd iðo, gan ddywedyt, Pa’m gan hyny y dyweit y Gwyr llen vot yn 
MAT.17.11	A’r Iesu a atepawdd ac a ðyvot wrthyn, Diau y daw Elias yn gyntaf, ac yr 
MAT.17.12	Eithr mi ddywedaf ychwi, ddyvot o Elias 
MAT.17.13	Yno y dyellodd y discipulon y vod ef yn dywedyt wrthwynt am Ioan Vatyddiwr.
MAT.17.14	¶ A’ gwedy eu dyvot at y dyrva, y daeth ataw 
MAT.17.15	Arglwydd, trugarha wrth vy map: can yvot ef yn 
MAT.17.16	A’ 
MAT.17.17	Yno ydd atepawdd yr Iesu, ac y dyvot, A genedleth, anffyddlawn a’ 
MAT.17.18	A’r Iesu a 
MAT.17.19	Yno y daeth y discipulon at yr Iesu 
MAT.17.20	A’r Iesu a ddyvot wrthwynt, O bleit eich ancrediniaeth: can ys yn wir y dywedaf y chwi, pe bei y chwi ffydd 
MAT.17.21	An’d ny
MAT.17.22	¶ Ac val ydd oeddent 
MAT.17.23	ac 
MAT.17.24	A’ gwedy ey dyvot i Capernaum, yr ei oedd yn 
MAT.17.25	Ef a ddyvot, Ydyw. Ac wedy y ðyvot ef ir tuy, yr Iesu a ei rhac 
MAT.17.26	Petr a ddyvot wrthaw, y gan estranieit. Yno y dyvot yr Iesu wrthaw, Gan hyny y mae’r plant yn 
MAT.17.27	Er hyny, rac y ni y rhwystro hwy, does ir mor, a’ bwrw vach, a’ chymer y pysc
MAT.18.1	YR amser hynny y deuth y discipulon at yr Iesu, can ddywedyt, Pwy ’sy vwya yn‐teyrnas nefoedd? 
MAT.18.2	A’r Iesu a alwawdd ataw 
MAT.18.3	ac a ðyvot, Yn wir y dywedaf wrthych, a ddieithyr eich 
MAT.18.4	Pwy bynac can hyny a 
MAT.18.5	A’ phwy pynac a 
MAT.18.6	A’ phwy bynac a 
MAT.18.7	Gwae’r byt o bleit 
MAT.18.8	Can hyny a’s dy law 
MAT.18.9	Ac a’s dy lygat ath rwystra, tynn allan, a’ thavl y wrthyt: gwell yw yty vynet i vywyt ac vn llygat, na’c a dau lygat, dy davly i dan yffern. 
MAT.18.10	Gwelwch na 
MAT.18.11	Can ys daeth Map 
MAT.18.12	Beth a dybiwch
MAT.18.13	Ac a’s byð yddo y chael hi, yn wir y dywedaf y‐chwi, mae mwy llawen yw ganthaw am y ddavat hono, nag am y 
MAT.18.14	Velly ni
MAT.18.15	Eb law hyny a’s 
MAT.18.16	Ac as ef ni’th wrendy, cymer gyd a thi eto vn nei ðau, val y bo gan enae dau nei dri o testion ally 
MAT.18.17	Ac a’s ef ny bydd gwiw gantaw eu gwrandaw, dywait wrth yr Eccleis: ac a’s ef ny vynn wrandaw ’r Eccleis chwaith, bit ef y‐ty megis 
MAT.18.18	Yn wir y dywedaf, ychwi, Pa 
MAT.18.19	Trachefyn, 
MAT.18.20	Can ys 
MAT.18.20	Yr Euangel y xxij. Sul gwedy Trintot.
MAT.18.21	¶ Yno y daeth Petr ato ef, ac a ddyvot, Arglwydd, pa sawl gwaith y pecha vy‐brawt im erbyn, ac y maddeuaf yddaw? 
MAT.18.22	Yr Iesu a ddyvot wrthaw, Ny ddywedaf y‐ty, yd seithwaith, anid yd 
MAT.18.23	Am hynny y cyffelypir teyrnas nefoedd i ryw Frenhin, 
MAT.18.24	A’ phan ddechreysei gyfrif, e dducpwyt vn attaw, a oedd yn ei ddylet o ddec mil o 
MAT.18.25	A’ chā nad oeð ganto ddim oei daly, e ’orchymynawdd ei Arglwydd y werthy ef, a’ ei wreic, a’ ei blant, ac oll 
MAT.18.26	A’r gwas a gwympawdd i lawr, ac atolygawdd iddaw, can ddywedyt, Arglwydd, 
MAT.18.27	Yno Arglwydd y gwas hwnw a drugarhaodd wrtho, ac ei gellyngawdd, ac a vaddeuawdd iddaw y ddled. 
MAT.18.28	A’ gwedy myned y gwas ymaith, e gavas vn oe 
MAT.18.29	Yno y syrthiawdd ei gyfeill wrth y draet ef, ac a atolygwadd yðaw, can ddywedyt, 
MAT.18.30	Ac ny’s 
MAT.18.31	A’ phan weles ei gyveillion 
MAT.18.32	Yno y galwawdd ei Arglwydd arnaw, ac a ddyvot wrthaw, 
MAT.18.33	Ac a ny ddylesyt tithe tosturiaw wrth dy 
MAT.18.34	A’ llitiaw a wnaeth ei Arglwydd, ac ei rhoddes ef ir poenwyr, y’n y dalei ei holl ddylet iddaw. 
MAT.18.35	Ac velly yr vn ffynyt y gwna veu nefawl Dat i chwithae, any vaddeuwch o’ch calonae, pop vn 
MAT.19.1	AC e ddarvu, gwedy ir Iesu ’orphen yr ymadroddion hyny, ef a ymadawodd a Galilaea, ac a ddaeth i 
MAT.19.2	A’ 
MAT.19.3	Yno y daeth y Pharisaieit attaw, gan y demptio ef, a’ dywedyt wrthaw, Ai cyfreithlon i wr 
MAT.19.4	Ac ef a atepawdd ac a ddyvot wrthwynt, A’ ny ddarllenasach, pan yw i’r vn y gwnaeth 
MAT.19.5	ac a ddyvot, O bleit hyn y gad 
MAT.19.6	Ac velly ni
MAT.19.7	Wy a ddywetesont wrthaw, Paam gan hyny y gorchymynodd Moysen roi llythr 
MAT.19.8	Ef a ddyvot wrthwynt, Moysen erwydd caledrwydd eich calonae, a ’oddefoð yw’ch wrthðot eich gwrageð: eithr o’r dechreu ny
MAT.19.9	A’ 
MAT.19.10	 y dyvot ei ddiscipulon wrtho, A’s felly y mae ’r 
MAT.19.11	Ac ef a ddyvot wrthwynt, Ny all pawp 
MAT.19.12	Can ys y mae’r ei yn ddiweir ar a anet velly o groth 
MAT.19.13	Yno y ducpwyt ataw ’rei bychain, er iddo ddody 
MAT.19.14	A’r Iesu a ddyvot, Gedewch ir ei bychein, ac na ’oharddwch yddynt ddyvot atafi: can ys ir cyfryw ’rei y mae teyrnas nef
MAT.19.15	A’ gwedy iddo ddody 
MAT.19.16	A’ nycha, y daeth vn, ac y dyvot wrthaw, Athro da, pa 
MAT.19.17	Ac ef a ddyvot wrthaw, Paam y gelwy vi yn dda? ny
MAT.19.18	Ef a ddyvot wrthaw 
MAT.19.19	Anrydedda 
MAT.19.20	Y 
MAT.19.21	Yr Iesu a ddyvot wrthaw, A’s wyllysy vot yn perfeith, does, gwerth ’sy 
MAT.19.22	A’ phan glybu y gwr‐ieuanc yr ymadroð hwn, yr aeth 
MAT.19.23	Yno y dyvot yr Iesu wrth ei ddiscipulon, Yn wir y dywedaf wrthych, mae yn anhawdd ydd a’ r 
MAT.19.24	A’ thrachefyn y dywedaf y chwi, Haws i gamel vyn
MAT.19.25	A’ phan glybu y ddiscipulon 
MAT.19.26	A’r Iesu a edrychawdd arnyn, ac a ðyvot wrthynt, Gyd a dynion ampossibil yw hynn, any
MAT.19.26	Yr Euangel ar ddydd ymchweliat. S, Paul
MAT.19.27	¶ Yno Petr atepodd ac a ddyvot wrtho, Nycha nyni a adawsam pop peth, ac ath ddilynesam di: a’ pha beth a vydd y‐ni 
MAT.19.28	Ar Iesu a ddyvot yddynt, Yn wir y dywedaf wrthych, mae pan eisteðo Map y dyn 
MAT.19.29	A’ phwy bynac a 
MAT.19.30	An’d llawer or ei 
MAT.20.1	CAnys teyrnas nefoedd ’sy debic y 
MAT.20.2	Ac ef a gytunawð a’r gweithwyr er ceiniawc y dydd, ac y danvonoð hwy yw winllan. 
