GEN.1.1	Ante pëgwëko W̃ën ntind viỹë ŋa, ambin ŋa g'inkal iŋa ntiko ten.
GEN.6.15	Wëli gante ntiɗu ka: tëfëka nuỹa wametër keme gë wafëhw imbëɗ (150) ƴary iŋa, wametër wafëhw wahi g'imbëɗ (25) ƴank iŋa, do wametër pëhw g'imbëɗ (15) iƴihn ŋa. 
GEN.6.16	Cankëɗu ƴaŋ, do tavëɗu igwac yëbëlan ile sankantu ỹa gë wabëv sisikulu ŋa yëbëlan metër ryampo. Hn'ibëv ɗampo ntiɗu rënka ỹa. Ɓambery sisikulu hna wa-etas watar liɗu. 
GEN.6.17	Do ami, cañëtëryiɗëfu uw̃ac sankaf, soŋe mbëvehnëhni fop vile yënëɗ va. Fop vile ye nkal va mbëvëɗëni. 
GEN.6.18	Ɓare ntiɓu 
GEN.6.19	Ndënëɗuhëhni fëna san g'isëval sifa-wo-sifa hnë vile yënëɗ va, soŋe pehëntini gë wëjë. 
GEN.6.20	San g'isëval hnë sifa wulaw̃ hna fop, gë wusëry w̃a do gë wusaw̃ w̃a, do gë fop vihaw̃ary vile yasëɗ njijëɗëni ỹal hu hna soŋe pehëntini. 
GEN.6.21	Do wëjë, nufëry sifa ile rokëɗe ỹa fop, afehn a. Umë rëkëɗun arokëndu wëjë gë vëhni.»
GEN.6.22	Nowe, gante ntehnëkawo W̃ën ka, fop ntiko.
GEN.7.1	Awa Ahwëhn a W̃ënu ŋa më ntehnëka Nowe: «Tënkëryin sisikulu hna, wëjë gë vëvë tere hu va, kaɓi wëjë fo hnuɓu ye ale satëk hnë vahnë vëvë gaki vi. 
GEN.7.2	Nufëryihni wusaw̃ gë wulaw̃ wufacah w̃a, sifa-wo-sifa wusan mbëɗ gë wuhi (7) gë wësëval mbëɗ gë wuhi (7), do g'ican ɗampo g'icëval ɗampo hnë wule wok wafacëna hna. 
GEN.7.3	Nufëryihni fëna wasifa wusëry mbëɗ gë wuhi, soŋe afehëtahn hnënk lëw̃ hni ỹa nkal li. 
GEN.7.4	Ani gë wafac mbëɗ gë wahi, cañëtëryiɗëfu rëv ỹa hnë wafac wafëhw wahnah (40) gë vumëɗ wafëhw wahnah (40); koyëna ntihëtëɗëfu fop vile liɓuho va.» 
GEN.7.5	Nowe ntiko fop ile ntehnëkawo Ahwëhn a W̃ënu ŋa.
GEN.7.6	Nowe wabëhn wakeme mbëɗ gë ryaw̃ (600) kwëhnako ante tëkiko uw̃ac sankaf hn'inkal ŋa. 
GEN.7.7	Tënkëniho sisikulu hna gë viju gë vësëval hni soŋe pehëni w̃ac w̃a. 
GEN.7.8	Fop njiniho sisikulu Nowe hna: wule ye wufacah w̃a, gë wule wok wafacëna w̃a, gë wusëry w̃a do gë fop vihaw̃ary vile yasëɗ nkal li, 
GEN.7.9	wuhi wuhi, ican g'icëval; gante ntehnëkawo W̃ën Nowe nti ka. 
GEN.7.10	Ga padëk wafac mbëɗ gë wahi w̃a, uw̃ac sankaf w̃a kohnëko nkal iŋi.
GEN.7.11	Bëhn le nuỹahnëko Nowe wabëhn wakeme mbëɗ gë ryaw̃ ŋa (600), hnë lepera higëna hna, hnë fac pëhw g'imbëɗ gë wahi hna (17), wahaƴalin wale ntoŋahniɗëho w̃ënka ŋa fop piɗëtako do wahatëh wale kovahniɗëho w̃ënka rëv ŋa piɗëtako ɗus. 
GEN.7.12	Rëv ỹa kovaɗëho hnë wafac wafëhw wahnah (40) gë vumëɗ wafëhw wahnah (40).
GEN.7.13	Hnë fac rac dënk, Nowe tënkëniho sisikulu hna gë viju, Sem gë Sam gë Yafet, do gë vësëval hni per. 
GEN.7.14	Tënkëntiniho fëna sifa wulaw̃ gë wusaw̃ w̃a fop, gë fop vihaw̃ary vile yasëɗ nkal li, do gë sifa wusëry w̃a fop. 
GEN.7.15	Njijëniho san g'isëval, hnë vile yënëɗ ntiko W̃ën va fop, tënkëntini gë Nowe sisikulu hna. 
GEN.7.16	San g'isëval hnë sifa-wo tënkëntiniho, gante ntehnëkawo W̃ën Nowe ka. Tac Ahwëhn a W̃ënu ŋa më piɗëk rënka ỹa hamëhni Nowe.
GEN.7.17	Uw̃ac sankaf w̃a, hnë wafac wafëhw wahnah (40) nkwënaɗëho nkal hna. Hnë wati rac kaƴëndako w̃ac w̃a, do matënd sisikulu ỹa kumb. 
GEN.7.18	W̃ënka ŋa nkwënaɗëho g'ahaw̃ary, do sisikulu ỹa ƴaŋ w̃ënka hna njiɗëho. 
GEN.7.19	W̃ënka ŋa nkoko nkwënand g'ahaw̃ary, hafo kohn dënk fop wahuŋ wale ỹako njihn w̃a. 
GEN.7.20	W̃ënka ŋa kohnëko wacëmët wahuŋ w̃a ntëbi wametër mbëɗ gë waki (7). 
GEN.7.21	Fop vile yënëɗëho va cëmëniho: wusëry w̃a gë wulaw̃ w̃a gë wusaw̃ w̃a do gë fop vihaw̃ary vile yasëɗ nkal li, do gë vahnë va fëna. 
GEN.7.22	Fop vile yënëɗ nkal va cëmëniho. 
GEN.7.23	Ahwëhn a W̃ënu ŋa koyëna ntihëtëkëhniwo nkal li, fop vile yënëɗëho va, pëgw vahnë va hafo wulaw̃ wusankaf w̃a, hafo fop vihaw̃ary vile yasëɗ nkal va, hafo wusëry w̃a. Ntihëtëkëhniwo nkal li. Nowe fo woko do gë vële nkeniho sisikulu hna.
GEN.7.24	Uw̃ac rac, wafac keme gë wafëhw imbëɗ (150) ntiko nkal hna ani gë pëgwahnënd guh iŋa.
GEN.8.1	Mama mbiỹahnëko wac rac nkal li W̃ënu ŋa ɗënkwëlawohna Nowe gë fop wusaw̃ gë wulaw̃ wule nkeniho hnë sisikulu w̃a. Më cañëtik sël nkal li, do w̃ënka ŋa pëgwëlehn nkuhënd. 
GEN.8.2	Wahaƴalin w̃ënka ŋa gë wahatëh wale cahnahniɗëho w̃ënka rëv ŋa ndëpalehn. Rëv ỹa ndëmëlehn. 
GEN.8.3	Toƴe toƴe nkuhëɗëho w̃ënka ŋa hnë wafac keme gë wafëhw imbëɗ (150) hafo 
GEN.8.4	hnë fac hwëhn pëhw g'imbëɗ gë wahi (17), hnë lepera hwëhn imbëɗ gë waki hna (7), tac tëryako sisikulu ỹa wahuŋ wavë resiỹo Ararat hna. 
GEN.8.5	W̃ënka ŋa nkoko nkuhënd hafo lepera hwëhn pëhw hna (10). Hnë fac ryënkwëryënkw lepera rac hna, nuyiko ga cahnëk wacëmët wahuŋ w̃a.
GEN.8.6	Ga ndëcëk wafac wafëhw wahnah (40), Nowe umë piɗëtëk fenetër le ntiko sisikulu hna, 
GEN.8.7	do cana hëw̃ar g'ipër; rac më njiɗ mbokajënd: w̃ënka ŋa napëɗëho nkuh nkal hna nkolehnëh hnam. 
GEN.8.8	Tac Nowe më canëka fah, soŋe njëkahn bi nkuhëk w̃ënka ŋa nkal hna. 
GEN.8.9	Ɓare fah ỹa nuỹalohna hn'ile ñëw̃ëɗ, kaɓi uw̃ac w̃a guhëlohna ten; awa më mbokak gë sisikulu. Nowe më njelëk vák ỹa, pëlahna do mbokarya ndëna. 
GEN.8.10	Më napëk wafac mbëɗ gë wahi (7) tac mbok cana kat fah ỹa. 
GEN.8.11	Fah ỹa më mbokajëk g'anëka ga; faryef 
GEN.8.12	Më mbok napëk kat wafac mbëɗ gë wahi (7) do mbok cana fah ỹa, ɓare ɓokëlohna mbokaj.
GEN.8.13	Nowe nuỹako tac wabëhn wakeme mbëɗ gë ryaw̃ gë ryampo (601). Hnë fac ryënkwëryënkw vë lepera ryënkwëryënkw bëhn rac hna, w̃ënka ŋa nkuhëko. Nowe ntihëtëko ile cankahnëko sisikulu ỹa, njëkëko g'ipër do nuko nkal iŋa cëtëko. 
GEN.8.14	Hnë fac hwëhn wafëhw wahi g'imbëɗ gë wahi (27) lepera higëna hna, nkal iŋa fop kankëko.
GEN.8.15	Awa W̃ënu ŋa më ntehnëka Nowe: 
GEN.8.16	«Cahnëryin sisikulu hna gë vijë hu gë vësëval hun vi. 
GEN.8.17	Canëryihni fëna wulaw̃ gë wusaw̃ wule yerun w̃i fop: wusëry w̃i fop, gë wulaw̃ do gë wusaw̃ wusankaf w̃i do gë vutoƴ vi, do gë fop vile yasëɗ nkal vi, soŋe nagëlëni, njaɓëni, do pëɓëni nkal li.» 
GEN.8.18	Awa Nowe më cahnëni gë viju, do gë vësëval hni. 
GEN.8.19	Tac cahnëni fëna sifa-wo-sifa, wulaw̃ gë wusaw̃ w̃a fop, gë wusëry w̃a fop do gë fop vihaw̃ary vile yasëɗ nkal va.
GEN.8.20	Tac Nowe më ntik hn'ile cënaɗe saɗëha soŋe Ahwëhn a W̃ënu ŋa, më nufëkëhni ryampo hnë sifa wulaw̃ gë wusaw̃ wufacah hna fop gë wusëry wufacah w̃a fop, do pëɗëhni hnë hwëɗëh ntinëhna Ahwëhn a W̃ënu ŋa saɗëha gë wulaw̃ wurac. 
GEN.8.21	Ahwëhn a W̃ënu ŋa tehëkawo rehërya hnëŋah saɗëha rac do më ntehnak: «Tame ɓokëɗa fërëkanu nkal iŋi soŋe vahnë va, mama nahaɗëni wameh fo koɓëri hn'utah ntëw̃ hni hna; ɓokëɗa ryaw̃ëw̃ëhni muk fop vile yënëɗ va, gante ntiɓu takan ki.
GEN.8.22	«Gante-wo mbiỹëk nkal iŋi,
GEN.8.22	tëkëɗe naɗënde, do mbarëpënde,
GEN.8.22	tëkëɗ njond huji ha, do njakënd,
GEN.8.22	nkeɗ sama do aỹank,
GEN.8.22	nkeɗ fac, do nkeɗ umëɗ.
GEN.8.22	Koyëna nkeɗ kwëlëkwël.»
GEN.9.1	W̃ënu ŋa ndëwanëkawo Nowe gë viju ntehnëhni: «Araɓi ahnagëlu, ayaɓu, afëɓu nkal li. 
GEN.9.2	Tëk pëgw gaki, wulaw̃ gë wusaw̃ wavë nkal w̃i fop, gë wusëry w̃i, gë fop vihaw̃ary vile yasëɗ nkal vi, do gë wuwis w̃i fop rëkëɗ ntakëndëhni ɗus gë w̃uhnë; njëɗamuni ahwëhnuni. 
GEN.9.3	Fop vile yënëɗ va koɗun arokuni; gante njëɗamuno wanëɗa gë vatëh ki, njëɗamuni tame vëỹin fop. 
GEN.9.4	Ɓare antë aroku faỹar fale woryaryëk wasat kaɓi uwám w̃a wasat hna nke. 
GEN.9.5	Awa tëƴëɗëfu uwám soŋe sat ỹa: age ahnë ndaw̃ëka ahaw̃ary piniŋëɗëfuha; age intaw̃ ndaw̃ëka ahnë piniŋëɗëfuha fëna.
GEN.9.6	«W̃ënu ŋa gante nke umë dënk ka ntika ahn'a.
GEN.9.6	Soŋe umë ye age ahnë ryehëtëk sat aỹëntaw̃u,
GEN.9.6	ahnë ryehëtëɗ sat lëw̃u ỹa fëna.
GEN.9.7	W̃uhnë, nagëlëryin, ƴaɓëryin do pëɓëryin nkal li.»
GEN.9.8	W̃ënu ŋa më mbok ntehnëkëhni vëhni Nowe gë viju: 
GEN.9.9	«Tame ntiɗëfu 
GEN.9.10	do gë fop vile yënëɗ yerun gë w̃uhnë va: wusëry, gë wusaw̃, gë wulaw̃, fop vile sahnëntik hnë sisikulu gë w̃uhnë va. 
GEN.9.11	Wëlin ile fëhnaɓu kwëtëlin ỹa: muk uw̃ac sankaf w̃a ñoñ ɓokëɗina ndaw̃ nkal li; ɓokëɗina nke uw̃ac sankaf soŋe mbëvehn fop le ye nkal li.» 
GEN.9.12	Do W̃ënu ŋa më nkwënëk: «Wëlin dahëse kwëtëla nte wok puɗina; liɓu soŋe hun gë fop vile yënëɗ va: 
GEN.9.13	car ulaw̃ mën ŋa vëŋar hna kwëtëɓu; umë yeɗ dahëse le ryënkwëtehnëɗ akwëtëla mën nte liɓu soŋe ɗuniỹa ỹi. 
GEN.9.14	Nte-wo-nte mbarëpëɗëfu vëŋar g'ambin do cahn car-ulaw̃ ŋa, 
GEN.9.15	awa ndënkwëtaɗëfu kwëtëla nte liɓu soŋe hun do gë fop vile yënëɗ nkal vi: ɓokëɗina nke muk uw̃ac sankaf soŋe mbëvehn fop vile yënëɗ. 
GEN.9.16	Ge car-law̃ ŋa ambin hna nke, nuɗëfu do ndënkwëtehnëɗëho akwëtëla nte liɓu wok puɗina soŋe ami gë fop vile yënëɗ nkal vi.» 
GEN.9.17	W̃ënu ŋa më mbok ntehnëka Nowe: «Car-ulaw̃ ŋa yeɗ dahëse akwëtëla nte liɓu soŋe ami gë fop vile yënëɗ nkal vi.»
GEN.9.18	Viju Nowe vële sahnëko sisikulu va vëhni Sem gë Yafet do gë Sam yeho; Sam yeho rëm Kanan ỹa. 
GEN.9.19	Hnë viju Nowe vërar vërac matini vahnë vële yaɓëk nkal vi fop.
GEN.9.20	Nowe yeho ayam aryënkwëryënkw ale fëlëko ikaỹ waresen ŋa. 
GEN.9.21	Fac ryampo uñen resen ceko do ndëw̃ëko, më cuɗëtak viỹi va fop usank hna. 
GEN.9.22	Sam, rëm Kanan ỹa, më nuka rëmu wëtata fo do më cahnëk pëƴahni vicëru. 
GEN.9.23	Awa Sem gë Yafet më nufëni cuɗ cankaf, ndëcani vankus hna, tac karëcandëni tënkatëndëni usank hna do cankëniha rëm hni. Namaniho antë nuniha rëm hni wëtata fo. 
GEN.9.24	Ante ndëw̃ëtako Nowe ŋa, njëtako ile ntik Sam arëkwa alëw̃u ỹa. 
GEN.9.25	Awa më ntehnëk:
GEN.9.25	«Araɓi Kanan ndëwani w̃eh!
GEN.9.25	Araɓi nke aramp
GEN.9.25	vicëru va!»
GEN.9.26	Tac më nkwënëk:
GEN.9.26	«Cëmbik Ahwëhn a, W̃ën Sem ŋa!
GEN.9.26	Araɓi Kanan nke aramp Sem!
GEN.9.27	Araɓi W̃ënu ŋa njankën inkal Yafet ŋa,
GEN.9.27	do kacande g'untënah vëhni Sem hna,
GEN.9.27	do Kanan nke aramp alëw̃u!»
GEN.9.28	Ga ndëcëk uw̃ac w̃a, Nowe wabëhn wakeme watar gë wafëhw imbëɗ (350) mboko nuỹa kat. 
GEN.9.29	Ga nuỹak fop ka ỹa wabëhn wakeme imbëɗ gë wahnah gë wafëhw imbëɗ (950) cëmëko.
GEN.10.1	Wëlin itëfëta soŋe vutah Nowe. Ga ndëcëk uw̃ac sankaf w̃a, viju Nowe, Sem gë Sam do gë Yafet, nagëhninihëhniwo vucan. Wëlin wamac wadëw̃ hni ŋa:
GEN.10.2	Wamac ɓulunda le hnagik hnë Yafet va: Gomer gë Magog gë Madayi gë Yavan gë Tubal gë Mesek do gë Tiras. 
GEN.10.3	Wamac ɓulunda le hnagik hnë Gomer va: Asëkenas gë Rifat do gë Togarëma. 
GEN.10.4	Wamac ɓulunda le hnagik hnë Yavan va: Elisa gë Tarësis gë vëvë Kit do gë vëvë Rodan. 
GEN.10.5	Hnë vëhni matëniho vële sampëko ntëɗëni hnë tëfary wov sankaf vë nkal dëw̃ hni ŋa, gante nke vanësa ale-wo-le ka, gante nkeni hnënk hnë nkal dëw̃ hni ka, vankol vantëw̃ hni hna. Vëhni ye ɓulunda le hnagiko hnë Yafet va.
GEN.10.6	Wamac ɓulunda le hnagik hnë Sam va: Kuc gë Misërayim gë Put do gë Kanan.
GEN.10.7	Wamac ɓulunda le hnagik hnë Kuc va: Seba gë Havila gë Sabëta gë Ragëma do gë Sabëtëka. Wamac ɓulunda le hnagik hnë Ragëma va: Saba gë Dedan.
GEN.10.8	Kuc yeho fëna rëm Nëmërod nte yeho aryënkwëryënkw hnë vële hwëhnako fanka nkal va. 
GEN.10.9	Ahwëhn a W̃ënu ŋa njëɗëkawo Nëmërod nke asary asankaf; soŋe më lehnande: «Aỹi, Ahwëhn a W̃ënu ŋa njëɗëkawo nke asary asankaf had Nëmërod.» 
GEN.10.10	Wahnaw̃ waryënkwëryënkw wavë nkal dëw̃u w̃a, Babel yeho gë Erëk gë Akad do gë Kalëne hnë nkal Sineyar. 
GEN.10.11	Nëmërod matëko hnë nkal tac nji Asiri hna, do mbëry Niniv gë Rehobot-Ir gë Kela 
GEN.10.12	do gë Resen yëbëlan Niniv gë naw̃ cankaf Kela ŋa.
GEN.10.13	Misërayim yeho rëm sankaf vëvë Lud va gë vëvë Anem gë vëvë Lehab gë vëvë Nafëtu 
GEN.10.14	gë vëvë Patëros gë vëvë Kasëlu gë hn'ile matini Wafilisëte w̃a gë vëvë Kafëtor
GEN.10.15	Kanan yeho rëm Sidon fandënkwëryënkw fantëw̃u fa gë Het 
GEN.10.16	gë Wayebus w̃a gë Wa-amor w̃a gë Wagirëgas w̃a 
GEN.10.17	gë Wahiv w̃a gë Wa-arëk w̃a gë Wasin w̃a 
GEN.10.18	gë Wa-arëvad w̃a gë Wasëmar w̃a do gë Wahamat w̃a. Tac hnënk vëvë Kanan va campëniho, 
GEN.10.19	do nkal dëw̃ hni ŋa Sidon pëgwëko paɓ Gerar hafo Gasa do gë cape Sodom gë Gomor gë Adëma do gë cape Seboyim hafo Lesa. 
GEN.10.20	Vëhni ye ɓulunda le hnagiko hnë Sam va, fitëlëko gante nkeni hnënk do gë vanësa wadëw̃ hni ka, hn'inkal dëw̃ hni hna, vankol vantëw̃ hni ŋa.
GEN.10.21	Sem fëna, acëru aryënkwëryënkw Yafet ỹa, nagëhnikëhniwo vucan. Umë yeho rëm sankaf Eber ỹa do gë fop vutah vërah vëlëw̃u va. 
GEN.10.22	Wamac ɓulunda le hnagik hnë Sem va: Elam gë Asur gë Arëpakësad gë Lud do gë Aram. 
GEN.10.23	Wamac ɓulunda le hnagik hnë Aram va: Us gë Hul gë Getër do gë Mas. 
GEN.10.24	Arëpakësad yeho rëm Sela ỹa; Sela yeho rëm Eber ỹa. 
GEN.10.25	Eber vucan vuki nuỹako: fandënkwëryënkw fa Peleg maciko, «Pitël» pëhnëtanëɗ, kaɓi wati nte nkeho ŋa, ɓulunda vë nkal ỹi pitëlëko; aheryu Yokëtan maciko. 
GEN.10.26	Yokëtan yeho rëm Alëmodad ỹa gë Selef gë Hasarëmavet gë Yera gë 
GEN.10.27	Hadoram gë Usal gë Dikëla gë 
GEN.10.28	Obal gë Abimayel gë Saba 
GEN.10.29	gë Ofir gë Havila do gë Yobab; vëhni ye ɓulunda le hnagiko hnë Yokëtan hna. 
GEN.10.30	Yëbëlan Mesa gë Sëfar resiỹo hwëhn wahuŋ hna ntëɗëniho gë cape pëhna lav ka. 
GEN.10.31	Vëhni ye ɓulunda le hnagiko hnë Sem hna vunte fitëlëko gante nkeni hnënk gë vanësa wadëw̃ hni ka, hn'inkal dëw̃ hni hna, vankol vantëw̃ hni hna.
GEN.10.32	Vëhni ye ɓulunda le hnagiko hnë Nowe hna gante tëfëlëni hnagi ka inkal g'inkal. Hnë vëhni nagini fop wahnënk wale sampëk nkal w̃i ante ndëcëko uw̃ac sankaf ŋa.
GEN.11.1	Hnë ƴamani rac, vahnë vëvë ɗuniỹa vi fop uhnës uryampo fo nësëɗëniho. 
GEN.11.2	Vahnë va njasëlendëniho gë cape pëhna lav, umë nuni lañ hn'inkal Sineyar hna do ntëɗëlehnëni hnam.
GEN.11.3	Më ntehnëlëni: «Dinëfu wasinkiri do nkulin!» Wasinkiri ŋa yeho wëraka w̃a do ile ye had gudëro yeho sima lëw̃ hni ỹa. 
GEN.11.4	Tac më mbok ntehnëlëni: «Ɓëryanëfu inaw̃ do gë cery ƴihnah nte ỹakëɗ ambin ŋi! Koyëna nkeɗen vële yëtik ɗus do ahnë koɗina campehnëfu nkal li fop.»
GEN.11.5	Ahwëhn a W̃ënu ŋa më cëlik g'ambin soŋe njëk inaw̃ nte mbëryëɗëni vahnë ŋa g'acery ŋa 
GEN.11.6	do më ntehnëk: «Ƴëkëryin! Ɓulunda ryampo fo nkeni do uhnës uryampo fo nësëɗëni! Ge aki pëgwëni ntindëni, tame ñoñ memaỹehnëɗilëhnihna ntini ile ñaɗëni ỹa. 
GEN.11.7	Awa, mpaỹëmpaỹehnëɗëfun uhnës lëw̃ hni w̃a soŋe antë mbok nkwëryëlëni!»
GEN.11.8	Koyëna, Ahwëhn a W̃ënu ŋa më campehnëkëhni cañëtëhni ɗuniỹa hna fop, do tavëniho iɓëry naw̃ iŋa. 
GEN.11.9	Soŋe rac macahnik inaw̃ tac Babel
GEN.11.10	Wëlin gante naginiho vutah Sem va. Ante nuỹako wabëhn waki ga ndëcëko uw̃ac sankaf w̃a, hara Sem wabëhn keme (100) nuỹako, nagëhnikawo facan; Arëpakësad maciko. 
GEN.11.11	Tac, Sem mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn wakeme mbëɗ ŋa (500), cëmëko.
GEN.11.12	Arëpakësad, ante nuỹako wabëhn wafëhw warar g'imbëɗ ŋa (35), nagëhnikawo facan; Sela maciko. 
GEN.11.13	Tac, Arëpakësad mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn wakeme wanah gë watar ŋa (403), cëmëko.
GEN.11.14	Sela, ante nuỹako wabëhn wafëhw warar ŋa (30), nagëhnikawo facan; Eber maciko. 
GEN.11.15	Tac, Sela mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn wakeme wanah gë watar ŋa (403), cëmëko.
GEN.11.16	Ante nuỹako Eber wabëhn wafëhw warar gë wahnah ŋa (34), nagëhnikawo facan; Peleg maciko. 
GEN.11.17	Tac, Eber mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn wakeme wanah gë wafëhw warar ŋa (430), cëmëko.
GEN.11.18	Ante nuỹako Peleg wabëhn wafëhw warar ŋa (30), nagëhnikawo facan; Rewu maciko. 
GEN.11.19	Tac, Peleg mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn wakeme waki g'imbëɗ gë wahnah ŋa (209), cëmëko.
GEN.11.20	Rewu, ante nuỹako wabëhn wafëhw warar gë waki ŋa (32), nagëhnikawo facan; Serug maciko. 
GEN.11.21	Tac, Rewu mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn wakeme waki g'imbëɗ gë waki ŋa (207), cëmëko.
GEN.11.22	Serug, ante nuỹako wabëhn wafëhw warar ŋa (30), nagëhnikawo facan; Nahor maciko. 
GEN.11.23	Tac, Serug mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn wakeme waki ŋa (200), cëmëko.
GEN.11.24	Nahor, ante nuỹako wabëhn wafëhw wahi g'imbëɗ gë wahnah ŋa (29), nagëhnikawo facan; Tera maciko. 
GEN.11.25	Tac, Nahor mboko nuỹahni vutah vukaw̃ary, vucan gë vucëval, do ante nuỹako kat wabëhn keme g'ipëhw g'imbëɗ gë wahnah ŋa (119) cëmëko.
GEN.11.26	Tera, ante nuỹako wabëhn wafëhw imbëɗ gë wahi ŋa (70), nagëhnikëhniwo vucan vutar: Abëram gë Nahor do gë Aran.
GEN.11.27	Wëlin wamac vutah Tera va. Tera yeho rëm Abëram ỹa gë Nahor do gë Aran. Aran yeho rëm Lot ỹa. 
GEN.11.28	Hn'inkol nte w̃acik Ur hna, Aran umë ryënkwëko cëm gë rëmu hn'inkal Salëde hna, le nagiko hna. 
GEN.11.29	Abëram Sarayi ñëlëko, do Nahor, Milëka aryagu Aran. Yisëka fëna Aran yeho rëmu ỹa. 
GEN.11.30	Hara, Sarayi kwëhnalohna fatah, kaɓi nagëɗilohna.
GEN.11.31	Tera matëko Ur vë Salëde hna, njohna aju Abëram, gë Lot, fatah ajë Aran fa, do gë Sarayi asëvalu Abëram, soŋe njini hn'inkal Kanan hna, ɓare ga tëkëni Aran hna, më ntëɗëni hnam.
GEN.11.32	Tera wabëhn wakeme waki gë wabëhn imbëɗ (205) nuỹako, tac cëmëko Aran hna.
GEN.12.1	Awa, fac ryampo Ahwëhn a W̃ënu ŋa më ntehnëka Abëram: «Tavëry nkal hu ŋi, gë hnënk hu ỹi do gë tere rëmuh ỹi soŋe ayi hn'inkal nte rufëɗëmi hna. 
GEN.12.2	Ntiɗëfu nagi ƴamani sankaf hwëhn nafa hnë wëjë; ndëwaɗëmi, ntiɗëmi ahnë ale hwëhnak nafa do soŋe hu ỹa njëɗëɗëfuhëhni ƴam vëỹëntaw̃ va. 
GEN.12.3	Njëɗëɗëfuhëhni ƴam vële ryëwanëɗëhi ƴam va, ɓare vële ryëwanëɗëhi w̃eh va w̃eh yëɗëɗëfuhëhni. Soŋe hu ỹa ndëwaɗëfuhëhni waɓulunda ŋa fop.»
GEN.12.4+GEN.12.5	Awa, Abëram njiko gante ntehnëkawo Ahwëhn a W̃ën ka. Wabëhn wafëhw mbëɗ gë wahi g'imbëɗ (75) kwëhnako ante matëko cahn Aran ŋa. Më njoka asëvalu Sarayi, gë Lot, fatah aheryu fa, do gë hnapul ỹa gë vëramp vële kwëhnako hnë resiỹo Aran hna, do kahnëtalehnëni njindëni g'inkal Kanan.
GEN.12.6	Ga tëkëni hn'inkal Kanan hna, Abëram më ndëcëk nkal iŋa hafo hnë atëh cëvah mbë More, nte ye Sisem ŋa. Hnë ƴamani rac, vëvë Kanan va hnam ntëɗëniho. 
GEN.12.7	Ahwëhn a W̃ënu ŋa më tufëhnaka Abëram do ntehna: «Iŋi nkal ale hnagëɗe hnë wëjë yëɗaɗëfu.» Awa Abëram më ntinëhnëka Ahwëhn a W̃ënu ŋa hnam hn'ile cënaɗe saɗëha hnë hn'ile tufëhnakawo hna. 
GEN.12.8	Tac, më ndëcalëk soŋe nji resiỹo hwëhn wahuŋ hna gë cape pëhna lav Betel ka; më ntik usank lëw̃u w̃a yëbëlan Betel gë Ayi; gë cape joya lav nkeho do Ayi, gë cape pëhna lav. Më mbok ntinëhnëka hnam Ahwëhn a W̃ënu ŋa hn'ile cënaɗe saɗëha haw̃ary do njëfaɗëhawo W̃ënu ŋa macatënda «Ahwëhn W̃ënu ŋa». 
GEN.12.9	Tac, Abëram toƴe toƴe njiɗëho gë resiỹo Negev ka.
GEN.12.10	Hnë wati rac inte nkelehn nkal hna. Kaɓi inte cankaf yeho Abëram më njik Esipët soŋe ntëɗënti hnam. 
GEN.12.11	Ante nkëhnëko tënk Esipët ŋa, më ntehnëka asëvalu Sarayi: «Nëpary, njëtëɓu ɗus asëval awamah yeru. 
GEN.12.12	Ge vëvë Esipët va nunihi, ntehnëlëɗëni: “Asëvalu ỹa ye”, awa ndaw̃ëɗëniho do wëjë tavëɗënihi. 
GEN.12.13	Awa dehnëryihni ahery mën yeru, ntënënahnëniho soŋe lëw̃ hu ỹa. Koyëna pehëɗëfu.»
GEN.12.14	Koyëna nkeho. Ante tëkëko Abëram Esipët ŋa, vëvë Esipët va nunihawo asëvalu nkwamëko ɗus. 
GEN.12.15	Vësankaf wasoɗaɗe 
GEN.12.16	Faraw̃o ỹa g'untënah cankaf kacakawo Abëram, soŋe asëval a. Më njëɗaka wape, g'uhnankal, do gë wuhni, vëramp vësëval gë vësan, wafali do gë wayonkomb.
GEN.12.17	Ɓare Ahwëhn a W̃ënu ŋa njëɗakawo ures sankaf Faraw̃o ỹa gë vëvë tere lëw̃u va per soŋe Sarayi ỹa, asëvalu Abëram. 
GEN.12.18	Faraw̃o ỹa më macehnëka Abëram do tëƴa: «Soŋe ye liruho aki? Soŋe ye woru pëƴalihohna asëval hu ye? 
GEN.12.19	Soŋe ye lehnëru ahery hu ye, do aravo hafo ỹandu ỹëlëw̃a? Tame, wëliho asëval hu; nufëryehna do ayi!»
GEN.12.20	Faraw̃o ỹa më ntehnëkëhni vëryokuŋ vëlëw̃u va ntapëhnaniha Abëram cahn Esipët hna g'asëvalu, gë Lot, do gë vëvë tere lëw̃u va g'ile kwëhnak ỹa fop.
