MAT.1.1	Raa inɗe maamiraaɓe Yeesu *Almasiifu, ɓii *Ibraahim ɓii *Dawda :
MAT.6.23	Ammaa to gite maaɗa njamɗaa, ɓanndu maaɗa fuu no woney nder niɓre. To ɗuum ko hokkata ɓanndu maaɗa jayngol laatake niɓre, ndeen kam niɓre ndeen nde niɓɓi !
MAT.6.24	— Walaa baawɗo jagganaago jawmiraaɓe ɗiɗo. Sey nii o wanya go'oto, o yiɗa go'oto, koo boo o mawnina go'oto, o yavoo go'oto. On mbaawataa jagganaago Allah e jawdi nder wakkaci go'otum.
MAT.6.25	Gam ma'ajum, emi vi'a on : to' on ngaanno dow ko nyaamoton, koo ko njaroton, koo ko ɓornotooɗon. Gam yonki ɓurii nyaamdu, ɓanndu boo ɓurii kolte, koo naa noon ? 
MAT.6.26	Ndaaree colli : ɗi aawataa, ɗi taƴataa, ɗi ngalaa beembe, ammaa *Baabiraawo mooɗon gonɗo toon dow asama e nyaamna ɗi. Onon, on ɓuraay colli darajja naa ? 
MAT.6.27	Moye nder mooɗon gam waannaare muuɗum, waawi ɓesdango hoore muuɗum koo valnde wo'ore ? 
MAT.6.28	To noon, ko jeyi kolte ngaannirta on ? Ndaaree no pihindi ladde mawnirta, ndi huwataa, ndi sanyataa. 
MAT.6.29	Ammaa emi vi'a on : koo *Suleymaanu nder ɗuuɗal risku muuɗum fuu meeɗaay ɓornaago kolte booɗruɗe kama pihindi. 
MAT.6.30	To Allah e ɓornira huɗo ladde nihi, taweteeko hannde, jahango ko wulee, ko haɗata o sinngita on faa ko ɓuri noon, onon famɗa goonɗinki'en ! 
MAT.6.31	Gam ma'ajum, to on ngaanno mbi'on : Ɗume nyaameten ? koo Ɗume njareten ? koo Ɗume ɓornotooɗen ? 
MAT.6.32	Ɗum fuu, heeferɓe maa e ngilloo ɗum. Baabiraawo mooɗon gonɗo toon dow asama e anndi on ngoodi bukaata ku'uje ɗeen fuu. 
MAT.6.33	Ammaa aartee yillaago *laamu Allah e aadilaaku muuɗum tawo, ndeen o hokkey on ko horii fuu.
MAT.6.34	Gam ma'ajum, to' on ngaanno dow jahango, gam jahango no waannoto dow hoore muuɗum. Nyanndeere fuu, torra muuɗum e heƴi ɗum.
MAT.7.1	— To' on njowan woɓɓe layfi, cernanon ɓe, gam to' Allah sernan on. 
MAT.7.2	Gam noon no cerniranɗon woɓɓe, noon Allah boo serniranta on. Kadimaa e etergel ngel etranɗon woɓɓe, e ma'agel ɗum etranta on. 
MAT.7.3	Gam ɗume ndaarataa celɓol gonngol nder yitere bannda, ammaa a yi'ataa lekki makki gonki nder yitere maaɗa ? 
MAT.7.4	Koo boo noye mbi'irataa bannda : « Banndam, woor mi ittane celɓol gonngol nder yitere maaɗa », ammaa aan, lekki makki e nder nde maaɗa ? 
MAT.7.5	Aan munaafukiijo, aartu ittu lekki gonki nder yitere maaɗa tawo, ndeen a yi'ey booɗɗum, gam keɓa no ittirɗaa celɓol gonngol nder yitere bannda.
MAT.7.6	To' on kokku kareeji ku'uje ceniiɗe, gam ɗi co''oo ɗi ŋata on. To' on peran aladeeji kaaƴe mooɗon dime, gam ɗi njaaɓey ɗe.
MAT.7.7	— Toree on kokkete, njillee on keɓey, cilminee on omtante. 
MAT.7.8	Gam toriiɗo fuu no hokkete, jilliiɗo no heɓey, cilminiiɗo boo no omtante. 
MAT.7.9	Moye nder mooɗon hokkata ɓiyum haayre to o torake ɗum buroodi ? 
MAT.7.10	Koo boo to o torake ɗum liyngu, ndeen hokka mo mbo'odi ? 
MAT.7.11	Onon maa halluɓe eɗon anndi no kokkirton ɓiɓɓe mooɗon ku'uje booɗɗe, hakko *Baabiraawo mooɗon mo dow. O ɓurataa hokkugo toriiɗo mo fuu ku'uje booɗɗe naa ? 
MAT.7.12	Mbaɗanee yimɓe ko ngiɗɗon ɓe mbaɗana on, gam kanjum woni ekkitinol *Tawreeta Muusa e defte annabo'en.
MAT.7.13	— Nattiree dammugal paaɗngal ! Gam dammugal aaftiingal ɗum dammugal yahago halkere. Tokkugo laawol ma'agal boo e hoyi, tokkuɓe ngol e ɗuuɗi. 
MAT.7.14	Ammaa dammugal yahago yonki e faaɗi. Tokkugo laawol ma'agal boo e saɗi, heɓteyɓe ngol no seɗɗa'en.
MAT.7.15	— Kakkilee e annabo'en fevooɓe warooɓe to mooɗon e nanndi e baali, ammaa nder ɓerɗe maɓɓe ɓe cayaakiije beelaaɗe. 
MAT.7.16	On annditirey ɓe gada e kuuɗe maɓɓe, noon no lekki annditirtee gada e ɓiɓɓe muuɗum. Cilluki rimataa innabooje, jaaɓi boo rimataa tanne. 
MAT.7.17	Lekki booɗki no rimey ɓikkon mbooɗkon, lekki ki vooɗaa boo no rimey ɓikkon kon mbooɗaa. 
MAT.7.18	Noon boo, lekki booɗki rimataa ɓikkon kon mbooɗaa, lekki ki vooɗaa boo rimataa ɓikkon mbooɗkon. 
MAT.7.19	Lekki ki rimataa ɓikkon mbooɗkon fuu no fe''ete feree nder yiite. 
MAT.7.20	Noon boo annditirton annabo'en fevooɓe gada e kuuɗe maɓɓe.
MAT.7.21	— Wanaa vi'ooɓe yam : « Jawmiraawo, Jawmiraawo » fuu nattata *laamu Allah, sey waɗooɓe ko Baaba am gonɗo toon dow asama yiɗi. 
MAT.7.22	*Nyannde-darngal, yimɓe ɗuuɗɓe no mbi'ey : « Jawmiraawo, Jawmiraawo ! Min nga'ajinii e innde maaɗa ! Min laggirii *ginnaaji e innde maaɗa ! Min kuwii alaamaaji kaayniiɗi e innde maaɗa ! » 
MAT.7.23	Ndeen mi vi'a ɓe : « Mi anndaa on sam. Ndillanee yam ɗo'o, onon halluɓe ! »
MAT.7.24	— Gam ma'ajum, neɗɗo fuu nanɗo ɗe'e bolle am tokki ɗe, o nanndii e neɗɗo ƴoyɗo mahaɗo wuro muuɗum dow haayre. 
MAT.7.25	Nde iyoonde toɓi, geebeeji ngaddoyi ndiyam, keni cemmbiɗɗi mbisi piyi ngo, ammaa e noon fuu ngo yibbaay, gam ngo mahaama dow haayre. 
MAT.7.26	Ammaa neɗɗo fuu nanɗo bolle am tokkaay ɗe, e nanndi e mo walaa ƴoyre, mahaɗo wuro muuɗum dow njaareendi. 
MAT.7.27	Nde iyoonde toɓi, geebeeji ngaddoyi ndiyam, keni cemmbiɗɗi mbisi piyi ngo, sey ngo yibbi, ngo sankitii ngo fuu.
MAT.7.28	Nde Yeesu yottini ka vi'ata, yimɓe fuu kaayɗini e ekkitinol ma'ako, 
MAT.7.29	gam o ekkitinii ɓe e baawɗe, wanaa kama no *moodiɓɓe Tawreeta ekkitinirta.
MAT.8.1	Nde Yeesu jippii vaamnde, yimɓe ɗuuɗɓe tokki mo. 
MAT.8.2	Sey goɗɗo mo *kuturta wari diccii yeeso ma'ako, vi'i :
MAT.8.2	— Moodibbo, to a jaɓii, a waawi yamɗitingo yam.
MAT.8.3	Yeesu foorti junngo muuɗum, meemi mo vi'i :
MAT.8.3	— Mi jaɓii, yamɗit !
MAT.8.3	Ɗoon e ɗoon, gorko oon yamɗiti gada e kuturta muuɗum.
MAT.8.4	Ndeen Yeesu vi'i mo :
MAT.8.4	— Yewa booɗɗum ! Ta'a yecco koo moye ko waɗi, ammaa yah hollu hoore maaɗa to *aardiiɗo diina, mbaɗaa sadaka ka Muusa vi'inoo, gam anndinaa yimɓe a yamɗitii.
MAT.8.5	Nde Yeesu natti si'ire Kafarnahum, sey mawɗo soojeeji *Rooma wari to ma'ako, torii mo, vi'i :
MAT.8.6	— Moodibbo, kuwoowo am e toon waalii wuro, o waawataa koo dimmbaago, o torriiɗo korey !
MAT.8.7	Yeesu vi'i mo :
MAT.8.7	— Mi yahey mi yamɗitina mo.
MAT.8.8	Ammaa mawɗo soojeeji oon toontii mo, vi'i :
MAT.8.8	— Moodibbo, miin mi fotaay njahaa wuro am, ammaa volvu tan, kuwoowo am no yamɗitey. 
MAT.8.9	Miin e hoore am e woodi darvanooɓe yam, emi woodi boo ɓe ndarvaneymi. To mi vi'ii goɗɗo maɓɓe yaha, o yahey, to mi vi'ii goɗɗo boo wara, o warey, to mi vi'ii maccuɗo am waɗ ɗu'um, o waɗey.
MAT.8.10	Nde Yeesu nani ko o vi'i, ɗum haaynake ɗum korey, sey o vi'i tokkuɓe mo :
MAT.8.10	— Emi vi'a on goonga : koo nder *Isiraa'iila'en mi meeɗaay yi'igo goonɗinki iri ki o'o neɗɗo. 
MAT.8.11	Emi vi'a on, ɗuuɗɓe woonɓe goonɗinki iri ki o'o neɗɗo no ngarey gada fu'una e hiirna, ɓe njooɗodoo e *Ibraahim e *Iciyaaku e *Yaakuubu, ɓe nyaamda nder *laamu Allah. 
MAT.8.12	Ammaa ɓiɓɓe Laamu no mburtinte peree nder niɓre ɓaleere kurum, to ɗum voyata, e ɗum nyerƴindira nyiiƴe.
MAT.8.13	Ɓaawo ma'ajum, o vi'i mawɗo soojeeji oon :
MAT.8.13	— Hoot wuro maaɗa ! Ɗum laatorano maa kama noon no ngoonɗinirɗaa.
MAT.8.13	Ɗoon e ɗoon, kuwaneyɗo mawɗo soojeeji oon yamɗiti.
MAT.8.14	Yeesu yahi wuro Biiturus, o tawi esoo Biiturus debbo e waalii no jontaaɗo. 
MAT.8.15	Yeesu meemi junngo ma'ako. Ɗoon e ɗoon yontere ndeen yoofi mo, o ummii o veerni ɓe.
MAT.8.16	Nde hiiri, Yeesu waddanaa yimɓe ɗuuɗɓe ɓe ginnaaji. Yeesu vurtiniri ginnaaji gonɗi nder maɓɓe e voliinde muuɗum tan, o yamɗitini nyawɓe fuu. 
MAT.8.17	O waɗii noon gam ɗum hebbina ko Allah vi'inoo gada e annabi *Ecaaya, nde o vi'i :
MAT.8.17	O ittii nyawuuji meeɗen,
MAT.8.17	o yamɗitinii en.
MAT.8.18	Nde Yeesu yi'i yimɓe ɗuuɗɓe e pilii ɗum, o vi'i almaajiri'en ma'ako :
MAT.8.18	— Punngitemma yahago fonngo maayo gaɗawo.
MAT.8.19	Sey goɗɗo *moodibbo Tawreeta wari to ma'ako, vi'i mo :
MAT.8.19	— Moodibbo, mi tokkete to njahataa fuu.
MAT.8.20	Yeesu vi'i mo :
MAT.8.20	— Dilaaji e ngoodi gasɗe, colli boo e ngoodi caɓɓe, ammaa *Ɓii-Neɗɗo walaa koo to wallinta hoore muuɗum foofta.
MAT.8.21	Goɗɗo gada nder tokkuɓe mo vi'i :
MAT.8.21	— Moodibbo, woor mi yaha mi uvoya baaba am tawo.
MAT.8.22	Yeesu toontii mo vi'i :
MAT.8.22	— Tokkam, woor maayɓe uva maayɓe mu''en.
MAT.8.23	Yeesu natti akali ndiyam, almaajiri'en ma'ako tokki mo. 
MAT.8.24	Sey iyoonde e henndu semmbiɗndu ummii dow maayo manngo, faa ɓoggi ndiyam mbaɗi ga falkitgo e semmbee e natta nder akali kiin. Yeesu boo e ɗaani. 
MAT.8.25	Almaajiri'en ɓaditii, pindini mo, mbi'i :
MAT.8.25	— Moodibbo, hisnu en ! En ɓadake halkugo !
MAT.8.26	O toontii ɓe, o vi'i :
MAT.8.26	— Gam ɗume kultorton, onon famɗa goonɗinki'en ?
MAT.8.26	Ndeen o ummii, o falmani henndu e ɓoggi ndiyam. Sey koo ɗume fuu de''iti ! 
MAT.8.27	Ɗum haaynii almaajiri'en ɓeen, ɓe mbi'i :
MAT.8.27	— O'o ɗum iri moye neɗɗo, mo faa e henndu e maayo ɗowtantoo ɗum ?
MAT.8.28	Nde Yeesu yottii fonngo maayo lesdi Garaasankoo'en, worɓe ɗiɗo ɓe *ginnaaji mburtii nder genaale taɓɓii mo. Ɓe laatake hulniiɓe korey, faa walaa baawɗo tokkugo laawol ngool, gam kulol maɓɓe. 
MAT.8.29	Ɓe ngulli, ɓe mbi'i :
MAT.8.29	— Yeesu *Ɓiɗɗo Allah, ɗume hawti en ? A warii torrugo min ila wakkaci waɗaay naa ?
MAT.8.30	Faro ɗoon e woodi sefre aladeeji ɗuuɗɗi e dura. 
MAT.8.31	Ginnaaji ɗiin torii mo mbi'i :
MAT.8.31	— To a laggii min, woor min, min natta nder aladeeji ɗin ɗaa'e.
MAT.8.32	Yeesu vi'i ginnaaji ɗiin :
MAT.8.32	— Njahee !
MAT.8.32	Ɗi mburtii nder yimɓe ɓeen, ɗi natti nder aladeeji. Ɗoon e ɗoon, sefre ndeen fuu riggii, moortii vaamnde, yoolii nder maayo, ngo moɗi ɗi. 
MAT.8.33	Waynaaɓe aladeeji ɗiin nyaari kooti si'ire, ngeccii yimɓe ko waɗi, faa e ko laatanii ɓeen woonnooɓe ginnaaji. 
MAT.8.34	Sey yimɓe si'ire ndeen fuu mburtii taɓɓii Yeesu. Nde ɓe ngi'i mo, ɓe torii mo o vurtanoo ɓe lesdi.
MAT.9.1	Yeesu natti akali, funngiti maayo, hooti si'ire muuɗum. 
MAT.9.2	Sey woɓɓe ngaddani mo goɗɗo buusaaɗo, emo wallinaa dow be'itum ma'ako. Nde Yeesu yi'i goonɗinki yimɓe ɓeen, o vi'i buusaaɗo oon :
MAT.9.2	— Ɓinngel am, tiɗɗin ɓernde maaɗa ! Hakkeeji maaɗa nja'afaama !
MAT.9.3	Nde woɓɓe *moodiɓɓe Tawreeta nani ɗum, ɓe nyumi nder ɓerɗe maɓɓe :
MAT.9.3	— O'o gorko o moye, potneyɗo hoore muuɗum e Allah !
MAT.9.4	Ammaa Yeesu e anndi nyumooji maɓɓe, sey o vi'i ɓe :
MAT.9.4	— Gam ɗume nyumoton ɗi'i nyumooji kalluɗi nder ɓerɗe mooɗon ? 
MAT.9.5	Ɗume ɓuri hoygo, vi'igo : « Hakkeeji maaɗa nja'afaama » na vi'igo : « Umma dillu » ? 
MAT.9.6	Ammaa gam anndon *Ɓii-Neɗɗo e woodi baawɗe ya'afaago hakkeeji nder duuniyaaru.
MAT.9.6	Sey o vi'i buusaaɗo oon :
MAT.9.6	— Umma hooy be'itum maaɗa hoot !
MAT.9.7	Ɗoon e ɗoon gorko oon ummii hooti. 
MAT.9.8	Nde jama'aare yi'i ɗum, ɓe kuli, ɓe maalti Allah, gam o hokkii ɓiɓɓe-aadama iri ɗe'e baawɗe.
MAT.9.9	Nde Yeesu ɓesdi yahago yeeso, o yi'i goɗɗo gorko jaɓoowo *janngal bi'eteeɗo Matta, e jooɗii nder suudu to jaɓata janngal. Yeesu vi'i mo :
MAT.9.9	— Tokkam.
MAT.9.9	Sey Matta ummii tokki mo.
MAT.9.10	Ɓaawo ɗoon, Yeesu yahi wuro Matta jooɗii e nyaama nyaamdu. Jaɓooɓe janngal ɗuuɗɓe e waɗooɓe hakke ngari njooɗii e nyaamda e ma'ako, kanko e almaajiri'en ma'ako. 
MAT.9.11	Nde *Fariisa'en ngi'i ɗum, sey ɓe mbi'i almaajiri'en ma'ako :
MAT.9.11	— Ko jeyi moodibbo mooɗon nyaamdata e jaɓooɓe janngal e waɗooɓe hakke ?
MAT.9.12	Nde Yeesu nani ka, o vi'i ɓe :
MAT.9.12	— Yamɓe ngalaa bukaata nyawtoowo, sey nyawɓe. 
MAT.9.13	Njillee pahamon ko saawi nder nde'e voliinde :
MAT.9.13	«  Yurmeende ngiɗmi,
MAT.9.13	wanaa kirseteeɗi. »
MAT.9.13	Mi waraay noddugo tammiiɓe no goonga'en, ammaa mi warii noddugo annduɓe no hakke'en.
MAT.9.14	Wakkaci ɗuum, almaajiri'en *Yahayya ngari to Yeesu, ƴami mo mbi'i :
MAT.9.14	— Ko jeyi minon e *Fariisa'en emin cuumoo, ammaa almaajiri'en maaɗa cuumataako ?
MAT.9.15	O toontii ɓe, o vi'i :
MAT.9.15	— Koo on tammii ma'atinaaɓe koobgal no naney mettuɗum wakkaci kooviiɗo wondi e maɓɓe naa ? Ammaa wakkaci no warey nde kooviiɗo oon hooƴetee nder maɓɓe. Wakkaci ɗuum, ɓe cuumoto.
MAT.9.16	Walaa pitreyɗo koltal kihingal e lefel kesel, gam lefel kesel ngeel no seekey koltal kihingal, ceekol ngool boo no ɓurey aranol. 
MAT.9.17	Noon boo, walaa looveyɗo *innaboojam kesam nder saaɗkiwu kihingu. To o waɗii noon, innaboojam ɗaam no seekey saaɗkiwu nguun, ɗam rufa, saaɗkiwu nguun boo no boney. Gam ma'ajum, sey innaboojam kesam loovee nder saaɗkiwu kesu, ndeen walaa ko bonata.
MAT.9.18	Yeesu e nder volididgo e maɓɓe, sey goɗɗo mawɗo *Yahuudu'en wari diccii yeeso ma'ako, vi'i :
MAT.9.18	— Ɓinngel am dewel maayi jo'oni-jo'oni. Ammaa war yow junngo maaɗa dow ma'agel, ngel finta.
MAT.9.19	Yeesu ummodii e almaajiri'en muuɗum, ɓe njahadi e mawɗo oon. 
MAT.9.20	Ila eɓe dow laawol, sey raa goɗɗo debbo baɗɗo duuɓi sappo e ɗiɗi lohonol muuɗum taƴaay. Debbo oon ivoyi ɓaawo Yeesu, o meemi belloogal toggoore muuɗum. 
MAT.9.21	Gam o nyumii nder ɓernde ma'ako :
MAT.9.21	— To mi heɓii mi meemii koo belloogal toggoore ma'ako tan, mi yamɗitey.
MAT.9.22	Yeesu yeeƴii yi'i debbo oon, vi'i mo :
MAT.9.22	— Banndam debbo, tiɗɗin ɓernde maaɗa ! Goonɗinki maaɗa yamɗitinii ma.
MAT.9.22	Ɗoon e ɗoon debbo oon yamɗiti.
MAT.9.23	Nde Yeesu yottii wuro mawɗo Yahuudu'en oon, o tawii duudanooɓe maayde, e jama'aare e ndoondii juuɗe mboya, 
MAT.9.24	sey o vi'i ɓe :
MAT.9.24	— Ummee mburtee ɗo'o, gam surbayel ngeel maayaay, ngel ɗaani tan.
MAT.9.24	Sey ɓe njali mo jalniiɗum yavaare. 
MAT.9.25	Nde o vurtini yimɓe fuu yaasi, o natti nder suudu, o nanngi junngo surbayel ngeel, ngel ummi. 
MAT.9.26	Habaru ma'ajum sankitii koo toye nder lesdi ndiin fuu.
MAT.9.27	Yeesu e ƴaɓɓoo, sey woɓɓe vumɓe ɗiɗo tokki mo e nodda e semmbee e mbi'a :
MAT.9.27	— Yeesu ɓii-Dawda, nan jurumɗum amin !
MAT.9.28	Nde Yeesu natti wuro, sey vumɓe ɓeen ngari to ma'ako. O vi'i ɓe :
MAT.9.28	— On ngoonɗinii emi waawi vumtingo on naa ?
MAT.9.28	Ɓe toontii mo, ɓe mbi'i :
MAT.9.28	— Moodibbo, min ngoonɗinii.
MAT.9.29	Ndeen o meemi gite maɓɓe, o vi'i :
MAT.9.29	— Ɗum laatoranoo on noon no ngoonɗinirɗon.
MAT.9.30	Ɗoon e ɗoon ɓe mbumti. Sey Yeesu vi'i ɓe :
MAT.9.30	— To' on njaɓ vi'igo ka goɗɗo.
MAT.9.31	Ammaa nde ɓe mburtii, ɓe cankitii habaru ma'ako koo toye nder lesdi ndiin fuu.
MAT.9.32	Nde vumtinaaɓe ɓeen mburtii, Yeesu waddanaama goɗɗo mo waawataa volvugo, gam emo woodi *ginnol. 
MAT.9.33	Yeesu vurtini ginnol ngool, sey kurmaajo oon fuɗɗi volvugo. Jama'aare haayɗini, mbi'i :
MAT.9.33	— Iri ɗu'um meeɗaay yi'eego nder lesdi *Isiraa'iila abadaa !
MAT.9.34	Ammaa *Fariisa'en mbi'i :
MAT.9.34	— Mawɗo ginnaaji kam hokki mo baawɗe vurtingo ginnaaji ɗiin !
MAT.9.35	Yeesu yiilake nder ci'e e jaaje fuu, emo wa'ajina nder *cuuɗi-ga'ajorɗi *Yahuudu'en, emo anndina *Habaru Belɗum ɗum *laamu Allah, emo yamɗitina koo iri nguye nyawu e liddaari. 
MAT.9.36	Nde o yi'i jama'aare hawritii, sey o nani jurumɗum maɓɓe, gam ɓe tampuɓe, ɓilliiɓe kama baali ɗi ngalaa gaynaako. 
MAT.9.37	Sey o vi'i almaajiri'en ma'ako :
MAT.9.37	— Ko taƴetee e ɗuuɗi, ammaa taƴooɓe ɗuuɗaa. 
MAT.9.38	Gam ma'ajum, toree Jawmu ko taƴetee oon liloya taƴooɓe nder ma'ajum.
MAT.10.1	Yeesu noddi almaajiri'en muuɗum sappo e ɗiɗo, o hokki ɓe baawɗe vurtingo *ginnaaji e yamɗitingo koo iri nguye nyawu e liddaari. 
MAT.10.2	Raa inɗe almaajiri'en sappo e ɗiɗo ɓeen : arano maɓɓe ɗum Simon noddirteeɗo Biiturus, e minyum Anndaraawus, e Yaakuubu ɓii Jabadi, e minyum Yahayya, 
MAT.10.3	e Filibus, e Bartalamaawus, e Tooma, e Matta jaɓoowo ceede janngal, e Yaakuubu ɓii Alfaa, e Taddiyus, 
MAT.10.4	e Simon kaɓaneyɗo rimɗingo lenyol muuɗum, e Yahuuda Iskariyooti nyaameyɗo amaana Yeesu.
MAT.10.5	Yeesu lili sappo e ɗiɗo ɓeen, o vi'i ɓe :
MAT.10.5	— To' on njah to *yimɓe ɓe laataaki Yahuudu'en, to' on nattu ci'e *Samaariya boo. 
MAT.10.6	Ammaa njahee to *Isiraa'iila'en nannduɓe e baali kalkuɗi. 
MAT.10.7	To njahaɗon fuu, nga'ajinee ɓe mbi'on : « *Laamu Allah ɓadake ! » 
MAT.10.8	Njamɗitinee ɓe njamɗaa, ummitinee maayɓe, njamɗitinee ɓe *kuturta, mburtinanee yimɓe *ginnaaji. Caahu kokkaaɗon, kokkee caahu. 
MAT.10.9	To' on kooy jiinaariya, koo ajurfaari, koo ceede nder jiibaaji mooɗon. 
MAT.10.10	To' koo moye mooɗon hooy jikaare koo toggooje ɗiɗi koo paɗe ɗiɗi koo sawru, gam kuwoowo fotii heɓgo nyaamdu muuɗum.
MAT.10.11	To on ngarii si'ire koo wuro, ndaaree jaɓɗo veernugo on, mbeeron wuro ma'ako faa nde ndilluɗon. 
MAT.10.12	To on ngarii nattugo wuro, cilminee, mbi'on : « Jam wondu e mooɗon. » 
MAT.10.13	To wuro ngoon jaɓɓake on, jam mooɗon no laatoto dow maɓɓe. Ammaa to ɓe njaɓɓaaki on, jam mooɗon no so''oyto to mooɗon. 
MAT.10.14	To wonɓe si'ire ndeen koo wuro ngoon njaɓɓaaki on, koo calii yewanaago ka mbiiɗon, mburtee si'ire ndeen koo wuro ngoon, piɗɗon faa e sollaare kosɗe mooɗon.
MAT.10.15	Emi vi'a on goonga : *nyannde-darngal, ceri'a si'ire ndeen no ɓurey ka Sodoma e Gomora naawgo.
MAT.10.16	— Ngewee nanon ! Mi lilii on kama baali nder cayaakiije. Gam ma'ajum, sey laatooɗon hakkilɓe kama bo'ole, e ɓe ngalaa layfi kama pooli. 
MAT.10.17	Kakkilee e yimɓe, gam ɓe njaharey on yeeso sernooɓe, ɓe piyey on nder *cuuɗi-ga'ajorɗi maɓɓe. 
MAT.10.18	Ɓe njaharey on yeeso mawɓe lesdi e laamiiɓe sabu am, gam faa caaydanooɗon yam yeeso maɓɓe e yeeso *ɓe laataaki Yahuudu'en. 
MAT.10.19	To ɓe njaharii on yeeso sernooɓe, to' on ngaanno dow ko mbi'oton, gam wakkaci ɗuum Allah no hokkey on ka mbi'oton. 
MAT.10.20	Ka mbi'oton kaan ivataa nder mooɗon, ammaa Ruhu *Baabiraawo mooɗon kam volvata nder konnduɗe mooɗon. 
MAT.10.21	Banndiraawo no hokkitirey banndum gam waree, baaba boo no hokkitirey ɓiyum kama noon. Ɓiɓɓe no ummanto danyooɓe mu''en faa mbaɗa ɓe mbaree. 
MAT.10.22	Yimɓe fuu no nganyey on gam am. Ammaa munyɗo faa timmoode no hisnete. 
MAT.10.23	To on torraama nder woɗnde si'ire, nyaardee si'ire feere. Emi vi'a on goonga : ko hokka ngiilodooɗon nder ci'e *Isiraa'iila fuu *Ɓii-Neɗɗo no vittoyey.
MAT.10.24	Janngoowo ɓurataa moodibbo muuɗum manngu, maccuɗo boo ɓurataa jawmu wuro muuɗum. 
MAT.10.25	Ɗum belɗum to janngoowo laatake kama moodibbo muuɗum, maccuɗo boo kama jawmu wuro muuɗum. To ɓe noddirii jawmu wuro Ba'aljabul,
MAT.10.26	— Gam ma'ajum, to' on kul yimɓe, sabu ko suuɗii fuu no suuɗtoto, sirrijum boo no anndete. 
MAT.10.27	Ko mbi'imi on nder niɓre, mbannginee ɗum nder jayngol. Ko metanaaɗon e noppi, anndinee ɗum dow ƴellel gure. 
MAT.10.28	To' on kul baawɗo wargo ɓanndu neɗɗo, ammaa o waawataa wargo yonki muuɗum. Sey nii kulon Allah baawɗo halkugo ɓanndu e yonki fuu nder yiite jahannama.
MAT.10.29	Naa e ɗum soorra colon ɗiɗon hoboore wo'ore naa ? Ammaa koo go'otel ma'akon waatataa, sey e anndaangal *Baabiraawo mooɗon. 
MAT.10.30	Onon faa e gaasa ko'e mooɗon no limaaka. 
MAT.10.31	Gam ma'ajum, to' on kul, sabu on ɓurii colli ɗuuɗɗi darajja.
MAT.10.32	Koo moye jaɓi yam yeeso yimɓe, miin boo mi jaɓey mo yeeso Baaba am gonɗo toon dow asama. 
MAT.10.33	Ammaa koo moye vi'i anndaa yam yeeso yimɓe, miin boo mi vi'ey mi anndaa mo yeeso Baaba am gonɗo toon dow asama.
MAT.10.34	— To' on tammo jo'onde jam ngaddumi nder duuniyaaru. Wanaa jo'onde jam ngaddumi, ammaa haɓre. 
MAT.10.35	Mi warii gam mi sennda ɓiɗɗo gorko e baaba muuɗum, ɓiɗɗo debbo boo e inna muuɗum, mi sennda debbo e esum debbo. 
MAT.10.36	Rimdaaɓe neɗɗo no laatoto wanywanyɓe ma'ako. 
MAT.10.37	Ɓurɗo yiɗgo inna muuɗum koo baaba muuɗum dow e am, fotaay laataago almaajiriijo am. Noon boo, ɓurɗo yiɗgo ɓiyum gorko koo debbo dow e am, fotaay laataago almaajiriijo am. 
MAT.10.38	Mo wanyaay hoore muuɗum, vakkii *gaafagal muuɗum tokki yam fuu, fotaay laataago almaajiriijo am. 
MAT.10.39	Giɗɗo hisnugo yonki muuɗum fuu, no dulley ki. Ammaa dulluɗo yonki muuɗum gam am fuu, no hisney ki.
MAT.10.40	— Jaɓɓiiɗo on fuu jaɓɓake yam, jaɓɓiiɗo yam boo jaɓɓake liloyɗo yam. 
MAT.10.41	Koo moye jaɓɓii annabiijo gam o annabiijo, no heɓey laada baka annabiijo oon. Jaɓɓiiɗo goongaajo boo gam o goongaajo, no heɓey laada baka goongaajo oon. 
MAT.10.42	Emi vi'a on goonga : koo moye hokki go'oto nder ɓurɓe famɗugo ɓe'e jardugel ndiyam peewɗam gam o almaajiriijo am, o heppataa laada ma'ako.
MAT.11.1	Nde Yeesu timmini volvango almaajiri'en muuɗum *sappo e ɗiɗo, o ummii ɗoon o yahi wa'ajingo e ekkitingo nder ci'e piliiɗe to ɓadii.
MAT.11.2	E wakkaci ɗuum Yahayya baɗoowo baptisma e omndii nder kaso. Nde o nani habaru kuuɗe ɗe *Almasiifu waɗata, sey o liloyi almaajiri'en ma'ako to Yeesu 
MAT.11.3	gam ɓe ƴama mo, ɓe mbi'a :
MAT.11.3	— Aan woni Almasiifu bi'anooɗo no warey, na min ndeenta goɗɗo ?
MAT.11.4	Yeesu toontii ɓe vi'i :
MAT.11.4	— Njahee ngeccee Yahayya ko ngiiɗon e ko nanɗon : 
MAT.11.5	vumɓe e mbumta, voosɓe e njaaɓa, ɓe kuturta e njamɗitinee, fahaɓe e nana, maayɓe e ummitinee, sooyɓe boo e nga'ajinee *Habaru Belɗum. 
MAT.11.6	Barkaa laatanto mo yoofaay goonɗinki muuɗum gam am.
MAT.11.7	Nde lilaaɓe Yahayya ndilli, Yeesu fuɗɗi volvango jama'aare habaru Yahayya, o vi'i :
MAT.11.7	— Ɗume njahaɗon yi'igo toon nder ladde ? Geenol ngol henndu dimmbata naa ? 
