JON.1.1	Keriab Yaweb dora Amitaib nono Yona gam ogureaga. 
LUK.12.50	Ye yag fidegi gürena babanüm deregün. Mügar durge. Ye kob darab tugu bürüdi kümüna, baba daba taidarie.” Jisas yag fidegi babaure dorageaga baba, nuge kubude korotauweregeaga babaure komina dorageaga. 
LUK.12.51	Jisas namana menüm wageaga, “Nini banaka yeme kübüdim gam marai gürenakuti kumafotuwebüre ogureaga güdi utungeregenan. Kene. Ye wangün, ye ferefinabur aküresari pitaigebüre oguran. 
LUK.12.52	Mügar tugu kuri tugu, mogoi gin gürena gamnab taba tugu fata gürena gam bürediba, bana nini gin aküresari pitaigeregegin. Küide aküre gam karaugeregegin, akürede küi gam karaugeregegin. 
LUK.12.53	Pitaigeregegin, emede nugeab nono küre karaugeregeaga, bangar nonode eme küre karaugeregeaga. Bana anade mege küre karaugeregeaga, bangar megede anaküre karaugeregeaga. Fere güreb anade fere babab fiaküre karaugeregeaga, bangar finegede kabüb anaküre karaugeregeaga.”
LUK.12.54	Jisasde ferefinabur epüra fananam menüm wangeaga, “Ninag sida kanegiyau fiou korowar kegeudiba, ninag pirikanana wagfaigenan, ‘Yag ogurebüregeaga.’ Bangar kürünana yag ogurafaigeaga. 
LUK.12.55	Ninag sautüb kübür sogi siradar kegeudiba, wagfaigenan, ‘Mügar sida füg büreregeaga.’ Bangar kürüna sida füg bürfaigeaga. 
LUK.12.56	Nini kioutuka fere simai, nini daba daba kübüdim gam tugu magadi gam tugu tataigafaigeaga baba idadau nanafaigenan. Bangeagako, am dabaure, nini mügar meme sese gam daba daba tataigeaga baba nanafaigegi kabia sibamgarge?”
LUK.12.57	Jisas namana menüm wageaga, “Be ninag am dabaure idadau ututun nama degi kene, am kabia nama nama baba namade kogi baba nanafaigarge? 
LUK.12.58	Na fere güre nag dora gam diferebüregeaga, baba fere küre urigüdi kümünadiba, ninagküre erekobo gam kümünad kümünadiba, nuküre fanam dora idaure. Banaka burunüdi jas gam kümünar, jasüde mamüb kube gam difürünar, mamüde igainüdi kakia fata gam iruwabereregeaga babaure. 
LUK.12.59	Ye wanün, na kakia fata gam bürübenana, kegeam uruagen baba, na gürenakuti murugafotuabie, euneregen.”
LUK.13.1	Jisas dora pitaifotuwarbere, fere gürekoide, Galili distriküb ferewarure Jisas gam dora mangen. Pailatüde nugeab maraipapawar wanügar, ferewar Keriabure bai feren baba sese gam, kiasorungen baba dora mangen. Bangar kagi ninib dür bai feregib kagi kekia edogeaga. 
LUK.13.2	Bangar Jisasde menüm wangeaga, “Nini aranüm utungenan, Galili distriküb ferewar, kugumgen baba, menmen ninibüde Galili gürekoib menmen emegerüngeagade? Bangar baba daba kogi baba, ferewar gam taideaga babab ginimde, io? 
LUK.13.3	Kürüna kene. Ye wangün, nini kob piruwargegarba, kabia babanüm gürena ninag gürenakuti gam taideregeaga. 
LUK.13.4	Bana ferewar gürena bede fogo düm egime Jerusalemüb fib fanam Siloam gen bag kekia fata baba pokudi korotaungar kugumgen baba, nini aranüm utungenan, ferewar fata pokudi korotaungeaga baba ferewarüngab menmende ferewar gürekoi Jerusalem büren babawarüngab menmen emegerweagade, io?
LUK.13.5	Kürüna kene. Ye wangün, nini kob piruwargegarba, kabia babanüm gürena ninag gürenakuti gam taideregeaga.”
LUK.13.7	Babaure, küm gamnab sarua fere menüm waweaga, ‘Edün. Kurab magi fitawebüre au meme gam kümdan küi oguran, bangeagako, magi ferarge. Babaure, na au meme katafotuwe. Amure kübüdimüb kidam uguna kenegafotuweaga.’ 
LUK.13.8	Bangar sarua ferede dora nub menüm toweaga, ‘Eregeam, uruab kümdan gürena meme fanam bururarie. Bara gam kübüdim pusudi bulmakaub sib difereregün. 
LUK.13.9	Kümdan güre baba gam nama ferebeagadag. Kene garba, bana katafotuwe.’”
LUK.13.10	Israelüngab Dü Kaberegi gam, Jisasde kunube fata güre gam, ferefinabur dora sarigabürüngeaga. 
LUK.13.11	Baba gam, finege güre büreaga, etob kogi güre nu gam büreaga. Bangar baba etob kogide subo duwar, kümdan 18 büreaga. Babaure, finege babab gom dagar kuarigeaga, bangar idadau bibowegi dirugweaga. 
LUK.13.12	Jisasde finege baba kegeudi, yagwar oguradi, menüm waweaga, “Finege, ye nab subo namabürün.” 
LUK.13.13	Bangüdi finege baba kekia kube diferar, finege baba pirikanana idadau biboweaga, bangar Keriabüb yanim siradgabereaga. 
LUK.13.14	Bangeagako, kunube fatab taba fere nu, Jisasde finege baba Dü Kaberegi gam namabereaga babaure Jisasure magiraweaga. Bangar taba ferede ferefinabur menüm wangeaga, “Fünaiwegi dü kubete tugu. Nini ferede ninagüngab subo namabürügebüre güdiba, fünaiwegi dü gam ogurane. Banaka Dü Kaberegi gam subo ninagüngab namabürügebüre, fere güre totouagana.” 
LUK.13.15	Bana Erekokaide taba fereb dora menüm toweaga, “Nini kioutuka ferewar. Dora ninib tugu kabia ninib tugu gürenage. Dü kaberegi gam, ninag gürenakuti bulmakaub fata gam kümünadi, bulmakau toi tugu donki toi ninagüngab subaifotugafaigüdi, yag nebüre igaingüdi kümünafaigenan. 
LUK.13.16	Bangeagako, finege meme, nu Abrahamüb matanab. Bangar Satande kümdan 18 wartawar büreaga. Bana aranüm? Ye baba dabade finege meme wartaweaga baba namaburuwebüre, Dü Kaberegi gam geregürgede, io?” 
LUK.13.17	Banüm wagar, nugeab karauiabmana kürüna maiagen. Bangar ferefinabur gürenakuti, baba kabia nama nama gürenakuti geaga babaure ebebearwegin.
LUK.13.18	Jisasde namana menüm wageaga, “Keriabüb Koroba am daba sibe? Komina dora aranüm güi? 
LUK.13.19	Nu sau mastet gen babab magi sibe. Fere gürede mastetüb magi düdi nugeab küm gam oreaga. Bangar kuri mastet baba au sibe erekokaigar, ai toide ogura nub kube gagam deab feren.”
LUK.13.20	Bangar Jisasde namana menüm wageaga, “Keriabüb Korobaure komina dora aranüm güi? 
LUK.13.21	Nu yis sibe. Finege gürede plaua far güre wagwagwafotudi yis baba düdi plaua tugu pirparweaga. Bangar kuri baba plaua gürenakuti dündünweaga.”
LUK.13.22	Jisas Jerusalemüb erekoboyau kümünad kümünadi, fib ere ere gagam tugu fib gagam tugu kümünadi ferefinabur dora sarigabürüngeaga. 
LUK.13.23	Bangar fere gürede menüm waweaga, “Erekokai, Keriab fere gürena gürena maig igaingebeaga dag?” Bangar Jisasde menüm wangeaga, 
LUK.13.24	“Nini kudumege fanam gam iruwebüre, sogi ken biane. Ye wangün, fere epüra iruwebüregenko, dirugungeaga. 
LUK.13.25	Kuri fata eme siradüdi, fub fürtauweregeaga. Bangar nini ogura obugo biboudi fub poroudi menüm yogeregenan, ‘Erekokai, fub taibürüsige.’ Bangar nini gam dora menüm toweregeaga, ‘Ye nini sibamgürge, nini aragüb.’ 
LUK.13.26	Bangar ninagüde menüm waweregenan, ‘Sini na keab daba tugu yag tugu nenanwaib. Bangüdi nag sinib erekobo gam biboudi sarigabürüsigün.’ 
LUK.13.27	Bangeagako, menüm wangeregeaga, ‘Ye nini sibamgürge, nini aragüb. Nini kabia kogi gügab ferewar, nini gürenakuti ye gam segane.’ 
LUK.13.28	Nini Abraham tugu Aisak tugu Jekop tugu kegengeregenan, baba tugu kiari ferewar gürenakuti Keriabüb Koroba gam büren babawar tugu. Bangeagako, Ninagba, kudengedi obugo büreregenan. Bangar ninag mürüdi maga gürtata büreregenan. 
LUK.13.29	Bangar ferefinabur kantri toi sida mowegiyau, sida kanegiyau, notyau, sautyau tugu, nugengab fib ebgagaiudi, oguradi, Keriabüb Koroba gam daba nebüre gotogeregen. 
LUK.13.30	Bana edane. Fere gürekoi mügar kürüna kuri büren baba, nini keseweregen. Fere gürekoi mügar nini kesewen baba, nini kürüna kuri büreregen.”
LUK.13.31	Baba sese gamnana Farisi gürekoi oguradi, Jisas menüm wawen, “Na fib meme ebgadibe gürekum kümüne, amure, Herotüde norfotuwebüregeaga.” 
LUK.13.32	Bangar Jisasde menüm wangeaga, “Nini kümüna dugumob mam kogi baba menüm wawane, ‘Mügar kiarige etob kogi toi difotugüdi subo ferewar namabürügere. Dü küi gam ba igeab fünai kenegafotuweregün.’ 
LUK.13.33	Bangeagako, mügar, kiarige, ba kiarige, ye urigüdi kümüneregün. Amure, kiari fere fib güre gam bürarbere, orfotuebena. Kene. Jerusalem gam gürena orfotuweregen.
LUK.13.35	Edane. Mügar fib ninib koigüdi uguna büreregeaga. Ye wagün, nini kegeieregarge. Nini ara kegeiegi sese gam menüm wageregenan, ‘Keriab fere meme gam nama geregeaga. Kümüna kümüna Erekokaib yanim gamde ogureregeaga baba sese gamie maig,’ kegeieregenan.”
LUK.14.2	Bangar fere güre mube nub adagabereaga baba, nu Jisas iroto büreaga. 
LUK.14.3	Jisas fere baba kegeabürüdi, kabiab sibam ferewarie Farisiwar keab menüm totongeaga, “Dü kaberegi gam subo ferewar ida idangübüde kenedag?” 
LUK.14.4	Bangeagako, nini sube gütudi dora maig towedige. Bangar fere baba igaiudi, namabürüdi uruwar kümüneaga. 
LUK.14.5	Bangafotudi menüm wangeaga, “Ninag kodigo Dü Kaberegi gam fere güreb nonode bulmakau dag yag ubroime kanarba, nonode bulmakau baba pirikanana buruwar mouebeagade kene?” 
LUK.14.6	Bangar nini dora baba maig towegi dirugungeaga.
LUK.14.8	“Fere gürede finege degib kobe erekokai gam yagünar na kümünadiba, kur agferegi baba gam gotogegena, güregüdi kur baba fere güre yanim ere tugu, nab yanim emegerwegib uruagedi büreregeaga. 
LUK.14.9	Bangar kuri fere yagüneaga baba fere de, oguradi menüm waneregeaga, ‘Na kur agferegi meme, fere meme duwe.’ Bangar nagna maiagüdi kümüna kürüna kuri gotogeregün. 
LUK.14.10	Babaure, na fere gürede dabaure yagunar kümünadiba, na kürüna kuri gotoge. Bangabba, fere yagüneaga babade oguradi waneregeaga, ‘Mai, na ogura kur agferegi meme gam gotoge.’ Nu bangarba, ferewar nag keab daba nen babawarüngab ege gam, nag yanim erekokai deregün. 
LUK.14.11	Fere nugede nugeab yanim siradgabereaga baba, Keriabüde nub yanim obgogabereregeaga, bangeagako fere nugeab yanim obgogabereaga baba, Keriabüde nub yanim kekia asau siradgabereregeaga.”
LUK.14.12	Jisasde, fere nuge yaguwar daba negi gam ogureaga baba fere, menüm waweaga, “Na daba güre kobegüdiba, nagüb fib gamnab büreanmana, awanmana, mabünmana, ginianmana tugu nagüb fib büreanmana tugu kegeam ere ere tutug baba yagüngegena. Kuri nag tugu yagnedi kümüna fata ninib gam daba nüduen banai. Bangüdi daba nag gam maig toweregegin. 
LUK.14.13	Baba kene. Na daba erekokai kobegüdiba, bana kororab ferewar, mube koigegi ferewar, tugu kebe kogi, ege kumkumwar yagünge. 
LUK.14.14	Fere babanümwar, nini daba nag gam maig toweregedige. Bangar nag ebebearweregün, amure, kuri surur ferewar ferefib gam siradegi sese gam, Keriabüdeie nag gam daba baba maig toweregeaga.”
LUK.14.16	Bangeagako, Jisasde menüm waweaga, “Fere güre kobe erekokai kobegebürewadi, fere epürafanam yagüngar baba kobe gam ogurebüreba. 
LUK.14.17	Bana nuge kobe baba kobegegi dü uruageaga gam, nugeab sarua mogoi wawar, ferewar nuge egime yagüngeaga babawar gam kümünebüregüdi waweaga. Bangüdi sarua mogoide menüm wangeregeaga, ‘Nini ogurane. Daba daba gürenakuti dugutuafotuweaga.’ 
LUK.14.18	Bangeagako, baba ferewar wagen, ‘Kümüneregüdarge.’ Fere gürede wageaga, ‘Ye küm güre murugafotun, babaure kümüna kegeweregün. Kororab tugu, ogureregürge.’ 
LUK.14.19	Bangar gürede wageaga, ‘Kororab tugu, ogureregürge. Ye saruagegib bulmakau fogo tugu murgun. Babaure kümüna sarua dünügaurebüregün.’
LUK.14.20	Bangar gürede wageaga, ‘Ye müganana meme finege dün. Babaure ogureregürge.’
LUK.14.21	“Bana, sarua mogoi baba baba dora edüdi nugeab eregeam gam maigeaga. Eregeam baba baba dora edüdi magirawar, nugeab sarua mogoi menüm waweaga, ‘Na fib ere babab erekobo ere ere gürenakuti gam tugu erekobo fanam fanam gürenakuti gam tugu kümünagere. Bangüdi kororab ferewar tugu, fere mube kogkogiwar tugu, ege kumkum, kebe kogkogi ferewar tugu, igaingüdi igeab fata gam ogura iruwane.’
LUK.14.22	“Bana sarua mogoi bangafotudi wageaga, ‘Eregeam, nag wagün sibe güfotunko, fata gobarge.’ 
LUK.14.23	Bangar eregeamde sarua mogoi menüm waweaga, ‘Na fib ere ebgadibe, erekobo ere ere gürenakuti gam tugu küm toib güb kureb tugu daidaiwe. Bangüdi ferefinabur kirarüngüdiba, sogsogi wangab yeb daba gam ogureregegin. Ye fata gobebürewadigün. 
LUK.14.24	Ye wangün, baba ferewar egime yagüngün baba, nini gürenakuti yeb daba makita fanam neregedige.’”
LUK.14.25	Ferefinabur gin ere Jisas daiwen, bangar piruaboudi menüm wangeaga, 
LUK.14.26	“Fere ye gam ogurebüreba, nugeab eme ana, fia mogoi toi tugu mebemana ugemana tugu nugeab gotogegure tugu kob kumudi, yeure kob kumarge baba, nu yeb daidaigegi büreregarge. 
LUK.14.27	Fere nugeab au fabgegi ara kemeidi daiarge baba, nu yeb daidaigegi büreregarge.
LUK.14.28	“Ninag gam güre, kekia fata idawar ferewar baba fata gam bürüdi nugeab daba daba taugegib fata idawebüregüdiba, bana baba fata idawegib mur agandag baba, gotogüdi utun kese deregeaga. Kegeam nugeab baba, fata kenegafotuebeagade kene baba sibamgebüre. 
LUK.14.29	Nu baba kese bangarge baba, bana simen kese difürüdi fata baba kenegafotuwargegarba, fere gürenakuti kegeudi makirkirweregegin. 
LUK.14.30	Menüm wageregen, ‘Baba fere fata baba tuabereagako, kenegafotuwarge.’
LUK.14.31	“Bana erekokayau güre kümüna erekokayau güre küre waragebüreba, gotogüdi idadau ututungafotudie kümüneregeaga. Nuge 10 tausen maraipapa banüm tugu, erekokayau güre baba nu tugu 20 tausen maraipapa banüm tugu dag ogurebeaga. Babaure nu sibamgafotudie, erekokayau güre babab maraipapawar keab waragüdi kenegafotueben de kene dag baba sibamgebüregeaga. 
LUK.14.32	Bana nu utungar towargegarba, karauiab kütünba bürarberenana, marai kumafotuwebüre fere sugurungar karauiab waurebüre kümüneregen.
LUK.14.35	Sigai babanüm baba, küm gam daba saguwar fouweregarge. Baba tugu, bulmakaub sib tugu turudi küm gam difereregüdige. Kene. Sige uguna difotugafaigenan. Fere kagub tugu garba dora meme ederegeaga.”
LUK.15.2	Bangar Farisiwarie kabiab sibam ferewar keab Jisasure yadigüdi menüm wagen, “Baba fere nu menmen gügab ferewar keab kadkadgüdi nini keab daba nüfaigeaga.”
LUK.15.3	Bangar Jisasde komina dora meme dünügeaga, 
LUK.15.4	“Bana ninag gam güre 100 sipsip tugu bürarbere sipsip güre iwagarba, 99 sipsip baba gürenakum sapagar daba nüdi büreregen. Bangüdi sipsip gürenakuana baba fitaudi kümüna kaiudie. 
LUK.15.5	Sipsip baba kaiuabürüdiba, ebebearudi kemeidi fogob nugeab gam kinmegabürüdi maig fibigo ogureregeaga. 
LUK.15.6	Bana fata nugeab gam taidüdiba, büreabmanaie, fib büreabmana tugu yagüngar ogura guruweregen. Bangar wangeregeaga, ‘Nini ye keab ebebearwane! Yeb sipsip güre iwageaganwaib, maig fitaudi dün!’” 
LUK.15.7	Bangar Jisasde menüm wageaga, “Ye wangün, fere güre menmen gügab kob piruwar, ebebear babanüm gürena, fib nama gam taidügafaigeaga. Ferewar 99 baba, nini surur büren baba nini kob piruwegi fünai kene. Bangeagako, menmen gügab fere güre kob piruwarba, dora dugurewegiwarüngab ebebear baba kürüna erekokai, nini namana namana ebebearuafaigen.”
LUK.15.8	Bangar Jisasde namana menüm wageaga, “Be finege güre kegeam gürena mor tugu, bangarbere kegeam magi aigo tugu güre fata gam iwagarba, arangebeaga? Nan furudi fata gam ina gasaudi idadau agügeregeaga. Bangüdi fitaudi kümüna nugeab kegeam baba kaiuweregeaga. 
LUK.15.9	Bana kegeam nugeab kaiudi düdiba, büreabmanaie fib büreabmana keab yagüngar ogura guruweregen. Bangar wangeregeaga, ‘Nini ye keab ebebearwane! Yeb kegeam magi güre kenegeaganwaib maig fitaudi dün!’” 
LUK.15.10	Bangar Jisasde menüm wageaga, “Ye wangün, menmen gügab fere güre kob piruwar, ebebear babanüm gürena Keriabüb dora dugurewegiwar kodigo taidügafaigeaga.”
LUK.15.11	Bangar Jisasde namana menüm wageaga, “Fere güre nu nono aküre tugu. 
LUK.15.12	Bangar nono fanam babade eme menüm waweaga, ‘Emüga, nag daba daba awai küre gam kabataudi sigebüregün baba, yeb baba mügar sie.’ Bana emnüg nugeab daba daba gürenakuti aküresari kabatageaga. 
LUK.15.13	Nono fanam baba, ere batamge nuge daba daba tobgüdi fere gagam sugurweaga. Bangüdi kegeam düdi, fib güre kütünba kümüna büreaga. Nu kümüna baba fib gam bürüdi fido kabia epürafanam geaga. Bangar kegeam nugeab gürenakuti kenegeaga. 
LUK.15.14	Bana kegeam kenegeaga sese gam, baba fib gam oguno sese taideaga. Baba sese gam, nub daba daba gürenakuti kenegeaga. 
LUK.15.15	Bangarbere kümüna baba fib gamnab fere güre gam fünai deaga. Bangar baba ferede nugeab dawai taugebüre, dawai güb gam sugurwar kümüneaga. 
LUK.15.16	Dawai toi omai sige sige negin baba kegengabürüdi, nuge tugu ogunoweaga. Bangeagako, baba sese gam, fere gürede daba duwarge. Bangar omai sige sige gürekoi kiregüdi nebüregeaga.
LUK.15.17	“Bana mügar ututun nama düdi, wageaga, ‘Emügab sarua mogoi gürenakuti nini daba epürage tugu. Bangeagako, ye meag bürün baba oguno kogigiaga. 
LUK.15.18	Bagena, ye maig siradüdi igeab emüga gam kümünere. Bangüdi menüm wawere, “Emüga, ye Keriab gam tugu na gam tugu menmengün. 
LUK.15.19	Mügar ye fere namagar, nagüb nono güdi yanbayeregabge. Ye ebgaiadab nagüb sarua mogoi güre sibe büreregün.”’ 
LUK.15.20	Bana siradüdi eme gam kümüneaga.
LUK.15.20	“Nu kütüba bürarberenana, emede kegewarbere ogureaga. Bangar emeb kob, nonoure kürüna kororabweaga. Bangar emede gururudi kümüna nono kobagüdi, nurdokweaga. 
LUK.15.21	Bangar nonode menüm waweaga, ‘Emüga, ye Keriab gam tugu na gam tugu menmengün. Mügar ye fere namagar, nagüb nono güdi yanbayeregabge.’ 
LUK.15.22	Bangeagako, emede nugeab sarua mogoi toi yagüngar oguredi menüm wangeaga, ‘Nini igeab karün namafanam kuab baba düdi ogura pirika enburuwane. Bangüdi kube magi gam saia güre difürüwane. Bangüdi kebe gam tugu kebe sagwegi enburuwane. 
LUK.15.23	Bangübenar kümüna bulmakau fara adagegi baba dubenar orane. Bangar kobe nüdi ebebearwegi. 
LUK.15.24	Amure, yeb nono meme nu kumeagagünko, mügar nu maig gotogegi deaga. Nu iwageagako, maig igaiwenan.’ Bana kobe erekokai kobegüdi ebebearua büren.
LUK.15.25	“Bana baba sese gam, nono keman baba, nu küm gam büreaga. Kuri maigüdi fata iroto oguradiba, ferefinabur garabina epüraudi meruwen baba edeaga. 
LUK.15.26	Bangar sarua mogoi güre yagudi menüm totoweaga, baba ‘Amdagegin?’ 
LUK.15.27	Bangar sarua mogoide waweaga, ‘Mabün nagüb manage maig ogura taideaga. Bangar emünde bulmakau fara adagegi baba oreaga, amure, emün kegeweaga baba, mabün nagüb nama fanam bürüdi ogura maig taideaga babaure ebebearweaga.’ 
LUK.15.28	Nono keman dora baba edüdi, magirawar fata gam iruwegi uruweaga. Bana eme obugo füraboudi, magira nub kumafotuwebürewadi, dora nama duweaga. 
LUK.15.29	Bangeagako, emeb dora menüm toweaga, ‘Aranüm? Ye uguna sarua mogoi sibe, sarua nab kümdan epürafanam dürge. Bangüdi dora nab büraifaigurge. Baba, gürenabede fanam güre meme sogub fanamere güre siab igeab büreyaimana keab ebebearurge. Kürüna kene. 
LUK.15.30	Bangeagako, nono nagüb meme, nagüb daba daba gürenakuti erekobo gamnab finabur gam kenegafotuweaga. Bangafotudi, mügar maig ogurar, nag ebebearuabürüwebürewadi bulmakau fara adagegi baba orun.’
LUK.15.31	“Bangar emede menüm waweaga, ‘Nono, na bata bata ige küre burfaigün, babaure yeb daba daba gürenakuti baba, nab. 
LUK.15.32	Bangeagako, mügar sige ebebearwegi, bangar kob sigeab namauo, amure, mabün kumeagagünko, mügar maig gotogegi deaga. Iwageagako, mügar sigede maig igaiwenan.’”
LUK.16.1	Jisasde nugeab daidaigegi simai menüm wangeaga, “Kegeam fere güreb taugegi güre büreaga. Bangar fere gürekoide, kegeam fere baba gam oguradi, taugegi gam dora menüm oren, ‘Taugegi nagüb baba, nagüb daba daba uguna kenegafotuweaga.’ 
LUK.16.2	Bangarbere kegeam ferede, taugegi yaguwar ogurar waweaga, ‘Nab kabiab dora edün baba aranüm? Na kümüna yeb daba daba nagüb kube gam büreaga babab doraman feie. Na kürüna taugegi büreregabge.’
LUK.16.3	“Bana baba taugegi nugede, nuge menüm waweaga, ‘Mügar arangüi? Eregeam taugegi fünai ye gam düfotuwebüregeaga. Ye ugu fere taidüdi, fere güre gam kübüdim pusuwegi fünai degi sogi kene. Bangar fere gürekoi kegeam siebüre wangegi tugu maiagün. 
LUK.16.4	Bangeagako, mügar ye daba gegi sibamgün, eregeamde taugegi fünai gam kudeiarba, ferewar nurto tutug baba, kim igaidi nugengab fata gam kümüneregen. Bangar ige sagiebüregüdi nini gam kabia nama nama geregün.’ 
LUK.16.5	Babaure, fere gürena gürena nugeab eregeam gam nurto tutug baba, yagüngar nuge gam oguren. Fere gürekese taidar, taugegide totoweaga, ‘Na yeb eregeam gam nurto agan dün?’ 
LUK.16.6	Bangar wageaga, ‘Ye 100 wel kiag dün.’ Bangar taugegide waweaga, ‘Na budi faga nagüb nurto feienwaib baba de, bangüdi nurto 100 wel kiag baba ebgadibenau pirika gotogaboudi 50 gürena feibere.’ 
LUK.16.7	Kuri fere güre taidar, taugegide totoweaga, ‘Nab nurto agan?’ Bangar wageaga, ‘Ye 100 wit far dün.’ Bangar taugegide waweaga, ‘Na budi faga nagüb nurto feienwaib baba de, bangüdi nurto 100 wit far baba ebgadibenau pirika gotogaboudi 80 gürena feibere.’
LUK.16.11	Nini meme kübüdim gamnab kegeam kogi, idadau taugafaigargegarba, wonide kainana daba taugegi ninag dünügebeaga? 
LUK.16.12	Be ninag fere güreb daba daba idadau taugargegarba, wonide ninagüb daba daba dünügebeaga?
LUK.16.14	Farisiwar nini kegeamure güfaigegin, babaure, dora Jisasde dorageaga baba dora gürenakuti edüdi makirkir dora duen. 
LUK.16.15	Bangeagako, menüm wangeaga, “Ninag Farisiwar ferewarde menüm wangebüregüdi utun düfaigenan, baba Farisiwar nini surur kabia gürena güfaigen. Bangeagako, daba daba ninagüngab sibim gam iwagüdi büreaga baba, Keriab nu sibam. Daba fereb utunde namageaga baba daba, Keriabüb ege gam kürüna kogi.
LUK.16.19	Jisasde namana menüm wageaga, “Egime kegeam fere güre büreaga, nu karün maur nama nama enüdie, baba kekia karün ebeab kuab baba, enfaigegi bata. Bangüdi dü itut nu daba nama nama nüfaigeaga. 
LUK.16.20+LUK.16.21	Kegeam fere babab fata kudumege iroto, kogiwab fere güre kinbürfaigeaga. Kogiwab fere babab yanim Lasarus, nu kegeam fere babab kur gadi gam daba makita musuafaigeaga baba düdi nebürewadi utungafaigeaga. Nub mube gam ed gin gin kakagiuaboudi büreaga, bangar mamüde ogura nugengab saguib sige edi nub beraberafaigen.
LUK.16.22	“Kuri kogiwab fere baba kumar, Keriabüb dora dugurewegiwarde kemeidi kümüna Abraham keab diferedi büreaga. Kegeam fere baba tugu kumar ub kurberen. 
LUK.16.23	Nu fere kumfotuwenwaib fib gam darab erekokai tugu büreaga. Nu kekia agügüdi, Abraham kegeweaga baba, kütüb asau büreaga, Lasarus tugu nu keab büreaga. 
LUK.16.24	Bana kegeam fere baba menüm yogeaga, ‘Emüga Abraham, na yeure kororabge, bangüdi, Lasarus wawab nugeab kube magi gamde yag fanam düdi ogura yeb saguib gam diferar fanam nargeregeaga. Ye keb meme gam bürüdi darab gugub dün.’
LUK.16.26	Baba tugu, daba güre, sin tugu ninag tugu kodigo, Keriabüde yagbara güre erekokai difereaga. Babaure, fere meag büren baba, yagbara baba bugataiudi nin gam kümünegi baba, dirugungeaga. Baba tugu, fere bag büren baba, yagbara bugataiudi sin gam oguregi dirugungeaga.’
LUK.16.27	“Bangar kegeam ferede wageaga, ‘Bana bangarba emüga, ye totonün, Lasarus suguruab igeab emügab fata gam kümünebeagade? 
LUK.16.28	Ye mabamana taba tugu büren, babaure, Lasarus wawab kümüna dora sogsogi dünügar kabia nugengab idabürügo, banaka nini tugu darab erekokai degib fib gam meag oguraduen, babaure.’ 
LUK.16.29	Bangeagako, Abrahamde wageaga, ‘Mosesüb dora tugu kiari ferewarüngab dora tugu büreaga, baba gam kim kagub difereregen.’ 
LUK.16.30	Bangar kegeam ferede wageaga, ‘Emüga Abraham, kene. Baba towarge. Bangeagako, fere güre kumeaganwaib ferefib gamde siradüdi nini gam kümünarba kob piruweregen.’
LUK.17.2	Kegenam güre erekokai saka nagüb barub wartaudi masyag nigumo fotuwediba, baba kogi. Baba sibenana, na mogoi fara güre namana kabia kogi güre abatarudiba, baba kürüna kogi. 
LUK.17.3	Babaure nini ninagure idadau taugane.
LUK.17.3	“Awan ede mabün nagüb menmen garba, wawab kabia nugeab baba idabero. Kob piruwarba, menmen nub unaige. 
LUK.17.4	Be dü gürena baba gamnana fere güre ogura nag gam menmengafotudiba, wageregeaga, yeure kororabgüdi yeb menmen unaigegarba, bana menmen nub unaige. Maig aküre bede ogura nag gam menmengafotudiba, wageregeaga, yeure kororabgüdi yeb menmen unaigegarba, bana menmen nub unaige. Maig küi bede ogura nag gam menmengafotudiba, wageregeaga, yeure kororabgüdi yeb menmen unaigegarba, bana menmen nub unaige. Banüm gürena kümüna nonob tugu bede taideregeaga.”
LUK.17.6	Bangar Erekokaide menüm wangeaga, “Kob kainana ninib fanamere sau mastet gen babab magi sibeko, nini au wawegi toweregeaga, ‘Na nagüb ginim toi sidiragubenau kümüna masyag nigumo biboudi büregarba,’ au baba ninagüb sube daiweregeaga.”
LUK.17.7	Jisasde namana menüm wageaga, “Ninag kodigo fere gürede sarua mogoi kümüna küm gam kübüdim pusuwebürede, sipsip toi taugebüre wawarba, bana baba sarua mogoi saruagafotudi maig fata gam ogurarba, nugeab eregeamde menüm wawebeagadag, ‘Na pirika ogura gotogüdi daba ne gebeagade’? 
LUK.17.8	Kenenai. Eregeamde sarua mogoi menüm waweregeaga, ‘Na yeb daba ekotagübenau ude dagübe yeb daba ordüdi ogura sie. Ye kese daba tugu yag tugu nürie, bana na kurie daba tugu yag tugu ne.’ 
LUK.17.9	Be eregeamde sarua mogoi baba, sube daidaiweaga babaure esegebeagadag? Kenenai. 
LUK.17.10	Babaure ninag tugu, daba daba gürenakuti Keriabüde wangeaga baba sibenana güfotudiba, bana menüm wagane, ‘Sin eregeamde fünai sigeaga babaure ena sube daidaiwenan. Sin yanim debüre fünaiudarge.’”
LUK.17.12	Fib güre gam taidar, fere fogo tugu lepra subo tutugu ogura erekobo gam kaiwen. Nini kütübana bibowen, 
LUK.17.13	bangüdi erenana menüm yogen, “Jisas, eregeam, na sinure kororabge.” 
LUK.17.14	Jisasde kegengüdi, menüm wangeaga, “Nini kümüna mube ninagüngab Keriabüb kobegegi ferewar abatarüngane.” Bana kümünedi mube nugengab urun taideaga. 
LUK.17.15	Nin kodigo fere güre kegeweaga baba, nugeab mube maig namaweaga baba kegeudi maigeaga. Nu igyogüdi, Keriabüb yanim siradgabereaga. 
