MAT.1.1	Иисус Христостыҥ ада-ӧбӧкӧлӧри. Ол Давид ле Авраамныҥ калдыгы.
MAT.7.23	Ол тушта Мен олорго јарлаарым: «Мен слерди качан да билбес болгом. Менеҥ кеде тайылыгар, јаман кылынып јӱргендер!»
MAT.7.24	Анайдарда, Мениҥ бу сӧзимди угуп, оны бӱдӱрип јӱрген кижини керсӱ кижиге тӱҥдеп айдайын. Ол туразын таш ӱстине туткан. 
MAT.7.25	Јаҥмыр јаап, суулар јаанап, салкын согуп, байагы турага табарарда, ол, таштыҥ ӱстине тӧзӧлгӧн болуп, аҥтарылбаган. 
MAT.7.26	Бу сӧзимди угуп, оны бӱдӱрбей турган кижини керсӱ эмес кижиге тӱҥейлеп айдайын. Ол туразын кумакка туткан. 
MAT.7.27	Јаҥмыр јаап, суулар јаанап, салкын согуп, байагы турага табарарда, ол аҥтарыла берген, оныҥ аҥтарылганы коркышту болгон.
MAT.7.28	Иисус айдып божоордо, улус Оныҥ ӱредӱзин кайкап турды, 
MAT.7.29	нениҥ учун дезе олорды бичикчилер ле фарисейлер чилеп эмес, бойында јаҥ бар кижи чилеп ӱреткен.
MAT.8.1	Иисус кырдаҥ тӱжӱп келерде, Оны ээчий кӧп улус барды. 
MAT.8.2	Је бат, капкаш балулу
MAT.8.2	– Кайракан, мени арутайын дезеҥ, арутап ийериҥ.
MAT.8.3	Иисус колын сунуп, ого тийип, айтты:
MAT.8.3	– Арутайын, ару бол.
MAT.8.3	Бу ла тарый ол капкаш балудаҥ аруталды.
MAT.8.4	Иисус ого айтты:
MAT.8.4	– Калак, кижиге неме айтпа. Је барып, абыска кӧрӱн, Моисейдиҥ јакарганыла тайылга эт, улуска кере болзын.
MAT.8.5	Иисус Капернаумга кирерде, јӱс јуучылдыҥ јааны Ого базып келеле, сурап, айтты:
MAT.8.6	– Кайракан! Айлымда јалчым курулып калган коркышту шыралап јадыры.
MAT.8.7	– Мен барып, оны јазайын – деп, Иисус ого айтты.
MAT.8.8	Јӱс јуучылдыҥ јааны дезе каруу јандырды:
MAT.8.8	– Кайракан! Сени айлыма кийдирерге турбас кижи эдим. Бир ле сӧс айт, јалчым јазылар. 
MAT.8.9	Бажым билер бийлӱ де болзом, башкарып турган черӱчилдерим бар. Кажы бирӱзин «бар» дезем, барат, бирӱзин «кел» дезем, келет; јалчымды «мыны эт» дезем, эдет.
MAT.8.10	Мыны угала, Иисус кайкады, кийнинде келип јаткан улуска айтты:
MAT.8.10	– Чынын айдадым слерге: мынайда бӱдӱп турганды Израильдеҥ де таппадым. 
MAT.8.11	Айдып турум слерге: кӱнчыгыштаҥ ла кӱнбадыштаҥ кӧп улус келип, Авраамла, Исаакла, Иаковло кожо Теҥеридеги Каандыкта кыйын отурып алар. 
MAT.8.12	Каандыктыҥ уулдары дезе, тыш караҥуйга чыгара сӱрдӱрер. Анда ый ла тиш кыјырты болор.
MAT.8.13	Оноҥ Иисус јӱс јуучылдыҥ јаанына айтты:
MAT.8.13	– Бар, бӱдӱмјиҥле, сеге болгой.
MAT.8.13	Ол ло тарый јалчы јазыла берди.
MAT.8.14	Иисус Петр-эшке келеле, оныҥ кайын энезиниҥ эди-каны изип-кӱйӱп, оорып јатканын кӧрди. 
MAT.8.15	Оныҥ колына тийерде, ол јазыла берди. Ӧрӧ туруп, олорды кӱндӱледи.
MAT.8.16	Эҥир кирерде, Иисуска ӧзӧк-буурында шилемирлӱ кӧп улусты экелдилер. Ол јелбистерди сӧслӧ чыгарып, ончо јоболдуларды јазып ийди, 
MAT.8.17	Исаия деген јарлыкчы ажыра мынайда айдылганы бӱтсин деп:
MAT.8.18	Кӧп улус Оны айландыра турганын кӧрӧлӧ, Иисус ӱренчиктерине:
MAT.8.18	– Сууныҥ ол јанына кечигер – деди.
MAT.8.19	Ого бир бичикчи базып келеле, айтты:
MAT.8.19	– Ӱредӱчи, Сен кайдаар да барзаҥ, Сениле кожо барарым.
MAT.8.20	Иисус ого айтты:
MAT.8.20	– Тӱлкӱ болзо ичегендӱ, куш болзо уйалу, Кижи Уулыныҥ дезе баш та јӧлӧӧр јери јок.
MAT.8.21	Ӱренчиктердиҥ бирӱзи Ого айтты:
MAT.8.21	– Кайракан, мен озо адамныҥ сӧӧгин јууп саларга барып келейин бе?
MAT.8.22	Је Иисус ого:
MAT.8.22	– Мени ээчий бар – деди. – Ӧлгӧн улус ӧлгӧндӧриниҥ сӧӧгин бойлоры јуузын.
MAT.8.23	Иисус кемеге отурарда, кийнинеҥ ӱренчиктери барып, база отурдылар. 
MAT.8.24	Је бат, олор јӱскилеп барадарда, талай тыҥ чайбалып, толкулар кемеге кирип турды. Иисус дезе уйуктап јаткан. 
MAT.8.25	Ӱренчиктер јууктап келеле, Оны ойгозып, айттылар:
MAT.8.25	– Кайракан, бисти аргадазаҥ! Чӧҥӱп барадырыс!
MAT.8.26	– Не андый коркынчак болдыгар, ас бӱдеечи улус? – дейле, Ол, ӧрӧ туруп, јотконды ла талайды токтозын деп јакарып ийерде, тып-тымык боло берди. 
MAT.8.27	Улус дезе кайкажып, айдыжып турдылар:
MAT.8.27	– Салкын да, талай да Оныҥ сӧзин угуп турарда, бу кем болотон?
MAT.8.28	Иисус талайдыҥ ол јанындагы Гергеса деп ороонго кечип чыгарда, Ого ӧзӧк-буурында шилемирлӱ эки кижи туштады. Олор сӧӧк салган куй-таштаҥ чыгып келгендер. Олордыҥ калју-казырынаҥ улам ол јолло кем де јӱрӱп болбос болгон.
MAT.8.29	Је бат, олор кыйгырыжа бердилер:
MAT.8.29	– Бисти кайдайын деп туруҥ, Кудайдыҥ Уулы? Сен бери ӧй јеткелекте бисти кинчектеерге келгеҥ.
MAT.8.30	Ыраагында јаан ӱӱр чочколор кӱдӱде турган. 
MAT.8.31	Шилемирлер Иисусты сурай бердилер:
MAT.8.31	– Бисти сӱрер болзоҥ, ӱӱрлӱ чочколорго кирерге ий.
MAT.8.32	Иисус:
MAT.8.32	– Барыгар – деди.
MAT.8.32	Олор чыгып, чочколорго барып кирдилер. Је бат, ончо ӱӱр кажаттаҥ талайга калып, чӧҥӱп калды. 
MAT.8.33	Кӱдӱчилер дезе сыр-јӱгӱрӱкле барып, калага келеле, ончозын јарладылар, ӧзӧк-буурында шилемирлӱ улусла не болгонын база айттылар. 
MAT.8.34	Каланыҥ кӧдӱре улузы Иисуска удура чыкты. Оны кӧрӧлӧ, олордыҥ јеринеҥ јӱре берзин деп сурадылар.
MAT.9.1	Иисус кемеге отурып, кечеле, Бойыныҥ калазына једип келди. 
MAT.9.2	Ого курулып калган бир кижини тӧжӧккӧ салганча экелдилер. Иисус олордыҥ бӱдӱп турганын кӧрӧлӧ, курулып калганга айтты:
MAT.9.2	– Јалтанба, балам, кинчектериҥ ташталган.
MAT.9.3	Је бат, бичикчилердиҥ кезиги ичинде айдынды: «Ол Кудайды јамандап јат». 
MAT.9.4	Иисус дезе олордыҥ санаазын билип, айтты:
