MAT.1.1	Gava si o lil katar e vicha e Jesukristoki, vou saia katar e vicha e Davideki ta i e Abraameki. 
MAT.8.2	Ta avilo pasa le iek leproso kai dia changa angla le, ta ppenda leke:
MAT.8.2	—Gazda, te mangea, sai sastare man katar mo nasualipe.
MAT.8.3	O Jesus dodisarda le pe vastea ta ppenda:
MAT.8.3	—Mangau. ¡Sastiu! Ta isto kote achilo chisto katar po nasualipe. 
MAT.8.4	Ondaka o Jesus ppenda leke:
MAT.8.4	—Na ppen nikake so avilape tuia, lla ta sikado e popoke, ta de kurbano pala cho sastipe sar ppenda o Moises te cheren, te sai dikken e popura kai sastilan.
MAT.8.5	Kana o Jesus dia ando Kafernaum, avilo pasa le iek boñiko kai molilape leke. 
MAT.8.6	Ta ppenela:
MAT.8.6	—Gazda, mo esluga si ande postelia po meripe ando cher ta nasti ppirel ta dukkal le but.
MAT.8.7	O Jesus ppenda leke:
MAT.8.7	—Me ka llau ta ka sastarau le. 
MAT.8.8	A o boñiko ppenda leke:
MAT.8.8	—Gazda, ni sem manus lacho te de ande mo cher; samo ppen o alau ta mo esluga ka sastol. 
MAT.8.9	Soke i pe mande gazdarin ta i me gazdariu, ta si tala mo va boñikura, ta ppenau goleke lla, ta vou llal; a ogoleke: aide; ta vou avel. A kana me ppenau me eslugake cher gaia ezgoda, vou cherel la.
MAT.8.10	Kana asunda le o Jesus chudisailo ta ppenda e llenenge kai llana pala lete:
MAT.8.10	—Chachimaia ppenau tumenge ka ni ando Israel ni maladem gia baro pachape sargo gale lleneko. 
MAT.8.11	Ppenau tumenge kai but llene katar o oriente ta katar o oksidente ka besen e Abraamea, e Isaakea ta i e Jakoboia ande charoina e milosoki;
MAT.8.12	a e chave e charoinake ka aven tradine avri ando truñariko; kote ka avel o roipe ta e bari dar.
MAT.8.13	Ondaka o Jesus ppenda e boñikoke:
MAT.8.13	—Llatar, ta gia sar pachaian te cherdol chuke.
MAT.8.13	Ta leko esluga sastilo isto ande gua saiato.
MAT.8.14	O Jesus llelo kai o cher e Pedroko, ta dikkla kai leki sasui saia ande postelia ta ppabola nasualimatar. 
MAT.8.15	Ondaka dodisarda lako va ta sastili; voi ustili, ta radila leke.
MAT.8.16	Kana peli e riat inllarde lete bute llenen kai sea llavoluria ande lende, ta samo e alavea tradia avri e llavolonen ta sastarda sa e nasualen. 
MAT.8.17	Gia cherdilo so ppendaia o porauko Isaias: “Isto vou lia amaro nasualipe ta lia amare dukka.”
MAT.8.18	Kana o Jesus dikkla kai truial letar saia but sueto ppenda te nakken pe o goia rig katar e mora e Galileaki. 
MAT.8.19	Ta avilo pasa le iek kovachi e zakonoko ta ppenda leke:
MAT.8.19	—Kovachi, ka llau pala tu kai go tu llaia.
MAT.8.20	O Jesus ppenda leke:
MAT.8.20	—E lisiche si len kai te gurudon, ta i e chiriklia e milosoke si len kuibura; a o Chavo e manuseko inai le kai te ttovel po soro.
MAT.8.21	Aver katar leke disipulura ppenda leke:
MAT.8.21	—Gazda muk mai anglal te llau te prajou me dade.
MAT.8.22	O Jesus ppenda leke:
MAT.8.22	—Aide pala ma muk e llenen kai si mule te prajon pire mulen.
MAT.8.23	O Jesus likisto ande llimia ta leke disipulura llele pala le. 
MAT.8.24	Ta vazdinaili pe mora iek balau gia bari kai e valura ucharena e llimia; a o Jesus sovela. 
MAT.8.25	Ondaka avile pasa le leke disipulura ta llungade le, ta ppenena:
MAT.8.25	—¡Gazda, braduisar amen, ka tasiva!
MAT.8.26	Vou ppenda lenge:
MAT.8.26	—¿Soke daran manusalen kai si tumen gia cherricha pachape?
MAT.8.26	Ondaka, ustilo ta dia pe balavia ta i pe mora, ta avilape iek baro esmiro. 
MAT.8.27	A e manusa chudinape ta ppenena:
MAT.8.27	—¿Savo manus si gava kai llik e balavia ta i e mora kandel le?
MAT.8.28	Kana avilo pe o goia rig katar e mora kai e ppuv katar e gadarenura, dui llene kai sea ande lende llavolura, likiste katar e limoria ta avile lete. Von sea gia dive kai niko nasti nakkela katar gua drom. 
MAT.8.29	Ta urkina ta ppenena:
MAT.8.29	—¡So si chuke amenchar, Jesus Chavo e Devleko! ¿Avilan kate te pati amen mai oma katar amaro vreme?
MAT.8.30	Kotar dur lendar sea but bale kai jana, 
MAT.8.31	a e llavoluria molisaile leke ta ppenena:
MAT.8.31	—Te ikandan amen katar gala llene, muk amen te da ande gola bale.
MAT.8.32	Vou ppenda lenge:
MAT.8.32	—Llan.
MAT.8.32	Von likiste katar gola llene ta die ande gola bale; ondaka sa gola bale prastie karing e mora katar iek jar, ta sa mule ando pai.
MAT.8.33	E llene kai arakkena e balen nasle, ta kana avile ando foro ppende sa so nakklaia e llenenchar kai saia e llavoluria ande lende. 
MAT.8.34	Ondaka sa o foro llelo kote kai saia o Jesus, ta kana dikkle le molisaile leke te llaltar katar lengi ppuv.
MAT.9.1	Mapalal o Jesus likisto ande llimia, nakklo pe o goia rig katar e mora ta avilo kai po foro. 
MAT.9.2	Kote inllarde lete iekke llene kai nasti ppirela inzardo ande iek postelia; kana dikkla o Jesus lengo pachape, ppenda e bangeke:
MAT.9.2	—Chaurrea, cher chuke zor; cho bilachipe si prostime.
MAT.9.3	Ondaka nesave kovacha e zakonoke mislisaile gia: “Gava lleno kusel e Devle gole alavenchar.” 
MAT.9.4	A o Jesus llangla so mislina, ta puchla len: —¿Soke mislin tumen gia?
MAT.9.4	—¿Soke mislin tumen gia baro bilachipe ande tumaro lio? 
MAT.9.5	¿So si mai lesno, te ppendol: ‘Cho bilachipe si prostime’, o te ppendol: ‘Uste ta ppir’? 
MAT.9.6	Goleke ka sikavau tumenge kai o Chavo e manuseko si le e zor pe ppuv te prostil o bilachipe. Ondaka ppenda e bangeke:
MAT.9.6	—Uste, le chi postelia ta llatar ande cho cher.
MAT.9.7	Ta o lleno kai nasti ppirela ustilo ta llelotar kai po cher. 
MAT.9.8	O sueto chudisailo kana dikkla goia ezgoda ta blagosina e Devle kai diaia gia bari zor e manusen.
MAT.9.9	Kana o Jesus llelotar kotar, dikkla iekke llene kai ikkardola Mateo kai besela po stali, kote kai pochindol e love e ppuviake ta o Jesus ppenda leke:
MAT.9.9	—Aide pala ma.
MAT.9.9	Ondaka o Mateo ustilo ta llelo pala le.
MAT.9.10	Iek llive kai o Jesus saia besindo pe sinia ando cher, ta but publikanura ta bilache llene kai avilea, i von besle pe sinia e Jesusea ta leke disipulonenchar. 
MAT.9.11	Kana dikkle gava e fariseura, puchle e disipulonen:
MAT.9.11	—¿Soke tumaro kovachi jal e publikanonenchar ta i e bilache llenenchar?
MAT.9.12	Kana o Jesus asunda gaia orba, ppenda lenge:
MAT.9.12	—E saste ni trubul len doktori samo e nasualen. 
MAT.9.13	Llan tumen ta sikon so si gala alava: “zalba mangau a na kurbanura,”
MAT.9.14	Ondaka avile kai o Jesus e disipulura katar o Juan kai kristila ta puchle le:
MAT.9.14	—¿Soke amen ta i e fariseura alluni a che disipulura ni cherenle?
MAT.9.15	O Jesus ppenda lenge:
MAT.9.15	—¿Sai aven zalosne e llene kai si ikkarde pe iek biau kana o chavo kai zinilpe si lenchar? A ka avel o llive kana ka len lendar gole kai zinilpe, ondaka von ka allunin.
MAT.9.16	“Niko ni ttovel iek kotor chiti nevo pe iek fistano purano, soke o kotor o nevo chikniol ta chirdel, ta cherel te chindol ios mai but o chiti o purano. 
MAT.9.17	Ta ni ttodol e mol nevi ande morcha purane, soke e morcha pparron ta gia e mol ta e morcha jasaon; Goleke si te ttodol e mol e nevi ande morcha neve.” Ta gia e dui ezgode te achen pe iek ttan.
MAT.9.18	Kana o Jesus ppenela lenge gala orbe, avilo lete iek lleno katar gazda e judionenge ta dia changa angla le, ta ppenda leke:
MAT.9.18	—Mi chorri muli; akana aide ta ttou cho va pe la ta ka zivil.
MAT.9.19	O Jesus ustilo ta llelo pala le pe disipulonenchar. 
MAT.9.20	Ta kana vou llala, iek diskinia nasuali kai peravela rat cherela desudui burs, avili palal pala o Jesus ta dodisarda leko gertachi. 
MAT.9.21	Soke ppenela voi peke: Samo te dodiu leko gertachi ka sastivau. 
MAT.9.22	Ondaka o Jesus boldinailo ta dikkla pe late, ta ppenda lake:
MAT.9.22	—Cher chuke zor chorrie, cho pachape sastarda tut.
MAT.9.22	Ta e diskinia sastili isto ande gua saiato.
MAT.9.23	Kana o Jesus dia ando cher katar o gazda e judionengo, ta kana dikkla golen kai basalena e taturuge ta o sueto kai urkila ta rovena. 
MAT.9.24	Ppenda lenge:
MAT.9.24	—Len tumen katar soke e minoni inai muli, voi sovel.
MAT.9.24	A von marena letar espurnia. 
MAT.9.25	A kana tradie e sueto avri, dia andre ta lia e minona e vastetar ta voi ustili. 
MAT.9.26	Ta lleli gaia viasta pe sa goia ppuv.
MAT.9.27	Kana o Jesus likisto kotar llele pala le dui korre kai urkina ta ppenena leke:
MAT.9.27	—¡Te avel chuke zalba amendar Chavo e Davideko!
MAT.9.28	Kana avilo kai o cher avile pasa le e korre, ta o Jesus pucha len:
MAT.9.28	—¿Tumen pachan kai sai cherau gaia ezgoda?
MAT.9.28	—Von ppende leke: Ea Gazda.
MAT.9.29	Ondaka dodisarda lenge akka ta ppenda:
MAT.9.29	—Gia sar si tumaro pachape, gia te cherdol tumenge.
MAT.9.30	Ta e korre dikkle. A o Jesus ppenda lenge te na llanel le niko. 
MAT.9.31	A von kana likiste kotar ppende saurrenge sa e bare ezgode kai o Jesus cherela.
MAT.9.32	Kana von llanatar, ande kai o Jesus iekke nemave kai saia o llavolo ande lete. 
MAT.9.33	Kana tradia e llavolo letar, o nemao dia orba, a o sueto chudilape ta ppenela:
MAT.9.33	—¡Nikada ni dikklam iek ezgoda sargo gaia ando Israel! 
MAT.9.34	A e fariseura ppenena:
MAT.9.34	—Isto o gazda e llavolonengo diale e zor te chudel avri e llavolonen.
MAT.9.35	O Jesus ppirela sa e forura ta i e forichura minone, ta sikavela ande lenge kkanllira e judionenge, ta dela orba katar e lachi viasta e charoinaki ta sastarela suako nasualipe ta suako duk e foroki. 
MAT.9.36	Kana dikkla kai sea but llene avila leke zao lendar, soke ni saia len niko ta sea rispime sargo e bakre kai inai len chobano.
MAT.9.37	Ondaka ppenda pe disipulonenge:
MAT.9.37	—Chachimaia o lliu si but a cherricha e manusa kai radin.
MAT.9.38	Goleke molintumen e Gazdake te bichalel llenen kai radin te chiden o lliu.
MAT.10.1	Ondaka o Jesus ikkarda pe desuduie disipulonen, ta dia len o gazdaripe te traden e bilache duonen ta i te sastaren suako nasualipe ta suako duk.
MAT.10.2	E anava katar e desudui disipulura si gala: O purvo o Simon, kai ikkarenale o Pedro, ta leko pplal o Andres; o Santiago ta leko pplal o Juan cahurre e Zebedeoke ta leko pplal o Juan; 
MAT.10.3	O Felipe, o Bartolome o Tomas ta o Mateo o publikano, o Santiago chaurro e Alfeoko ta o Tadeo. 
MAT.10.4	O Simon o kananita ta o Judas iskariote, gua kai ppukada e Jesuse.
MAT.10.5	Gale desuduien bichalda o Jesus ta sikada len, ta ppenda lenge:
MAT.10.6	mai sukar llan mai anglal kai e bakre jasarde katar o foro e Israeleko.
MAT.10.7	Ta kana ka llan ppenen lenge gia: E charoina e milosoki avili pase. 
MAT.10.8	Sastaren e nasualen ta i e llenen kai si pe lende e lepra, llungaven e mulen traden avri e llavolonen; so lien llabe den le i tumen llabe.
MAT.10.9	Na inllaren sunakai ni rup ni jarkuma ande tumaro chemeri. 
MAT.10.10	Ni galavo e dromeke, ta ni premena ni minie, ni rovli soke gua kai radil morabi te pochinen leke.
MAT.10.11	A kana ka den ande varesavo foro o forichi puchen ko si lacho ande gua foro ta achen ande leko cher lligo ni ka llantar kotar. 
MAT.10.12	Kana ka den ando cher ppenen gia: e pas te avel tumenchar. 
MAT.10.13	A e llene katar gua cher te si lache, tumari pas ka avel upral pe gua cher; a te na avena lache, tumari pas ka irilpe tumende. 
MAT.10.14	A te na avile tumenchar pachivale, ta te na mangle ni te asunen tumen, liken katar gua cher o katar gua foro ta chinosaren o prajo katar tumare minie. 
MAT.10.15	Chachimaia ppenau tumenge kai ando llive katar e kris e duk kai ka delpe gole foroke ka avel mai bari neko e llenenge katar e ppuv katar e Sodoma ta katar e Gomorra.
MAT.10.16	Me bichalau tumen sargo bakre maskar e ruva. Goleke morabi te aven bizai sargo e sapa ta proste sargo e gulubura. 
MAT.10.17	Arakken tumen katar e manusa, soke ka ttoven tumen ande krisa ta ka inllaren tumen ande kkanllira e judionenge ta ka chalaven tumen e bichoia.
MAT.10.18	Ta cheres ma i ka ttoven tumen angla e sudura ta angla e kraliura te sai ppenen e orba e chachi mandar te sai asunen von ta i gola kai inai judiura. 
MAT.10.19	Kana ka inllaren tumen angla e kris, na brigin tumen sar o so ka den orba, soke kana ka avel o vreme o Del ka del tumen e alava te den orba. 
MAT.10.20	Soke ni ka den orba tumen; o Duo tumare Dadeko ka del tumen e alava te den orba.
MAT.10.21	E pplal ka den ando meripe isto pe pplalen, ta e dada pe chaven; ta e chave ka murzin pe pe dada ta ka mundaren len.
MAT.10.22	Sa o sueto ka murzil pe tumende pala mo anau; a gua kai llala zoriaia llik kai o son, ka avel braduime.
MAT.10.23	Kana e llene katar iek foro ka llan pala tumende te maren tumen, nasen ande aver foro. Chachimaia ppenau tumenge, kai kana ka avel o Chavo e manuseko tumen ni ka resen te ppiren sa e forura katar o Israel.
MAT.10.24	Gua kai sikol inai mai but neko po kovachi ta ni o esluga inai mai but neko po gazda.
MAT.10.25	Dosta goleke kai sikol te avel sargo po kovachi ta o esluga te avel sargo po gazda. A o dad gole familiako te ikkaren le Beelzebu, so mai but ka ppenen katar e llene kai zivin ande leko cher.
MAT.10.26	Goleke tumen na daran katar e llene, soke sogo si gurudino ka sikadol, ta sa so cherdol po chorial ka llangliolpe. 
MAT.10.27	So me ppenau tumenge ando truñariko, ppenenle tumen ollivesea, ta so me ppenau tumenge po chorial urkisarenle upral pe chera. 
MAT.10.28	Na daran katar gola kai mundaren e esnaga a nasti mundaren e duo; katar morabi te daran si katar gua kai sai mundarel e duo ta i e esnaga ando tufano.
MAT.10.29	¿Ni bichindon dui chirikliorra pe iek tolarichi? A ni iek lendar ni perel pe ppuv te na avela e volia tumare Dadeki. 
MAT.10.30	A e bal tumare soreke si llinde e Devletar iek po iek. 
MAT.10.31	Goleke na daran: tumen mai mol tumen neko but chirikliorra.
MAT.10.32	A vareko te ppenela kai pinllarel man angla e manusa, i me ka ppenau kai pinllarau le angla mo Dad kai si ando miloso; 
MAT.10.33	a vareko te ppenela kai ni pinllarel man angla e manusa, i me ka ppenau kai ni pinllarau le angla mo Dad kai si ando miloso.
MAT.10.34	Na mislin tumen kai avilem te anau e pas ando sueto; ni avilem te anau pas, avilem te anau o jarni. 
MAT.10.35	Soke avilem te ttovau ande joli e manuse pe dadea, a e chorri te avel ande joli pe daia, ta e bori te avel ande joli pe sasuiaia;
MAT.10.36	goleke, e manuseke dusmanura ka aven isto leki familia.
MAT.10.37	Ko volil pe dade o pe da mai but neko man inai lacho mange; kogo volil pe chaurre o pe chorra mai but neko man, inai lacho mange; 
MAT.10.38	ta ko ni lel po krusto ta te llal pala ma, inai lacho mange. 
MAT.10.39	O lleno kai mangela te braduil po zivoto ka jasarel le, a o lleno kai jasarela po zivoto pala ma, ka braduil le.
MAT.10.40	Ko lel tumen, lel man; ta ko lel man, lel gole kai bichalda man.
MAT.10.41	Ko lel iekke porauko, soke si porauko ka dobil so dobil iek porauko; a ko lel iekke chache soke si chacho, ka dobil so dobil iek lleno chacho. 
MAT.10.42	A vareko te del iek taso pai silalo iekke minone katar gala, samo soke vou si mo disipulo chachimaia ppenau tumenge kai ko dela gua taso pai ni ka jasarel so si te dobil.
MAT.11.1	Kana o Jesus sikada pe desuduie disipulonen so te cheren llelotar kotar te sikavel e lachi viasta ande lenge forura.
MAT.11.2	Kana o Juan saia ande rubie
MAT.11.3	te puchen le: ¿San tu gua kai saia te avel o si te adurichara avere?
MAT.11.4	O Jesus ppenda lenge: “Llan ta ppenen e Juaneke e ezgode kai dikken ta asunen. 
MAT.11.5	Ppenen leke kai e korre dikken, e bange ppiren, e leprosura saston, e kasuke asunen,
MAT.11.6	¡Ta blagosime si gua kai ni jasarel po pachape ande ma!”
MAT.11.7	Kana von llanatar ttoda o Jesus te del orba e llenenge katar o Juan ta ppenela: “¿So llelen tumen te dikken po pusto? ¿Iek ran chinome e balaviatar? 
MAT.11.8	A te na, ¿so llelen te dikken? ¿Iekke manuse furiado ande glamne patave? Tumen llanen kai e llene kai furiadon gia zivin samo ande chera e charoke. 
MAT.11.9	¿A so llelen te dikken? ¿Iekke porauko? Ea ppenau tumenge, ta mai but neko iek porauko. 
MAT.11.10	Soke o Juan si kai si pisime letar:
MAT.11.10	‘Me bichalau me porauko angla tu,
MAT.11.10	te lacharel chuke o drom.’
MAT.11.11	Chachimaia ppenau tumenge kai maskar sa e manusa, ni iek ni saia mai baro neko o Juan kai kristil; a o mai mimono ande charoina e milosoki si mai baro neko vou.”
MAT.11.12	“Sar kana avilo o Juan kai kristil llik akana, e charoina e milosoki jal duk katar o silnope e manusengo, ta e llene silne lenla peke. 
MAT.11.13	Sa e poraukura ta o zakono ppende so saia te avelpe llik kai o Juan; 
MAT.11.14	a te kamena te len le, vou si gava Elias kai saia te avel.
MAT.11.15	Ka si len kan te asunen.
MAT.11.16	¿A pe ka ka ppenau kai si chuti gaia vicha? Von si sargo e minone kai besen po maskar katar e forura ta urkin ogole minonenge kai llan lenchar ta ppenen lenge. 
MAT.11.17	‘Basaldan tumenge ande firura ta ni chelden; llilabiam tumenge llilia zalbake ta ni rovden.’ 
MAT.11.18	Soke avilo o Juan kai ni jal ta ni piel, ta ppenen letar, ande le si o llavolo. 
MAT.11.19	Mapalal avilo o Chavo e manuseko kai jal ta piel ta ppenen letar, gava si iek lleno kai samo jal ta piel ta kai si amal e llenenchar kai si publikanura ta e manusenchar bilache. A leko bizaipe dikkol ande so cheren sa leke chave.”
MAT.11.20	Ondaka lia o Jesus te dosarel e foronen kote kai vou sastardaia bute llenen, soke ni irisailea katar pe bilache droma. Ta ppenela gia: 
MAT.11.21	“¡Tesko chuke, Korazin! ¡Tesko chuke Betsaida! Soke te cherdilea ando Tiro ta ando Sidon e bare ezgode Devlikane kai cherdile tumende, von ollikana irisailea katar pe bilache droma ande patave zalosne ta chudiea prajo pe po soro. 
MAT.11.22	Goleke, ppenau tumenge kai ando llive e krisako tumen ka aven mai dukkade neko e llene katar o Tiro ta katar o Sidon. 
MAT.11.23	A tu, foro katar o Kapernau, ¿misli kai ka ave vazdino llik ando miloso? Ka fulie llik kai e charoina e merimaki; a te cherdilea ande Sodoma e bare ezgode Devlikane kai cherdile ande tute, llik ande gala llivesa e Sodoma achilia. 
MAT.11.24	Goleke ppenau tumenge kai ando llive e krisako ka avel mai bari chi duk neko e Sodomaki.”
MAT.11.25	Ande gua vreme o Jesus ppenda: “Blagosiu tut, Dade, Gazda e milosoko ta i e ppuviako, soke gurudan gala ezgode katar e bizai ta katar e llangle ta sikadanlen e minonenge. 
MAT.11.26	Ea Dade, soke gia avila chuke drago te cherele.”
MAT.11.27	“Mo Dad dia mande sa e ezgode. Niko ni pinllarel e Chave, samo o Dad, ta niko ni pinllarel e Dade samo o Chavo ta o Chavo sikavel le kake vou mangela. 
MAT.11.28	Aven mande sa gola kai sen radime ta kai inllaren pparipe, ta me ka cherau te lelpe tumendar o chiñipe. 
MAT.11.29	Kanden mo zakono ta sikon mandar kai ni istardivau ta mo lio si kovlo ta manchar ka lelpe tumendar o chiñipe. 
MAT.11.30	Soke mo zakono sai inllardol ta inai pparo.”
MAT.12.1	Iek llive sabado o Jesus ppirela maskar o lliu. Leke disipulura sea bokkale ta ttodepe te chirden o lliu te jan le. 
MAT.12.2	E fariseura kana dikkle le, ppende leke:
MAT.12.2	—A che disipulura cheren so nasti cherdol ando sabado.
MAT.12.3	A vou ppenda lenge:
MAT.12.3	—¿Tumen ni chitisarden so cherda o David kana vou ta i gola kai sea lea bokkaile?
MAT.12.4	Sar dia ande Devleko cher ta jala e marrne kai sea chinade e Devleke, kai von nasti jana ni vou ta ni gola kai sea lea ta kai gola marrne sai jana len samo e popura. 
MAT.12.5	¿A tumen ni chitisarden ando zakono sar ando cher e Devleko e popura radin ando sabado ta inai dosale?
