MAT.1.1	Wya ka tva saba mndəra taŋ ma Yesu Kristi zivra Dawuda. Dawuda guli ná, zivra Abraham ya. 
MAT.5.47	Ka ŋa zwaŋama gha yeya ta ga kaghuni ta zgu katsi ná, ndaw malaghuta kaghuni tama? Mantsa ya a ta maga gwal kul snaŋta Lazglafta guli ra? 
MAT.5.48	Nzawanza ka vərɗa mndu manda va nzakwa Da ghuni ta luwa ka vərɗa mndu
MAT.6.1	«Ɗasuwa ka kuni ta magə kuni ta skwi tɗukwa, yaha kuni da magay ŋa ghubaku ta wa ira mnduha. Ka mantsa tsi ná, mutsafta a kuni ta nisəla ghuni da Da ghuni ta nzakway ta luwa wa.
MAT.6.2	«Ta vlə ka ta skwi ŋa pɗu ya, ma ghubu ka ta ghəŋa gha ta ghəŋani, manda ya ta magə gwal ta maga maɗgwirmaɗgwir ma həga tagha skwa la Yahuda, nda ya ta pazlala, ŋa ghubaku da mnduha ya. Kahwathwata ka yu ta mnaghunata, mutsu mutsa həŋ ta nisəla taŋ. 
MAT.6.3	Ama kagha, ta mbəhu ka ta pɗu ya, ma snaŋ dzva zlaɓa gha ta skwi ta magə dzva zeghwa gha. 
MAT.6.4	Tsaya dzaʼa kəl tsa mbəha gha ya ka nzakway ka skwi nda ɗifa. Dzaʼa plaghampla Da gha Lazglafta ta ngha skwi ta magə ka ma ɗifa ya.»
MAT.6.5	«Ta ndəɓu kuni ta dzvu, ma nza kuni manda ŋa gwal ta maga maɗgwirmaɗgwir zɗəgana maga duʼa ta həŋ ta sladu ta sladu ma həga tagha skwa la Yahuda, nda ya ta wa madədga tvi
MAT.6.6	Ama kagha, ka ta maga duʼa ka, laghula da dzuguva gha, ka hafta ka ta tgha gha ka ndəɓa ka ta dzvu. Dzaʼa plaghampla Da gha ta nzakway ta nghay ma ɗifa ya.
MAT.6.7	«Ta ndəɓu kuni ta dzvu ya, ma gɗa kuni ta vrafta ta gwaɗa turtuk, manda ŋa gwal kul saŋtá Lazglafta ta ndanay kazlay: Vrafta ta gwaɗa dzaʼa kəl Lazglafta ka tsuʼaŋnafta kəʼa ya. 
MAT.6.8	Ma taghə kuni ta skala taŋ, kabga nda sna Da ghuni ta skwi ta kumə kuni ma kɗaku kaghuni ka ɗaway da tsi.»
MAT.6.9	Wya ka kuni da maga duʼa tama:
MAT.6.9	«Da ŋni ta nzakway ta luwa, ka snavasna
MAT.6.9	hga gha nda ghuɓa.
MAT.6.10	Ka saghasa fitika ga mghama gha, ka
MAT.6.10	maga ka ta skwi ta kumə ka ta haɗik,
MAT.6.10	manda ya ta magaku ta luwa.
MAT.6.11	Vlaŋnavla ta skwa zay prək zay ŋni gita.
MAT.6.12	Plaŋnapla ta dmakuha ŋni, manda
MAT.6.12	ya ta plinista aŋni ta dmakwa gwal ta magaŋnata.
MAT.6.13	Ma zlaŋna ka tawa skwi dzaʼa
MAT.6.13	dzəghaŋnata. Klapkla ta aŋni ma dzva
MAT.6.13	halaway, [kabga ŋa gha ga mgham, nda
MAT.6.13	mbraku, nda glaku, ŋa kɗekedzeŋ. Amin!]
MAT.6.14	«Ka plinispla kuni ta dmakwa mnduha ta magaghunata katsi, Da ghuni ta nzakway ta luwa ná, dzaʼa plighunispla ta ŋa ghuni guli. 
MAT.6.15	Ama ka haɗ kaghuni ta plinistá dmakwa mnduha ta magaghunata wu katsi, haɗ Da ghuni dzaʼa plighunistá dmakuha kaghuni guli wa.»
MAT.6.16	«Ka ta suma kuni, ma pslaf kuni ta kuma manda ya ta magə ghwaɗaka mnduha. Ta pslafpsla həŋ ta kuma, kabga ŋa nghay mnduha kazlay: Ta suma həŋ kəʼa. Kahwathwata ka yu ta mnaghunata, mutsumutsa həŋ ta nisəla taŋ nda tsaya. 
MAT.6.17	Kagha, ka ta suma ka, masammasa ta rɗi ma ghəŋa gha ka payanata ka, mbaziŋ ka ta kuma gha guli. 
MAT.6.18	Tsaya dzaʼa kwal mnduha tsatsafta ta suma ka kəʼa. Ta ghəŋa Da gha hada ta nzaku ma ɗifa yeya nda ngha. Dzaʼa plaghampla tsa Da gha nda ngha ta skwi ta magə ka ma ɗifa ya. Psawapsa ta mutsaftá gadghəl da Lazglafta.»
MAT.6.19	«Ma tskana kuni ta gadghəla ghuni ta haɗik ma vli ya ta zuta zahar, ta ksuta mbəzlar, nda ya ma vli ta zlraghata ghaliha guli. 
MAT.6.20	Ama tskawa tska ta gadghəla ghuni ta luwa ma vli dzaʼa kwal zahar zuta, dzaʼa kwal mbəzlar ksuta, nda ya dzaʼa kwal ghaliha zlraghata. 
MAT.6.21	Ma vli hada gadghəla gha ya, hada ŋuɗufa gha guli.»
MAT.6.22	«Iri ná, manda pitirla vgha gha nzakwani. Ka tsiɗiɗ ira gha, tsuwaɗak inda vgha gha. 
MAT.6.23	Ama ka nda badza ira gha, ma grum inda vgha gha. Ka si ma grum nzakwa tsa tsuwaɗak ma kagha ya katsi, kighkigh dzaʼa tɗikuta tsa grum ya tama!»
MAT.6.24	«Haɗ mndu dzaʼa laviŋta gwafta ksanatá slna ta mghamha his, ta magaymagay ŋa ya, ta magaymagay ŋa ya, ma va tsa fitik turtuk ya wa. Nda husaŋta sani, ta ɗvutá tsi ta sani. Nda ndiʼa nzakwani nda sani, ta wuɗiŋtá tsi ta sani. Laviŋ a kuni ta gwaftá maga slna ŋa Lazglafta, ta magaymagay kuni ŋa tsedi wa.»
MAT.6.25	«Tsaya ta kəl yu ka mnaghunata kazlay: Ma thə kuni ta heʼ, a nu dzaʼa mu zay? Nu dzaʼa mu say? A nu dzaʼa mu suɗay ta vgha na kəʼa? Malaghumala a hafu ta skwa zay ra? Ari malaghumala a wa a vgha ta lgut na? 
MAT.6.26	Nghawangha ta ɗyak ta ndaraku ta luwa ɓa. Haɗ həŋ ta sləgu wu, tska a həŋ ta skwi ta vwah wu, haɗ həŋ ta tskanatá skwi ma guvur guli wa. Da ghuni ta luwa ta zuŋtá skwi ta həŋ. Malaghumala a kaghuni piw ka hahəŋ wu ra?
MAT.6.27	«Waya mataba ghuni ma mnayni ta heʼ, dzaʼa slranaghata dauʼ ta fitika hafani na? 
MAT.6.28	Ala, kabgawu ta kəl kuni ka mna heʼ ta ghəŋa lgut tama ɓa? Nghawangha ta vzlizla ta magaku ma vwah ɓa. Haɗ sana slna ta magata həŋ wu, haɗ həŋ ta ga lgut wa. 
MAT.6.29	Kulam nda tsa, ka yu ta mnaghunata na: Dər Salumuŋ nda va tsa nzakwani ka gadghəl
MAT.6.30	Ka si mantsa ya ta suɗanavata Lazglafta ta lgut ɗina ta kuzuŋ gita, gamahtsimani ŋa vzamta da vu ya ní, kaghuni yeya dzaʼa kwal tsi suɗavaghunata tama rki? Kay! Nda hta zlghay nda ŋuɗufa ghuni.
MAT.6.31	«Ma walaŋ kuni ta mna heʼ tama, ma mnə kuni kazlay: A nu dzaʼa ŋni zay? A nu dzaʼa ŋni say? A nu dzaʼa ŋni suɗay ta vgha na kəʼa. 
MAT.6.32	Inda tsaha ya ná, gwal kul snaŋtá Lazglafta ta psay. Nda sna Da ghuni ta luwa ta skwiha ta raku ka ŋa ghuni. 
MAT.6.33	Zbawazba ta ga mghama Lazglafta nda maga skwi tɗukwa ta wa irani karaku, dzaʼa vlaghunavla lu ta inda tsa skwiha ya ta ghəŋani.
MAT.6.34	«Ma mnə kuni kazlay: Heʼ, waka yu da magay gamahtsimani na kəʼa. Prək gamahtsimani ka ndananatá ghəŋani, prək dər wati ma vaghu nda ɗaŋwani.»
MAT.7.1	«Ma tsə kuni ta guma ta ghəŋa mndu, da tsaghunaghatá lu ta guma ta kaghuni guli. 
MAT.7.2	Dzaʼa tsaghunagha tsa Lazglafta ta guma, manda va tsa ta tsə kaghuni ta ghəŋa sanlaha ya. Nda tsa daram ta kəl kaghuni ka gray ŋa sanlaha ya, nda va tsaya dzaʼa gra lu ŋa kaghuni guli. 
MAT.7.3	Kabgawu ta kəl kagha ka laghwi da ngha slimbitsa udzu ma ira zwaŋama gha, kul nghaŋta kagha ta dughuslani ma ŋa gha iri na? 
MAT.7.4	Ari, waka kagha dzaʼa mnay nda zwaŋama gha “Yaha ka kləgaghata yu ta slimbitsa udzu ta ira gha kəʼa,” wya dughuslani ma ŋa gha na? 
MAT.7.5	Tsa maɗgwirmaɗgwira gha ya. Tiŋəl ká ka kliŋtá dughusl ma ira gha karaku, kada nghaŋta ka ta vli ŋa kligiŋtá slimbitsa udzu ma ira zwaŋama gha.»
MAT.7.6	«Ma vlə kuni ta skwi nda ghuɓa ŋa kriha, da mbəɗavatá tsi valafta ta kaghuni ka patsaghunata. Ma vza kuni ta miziɗikwa ghuni ta kəma ghuvazu da diŋlanaptá tsi, ka mbəɗavata da hiʼida kaghuni.»
MAT.7.7	«Ɗawawaɗawa dzaʼa vlaghunavla lu. Zbawazba dzaʼa mutsay kuni. Gawaga ta zgu dzaʼa gunaghunaguna lu ta watgha. 
MAT.7.8	Dər wati ma mndu ta ɗawaŋta, ta mutsay. Dər wati ma mndu ta zbaŋta, ta slafsla tida. Ta gunanaguna lu ta watgha ta mndu ta gatá zgu. 
MAT.7.9	Waya ma kaghuni dzaʼa klaftá pala ka vlaŋtá zwaŋani ɗawaŋər tsi ta skwa zay na? 
MAT.7.10	Ari, ka klipi ɗawaŋ tsa zwaŋ ya, ka klaftani ta nahaɗik ka vlaŋta na? 
MAT.7.11	Ka si kaghuni ta nzakway ka ghwaɗaka mnduha, nda sna kuni ta klaftá ŋərma skwiha ka vlaŋtá zwana ghuni ya ní, Da ghuni ta luwa yeya dzaʼa kwal kul snaŋta klaftá skwiha ɗinaɗina, ka vlaŋtá gwal ta ɗawaŋta da tsi rki?»
MAT.7.12	«Inda skwi má ta kumə kaghuni ta magaghunata mnduha ya, maganawamaga kaghuni guli ta hahəŋ, kabga tsaya klatá ghəŋa zlaha Musa, nda gwaɗa la anabi
MAT.7.13	«Lamwa la nda ta watgha slrehwa, kabga watgha bughwa ná, bla a labə tida wa ta kla mndu da vla zaɗaku. Nda ndəgha gwal ta dzaʼa nda tida. 
MAT.7.14	Watgha slrehwa ná, nda bla ka lu ta labə tida, ta kla mndu da hafu. Sira a gwal ta mutsa labə tida guli wa.»
MAT.7.15	«Ɗasuwa ka kuni nda anabiha ta tsakalawi ta sliʼamta da taba ghuni manda tuwak, ama ma ŋuɗufa taŋ ta sidi həŋ manda kramtak mtak. 
MAT.7.16	Ta slna taŋ dzaʼa tsatsafta kuni ta həŋ. Ta ɗagay lu ta yakwa fwa inabi ta teki ra? Ari, ta ɗagay a lu ta yakwa ghuraf ta hluʼa na? 
MAT.7.17	Inda fu zɗa ná, zɗa yakwani. Ala, ka zɗa a fu ná, zɗa a yakwani guli wa. 
MAT.7.18	Haɗ fu zɗa ta laviŋta yaftá yakwa fu kul zɗaku wa. Manda tsaya guli ná, haɗ fu kul zɗaku ta yaftá yakwa fu zɗa guli wa. 
MAT.7.19	Inda fu kul zɗaku yakwani, ta tsiŋtsa lu ka vzamta ma vu. 
MAT.7.20	Tsaya tama, ta yakwa taŋ ta tsatsafta lu ta həŋ.»
MAT.7.21	«Inda gwal ta mnay kazlay: Mghama ɗa, Mghama ɗa! kəʼa a dzaʼa lami da ga mghama ɗa wa. Ba mndu ya ta maga skwi ta kumə Da ɗa ta nzakway ta luwa kweŋkweŋ dzaʼa lami. 
MAT.7.22	Nda ndgha gwal dzaʼa mnay ŋa ɗa baɗu tsa kazlay: Mghama ɗa, Mghama ɗa! Aŋni a si ta kla lwa Lazglafta nda hga gha kay ra? Aŋni a si ta ghazla ghwaɗaka sulkum nda hga gha kay ra? Aŋni a si ta maga ndəghata mazəmzəmha nda hga gha kay guli ra kəʼa. 
MAT.7.23	Ka yu dzaʼazlay nda həŋ baŋluwa na: “Ta walaŋ a yu ta snaŋtá kaghuni wu. Laghwala ta vata iʼi, kaghuni gwal maga ghwaɗaka skwiha
MAT.7.24	«Mantsa tama, dər wati ma mndu ta snaŋtá na gwaɗa ta mnə yu na, ka ksa slna nda tsi, dzaʼa nzakway tsa mndu ya ka gragra nda sana mndu nda hiɗa ta baftá həgani ta kutumba. 
MAT.7.25	Ka sagha imi, ka lagha zala vlunduɗ dista tsa həga ya. Zlu a wu, kabga thaf ta kutumba lu. 
MAT.7.26	Dər wati ma mndu ta snaŋtá na gwaɗa ta mnə yu na, ka kwalaghutá tsi ta ksa slna nda tsi, ka gragra tsa mndu ya guli nda sana mndu ka rgha ta baftá həgani ta wutak. 
MAT.7.27	Ka sagha imi, ka lagha zala vlunduɗ dista tsa həga, ka saf falak guk gruŋta, ka zlutá tsi tesneʼ,» kaʼa.
MAT.7.28	Manda kɗiŋta Yesu ta mna tsa gwaɗaha ya, ka ndərmim mnduha katakata ta tsa tagha skwani ya, 
MAT.7.29	kabga nda sgit ma tsa ŋani tagha skwi ya, nza a manda tsa ŋa gwal tagha zlahu ŋa taŋ ya wa.
MAT.8.1	Manda saha Yesu ta ghwá, ka sliʼaftá ndghata dəmga mistani. 
MAT.8.2	Ka lagha sana mndu nda rɗa mndu tida zləmbata ma ghuvani, kaʼa mantsa: «Mghama ɗa, ka ta kumay ka, laviŋlava ka ta mbiɗifta,» kaʼa. 
MAT.8.3	Ka fadaptá Yesu ta dzvani ka ksaŋta, kaʼa nda tsi mantsa: «Ta kumay yu, mbafmba gha,» kaʼa. Gi hadahada ka mbaftá tsa mndu ya. 
MAT.8.4	Ka Yesu nda tsi mantsa: «Yahayaha ka mnanaŋtá mndu! La ka dzaʼa ka da maranaŋtá vgha gha ta mnda dra skwi ŋa Lazglafta, ka plata ka ta ghəŋ nda skwi manda ya mna zlaha Musa, kada snaŋta mnduha nda mba
MAT.8.5	Ta lamə Yesu da luwa Kafarnahum, ka lagha sana mghama sludza la Ruma ndəɓa dzvu da tsi. 
MAT.8.6	Kaʼa nda tsi mantsa: «Mghama ɗa, waʼa kwalva ɗa ta hani mintgha gəzəmblaʼ a ta ghuya ɗaŋwa katakata,» kaʼa. 
MAT.8.7	«Ta dzaʼa yu da mbanafta,» ka Yesu nda tsi. 
MAT.8.8	«Mghama ɗa! Ra a yu ka lagha gha da ini wa. Ka sabsa gwaɗa teʼ ma wa gha ná, dzaʼa mbaku kwalva ɗa. 
MAT.8.9	Iʼi guli ná, mista maliha nziŋta yu, mamu sludziha mista iʼi guli. “Ka la!” ka yu nda sani, gi sliʼani. Ka “saghasa!” ka yu nda sani, gi saghani. Ka “maga ta ya!” ka yu nda kwalva ɗa, gi magayni,» ka tsa mghama sludzi ya.
MAT.8.10	Snanata Yesu ta tsa gwaɗa mghama sludzi ya, ka laghu tsi ndərmimay. Kaʼa nda tsa gwal mistani ya mantsa: «Kahwathwata ká yu ta mnaghunata, dər mataba la Israʼila, ta slaf a yu ta mndərga zlghay nda ŋuɗufa mndu manda nana wa. 
MAT.8.11	Ka yu ta mnaghunata ná, nda ndgha gwal zlghay nda ŋuɗuf mndərga nana dzaʼa sliʼagaghata daga ma mndəra luwa nda ya mista luwa
MAT.8.12	Ama gwal má dzaʼa nzakway ka zwana za həga ga mghama Lazglafta ya, dzaʼa hlafhla lu ta həŋ ka pghidiŋta da grum ma bli, ma vli ŋa taw nda hpaɗa sliʼiŋ,» kaʼa.
MAT.8.13	Ka Yesu nda tsa mghama sludzi ya mantsa: «La dzagha gha! Dzaʼa magamaga lu manda ya zlghaf ka,» kaʼa. Gi ma va tsa fitik ya ka mbaftá tsa kwalvani ya.
MAT.8.14	Ka sliʼaftá Yesu ka lagha da Piyer, ka slanaghatá tsi ta midza Piyer ta hani ta ɓasa ŋuɗidar. 
MAT.8.15	Ka ksaŋtá tsi ta dzvu, ka mbaftá tsi da tsa ŋuɗidar ya. Ka sliʼaftá tsi ka maganatá skwa zay.
MAT.8.16	Gahawani, ka hladaghatá lu ta ndghata gwal nda ksa da ghwaɗaka sulkumha. Ka ghazligiŋtá tsi ta tsa ghwaɗaka sulkumha ya nda gwaɗa ma wani. Ka mbambanaftá tsi ta inda gwal kul ɗughwanaku. 
MAT.8.17	Mantsa ya magata tsi ŋa dzanaghatá ghəŋa gwaɗa ya mna anabi Isaya kazlay:
MAT.8.17	«Tsatsi ka ghəŋani ta hlaghutá
MAT.8.17	ɗaŋwaha mu,
MAT.8.17	ka mbambamafta ma kwala mu
MAT.8.17	kul ɗughwanaku
MAT.8.18	Nghanata Yesu ta dəmga ta wanafta ná, «mbaɗma ta a ɓlu a,» kaʼa. 
MAT.8.19	Ka lagha sana mnda vinda zlahu slanaghata, kaʼa nda tsi mantsa: «Maləma ɗa! Ta dzaʼa mista gha yu dər dzaʼa diga ka,» kaʼa. 
MAT.8.20	Ka Yesu nda tsi mantsa: «Gərhaŋha ná, mamu ghurumha taŋ. Ɗyakha ta ndaraku ta luwa guli, mamu həgaha taŋ. Ama Zwaŋa mndu ná, haɗ dər vli ŋa fadatani ta ghəŋani wu,» kaʼa.
MAT.8.21	Ka sani mataba duhwalhani mantsa: «Mghama ɗa! Zlihazla ka dzaʼa yu da paɗamtá da ɗa karaku,» kaʼa. 
MAT.8.22	Ka Yesu nda tsi mantsa: «Mbaɗa kagha mista ɗa! Zlaŋzla ta gwal nda rwa ka paɗa həŋ ta mbliha taŋ,» kaʼa.
MAT.8.23	Ka sliʼaftá Yesu ka lami da kwambalu, ka laghu duhwalhani mistani. 
MAT.8.24	Tata ndəru həŋ ta drəf, ka sliʼavaftá mghama falak, ka kapatsaʼuwaku imi, ka sliʼi da kwambalu. Ma tsa fitik ya, ta hanutá hanani Yesu. 
MAT.8.25	Ka sliʼaftá duhwalhani ka lagha sliʼanafta. Ka həŋ nda tsi mantsa: «Mghama ɗa, kata ta amu, dzaʼa rwaku mu!» ka həŋ. 
MAT.8.26	Ka Yesu nda həŋ mantsa: «Nu ta kəl kuni ka zləŋ. Kay! Nda hta zlghay nda ŋuɗufa ghuni,» kaʼa. Ka sliʼaftá tsi ka davanaghatá falak nda drəf, ka nzatá vli tɓekw. 
MAT.8.27	Ka ndərmim tsa mnduha ya katakata. «Wa na mndu na ta snə
MAT.8.28	Ɓhadapta taŋ ta tsa sana ɓla drəf ta haɗika Gadaraniya ya, ka sliʼagaptá sana mnduha his ma kulu kasu halaway, ka lagha həŋ da guyay. Ta zləŋay lu ta həŋ katakata, laviŋ a mndu ta walaŋta labə nda tvə tsa wa. 
MAT.8.29	Ka gi dzə həŋ ta lawlaw. Ka həŋ mantsa: «Nya mataba mu nda kagha ní Zwaŋa Lazglafta? Sagha da ghuyaŋnaftá ka ta kul magaku fitikani ra?» ka həŋ.
MAT.8.30	Tsaw manda a nda həŋ, mamu sana bra ghuvazu
MAT.8.31	Ka ndəɓu tsa halawayha ya ta dzvu da Yesu. Ka həŋ mantsa: «Ka ta ghzla aŋni ka ná, ghuna ta aŋni da a bra ghuvazuha a,» ka həŋ. 
MAT.8.32	Kaʼa nda həŋ mantsa: «Lawala!» kaʼa. Ka sliʼagaptá həŋ ka sliʼamta da tsa ghuvazuha ya. Ka vazagatá tsa bra ghuvazuha ya ta vgha ta vata vli, ka rkaghata da drəf, ka zaɗamtá həŋ mida.
MAT.8.33	Ka sliʼafta tsa gwal si ta ngha həŋ ya nda hwaya, ka laghwi da luwa da mna inda skwi ta maguta, nda ya ta slanaghatá tsa mnduha kasu halaway ya. 
MAT.8.34	Ka sliʼagaptá mnduha ma luwa nekwnekw da guya Yesu. Na tsa gi nghaŋta taŋ ta Yesu ya, «kdəkkdək, sliʼapsliʼa ma haɗika ŋni,» ka həŋ nda tsi.
MAT.9.1	Ka sliʼaftá Yesu ka lami da kwambalu, ka vrəglaghuta nda ta drəf, ka ɓhadaghatá tsi da luwani
MAT.9.2	Ka tsukwadaghatá sana mnduha da tsi ta kativiŋ ta sana mndu nda rwa səlani. Nghanata Yesu ta zlghay nda ŋuɗufa taŋ, kaʼa nda tsa mndu nda rwa səlani ya mantsa: «Sagəŋ! Ŋavaŋa gha, nda pla dmakwa gha!» kaʼa.
MAT.9.3	Ka sanlaha ma gwal tagha zlahu ŋa mnduha ma ghəŋa taŋ mantsa: «Na mndu na ná, ta kwarakwara ta ghəŋa Lazglafta
MAT.9.4	Nghadapta Yesu ta skwi ta ndanu həŋ, kaʼa mantsa: «Kabgawu ta kəl kuni ka ndana tsa ghwaɗaka ndanu ya na? 
MAT.9.5	Mal blakwa mnay kazlay: Nda pla dmakwa gha kəʼa re, ari, mal mnay kazlay: Sliʼafsliʼa gha ka mbaɗaka ta mbaɗa kəʼa na? 
MAT.9.6	Ala, kada grafta kuni mamu Zwaŋa mndu nda mbrakwa pliŋtá dmakwa mnduha ta na ghəŋa haɗik na kəʼa,» kaʼa nda tsa mndu nda rwa səlani ya mantsa: «Sliʼafsliʼa gha, kla ta kativiŋa gha ka dzaʼa ka dzagha gha,» kaʼa.
MAT.9.7	Gi brahwat sliʼafsliʼa tsa mndu ya ka laghwi tsi dzaghani. 
MAT.9.8	Nghanata dəmga ta tsaya, ka ksutá tsi ta həŋ ka zləŋ. Ka zləzlvu həŋ ta Lazglafta ta vlaŋtá mndərga tsa mbraku ya ta mnduha.
MAT.9.9	Manda sliʼafta Yesu ka zluŋtá tsa vli ya, ka nghaŋtá tsi ta sana mndu ta hgə lu ka Mata, ta nzaku ma həga tska dzumna. «Mbaɗa mista ɗa!» kaʼa nda tsi. Ka sliʼafta Mata ka laghwi mistani.
MAT.9.10	Tahula tsa, ka nzatá Yesu ka za skwa zay ga Mata. Ka sliʼadaghatá ndəghata gwal ta tska dzumna, nda sanlaha ma ghwaɗaka mnduha nzata ka za skwa zay nda tsi, kawadaga nda duhwalhani. 
MAT.9.11	Nghay la Farisa ta tsa zay taŋ ta skwa zay kawadaga ya, ka həŋ nda duhwalhani mantsa: «Kabgawu ta kəl Mghama ghuni ka za skwa zay kawadaga nda gwal tska dzumna, nda ya nda ghwaɗaka mnduha
MAT.9.12	Slrew lami da sləməŋa Yesu, kaʼa mantsa: «Haɗ mnduha ɗughwana ɗughwana ta zba duhtur wa, gwal kul ɗughwanaku yeya ta zbay. 
MAT.9.13	Lawa tsatsa klatá ghəŋa gwaɗa ya mnə Lazglafta kazlay: Tawa hiɗahiɗa skwi ta zɗigihata pla ghəŋ nda rini
MAT.9.14	Ka sliʼaftá duhwalha Yuhwana mnda maga batem ka lagha ɗawaŋta da Yesu, ka həŋ mantsa: «Kabgawu ta kwal ŋa gha duhwalha suma, ya wya ta suma aŋni nda la Farisa tazlay na?» ka həŋ. 
MAT.9.15	Ka Yesu nda həŋ mantsa: «Dzaʼa laviŋlava gwal hagaŋ lu da vla kla makwa ta nzata zuzuʼuva, ka ta kawadaga zwaŋa midzi nda həŋ ra? Dzaʼa saghasa fitik ŋa kləgadanaghutá həŋ ta zwaŋa midzi. Ma tsa fitik ya dzaʼa suma həŋ ta suma.
MAT.9.16	«Haɗ mndu ta tsaʼatá lfiɗa lgut ka tsamtá halata lgut nda tsi wa. Ka mantsa tsi, dzaʼa sganaghasga tsa lfiɗani ya ta mɗukwiŋta tsa halatani ya. 
MAT.9.17	Haɗ lu guli ta pghamtá ima inabi ta ka nuni da halata zliba huta wa. Ka mantsa tsi, dzaʼa tuta tsa zliba huta ya, ŋa mbuzuta ima inabi, lpay lu ma zliba huta guli. Ima inabi ta ka nuni ná, ma zliba huta ta ka lfiɗani ta pghamta lu. Tsaya dzaʼa kəl həŋ his his ka nzata ɗina.»
MAT.9.18	Tata mna tsa gwaɗa ya Yesu ŋa taŋ mantsa, ka lagha sana mali mataba la Yahuda zləmbata ma ghuvani. Kaʼa nda tsi mantsa: «Ta nzɗava a makwa ɗa manda saba hafu mida wa, sawi fanaghatá dzva gha ta ghəŋani ka mbafta tsi,» kaʼa. 
MAT.9.19	Ka sliʼaftá Yesu kawadaga nda duhwalhani, ka dzaʼa mista tsa mali mataba la Yahuda ya.
MAT.9.20	Ka sliʼaftá sana marakw ta magay vakwani ghwaŋpɗə his ta paghaku, ka lagha tsi ksaŋtá wa lguta Yesu nda ga muhul hul. 
MAT.9.21	Tsaw ka tsa marakw ya ma ghəŋani na: «Dər wa lgutani yeya ksaŋ yu taɗa ná, dzaʼa mbaku yu,» kaʼa. 
MAT.9.22	Ka mbəɗavatá Yesu, ka nghanavatá tsi. Kaʼa nda tsi mantsa: «Ŋavaŋa gha makwa ɗa! Zlghay nda ŋuɗufa gha ta mbaghafta,» kaʼa. Gi hadahada ka mbaftá tsa marakw ya.
MAT.9.23	Ka ɓhadaghatá Yesu da tsa mali mataba la Yahuda ya, ka slanaghatá tsi ta gwal ta vya siŋlak, nda gwal ta vaza vgha. 
MAT.9.24	Kaʼa nda həŋ mantsa: «Laghwala, ta mta a na makwa na wu, hani ta hani tsi,» kaʼa. Ka ghuɓasu həŋ. 
MAT.9.25	Manda mbigiŋta lu ta mnduha dzibil, ka lami Yesu da həga. Ka ksaftá tsi ta tsa zwaŋa makwa ya ta dzvu, ka sliʼaftá tsa makwa ya. 
MAT.9.26	Ka tutá tsa skwi ta magata ya wdiɗ ma luwa.
MAT.9.27	Manda sliʼafta Yesu ma tsa vli ya ka sliʼi, ka sliʼaftá sana ghulpa ta mnduha his mistani nda hagaku. «Zwaŋa Dawuda! Tawa ta hiɗahiɗa ta aŋni!» ka həŋ.
MAT.9.28	Ka lamə Yesu da həga, ka lagha həŋ slanaghata. Ka Yesu nda həŋ mantsa: «Grafgra kuni kazlay: Dzaʼa laviŋlava yu ta mbaghunafta kəʼa ra?» kaʼa nda həŋ. «Aŋi Mghama ɗa,» ka həŋ nda tsi. 
MAT.9.29	Ka kasaŋtá tsi ta iriha taŋ. «Manda va tsa zlghafta ghuni nda ŋuɗuf ya ná, ka magamaga tsi manda va tsa,» kaʼa nda həŋ. 
MAT.9.30	Ka mbaftá tsa iriha taŋ ya. «Yahayaha kuni walaŋta mnanatá mndu!» ka Yesu ka ŋɗaŋɗa nda həŋ. 
MAT.9.31	Na tsa saba tsa gwal nda ghulpa ya, ka laghu həŋ da ta gwaɗa ta Yesu ma inda tsa haɗik ya.
MAT.9.32	Ta mbəɗ hul tsa mnduha si nda ghulpa ya, ta kladaghatá lu da Yesu ta sana mndu tsiŋ ghwaɗaka sulkum ka rgha. 
MAT.9.33	Ka ghzligiŋtá Yesu ta tsa ghwaɗaka sulkum ya mida. Ka zlraftá tsa mndu si ka rgha ya ta gwaɗa tsəleŋ. «Ka yawu ka yawu, ta ngha a lu ta mndərga skwi manda na ma Israʼila wu,» ka dəmga ka ndərmimay. 
MAT.9.34	«Mghama ghwaɗaka sulkum ta vlaŋtá mbraku ta Yesu ta kəl tsi ka ghazla ghwaɗaka sulkumha
MAT.9.35	Ka rə Yesu ta vli ma inda luwa dagaladagala nda zwana luwa tani. Ka tataghə tsi ta skwi ŋa mnduha ma həgaha tagha skwa la Yahuda. Ka mnə tsi ta Lfiɗa Gwaɗa ta ga mghama Lazglafta, ka mbamba mnduha ma inda ɗaŋwaha, nda inda ya ta raghwa mndu. 
MAT.9.36	Kəʼa ka Yesu waftá dəmga ná, ka ksaŋtá tsi ka hiɗahiɗa, kabga nda hərfa həŋ, ta haɗ mbraku ma həŋ wu, nda nza həŋ manda tuwakha kul haɗ mndu ŋa nghay
MAT.9.37	Kaʼa nda duhwalhani mantsa: «Dagala skwi ŋa tskay ta vwah, slaghu a gwal ŋa tskay wa. 
MAT.9.38	Ndəɓawa ndəɓa ta dzvu da mnda vwah ka ghuna tsi ta gwal ksa slna, ŋa tskanatá skwi ta vwah,» kaʼa.
MAT.10.1	Ka hagaftá Yesu ta duhwalhani ghwaŋpɗə his. Ka valaŋtá tsi ta mbrakwa ghazla ghwaɗaka sulkum, nda mbamba mnduha ma inda ɗaŋwaha, nda ya ma inda ɗaŋwaha ta raghwa mndu nda raghwa ta həŋ. 
