MAT.1.2	Burahemu wamuzhala Isaka. Isaka akimuzhala Jakobu. Jakobu akimuzhala Juda na nduguze a kilume. 
MAT.8.4	Bai Jesu akimwamba, “Vivi be usizhambire mut'u bule, ela enda ukamwanyese mulombi, gonya umboze sadaka ya ko kuholako, iryahu ariyolagiza Musa, ili kila mut'u amanye kukala udzahola jeri.”
MAT.8.5	Vikara, Jesu arihokala anangira mudzini Kaperinaumu, mubomu mumwenga wa jeshi ra Kirumi wamwendera, akimuvoya akimwamba, 
MAT.8.6	“Bwana, muhumiki wangu ni mukongo sana. Vilungozhe zhaholoza na analumwa k'azhadimikika.” 
MAT.8.7	Jesu akimudzigidzya akimwamba, “Nidzasikira, nadza nimuhoze.” 
MAT.8.8	Ye mubomu wa shikari akimwamba Jesu, “Bwana, mimi siv̱irya kukala udze wangire nyumbani mwangu, ela nena neno thu, na muhumiki wangu andahola. 
MAT.8.9	Kwani mimi nami ni ts'ini za abomu angu, kidza nina shikari mario ts'ini zangu. Nikimwamba mumwenga, ‘Enda hat'u hasiku,’ anenda. Na yoyosi nindiyemwamba ‘Ndzo,’ anadza. Nikimwamba muhumiki wangu ‘Henda ut'u usiku’ anauhenda.” 
MAT.8.10	Jesu arihomusikira wangalala, gonya akinena na o at'u mariokala manamuthuwa akiamba, “Ninamwambira ujeri, sidzangwe kuona mut'u mwenye kuluhiro dza riri hatha kahi za ts'i ya Iziraeli. 
MAT.8.11	Nami namwambira kukala, at'u anji mandambola mwambolero wa dzuwa, na mutserero wa dzuwa, madze makelesi hamwenga na Burahemu, na Isaka, na Jakobu chakuryani kahi za uthawali wa mulunguni. 
MAT.8.12	Ela o mariotengezerwa wo uthawali enye, mandatsufwa ko ndze kizani, na kuko kundakala na kurira na kwafuna meno.” 
MAT.8.13	Arihogonya kunena viryahu, Jesu wamugalukira ye mubomu wa shikari akimwamba, “Enda, navikale here udzizhokuluhira.” Na wakathi uwo wenye ye muhumikiwe akihola.
MAT.8.15	Bai, Jesu wamugut'a wo mukono, na haho henye ro homa rikimuricha, hatha akiuka akimuhikirahikira. 
MAT.8.16	K'uzhona dzulo riro, Jesu akireherwa at'u anji mariokala mana p'ep'o. O p'ep'o akiachemera makimbola, na akihoza akongo osi. 
MAT.8.17	Bai gaga gahendeka, ili garyahu maneno garigonenwa ni nabii Isaya gathimire. Kwani Isaya waamba, “Wagahala manyonge gehu, na akigahoza makongo gehu.”
MAT.8.18	Jesu arihoona ro kundi ra at'u mariokala madzamudengereka, akiaamurisha anafundzie kukala mavuke ro ziya mende nyangamo nyingine. 
MAT.8.19	Kabila k'amadzaandza kuvuka, mwalimu mumwenga wa Sheria akidzamwamba kukala, “Mwalimu, mimi nindakuthuwa kila undikokwenda.” 
MAT.8.20	Ela Jesu akimudzigidzya akimwamba, “Makala gana p'anga, na unyama una vitsunji zhao, ela Mwana wa Mudamu k'ana hat'u ha kuika mbavu.” 
MAT.8.21	Kumbola iye, mwanafundzi mungine akiamba, “Bwana, niricha nikamuzike baba kwandza be nidze nikuthuwe.” 
MAT.8.22	Ela Jesu akimudzigidzya akimwamba, “Nithuwa. Ariche at'u mariofwa mazike nyufu zao.”
MAT.8.23	Bai arihogonya kunena, Jesu akingira dauni na anafundzie makimuthuwa. 
MAT.8.24	Marihofika kahikahi ya ro ziya, lola kukidza luv̱utho lukali, maimbi gakikala ganamala kuridzaza madzi ro dau. Vinakala vizho, Jesu ye tha were arere. 
MAT.8.25	Bai o anafundzi marihoona viryahu machendamulamusa Jesu makimwamba, “Huthizhe Bwana, hunahoha!” 
MAT.8.26	Jesu akiamba, “H'enwi at'u a kuluhiro thithe mbona mu aoga.” Akirungarara akiluchemera lo luv̱utho na go maimbi, nazho hu vikihurira. 
MAT.8.27	Bai marihoona vizho, o anafundzi makingalala zhomu makiamba, “Ni mut'u ariyedze yuno! Hatha luv̱utho na maimbi kidza nazho vinamusikira!”
MAT.8.28	Jesu na anafundzie marihothima yo nyangamo nyingine, iriyo kahi za ts'i ya Agadari, wadhanwa ni anaalume airi mariokala na p'ep'o. At'u ao were makala makaburini, kidza were ni av̱ara hatha yo ngira ya kuko were k'aikirirwa kaheri kwa ao. 
MAT.8.29	Bai marihomona Jesu anadza, lola makipiga k'ululu makimwamba, “Unani naswi h'ewe Mwana wa Mulungu? Hedu udzire uhutese kare, na wakathi k'audzafika?” 
MAT.8.30	Vikara ho kimberembere, kure nao vichache, were hanarisa ribadhi ra nguluwe. 
MAT.8.31	Bai, o p'ep'o makimuvoya Jesu makimwamba, “Kala undafwamboza, furiche fukaangire aryahu nguluwe.” 
MAT.8.32	Jesu akiadzigidzya, akiamba, “H'aya, endani.” Bai o p'ep'o makiambola o at'u na machendaangira o nguluwe. Lola ro badhi rosi ra nguluwe rikitharamuka malo kula ko ngokani, rikivoromoka mo ziyani, rikifwa.
MAT.8.33	Kuona vizho, o arisa makichimbira, machangira mumo mudzini, makisema gosi garigokala gadzahendeka kwa o at'u mariokala na p'ep'o. 
MAT.8.34	Na lola at'u osi kula ko midzini bagabaga makidzamulola Jesu. Bai marihomona makimuvoya kukala akulae kuko kwao.
MAT.9.1	Vikara Jesu arihombola kuko, wakwera dau akivuka ro ziya akiuya kwao Kaperinaumu. 
MAT.9.2	Arihofika kuko lola at'u makimurehera mut'u wa kuholoza ariyekala arere kitandani mwakwe. Bai Jesu arihoona ro kuluhiro rao, akimwamba ye mukongo, “Dzip'e moyo mwanangu, dambizo zidzasamehewa.” 
MAT.9.3	Jesu arihonena vizho, lola angine kahi za o alimu a Sheria makikwatya kunena kimoyo-moyo na kuamba, “Mut'u yuyu be ananena kufuru.” 
MAT.9.4	Ela Jesu akimanya maazo gao, na akiamba, “Mbona muna maazo mai zho? 
MAT.9.5	Kwani, virizho rahisi ni hizho? Ni kumwamba mut'u, ‘Dambizo zidzasamehewa,’ hedu ni kumwamba, ‘Uka wanende?’ 
MAT.9.6	H'aya manyani bai, kukala Mwana wa Mudamu ana wadimi wa kusamehe dambi haha dhuniani.” Arihogonya kunena vizho, akimwamba ye mut'u wa kuholoza, “Uka uhale kitandacho wende kwenu.” 
MAT.9.7	Na ye mut'u akiuka, achenda kwao. 
MAT.9.8	Vikara aryahu at'u marihomona viryahu makiogoha zhomu, na makimulika Mulungu kwa kuap'a anadamu wadimi dza uwo.
MAT.9.10	Badaye Jesu na anafundzie, makwendarya chakurya nyumbani kwa Math'ayo. Na lola athozi a kodi anji na at'u angine mariokala manaonewa kukala ni enye dambi, makudzarya hamwenga nao. 
MAT.9.11	Vikara Mafarisayo marihoona viryahu, makiauza o anafundzie, “Mbona ye mwalimu wenu anarya chakurya na athozi a kodi hamwenga na enye dambi?” 
MAT.9.12	Jesu arihosikira vizho akiamba, “Mukongo nde mwenye haja na muganga, ela muzima k'ana haja na muganga bule. 
MAT.9.13	Hedu garya Maoro gaambago, ‘Sadaka zenu sizendzi, nimalazo ni mbazi,’ manaye ni noni? H'aya kagashomeni mugamanye manaye. Mimi nakudzaaiha enye dambi, sidzireaiha enye hachi!”
MAT.9.15	Bai Jesu akiadzigidzya akiamba, “Vidze ajeni a harusini nikukala na sumazi wakathi bwana harusi manaye haho? Ela siku zinadza, ambazo ye bwana harusi andauswa kahikahi zao, na haho mandafunga. 
MAT.9.16	K'ahana mut'u adimaye kuhala nguwo ya kapindi akayangiza kiraka kisha, mana cho kiraka kindayamola yo nguwo chambole, na kindaihendya ikale na t'undu bomu kukira iyo ya chaho. 
MAT.9.17	Kidza, divai mbisha k'aingizwa kahi za viriba zha kapindi. Kwani ikingizwa, indavipashula zho viriba imwagike. Bai zho viriba vindakala vidzanongeka, na yo divai nayo indakala idzamwagika. Ela divai mbisha ingizwa kahi za viriba visha, na k'ahana kindichonongeka.”
MAT.9.18	Bai Jesu arihokala achere kunena, lola mubomu mumwenga wa Kiyahudi, akidzamupigira mavindi akimwamba, “Bwana, musichana wangu ala kufwani, hinde ukamuikire mukono naye andafufuka.” 
MAT.9.19	Jesu arihosikira vizho, iye hamwenga na anafundzie makiuka makimuthuwa. 
MAT.9.20+MAT.9.21	Vikara lola, kahi za ro kundi ra at'u mwere muna mwanamuche mumwenga ariyekala adzakala mukongo wa kumbola milatso kwa miaka kumi na miri. Bai mwanamuche yuyahu wamuthuwa Jesu ko nyuma kuno ananena kimoyo-moyo na kuamba, “Nikigut'a ro valore thu, nindahola.” K'ona akigut'a wo mutsa wa ro valore. 
MAT.9.22	Bai ye mwanamuche arihogut'a ro valo, Jesu akigaluka, na arihomona akimwamba, “Dzip'e moyo mwanangu, kuluhiro ra kwako ridzakuhoza.” Na ye mwanamuche akihola haho na haho.
MAT.9.23	Jesu arihofika ko nyumbani kwa ye mubomu wa sinagogi, wakwendathekeza at'u anji. Arya manarira, na arya manapiga vivoti. Bai akiamboza mumo nyumbani akiamba, 
MAT.9.24	“Mbolani, kwani ye musichana k'afwere bule, arere thu.” Kusikira vizho at'u makimutseka. 
MAT.9.25	Bai aryahu at'u marihokala madzagonya kumbola, Jesu achangira ndani, na achendamugwira mukono iye mufwa, naye haho na haho kare akiuka. 
MAT.9.26	Na lola uv̱oro uwo ukitsamuka lalo zima.
MAT.9.28	Bai Jesu wathuwa kwenda hatha anangira nyumbani, vipofu nao thia. Akiauza akiamba, “Vidze munakuluhira kukala nadima kumuhoza?” Makiamba, “Ee, funakuluhira Bwana.” 
MAT.9.29	Bai Jesu akiagut'a go matso, gonya akiamba, “H'aya navikale here mukuluhirazho.” 
MAT.9.30	Na lola arihonena vizho thu, matso ga o vipofu gakigunuka na makikwatya kuona. Bai Jesu akiakokot'era zhomu zhenye kukala masizhambire mut'u. 
MAT.9.31	Ela marihouka haho, machendavitsamusa kahi za lalo zima.
MAT.9.33	Bai, Jesu akimwamboza ye p'ep'o na ye bwibwi akikwatya kunena. Bai zhaangalaza at'u anji sana hatha makikwatya kunena h'akiyao na kuamba, “Zho zha bwibwi kunena k'ahudzazhona bule kahi za ts'i ya Iziraeli!” 
MAT.9.34	Ela Mafarisayo makiamba, “Yuyu anamboza p'ep'o kwa kuhumira nguvu za mubomu wa p'ep'o.”
MAT.9.36	Ela arihoona go makundi ga at'u, waalola na akiaonera mbazi, kwa viryahu marizhokala manasirima na k'amamanya mahendedze, here ng'ondzi zisizo na murisa. 
MAT.9.37	Bai akiagalukira anafundzie akiambira, “Mavuno ni manji, ela ahendzi a kazi ni achache. 
MAT.9.38	Kwa vizho bai muvoyeni ye Bwana wa mavuno, ahume ahendzi a kazi madze mavune.”
MAT.10.1	Bai Jesu akiaiha aryahu anafundzie kumi na airi na akiap'a wadimi wa kumboza p'ep'o na kuhoza makongo na manyonge ga kila namuna. 
MAT.10.2	Ahumwi ao were ni Simoni ariyekala akiifwa P'et'ero na nduguye aifwaye Anderea. Angine were ni Jakobu na Johana, ambao were ni ana a Zebedayo, 
MAT.10.3	Filipu, Bath'olomayo, T'omasi, na Math'ayo ariyekala muthozi wa kodi. Angine mere ni Jakobu mwana wa Alifayo, na Th'adayo, 
MAT.10.4	na Simoni Muhehezi, na Juda Isikariote ariye nde ariyemusaliti Jesu.
MAT.10.6	Ela endani kwa Aiziraeli, ziryahu ng'ondzi zangu zirizongamika. 
MAT.10.7	Endani mukihubiri mukiamba, uthawali wa mulunguni udzafika hehi. 
MAT.10.8	Hozani mahana na makongo mangine, fufulani nyufu, na mbozani p'ep'o. Gaga gosini gahendeni bule renye, mana zo nguvu za kuhendera maut'u gaga hatha ninwi mwazigerwa bule. 
MAT.10.9	Vikara kala munenda, musitsukule akiba yoyosi ya p'esa mabindoni mwenu. 
MAT.10.10	Musitsukule mukoba, hedu k'andzu mbiri, hedu virahu zha kugaluza, hedu mudhath'a mo charoni.”
MAT.10.10	“Muhendzi wa kazi av̱irya kupata p'oshoye. 
MAT.10.11	Mundihongira kahi za mudzi wowosi, lolani mut'u mudzo andiyemukaribisha na mukale ho hakwe hatha muuke vizho. 
MAT.10.12	Na mundihongira kahi za mudzi wowosi, lamusani muambe, ‘Dheri narikale kahi za mudzi uu.’ 
MAT.10.13	Na kala mudzi uwo ni mudzo jeri, dheri renu narikale kahi za mudzi uwo. Ela kala mudzi uwo si mudzo, dheri renu narimuuyire. 
MAT.10.14	Na mudzi wowosi, hedu mut'u yoyosi andiyekahala kumukaribisha, hedu hatha kusikiza gago mundigokala munamala kuganena, kut'ani-kut'ani nyayo zenu, gonya muhauke. 
MAT.10.15	Kwani namwambira kamare kukala yo siku ya hukumu vindakala vii-vii zhomu kwa mudzi uwo, kukira zho vindizhokala kwa midzi ya Sodomu na Gomora.”
MAT.10.17	Dzimanyirireni kwani at'u mandamugwira mamuhirike manenoni na mamupige mo masinagogini mwao. 
MAT.10.18	Mundagwirwa muhirikwe mbere za maluwali na mbere za athawali kwa ut'u wangu, nanwi mundakwenda mukamboze ushuhuda dzulu zangu mbere zao, na mbere za at'u mario si Ayahudi. 
MAT.10.19	Mushithakiwaho, musithapethape bule kupanga maneno ga kwendanena, kwani gago mundagagerwa wakathi uwo wa kudzihehera. 
MAT.10.20	Kwani sinwi mundionena bule, Roho wa Babiyenu ndiye andenena kwa milomo yenu.”
MAT.10.22	Nanwi mundamenwa ni at'u osi kwa ut'u wa dzina rangu. Ela andiyevumirira hatha mwisho andaokoka. 
MAT.10.23	Mukiteswa kahi za mudzi uu, chimbirani mwende mudzi mungine, kuko nako mukiteswa, chimbirani mwende mungine. Nami namwambira kamare kukala k'amundaigot'ya bule yo midzi ya Iziraeli kabila Mwana wa Mudamu kudza.”
MAT.10.25	Vinathosha kare zho zha mwanafundzi akale here mwalimuwe, hedu mutumwa akale here bwanawe. Vikikala mwenye nyumba mwenye thu, kisha manamwiha Belizebuli,
MAT.10.27	Kila nindiromwambira kizani, rineneni lwazu mulangazani. Na kila mundirosikira njamani, ritangazeni zhomu zhenye.
MAT.10.28	Musiagohe ao madimao kuwalaga wo mwiri h'akeye, ela roho yo, k'amayadima bule. Mwagoheni iye adimaye kuuhala wo mwiri hamwenga na yo roho, na akavinonga-nonga kahi za Jehanamu. 
MAT.10.29	Utsongo wiri samba unaguzwa rahisi renye, kidza ko k'ahana hatha kamwenga kadimako kufwa bila Babiyenu kuhendza.
MAT.10.30	Na hatha zo nyere zenu kidza Mulungu anazimanya isabuye. 
MAT.10.31	Kwa vizho bai musogohe bule, mana ninwi muna th'amani bomu kukira iho ra utsongo.
MAT.10.33	Ela kila mut'u andiyenikahala mbere za at'u, nami nindamukahala mbere za Baba ariye mulunguni.”
MAT.10.35	Kwani nakudzaahendya ana a kilume mathengane na babizao, ana a kiche mathengane na mamizao, na akaza ana mathengane na mizhala zao. 
MAT.10.36	Mahadhui a mut'u mandakala o at'u a nyumbani mwakwe.”
MAT.10.38	Mut'u yoyosi ariye k'andahala musalabawe na kunithuwa, k'av̱irya kukala wangu bule. 
MAT.10.39	Kwani kila andiyeyona rohoye andayangamiza, na andiyeyangamiza rohoye kwa ut'u wangu, andayona.”
MAT.10.41	Kila mut'u amuhokeraye nabii kwa kukala ni nabii, andapata zawadi ya nabii, na kila mut'u andiyemuhokera mut'u muhachi, kwa kukala ni muhachi, andapata zawadi ya mut'u muhachi. 
MAT.10.42	Na kila mut'u andiyemup'a mumwenga wa aa at'u athithe, ngaa kikombe cha madzi ga p'eho kwa kukala ni mwanafundzi wangu, jeri wenye mut'u iye k'andakosa zawadiye bule.”
MAT.11.3	“Vidze, we ndiwe yuyahu huriyekala hunamuthariza hedu hutharize mungine?” 
MAT.11.4	K'uzhona marihouza viryahu, Jesu akiadzigidzya akiamba, “Uyani mukamwambire Johana gago musikirago na kugaona. 
MAT.11.5	At'u masoona manaona, vidende mananenda, akongo a mahana manahozwa, at'u masio na masikiro manasikira, nyufu zinafufulwa, na masikini manahubiriwa Uv̱oro Udzo. 
MAT.11.6	Na baha iye ariye k'andakala na tashwishi dzulu zangu.”
MAT.11.7	Bai aryahu anafundzi a Johana marihokala makuukani, Jesu akigalukira ro kundi ra at'u akinena dzulu za Johana akiamba, “Harya murihokwenda kurya nyika were mudzakwendalolani? Vidze were mudzakwendalola kirungurungu kinafuswa-fuswa ni lupeho? 
MAT.11.8	Hedu mwakwendalola mut'u adzevala nguwo mbidzo? Hatha, mavalao nguwo mbidzo k'amakala nyika bule, makala kahi za madzumba ga athawali. 
MAT.11.9	H'aya nambirani bai cho murichokwendalola ko nyika. Vidze mwakwendamulola nabii? Ee, ni vizho mwakwendamulola nabii. Nami ninamwambira kamare kukala mwakwendamulola mut'u ariye ni zaidhi ya nabii. 
MAT.11.10	Kwani iye Johana ndiye ariyenenwa kahi za Maoro kukala, ‘Lola ninahuma mujumbe wangu mberezo, andiyekutengezera ngirayo kimbere.’ 
MAT.11.11	Nami namwambira kamare kukala haha urumwenguni be k'ahadzazhalwa mut'u mubomu kumukira Johana, ela ye muthithe mwenye kamare kahi za uthawali wa mulunguni be ni mubomu kumukira ye Johana. 
MAT.11.12	Na hangu Johana aandze kuhubiri na kubat'iza at'u, wo uthawali wa mulunguni be udzakala ukipigwa viha, na ni o masitao ndo mandiowangira kwa nguvu. 
MAT.11.13	Sheria za Musa na mafundisho ga manabii osi hatha kumufikira Johana ganena dzulu za wo uthawali. 
MAT.11.14	Kwa vizho ahendzaye kukuluhira naakuluhire kukala Johana nde iye Elija ariyekala anatharizwa. 
MAT.11.15	Mwenye masikiro, naasikire.”
MAT.11.16	Bai Jesu akienderera kunena akiamba, “Kizhazi kino be tha ndakihalanisha na noni mino? Kidzahalana na ahoho makeresio sokoni. Asena ao manaamba, 
MAT.11.17	‘Fudzamupigira vivoti, ela k'amuvinire, hudzamuimbira wira wa hanga, ela k'amuririre kamare.’ 
MAT.11.18	Johana wakudza haha, akikala k'arya na k'anwa mukiamba kukala ana p'ep'o. 
MAT.11.19	Vino Mwana wa Mudamu wakudza, anarya na ananwa munamwamba kukala adzatona, kidza ni murevi na musena wa athozi a kodi, na enye dambi angine. Ela ulachu wa Mulungu unamanywa ni wa ujeri, kukirira kwa mahendo ga ao maukubalio.”
MAT.11.20	Vikara Jesu akikwatya kuidumulira iryahu midzi ariyo were wakwendahenda miujiza mibomu-mibomu, ela at'u a kuko hatha bada ya kuona miujiza iyo, makikahala kuthubu vizho. 
MAT.11.21	Bai waamba, “Shauri yenu ninwi at'u a Korazini na Beth'isaida. Kwani kala yo miujiza niriyoihenda ko kwenu be naihenda kahi za midzi ya Tiro na Sidoni be o andziyenu ngere mavala nguwo za magunia, na kukala ivuni kapindi kunyesa kuthubu kwao. 
MAT.11.22	Nami vivi namwambira kamare kukala yo siku ya hukumu vindakala baha o at'u a Tiro na Sidoni kaheri kuriko ninwi. 
MAT.11.23	Nwi at'u a Kaperinaumu nanwi, munaona mundanulwa hatha mulunguni? Hatha bule. Ninwi mundatserezwa hatha kuzimu. Kwani kala yo miujiza iriyohendwa mo mudzini mwenu be yahendwa kahi za mudzi wa Sodomu, ngere Sodomu ichereko hatha rero. 
MAT.11.24	Nanwi vivi namwambira kamare kukala, haho siku ya hukumu be vindakala vii-vii zhomu kwenu ninwi kuriko kwa at'u a Sodomu.”
MAT.11.26	Ni karakara Baba kwa kukala vizho were ndo urizhohendza.” 
MAT.11.27	Bai arihogonya kulazha muv̱era akiagalukira o at'u akiamba, “Maut'u gosini gaikwa mikononi mwangu ni Baba. K'akuna mut'u amumanyaye ye Mwana asihokala ye Baba, na k'akuna mut'u amumanyaye ye Baba asihokala ye Mwana na aryahu ambao ye Mwana anahendza kuang'azira ye Baba.”
MAT.11.29	Rivaleni gogo rangu, mudzifundishe kwangu, kwa kukala mimi ni mup'eho na mup'ore, nanwi mundaoya kamare kahi za maroho genu. 
MAT.11.30	Kwani gogo rangu ni shushu na muzigo wangu k'auremerera.”
MAT.12.2	Mafarisayo marihoona viryahu makimwamba, “Lola! O anafundzio manahenda ut'u uriwo k'auhendwa siku ya Sabato.” 
MAT.12.3	Bai Jesu arihosikira vizho akiadzigidzya o Mafarisayo akiamba, “Muthawali Daudi wahendadze harya arihokala iye na o at'u ariokala nao mana ndzala? Hedu k'amudzavishoma? 
MAT.12.4	Samba wangira kahi za nyumba ya Mulungu, na akirya yo mikahe ya sadaka, iriyo kulengana na Sheria, iye hedu hatha ao ariokala nao k'amav̱irya kuirya, hasihokala o alombi thu-thu-thu. 
MAT.12.5	H'aya zho mbai, yo Sheria ya Musa samba inaamba kukala alombi manabanda Sheria ya Sabato kila siku ya Sabato kahi za Hekalu, kidza k'amana makosa gogosi. Zho nazho k'amudzavishoma? 
MAT.12.6	Vivi be manyani kukala haha hana mut'u mubomu kukira riro Hekalu. 
MAT.12.7	Na kala munamanya mana ya go Maoro gaambago kukala, ‘Sadaka zenu sizendzi, nimalazo ni mbazi,’ k'amungaahukumire at'u mario k'amana makosa. 
MAT.12.8	Kwani Mwana wa Mudamu nde Bwana wa yo siku ya Sabato.”
MAT.12.10	Na lola muryahu sinagogini, were muna mut'u mwenye mukono wa kuholoza. Na kwa kukala o Mafarisayo were manamala chausa cha kumushithakira Jesu, mamuza makimwamba, “Vidze, ni karakara kumuhoza mut'u siku ya Sabato?” 
MAT.12.11	Jesu akiadzigidzya akiamba, “Ni h'ani kahi zenu ariye ng'ondziye ikivoromoka winani siku ya Sabato andairicha mumo kwa kukala ni siku ya Sabato? 
MAT.12.12	Vidze mudamu anadima kulinganishwa na ng'ondzi? Kwa vizho bai ni karakara kamare kisheria kuhenda madzo siku ya Sabato.” 
MAT.12.13	Kugonya kunena vizho, akimwambira ye mut'u, “Goloza wo mukonowo hedu.” Naye arihogoloza thu, ukiuyat'o na ukikala dza uwo mungine. 
MAT.12.14	Vikara o Mafarisayo marihoona kukala Jesu adzamuhoza ye mut'u, machambola machendapanga zho mandizhomwalaga Jesu.
MAT.12.15	Bai Jesu arihoipata p'eho yo njama yao, akihauka achenda kungine. Ela hamwenga na vizho, at'u anji mamuthuwa na akiahoza at'u osi mariokala ni akongo. 
MAT.12.16	Ela akiakokot'era kukala masimuhendye akamanywa iye ni h'ani. 
MAT.12.17	Bai wahenda vivi ili garyahu maneno garigonenwa ni nabii Isaya gathimire. Kwani Isaya waamba,
MAT.12.18	Ninamuhendza na ananifwahiza.
MAT.12.18	Nindamwangiza nguvu za Roho wangu
MAT.12.18	ili atangazire at'u mario si Ayahudi, kukala hukumu indakala ya hachi.
MAT.12.19	K'andapigana k'anani na at'u hedu kupiga k'ululu.
MAT.12.19	Kidza k'andanena zhomu-zhomu bule mo ngira-ngira.
MAT.12.20	At'u mario k'amana nguvu
MAT.12.20	k'andaabanda moyo bule.
MAT.12.20	Naye andaenderera vizho muhaka ahakikishe
MAT.12.20	kukala hachi idzashinda.
MAT.12.21	Na kukirira na dzinare,
MAT.12.21	at'u mario si Ayahudi mandahendywa makale na th'amaa ya hakika.”
MAT.12.23	Bai aryahu at'u marihoona viryahu osi makingalala zhomu, makiamba, “Yuno ela si iye Mwana wa Daudi?” 
MAT.12.24	Ela Mafarisayo marihosikira vizho makiamba, “Hatha bule! Yuyu anamboza p'ep'o kwa kuhumira nguvu za Belizebuli, mubomu wa p'ep'o.”
MAT.12.25	Ela Jesu akigamanya go maazo gao na akiambira, “Ts'i yoyosi, o at'ue makidzigazha makundi-makundi, gahehanago, be ts'i iyo indanongeka. Na mudzi wowosi hedu hatha nyumba yoyosi, at'u makikala k'amagwirana milomo, mudzi uwo hedu nyumba iyo, k'aindatoa. 
MAT.12.26	Na Shethani akimboza Shethani mwandziwe, andakala adzadzigazha. Vidze uthawaliwe undatoa jeri? 
MAT.12.27	Chamba mino namboza p'ep'o kwa nguvu za Belizebuli, o afuasi enu o manaamboza kwa nguvu za h'ani? Bai ao ndo mandiomuhukumu ninwi. 
MAT.12.28	Ela nikimboza p'ep'o kwa Roho wa Mulungu, be wo uthawali wa Mulungu udzamudzirira. 
MAT.12.29	Kwani k'akuna mut'u adimaye kungira kahi za nyumba ya mut'u mwenye nguvu na kumuhoka vit'uzhe hasiho kumufunga ye mwenye kwandza, ndo adime kumuhoka zho vit'uzhe.”
MAT.12.31	Kwa ut'u uwo wenye bai, ninamwambira kamare kukala, kila dambi na kila kufuru indasamehewa, ela kufuru dzulu za Roho Mweri, k'aindasamehewa bule. 
MAT.12.32	Mut'u andiyenena ut'u wowosi kinyume cha Mwana wa Mudamu andasamehewa. Ela kila andiyenena ut'u wowosi kinyume cha Roho Mweri k'andasamehewa ng'o, kahi za urumwengu uu, na hatha kahi za urumwengu udzawo.”
