MAT.1.1	Hiyana nan lestaan nan kaap-uwan Jesu Cristo ay kianak David, ya hi David at kianak Abraham. 
MAT.10.32	“
MAT.10.33	”
MAT.10.34	Kenalen pay Jesus, “
MAT.10.37	“
MAT.10.39	”
MAT.10.40	“
MAT.10.42	”
MAT.11.1	Kun pay narpas ay infilin Jesus chaná as nan hinpuru ya chuwa ay disipulusna, nak-ak hid-i, ya uy nun-is-isuru ya nun-ekaskasaba henan naesasag-un ay il-ili hid-i.
MAT.11.2	As nan hiyachi ay timpu, naifiafiarud hi Juan. Kuna pay nachamag nan cha atuatun Cristo, inmifiaor as nan tapen nan disipulusna, 
MAT.11.3	at senarudsudcha kan hiya, “Ay he-a nan enkaren Apo Dios ay omalintu, winnu munsuud kami as tukún?”
MAT.11.4	Tinumfor hi Jesus kan chicha, “
MAT.11.6	”
MAT.11.7	Kun pay nak-ak nan disipulus Juan, enlapon Jesus ay mangifiakia as nan maepangkep kan Juan as nan ongoongor ay tataku, “
MAT.11.15	”
MAT.11.16	Kenalen pay Jesus, “
MAT.11.19	”
MAT.11.20	Angkiay ya senengaran Jesus nan umili henan il-ili ay nangekamanana as nan kaongoran ay nakaskaschaaw, tay chaancha nunfiafiawi as nan fiasfiasorcha. 
MAT.11.21	Kenalina, “
MAT.11.24	”
MAT.11.25	As nan hiyachi ay timpu, enkararag Jesus, “
MAT.11.27	“
MAT.11.28	“
MAT.11.30	”
MAT.12.1	As nan usa ay Urkiw ay Mun-iblayan, nanarcharan cha Jesus as nan chiyuycha uma ay natanman as trigo.
MAT.12.2	Ngem kun pay inilan nan chiyuycha Fariseo nan enatcha, kenalicha kan Jesus, “Ilaum kay ya at cha atun nan disipulusmu nan epawan nan Lintig takú as nan Urkiw ay Mun-iblayan.”
MAT.12.3	Tinumfor hi Jesus kan chicha, “
MAT.12.8	”
MAT.12.9	As nan nak-akan Jesus hid-i, uy sinungkop as nan senagogacha. 
MAT.12.10	Wacha hid-i nan laraki ay nakukuy chi usa ay limana. Wacha us nan tapen nan tataku hid-i ay nunsarudsud kan hiya, “Ay eparufus nan Lintig takú nan munkaanan as saket as nan Urkiw ay Mun-iblayan?” Enatcha chi ta wachay epafiasorcha kan hiya.
MAT.12.11	Kenalina kan chicha, “
MAT.12.12	” 
MAT.12.13	Angkiay ya kenalina as nan nakukuy chi limana, “
MAT.12.14	Ngem nak-ak nan chiyuycha Fariseo ta uycha anapun mu anan atuncha ay mangpatuy kan Jesus.
MAT.12.15	Ammon Jesus na ay pangkepcha, isunga nak-ak hid-i. Ongor nan tataku ay inmunud kan hiya, at enpaammayna nan am-in ay munsaket kan chicha. 
MAT.12.16	Infilina kan chicha ay achicha ifiagfiakia nan maepangkep kan hiya. 
MAT.12.17	Enatna na ta matongpar nan kalen Apo Dios ay insurat Isaias ay pomapadtu ay kanana,
MAT.12.18	“Hi tona nan fiabfiaarok ay pinilek. Hiya nan laylaychok ya mangepalaylayad as solet kan ha-un. Ichatkuntu nan Espiritok kan hiya ta epakaammunantu as nan am-in ay tataku nan atuncha ay mapalintig as nan mangiilan Apo Dios.
MAT.12.19	Achintu makisumsuma winnu fumudfudtak, ya achina us ipipigsa nan kalina as nan chiyuycha korsa.
MAT.12.20	Nan nanay-ub ay nunu ay maepachong as nan pammaten nan tataku at achina putnun. Nan munkudkuchimet ay apuy ay maepachong as nan namnamacha at achina patayun. Iturturuyna nan chununa inkiana matongpar nan nalintig ay pangkep Apo Dios.
MAT.12.21	Hiya nan namnamaun nan katakutaku ay mangesarakan kan chicha.”
MAT.12.22	Angkiay ya wachacha nan nangiyuy kan Jesus as laraki ay finurag ya inumor nan anennet. Enpaammay Jesus nan hana laraki at makakali ya makaila at. 
MAT.12.23	Naschaaw nan am-in ay tataku, ya kanancha, “Ay hi tona ngun nan Kianak David ay cha takú sassasad-un?”
MAT.12.24	Kun pay chinngor nan chiyuycha Fariseo na, tinumforcha, “Fiakun! Hi Beelzebub yangkiay ay ap-apon nan chiyuycha anennet nan nangichat as pannakafialin tona ay taku ay mangepak-ak as nan chiyuycha anennet.”
MAT.12.25	Ngem aammon Jesus nan chacha numnumnumun, isunga kenalina kan chicha, “
MAT.12.29	“
MAT.12.30	“
MAT.12.32	”
MAT.12.33	Kenalen Jesus ay nun-epadpachong, “
MAT.12.37	”
MAT.12.38	Angkiay ya kenalen nan tapen nan mun-isursuru as Lintig ya tapen nan Fariseo kan Jesus, “Misturu, laychunmi ay omepailaka as nakaskaschaaw ay sinyar as mangammuwanmi ay nurpuka kan Apo Dios.”
MAT.12.39	Ngem tinumfor hi Jesus kan chicha, “
MAT.12.42	”
MAT.12.43	Nun-epadpachong pay hi Jesus, “
MAT.12.45	”
MAT.12.46	As nan cha pay laing munkarkaliyan Jesus as nan tataku, inumchan at hi enana ya nan susnúdna ay lanaraki. Tenmatakchugcha as nan fiattaw ya chacha chawatun ay maketakiatforcha kan Jesus. 
MAT.12.47	Wacha nan nangifiakia kan Jesus, “Wacha hi enam ya nan susnúdmu ay lanaraki ay nangatakchug as nan fiattaw ay cha manawat ay maketakiatforcha kan he-a.”
MAT.12.48	Tinumfor hi Jesus as nan nangifiakia kan hiya, “
MAT.12.49	Angkiay ya tinugkiawna nan disipulusna, ya kanana, “
MAT.12.50	”
MAT.13.1	As nan hiyachi challu ay urkiw, nak-ak hi Jesus as nan afong, at inmuy henan olet nan fiayfiay. Hid-i nan tenmokorana ay mun-isuru. 
MAT.13.2	Kiapú ta ongoongor chi tataku ay naamong kan hiya, uy tenmokor hiya as nan fiangka. Nan ongoongor ay tataku at nangatakchugcha henan oletna. 
MAT.13.3	Ongor chi infiagfiakian Jesus kan chicha ay maepadpachongan. Kenalina, “
MAT.13.8	” 
MAT.13.9	Inyanongos Jesus, “
MAT.13.10	Angkiay ya enmali nan disipulus kan Jesus, ya senarudsudcha kan hiya, “Adchi t'uy maepadpachongan chi osarum ay mun-isuru as nan tataku?”
MAT.13.11	Tinumfor hiya kan chicha, “
MAT.13.16	Inturuy Jesus, “
MAT.13.17	”
MAT.13.18	Kenalen Jesus, “
MAT.13.23	”
MAT.13.24	Wacha pay nan tukún ay maepadpachongan ay infiakian Jesus kan chicha. Kenalina, “
MAT.13.28	“ 
MAT.13.28	“
MAT.13.29	“ 
MAT.13.30	 ”
MAT.13.31	Wacha pay kasin nan tukún ay maepadpachongan ay infiakian Jesus kan chicha. Kenalina, “
MAT.13.32	”
MAT.13.33	Nun-epadpachong kasin hi Jesus. Kenalina, “
MAT.13.34	Maepadpachongan nan enos-osar Jesus as nan am-in ay insursuruna as nan tataku. Maid paat insursuruna kan chicha as chaana enpadpachong. 
MAT.13.35	Enatna na ta matongpar nan infiakian nan pomapadtu,
MAT.13.35	“Maepadpachongan nan osaroktu ay munkali kan chicha. Ifiakiaktu kan chicha nan naetatafun nunlapu as nan nafiayangan nan luta.”
MAT.13.36	Angkiay ya tenaynan Jesus nan ongoongor ay tataku, ya sinungkop as nan afong. Enmali nan disipulusna kan hiya, ya kanancha, “Ifiakiam pay kan chakami nan laychun ay kanan nan maepadpachongan ay maepangkep as nan lukiam as nan uma.”
MAT.13.37	Tinumfor hi Jesus, “
MAT.13.44	“
MAT.13.45	“
MAT.13.46	”
MAT.13.47	“
MAT.13.50	”
MAT.13.51	Senarudsud Jesus as nan disipulusna, “
MAT.13.51	“O,” ensongfiatcha.
MAT.13.52	Kenalina kan chicha, “
MAT.13.53	Kun pay lenpas Jesus ay nangifiakia as nan nauycha maepadpachongan, nak-ak hid-i. 
MAT.13.54	Hiyachi ya nunfiangad henan mismu ay ilina, ya uy nun-isuru hiya as nan tataku as nan senagogacha. Naschaaw nan chiyuycha nanngor, ya kanancha, “Ay chaud ngun nan nangor-an tona ay taku as kenasilibna ya pannakafialina ay mangekaman as nakaskaschaaw? 
MAT.13.55	Ay fiakun hiya nan potot nan mun-am-amma as afong? Ay fiakun hi Maria nan enana, ya nan susnúdna at cha Santiago, Jose, Simon ya Judas? 
MAT.13.56	Ay achi nan am-in ay susnúdna ay fianafiai at nakiilicha's na kan chitaku? Anuyna ngun nangor-an kan chatona am-in?” 
MAT.13.57	Angkiay ya enachicha at hiya.
MAT.13.57	Ngem kenalen Jesus kan chicha, “
MAT.13.58	Maid enkaman Jesus as ongor ay nakaskaschaaw hid-i kiapú ta maid pammaticha kan hiya.
MAT.14.1	As nan hiyasa ay timpu, nachamag Herodes ay gobernador ad Galilea nan maepangkep kan Jesus. 
MAT.14.2	Kenalina as nan chiyuycha opisyarna, “Hi tona hi Juan ay Fumufunyag ay kun nataku manipud as nan utúy. Isunga wacha kan hiya nan pannakafialin ay mangekamkaman as nan nauycha ay nakaskaschaaw.”
MAT.14.3	Kenalen Herodes chi, tay hiya nan nangepatiliw ya nangepafiarud kan Juan ay nakokor-ongan. Enatna na ta palaylaychuna hi asawana ay Herodias ay asawan Felipe ay sunúdna, 
MAT.14.4	tay kenarkalen ngamin Juan kan Herodes, “Epawan nan lintig ay asaw-um nan ingudmu.”
MAT.14.5	Laraychun Herodes ay epapatuy hi Juan, ngem umugyat hiya as nan tataku, tay infilangcha hi Juan as usa ay pomapadtu.
MAT.14.6	Ngem kun pay inumchan nan urkiw ay mangnumnumnumancha as nan naiyankan Ari Herodes, nunsasara nan anak Herodias ay fiarasang as nan sangwanan nan am-in ay naayakian ay makelagragsak. Nalaylaychan hi Herodes. 
MAT.14.7	Isunga enkarina as nan fiarasang ay ichatna kan hiya nan kumpurmi ay chawatuna.
MAT.14.8	Kiapú ta insuron Herodias ay enana, kenalen nan fiarasang, “Epaiyalem as na kan ha-un nan uron Juan ay Fumufunyag ay maiittu as nan paratu.”
MAT.14.9	Nalilifokan nan ari, ngem kiapú ta nun-ekari as nan sangwanan nan am-in ay mangilina, infilina ay maekaman nan chinawat nan fiarasang. 
MAT.14.10	Hiyachi ya enpasiwatna nan uron Juan as pagfiaruchan. 
MAT.14.11	Inyuycha nan uron Juan ay naiittu as nan paratu, ya inchatcha as nan fiarasang ay nangiyuy kan enana. 
MAT.14.12	Angkiay ya enmalicha nan disipulus Juan ay nangara as nan achorna, ya uycha inlufok. Hacha at uy ifiakia kan Jesus.
MAT.14.13	As nan nangchamakian Jesus as nan enommat kan Juan, nak-ak cha Jesus hid-i. Nunfiangkacha ay inmuy henan kamaid chi tataku ay kun chidchicha yangkiay. Ngem kun pay naammuwan nan ongoongor ay tataku ay nurpu henan il-ili, nanarcharancha ay nangunud kan hiya. 
MAT.14.14	Kun pay nunchissaag hi Jesus, inilana nan ongoongor ay tataku. Nasug-ang hiya kan chicha, ya enpaammayna nan wachay saketna kan chicha.
MAT.14.15	Kun pay cha maschum, inmuy nan disipulusna kan hiya, ya kanancha, “Nauy takú henan kamaid chi umili ya cha us maschum. Epakatammu nan ongoongor ay tataku ta umuycha henan fiabfiabruy ay uy lomaku as kanuncha.”
MAT.14.16	Tinumfor hi Jesus, “
MAT.14.17	Kenalicha kan hiya, “Lema met yangkiay ay tenapay ya chuwa ay filis nan wacha's na kan chakami.”
MAT.14.18	“
MAT.14.19	Angkiay infilina as nan ongoongor ay tataku ay tomokorcha as nan lukiam. As nan hiyachi, enarana nan lema ay tenapay ya nan chuwa ay filis, ya nuntangad ad chaya ay munyaman kan Apo Dios. Kun pay narpas, pinutput-ingna nan chiyuycha tenapay, ya inchatna as nan disipulusna, ya nan disipulusna at inwarascha as nan ongoongor ay tataku. 
MAT.14.20	Nangancha am-in, at nasufucha. Haat amongun nan disipulus nan chinaancha ay namnu as nan hinpuru ya chuwa ay uppig. 
MAT.14.21	Nan filang nan lanaraki ay nangan at kiayud umuy as leman lifu. Chaan naetapi nan fiabfiafiai ya ongong-a ay naifilang.
MAT.14.22	As nan cha mangepakataman Jesus as nan ongoongor ay tataku, enpalukiana nan disipulus as nan fiangka, ya enpaon-onana chicha ay kinumchang ad chumang. 
MAT.14.23	Kuna pay enpakatam nan ongoongor ay tataku, tinmikid hiya henan chuntug ay us-usana ta uy munkararag. As nan naschum, nauusa pay laing hi Jesus hid-i. 
MAT.14.24	Kun pay nan fiangka ay nunlurukianan nan disipulusna at achawwi henan olet nan fiayfiay. Kaman cha iyin-inchayon nan challuyon nan fiangka, tay kuncha sisib-atun chi angin.
MAT.14.25	Kun pay nakapis, inmuy kan chicha hi Jesus ay cha manarcharan as nan oson nan chanum. 
MAT.14.26	As nan nangil-an nan disipulus kan hiya ay cha manarcharan as nan oson nan chanum, inmugyatcha as solet. “Anennet!” infukiawcha, ya nun-uwekcha kiapú as ugyatcha.
MAT.14.27	Ngem nunkanan at Jesus kan chicha, “
MAT.14.28	Tinumfor hi Pedro, “Apo, mu tit-iwa ay he-a sa, ifikiam pay ay omaliyak kan he-a as nan oson nan chanum.”
MAT.14.29	“
MAT.14.29	Isunga kenmaan hi Pedro as nan fiangka, ya enlapuna ay nanaran as nan oson nan chanum ay umuy kan Jesus. 
MAT.14.30	Ngem kuna pay kenekna nan napigsa ay angin, inmugyat, ya enlapuna ay lumnud. Infukiawna, “Apo, esarakanak!”
MAT.14.31	Hiya at chi ya inchawchaw Jesus nan limana, ya inkuyudna hiya. “
MAT.14.32	Kuncha pay nunlukian as nan fiangka, kinminak nan angin. 
MAT.14.33	Angkiay nan chiyuycha wacha as nan fiangka at chinaychayawcha hi Jesus. Kenalicha, “Tit-iwa ay he-a nan Anak Apo Dios!”
MAT.14.34	As nan kinumchangancha henan fiayfiay, inumchancha ad chumang henan lukiar ay Genesaret. 
MAT.14.35	Kun pay enmatonan nan tataku hid-i hi Jesus, enpakaammucha henan intiru ay lukiar hid-i, at inyuy nan tataku nan am-in ay munsaket kan hiya. 
MAT.14.36	Nunpakaasicha kan hiya ta paat kap-un nan chiyuycha munsaket nan kiayachan nan fiachuna, ya nan am-in ay nangpa at enmammaycha.
MAT.15.1	As nan namingsan, inmuy kan Jesus nan chiyuycha Fariseo ya nan chiyuycha mun-isursuru as Lintig ay nurpu ad Jerusalem. Senarudsudcha, 
MAT.15.2	“Adchi t'uy labsingun nan disipulusmu nan iniili ay ukialen nan kaap-uwan takú? Chacha met mangan ay achi munfuru.”
MAT.15.3	Tinumfor hi Jesus kan chicha, “
MAT.15.10	Enayakian Jesus nan tataku kan hiya, ya kanana kan chicha, “
MAT.15.11	”
MAT.15.12	Angkiay ya inmuy nan disipulus kan hiya, ya kanancha, “Ay ammom ay menmangisiw chi numnum nan chiyuycha Fariseo as nan nanngorancha's nan infiakiam?”
MAT.15.13	Tinumfor hi Jesus, “
MAT.15.14	”
MAT.15.15	Kenalen Pedro, “Epakaawatmu pay kan chakami nan laychun ay kanan nan nauy maepadpadchongan.”
MAT.15.16	Kenalen Jesus kan chicha, “
MAT.15.20	”
MAT.15.21	Angkiay ya nak-ak cha Jesus hid-i ay inmuy henan sakop nan Tiro ya Sidon. 
MAT.15.22	Wacha nan usa ay fiafiai ay i-Canaan ay nakiiili hid-i. Naesnop kan Jesus, ya infukiawna, “Apo ay Kianak David, sug-anganak man paat! Naanennetan nan anakku ay fiafiai ya malikiatan as solet.”
MAT.15.23	Ngem chaan tinumtumfor hi Jesus kan hiya. Isunga naesnop nan disipulus kan hiya, ya enpakaasicha, “Uray atum nan chana chawatun ya pakatamum, tay kuna itukiay fukiaw ay cha umunuunud kan chitaku.”
MAT.15.24	Tinumfor hi Jesus, “
MAT.15.25	Ngem enmali nan fiafiai ya nunpalintumang as sangwanan Jesus, ya kanana, “Apo, fiadnganak at man.”
MAT.15.26	Tinumfor hi Jesus ay mangepadpachong, “
MAT.15.27	Kenalen nan fiafiai, “O, tit-iwa sa Apo. Ngem uray met nan asu at kanuncha nan mag-as as nan lamesaan nan amocha.”
MAT.15.28	Angkiay kenalen Jesus kan hiya, “
MAT.15.29	Nak-ak hi Jesus hid-i ay nanguy henan olet nan fiayfiay ay Galilea. Angkiay ya tinmikid henan chuntug, ya tenmokor hid-i. 
MAT.15.30	Ongoongor nan inmuy kan hiya ay tataku ay nangiyali as nunkapilay, nunkafurag, nunkapilud, umor ya ongor pay ay tapina ay munsaket. Inyuycha chaná as nan sangwanan Jesus, ya enpaammayna chicha. 
MAT.15.31	Naschaawcha nan tataku, ya nunchaychayawcha as nan Dios nan chiyuycha kianak Israel as nan nangil-ancha ay makakali nan umor, enmammay nan chiyuycha napilud, makacharan nan nunkapilay, ya makaila nan nunkafurag.
MAT.15.32	Angkiay ya enayakian Jesus kan hiya nan disipulusna, ya kanana, “
MAT.15.33	Kenalen nan disipulus kan hiya, “Ay chaud ngay nan uy takú omor-an as ommat ay makan ta epakan as nan ongoongor ay tataku hena ay kamaid chi umili?”
MAT.15.34	Senarudsud Jesus kan chicha, “
MAT.15.34	“Kun pitu, ya akét ay aneket ay filis,” ensongfiatcha.
MAT.15.35	As nan hiyachi, infilin Jesus as nan tataku ay tomokorcha as nan luta. 
MAT.15.36	As nan nangor-ana as nan pitu ay tenapay ya nan filis, nunyaman kan Apo Dios. Kun pay narpas, pinutput-ingna chachi, ya inchatna as nan disipulusna, ya nan disipulusna at inwarascha as nan ongoongor ay tataku. 
MAT.15.37	Nangancha am-in, at nasufucha. Haat amongun nan disipulus nan chinaancha ay namnu as nan pitu ay uppig. 
MAT.15.38	Nan filang nan lanaraki ay nangan at opat ay lifu. Chaan naetapi nan fiabfiafiai ya anongong-a ay naifilang.
MAT.15.39	Kun pay enpakatam Jesus nan ongoongor ay tataku, nunlukian hiya as nan fiangka ay inmuy henan sakop nan Magadan.
MAT.16.1	Wachacha nan Fariseo ya Saduseo ay inmuy kan Jesus. Lenayadcha ay chistingun hiya. Isunga chinawatcha kan hiya ay omepaila as nakaskaschaaw ay sinyar ay mangepaneknek ay hiya at nurpu kan Apo Dios. 
MAT.16.2	Tinumfor hi Jesus kan chicha, “
MAT.16.4	” Kun pay lenpas Jesus ay nangifiakia's chi, nak-ak hiya ay nanaynan kan chicha.
MAT.16.5	As nan inumchanan cha Jesus ad chumang, ninumnum nan disipulusna ay liniw-anchay ometakin as sangatcha ay tenapay. 
MAT.16.6	“
MAT.16.7	As nan nangaliyana's chi, natatakiatforcha nan disipulusna. Kenalicha, “Infiakiana chi, tay maid entakin takú as sangát takú ay tenapay.”
MAT.16.8	Ngem ammon Jesus nan nauy chacha matatakiatforan, isunga kenalina kan chicha, “
MAT.16.11	” 
MAT.16.12	Angkiay ya naawatancha ay nan infiagfiakian Jesus ay il-ilauncha at fiakun payat nan lebaduran chi tenapay, ngem nan cha isursuron nan chiyuycha Fariseo ya Saduseo.
MAT.16.13	Kun pay inumchan cha Jesus henan sakop nan Cesarea Filipos, senarudsudna as nan disipulusna, “
MAT.16.14	Kenalicha, “Kanan met nan tapina un he-a hi Juan ay Fumufunyag, ya kanan nan tapina un he-a hi Elias. Wacha pay nan mangali un he-a hi Jeremias winnu usa as nan chiyuycha pomapadtu.”
MAT.16.15	Senarudsud Jesus kan chicha, “
MAT.16.16	Tinumfor hi Simon ay makali us un Pedro, “He-a nan Cristo ay Anak nan matataku ay Apo Dios.”
MAT.16.17	“
MAT.16.19	” 
MAT.16.20	Angkiay infilin Jesus ay ustu as nan disipulusna ay maid poros mangifiagfiag-ancha ay hiya nan Cristo.
MAT.16.21	Nunlapu as nan hiyasa ay timpu, enlapon Jesus ay mangelawlawag as nan disipulusna nan ommattu kan hiya. Kenalina, “
MAT.16.22	Kun pay chinngor Pedro na, enek-akna hi Jesus, at senengarana hiya kiapú as nan kenalina. Kenalina, “Apo, achi koma eparufus Apo Dios sa! Achintu poros om-ommat chasa kan he-a.”
MAT.16.23	Ngem nunsakong hi Jesus, ya kanana kan Pedro, “
MAT.16.24	Angkiay ya kenalen Jesus as nan disipulusna, “
MAT.17.1	Kun pay inmuy chi unum ay urkiw, entakin Jesus hi Pedro ya cha Santiago kan Juan ay hen-aki. Enpanguna chicha henan nangatu ay chuntug ay kun chidchicha yangkiay. 
MAT.17.2	As nan chacha mangi-iil-an kan Jesus, tinmukun chi kail-ana. Nan lupana at sumili ay kaman as nan urkiw ya nan fiachuna at pinmukpukkawan ay kaman silaw.
MAT.17.3	Kalina at ya nunpaila kan chicha cha Moises kan Elias ay cha maketagtakiatfor kan Jesus. 
MAT.17.4	Angkiay kenalen Pedro kan Jesus, “Apo, ammay paat ta wacha takú hena. Mu laychum, mun-ammaak as turu ay fiawi asna, usa kan he-a, usa kan Moises ya usa kan Elias.”
MAT.17.5	Kun pay cha munkarkali hi Pedro, kalina at ya wacha nan sumili ay lifuu ay nangalenong kan chicha. Wacha us nan kali ay nurpu as nan lifuu ay kanana, “Hi tona nan Anakku ay laylaychok. Malaylaychanak paat kan hiya. Chumngor kayu kan hiya.”
MAT.17.6	As nan nanngoran nan disipulus as nan nauy ay kali, nunlukfubcha kiapú as ongor ay ugyatcha. 
MAT.17.7	Ngem naesnop hi Jesus, at kenaprosna chicha, ya kanana, “
MAT.17.8	Kuncha pay nuntangad, maid tapina as inilacha omangkiay hi Jesus.
MAT.17.9	As nan chacha chumayyuwan ay nurpu henan chuntug, infilin Jesus kan chicha, “
MAT.17.10	Ensarochakchak nan disipulus kan hiya, “Adchi man t'uy kanan nan mun-isursuru as Lintig un masapor omon-ona hi Elias ay omali mu hi Cristo?”
MAT.17.11	Tinumfor hi Jesus, “
MAT.17.12	” 
MAT.17.13	Haat maawatan nan disipulus ay nan cha kankanan Jesus kan chicha at maepangkep kan Juan ay Fumufunyag.
MAT.17.14	Kun pay nunfiangad cha Jesus as nan kawad-an nan ongoongor ay tataku, inmuy nan usa ay laraki kan Jesus. Nunpalintumang as nan sangwanana, ya kanana, 
MAT.17.15	“Apo, sug-angam man paat nan pototku ay laraki, tay munkorchas ya malikiatan as solet. Namen ongor ay cha maichuschus-or hiya as nan apuy winnu as nan chanum. 
MAT.17.16	Inyuyku hiya as nan disipulusmu, ngem chaancha kenafiaelan ay nangepaammay kan hiya.”
MAT.17.17	Tinumfor hi Jesus, “
MAT.17.18	As nan hiyachi, finilin Jesus nan anennet ay mak-ak, at tenaynan nan anennet nan onga. Hiya at chi ya enmammay nan onga.
MAT.17.19	Angkiay ya as nan naaw-awni, inmuy nan disipulus kan Jesus ay chidchicha yangkiay, ya senarudsudcha, “Adchi t'uy kami chaan nakaepak-ak as nan anennet?”
MAT.17.20	Tinumfor hi Jesus, “
MAT.17.21	[
MAT.17.22	As nan naamongan nan disipulus ay kadwacha hi Jesus ad Galilea, kenalen Jesus kan chicha, “
MAT.17.23	” As nan nanngoran nan disipulusna's chi, nginmunguyuscha as solet.
MAT.17.24	Kun pay inumchan hi Jesus ya nan disipulusna ad Capernaum, inmuy kan Pedro nan mangam-among as chuwa ay drachma
MAT.17.25	“O, met,” ensongfiat Pedro.
MAT.17.25	Kun pay kenmatam hi Pedro, hi Jesus at enmon-ona ay nunkali kan hiya, ya kanana, “
MAT.17.26	“Ya kakun as nan chiyuycha mangilicha,” ensongfiat Pedro.
MAT.17.26	“
MAT.17.27	“
MAT.18.1	As nan hiyachi ay timpu, enmali nan disipulus kan Jesus, ya kanancha, “Ngachana nan kaamuchan henan muntorayan Apo Dios?”
MAT.18.2	Enayakian Jesus nan usa ay onga, at enpatakchugna as nan kiawacha. 
MAT.18.3	Angkiay ya kenalina, “
MAT.18.5	”
MAT.18.6	“
MAT.18.9	”
MAT.18.10	“
MAT.18.11	[
MAT.18.12	“
MAT.18.14	”
MAT.18.15	“
MAT.18.18	“
MAT.18.19	“
MAT.18.20	”
MAT.18.21	Angkiay ya inmuy hi Pedro kan Jesus, ya kanana kan hiya, “Apo, mamen kaatku pakawanun nan ifiak ay cha fumasofiasor kan ha-un? Ay inkiana mamen pitu?”
MAT.18.22	“
MAT.18.23	“
MAT.18.28	“
MAT.18.29	“
MAT.18.32	“
MAT.18.34	” 
MAT.18.35	Inyanongos Jesus, “
MAT.19.1	Kun pay narpas ay infiakian Jesus chaná, nak-ak cha Jesus ad Galilea, ya inmuycha henan sakop nan Judea henan usa ay chumang nan wawwang ay Jordan. 
