GEN.1.1	Könakönahiŋe Anutunöŋ Suep aka gölme miwikŋaim etkiyök. 
GEN.5.24	Meköba uruŋi Anutubuk jöhöba anda kaba maliga Anutunöŋ öne waŋgiriga atatop (jiatatoŋ) kölök.
GEN.5.25	Atatop köliga nahönŋi Metusela yaŋön yambuŋi 187 aiga nahönŋi Lamek asuhuyök. 
GEN.5.26	Asuhuiga nalö miaŋgöreŋök Metuselanöŋ toroqeba yambu 782 mala mal öŋgöiga nalö sutŋe miaŋgöreŋ nahönböratŋi tosatŋi asuhuba öŋgöget. 
GEN.5.27	Öŋgögetka Metuselanöŋ mala mala mal öŋgöba yambuŋi mindiriba 969 meköba kömuyök.
GEN.5.28	Kömuiga nahönŋi Lameknöŋ yambuŋi 182 aiga nahönŋi kun asuhuyök. 
GEN.5.29	Asuhuiga qetŋi Noa (kölalep) qeta kewö jiyök: “Anutunöŋ gölme saitköiga nini böröninan nup köl kömöta sileqeqe aka sihimbölö möta malinga morö kiaŋön mönö ölöp urukölalep neŋgimakŋa.” 
GEN.5.30	Noa asuhuiga nalö miaŋgöreŋök Lameknöŋ toroqeba yambuŋi 595 aiga nalö sutŋe miaŋgöreŋ nahönböratŋi tosatŋi asuhuba öŋgöget. 
GEN.5.31	Öŋgögetka Lameknöŋ mala mala mal öŋgöba yambuŋi mindiriba 777 meköba kömuyök.
GEN.5.32	Lameknöŋ kömuiga nahönŋi Noa yaŋön yambuŋi 500 aiga nahönurupŋi karöbut qetŋini Sem, Ham aka Jafet asuhuget. Mewö.
GEN.6.2	Asuhugetka nalö miaŋgöreŋ Anutugö nahönurupŋi yeŋön ambazip yeŋgö böraturupŋini eŋgeketka eksihimŋinambuk aketka eŋgek sorigeraŋgö dop mi pakpak eŋgömegetka anömurupŋini aket. 
GEN.6.3	Mewö aketka nalö miaŋgöreŋ Kembunöŋ keu kewö jiyök: “Gölme ambazipnöŋ silebuk nalö teteköŋi qahö mal öŋgömemö, yeŋön mönö kömume. Areŋini mewö al eŋgizal. Nalö kewöŋeyök könahiba malmalŋini mönö yambu 120 jaŋgö mi qahö oŋgita mal öŋgöme.” 
GEN.6.4	Anutugö nahönurupŋi yeŋön gölme ambazip yeŋgö böraturupŋini eŋgömegetka morö mem eŋgigetka nalö miaŋgöreŋ aka könaŋgep mewöyök azi weliwelipŋinambuk mönö asuhuba qariba gölmenöŋ malget. Möpŋaŋgö möpŋeyök bemurup qetbuŋaŋinambuk malgeri, yeŋön mönö mia aket.
GEN.6.5	Gölme ambazip yeŋgö bölöŋamŋini mi keta bölökŋi aiga uruŋinaŋgö mötmöt areŋini pakpak mi nalö dop qösösök (qörörök) bölöŋanök pakpak aka malgeri, mi Kembunöŋ ehök. 
GEN.6.6	Mi eka ambazip miwikŋaim eŋgiiga gölmenöŋ malgeri, miaŋgöra Anutunöŋ möt bölim aŋguiga wösöbiriknöŋ uruŋi kokolak qeiga sihimbölö möta malök. 
GEN.6.7	Mewö möta mala keu kewö jiyök: “Ambazip miwikŋaim eŋgiali, nöŋön mönö mi gölmenöhök qeteköm eŋgimam. Ambazip, mirigö sömbupŋi, yuai bapŋinan köla ölölöŋgömakzei aka könakembagö neiŋi mi miwikŋaim eŋgialaŋgöra möt bölim aŋguba mi mönö qeköm eŋgimam.” 
GEN.6.8	Mewö jiyökmö, azi Noa yaŋön Kembugö jeŋe ak-kömukömu miwikŋaiyök.
GEN.6.9+GEN.6.10	Noagö gwölönarökurupŋi mieŋgö kösohotŋini mi kewö: Nahönurupŋi karöbut qetŋini Sem, Ham aka Jafet mi asuhuget. Noanöŋ ambazip sutŋine azi solanŋi köpösihitkö keuŋi qahö mala uruŋi Anutubuk jöhöba anda kaba malök.
GEN.6.11	Noanöŋ mewö malökmö, ambazip tosatŋi pakpak yeŋön Anutugö jeŋe goŋgiba bölim tekögetka ambazip ayuhum eŋgieŋgi mi gölme körek dop köla ahöyök. 
GEN.6.12	Ambazip pakpak gölmenöŋ anda kaba malmalŋini mem bölim tekögetka miri gölme pakpak yeŋgö ahakmemeŋini mi goŋgiba aŋgöjörakŋinambuk aiga Anutunöŋ gölme uba tandökŋini mi mewö ehök.
GEN.6.13	Mewö eka Anutunöŋ Noagöra keu kewö jii mörök: “Ambazip yeŋgöra aka ayuhum eŋgieŋgi mi gölme körek dop köla ahöza. Miaŋgöra nöŋön ambazip pakpak mem kömum teköm eŋgimamgöra mönö keuni jöhöyal. Mötnöŋ, nöŋön mönö onöŋ gölme meleŋbi geiga yuai pakpak isikusukŋinambuk mi kömum teköme. 
GEN.6.14	Miaŋgöra göŋön mönö suman ip köla miaŋön nangahöra waŋge kun meman. Miaŋgö uruŋi kutunöŋga uruŋi morömorö asuhume. Waŋgegö uruŋi aka sileŋi mi qandöŋnöŋ me gisak marasinöŋ kösiba ohom teköman. 
GEN.6.15	Waŋge mi kewö meman: köröpŋamŋi 133 mita (450 fit), andipŋi 22 mita (75 fit) aka köŋgepŋi 13 mita (45 fit) mewö meman. 
GEN.6.16	Boŋi muhungöba sel aka bo sutŋire liliköba jeŋgenaŋ tiŋi 44 sentimita (18 ins) mi mosöta kötohoman. Waŋgegö uruŋi mösöŋnöŋga uruŋi qakŋi, kembaŋi aka dutŋi karöbut asuhume. Waŋge naŋguŋi mi namŋe alman. 
GEN.6.17	Mötman! Nöŋön mönö jibiga göulu ketaŋan kota gölme jömukŋi köl turuiga ambazip aka yuai malmalgö ösumŋinambuk pakpak suep bapŋe maljei, mieŋön mönö o nemba nemulahöba kömume. Mewö kömumba gölmegö yuai pakpak mi mönö qahöwak teköme.
GEN.6.18	Mewö asuhumapmö, nöŋön göbuk jöhöjöhö areŋ kewö akzal: Gi mönö waŋgenöŋ öŋgöman. Gi, anömgi aka nahöniranurupki eŋön mönö mohotŋe waŋgenöŋ öŋgöme. 
GEN.6.19	Öŋgöba mala yuai malmalŋinambuk pakpak mi qahöwak teköbepuköra yeŋgöreŋök yahöt yahöt aziŋi aka ambiŋi mi dopŋine eŋguaŋgitnöŋga göbuk mohotŋe waŋgenöŋ öŋgöme. 
GEN.6.20	Nei tandökŋini könaŋi könaŋi, mirigö sömbupŋi tandökŋini könaŋi könaŋi aka gölmegö mokoleŋ, lolohom yuai tandökŋini könaŋi könaŋi körek yeŋgöreŋök yahöt yahöt mi mönö kömumbepuköra eŋguaŋgitnöŋga göhöreŋ kaŋgotketka öŋgöme. 
GEN.6.21	Mewöyök nanŋini aka nei, sömbup yuai pakpak yeŋön nemeaŋgö dop mönö numbu nene könaŋi könaŋi miwikŋaiba otoŋ qezaköba waŋgenöŋ alnöŋga kahaimök ahöma.” 
GEN.6.22	Anutunöŋ Noa mewö akŋapkö jim kutum waŋgiiga miaŋgö dowök mönö tem köla mi pakpak ahök. Mewö mia aka mem teköyök.
GEN.7.1	Noanöŋ waŋge mem teköiga Kembunöŋ keu kewö jii mörök: “Gi ambazip kambu kieŋgö sutŋine solanŋi aka maljan. Nöŋön göhö könaŋamgi mewö miwikŋaizal. Miaŋgöra gi aka saiwaurupki pakpak iŋini mönö waŋgenöŋ öŋgöme. 
GEN.7.2	Sömbup neneŋi, dönqizizinŋini qahö mi pakpak yeŋgöreŋök sewen sewen, aziŋi 7 aka ambiŋi 7 dopdop eŋgömenöŋga göhöreŋ kaŋgotme. Mewöyök sömbup dönqizizinŋinambuk pakpak yeŋgöreŋök yahöt yahöt aziŋi aka ambiŋi mewö eŋgömenöŋga göhöreŋ kaŋgotme. 
GEN.7.3	Toroqeba nei könaŋi könaŋi pakpak yeŋgöreŋök mewöyök sewen sewen, aziŋi 7 aka ambiŋi 7 mi eŋguaŋgitnöŋga göbuk waŋgenöŋ öŋgöme. Mewö aknöŋga sömbup aka nei tandökŋini könaŋi könaŋi pakpak mi kude qahöwakŋemö, toroqeba gölmenöŋ ahumsehip aka malme. 
GEN.7.4	Öŋgögetka wehön 7 teköiga jim kutubiga kie römbum ketaŋan mönö gölmenöŋ eta yöhöiga suŋgem silim 40:gö dop toroqeba yöhöm teköma. Mewö yöhöiga yuai isikusukŋinambuk pakpak miwikŋaim eŋgiali, mi mönö mohotŋe jim teköbiga gölmenöhök qahöwakŋe.” 
GEN.7.5	Kembunöŋ Noa mewö akŋapkö jim kutum waŋgiiga miaŋgö dowök mönö tem köla mi pakpak ak teköyök.
GEN.7.6	Mewö mia aka meiga yambuŋi 600 aiga göulu ketaŋan gölme qakŋe kaŋgorök. 
GEN.7.7	Kaŋgotmapkö aiga Noa anömŋet aka nahöniranurupŋiri yeŋön mohotŋe göulunöŋ kömumbepuköra ölöŋ köla waŋgenöŋ öŋgöget. 
GEN.7.8	Mewöyök sömbup neneŋi, dönqizizinŋini qahö aka sömbup dönqizizinŋinambuk aka nei aka yuai pakpak bapŋinan köla ölölöŋgömakzei, 
GEN.7.9	mi yahöt yahöt pakpak aziŋi aka ambiŋi mi dopdopŋine waŋgenöŋ öŋgöba Noagöreŋ kaget. Anutunöŋ Noa jim kutum waŋgiyöhi, mi mönö miaŋgö dop asuhuyök. Mewö.
GEN.7.10	Mewö asuhuiga wehön 7:göra jiyöhi, mi teköiga göulu ketaŋan gölme qakŋe kaŋgorök. 
GEN.7.11	Noanöŋ yambuŋi 600 aiga yambu miaŋgö köiŋi 2 miaŋgö wehönŋi jaŋgö 17 silim miaŋgöreŋ o jeŋi pakpak, o diginŋinambuk mieŋgö namŋini pakpak mi emuyök qariba qariba kotket. Mewöyök euyaŋgöreŋ könakembagö oŋi oŋi mieŋgö numbuŋini mi aŋaŋiget. 
GEN.7.12	Kie römbum ketaŋi mi gölmenöŋ eta yöhöba yöhöba suŋgem silim 40:gö dop ahöyök. 
GEN.7.13	Kienöŋ könahimapköra aiga wehön miaŋgöreŋ Noa aka nahönurupŋi Sem, Ham aka Jafet, Noagö anömŋet aka iranurupŋiri karöbut yeŋön mohotŋe waŋgenöŋ öŋgöm teköget. 
GEN.7.14	Toroqeba arökŋaŋgö sömbupŋi aka mirigö sömbupŋi pakpak, yuai pakpak bapŋinan köla ölölöŋgömakzei, nei pakpak aka yuai ginginŋinambuk pakpak mi ambazip yembuk mohotŋe waŋgenöŋ öŋgöm teköget. 
GEN.7.15	Anutunöŋ yuai pakpak malmalgö ösumŋinambuk miwikŋaim eŋgiyöhi, mieŋgöreŋök yahöt yahöt (2-2) mi Noagöreŋ kaŋgota waŋgenöŋ öŋgöm teköget. 
GEN.7.16	Anutunöŋ Noa jim kutum waŋgiyöhaŋgö dop yuai isikusukŋinambuk pakpak waŋgenöŋ öŋgöm tekögeri, mi aziŋi aka ambiŋi ahot. Körekŋan öŋgöm tekögetka Kembunöŋ nanŋak Noagö andöŋe waŋgegö naŋguŋi kölök.
GEN.7.17	Naŋguŋi köliga miaŋgöreŋök göulu ketaŋan könahiba suŋgem asak 40:gö dop toroqeba gölmenöŋ kaŋgoriga o yeŋön qariba qariba gölme köl turuba öŋgöba waŋge gölmenöhök koaŋgetka wahöta öŋgöyök. 
GEN.7.18	Öŋgöiga o yeŋön gölme qakŋe qariba qariba öŋgögetka waŋgenöŋ o qakŋe nanŋök öne laŋ anda kaba ahöyök. 
GEN.7.19	Mewö aiga onöŋ gölme qakŋe kunbuk qariba öŋgöyök. Mewö kunduŋi köröpŋi köröpŋi suepkö bapŋe kin anjei, mi pakpak mönö musulumgöm eŋgiyök. 
GEN.7.20	Musulumgöm eŋgiba öŋgöba öŋgöba kunduŋi bohonŋi bohonŋi mi köl turuba 8 mita (25 fit) miaŋgö dop eŋgoŋgita ahöyök.
GEN.7.21	Mewö ahöiga yuai isikusukŋinambuk pakpak gölme qakŋe anda kaba malgeri, mieŋön o nemba nemulahöba kömum teköget. Yuai pakpak mi nei me mirigö sömbupŋi me arökŋaŋgö sömbupŋi me mokoleŋ, gisip aka yuai pakpak kambuŋini köla gölmenöŋ qeqelaŋlaŋ anda kamakzei aka ambazip pakpak mi mohotŋe qahöwak teköget. 
GEN.7.22	Yuai pakpak gölme örönŋe mala malmalgö ösumŋi söŋgöröŋine öröba malgeri, mi körekŋanök kömum teköget. 
GEN.7.23	Yuai malmalŋinambuk pakpak gölmenöŋ malgeri, mi Anutunöŋ eŋgum teköyök. Yuai pakpak mi ambazip, sömbup me yuai bapŋinan köla ölölöŋgömakzei me könakembagö neiŋi neiŋi mi mönö Anutunöŋ eŋgum teköyök. Noa aka saiwaurupŋi waŋge uruŋe malgeri, miyök mönö eŋgehoriba aŋgön köla gou köl eŋgiyök. 
GEN.7.24	O göulu miaŋön gölme köl turuba qahö öröba geyökmö, wehön 150:gö dop ahöyök.
GEN.8.1	Wehön 150 mi teköiga miaŋgöreŋ Anutunöŋ Noagö aka arökŋaŋgö mirigö sömbupŋi aka yuai pakpak yambuk waŋgenöŋ malgeri, mi mötmörim eŋgiba luhut ketaŋi röja aliga gölme qakŋe qeiga onöŋ könahiba öröba erök. 
GEN.8.2	Anutunöŋ emune o diginŋinambuk yeŋgö jeŋini aka euyaŋgöreŋ könakembagö oŋi oŋi mieŋgö numbuŋini mi qaliba soŋgo aliga kienöŋ tiŋgita tömböriba suepnöhök kunbuk qahö erök. 
GEN.8.3	Qahö eriga o ketaŋan könahiba gölme qakŋe ahöahöŋeyök liliŋgöba öröba eta geyök. Wehön 150:gö dop o mieŋön öröba eta geba ahöget. 
GEN.8.4	Mewö ahögetka waŋgenöŋ köiŋ 7 miaŋgö silimŋi 17 miaŋgöreŋ kunduŋi qetŋi Ararat miaŋgö bohonŋi kunöŋ mekötahöba köhöiba tarök. 
GEN.8.5	Miaŋgöreŋ tariga o miaŋön toroqeba öröba eta eta anök. Anda köiŋ 10 miaŋgö silimŋi mutukŋi miaŋgöreŋ kunduŋi mieŋgö bohonŋini mi aukŋe asuhum tiŋgitket.
GEN.8.6	Tiŋgitketka wehön 40 teköiga Noanöŋ waŋgegö jeŋgenaŋi mutuk memeŋi mi metalök. 
GEN.8.7	Metala koekoe nei kun melaiiga könakemba laŋ bölbölgöba anda kaba qahö liliŋgöba maliga gölmegö oŋi miaŋön jöpköyök. 
GEN.8.8	Miaŋgö andöŋe Noanöŋ kembö kun melaiiga anök. Gölme qakŋe onöŋ öröba geyök me qahö, miaŋgö könaŋi mötmamgöra mi melaiiga anök. 
GEN.8.9	Kembönöŋ anda kaba onöŋ toroqeba gölme körekŋanök turuba ahöyöhaŋgöra luhut memeŋaŋgö tatatŋi qahö miwikŋaiba waŋgegöreŋ liliŋgöiga Noanöŋ böröŋi böraŋda waŋge uruŋe waŋgiriga öŋgöyök. 
GEN.8.10	Öŋgöiga wehön 7:gö dop toroqeba mamböt mala miaŋgöreŋ kembö mi kunbuk waŋgenöhök melaiiga anök. 
GEN.8.11	Anda mare miaŋgöreŋ liliŋgöba oil ipkö sinŋi gwölögwölö kun mi meteköba numbuŋan yöhösaŋda Noagöreŋ kayök. Mewö kaiga Noanöŋ mi eka kewö möt asariyök: Onöŋ mönö öröba eriga gölmenöŋ asuhum teköza. 
GEN.8.12	Mi möt asariba kunbuk wehön 7:gö dop mamböta kinda kembö mi kunbuk melaiiga bölbölgöba anök. Anökmö, nalö miaŋgöreŋ mi yaŋgöreŋ kunbuk qahö liliŋgöba kayök.
GEN.8.13	Noagö malmal yambuŋi 601 miaŋgö köiŋ mutukŋaŋgö silimŋi mutukŋi miaŋgöreŋ onöŋ gölme qakŋe jöpköba öröniba ahöyök. Mewö aiga Noanöŋ waŋgegö boŋi mei aniga kewö uba ehök: Gölme qakŋan mönö öröniba ahöyök. 
GEN.8.14	Mi ehi kunbuk öröniba köiŋ yahötŋaŋgö silimŋi 27 miaŋgöreŋ örönim teköba ahöyök.
GEN.8.15	Anutunöŋ Noagöra keu kewö jiba jii mörök: 
GEN.8.16	“Gi, anömgi aka nahöniranurupki iŋini mönö waŋge mosöta etket. 
GEN.8.17	Eta sömbup yuai malmalŋinambuk pakpak göbuk waŋgenöŋ maljei, mi neiŋi neiŋi, mirigö sömbupŋi aka mokoleŋ yuai pakpak bapŋini gölmenöŋ köla ölölöŋgömakzei, mi mönö körek eŋguaŋgita etket. Mewö aknöŋga ölöp gölmenöŋ ahum sehiba gwölönarökpuk aka deŋda gölme dop köla malme.”
GEN.8.18	Mewö jii möta Noa anömŋet aka nahöniranurupŋi yeŋön mohotŋe waŋge mosöta etket. 
GEN.8.19	Etketka arökŋaŋgö sömbupŋi pakpak, mokoleŋ yuai pakpak, nei pakpak aka yuai pakpak gölmenöŋ anda kamakzei, mieŋön mönö mewöŋanök isikŋinaŋgö dop waŋge mosöta awataŋgöba et teköget. Mewö.
GEN.8.20	Et tekögetka Noanöŋ Kembugöra jöwöwöl alta kun memba mirigö sömbupŋi dönqizizinŋini qahö mi pakpak aka nei dönqizizinŋini qahö mi pakpak yeŋgöreŋök tosatŋi eŋgömemba alta qakŋe ala miaŋön Anutugöra jöwöwöl ohoyök. 
GEN.8.21	Ohoiga Kembunöŋ wörön umköhöwakŋi nahömŋambuk mi möri dop köliga uruŋan keu kewö jiyök: “Ambazip yeŋgö uruŋinaŋgö mötmöt areŋinan mönö moröŋineyök könahiba bölöŋi akzemö, töndup gölme mi nalö kunöŋ ambazipköra aka kunbuk kude qesuahömam. Yuai pakpak malmalŋinambuk maljei, nöŋön mi lök qahöwak teköm eŋgialmö, miaŋgö dop nalö kunöŋ kunbuk qahö jim teköba ak eŋgimam. 
GEN.8.22	Gölmenöŋ ahöm öŋgömawaŋgö dop mönö gölmenöŋ köl kömötketka ölŋi asuhui megetka miaŋön mönö kude qahöwak teköma. Miri amöriiga saŋgenŋi mörakŋe aka könöpŋambuk aiga könöwiba mörakŋe. Kömunjaŋ kie nalö aka wehön nalö, suŋgem aka asakŋi mi nalöŋi nalöŋi lilikqilik aka awataŋ ahöba anmahot. Mi pakpak teteköŋi qahö ahöm öŋgöiga malme. Mewöŋan mönö mewö toroqeba ahöma. “Mewö”.
GEN.9.2	Mewö aketka gölmegö sömbupŋi pakpak, könakembagö neiŋi pakpak, yuai pakpak bapŋinan gölme köla ölölöŋgömakzei aka köwetkö söraŋi pakpak mi mönö eŋgö böröŋine al eŋgibi eŋön mi galöm köl eŋgiba malgetka yeŋön eŋgöra keŋgöt mötmöt aketka jönömŋini unduiga malme. 
GEN.9.3	Yuai pakpak isikusukŋinambuk anda kaba maljei, mi eŋgö neneya aka ahöma. Mutuk yöha yuai görökŋi (töŋgönŋi) neneŋina al eŋgiala merak yuai pakpak ki mewöyök al eŋgizal. 
GEN.9.4	Mohok-kun mi mönö kude neme. Mi sömbup sepŋambuk. Sep mi malmalgö söpsöpŋi akzawaŋgöra aka soŋgo ki al eŋgizal.
GEN.9.5	Nanŋini sepŋini mi kunŋan kun kude mokoma. Kunŋan mi mokomawi, miaŋgö likepŋan mönö nanŋi qakŋe öŋgöma. Sömbup kunŋan me ambazip kunŋan ambazip kun qeiga malmalŋaŋgö söpsöpŋi mokomawi, miaŋgö likepŋan mönö nanŋi qakŋe öŋgöiga kömuma. 
GEN.9.6	Anutunöŋ ambazip nanŋi kaisoŋgolomŋi tandök meyöhaŋgöra aka kun daŋön ambazip kun qei kömumawi, kunŋan mönö i mewöŋaŋök qei kömuma.
GEN.9.7	Iŋini mönö ahum sehiba gwölönarökpuk aka malme. Mewö gölme qakŋe ahum sehigetka qötöŋinan qarim öŋgöma.”
GEN.9.8	Anutunöŋ toroqeba Noa aka nahönurupŋi yambuk malgeri, yeŋgöra keu kewö jiyök: 
GEN.9.9	“Nöŋön merak iŋini aka eŋgö gwölönarökurupŋini könaŋgep asuhumei, embuk jöhöjöhö areŋ akzal. 
GEN.9.10	Mewöŋanök yuai malmalŋinambuk pakpak, mi mirigö me arökŋaŋgö nei sömbupŋi pakpak göbuk mala waŋgenöhök etkeri, mönö gölmegö öröyuai malmalŋinambuk pakpak yembuk jöhöjöhö areŋ kewö akzal: 
GEN.9.11	Nöŋön jöhöjöhö areŋni mi embuk kewö al köhöizal: Nöŋön o göulunöŋ öröyuai isikusukŋinambuk pakpak mi kunbuk kude eŋgubi qahöwakŋe. O göulu mi gölme ayuhumapköra kunbuk qahö albi kama.” 
GEN.9.12	Anutunöŋ toroqeba keu kewö jiyök: “Nöŋön mönö jöhöjöhö areŋ ki mi nani aka iŋini aka öröyuai malmalŋinambuk pakpak embuk maljei, neŋgö sutnine albiga teteköŋi qahö köhöiba ahöm öŋgöma. Jöhöjöhö areŋ miaŋgö aiwesökŋi mi kewö:
GEN.9.13	Nöŋön nani mariloŋloŋni mi kousunöŋ albiga ahöma. Nöŋön nani aka gölmenöŋ maljei, neŋgö sutnine jöhöjöhö areŋ akzali, mariloŋloŋ miaŋön mönö miaŋgö aiwesökŋi aka ahöma. 
GEN.9.14	Nöŋön nalö kunöŋ kousuŋi kousuŋi gölme qakŋe öröm eŋgibi eta tokogetka mariloŋloŋan kousunöŋ asuhumawi, 
GEN.9.15	nalö miaŋgöreŋ nöŋön jöhöjöhö areŋni mi mötmörimam. Mi nani aka iŋini aka öröyuai malmalŋinambuk pakpak tandökŋini könaŋi könaŋi neŋgö sutŋine ahali, mönö mia mötmörimam. Miaŋgöra o mieŋön kunbuk mewö kude qariba yuai isikusukŋinambuk pakpak ayuhumegöra göulu ketaŋi qahö akŋa.
GEN.9.16	Nalö kunöŋ mariloŋloŋan kousunöŋ asuhumawi, nöŋön mi eka miaŋgöreŋök jöhöjöhö areŋni mi mötmörimam. Mi teteköŋi qahö nani aka öröyuai malmalŋinambuk pakpak tandökŋini könaŋi könaŋi gölme qakŋe maljei, neŋgö sutnine al köhöibi ahöza.” 
GEN.9.17	Anutunöŋ Noagöra mewö jiba toroqeba kewö jiyök: “Nöŋön jöhöjöhö areŋ ki mi nani aka gölmegö öröyuai malmalŋinambuk pakpak neŋgö sutnine al köhöizal. Jöhöjöhö areŋ miaŋgö aiwesökŋi mi mewö.”
GEN.9.18	Noagö nahönurupŋi waŋgenöhök etkeri, yeŋgö qetŋini mi Sem, Ham aka Jafet. 
GEN.9.19	Yeŋön Noagö nahönurupŋi karöbut aket. Ambazip pakpak deŋqeŋda gölme dop köla maljini, nini yeŋgöreŋök asuhuin.
GEN.9.20	Noanöŋ kölkömöt azia aka wain kösö nup mutukŋi kömörök. 
GEN.9.21	Mi kömörökmö, nalö kunöŋ wain o tosatŋi memba neiga uruŋi eŋololoŋ aiga nanŋi opo seri koum uruŋe opoŋi qeköba sile aukŋe ahöyök. 
GEN.9.22	Keinangö iwiŋi Ham yaŋön iwiŋan sile aukŋe ahöyöhi, mi eka yaigep geba darumunyahötŋi jii mörohotka iwiŋi mewö gamu qem waŋgiyök. 
GEN.9.23	Sem aka Jafet yetkön mi mörohotmö, maluku kun memba awötŋire ala andöandö öŋgöba iwiŋiran sile aukŋe ahöyöhi, mi esuhuyohot. Jeŋiri kungen uyohoraŋgöra aka iwiŋiran aukŋe ahöyöhi, mi qahö ehot. 
GEN.9.24	Noanöŋ eŋololoŋ aiga imbiŋi törörök möta wahöta nahönŋi moröŋan silik ak waŋgiyöhi, mi mörök. 
GEN.9.25	Mi möta uruŋi öngöiga Hamgöra kewö jiyök:
GEN.9.25	“Keinan mi jim suehöm waŋgizal. Yaŋön mönö darumunyahötŋi yetkö welenqeqeurupŋiri yeŋgö welenqeqeŋini omaŋi aka malma.”
GEN.9.26	Toroqeba kewö jiyök:
GEN.9.26	“Anutu, Semgö Kembuŋi, ia mönö möpöseizal.
GEN.9.26	Keinanöŋ mönö Semgö welenqeqeŋi omaŋi aka malma.
GEN.9.27	Anutunöŋ mönö Jafetkö gölmeŋi mem qariiga Semgö opo seri koumŋine malme.
GEN.9.27	Keinan yeŋön mönö Sem yeŋgö welenqeqeurupŋini omaŋi aka malme.”
GEN.9.28	Göulu ketaŋan teköiga Noanöŋ toroqeba (yara) yambu 350:gö dop mal öŋgöyök. 
GEN.9.29	Malmalŋaŋgö yambuŋi mi mindiriba 950 miaŋgö dop mala kota kömuyök. Mewö.
GEN.10.1	Noagö nahönurupŋi Sem, Ham aka Jafet yeŋgö gwölönarökurupŋini göulu teköiga asuhugeri, yeŋgö qet areŋini kewö:
GEN.10.2	Jafetkö nahönurupŋi yeŋgö qetŋini mi Gomer, Magog, Madai, Jawan, Tubal, Mesek aka Tiras. 
GEN.10.3	Gomergö nahönurupŋi yeŋgö qetŋini mi Askenas, Rifat aka Togarma. 
GEN.10.4	Jawangö nahönurupŋi yeŋgö qetŋini mi Elisa, Tarsis aka Saiprus könagesö aka Dodan könagesö. 
GEN.10.5	Yeŋgö isimoröurupŋini mi jula deŋqeŋda Sutŋire Köwetkö jitŋe aka miaŋgö gölme jöhanŋi jöhanŋi miaŋgöreŋ nanŋini gölmeŋine anda malje. Yeŋön isikŋini dop, kambuŋini dop aka keuŋini dop nanŋini gölmeŋine anda malje. Jafetkö könagesöŋi mewö.
GEN.10.6	Hamgö nahönurup yeŋgö qetŋini mi Kus, 
GEN.10.7	Kusgö nahönurupŋi yeŋgö qetŋini mi Seba, Hawila, Sabta, Rama aka Sabteka. Ramagö nahönyahötŋi yetkö qetŋiri mi Seba aka Dedan. 
GEN.10.8	Kusgö nahönŋi kun qetŋi Nimrod asuhuyök. Yaŋön qariba wahöta bimqeqegö suahö azi köhöikŋi kötökŋi aka gölmenöŋ malök. 
GEN.10.9	Yaŋön Kembugö jemesoholŋe böröjaŋ azi köhöikŋi malöhaŋgöra aka keu saiŋi kewö jimakze: “Kunöŋ Nimrod ewö Kembugö jemesoholŋe böröjaŋ azi köhöikŋi akza.” 
GEN.10.10	Nimrodkö bemtohoŋi mi gölme kewöŋe miaŋgöreŋ könahiget: Babel, Erek, Akad aka Kalne. Taon 4 mi Babilonia (Sinar) gölmenöŋ ahöze. 
GEN.10.11	Nimrodnöŋ Babilonia gölme mosöta Asiria anda miri ketaŋi ketaŋi qetŋini Niniwe, Rehobotir aka Kala mi mem wahörök. 
GEN.10.12	Mewöyök Resen mi Niniwe aka siti ketaŋi qetŋi Kala yetkö sutŋire mem wahörök.
GEN.10.13	Ijiptkö gwölönarökurupŋi yeŋön Libia könagesö, Anam könagesö, Lehab könagesö aka Naftu könagesö akze. 
GEN.10.14	Mewöyök Patrus, Kaslu aka Krit. Krit mi Filistia könagesö yeŋgö bömönŋini ahök.
GEN.10.15	Keinangö nahönŋi mutukŋi mi Saidon. Yaŋgö andöŋe Keinanöŋ könagesö kewöŋi yeŋgö bömönŋini ahök: Hit könagesö, 
GEN.10.16	Jebus könagesö, Amor könagesö, Girgas könagesö, 
GEN.10.17	Hiwi könagesö, Arka könagesö, Sini könagesö, 
GEN.10.18	Arwad könagesö, Zemar könagesö aka Hamat könagesö. Keinanöŋ körek pakpak yeŋgö iwi bömönŋini aiga yeŋön könaŋgep jula deŋqeŋget.
GEN.10.19	Mewö deŋqeŋgetka Keinan könagesö yeŋgöreŋ gölme göraŋi mi miri qetŋi Saidon miaŋgöreŋök könahiba anda Gerar mire anda Gaza miaŋgöreŋ teköza. Mewöyök Sodom göröken anda Gomora anda Adma aka Zeboim anda Lasa miaŋgöreŋ teköza. 
