GEN.1.1	I begynnelsen skapade Gud himmel och jord.
GEN.11.11	 Sedan Sem hade fått Arpaksad levde han 500 år och fick söner och döttrar. 
GEN.11.12	När Arpaksad var 35 år blev han far till Sela. 
GEN.11.13	 Sedan Arpaksad hade fått Sela levde han 403 år och fick söner och döttrar. 
GEN.11.14	När Sela var 30 år blev han far till Eber. 
GEN.11.15	 Sedan Sela hade fått Eber levde han 403 år och fick söner och döttrar. 
GEN.11.16	När Eber var 34 år blev han far till Peleg. 
GEN.11.17	 Sedan Eber hade fått Peleg levde han 430 år och fick söner och döttrar. 
GEN.11.18	När Peleg var 30 år blev han far till Reu. 
GEN.11.19	 Sedan Peleg hade fått Reu levde han 209 år och fick söner och döttrar. 
GEN.11.20	När Reu var 32 år blev han far till Serug. 
GEN.11.21	 Sedan Reu hade fått Serug levde han 207 år och fick söner och döttrar. 
GEN.11.22	När Serug var 30 år blev han far till Nahor. 
GEN.11.23	 Sedan Serug hade fått Nahor levde han 200 år och fick söner och döttrar. 
GEN.11.24	När Nahor var 29 år blev han far till Tera. 
GEN.11.25	 Sedan Nahor hade fått Tera levde han 119 år och fick söner och döttrar. 
GEN.11.26	När Tera var 70 år blev han far till Abram, Nahor och Haran. 
GEN.11.27	Detta är Teras fortsatta historia. Tera blev far till Abram, Nahor och Haran. Och Haran blev far till Lot. 
GEN.11.28	 Haran dog hos sin fader Tera i sitt fosterland, det kaldeiska Ur. 
GEN.11.29	 Abram och Nahor tog sig hustrur. Abrams hustru hette Saraj, och Nahors hustru hette Milka. Hon var dotter till Haran, som var far till Milka och Jiska. 
GEN.11.30	 Men Saraj var ofruktsam och hade inga barn. 
GEN.11.31	Och Tera tog med sig sin son Abram och sin sonson Lot, Harans son, och sin sonhustru Saraj, som var hustru till hans son Abram. De drog tillsammans ut från det kaldeiska Ur för att bege sig till Kanaans land. Men när de kom till Haran bosatte de sig där. 
GEN.11.32	 Teras ålder blev tvåhundrafem år, och Tera dog i Haran. 
GEN.12.1	 sade till Abram: "Gå ut ur ditt land och från din släkt och din fars hus och bege dig till det land som jag skall visa dig. 
GEN.12.2	 Där skall jag göra dig till ett stort folk. Jag skall välsigna dig och göra ditt namn stort, och du skall bli en välsignelse. 
GEN.12.3	 Jag skall välsigna dem som välsignar dig och förbanna den som förbannar dig. I dig skall alla släkter på jorden bli välsignade."
GEN.12.4	Abram begav sig i väg som 
GEN.12.5	 Han tog med sig sin hustru Saraj och sin brorson Lot, alla ägodelar och allt det tjänstefolk som de hade skaffat sig i Haran och begav sig av mot Kanaans land. När de kom till Kanaans land 
GEN.12.6	 fortsatte Abram in i landet ända till Sikems område, till Mores terebint. På den tiden bodde kananeerna i landet. 
GEN.12.7	 Och 
GEN.12.8	 Därifrån drog han vidare till berget öster om Betel och slog upp sitt tält så att han hade Betel i väster och Ai i öster. Där byggde han ett altare åt 
GEN.12.9	 Sedan bröt Abram upp därifrån och drog sig allt längre söderut. 
GEN.12.10	Men det blev hungersnöd i landet och Abram flyttade ner till Egypten för att bo där som främling, ty hungersnöden var svår i landet. 
GEN.12.11	 När han närmade sig Egypten, sade han till sin hustru Saraj: "Hör på, jag vet att du är en vacker kvinna. 
GEN.12.12	 När egyptierna får se dig kommer de att säga: Hon är hans hustru! Och så kommer de att döda mig, men låta dig leva. 
GEN.12.13	 Säg därför att du är min syster, så går det bra för mig för din skull och jag får leva tack vare dig." 
GEN.12.14	Så kom Abram till Egypten. Egyptierna såg att Saraj var en mycket vacker kvinna, 
GEN.12.15	 och när faraos hövdingar fick se henne, prisade de henne inför farao och hon fördes in i faraos palats. 
GEN.12.16	 Och det gick bra för Abram för hennes skull, och han fick får, nötboskap och åsnor, tjänare och tjänarinnor, åsninnor och kameler. 
GEN.12.17	Men 
GEN.12.18	 Då kallade farao till sig Abram och sade: "Vad har du gjort mot mig! Varför berättade du inte för mig att hon är din hustru? 
GEN.12.19	 Varför sade du: 'Hon är min syster', så att jag tog henne till hustru? Här har du din hustru, tag henne och ge dig av!" 
GEN.12.20	 Och farao gav sina män order att skicka i väg Abram med hans hustru och allt han ägde. 
GEN.13.1	Så bröt Abram upp från Egypten och begav sig till Negev med sin hustru och allt han ägde, och Lot var med honom. 
GEN.13.2	 Abram var mycket rik på boskap och på silver och guld. 
GEN.13.3	 Han färdades från lägerplats till lägerplats, från Negev ända till Betel, till den plats där hans tält tidigare hade stått mellan Betel och Ai 
GEN.13.4	 och där han förra gången hade rest ett altare. Där åkallade Abram 
GEN.13.5	Lot, som följde med Abram, hade också får och nötboskap och tält, 
GEN.13.6	 och landet kunde inte livnära dem där de bodde i samma område. De hade så mycket boskap att de inte kunde bo tillsammans, 
GEN.13.7	 och det uppstod tvister mellan Abrams och Lots herdar. Dessutom bodde kananeerna och perisseerna i landet vid den tiden. 
GEN.13.8	 Då sade Abram till Lot: "Inte skall det vara någon tvist mellan mig och dig eller mellan mina herdar och dina. Vi är ju bröder. 
GEN.13.9	 Ligger inte hela landet öppet för dig? Skilj dig från mig. Vill du åt vänster så går jag åt höger, och vill du åt höger så går jag åt vänster." 
GEN.13.10	 Lot lyfte blicken och såg hela Jordanslätten, som överallt var vattenrik. Innan 
GEN.13.11	 Och Lot utvalde åt sig hela Jordanslätten. Han bröt upp och drog österut, och de skildes från varandra. 
GEN.13.12	 Abram bodde kvar i Kanaans land och Lot bodde i städerna på slätten och drog med sina tält ända in mot Sodom. 
GEN.13.13	 Men männen i Sodom var onda och mycket syndiga inför 
GEN.13.14	 sade till Abram sedan Lot hade skilt sig från honom: "Lyft din blick och se dig omkring från den plats där du står, mot norr och söder, öster och väster. 
GEN.13.15	 Hela det land som du ser skall jag ge åt dig och dina efterkommande för evig tid. 
GEN.13.16	 Och jag skall låta dem bli som stoftet på jorden. Om någon kan räkna stoftet på jorden skall också dina efterkommande kunna räknas. 
GEN.13.17	 Bryt upp och drag igenom landet i hela dess längd och bredd, ty åt dig skall jag ge det." 
GEN.13.18	 Abram flyttade då med sina tält och kom till Mamres terebintlund vid Hebron. Där bosatte han sig och byggde ett altare åt 
GEN.14.1	Vid den tid då Amrafel var kung i Sinar, Arjok kung i Ellasar, Kedorlaomer kung i Elam och Tidal kung över Gojim, 
GEN.14.2	 förde dessa kungar krig mot Bera, kungen i Sodom, Birsa, kungen i Gomorra, Sinab, kungen i Adma, Semeber, kungen i Sebojim, och kungen i Bela, det vill säga Soar. 
GEN.14.3	 Alla dessa förenade sig och tågade till Siddimsdalen där Döda havet nu är. 
GEN.14.4	 I tolv år hade de varit under Kedorlaomer, men under det trettonde året hade de gjort uppror. 
GEN.14.5	 Under det fjortonde året kom Kedorlaomer tillsammans med de kungar som var på hans sida, och de slog rafaeerna i Asterot-Karnajim, suseerna i Ham, emeerna i Save-Kirjatajim 
GEN.14.6	 och horeerna på deras berg Seir och drev dem ända till El-Paran vid öknen. 
GEN.14.7	 Sedan vände de om och kom till En-Mispat, det vill säga Kadesh, och erövrade hela amalekiternas land. De slog också amoreerna som bodde i Hasason-Tamar. 
GEN.14.8	Kungen i Sodom drog då ut tillsammans med kungen i Gomorra, kungen i Adma, kungen i Sebojim och kungen i Bela, det vill säga Soar. De ställde upp sig till strid mot dem i Siddimsdalen, 
GEN.14.9	 mot Kedorlaomer, kungen i Elam, Tidal, kungen över Gojim, Amrafel, kungen i Sinar, och Arjok, kungen i Ellasar; fyra kungar mot de fem. 
GEN.14.10	 Men Siddimsdalen var full av jordbecksgropar. Kungarna i Sodom och Gomorra flydde och föll då i dessa. De övriga flydde till bergsbygden. 
GEN.14.11	 Så tog man all egendom och alla livsmedel som fanns i Sodom och Gomorra och tågade bort. 
GEN.14.12	 De tog också med sig Abrams brorson Lot och allt han ägde. Han bodde ju i Sodom. 
GEN.14.13	Men en som lyckats fly kom och berättade detta för Abram, hebreen. Han bodde vid den terebintlund som tillhörde amoreen Mamre, Eskols och Aners bror, och de var i förbund med Abram. 
GEN.14.14	 Då Abram hörde att hans släkting hade tagits tillfånga, lät han sina mest betrodda män rycka ut, trehundraarton män som var födda i hans hus, och de förföljde fienderna ända till Dan. 
GEN.14.15	 Han fördelade sitt folk och överföll dem med sina tjänare om natten, slog dem och förföljde dem ända till Hoba norr om Damaskus 
GEN.14.16	 och tog tillbaka all egendom. Sin släkting Lot och hans ägodelar tog han också tillbaka, liksom kvinnorna och det övriga folket. 
GEN.14.17	När Abram hade kommit tillbaka efter att ha slagit Kedorlaomer och de kungar som var med honom, gick kungen i Sodom ut för att möta honom i Savedalen, det vill säga Kungadalen. 
GEN.14.18	 Och Melkisedek,
GEN.14.19	 och han välsignade Abram och sade: 
GEN.14.19	"Välsignad vare Abram
GEN.14.19	av Gud den Högste,
GEN.14.19	skapare av himmel och jord!
GEN.14.20	Och välsignad vare Gud den Högste,
GEN.14.20	som har givit dina fiender i din hand!"
GEN.14.20	Och Abram gav honom tionde av allt. 
GEN.14.21	Kungen i Sodom sade till Abram: "Ge mig folket. Krigsbytet kan du behålla för dig själv." 
GEN.14.22	 Men Abram svarade kungen i Sodom: "Jag lyfter min hand upp till 
GEN.14.23	 Jag vill inte ta ens en tråd eller en sandalrem, än mindre något annat som tillhör dig. Du skall inte kunna säga: Jag har gjort Abram rik. 
GEN.14.24	 Jag vill inte ha någonting. Det räcker med vad mina män har ätit och mina följeslagares andel, Aner, Eskol och Mamre. Låt dem få sin del." 
GEN.15.1	Därefter kom 
GEN.15.2	 Men Abram sade: "Herre 
GEN.15.3	 Abram sade vidare: "Se, mig har du inte givit någon avkomma. En av mitt husfolk kommer att ärva mig." 
GEN.15.4	 Men 
GEN.15.5	 Sedan förde han honom ut och sade: "Se upp mot himlen och räkna stjärnorna, om du kan räkna dem", och han sade till honom: "Så skall din avkomma bli." 
GEN.15.6	 Och Abram trodde på 
GEN.15.7	Sedan sade han till honom: "Jag är 
GEN.15.8	 Han svarade: "Herre, 
GEN.15.9	 Då sade han till honom: "Hämta åt mig en treårig kviga, en treårig get, en treårig bagge, en turturduva och en ung duva." 
GEN.15.10	 Han hämtade alla dessa åt honom och styckade dem mitt itu och lade styckena mot varandra. Men fåglarna styckade han inte. 
GEN.15.11	 Och rovfåglar slog sig ner på de döda kropparna, men Abram drev bort dem. 
GEN.15.12	 När solen höll på att gå ner föll en tung sömn över Abram, och se, då kom skräck och ett stort mörker över honom. 
GEN.15.13	 Och 
GEN.15.14	 Men det folk som gör dem till slavar skall jag döma. Sedan skall de dra ut med stora ägodelar. 
GEN.15.15	 Men du själv skall gå till dina fäder i frid och bli begravd vid hög ålder. 
GEN.15.16	 I fjärde släktledet skall de återvända hit. Ty ännu har inte amoreerna fyllt sina synders mått." 
GEN.15.17	När solen hade gått ner och det blivit alldeles mörkt, syntes en rykande ugn med en brinnande fackla, som for fram mellan köttstyckena. 
GEN.15.18	 På den dagen slöt 
GEN.15.19	 keniternas, kenisiternas, kadmoneernas, 
GEN.15.20	 hetiternas, perisseernas, rafaeernas, 
GEN.15.21	 amoreernas, kananeernas, girgaseernas och jebusiternas land." 
GEN.16.1	Abrams hustru Saraj hade inte fött några barn åt honom. Men hon hade en egyptisk slavinna som hette Hagar. 
GEN.16.2	 Och Saraj sade till Abram: "Se, 
GEN.16.3	 När Abram hade bott tio år i Kanaans land tog hans hustru Saraj sin egyptiska slavinna Hagar och gav henne till hustru åt sin man Abram. 
GEN.16.4	 Han gick in till Hagar och hon blev havande, men när hon märkte att hon var havande, började hon förakta sin husmor. 
GEN.16.5	 Då sade Saraj till Abram: "Den orätt jag utsätts för skall komma över dig. Jag lade själv min slavinna i din famn, men när hon märkte att hon var havande började hon förakta mig. 
GEN.16.6	 Abram sade till Saraj: "Se, din slavinna är i din hand. Gör med henne som du finner bäst." När då Saraj bestraffade henne, flydde hon bort från henne. 
GEN.16.7	Men 
GEN.16.8	 Han sade: "Hagar, Sarajs slavinna, varifrån kommer du och vart går du?" Hon svarade: "Jag är på flykt ifrån min husmor Saraj." 
GEN.16.9	 Då sade 
GEN.16.11	 Sedan sade 
GEN.16.11	"Se, du är havande
GEN.16.11	och du skall föda en son.
GEN.16.11	Honom skall du kalla Ismael,
GEN.16.11	ty 
GEN.16.12	Han skall vara som en vildåsna.
GEN.16.12	Hans hand skall vara mot alla
GEN.16.12	och allas hand mot honom.
GEN.16.12	Och han skall bo mitt emot
GEN.16.12	alla sina bröder."
GEN.16.13	Och hon gav 
GEN.16.14	 Därför kallar man brunnen Beer-Lahaj-Roi.
GEN.16.15	Hagar födde en son åt Abram. Och Abram gav sonen som Hagar fött namnet Ismael. 
GEN.16.16	 Abram var åttiosex år när Hagar födde Ismael åt honom. 
GEN.17.1	När Abram var nittionio år uppenbarade sig 
GEN.17.2	 Jag skall sluta förbund mellan mig och dig, och jag skall föröka dig mycket." 
GEN.17.3	 Då föll Abram ner på sitt ansikte, och Gud sade till honom: 
GEN.17.4	 "Se, detta är mitt förbund med dig: Du skall bli fader till många folk. 
GEN.17.5	 Därför skall du inte mer heta Abram,
GEN.17.6	 Jag skall göra dig mycket fruktsam och låta folkslag komma från dig, och kungar skall utgå från dig. 
GEN.17.7	 Och jag skall upprätta mitt förbund mellan mig och dig och dina efterkommande från släkte till släkte, ett evigt förbund. Jag skall vara din Gud och dina efterkommandes Gud. 
GEN.17.8	 Det land där du bor som främling, hela Kanaans land, skall jag ge dig och dina efterkommande till egendom för evigt. Och jag skall vara deras Gud." 
GEN.17.9	Gud sade ytterligare till Abraham: "Du skall hålla mitt förbund, du och dina efterkommande från släkte till släkte. 
GEN.17.10	 Och detta är det förbund mellan mig och dig och dina efterkommande som ni skall hålla: Alla av manligt kön hos er skall omskäras. 
GEN.17.11	 Ni skall skära bort er förhud som tecken på förbundet mellan mig och er. 
GEN.17.12	 Släkte efter släkte skall ni omskära alla av manligt kön bland er när de är åtta dagar gamla, både den som är född i huset och den som köpts för pengar från något främmande folk och som inte är din ättling. 
GEN.17.13	 Den som är född i ditt hus och den som du köpt för pengar skall omskäras. Mitt förbund skall vara på ert kött som ett evigt förbund. 
GEN.17.14	 Men en oomskuren av manligt kön, en som inte fått förhuden bortskuren, han skall utrotas från sitt folk. Han har brutit mitt förbund." 
GEN.17.15	Och Gud sade till Abraham: "Din hustru Saraj skall du inte mer kalla Saraj, utan hennes namn skall vara Sara.
GEN.17.16	 Jag skall välsigna henne och ge dig en son också med henne. Jag skall välsigna henne så att folkslag och kungar över folk skall komma från henne." 
GEN.17.17	 Då föll Abraham ner på sitt ansikte, men han log
GEN.17.18	Och Abraham sade till Gud: "Låt bara Ismael få leva inför dig!" 
GEN.17.19	 Men Gud sade: "Nej, din hustru Sara skall föda en son åt dig, och du skall ge honom namnet Isak. Jag skall upprätta mitt förbund med honom, som ett evigt förbund med hans avkomma efter honom. 
GEN.17.20	Men också ifråga om Ismael har jag hört din bön. Jag skall välsigna honom och göra honom fruktsam och föröka honom mycket. Han skall bli fader till tolv hövdingar, och jag skall göra honom till ett stort folk. 
GEN.17.21	 Men mitt förbund skall jag upprätta med Isak, honom som Sara skall föda åt dig vid denna tid nästa år." 
GEN.17.22	När Gud hade talat färdigt med Abraham for han upp från honom. 
GEN.17.23	Samma dag tog Abraham sin son Ismael och alla som var födda i hans hus och alla som var köpta för pengar, alla av manligt kön bland hans husfolk, och skar bort deras förhud så som Gud hade sagt till honom. 
GEN.17.24	 Abraham var nittionio år när han blev omskuren, 
GEN.17.25	 och hans son Ismael var tretton år när han blev omskuren. 
GEN.17.26	 På samma dag blev Abraham och hans son Ismael omskurna. 
GEN.17.27	 Och alla männen i hans hus, både de som var födda i huset och de som var köpta för pengar från främmande folk, blev omskurna tillsammans med honom. 
