GEN.1.1	I begynnelsen skapade Gud himmel och jord.
GEN.10.24	Arpakshad blev far till Shelach och Shelach till Ever. 
GEN.10.25	Ever fick två söner. Den ene hette Peleg, ty på hans tid delades jorden upp. Hans bror hette Joktan. 
GEN.10.26	Joktan blev far till Almodad, Shelef, Hasarmavet, Jerach, 
GEN.10.27	Hadoram, Usal, Dikla, 
GEN.10.28	Oval, Avimael, Saba, 
GEN.10.29	Ofir, Havila och Jovav. Alla dessa var Joktans söner. 
GEN.10.30	De hade sina boplatser från Mesha fram till Sefar, bergsområdet i öster. 
GEN.10.31	Detta var Sems söner, stam för stam och språk för språk, land efter land och folk efter folk.
GEN.10.32	Detta var Noas söners stammar efter deras härkomst, folk för folk. Från dem har folken spritts ut över jorden, efter floden.
GEN.11.1	Hela jorden hade samma språk och samma ord. 
GEN.11.2	När människorna flyttade österut fann de en dal i Shinar där de bosatte sig. 
GEN.11.3	»Nu skall vi slå tegel och bränna det«, sade de till varandra. De använde tegel som byggsten, och som murbruk använde de beck. 
GEN.11.4	De sade: »Låt oss bygga en stad, med ett torn som når ända upp i himlen. Vårt namn blir känt, och vi slipper vara skingrade över hela jorden.«
GEN.11.5	Då steg Herren ner för att se staden och tornet som människorna byggde. 
GEN.11.6	Herren sade: »De är ett enda folk och har alla samma språk. Detta är bara början. Nu är ingenting omöjligt för dem, vad de än föresätter sig. 
GEN.11.7	Låt oss stiga ner och skapa förvirring i deras språk, så att den ene inte förstår vad den andre säger.« 
GEN.11.8	Och Herren skingrade dem från denna plats ut över hela jorden, och de slutade att bygga på staden. 
GEN.11.9	Därför kallas den Babel, ty där skapade Herren språkförbistringen på jorden, och därifrån skingrade han människorna ut över hela jorden.
GEN.11.10	Detta är Sems släkttavla. Sem hade levt i 100 år när han blev far till Arpakshad, två år efter floden. 
GEN.11.11	Efter Arpakshads födelse levde Sem 500 år och fick söner och döttrar.
GEN.11.12	Arpakshad var 35 år när han blev far till Shelach. 
GEN.11.13	Efter Shelachs födelse levde Arpakshad 403 år och fick söner och döttrar.
GEN.11.14	Shelach var 30 år när han blev far till Ever. 
GEN.11.15	Efter Evers födelse levde Shelach 403 år och fick söner och döttrar.
GEN.11.16	När Ever var 34 år blev han far till Peleg. 
GEN.11.17	Efter Pelegs födelse levde Ever 430 år och fick söner och döttrar.
GEN.11.18	När Peleg var 30 år blev han far till Regu. 
GEN.11.19	Efter Regus födelse levde Peleg 209 år och fick söner och döttrar.
GEN.11.20	När Regu var 32 år blev han far till Serug. 
GEN.11.21	Efter Serugs födelse levde Regu 207 år och fick söner och döttrar.
GEN.11.22	När Serug var 30 år blev han far till Nachor. 
GEN.11.23	Efter Nachors födelse levde Serug 200 år och fick söner och döttrar.
GEN.11.24	När Nachor var 29 år blev han far till Terach. 
GEN.11.25	Efter Terachs födelse levde Nachor 119 år och fick söner och döttrar.
GEN.11.26	När Terach var 70 år blev han far till Abram, Nachor och Haran.
GEN.11.27	Detta är berättelsen om Terachs släkt. Terach blev far till Abram, Nachor och Haran, och Haran blev far till Lot. 
GEN.11.28	Haran dog medan hans far Terach ännu levde i sitt hemland, i Ur i Kaldeen. 
GEN.11.29	Abram och Nachor tog sig hustrur: Abrams hustru hette Saraj, Nachors hustru hette Milka, dotter till Haran, som var far till Milka och Jiska. 
GEN.11.30	Saraj var ofruktsam; hon hade inga barn.
GEN.11.31	Terach tog med sig sin son Abram, sin sonson Lot, Harans son, och sin svärdotter Saraj, hustrun till hans son Abram, och lämnade tillsammans med dessa Ur i Kaldeen för att utvandra till Kanaan. Men när de kom till Harran slog de sig ner där. 
GEN.11.32	Terachs livstid blev 205 år; Terach dog i Harran.
GEN.12.1	Herren sade till Abram: »Lämna ditt land, din släkt och ditt hem, och gå till det land som jag skall visa dig. 
GEN.12.2	Jag skall göra dig till ett stort folk, jag skall välsigna dig och göra ditt namn så stort att det skall brukas när man välsignar. 
GEN.12.3	Jag skall välsigna dem som välsignar dig, och den som smädar dig skall jag förbanna. Och alla folk på jorden skall önska sig den välsignelse som du har fått.«
GEN.12.4	Abram bröt upp, som Herren hade befallt, och Lot följde med honom. Abram var 75 år när han lämnade Harran. 
GEN.12.5	Han tog med sig sin hustru Saraj och sin brorson Lot, all egendom och alla slavar som de hade förvärvat i Harran. Så började de sin vandring mot Kanaan.
GEN.12.5	När de kom fram till Kanaan 
GEN.12.6	fortsatte de in i landet, ända till den heliga platsen vid Shekem, till Orakelterebinten. På den tiden bodde kanaaneerna i landet. 
GEN.12.7	Herren uppenbarade sig för Abram och sade: »Åt dina ättlingar skall jag ge detta land.« Abram byggde där ett altare åt Herren, som hade uppenbarat sig för honom. 
GEN.12.8	Därifrån fortsatte han till bergen öster om Betel och slog läger så att han hade Betel i väster och Aj i öster. Där byggde han ett altare åt Herren och åkallade honom. 
GEN.12.9	Sedan flyttade Abram längre och längre ner mot Negev.
GEN.12.10	Det blev hungersnöd i landet. Den blev så svår att Abram måste bege sig till Egypten för att bo där en tid. 
GEN.12.11	När han var nästan framme sade han till sin hustru Saraj: »Du är ju en vacker kvinna. 
GEN.12.12	När egypterna får se dig och förstår att du är min hustru dödar de mig och låter dig leva. 
GEN.12.13	Säg därför att du är min syster, så kommer allt att gå mig väl tack vare dig, och jag får leva.«
GEN.12.14	När Abram kom till Egypten såg egypterna att Saraj var en mycket vacker kvinna. 
GEN.12.15	Också faraos hovmän såg henne och prisade hennes skönhet inför sin herre, och så blev hon förd till faraos hov. 
GEN.12.16	Abram behandlades väl tack vare henne: han fick får och kor, slavar och slavinnor, åsnor och kameler.
GEN.12.17	Men Herren lät svåra plågor drabba farao och hans hov för Sarajs, Abrams hustrus, skull. 
GEN.12.18	Då kallade farao till sig Abram och sade: »Vad är det du har gjort mot mig? Varför talade du inte om för mig att hon var din hustru? 
GEN.12.19	Varför sade du att hon var din syster, så att jag tog henne till hustru? Här har du din hustru. Ta henne och gå!« 
GEN.12.20	Och farao befallde sina män att föra Abram ut ur landet med hans hustru och allt han ägde.
GEN.13.1	Abram bröt upp från Egypten med sin hustru och allt han ägde och begav sig till Negev. Lot följde med honom. 
GEN.13.2	Abram var nu mycket rik, han ägde boskap och silver och guld. 
GEN.13.3	Han flyttade från lägerplats till lägerplats och kom från Negev till Betel, till det ställe mellan Betel och Aj där han förut haft sitt läger 
GEN.13.4	och där han den gången hade rest ett altare. Där åkallade han Herren.
GEN.13.5	Också Lot, som vandrade tillsammans med Abram, hade får och kor och tält. 
GEN.13.6	Landet räckte inte till för dem båda; de hade så mycket boskap att de inte kunde bo på samma plats, 
GEN.13.7	och det uppstod stridigheter mellan Abrams herdar och Lots. (På den tiden bodde kanaaneerna och perisseerna i landet.) 
GEN.13.8	Då sade Abram till Lot: »Inte skall det råda osämja mellan mig och dig eller mellan mina herdar och dina. Vi är ju av samma släkt. 
GEN.13.9	Ligger inte hela landet öppet för dig? Gå du din egen väg. Går du åt vänster så går jag åt höger, och går du åt höger så går jag åt vänster.« 
GEN.13.10	Lot såg ut över Jordanslätten, han såg hur vattenrik hela trakten var. Ända fram mot Soar var den som Herrens trädgård, som Egyptens land. Detta var innan Herren ödelade Sodom och Gomorra. 
GEN.13.11	Och Lot valde Jordanslätten och flyttade österut. Så skildes de från varandra. 
GEN.13.12	Sedan bodde Abram i Kanaan och Lot i städerna på Jordanslätten. Lot hade sina tältplatser ända bort mot Sodom. 
GEN.13.13	Människorna i Sodom var onda och syndade svårt mot Herren.
GEN.13.14	När Abram och Lot hade skilts åt sade Herren till Abram: »Se dig omkring från den plats där du står, åt norr och söder, öster och väster. 
GEN.13.15	Hela det land som du ser skall jag ge åt dig och dina ättlingar för all framtid. 
GEN.13.16	Jag skall låta dina ättlingar bli som stoftkornen på jorden: kan någon räkna dem, skall också dina ättlingar kunna räknas. 
GEN.13.17	Vandra genom landet i hela dess längd och bredd, ty åt dig skall jag ge det.«
GEN.13.18	Och Abram flyttade sina tält och kom till Mamres lund vid Hebron. Där slog han sig ner, och där byggde han ett altare åt Herren.
GEN.14.1	På den tid då Amrafel var kung av Shinar, Arjok kung av Ellasar, Kedorlaomer kung av Elam och Tidal kung av Gojim, 
GEN.14.2	började dessa kungar krig mot Bera, kungen i Sodom, Birsha, kungen i Gomorra, Shinav, kungen i Adma, Shemever, kungen i Sevojim, och mot kungen i Bela, det nuvarande Soar. 
GEN.14.3	Då förenade dessa sina styrkor i Siddimdalen, där nu Döda havet ligger. 
GEN.14.4	I tolv år hade de lytt under Kedorlaomer, men under det trettonde hade de gjort uppror. 
GEN.14.5	Under det fjortonde året kom Kedorlaomer och de kungar som var i förbund med honom och besegrade refaeerna i Ashterot Karnajim, suseerna i Ham och emeerna i Shave Kirjatajim. 
GEN.14.6	Horeerna slog de i deras bergland Seir och fördrev dem ända till El Paran som ligger vid öknen. 
GEN.14.7	På återvägen kom de till En Mishpat, det nuvarande Kadesh, och erövrade hela amalekiternas område. De slog också amoreerna som bodde i Haseson Tamar.
GEN.14.8	Då drog kungen i Sodom ut tillsammans med kungen i Gomorra, kungen i Adma, kungen i Sevojim och kungen i Bela, det nuvarande Soar, och de ordnade sina styrkor till strid i Siddimdalen, 
GEN.14.9	mot Kedorlaomer, kungen av Elam, Tidal, kungen av Gojim, Amrafel, kungen av Shinar, och Arjok, kungen av Ellasar: fem kungar mot fyra. 
GEN.14.10	Men Siddimdalen var full av asfaltgropar, och när kungen i Sodom och kungen i Gomorra tvangs att fly föll de ner i dem. De övriga flydde upp i bergen. 
GEN.14.11	Segrarna tog all egendom och alla livsmedelsförråd i Sodom och Gomorra och drog bort.
GEN.14.12	När de drog bort tog de med sig Lot, Abrams brorson, och allt han ägde. Lot bodde då i Sodom. 
GEN.14.13	Men en av dem som hade sluppit undan kom och berättade vad som hänt för hebrén Abram, som bodde vid amorén Mamres lund. Mamre och hans bröder Eshkol och Aner var i förbund med Abram. 
GEN.14.14	När Abram hörde att hans brorson var tillfångatagen mönstrade han sina vapenföra män, de slavar som var födda hos honom, 318 man, och förföljde kungarna ända till Dan. 
GEN.14.15	Där delade han och hans män upp sig och överföll dem under natten, de slog dem och förföljde dem ända till Hova norr om Damaskus. 
GEN.14.16	Så tog Abram tillbaka allt byte; också sin brorson Lot och hans egendom tog han tillbaka, likaså kvinnorna och de andra fångarna.
GEN.14.17	När Abram hade slagit Kedorlaomer och de kungar som var i förbund med honom kom han på återvägen till Shavedalen, den nuvarande Kungadalen. Där kom kungen av Sodom honom till mötes.
GEN.14.18	Melkisedek, kungen i Salem, kom ut med bröd och vin; han var präst åt Gud den Högste, 
GEN.14.19	och han välsignade Abram:
GEN.14.19	»Välsignad vare Abram av Gud den Högste,
GEN.14.19	himlens och jordens skapare.
GEN.14.20	Välsignad vare Gud den Högste
GEN.14.20	som gav dina fiender i ditt våld.«
GEN.14.20	Och Abram lämnade honom tionde av allt.
GEN.14.21	Kungen av Sodom sade till Abram: »Ge mig folket och behåll själv bytet.« 
GEN.14.22	Abram svarade honom: »Jag lyfter min hand och svär vid Herren, Gud den Högste, himlens och jordens skapare: 
GEN.14.23	Aldrig skall jag ta så mycket som en tråd eller en skorem av det som är ditt. Aldrig skall du kunna säga att du har gjort Abram rik. 
GEN.14.24	Jag själv skall ingenting ha. Det räcker med det som mina män har förbrukat och den del som tillkommer mina följeslagare. Aner, Eshkol och Mamre skall ha sin del.«
GEN.15.1	En tid därefter kom Herrens ord till Abram i en syn: »Var inte rädd, Abram! Jag är din sköld. Du skall bli rikt belönad.« 
GEN.15.2	Abram sade: »Herre, min Gud, vad är det du vill ge mig? Jag går ju bort barnlös [---].« 
GEN.15.3	Och han sade: »Du har inte låtit mig få några barn, och därför blir det min tjänare som ärver mig.« 
GEN.15.4	Men Herrens ord till honom löd: »Det blir inte han som ärver dig utan en av ditt eget blod.« 
GEN.15.5	Och Herren förde honom ut och sade: »Se upp mot himlen och räkna stjärnorna, om du kan! Så talrika skall dina ättlingar bli.« 
GEN.15.6	Abram trodde Herren, och därför räknade Herren honom som rättfärdig.
GEN.15.7	Herren sade till Abram: »Jag är Herren, som har fört dig från Ur i Kaldeen för att ge dig detta land som egendom.« 
GEN.15.8	Abram sade: »Herre, min Gud, hur skall jag veta att det blir min egendom?« 
GEN.15.9	Han svarade: »Hämta en treårig kviga, en treårig get och en treårig bagge, en turturduva och en ungduva!« 
GEN.15.10	Abram hämtade djuren, styckade dem i två delar och lade delarna mitt emot varandra, men fåglarna styckade han inte. 
GEN.15.11	Rovfåglar dök ner mot kropparna, men Abram jagade bort dem. 
GEN.15.12	Vid solnedgången föll Abram i dvala, och skräck överväldigade honom, ett stort mörker.
GEN.15.13	Herren sade till Abram: »Du skall veta att dina ättlingar kommer att bo i ett land som inte är deras och vara slavar och förtryckas i fyrahundra år. 
GEN.15.14	Men det folk vars slavar de blir skall jag döma, och därefter skall de dra ut med stora rikedomar. 
GEN.15.15	Du själv skall leva länge innan du går till dina fäder i frid och blir begravd. 
GEN.15.16	Efter tre generationer skall dina ättlingar återvända hit, först då har amoreerna fyllt sina synders mått.«
GEN.15.17	Solen gick ner och det blev mörkt. Då syntes ett rykande fyrfat och en flammande fackla som gick fram mellan köttstyckena. 
GEN.15.18	Herren slöt då detta förbund med Abram: »Åt dina ättlingar ger jag detta land, ända från Egyptens flod till den stora floden, Eufrat, 
GEN.15.19	keniternas, kenisseernas, kadmoneernas, 
GEN.15.20	hettiternas, perisseernas, refaeernas, 
GEN.15.21	amoreernas, kanaaneernas, girgasheernas och jevuseernas land.«
GEN.16.1	Abrams hustru Saraj hade inte fött honom några barn. Hon hade en egyptisk slavflicka som hette Hagar, 
GEN.16.2	och en dag sade Saraj till Abram: »Herren har gjort mig ofruktsam. Gå till min slavflicka, kanske kan jag få barn genom henne.« Abram samtyckte, 
GEN.16.3	och så tog Saraj, Abrams hustru, sin egyptiska slavflicka Hagar och gav henne åt sin man. Abram hade då bott tio år i Kanaan. 
GEN.16.4	Abram låg med Hagar, och hon blev havande. Men när hon märkte att hon väntade barn började hon se ner på sin matmor. 
GEN.16.5	Då sade Saraj till Abram: »Denna skymf är ditt fel! Jag lade själv min slavflicka i din famn, men när hon märkte att hon väntade barn började hon se ner på mig. Herren må döma mellan mig och dig!« 
GEN.16.6	Abram svarade Saraj: »Du bestämmer själv över din slavflicka — gör vad du vill med henne!« Saraj bestraffade henne, men då rymde hon.
GEN.16.7	Herrens ängel fann henne vid en källa i öknen, källan på vägen till Shur. 
GEN.16.8	»Hagar«, sade han, »Sarajs slavflicka, varifrån kommer du och vart är du på väg?« Hon svarade: »Jag har rymt från min matmor Saraj.« 
