MAT.1.1	Livre d' la généalogie d' Jésus‐Christ, fis Dâvi, fis Abĕrham.
MAT.21.21	Là‐d'ssus Jésus leû dît: J' vous dis, et ch' est la véritaï, qu' s' ous avaïz d' la foué, et qu' ous n' avaïz aûcùn doute dans vote cœur, vous n' f'raïz pas seul'ment chu qu' ous v'naïz d' vée dans chu figuier‐là; mais quànd même vous diraîtes à chutte montâigne‐ichìn: Ote‐té d' là, et houle‐té dans la maïre, vlà qui s' ferait;
MAT.21.22	Et gn' y' a compte chu qu' ous d'mànderaïz dans la periére óve foué, vous l' obkyèndraïz.
MAT.21.23	Quànd i fut v'nu dans l' templle, l' prìnce des prêtres et l's àncians du peuplle juif vìnrent le trouvaïr coumme il ensignait, et lli dirent: Par quâille aûtoritaï faîtous ches chôses‐ichìn, et qui' est qui vous a dounnaï chu pouvoir‐ichìn?
MAT.21.24	Jésus leû répounit: J' ai étout une d'mànde à vous faire: et s' ous m' y répounaïz, j' vous dirai par quâille aûtoritaï j' fais ches chôses‐ichìn.
MAT.21.25	D' où' est que l' bâtême de Jean était, du cieil ou d's hoummes? Mais iaeux, v'chìn chu qu' i pensaient en iaeux‐mêmes:
MAT.21.26	Si j' répounons qu' il 'tait du cieil, i nous dira: Pourqui' est‐che don qu' ous gn' y' avaïz pas creue? et si j' répounons qu' il 'tait d's hoummes, j' avons l' peuplle à crâindre: car Jean pâssait pour ùn prophéte dans l' estime de tout l' monde.
MAT.21.27	I répounirent don à Jésus: Je n' savons pas. Et i leû répounit étout: Je n' vous dirai pas nitout par quâille aûtoritaï j' fais ches chôses‐ichìn.
MAT.21.28	Mais qui' est qu' ous pensaïz d' chu que j' m' en vais vous dire? Un houmme avait daeux fiss; et s' adĕrchànt au prumier, i lli dît: Men fiss, allous‐en agnett travâiller à ma vigne.
MAT.21.29	Sen fis lli répounit: Je n' veurs pas y' allaïr; mais au but d' une achie i se r'pèntit, et s' y' en allit.
MAT.21.30	I vìnt après chun'na trouvaïr l' aûtre, et lli fît l' même c'màndement. Ch'tin'chìn répounit: J' m' y' en vais, signeur: et i gn' y' allit pouìnt.
MAT.21.31	L'quaï des daeux est‐che qui' à fait la volèntaï d' sen pére? L' prumier, c' firent‐i. Et Jésus ajoûtit: J' vous dis, et ch' est la véritaï, qu' les publlicâins et les fâmes de maûvaise vie pâss'ront d'vànt vous au royaûme de Gyu.
MAT.21.32	Car Jean est v'nu à vous dans la vouaie d' la justice, et vous n' l' avaïz pas creue: les publlicâins, au contraire et les fâmes de maûvaise vie l' ont creue: et vous, après même qu' ous avaïz veue leux exàmplle, vous n' avaiz étaï ni touchi de r'pèntànce, ni portaïs à crére.
MAT.21.33	Ecoutaïz une aûte parabole: Ill y' avait ùn pére de famille, qui aquànd il aeut pllàntaï une vigne, l' encllôsit d' ùn fossaï; et quànd il aeut fait ùn creux dans la terre, il ŷ fît ùn prìnseux, et ŷ bâtisit une tour: pîs, quànd i l' aeut louâie à des vign'rons, i s'en allit dans une contrâie bien llen d' là.
MAT.21.34	Ho l' temps des frits étànt quâsi v'nu, il envyit ses serviteurs ès vign'rons pour r'cuiller l' frit d' sa vigne.
MAT.21.35	Mais les vign'rons, quànd il aeurent mis leux mâins sus ses serviteurs, battirent l' ùn, tuirent l' aûtre, et en assoummirent ùn aûtĕr de roques.
MAT.21.36	I leû‐s‐envyit acouore d' aûtes serviteurs en pus grànd nombre que les prumiers, et i les traitirent de même.
MAT.21.37	A la fìn i leû‐s‐envyit sen propre fiss, car i s' dît en li‐même: Il airont quique respét pour men fiss.
MAT.21.38	Mais les vign'rons, quànd i virent le fiss, dirent entre aeux: V' chìn l' hérikyer, v'naïz; tuons‐lé, et je s'rons maître de s'n héritage.
MAT.21.39	Aïnchìn, quànd il aeurent mis leux mâins sus li, i l' houlirent hors de la vigne, et l' tuirent.
MAT.21.40	Quànd don l' Signeur d' la vigne s'ra v'nu, qui' est qu' i f'ra à ches vign'rons‐là?
MAT.21.41	Nou lli répounit: I f'ra pérìr maûvaisement ches maûvais‐là, et i louera sa vigne a d' aûtes vign'rons, qui lli' en rèndront les frits en leû saîson.
MAT.21.42	Jésus ajoûtit: N' avous jamais oui chutte parole‐ichìn dans l's écritures: La pierre qui' a étaï r'jetâie par chaeux qui bâtissaient, est dev'nue la prìncipale pierre du coin? Ch' est chu que l' Signeur a fait, et nos yux l' véent et en sont ravis?
MAT.21.43	Vlà pourqui j' vous décllére que l' royaûme de Gyu vous s'ra halaï, et qu' i s'ra dounnaï à ùn peuplle qui' en produira les frits.
MAT.21.44	L' cien qui s' laiss'ra quaie sus chutte pierre‐là, s' ŷ mìnch'ra; et alle écllamira l' cien sus qui a' quéera.
MAT.21.45	Les prìnces des prêtres et les pharisians, quànd il aeurent oui ches paraboles‐ichìn d' Jésus, counnaeurent que ch' 'tait d' aeux qu' i pâlait.
MAT.21.46	Et coumme i voulaient mettĕr leux mâins sus li, il appĕrhèndirent de dépllaire au peuplle, parç qu' i le r'gardaient coumme ùn prophéte.
MAT.22.1	Jésus, coumme i pâlait acouore en paraboles, leû dît:
MAT.22.2	L' royaûme des ciux r'ssemblle à un roué qui, quànd i voulait faire les neuches de sen fiss,
MAT.22.3	Envyit ses serviteurs pour app'laïr ès neuches chaeux qui' étaient conviaïs; mais i r'fûsirent d' ŷ v'nìr.
MAT.22.4	Il envyit acouore d' aûtes serviteurs, ôve ordre de dire de sa part à chaeux qui' étaient conviaïs: J' ai préparaï men dînaïr, j' ai fait tuaïr mes bœufs et tout chu qu' j' avais fait engraissier; tout est prêt: v'naïz ès neuches.
MAT.22.5	Mais iaeux, n' s' en mettànt miette en pâine, s' en allirent, l' ùn à sa maîson du pâis et l' aûtre à sen négoce:
MAT.22.6	L's aûtĕrs mirent leux mâins sus ses serviteurs, et les tuirent, quànd i leû‐s‐aeurent fait bien des vìllanies.
MAT.22.7	Quànd le roué ouit chun'na, i s' mît en colére; et quànd il aeut envyaï sĕs armâies, i mît à mort ches meurtriers‐là et i brûlit leû vìlle.
MAT.22.8	La‐d'ssus i dît à ses serviteurs: L' festìn des neuches est tout prêt; mais chaeux qu' ŷ avaient étaï conviaïs, n' en ont pas étaï dignes.
MAT.22.9	Allaïz don dans les carrefouars, et conviaïz ès neuches tous chaeux qu' ous trouv'raïz.
MAT.22.10	Ses serviteurs, quànd i s' en furent allaïs là‐d'ssus par les rues, assèmbllirent tous chaeux qu' i trouvirent, bouans et maûvais; et l' endrét des neuches s' èmpllisit d' gens qui s' mirent à tablle.
MAT.22.11	L' roué èntrit après chun'na pour vée chaeux qui' étaient à tablle; et coumme i vît ùn houmme qui n' était pas vétu d' la robe de neuches,
MAT.22.12	I lli dît: M'n ami, coumme est qu' ous êtes èntraï ichìn sàns la robe de neuches? Et ch't hoummelà n' dît mot.
MAT.22.13	Là‐d'ssus le roué dît à ses gens: Amarraïz‐li les mâins et les pids; et houlaïz‐lé dans les ténébres de d'hors: ch' est là qu' ill y' a des plleurs et des grìnch'ments d' dents.
MAT.22.14	Car ill y' en a ùn grànd nombre d' app'laïs, mais d' élus pas gràndment.
MAT.22.15	Là‐d'ssus les pharisians, quànd i s' furent r'tiraïs, tìnrent conseil pour le surprendĕr dans ses paroles.
MAT.22.16	I lli envyirent a' ceulle fìn leux disciplles ôve lĕs hérogyans, et i lli dirent: Maître, j' savons qu' ous êtes véritablle, et qu' ous ensigniz la vouaie de Gyu dans la véritaï, sàns aûcùn égard à qui qu' che sét; parç qu' ous n' considéraïz pas la persounne dans l's hoummes:
MAT.22.17	Dites‐nous don votre avis sus chun'chìn: Nous est‐i libre d' paiyer l' tribut à Cêsar, ou de n' pas l' paiyer?
MAT.22.18	Mais Jésus, qui counnîssait leû malice, leû dît. Hypocrites, pourqui' est qu' ous m' tèntaïz?
MAT.22.19	Mourtraïz‐mé la piéche d' argent qu' nou dounne pour la taille. Et coumme i lli aeurent offert ùn digner,
MAT.22.20	Jésus leû dît: De qui est ch't image et ch't écriture‐ichìn?
MAT.22.21	D' Cêsar, c' firent‐i. Là‐d'ssus Jésus leû répounit: Rèndaïz don à Cêsar chu qui' est à Cêsar, et à Gyu chu qui' est à Gyu.
MAT.22.22	Quànd i l' aeurent oui pâlaïr d' la sorte, i furent ravis d' sa réponse; et i l' lâquirent là, et s' en allirent.
MAT.22.23	Chu jour‐là les saducéians, qui nient la résurrection, vìnrent le trouvaïr, et lli propôsirent une queskyon,
MAT.22.24	Et i lli dirent: Maître, Moïse a ordounnaï qu' si quiquiùn mouarait sàns éfànts, sen frére marierait sa fâme, et suscit'rait d's éfànts à sen frére mort.
MAT.22.25	Ho ill y' avait parmi nous sépt fréres, l' prumier des quaïs a mariaï une fâme, et est mort; et coumme i n' a pas ieue d' éfànts, il a laissi sa fâme à sen frére.
MAT.22.26	La même chôse est av'nue au daeuxiême, au trésiême, et à tous l's aûtres, jusqu' au sepkyême.
MAT.22.27	A la fìn chutte fâme‐là étout est morte ossìn après tous iaeux.
MAT.22.28	Quànd don viendra la résurrection, du quaï d' ches sépt‐là s'ra‐t‐alle fâme, pisqu' i l' ont tous ieue?
MAT.22.29	Jésus leû répounit: Vous êtes dans l' erreur, parç qu' ous n' compĕrnaïz pas l's écritures, ni l' pouvoir de Gyu.
MAT.22.30	Car après la résurrection l's hoummes n' airont pouìnt d' fâmes, ni les fâmes d' hoummes; mais i s'ront coumme lĕs ànges de Gyu dans l' cieil.
MAT.22.31	Et pour chu qui' est d' la résurrection des morts, est‐che qu' ous n' avaïz pouìnt llésu ches paroles‐ichìn que Gyu vous a dites:
MAT.22.32	Je sis l' Gyu d' Abĕrham, l' Gyu d' Isas, et l' Gyu d' Jâcob? Ho Gyu n' est pouìnt l' Gyu des morts, mais des vivànts.
MAT.22.33	Et l' peuplle, quànd i ouit chun'chìn, était ravi d' sa doctrine.
MAT.22.34	Mais les pharisians, quànd i ouirent qu' il avait frumaï la bouche ès saducéians, s' assèmbllirent;
MAT.22.35	Et iùn d' aeux, qui' était docteur de la loué, vìnt lli faire chutte queskyon‐ichìn pour le tèntaïr:
MAT.22.36	Maître, qui' est qui' est l' grànd c'màndement d' la loué?
MAT.22.37	Jésus lli répounit: Vous aïmraïz l' Signeur vote Gyu de tout vote coeur, et de toute votre âme, et de tout votre esprit.
MAT.22.38	Ch' est là l' pus grànd et l' prumier c'màndement.
MAT.22.39	Et v'chìn l' daeuxiême qui r'semblle à ch'tin'na: Vous aïmraïz vote pĕrchaïn coumme vous‐même.
MAT.22.40	Toute la loué et les prophétes sont cont'nus dans ches daeux c'màndements‐là.
MAT.22.41	Ho quànd les pharisians s' furent assèmbllaïs, Jésus leû fit chutte demànde‐ichìn,
MAT.22.42	Et leû dît: Qui' est qu' ous pensaïz du Christ? De qui est‐i fiss? I lli répounirent: De Dâvi.
MAT.22.43	Et coumme est‐che don, leû dît‐i, qu' Dâvi l' appelle en esprit sen Signeur par ches paroles‐ichìn:
MAT.22.44	L' Signeur a dit à men Signeur: Assiévous à ma dêtre, jusqu' à tànt qu' j' aie mis vos enn'mis pour le scabé d'vos pids?
MAT.22.45	Si don Dâvi l' appelle sen Signeur, coumme est‐che qu' il est sen Fiss?
MAT.22.46	Fis d' âme ne paeut lli répondre ùn seul mot: et d'pîs chu jour‐là persounne n' ôsit lli faire des queskyons.
MAT.23.1	Là‐d'ssus Jésus pâlit au peuplle et à ses disciplles,
MAT.23.2	Et i leû dît: Les scribes et les pharisians sont assis sus la caire de Moïse.
MAT.23.3	Gardaïz don, et faites tout chu qu' i vous disent; mais n' faites pas chu qu' i font; car i disent chu qu' i faût faire, et i n' le font pas.
MAT.23.4	Car i lient de p'sàntes et d' ìnsupportablles cherges, et les mettent sus l's épaûles dĕs hoummes; mais i n' veulent pas les mouvier du but du dét.
MAT.23.5	I font toutes leux oeuvres pour que l's hoummes les r'gardent: vlà pourqui i portent les paroles de la loué sus des lisiéres de parchemìn pus larges que l's aûtres, et ont étout des frànges pus larges à leux robes.
MAT.23.6	Il aïment les prumiéres plléches dans les festìns, et les prumiéres caires dans les synagôgues.
MAT.23.7	Il aïment qu' nou les salue dans les marchis, et que l's hoummes les appellent rabbis ou docteurs.
MAT.23.8	Mais pour vous ne d'siraïz pouìnt qu' nou vous appelle rabbi ou docteurs; parç qu' ous n' avaïz qu' ùn seul maître ou docteur, et qu' ous êtes tous fréres.
MAT.23.9	N' app'laïz nitout persounne sus la terre vote pére; parç qu' ous n' avaïz qu' ùn Pére qui' est dans les ciux.
MAT.23.10	Et qu' nou n' vous appelle pouìnt maîtres ou m'neux, parç qu' ous n' avaïz qu' ùn maître ou m'neû, qui' est l' Christ.
MAT.23.11	L' cien qui' est l' pus grànd parmi vous, s'ra vote serviteur.
MAT.23.12	Car tout houmme qui s' élev'ra s'ra abaissi; et tout houmme qui s' abaiss'ra s'ra él'vaï.
MAT.23.13	Mais malheû à vous, scribes et pharisians hypocrites, parç qu' ous frumaïz l' royaûme des ciux ès hoummes: car vous gn' y' èntraïz pouìnt vous‐mêmes, et vous vous oppôsaïz d' côte à chaeux qui d'sirent d' y' èntraïr.
MAT.23.14	Malheû à vous, scribes et pharisians hypocrites, parç que quànd vous faites mèntion d' pryaïr hardi, vous avalaïz les maîsons des veuves; ch' est pour chun'na qu' ous r'chevraïz ùn jug'ment pus dur.
MAT.23.15	Malheû à vous, scribes et pharisians hypocrites, parç qu' ous parcouaraïz la maïre et la terre pour faire ùn disciplle; et quànd vous l' avaïz fait, i mérite l' enfer daeux fes pus qu' vous.
MAT.23.16	Malheû à vous, m'neux aveuglles, qui dites: Si ùn houmme jure par le templle, ch' n' est rien; mais l' cien qui jure par l' or du templle, est oblligi d' gardaïr sen serment.
MAT.23.17	Sots et aveuglles qu' ous êtes! qui' est qui vaût mux, ou l' or, ou l' templle qui sànctifie l' or?
MAT.23.18	Et si ùn houmme, vlà chu qu' ous dites, jure par l' aûtel, ch' n' est rien; mais tout houmme qui jure par le don qui' est sus l' aûtel, est oblligi d' gardaîr sen serment.
MAT.23.19	Aveuglles qu' ous êtes! qui' est qui vaût mûx, ou l' don, ou l' aûtel qui sànctifie l' don?
MAT.23.20	L' cien don qui jure par l' aûtel, jure par l' aûtel et par tout chu qui' est d'ssus.
MAT.23.21	Et tout houmme qui jure par le templle, jure par le templle et par le cien qu' ŷ d'meure.
MAT.23.22	Et l' cien qui jure par le cieil, jure par le trône de Gyu, et par le cien qui' est assis d'ssus.
MAT.23.23	Malheû à vous, scribes et pharisians hypocrites, qui paiyiz la dîme d' la menthe, d' l' anis et du cumìn, et qui' avaïz néglligi chu qu' ill y' a d' pus ìmportànt dans la loué, saver, la justice, la miséricorde et la foué. Ch' 'tait là chu qu' i fallait pratiquer, sàns pour tout chun'na néglligier l' reste.
MAT.23.24	M'neux aveuglles, qui pĕrnaïz si grànd soin d' pâssair au travers d' ùn couleû tout chu qu' ous b'vaïz, d' crâinte d' avalaïr ùn bibét, et qui' avalaïz ùn chameau.
MAT.23.25	Malheû à vous, scribes et pharisians hypocrites, parç qu' ous nékyaïz le d'hors d' la coupe et du pllat, et qu' ous êtes au d'dans pllâins d' rapine et d' ìmpuretaï.
MAT.23.26	Aveuglle pharisian, nékyaïz prumiérement le d'dans d' la coupe et du pllat, pour que le d'hors en sét nétt étout.
MAT.23.27	Malheû à vous, scribes et pharisians hypocrites, parç qu' ous r'ssèmbllaïz à des s'pulchres bllànchis, qui par dehors paraissent biaux ès yux d's houmes; mais qui par dedans sont pllâins d' ôssements d' gens morts, et de toute sorte de pourriture.
MAT.23.28	D' même par dehors vous paraissiz justes ès yux d's hoummes; mais par dedans vous êtes pllâins d' hypocrisie et d' iniquitaï.
MAT.23.29	Malheû à vous, scribes et pharisians hypocrites, qui bâtissaïz des tombiaux ès prophétes, et qui flleurissaïz les monuments des justes,
MAT.23.30	Et qui dites: Si j' avions étaï en vie au temps d' nos péres, je n' nous serions pas joints ôve aeux pour versaïr l' sàng des prophétes.
MAT.23.31	De sorte qu' ous rèndaïz témouégnage contĕr vous‐mêmes, qu' ous êtes lĕs éfànts d' chaeux qui' ont tuaï les prophétes.
MAT.23.32	Combllaïz don la m'sure de vos péres.
MAT.23.33	Serpents, râce de vipéres, coumme est‐che qu' ous pourraïz écapaïr à la condamnâtion du faeu d' enfer?
MAT.23.34	Vlà pourqui j' m' en vais vous envyaïr des prophétes, des sages et des scribes; et vous tueraïz l's ùns, vous crucifieraïz l's aûtres, vous en fouitt'raïz d' aûtĕrs dans vos synagôgues, et vous les persécut'raïz d' vìlle en vìlle.
MAT.23.35	A ceulle fìn qu' tout l' sàng innochent qui' a étaï versaï sus la terre r'quaie sus vous, d'pîs l' sàng d' Abel le juste jusqu' au sàng d' Zacharie fis Barachie, qu' ous avaïz tuaï entĕr le templle et l' aûtel.
MAT.23.36	J' vous dis, et ch' est la véritaï, qu' tout chun'na quéera sus chutte race‐ichìn.
MAT.23.37	Jérusâlem, Jérusâlem, qui tues les prophétes, et qui' assoummes de roques chaeux qu' nou t' envie, que d' fes j' ai voulu rassèmbllaïr t's éfànts, coumme une poule rassemblle ses pouachìns sous sĕs âiles, et tu n' l' as pas voulu!
MAT.23.38	L' temps apperche qu' vote maîson d'meur'ra déserte.
MAT.23.39	Car j' vous décllére qu' ous n' me verraïz pus d'ensormais, jusqu' à tànt qu' ous n' dichiz: Bénit sét l' cien qui vient au nom du Signeur.
MAT.24.1	Quànd Jésus sortit du templle pour s' en allaïr, ses disciplles s' appĕrchirent de li, pour lli faire prendĕr mer à la bâtisse et à la gràndeur de ch't édifice‐là.
MAT.24.2	Mais i leû dît: Véyous tous ches bâtîments‐ichìn? J' vous l' dis, et ch' est la véritaï, i s'ront détruits d' façon qu' i n' ŷ restera pas pierre sus pierre.
MAT.24.3	Et coumme il 'tait assis sus la montâigne dĕs oliviers, ses disciplles s' appĕrchirent de li en particuiller, et lli dirent: Dites‐nous quànd ches chôses‐là aviendront, et quaïs sines ill y' aira d' votre avén'ment et d' la fìn du siéclle.
MAT.24.4	Et Jésus lli répounit: Gar que quiquiùn n' vous séduise;
MAT.24.5	Parç qu' ùn grànd nombre viendra sous men nom, et i diront: J' sis l' Christ; et il en séduiront ùn grànd nombre.
MAT.24.6	Vous ôraïz étout pâlaïr d' guerres, et d' brits d' guerres; mais gardous bien d' en troubllaïr; car i faut qu' ches chôses‐là aviengent; mais che n' s'ra pas acouore la fìn.
MAT.24.7	Car nou verra se soul'vaïr peuplle contĕr peuplle, et royaûme contĕr royaûme, et ill y' aira des pestes, des famines et des trembllements d' terre en bien d's endréts.
MAT.24.8	Et toutes ches chôses‐là ne s'ront que l' c'mènch'ment des douleurs.
MAT.24.9	A ch't haeure‐là nou vous mettra dans les mâins des magistrats pour êtĕr tormèntaïs, et nou vous f'ra mouarìr; et vous s'raïz haïs de toutes les nâtions à cause de men nom.
MAT.24.10	Et à ch't haeure‐là ùn grànd nombre trouv'ront des causes de scàndale et d' échopp'ment; i s' trahiront, et s' haïront l' ùn l' aûtre.
MAT.24.11	I s'élev'ra bien des faux prophètes, qui séduiront ùn nombĕr de gens.
MAT.24.12	Et parç que l' iniquitaï abond'ra, la chéritaï d' ùn grànd nombre s' refrédira.
MAT.24.13	Mais l' cien qui persévér'ra jusqu' à la fìn, s'ra saûvaï.
MAT.24.14	Et ch't évàngile‐ichìn du royaûme s'ra prêchi dans toute la terre, pour servìr de témouégnage à toutes les nâtions; et à ch't haeure‐lá viendra la fìn.
MAT.24.15	Quànd don vous verraïz qu' l' abominâtion d' la désolâtion, qui' a étaï prédite par le prophéte Dagné, s'ra dans l' llu sâint, que l' cien qui llét entende bien chu qu' i llét.
MAT.24.16	A ch't haeure‐là qu' chaeux qui sont dans la Judâie, s' enfient ès montâignes.
MAT.24.17	Que l' cien qui s'ra sus l' faît d' la maîson, n' en d'valle miette pour emportaïr quique chôse.
MAT.24.18	Et que l' cien qui s'ra dans l' courti, ne r'vire miette pour prendĕr ses hardes.
MAT.24.19	Mais malheû ès fâmes qui s'ront grosses ou nourriches dans ches jours‐là.
MAT.24.20	Pryaïz don Gyu qu' votre allâie n' avienge pouìnt durànt l' hivér, ni au jour du sabbat:
MAT.24.21	Car l' affliction d' chu temps‐là s'ra si grànde qu' a' n' a pas ieue sa pareille d'pîs l' c'mènch'ment du monde jusqu' à ch't haeure‐ichìn, et qu' i gn' y' en aira jamais.
MAT.24.22	Et si ches jours‐là n' avaient étaï raccourchis, pas ùn houmme n' airait étaï saûvaï; mais ches jours‐là s'ront raccourchis pour l' amour des élus.
MAT.24.23	A ch't haeure‐là si quiquiùn vous dit: L' Christ est ichìn, ou il est là; ne l' créyiz pouìnt.
MAT.24.24	Car i s' élev'ra d' faux christs et d' faux prophétes, qui f'ront d' grànds méreilles et des chôses étounnàntes, jusqu' à tànt d' séduire, s' il 'tait possiblle, l's élus même.
MAT.24.25	J' ai voulu vous en guernìr d' avànche.
MAT.24.26	Si don nou vous dit: Le v'chìn dans l' désert; n' sortaïz pouìnt pour y' allaïr. S' nou vous dit: Le v'chìn dans l' condan d' la maîson, ne l' créyiz pouìnt.
MAT.24.27	Car coumme ùn écllair qui sort de l' est, paraît au même môment jusqu' au vouest, de même s'ra l' avén'ment du Fis d' l' houmme.
MAT.24.28	Partout où l' corps s' trouv'ra, l's aiglles s' assèmblleront.
MAT.24.29	A l' haeure après ches jours‐là d' affliction, l' soleil d'viendra obscur et la lune ne doûra pus sa lumiére, l's ételles quéeront du cieil, et les vertus des ciux craouleront.
MAT.24.30	Là‐d'ssus l' sine du Fis d' l' houmme paraîtra dans l' cieil, et tous les peuplles d' la terre s'ront dans les plleurs et dans les gémissements; et i verront l' Fis d' l' houmme qui viendra sus les nuâies du cieil en grànd pouvoir et guelouére.
MAT.24.31	Et il enviera sĕs ànges, qui f'ront ouìr la vouaix r'tèntissànte d' leux trompettes, et qui rassèmblleront sĕs élus des quate coins du monde, d'pîs ùn but du cieil jusqu' à l' aûtre.
MAT.24.32	Appĕrnaïz une comparaîson prìnse du figuier. Quànd ses brànques sont dêjà tendres, et qu' i pousse des fieilles, vous savaïz qu' l' étaï apperche;
MAT.24.33	D' même quànd vous verraïz toutes ches chôses‐ichìn, sachiz que l' Fis d' l' houmme apperche, et qu' il est quâsi à l' us.
MAT.24.34	J' vous dis, et ch' est la véritaï, qu' chutte râce‐ichìn n' pâss'ra pouìnt, qu' toutes ches chôses‐ichìn n' séent accompllies.
MAT.24.35	L' cieil et la terre pâss'ront, mais mes paroles ne pâss'ront pouìnt.
MAT.24.36	Quànt à chu jour‐là et à ch't haeure‐là, persounne n' en a counnîssànce, pas même lĕs ànges du cieil, mais seul'ment men Pére.
MAT.24.37	Et il en s'ra à l' avén'ment du Fis d' l' houmme coumme il en était au temps de Noué.
MAT.24.38	Car coumme dans les drâins jours d'vànt l' déluge l's hoummes màngeaient et b'vaient, s' mariaient, et baillaient leux éfànts en mariage, jusqu' au jour où Noué èntrit dans l' arche;
MAT.24.39	Et qu' i n' counnaeurent l' môment du déluge que quànd i survìnt, et emportit tout l' monde: il en s'ra d' même à l' avén'ment du Fis d' l' houmme.
MAT.24.40	A ch't haeure‐là, de daeux hoummes qui s'ront dans ùn courti, l' ùn s'ra prìns et l' aûtĕr laissi.
MAT.24.41	De daeux fâmes qui meudront à ùn moulìn, l' une s'ra prìnse et l' aûtĕr laissie.
MAT.24.42	Villiz don, parç qu' ous n' savaïz pas à quâille haeure vote Signeur dét v'nìr.
MAT.24.43	Car sachiz que si l' pére de famille savait à quâille haeure de la gnett l' voleû dét v'nìr, i gn' y' a pas d' doute qu' i vill'rait, et qu' i n' laiss'rait pas faire des pertus dans sa maîson.
MAT.24.44	T'naïz vous don étout, vous que vlo, tĕrjoûs prêts; parç que l' Fis d' l' houmme viendra à l' haeure qu' ous n' pensaïz pas.
MAT.24.45	Qui' est qui' est l' serviteur fidéle et prudent, qu' sen maître a mis au d'ssus de tous ses serviteurs, pour leû dounnaïr la nourriture au temps qu' i faût?
MAT.24.46	Haeuraeux chu serviteur‐là, si sen maître, quànd i viendra, l' trouve agissànt d' la sorte.
MAT.24.47	J' vous dis, et ch' est la véritaï, qu' i l' mettra au d'ssus d' tous ses biens.
MAT.24.48	Mais si chu serviteur‐là est maûvais, et qu' i dise en sen coeur: Men maître n' est pas près de v'nìr;
MAT.24.49	Et qu' i s' mette à battĕr ses compagnons, à màngier et à bére ôve dĕs iverouagnes;
MAT.24.50	L' maître d' chu serviteur‐là viendra au jour qu' i n' s' y' attend pas, et à l' haeure qu' i n' sait pas;
MAT.24.51	I l' sépar'ra, et lli doûra pour partage d' êtĕr puni ôve lĕs hypocrites. Ch' est là qu' ill y' aira des plleurs et des grìnch'ments d' dents.
MAT.25.1	Dans chu temps‐là l' royaûme des ciux r'ssèmbllera à dix vierges, qui quànd il aeurent prìns leux làmpes, s' en allirent au d' vànt du brûman et d' la bru.
MAT.25.2	Ill y' en avait chìnq d' entre aeux qui' étaient sottes, et chìnq qui' étaient sages.
MAT.25.3	Les chìnq qui' étaient sottes, quànd il aeurent prìns leux làmpes, n' prìnrent pouìnt d' huile ôve aeux.
MAT.25.4	Les sages au contraire prìnrent de l' huile dans leux vaissiaux ôve leux làmpes.
MAT.25.5	Et coumme le brûman targeait à v'nìr, i s' assoupirent toutes, et s' endormirent.
MAT.25.6	Mais viers mignett nou‐s‐ouit ùn grànd cri: V'chìn l' brûman qui vient; allaïz au d'vànt d' li.
MAT.25.7	Ossitôt toutes ches vierges‐là se l'virent, et préparirent leux làmpes.
MAT.25.8	Mais les sottes dirent ès sages: Bailliz‐nouz d' vote huile, parç que nos làmpes s' étâignent.
MAT.25.9	Les sages leû répounirent: D' crâinte qu' chu qu' j' en avons n' suffise pas pour nous et pour vous, allaïz putót à chaeux qui' en vendent, et acataïz‐en chu qu' i vous en faût.
MAT.25.10	Mais tàndis qu' i s' en allaient en acataïr, l' brûman vìnt, et chelles qui' étaient prêtes èntrirent ôve li ès neuches, et l' us fut frumaï.
MAT.25.11	A la fìn l's aûtes vierges vìnrent étout, et lli dirent: Signeur, Signeur, ouvraïz‐nous l' us.
MAT.25.12	Mais i leû répounit: J' vous dis, et ch' est la véritaï, je n' vous counnîs pouìnt.
MAT.25.13	Villiz don, parç qu' ous n' savaïz ni l' jour ni l' haeure.
MAT.25.14	Car il en est du Signeur coumme d' ùn houmme, qui coumme i d'vait faire ùn long viage hors de sen pâis, app'lit ses serviteurs, et leû mît sen bien entĕr les mâins.
MAT.25.15	Et quànd il aeut dounnaï chìnq talents à l' ùn, daeux à l' aûtre, et ùn à l' aûtre, siévànt la capacitaï d' châquiùn d' aeux, i s' en allit ossitôt.
MAT.25.16	L' cien don qui' avait r'chu chìnq talents, s' en allit; i trafiquit ôve ch't argent‐là, et il en gâgnit chìnq aûtres.
MAT.25.17	L' cien qui' en avait r'chu daeux, en gâgnit d' même acouore daeux aûtres.
MAT.25.18	Mais l' cien qui n' en avait r'chu qu' ùn, s' en allit, et fît ùn creux dans la terre, et ŷ muchit l' argent d' sen maître.
MAT.25.19	Longtemps après chun'na l' maître étànt r'venu, leû fît rendĕr compte.
MAT.25.20	Et l' cien qui' avait r'chu chìnq talents vìnt lli' en pĕrsèntaïr chìnq aûtres, et i lli dît: Signeur, vous m' avaîtes mis chìnq talents entĕr les mâins; en v'chìn d' côte chaeux‐là, chìnq aûtĕrs qu' j' ai gâgnis.
MAT.25.21	Sen maître lli répounit: O bouan et fidéle serviteur, parç qu' ous avaïz étaï fidéle en p'tit d' chôse, j' vous établlirai sus bien d' aûtres: èntraïz dans la jouaie d' vote signeur.
