MAT.1.1	Guijtz ni rusule' laj retoxpeṉgoldoo xten Jesucrist xi'n toDavid, xi'n toAbraham.
MAT.6.19	―Na'c gapdajntu yäḻnasa'c lo guedxliujre cadro rajw reman o rbibtiejn xhixtentu, niluxh richu' gubaan rolijz bejṉ te rbajnreni. 
MAT.6.20	Hueenru ga'ptu xcäḻnasa'ctu xhaguibaa cadro di reman gauu, diza rexhixtentu cuibtiejn, diza regubaan jiu' te cuanreni. 
MAT.6.21	Sa'csi cadro yu' xcäḻnasa'ctu, ro'cza naga' lastootu.
MAT.6.22	Räjpzani:
MAT.6.22	―Bianij xten tiejxhni najc balojni, ni'cni palga rhuisa'c balojtu, guideb tiejxhtu yu' lo bianij. 
MAT.6.23	Niluxh palga rebalojtu di fisa'c, guideb tiejxhtu yu' lo nacäjy, ni'cni palga bajl nani yu' tiejxhtu dini gusanij, ¡linacäiboo najc guidebtu!
MAT.6.24	’Nicla te bejṉ di gacdi gun dzuun loj tio'p lam̲ tejsi junt, sa'csi sibälazni tejni laga sanälajzni steeni. Digacdi guntu xtzuun Dios palga caguiiltistu xcäḻnasa'ctu lo guedxliujre.
MAT.6.25	’Ni'cni rniä lojtu, na'c chutu yärsia' por xcäḻnabajṉtu, xhicha gautu, xhicha yätu, niclaza naatu xhicha lajd gajcwtu. Yäḻnabajṉ sajcru lo yäḻrajw, luxh sajcru tiejxhtu lo xhajbtu. 
MAT.6.26	Coḻhuii remane' ni rtajt xhaguibaa. Direni cue'c binij, dizareni guilia' gäjl, dizareni cuchee xhi gaureni neṉ yu', luxh xtadtu ni yu' xhaguibaa rudeedni xhi rajwreni. ¿Laa xhet sajcdirutu loj remane'ga, ä? 
MAT.6.27	¿Chu tej la'tu sa'csi ru'tu yärsia' sajc tiobrutu ste bo'c jiaaru?
MAT.6.28	’¿Xhicuent runduxhtu xhigab xcuent xhajbtu? ¡Coḻhuii reguii ni tre' nesiät! ¿Xho roobreni? ¿Xho rialreni? Direni gun dzuun, dizareni guzaa xhajbreni. 
MAT.6.29	Narä rniä lojtu, nicla ṟeii Salomón guideb najcwni rexhabsa'c xtenni di nisiuchee si'c rsiuchee tej reguiiga. 
MAT.6.30	Palga Dios rujn rajc recuaan ni yu' nesiät ni rial nadxej luxh guixee ahuejcreni, ¿xhixh dini gunduxhru par la'tu, bejṉ nani guxii rililajz? 
MAT.6.31	Ni'cni na'c chutu yärsia' guntu xhigab: “¿Xhicha guidaunu, xhicha guiduṉnu, xhicha gacwnu?” 
MAT.6.32	Sa'csi rebejṉ nani di gumbee Dios xhigabtisga rujnreni, caguiilreni guiraa recosga. Niluxh xtadtu ni yu' xhaguibaa anajnni xhini'c rquiintu. 
MAT.6.33	Coḻquilxgaa yäḻrnibee xten Dios näjza yäḻnabaṉsa'c si'cni rlajz Dios dxejc sica'tu guiraa ni rquiintu. 
MAT.6.34	Ni'cni na'c gunduxhtu xhigab xho tedtu dxej guixee. Combast tedtu trabajw nani riääd dxej con dxej.
MAT.7.1	Räjpzani:
MAT.7.1	―Na'c cubeetu sa'tu te na'cza cubee Dios la'tu. 
MAT.7.2	Sa'csi sigacni rgubeetu sa'tu, sigajcza sigubee Dios xhi rujntu; niluxh lagajc si'cni rutiexhtu lo bejṉ, si'cza sutiexh Dios lojtu. 
MAT.7.3	¿Xhicuent ruhuiilu loj guijxh ni yu' baloj sa'lu, luxh dilu fii yagro nani yu' lagajc balojlu? 
MAT.7.4	¿Xhicuent gäblu lo sa'lu, nädoṉnu cuää́ guijxh ni yu' neṉ balojlu, luxh dilu fii loj yagro ni yu' neṉ balojlu? 
MAT.7.5	Beṉguijdx ni rusguee, guläxgaa yagro ni yu' balojlu te gac fisa'clu te cuäälu guijxh nani yu' baloj sa'lu.
MAT.7.6	’Na'c guluiitu guiraa rextidx Dios loj chutis bejṉ sa'csi yu'reni najc si'c bä'cw, xlia'si rca'renini; sibi'reni, sauya'reni luj. Sigajcza recos sa'cru, na'c gudeedtuni loj chutis bejṉ, sa'csi yu'reni najc si'c cuch rbälazreni cossa'c najcreni si'c cuch ni ruläj yejc xhitis xhi cos.
MAT.7.7	Räjpzani:
MAT.7.7	―Coḻnab lo Dios te guniidxni nani rniabtu. Coḻquiilni te guidxäjltuni. Coḻnii rolä', te guixalni jiu'tu. 
MAT.7.8	Chutis ni rniab lo Dios sica'ni nani rniabni, nani rguiil xhi cos nez loj Dios rdxälzani nani rguiilni; nani rusejz rolä', suxhalzareni lojni.
MAT.7.9	’¿La yu' chu tejtu che guiniab xi'nni te yätxtiil, alga gudeedni te guij, ä? 
MAT.7.10	O palga guiniabni te la' bäjl, ¿la sudeedni te bäḻ? 
MAT.7.11	Palga la'tu ni najc beṉ guijdx rajc rudeedtu cossa'c loj xi'ntu, aticaxh xtadtu ni yu' xhaguibaa. Laani suniidxni cossa'c loj renani guiniabni lojni.
MAT.7.12	’Ni'cni guira'ti cos ni rlajztu gunnäj bejṉ la'tu, sigajcza coḻyennäjreni, sa'csi si'c caj lo leii xten toMoisés, näjza lo diidx ni bacuaa redad ni gunii xtidx Dios.
MAT.7.13	’Coḻjiu' nez rolä' nani najc dää, sa'csi gulajg najc rolä', gulajg najcza nezyuj nani rinä bejṉ lo yäḻrunijt, luxh xhidajlreni riu' nejzga. 
MAT.7.14	Sa'csi dää najc rolä', dääza najc nezyuj nani rinä bejṉ nez loj yäḻnabajṉ, niluxh guxii najc renani rdxäl nezyujga.
MAT.7.15	Räjpzani:
MAT.7.15	―Coḻnatiro rebejṉ nani rlajz gusguee la'tu. Rniisireni rusule'reni xtidx Dios. Rluiisi nadolajzreni si'c te xiil, niluxh direni gac. Alga si'c loob najcreni, rutie'chreni bejṉ si'c re'ch xiil che riädchu' loob lojreni. 
MAT.7.16	Dzuun nani rujnreni sujn gumbeetureni. Anajntu di uub xcaj lo reyaguejch, diza iigw xcaj lo guechbiojb. 
MAT.7.17	Ni'cni lo guiraa reyagsa'c rcaj ninexhsa'c lojni, per lo guiraa reyajg ni xhet yagsa'cdi, ganax ninejxh ni di ganaxsa'c rcaj lojni. 
MAT.7.18	Digacdi xcaj ninexhdxuudx loj te yajg ninexhsa'c. Di gacdiza xcaj te ninexhsa'c loj te yajg ni di gac yagsa'c. 
MAT.7.19	Guiraa reyajg nani di ninexhsa'c xcaj lojni, nanab guidinni te checni. 
MAT.7.20	Sigajcza sajc gumbeetu beṉsa'c sa'csi rujnreni dzunsa'c.
MAT.7.21	Räjpzani:
MAT.7.21	―Xhet guiraadi renani rnii, “Dad, Dad”, jiu' lo xcäḻrnibee Dios xhaguibaa. Ganaxtis renani rujn si'cni rlajz Xtadä ni yu' xhaguibaa. 
MAT.7.22	Sidzujṉ dxej sinii xhidajl bejṉ loä: “Dad, Dad, con lajlu basule'nu xtiidxlu, con lajzalu biläänu rebeṉdxab, con lajzalu biennu remilagwr.” 
MAT.7.23	Dxejc säpä lojreni: “Dina gumbeä la'tu. Coḻbicaj loä beṉlatsiaj.”
MAT.7.24	Räjpzani:
MAT.7.24	―Chutis nani rucuadiajg diidx nani caniä, luxh ruzoob xtidxä, laani najc si'c te beṉsiṉ nani basoob rolijzni yejc te guilaj. 
MAT.7.25	Che biajb nisguij, biäjt nis gueuu, gubi' bej, bidinreni yejc yu'ga sas di yu'ga niajb sa'csi sojbni yejc guilajga. 
MAT.7.26	Nani riejn diajgni xtidxä, luxh dini guzoob xtidxä najc si'c te beṉ guyalajz nani basoob rolijzni lo yujxh. 
MAT.7.27	Che biajb nisguij, biäjt nis gueuu, gubi' beduxh bidinreni yec yu'ga. Dxejc ligurebä'n yu'ga. Lacti xhiroob banijt bejṉga.
MAT.7.28	Che gulujx gunii Jesús rediidxga, lacti bidxeloj rebejṉ rediidx ni baluiini, 
MAT.7.29	sa'csi baluiini rebejṉ si'cpac te nani rnibee, xhet si'c ruluiidi rebejṉ ni najn leii.
MAT.8.1	Che biäjt Jesús yec dajn, xhidajl bejṉ huinajlni. 
MAT.8.2	Dxejcti biääd te beṉracxhuu ni raḻ tiejxhni nez loj Jesús. Bazuxhijbni, räjpni:
MAT.8.2	―Dad, palga rlajzlu, sajc gusiajclu narä.
MAT.8.3	Dxejcti basgaa Jesús ṉaani, gudajnni dade'ga con ṉaani, räjpni:
MAT.8.3	―Rlazä jiajclu. Siajc tiejxhlu.
MAT.8.3	Lagajc dxejc gubicaj guejdx ni raḻ tiejxhni. 
MAT.8.4	Dxejcti räjp Jesús lojni:
MAT.8.4	―Arniä, rut lojdi gäblu xhi guzajclu. Huijtis lo rebixhojz te badeed gojn ni gunii toMoisés gudeed bejṉ ni riajc, te fii rebixhojzga abiajclu.
MAT.8.5	Che biu' Jesús guedx Capernaum, bidzujṉ te capitán romaṉ nani rnibee te gayuu soldaad. Gunabduxhni lo Jesús, 
MAT.8.6	räjpni:
MAT.8.6	―Dad, xmosä naga' rolizä. Di gacdi guiniibni luxh cayanduxhni.
MAT.8.7	Räjp Jesús:
MAT.8.7	―Do'o te gusiacäni.
MAT.8.8	Dxejcti räjp capitán lojni:
MAT.8.8	―Dad, xhet sacädi; di nungäjḻ jiu' guejblu rolizä. Guiniitis te diidx, siacgajc xmosä. 
MAT.8.9	Narä nacäza xmos rebejṉ ni rnibee, niluxh rnibeäza te gayuu soldaad. Che rniä lo tejni: “Huij”, rijni. Che gäpä loj steeni: “Gudaa”, riädgajcni. Che gäpä loj xmosä: “Bejn dee”, rungajcnini.
MAT.8.10	Che biejn diajg Jesús si'c, bidxeloduxhni, räjpni loj renani siädnajlni:
MAT.8.10	―Rniliä́pac lojtu, nicla neṉ guideb reguedx Israel dina nidxälä te bejṉ ni rililajz si'c rililajz dade're. 
MAT.8.11	Niluxh rniä, sirii xhidajl beṉzijt nez ladjiaa, nez ladjiät, te jiädcuenäjreni Abram, Isaac, Jacoob lajdx Dios xhaguibaa. 
MAT.8.12	Luxh rebeṉ Israel nani niajc xi'n Dios sijreni te laad lo yäḻcäjy cadro soonreni, sauya'reni läjyreni, sidejdtisreni trabajw par tejpas.
MAT.8.13	Dxejcti räjp Jesús loj capitán:
MAT.8.13	―Gubi' rolijzlu. Sigajcni huililajzlu, sigajcza gacni.
MAT.8.13	Dxejc lagajc oṟga biajc xmosni.
MAT.8.14	Che bidzujṉ Jesús rolijz Pedr, bahuiini naga' xnansueegr Pedr, cayacxhuuni, yu'ni xliaa. 
MAT.8.15	Dxejc gudajntis Jesús ṉaani, birigajcni xliaaga. Dxejcti huistie nane'ga, gusloj cagudeedni xhi gau Jesús.
MAT.8.16	Che biu' guxhijṉ, biädnäreni loj Jesús xhidajl bejṉ ni yu' rebeṉdxab lostooreni; con xtiidxni gunibeeni birii guiraa rebeṉdxabga. Basiajczani guiraa rebeṉ racxhuu. 
MAT.8.17	Si'c bejnni te guzojb diidx ni bacuaa todad Isaías, ni gunii xtidx Dios, che räjpni:
MAT.8.17	Lagajc laani cua'ni rexcäḻracxhuunu, sanäzani rexcäḻnayannu.
MAT.8.18	Che bahuii Jesús tre' xhidalduxh rebejṉ guideb gabi cadro suga'ni, gunibeeni tednäjni rexpejṉpacni stelaad ro' nis. 
MAT.8.19	Dxejcti biääd te beṉnajn loj Jesús, räjpni:
MAT.8.19	―Mastr, sisiaäza cadrotis chäälu.
MAT.8.20	Räjp Jesús lojni:
MAT.8.20	―Rebäjz rajpreni xpiliääreni, remane' ni rutajt xhaguibaa rajpreni xpitiääzreni, niluxh narä Xi'n Dios ni gujc Niguii dina gapä cadro gaa yecä.
MAT.8.21	Stee rexpejṉpacni räjp lojni:
MAT.8.21	―Dad, basaan chaxgaä ladxä te chacuatzä xtadä.
MAT.8.22	Räjp Jesús lojni:
MAT.8.22	―Gudanajl narä. Basaan sugucua'tz resabeṉgutreni rebejṉ nani najc si'c beṉgut sa'csi najcreni beṉdojḻ.
MAT.8.23	Che biu' Jesús neṉ barcw, biu'za rexpejṉpacni lagajc neṉga. 
MAT.8.24	Dxejc huäjs te bedonduxh lo nisdoo. Lirusiääzni barcw neṉ nisdoo. Luxh Jesús nagayejsni. 
MAT.8.25	Dxejcti huij rexpejṉpacni huicuäänni, räjpreni:
MAT.8.25	―Dad, gucnäj nuure te di guetnu.
MAT.8.26	Dxejc räjp Jesús:
MAT.8.26	―¿Xhicuent rdxejbtu, bejṉ ni guxii rililajz?
MAT.8.26	Dxejcti huistieni, gudidxa'ni lo bej näjza lo nisdoo, te biacdxireni. 
MAT.8.27	Dxejc bidxeloduxh rexpejṉpacni, räjpreni:
MAT.8.27	―¿Chuni'c najc niguiire? ¡Ahuilaa xho rucuadiajg bej näjza nisdoo xtiidxni!
MAT.8.28	Che bidzujṉ Jesús stelaad nisdoo cadro najc lajdx regadarenos, tio'p bejṉ ni yu' beṉdxab lastooreni biädchaglojreni Jesús. Rebejṉga riireni neṉ rebaa, nialazduxhreni, ni'cni rut rajcdi rdejd nezyujga. 
MAT.8.29	Guredxa'reni räjpreni:
MAT.8.29	―¿Xhicuent siädchu'lu loonu luj ni najc Jesús Xi'n Dios? ¿La siäädlu ree te gusacsílu nuure luxh gad gaḻdi xoṟnu, ä?
MAT.8.30	Nez te laad, zijte' cadro suga'reni, cayajp bejṉ xhidalro cuch. 
MAT.8.31	Dxejcti gunab rebeṉdxabga loj Jesús, räjpreni:
MAT.8.31	―Palga cuäälu nuure, basaan jiu'nu neṉ recuchre.
MAT.8.32	Dxejcti räjp Jesús:
MAT.8.32	―Coḻchäj.
MAT.8.32	Dxejcti biriireni neṉ lastoo redade'ga, huichu'reni neṉ recuchga. Dxejcti guiragajc recuchga caguxuṉreni, huitejbreni ro' te guilaj, biääzreni neṉ nisdoo, gujttireni neṉ nis.
MAT.8.33	Rebejṉ ni cayajp recuchga, baxuṉreni, huijreni lajdxreni, huiyeireni diidx guiraa ni guzajcreni näjza ni guzajc redade' ni guyu' rebeṉdxab lastooreni. 
MAT.8.34	Dxejcti guiraa rebeṉguejdxga huichaglojreni Jesús. Che bahuiireni lojni, gunabduxhreni lojni, jiunejzni lajdxreni.
MAT.9.1	Dxejcti biu' Jesús neṉ barcw. Gudejdni stelaad ro' nis te bidzujṉni lajdxni. 
MAT.9.2	Ro'c biädnäreni lojni te bejṉ nani abixu'ṉ ṉaani, ni'ni. Naga'ni lo te da'. Che bahuii Jesús lacti rililajzreni, räjpni loj beṉracxhuuga:
MAT.9.2	―¡Baspaa lajzlu xi'nä! Agubicaj rextojḻlu.
MAT.9.3	Dxejcti gaii beṉnajn ni ruluii xleii Moisés cayujnreni xhigab ensilaareni, caniyaj dee Dios con rextiidxni. 
MAT.9.4	Dxejc gucbegajc Jesús xhi xhigab cayujnreni, dxejc räjpni lojreni:
MAT.9.4	―¿Xhicuent cayujntu xhigabguijdx neṉ lastootu? 
MAT.9.5	¿Con ni najc guyasiru? Guiniä lo te bejṉ: “Agubicaj rextojḻlu”, o guiniä lo te bejṉ: “Huistie, guzaj.” 
MAT.9.6	Dec gunä te gacbeetu Xi'n Dios ni gujc Niguii rajp yäḻrnibee lo guedxliujre te gudzucajni dojḻ.
MAT.9.6	Dxejcti räjpni loj beṉracxhuuga:
MAT.9.6	―Huistie, cua' xta'lu, huij rolijzlu.
MAT.9.7	Dxejcti huistie beṉracxhuuga, siini rolijzni. 
MAT.9.8	Che bahuii rebejṉ lojni, bidxeloduxhreni, gulä'preni xpala'n Dios, ni badeed yäḻrnibeega loj rebejṉ.
MAT.9.9	Dxejcti birii Jesús cadro basiajcni beṉracxhuu, sä'tini. Dxejc bahuiini loj te dade' ni laa Mateo. Sobga'ni loj te yagxhiil cadro rbej reni ruquijx xcuent guiraloj. Dxejc räjp Jesús lojni:
MAT.9.9	―Gudanajl narä.
MAT.9.9	Dxejcti huisuni, sanajlni Jesús.
MAT.9.10	Cheni sobga' Jesús lo mex cayajwreni rolijz Mateo, biäädza xhidajl rebejṉ nani ruquijx xcuent guiraloj, ni najc rebejṉ ni di gac xpeṉ Israel, gurejzareni lo mex näj Jesús näjza reni najc rexpejṉpacni. 
MAT.9.11	Che bahuii rebeṉ guidoo, ni laa refarisee, xhi cayujn Jesús, räjpreni loj rexpejṉpac Jesús:
MAT.9.11	―¿Xhicuent raunäj xmastrtu rebejṉ nani ruquijx xcuent reyuj näjza rebejṉ ni di gac xpeṉ Israel?
MAT.9.12	Che biejn diajg Jesús xhi guniireni, räjpni lojreni:
MAT.9.12	―Rebejṉ nani nadaan dini guiquiin chu gusiajcni, niluxh rebejṉ racxhuu ni'c rquiinreni chu gusiajcreni. 
MAT.9.13	Coḻchäj te coḻchaseed xhi säloj diidxre ni caj loj reguijtz: “Yäḻrulaslajz rlazä, dina rlazä guniidxtu guidxaa loä.” Sa'csi narä dina niädtedxä rebeṉsa'c, narä siädtedxä rebeṉdojḻ te gusiechlajzreni.
MAT.9.14	Dxejcti biääd rexpejṉpac Juan loj Jesús räjpreni:
MAT.9.14	―Nuure con refarisee rcua'nnu xhidal huält, ¿xhicuent di rexpejṉpaclu gucua'n, ä?
MAT.9.15	Räjp Jesús lojreni:
MAT.9.15	―Che ruchṉaa te bi'n, ¿xhixh rac-huin lajz regolnejdx laga suga' bi'n con laareni? Palga yu' xhi sac bi'nga, dxejc sii soonreni, sucua'nreni.
MAT.9.16	’Rut gundi remiend te ladbiejw con te la' ladcoob sa'csi sixu'n ladcoobga, sutiäjsruni ladbiejwga, sajc xhiroobru cadro biräjsga. 
MAT.9.17	Niclaza gac guida' bincoob neṉ reguidbiejw, sa'csi reguidbiejw siräjsni dxejc sixe' bin, sinijtza reguijdga. Ni'cni nanab guida' bincoob neṉ reguidcoobza, te si'c nicla tejreni di nit.
MAT.9.18	Laḻ ni caniini rediidxga, biääd te dade' ni rnibee neṉ guidoo xten rexpejṉ Israel. Bazuxhijbni nez loj Jesús räjpni:
MAT.9.18	―Entis gujt xindxa'pä. Gudaa, badzuub ṉaalu yejcni te guibaṉsacni.
MAT.9.19	Dxejcti huisu Jesús, sanäni Jairo. Näj rexpejṉpacni sanajlrenini. 
MAT.9.20	Luxh guyu' te gunaracxhuu nani agujc tzubitio'p ijz cayajcni yäḻguidxbäii. Bidzujṉni nez dejtz Jesús, gudajnni ro' xhajbni, 
MAT.9.21	sa'csi bejnni xhigab neṉ lastooni: “Palga sajc canätis ro' xhajbni, siacä.” 
MAT.9.22	Dxejc gubiré Jesús bahuiini loj gunaaga, dxejc räjpni:
MAT.9.22	―Gulecdxilajzlu xindxa'pä. Yäḻrililajz xtenlu abasiajclu.
MAT.9.22	Luxh lagajc dxejc biajc gunaaga.
MAT.9.23	Cheni biu' Jesús rolijz dade' nani rnibee neṉ xquidoo rexpeṉ Israel, bahuiini rebejṉ ni ṟoḻ bizej näjza xhidajl rebejṉ ni cabedxa' cayoon, li te biejy cayajc, dxejc 
MAT.9.24	räjpni loj rebejṉga:
MAT.9.24	―Coḻguibicaj. Nagayejstis dxa'pga, gajdni guet.
MAT.9.24	Dxejc rebejṉga alga ruxhiznäjreni Jesús. 
MAT.9.25	Cheni abirii rebejṉ neṉ yu', biu' Jesús, gunaazni ṉaa dxape', dxejc huistie dxape'ga. 
MAT.9.26	Dxejcti bire'ch diidxga guiraa neṉ reguejdx ni tre' nejzga.
MAT.9.27	Che birii Jesús ro'c, huinajl tio'p bejṉni nani di fii. Rbedxa'reni roonreni räjpreni:
MAT.9.27	―Balaslajz nuure, Xi'n toDavid.
MAT.9.28	Che bidzujṉ Jesús cadro caya'nni, gubigreni lojni. Dxejcti gunabdiidx Jesús lojreni, räjpni:
MAT.9.28	―¿La rililajztu sajc gunä ni rniabtu?
MAT.9.28	Redade'ga basejc diidx, räjpreni:
MAT.9.28	―Sajc gunluni, Dad.
MAT.9.29	Dxejcti gudajnni balojreni, räjpni:
MAT.9.29	―Sugacni si'cpacni rililajztu.
MAT.9.30	Lagajc dxejc bixal balojreni. Sas räjppac Jesús lojreni:
MAT.9.30	―Arniä, na'c chayeitu diidxre, te rut gacbeedi xhi guzajctu.
MAT.9.31	Cuantsi biriireni ro'c guslojreni cagutie'chreni diidx xcuent Jesús guideb gabi neṉ reguejdxga.
MAT.9.32	Che biriireni cadro biajc baloj rebejṉga, biääd sgaii bejṉ biädnäreni te gop loj Jesús. Yu' xprit beṉdxab neṉ lastoo bejṉga. 
MAT.9.33	Che barilaagw Jesús xprit beṉdxab neṉ lastoo beṉgopga, guslogajcni caniini. Rdxeloduxh rebejṉ räjpreni:
MAT.9.33	―Gajdpacnu guihuii sa' redzuunre lajdx rexpejṉ Israel.
MAT.9.34	Dxejc rebeṉ guidoo ni najc refarisee, räjpreni:
MAT.9.34	―Rbääni rexprit beṉdxab con yäḻrnibee xten beṉdxabro.
MAT.9.35	Gudejd Jesús guiraa reguedxro näjza reguedxbäz, basule'ni xtidx Dios neṉ reguidoo xten rexpejṉ Israel. Basääbni diidx xten xcäḻrnibee Dios. Basiajczani guiraloj yäḻracxhuu, guiraloj yäḻguijdx ni rajc bejṉ neṉ reguejdxga. 
MAT.9.36	Che bahuiini loj rebeṉ xhidajl biaduxhni rebejṉga sa'csi rdebya' lajzreni, rac-huin lajzreni, najcreni si'c najc rexiil nani di ga'p baxtoor. 
MAT.9.37	Dxejcti räjpni loj rexpejṉpacni:
MAT.9.37	―Guliipac xhidalduxh beṉ guedxliuj di gan xtidxä, luxh guxii najc reni guluiireni; najcni si'c gäjl ni agojl guilia', niluxh ruti mos ni guilia'ni. 
MAT.9.38	Coḻnab lo Dad nani najc xtenni guedxliujre te guxhaḻni rebejṉ ni sajc guluii rebeṉ guedxliujre, gacreni si'c mos ni rlia' gäjl.
MAT.10.1	Dxejcti gurejdxni guitzubitio'p rexpejṉpacni, badeedni yäḻrnibee lojreni te gurilaagwreni rexprit beṉdxab lastoo bejṉ näjza te gusiajcreni guiraloj yäḻguijdx näjza yäḻracxhuu.
MAT.10.2	Laj reguitzubitio'p rexpejṉni ni guleni najc: Simón, ni laaza Pedr; Andrés bejtz Simón; Jacoob xi'n Zebedeo; Juan bejtz Jacoob; 
MAT.10.3	Felipe; Bartolomé; Tomás; Mateo, ni najc colectoor; Jacoob, xi'n Alfeo; Lebeo ni rniireni Tadeo; 
MAT.10.4	Simón, te bejṉ ni yu' loj recananita; Judas Iscariote, nani bateed Jesús ladzṉaa rebejṉ nani rdxe'ch lojni.
MAT.10.5	Guitzubitio'p rebejṉre baxhaḻ Jesús. Balijdxnireni räjpni:
MAT.10.5	―Na'c chäätu nez cad yu' rebejṉ ni di gumbee Dios. Na'c jiu'tu lajdx rebeṉ samaritaṉ. 
MAT.10.6	Coḻchäxgaa lo rexpejṉ Israel nani agunijt neṉ dojḻ. 
MAT.10.7	Coḻchäj, coḻzäbdiidx lo rebejṉ, coḻye'tz lojreni xcäḻrnibee Dios abidzuṉgajxh. 
MAT.10.8	Coḻgusiajc beṉ racxhuu, coḻgusiajc tiejxh rebejṉ ni raḻ guejch tiejxhreni, coḻguspajṉ beṉgut. Coḻgurilaagw xprit beṉdxab lastoo rebejṉ. Ligaj cua'tu yäḻrnibee, ligajza coḻyejn dzuun.
MAT.10.9	Räjpzani:
MAT.10.9	―Na'c chanätu oor, niclaza pla't, niclaza coobr neṉ xdobdäjltu, 
MAT.10.10	niclaza guijxh na'c chanätu lo nejz. Na'cza chanätu tio'p xhajbtu, nicla gura'ch, nicla bastoṉ sa'csi bejṉ ni rujn dzuun nungäjḻ xca'ni xhi gauni.
MAT.10.11	Räjpzani:
MAT.10.11	―Che guidzujṉtu xhitis te guedxro, xhitis te guedxbäz, coḻquiil te beṉsa'c. Rolijztisni coḻjia'n dxejli ni jiunejztu guejdxga. 
MAT.10.12	Cheni jiu'tu neṉ yu', coḻnii xtidx Dios lo rebejṉga. 
MAT.10.13	Palga najcreni bejṉ ni numbee Dios, sujia'n yäḻrbedxilajz loj rebejṉga. Niluxh palga direni gac beṉsa'c, naaddireni xca'reni xtidx Dios, suguibi' yäḻrbedxilajzga lojtu, coḻjiunejz ro'c. 
MAT.10.14	Palga direni gusaan jiu'tu rolijzreni, palga di rlajzreni gucuadiajgreni xtiidxtu, dxejc coḻjiunejz rolijz bejṉga, o coḻjiunejz guejdxga, dxejc coḻcuijb guxhuj ni'tu si'c te seen gulälazreni xtidx Dios. 
MAT.10.15	Rniliä́pac lojtu, dxej ni gun Dios xcäḻguxhtisni, te yäḻguxhtisroru gun Dios rebejṉga, quela yälguxhtis ni gujc rebeṉ guedx Sodoma näj Gomorra.
MAT.10.16	Räjpzani:
MAT.10.16	―¡Coḻhuiire! Narä suxhaḻä la'tu si'c xile' nez loj reloob, ni'cni coḻgacnasiṉduxh si'c najc te bäḻ, coḻyajcza nadolajz si'c te palom. 
MAT.10.17	Coḻnatiro rebejṉ sa'csi suteedreni la'tu ladzṉaa rexcuxhtisreni, siguijnzareni la'tu neṉ xquidooreni. 
MAT.10.18	Sinäzareni la'tu nez loj regubier, nez loj reṟeii xcuent rextidxä, te gusule'tu xtidxä nez lojreni näjza nez loj rebejṉ nani di gumbee Dios. 
MAT.10.19	Cheni chanäreni la'tu nez loj reguxhtis, na'c guntu xhigab xho guiniitu, niclaza guntu xhigab xhicha ni'c guiniitu, sa'csi lagajc Dios suniidx diidx guiniitu oṟga. 
MAT.10.20	Sa'csi et la'ditu ni guinii dxejc, Sprit xten Xtadtu Dios ni yu' neṉ lastootu, laani guinii neṉ lastootu.
MAT.10.21	’Luxh rebejṉ suteedreni lagajc bejtzreni ladzṉaa reni ju'treni. Redad suteedreni lagajc xi'nreni, rexi'n bejṉ sidxe'chzareni lo xcuzajnreni te ju't bejṉ xcuzajnreni. 
MAT.10.22	Guiraa rebejṉ guedxliuj sidxe'chreni lojtu xcuent xtidxä. Nani chanuu lo xtidxä dxej lultli, ni'c sujn gaan yäḻnabajṉ par tejpas. 
MAT.10.23	Che guirinajlreni la'tu te gusacsíreni la'tu neṉ te guejdx, coḻguxuṉ ro'c, coḻchäj stee guejdx. Rniliä lojtu, ditu gun gaan tedtu guiraa reguejdx xten rexpejṉ Israel ansde jiääd Xi'n Dios ni gujc Niguii.
MAT.10.24	’Di te bejṉ ni casieedgaj beṉroru lo xmastrni, diza te mos gac beṉroru lo xlam̲ni. 
MAT.10.25	Te bejṉ ni casieed, rsieedruni te gacni si'c najc xmastrni, sigajcza rujn mos, riuni xtidx xlam̲ni te gacni si'c najc xlam̲ni. Palga rbälajreni Beelzebú nani rnibee beṉdxab, ¿xho direni cuälajza Beelzebú rexi'nni, ä?
MAT.10.26	Räjpzani:
MAT.10.26	―Ni'cni na'c guidxejbtu rebejṉ, sa'csi anajntu xheti te cos ni niäuu lojni ni di guidzujṉ dxej guixal lojni, te fii chutis bejṉ lojni. Xhetiza te cos xhiga'tzdi ni di guidzujṉ dxej siejn diajg bejṉ xcuentni. 
MAT.10.27	Diidx nani rniä lojtu guxhijṉ, coḻguiniini che nianij lo guedxliuj. Rediidx nani rniä chigaj rodiajgtu, coḻguiniini dip, jiaali coḻzuj, guredxa' te jiejnni. 
MAT.10.28	Na'c guidxejbtu renani rugu't bejṉ, sa'csi direni gun gaan ju'treni xaim bejṉ. Coḻguidxejbru nani rugu't tiexh bejṉ näjza xaim bejṉ neṉ gabijl.
MAT.10.29	’¿La di bejṉ guto' tio'p manbäz ni rutajt por te centaab, ä? Luxh racbee Xtadnu ni yu' xhaguibaa che riajb tejni lo yuj. 
MAT.10.30	Näjza rexquidxejclu nagab tebgajreni. 
MAT.10.31	Ni'cni rniä na'c guidxejbtu; sajcrutu lo te chinaa manbäz ni rutajt.
MAT.10.32	Räjpzani:
MAT.10.32	―Chutis renani rusule' xtidxä nez loj rebejṉ, narä siniäza xcuentni nez loj xtadä ni yu' xhaguibaa. 
