MAT.1.1	Ulu lwe lukoono ulwa ulukolo lwa Yesu Kilisito umwisukulu va Daudi, umwisukulu va Abulahamu:
MAT.7.13	“Mukolage umulyango umufinyu pe mukwingila pakuva umulyango umugasu, na ing'asi ingasu iyo yisogwe kuwanangifu; pakuva avanu wolofu vevakwingila vavikola umulyango gugo. 
MAT.7.14	Neke umulyango umufinyu na ying'asi ifinyu iyo yisogwe kuwumi; avakuyiwona vakefu.”
MAT.7.15	“Mwikomalilage na avavisi va uwudesi. Avanu avakuvasila vafwite ing'ingo ya ing'olo, kono mugati we ngwami ing'ali. 
MAT.7.16	Muvakagula mufipigo fyawo. Ndawuli vavakwangula isabibu mumifwa apangi mumbigili? Mbi avanu vakwangula isabibu mumifwa, nambi isombe yihume mumbigili? Nda siluhwaniti! 
MAT.7.17	Lwindahihyo, umubiki umunofu gwivelekaga amaveleko amanofu na umubiki umubi gwivelekaga amaveleko amabi. 
MAT.7.18	Umubiki umunofu siguhwaniti guveleke amaveleko amabi kangi umubiki umubi guveleke amaveleko amanofu. 
MAT.7.19	Umubiki gwe gweguvesaga sigwiveleka amaveleko amanofu gwagwidumulwa neke gunyanywe mumoto. 
MAT.7.20	Apo muvakagula mufipigo fyawo.”
MAT.7.21	“Siyeavesaga munu yeakung'emela, ‘Mutwa, Mutwa’ yesaingila ku wutwa uwa kuchanya; pesi yula hela yeipiga sila seaiwenda Dada va nene ye alikuchanya. 
MAT.7.22	Awolofu savandongela ikimunyi kila icha ukuhigwa ukutigila: ‘Mutwa, Mutwa! Sitwapigiti uwuvisi mwitawa lyako, na mwitawa lyako twahesige amasoka na mwitawa lyako sitwapigiti imiitu myolofu.’ 
MAT.7.23	Pepene pesandivalongela wima hela, ‘Nyenye sindivaseli nda muhege pamiho gangu nyevanyakupiga inzanangifu.’
MAT.7.24	“Apo yeyeavesaga ipulika ing'ani sangu iso nu kupiga, iganiswa na umunu umunyaluhala ye asenzile ikaye yakwe pachanya pitalawe. 
MAT.7.25	Swe yitonya indonya neke peyuse ing'uka na ing'ala iyipuga ndawe yatovige ikaye yila kitagwa. 
MAT.7.26	Umunu yeavesaga ipulika ing'ani sangu neke alemwe ukupiga, iganiswa na umunu umupufi ye asenzile ikaye yakwe muchanya muluhanga. 
MAT.7.27	Swe yitonya indonya neke peyuse ing'uka na ing'ala iyipuga ndawe yatovige ikaye yila swe yigwa na ukugwa uko cheking'enyang'enya.”
MAT.7.28	Neke baho Yesu pe asinzile ukulonga ing'ani iso, amalugu gala gahahite uwigisi wakwe. 
MAT.7.29	Pakuva avigisige nda munu umunyalulagi sindawe Avigisi vawo va indagilo.
MAT.8.1	Neke Yesu avelige isulunuka ukuhuma kukidunda, amalugu ga avanu gamufwatite. 
MAT.8.2	Ndawe baho asige umunu umunyawukoma swe ifugama itigila, “Mutwa wone wiwenda nelese!” 
MAT.8.3	Ndawe Yesu agololige iliwoko swe akumupamisa, neke atigile, “Ndisaka! telelage.” Ulusika lulo umunu yula uwukoma wula watelye. 
MAT.8.4	Ndawe Yesu amulongelige umunu yula ukutigila, “Ulamulongela munu yeyeavesaga, ino bitage ukilagile ku mutambisi, neke utawule ikitawulwa ndawe mwealonje Musa, ukilagile ukutigila uponite.”
MAT.8.5	Yesu peinje mu Kapelenaumu, umuvina va avanyigalu avalumi asile neke amusuke, 
MAT.8.6	itigila, “Mutwa, umukami vangu kukaye avasise mutamwa litela. Ivawa hilo” 
MAT.8.7	Ndawe Yesu amutigilige, “Nzusa ndimuponie.” 
MAT.8.8	Ndawe umuvina va avanyigalu avalumi amupitulige Yesu itigila, “Mutwa nene sinywaniti veve wingile mukaye ya nene nda; longe lukani hela umukami vangu apona. 
MAT.8.9	Pakuva nayi nene ndi munu hela ndimuvike nu wunzagila, na yinene ndina vanyigalu avadodo kwa nene, pendonzile kulu yumwi ukuta, ‘Bite!’ aibita; na uyu, ‘Wuse!’ akusa; na penige kulu mukami vangu, ‘Pige iki!’ aipiga.” 
MAT.8.10	Neke Yesu pe apulike ulo, asasave, swe akuvalongela vala vevamuninilige, “Nachene nguvalongela, sindendilaluwona ulufuuwo ulukomi ndawe ulu, kwa yeyeavesaga mu Isilaeli. 
MAT.8.11	Nene nguvalongela, avanu wolofu savalahuma kumihago na kufuka, nawo savateng'emala pamwi pawulilo na Abulahamu na Isaki na Yakobo ku wutwa uwa kuchanya. 
MAT.8.12	Neke vala avinogela ukuva muwutwa uwo savatagwa kwivala kulwisa, kwesakuva ni kivembo nu kugelesula amino.” 
MAT.8.13	Ndawe Yesu amutigilige umuvina va avanyigalu va avalumi, “Wibitilage kukaye, luvesage ndawe lweufuuvitwe.” Swe ndawe umukami vakwe aponige lulusika lulo.
MAT.8.14	Yesu peyeafikite kukaye ya Petulo, amuwene mwayuva umukwive va Petulo avasise muwuhaga mutamwa mbungo. 
MAT.8.15	Ndawe Yesu amupamisige iliwoko swe imbungo yikumuleka, ndawe alamukige akuvatelekela.
MAT.8.16	Ikimunyi kila pakinyamihye vavaletite kwa Yesu avanu wolofu avevina amasoka swe Yesu akuvahumya amasoka mbevali kwa lukani, na ukuvaponia avalivatamwa. 
MAT.8.17	Apigite ulu sambi akwise sesali ndonge na umuvisi Yesaya:
MAT.8.17	“Umwene ategwe
MAT.8.17	uwuhomefu wetu,
MAT.8.17	na ukutegula ifitamwa fyetu.”
MAT.8.18	Yesu peawene ililugu lya vanu limupilime, atige valowoke inyanza vabite kumwambu. 
MAT.8.19	Ndawe umwigisi uyumwi va indagilo abitige kwa Yesu nu kumulongela, “Mwigisi nene ngufwata mbekuli kukwe ubita.” 
MAT.8.20	Ndawe Yesu amupitulige, “Ing'eve sina mapalika na ifidege fina wusulya; neke Umwana va Umunu mugaya nambi pa wusuupo.” 
MAT.8.21	Neke uyungi va avanyigendo vakwe atigilige, “Mutwa leke tasi mbite ngamutage dada.” 
MAT.8.22	Ndawe Yesu amulongelige, “Ninile nene! Valeke avafwe vavatage avafwe vawo.”
MAT.8.23	Nape Yesu inje mukipugu, avanyigendo vakwe vamuninilite. 
MAT.8.24	Neke pechuse ikifulufumbi munyanza mula swe kivanga ukutova nu kusudya ikipugu mululenga, neke umwene Yesu eagonelye. 
MAT.8.25	Ndawe avanyigendo vabitige kukumulamusa vitigila, “Tutange Mutwa twifwa!” 
MAT.8.26	Ndawe Yesu avatigilige, “Mbi ndawuli mwivanya muhwehwe nu lufuuwo lukefu?” Swe ilamuka nu kukenyele ikifulufumbi swe inyanza yitendemala wunofu. 
MAT.8.27	Swe avanu visasavala vitigila, “Mbi munu muki uyu, ye na kifulufumbi na inyanza fikumupulika?”
MAT.8.28	Nape alowike kumwambu ya inyanza, kulutanana lwa Avagelasi, avanu vavili vakali avanyamasoka vamusye Yesu, vahumige kufyanga, siekwali munu ye akolige ing'asi iyo nda. 
MAT.8.29	Ndawe baho vavangige ukukoola, “Uuuwi! Twina kiki veve na hwehwe vemwana va Nguluvi? Ndawuli wusile ututese ulusika wesilulakwila?”
MAT.8.30	Ino baho pepina kipinga cha ingubi chakwamiligwe. 
MAT.8.31	Ndawe amasoka, gakumusukige Yesu, “Wone ukutudaga twisuka utusindike mukipinga icha ingubi.” 
MAT.8.32	Ndawe Yesu agalongelige amasoka itigila, “Mubite” ndawe gahegige muvanu vala nu kwingila mungubi; sweno ikipinga mbekili kikimbila nu kwitosa mu nyanza nu kufwa.
MAT.8.33	Avanyakukwamila ingubi swe vikimbila, nu kubita kuboma nu kulonga ing'ani mbesili na sa vala avanyamasoka. 
MAT.8.34	Swe avanyaboma mbevali vakusa ukumutang'anila Yesu; nape vamuwene vamusukite ahege mulutanana lwawo.
MAT.9.1	Ndawe Yesu ingilige mukipugu, na ukulowoka inyanza ibita ukwawo. 
MAT.9.2	Neke avanu avamwi pevamulete umunu umunyalitela, vamutegwe mulupasa, Yesu pe aluwene ulufuuwo lwawo vala avanya kumutegula umutamwa amulonje umunyalitela itigila, “Ve mwanangu veve wikangasage, inzanangifu sako udegepilwe”. 
MAT.9.3	Neke apene baho valipovali avigisi va indagilo vilonganzige munumbula sawo vitigila, “Umunu uyu ibedala Nguluvi.” 
MAT.9.4	Neke Yesu weakulukagula lwevihosa mu numbula sawo, ndawe avalongelige, “Kumbi ndawuli mwihosa inzanangifu munumbula senyu? 
MAT.9.5	Lulikwi ulupefu ukutigila, ‘Udegepilwe inzanangifu sako’, apangi ukutigila, ‘Uwuke ubitage?’ 
MAT.9.6	Neke mulukagulage ulwa Umwana va Munu inalo uludali konivala lwakudegepela avanu inzanangifu sawo.” Swe akumutigila yula umunyalitela, “Wime tegule ulupasa lwako uwuyage!” 
MAT.9.7	Ndawe umunu yula ahegige ibitaga kukaye ukwawo. 
MAT.9.8	Neke ililugu lya avanu lyave likumuwona lyasasave, likumulumba Nguluvi ye atawe uludali ulu kuvanu.
MAT.9.9	Yesu pe ilutila ukuhuma uko, amuwene umunu akong'ome mukaye ya imbemenenge ilitawa lyakwe Matayo, ndawe amulongelige ukutigila, “Ninile.” Ndawe imige nu kumuninila. 
MAT.9.10	Yesu pealisige ikilyo mukaye ya Matayo, avanyakukong'asa imbemenenge na avanyanzanangifu vasile neke vateng'emale pamwi na Yesu na avanyigendo vakwe pawulilo. 
MAT.9.11	Neke avene avafalisayo pevaluwene ulu vawusise ku vanyigendo va Yesu vitigila, “Kumbi ndawuli umwigisi venyu peilya pamwi na avakong'asa imbemenenge na vanyanzanangifu?” 
MAT.9.12	Neke peapulike ulo avalonje itigila, “Avanofu sivibitagi ku mukofi va imigoda nda pesi avatamwa hela. 
MAT.9.13	Apo nditigila mubite mukiyigise ukuganula ing'ani isi ‘Nene ndisaka ulusungu sindisaka inambika nda.’ pakuva sindasili mukukemela avagolofu, pesi avanyanzanangifu hela.”
MAT.9.14	Neke ulusika lulo vase avanyigendo va Yohane neke vamuwuse Yesu pakutigila, “Kumbi ndawuli hwehwe na avafalisayo twakwiyima ukulya na avanyigendo vako sivakwiyima ukulya?” 
MAT.9.15	Neke Yesu avapitule atigile, “Avalaalike kuluwungo vahuguvala ndawuli umunyaluwungo wealibaho? Nachene siluhwaniti! Pakuva ikimunyi sachusa pesaava ahesiswe umunyaluwungo pepene pe saviyima ukulya.
MAT.9.16	“Sikwali umunu yeaipapika ikipapiko ikipya mumwenda umulovela, peapapike apono pala pongelekela ukudemuka. 
MAT.9.17	Sikovali avanu avavisopa idifayi imya mufisilo ifilovela, wone yisopwe umo ifisilo fitudika na idifayi yibohoka na ifisilo ifyo fiva fyanangike, neke idifayi imya yayisopwa mufisilo ifipya ipo pe mbefili finana.”
MAT.9.18	Yesu avepealonga isi, ndawe aasige umuvina va isinagogi neke afugame itigila, “Umwalivangu akekufwa yilino de ndisuka wuse ukamugeleke iliwoko lyako nave avamumi.” 
MAT.9.19	Ndawe Yesu awukige ibita pamwi na vanyigendo vakwe na umuvina va isinagogi.
MAT.9.20	Neke pevabitige, umung'inetu umunya wutamwa uwa ukuhuma idanda, yee mufwahu hilo myaka minyichumi na givili aasile mumbele mwa Yesu neke apamise ilipembo lya umwenda gwakwe. 
MAT.9.21	Pakuva ahosige munumbula yakwe: “Ulwa wone mamise umwenda gwakwe, mba monite.” 
MAT.9.22	Avelige ipamisa ilipembo Yesu apitwike swe akumuwona, neke peamulongele itigila, “Nyamalage mwalivangu, ulufuuwo lwako lukuponise.” Umung'inetu yula aponite lulusika lulula.
MAT.9.23	Yesu peyeafisile mukaye ya umuvina va isinagogi avafisile avanu avakufi va imembe isa ikivembo, na amalugu gikoola na ukuvemba, 
MAT.9.24	neke peavalongele ukutigila, “Muhume kugati kono! Mbwene umuhinza uyu salafwa nda agonelye tulo hela.” Neke pevamuheke. 
MAT.9.25	Avanu peyevahumile, Yesu inje neke amwibate iliwoko umuhinza yula swe akwima mumi. 
MAT.9.26	Ing'ani iso sapulise mung'i yila mbeyili.
MAT.9.27	Yesu peilutila peihuma pala avabofu vavili vamufwatige kono wevivemba, “Tudegepele, ve Mwana va Daudi veve.” 
MAT.9.28	Yesu ave akwingila mukaye, avabofu vala vahegelye, neke Yesu avawuse, “Mwifuuwa ukutigila nene nywanite ukuvapigila ulukani ulo?” Nawo vamutige, “Ena twifuuwa hilo Mutwa.” 
MAT.9.29	Ndawe avapamisige amiho gawo swe akuvatigila, “Luvelage kwa nyenye ndawe lwemwifuuwa.” 
MAT.9.30	Amiho gawo swe gidinduka, ndawe Yesu avalagisige nu kuvakenyela ukutigila, “Mulalongela munu yeavesaga ing'ani isi”. 
MAT.9.31	Neke vave vihega pala vavanzile ukutagalisa ing'ani sa Yesu mung'i yila mbeyili.
MAT.9.32	Avanu pevahegige, avanu avamwi vamuletye Yesu umunu umunyakibubwi kangi ina masoka. 
MAT.9.33	Ave akulihumya ilisoka lila, umunyakibubwi yula avanzile ukulonga, avanu avevalibaho vasumite uwuhulo uwu vitigila, “Sitwetulaluwona nda ulukani ulwindawe ulu mung'i ya mu Isilaeli.” 
MAT.9.34	Neke Avafalisayo vatigile, “Uyu ihumya amasoka kwa ludali lwa ilivina lya amasoka.”
MAT.9.35	Neke Yesu apilimige muboma na mufijiji mbefili akwigisa mumasinagogi gawo, nu kudalika Ulukani Ulunofu lwa uwutwa wa Nguluvi na ukuvaponia inamwa mbesili na uwuhomefu mbewuli. 
MAT.9.36	Avelige akuvawona avanu malugu avawonie ulusungu, pakuva vawonekige vafuluge nu kuhuguvala witigila ng'olo ingaya umukwamisi. 
MAT.9.37	Neke Yesu avalongele avanyigendo vakwe ukutigila, “Isanga ngomi hilo neke avanyakubeta vakefu. 
MAT.9.38	Apo mumusukage umunyamugunda asindike avanyakubeta mu mugunda gwakwe.”
MAT.10.1	Neke Yesu avakemele avanyigendo vakwe vanyichumi na vavili, neke avapele uludali ulwa ukuhumya amasoka, na ukuponia inamwa na uwuhomefu wewuvesaga. 
MAT.10.2	Amatawa gawo avigendo avanyichumi na vavili ge iga: Umunyakutala Simoni, yeatambuligwe Petulo neke nayi Andeleya umwanakwave; Yakobo umame va Yohane avana va Sebedayo, 
MAT.10.3	Filipo neke nayi Batolomayo; Tomasi neke nayi Matayo umukong'asa imbemenenge; Yakobo umwana va Alifayo, neke nayi Tadeyi; 
MAT.10.4	Simoni uva ku Kana neke nayi Yuda yeamupitwike Yesu.
MAT.10.5	Yesu avatumite iwo avanyichumi na vavili, neke avalagile de: “Mulabita kuvanu vesivamuseli Nguluvi, nave ukwingila muboma iya ava Samaliya. 
MAT.10.6	Lino mubitage ku Vaisilaeli avayasile nda ng'olo. 
MAT.10.7	Neke pemwibita mudalikage mwitigila: ‘Uwutwa uwa kuchanya wuhegelye.’ 
MAT.10.8	Muponiage avatamwa, musilibulage avafwe, mutelesage uwukoma, muhumyage amasoka. Nyenye mwanuche kitahomba nayinyenye mutawulage kitahombwa. 
MAT.10.9	Mulategula isahabu, nambi magobole nambi mapesa. 
MAT.10.10	Nambi bogolo, nambi sopeka sivili, nambi ndatu, nambi lubamba pakuva umukami anoje ukupelwa ikilyo chakwe.
MAT.10.11	“Pemwinje mu boma yiyeyivesaga nave kijiji, musakage yeahwanite ukuvanukila mukaye yakwe, mwikalage mumo mbaka pesamwihega. 
MAT.10.12	Peye mwinje mukaye yila muvahungilage avanyakaye. 
MAT.10.13	Neke wone avanyakaye yila vanukile ukuhungila kwenyu uwikalakunoga wenyu wikala nawo neke wone sivanuchi, uwikalakunoga wenyu wuvapilukila nyenye. 
MAT.10.14	Na umunu yesiavanuchi nambi kupulikisa ing'ani senyu mupumunage ulungundi lwa inzaho senyu pe mwihuma mukaye yila nambi muboma yiyo. 
MAT.10.15	Nachene nguvalongela, ikimunyi cha ukuhigwa iboma iyo sayihigwa pakomi ukulutila ukuhigwa kwa iboma sila sa mu Sodoma na mu Gomola.”
MAT.10.16	“Mupulikisage, nene nguvatuma nda ng'olo mukipinga cha ingwami; ino muvesage mwivasugu ndawe inzoka kangi muvesage mwivalele ndawe ingunda. 
MAT.10.17	Mwikomalilage kuvanu; pakuva savavasindika kuwuhigilo, muhigwe na ukutowa mumasinagogi gawo. 
MAT.10.18	Samusindikwa ku vatema na avatwa, mwivalwa nene, sambi muwolelele Ulukani Ulunofu avene na vala vesivamuseli Nguluvi. 
MAT.10.19	Nape avanu vavasindike kuwuhigilo, nyenye mulahuguvala ulwa mulonga kiki nakuta luva ndawuli, pakuva ulusika ulo pelufisile, samupelwa ulwa kulonga. 
MAT.10.20	Pakuva muva si nyenye yemulonga, ava Muhe va udadenyu yalonga uluhuma mugati mwa nyenye.
MAT.10.21	“Vanyalukolo savavapituka avanyalukolo vawo sambi vawulagwe, udade amupituka umwanakwe, na avana savavagalukila avegasi vawo sambi vavawulage. 
MAT.10.22	Neke nayi nyenye samuvipilwa na avanu mbevali mwivalwa ilitawa lya nene, apo umunyakwinatila mbaka ku wudugo uyo saapokwa.”
MAT.10.23	“Nape vavahakite iboma iyi, mukimbililage iboma iyingi; pakuva nachene, nguvalongela, sisamusinda iboma sa mu Isilaeli, mbaka umwana va umunu pakusa.”
MAT.10.24	“Umunyigendo siava muvina ukulutila umwigisi vakwe, kangi umunyawingi samulutila umuvina vakwe. 
MAT.10.25	Lukwilye umunyigendo ukuva ndawe umwigisi vakwe na umunyawingi ukuva ndawe umuvina vakwe. Ino pevamutige umunyakaye Belisebuli, lino luva ndawuli kwa vala vamukaye yakwe sivavapela amatawa amabi ukulutila?”
MAT.10.26	“Ino mulawogopa avanu iwo. Chichekivesaga kigubike sakigubulwa na ikifihe sakifihilulwa. 
MAT.10.27	Lwenguvalongela nyenye mulwisa, mululongage pa welu; na senguvapwepela mulongage wima hela. 
MAT.10.28	Mulawogopa vala avanyakuwulaga umuvili pakuva sivahwaniti ukuwulaga inumbula; mumogopage yula umunyakwananga inumbula na gumuvili kwitemela lyaumoto. 
MAT.10.29	Ndawuli! ifihuna ifivili fyafigusiwa ligobole limwi? Na kimwi sichakigwa pasi udadenyu wesialukagwi. 
MAT.10.30	Neke kangi nasifwili isa imitwe jenyu mbalile mbesili. 
MAT.10.31	Ino mulogopa pakuva; nyenye mwivanofu ukulutila ifihuna.”
MAT.10.32	“Apo umunu yeyeavesaga akunzidikila pavanu apo nayi nene sandimwidikila pa Dada vangu yealikuchanya. 
MAT.10.33	Neke umunu yesaambihila nene pavanu nayi nene sandimubihila pa Dada vangu yealikuchanya.”
MAT.10.34	“Mulatigila nene ngasile mukuleta uwikalakunoga mung'i nda ngasile mukuleta iligalu. 
MAT.10.35	Pakuva ngasile mukulekasa umunu na udade, umwalive na uyuve na uyuve na umukamwana na ung'inafyala. 
MAT.10.36	Na avatavangu va umunu vavalaga avalimukaye yakwe.”
MAT.10.37	“Yula yeakumwenda udade nave uyuve ukulutila nene uyo siahwaniti na yuyula ye akumwenda umwalive ukulutila nene uyo siahwaniti ave munyigendo vangu. 
MAT.10.38	Neke na yesiitegula umusalaba gwakwe nu kuninila uyo siahwaniti ave munyigendo vangu. 
MAT.10.39	Yula yeakwibatilisa uwunani wakwe awuyasa na yeakuwuyasa uwunani ivalwa nene uyo saawuwona.”
MAT.10.40	“Umunu yeakuvanukila nyenye akunzanukila nene na na yeakunzanukila nene akumwanukila Nguluvi yula yeanumite. 
MAT.10.41	Umunu ye akumwanukila umuvisi pakuva muvisi saanukila ikipelwa icha umuvisi, na yeamwanukila umugolofu pakuva mugolofu anukila ikipelwa icha umugolofu. 
MAT.10.42	Nachene nguvalongela, mwambevali yeamupela uyumwi va avadodo iva ululenga ulusisimu, ukuva munyigendo vangu, uyo nave nachene apelwa uluhombo lwakwe.”
MAT.11.1	Nave Yesu peasinzile ukuvalagisa avanyigendo avanyichumi na vavili ahele kuwutalo kukwigisa na mukudalika muboma sawo.
MAT.11.2	Neke Yohane ave ipulika we ali mundinde ifipigo fya Kilisito, avatumige avanyigendo vakwe vakamuwuse. 
MAT.11.3	Ndawe vatigilige kulumwene, “Veve ye mwene ye akusa apangi tusindilage yungi?” 
MAT.11.4	Yesu ndawe avapitulige, “Mubite mukamulongele Yohane fye mwipulika na fye mukufiwona: 
MAT.11.5	Avabofu vilava, avatevafu vigenda, avanyawukoma viteleswa, avadibafu vipulika na avafwee visilibuka, na avamikaa vidalikilwa Ulukani Ulunofu. 
MAT.11.6	Na mufunyilile yula ye nene singumuvifya.”
MAT.11.7	Nape vahesile avanyigendo va Yohane, Yesu avanzile ukuvawusa vamalugu ulwa Yohane, “Nyenye mwemuhele ku balali kula kukulava kiki? Ulusoli pelwipugwa na ing'ala? 
MAT.11.8	Ino mwemuhele kwekiki? Kukulava umunu ye afwite imyenda iminofu ija lutogo? Mulavage avavifwala imyenda iminofu ija ulutogo vali mukaye sa uwutwa. 
MAT.11.9	Ino mwemuhele kwe kiki? Kukulava umuvisi? Nachene nguvalongela na yalutye kulumuvisi.
MAT.11.10	“Uyu ye mwene umwandikile ulwa mulavage, ‘Nene ngumutuma umulongola vangu pamiho gako, ye awuyapa ing'asi yako pawulongolo pa veve.’ 
MAT.11.11	Nachene nguvalongela umunu umwegalwa na umung'inetu, siealawoneka yealutye kwa Yohane umubatisi. Neke yula ye iva mudodo ku wutwa uwa kuchanya ava muvina ukulutila Yohane. 
MAT.11.12	Ukuhuma mufilo ifya Yohane umubatisi mbaka neng'ino uwutwa uwa kuchanya wa wiwoneka kwa ludali na avanu avanyaludali vakuwutegula kwa kukangala. 
MAT.11.13	Pakuva avavisi mbevali na sindagilo isa Musa vavilite mbaka imisika igi. 
MAT.11.14	Neke wone muhwane ukwidikila, sweno Yohane ye Eliya, yeakala ase. 
MAT.11.15	Umunya mapulikilo, apulikage!
MAT.11.16	“Ino nene nziganisa na kiki imbegalo iyi? Yi ndawe avana avateng'eme pa wugusikiso swe vikemesa avayawo: 
MAT.11.17	‘Twakufile ingulugulu isa uluwungo si mwadufili. Twakoolite ingoolo isa ikivembo simwavembiti!’ 
MAT.11.18	Pakuva Yohane aasile sialisigi nambi kunywa neke vatigile ‘Ina lisoka.’ 
MAT.11.19	Umwana va umunu aasile ilya na ukunywa neke vatigile, ‘Mulavage muhatufu kangi mugaasi, umunya wiyendi na avakong'asa imbemenenge na avanya nzanangifu!’ Nave ndahihyo uluhala lwa Nguluvi lwalwikagulanika mufipigo fyakwe.”
MAT.11.20	Ndawe avangige ukukenyela iboma sila kwe apigite imiitu, pakuva sivapesili inzanangifu sawo. 
MAT.11.21	“Winalyo veve Kolasini! Winalyo veve Betisaida! Pakuva imiitu ijo je give gipigike ku Tilo na ku Sidoni, vevava vapesile idaha inzanangifu kwa ukufwala amagunila na ukwibaka ikifu vawoneke ulwa yevahongise na ukupela. 
MAT.11.22	Ino nene nguvalongela nyenye pa ikimunyi, icha ukuhigwa, Nguluvi saavahiga pakomi nyenye ukulutila avanu avanya ku Tilo na ku Sidoni. 
MAT.11.23	Nayu veve Kapelenaumu, wisaka wivinie mbaka kuchanya? Sa usindikwa panyi mbaka ku vafwe! Pakuva imiitu gila je givegipigitwe ku Sodoma iboma iyo yeyiva poyili mbaka neng'ino. 
MAT.11.24	Ino nene nguvalongela nyenye paikimunyi icha ukuhigwa, Nguluvi alavadegepela avanya ku Sodoma neke sinyenye nda.”
MAT.11.25	Ndawe ulusika lulula Yesu atigilige, “Ngukulumba veve Dada, Mutwa va kuchanya na mung'i, ulwa veve wavafihite ifinu ifi avanyaluhala na avasugu neke uvalagile ifi avana fyali. 
MAT.11.26	Ena, Dada vangu, pakuva ulu lwe luhekelelo pamiho gako.”
MAT.11.27	“Dada vangu amelye mbefili. Asukuli ye amusele umwana pesi Dada, kangi asukuli yeamusele Dada pesi umwana na yula umuhagule na umwana ye awenda ukumulagila. 
MAT.11.28	Muse kwa nene, nyenye mbemuli ye mwifwaha na ifitegulo ifisito nene ndivanenula sambi musuupe. 
MAT.11.29	Mufwalage ulupanda lwangu, mwiyigise kwa nene pakuva nene ndimugaya kwivinia munumbula na yinyenye mwinoma mumitima jenyu. 
MAT.11.30	Pakuva ulupanda lwangu silusito na ikitegulo changu kipefu.”
MAT.12.1	Ulusika lululaga Yesu pealutilige mumigunda ija ingano pa ikimunyi icha isabato; avanyigendo vakwe vevina nzala, swe vivanga ukudenya amahoo aga ingano, vilya imeke. 
MAT.12.2	Neke Avafalisayo pevaluwene ulu, ndawe vamutigilige Yesu, “Lavage avanyigendo vako vipiga ulukani lwesilulagile ukupigwa pa ikimunyi icha isabato.” 
MAT.12.3	Ndawe Yesu avapitulige, “Simwemulimba che apigite Daudi, pe e ina nzala, umwene na avayagwe? 
MAT.12.4	Inje na vayagwe mukaye ya Nguluvi swe ilya imikate jejemivike pa Nguluvi. Umwene na avayagwe vevevakanile pakulya imikate ijo pesi vavatambisi hela aviyena. 
MAT.12.5	Tutigile simwemulimba mundagilo ukutigila pa ikimunyi cha isabato avatambisi vavidenya indagilo mutembeli, na sivevalasokamwa ukutigila vananzi? 
MAT.12.6	Nene nguvalongela nyenye ipa pwali umuvina ukulutila itembeli. 
MAT.12.7	Neke muke mulukagule ulu ukutigila, ‘Ndisaka ulusungu, sindisaka ifitawulwa’ simuke muvahiga vala vesivananga kinu. 
MAT.12.8	Pakuva Umwana va Umunu ye Mutwa va isabato.”
