GEN.1.1	Hasieran, Jainkoak zeru-lurrak egin zituen
GEN.9.23	Sem eta Jafetek, soingaineko bat hartu, sorbaldan bien artean ipini eta, atzeraka joanez, aita biluzia estali egin zuten. Beste aldera begiratzen zutenez, ez zuten aita biluzik ikusi. 
GEN.9.24	Ardoaren lozorrotik esnatu zenean, jakin zuen Noek bere seme gazteenak egin ziona. 
GEN.9.25	Orduan, esan zuen:
GEN.9.25	«Madarikatua Kanaan: izan bedi
GEN.9.25	bere senideen esklaboen esklabo».
GEN.9.26	Esan zuen, gainera:
GEN.9.26	«Bedeinkatua Jauna,
GEN.9.26	Semen Jainkoa!
GEN.9.26	Izan bedi Kanaan Semen esklabo!
GEN.9.27	Jainkoak zabal egin
GEN.9.27	Bizi bedi Semen oihal-etxoletan!
GEN.9.27	Izan bedi Kanaan Jafeten esklabo!»
GEN.9.28	Uholdearen ondoren, ehun eta berrogeita hamar urtez bizi izan zen Noe. 
GEN.9.29	Guztira bederatziehun eta berrogeita hamar urtez bizi ondoren, hil egin zen.
GEN.10.1	Hauek dira Sem, Kam eta Jafeten, Noeren semeen, ondorengoak
GEN.10.2	Jafeten semeak Gomer, Magog, Madai, Jaban, Tubal, Mexek eta Tiras izan ziren.
GEN.10.3	Gomerren semeak, Axkenaz, Rifat eta Togarma.
GEN.10.4	Jabanen semeak, Elixa, Tarsis, kitiarrak eta rodatarrak. 
GEN.10.5	Hauek uharte eta itsas hegira hedatu ziren.
GEN.10.5	Horiek izan ziren Jafeten ondorengoak; leinu eta herri bakoitzak bere lurraldea eta hizkuntza ditu.
GEN.10.6	Kamen semeak Kux, Mitzraim, Put eta Kanaan izan ziren.
GEN.10.7	Kuxen semeak, Seba, Habila, Sabta, Raema eta Sabteka.
GEN.10.7	Raemaren semeak, Saba eta Dedan.
GEN.10.8	Kuxek Nimrod izan zuen. Hau izan zen lehenengo gizon boteretsua munduan; 
GEN.10.9	ehiztari aparta izan zen, eta hortik dator esaera: «Nimrod adinako ehiztari aparta». 
GEN.10.10	Beronen erresumako hiriburuak Babel, Erek eta Akad izan ziren, guztiak Xinear
GEN.10.11	Hemen du Axurrek bere jatorria. Axurrek hiri hauek eraiki zituen: Ninive, Rehobot-Ir, Kala 
GEN.10.12	—hiri handia— eta Resen, Ninive eta Kala artean.
GEN.10.13	Mitzraimen semeak, ludtarrak, anamdarrak, lehabtarrak, naftuharrak, 
GEN.10.14	patrostarrak, kasluharrak eta kaftortarrak; azken hauengandik datoz filistearrak.
GEN.10.15	Kanaanek Sidon, lehen-semea, eta Het izan zituen. 
GEN.10.16	Kanaanengandik datoz besteok ere: jebustarrak, amortarrak, girgaxtarrak, 
GEN.10.17	hibiarrak, arkitarrak, sindarrak, 
GEN.10.18	arbadtarrak, tzemartarrak eta hamatarrak; gerora, barreiatu egin ziren kanaandar jatorrikoak. 
GEN.10.19	Kanaandarren lurraldea Sidondik Gazaraino hedatzen zen Gerar aldetik; eta Sodoma, Gomorra, Adma eta Tzeboim aldetik Laxaraino.
GEN.10.20	Horiek izan ziren Kamen ondorengoak; leinu eta herri bakoitzak bere lurraldea eta hizkuntza ditu.
GEN.10.21	Semek ere, hebrear guztien aita eta Jafeten anaia nagusienak, izan zituen semeak: 
GEN.10.22	Elam, Axur, Arpakxad, Lud eta Aram.
GEN.10.23	Aramen semeak Utz, Hul, Geter eta Max izan ziren.
GEN.10.24	Arpakxadek Xelah sortu zuen, eta Xelahek Eber. 
GEN.10.25	Eberrek bi seme izan zituen: batak Peleg, hau da, «Zatiketa», zuen izena, bere garaian zatitu baitzen mundua; anaiak, berriz, Joktan.
GEN.10.26	Joktanen semeak Almodad, Xelef, Hatzarmabet, Jerah, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Xeba, 
GEN.10.29	Ofir, Habila eta Jobab izan ziren. 
GEN.10.30	Mexatik Zefar aldera dagoen lurraldean kokatu ziren, ekialdeko mendietan.
GEN.10.31	Horiek izan ziren Semen ondorengoak; leinu eta herri bakoitzak bere lurraldea eta hizkuntza ditu.
GEN.10.32	Horiek izan ziren Noeren semeen leinuak, nor bere ondorengo eta herrien arabera. Horiengandik sortu ziren herriak uholdearen ondoren eta hedatu munduan zehar.
GEN.11.1	Garai hartan mundu guztiak hizkuntza eta mintzaira berberak zituen.
GEN.11.2	Ekialdetik etorririk, gizonek lautada bat aurkitu zuten Xinear lurraldean eta bertan kokatu ziren. 
GEN.11.3	Honela esan zioten elkarri: «Ea, adreiluak egin eta sutan erre ditzagun». Honela, harriaren ordez adreilua erabili zuten eta kare-orearen ordez bikea. 
GEN.11.4	Gero, esan zuten: «Ea, eraiki ditzagun hiri bat eta zerurainoko dorre bat. Ospetsu egingo gara eta ez gara munduan zehar barreiatuko».
GEN.11.5	Jaitsi zen Jauna gizasemeak eraikitzen ari ziren hiria eta dorrea ikustera, 
GEN.11.6	eta esan zuen: «Hara, guztiak herri bat bera dira, hizkuntza bat berekoak. Hau beren lehenengo lana badute, ez zaie aurrerantzean egin nahiko duten ezer ezinezko gertatuko. 
GEN.11.7	Jaitsi eta nahas diezaiegun, bada, hizkuntza, elkar uler ez dezaten».
GEN.11.8	Horrela, Jaunak handik bota eta mundu zabalean sakabanatu zituen; hiria eraikitzeari utzi egin behar izan zioten. 
GEN.11.9	Horregatik, Babel —hau da, «Nahasketa
GEN.11.10	Hona hemen Semen ondorengoak
GEN.11.11	Beste bostehun urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.12	Hogeita bost urte zituela, Arpakxadek Xelah izan zuen. 
GEN.11.13	Ondoren, laurehun eta hiru urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.14	Hogeita hamar urte zituela, Xelahek Eber izan zuen. 
GEN.11.15	Ondoren, laurehun eta hiru urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.16	Hogeita hamalau urte zituela, Eberrek Peleg izan zuen. 
GEN.11.17	Ondoren, laurehun eta hogeita hamar urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.18	Hogeita hamar urte zituela, Pelegek Reu izan zuen. 
GEN.11.19	Ondoren, berrehun eta bederatzi urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.20	Hogeita hamabi urte zituela, Reuk Serug izan zuen. 
GEN.11.21	Ondoren, berrehun eta zazpi urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.22	Hogeita hamar urte zituela, Serugek Nahor izan zuen. 
GEN.11.23	Ondoren, berrehun eta zazpi urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.24	Hogeita bederatzi urte zituela, Nahorrek Terah izan zuen. 
GEN.11.25	Ondoren, ehun eta hemeretzi urtez bizi izan zen, eta seme-alabak izan zituen.
GEN.11.26	Hirurogeita hamar urte zituela, Terahek Abram, Nahor eta Haran izan zituen.
GEN.11.27	Hona hemen Terahen ondorengoak:
GEN.11.27	Terahek Abram, Nahor eta Haran izan zituen.
GEN.11.27	Haran Loten aita izan zen. 
GEN.11.28	Haran bere sorterrian, kaldearren Ur
GEN.11.29	Abramek eta Nahorrek emazteak hartu zituzten: Abramenak Sarai zuen izena eta Nahorrenak Milka, Haranen alaba eta Jiskaren ahizpa.
GEN.11.30	Sarai agorra zen, eta ez zuen seme-alabarik.
GEN.11.31	Hartu zituen Terahek bere seme Abram, bere biloba Lot, Haranen semea, eta bere erraina Sarai, Abramen emaztea, eta kaldearren Ur hiria utzi zuen Kanaan lurraldera joateko. Haranera
GEN.11.32	Terah Haranen hil zen berrehun eta bost urte zituela.
GEN.12.1	Jaunak esan zion Abrami
GEN.12.1	«Utzi zeure lurra, zeure ahaideak
GEN.12.1	eta zeure aitaren etxea
GEN.12.1	eta zoaz nik erakutsiko dizudan
GEN.12.1	lurraldera.
GEN.12.2	Nazio handi eginen zaitut
GEN.12.2	Ospetsu bihurtuko dut zure izena.
GEN.12.2	Bedeinkatuko zaitut,
GEN.12.2	eta bedeinkazio-iturri izango zara.
GEN.12.3	Bedeinkatzen zaituena
GEN.12.3	bedeinkatu egingo dut;
GEN.12.3	madarikatzen zaituena, berriz,
GEN.12.3	madarikatu.
GEN.12.3	Zure bitartez bedeinkatuko ditut
GEN.12.3	lurreko herri guztiak».
GEN.12.4	Abiatu zen, beraz, Abram, Jaunak agindu bezala. Hirurogeita hamabost urte zituen Harandik atera zenean. 
GEN.12.5	Berekin hartu zituen bere emazte Sarai, iloba Lot
GEN.12.5	Kanaanera iritsi zirenean, 
GEN.12.6	Abramek lurraldea igaro zuen Sikem
GEN.12.7	Jauna agertu zitzaion Abrami eta esan zion: «Hau da zure ondorengoei emango diedan lurraldea».
GEN.12.7	Eta aldarea eraiki zion bertan Abramek agertu zitzaion Jaunari.
GEN.12.8	Handik, mendi aldera jo zuen, Betel-en
GEN.12.9	Ondoren, geldialdiak eginez, Negev
GEN.12.10	Gosetea izan zen lurralde hartan. Hain larria zenez, Egiptora joan zen Abram, atzerritar gisa bizitzera.
GEN.12.11	Hara iristear zegoela, Sarai bere emazteari esan zion: «Adizu, badakit emakume ederra zarela. 
GEN.12.12	Egiptoarrek, ikus zaitzatenean, nire emaztea zarela uste izango dute eta hil egingo naute, eta zu bizirik utzi. 
GEN.12.13	Esazu, arren, arreba zaitudala
GEN.12.14	Abram Egiptora heldu bezain laster, ikusi zuten egiptoarrek oso ederra zela haren emaztea. 
GEN.12.15	Ikusi zuten faraoiaren
GEN.12.16	Oso tratu ona eman zioten Abrami Sarairengatik, eta ardiak eta behiak, astarrak eta astemeak, neskame-morroiak eta gameluak eskaini zizkioten oparitzat. 
GEN.12.17	Jaunak, ordea, gaitz handiz zigortu zituen faraoia eta honen etxea, Abramen emazte Sarai zela eta.
GEN.12.18	Deitu zuen faraoiak Abram eta esan zion: «Zer egin didazu? Zer dela-eta ez didazu jakinarazi zeure emazte zenuela? 
GEN.12.19	Arreba duzula esan didazu eta emaztetzat hartu dut. Horra zeure emaztea, hartzazu eta zoaz».
GEN.12.20	Eta Abram, bere emazte eta zituen guztiekin, bidaltzeko agindua eman zien faraoiak bere zerbitzariei.
GEN.13.1	Abram, Egiptotik Negev aldera abiatu zen bere emazte eta ondasun guztiekin. Lot ere berarekin zihoan.
GEN.13.2	Oso aberatsa zen Abram. Abere, zilar eta urre ugari zuen.
GEN.13.3	Geldiuneak eginez, Negevetik Betelera itzuli zen, beste behin ere oihal-etxola kokatua zuen lekura, Betel eta Airen artean. 
GEN.13.4	Eta lehenago aldarea eraiki zuen leku berean gurtu zuen Jauna.
GEN.13.5	Abramen bidelagun zen Lotek ere bazuen artalde, behi-talde eta oihal-etxola ugari. 
GEN.13.6	Horrenbeste abere izanik, lurralde hark ez zien denak batera bizitzeko egokierarik eskaintzen; 
GEN.13.7	garai hartan, gainera, kanaandarrak eta periztarrak bizi ziren han. Behin batean, liskarra sortu zen Abramen eta Loten artzainen artean.
GEN.13.8	Abramek Loti esan zion: «Senitartekoak gara biok. Beraz, ez dugu bion artean liskarrik izan behar, ezta zure eta nire artzainen artean ere. 
GEN.13.9	Bereiz gaitezen, beraz. Hor duzu aurrean eskualde guztia; zuk ezkerrera jotzen baduzu, ni eskuinera joango naiz; zuk eskuinera jotzen baduzu, ni ezkerrera joango naiz».
GEN.13.10	Jaso zituen begiak Lotek eta Jordango ibarra ikusi zuen. Jaunak Sodoma eta Gomorra erraustu baino lehen, ibar hura Tzoar-eraino
GEN.13.11	Lotek Jordango ibar osoa hautatu zuen beretzat eta ekialderantz jo. Honela, banatu egin ziren bata bestearengandik.
GEN.13.12	Abram Kanaan lurraldean jarri zen bizitzen, eta Lot ibarreko hirietan. Honen oihal-etxolak Sodoma bertaraino hedatzen ziren. 
GEN.13.13	Sodomako bizilagunak gaiztoak ziren eta bekatu larriak egiten zituzten Jaunaren aurka.
GEN.13.14	Lotek alde egin ondoren, honela mintzatu zitzaion Jauna Abrami: «Begira inguru guztira; zuzendu begiak zauden lekutik iparralde nahiz hegoaldera, ekialde nahiz mendebaldera. 
GEN.13.15	Ikusten duzun lurralde hau guztia betiko emango dizuet zeuri eta zure ondorengoei
GEN.13.16	Lurreko hautsa bezain ugari egingo ditut zure ondorengoak: ezin konta ahalako izango dira, lurreko hautsa ezin konta ahalako den bezala.
GEN.13.17	Zoaz orain lurralde hau bere luze-zabalean zeharkatzera, zeuri emango baitizut».
GEN.13.18	Oihal-etxolak bildu eta Hebronen
GEN.14.1	Hona zer gertatu zen Xinearko Amrafel, Elasarko Ariok, Elamgo Kedorlaomer eta Goimgo Tidal erregeen garaian
GEN.14.2	Errege hauek gudu egin zieten Sodomako Bera, Gomorrako Birxa, Admako Xinab, Tzeboimgo
GEN.14.3	Azken hauek Sidim haranean bildu ziren, gaur egun Itsaso Hila dagoen lekuan. 
GEN.14.4	Kedorlaomerren mende hamabi urtez egon ondoren, hamahirugarrenean haren kontra matxinatu ziren. 
GEN.14.5	Hamalaugarrenean, Kedorlaomerrek, lagun zituen erregeekin joan eta refatarrak
GEN.14.6	eta hortarrak Seir mendialdean, El-Paran basamortutik hurbil. 
GEN.14.7	Handik itzultzean, En-Mixpatera, hots, Kadexera, etorri eta amalektarrak xehatu zituzten beren lurralde guztian, baita Jatzetzon-Tamarren bizi ziren amortarrak ere.
GEN.14.8	Irten ziren, orduan, Sodoma, Gomorra, Adma, Tzeboim eta Bela edo Tzoarko erregeak, eta eraso egin zieten Sidimgo haranean 
GEN.14.9	Elamgo Kedorlaomer, Goimgo Tidal, Xinearko Amrafel eta Elasarko Ariok erregeei; bost errege lauren aurka.
GEN.14.10	Sidimgo harana galipot-putzuz josia zegoen, eta, ihesi zihoazela, hauetara erori ziren Sodoma eta Gomorrako erregeak; gainerakoek mendialdera egin zuten ihes. 
GEN.14.11	Garaileek, Sodoma eta Gomorrako ondasun eta jaki oroz jabeturik, alde egin zuten. 
GEN.14.12	Sodoman bizi zen Abramen iloba Lot ere atxilotu egin zuten, bere ondasun eta guzti. Eta alde egin zuten.
GEN.14.13	Iheslarietako bat gertatuaren berri Abram hebrearrari ematera joan zitzaion. Abram Mambre amortarraren artadian bizi zen, eta Mambreren anaia Exkol eta Anerrekin hitzarmena egina zuen. 
GEN.14.14	Abramek, iloba bahitu ziotela jakitean, hirurehun eta hemezortzi laguneko taldea morroi fidagarrienekin prestatu zuen eta errege haien ondoren joan zen Daneraino
GEN.14.15	Bere gizataldearekin gauez etsaien gainera erori eta garaitu egin zituen, eta Damaskotik iparraldera dagoen Hobaraino jazarri. 
GEN.14.16	Haiek harrapatutako guztia berreskuratu zuen: Lot eta honen ondasunak, bahiturik zeramatzaten emakumeak eta gainerako jendea.
GEN.14.17	Kedorlaomer eta honek lagun zituen erregeak garaitu ondoren, itzulbidetik zetorrela, Sodomako erregea atera zitzaion Abrami bidera Xeba haranean, hau da, Erregearen haranean.
GEN.14.18	Une hartan, Melkisedek Xalemgo erregeak ogi-ardoak atera zituen, Goi-goiko Jainkoaren
GEN.14.19	eta Abram bedeinkatu zuen, esanez:
GEN.14.19	«Goi-goiko Jainkoak,
GEN.14.19	zeru-lurren egileak,
GEN.14.19	bedeinka zaitzala, Abram!
GEN.14.20	Eta bedeinkatua izan bedi
GEN.14.20	Goi-goiko Jainkoa,
GEN.14.20	zure etsaien garaile
GEN.14.20	egin zaituelako».
GEN.14.20	Abramek guztiaren hamarrenak eman zizkion Melkisedeki.
GEN.14.21	Sodomako erregeak esan zion Abrami:
GEN.14.21	—Itzul iezadazu neure jendea, eta gorde zeuretzat guda-harrapakinak.
GEN.14.22	Abramek ihardetsi zion:
GEN.14.22	—Jaunarengatik, zeru-lurren egile den Goi-goiko Jainkoarengatik, dagit zin 
GEN.14.23	ez dudala zurerik deus hartuko, ezta oinetako lokarririk ere, Abram aberastu duzula esaterik izan ez dezazun. 
GEN.14.24	Ez dut ezer ere nahi neuretzat, nire gizonek jan dutena eta Aner, Exkol eta Mambre nire lagunei dagokiena izan ezik. Hauek har dezatela berena.
GEN.15.1	Gertakizun hauen ondoren, Jauna ikuskari batean mintzatu zitzaion Abrami, esanez:
GEN.15.1	—Ez izan beldur, Abram! Zure babesle nauzu, eta sari bikaina emango dizut.
GEN.15.2	Abramek, ordea, erantzun zion:
GEN.15.2	—Jauna, ene Jainkoa, zer eman diezadakezu, baldin semerik gabe banoa mundutik, eta nire etxaldearen oinordeko Eliezer damaskoarra izango bada?
GEN.15.3	Hara —erantsi zuen Abramek—, semerik ez didazu eman eta neure etxeko morroia izango dut oinordeko!
GEN.15.4	Jaunak esan zion:
GEN.15.4	—Ez horixe! Morroia ez, baizik eta zeuregandik jaioko dena izango duzu oinordeko.
GEN.15.5	Ondoren, kanpora aterarazi eta esan zion: «Begira zerura eta zenbatu izarrak, ahal baduzu. Horiek bezainbat izango dira zure ondorengoak
GEN.15.6	Abramek sinetsi egin zuen Jaunarengan eta, honengatik, Jaunak zuzenetsi egin zuen
GEN.15.7	Jaunak esan zion Abrami:
GEN.15.7	—Ni Jauna naiz. Nik irtenarazi zintudan kaldearren Ur hiritik lurralde hau zuri emateko.
GEN.15.8	—Jauna, ene Jainkoa —erantzun zion Abramek—, nola jakin nezake lurralde hau neurea izango dudala?
GEN.15.9	Jaunak esan zion:
GEN.15.9	—Ekarri txahal bat, ahuntz bat eta ahari bat, hiruna urtekoak, usapal bat eta usakume bat.
GEN.15.10	Abere guztiok eskuratuz, Abramek erdibi egin zituen, eta puskak bata bestearen aurrez aurre ipini
GEN.15.11	Hegazti harrapariak abere hildakoen gainera etorri ziren, baina Abramek uxatu egin zituen.
GEN.15.12	Eguzkia sartzean, lozorroan murgildu zen Abram. Izua eta larria nagusitu zitzaizkion.
GEN.15.13	Orduan, Jaunak esan zion: «Jakizu zure ondorengoak atzerritar gisa biziko direla berena ez duten lurraldean. Esklabo bihurtuko dituzte eta zapaldurik edukiko laurehun urtez
GEN.15.14	Alabaina, zigortu eginen dut esklabo bihurtuko dituen herria; ondoren, aberastasunez beterik irtenaraziko ditut.
GEN.15.15+GEN.15.16	Laugarren belaunaldian itzuliko dira hona, ez baita ordu arte bere betera helduko amortarren gaiztakeria. Zu, berriz, zahartzaro zoriontsua izan ondoren, zeure arbasoekin elkartuko zara bakean».
GEN.15.17	Eguzkia sartu eta iluna egin zenean, labe bat ketan eta zuzi bat sutan
GEN.15.18	Egun hartan, Jaunak agintzari hau egin zion Abrami: «Lurralde hau zure ondorengoei ematen diet
GEN.15.19	orain kendarrak, keniztarrak, kadmondarrak, 
GEN.15.20	hititak, periztarrak, refatarrak, 
GEN.15.21	amortarrak, kanaandarrak, girgaxtarrak eta jebustarrak bizi direneko lurraldea, alegia».
GEN.16.1	Saraik, Abramen emazteak, ez zion semerik ematen. Bazuen, ordea, Agar izeneko mirabe egiptoarra,
GEN.16.2	eta Saraik esan zion Abrami: «Begira, Jaunak agor egin nau. Elkar zaitez, bada, nire mirabearekin
GEN.16.2	Abramek onartu egin zuen Sarairen proposamena, 
GEN.16.3	eta Saraik Agar mirabe egiptoarra eman zion bere senarrari emaztetzat. Hamar urte zeramatzaten bizitzen Kanaanen.
GEN.16.4	Abram Agarrekin batu eta hau haurdun gertatu zen. Horretaz ohartzean, etxekoandreari mespretxuz begiratzen hasi zen Agar. 
GEN.16.5	Orduan, Saraik esan zion Abrami:
GEN.16.5	—Zeu zara mespretxu horren erantzule. Neuk eman nizun besoetara mirabea. Baina haurdun dagoela ohartu deneko, gutxietsi egiten nau. Jaunak erabaki beza nork duen arrazoi gu bion artean.
GEN.16.6	Abramek esan zion:
GEN.16.6	—Zeure esku duzu mirabea. Egiozu hobekien deritzozuna.
GEN.16.6	Saraik gaizki hartu zuen Agar, eta honek ihes egin zuen. 
GEN.16.7	Jaunaren aingeruak basamortuan, Xur
GEN.16.8	eta honela mintzatu zitzaion:
GEN.16.8	—Agar, Sarairen mirabe hori, nondik zatoz eta nora zoaz?
GEN.16.8	—Sarai neure etxekoandreagandik nator ihesi —erantzun zion Agarrek.
GEN.16.9	Jaunaren aingeruak esan zion:
GEN.16.9	—Itzuli zeure etxekoandreagana, eta izan zakizkio menpeko.
GEN.16.10	Eta berriro Jaunaren aingeruak:
GEN.16.10	—Kontaezin hainbat
GEN.16.10	ugalduko ditut zure ondorengoak.
GEN.16.11	Haurdun zaude
GEN.16.11	eta semea izango duzu,
GEN.16.11	eta Ismael
GEN.16.11	entzun baitizu Jaunak
GEN.16.11	zeure atsekabean.
GEN.16.12	Basastoa bezalakoa
GEN.16.12	denen aurka borrokatuko da,
GEN.16.12	eta denak izango ditu aurka.
GEN.16.12	Anaia guztiengandik aparte
GEN.16.12	biziko da.
GEN.16.13	Agarrek «Zeu zara ikusi nauzun Jainkoa» eman zion izen mintzatu zitzaion Jainkoari, hau baitzioen: «Ez dut, bada, ni ikusi nauena bera ikusi?» 
GEN.16.14	Horregatik, Kadex eta Bered artean dagoen ur-putzuari Lahai-Roi
GEN.16.15	Gerora, semea eman zion Agarrek Abrami, eta honek Ismael ezarri zion izena.
GEN.16.16	Laurogeita sei urte zituen Abramek, Agarrek Ismael sortu zionean.
GEN.17.1	Abramek laurogeita hemeretzi urte zituela, berriro agertu zitzaion Jauna eta esan zion: «Ni Jainko Ahaltsua
GEN.17.2	Ituna egingo dut zurekin: zure ondorengoak arras ugalduko ditut».
GEN.17.3	Ahuspez erori zen Abram, eta Jainkoa mintzatzen jarraitu zitzaion:
GEN.17.4	«Hona egiten dizudan agintzaria:
GEN.17.4	herri askoren sorburu izango zara.
GEN.17.5	Aurrerantzean, ez duzu
GEN.17.5	Abram izango izen, Abraham
GEN.17.5	herri askoren sorburu
GEN.17.5	egingo baitzaitut.
GEN.17.6	Ugalduko ditut zure ondorengoak,
GEN.17.6	nazioen sorburu egingo zaitut
GEN.17.6	eta erregeak aterako dira
GEN.17.6	zuregandik.
GEN.17.7	Belaunez belaun eutsiko diot
GEN.17.7	zurekin eta zure ondorengoekin
GEN.17.7	egin dudan itunari,
GEN.17.7	betiko balio izango du;
GEN.17.7	zure eta zure ondorengoen Jainkoa
GEN.17.7	izango naiz.
GEN.17.8	Zuri eta zure ondorengoei
GEN.17.8	betiereko jabegotzat emango dizuet
GEN.17.8	Kanaan lurraldea,
GEN.17.8	gaur egun etorkin gisa
GEN.17.8	bizi zareneko lurraldea;
GEN.17.8	zure ondorengoen Jainkoa
GEN.17.8	izango naiz».
GEN.17.9	Honela mintzatu zitzaion Jainkoa Abrahami: «Gorde nirekiko ituna zeuk eta zure ondorengoek belaunez belaun. 
GEN.17.10	Hau da zuk eta zure ondorengoek nirekiko duzuen konpromisoa: zuetako gizaseme oro erdaintzea
GEN.17.11	Zeuen zakil-muturra erdainduko duzue: horixe izango duzue nire eta zuen arteko itunaren ezaugarria. 
GEN.17.12	Zuetako gizaseme oro, jaio eta zortzi egunera, erdaindu egingo duzue belaunez belaun; baita esklaboa ere, zuregandik sortua izan ez arren, etxean jaioa nahiz atzerrian erosia izan.
GEN.17.13	Salbuespenik gabe erdainduko dituzue esklaboak, etxean jaioa ala diruz erosia izan. Honela, nire ituna zuen gorputzean geldituko da seinalatua betiko.
GEN.17.14	Erdaingabea, hau da, bere zakil-muturra erdaindu ez duen gizasemea, herritik bota egingo duzue, nire ituna hautsi duelako».
GEN.17.15	Jainkoak esan zion Abrahami: «Aurrerantzean ez diozu zeure emazteari Sarai esango, baizik eta Sara
GEN.17.16	Honen bidez semea emango dizut. Bedeinkatuko dut, nazio askoren sorburu egingo eta harengandik erregeak aterako dira».
GEN.17.17	Orduan, Abrahamek, ahuspezturik, irri egin zuen. Pentsatu zuen bere baitan: «Ehun urteko gizakumeari sortu al lekioke semerik? Edota, izan ote dezake semerik Sarak bere laurogeita hamarrekin?»
GEN.17.18	Horregatik ziotson Abrahamek Jainkoari:
