MAT.1.1	Detta är förfäderna till Jesus Kristus
MAT.9.9	När Jesus gick vidare därifrån fick han se en tullindrivare
MAT.9.10	När Jesus och hans efterföljare senare åt tillsammans i Matteus hus, fanns många av hans gamla kollegor vid tullen med bland gästerna och även en del annat ökänt folk.
MAT.9.11	Fariseerna
MAT.9.12	"Det är inte de friska som behöver läkare, utan de sjuka. 
MAT.9.13	Gå härifrån och försök förstå vad Gud menar när han säger: 'Jag vill hellre att ni visar varandra kärlek, än att ni offrar till mig.'
MAT.9.14	En dag kom Johannes döparens efterföljare till Jesus och frågade honom: "Varför fastar inte dina efterföljare som vi och fariseerna
MAT.9.15	Jesus svarade: "Bröllopsgästerna kan väl inte sörja och gå utan mat medan brudgummen är hos dem? Men en dag ska han tas ifrån dem, och då kommer de att fasta. 
MAT.9.16	Det finns en tid och en plats för allt. Ingen lagar till exempel ett gammalt klädesplagg med ett stycke nytt tyg som aldrig har tvättats, för då krymper det nya tyget och river sönder plagget, så att hålet blir ännu större. 
MAT.9.17	Ingen öser heller nytt vin i gamla vinsäckar, för när vinet jäser sprängs säckarna och blir förstörda, och vinet rinner ut. Nej, nytt vin lagrar man i nya säckar, för då har man både vin och säckar kvar."
MAT.9.18	Under tiden som Jesus sa detta kom en synagogföreståndare
MAT.9.19	Då reste sig Jesus och följde med mannen, tillsammans med sina efterföljare. Men medan de var på väg till hans hus kom 
MAT.9.20	en kvinna, som under tolv års tid lidit av svåra blödningar. Hon närmade sig Jesus bakifrån och rörde vid tofsen på hans mantel, 
MAT.9.21	för hon tänkte: 'Om jag bara får röra vid hans kläder så kommer jag att bli frisk.' 
MAT.9.22	Då vände Jesus sig om och fick se henne: "Min dotter", sa han, "var inte orolig!
MAT.9.23	När Jesus sedan kom fram till synagogföreståndarens hus och hörde begravningsmusiken och fick se alla människor som klagade högljutt, 
MAT.9.24	Då hånskrattade de åt honom. 
MAT.9.25	Men när folket hade körts ut ur huset, gick Jesus in i rummet där flickan låg och tog henne i handen. Och genast reste hon sig upp och var helt frisk. 
MAT.9.26	Ryktet om det fantastiska som hänt spred sig sedan som en löpeld i hela området.
MAT.9.27	När Jesus lämnade flickans hem följde två blinda män efter honom och ropade: "Jesus, du som ska ärva kung Davids tron,
MAT.9.28	De gick efter honom ända in i det hus där han bodde. Och Jesus frågade dem: "Tror ni att jag kan bota er?"
MAT.9.28	 "Ja, Herre", svarade de. "Det gör vi." 
MAT.9.29	Då rörde han vid deras ögon och sa: "Eftersom ni tror, ska det också bli så." 
MAT.9.30	Jesus varnade dem sedan strängt för att berätta detta för någon, 
MAT.9.31	mentrots det var ryktet om honom snart ute över hela trakten.
MAT.9.32	När de båda männen var på väg ut kom man till Jesus med en besatt man som inte kunde tala. 
MAT.9.33	Jesus drev då ut den onda anden, och genast kunde mannen tala. Människorna blev alldeles häpna och sa: "Aldrig förr har något sådant hänt i Israel!"
MAT.9.34	Men när fariseerna
MAT.9.35	Jesus vandrade omkring i alla städer och byar och undervisade i synagogorna
MAT.9.36	När han såg människorna kände han medlidande med dem, eftersom de hade så stora problem och inte visste var de kunde få hjälp. De var som får utan herde.
MAT.9.37	"Skörden är stor, men arbetarna är få", sa han till sina efterföljare. 
MAT.9.38	"Be därför den som har ansvaret för skördearbetet att han skickar ut fler arbetare på fälten."
MAT.10.1	Jesus kallade nu till sig sina tolv närmaste efterföljare och gav dem makt att driva ut onda andar och att bota alla slags sjukdomar och plågor. 
MAT.10.2	Här är namnen på dessa tolv sändebud
MAT.10.3	Filippos, Bartolomaios, Tomas, tullindrivaren Matteus, Alfaios son Jakob, Taddaios, 
MAT.10.4	Simon 'den ivrige'
MAT.10.5	Dessa tolv sände Jesus ut, och han befallde dem: "Gå inte till andra folk eller till någon samarisk stad, 
MAT.10.6	utan bara till Israels folk ‑ Guds förlorade får. 
MAT.10.7	Gå och tala om för dem att Gud har kommit för att rädda människor och göra dem till sitt eget folk.
MAT.10.8	Bota sjuka, väck upp döda, gör spetälska friska och driv ut onda andar. Gör allt utan betalning, för ni har fått denna förmåga av mig helt gratis. 
MAT.10.9	Ta inga pengar med er, 
MAT.10.10	och packa ingen väska för vandringen. Ta inte med några extra kläder eller skor och inte heller någon vandringsstav. Ni kommer att få allt ni behöver, för arbetaren är värd sin mat.
MAT.10.11	Varje gång ni kommer in i en stad eller en by, så sök upp någon som tar emot er och lyssnar till ert budskap. Stanna sedan i hans hus tills ni fortsätter till nästa stad. 
MAT.10.12	Önska familjen frid ifrån Gud när ni stiger in, 
MAT.10.13	och om de är värda att få del av hans frid, ska han ge dem av den. Men om de inte är värda att få av hans frid, får ni själva behålla det ni önskade dem. 
MAT.10.14	Tar man inte emot er i en stad eller i ett hem, så gå bara därifrån. Skaka stadens damm av era fötter
MAT.10.15	Jag försäkrar er, att det ska bli lättare på domens dag för städerna Sodom och Gomorra
MAT.10.16	Jesus fortsatte: "Jag sänder er som får in bland vargar. Var därför listiga 
MAT.10.17	Akta er för människorna! Ni kommer att arresteras och dras inför domstol och bli piskade i synagogorna
MAT.10.18	Och ni ska för min skull bli anklagade inför kungar och makthavare och få tillfälle att berätta för dem vad ni hört och sett. Ja, ni ska få berätta om mig för främmande folk. 
MAT.10.19	Men när ni ställs inför domstolen behöver ni inte oroa er för vad ni ska säga, för ni ska få de rätta orden just när ni behöver dem. 
MAT.10.20	Det är inte ni som ska tala då, utan er Far i himlen ska låta sin Ande tala genom er. 
MAT.10.21	Bröder ska förråda varandra och låta döda varandra, och föräldrar ska förråda sina egna barn. Barn ska göra uppror mot sina föräldrar och ta livet av dem. 
MAT.10.22	Alla ska hata er därför att ni tillhör mig. Men den som håller ut till slutet ska bli räddad.
MAT.10.23	När ni blir förföljda i en stad så fly till en annan. Men jag försäkrar er att jag, Människosonen
MAT.10.24	Efterföljaren står inte över sin mästare, och en tjänare står inte över sin herre. 
MAT.10.25	Efterföljaren får acceptera att det går med honom som med hans mästare, och tjänaren får acceptera att det går med honom som med hans herre. Om nu jag, husets herre, har kallats Satan
MAT.10.26	Men var inte rädda för dem som hotar er, för en dag ska sanningen komma fram. Då ska det som är gömt bli känt för alla. 
MAT.10.27	Vad jag säger er i mörkret, det ska ni ropa ut i dagsljuset. Och vad jag viskar i era öron, det ska ni ropa ut från hustaken!
MAT.10.28	Var inte rädda för dem som vill döda er, men inte har makt att göra något mer. Det finns bara en som har sådan makt att man behöver vara rädd för honom, och det är Gud, han som både kan döda och sedan straffa i helvetet. 
MAT.10.29	Men inte en enda sparv, hur lite den än är värd, faller död till marken utan att er Far i himlen vet om det. 
MAT.10.30	Och på er är till och med hårstråna räknade. 
MAT.10.31	Var alltså inte rädda! Ni är mer värda för Gud än alla sparvar tillsammans.
MAT.10.32	Om någon öppet bekänner att han tillhör mig, ska jag inför min Far i himlen bekänna att han tillhör mig. 
MAT.10.33	Men den som öppet förnekar mig, honom ska jag förneka inför min Far i himlen.
MAT.10.34	Tro inte att jag har kommit för att skapa frid på jorden! Nej, snarare tvärtom. 
MAT.10.35	Jag kommer att orsaka splittring, så att en son är emot sin far, en dotter emot sin mor, och en svärdotter emot sin svärmor. 
MAT.10.36	De värsta fienderna kommer för många att finnas i deras egna hem! 
MAT.10.37	Men om ni älskar era föräldrar mer än mig, är ni inte värdiga att tillhöra mig. Och om ni älskar era barn mer än mig, är ni inte värdiga att tillhöra mig.
MAT.10.38	Den som vägrar att följa mitt exempel och inte är beredd att dö, han kan inte tillhöra mig. 
MAT.10.39	Ja, den som klamrar sig fast vid livet ska till sist förlora det, men den som förlorar sitt liv för min skull ska rädda det.
MAT.10.40	Den som tar emot er, han tar emot mig, och den som tar emot mig, han tar emot Gud, eftersom Gud har sänt mig. 
MAT.10.41	Om ni tar emot en profet, därför att han framför Guds budskap, så kommer ni att få samma lön som profeten. Och om ni tar emot en människa som lever efter Guds vilja, därför att hon lever för Gud, då ska ni få samma belöning som den människan. 
MAT.10.42	Ja, jag försäkrar er att den som ger så mycket som bara ett glas friskt vatten till den minst ansedda av mina efterföljare, därför att den personen tillhör mig, han ska få lön för det."
MAT.11.1	När Jesus hade gett sina tolv närmaste efterföljare dessa föreskrifter, gick han vidare för att undervisa och sprida sitt budskap i städerna i Galileen. 
MAT.11.2	Johannes döparen, som just hade blivit satt i fängelse, fick höra om alla de under som Jesus Kristus
MAT.11.3	"Är du verkligen den som Gud har lovat sända oss, eller ska vi vänta på någon annan?"
MAT.11.4	Jesus svarade dem: "Gå tillbaka till Johannes och berätta för honom vad ni har hört och sett: 
MAT.11.5	att blinda börjar se, förlamade går, spetälska blir friska, döva hör, döda får liv igen, och de fattiga får höra ett glatt budskap.
MAT.11.6	Säg sedan till honom: 'Lycklig är den som inte tvivlar på mig.' "
MAT.11.7	När Johannes efterföljare hade gått, började Jesus tala till folket om Johannes. Han sa: "När ni gick ut till honom i ödemarken, vad ville ni då se? Ville ni se en svag man, lik ett grässtrå som vajar hit och dit för vinden? 
MAT.11.8	Självklart inte! Ville ni se en man klädd i vackra kläder? Nej, då hade det varit bättre om ni gått till ett kungligt palats. 
MAT.11.9	Ville ni kanske se en profet som framförde Guds budskap? Ja, jag säger er att Johannes är mer än en profet. 
MAT.11.10	Han är den som Gud talar om i Skriften
MAT.11.11	Jag försäkrar er, att Johannes döparen har betytt mer än någon annan människa som har trätt fram offentligt. Ändå kommer den minst betydelsefulla bland dem som får vara Guds eget folk
MAT.11.12	Ända sedan den dag då Johannes döparen började tala till folket och fram till nu, har Gud med kraft börjat regera bland människorna,
MAT.11.13	Att Gud skulle regera på jorden, var förutsagt av honom genom Moses lag och profeterna
MAT.11.14	Och vare sig ni tror det eller inte, så är Johannes den som Gud talade om när han sa att Elia
MAT.11.15	Lyssna noga och försök att förstå!
MAT.11.16	Vad ska jag säga om detta släkte som inte vill tro? De är som barn som leker på torget och ropar till de andra barnen: 
MAT.11.17	'Vi spelade bröllopsmusik för er, men ni ville inte dansa. Vi spelade begravningsmusik för er, men ni ville inte sörja.' 
MAT.11.18	Exakt så reagerar man när det gäller Johannes döparen och mig. Johannes dricker inte vin och går ofta utan mat, och då säger man: 'Han är besatt av en ond ande.' 
MAT.11.19	Men jag, Människosonen
MAT.11.20	Sedan började Jesus anklaga människorna i 
MAT.11.21	"Hur fruktansvärt kommer det inte att bli för er som bor i Korasin och Betsaida! För om de under jag gjorde hos er hade gjorts i Tyros och Sidon
MAT.11.22	Jag försäkrar er, att på domens dag ska både Tyros och Sidon få ett lindrigare straff än ni! 
MAT.11.23	Och ni, Kafarnaums invånare, tror ni att ni ska bli upphöjda till himlen? Nej, ner till helvetet ska ni störtas
MAT.11.24	Jag kan försäkra er, att Sodom ska slippa lindrigare undan på domens dag än ni!"
MAT.11.25	Efter det bad Jesus den här bönen: "Jag tackar dig Far, du som är Herre över himlen och jorden, för att du gömmer sanningen för dem som tror sig vara lärda och kloka, men visar den för dem som är som barn. 
MAT.11.26	Ja, Far, så har du bestämt."
MAT.11.27	Jesus fortsatte: "Min Far har överlämnat allt åt mig. Ingen känner Sonen, utom Fadern, och ingen känner Fadern, utom Sonen och de människor som Sonen vill visa honom för. 
MAT.11.28	Kom till mig alla ni som är trötta och kämpar med problem och tunga bördor, så ska jag ge er vila. 
MAT.11.29+MAT.11.30	Gå in under mina villkor och låt mig undervisa er! Jag är mild och ödmjuk. Hos mig finner ni ro för era själar. Jag lägger inga tunga bördor på er."
MAT.12.1	En vilodag
MAT.12.2	Men några fariseer
MAT.12.3	Då sa Jesus till dem: "Har ni aldrig läst vad kung David gjorde när han och hans följeslagare blev hungriga?
MAT.12.4	Han gick in i Guds hus, och både han och hans män åt av det speciella bröd som bara prästerna får äta. De bröt också mot lagen. 
MAT.12.5	Och har ni aldrig läst i lagen att prästerna som tjänstgör i templet får arbeta på vilodagen? 
MAT.12.6	Men jag försäkrar er, att här finns en som är större än templet! 
MAT.12.7	Om ni förstod vad som menas med orden: 'Jag vill hellre att ni visar varandra kärlek, än att ni offrar till mig'
MAT.12.8	För jag, Människosonen
MAT.12.9	Sedan gick Jesus vidare och kom in i deras synagoga
MAT.12.10	och där fick han se en man som hade en vanställd hand. Fariseerna
MAT.12.11	Men han svarade: "Om någon av er har ett får och det faller i en grop på vilodagen, griper han då inte tag i det och drar upp det redan samma dag? Självklart gör han det! 
MAT.12.12	Tänk då på hur mycket mer värd en människa är, än ett får! Det är alltså tillåtet att göra gott på vilodagen." 
MAT.12.13	Sedan sa han till mannen: "Räck fram din hand." Och när mannen gjorde det, blev handen frisk igen och lika stark som den andra!
MAT.12.14	Men fariseerna gick ut och började göra upp planer på hur de skulle få Jesus arresterad och dödad.
MAT.12.15	När Jesus fick reda på detta, drog han sig bort därifrån. Många människor följde efter honom, och han botade alla sjuka bland dem, 
MAT.12.16	men för att inte väcka misstankar om vem han var, förbjöd han dem strängt att berätta om det. 
MAT.12.17	Genom detta blev det verklighet som Gud sagt genom profeten Jesaja: 
