MAT.1.1	Yesu Krisita doho nala rɛ nyɛ. Ʋ naabaa rɛ gyɩ yaa Deviti, Deviti mɛ naabaa yaa Abɩraham.
MAT.4.24	Ɛɛ rɛ Yesu wɩya taalɩ Siiriya paalʋʋ buloŋ. Nala sii kaŋ ba wɩɩla tɩmma kɩ ko ʋ lee. Gbarɩga abee kpuŋkpuŋ-telle abee nala gyɩŋbɔmɔ aa kana abee wɩɩla iriŋ iriŋ buloŋ tɩmma rɛ ba kaŋ ko, Yesu tɩɩbɩ ba buloŋ. 
MAT.4.25	Nyɛ rɛ nɩgyamaa sii giri lɩɩ Galili paalʋʋ abee tɔnɩ fi hʋ, abee Gyerusalɛm, abee Gyudɩya paalʋʋ a paa tɩŋ Yesu hal. Ba badɔmɔŋ mɛ gyɩ lɩɩ Gyɔɔdaŋ fuwo hʋ kyolo paalʋʋ rɛ.
MAT.5.1+MAT.5.2	Yesu aa naa nɩgyamaa hʋ gɛɛ, ʋ mʋ gyɩŋ hɔŋ dogimo nyuu tɩyaŋ, ka ʋ hatɩnna hʋ mɛ ko hɔŋ gol ʋ, ʋ piili kɩ daga ba abaa,
MAT.5.3	“Nyusʋŋtɩmma rɛ yaa nala hʋ aa kpaa ba bayɩyɛla buloŋ we Wɩɩsɩ tɩyaŋ,
MAT.5.3	ba aa rɛ sɩ di wɩɩsɩbee koro hʋ tɔnɔ.
MAT.5.4	Nyusʋŋtɩmma rɛ yaa nala hʋ aa wii,
MAT.5.4	Wɩɩsɩ sɩ fɩyɛlɩ ba bembiye.
MAT.5.5	Nyusʋŋtɩmma rɛ yaa nala hʋ aa kaŋ ba tɩɩ kɩ hʋwɔlɩ,
MAT.5.5	ba sɩ na kɩŋ hʋ wɩya Wɩɩsɩ aa wee nyʋwa baa ʋ sɩ kpa tɩya ba.
MAT.5.6	Nyusʋŋtɩmma rɛ yaa nala hʋ aa kyo dɩ nal buloŋ yaa tɩpʋlʋŋ tɩɩna Wɩɩsɩ sɩya tɩyaŋ,
MAT.5.6	Wɩɩsɩ sɩ tɩya ba ba wɩkyɛɛlɩɩ.
MAT.5.7	Nyusʋŋtɩmma rɛ yaa nala hʋ aa fá nala sikii,
MAT.5.7	Wɩɩsɩ mɛ sɩ fá ba sikii.
MAT.5.8	Nyusʋŋtɩmma rɛ yaa nala hʋ aa kaŋ tɩpʋlʋŋ Wɩɩsɩ sɩya tɩyaŋ
MAT.5.8	ba aa rɛ sɩ na Wɩɩsɩ.
MAT.5.9	Nyusʋŋtɩmma rɛ yaa nala hʋ aa marɩ nala dɔmɔŋ.
MAT.5.9	Wɩɩsɩ sɩ kaŋ ba yaa ʋ balɩya.
MAT.5.10	Nyusʋŋtɩmma rɛ yaa nala hʋ ba aa dɔgɩsɩ akuu ba aa yaa wɩya hʋ aa kpaa ŋmanɩɩ Wɩɩsɩ sɩya tɩyaŋ wɩya.
MAT.5.10	ba aa rɛ sɩ na wɩɩsɩbee koro hʋ tɔnɔ.
MAT.5.11	Dɩ ba aa rɛ kuu ŋ wɩya a kɩ tʋʋsɩ ma, a nyɩya wɩya kɩ tɩya ma, ka wɩbɔŋ buloŋ aa bɩ maga dɩ ba kpa tɩya nihuwobiŋ ba kpa tɩya ma, aŋ pɛ kɩ dɔgɩsɩ ma, ma leŋ dɩ ma tenni fɩyɛlɩ. 
MAT.5.12	Ma leŋ dɩ ma tenni fɩyɛlɩ, dɩ ma kɩ gyʋwɔsɩ, beewɩya ma tuno yʋga rɛ wɩɩsɩbee tɩyaŋ. Ba aa dɔgɩsɩ ma nyɛ, ɛɛ tɩɩ rɛ ba fa dɔgɩsɩ Wɩɩsɩ tɩŋdaala hʋ aa laa sɩya ko ma tɩyaŋ mɛ.
MAT.5.13	Ma kɩɩ gɛɛ rɛ anɩɩ yɩsɩ dʋnɩya nala buloŋ lee. Yɩsɩ sʋma, amɛ dɩ ʋ sʋmɩŋ nɛ ko lɩɩ, ɩ bɩl bɩ sɩ wuwo yaa dɩ ʋ sʋma. Ʋ aa mɩɩgɩ bɩrɩmɩ kɩtɔɔ rɛ, ba kpa yuwo ta nala nʋwɔsɩ kɩ baŋ.
MAT.5.14	Ma kɩɩ gɛɛ rɛ anɩɩ pʋlʋŋ dʋnɩya nala buloŋ lee. Tɔɔ buloŋ aa sɩŋ dogimo nyuu tɩyaŋ, ʋ bɩ sɩ wuwo faŋa. 
MAT.5.15	Nal buloŋ mɛ aa kyɛ pʋlʋŋ ʋ dɩya tɩyaŋ, ʋ bɩ sɩ nyɔgɔ fɩŋtɩna gyʋʋ biŋ aŋ kpa gbaha kyige tɔ. Ʋ aa kpa saga fɩŋtɩŋdaaŋ tɩyaŋ nɛ, dɩ ʋ kyaanɩ tɩya nal buloŋ aa we dɩya hʋ tɩyaŋ. 
MAT.5.16	Ɛɛ tɩɩ rɛ ma mɛ maga dɩ ma kyaanɩ nala lee dɩ ba na wɩweliye hʋ ma aa yaa, a dannɩ ma Kuwo aa we wɩɩsɩbee tɩyaŋ.
MAT.5.17	Ma ta bɩɩna anɩɩ ŋ ko dɩ ŋ paa Mɩrɩsɩ hʋ Moosi fa aa saba biŋ koo Wɩɩsɩ tɩŋdaala wɩdagɩya hʋ kɩdɩgɩ buloŋ ta rɛ? Ŋ bɩ ko dɩ ŋ paa ba ta, amɛ ŋ ko rɛ dɩ ŋ leŋ wɩya no su ba bʋʋsɛ. 
MAT.5.18	Wɩtɩɩ rɛ ŋ basɩ kɩ tɩya ma, dʋnɩya abee wɩɩsɩnyuu aa sɩ pɩɩsɩ mɔɔgɛɛ, Mɩrɩsɩ hʋ Moosi fa aa saba biŋ, ba bɩ sɩ lɩɩ ba kɩdɩgɩ, koo ba kɩdɩgɩ libiye mɛ gba ta, see dɩ mɩrɩsɩ no buloŋ su ba bʋʋsɩ. 
MAT.5.19	Nal hʋ buloŋ aa sɩ vɩya mɩrɩsɩ no kɩdɩgɩ ta, aŋ baa dɩ ʋ bɩ kaŋ tɔnɔ, aŋ kɩ daga ʋ dɔŋtɩŋsɩ dɩ ba kɩ yaa gɛɛ tɩɩ, ʋ tɩɩna bɩ sɩ na lee wɩɩsɩbee koro hʋ tɩyaŋ. Amɛ nal hʋ mɛ buloŋ aa tɩŋ Mɩrɩsɩ no, aŋ kɩ daga ʋ dɔŋtɩŋsɩ dɩ ba mɛ kɩ yaa gɛɛ, ʋ tɩɩna rɛ sɩ yaa nɩbal wɩɩsɩbee koro hʋ tɩyaŋ. 
MAT.5.20	Ŋ basɩ kɩ tɩya ma rɛ, see dɩ ma kaŋ tɩpʋlʋŋ a te Wɩɩsɩ Teŋ dɩdagɩla abee Farasiima hʋ, aŋ kɩ yaa wɩya hʋ Wɩɩsɩ aa kyɛ, dɩ gɛɛ daa, ma bɩ sɩ wuwo gyʋʋ wɩɩsɩbee koro hʋ.
MAT.5.21	Ɛɛ rɛ Yesu bɩl basɩ tɩya ʋ hatɩnna hʋ a baa, “Ma nɩya anɩɩ faafaa hʋ tɩyaŋ Wɩɩsɩ gyɩ basɩ tɩya ma naabaala rɛ a baa, ‘Ma ta kɩ kpʋʋ nala. Dɩ nal buloŋ nɛ ko kpʋ nal, ŋ sɩ di ʋ tɩɩna sarɩya.”’ 
MAT.5.22	Amɛ lagɩlagɩ no, ŋ basɩ kɩ tɩya ma rɛ, nal hʋ buloŋ aa naa baaŋ ʋ dɔŋtɩɩna nyuu tɩyaŋ, Wɩɩsɩ sɩ di ʋ tɩɩna sarɩya. Nal hʋ mɛ buloŋ aa baa dɩ ʋ dɔŋtɩɩna yaa nɩgyɔrɩ rɛ, ba sɩ kana ʋ mʋ di ʋ sarɩya. Nal hʋ mɛ buloŋ aa baa dɩ ʋ dɔŋtɩɩna yaa nɩtɔɔ rɛ, ʋ tɩɩna sɩ mʋ gyʋʋ diŋ. 
MAT.5.23	Ɛɛwɩya, dɩ ɩ rɛ kaŋ wɩɩsʋllɩ kɩna kɩ mʋ wɩɩsʋllɩ-kogu hʋ nyuu dɩ ɩ sʋla Wɩɩsɩ, aŋ liisi mʋ na anɩɩ ɩ yaa wɩɩ kyogi ɩ dɔŋtɩɩna rɛ, 
MAT.5.24	ʋ maga dɩ ɩ leŋ wɩɩsʋllɩ kɩna hʋ kogu hʋ sɩya tɩyaŋ nɛ aŋ mɩɩgɩ mʋ, dɩ ɩ bee ɩ dɔŋtɩɩna hʋ marɩ dɔmɔŋ, ka dɩ ɩ na mɩɩgɩ mʋ kpa kɩna hʋ a sʋla Wɩɩsɩ. 
MAT.5.25	Dɩ nal lɛ sama ɩ, a kana ɩ kɩ mʋ sarɩya lidiilii, yaa kuwokeri aŋ leŋ dɩ ma basɩ wɩɩ hʋ marɩ dɔmɔŋ ŋmanɩɩ tɩyaŋ lagɩ lagɩ aŋ na mʋ. Dɩ gɛɛ daa, ʋ sɩ kana ɩ mʋ we sarɩdiile nosi tɩyaŋ. Sarɩdiile hʋ mɛ sɩ kpa ɩ we porisi nosi tɩyaŋ, dɩ ba mɛ kana ɩ mʋ tɔ dɩyaŋ. 
MAT.5.26	Wɩtɩɩ rɛ ŋ basɩ kɩ tɩya ma, doŋ tɩyaŋ nɛ ɩ sɩ we a mʋ pele saŋa hʋ ɩ aa sɩ tuŋ kyɩŋ hʋ ba aa kere tɩya ɩ buloŋ teŋ.
MAT.5.27	Ma nɩya dɩ ba baa dɩ ma ta kɩ sɔnnɔ 
MAT.5.28	Amɛ ŋ basɩ kɩ tɩya ma rɛ, nal hʋ buloŋ aa naa haaŋ a yaa ʋ kaŋ-pɩnɩɩ wɩya kayalŋa, ɩ tɩɩna kana ʋ pɩŋ nɛ gɛɛ. 
MAT.5.29	Dɩ ɩ sɩɩ rɛ kana ɩ we wɩbɔmɔ yayɩ tɩyaŋ, lɩɩ ta. Ɩ aa sɩ gyʋʋ wɩɩsɩbee koro hʋ abee sɩtogo, ʋ rɛ kpɩya ba aa kpaa ɩ yuwo we diŋ tɩyaŋ abee sɩya balɩya. 
MAT.5.30	Dɩ ɩ noŋ nɛ kana ɩ we wɩbɔmɔ yayɩ tɩyaŋ, kere ta. Ɩ aa sɩ gyʋʋ wɩɩsɩbee koro hʋ tɩyaŋ abee nokuu, ʋ rɛ kpɩya ba aa kpaa ɩ yuwo we diŋ tɩyaŋ abee nosi balɩya.
MAT.5.31	Ba basa Wɩɩsɩ teŋ tɩyaŋ nɛ a baa,
MAT.5.31	“Dɩ nal hʋ buloŋ nɛ aa kyɛ dɩ ʋ vɩya ʋ haaŋ, ʋ maga dɩ ʋ tɩɩna sabɩ haaŋ vɩyayɩ teŋ tɩya haaŋ hʋ anɩɩ ɩ vɩya ʋ rɛ.”
MAT.5.32	Amɛ lagɩlagɩ no, ŋ basɩ kɩ tɩya ma rɛ, dɩ baal buloŋ nɛ ko kuu wɩɩ kɩdɩgɩ buloŋ wɩya a vɩya ʋ haaŋ, dɩ haaŋ hʋ aa sɔnnɩ wɩya daa, ka dɩ haaŋ hʋ mɩɩgɩ mʋ yala badɩma, ʋ tɩɩna leŋ haaŋ hʋ yaa sɔŋsɔnnɩ rɛ. Nal hʋ mɛ buloŋ aa kpaa haaŋ ʋ bala aa vɩya, ʋ tɩɩna yaa sɔŋsɔnnɩ rɛ Wɩɩsɩ sɩya tɩyaŋ.
MAT.5.33	Ma bɩl nɩya dɩ Wɩɩsɩ gyɩ basɩ tɩya faafaa nala rɛ a baa,
MAT.5.33	“Dɩ ɩ rɛ ŋmɩyɛsɩ Wɩɩsɩ anɩɩ ɩ sɩ yaa wɩɩ,
MAT.5.33	ta ko vɩya wɩɩ hʋ yayɩ.
MAT.5.33	Amɛ yaa wɩɩ hʋ ɩ aa ŋmɩyɛsa baa dɩ ɩ sɩ yaa hʋ.”
MAT.5.34	Amɛ ŋ basɩ kɩ tɩya ma rɛ, dɩ mamaa rɛ aa kyɛ dɩ ma yaa wɩɩ, ma ta ŋmɩyɛsa Wɩɩsɩ. Ma ta ŋmɩyɛsɩ wɩɩsɩbee mɛ, beewɩya doŋ nɛ Wɩɩsɩ hɔŋ a kɩ deŋ dʋnɩya buloŋ. 
MAT.5.35	Ma ta ko ŋmɩyɛsɩ taŋha nyuu mɛ, beewɩya Wɩɩsɩ naasɩ liwiyesii rɛ gɛɛ. Ma ta ŋmɩyɛsɩ Gyerusalɛm mɛ, beewɩya Wɩɩsɩ, á Kuworibal hʋ, bee rɛ gɛɛ. 
MAT.5.36	Ma ta paalɩ ko kɩ ŋmɩyɛsɩ ma nyuni mɛ, beewɩya ma bɩ sɩ wuwo leŋ dɩ ma nyupʋŋdɩgɩ bɩl koo dɩ ʋ pʋllɩ. 
MAT.5.37	Dɩ wɩɩ rɛ ko maga dɩ ma baa ‘Waa,’ ma baa ‘Waa.’ Dɩ wɩɩ mɛ rɛ ko maga dɩ ma baa ‘Aayɩ,’ ma baa ‘Aayɩ.’ A lɩɩ gɛɛ hal tɩyaŋ, dɩ mamaa rɛ bɩl ko basɩ wɩɩ buloŋ, Sɩtaanɩ lee rɛ ʋ lɩɩ.
MAT.5.38	Ma nɩya anɩɩ Wɩɩsɩ teŋ hʋ gyɩ bɩl daga rɛ abaa,
MAT.5.38	“Dɩ nal lɛ tɔbɔ ɩ sɩɩ pʋrɩ, ɩ mɛ tɔbɔ tɩɩna sɩɩ pʋrɩ, dɩ nal lɛ ŋmaa ɩ nyɩŋ kyuri, ɩ mɛ ŋmaa ʋ nyɩŋ kyuri.”
MAT.5.39	Amɛ ŋ basɩ kɩ tɩya ma rɛ anɩɩ dɩ nal lɛ yaa ɩ wɩbɔŋ, ta yaa wɩbɔŋ tuŋ ʋ tɩɩna. Dɩ nal lɛ ŋmaa ɩ noduu kyaŋkpaŋ tɩyaŋ, kaŋ ɩ nogɔbɔ kyaŋkpaŋ mɛ bɩrɩmɩ tɩya ʋ dɩ ʋ ŋmaa. 
MAT.5.40	Dɩ nal lɛ sama ɩ, dɩ ʋ laa ɩ gabiye, wuri ɩ gabal mɛ pɛ tɩya ʋ. 
MAT.5.41	Dɩ nal lɛ fɩla ɩ dɩ ɩ kyʋŋ ʋ kyʋgɩsɩ a vala meeldaaŋ, leŋ dɩ ma bɩl vala meeldaaŋ a pɛ. 
MAT.5.42	Dɩ ɩ rɛ kaŋ kɩŋ, dɩ nal sʋla, kpa tɩya ʋ. Dɩ nal lɛ ko ɩ lee a kɩ kyɛ kɩŋ dɩ ʋ kyɩma, dɩ ɩ rɛ kana, kpa kyɩma ʋ.
MAT.5.43	Ma nɩya dɩ ba baa dɩ ma kyo ma dɔŋtɩŋsɩ aŋ haasɩ ma dɔmɔ. 
MAT.5.44	Amɛ ŋ basɩ kɩ tɩya ma rɛ, ma kyo ma dɔmɔ aŋ kyʋwalɩ Wɩɩsɩ kɩ tɩya nala hʋ mɛ aa dɔgɩsɩ ma. 
MAT.5.45	Ɛɛ sɩ leŋ dɩ ma yaa ma Kuwo Wɩɩsɩ aa we wɩɩsɩbee tɩyaŋ balɩya. Ʋ leŋ ʋ wɩɩsɩ pɔsɔ kɩ we nɩbɔmɔ abee niweliye buloŋ tɩyaŋ nɛ, a leŋ duwoŋ nɩɩ kɩ tɩya niweliye abee nɩbɔmɔ buloŋ. 
MAT.5.46	Dɩ ɩ rɛ kyo nala hʋ aa kyo ɩ dʋŋ, ɩ bɩ sɩ kaŋ tuno wɩɩsɩbee tɩyaŋ. Beewɩya nɩbɔmɔ mɛ gba aa daga kyori no iriŋ nɛ. 
MAT.5.47	Dɩ ɩ rɛ tʋwasɩ ɩ kyaŋsɩ dʋŋ dɩ ba yaa ɩ nɩkyooliye, ɛɛ bɩ daga anɩɩ ɩ yaa wɩkyirikyi kɩdɩgɩ buloŋ beewɩya, nala hʋ aa bɩ gyɩŋ Wɩɩsɩ mɛ gba aa yaa gɛɛ rɛ. 
MAT.5.48	Ɛɛ wɩya ʋ maga dɩ ma yaa tɩpʋlʋŋ tɩmma rɛ aŋ ta kaŋ wɩkyogii buloŋ anɩɩ ma kuwo aa we wɩɩsɩbee tɩyaŋ aa yaa tɩpʋlʋŋ Tɩɩna gɛɛ.
MAT.6.1	Ɛɛ rɛ Yesu bɩl basɩ tɩya ʋ hatɩnna hʋ a baa, “Ma pɔ dɩ ma ta kɩ yaa ma wɩyaaweliye nala sɩya tɩyaŋ dɩ ba na. Dɩ mamaa rɛ aa yaa gɛɛ ma bɩ sɩ kaŋ tuno buloŋ ma kuwo aa we wɩɩsɩbee tɩyaŋ lee. 
MAT.6.2	Ɛɛwɩya dɩ ɩ rɛ kpaa kɩŋ tɩya nyaabʋ ta leŋ dɩ nal buloŋ gyɩma. Minaafigi tɩmma hʋ rɛ aa kɩ yaa gɛɛ nɩgyamaa tɩyaŋ, dɩ nala kɩ bigisi ba. Wɩtɩɩ rɛ ŋ basɩ kɩ tɩya ma, ba foŋ laa ba tuno buloŋ nɛ gɛɛ. 
MAT.6.3	Amɛ dɩ ɩ rɛ kpaa kɩŋ tɩya nyaabʋ, ta leŋ dɩ ɩ kyaŋfɩyaŋ mɛ gba gyɩma. 
MAT.6.4	Leŋ dɩ ʋ yaa wɩfaŋɩɩ. Dɩ ɩ rɛ yaa gɛɛ, ɩ Kuwo Wɩɩsɩ sɩ tun-ɩ beewɩya ʋ kɛ naa wɩɩ hʋ ɩ aa yaa rɛ.”
MAT.6.5	Ɛɛ rɛ Yesu bɩl baa, “Dɩ ma ko kɩ kyʋwalɩ Wɩɩsɩ, ma ta kɩɩ minaafigi tɩmma hʋ, beewɩya ba aa kyo dɩ ba sɩŋ wɩɩkyʋwaldɩɩsɩ abee ŋmaŋsɩ logimo tɩyaŋ nɛ, a kɩ kyʋwalɩ Wɩɩsɩ dɩ nal buloŋ na ba. Wɩtɩɩ rɛ ŋ basɩ kɩ tɩya ma, ba kɛ laa ba tuno buloŋ nɛ gɛɛ. 
MAT.6.6	Amɛ dɩ ma ko kɩ kyɛ dɩ ma kyʋwalɩ Wɩɩsɩ, ma gyʋʋ ma dɩɩsɩ a kaŋ borisi hʋ tɔ, aŋ sʋla ma Kuwo hʋ ma aa bee na. Ʋ kɛ aa na wɩɩ hʋ ma aa faŋa kɩ yaa rɛ, ʋ sɩ tuŋ ma.
MAT.6.7	Dɩ ma ko kɩ kyʋwalɩ Wɩɩsɩ, ma ta kɩ basɩ wɩgyamaa aa bɩ kaŋ memii, anɩɩ nala hʋ aa bɩ gyɩŋ Wɩɩsɩ aa kɩ yaa gɛɛ. Ba bɩɩna anɩɩ ba wɩbasɩgyamaa no rɛ sɩ leŋ dɩ Wɩɩsɩ nɩɩ ba kyʋwala. 
MAT.6.8	Ma ta kɩɩ ba. Beewɩya ma Kuwo kɛ gyɩŋ kɩŋ hʋ ma aa kyɛ rɛ, dɩ ma ha gba bɩ sʋla ʋ. 
MAT.6.9	Dɩ ma ko kɩ kyɛ dɩ ma kyʋwalɩ Wɩɩsɩ, ma baa,
MAT.6.9	“Á Kuwo Wɩɩsɩ aa we wɩɩsɩbee tɩyaŋ,
MAT.6.9	leŋ dɩ ɩ feŋ na bigisii.
MAT.6.10	Leŋ dɩ ɩ koro ko.
MAT.6.10	Leŋ dɩ nala kɩ tɩŋa ɩ nyʋwa taŋha no tɩyaŋ anɩɩ ba aa tɩŋ gɛɛ wɩɩsɩbee tɩyaŋ.
MAT.6.11	Tɩya ma á gyɩnaŋ nyʋwa kɩdiiliye
MAT.6.12	aŋ kpa á wɩbɔmɔ kyɛ ma, anɩɩ á mɛ aa kpaa á dɔŋtɩŋsɩ wɩbɔmɔ kɩ kyɛ ba gɛɛ.
MAT.6.13	Kyiyeli ma dɩ kɩŋ buloŋ ta ko mʋrɩ ma we wɩbɔmɔ yayɩ tɩyaŋ aŋ lɩɩ ma Sɩtaanɩ nosi tɩyaŋ.
MAT.6.14	Dɩ ɩ dɔŋtɩɩna rɛ yaa ɩ wɩbɔŋ, ka dɩ ɩ kpa kyɛ ʋ, ɩ Kuwo Wɩɩsɩ aa we wɩɩsɩbee tɩyaŋ mɛ sɩ kpa ɩ wɩbɔmɔ kyɛ ɩ. 
MAT.6.15	Amɛ dɩ ɩ rɛ bɩ kpaa wɩya kɩ kyɛ ɩ dɔŋtɩŋsɩ, ɩ Kuwo Wɩɩsɩ mɛ bɩ sɩ kpa ɩ wɩbɔmɔ kyɛ ɩ.”
MAT.6.16	Ɛɛ rɛ Yesu baa, “Dɩ mamaa rɛ ko vʋwa nyʋwa, ma ta kaŋ ma sɩya haasɩ anɩɩ minaafigi tɩmma hʋ aa kɩ yaa gɛɛ. Dɩ ba ko vʋwa nyʋwa ba aa haasɩ ba sɩya rɛ dɩ nal buloŋ na a gyɩma anɩɩ ba vʋwa nyʋwa rɛ. Wɩtɩɩ rɛ ŋ basɩ kɩ tɩya ma, ba kɛ laa ba tuno buloŋ teŋ nɛ gɛɛ. 
MAT.6.17	Amɛ dɩ mamaa rɛ ko vʋwa nyʋwa, ma sɔŋ ma sɩya a kyaasɩ ma nyuni 
MAT.6.18	dɩ nala ta wuwo gyɩma anɩɩ ma vʋwa nyʋwa rɛ, see ma Kuwo Wɩɩsɩ, nal hʋ ma aa bee na dʋŋ. Ʋ kɛ na wɩɩ hʋ ma aa faŋa yaa rɛ, ɛɛ wɩya ʋ sɩ tuŋ ma.”
MAT.6.19	Nyɛ rɛ Yesu bɩl baa, “Ma ta kyɛɛ kɩna kɩ biŋ ma tɩɩ dʋnɩya no tɩyaŋ. Beewɩya, dʋnɩya tɩyaŋ, pʋgɩma sɩ di badɔmɔŋ ka badɔmɔŋ mɛ sʋ, ka dɩ gaala mɛ wuwo gyʋʋ gaa badɔmɔŋ. 
MAT.6.20	Amɛ ma kyɛ kɩna kɩ biŋ ma tɩɩ wɩɩsɩbee tɩyaŋ, lee hʋ pʋgɩma aa bɩ sɩ wuwo di ba, ba bɩ sɩ sʋ, ka gaala mɛ bɩ sɩ wuwo gaa ba. 
MAT.6.21	Lee hʋ ɩ sɩfɩyaŋ kɩna aa we, doŋ nɛ ɩ hakɩla mɛ aa we.”
MAT.6.22	Ɛɛ rɛ Yesu bɩl baa, “Ɩ sɩya rɛ yaa ɩ teŋbii kyaanʋʋ. Dɩ ɩ sɩya rɛ weliye a kɩ na, ɩ teŋbii buloŋ kaŋ kyaanʋʋ rɛ, 
MAT.6.23	amɛ dɩ ɩ sɩya bee na, ɩ teŋ buloŋ aa we bilhuu tɩyaŋ nɛ. Dɩ kyaanʋʋ hʋ aa we ɩ tɩyaŋ nɛ ko bɩrɩmɩ bilhuu, bilhuu kɩŋkaŋ tɩyaŋ nɛ ɩ paalɩ we gɛɛ.”
MAT.6.24	Ba bɩ sɩ wuwo kpa dʋŋdɔɔdɩgɩ a dɔbɔ dʋŋdɔɔ-nɩmma balɩya, beewɩya ʋ sɩ kyo kɩdɩgɩ aŋ haasɩ kɩdɩgɩ mɛ. Ʋ sɩ kɩ tɩŋ kɩdɩgɩ nyʋwa weliŋ aŋ kɩ vɩya kɩdɩgɩ hʋ mɛ nyʋwa. Ɛɛ tɩɩ rɛ nal buloŋ mɛ bɩ sɩ wuwo kyo dʋnɩya no kɩna aŋ bɩl tɩŋ Wɩɩsɩ mɛ.
MAT.6.25	Ɛɛwɩya, ŋ basɩ kɩ tɩya ma rɛ, ma ta leŋ dɩ ma mɩɩbol wɩya kyɩl ma. Ma ta leŋ dɩ kɩna hʋ ma aa sɩ di koo kɩna hʋ ma aa sɩ nyʋwa ma mɩɩbol tɩyaŋ wɩya kyɩl ma. Ma ta leŋ dɩ ma teŋbii kɩna wɩya mɛ kyɩla ma. Beewɩya, kɩdiiliye dʋŋ daa aa tɩya nihuwobiŋ mɩɩbol. Gannɩ mɛ dʋŋ daa yaa nihuwobiŋ teŋbii kɩkyɛɛlɩya. Kɩdiiliye abee gannɩ no buloŋ bɩ maga ma mɩɩbol. 
MAT.6.26	Ma deŋ na digibiisi, ba bee pala, ba bɩ kaŋ busolo mɛ a kɩ we kɩdiiliye, amɛ á Kuwo Wɩɩsɩ aa we wɩɩsɩbee tɩyaŋ nɛ aa tɩya ba kɩdiiliye. Ma yaŋ daa kaŋ tɔnɔ a te digibiisi no? 
MAT.6.27	Ma tɩyaŋ kɩbee rɛ sɩ wuwo kuu kɩna no aa kyɩla ʋ wɩya a kaŋ kyɛdɩgɩ mɛ pɛ ʋ tɩɩ mɩɩbol tɩyaŋ. 
MAT.6.28	Bee rɛ yaŋ tɩŋ gannɩ wɩya kyɩl ma? Ma deŋ na tɩɩfɩɩla aa we ɔhɔ tɩyaŋ. Ba bee tʋŋ tʋma, ba bɩ ala gannɩ mɛ kɩ laalɩ, 
MAT.6.29	amɛ ba weliye rɛ kɩŋkaŋ. Kuwori Solomɔn gyɩ kaŋ kɩna rɛ weliŋ. Amɛ abee gɛɛ buloŋ ʋ gannɩ fa bɩ weliye a maga tɩɩfɩɩla no kɩdɩgɩ buloŋ. 
MAT.6.30	Dɩ Wɩɩsɩ rɛ aa sɩ wuwo leŋ ɔhɔ aa sɩ we doŋ gyɩnaŋ bee kyiye dʋŋ weliye gɛɛ, ma bɩɩna anɩɩ Wɩɩsɩ bɩ sɩ wuwo leŋ dɩ ma na gannɩ tɔ ma tɩɩ rɛ koo. Ma na gɛɛ ma Wɩɩsɩ laadii aa maga? 
MAT.6.31	Ɛɛwɩya ma ta leŋ kɩdiiliye hʋ ma aa sɩ di, koo kɩŋ hʋ ma aa sɩ nyʋwa, koo kɩŋ hʋ mɛ ma aa sɩ laalɩ wɩya kyɩl ma. 
MAT.6.32	Nala hʋ aa bɩ gyɩŋ Wɩɩsɩ dʋnɩya no tɩyaŋ, ba aa rɛ aa leŋ kɩna no wɩya kyɩl ba. Ma Kuwo aa we wɩɩsɩbee tɩyaŋ gyɩma anɩɩ ma maga dɩ ma kaŋ kɩna no buloŋ nɛ. 
MAT.6.33	Amɛ, ma laa sɩya kyɛ kɩna hʋ aa we Wɩɩsɩ koro hʋ tɩyaŋ, a kyɛ gɛɛ hʋ ma aa sɩ yaa a kaŋ tɩpʋlʋŋ Wɩɩsɩ sɩya tɩyaŋ. Ʋ sɩ kpa kɩkaalɩya hʋ buloŋ mɛ a pɛ tɩya ma. 
MAT.6.34	Ɛɛwɩya, ma ta leŋ dɩ kyiye wɩya kyɩl ma. Kyɛɛ buloŋ kaŋ ʋ wɩgyʋʋlɩya rɛ. Ma ta bɩl kpaa wɩdʋma buloŋ pɛ kyɛɛ kɩdɩgɩ buloŋ bee ʋ wɩgyʋʋlɩya tɩyaŋ.”
MAT.7.1	Ta dii ɩ dɔŋtɩɩna sarɩya, dɩ Wɩɩsɩ mɛ ta dii ɩ sarɩya. 
MAT.7.2	Beewɩya ɛɛ hʋ tɩɩ ɩ aa yaŋ di ɩ dɔŋtɩɩna sarɩya, ɛɛ tɩɩ rɛ Wɩɩsɩ mɛ sɩ di ɩ sarɩya. Ɩ aa yaŋ kpa gɛɛ tɩŋ ɩ dɔŋtɩɩna, ɛɛ tɩɩ rɛ Wɩɩsɩ mɛ sɩ kpa tɩŋa ɩ. 
MAT.7.3	Ɛɛ rɛ ɩ yaa a wuwo na gyagɩŋ hʋ aa we ɩ dɔŋtɩɩna sɩɩ tɩyaŋ aŋ bee na daakuu hʋ kɛ aa we ɩ tɩɩ sɩɩ tɩyaŋ? 
MAT.7.4	Ɛɛ rɛ ɩ sɩ yaa basɩ tɩya ɩ dɔŋtɩɩna a baa dɩ ʋ leŋ dɩ ɩ lɩɩ gyagɩŋ hʋ aa we ʋ sɩɩ tɩyaŋ ta, aŋ bɩ sɩ wuwo lɩɩ daakuu hʋ aa we ɩ tɩɩ sɩɩ tɩyaŋ kɛ. 
