MAT.1.1	Nde nguinu scua nii ta nten 'in Jesucristo, sñe' ta nten 'in Davi, cui' sñe' ta nten 'in Abraham. 
MAT.5.46	Si'yana cha' chu'hui cha' tsu'hue 'in um lo'o tsalca nu ntsu'hui cha' tsu'hue 'in lo'o um, ¿ñi cha' tsu'hue ta nducua tloo um xacan'? ¿Ta si'i lo'o nten nu nducun' n'ni cuaña'an? 
MAT.5.47	Cha' chcui' cha' um 'in tsalca ta'a ti um, ¿ta nducua la ngui'ni um 'in xca tucui? ¿Ta si'i lo'o ne' gentil n'ni ne' cuaña'an? 
MAT.5.48	Can' cha' ca um sca nten nu ñi ndi'in cha' 'in, tsaña'an Sti um ñi nu nducua ni' cuaan, ñi ndi'in cha' 'in ñi.
MAT.6.1	Xñi um cunta si'yana si'i tloo ña'an nten cu'ni um scasca loo cha' tsu'hue, ta si'yana taa ne' loo um, lo' cha' cuaña'an cu'ni um, a sca cha' tsu'hue qui'ni ca'an 'in um lo'o tso' 'in Stina Ndiose nu nducua ni' cuaan. 
MAT.6.2	Can' cha' xa taa um sca lcuan, a xicune um cha' can' tloo nten, si'yana cuaña'an ngui'ni sca nu a ñi ndi'in cha' 'in se'en n'ni tnu ne' 'in Ndiose, uta sca se'en la, ña'an ca si'yana caja nu taa loo can'. Nu cha' ñi cunen lo'o um, lo'o tsacan' ti cua' lca siya' can'. 
MAT.6.3	Una xa taa um sca lcuan, a ntsu'hui cha' ca jlyo ti' tso' ca 'in um na nu taa tso' cuen 'in um, 
MAT.6.4	cunan ti ntsu'hui cha' taa um lcuan, lo' Sti um, ñi nu nan' 'ya nchgaa loo cha', xitucui ñi cha' tsu'hue 'in um tloo na'an nten.
MAT.6.5	Xa chcui' lyi'o um 'in Ndiose, a cu'ni um tsaña'an n'ni nu a ñi ndi'in cha' 'in, si'yana nducui ti' can' ndyon nchcui' lyi'o 'in Ndiose se'en n'ni tnu ne' 'in ñi, uta sca se'en la, si'yana caja nu taa loo can'. Nu cha' ñi cunen lo'o um, lo'o tsacua ti ña'an cua' jui siya' can'. 
MAT.6.6	Una xa chcui' lyi'o um 'in Stina Ndiose, yten um ña'an 'in um lo' tucun um 'in na, lo' chcui' um lo'o ñi nu a chcan' nducua, lo' Sti um, ñi nu nan' 'ya nchgaa loo cha', xcuen ñi 'in um tloo na'an nten. 
MAT.6.7	Xa nchcui' lyi'o um 'in Ndiose, a chcui' um ticui' ti loo cha' tsaña'an n'ni ne' gentil nu a ndyu'hui lyoo 'in Ndiose, ñan ti' ne' ta si'yana qui'an cha' chcui' ne', caja nu cu'ni cunta 'in ne'. 
MAT.6.8	A nchca cha' cu'ni um ña'an nu ngui'ni ne', si'yana ñi nu lca Sti um cua' jlyo ti' ñi cha' nu 'ni 'in um, siya' ti' lyijyi jñan um 'in na. 
MAT.6.9	Can' cha' xa chcui' lyi'o um 'in Ndiose, ndeña'an chcui' um: Ndiose Sti hua, 'un ñi nu nducua ni' cuaan, scati um ntsu'hui cha' cu'ni tnu hua 'in um. 
MAT.6.10	Nchca ti' hua si'yana tsatlyu culo um tñan 'in hua, lo' cu'ni um tsaña'an nu lca tiquee um loo chendyu re, cui' tsaña'an ngui'ni um la ni' cuaan. 
MAT.6.11	Cunda scaa tsaan taa um na nu cunajo'o 'in hua. 
MAT.6.12	Cu'ni um cha' tlyu ti' 'in hua si'ya qui'ya ngui'ni hua, si'yana cuaña'an ngui'ni hua cha' tlyu ti' 'in nchgaa nu ngui'ni cha' ngunan' lo'o hua. 
MAT.6.13	A taa um cha' cuiya' sten cha' ngunan' tiquee hua, cui' ca nu culo tso' um 'in hua sii' cha' ngunan' can', si'yana scati um ndlo um tñan, lo' tlyu cha' cuiya' ntsu'hui 'in um, tsala xaa cu'ni tnu hua 'in um. Amen. 
MAT.6.14	Cha' cu'ni um cha' tlyu ti' 'in ta'a nten um, cui' cuaña'an Sti um, ñi nu nducua ni' cuaan, cu'ni ñi cha' tlyu ti' 'in um, 
MAT.6.15	una cha' a cu'ni um cha' tlyu ti' 'in ta'a nten um, ticui' cuaña'an Sti um, ñi nu nducua ni' cuaan, a cu'ni ñi cha' tlyu ti' 'in um si'ya qui'ya ngui'ni um.
MAT.6.16	Xa cu'ni um ayuna, a taa um ya' ca xi'in tloo um tsaña'an n'ni nu a ñi ndi'in cha' 'in, n'ni xi'in can' tloo si'yana ca jlyo ti' nten si'yana ngui'ni ayuna. Nu cha' ñi cunen lo'o um, lo'o tsacua ti ña'an cua' jui siya' can'. 
MAT.6.17	Una xa cu'ni um ayuna, cu'ni chu'hue um 'in um, lo' ycui um tyi'a tloo um, 
MAT.6.18	si'yana a ca chcan' ña'an si'yana ngui'ni um ayuna, cui' ca nu cu'ni um cha' can' tloo Stina Ndiose, ñi nu a chcan' nducua, lo' Sti um, ñi nu nan' 'ya nchgaa loo cha', xcuen ñi 'in um tloo na'an nten.
MAT.6.19	A so' ti'in um cha' cuilyiya' loo chendyu re, se'en nu sta 'ni 'in na lo' jlyo na, se'en nu sten yu cunan lo' cui'ya 'in na, 
MAT.6.20	cui' ca nu so' ti'in um cha' cuilyiya' la ni' cuaan, se'en nu a tca sta 'ni 'in na, ñi a ntsu'hui cha' jlyo na, ñi yu cunan lo' a cui'ya 'in na. 
MAT.6.21	Si'yana se'en ndi'in cha' cuilyiya' 'in um, can' nguilyu cusya 'in um.
MAT.6.22	Quiloo um ndu'hui na xaa 'in um, can' cha' xa nu tsu'hue xaa quiloo um, ti' ña'aan um mtsa'an yu'hui xaa can' 'in um, 
MAT.6.23	una cha' a tsu'hue xaa quiloo um, ticui' cuaña'an ña'aan um tla yta um. Lo' cha' tla yta cha' tiyaa 'in um, ¿ña'an la ca ycui' ca tla yta can'?
MAT.6.24	A tucui nu tca chu'hui tucua x'nan, si'yana ña'an ti'i yu 'in sca, lo' xca can' lyee la chu'hui yu cunta 'in, uta lyee la su'hua loo yu 'in sca, lo' xca xcuan tloo yu 'in. Cui' cuaña'an a tca tyi'in tyaa um quiloo um 'in Ndiose, lo' ticui' xaa chcua quiloo um 'in cha' cuilyiya'.
MAT.6.25	Can' cha' cunen lo'o um: A su'hua um cha' nduhue ti' tiquee um lo'o na nu cunajo'o 'in um, ñi ste' um lo' a chu'hui yuhue' ti' um. ¿Ta a ndon loo la chendyu 'in um que 'in cha' nchcu, cui' cuaña'an cunan' um, ta a ntsu'hui lyoo la na que 'in ste' um? 
MAT.6.26	Xñi um cunta ña'an ndi'in cha' 'in quiñi, a ntya 'in jyaan, a sca na nxo' 'in, ñi a ntñan 'in ju'hua, una Sti um, ñi nu nducua ni' cuaan nxicu 'in 'in. ¿Ta si'i lyee la ntsu'hui lyoo um que 'in quiñi? 
MAT.6.27	Siya' lyee la nsu'hua um cha' nduhue ti' tiquee um, ¿ta ñan ti' um tca tya cula la um 'in um lo'o xca lii scun um? 
MAT.6.28	A cunta lo'o te' nu ntsu'hui cha' co' um, ¿ñi cha' lyee 'a nsu'hua um cha' nduhue ti' tiquee um lo'o na? Xñi um cunta ña'an ndlyo sca yca quee nu nducua ni' quixin', a n'ni na tñan, ñi a ntñan na te', 
MAT.6.29	una cunen lo'o um sca cha', ñi yu ree Salomón tsaña'an nu ncua cuilyiya' yu, lo' a tsu'hue la yco' yu que ña'an quee cua. 
MAT.6.30	Cha' cuaña'an nxico' Ndiose 'in quixin', cua' ñii tsu'hue ña'an na una quiaa quinan' na lo' tsaa na loo quii'. ¿Ta si'i nde lyee la xico' ñi 'in um, 'un nu jo'o ndiya qui'an ti' 'in ñi? 
MAT.6.31	Can' cha' a su'hua um cha' nduhue ti' tiquee um, ta ljuin um: ¿Ñi na cu na, ñi na co'o na, lo' ñi na co' na? 
MAT.6.32	Si'yana chon' nchgaa cha' re nchcua quiloo ne' gentil, una ñi nu lca Sti um, ñi nu nducua ni' cuaan, jlyo ti' ñi si'yana 'ni cha' 'in um lo'o nchgaa cha' re. 
MAT.6.33	Quia nan um 'in Ndiose culo nducua la, lo' tucua um tñan cha' nu ñi 'in ñi, lo' nchgaa cha' re tya cula lo'o ñi 'in um. 
MAT.6.34	Can' cha' a su'hua um cha' nduhue ti' tiquee um ña'an tyijyin um tsaan quiaa, si'yana quiaa cua' ljyan lo'o na cha' nduhue ti' 'in na, cui' lya lo'o cha' nu nchca tsaan re ñii.
MAT.7.1	A nchca cha' su'hua qui'ya ta'a um, si'yana a caja nu su'hua qui'ya 'in um. 
MAT.7.2	Si'yana tsaña'an nsu'hua um qui'ya 'in xca tucui, cuaña'an caja nu su'hua qui'ya 'in um, lo'o cuiya' nu nsu'hua cuiya' um, cui' cuaña'an caja nu su'hua cuiya' 'in um. 
MAT.7.3	¿Ñi cha' lyee 'a nxñi um cunta mti nu ntsu'hui quiloo ta'a nten um, lo' a n'ni cunta um co' yca nu ntsu'hui quiloo um? 
MAT.7.4	¿Ña'an ta tca ljuin um 'in ta'a um: Tyaa um ya' culyoon mti nu ntsu'hui quiloo um, lo' cha' quiloo um ntsu'hui sca co' yca 'in na? 
MAT.7.5	'Un ne' nu a ñi ndi'in cha' 'in, lyoo um co' yca nu ntsu'hui quiloo um culo nducua la, la xacan' ca chcan' tsu'hue 'in um culyoo um mti nu ntsu'hui quiloo xca tucui. 
MAT.7.6	A su'hua um na nu luhui tloo xni', ñi a su'hua um na nu ntsu'hui lyoo 'in um tloo cuhue', ña'an tu' sti quiya' 'in 'in na, lo' xiton 'in lo'o um, can' cha' xñi um cunta 'in um lo'o nten.
MAT.7.7	Jñan um na nu nchca ti' um, lo' caja na 'in um, quia nan um cha' can' lo' quija lyoo na 'in um, chcui' um lo' caja nu sla tuna'an 'in um. 
MAT.7.8	Si'yana nchgaa nu jñan sca cha', a s'ni caja na 'in, lo' nu nan cha' can', a s'ni quija lyoo na 'in, lo' nu nchcui', a s'ni ndyijyi nu sla tuna'an 'in. 
MAT.7.9	¿Ti ña'an um ndi'in sñe' um, lo' xa jñan jaslya 'in um, ta xtyi ti' um taa um quee 'in can'? 
MAT.7.10	¿Uta cha' jñan cula 'in um, ta xtyi ti' um taa um cunaan 'in can'? 
MAT.7.11	Cha' 'un lca um nten nu nducun', lo' ndaa um na nu tsu'hue 'in sñe' um, ¿ña'an la ca Stina Ndiose, ñi nu nducua ni' cuaan, na a taa ñi cha' tsu'hue nu jñan um 'in ñi? 
MAT.7.12	Can' cha', tsaña'an nu nducua tloo um cu'ni nten lo'o um, cuaña'an ntsu'hui cha' cu'ni um lo'o ne', si'yana nde cha' nu nsu'hua lo'o ña'aan cha' nu nchcui' lee lo'o cha' nu ycui' yu nu mxiycui' Ndiose 'in cua' s'ni.
MAT.7.13	Quia nan um ña'an sten um tuna'an nu lu'hui, si'yana xeen 'a tuna'an lo' xeen tucueen nu ndiyaa loo cha' ngunan', lo' qui'an 'a nten nguiten ne' tuna'an can'. 
MAT.7.14	Si'yana lu'hui tuna'an lo' titi tucueen nu ndiyaa se'en caja chendyu, lo' chin' nu nguija lyoo na 'in.
MAT.7.15	Xñi um cunta 'in um lo'o yu cuiñi nu nchcui' si'yana Ndiose nxiycui' 'in, yu nu ngui'ni 'in tsaña'an nchca ti' sca slya', una cusya 'in yu nguia cha' 'in na ña'an nchca ti' 'ni la. 
MAT.7.16	Si'ya tñan nu n'ni yu tca chu'hui lyoo um 'in yu. ¿Ta tca cui'yu mti uva loo ti quiche', uta tyi'o mti higo loo yca quiche'? 
MAT.7.17	Cui' cuaña'an ndi'in cha' 'in sca yca: Cha' tsu'hue na, tsu'hue mti ndyi'yu loo na, lo' cha' a tsu'hue na, ticui' cuaña'an a tsu'hue mti ndyi'o loo na. 
MAT.7.18	Si'yana sca yca nu tsu'hue, a ntsu'hui cha' cui'yu mti nu a tsu'hue loo na, cui' cuaña'an sca yca nu a tsu'hue, a tca cui'yu mti nu tsu'hue loo na. 
MAT.7.19	Can' cha' nchgaa yca nu a ndyi'yu mti nu tsu'hue ña'an loo, xi'yu na lo' tsaa na loo quii'. 
MAT.7.20	Can' cha' si'ya tñan nu n'ni sca nten tca chu'hui lyoo na 'in ne'.
MAT.7.21	Si'i nchgaa nu nchcui': Ñi X'nan hua, Ñi X'nan hua, tca sten se'en ndlo Ndiose tñan, cui' ca nu tsalca nu nducua tñan ña'an nu nchca ti' Stin, ñi nu nducua ni' cuaan. 
MAT.7.22	Qui'an 'a nu chcui' lo'on tiyaa xaa, lo' ljuin: Ñi X'nan hua, Ñi X'nan hua, ¿ta si'i lo'o cha' cuiya' 'in um mda'an ycui' hua cha' tsu'hue re? ¿Ta si'i lo'o cha' cuiya' 'in um ngulo hua cui'in xa'an nu ntsu'hui 'in nten? ¿A cunta m'ni hua scasca cha' nu tnu lo'o cha' cuiya' 'in um? 
MAT.7.23	Xacan' xcuen 'in can': —A siya' yu'hui lyoon 'in um, tyi'o tso' um siin', 'un nu ngui'ni tñan ngunan'—.
MAT.7.24	Nu quine 'in cha' nu nchcuin' re, lo' ca ja'an 'in na, nguiaa cha' 'in can' tsaña'an nguiaa cha' 'in sca nten nu mdi'in tyaa suun na'an 'in loo quee nu tla. 
MAT.7.25	Mdyisnan ngu'ya quioo lo' ycuen yla chco tlyu, a cunta yaan cui'in tnu nu mdijin se'en nducua na'an can', una a mdlyu na si'yana tsu'hue mdi'in suun na chon' quee can'. 
MAT.7.26	Una nu quine 'in cha' nu nchcuin' re, lo' a ca ja'an 'in na, nguiaa cha' 'in can' ña'an cha' 'in nten nu ndiya lyijyi cha' tiyaa 'in, nu mdi'in tyaa suun na'an 'in loo ysin. 
MAT.7.27	Mdyisnan ngu'ya quioo lo' ycuen yla chco tlyu, yaan cui'in tnu lo' mxitlyu 'in na, lo' ña'aan na 'in yu ngujlyo na. 
MAT.7.28	Xa mdyi ycui' Jesús cha' can', lyee 'a yuhue ti' ne' ña'an cha' nu ndlo'o ñi, 
MAT.7.29	si'yana lo'o cha' cuiya' ndlo'o ñi, lo' si'i ña'an ndlo'o ne' escriba.
MAT.8.1	Xa mdo'o Jesús loo qui'ya lyo' ti can', qui'an 'a nten mducui ncha'an 'in ñi. 
MAT.8.2	Xacan' yaan sca yu nu nguxen quitso' la 'in se'en ndon ñi, lo' mdyi'ya xtyin' yu tloo ñi lo' juin yu: Ñi X'nan hua, cha' nchca ti' um tca cu'ni chca um 'ñan. 
MAT.8.3	Jesús mxñii ñi yaa' ñi lo' yla' ñi 'in yu, lo' juin ñi: Nchca tin' cu'ni chcan 'in, quinu luhui lo'o quicha cua 'in. Ticui' xaa ngulyijyi quitso' la can' 'in yu. 
MAT.8.4	Xacan' juin Jesús 'in yu: Ña'an jan ñi, a chcui' lo'o ñi sca tucui, cui' ca nu tsaa lo' culo'o 'in tloo yu nu ntsu'hui cunta cha' 'in laa, lo' taa sca lcuan tsaña'an nu ngulo Moisé tñan, cuaña'an ca jlyo ti' nten si'yana cua' mchca.
MAT.8.5	Xa mdiyaa Jesús tu'hua quichen Capernaum, sca x'nan sindatu yan ycua 'in ñi, lo' mdyisnan mjñan yu cha' tsu'hue 'in ñi, 
MAT.8.6	lo' juin yu: Ñi X'nan hua, sca yu nguso 'ñan nscua yu la na'an 'ñan, ti'i 'a ndijin yu lo' a nchca tyi'an yu. 
MAT.8.7	Xacan' mxcuen Jesús 'in yu: Nan' tsa'an lo' cu'ni chcan 'in yu. 
MAT.8.8	X'nan sindatu can' mxcuen 'in ñi: Ñi X'nan hua, a ntsu'hui suun 'ñan sten um ña'an 'ñan, tsaloo ti chcui' um sca cha' lo' chca nguso 'ñan. 
MAT.8.9	Si'yana lo'on nan' ntsu'hui nu ndlo tñan 'ñan, a cunta ndlon tñan 'in sca ta sindatu, lo' cha' cunen lo'o sca yu: Nde se'en tsaa, lo' tsaa yu. Cha' cunen lo'o xca yu: Quiaan nde re, lo' quiaan yu. Cha' chcuin' lo'o nguso 'ñan: Nde tñan cu'ni, lo' cu'ni yu 'in na. 
MAT.8.10	Xa ngune 'in Jesús cha' can', yuhue 'a ti' ñi lo' juin ñi 'in nten nu nda'an ncha'an 'in ñi: Nu cha' ñi cunen lo'o um, ñi sca ne' Israel, lo' a ndiyaa ne' cuiya' tsaña'an ndiya qui'an ti' yu re 'ñan. 
MAT.8.11	Cunen lo'o um sca cha', qui'an 'a ne' nu ntsu'hui cha' tyi'o luhua' se'en nchcua cucha, lo'o luhua' se'en nguiaa cucha, can' nu chcua sca se'en ti lo'o Abraham, lo'o Isaac, lo'o Jacob la ni' cuaan se'en ndlo Ndiose tñan. 
MAT.8.12	Una nu ntsu'hui ca cha' qui'ni ca'an 'in se'en ndlo Ndiose tñan, can' nu tsato'o quinu nde lyiya' se'en tla yta, lo' xi'ya yja cueen can' loo nu lyee tyijyin nu ti'i. 
MAT.8.13	Xacan' juin Jesús 'in x'nan sindatu can': Quia lya, lo' tsato'o ña'an nu ndiya qui'an ti'. Ticui' xaa mchca nguso 'in yu.
MAT.8.14	Mdiyaa Jesús la na'an 'in yu Tyo, lo' na'an ñi si'yana jyi'an laa yu nscua ti'i lo'o tique'. 
MAT.8.15	Yla' ñi yaa', lo' cui' xaa mdyi'o tique' can', mdyiton ne' lo' mdyisnan m'ni cunta ne' 'in jun. 
MAT.8.16	Xa ngu'ya tla mdyisnan mdiyan lo'o ne' qui'an 'a nu ntsu'hui cui'in xa'an 'in se'en ndon ñi, lo' ngulo ñi cui'in xa'an can' si'ya cha' nu ycui' ñi, lo' m'ni chca ñi 'in nchgaa nu ti'i, 
MAT.8.17	si'yana chcua cha' nu mxiycui' Ndiose 'in yu Isaía xa juin yu: —Cui' ñi ngu'ya ñi quicha 'in na, lo' mdijin ñi nu ti'i tñan loo na—.
MAT.8.18	Na'an Jesús si'yana qui'an 'a nten msu'hua lo'o 'in ñi, can' cha' mdi'in tyaa ñi cha' si'yana tyijyin xi'yu jun xca tso' tiyo'. 
MAT.8.19	Yaan sca yu escriba se'en ndon ñi lo' juin yu 'in ñi: 'Un ñi nu lca Bstro, chcui ncha'an 'in um nchgaa se'en tsaa um. 
MAT.8.20	Mxcuen Jesús 'in yu: Sca cuta' nducua tyi 'in, cui' cuaña'an quiñi ntsu'hui ten 'in, una Yu Qui'yu nu Mdo'o nde ni' Cuaan, a ndyijyi se'en nxitñan' yu. 
MAT.8.21	Xca yu nu nducui ncha'an 'in ñi juin yu 'in ñi: Ñi X'nan hua, taa um cha' cuiya' quia tsin' 'in stin culo nducua la. 
MAT.8.22	Mxcuen Jesús 'in yu: Chcui ncha'an 'ñan, si'yana a s'nan nu chu'hui yuhue' ti' cutsi' 'in nu cua' ngujui.
MAT.8.23	Ña'aan yten Jesús ni' yca na'an, cua' lo'o yu ta'a nda'an ñi yten 'in na. 
MAT.8.24	Cui' xaa ti can' yaan sca quio cui'in tnu, lo' mdyisnan nguitsa tiyo' can', mdyiton sten na lo' ncho'o ti'in na 'in yca na'an can', una Jesús nscua lja' ñi. 
MAT.8.25	Yu ta'a nda'an ñi ngulyoo sla ñi lo' juin 'in ñi: ¡Ñi X'nan hua, culo laa um 'in hua, cua' quityin' yu'hui ti na! 
MAT.8.26	Juin ñi 'in yu: ¿Ñi cha' ta nguitsen um, ta jo'o 'a ndiya qui'an ti' um? Xacan' mdyiton ñi, lo' ngusun lo'o ñi 'in cui'in can' lo'o tiyo' can', lo' cui' xaa mdi'in tiin na. 
MAT.8.27	Ndyijyin ya' yuhue ti' yu ta'a nda'an ñi lo' juin yu: ¿Tucui ca lca ñi re, ñi cha' hasta cui'in lo'o tiyo' re, lo' ja'an na 'in ñi?
MAT.8.28	Xa mdiyaa jun xca tso' tiyo' can' se'en lca loo yuu 'in ne' Gadara, yan ycua tucua yu nu ntsu'hui cui'in xa'an 'in, nu mdo'o ni' lyi'o se'en nguitsi' nten, ndyijyin cuiya' la yu, ñi a tucui 'a xtyi ti' tyijyin tucueen can'. 
MAT.8.29	Ycui' cueen yu: Jesús, 'un ñi nu lca Sñe' Ndiose, ¿ñi cha' ljyan taa um cha' nsin' ti' 'in hua? ¿Ta na ljyaan um xitijin um 'in hua nu ti'i, lo' na ti' lyijyi tiyaa xaa 'in hua? 
MAT.8.30	Cua' tijyo' chin' nda'an nan ycu sca ta tlyu cuhue'. 
MAT.8.31	Cui'in xa'an can' mjñan cha' tsu'hue 'in ñi, lo' juin: Cha' ntsu'hui tiquee um culo um 'in hua, una taa um cha' cuiya' sten hua 'in cuhue' cua. 
MAT.8.32	Mxcuen ñi 'in: Yaa um. Cui' xaa mdo'o cui'in xa'an can' lo' yten se'en ndi'in cuhue' can', cui' ña'an lcaa mdo'o 'in msnan 'in, lo' tsatlyu mxityu loo 'in loo tiyo' can', can' ngujui yu'hui 'in. 
MAT.8.33	Yu nu na'an seen 'in 'in, msnan yu nguiaa yu nde quichen, mdaa yu suun cha' nu yato'o, lo'o cha' 'in yu nu ntsu'hui cui'in xa'an can' 'in. 
MAT.8.34	Ña'aan quichen ne' ya ycua ne' 'in Jesús. Lo' xa na'an ne' 'in ñi, mjñan ne' cha' tsu'hue 'in ñi si'yana xitucui ñi nde se'en mdo'o ñi.
MAT.9.1	Xacan' yten ñi ni' yca na'an can', mdyi'o ca'an ñi xca tso' lo' nguila ñi quichen se'en ndi'in ñi. 
MAT.9.2	Yato'o mdiyan lo'o ne' sca yu ti'i nscua loo qui'ñan se'en ndon ñi, lo' a nchca tyi'an yu. Xa na'an Jesús si'yana lyee ndiya qui'an ti' yu nu ndiya lo'o 'in nu ti'i can', xacan' juin ñi 'in nu ti'i can': Sñen', cu'ni tnu tiquee, cua' nguten qui'ya 'in. 
MAT.9.3	Lja can' nducua tucua snan ne' escriba, lo' ñan ti' ne': Yu re, nchcui' ca'an yu 'in Ndiose. 
MAT.9.4	Jesús, cui' xaa ngujlyo ti' ñi ña'an cha' nu ñan ti' ne', lo' juin ñi 'in ne': ¿Ñi cha' ñan ti' cusya 'in um cha' ngunan'? 
MAT.9.5	¿Ti ña'an ta cha' a tucui la chcuin' lo'o yu ti'i re: Ta cunen lo'o yu, cua' nguten qui'ya 'in, uta na cunen lo'o yu, tyiton, xñi s'ñan lo' quiaa? 
MAT.9.6	Ca jlyo ti' um si'yana lo'on nan', Yu Qui'yu nu Mdo'o nde ni' Cuaan, ntsu'hui cha' cuiya' 'ñan xicuten qui'ya 'in nten, (xacan' juin ñi 'in yu ti'i can'): Tyiton, xñi s'ñan lo' quiaa nde ña'an 'in. 
MAT.9.7	Cui' xaa mdyiton yu ti'i can', lo' nguiaa yu nde ña'an 'in yu. 
MAT.9.8	Xa na'an ne' cha' nu yato'o, ndyijyin ya' yuhue ti' ne lo' m'ni tnu ne' 'in Ndiose, si'yana tsacua ña'an cha' cuiya' mdaa ñi 'in nten chendyu.
MAT.9.9	Xacan' mdo'o Jesús nguiaa ñi, se'en mdijin ñi, can' na'an ñi sca yu naan Mateo, nducua yu se'en nsu'hua lyiya' nten tñi, lo' juin ñi 'in yu: Chcui ncha'an 'ñan. Cui' xaa mdyiton yu lo' mducui ncha'an yu 'in ñi. 
MAT.9.10	Yato'o sca tsaan mdiyaa ñi sca na'an, lo' yten tucua ñi tu'hua msa lo'o yu ta'an nda'an ñi, a cunta qui'an nu mdiya ti'in can', ne' nducun' lo'o yu nu ndlo tñi, tsatlyu mducua ne' lo'o Jesús. 
MAT.9.11	Xa na'an ne' fariseo cha' re, juin ne' 'in yu ta'a nda'an ñi: ¿Ñi cha' sca se'en ti nchcu yu nu lca Bstro 'in um lo'o yu nducun', lo'o yu nu ndlo tñi? 
MAT.9.12	Xa ngune 'in Jesús cha' nu ycui' ne', xacan' juin ñi: Nten nu tsu'hue lca 'in, a 'ni cha' 'in ne' lo'o nu n'ni rmiyu, una nu ti'i can' nu 'ni cha' 'in. 
MAT.9.13	Quia nan um cha' tiyaa 'in um ñi cha' nchca ti' chcui' cha' re: —Cha' tsu'hue nu tyi'o ni' cusya 'in um nchca tin', lo' si'i nu tiquin tucua um 'ni tloon—. Si'yana a ljyan nan 'in nten nu cua' lca tsu'hue, cui' ca nu 'in nten nu ngui'ni qui'ya, si'yana xilo'o chon' ne' cha' ngunan' 'in ne'.
MAT.9.14	Yato'o sca tsaan mdiyaa tucua snan ta'a nda'an yu Xuhua, lo' mñicha' yu 'in Jesús: ¿Ñi cha' huare' lo'o ne' fariseo lyee 'a n'ni hua ayuna, lo' yu ta'a nda'an um a n'ni yu ayuna? 
MAT.9.15	Lo' juin Jesús 'in yu: ¿Ta tca tyi'in lu'un ti' nten nu ndi'in se'en ndyija cuilyi'o ne', cha' na ti' nducua yu nu ndyija cuilyi'o can'? Una tsa tucua tsaan, yu nu ndyija cuilyi'o can', a la 'a quine cueen yu, la xacan' cu'ni ne' ayuna. 
MAT.9.16	A tucui nu nxcuan su'hua sca te' cula lo'o tsa yu'hue te' tiji, si'yana te' tiji can' xiya' na, lo' se'en mda' 'in na quita lyijyi na. 
MAT.9.17	Cui' cuaña'an a tucui nu nsu'hua vino nu cui ti ni' sca cuijyin quijyin nu cula, si'yana cha' cu'ni ne' cuaña'an, cutsu quijyin can' lo' quilo vino can', a cunta jlyo quijyin can'. Can' cha' nsu'hua ne' vino nu cui ti ni' sca cuijyin quijyin nu cui ti, lo' ñi sca na lo' a jlyo na xacan'.
MAT.9.18	Lja nu ti' nchcui' ñi cha' can' mdiyaan sca yu nu ndon loo quichen can' se'en ndon Jesús, mdyi'ya xtyin' yu tloo ñi lo' juin yu: Sca sñen' nan' nu cuna'an tca ngujui, cu'ni um sca cha' tsu'hue tsaa um lo' tyi'in tyaa um yaa' um que, lo' tyiqui'o. 
MAT.9.19	Cui' xaa mdo'o Jesús nguiaa ñi lo'o ta'a nda'an ñi la na'an 'in yu. 
MAT.9.20	Una nde chon' ñi mducui ncha'an sca ne' cuna'an, nu cua' ntsu'hui tichcua yjan ti'i lo'o quicha nguilo tne, cui' ti mdiyaa ne' lo' yla' ne' tu'hua ste' ñi, 
MAT.9.21	si'yana ndeña'an ñan ti' ne': Si cua' tsu'hue ste' ti ñi culan', lo' chcan. 
MAT.9.22	Una Jesús mxiton ñi lo' na'an ñi 'in ne', lo' juin ñi: Sñen', cu'ni tnu tiquee, cua' mchca si'yana ndiya qui'an ti'. Ticui' xaa can' mchca ne'. 
MAT.9.23	Xa yten Jesús ña'an 'in yu nu ndon loo can', na'an ñi si'yana cua' ndi'in yla yu cuhuii, a cunta qui'an nten cua' ndi'in can'. 
MAT.9.24	Lo' juin ñi 'in ne': Quia lya um, si'yana si'i na ngujui cuhui' re, na lja' ti cuhui'. Xacan' mstyi lyi'o ne' 'in ñi. 
MAT.9.25	Xa cua' m'ni ñi cha' mdyi'o ne' nde lyiya', yten ñi ña'an, msñi ñi yaa' cuhui' can', lo' cui' xaa mdyitucui cuhui'. 
MAT.9.26	Ña'aan se'en can' mscua cueen cha' nu yato'o.
MAT.9.27	Xa mdo'o Jesús nguiaa ñi, tucua yu cuityin' mducui ncha'an 'in ñi, msi'ya yja cueen yu, lo' nchcui' yu: 'Un ñi nu lca Sñe' ta nten 'in Davi, ña'an 'tnan ti' um 'in hua. 
MAT.9.28	Xa mxitucui ñi nde ña'an, mdiya ncha'an yu cuityin' can' 'in ñi, lo' juin Jesús 'in yu: ¿Ta ndiya qui'an ti' um si'yana tca cu'ni chcan 'in um? Mxcuen yu: Ndiya qui'an ti' hua, Ñi X'nan hua. 
MAT.9.29	Xacan' yla' ñi quiloo yu lo' juin ñi: Cui' tsaña'an ndiya qui'an ti' um, lo' cuaña'an tsato'o na. 
MAT.9.30	Cui' xaa nguila xaa quiloo yu. Una Jesús tla mdi'in tyaa ñi cha' lo'o yu lo' juin ñi: Ña'an jan ñi, a chcui' um lo'o ñi sca tucui cha' re. 
MAT.9.31	Una xa mdo'o yu nguiaa yu, mdyisnan m'ni cueen yu cha' 'in ñi sca chcui se'en can'.
