MAT.1.1	ibrAhImaH santAnO dAyUd tasya santAnO yIzukhrISTastasya pUrvvapuruSavaMzazrENI|
MAT.6.24	kOpi manujO dvau prabhU sEvituM na zaknOti, yasmAd EkaM saMmanya tadanyaM na sammanyatE, yadvA Ekatra manO nidhAya tadanyam avamanyatE; tathA yUyamapIzvaraM lakSmInjcEtyubhE sEvituM na zaknutha|
MAT.6.25	aparam ahaM yuSmabhyaM tathyaM kathayAmi, kiM bhakSiSyAmaH? kiM pAsyAmaH? iti prANadhAraNAya mA cintayata; kiM paridhAsyAmaH? iti kAyarakSaNAya na cintayata; bhakSyAt prANA vasanAnjca vapUMSi kiM zrESThANi na hi?
MAT.6.26	vihAyasO vihaggamAn vilOkayata; tai rnOpyatE na kRtyatE bhANPAgArE na sanjcIyatE'pi; tathApi yuSmAkaM svargasthaH pitA tEbhya AhAraM vitarati|
MAT.6.27	yUyaM tEbhyaH kiM zrESThA na bhavatha? yuSmAkaM kazcit manujaH cintayan nijAyuSaH kSaNamapi varddhayituM zaknOti?
MAT.6.28	aparaM vasanAya kutazcintayata? kSEtrOtpannAni puSpANi kathaM varddhantE tadAlOcayata| tAni tantUn nOtpAdayanti kimapi kAryyaM na kurvvanti;
MAT.6.29	tathApyahaM yuSmAn vadAmi, sulEmAn tAdRg aizvaryyavAnapi tatpuSpamiva vibhUSitO nAsIt|
MAT.6.30	tasmAt kSadya vidyamAnaM zcaH cullyAM nikSEpsyatE tAdRzaM yat kSEtrasthitaM kusumaM tat yadIzcara itthaM bibhUSayati, tarhi hE stOkapratyayinO yuSmAn kiM na paridhApayiSyati?
MAT.6.31	tasmAt asmAbhiH kimatsyatE? kinjca pAyiSyatE? kiM vA paridhAyiSyatE, iti na cintayata|
MAT.6.32	yasmAt dEvArccakA apIti cESTantE; EtESu dravyESu prayOjanamastIti yuSmAkaM svargasthaH pitA jAnAti|
MAT.6.33	ataEva prathamata IzvarIyarAjyaM dharmmanjca cESTadhvaM, tata EtAni vastUni yuSmabhyaM pradAyiSyantE|
MAT.6.34	zvaH kRtE mA cintayata, zvaEva svayaM svamuddizya cintayiSyati; adyatanI yA cintA sAdyakRtE pracuratarA|
MAT.7.1	yathA yUyaM dOSIkRtA na bhavatha, tatkRtE'nyaM dOSiNaM mA kuruta|
MAT.7.2	yatO yAdRzEna dOSENa yUyaM parAn dOSiNaH kurutha, tAdRzEna dOSENa yUyamapi dOSIkRtA bhaviSyatha, anyanjca yEna parimANEna yuSmAbhiH parimIyatE, tEnaiva parimANEna yuSmatkRtE parimAyiSyatE|
MAT.7.3	aparanjca nijanayanE yA nAsA vidyatE, tAm anAlOcya tava sahajasya lOcanE yat tRNam AstE, tadEva kutO vIkSasE?
MAT.7.4	tava nijalOcanE nAsAyAM vidyamAnAyAM, hE bhrAtaH, tava nayanAt tRNaM bahiSyartuM anujAnIhi, kathAmEtAM nijasahajAya kathaM kathayituM zaknOSi?
MAT.7.5	hE kapaTin, Adau nijanayanAt nAsAM bahiSkuru tatO nijadRSTau suprasannAyAM tava bhrAtR rlOcanAt tRNaM bahiSkartuM zakSyasi|
MAT.7.6	anyanjca sAramEyEbhyaH pavitravastUni mA vitarata, varAhANAM samakSanjca muktA mA nikSipata; nikSEpaNAt tE tAH sarvvAH padai rdalayiSyanti, parAvRtya yuSmAnapi vidArayiSyanti|
MAT.7.7	yAcadhvaM tatO yuSmabhyaM dAyiSyatE; mRgayadhvaM tata uddEzaM lapsyadhvE; dvAram Ahata, tatO yuSmatkRtE muktaM bhaviSyati|
MAT.7.8	yasmAd yEna yAcyatE, tEna labhyatE; yEna mRgyatE tEnOddEzaH prApyatE; yEna ca dvAram AhanyatE, tatkRtE dvAraM mOcyatE|
MAT.7.9	AtmajEna pUpE prArthitE tasmai pASANaM vizrANayati,
MAT.7.10	mInE yAcitE ca tasmai bhujagaM vitarati, EtAdRzaH pitA yuSmAkaM madhyE ka AstE?
MAT.7.11	tasmAd yUyam abhadrAH santO'pi yadi nijabAlakEbhya uttamaM dravyaM dAtuM jAnItha, tarhi yuSmAkaM svargasthaH pitA svIyayAcakEbhyaH kimuttamAni vastUni na dAsyati?
MAT.7.12	yUSmAn pratItarESAM yAdRzO vyavahArO yuSmAkaM priyaH, yUyaM tAn prati tAdRzAnEva vyavahArAn vidhatta; yasmAd vyavasthAbhaviSyadvAdinAM vacanAnAm iti sAram|
MAT.7.13	sagkIrNadvArENa pravizata; yatO narakagamanAya yad dvAraM tad vistIrNaM yacca vartma tad bRhat tEna bahavaH pravizanti|
MAT.7.14	aparaM svargagamanAya yad dvAraM tat kIdRk saMkIrNaM| yacca vartma tat kIdRg durgamam| taduddESTAraH kiyantO'lpAH|
MAT.7.15	aparanjca yE janA mESavEzEna yuSmAkaM samIpam Agacchanti, kintvantardurantA vRkA EtAdRzEbhyO bhaviSyadvAdibhyaH sAvadhAnA bhavata, yUyaM phalEna tAn paricEtuM zaknutha|
MAT.7.16	manujAH kiM kaNTakinO vRkSAd drAkSAphalAni zRgAlakOlitazca uPumbaraphalAni zAtayanti?
MAT.7.17	tadvad uttama Eva pAdapa uttamaphalAni janayati, adhamapAdapaEvAdhamaphalAni janayati|
MAT.7.18	kintUttamapAdapaH kadApyadhamaphalAni janayituM na zaknOti, tathAdhamOpi pAdapa uttamaphalAni janayituM na zaknOti|
MAT.7.19	aparaM yE yE pAdapA adhamaphalAni janayanti, tE kRttA vahnau kSipyantE|
MAT.7.20	ataEva yUyaM phalEna tAn paricESyatha|
MAT.7.21	yE janA mAM prabhuM vadanti, tE sarvvE svargarAjyaM pravEkSyanti tanna, kintu yO mAnavO mama svargasthasya pituriSTaM karmma karOti sa Eva pravEkSyati|
MAT.7.22	tad dinE bahavO mAM vadiSyanti, hE prabhO hE prabhO, tava nAmnA kimasmAmi rbhaviSyadvAkyaM na vyAhRtaM? tava nAmnA bhUtAH kiM na tyAjitAH? tava nAmnA kiM nAnAdbhutAni karmmANi na kRtAni?
MAT.7.23	tadAhaM vadiSyAmi, hE kukarmmakAriNO yuSmAn ahaM na vEdmi, yUyaM matsamIpAd dUrIbhavata|
MAT.7.24	yaH kazcit mamaitAH kathAH zrutvA pAlayati, sa pASANOpari gRhanirmmAtrA jnjAninA saha mayOpamIyatE|
MAT.7.25	yatO vRSTau satyAm AplAva AgatE vAyau vAtE ca tESu tadgEhaM lagnESu pASANOpari tasya bhittEstanna patatil
MAT.7.26	kintu yaH kazcit mamaitAH kathAH zrutvA na pAlayati sa saikatE gEhanirmmAtrA 'jnjAninA upamIyatE|
MAT.7.27	yatO jalavRSTau satyAm AplAva AgatE pavanE vAtE ca tai rgRhE samAghAtE tat patati tatpatanaM mahad bhavati|
MAT.7.28	yIzunaitESu vAkyESu samApitESu mAnavAstadIyOpadEzam AzcaryyaM mEnirE|
MAT.7.29	yasmAt sa upAdhyAyA iva tAn nOpadidEza kintu samarthapuruSa_iva samupadidEza|
MAT.8.1	yadA sa parvvatAd avArOhat tadA bahavO mAnavAstatpazcAd vavrajuH|
MAT.8.2	EkaH kuSThavAn Agatya taM praNamya babhASE, hE prabhO, yadi bhavAn saMmanyatE, tarhi mAM nirAmayaM karttuM zaknOti|
MAT.8.3	tatO yIzuH karaM prasAryya tasyAggaM spRzan vyAjahAra, sammanyE'haM tvaM nirAmayO bhava; tEna sa tatkSaNAt kuSThEnAmOci|
MAT.8.4	tatO yIzustaM jagAda, avadhEhi kathAmEtAM kazcidapi mA brUhi, kintu yAjakasya sannidhiM gatvA svAtmAnaM darzaya manujEbhyO nijanirAmayatvaM pramANayituM mUsAnirUpitaM dravyam utsRja ca|
MAT.8.5	tadanantaraM yIzunA kapharnAhUmnAmani nagarE praviSTE kazcit zatasEnApatistatsamIpam Agatya vinIya babhASE,
MAT.8.6	hE prabhO, madIya EkO dAsaH pakSAghAtavyAdhinA bhRzaM vyathitaH, satu zayanIya AstE|
MAT.8.7	tadAnIM yIzustasmai kathitavAn, ahaM gatvA taM nirAmayaM kariSyAmi|
MAT.8.8	tataH sa zatasEnApatiH pratyavadat, hE prabhO, bhavAn yat mama gEhamadhyaM yAti tadyOgyabhAjanaM nAhamasmi; vAgmAtram Adizatu, tEnaiva mama dAsO nirAmayO bhaviSyati|
MAT.8.9	yatO mayi paranidhnE'pi mama nidEzavazyAH kati kati sEnAH santi, tata Ekasmin yAhItyuktE sa yAti, tadanyasmin EhItyuktE sa AyAti, tathA mama nijadAsE karmmaitat kurvvityuktE sa tat karOti|
MAT.8.10	tadAnIM yIzustasyaitat vacO nizamya vismayApannO'bhUt; nijapazcAdgAminO mAnavAn avOcca, yuSmAn tathyaM vacmi, isrAyElIyalOkAnAM madhyE'pi naitAdRzO vizvAsO mayA prAptaH|
MAT.8.11	anyaccAhaM yuSmAn vadAmi, bahavaH pUrvvasyAH pazcimAyAzca diza Agatya ibrAhImA ishAkA yAkUbA ca sAkam militvA samupavEkSyanti;
MAT.8.12	kintu yatra sthAnE rOdanadantagharSaNE bhavatastasmin bahirbhUtatamisrE rAjyasya santAnA nikSEsyantE|
MAT.8.13	tataH paraM yIzustaM zatasEnApatiM jagAda, yAhi, tava pratItyanusAratO maggalaM bhUyAt; tadA tasminnEva daNPE tadIyadAsO nirAmayO babhUva|
MAT.8.14	anantaraM yIzuH pitarasya gEhamupasthAya jvarENa pIPitAM zayanIyasthitAM tasya zvazrUM vIkSAnjcakrE|
MAT.8.15	tatastEna tasyAH karasya spRSTatavAt jvarastAM tatyAja, tadA sA samutthAya tAn siSEvE|
MAT.8.16	anantaraM sandhyAyAM satyAM bahuzO bhUtagrastamanujAn tasya samIpam AninyuH sa ca vAkyEna bhUtAn tyAjayAmAsa, sarvvaprakArapIPitajanAMzca nirAmayAn cakAra;
MAT.8.17	tasmAt, sarvvA durbbalatAsmAkaM tEnaiva paridhAritA| asmAkaM sakalaM vyAdhiM saEva saMgRhItavAn| yadEtadvacanaM yizayiyabhaviSyadvAdinOktamAsIt, tattadA saphalamabhavat|
MAT.8.18	anantaraM yIzuzcaturdikSu jananivahaM vilOkya taTinyAH pAraM yAtuM ziSyAn AdidEza|
MAT.8.19	tadAnIm Eka upAdhyAya Agatya kathitavAn, hE gurO, bhavAn yatra yAsyati tatrAhamapi bhavataH pazcAd yAsyAmi|
MAT.8.20	tatO yIzu rjagAda, krOSTuH sthAtuM sthAnaM vidyatE, vihAyasO vihaggamAnAM nIPAni ca santi; kintu manuSyaputrasya ziraH sthApayituM sthAnaM na vidyatE|
MAT.8.21	anantaram apara EkaH ziSyastaM babhASE, hE prabhO, prathamatO mama pitaraM zmazAnE nidhAtuM gamanArthaM mAm anumanyasva|
MAT.8.22	tatO yIzuruktavAn mRtA mRtAn zmazAnE nidadhatu, tvaM mama pazcAd Agaccha|
MAT.8.23	anantaraM tasmin nAvamArUPhE tasya ziSyAstatpazcAt jagmuH|
MAT.8.24	pazcAt sAgarasya madhyaM tESu gatESu tAdRzaH prabalO jhanjbhzanila udatiSThat, yEna mahAtaragga utthAya taraNiM chAditavAn, kintu sa nidrita AsIt|
MAT.8.25	tadA ziSyA Agatya tasya nidrAbhaggaM kRtvA kathayAmAsuH, hE prabhO, vayaM mriyAmahE, bhavAn asmAkaM prANAn rakSatu|
MAT.8.26	tadA sa tAn uktavAn, hE alpavizvAsinO yUyaM kutO vibhItha? tataH sa utthAya vAtaM sAgaranjca tarjayAmAsa, tatO nirvvAtamabhavat|
MAT.8.27	aparaM manujA vismayaM vilOkya kathayAmAsuH, ahO vAtasaritpatI asya kimAjnjAgrAhiNau? kIdRzO'yaM mAnavaH|
MAT.8.28	anantaraM sa pAraM gatvA gidErIyadEzam upasthitavAn; tadA dvau bhUtagrastamanujau zmazAnasthAnAd bahi rbhUtvA taM sAkSAt kRtavantau, tAvEtAdRzau pracaNPAvAstAM yat tEna sthAnEna kOpi yAtuM nAzaknOt|
MAT.8.29	tAvucaiH kathayAmAsatuH, hE Izvarasya sUnO yIzO, tvayA sAkam AvayOH kaH sambandhaH? nirUpitakAlAt prAgEva kimAvAbhyAM yAtanAM dAtum atrAgatOsi?
MAT.8.30	tadAnIM tAbhyAM kinjcid dUrE varAhANAm EkO mahAvrajO'carat|
MAT.8.31	tatO bhUtau tau tasyAntikE vinIya kathayAmAsatuH, yadyAvAM tyAjayasi, tarhi varAhANAM madhyEvrajam AvAM prEraya|
MAT.8.32	tadA yIzuravadat yAtaM, anantaraM tau yadA manujau vihAya varAhAn Azritavantau, tadA tE sarvvE varAhA uccasthAnAt mahAjavEna dhAvantaH sAgarIyatOyE majjantO mamruH|
MAT.8.33	tatO varAharakSakAH palAyamAnA madhyEnagaraM tau bhUtagrastau prati yadyad aghaTata, tAH sarvvavArttA avadan|
MAT.8.34	tatO nAgarikAH sarvvE manujA yIzuM sAkSAt karttuM bahirAyAtAH tanjca vilOkya prArthayAnjcakrirE bhavAn asmAkaM sImAtO yAtu|
MAT.9.1	anantaraM yIzu rnaukAmAruhya punaH pAramAgatya nijagrAmam Ayayau|
MAT.9.2	tataH katipayA janA EkaM pakSAghAtinaM svaTTOpari zAyayitvA tatsamIpam Anayan; tatO yIzustESAM pratItiM vijnjAya taM pakSAghAtinaM jagAda, hE putra, susthirO bhava, tava kaluSasya marSaNaM jAtam|
MAT.9.3	tAM kathAM nizamya kiyanta upAdhyAyA manaHsu cintitavanta ESa manuja IzvaraM nindati|
MAT.9.4	tataH sa tESAm EtAdRzIM cintAM vijnjAya kathitavAn, yUyaM manaHsu kRta EtAdRzIM kucintAM kurutha?
MAT.9.5	tava pApamarSaNaM jAtaM, yadvA tvamutthAya gaccha, dvayOranayO rvAkyayOH kiM vAkyaM vaktuM sugamaM?
MAT.9.6	kintu mEdinyAM kaluSaM kSamituM manujasutasya sAmarthyamastIti yUyaM yathA jAnItha, tadarthaM sa taM pakSAghAtinaM gaditavAn, uttiSTha, nijazayanIyaM AdAya gEhaM gaccha|
MAT.9.7	tataH sa tatkSaNAd utthAya nijagEhaM prasthitavAn|
MAT.9.8	mAnavA itthaM vilOkya vismayaM mEnirE, IzvarENa mAnavAya sAmarthyam IdRzaM dattaM iti kAraNAt taM dhanyaM babhASirE ca|
MAT.9.9	anantaraM yIzustatsthAnAd gacchan gacchan karasaMgrahasthAnE samupaviSTaM mathinAmAnam EkaM manujaM vilOkya taM babhASE, mama pazcAd Agaccha, tataH sa utthAya tasya pazcAd vavrAja|
MAT.9.10	tataH paraM yIzau gRhE bhOktum upaviSTE bahavaH karasaMgrAhiNaH kaluSiNazca mAnavA Agatya tEna sAkaM tasya ziSyaizca sAkam upavivizuH|
MAT.9.11	phirUzinastad dRSTvA tasya ziSyAn babhASirE, yuSmAkaM guruH kiM nimittaM karasaMgrAhibhiH kaluSibhizca sAkaM bhuMktE?
MAT.9.12	yIzustat zrutvA tAn pratyavadat, nirAmayalOkAnAM cikitsakEna prayOjanaM nAsti, kintu sAmayalOkAnAM prayOjanamAstE|
MAT.9.13	atO yUyaM yAtvA vacanasyAsyArthaM zikSadhvam, dayAyAM mE yathA prIti rna tathA yajnjakarmmaNi|yatO'haM dhArmmikAn AhvAtuM nAgatO'smi kintu manaH parivarttayituM pApina AhvAtum AgatO'smi|
MAT.9.14	anantaraM yOhanaH ziSyAstasya samIpam Agatya kathayAmAsuH, phirUzinO vayanjca punaH punarupavasAmaH, kintu tava ziSyA nOpavasanti, kutaH?
MAT.9.15	tadA yIzustAn avOcat yAvat sakhInAM saMggE kanyAyA varastiSThati, tAvat kiM tE vilApaM karttuM zakluvanti? kintu yadA tESAM saMggAd varaM nayanti, tAdRzaH samaya AgamiSyati, tadA tE upavatsyanti|
MAT.9.16	purAtanavasanE kOpi navInavastraM na yOjayati, yasmAt tEna yOjitEna purAtanavasanaM chinatti tacchidranjca bahukutsitaM dRzyatE|
MAT.9.17	anyanjca purAtanakutvAM kOpi navAnagOstanIrasaM na nidadhAti, yasmAt tathA kRtE kutU rvidIryyatE tEna gOstanIrasaH patati kutUzca nazyati; tasmAt navInAyAM kutvAM navInO gOstanIrasaH sthApyatE, tEna dvayOravanaM bhavati|
MAT.9.18	aparaM tEnaitatkathAkathanakAlE EkO'dhipatistaM praNamya babhASE, mama duhitA prAyENaitAvatkAlE mRtA, tasmAd bhavAnAgatya tasyA gAtrE hastamarpayatu, tEna sA jIviSyati|
MAT.9.19	tadAnIM yIzuH ziSyaiH sAkam utthAya tasya pazcAd vavrAja|
MAT.9.20	ityanantarE dvAdazavatsarAn yAvat pradarAmayEna zIrNaikA nArI tasya pazcAd Agatya tasya vasanasya granthiM pasparza;
MAT.9.21	yasmAt mayA kEvalaM tasya vasanaM spRSTvA svAsthyaM prApsyatE, sA nArIti manasi nizcitavatI|
MAT.9.22	tatO yIzurvadanaM parAvarttya tAM jagAda, hE kanyE, tvaM susthirA bhava, tava vizvAsastvAM svasthAmakArSIt| EtadvAkyE gaditaEva sA yOSit svasthAbhUt|
MAT.9.23	aparaM yIzustasyAdhyakSasya gEhaM gatvA vAdakaprabhRtIn bahUn lOkAn zabdAyamAnAn vilOkya tAn avadat,
MAT.9.24	panthAnaM tyaja, kanyEyaM nAmriyata nidritAstE; kathAmEtAM zrutvA tE tamupajahasuH|
MAT.9.25	kintu sarvvESu bahiSkRtESu sO'bhyantaraM gatvA kanyAyAH karaM dhRtavAn, tEna sOdatiSThat;
MAT.9.26	tatastatkarmmaNO yazaH kRtsnaM taM dEzaM vyAptavat|
MAT.9.27	tataH paraM yIzustasmAt sthAnAd yAtrAM cakAra; tadA hE dAyUdaH santAna, asmAn dayasva, iti vadantau dvau janAvandhau prOcairAhUyantau tatpazcAd vavrajatuH|
MAT.9.28	tatO yIzau gEhamadhyaM praviSTaM tAvapi tasya samIpam upasthitavantau, tadAnIM sa tau pRSTavAn karmmaitat karttuM mama sAmarthyam AstE, yuvAM kimiti pratIthaH? tadA tau pratyUcatuH, satyaM prabhO|
MAT.9.29	tadAnIM sa tayO rlOcanAni spRzan babhASE, yuvayOH pratItyanusArAd yuvayO rmaggalaM bhUyAt| tEna tatkSaNAt tayO rnEtrANi prasannAnyabhavan,
MAT.9.30	pazcAd yIzustau dRPhamAjnjApya jagAda, avadhattam EtAM kathAM kOpi manujO ma jAnIyAt|
MAT.9.31	kintu tau prasthAya tasmin kRtsnE dEzE tasya kIrttiM prakAzayAmAsatuH|
MAT.9.32	aparaM tau bahiryAta EtasminnantarE manujA EkaM bhUtagrastamUkaM tasya samIpam AnItavantaH|
MAT.9.33	tEna bhUtE tyAjitE sa mUkaH kathAM kathayituM prArabhata, tEna janA vismayaM vijnjAya kathayAmAsuH, isrAyElO vaMzE kadApi nEdRgadRzyata;
MAT.9.34	kintu phirUzinaH kathayAnjcakruH bhUtAdhipatinA sa bhUtAn tyAjayati|
MAT.9.35	tataH paraM yIzustESAM bhajanabhavana upadizan rAjyasya susaMvAdaM pracArayan lOkAnAM yasya ya AmayO yA ca pIPAsIt, tAn zamayan zamayaMzca sarvvANi nagarANi grAmAMzca babhrAma|
MAT.9.36	anyanjca manujAn vyAkulAn arakSakamESAniva ca tyaktAn nirIkSya tESu kAruNikaH san ziSyAn avadat,
MAT.9.37	zasyAni pracurANi santi, kintu chEttAraH stOkAH|
MAT.9.38	kSEtraM pratyaparAn chEdakAn prahEtuM zasyasvAminaM prArthayadhvam|
MAT.10.1	anantaraM yIzu rdvAdazaziSyAn AhUyAmEdhyabhUtAn tyAjayituM sarvvaprakArarOgAn pIPAzca zamayituM tEbhyaH sAmarthyamadAt|
MAT.10.2	tESAM dvAdazaprESyANAM nAmAnyEtAni| prathamaM zimOn yaM pitaraM vadanti, tataH paraM tasya sahaja AndriyaH, sivadiyasya putrO yAkUb
MAT.10.3	tasya sahajO yOhan; philip barthalamay thOmAH karasaMgrAhI mathiH, AlphEyaputrO yAkUb,
MAT.10.4	kinAnIyaH zimOn, ya ISkariyOtIyayihUdAH khrISTaM parakarE'rpayat|
MAT.10.5	EtAn dvAdazaziSyAn yIzuH prESayan ityAjnjApayat, yUyam anyadEzIyAnAM padavIM zEmirONIyAnAM kimapi nagaranjca na pravizyE
MAT.10.6	isrAyElgOtrasya hAritA yE yE mESAstESAmEva samIpaM yAta|
MAT.10.7	gatvA gatvA svargasya rAjatvaM savidhamabhavat, EtAM kathAM pracArayata|
MAT.10.8	AmayagrastAn svasthAn kuruta, kuSThinaH pariSkuruta, mRtalOkAn jIvayata, bhUtAn tyAjayata, vinA mUlyaM yUyam alabhadhvaM vinaiva mUlyaM vizrANayata|
MAT.10.9	kintu svESAM kaTibandhESu svarNarUpyatAmrANAM kimapi na gRhlIta|
MAT.10.10	anyacca yAtrAyai cElasampuTaM vA dvitIyavasanaM vA pAdukE vA yaSTiH, EtAn mA gRhlIta, yataH kAryyakRt bharttuM yOgyO bhavati|
MAT.10.11	aparaM yUyaM yat puraM yanjca grAmaM pravizatha, tatra yO janO yOgyapAtraM tamavagatya yAnakAlaM yAvat tatra tiSThata|
MAT.10.12	yadA yUyaM tadgEhaM pravizatha, tadA tamAziSaM vadata|
MAT.10.13	yadi sa yOgyapAtraM bhavati, tarhi tatkalyANaM tasmai bhaviSyati, nOcEt sAzIryuSmabhyamEva bhaviSyati|
MAT.10.14	kintu yE janA yuSmAkamAtithyaM na vidadhati yuSmAkaM kathAnjca na zRNvanti tESAM gEhAt purAdvA prasthAnakAlE svapadUlIH pAtayata|
MAT.10.15	yuSmAnahaM tathyaM vacmi vicAradinE tatpurasya dazAtaH sidOmamOrApurayOrdazA sahyatarA bhaviSyati|
MAT.10.16	pazyata, vRkayUthamadhyE mESaH yathAvistathA yuSmAna prahiNOmi, tasmAd yUyam ahiriva satarkAH kapOtAivAhiMsakA bhavata|
MAT.10.17	nRbhyaH sAvadhAnA bhavata; yatastai ryUyaM rAjasaMsadi samarpiSyadhvE tESAM bhajanagEhE prahAriSyadhvE|
MAT.10.18	yUyaM mannAmahEtOH zAstRNAM rAjnjAnjca samakSaM tAnanyadEzinazcAdhi sAkSitvArthamAnESyadhvE|
MAT.10.19	kintvitthaM samarpitA yUyaM kathaM kimuttaraM vakSyatha tatra mA cintayata, yatastadA yuSmAbhi ryad vaktavyaM tat taddaNPE yuSmanmanaH su samupasthAsyati|
MAT.10.20	yasmAt tadA yO vakSyati sa na yUyaM kintu yuSmAkamantarasthaH pitrAtmA|
MAT.10.21	sahajaH sahajaM tAtaH sutanjca mRtau samarpayiSyati, apatyAgi svasvapitrOे rvipakSIbhUya tau ghAtayiSyanti|
MAT.10.22	mannamahEtOH sarvvE janA yuSmAn RृtIyiSyantE, kintu yaH zESaM yAvad dhairyyaM ghRtvA sthAsyati, sa trAyiSyatE|
MAT.10.23	tai ryadA yUyamEkapurE tAPiSyadhvE, tadA yUyamanyapuraM palAyadhvaM yuSmAnahaM tathyaM vacmi yAvanmanujasutO naiti tAvad isrAyEldEzIyasarvvanagarabhramaNaM samApayituM na zakSyatha|
MAT.10.24	gurOH ziSyO na mahAn, prabhOrdAsO na mahAn|
MAT.10.25	yadi ziSyO nijagurO rdAsazca svaprabhOH samAnO bhavati tarhi tad yathESTaM| cEttairgRhapatirbhUtarAja ucyatE, tarhi parivArAH kiM tathA na vakSyantE?
MAT.10.26	kintu tEbhyO yUyaM mA bibhIta, yatO yanna prakAziSyatE, tAdRk chAditaM kimapi nAsti, yacca na vyanjciSyatE, tAdRg guptaM kimapi nAsti|
MAT.10.27	yadahaM yuSmAn tamasi vacmi tad yuSmAbhirdIptau kathyatAM; karNAbhyAM yat zrUyatE tad gEhOpari pracAryyatAM|
MAT.10.28	yE kAyaM hantuM zaknuvanti nAtmAnaM, tEbhyO mA bhaiSTa; yaH kAyAtmAnau nirayE nAzayituM, zaknOti, tatO bibhIta|
MAT.10.29	dvau caTakau kimEkatAmramudrayA na vikrIyEtE? tathApi yuSmattAtAnumatiM vinA tESAmEkOpi bhuvi na patati|
MAT.10.30	yuSmacchirasAM sarvvakacA gaNitAMH santi|
MAT.10.31	atO mA bibhIta, yUyaM bahucaTakEbhyO bahumUlyAH|
MAT.10.32	yO manujasAkSAnmAmaggIkurutE tamahaM svargasthatAtasAkSAdaggIkariSyE|
MAT.10.33	pRthvyAmahaM zAntiM dAtumAgata_iti mAnubhavata, zAntiM dAtuM na kintvasiM|
MAT.10.34	pitRmAtRzcazrUbhiH sAkaM sutasutAbadhU rvirOdhayitunjcAgatEाsmi|
MAT.10.35	tataH svasvaparivAraEva nRzatru rbhavitA|
MAT.10.36	yaH pitari mAtari vA mattOdhikaM prIyatE, sa na madarhaH;
MAT.10.37	yazca sutE sutAyAM vA mattOdhikaM prIyatE, sEाpi na madarhaH|
MAT.10.38	yaH svakruzaM gRhlan matpazcAnnaiti, sEाpi na madarhaH|
MAT.10.39	yaH svaprANAnavati, sa tAn hArayiSyatE, yastu matkRtE svaprANAn hArayati, sa tAnavati|
MAT.10.40	yO yuSmAkamAtithyaM vidadhAti, sa mamAtithyaM vidadhAti, yazca mamAtithyaM vidadhAti, sa matprErakasyAtithyaM vidadhAti|
MAT.10.41	yO bhaviSyadvAdIti jnjAtvA tasyAtithyaM vidhattE, sa bhaviSyadvAdinaH phalaM lapsyatE, yazca dhArmmika iti viditvA tasyAtithyaM vidhattE sa dhArmmikamAnavasya phalaM prApsyati|
MAT.10.42	yazca kazcit EtESAM kSudranarANAm yaM kanjcanaikaM ziSya iti viditvA kaMsaikaM zItalasalilaM tasmai dattE, yuSmAnahaM tathyaM vadAmi, sa kEnApi prakArENa phalEna na vanjciSyatE|
MAT.11.1	itthaM yIzuH svadvAdazaziSyANAmAjnjApanaM samApya purE pura upadESTuM susaMvAdaM pracArayituM tatsthAnAt pratasthE|
MAT.11.2	anantaraM yOhan kArAyAM tiSThan khriSTasya karmmaNAM vArttaM prApya yasyAgamanavArttAsIt saEva kiM tvaM? vA vayamanyam apEkSiSyAmahE?
MAT.11.3	Etat praSTuM nijau dvau ziSyau prAhiNOt|
MAT.11.4	yIzuH pratyavOcat, andhA nEtrANi labhantE, khanjcA gacchanti, kuSThinaH svasthA bhavanti, badhirAH zRNvanti, mRtA jIvanta uttiSThanti, daridrANAM samIpE susaMvAdaH pracAryyata,
MAT.11.5	EtAni yadyad yuvAM zRNuthaH pazyathazca gatvA tadvArttAM yOhanaM gadataM|
MAT.11.6	yasyAhaM na vighnIbhavAmi, saEva dhanyaH|
MAT.11.7	anantaraM tayOH prasthitayO ryIzu ryOhanam uddizya janAn jagAda, yUyaM kiM draSTuM vahirmadhyEprAntaram agacchata? kiM vAtEna kampitaM nalaM?
MAT.11.8	vA kiM vIkSituM vahirgatavantaH? kiM parihitasUkSmavasanaM manujamEkaM? pazyata, yE sUkSmavasanAni paridadhati, tE rAjadhAnyAM tiSThanti|
MAT.11.9	tarhi yUyaM kiM draSTuM bahiragamata, kimEkaM bhaviSyadvAdinaM? tadEva satyaM| yuSmAnahaM vadAmi, sa bhaviSyadvAdinOpi mahAn;
MAT.11.10	yataH, pazya svakIyadUtOyaM tvadagrE prESyatE mayA| sa gatvA tava panthAnaM smayak pariSkariSyati|| EtadvacanaM yamadhi likhitamAstE sO'yaM yOhan|
MAT.11.11	aparaM yuSmAnahaM tathyaM bravImi, majjayitu ryOhanaH zrESThaH kOpi nArItO nAjAyata; tathApi svargarAjyamadhyE sarvvEbhyO yaH kSudraH sa yOhanaH zrESThaH|
MAT.11.12	aparanjca A yOhanO'dya yAvat svargarAjyaM balAdAkrAntaM bhavati Akraminazca janA balEna tadadhikurvvanti|
MAT.11.13	yatO yOhanaM yAvat sarvvabhaviSyadvAdibhi rvyavasthayA ca upadEzaH prAkAzyata|
MAT.11.14	yadi yUyamidaM vAkyaM grahItuM zaknutha, tarhi zrEyaH, yasyAgamanasya vacanamAstE sO'yam EliyaH|
MAT.11.15	yasya zrOtuM karNau staH sa zRNOtu|
