MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIshukhrIShTastasya pUrvvapuruShavaMshashreNI|
MAT.6.26	vihAyaso viha NgamAn vilokayata; tai rnopyate na kR^ityate bhANDAgAre na sa nchIyate.api; tathApi yuShmAkaM svargasthaH pitA tebhya AhAraM vitarati|
MAT.6.27	yUyaM tebhyaH kiM shreShThA na bhavatha? yuShmAkaM kashchit manujaH chintayan nijAyuShaH kShaNamapi varddhayituM shaknoti?
MAT.6.28	aparaM vasanAya kutashchintayata? kShetrotpannAni puShpANi kathaM varddhante tadAlochayata| tAni tantUn notpAdayanti kimapi kAryyaM na kurvvanti;
MAT.6.29	tathApyahaM yuShmAn vadAmi, sulemAn tAdR^ig aishvaryyavAnapi tatpuShpamiva vibhUShito nAsIt|
MAT.6.30	tasmAt kShadya vidyamAnaM shchaH chullyAM nikShepsyate tAdR^ishaM yat kShetrasthitaM kusumaM tat yadIshchara itthaM bibhUShayati, tarhi he stokapratyayino yuShmAn kiM na paridhApayiShyati?
MAT.6.31	tasmAt asmAbhiH kimatsyate? ki ncha pAyiShyate? kiM vA paridhAyiShyate, iti na chintayata|
MAT.6.32	yasmAt devArchchakA apIti cheShTante; eteShu dravyeShu prayojanamastIti yuShmAkaM svargasthaH pitA jAnAti|
MAT.6.33	ataeva prathamata IshvarIyarAjyaM dharmma ncha cheShTadhvaM, tata etAni vastUni yuShmabhyaM pradAyiShyante|
MAT.6.34	shvaH kR^ite mA chintayata, shvaeva svayaM svamuddishya chintayiShyati; adyatanI yA chintA sAdyakR^ite prachuratarA|
MAT.7.1	yathA yUyaM doShIkR^itA na bhavatha, tatkR^ite.anyaM doShiNaM mA kuruta|
MAT.7.2	yato yAdR^ishena doSheNa yUyaM parAn doShiNaH kurutha, tAdR^ishena doSheNa yUyamapi doShIkR^itA bhaviShyatha, anya ncha yena parimANena yuShmAbhiH parimIyate, tenaiva parimANena yuShmatkR^ite parimAyiShyate|
MAT.7.3	apara ncha nijanayane yA nAsA vidyate, tAm anAlochya tava sahajasya lochane yat tR^iNam Aste, tadeva kuto vIkShase?
MAT.7.4	tava nijalochane nAsAyAM vidyamAnAyAM, he bhrAtaH, tava nayanAt tR^iNaM bahiShyartuM anujAnIhi, kathAmetAM nijasahajAya kathaM kathayituM shaknoShi?
MAT.7.5	he kapaTin, Adau nijanayanAt nAsAM bahiShkuru tato nijadR^iShTau suprasannAyAM tava bhrAtR^i rlochanAt tR^iNaM bahiShkartuM shakShyasi|
MAT.7.6	anya ncha sArameyebhyaH pavitravastUni mA vitarata, varAhANAM samakSha ncha muktA mA nikShipata; nikShepaNAt te tAH sarvvAH padai rdalayiShyanti, parAvR^itya yuShmAnapi vidArayiShyanti|
MAT.7.7	yAchadhvaM tato yuShmabhyaM dAyiShyate; mR^igayadhvaM tata uddeshaM lapsyadhve; dvAram Ahata, tato yuShmatkR^ite muktaM bhaviShyati|
MAT.7.8	yasmAd yena yAchyate, tena labhyate; yena mR^igyate tenoddeshaH prApyate; yena cha dvAram Ahanyate, tatkR^ite dvAraM mochyate|
MAT.7.9	Atmajena pUpe prArthite tasmai pAShANaM vishrANayati,
MAT.7.10	mIne yAchite cha tasmai bhujagaM vitarati, etAdR^ishaH pitA yuShmAkaM madhye ka Aste?
MAT.7.11	tasmAd yUyam abhadrAH santo.api yadi nijabAlakebhya uttamaM dravyaM dAtuM jAnItha, tarhi yuShmAkaM svargasthaH pitA svIyayAchakebhyaH kimuttamAni vastUni na dAsyati?
MAT.7.12	yUShmAn pratItareShAM yAdR^isho vyavahAro yuShmAkaM priyaH, yUyaM tAn prati tAdR^ishAneva vyavahArAn vidhatta; yasmAd vyavasthAbhaviShyadvAdinAM vachanAnAm iti sAram|
MAT.7.13	sa NkIrNadvAreNa pravishata; yato narakagamanAya yad dvAraM tad vistIrNaM yachcha vartma tad bR^ihat tena bahavaH pravishanti|
MAT.7.14	aparaM svargagamanAya yad dvAraM tat kIdR^ik saMkIrNaM| yachcha vartma tat kIdR^ig durgamam| taduddeShTAraH kiyanto.alpAH|
MAT.7.15	apara ncha ye janA meShaveshena yuShmAkaM samIpam AgachChanti, kintvantardurantA vR^ikA etAdR^ishebhyo bhaviShyadvAdibhyaH sAvadhAnA bhavata, yUyaM phalena tAn parichetuM shaknutha|
MAT.7.16	manujAH kiM kaNTakino vR^ikShAd drAkShAphalAni shR^igAlakolitashcha uDumbaraphalAni shAtayanti?
MAT.7.17	tadvad uttama eva pAdapa uttamaphalAni janayati, adhamapAdapaevAdhamaphalAni janayati|
MAT.7.18	kintUttamapAdapaH kadApyadhamaphalAni janayituM na shaknoti, tathAdhamopi pAdapa uttamaphalAni janayituM na shaknoti|
MAT.7.19	aparaM ye ye pAdapA adhamaphalAni janayanti, te kR^ittA vahnau kShipyante|
MAT.7.20	ataeva yUyaM phalena tAn paricheShyatha|
MAT.7.21	ye janA mAM prabhuM vadanti, te sarvve svargarAjyaM pravekShyanti tanna, kintu yo mAnavo mama svargasthasya pituriShTaM karmma karoti sa eva pravekShyati|
MAT.7.22	tad dine bahavo mAM vadiShyanti, he prabho he prabho, tava nAmnA kimasmAmi rbhaviShyadvAkyaM na vyAhR^itaM? tava nAmnA bhUtAH kiM na tyAjitAH? tava nAmnA kiM nAnAdbhutAni karmmANi na kR^itAni?
MAT.7.23	tadAhaM vadiShyAmi, he kukarmmakAriNo yuShmAn ahaM na vedmi, yUyaM matsamIpAd dUrIbhavata|
MAT.7.24	yaH kashchit mamaitAH kathAH shrutvA pAlayati, sa pAShANopari gR^ihanirmmAtrA j nAninA saha mayopamIyate|
MAT.7.25	yato vR^iShTau satyAm AplAva Agate vAyau vAte cha teShu tadgehaM lagneShu pAShANopari tasya bhittestanna patatil
MAT.7.26	kintu yaH kashchit mamaitAH kathAH shrutvA na pAlayati sa saikate gehanirmmAtrA .aj nAninA upamIyate|
MAT.7.27	yato jalavR^iShTau satyAm AplAva Agate pavane vAte cha tai rgR^ihe samAghAte tat patati tatpatanaM mahad bhavati|
MAT.7.28	yIshunaiteShu vAkyeShu samApiteShu mAnavAstadIyopadesham AshcharyyaM menire|
MAT.7.29	yasmAt sa upAdhyAyA iva tAn nopadidesha kintu samarthapuruSha_iva samupadidesha|
MAT.8.1	yadA sa parvvatAd avArohat tadA bahavo mAnavAstatpashchAd vavrajuH|
MAT.8.2	ekaH kuShThavAn Agatya taM praNamya babhAShe, he prabho, yadi bhavAn saMmanyate, tarhi mAM nirAmayaM karttuM shaknoti|
MAT.8.3	tato yIshuH karaM prasAryya tasyA NgaM spR^ishan vyAjahAra, sammanye.ahaM tvaM nirAmayo bhava; tena sa tatkShaNAt kuShThenAmochi|
MAT.8.4	tato yIshustaM jagAda, avadhehi kathAmetAM kashchidapi mA brUhi, kintu yAjakasya sannidhiM gatvA svAtmAnaM darshaya manujebhyo nijanirAmayatvaM pramANayituM mUsAnirUpitaM dravyam utsR^ija cha|
MAT.8.5	tadanantaraM yIshunA kapharnAhUmnAmani nagare praviShTe kashchit shatasenApatistatsamIpam Agatya vinIya babhAShe,
MAT.8.6	he prabho, madIya eko dAsaH pakShAghAtavyAdhinA bhR^ishaM vyathitaH, satu shayanIya Aste|
MAT.8.7	tadAnIM yIshustasmai kathitavAn, ahaM gatvA taM nirAmayaM kariShyAmi|
MAT.8.8	tataH sa shatasenApatiH pratyavadat, he prabho, bhavAn yat mama gehamadhyaM yAti tadyogyabhAjanaM nAhamasmi; vA NmAtram Adishatu, tenaiva mama dAso nirAmayo bhaviShyati|
MAT.8.9	yato mayi paranidhne.api mama nideshavashyAH kati kati senAH santi, tata ekasmin yAhItyukte sa yAti, tadanyasmin ehItyukte sa AyAti, tathA mama nijadAse karmmaitat kurvvityukte sa tat karoti|
MAT.8.10	tadAnIM yIshustasyaitat vacho nishamya vismayApanno.abhUt; nijapashchAdgAmino mAnavAn avochcha, yuShmAn tathyaM vachmi, isrAyelIyalokAnAM madhye.api naitAdR^isho vishvAso mayA prAptaH|
MAT.8.11	anyachchAhaM yuShmAn vadAmi, bahavaH pUrvvasyAH pashchimAyAshcha disha Agatya ibrAhImA ishAkA yAkUbA cha sAkam militvA samupavekShyanti;
MAT.8.12	kintu yatra sthAne rodanadantagharShaNe bhavatastasmin bahirbhUtatamisre rAjyasya santAnA nikShesyante|
MAT.8.13	tataH paraM yIshustaM shatasenApatiM jagAda, yAhi, tava pratItyanusArato ma NgalaM bhUyAt; tadA tasminneva daNDe tadIyadAso nirAmayo babhUva|
MAT.8.14	anantaraM yIshuH pitarasya gehamupasthAya jvareNa pIDitAM shayanIyasthitAM tasya shvashrUM vIkShA nchakre|
MAT.8.15	tatastena tasyAH karasya spR^iShTatavAt jvarastAM tatyAja, tadA sA samutthAya tAn siSheve|
MAT.8.16	anantaraM sandhyAyAM satyAM bahusho bhUtagrastamanujAn tasya samIpam AninyuH sa cha vAkyena bhUtAn tyAjayAmAsa, sarvvaprakArapIDitajanAMshcha nirAmayAn chakAra;
MAT.8.17	tasmAt, sarvvA durbbalatAsmAkaM tenaiva paridhAritA| asmAkaM sakalaM vyAdhiM saeva saMgR^ihItavAn| yadetadvachanaM yishayiyabhaviShyadvAdinoktamAsIt, tattadA saphalamabhavat|
MAT.8.18	anantaraM yIshushchaturdikShu jananivahaM vilokya taTinyAH pAraM yAtuM shiShyAn Adidesha|
MAT.8.19	tadAnIm eka upAdhyAya Agatya kathitavAn, he guro, bhavAn yatra yAsyati tatrAhamapi bhavataH pashchAd yAsyAmi|
MAT.8.20	tato yIshu rjagAda, kroShTuH sthAtuM sthAnaM vidyate, vihAyaso viha NgamAnAM nIDAni cha santi; kintu manuShyaputrasya shiraH sthApayituM sthAnaM na vidyate|
MAT.8.21	anantaram apara ekaH shiShyastaM babhAShe, he prabho, prathamato mama pitaraM shmashAne nidhAtuM gamanArthaM mAm anumanyasva|
MAT.8.22	tato yIshuruktavAn mR^itA mR^itAn shmashAne nidadhatu, tvaM mama pashchAd AgachCha|
MAT.8.23	anantaraM tasmin nAvamArUDhe tasya shiShyAstatpashchAt jagmuH|
MAT.8.24	pashchAt sAgarasya madhyaM teShu gateShu tAdR^ishaH prabalo jha nbhshanila udatiShThat, yena mahAtara Nga utthAya taraNiM ChAditavAn, kintu sa nidrita AsIt|
MAT.8.25	tadA shiShyA Agatya tasya nidrAbha NgaM kR^itvA kathayAmAsuH, he prabho, vayaM mriyAmahe, bhavAn asmAkaM prANAn rakShatu|
MAT.8.26	tadA sa tAn uktavAn, he alpavishvAsino yUyaM kuto vibhItha? tataH sa utthAya vAtaM sAgara ncha tarjayAmAsa, tato nirvvAtamabhavat|
MAT.8.27	aparaM manujA vismayaM vilokya kathayAmAsuH, aho vAtasaritpatI asya kimAj nAgrAhiNau? kIdR^isho.ayaM mAnavaH|
MAT.8.28	anantaraM sa pAraM gatvA giderIyadesham upasthitavAn; tadA dvau bhUtagrastamanujau shmashAnasthAnAd bahi rbhUtvA taM sAkShAt kR^itavantau, tAvetAdR^ishau prachaNDAvAstAM yat tena sthAnena kopi yAtuM nAshaknot|
MAT.8.29	tAvuchaiH kathayAmAsatuH, he Ishvarasya sUno yIsho, tvayA sAkam AvayoH kaH sambandhaH? nirUpitakAlAt prAgeva kimAvAbhyAM yAtanAM dAtum atrAgatosi?
MAT.8.30	tadAnIM tAbhyAM ki nchid dUre varAhANAm eko mahAvrajo.acharat|
MAT.8.31	tato bhUtau tau tasyAntike vinIya kathayAmAsatuH, yadyAvAM tyAjayasi, tarhi varAhANAM madhyevrajam AvAM preraya|
MAT.8.32	tadA yIshuravadat yAtaM, anantaraM tau yadA manujau vihAya varAhAn Ashritavantau, tadA te sarvve varAhA uchchasthAnAt mahAjavena dhAvantaH sAgarIyatoye majjanto mamruH|
MAT.8.33	tato varAharakShakAH palAyamAnA madhyenagaraM tau bhUtagrastau prati yadyad aghaTata, tAH sarvvavArttA avadan|
MAT.8.34	tato nAgarikAH sarvve manujA yIshuM sAkShAt karttuM bahirAyAtAH ta ncha vilokya prArthayA nchakrire bhavAn asmAkaM sImAto yAtu|
MAT.9.1	anantaraM yIshu rnaukAmAruhya punaH pAramAgatya nijagrAmam Ayayau|
MAT.9.2	tataH katipayA janA ekaM pakShAghAtinaM svaTTopari shAyayitvA tatsamIpam Anayan; tato yIshusteShAM pratItiM vij nAya taM pakShAghAtinaM jagAda, he putra, susthiro bhava, tava kaluShasya marShaNaM jAtam|
MAT.9.3	tAM kathAM nishamya kiyanta upAdhyAyA manaHsu chintitavanta eSha manuja IshvaraM nindati|
MAT.9.4	tataH sa teShAm etAdR^ishIM chintAM vij nAya kathitavAn, yUyaM manaHsu kR^ita etAdR^ishIM kuchintAM kurutha?
MAT.9.5	tava pApamarShaNaM jAtaM, yadvA tvamutthAya gachCha, dvayoranayo rvAkyayoH kiM vAkyaM vaktuM sugamaM?
MAT.9.6	kintu medinyAM kaluShaM kShamituM manujasutasya sAmarthyamastIti yUyaM yathA jAnItha, tadarthaM sa taM pakShAghAtinaM gaditavAn, uttiShTha, nijashayanIyaM AdAya gehaM gachCha|
MAT.9.7	tataH sa tatkShaNAd utthAya nijagehaM prasthitavAn|
MAT.9.8	mAnavA itthaM vilokya vismayaM menire, IshvareNa mAnavAya sAmarthyam IdR^ishaM dattaM iti kAraNAt taM dhanyaM babhAShire cha|
MAT.9.9	anantaraM yIshustatsthAnAd gachChan gachChan karasaMgrahasthAne samupaviShTaM mathinAmAnam ekaM manujaM vilokya taM babhAShe, mama pashchAd AgachCha, tataH sa utthAya tasya pashchAd vavrAja|
MAT.9.10	tataH paraM yIshau gR^ihe bhoktum upaviShTe bahavaH karasaMgrAhiNaH kaluShiNashcha mAnavA Agatya tena sAkaM tasya shiShyaishcha sAkam upavivishuH|
MAT.9.11	phirUshinastad dR^iShTvA tasya shiShyAn babhAShire, yuShmAkaM guruH kiM nimittaM karasaMgrAhibhiH kaluShibhishcha sAkaM bhuMkte?
MAT.9.12	yIshustat shrutvA tAn pratyavadat, nirAmayalokAnAM chikitsakena prayojanaM nAsti, kintu sAmayalokAnAM prayojanamAste|
MAT.9.13	ato yUyaM yAtvA vachanasyAsyArthaM shikShadhvam, dayAyAM me yathA prIti rna tathA yaj nakarmmaNi|yato.ahaM dhArmmikAn AhvAtuM nAgato.asmi kintu manaH parivarttayituM pApina AhvAtum Agato.asmi|
MAT.9.14	anantaraM yohanaH shiShyAstasya samIpam Agatya kathayAmAsuH, phirUshino vaya ncha punaH punarupavasAmaH, kintu tava shiShyA nopavasanti, kutaH?
MAT.9.15	tadA yIshustAn avochat yAvat sakhInAM saM Nge kanyAyA varastiShThati, tAvat kiM te vilApaM karttuM shakluvanti? kintu yadA teShAM saM NgAd varaM nayanti, tAdR^ishaH samaya AgamiShyati, tadA te upavatsyanti|
MAT.9.16	purAtanavasane kopi navInavastraM na yojayati, yasmAt tena yojitena purAtanavasanaM Chinatti tachChidra ncha bahukutsitaM dR^ishyate|
MAT.9.17	anya ncha purAtanakutvAM kopi navAnagostanIrasaM na nidadhAti, yasmAt tathA kR^ite kutU rvidIryyate tena gostanIrasaH patati kutUshcha nashyati; tasmAt navInAyAM kutvAM navIno gostanIrasaH sthApyate, tena dvayoravanaM bhavati|
MAT.9.18	aparaM tenaitatkathAkathanakAle eko.adhipatistaM praNamya babhAShe, mama duhitA prAyeNaitAvatkAle mR^itA, tasmAd bhavAnAgatya tasyA gAtre hastamarpayatu, tena sA jIviShyati|
MAT.9.19	tadAnIM yIshuH shiShyaiH sAkam utthAya tasya pashchAd vavrAja|
MAT.9.20	ityanantare dvAdashavatsarAn yAvat pradarAmayena shIrNaikA nArI tasya pashchAd Agatya tasya vasanasya granthiM pasparsha;
MAT.9.21	yasmAt mayA kevalaM tasya vasanaM spR^iShTvA svAsthyaM prApsyate, sA nArIti manasi nishchitavatI|
MAT.9.22	tato yIshurvadanaM parAvarttya tAM jagAda, he kanye, tvaM susthirA bhava, tava vishvAsastvAM svasthAmakArShIt| etadvAkye gaditaeva sA yoShit svasthAbhUt|
MAT.9.23	aparaM yIshustasyAdhyakShasya gehaM gatvA vAdakaprabhR^itIn bahUn lokAn shabdAyamAnAn vilokya tAn avadat,
MAT.9.24	panthAnaM tyaja, kanyeyaM nAmriyata nidritAste; kathAmetAM shrutvA te tamupajahasuH|
MAT.9.25	kintu sarvveShu bahiShkR^iteShu so.abhyantaraM gatvA kanyAyAH karaM dhR^itavAn, tena sodatiShThat;
MAT.9.26	tatastatkarmmaNo yashaH kR^itsnaM taM deshaM vyAptavat|
MAT.9.27	tataH paraM yIshustasmAt sthAnAd yAtrAM chakAra; tadA he dAyUdaH santAna, asmAn dayasva, iti vadantau dvau janAvandhau prochairAhUyantau tatpashchAd vavrajatuH|
MAT.9.28	tato yIshau gehamadhyaM praviShTaM tAvapi tasya samIpam upasthitavantau, tadAnIM sa tau pR^iShTavAn karmmaitat karttuM mama sAmarthyam Aste, yuvAM kimiti pratIthaH? tadA tau pratyUchatuH, satyaM prabho|
MAT.9.29	tadAnIM sa tayo rlochanAni spR^ishan babhAShe, yuvayoH pratItyanusArAd yuvayo rma NgalaM bhUyAt| tena tatkShaNAt tayo rnetrANi prasannAnyabhavan,
MAT.9.30	pashchAd yIshustau dR^iDhamAj nApya jagAda, avadhattam etAM kathAM kopi manujo ma jAnIyAt|
MAT.9.31	kintu tau prasthAya tasmin kR^itsne deshe tasya kIrttiM prakAshayAmAsatuH|
MAT.9.32	aparaM tau bahiryAta etasminnantare manujA ekaM bhUtagrastamUkaM tasya samIpam AnItavantaH|
MAT.9.33	tena bhUte tyAjite sa mUkaH kathAM kathayituM prArabhata, tena janA vismayaM vij nAya kathayAmAsuH, isrAyelo vaMshe kadApi nedR^igadR^ishyata;
MAT.9.34	kintu phirUshinaH kathayA nchakruH bhUtAdhipatinA sa bhUtAn tyAjayati|
MAT.9.35	tataH paraM yIshusteShAM bhajanabhavana upadishan rAjyasya susaMvAdaM prachArayan lokAnAM yasya ya Amayo yA cha pIDAsIt, tAn shamayan shamayaMshcha sarvvANi nagarANi grAmAMshcha babhrAma|
MAT.9.36	anya ncha manujAn vyAkulAn arakShakameShAniva cha tyaktAn nirIkShya teShu kAruNikaH san shiShyAn avadat,
MAT.9.37	shasyAni prachurANi santi, kintu ChettAraH stokAH|
MAT.9.38	kShetraM pratyaparAn ChedakAn prahetuM shasyasvAminaM prArthayadhvam|
MAT.10.1	anantaraM yIshu rdvAdashashiShyAn AhUyAmedhyabhUtAn tyAjayituM sarvvaprakArarogAn pIDAshcha shamayituM tebhyaH sAmarthyamadAt|
MAT.10.2	teShAM dvAdashapreShyANAM nAmAnyetAni| prathamaM shimon yaM pitaraM vadanti, tataH paraM tasya sahaja AndriyaH, sivadiyasya putro yAkUb
MAT.10.3	tasya sahajo yohan; philip barthalamay thomAH karasaMgrAhI mathiH, Alpheyaputro yAkUb,
MAT.10.4	kinAnIyaH shimon, ya IShkariyotIyayihUdAH khrIShTaM parakare.arpayat|
MAT.10.5	etAn dvAdashashiShyAn yIshuH preShayan ityAj nApayat, yUyam anyadeshIyAnAM padavIM shemiroNIyAnAM kimapi nagara ncha na pravishye
MAT.10.6	isrAyelgotrasya hAritA ye ye meShAsteShAmeva samIpaM yAta|
MAT.10.7	gatvA gatvA svargasya rAjatvaM savidhamabhavat, etAM kathAM prachArayata|
MAT.10.8	AmayagrastAn svasthAn kuruta, kuShThinaH pariShkuruta, mR^italokAn jIvayata, bhUtAn tyAjayata, vinA mUlyaM yUyam alabhadhvaM vinaiva mUlyaM vishrANayata|
MAT.10.9	kintu sveShAM kaTibandheShu svarNarUpyatAmrANAM kimapi na gR^ihlIta|
MAT.10.10	anyachcha yAtrAyai chelasampuTaM vA dvitIyavasanaM vA pAduke vA yaShTiH, etAn mA gR^ihlIta, yataH kAryyakR^it bharttuM yogyo bhavati|
MAT.10.11	aparaM yUyaM yat puraM ya ncha grAmaM pravishatha, tatra yo jano yogyapAtraM tamavagatya yAnakAlaM yAvat tatra tiShThata|
MAT.10.12	yadA yUyaM tadgehaM pravishatha, tadA tamAshiShaM vadata|
MAT.10.13	yadi sa yogyapAtraM bhavati, tarhi tatkalyANaM tasmai bhaviShyati, nochet sAshIryuShmabhyameva bhaviShyati|
MAT.10.14	kintu ye janA yuShmAkamAtithyaM na vidadhati yuShmAkaM kathA ncha na shR^iNvanti teShAM gehAt purAdvA prasthAnakAle svapadUlIH pAtayata|
MAT.10.15	yuShmAnahaM tathyaM vachmi vichAradine tatpurasya dashAtaH sidomamorApurayordashA sahyatarA bhaviShyati|
MAT.10.16	pashyata, vR^ikayUthamadhye meShaH yathAvistathA yuShmAna prahiNomi, tasmAd yUyam ahiriva satarkAH kapotAivAhiMsakA bhavata|
MAT.10.17	nR^ibhyaH sAvadhAnA bhavata; yatastai ryUyaM rAjasaMsadi samarpiShyadhve teShAM bhajanagehe prahAriShyadhve|
MAT.10.18	yUyaM mannAmahetoH shAstR^iNAM rAj nA ncha samakShaM tAnanyadeshinashchAdhi sAkShitvArthamAneShyadhve|
MAT.10.19	kintvitthaM samarpitA yUyaM kathaM kimuttaraM vakShyatha tatra mA chintayata, yatastadA yuShmAbhi ryad vaktavyaM tat taddaNDe yuShmanmanaH su samupasthAsyati|
MAT.10.20	yasmAt tadA yo vakShyati sa na yUyaM kintu yuShmAkamantarasthaH pitrAtmA|
MAT.10.21	sahajaH sahajaM tAtaH suta ncha mR^itau samarpayiShyati, apatyAgi svasvapitroे rvipakShIbhUya tau ghAtayiShyanti|
MAT.10.22	mannamahetoH sarvve janA yuShmAn R^iृtIyiShyante, kintu yaH sheShaM yAvad dhairyyaM ghR^itvA sthAsyati, sa trAyiShyate|
MAT.10.23	tai ryadA yUyamekapure tADiShyadhve, tadA yUyamanyapuraM palAyadhvaM yuShmAnahaM tathyaM vachmi yAvanmanujasuto naiti tAvad isrAyeldeshIyasarvvanagarabhramaNaM samApayituM na shakShyatha|
MAT.10.24	guroH shiShyo na mahAn, prabhordAso na mahAn|
MAT.10.25	yadi shiShyo nijaguro rdAsashcha svaprabhoH samAno bhavati tarhi tad yatheShTaM| chettairgR^ihapatirbhUtarAja uchyate, tarhi parivArAH kiM tathA na vakShyante?
MAT.10.26	kintu tebhyo yUyaM mA bibhIta, yato yanna prakAshiShyate, tAdR^ik ChAditaM kimapi nAsti, yachcha na vya nchiShyate, tAdR^ig guptaM kimapi nAsti|
MAT.10.27	yadahaM yuShmAn tamasi vachmi tad yuShmAbhirdIptau kathyatAM; karNAbhyAM yat shrUyate tad gehopari prachAryyatAM|
MAT.10.28	ye kAyaM hantuM shaknuvanti nAtmAnaM, tebhyo mA bhaiShTa; yaH kAyAtmAnau niraye nAshayituM, shaknoti, tato bibhIta|
MAT.10.29	dvau chaTakau kimekatAmramudrayA na vikrIyete? tathApi yuShmattAtAnumatiM vinA teShAmekopi bhuvi na patati|
MAT.10.30	yuShmachChirasAM sarvvakachA gaNitAMH santi|
MAT.10.31	ato mA bibhIta, yUyaM bahuchaTakebhyo bahumUlyAH|
MAT.10.32	yo manujasAkShAnmAma NgIkurute tamahaM svargasthatAtasAkShAda NgIkariShye|
MAT.10.33	pR^ithvyAmahaM shAntiM dAtumAgata_iti mAnubhavata, shAntiM dAtuM na kintvasiM|
MAT.10.34	pitR^imAtR^ishchashrUbhiH sAkaM sutasutAbadhU rvirodhayitu nchAgateाsmi|
MAT.10.35	tataH svasvaparivAraeva nR^ishatru rbhavitA|
MAT.10.36	yaH pitari mAtari vA mattodhikaM prIyate, sa na madarhaH;
MAT.10.37	yashcha sute sutAyAM vA mattodhikaM prIyate, seाpi na madarhaH|
MAT.10.38	yaH svakrushaM gR^ihlan matpashchAnnaiti, seाpi na madarhaH|
MAT.10.39	yaH svaprANAnavati, sa tAn hArayiShyate, yastu matkR^ite svaprANAn hArayati, sa tAnavati|
MAT.10.40	yo yuShmAkamAtithyaM vidadhAti, sa mamAtithyaM vidadhAti, yashcha mamAtithyaM vidadhAti, sa matprerakasyAtithyaM vidadhAti|
MAT.10.41	yo bhaviShyadvAdIti j nAtvA tasyAtithyaM vidhatte, sa bhaviShyadvAdinaH phalaM lapsyate, yashcha dhArmmika iti viditvA tasyAtithyaM vidhatte sa dhArmmikamAnavasya phalaM prApsyati|
MAT.10.42	yashcha kashchit eteShAM kShudranarANAm yaM ka nchanaikaM shiShya iti viditvA kaMsaikaM shItalasalilaM tasmai datte, yuShmAnahaM tathyaM vadAmi, sa kenApi prakAreNa phalena na va nchiShyate|
MAT.11.1	itthaM yIshuH svadvAdashashiShyANAmAj nApanaM samApya pure pura upadeShTuM susaMvAdaM prachArayituM tatsthAnAt pratasthe|
MAT.11.2	anantaraM yohan kArAyAM tiShThan khriShTasya karmmaNAM vArttaM prApya yasyAgamanavArttAsIt saeva kiM tvaM? vA vayamanyam apekShiShyAmahe?
MAT.11.3	etat praShTuM nijau dvau shiShyau prAhiNot|
MAT.11.4	yIshuH pratyavochat, andhA netrANi labhante, kha nchA gachChanti, kuShThinaH svasthA bhavanti, badhirAH shR^iNvanti, mR^itA jIvanta uttiShThanti, daridrANAM samIpe susaMvAdaH prachAryyata,
MAT.11.5	etAni yadyad yuvAM shR^iNuthaH pashyathashcha gatvA tadvArttAM yohanaM gadataM|
MAT.11.6	yasyAhaM na vighnIbhavAmi, saeva dhanyaH|
MAT.11.7	anantaraM tayoH prasthitayo ryIshu ryohanam uddishya janAn jagAda, yUyaM kiM draShTuM vahirmadhyeprAntaram agachChata? kiM vAtena kampitaM nalaM?
MAT.11.8	vA kiM vIkShituM vahirgatavantaH? kiM parihitasUkShmavasanaM manujamekaM? pashyata, ye sUkShmavasanAni paridadhati, te rAjadhAnyAM tiShThanti|
MAT.11.9	tarhi yUyaM kiM draShTuM bahiragamata, kimekaM bhaviShyadvAdinaM? tadeva satyaM| yuShmAnahaM vadAmi, sa bhaviShyadvAdinopi mahAn;
MAT.11.10	yataH, pashya svakIyadUtoyaM tvadagre preShyate mayA| sa gatvA tava panthAnaM smayak pariShkariShyati|| etadvachanaM yamadhi likhitamAste so.ayaM yohan|
MAT.11.11	aparaM yuShmAnahaM tathyaM bravImi, majjayitu ryohanaH shreShThaH kopi nArIto nAjAyata; tathApi svargarAjyamadhye sarvvebhyo yaH kShudraH sa yohanaH shreShThaH|
MAT.11.12	apara ncha A yohano.adya yAvat svargarAjyaM balAdAkrAntaM bhavati Akraminashcha janA balena tadadhikurvvanti|
MAT.11.13	yato yohanaM yAvat sarvvabhaviShyadvAdibhi rvyavasthayA cha upadeshaH prAkAshyata|
MAT.11.14	yadi yUyamidaM vAkyaM grahItuM shaknutha, tarhi shreyaH, yasyAgamanasya vachanamAste so.ayam eliyaH|
MAT.11.15	yasya shrotuM karNau staH sa shR^iNotu|
MAT.11.16	ete vidyamAnajanAH kai rmayopamIyante? ye bAlakA haTTa upavishya svaM svaM bandhumAhUya vadanti,
MAT.11.17	vayaM yuShmAkaM samIpe vaMshIravAdayAma, kintu yUyaM nAnR^ityata; yuShmAkaM samIpe cha vayamarodima, kintu yUyaM na vyalapata, tAdR^ishai rbAlakaista upamAyiShyante|
MAT.11.18	yato yohan Agatya na bhuktavAn na pItavAMshcha, tena lokA vadanti, sa bhUtagrasta iti|
MAT.11.19	manujasuta Agatya bhuktavAn pItavAMshcha, tena lokA vadanti, pashyata eSha bhoktA madyapAtA chaNDAlapApinAM bandhashcha, kintu j nAnino j nAnavyavahAraM nirdoShaM jAnanti|
MAT.11.20	sa yatra yatra pure bahvAshcharyyaM karmma kR^itavAn, tannivAsinAM manaHparAvR^ittyabhAvAt tAni nagarANi prati hantetyuktA kathitavAn,
