MAT.1.1	ibrāhīmaḥ santāno dāyūd tasya santāno yīśukhrīṣṭastasya pūrvvapuruṣavaṁśaśreṇī|
MAT.6.16	aparam upavāsakāle kapaṭino janā mānuṣān upavāsaṁ jñāpayituṁ sveṣāṁ vadanāni mlānāni kurvvanti, yūyaṁ ta̮iva viṣaṇavadanā mā bhavata; ahaṁ yuṣmān tathyaṁ vadāmi te svakīyaphalam alabhanta|
MAT.6.17	yadā tvam upavasasi, tadā yathā lokaistvaṁ upavāsīva na dṛśyase, kintu tava yo'gocaraḥ pitā tenaiva dṛśyase, tatkṛte nijaśirasi tailaṁ marddaya vadanañca prakṣālaya;
MAT.6.18	tena tava yaḥ pitā guptadarśī sa prakāśya tubhyaṁ phalaṁ dāsyati|
MAT.6.19	aparaṁ yatra sthāne kīṭāḥ kalaṅkāśca kṣayaṁ nayanti, caurāśca sandhiṁ karttayitvā corayituṁ śaknuvanti, tādṛśyāṁ medinyāṁ svārthaṁ dhanaṁ mā saṁcinuta|
MAT.6.20	kintu yatra sthāne kīṭāḥ kalaṅkāśca kṣayaṁ na nayanti, caurāśca sandhiṁ karttayitvā corayituṁ na śaknuvanti, tādṛśe svarge dhanaṁ sañcinuta|
MAT.6.21	yasmāt yatra sthāne yuṣmāṁka dhanaṁ tatraiva khāne yuṣmākaṁ manāṁsi|
MAT.6.22	locanaṁ dehasya pradīpakaṁ, tasmāt yadi tava locanaṁ prasannaṁ bhavati, tarhi tava kṛtsnaṁ vapu rdīptiyuktaṁ bhaviṣyati|
MAT.6.23	kintu locane'prasanne tava kṛtsnaṁ vapuḥ tamisrayuktaṁ bhaviṣyati| ataeva yā dīptistvayi vidyate, sā yadi tamisrayuktā bhavati, tarhi tat tamisraṁ kiyan mahat|
MAT.6.24	kopi manujo dvau prabhū sevituṁ na śaknoti, yasmād ekaṁ saṁmanya tadanyaṁ na sammanyate, yadvā ekatra mano nidhāya tadanyam avamanyate; tathā yūyamapīśvaraṁ lakṣmīñcetyubhe sevituṁ na śaknutha|
MAT.6.25	aparam ahaṁ yuṣmabhyaṁ tathyaṁ kathayāmi, kiṁ bhakṣiṣyāmaḥ? kiṁ pāsyāmaḥ? iti prāṇadhāraṇāya mā cintayata; kiṁ paridhāsyāmaḥ? iti kāyarakṣaṇāya na cintayata; bhakṣyāt prāṇā vasanāñca vapūṁṣi kiṁ śreṣṭhāṇi na hi?
MAT.6.26	vihāyaso vihaṅgamān vilokayata; tai rnopyate na kṛtyate bhāṇḍāgāre na sañcīyate'pi; tathāpi yuṣmākaṁ svargasthaḥ pitā tebhya āhāraṁ vitarati|
MAT.6.27	yūyaṁ tebhyaḥ kiṁ śreṣṭhā na bhavatha? yuṣmākaṁ kaścit manujaḥ cintayan nijāyuṣaḥ kṣaṇamapi varddhayituṁ śaknoti?
MAT.6.28	aparaṁ vasanāya kutaścintayata? kṣetrotpannāni puṣpāṇi kathaṁ varddhante tadālocayata| tāni tantūn notpādayanti kimapi kāryyaṁ na kurvvanti;
MAT.6.29	tathāpyahaṁ yuṣmān vadāmi, sulemān tādṛg aiśvaryyavānapi tatpuṣpamiva vibhūṣito nāsīt|
MAT.6.30	tasmāt kṣadya vidyamānaṁ ścaḥ cullyāṁ nikṣepsyate tādṛśaṁ yat kṣetrasthitaṁ kusumaṁ tat yadīścara itthaṁ bibhūṣayati, tarhi he stokapratyayino yuṣmān kiṁ na paridhāpayiṣyati?
MAT.6.31	tasmāt asmābhiḥ kimatsyate? kiñca pāyiṣyate? kiṁ vā paridhāyiṣyate, iti na cintayata|
MAT.6.32	yasmāt devārccakā apīti ceṣṭante; eteṣu dravyeṣu prayojanamastīti yuṣmākaṁ svargasthaḥ pitā jānāti|
MAT.6.33	ataeva prathamata īśvarīyarājyaṁ dharmmañca ceṣṭadhvaṁ, tata etāni vastūni yuṣmabhyaṁ pradāyiṣyante|
MAT.6.34	śvaḥ kṛte mā cintayata, śvaeva svayaṁ svamuddiśya cintayiṣyati; adyatanī yā cintā sādyakṛte pracuratarā|
MAT.7.1	yathā yūyaṁ doṣīkṛtā na bhavatha, tatkṛte'nyaṁ doṣiṇaṁ mā kuruta|
MAT.7.2	yato yādṛśena doṣeṇa yūyaṁ parān doṣiṇaḥ kurutha, tādṛśena doṣeṇa yūyamapi doṣīkṛtā bhaviṣyatha, anyañca yena parimāṇena yuṣmābhiḥ parimīyate, tenaiva parimāṇena yuṣmatkṛte parimāyiṣyate|
MAT.7.3	aparañca nijanayane yā nāsā vidyate, tām anālocya tava sahajasya locane yat tṛṇam āste, tadeva kuto vīkṣase?
MAT.7.4	tava nijalocane nāsāyāṁ vidyamānāyāṁ, he bhrātaḥ, tava nayanāt tṛṇaṁ bahiṣyartuṁ anujānīhi, kathāmetāṁ nijasahajāya kathaṁ kathayituṁ śaknoṣi?
MAT.7.5	he kapaṭin, ādau nijanayanāt nāsāṁ bahiṣkuru tato nijadṛṣṭau suprasannāyāṁ tava bhrātṛ rlocanāt tṛṇaṁ bahiṣkartuṁ śakṣyasi|
MAT.7.6	anyañca sārameyebhyaḥ pavitravastūni mā vitarata, varāhāṇāṁ samakṣañca muktā mā nikṣipata; nikṣepaṇāt te tāḥ sarvvāḥ padai rdalayiṣyanti, parāvṛtya yuṣmānapi vidārayiṣyanti|
MAT.7.7	yācadhvaṁ tato yuṣmabhyaṁ dāyiṣyate; mṛgayadhvaṁ tata uddeśaṁ lapsyadhve; dvāram āhata, tato yuṣmatkṛte muktaṁ bhaviṣyati|
MAT.7.8	yasmād yena yācyate, tena labhyate; yena mṛgyate tenoddeśaḥ prāpyate; yena ca dvāram āhanyate, tatkṛte dvāraṁ mocyate|
MAT.7.9	ātmajena pūpe prārthite tasmai pāṣāṇaṁ viśrāṇayati,
MAT.7.10	mīne yācite ca tasmai bhujagaṁ vitarati, etādṛśaḥ pitā yuṣmākaṁ madhye ka āste?
MAT.7.11	tasmād yūyam abhadrāḥ santo'pi yadi nijabālakebhya uttamaṁ dravyaṁ dātuṁ jānītha, tarhi yuṣmākaṁ svargasthaḥ pitā svīyayācakebhyaḥ kimuttamāni vastūni na dāsyati?
MAT.7.12	yūṣmān pratītareṣāṁ yādṛśo vyavahāro yuṣmākaṁ priyaḥ, yūyaṁ tān prati tādṛśāneva vyavahārān vidhatta; yasmād vyavasthābhaviṣyadvādināṁ vacanānām iti sāram|
MAT.7.13	saṅkīrṇadvāreṇa praviśata; yato narakagamanāya yad dvāraṁ tad vistīrṇaṁ yacca vartma tad bṛhat tena bahavaḥ praviśanti|
MAT.7.14	aparaṁ svargagamanāya yad dvāraṁ tat kīdṛk saṁkīrṇaṁ| yacca vartma tat kīdṛg durgamam| taduddeṣṭāraḥ kiyanto'lpāḥ|
MAT.7.15	aparañca ye janā meṣaveśena yuṣmākaṁ samīpam āgacchanti, kintvantardurantā vṛkā etādṛśebhyo bhaviṣyadvādibhyaḥ sāvadhānā bhavata, yūyaṁ phalena tān paricetuṁ śaknutha|
MAT.7.16	manujāḥ kiṁ kaṇṭakino vṛkṣād drākṣāphalāni śṛgālakolitaśca uḍumbaraphalāni śātayanti?
MAT.7.17	tadvad uttama eva pādapa uttamaphalāni janayati, adhamapādapaevādhamaphalāni janayati|
MAT.7.18	kintūttamapādapaḥ kadāpyadhamaphalāni janayituṁ na śaknoti, tathādhamopi pādapa uttamaphalāni janayituṁ na śaknoti|
MAT.7.19	aparaṁ ye ye pādapā adhamaphalāni janayanti, te kṛttā vahnau kṣipyante|
MAT.7.20	ataeva yūyaṁ phalena tān pariceṣyatha|
MAT.7.21	ye janā māṁ prabhuṁ vadanti, te sarvve svargarājyaṁ pravekṣyanti tanna, kintu yo mānavo mama svargasthasya pituriṣṭaṁ karmma karoti sa eva pravekṣyati|
MAT.7.22	tad dine bahavo māṁ vadiṣyanti, he prabho he prabho, tava nāmnā kimasmāmi rbhaviṣyadvākyaṁ na vyāhṛtaṁ? tava nāmnā bhūtāḥ kiṁ na tyājitāḥ? tava nāmnā kiṁ nānādbhutāni karmmāṇi na kṛtāni?
MAT.7.23	tadāhaṁ vadiṣyāmi, he kukarmmakāriṇo yuṣmān ahaṁ na vedmi, yūyaṁ matsamīpād dūrībhavata|
MAT.7.24	yaḥ kaścit mamaitāḥ kathāḥ śrutvā pālayati, sa pāṣāṇopari gṛhanirmmātrā jñāninā saha mayopamīyate|
MAT.7.25	yato vṛṣṭau satyām āplāva āgate vāyau vāte ca teṣu tadgehaṁ lagneṣu pāṣāṇopari tasya bhittestanna patatil
MAT.7.26	kintu yaḥ kaścit mamaitāḥ kathāḥ śrutvā na pālayati sa saikate gehanirmmātrā 'jñāninā upamīyate|
MAT.7.27	yato jalavṛṣṭau satyām āplāva āgate pavane vāte ca tai rgṛhe samāghāte tat patati tatpatanaṁ mahad bhavati|
MAT.7.28	yīśunaiteṣu vākyeṣu samāpiteṣu mānavāstadīyopadeśam āścaryyaṁ menire|
MAT.7.29	yasmāt sa upādhyāyā iva tān nopadideśa kintu samarthapuruṣa̮iva samupadideśa|
MAT.8.1	yadā sa parvvatād avārohat tadā bahavo mānavāstatpaścād vavrajuḥ|
MAT.8.2	ekaḥ kuṣṭhavān āgatya taṁ praṇamya babhāṣe, he prabho, yadi bhavān saṁmanyate, tarhi māṁ nirāmayaṁ karttuṁ śaknoti|
MAT.8.3	tato yīśuḥ karaṁ prasāryya tasyāṅgaṁ spṛśan vyājahāra, sammanye'haṁ tvaṁ nirāmayo bhava; tena sa tatkṣaṇāt kuṣṭhenāmoci|
MAT.8.4	tato yīśustaṁ jagāda, avadhehi kathāmetāṁ kaścidapi mā brūhi, kintu yājakasya sannidhiṁ gatvā svātmānaṁ darśaya manujebhyo nijanirāmayatvaṁ pramāṇayituṁ mūsānirūpitaṁ dravyam utsṛja ca|
MAT.8.5	tadanantaraṁ yīśunā kapharnāhūmnāmani nagare praviṣṭe kaścit śatasenāpatistatsamīpam āgatya vinīya babhāṣe,
MAT.8.6	he prabho, madīya eko dāsaḥ pakṣāghātavyādhinā bhṛśaṁ vyathitaḥ, satu śayanīya āste|
MAT.8.7	tadānīṁ yīśustasmai kathitavān, ahaṁ gatvā taṁ nirāmayaṁ kariṣyāmi|
MAT.8.8	tataḥ sa śatasenāpatiḥ pratyavadat, he prabho, bhavān yat mama gehamadhyaṁ yāti tadyogyabhājanaṁ nāhamasmi; vāṅmātram ādiśatu, tenaiva mama dāso nirāmayo bhaviṣyati|
MAT.8.9	yato mayi paranidhne'pi mama nideśavaśyāḥ kati kati senāḥ santi, tata ekasmin yāhītyukte sa yāti, tadanyasmin ehītyukte sa āyāti, tathā mama nijadāse karmmaitat kurvvityukte sa tat karoti|
MAT.8.10	tadānīṁ yīśustasyaitat vaco niśamya vismayāpanno'bhūt; nijapaścādgāmino mānavān avocca, yuṣmān tathyaṁ vacmi, isrāyelīyalokānāṁ madhye'pi naitādṛśo viśvāso mayā prāptaḥ|
MAT.8.11	anyaccāhaṁ yuṣmān vadāmi, bahavaḥ pūrvvasyāḥ paścimāyāśca diśa āgatya ibrāhīmā ishākā yākūbā ca sākam militvā samupavekṣyanti;
MAT.8.12	kintu yatra sthāne rodanadantagharṣaṇe bhavatastasmin bahirbhūtatamisre rājyasya santānā nikṣesyante|
MAT.8.13	tataḥ paraṁ yīśustaṁ śatasenāpatiṁ jagāda, yāhi, tava pratītyanusārato maṅgalaṁ bhūyāt; tadā tasminneva daṇḍe tadīyadāso nirāmayo babhūva|
MAT.8.14	anantaraṁ yīśuḥ pitarasya gehamupasthāya jvareṇa pīḍitāṁ śayanīyasthitāṁ tasya śvaśrūṁ vīkṣāñcakre|
MAT.8.15	tatastena tasyāḥ karasya spṛṣṭatavāt jvarastāṁ tatyāja, tadā sā samutthāya tān siṣeve|
MAT.8.16	anantaraṁ sandhyāyāṁ satyāṁ bahuśo bhūtagrastamanujān tasya samīpam āninyuḥ sa ca vākyena bhūtān tyājayāmāsa, sarvvaprakārapīḍitajanāṁśca nirāmayān cakāra;
MAT.8.17	tasmāt, sarvvā durbbalatāsmākaṁ tenaiva paridhāritā| asmākaṁ sakalaṁ vyādhiṁ saeva saṁgṛhītavān| yadetadvacanaṁ yiśayiyabhaviṣyadvādinoktamāsīt, tattadā saphalamabhavat|
MAT.8.18	anantaraṁ yīśuścaturdikṣu jananivahaṁ vilokya taṭinyāḥ pāraṁ yātuṁ śiṣyān ādideśa|
MAT.8.19	tadānīm eka upādhyāya āgatya kathitavān, he guro, bhavān yatra yāsyati tatrāhamapi bhavataḥ paścād yāsyāmi|
MAT.8.20	tato yīśu rjagāda, kroṣṭuḥ sthātuṁ sthānaṁ vidyate, vihāyaso vihaṅgamānāṁ nīḍāni ca santi; kintu manuṣyaputrasya śiraḥ sthāpayituṁ sthānaṁ na vidyate|
MAT.8.21	anantaram apara ekaḥ śiṣyastaṁ babhāṣe, he prabho, prathamato mama pitaraṁ śmaśāne nidhātuṁ gamanārthaṁ mām anumanyasva|
MAT.8.22	tato yīśuruktavān mṛtā mṛtān śmaśāne nidadhatu, tvaṁ mama paścād āgaccha|
MAT.8.23	anantaraṁ tasmin nāvamārūḍhe tasya śiṣyāstatpaścāt jagmuḥ|
MAT.8.24	paścāt sāgarasya madhyaṁ teṣu gateṣu tādṛśaḥ prabalo jhañbhśanila udatiṣṭhat, yena mahātaraṅga utthāya taraṇiṁ chāditavān, kintu sa nidrita āsīt|
MAT.8.25	tadā śiṣyā āgatya tasya nidrābhaṅgaṁ kṛtvā kathayāmāsuḥ, he prabho, vayaṁ mriyāmahe, bhavān asmākaṁ prāṇān rakṣatu|
MAT.8.26	tadā sa tān uktavān, he alpaviśvāsino yūyaṁ kuto vibhītha? tataḥ sa utthāya vātaṁ sāgarañca tarjayāmāsa, tato nirvvātamabhavat|
MAT.8.27	aparaṁ manujā vismayaṁ vilokya kathayāmāsuḥ, aho vātasaritpatī asya kimājñāgrāhiṇau? kīdṛśo'yaṁ mānavaḥ|
MAT.8.28	anantaraṁ sa pāraṁ gatvā giderīyadeśam upasthitavān; tadā dvau bhūtagrastamanujau śmaśānasthānād bahi rbhūtvā taṁ sākṣāt kṛtavantau, tāvetādṛśau pracaṇḍāvāstāṁ yat tena sthānena kopi yātuṁ nāśaknot|
MAT.8.29	tāvucaiḥ kathayāmāsatuḥ, he īśvarasya sūno yīśo, tvayā sākam āvayoḥ kaḥ sambandhaḥ? nirūpitakālāt prāgeva kimāvābhyāṁ yātanāṁ dātum atrāgatosi?
MAT.8.30	tadānīṁ tābhyāṁ kiñcid dūre varāhāṇām eko mahāvrajo'carat|
MAT.8.31	tato bhūtau tau tasyāntike vinīya kathayāmāsatuḥ, yadyāvāṁ tyājayasi, tarhi varāhāṇāṁ madhyevrajam āvāṁ preraya|
MAT.8.32	tadā yīśuravadat yātaṁ, anantaraṁ tau yadā manujau vihāya varāhān āśritavantau, tadā te sarvve varāhā uccasthānāt mahājavena dhāvantaḥ sāgarīyatoye majjanto mamruḥ|
MAT.8.33	tato varāharakṣakāḥ palāyamānā madhyenagaraṁ tau bhūtagrastau prati yadyad aghaṭata, tāḥ sarvvavārttā avadan|
MAT.8.34	tato nāgarikāḥ sarvve manujā yīśuṁ sākṣāt karttuṁ bahirāyātāḥ tañca vilokya prārthayāñcakrire bhavān asmākaṁ sīmāto yātu|
MAT.9.1	anantaraṁ yīśu rnaukāmāruhya punaḥ pāramāgatya nijagrāmam āyayau|
MAT.9.2	tataḥ katipayā janā ekaṁ pakṣāghātinaṁ svaṭṭopari śāyayitvā tatsamīpam ānayan; tato yīśusteṣāṁ pratītiṁ vijñāya taṁ pakṣāghātinaṁ jagāda, he putra, susthiro bhava, tava kaluṣasya marṣaṇaṁ jātam|
MAT.9.3	tāṁ kathāṁ niśamya kiyanta upādhyāyā manaḥsu cintitavanta eṣa manuja īśvaraṁ nindati|
MAT.9.4	tataḥ sa teṣām etādṛśīṁ cintāṁ vijñāya kathitavān, yūyaṁ manaḥsu kṛta etādṛśīṁ kucintāṁ kurutha?
MAT.9.5	tava pāpamarṣaṇaṁ jātaṁ, yadvā tvamutthāya gaccha, dvayoranayo rvākyayoḥ kiṁ vākyaṁ vaktuṁ sugamaṁ?
MAT.9.6	kintu medinyāṁ kaluṣaṁ kṣamituṁ manujasutasya sāmarthyamastīti yūyaṁ yathā jānītha, tadarthaṁ sa taṁ pakṣāghātinaṁ gaditavān, uttiṣṭha, nijaśayanīyaṁ ādāya gehaṁ gaccha|
MAT.9.7	tataḥ sa tatkṣaṇād utthāya nijagehaṁ prasthitavān|
MAT.9.8	mānavā itthaṁ vilokya vismayaṁ menire, īśvareṇa mānavāya sāmarthyam īdṛśaṁ dattaṁ iti kāraṇāt taṁ dhanyaṁ babhāṣire ca|
MAT.9.9	anantaraṁ yīśustatsthānād gacchan gacchan karasaṁgrahasthāne samupaviṣṭaṁ mathināmānam ekaṁ manujaṁ vilokya taṁ babhāṣe, mama paścād āgaccha, tataḥ sa utthāya tasya paścād vavrāja|
MAT.9.10	tataḥ paraṁ yīśau gṛhe bhoktum upaviṣṭe bahavaḥ karasaṁgrāhiṇaḥ kaluṣiṇaśca mānavā āgatya tena sākaṁ tasya śiṣyaiśca sākam upaviviśuḥ|
MAT.9.11	phirūśinastad dṛṣṭvā tasya śiṣyān babhāṣire, yuṣmākaṁ guruḥ kiṁ nimittaṁ karasaṁgrāhibhiḥ kaluṣibhiśca sākaṁ bhuṁkte?
MAT.9.12	yīśustat śrutvā tān pratyavadat, nirāmayalokānāṁ cikitsakena prayojanaṁ nāsti, kintu sāmayalokānāṁ prayojanamāste|
MAT.9.13	ato yūyaṁ yātvā vacanasyāsyārthaṁ śikṣadhvam, dayāyāṁ me yathā prīti rna tathā yajñakarmmaṇi|yato'haṁ dhārmmikān āhvātuṁ nāgato'smi kintu manaḥ parivarttayituṁ pāpina āhvātum āgato'smi|
MAT.9.14	anantaraṁ yohanaḥ śiṣyāstasya samīpam āgatya kathayāmāsuḥ, phirūśino vayañca punaḥ punarupavasāmaḥ, kintu tava śiṣyā nopavasanti, kutaḥ?
MAT.9.15	tadā yīśustān avocat yāvat sakhīnāṁ saṁṅge kanyāyā varastiṣṭhati, tāvat kiṁ te vilāpaṁ karttuṁ śakluvanti? kintu yadā teṣāṁ saṁṅgād varaṁ nayanti, tādṛśaḥ samaya āgamiṣyati, tadā te upavatsyanti|
MAT.9.16	purātanavasane kopi navīnavastraṁ na yojayati, yasmāt tena yojitena purātanavasanaṁ chinatti tacchidrañca bahukutsitaṁ dṛśyate|
MAT.9.17	anyañca purātanakutvāṁ kopi navānagostanīrasaṁ na nidadhāti, yasmāt tathā kṛte kutū rvidīryyate tena gostanīrasaḥ patati kutūśca naśyati; tasmāt navīnāyāṁ kutvāṁ navīno gostanīrasaḥ sthāpyate, tena dvayoravanaṁ bhavati|
MAT.9.18	aparaṁ tenaitatkathākathanakāle eko'dhipatistaṁ praṇamya babhāṣe, mama duhitā prāyeṇaitāvatkāle mṛtā, tasmād bhavānāgatya tasyā gātre hastamarpayatu, tena sā jīviṣyati|
MAT.9.19	tadānīṁ yīśuḥ śiṣyaiḥ sākam utthāya tasya paścād vavrāja|
MAT.9.20	ityanantare dvādaśavatsarān yāvat pradarāmayena śīrṇaikā nārī tasya paścād āgatya tasya vasanasya granthiṁ pasparśa;
MAT.9.21	yasmāt mayā kevalaṁ tasya vasanaṁ spṛṣṭvā svāsthyaṁ prāpsyate, sā nārīti manasi niścitavatī|
MAT.9.22	tato yīśurvadanaṁ parāvarttya tāṁ jagāda, he kanye, tvaṁ susthirā bhava, tava viśvāsastvāṁ svasthāmakārṣīt| etadvākye gaditaeva sā yoṣit svasthābhūt|
MAT.9.23	aparaṁ yīśustasyādhyakṣasya gehaṁ gatvā vādakaprabhṛtīn bahūn lokān śabdāyamānān vilokya tān avadat,
MAT.9.24	panthānaṁ tyaja, kanyeyaṁ nāmriyata nidritāste; kathāmetāṁ śrutvā te tamupajahasuḥ|
MAT.9.25	kintu sarvveṣu bahiṣkṛteṣu so'bhyantaraṁ gatvā kanyāyāḥ karaṁ dhṛtavān, tena sodatiṣṭhat;
MAT.9.26	tatastatkarmmaṇo yaśaḥ kṛtsnaṁ taṁ deśaṁ vyāptavat|
MAT.9.27	tataḥ paraṁ yīśustasmāt sthānād yātrāṁ cakāra; tadā he dāyūdaḥ santāna, asmān dayasva, iti vadantau dvau janāvandhau procairāhūyantau tatpaścād vavrajatuḥ|
MAT.9.28	tato yīśau gehamadhyaṁ praviṣṭaṁ tāvapi tasya samīpam upasthitavantau, tadānīṁ sa tau pṛṣṭavān karmmaitat karttuṁ mama sāmarthyam āste, yuvāṁ kimiti pratīthaḥ? tadā tau pratyūcatuḥ, satyaṁ prabho|
MAT.9.29	tadānīṁ sa tayo rlocanāni spṛśan babhāṣe, yuvayoḥ pratītyanusārād yuvayo rmaṅgalaṁ bhūyāt| tena tatkṣaṇāt tayo rnetrāṇi prasannānyabhavan,
MAT.9.30	paścād yīśustau dṛḍhamājñāpya jagāda, avadhattam etāṁ kathāṁ kopi manujo ma jānīyāt|
MAT.9.31	kintu tau prasthāya tasmin kṛtsne deśe tasya kīrttiṁ prakāśayāmāsatuḥ|
MAT.9.32	aparaṁ tau bahiryāta etasminnantare manujā ekaṁ bhūtagrastamūkaṁ tasya samīpam ānītavantaḥ|
MAT.9.33	tena bhūte tyājite sa mūkaḥ kathāṁ kathayituṁ prārabhata, tena janā vismayaṁ vijñāya kathayāmāsuḥ, isrāyelo vaṁśe kadāpi nedṛgadṛśyata;
MAT.9.34	kintu phirūśinaḥ kathayāñcakruḥ bhūtādhipatinā sa bhūtān tyājayati|
MAT.9.35	tataḥ paraṁ yīśusteṣāṁ bhajanabhavana upadiśan rājyasya susaṁvādaṁ pracārayan lokānāṁ yasya ya āmayo yā ca pīḍāsīt, tān śamayan śamayaṁśca sarvvāṇi nagarāṇi grāmāṁśca babhrāma|
MAT.9.36	anyañca manujān vyākulān arakṣakameṣāniva ca tyaktān nirīkṣya teṣu kāruṇikaḥ san śiṣyān avadat,
MAT.9.37	śasyāni pracurāṇi santi, kintu chettāraḥ stokāḥ|
MAT.9.38	kṣetraṁ pratyaparān chedakān prahetuṁ śasyasvāminaṁ prārthayadhvam|
MAT.10.1	anantaraṁ yīśu rdvādaśaśiṣyān āhūyāmedhyabhūtān tyājayituṁ sarvvaprakārarogān pīḍāśca śamayituṁ tebhyaḥ sāmarthyamadāt|
MAT.10.2	teṣāṁ dvādaśapreṣyāṇāṁ nāmānyetāni| prathamaṁ śimon yaṁ pitaraṁ vadanti, tataḥ paraṁ tasya sahaja āndriyaḥ, sivadiyasya putro yākūb
MAT.10.3	tasya sahajo yohan; philip barthalamay thomāḥ karasaṁgrāhī mathiḥ, ālpheyaputro yākūb,
MAT.10.4	kinānīyaḥ śimon, ya īṣkariyotīyayihūdāḥ khrīṣṭaṁ parakare'rpayat|
MAT.10.5	etān dvādaśaśiṣyān yīśuḥ preṣayan ityājñāpayat, yūyam anyadeśīyānāṁ padavīṁ śemiroṇīyānāṁ kimapi nagarañca na praviśye
MAT.10.6	isrāyelgotrasya hāritā ye ye meṣāsteṣāmeva samīpaṁ yāta|
MAT.10.7	gatvā gatvā svargasya rājatvaṁ savidhamabhavat, etāṁ kathāṁ pracārayata|
MAT.10.8	āmayagrastān svasthān kuruta, kuṣṭhinaḥ pariṣkuruta, mṛtalokān jīvayata, bhūtān tyājayata, vinā mūlyaṁ yūyam alabhadhvaṁ vinaiva mūlyaṁ viśrāṇayata|
MAT.10.9	kintu sveṣāṁ kaṭibandheṣu svarṇarūpyatāmrāṇāṁ kimapi na gṛhlīta|
MAT.10.10	anyacca yātrāyai celasampuṭaṁ vā dvitīyavasanaṁ vā pāduke vā yaṣṭiḥ, etān mā gṛhlīta, yataḥ kāryyakṛt bharttuṁ yogyo bhavati|
MAT.10.11	aparaṁ yūyaṁ yat puraṁ yañca grāmaṁ praviśatha, tatra yo jano yogyapātraṁ tamavagatya yānakālaṁ yāvat tatra tiṣṭhata|
MAT.10.12	yadā yūyaṁ tadgehaṁ praviśatha, tadā tamāśiṣaṁ vadata|
MAT.10.13	yadi sa yogyapātraṁ bhavati, tarhi tatkalyāṇaṁ tasmai bhaviṣyati, nocet sāśīryuṣmabhyameva bhaviṣyati|
MAT.10.14	kintu ye janā yuṣmākamātithyaṁ na vidadhati yuṣmākaṁ kathāñca na śṛṇvanti teṣāṁ gehāt purādvā prasthānakāle svapadūlīḥ pātayata|
MAT.10.15	yuṣmānahaṁ tathyaṁ vacmi vicāradine tatpurasya daśātaḥ sidomamorāpurayordaśā sahyatarā bhaviṣyati|
MAT.10.16	paśyata, vṛkayūthamadhye meṣaḥ yathāvistathā yuṣmāna prahiṇomi, tasmād yūyam ahiriva satarkāḥ kapotāivāhiṁsakā bhavata|
MAT.10.17	nṛbhyaḥ sāvadhānā bhavata; yatastai ryūyaṁ rājasaṁsadi samarpiṣyadhve teṣāṁ bhajanagehe prahāriṣyadhve|
MAT.10.18	yūyaṁ mannāmahetoḥ śāstṛṇāṁ rājñāñca samakṣaṁ tānanyadeśinaścādhi sākṣitvārthamāneṣyadhve|
MAT.10.19	kintvitthaṁ samarpitā yūyaṁ kathaṁ kimuttaraṁ vakṣyatha tatra mā cintayata, yatastadā yuṣmābhi ryad vaktavyaṁ tat taddaṇḍe yuṣmanmanaḥ su samupasthāsyati|
MAT.10.20	yasmāt tadā yo vakṣyati sa na yūyaṁ kintu yuṣmākamantarasthaḥ pitrātmā|
MAT.10.21	sahajaḥ sahajaṁ tātaḥ sutañca mṛtau samarpayiṣyati, apatyāgi svasvapitroे rvipakṣībhūya tau ghātayiṣyanti|
MAT.10.22	mannamahetoḥ sarvve janā yuṣmān ṛृtīyiṣyante, kintu yaḥ śeṣaṁ yāvad dhairyyaṁ ghṛtvā sthāsyati, sa trāyiṣyate|
