MAT.1.1	ibraahiima.h santaano daayuud tasya santaano yii"sukhrii.s.tastasya puurvvapuru.sava.m"sa"sre.nii|
MAT.6.17	yadaa tvam upavasasi, tadaa yathaa lokaistva.m upavaasiiva na d.r"syase, kintu tava yo.agocara.h pitaa tenaiva d.r"syase, tatk.rte nija"sirasi taila.m marddaya vadana nca prak.saalaya;
MAT.6.18	tena tava ya.h pitaa guptadar"sii sa prakaa"sya tubhya.m phala.m daasyati|
MAT.6.19	apara.m yatra sthaane kii.taa.h kala"nkaa"sca k.saya.m nayanti, cauraa"sca sandhi.m karttayitvaa corayitu.m "saknuvanti, taad.r"syaa.m medinyaa.m svaartha.m dhana.m maa sa.mcinuta|
MAT.6.20	kintu yatra sthaane kii.taa.h kala"nkaa"sca k.saya.m na nayanti, cauraa"sca sandhi.m karttayitvaa corayitu.m na "saknuvanti, taad.r"se svarge dhana.m sa ncinuta|
MAT.6.21	yasmaat yatra sthaane yu.smaa.mka dhana.m tatraiva khaane yu.smaaka.m manaa.msi|
MAT.6.22	locana.m dehasya pradiipaka.m, tasmaat yadi tava locana.m prasanna.m bhavati, tarhi tava k.rtsna.m vapu rdiiptiyukta.m bhavi.syati|
MAT.6.23	kintu locane.aprasanne tava k.rtsna.m vapu.h tamisrayukta.m bhavi.syati| ataeva yaa diiptistvayi vidyate, saa yadi tamisrayuktaa bhavati, tarhi tat tamisra.m kiyan mahat|
MAT.6.24	kopi manujo dvau prabhuu sevitu.m na "saknoti, yasmaad eka.m sa.mmanya tadanya.m na sammanyate, yadvaa ekatra mano nidhaaya tadanyam avamanyate; tathaa yuuyamapii"svara.m lak.smii ncetyubhe sevitu.m na "saknutha|
MAT.6.25	aparam aha.m yu.smabhya.m tathya.m kathayaami, ki.m bhak.si.syaama.h? ki.m paasyaama.h? iti praa.nadhaara.naaya maa cintayata; ki.m paridhaasyaama.h? iti kaayarak.sa.naaya na cintayata; bhak.syaat praa.naa vasanaa nca vapuu.m.si ki.m "sre.s.thaa.ni na hi?
MAT.6.26	vihaayaso viha"ngamaan vilokayata; tai rnopyate na k.rtyate bhaa.n.daagaare na sa nciiyate.api; tathaapi yu.smaaka.m svargastha.h pitaa tebhya aahaara.m vitarati|
MAT.6.27	yuuya.m tebhya.h ki.m "sre.s.thaa na bhavatha? yu.smaaka.m ka"scit manuja.h cintayan nijaayu.sa.h k.sa.namapi varddhayitu.m "saknoti?
MAT.6.28	apara.m vasanaaya kuta"scintayata? k.setrotpannaani pu.spaa.ni katha.m varddhante tadaalocayata| taani tantuun notpaadayanti kimapi kaaryya.m na kurvvanti;
MAT.6.29	tathaapyaha.m yu.smaan vadaami, sulemaan taad.rg ai"svaryyavaanapi tatpu.spamiva vibhuu.sito naasiit|
MAT.6.30	tasmaat k.sadya vidyamaana.m "sca.h cullyaa.m nik.sepsyate taad.r"sa.m yat k.setrasthita.m kusuma.m tat yadii"scara ittha.m bibhuu.sayati, tarhi he stokapratyayino yu.smaan ki.m na paridhaapayi.syati?
MAT.6.31	tasmaat asmaabhi.h kimatsyate? ki nca paayi.syate? ki.m vaa paridhaayi.syate, iti na cintayata|
MAT.6.32	yasmaat devaarccakaa apiiti ce.s.tante; ete.su dravye.su prayojanamastiiti yu.smaaka.m svargastha.h pitaa jaanaati|
MAT.6.33	ataeva prathamata ii"svariiyaraajya.m dharmma nca ce.s.tadhva.m, tata etaani vastuuni yu.smabhya.m pradaayi.syante|
MAT.6.34	"sva.h k.rte maa cintayata, "svaeva svaya.m svamuddi"sya cintayi.syati; adyatanii yaa cintaa saadyak.rte pracurataraa|
MAT.7.1	yathaa yuuya.m do.siik.rtaa na bhavatha, tatk.rte.anya.m do.si.na.m maa kuruta|
MAT.7.2	yato yaad.r"sena do.se.na yuuya.m paraan do.si.na.h kurutha, taad.r"sena do.se.na yuuyamapi do.siik.rtaa bhavi.syatha, anya nca yena parimaa.nena yu.smaabhi.h parimiiyate, tenaiva parimaa.nena yu.smatk.rte parimaayi.syate|
MAT.7.3	apara nca nijanayane yaa naasaa vidyate, taam anaalocya tava sahajasya locane yat t.r.nam aaste, tadeva kuto viik.sase?
MAT.7.4	tava nijalocane naasaayaa.m vidyamaanaayaa.m, he bhraata.h, tava nayanaat t.r.na.m bahi.syartu.m anujaaniihi, kathaametaa.m nijasahajaaya katha.m kathayitu.m "sakno.si?
MAT.7.5	he kapa.tin, aadau nijanayanaat naasaa.m bahi.skuru tato nijad.r.s.tau suprasannaayaa.m tava bhraat.r rlocanaat t.r.na.m bahi.skartu.m "sak.syasi|
MAT.7.6	anya nca saarameyebhya.h pavitravastuuni maa vitarata, varaahaa.naa.m samak.sa nca muktaa maa nik.sipata; nik.sepa.naat te taa.h sarvvaa.h padai rdalayi.syanti, paraav.rtya yu.smaanapi vidaarayi.syanti|
MAT.7.7	yaacadhva.m tato yu.smabhya.m daayi.syate; m.rgayadhva.m tata udde"sa.m lapsyadhve; dvaaram aahata, tato yu.smatk.rte mukta.m bhavi.syati|
MAT.7.8	yasmaad yena yaacyate, tena labhyate; yena m.rgyate tenodde"sa.h praapyate; yena ca dvaaram aahanyate, tatk.rte dvaara.m mocyate|
MAT.7.9	aatmajena puupe praarthite tasmai paa.saa.na.m vi"sraa.nayati,
MAT.7.10	miine yaacite ca tasmai bhujaga.m vitarati, etaad.r"sa.h pitaa yu.smaaka.m madhye ka aaste?
MAT.7.11	tasmaad yuuyam abhadraa.h santo.api yadi nijabaalakebhya uttama.m dravya.m daatu.m jaaniitha, tarhi yu.smaaka.m svargastha.h pitaa sviiyayaacakebhya.h kimuttamaani vastuuni na daasyati?
MAT.7.12	yuu.smaan pratiitare.saa.m yaad.r"so vyavahaaro yu.smaaka.m priya.h, yuuya.m taan prati taad.r"saaneva vyavahaaraan vidhatta; yasmaad vyavasthaabhavi.syadvaadinaa.m vacanaanaam iti saaram|
MAT.7.13	sa"nkiir.nadvaare.na pravi"sata; yato narakagamanaaya yad dvaara.m tad vistiir.na.m yacca vartma tad b.rhat tena bahava.h pravi"santi|
MAT.7.14	apara.m svargagamanaaya yad dvaara.m tat kiid.rk sa.mkiir.na.m| yacca vartma tat kiid.rg durgamam| tadudde.s.taara.h kiyanto.alpaa.h|
MAT.7.15	apara nca ye janaa me.save"sena yu.smaaka.m samiipam aagacchanti, kintvantardurantaa v.rkaa etaad.r"sebhyo bhavi.syadvaadibhya.h saavadhaanaa bhavata, yuuya.m phalena taan paricetu.m "saknutha|
MAT.7.16	manujaa.h ki.m ka.n.takino v.rk.saad draak.saaphalaani "s.rgaalakolita"sca u.dumbaraphalaani "saatayanti?
MAT.7.17	tadvad uttama eva paadapa uttamaphalaani janayati, adhamapaadapaevaadhamaphalaani janayati|
MAT.7.18	kintuuttamapaadapa.h kadaapyadhamaphalaani janayitu.m na "saknoti, tathaadhamopi paadapa uttamaphalaani janayitu.m na "saknoti|
MAT.7.19	apara.m ye ye paadapaa adhamaphalaani janayanti, te k.rttaa vahnau k.sipyante|
MAT.7.20	ataeva yuuya.m phalena taan parice.syatha|
MAT.7.21	ye janaa maa.m prabhu.m vadanti, te sarvve svargaraajya.m pravek.syanti tanna, kintu yo maanavo mama svargasthasya pituri.s.ta.m karmma karoti sa eva pravek.syati|
MAT.7.22	tad dine bahavo maa.m vadi.syanti, he prabho he prabho, tava naamnaa kimasmaami rbhavi.syadvaakya.m na vyaah.rta.m? tava naamnaa bhuutaa.h ki.m na tyaajitaa.h? tava naamnaa ki.m naanaadbhutaani karmmaa.ni na k.rtaani?
MAT.7.23	tadaaha.m vadi.syaami, he kukarmmakaari.no yu.smaan aha.m na vedmi, yuuya.m matsamiipaad duuriibhavata|
MAT.7.24	ya.h ka"scit mamaitaa.h kathaa.h "srutvaa paalayati, sa paa.saa.nopari g.rhanirmmaatraa j naaninaa saha mayopamiiyate|
MAT.7.25	yato v.r.s.tau satyaam aaplaava aagate vaayau vaate ca te.su tadgeha.m lagne.su paa.saa.nopari tasya bhittestanna patatil
MAT.7.26	kintu ya.h ka"scit mamaitaa.h kathaa.h "srutvaa na paalayati sa saikate gehanirmmaatraa .aj naaninaa upamiiyate|
MAT.7.27	yato jalav.r.s.tau satyaam aaplaava aagate pavane vaate ca tai rg.rhe samaaghaate tat patati tatpatana.m mahad bhavati|
MAT.7.28	yii"sunaite.su vaakye.su samaapite.su maanavaastadiiyopade"sam aa"scaryya.m menire|
MAT.7.29	yasmaat sa upaadhyaayaa iva taan nopadide"sa kintu samarthapuru.sa_iva samupadide"sa|
MAT.8.1	yadaa sa parvvataad avaarohat tadaa bahavo maanavaastatpa"scaad vavraju.h|
MAT.8.2	eka.h ku.s.thavaan aagatya ta.m pra.namya babhaa.se, he prabho, yadi bhavaan sa.mmanyate, tarhi maa.m niraamaya.m karttu.m "saknoti|
MAT.8.3	tato yii"su.h kara.m prasaaryya tasyaa"nga.m sp.r"san vyaajahaara, sammanye.aha.m tva.m niraamayo bhava; tena sa tatk.sa.naat ku.s.thenaamoci|
MAT.8.4	tato yii"susta.m jagaada, avadhehi kathaametaa.m ka"scidapi maa bruuhi, kintu yaajakasya sannidhi.m gatvaa svaatmaana.m dar"saya manujebhyo nijaniraamayatva.m pramaa.nayitu.m muusaaniruupita.m dravyam uts.rja ca|
MAT.8.5	tadanantara.m yii"sunaa kapharnaahuumnaamani nagare pravi.s.te ka"scit "satasenaapatistatsamiipam aagatya viniiya babhaa.se,
MAT.8.6	he prabho, madiiya eko daasa.h pak.saaghaatavyaadhinaa bh.r"sa.m vyathita.h, satu "sayaniiya aaste|
MAT.8.7	tadaanii.m yii"sustasmai kathitavaan, aha.m gatvaa ta.m niraamaya.m kari.syaami|
MAT.8.8	tata.h sa "satasenaapati.h pratyavadat, he prabho, bhavaan yat mama gehamadhya.m yaati tadyogyabhaajana.m naahamasmi; vaa"nmaatram aadi"satu, tenaiva mama daaso niraamayo bhavi.syati|
MAT.8.9	yato mayi paranidhne.api mama nide"sava"syaa.h kati kati senaa.h santi, tata ekasmin yaahiityukte sa yaati, tadanyasmin ehiityukte sa aayaati, tathaa mama nijadaase karmmaitat kurvvityukte sa tat karoti|
MAT.8.10	tadaanii.m yii"sustasyaitat vaco ni"samya vismayaapanno.abhuut; nijapa"scaadgaamino maanavaan avocca, yu.smaan tathya.m vacmi, israayeliiyalokaanaa.m madhye.api naitaad.r"so vi"svaaso mayaa praapta.h|
MAT.8.11	anyaccaaha.m yu.smaan vadaami, bahava.h puurvvasyaa.h pa"scimaayaa"sca di"sa aagatya ibraahiimaa ishaakaa yaakuubaa ca saakam militvaa samupavek.syanti;
MAT.8.12	kintu yatra sthaane rodanadantaghar.sa.ne bhavatastasmin bahirbhuutatamisre raajyasya santaanaa nik.sesyante|
MAT.8.13	tata.h para.m yii"susta.m "satasenaapati.m jagaada, yaahi, tava pratiityanusaarato ma"ngala.m bhuuyaat; tadaa tasminneva da.n.de tadiiyadaaso niraamayo babhuuva|
MAT.8.14	anantara.m yii"su.h pitarasya gehamupasthaaya jvare.na pii.ditaa.m "sayaniiyasthitaa.m tasya "sva"sruu.m viik.saa ncakre|
MAT.8.15	tatastena tasyaa.h karasya sp.r.s.tatavaat jvarastaa.m tatyaaja, tadaa saa samutthaaya taan si.seve|
MAT.8.16	anantara.m sandhyaayaa.m satyaa.m bahu"so bhuutagrastamanujaan tasya samiipam aaninyu.h sa ca vaakyena bhuutaan tyaajayaamaasa, sarvvaprakaarapii.ditajanaa.m"sca niraamayaan cakaara;
MAT.8.17	tasmaat, sarvvaa durbbalataasmaaka.m tenaiva paridhaaritaa| asmaaka.m sakala.m vyaadhi.m saeva sa.mg.rhiitavaan| yadetadvacana.m yi"sayiyabhavi.syadvaadinoktamaasiit, tattadaa saphalamabhavat|
MAT.8.18	anantara.m yii"su"scaturdik.su jananivaha.m vilokya ta.tinyaa.h paara.m yaatu.m "si.syaan aadide"sa|
MAT.8.19	tadaaniim eka upaadhyaaya aagatya kathitavaan, he guro, bhavaan yatra yaasyati tatraahamapi bhavata.h pa"scaad yaasyaami|
MAT.8.20	tato yii"su rjagaada, kro.s.tu.h sthaatu.m sthaana.m vidyate, vihaayaso viha"ngamaanaa.m nii.daani ca santi; kintu manu.syaputrasya "sira.h sthaapayitu.m sthaana.m na vidyate|
MAT.8.21	anantaram apara eka.h "si.syasta.m babhaa.se, he prabho, prathamato mama pitara.m "sma"saane nidhaatu.m gamanaartha.m maam anumanyasva|
MAT.8.22	tato yii"suruktavaan m.rtaa m.rtaan "sma"saane nidadhatu, tva.m mama pa"scaad aagaccha|
MAT.8.23	anantara.m tasmin naavamaaruu.dhe tasya "si.syaastatpa"scaat jagmu.h|
MAT.8.24	pa"scaat saagarasya madhya.m te.su gate.su taad.r"sa.h prabalo jha nbh"sanila udati.s.that, yena mahaatara"nga utthaaya tara.ni.m chaaditavaan, kintu sa nidrita aasiit|
MAT.8.25	tadaa "si.syaa aagatya tasya nidraabha"nga.m k.rtvaa kathayaamaasu.h, he prabho, vaya.m mriyaamahe, bhavaan asmaaka.m praa.naan rak.satu|
MAT.8.26	tadaa sa taan uktavaan, he alpavi"svaasino yuuya.m kuto vibhiitha? tata.h sa utthaaya vaata.m saagara nca tarjayaamaasa, tato nirvvaatamabhavat|
MAT.8.27	apara.m manujaa vismaya.m vilokya kathayaamaasu.h, aho vaatasaritpatii asya kimaaj naagraahi.nau? kiid.r"so.aya.m maanava.h|
MAT.8.28	anantara.m sa paara.m gatvaa gideriiyade"sam upasthitavaan; tadaa dvau bhuutagrastamanujau "sma"saanasthaanaad bahi rbhuutvaa ta.m saak.saat k.rtavantau, taavetaad.r"sau praca.n.daavaastaa.m yat tena sthaanena kopi yaatu.m naa"saknot|
MAT.8.29	taavucai.h kathayaamaasatu.h, he ii"svarasya suuno yii"so, tvayaa saakam aavayo.h ka.h sambandha.h? niruupitakaalaat praageva kimaavaabhyaa.m yaatanaa.m daatum atraagatosi?
MAT.8.30	tadaanii.m taabhyaa.m ki ncid duure varaahaa.naam eko mahaavrajo.acarat|
MAT.8.31	tato bhuutau tau tasyaantike viniiya kathayaamaasatu.h, yadyaavaa.m tyaajayasi, tarhi varaahaa.naa.m madhyevrajam aavaa.m preraya|
MAT.8.32	tadaa yii"suravadat yaata.m, anantara.m tau yadaa manujau vihaaya varaahaan aa"sritavantau, tadaa te sarvve varaahaa uccasthaanaat mahaajavena dhaavanta.h saagariiyatoye majjanto mamru.h|
MAT.8.33	tato varaaharak.sakaa.h palaayamaanaa madhyenagara.m tau bhuutagrastau prati yadyad agha.tata, taa.h sarvvavaarttaa avadan|
MAT.8.34	tato naagarikaa.h sarvve manujaa yii"su.m saak.saat karttu.m bahiraayaataa.h ta nca vilokya praarthayaa ncakrire bhavaan asmaaka.m siimaato yaatu|
MAT.9.1	anantara.m yii"su rnaukaamaaruhya puna.h paaramaagatya nijagraamam aayayau|
MAT.9.2	tata.h katipayaa janaa eka.m pak.saaghaatina.m sva.t.topari "saayayitvaa tatsamiipam aanayan; tato yii"suste.saa.m pratiiti.m vij naaya ta.m pak.saaghaatina.m jagaada, he putra, susthiro bhava, tava kalu.sasya mar.sa.na.m jaatam|
MAT.9.3	taa.m kathaa.m ni"samya kiyanta upaadhyaayaa mana.hsu cintitavanta e.sa manuja ii"svara.m nindati|
MAT.9.4	tata.h sa te.saam etaad.r"sii.m cintaa.m vij naaya kathitavaan, yuuya.m mana.hsu k.rta etaad.r"sii.m kucintaa.m kurutha?
MAT.9.5	tava paapamar.sa.na.m jaata.m, yadvaa tvamutthaaya gaccha, dvayoranayo rvaakyayo.h ki.m vaakya.m vaktu.m sugama.m?
MAT.9.6	kintu medinyaa.m kalu.sa.m k.samitu.m manujasutasya saamarthyamastiiti yuuya.m yathaa jaaniitha, tadartha.m sa ta.m pak.saaghaatina.m gaditavaan, utti.s.tha, nija"sayaniiya.m aadaaya geha.m gaccha|
MAT.9.7	tata.h sa tatk.sa.naad utthaaya nijageha.m prasthitavaan|
MAT.9.8	maanavaa ittha.m vilokya vismaya.m menire, ii"svare.na maanavaaya saamarthyam iid.r"sa.m datta.m iti kaara.naat ta.m dhanya.m babhaa.sire ca|
MAT.9.9	anantara.m yii"sustatsthaanaad gacchan gacchan karasa.mgrahasthaane samupavi.s.ta.m mathinaamaanam eka.m manuja.m vilokya ta.m babhaa.se, mama pa"scaad aagaccha, tata.h sa utthaaya tasya pa"scaad vavraaja|
MAT.9.10	tata.h para.m yii"sau g.rhe bhoktum upavi.s.te bahava.h karasa.mgraahi.na.h kalu.si.na"sca maanavaa aagatya tena saaka.m tasya "si.syai"sca saakam upavivi"su.h|
MAT.9.11	phiruu"sinastad d.r.s.tvaa tasya "si.syaan babhaa.sire, yu.smaaka.m guru.h ki.m nimitta.m karasa.mgraahibhi.h kalu.sibhi"sca saaka.m bhu.mkte?
MAT.9.12	yii"sustat "srutvaa taan pratyavadat, niraamayalokaanaa.m cikitsakena prayojana.m naasti, kintu saamayalokaanaa.m prayojanamaaste|
MAT.9.13	ato yuuya.m yaatvaa vacanasyaasyaartha.m "sik.sadhvam, dayaayaa.m me yathaa priiti rna tathaa yaj nakarmma.ni|yato.aha.m dhaarmmikaan aahvaatu.m naagato.asmi kintu mana.h parivarttayitu.m paapina aahvaatum aagato.asmi|
MAT.9.14	anantara.m yohana.h "si.syaastasya samiipam aagatya kathayaamaasu.h, phiruu"sino vaya nca puna.h punarupavasaama.h, kintu tava "si.syaa nopavasanti, kuta.h?
MAT.9.15	tadaa yii"sustaan avocat yaavat sakhiinaa.m sa.m"nge kanyaayaa varasti.s.thati, taavat ki.m te vilaapa.m karttu.m "sakluvanti? kintu yadaa te.saa.m sa.m"ngaad vara.m nayanti, taad.r"sa.h samaya aagami.syati, tadaa te upavatsyanti|
MAT.9.16	puraatanavasane kopi naviinavastra.m na yojayati, yasmaat tena yojitena puraatanavasana.m chinatti tacchidra nca bahukutsita.m d.r"syate|
MAT.9.17	anya nca puraatanakutvaa.m kopi navaanagostaniirasa.m na nidadhaati, yasmaat tathaa k.rte kutuu rvidiiryyate tena gostaniirasa.h patati kutuu"sca na"syati; tasmaat naviinaayaa.m kutvaa.m naviino gostaniirasa.h sthaapyate, tena dvayoravana.m bhavati|
MAT.9.18	apara.m tenaitatkathaakathanakaale eko.adhipatista.m pra.namya babhaa.se, mama duhitaa praaye.naitaavatkaale m.rtaa, tasmaad bhavaanaagatya tasyaa gaatre hastamarpayatu, tena saa jiivi.syati|
MAT.9.19	tadaanii.m yii"su.h "si.syai.h saakam utthaaya tasya pa"scaad vavraaja|
MAT.9.20	ityanantare dvaada"savatsaraan yaavat pradaraamayena "siir.naikaa naarii tasya pa"scaad aagatya tasya vasanasya granthi.m paspar"sa;
MAT.9.21	yasmaat mayaa kevala.m tasya vasana.m sp.r.s.tvaa svaasthya.m praapsyate, saa naariiti manasi ni"scitavatii|
MAT.9.22	tato yii"survadana.m paraavarttya taa.m jagaada, he kanye, tva.m susthiraa bhava, tava vi"svaasastvaa.m svasthaamakaar.siit| etadvaakye gaditaeva saa yo.sit svasthaabhuut|
MAT.9.23	apara.m yii"sustasyaadhyak.sasya geha.m gatvaa vaadakaprabh.rtiin bahuun lokaan "sabdaayamaanaan vilokya taan avadat,
MAT.9.24	panthaana.m tyaja, kanyeya.m naamriyata nidritaaste; kathaametaa.m "srutvaa te tamupajahasu.h|
MAT.9.25	kintu sarvve.su bahi.sk.rte.su so.abhyantara.m gatvaa kanyaayaa.h kara.m dh.rtavaan, tena sodati.s.that;
MAT.9.26	tatastatkarmma.no ya"sa.h k.rtsna.m ta.m de"sa.m vyaaptavat|
MAT.9.27	tata.h para.m yii"sustasmaat sthaanaad yaatraa.m cakaara; tadaa he daayuuda.h santaana, asmaan dayasva, iti vadantau dvau janaavandhau procairaahuuyantau tatpa"scaad vavrajatu.h|
MAT.9.28	tato yii"sau gehamadhya.m pravi.s.ta.m taavapi tasya samiipam upasthitavantau, tadaanii.m sa tau p.r.s.tavaan karmmaitat karttu.m mama saamarthyam aaste, yuvaa.m kimiti pratiitha.h? tadaa tau pratyuucatu.h, satya.m prabho|
MAT.9.29	tadaanii.m sa tayo rlocanaani sp.r"san babhaa.se, yuvayo.h pratiityanusaaraad yuvayo rma"ngala.m bhuuyaat| tena tatk.sa.naat tayo rnetraa.ni prasannaanyabhavan,
MAT.9.30	pa"scaad yii"sustau d.r.dhamaaj naapya jagaada, avadhattam etaa.m kathaa.m kopi manujo ma jaaniiyaat|
MAT.9.31	kintu tau prasthaaya tasmin k.rtsne de"se tasya kiirtti.m prakaa"sayaamaasatu.h|
MAT.9.32	apara.m tau bahiryaata etasminnantare manujaa eka.m bhuutagrastamuuka.m tasya samiipam aaniitavanta.h|
MAT.9.33	tena bhuute tyaajite sa muuka.h kathaa.m kathayitu.m praarabhata, tena janaa vismaya.m vij naaya kathayaamaasu.h, israayelo va.m"se kadaapi ned.rgad.r"syata;
MAT.9.34	kintu phiruu"sina.h kathayaa ncakru.h bhuutaadhipatinaa sa bhuutaan tyaajayati|
MAT.9.35	tata.h para.m yii"suste.saa.m bhajanabhavana upadi"san raajyasya susa.mvaada.m pracaarayan lokaanaa.m yasya ya aamayo yaa ca pii.daasiit, taan "samayan "samaya.m"sca sarvvaa.ni nagaraa.ni graamaa.m"sca babhraama|
MAT.9.36	anya nca manujaan vyaakulaan arak.sakame.saaniva ca tyaktaan niriik.sya te.su kaaru.nika.h san "si.syaan avadat,
MAT.9.37	"sasyaani pracuraa.ni santi, kintu chettaara.h stokaa.h|
MAT.9.38	k.setra.m pratyaparaan chedakaan prahetu.m "sasyasvaamina.m praarthayadhvam|
MAT.10.1	anantara.m yii"su rdvaada"sa"si.syaan aahuuyaamedhyabhuutaan tyaajayitu.m sarvvaprakaararogaan pii.daa"sca "samayitu.m tebhya.h saamarthyamadaat|
MAT.10.2	te.saa.m dvaada"sapre.syaa.naa.m naamaanyetaani| prathama.m "simon ya.m pitara.m vadanti, tata.h para.m tasya sahaja aandriya.h, sivadiyasya putro yaakuub
MAT.10.3	tasya sahajo yohan; philip barthalamay thomaa.h karasa.mgraahii mathi.h, aalpheyaputro yaakuub,
MAT.10.4	kinaaniiya.h "simon, ya ii.skariyotiiyayihuudaa.h khrii.s.ta.m parakare.arpayat|
MAT.10.5	etaan dvaada"sa"si.syaan yii"su.h pre.sayan ityaaj naapayat, yuuyam anyade"siiyaanaa.m padavii.m "semiro.niiyaanaa.m kimapi nagara nca na pravi"sye
MAT.10.6	israayelgotrasya haaritaa ye ye me.saaste.saameva samiipa.m yaata|
MAT.10.7	gatvaa gatvaa svargasya raajatva.m savidhamabhavat, etaa.m kathaa.m pracaarayata|
MAT.10.8	aamayagrastaan svasthaan kuruta, ku.s.thina.h pari.skuruta, m.rtalokaan jiivayata, bhuutaan tyaajayata, vinaa muulya.m yuuyam alabhadhva.m vinaiva muulya.m vi"sraa.nayata|
MAT.10.9	kintu sve.saa.m ka.tibandhe.su svar.naruupyataamraa.naa.m kimapi na g.rhliita|
MAT.10.10	anyacca yaatraayai celasampu.ta.m vaa dvitiiyavasana.m vaa paaduke vaa ya.s.ti.h, etaan maa g.rhliita, yata.h kaaryyak.rt bharttu.m yogyo bhavati|
MAT.10.11	apara.m yuuya.m yat pura.m ya nca graama.m pravi"satha, tatra yo jano yogyapaatra.m tamavagatya yaanakaala.m yaavat tatra ti.s.thata|
MAT.10.12	yadaa yuuya.m tadgeha.m pravi"satha, tadaa tamaa"si.sa.m vadata|
MAT.10.13	yadi sa yogyapaatra.m bhavati, tarhi tatkalyaa.na.m tasmai bhavi.syati, nocet saa"siiryu.smabhyameva bhavi.syati|
MAT.10.14	kintu ye janaa yu.smaakamaatithya.m na vidadhati yu.smaaka.m kathaa nca na "s.r.nvanti te.saa.m gehaat puraadvaa prasthaanakaale svapaduulii.h paatayata|
MAT.10.15	yu.smaanaha.m tathya.m vacmi vicaaradine tatpurasya da"saata.h sidomamoraapurayorda"saa sahyataraa bhavi.syati|
MAT.10.16	pa"syata, v.rkayuuthamadhye me.sa.h yathaavistathaa yu.smaana prahi.nomi, tasmaad yuuyam ahiriva satarkaa.h kapotaaivaahi.msakaa bhavata|
MAT.10.17	n.rbhya.h saavadhaanaa bhavata; yatastai ryuuya.m raajasa.msadi samarpi.syadhve te.saa.m bhajanagehe prahaari.syadhve|
MAT.10.18	yuuya.m mannaamaheto.h "saast.r.naa.m raaj naa nca samak.sa.m taananyade"sina"scaadhi saak.sitvaarthamaane.syadhve|
MAT.10.19	kintvittha.m samarpitaa yuuya.m katha.m kimuttara.m vak.syatha tatra maa cintayata, yatastadaa yu.smaabhi ryad vaktavya.m tat tadda.n.de yu.smanmana.h su samupasthaasyati|
MAT.10.20	yasmaat tadaa yo vak.syati sa na yuuya.m kintu yu.smaakamantarastha.h pitraatmaa|
MAT.10.21	sahaja.h sahaja.m taata.h suta nca m.rtau samarpayi.syati, apatyaagi svasvapitroे rvipak.siibhuuya tau ghaatayi.syanti|
MAT.10.22	mannamaheto.h sarvve janaa yu.smaan .rृtiiyi.syante, kintu ya.h "se.sa.m yaavad dhairyya.m gh.rtvaa sthaasyati, sa traayi.syate|
MAT.10.23	tai ryadaa yuuyamekapure taa.di.syadhve, tadaa yuuyamanyapura.m palaayadhva.m yu.smaanaha.m tathya.m vacmi yaavanmanujasuto naiti taavad israayelde"siiyasarvvanagarabhrama.na.m samaapayitu.m na "sak.syatha|
MAT.10.24	guro.h "si.syo na mahaan, prabhordaaso na mahaan|
MAT.10.25	yadi "si.syo nijaguro rdaasa"sca svaprabho.h samaano bhavati tarhi tad yathe.s.ta.m| cettairg.rhapatirbhuutaraaja ucyate, tarhi parivaaraa.h ki.m tathaa na vak.syante?
MAT.10.26	kintu tebhyo yuuya.m maa bibhiita, yato yanna prakaa"si.syate, taad.rk chaadita.m kimapi naasti, yacca na vya nci.syate, taad.rg gupta.m kimapi naasti|
MAT.10.27	yadaha.m yu.smaan tamasi vacmi tad yu.smaabhirdiiptau kathyataa.m; kar.naabhyaa.m yat "sruuyate tad gehopari pracaaryyataa.m|
MAT.10.28	ye kaaya.m hantu.m "saknuvanti naatmaana.m, tebhyo maa bhai.s.ta; ya.h kaayaatmaanau niraye naa"sayitu.m, "saknoti, tato bibhiita|
MAT.10.29	dvau ca.takau kimekataamramudrayaa na vikriiyete? tathaapi yu.smattaataanumati.m vinaa te.saamekopi bhuvi na patati|
MAT.10.30	yu.smacchirasaa.m sarvvakacaa ga.nitaa.m.h santi|
MAT.10.31	ato maa bibhiita, yuuya.m bahuca.takebhyo bahumuulyaa.h|
MAT.10.32	yo manujasaak.saanmaama"ngiikurute tamaha.m svargasthataatasaak.saada"ngiikari.sye|
MAT.10.33	p.rthvyaamaha.m "saanti.m daatumaagata_iti maanubhavata, "saanti.m daatu.m na kintvasi.m|
MAT.10.34	pit.rmaat.r"sca"sruubhi.h saaka.m sutasutaabadhuu rvirodhayitu ncaagateाsmi|
MAT.10.35	tata.h svasvaparivaaraeva n.r"satru rbhavitaa|
MAT.10.36	ya.h pitari maatari vaa mattodhika.m priiyate, sa na madarha.h;
MAT.10.37	ya"sca sute sutaayaa.m vaa mattodhika.m priiyate, seाpi na madarha.h|
MAT.10.38	ya.h svakru"sa.m g.rhlan matpa"scaannaiti, seाpi na madarha.h|
MAT.10.39	ya.h svapraa.naanavati, sa taan haarayi.syate, yastu matk.rte svapraa.naan haarayati, sa taanavati|
MAT.10.40	yo yu.smaakamaatithya.m vidadhaati, sa mamaatithya.m vidadhaati, ya"sca mamaatithya.m vidadhaati, sa matprerakasyaatithya.m vidadhaati|
