GEN.1.1	Are nakuexinxion beꞌe kain, Ndo Dio binchechjian ngajni ko nunthe. 
GEN.6.9	Jiꞌi thi kuꞌen Noé, naa xii jian ko xruꞌin thi jianꞌa bancheꞌe ngayee chujni bechon are mee, ko bancheꞌe thi baketuꞌan Ndo Dio. 
GEN.6.10	Ko Noé bechundakaꞌo chriꞌi nii chjan, xan Sem, xan Cam ko xan Jafet.
GEN.6.11	Ko Ndo Dio bikon Ndo ixin kainxin chujni anto bancheꞌe na̱ thi jianꞌa ko anto chrintho bancheꞌe na̱. 
GEN.6.12	Ko Ndo Dio bikon Ndo ixin ngataꞌa nunthe, juxon thi jianꞌa bancheꞌe na̱, 
GEN.6.13	mexinxin ndachro Ndo ngain Noé: «Jaꞌan sinthatjaan kain thi jichon, ixin nguixin nunthe ndakunchrintho na̱ ixin thi jianꞌa ncheꞌe na̱, ko sinthatjaan kain thi jichon ko sinthaxanthe kain thi jitaꞌa nunthe. 
GEN.6.14	Nchechjian naa barco kunixin nthaa gofer ko theyexin kunixin chingo saruthe ngaxinxin ko ndujaxin ko nchechjian nchiachjan ngaxiꞌin. 
GEN.6.15	Ko jaꞌin sinchechjian: Naa renkia ko kan ko thenaꞌo metro jininxin, ko kan ko yoo ko rioꞌo metro tunxin ko thenii metro nuinxin. 
GEN.6.16	Ko sinchechjian naa ventana jiexin yoo kan ko naꞌo centímetro chringixin thi sejanthe barco. Ko nchechjian thi sixinxin ra, ko thentaunthe nii piso, thi sakjixiꞌin ra. 
GEN.6.17	Ko jaꞌan rurruaꞌan naa chrin suji ko sinthatjangi nguixin nunthe chringi jinda, ko ndaseꞌen kainxin thi jichon ko kain thi jii ngataꞌa nunthe. 
GEN.6.18	Aro jaꞌan tsjauthexin ngajin jaꞌa, Noé, ko jaꞌa sixiꞌin ngain barco, ko kain xaꞌan, chriꞌa ko chriꞌi kain xaꞌan. 
GEN.6.19	Kai xranxiꞌin ngain barco kain kuxiigo, naa kudaꞌa ko naa kunaꞌa ixin sinthegechon ba. 
GEN.6.20	Xranxiꞌin kain ku chunda nene yoo ko yoo ku xrajeꞌo te ba naa kudaꞌa ko naa kunaꞌa, jañaa kai kain kuxiigo chrji ko te ngagaꞌa jna, kai jañaa ncheꞌe ngain kuxiigo nchekjanii ni ngain nchia, kai xrajeꞌo ngain kain kuxiigo thingajintaon tseꞌe nunthe, ko dixinkoꞌo ba ngain barco ixin senꞌa ba. 
GEN.6.21	Ko thenchjiꞌan kain thi sine kuxiigo ko thi sinthe ra jaꞌa ra ngaxiꞌin barco.»
GEN.6.22	Ko jañaa bincheꞌe Noé ko bithikaon kain thi kuetuꞌen Ndo Dio.
GEN.7.1	Kuthimejan ndachro Ndo Dio ngain Noé: «Dixiꞌin jaꞌa ko kain ni nchiandui ngain barco, ixin ngayee kain chujni te ngain nunthe jiꞌi, jeꞌo jaꞌa thi jian ngathexin kon na. 
GEN.7.2	Ko ngakjan kain kuxiigo ndachrjan nchao sinthe ra, tse yaato kudaꞌa ko yaato kunaꞌa yoo ko yoo ku xrajeꞌo. Ko kain ku icha tse ra naa kudaꞌa ko naa kunaꞌa kai yoo ko yoo ku xrajeꞌo. 
GEN.7.3	Ko ngayee kain kunthua tjaganga ngajni tse yaato kudaꞌa ko yaato kunaꞌa yoo ko yoo ku xrajeꞌo ixin sitjanꞌa ba ngain nunthe. 
GEN.7.4	Ko satho yaato nchaꞌon, kuthejan jaꞌan sinthagania chrin ngataꞌa nunthe yoo kan nchaꞌon ko yoo kan thi̱e ko sinthatjaan kain thi jichon binthachjian ngataꞌa nunthe.» 
GEN.7.5	Ko Noé bincheꞌe jañaa inchin Ndo Dio kuetuꞌen.
GEN.7.6	Noé bechunda inkjaon renkia nano are juii chrin suji ngataꞌa nunthe. 
GEN.7.7	Ko Noé bixiꞌin ngain barco jeꞌe ko kain xeꞌen ko chriꞌi ko kain nchri deindeꞌe. 
GEN.7.8	Ko kai bixiꞌin kain kuxiigo ndachro Ndo Dio ixin nchao sine na̱ ko kuxiigo chroꞌa sine na̱, ko kain kuxiigo chunda nene ko kain ku thingajintaon tseꞌe ngataꞌa nunthe. 
GEN.7.9	Ko kain kuxiigo jii, yoo ko yoo ba bixinkaꞌo Noé ngain barco, kudaꞌa ko kunaꞌa yoo ko yoo ku xrajeꞌo, jañaa inchin Ndo Dio kuetuꞌan Ndo.
GEN.7.10	Ko batho yaato nchaꞌon, kuthimejan kuexiꞌin bitjangi nunthe chringi jinda ixin chrin suji. 
GEN.7.11	Ko are bechunda Noé inkjaon renkia nano, ngain kunithjao yuxin ko theyaato nchaꞌon, chrindoꞌo jinda chringi ndachaon ko chrintaon thi jikeꞌe nda, ko xiree ngajni. 
GEN.7.12	Ko bania chrin ngataꞌa nunthe yoo kan nchaꞌon ko yoo kan thi̱e. 
GEN.7.13	Ko ngain nchaꞌon yatuxin Noé bixiꞌin ngain barco kunixin Sem, Cam ko Jafet kunixin chriꞌi Noé, ko kanio chriꞌi xeꞌen, 
GEN.7.14	jeꞌe na̱ ko kain kuxiigo chrjikua ko te ngaꞌa jna ko kain kuxiigo nchekjanii ni ngain nchia, ko kain kuxiigo thingajintaon tseꞌe ngataꞌa nunthe ko kain kuxiigo chunda nene. 
GEN.7.15	Kain kuxiigo mee bixinkaꞌo Noé ngain barco yoo ko yoo ba. 
GEN.7.16	Ko kuxiigo binchechjian Ndo Dio bixiꞌin yoo ko yoo ba, naa kudaꞌa ko naa kunaꞌa, jañaa inchin Ndo Dio kuetuꞌen Noé. Kuthimejan kuejee Ndo thi bixinxin na̱ barco.
GEN.7.17	Ko chrin suji kunchrjeꞌen yoo kan nchaꞌon ko jinda kuyee nda ngataꞌa nunthe, ko barco takjuintauꞌen nda. 
GEN.7.18	Ko jinda thinga kuyee nda ngataꞌa nunthe ko barco tajitauꞌen nda. 
GEN.7.19	Ko jinda anto kuyee nda ko tabitjangi kain jna icha yeye jii ngataꞌa nunthe. 
GEN.7.20	Ko yaato metro kuajinxin jinda ngatauꞌen kon jna icha yeye. 
GEN.7.21	Ko ndabeꞌen kain chujni ko kain kuxiigo: Kuxiigo techunda nene, kuxiigo nchekjanii ni ngain nchia, kuxiigo chrjikua ko te ngagaꞌa jna ko kuxiigo thingajintaon tseꞌe ngataꞌa nunthe. 
GEN.7.22	Ko kain thi beꞌe ngataꞌa nunthe ko bechon ndabeꞌen. 
GEN.7.23	Jañaa beꞌen kain thi bechon ngataꞌa nunthe: Chujni, kuxiigo yeye, kuxiigo thingajintaon tseꞌe ngataꞌa nunthe, kuxiigo techunda nene, kainxin ndabeꞌen. Bithuꞌe jeꞌo Noé ko kain thi bixinkaꞌo ngain barco. 
GEN.7.24	Ko nunthe ndabengangi chringi jinda naa renkia ko yoo kan ko the nchaꞌon.
GEN.8.1	Kuthimejan xraxaon Ndo Dio ixin Noé ko kain kuxiigo bixinkaꞌo Noé ngain barco, ko binchegatho Ndo naa chrintho suji ngataꞌa nunthe ko jinda kuexiꞌin xinkajin nda. 
GEN.8.2	Ko tabijee kain thi chrinduxin jinda chringi ndachaon ko tabijee thi dachrjexin jinda nthiꞌa ngajni. 
GEN.8.3	Ko jinda yauchjan ko yauchjan xinkajin nda ngataꞌa nunthe. Bathuja thi naa renkia ko yoo kan ko the nchaꞌon, 
GEN.8.4	kuthimejan barco tabetaꞌa ngain jna Ararat, ngaa kunithjao yatuxin ngain nchaꞌon theyaato. 
GEN.8.5	Ko jinda thinga baxinkajin nda, ko ngain kunithjao thexin ko nchaꞌon thexinxin kunithjao, kuexiꞌin bikon ni kon jna icha yeye.
GEN.8.6	Ko batho yoo kan nchaꞌon, kuthimejan Noé banthjee thi ventana jii ngain barco. 
GEN.8.7	Ko kuajanda naa kunthaꞌa ko bakjangatauꞌen ba jinda ixin bagiraꞌa ba thi xema, thi rugengathjen ba. 
GEN.8.8	Kuthimejan ruaꞌan naa kuxentha ixin rugikunxin a uxema nunthe, 
GEN.8.9	aro kuxentha biraꞌa ba thinoo rukentaꞌa ruthee ba ixin nunthe xra jichretheꞌe jinda, ko kjan ba ngain Noé ko kuinxe raa ko tse ba ko xranxiꞌin ba ngain barco.
GEN.8.10	Ko chuꞌen iyaato nchaꞌon, kuthimejan kjan kuajanda kuxentha inaa. 
GEN.8.11	Ko kuxentha kjan ba ngain Noé are utsukjin, ko jixrao ba naa kachjeꞌen ka olivo ko jañaa kuinxin Noé ixin ixruꞌin jinda jii ngataꞌa nunthe. 
GEN.8.12	Ko Noé xra chuꞌen iyaato nchaꞌon kuthimejan kjan kuajanda kuxentha, aro kuxentha ikjanꞌa ba ngain.
GEN.8.13	Ko are Noé bechunda inkjaon renkia ko naa nano, ko ngain kunithjao saꞌo, ngain nchaꞌon thexinxin kunithjao ndajixema nunthe, ko Noé kuexiꞌin bantsjeꞌe thi jitsaa barco ko bikon ixin nguixin ngataon nunthe ndajixema. 
GEN.8.14	Ko ngain kunithjao yuxin ko ngain nchaꞌon kan ko yaato juexin xema nunthe. 
GEN.8.15	Kuthimejan Ndo Dio ndachro Ndo ngain Noé: 
GEN.8.16	«Dachrjexin ngain barco, jaꞌa, chriꞌa, xaꞌan ko nchri deindaꞌa. 
GEN.8.17	Kai dantsje kain kuxiigo te ngajin: kuxiigo techunda nene, kuxiigo nchekjanii ni ngain nchia, kuxiigo chrjikua ko te ngaꞌa jna, kuxiigo thingajintaon tseꞌe nunthe, ko tajanda ba satsji ba nguii ngataꞌa nunthe ko sinchetsjé choo ba.»
GEN.8.18	Kuthimejan Noé bachrjekaꞌo chriꞌi, xeꞌen ko nchri deindeꞌe. 
GEN.8.19	Kai bachrje kainxin kuxiigo, ku thingajintaon tseꞌe nunthe, ku techunda nene ko kain kuxiigo yeye ko nchinchin. 
GEN.8.20	Ko Noé binchechjian giꞌi jitangi ko nthiꞌa kjuaaga kuxiigo ngataꞌa, ixin binchendusen ngain Ndo Dio, kuxiigo bajon Ndo juachaxin ixin nchao sine ni ko sinchendusen ni ngain Ndo. 
GEN.8.21	Ko are kuxrajniꞌi Ndo Dio thi anto chrjuin xrajni ndachro Ndo ngathe anseen Ndo: «Irukjanꞌa na rundachrjan ixin jianꞌa tsjiꞌi nunthe ixin thi jianꞌa ncheꞌe chujni, ixin chujni are xra nchinchin na̱ xraxaon na̱ ngathe anseen na̱ sincheꞌe na̱ juxon thi jianꞌa. Ko irukjanꞌa na suꞌen kain thi jichon inchin ukuꞌen.
GEN.8.22	»Ko are xra seꞌe nunthe,
GEN.8.22	xra tsenga ni ko xra suan thi tsenga ni,
GEN.8.22	xra seꞌe kin ko sua,
GEN.8.22	xra seꞌe kunithjaue kin, kunithjaue sua
GEN.8.22	ko xra seꞌe nchaꞌon ko thi̱e.»
GEN.9.1	Binchenchaon Ndo Dio Noé ko kain xeꞌen ko ndachro Ndo: «Dinthechunda ra tsjé chjan ko nchekauntja ra nunthe. 
GEN.9.2	Ko kain kuxiigo te ngataꞌa nunthe ruxraguꞌan ra ba, ko jaꞌa ra tsetuꞌan ra ngain ba: Thi kuxiigo tjaganga ko kain kuxiigo chrji ngataꞌa nunthe ko kain kuchee te chringi ndachaon. 
GEN.9.3	Ko jaꞌa ra nchao sinthe ra kexeꞌo kuxiigo ko kain ka ixin jaꞌan chjaꞌa ra ixin sinthe ra. 
GEN.9.4	Aro jintheꞌa ra nthao xra chunda jni ixin jni jichunxin kuxiigo. 
GEN.9.5	Kexeꞌo thi suen naa chujni, jaꞌan sinthaꞌa jie̱, ja̱ naa kuxiigo chrintho suen naa chujni, kuxiigo mee seꞌen ba, ko kexeꞌo chujni suen naa chujni kai rugunda seꞌen.
GEN.9.6	»Thi suen inaa chujni
GEN.9.6	kai inaa chujni suen jeꞌe
GEN.9.6	ixin Ndo Dio binchechjian chujni
GEN.9.6	inchin jeꞌe Ndo.
GEN.9.7	Ko jaꞌa ra, dinthechunda ra tsjé chjan
GEN.9.7	ko tutsjé ra ngataꞌa nunthe.»
GEN.9.8	Kai ndachro Ndo Dio ngain Noé ko ngain xeꞌen: 
GEN.9.9	«Nduaxin tendathjo ra thi sinthaꞌa ngajin ra ko ngain ni sachrjeninxin ra, 
GEN.9.10	ko ixin kain kuxiigo binthe ngajin ra ngaxiꞌin barco: Kuxiigo techunda nene, kuxiigo nchekjanii ni ngain nchia, kuxiigo chrjikua ko te ngaꞌa jna ko kainxin kuxiigo te ngain nunthe. 
GEN.9.11	Ko jaan, ndua thi ndachrjan: «Irukjanꞌa na suꞌen chujni ko kuxiigo ixin chrin suji, ko ixruꞌin chrin suji tsii ixin sinchexanthe kain thi jii ngain nunthe. 
GEN.9.12	Ko jiꞌi sikunxin ra thi ndachrjan, ko sikon kain ni sachrjeninxin ra ko kain kuxiigo, 
GEN.9.13	ixin sakee kunchechana ngain thjui ko jiꞌi ruxraxaunxin ra thi jaꞌan ndachrjan ngain chujni te nguii nunthe. 
GEN.9.14	Are jaꞌan sikian thjui ngataꞌa nunthe, kunchechana tsununxin. 
GEN.9.15	Ko jaꞌan ruxraxaꞌon ixin thi ndachrjan ngajin ra ko ngain kuxiigo, ko irukjanꞌa tsii chrin suji ixin suen ra. 
GEN.9.16	Mexinxin are seꞌe kunchecha ngain thjui, jaꞌan sikon ba ko ruxraxaꞌon thi ndachrjan ko xruꞌin nchaꞌon rutjañana thi ndachrjan ngain chujni ko ngain kuxiigo te ngataꞌa nunthe.» 
GEN.9.17	Kai Ndo Dio ndache Noé: «Kunchecha jiꞌi ruxraxaunxin ra thi jaꞌan ndachrjan ngajin ra ko ngain kuxiigo te ngataꞌa nunthe.»
GEN.9.18	Xeꞌen Noé binthegachrjexin ngain barco, mee kjui xan Sem, Cam ko Jafet. Ko Cam kjui ndudee Canaán. 
GEN.9.19	Kanio xeꞌen Noé bachrjeninxin kainxin chujni te ngataꞌa nunthe.
GEN.9.20	Kuthimejan Noé kuexiꞌin bincheꞌe xra ngataon jngi, ko kjuenga naa jngi ntha uva. 
GEN.9.21	Ko naa nchaꞌon biꞌi vino, ko ndakuan ko ndakuthulucho ngaxiꞌin nchia ndasiꞌin. 
GEN.9.22	Ko Cam, ndudee Canaán, are bikon thulucho ndudee, kuinga bachrje ko bikekiin kayui xan choo. 
GEN.9.23	Kuthejan Sem ko Jafet kuaa naa luntho, ko binthekentaꞌa luntho nthacheen, ko thinga tethingaxinto ixin binthegixiꞌin nchia ndaasin ixin rugikonꞌa thulucho ndudee. Ko jañaa kjuamataon xan ndudee xan.
GEN.9.24	Ko are Noé bachrjeꞌe thi dikuan ko kunuꞌe keꞌe bincheꞌe Cam, xan icha nchiin, 
GEN.9.25	ko ndachro ixin Cam ko ni sachrjeninxin Cam:
GEN.9.25	«¡Jianꞌa tsjiꞌa jaꞌa, Canaán!
GEN.9.25	Jaꞌa thi icha tsurentheꞌa ngain kayui xan choo.»
GEN.9.26	Kai ndachro ixin Sem ko Jafet ko kain ni sinthegachrjeninxin:
GEN.9.26	«Ndo Diuna sinchenchaon Sem,
GEN.9.26	ko Canaán tsji xi nchexree.
GEN.9.27	Ko Ndo Dio sinchejié nuntheꞌe Jafet
GEN.9.27	ko seꞌe chiaon nchia ndasiꞌin Sem
GEN.9.27	ko Canaán tsji xi nchexree.»
GEN.9.28	Are ndabanga jinda bikiatheꞌe nunthe ixin chrin suji, Noé xra bechon nii renkia ko yoo kan ko the nano. 
GEN.9.29	Ko na̱a̱ renkia ko yoo kan ko the nano bechon Noé, ko beꞌen.
GEN.10.1	Jiꞌi kjui chujni bachrjeninxin Sem, Cam ko Jafet, xeꞌen Noé, ko xan teꞌi binthechundakaꞌo chriꞌi xan chjan are bathuja kain thi kuꞌen ixin chrin suji.
GEN.10.2	Chujni bachrjeninxin Jafet kjui xan Gomer, Magog, Madai, Javán, Tubal, Mesec ko xan Tiras. 
GEN.10.3	Xeꞌen Gomer kjui xan Askenaz, Rifat ko xan Togarma. 
GEN.10.4	Ko xeꞌen Javán kjui xan Elisa, Tarsis, Quitim ko xan Dodanim. 
GEN.10.5	Ko chujnii Jafet kuexiꞌin na̱ binchechjian na̱ tsjé rajnee na̱ ngadeꞌe ndachaon. Ko binchechjian na̱ rajnee na̱ ko nuntheꞌe na̱ kunixin juxon ni bachrjeninxin jeꞌe na̱ ko banichja na̱ ngigueꞌe na̱.
GEN.10.6	Ko xeꞌen Cam kjui xan Cus, Mizraim, Fut ko xan Canaán. 
GEN.10.7	Xeꞌen Cus kjui xan Seba, Havila, Sabta, Raama ko xan Sabteca. Ko xeꞌen Raama kjui xan Seba ko xan Dedán. 
GEN.10.8	Ko Cus kjui ndudee Nimrod kai, ko Nimrod kjui thi xii saꞌo kuetuꞌan ngataꞌa nunthe. 
GEN.10.9	Kai kjui naa xii anto tsanga ko anto benuꞌe baguen kuxiigo bagakji ngagaꞌa jna ixin Ndo Dio chjee juachaxin. Ko yaa dachrjexin thi ndachro na̱: «Xii jiꞌi inchin Nimrod, thi anto nuꞌe duen kuxiigo ixin Ndo Dio kjuengijna.» 
GEN.10.10	Ko kuexiꞌin kuetuꞌan ngain rajna Babel, Erec, Acad ko Calne, ngain nunthe Sinar. 
GEN.10.11	Ngain nunthe jiꞌi bachrjexin Nimrod ko sakjui ngain nunthe Asiria ko binchechjian rajna Nínive, rajna Rehobot, ko rajna Cala. 
GEN.10.12	Ko kai binchechjian inaa rajna biꞌin Resén ko Resén beꞌe ngayee rajna Nínive ko rajna Cala, ko jiꞌi kjui naa rajna anto jié.
GEN.10.13	Ko Mizraim kjui ndudee ni Ludim, ni Anamim, ni Lehabim, ni Naftuhim, 
GEN.10.14	ni Patrusim, ni Casluhim, thi bachrjeninxin ni filisteo ko ni Caftorim.
GEN.10.15	Ko Canaán kjui ndudee Sidón ko Het, ko xan saꞌo kjui Sidón. 
GEN.10.16	Ko Canaán bachrjeninxin ni jebuseo, ni amorreo, ni gergeseo, 
GEN.10.17	ni heveo, ni araceo ni sineo, 
GEN.10.18	ni arvadeo, ni zemareo ko ni hamateo. Kuthimejan chjekee chujnii Canaán. 
GEN.10.19	Ko nuntheꞌe chujnii Canaán thexinxin Sidón ko thexin nu Gerar ko jikaxin ngain rajna Gaza, ko thexin nu rajna Sodoma, Gomorra, Adma ko Zeboim, ko jikaxin ngain nunthe Lasa. 
GEN.10.20	Ni teꞌi ni bachrjeninxin Cam, ko binthe na̱ ngain nuntheꞌe na̱ kunixin chujnii na̱ ko banichja na̱ ngigueꞌe na̱.
GEN.10.21	Ko Sem, thi kjui xan saue Jafet, kjui xranchrjeꞌen kain ni bachrjeninxin Heber. 
GEN.10.22	Xeꞌen Sem kjui xan Elam, Asur, Arfaxad, Lud ko xan Aram. 
GEN.10.23	Xeꞌen Aram kjui xan Uz, Hul, Geter ko xan Mas. 
GEN.10.24	Ko Arfaxad kjui ndudee xan Sala ko Sala kjui ndudee Heber. 
GEN.10.25	Ko Heber bechundakaꞌo chriꞌi yoo chjan, ko xan saꞌo biꞌin xan Peleg (ko jiꞌi ruchro “chjeeya”) ixin are jeꞌe bechon, chjeeya chujni; ko xan choo biꞌin xan Joctán. 
GEN.10.26	Ko Joctán kjui ndudee xan Almodad, Selef, Hazar-mavet, Jera, 
GEN.10.27	xan Adoram, Uzal, xan Dicla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	xan Ofir, Havila ko xan Jobab. Kain chjan teꞌi kjui xeꞌen Joctán. 
GEN.10.30	Ko nunthe binthe na̱ thexinxin nu Mesa ko thexin nu nunthe Sefar, ko jikaxin ngain jna te nu thi chrinxin nchaꞌon. 
GEN.10.31	Ni teꞌi ni bachrjeninxin Sem, ko binthe na̱ ngain nuntheꞌe na̱ kunixin chujnii na̱ ko banichja na̱ ngigueꞌe na̱.
GEN.10.32	Ni teꞌi ni bachrjeninxin kain xeꞌen Noé, ko ni teꞌi chjekee nguixin nunthe ko binchechjian na̱ tsjé rajna, are ubathuja kain thi kuꞌen ixin chrin suji.
GEN.11.1	Ko are mee nguixin nunthe banichja na̱ nakua ngiigua, 
GEN.11.2	ko are bachrjexin na̱ nunthe jii nu thi chrinxin nchaꞌon, bithja na̱ naa chjaaga ngain nunthe Sinar ko nthiꞌa tabinthe na̱. 
GEN.11.3	Ko ndache choo na̱: «Nthuchjian ná xro nche ko nthuchján ná xro.» Ko bundeꞌe na̱ xro nunthechján ko ibundeꞌa na̱ xro, ko bundeꞌe na̱ chingo saruthe ixin binchetsexinxin na̱ xro nunthechján. 
GEN.11.4	Kuthejan ndachro na̱: «Nthuchjian ná naa rajna, ko naa nchia anto nui siji ngajni. Ko jaꞌin ruchunxinxin ná na̱ ko jañaa ruchjekaꞌa ná nguixin ngataꞌa nunthe.»
GEN.11.5	Ko Ndo Dio xinkajin Ndo ixin tsjeꞌe Ndo rajna ko nchia anto nui tenchechjian na̱. 
GEN.11.6	Ko ndachro Ndo: «Chujni teꞌi xrajeꞌo xraxaon na̱ ko xrajeꞌo nichja na̱. Mexinxin kuexiꞌin na̱ xra jiꞌi, ko jai ixruꞌin kensen rukayakuen na̱ ixin thi texraxaon na̱ sincheꞌe na̱. 
GEN.11.7	Mexinxin ruxinkajin ná ko nthutjajin ná na̱ kunixin tsjé ngiigua ixin jañaa itsinxinꞌa choo na̱.»
GEN.11.8	Jañaa Ndo Dio kunchjekee na̱ nguixin ngataꞌa nunthe, ko ibinchechjianꞌa na̱ rajna. 
GEN.11.9	Mexinxin rajna mee biꞌin Babel ixin nthiꞌa Nchaa ná binchetjajin na̱ kunixin tsjé ngiigua, ko jañaa chjekee na̱ nguixin ngataꞌa nunthe.
GEN.11.10	Nthiꞌi jitaxin ni bachrjeninxin Sem. Ko ubatho yoo nano are juii chrin suji binchetjaan chujni, Sem bechunda naa renkia nano are guan xeꞌen, xan Arfaxad. 
GEN.11.11	Sem xra bechon naꞌo renkia nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.12	Arfaxad bechunda kan ko thenaꞌo nano are guan xeꞌen, xan Sala. 
GEN.11.13	Kuthimejan are guan Sala, Arfaxad xra bechon noo renkia ko nii nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.14	Ko are Sala bechunda kan ko the nano, guan xeꞌen biꞌin Heber. 
GEN.11.15	Kuthimejan are guan Heber, Sala xra bechon noo renkia ko nii nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.16	Ko are Heber bechunda kan thenoo nano, guan xeꞌen biꞌin Peleg. 
GEN.11.17	Kuthimejan are guan Peleg, Heber xra bechon noo renkia ko kan ko the nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.18	Ko are Peleg bechunda kan ko the nano, guan xeꞌen biꞌin Reu. 
GEN.11.19	Kuthimejan are guan Reu, Peleg xra bechon yoo renkia ko na̱a̱ nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.20	Ko are Reu bechunda kan ko theyoo nano, guan xeꞌen biꞌin Serug. 
GEN.11.21	Kuthimejan are guan Serug, Reu xra bechon yoo renkia ko yaato nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.22	Ko are Serug bechunda kan ko the nano, guan xeꞌen biꞌin Nacor. 
GEN.11.23	Kuthimejan are guan Nacor, Serug xra bechon yoo renkia nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.24	Ko are Nacor bechunda kan ko na̱a̱ nano, guan xeꞌen biꞌin Taré. 
GEN.11.25	Kuthimejan are guan Taré, Nacor xra bechon naa renkia ko thena̱a̱ nano, kai bechunda icha xeꞌen xan xii ko xan nchrii.
GEN.11.26	Ko are Taré bechunda nii kan ko the nano, bechunda xeꞌen biꞌin Abram, xan Nacor ko xan biꞌin Harán.
GEN.11.27	Nthiꞌi jitaxin ni bachrjeninxin Taré: Taré kjui ndudee Abram, Nacor ko Harán. Ko Harán kjui ndudee Lot. 
GEN.11.28	Ko Harán beꞌen ngain nuntheꞌe chujni caldeo, thi nunthe guanxin, ko are jeꞌe beꞌen, ndudee xra bechon ndo.
GEN.11.29	Ko Abram ko Nacor binthekaꞌo nchrii; chriꞌi Abram biꞌin Sarai, ko chriꞌi Nacor biꞌin nchra Milca. Ko Milca ko Isca kjui nchrichjeꞌe Harán. 
GEN.11.30	Ko Sarai chroꞌa banchekunkjiꞌi chjan.
GEN.11.31	Ko Taré sabikao Abram, Sarai, ko xanthii, xan diꞌin Lot, thi kjui xeꞌen Harán ko binthegachrjexin na̱ rajna Ur ngain nuntheꞌe chujni caldeo ko sarrukji na̱ ngain nunthe Canaán. Aro jeꞌo biji na̱ nunthe Harán ko nthiꞌa tabinthe na̱. 
GEN.11.32	Ko ngain nunthe Harán benxin Taré are bechunda yoo renkia ko naꞌo nano.
GEN.12.1	Naa nchaꞌon Ndo Dio ndache Abram: «Sathjixin ngain nuntheꞌa, ngain ni chujnia, ko ngain nchianduꞌa ndudaa, ko sathji ngain nunthe jaꞌan tsjaguꞌa. 
GEN.12.2	Ko jaꞌan sinthatsjé chujnia ko rukjan na̱ naa rajna anto jié. Jaꞌan sinthanchaon, mexinxin tsjé chujni ruchunxin na̱ jaꞌa, ko ixin jaꞌa tsunchaunxin tsjé chujni. 
GEN.12.3	Ko jaꞌan sinthanchaon chujni sinthanchaon jaꞌa, ko jianꞌa tsjiꞌi chujni sinthakininxin thi jianꞌa. Ko ixin jaꞌa sinthanchaunxin kainxin chujni jii nguixin nunthe.»
GEN.12.4	Ko Abram sakjui inchin kuetuꞌen Ndo Dio, ko Lot kjui ngain Abram. Ko Abram bechunda nii kan ko the naꞌo nano are bachrjexin Harán. 
GEN.12.5	Ko sabikao chriꞌi, Sarai, ko Lot, xeꞌen xan choo, ko kain thi bechunda, ko kain chujni jeꞌe kueꞌna ngain nunthe Harán, ko bachrje na̱ ixin sakjui na̱ ngain nunthe Canaán. Kuthimejan biji na̱ ngain nunthe Canaán. 
GEN.12.6	Ko Abram bathukaꞌo na̱ nguii ngataꞌa nunthe Canaán ko biji na̱ ngain nunthe Siquem thi jii nthajie̱, nthathjao diꞌin More. Ko ni cananeo binthe na̱ ngain nunthe yaa. 
GEN.12.7	Ko Ndo Dio kununxin Ndo ngain Abram ko ndachro Ndo: «Chujni sachrjeninxin jaꞌa ruchjaꞌa na̱ nunthe jiꞌi.»
GEN.12.7	Ko ixin nthiꞌa kununxiꞌin Ndo Dio, Abram binchechjian naa giꞌi jitangi ixin binchesayexin Ndo Dio. 
GEN.12.8	Kuthimejan sakjui na̱ ngain naa jna jii nu thi chrinxin nchaꞌon ngain nunthe Bet-el, ko kjan binchechjian nchia ndaasin. Ko rajna Bet-el bithuꞌe nu thi chrinxin nchaꞌon, ko rajna Hai nu thi diataunxin nchaꞌon. Ko kai nthiꞌa binchechjian naa giꞌi jitangi binchesayexin Ndo Dio. 
GEN.12.9	Kuthimejan Abram sakjuixin nthiꞌa, ko yao ko yao sakjui na̱ ngain nunthe Neguev.
GEN.12.10	Ngain nchaꞌon teꞌa beꞌe jintha anto suji ngain nunthe Canaán, mexinxin sabiginthe na̱ ngain nunthe Egipto. 
GEN.12.11	Ko are uchiaon tediji na̱ Egipto, Abram ndache Sarai: «Tsjexin, jaꞌan nuna ixin jaꞌa naa nchrii anto chrjuin jii, 
GEN.12.12	ko are chujni Egipto sikon na̱ jaꞌa, rundachro na̱: “Nchrii jiꞌi chriꞌi Abram.” Kuthimejan ndasuen na na̱, ko jaꞌa tsajanda na̱ sarichon. 
GEN.12.13	Nthatsaꞌan ñao, ndachro ixin jaꞌa nchri chian, ko jañaa jian sincheꞌe na̱ ngajin na ko suenꞌa na na̱ ixin jaꞌa.»
GEN.12.14	Ko jañaa kuꞌen, are Abram biji Egipto, ni egipcio bikon na̱ ixin chriꞌi anto chrjuin jii nchra. 
