GEN.1.1	EN el 
GEN.14.23	Que desde un hilo hasta la correa de un calzado, nada tomaré de todo lo que es tuyo, porque no digas: Yo enriquecí á Abram:
GEN.14.24	Sacando solamente lo que comieron los mancebos, y la porción de los varones que fueron conmigo, 
GEN.15.1	DESPUÉS de estas cosas fué la palabra de Jehová á Abram en visión, diciendo: 
GEN.15.2	Y respondió Abram: Señor Jehová ¿qué me has de dar, siendo así que ando sin hijo, y el mayordomo de mi casa es ese Damasceno Eliezer?
GEN.15.3	Dijo más Abram: Mira que no me has dado prole, 
GEN.15.4	Y luego la palabra de Jehová fué á él diciendo: No te heredará éste, sino el que 
GEN.15.5	Y sacóle fuera, y dijo: Mira ahora á los cielos, 
GEN.15.7	Y díjole: 
GEN.15.8	Y él respondió: Señor Jehová 
GEN.15.9	Y le dijo: Apártame una becerra de tres años, y una cabra de tres años, y un carnero de tres años, una tórtola también, y un palomino.
GEN.15.10	Y tomó él todas estas cosas, 
GEN.15.11	Y descendían aves sobre los cuerpos muertos, y ojeábalas Abram.
GEN.15.12	Mas á la caída del sol 
GEN.15.13	Entonces dijo á Abram: Ten por cierto 
GEN.15.14	Mas también á la gente á quien servirán, juzgaré yo; 
GEN.15.16	Y en la cuarta generación volverán acá: 
GEN.15.17	Y sucedió que puesto el sol, y ya obscurecido, dejóse ver un horno humeando, y una antorcha de fuego que pasó por entre los animales divididos.
GEN.15.18	En aquel día 
GEN.15.19	Los Cineos, y los Ceneceos, y los Cedmoneos,
GEN.15.20	Y los Hetheos, y los Pherezeos, y los Raphaitas,
GEN.15.21	Y los Amorrheos, y los Cananeos, y los Gergeseos, y los Jebuseos.
GEN.16.1	Y SARAI, mujer de Abram, 
GEN.16.2	Dijo, pues, Sarai á Abram: Ya ves que Jehová me ha hecho estéril: ruégote 
GEN.16.3	Y Sarai, mujer de Abram, tomó á Agar su sierva 
GEN.16.4	Y él cohabitó con Agar, la cual concibió: y cuando vió que había concebido, 
GEN.16.5	Entonces Sarai dijo á Abram: Mi afrenta sea sobre ti: yo puse mi sierva en tu seno, y viéndose embarazada, me mira con desprecio; 
GEN.16.6	Y respondió Abram á Sarai: He ahí tu sierva en tu mano, haz con ella lo que bien te pareciere. Y como Sarai la afligiese, huyóse de su presencia.
GEN.16.7	Y hallóla el ángel de Jehová junto á una fuente de agua en el desierto, 
GEN.16.8	Y 
GEN.16.9	Y díjole el ángel de Jehová: Vuélvete á tu señora, y ponte sumisa bajo de su mano.
GEN.16.10	Díjole también el ángel de Jehová: 
GEN.16.11	Díjole aún el ángel de Jehová: He aquí que has concebido, y parirás un hijo, y llamarás su nombre Ismael, porque oído ha Jehová tu aflicción.
GEN.16.13	Entonces llamó el nombre de Jehová que con ella hablaba: Tú eres el Dios de la vista; porque dijo: ¿No he visto también aquí al que me ve?
GEN.16.14	Por lo cual llamó al pozo, 
GEN.16.15	Y parió Agar á Abram un hijo y llamó Abram el nombre de su hijo que le parió Agar, 
GEN.16.16	Y era Abram de edad de ochenta y seis años, cuando parió Agar á Ismael.
GEN.17.1	Y SIENDO Abram de edad de noventa y nueve años, aparecióle Jehová, y le dijo: 
GEN.17.2	Y pondré mi pacto entre mí y ti, 
GEN.17.4	Yo, he aquí mi pacto contigo: 
GEN.17.5	Y no se llamará más tu nombre Abram, 
GEN.17.6	Y multiplicarte he mucho en gran manera, 
GEN.17.9	Dijo de nuevo Dios á Abraham: Tú empero guardarás mi pacto, tú y tu simiente después de ti por sus generaciones.
GEN.17.10	Este será mi pacto, que guardaréis entre mí y vosotros y tu simiente después de ti: Será circuncidado todo varón de entre vosotros.
GEN.17.11	Circuncidaréis, pues, la carne de vuestro prepucio, 
GEN.17.13	Debe ser circuncidado el nacido en tu casa, y el comprado por tu dinero: y estará mi pacto en vuestra carne para alianza perpetua.
GEN.17.14	Y el varón incircunciso que no hubiere circuncidado la carne de su prepucio, aquella persona será borrada de su pueblo; ha violado mi pacto.
GEN.17.15	Dijo también Dios á Abraham: A Sarai tu mujer no la llamarás Sarai, mas Sara será su nombre.
GEN.17.16	Y bendecirla he, 
GEN.17.17	Entonces Abraham cayó sobre su rostro, y 
GEN.17.18	Y dijo Abraham á Dios: Ojalá Ismael viva delante de ti.
GEN.17.19	Y respondió Dios: 
GEN.17.20	Y en cuanto á Ismael, 
GEN.17.21	Mas yo 
GEN.17.22	Y acabó de hablar con él, y 
GEN.17.23	Entonces tomó Abraham á Ismael su hijo, y á todos los 
GEN.17.24	Era Abraham de edad de noventa y nueve años cuando circuncidó la carne de su prepucio.
GEN.17.25	E Ismael su hijo era de trece años cuando fué circuncidada la carne de su prepucio.
GEN.17.26	En el mismo día fué circuncidado Abraham é Ismael su hijo.
GEN.18.1	Y APARECIÓLE Jehová en 
GEN.18.3	Y dijo: Señor, si ahora he hallado gracia en tus ojos, ruégote que no pases de tu siervo.
GEN.18.5	Y traeré un bocado de pan, 
GEN.18.6	Entonces Abraham fué de priesa á la tienda á Sara, y le dijo: Toma presto tres medidas de flor de harina, amasa y haz panes cocidos debajo del rescoldo.
GEN.18.7	Y corrió Abraham á las vacas, y tomó un becerro tierno y bueno, y diólo al mozo, y dióse éste priesa á aderezarlo.
GEN.18.8	Tomó también manteca y leche, y el becerro que había aderezado, y púsolo delante de ellos; y él estaba junto á ellos debajo del árbol; y comieron.
GEN.18.9	Y le dijeron: ¿Dónde está Sara tu mujer? Y él respondió: 
GEN.18.10	Entonces dijo: 
GEN.18.13	Entonces Jehová dijo á Abraham: ¿Por qué se ha reído Sara diciendo: Será cierto que he de parir siendo ya vieja?
GEN.18.15	Entonces Sara negó diciendo: No me reí; porque tuvo miedo. Y él dijo: No 
GEN.18.16	Y los varones se levantaron de allí, y miraron hacia Sodoma: y Abraham iba con ellos acompañándolos.
GEN.18.17	Y Jehová dijo: 
GEN.18.18	Habiendo de ser Abraham en una nación grande y fuerte, 
GEN.18.19	Porque yo lo he conocido, 
GEN.18.20	Entonces Jehová le dijo: 
GEN.18.22	Y apartáronse de allí los varones, 
GEN.18.23	Y acercóse Abraham y dijo: 
GEN.18.24	Quizá hay cincuenta justos dentro de la ciudad: ¿destruirás también y no perdonarás al lugar por cincuenta justos que estén dentro de él?
GEN.18.25	Lejos de ti el hacer tal, que hagas morir al justo con el impío, 
GEN.18.26	Entonces respondió Jehová: 
GEN.18.27	Y Abraham replicó y dijo: 
GEN.18.28	Quizá faltarán de cincuenta justos cinco: ¿destruirás por aquellos cinco toda la ciudad? Y dijo: No la destruiré, si hallare allí cuarenta y cinco.
GEN.18.29	Y volvió á hablarle, y dijo: Quizá se hallarán allí cuarenta. Y respondió: No lo haré por amor de los cuarenta.
GEN.18.30	Y dijo: No se enoje ahora mi Señor, si hablare: quizá se hallarán allí treinta. Y respondió: No lo haré si hallare allí treinta.
GEN.18.31	Y dijo: He aquí ahora que 
GEN.18.32	Y volvió á decir: 
GEN.18.33	Y fuése Jehová, luego que acabó de hablar á Abraham: y Abraham se volvió á su lugar.
GEN.19.1	LLEGARON, pues, los 
GEN.19.2	Y dijo: Ahora, pues, mis señores, os ruego 
GEN.19.3	Mas él porfió con ellos mucho, y se vinieron con él, y entraron en su casa; é hízoles banquete, y coció panes sin levadura y comieron.
GEN.19.4	Y antes que se acostasen, cercaron la casa los hombres de la ciudad, los varones de Sodoma, todo el pueblo junto, desde el más joven hasta el más viejo;
GEN.19.6	Entonces Lot salió á ellos á la puerta, y cerró las puertas tras sí,
GEN.19.7	Y dijo: Os ruego, hermanos míos, que no hagáis tal maldad.
GEN.19.9	Y ellos respondieron: Quita allá: y añadieron: 
GEN.19.10	Entonces los varones alargaron la mano, y metieron á Lot en casa con ellos, y cerraron las puertas.
GEN.19.11	Y á los hombres que estaban á la puerta de la casa 
GEN.19.12	Y dijeron los varones á Lot: ¿Tienes aquí alguno más? Yernos, y tus hijos y tus hijas, y todo lo que tienes en la ciudad, 
GEN.19.13	Porque vamos á destruir este lugar, por cuanto 
GEN.19.14	Entonces salió Lot, y habló á sus yernos, los que habían de tomar sus hijas, y les dijo: 
GEN.19.15	Y al rayar el alba, los ángeles daban prisa á Lot, diciendo: 
GEN.19.16	Y deteniéndose él, los varones asieron de su mano, y de la mano de su mujer, y de las manos de sus dos hijas, 
GEN.19.17	Y fué que cuando los hubo sacado fuera, dijo: Escapa por tu vida; no 
GEN.19.18	Y Lot les dijo: No, yo os ruego, señores míos;
GEN.19.19	He aquí ahora ha hallado tu siervo gracia en tus ojos, y has engrandecido tu misericordia que has hecho conmigo dándome la vida; mas yo no podré escapar al monte, no sea caso que me alcance el mal, y muera.
GEN.19.20	He aquí ahora esta ciudad está cerca para huir allá, la cual es pequeña; escaparé ahora allá, (¿no es ella pequeña?) y vivirá mi alma.
GEN.19.21	Y le respondió: He aquí 
GEN.19.22	Date priesa, escápate allá; porque nada podré hacer hasta que allí hayas llegado. Por esto 
GEN.19.23	El sol salía sobre la tierra, cuando Lot llegó á Zoar.
GEN.19.25	Y destruyó las ciudades, y toda aquella llanura, con todos los moradores de aquellas ciudades, y el fruto de la tierra.
GEN.19.26	Entonces la mujer de Lot miró atrás, 
GEN.19.27	Y subió Abraham por la mañana 
GEN.19.28	Y miró hacia Sodoma y Gomorra, y hacia toda la tierra de aquella llanura miró; y he aquí que 
GEN.19.29	Así fué que, cuando destruyó Dios las ciudades de la llanura, 
GEN.19.30	Empero Lot subió de Zoar, 
GEN.19.31	Entonces la mayor dijo á la menor: Nuestro padre es viejo, y no queda varón en la tierra que entre á nosotras conforme á la costumbre de toda la tierra:
GEN.19.32	Ven, demos á beber vino á nuestro padre, y durmamos con él, y conservaremos de nuestro padre generación.
GEN.19.33	Y dieron á beber vino á su padre aquella noche: y entró la mayor, y durmió con su padre; mas él no sintió cuándo se acostó ella, ni cuándo se levantó.
GEN.19.34	El día siguiente dijo la mayor á la menor: He aquí yo dormí la noche pasada con mi padre; démosle á beber vino también esta noche, y entra y duerme con él, para que conservemos de nuestro padre generación.
GEN.19.35	Y dieron á beber vino á su padre también aquella noche: y levantóse la menor, y durmió con él; pero no echó de ver cuándo se acostó ella, ni cuándo se levantó.
GEN.19.36	Y concibieron las dos hijas de Lot, de su padre.
GEN.19.37	Y parió la mayor un hijo, y llamó su nombre Moab, 
GEN.19.38	La menor también parió un hijo, y llamó su nombre Ben-ammí, 
GEN.20.2	Y dijo Abraham de Sara su mujer: 
GEN.20.3	Empero 
GEN.20.4	Mas Abimelech no había llegado á ella, y dijo: Señor, 
GEN.20.5	¿No me dijo él: Mi hermana es; y ella también dijo: Es mi hermano? Con sencillez de mi corazón, y con limpieza de mis manos he hecho esto.
GEN.20.6	Y díjole Dios en sueños: Yo también sé que con integridad de tu corazón has hecho esto; y yo también te detuve de pecar 
GEN.20.7	Ahora, pues, vuelve la mujer á su marido; porque es profeta, 
GEN.20.8	Entonces Abimelech se levantó de mañana, y llamó á todos sus siervos, y dijo todas estas palabras en los oídos de ellos; y temieron los hombres en gran manera.
GEN.20.9	Después llamó Abimelech á Abraham y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.
GEN.20.10	Y dijo más Abimelech á Abraham: ¿Qué viste para que hicieses esto?
GEN.20.11	Y Abraham respondió: Porque dije para mí: Cierto 
GEN.20.14	Entonces Abimelech 
GEN.20.15	Y dijo Abimelech: 
GEN.20.16	Y á Sara dijo: He aquí he dado mil monedas de plata á 
GEN.20.17	Entonces Abraham 
GEN.20.18	Porque 
GEN.21.1	Y 
GEN.21.2	Y 
GEN.21.3	Y llamó Abraham el nombre de su hijo que le nació, que le parió Sara, 
GEN.21.4	Y 
GEN.21.5	Y 
GEN.21.6	Entonces dijo Sara: 
GEN.21.7	Y añadió: ¿Quién dijera á Abraham que Sara había de dar de mamar á hijos? 
GEN.21.8	Y creció el niño, y fué destetado; é hizo Abraham gran banquete el día que fué destetado Isaac.
GEN.21.9	Y vió Sara al hijo de Agar 
GEN.21.10	Por tanto dijo á Abraham: 
GEN.21.11	Este dicho pareció grave en gran manera á Abraham á causa de su hijo.
GEN.21.12	Entonces dijo Dios á Abraham: No te parezca grave á causa del muchacho y de tu sierva; en todo lo que te dijere Sara, oye su voz, 
GEN.21.13	Y también al hijo de la sierva pondré 
GEN.21.14	Entonces Abraham se levantó muy de mañana, y tomó pan, y un odre de agua, y diólo á Agar, poniéndolo sobre su hombro, y 
GEN.21.15	Y faltó el agua del odre, y echó al muchacho debajo de un árbol;
GEN.21.16	Y fuése y sentóse enfrente, alejándose como un tiro de arco; porque decía: No veré cuando el muchacho morirá: y sentóse enfrente, y alzó su voz y lloró.
GEN.21.17	Y oyó Dios la voz del muchacho; y el ángel de Dios llamó á Agar desde el cielo, y le dijo: ¿Qué tienes, Agar? No temas; porque Dios ha oído la voz del muchacho en donde está.
GEN.21.18	Levántate, alza al muchacho, y ásele de tu mano, porque en gran gente lo tengo de poner.
GEN.21.19	Entonces 
GEN.21.20	Y fué Dios con el muchacho; y creció, y habitó en el desierto, 
GEN.21.21	Y habitó en el desierto de Parán; y su madre le tomó mujer de la tierra de Egipto.
GEN.21.22	Y aconteció en aquel mismo tiempo que habló 
GEN.21.23	Ahora pues, júrame aquí por Dios, que no faltarás á mí, ni á mi hijo, ni á mi nieto; 
GEN.21.24	Y respondió Abraham: Yo juraré.
GEN.21.25	Y Abraham reconvino á Abimelech á causa de un pozo de agua, 
GEN.21.26	Y respondió Abimelech: No sé quién haya hecho esto, ni tampoco tú me lo hiciste saber, ni yo lo he oído hasta hoy.
GEN.21.27	Y tomó Abraham ovejas y vacas, y dió á Abimelech; 
GEN.21.28	Y puso Abraham siete corderas del rebaño aparte.
GEN.21.29	Y dijo Abimelech á Abraham: ¿Qué significan esas siete corderas que has puesto aparte?
GEN.21.30	Y él respondió: Que estas siete corderas tomarás de mi mano, para que me sean en testimonio de que yo cavé este pozo.
GEN.21.31	Por esto 
GEN.21.32	Así hicieron alianza en Beer-seba: y levantóse Abimelech y Phicol, príncipe de su ejército, y se volvieron á tierra de los Filisteos.
GEN.21.33	Y plantó 
GEN.21.34	Y moró Abraham en tierra de los Filisteos muchos días.
GEN.22.1	Y ACONTECIÓ después de estas cosas, 
GEN.22.2	Y dijo: Toma ahora tu hijo, tu único, Isaac, á quien amas, y vete á tierra de 
GEN.22.3	Y Abraham se levantó muy de mañana, y enalbardó su asno, y tomó consigo dos mozos suyos, y á Isaac su hijo: y cortó leña para el holocausto, y levantóse, y fué al lugar que Dios le dijo.
GEN.22.4	Al tercer día alzó Abraham sus ojos, y vió el lugar de lejos.
GEN.22.5	Entonces dijo Abraham á sus mozos: Esperaos aquí con el asno, y yo y el muchacho iremos hasta allí, y adoraremos, y volveremos á vosotros.
GEN.22.6	Y tomó Abraham la leña del holocausto, y 
GEN.22.7	Entonces habló Isaac á Abraham su padre, y dijo: Padre mío. Y él respondió: Heme aquí, mi hijo. Y él dijo: He aquí el fuego y la leña; mas ¿dónde está el cordero para el holocausto?
GEN.22.8	Y respondió Abraham: 
GEN.22.9	Y como llegaron al lugar que Dios le había dicho, edificó allí Abraham un altar, y compuso la leña, y ató á Isaac su hijo, 
GEN.22.10	Y extendió Abraham su mano, y tomó el cuchillo, para degollar á su hijo.
GEN.22.11	Entonces el ángel de Jehová le dió voces del cielo, y dijo: Abraham, Abraham. Y él respondió: Heme aquí.
GEN.22.12	Y dijo: 
GEN.22.13	Entonces alzó Abraham sus ojos, y miró, y he aquí un carnero á sus espaldas trabado en un zarzal por sus cuernos: y fué Abraham, y tomó el carnero, y ofrecióle en holocausto en lugar de su hijo.
GEN.22.14	Y llamó Abraham el nombre de aquel lugar, 
GEN.22.15	Y llamó el ángel de Jehová á Abraham segunda vez desde el cielo,
GEN.22.16	Y dijo: 
GEN.22.17	Bendiciendo te bendeciré, y multiplicando multiplicaré tu simiente 
GEN.22.19	Y tornóse Abraham á sus mozos, y levantáronse y se fueron juntos á 
GEN.22.20	Y aconteció después de estas cosas, que fué dada nueva á Abraham, diciendo: He aquí que también 
GEN.22.21	A 
GEN.22.22	Y á Chêsed, y á Hazo, y á Pildas, y á Jidlaph, y á Bethuel.
GEN.22.23	Y 
GEN.22.24	Y su concubina, que se llamaba Reúma, parió también á Teba, y á Gaham, y á Taas, y á Maachâ.
GEN.23.1	Y FUÉ la vida de Sara ciento veintisiete años: tantos fueron los años de la vida de Sara.
GEN.23.2	Y murió Sara 
GEN.23.3	Y levantóse Abraham de delante de su muerto, y habló á los hijos de Heth, diciendo:
GEN.23.5	Y respondieron los hijos de Heth á Abraham, y dijéronle:
GEN.23.6	Oyenos, señor mío, eres un príncipe de Dios entre nosotros; en lo mejor de nuestras sepulturas sepulta á tu muerto; ninguno de nosotros te impedirá su sepultura, para que entierres tu muerto.
GEN.23.7	Y Abraham se levantó, é inclinóse al pueblo de aquella tierra, á los hijos de Heth;
GEN.23.8	Y habló con ellos, diciendo: Si tenéis voluntad que yo sepulte mi muerto de delante de mí, oidme, é interceded por mí con Ephrón, hijo de Zohar,
