MAT.1.1	Hawe Daawita zariyaanne Abraahaame zare gideedda Yesuusi Kiristtoosa yeletaa odiyaa maxaafaa.
MAT.6.24	<<Laa77u godatuwaassi moodettanaw danddayiyaawe ooninne baawa; ayissi gooppe, ittuwaa ixxiide, yokkuwaa siiqee; woy ittuwaa bonchchiide, yokkuwaa kadhee; itti asay Xoossaassinne shaluwaassi moodettanaw danddayenna.
MAT.6.25	<<Hewaa diraw, taani hinttenttoo oday; hintte de7oo maanabawunne ushanabaw, woy hintte bollaw mayyanabaw hirggoppite; shemppuu qumaappe aadhdhennee? Qassi bollay mayuwaappe aadhdhennee? 
MAT.6.26	Paalliyaa kafatuwaa xeellite; unttunttu zerikkino; cakkikkino; diyyiyankka qolikkino; shin saluwan de7iyaa hinttenttu Aawuu unttuntta mizee; hinttenttu unttunttuppe loythi darkkitee? 
MAT.6.27	Hinttenttu giddon darissi hirggiide, bare geesaa bolla itti wadhaa gujjanaw danddayiyaawe oonee?
MAT.6.28	<<Ayissi mayuwassi hirggiitee? Dembban de7iya ciishshatuu wooti dicciinontto, akeeki xeellite; unttunttu daaburikkino woy puuttuwaa suqqikkino. 
MAT.6.29	Shin taani hinttenttoo oday; haray atto, Solomone hewaa keena bonchchetteeddawaa gidiidde, he ciishshatuwaappe ittuwaa malaakka mayyibeenna. 
MAT.6.30	Shin laafa ammanuu de7iyaawanttoo, Xoossay, hachche de7iide, wontti tamaan eexxiyaa dembbaa maataa mayizziyawe, hinttena unttuwaappe aathiide wooti mayizzennee? 
MAT.6.31	Simmi, <Nuuni ayaa maanee? Woy ayaa ushanee? Woy ayaa mayyanee?> yaagiide hirggoppite. 
MAT.6.32	Ayissi gooppe, he ubbabaa Xoossaa ammanennawanttu darissiide koyyiino; he ubbay hinttena koshshiyaawaa saluwan de7iyaa hinttenttu Aawuu eree. 
MAT.6.33	Shin kasetiide, Xoossaa kawutethaanne A xillotethaa koyyite; I hinttenttoo he ubbabaa immana. 
MAT.6.34	Hewaa diraw, wonttibaassi hirggoppite; ayissi gooppe, wontti gallassay barew hirggana; gallassaa ubbawukka A huuphew gidiyaa waayyii de7ee.
MAT.7.1	<<Xoossay hinttenttu bolla pirddenna mala, hinttekka haratuwaa bolla pirddoppite. 
MAT.7.2	Ayissi gooppe, hinttenttu haratuwaa bolla pirddiyaawaadan, Xoossay hinttenttu bolla pirddana; qassi hinttenttu haratuwaassi immanaw makkiyaabaan I hinttew makkana. 
MAT.7.3	Ne ayfiyan de7iyaa tuussaa be7akka; shin ne ishaa ayfiyan de7iyaa suullaa ayissi xeellay? 
MAT.7.4	Woy ne ayfiyan tuussay de7ishshin, neeni ne ishaa, <Taani ne ayfiyaappe suullaa kessoo> waanaade gaanaw danddayay? 
MAT.7.5	Laa ha lo77uwaa malatiyaa iitaw! Kasetaade ne ayfiyaappe tuussaa kessadigga; hewaappe guyyiyan, ne ishaa ayfiyaappe suullaa kessanaw geeshshaade xeellanaw danddayaa.
MAT.7.6	<<Geeshshabaa kanatuwassi immoppite; unttunttu guyye simmiide, hinttena sa77ana. Qassi inqquwaa geetettiyaa hinttenttu al77o shuchchaa gudunthatuwaa sinthan oloppite; unttunttu barenttu gediyan yedhdhana.
MAT.7.7	<<Woossite; hintte akkana. Koyyite; hintte demmana. Kariyaakko yiide xeesite; hinttew penggi dooyettana. 
MAT.7.8	Ayissi gooppe, woossiyaa ubbay akkana; koyyiyaa uray demmana; qassi kariyaakko yiide xeesiyaa uraw penggi dooyettana. 
MAT.7.9	Woy hinttenttu giddon bare na7ay, <Ukithaa imma> gooppe, shuchchaa immiyaa aawuu de7ii? 
MAT.7.10	Qassi, <Moliyaa imma> gooppe, aw shooshshaa immanawee? 
MAT.7.11	Hinttenttu iita gidiidde, hinttenttu naanatuwassi lo77obaa immiyaawaa erooppe, yaatina, saluwan de7iyaa hinttenttu Aawuu barena woossiyaawanttussi lo77obaa wooti darissi immennee!
MAT.7.12	<<Hewaa diraw, hara asay hinttew oothanaw koyyiyaa ubbabaa hinttekka asaw oothite; ayissi gooppe, Muse higgiyaa bilethaynne nabatuu tamaarissiyaawe hawaa.
MAT.7.13	<<Un77a penggiyaanna gelite. Ayissi gooppe, bayethaw afiyaa penggi aakuwaa; ogiikka woggaa. Hewaanna geliyaa asaykka cora.
MAT.7.14	<<Shin, de7oo afiyaa penggi un77a; ogiikka xunthaa. Qassi hewaa demmiyaawanttukka guutha.
MAT.7.15	<<Bolla bagganna dorssaa malatiide, hinttekko yiyaa worddo nabatuwaappe naagettite; shin unttunttu garssa bagganna wallatuwaa mala. 
MAT.7.16	Unttunttu ayfiya ayfiyaawaan hintte unttuntta erana; agunthay woddenthaa ayfiyaa ayfenna; gomi77oriikka kookiyaa ayfiyaa ayfenna. 
MAT.7.17	Hewaadankka, lo77o mithaa ubbay lo77o ayfiya ayfee; shin iita mithay iita ayfiyaa ayfee. 
MAT.7.18	Lo77o mithay iita ayfiyaa ayfanaw danddayenna; qassi iita mithaykka lo77o ayfiyaa ayfanaw danddayenna. 
MAT.7.19	Lo77o ayfiyaa ayfenna mithaa ubbay qanxxettiide, tamaan yegettana. 
MAT.7.20	Hewaa diraw, hintte unttunttu ayfiyaa ayfiyaawaan unttuntta eranita.
MAT.7.21	<<Saluwan de7iyaa Ta Aabbu geeddawaa oothiyaa uray saluwaa kawutethaa gelanaappe attin, <Godaw, Godaw> giyaa ubbay gelenna. 
MAT.7.22	Pirdda gallassi daro asay taana, <Godaw, Godaw, nuuni ne sunthan Xoossay kiittowaa odibeykkoo? Ne sunthan xalahatuwaa kessibeykkoo? Qassi nuuni Xoossay oothiyaa maalalissiyaabaa ne sunthaan oothibeykkoo?> yaaganawantta. 
MAT.7.23	Taani he wode unttuntta, <Taani hinttena ubbakka erikke; iitabaa oothiyaawanttu hintte ta matappe haakkite> yaagana. 
MAT.7.24	<<Hewaa diraw, hawaa ta qaalaa sisiide oothiyaa ubbay mino zaallaa bolla bare golliya keexxeedda wozanaama asaa mala. 
MAT.7.25	Iray bukkiide, di7uu di77eedda; carkkuukka carkkiide, he golliya sugeedda. Shin golli mino zaallaa bolla keexetteedda diraw, kunddibeenna.
MAT.7.26	<<Hawaa ta qaalaa sisiide oothenna asay ubbay, bare golliya shafiyaa bolla keexxeedda booza asaa mala. 
MAT.7.27	Iray bukkiide, di7uu di77eedda; carkkuukka carkkiide, he golliya sugina, golli ellekka kunddeedda. He golli wolqqaama kunddethaa kunddeedda.>>
MAT.7.28	Yesuusi bare haasayiyawaa wursseedda wode, asay I tamaarissiyawaan maalaletteeddino. 
MAT.7.29	Ayissi gooppe, I unttuntta tamaarissiidde, Muse higgiya tamaarissiyaawanttudaan gidennaan, maatay de7iyaa asaadan tamaarisso diraassa.
MAT.8.1	Yesuusi deriyaappe wodhdheedda wode, cora asay A kaalleedda. 
MAT.8.2	He wode oolluu 
MAT.8.3	Yesuusi bare kushiyaa yeddi A bochchiide, <<Taani koyyay; paxaade geeyya!>> yaageedda. Ellekka oolluu bitaniyaa yeddi aggeedda. 
MAT.8.4	Yesuusi A, <<Simmi hawaa oossinne odoppa; shin qeesaakko baade ne paxaade geeyyeeddawaa A bessa; ne paxaade geeyyeeddawaa asaa erissanaw Muse azazeedda yarshshuwaa Xoossaw yarshsha>> yaageedda. 
MAT.8.5+MAT.8.6	Yesuusi Qifirinaahooma katamaa geleedda wode, itti Roomaa gade Xeetuwaa Kaappuu aakko yiide, <<Ta Godaw, ta qoomaa bollay gunddina, daro sakettiidde, soyin giseedda; hayyagodo taw pathaarikki>> yaagi woosseedda.
MAT.8.7	Yesuusi, <<Taani baade A pathana>> yaageedda.
MAT.8.8	Shin xeetuwaa kaappuu zaariide, <<Ta Godaw, neena ta soy gelissanaw taw bessenna; shin neeni qaalaa xalalaa haasaya; ta qoomay paxanawaa. 
MAT.8.9	Ayissi gooppe, taani taappe bollanna de7iyaawanttoo eeno giyaa asa; qassi taappe garssaanna wottaaddaratuu de7iino. Taani ittuwaa, <Ba!> gooppe bee; qassi yokkuwaa, <Haaya!> gooppe yee; ta qoomaa, <Hawaa ootha!> gooppe oothee>> yaageedda.
MAT.8.10	Yesuusi hewaa siseedda wode maalalettiide, barena kaalliyaa asaa, <<Taani hinttew tumuwaa oday; taani hawaa mala ammanuwaa haray atto, Isra7eeliya gadiyankka be7abeykke. 
MAT.8.11	Cora asay awayfi doliyaa baggappenne wulliyaa baggappe yiide, Abraahaamonna, Yisaaqannanne Yayiqoobanna saluwaa kawutethaa gayitaan ittippe uttanawantta yaagay. 
MAT.8.12	Shin kawutethaan de7anaw bessiyaa asay wolqqaama dhumaa garssa kare olettana; hewaan unttunttu yeekkananne barenttu achchaa dhaqanawantta>> yaageedda.
MAT.8.13	Hewaappe kaalla Yesuusi xeetuwaa kaappuwaa, <<Ne soy ba; neeni ammaneeddawaadan new hano>> yaageedda; xeetuwaa kaappuwaa qoomay he saatiyankka paxi aggeedda.
MAT.8.14	Yesuusi Phexiroosa soy biide, A bollotatta qoxuwaa harggaade giseeddawunno be7eedda. 
MAT.8.15	Izi kushiyaa Yesuusi bochchina, qoxuu izo bashi aggeedda; izakka denddaade aw miyaabaa giigissaaddu.
MAT.8.16+MAT.8.17	Sa7ay omarsseedda wode, asay iita ayyaanatu oyqqeedda cora asaa Yesuusakko aheedda; nabiyaa Iisiyaasi, <<I nu daaburaa barew akkeedda; qassi nu harggiyaakka tookkeedda>> yaageeddawe polettana mala, Yesuusi iita ayyaanatuwaa bare qaalaan kessiide, harggeedda asaa ubbaakka patheedda. 
MAT.8.18	Yesuusi cora asay bare yuushshuwaan de7iyaawantta be7iide, abbaappe hefintha pinnana mala, barena kaalliyaawantta azazeedda. 
MAT.8.19	Hewaappe guyyiyaan Muse higgiyaa tamaarissiyaa ittuu aakko yiide, <<Tamaarissiyaawoo, neeni biyaasaa ubbaa taani neena kaallana>> yaageedda.
MAT.8.20	Yesuusi A, <<Worakanatuwassi ollay de7ee; kafatuwaassikka keethay de7ee; shin Taw, Asaa Na7aw, shemppa akkiyaasaykka baawa>> yaageedda.
MAT.8.21	Qassi kaalliyaawanttuppe ittuu Yesuusa, <<Godaw, taani sinthata baade ta aabba mooganaw ba yaagaarikkii>> yaageedda.
MAT.8.22	Shin Yesuusi A, <<Neeni taana kaalla; hayqqeeddawanttu barenttu anhaa moogino>> yaageedda.
MAT.8.23	Yesuusi wonggiriyaan geloode, A kaalliyaawanttu aananna beeddino. 
MAT.8.24	Beetay wonggiriyaa mittana gakkanaw, abbaan wolqqaama hobbii denddeedda; shin Yesuusi gemi77isheedda. 
MAT.8.25	A kaalliyaawanttu aakko biide, gemi77ishuwaappe dentheeddino; hewaappe simmiide A, <<Godaw, nuuni dhayeetto; nuuna ashshaarikkii>> yaageeddino.
MAT.8.26	Yesuusi unttuntta, <<Ha ammanuu pacceeddawanttoo, ayissi yayyiitee?>> yaageedda. Hewaappe guyyiyan denddiide, gotuwanne beetaa aggite giina, gotuunne beetay co77u geedda.
MAT.8.27	Asay maalalettiide, <<Hawe laa haray atto, gotuunne beetay azazettiyaawe ayba asee?>> yaageeddino.
MAT.8.28	Yesuusi Galiilaa abbaappe hefinthan de7iyaa Gerggesenoona geetettiyaa gadiyaa pinneedda; iita ayyaanatuu oyqqeedda laa77u asatuu he gadiyaan de7iyaawanttu duufuwaappe kesiide, aananna gaketteeddino. Unttunttu daro iita gidiyaa diraw, ooninne he ogiyaanna aadhdhanaw danddayibeenna. 
MAT.8.29	Unttunttu barenttu qaalaa dhoqqu oothiide, <<Xoossaa Na7aw, nuunanna new ayi allaalli de7ii? Wodii gakkennaan nuuna muranaw yaaddii?>> yaageeddino.
MAT.8.30	Unttunttuppe laafaa haakkiyaasan gudunthaa wudii heemettee. 
MAT.8.31	Iita ayyanatuu Yesuusa, <<Neeni nuuna kessiyawaa gidooppe, hini gudunthaa wudiyaa giddo yeddaarkkii>> yaagiide woosseeddino.
MAT.8.32	Yesuusi unttuntta, <<Biite!>> giina unttunttu bitanatuwaappe kesi biide, gudunthatuwan geleeddino. Gudunthaa wudii ubbay kakaa lanqqiyanna kajjottiidde, abbaan geliide, mitetti aggeeddino.
MAT.8.33	Gudunthaa wudiyaa heemmiyaawanttu baqatiide katamaa bi aggeeddino; beeddasaan iita ayyanatuu oyqqeedda asatuu haneeddabaa ubbaa odeeddino. 
MAT.8.34	Hewaa siseedda katamaan de7iyaa asay ubbay Yesuusanna gakettanaw keseeddino; A be7eedda wode, barenttu gadiyaappe baana mala woosseeddino.
MAT.9.1	Hawaappe kaalla Yesuusi wonggiriyaan geliide, abbaa pinniide, bare katamaa yeedda. 
MAT.9.2	Amareedda asay bollay gunddeeddda itti bitaniyaa shanchchamaan tookkiide, Yesuusakko aheeddino; Yesuusi unttunttu ammanuwaa be7iide, bollay gunddeeddda bitaniyaa, <<Ta na7aw, yayyoppa; ne nagaray atto geetetteedda>> yaageedda.
MAT.9.3	Higgiyaa tamaarissiyaawanttuppe ittu ittu barenttu wozanaan, <<Laa ha bitani Xoossaa bolla iitabaa haasayeettee!>> yaagi qoppeeddino.
MAT.9.4	Yesuusi unttunttu qofaa eriide, unttuntta hawadaan yaageedda; <<Hinttenttu hintte wozanaan hawa mala iitabaa ayissi qoppiitee? 
MAT.9.5	<Ne nagaray atto geetetteedda> yaagiyaawe mateeyee? Woy, <Dendda eqqaade hametta> yaagiyaawe matee? 
MAT.9.6	Shin sa7aa bollan nagaraa atto gaanaw taw, Asaa Na7aw, maatay de7iyaawaa taani hinttena erissana>> yaagiide, hewaappe guyye I he bollay gunddeedda bitaniyaa, <<Dendda eqqa; yaataade ne shanchchamaa tookkaade, ne golle ba>> yaageedda.
MAT.9.7	Gunddeedda bitaniikka denddi eqqiide, bare golle beedda. 
MAT.9.8	Shin daro asay hewaa be7iide yayyeeddino; asaw hawaa mala maataa immeedda Xoossaa galateeddino.
MAT.9.9	Yesuusi hewaanna aadhdhiidde, Maatoossa yaagiyaawe qaraxaa qanxxiyaa saan utteeddawaa demmiide A, <<Taana kaalla>> yaageedda.
MAT.9.9	Maatoossikka denddi eqqiide, A kaalleedda.
MAT.9.10	Yesuusi Maatoossa gollen qumaa maanaw utti de7ishshin, qaraxaa akkiya cora asaynne nagaranchchatuu yiide, aanannanne A kaalliyaawanttunna ittippe gayitaan utteeddino. 
MAT.9.11	Itti itti Parisaawatuu hewaa be7iide, Yesuusa kaalliyawantta, <<Hinttena tamaarissiyaawe qaraxaa qanxxiyaawanttunnanne nagaranchchatuwanna qumaa ayissi ittippe mii?>> yaageeddino.
MAT.9.12	Shin Yesuusi unttunttu yaagiyaawaa sisiide, <<Hargganchchatuwaassappe attin, paxatuwaassi aakimii koshshenna. 
MAT.9.13	Shin hinttenttu biide, Xoossaa Maxaafay, <Taani maarotethaa koyyayppe attin, yarshshuwaa koyyikke> yaagiyaawe waagiyaawentto erite; ayissi gooppe, taani nagaranchchatuwaa xeesanaw yeeddawaappe attin, xillatuwaa xeesanaw yabeykke>> yaageedda.
MAT.9.14	He wode Yohaannisa kaalliyawanttu Yesuusakko yiide, <<Nuuninne Parisaawatuu ubba wode xoomeetto; shin neena kaalliyawanttu ayissi xoomikkinoo?>> yaagiide A oochcheeddino.
MAT.9.15	Yesuusi unttuntta, <<Bullachchaa yeedda asay machchatto akkiyawe barenttunna de7ishshin, kayyottanaw danddayiinoo? Danddayikkino; shin machchatto akkiyawaa unttunttu matappe afana wodii yaana; unttunttu he wode xoomanawantta>> yaageedda.
MAT.9.16	<<Eca mayuwaa bolla ooratha dhefiyaa wothiide sikkiyaa asay baawa; ayissi gooppe, ooratha dhefii eca mayuwaa peedhereethana; peedhethaykka kasewaappe daranawaa. 
MAT.9.17	Ho77o woyiniyaa eessaa eca ogoruwan naa77iyaa asay baawa. Shin naa77ooppe, he woyiniyaa eessay ogoruwaa daakkana; barewukka woofettana; ogoruukka bayanawaa. Shin, ho77o woyiniyaa eessaa ooratha ogoruwaan naa77anaw bessee; laa77uukka baykkino>> yaageedda.
MAT.9.18	Yesuusi unttunttoo hewaa odishshin, Ayihude Woosa Golle kaappatuwaappe ittuu aakko yi A sinthaan gulbbatiide, <<Ta naatta ha77i hayqqaaddu; shin neeni yaade ne kushiyaa izi bolla wothaarikkii; iza de7uwaan de7anawunnu>> yaageedda.
MAT.9.19	Yesuusi denddiide, barena kaalliyawanttunna ittippe bitaniyaa kaalliide beedda. 
MAT.9.20	He wode tammanne laa77u laythaa kumenthaa, izi bollaappe suuthay goggiyaa itti mishiratta guyyenna shiiqaade, Yesuusa mayuwaa macaraa bochchaaddu. 
MAT.9.21	Hawaa iza udowe, iza bare wozanaan, <<Taani A mayuwaa xalalaa bochchantto paxana>> yaagaade qoppaaddu.
MAT.9.22	Shin Yesuusi yuuyyi izo xeelliide, <<Ta naattee, yayyoppa; neena ne ammanuu patheedda>> yaageedda. He man77iyankka mishiratta paxaa aggaaddu.
MAT.9.23	Yesuusi Ayihuda Woosa Golle kaappuwaa soy gakkeedda wode, yeekuwan dinkkaa punniyaa asaanne yeekkiyaa asaa be7iide, 
MAT.9.24	<<Kare kesite; guutha naatta gemi77ishaadduppe attin, hayqqabeykku>> yaageedda. Hewaappe guyyiyan asay A bolla darii miicceedda. 
MAT.9.25	Shin cora asaa kare I kesseeddawaappe guyyiyan, golle geliide, naatti kushiyaa oyqqeedda; naattakka dendda aggaaddu. 
MAT.9.26	He waarii, he man77iyankka he gadiyan ubbaan sisetteedda.
MAT.9.27	Yesuusi hewaanna aadhdhiide biyaa wode, laa77u qooqatuu barenttu qaalaa dhoqqu udiide, <<Daawite na7aw, nuuna maaraarikki>> yaagiidde A kaalleeddino.
MAT.9.28	Yesuusi golle geleedda wode, qooqatuu aakko yeeddino; Yesuusi unttuntta, <<Taani hawaa oothanaw danddayiyaawaa ammaniitee?>> yaageedda.
MAT.9.28	Unttunttu, <<E Godaw>> yaagi zaareeddino.
MAT.9.29	Hewaappe guyyiyan, Yesuusi unttunttu ayfiyaa bare kushiyaan bochchiide unttuntta, <<Hinttew hinttenttu ammanuwaadan hano>> yaageedda. 
MAT.9.30	Unttunttu ayfii dooyetti aggeedda; Yesuusi unttunttoo, <<Hawaa oossinne odoppite>> yaagiide minissiide odeedda. 
MAT.9.31	Shin unttunttu biide, he gadiyaa ubbaan Yesuusabaa odeeddino.
MAT.9.32	Unttunttu kesiide biya wode, amareedda asay iita ayyanay oyqqina duudeedda bitaniyaa Yesuusakko aheeddino. 
MAT.9.33	Yesuusi iita ayyaanaa kesseeddawaappe guyyiyan, duude bitani haasayeedda. Asay, <<Hawe oorathabaa; hawaa malabay Isra7eeliyaa gadiyaan ubbakka hanibeenna>> yaagi maalaletteeddino.
MAT.9.34	Shin Parisaawatuu, <<I iita ayyaanatuwaa kaappuwaa wolqqaan xalahatuwaa kessee>> yaageeddino. 
MAT.9.35	Yesuusi unttuntta Ayihuda woosa golletuwan tamaarissiiddenne kawutethaa wonggalaa mishiraachchuwaa odiidde, qassi harggiyaa ubbaappenne sakuwaa ubbaappe asaa pathiidde, wogga katamatuwaninne qeeri katamatuwaa ubbaan yuuyyeedda. 
MAT.9.36	Cora asaa be7iide, heemmiyaa asay baynna dorssaadan asay hirggettiyaa dirawunne asaa maaddiyaabay baynna diraw, asaw qaretteedda. 
MAT.9.37	Yaatiide barena kaalliyaawantta, <<Qoychchaw gakka kathay dara; shin cakkiyaa asay guutha. 
MAT.9.38	Simmi kathaa Goday kathaa cakkanaw oosanchchatuwaa yeddana mala, A woossite>> yaageedda.
MAT.10.1	Yesuusi bare tammanne laa77u kaalliyawantta xeesiide, unttunttu iita ayyaanaa kessana mala, qassi harggiyaa ubbaanne sakuwaa ubbaa pathana mala, unttunttoo maataa immeedda. 
MAT.10.2	Yesuusi kiitteedda tammanne laa77atuwaa sunthay, koyrowe Phexiroosa geetettiyaa Simoonanne A ishaa Inddiraasa, Zabiddiyoosa naanaa, Yayiqoobanne Yohaannisa, 
MAT.10.3	Piliphphoosa, Barttalamoosa, Toomaasa, qaraxaa akkiya Maatoossa, Ilppiyoosa na7aa Yayiqoobanne Taadoosa; 
MAT.10.4	bare gadew qarettiyaa Simoonanne Yesuusa aathi immeedda Asqqorootu Yihudaa.
MAT.10.5	Yesuusi ha tammanne laa77atuwaa hawaadan yaagiide kiitteedda; <<Ayihuda gidenna asaa gadiyaa booppite; qassi Sammaaratuwaa katamaakka geloppite; 
MAT.10.6	hewaa diraa bayeedda dorssaakko, Isra7eeliya asaakko 
MAT.10.7	biide, <Saluwaa kawutethay mateedda> yaagiide odite. 
MAT.10.8	Hargganchchatuwaa pathite; anhaa hayquwaappe denthite; oolluu oyqqeeddawantta pathite; iita ayyanatuwakka kessite. Hinttenttu coo akkeeddita; coo immite. 
MAT.10.9	Worqqaa woy biraa woy santtimiyaa hinttenttu kiisiyan oyqqoppite; 
MAT.10.10	woy ogew qarcciitiyaa, woy laa7ethiyaa mayuwaa, woy caammaa woy xam77aa oyqqoppite. Ayissi gooppe, oosanchchaw koshshiyaabay qumaa. 
MAT.10.11	<<Hinttenttu geliyaa katamaan woy qeeri katamaa ubbaan hinttena mokkanaw nashettiyaawe oonentto akeekan xomoosite; hinttenttu hewaappe kesana gakkanaw, hewaan uttite. 
MAT.10.12	Qassi golle geliidde sarotite. 
MAT.10.13	He gollen de7iyaa asay hinttena mokkooppe, hinttenttu saroteedda sarotay unttuntta gakko. Shin unttunttu hinttena mokkennaan ixxooppe, hinttenttu saroteedda sarotay hinttew guyye simmo. 
MAT.10.14	Qassi itti itti golli woy katamay hinttena mokkennaan woy hinttenttu odiyaawaa sisennaan ixxooppe, he golleppe woy he katamaappe kesiidde, hinttenttu gediyaappe baanaa shocite. 
MAT.10.15	Taani hinttew tumuwaa oday; Xoossay pirddiyaa gallassi he katamaa asaappe, Sodoomaa katamaa asawunne Gamooraa katamaa asaw pirddaa kawushissana. 
MAT.10.16	<<Be7ite! Taani hinttena dorssaa wallatuwaa giddo yeddiyaawaadan yedday. Hewaa diraw, shooshshaadan cincca gidite; qassi haraphphiyaadan, ashikke gidite. 
MAT.10.17	Shin asaappe naagettite. Ayissi gooppe, asay hinttena pirdda gollew aathiide immana; qassi bare Ayihuda woosa golletuwaanikka hinttena lissuwan peeddana. 
MAT.10.18	Gadiyaa ayissiyaawanttu sinthaaninne kaatatuwaa sinthaan ta diraw hinttenttu eqqiide, unttunttussinne Ayihuda gidenna asaa sinthaan taw markka gidanita. 
MAT.10.19	Shin unttunttu hinttena pirddaw aathiyaa wode, hinttenttu haasayanabaa he saatiyaan Xoossay hinttew immiya diraw, hinttenttu gaanabawunne woy waagiide haasayanenttonne hirggoppite. 
MAT.10.20	Ayissi gooppe, hinttenttun aqiide haasayiyaawe hinttenttu Aawuuwaa Geeshsha Ayyaanaappe attin, haasayiyaawanttu hinttentta gidikkita.
MAT.10.21	<<Ishay bare ishaa, aawuu bare na7aa bolla denddana; naanay barenttu aattinne aawuwaa bolla denddiide, unttuntta wodhissana. 
MAT.10.22	Qassi asay ubbay hinttentta ta sunthaa diraw ixxana; shin wursethay gakkanaw gencciyaawe attanawaa. 
MAT.10.23	Unttunttu hinttena itti katamaappe yederssooppe, hara katamaa biite. Ayissi gooppe, taani hinttew tumuwaa gay; taani, Asaa Na7ay, yaana gakkanaw, hinttenttu hintte oosuwaa Isra7eeliyaa katamaa ubbaan oothiide wurssikkita.
MAT.10.24	<<Tamaariyaawe barena tamaarissiyaawaappe darenna; qoomaykka bare godaappe darenna. 
MAT.10.25	Tamaariyaawe barena tamaarissiyaawaa keena gidiyaawe, qoomaykka bare godaa keena gidiyaawe aw gidana; unttunttu golle godaa Bi7eel-Zeebula giide xeesooppe, A golle asaa waagi xeesaneeshsha!
MAT.10.26	<<Simmi asaassi yayyoppite; ayissi gooppe, genthi wotheeddabay qoncciyaa kesennaan attenna; qoseeddabaykka erettennaan attenna. 
MAT.10.27	Taani hinttenttoo dhumaani odiyaabaa poo7uwan haasayite; hinttew haythaan saasukkiide odeeddawaa, dhoqqa saan awaayyite. 
MAT.10.28	Ashuwaa wodhiyaawanttoo yayyoppite; unttunttu, shemppuwaa wodhanaw danddaykkino. Shin shemppuwaanne ashuwaa Gaannamiyan dhayissanaw danddayiyaa Xoossaassi yayyite. 
MAT.10.29	Laa77u suunniyaa kafatuu santtimiyaan zali77ettikkinoo? Hinttenttu Aawuuwaa sheniyaa gidana dhayooppe, he suunniyaa kafatuwaappe ittinnakka sa7aan wodhdhaade bayukku. 
MAT.10.30	Shin haray atto, hinttenttu huuphiyan de7iyaa binnanay ubbaykka payduwaan de7ee. 
MAT.10.31	Simmi yayyoppite; daro suunniyaa kafatuwaappe hinttenttu aadhdhiita.
MAT.10.32	<<Hewaa diraw, asaa sinthaan tabaa markkattiyaa oossi gidooppenne, taanikka saluwan de7iya ta Aabbu sinthan markkattana; 
MAT.10.33	shin asaa sinthaan taana kaddiyaa oonanne taanikka qassi saluwan de7iya ta Aabbu sinthaan A kaddana. 
MAT.10.34	<<Taani sa7aassi sarotethaa ahanaw yeeddawaa hinttessi malatoppo; taani tooraa ahanaw yeeddawaappe attin, sarotethaa ahanaw yabeykke. 
MAT.10.35	Ayissi gooppe, taani na7aa A aabbuppe, naatto izi daayippe, na7aa machchattokka izi bollotattippe shaakkanaw yaaddi; 
MAT.10.36	asaassi morkketuu A golle asatuwaa gidanawantta.
MAT.10.37	<<Bare aabba woy bare daayo taappe aathiide siiqiyaawe tawaa gidanaw bessenna; bare attuma na7aa woy bare macca naatto taappe aathiide siiqiyaawe tawaa gidanaw bessenna. 
MAT.10.38	Bare masqqaliyaa tookkiide, ta geeduwaa kaallennawe tawaa gidanaw bessenna. 
MAT.10.39	Bare shemppuwaa ashshiyaawe bayizzanawaa; shin ta diraw bare shemppuwaa bayizziyaawe ashshanawaa.
MAT.10.40	<<Hinttentta mokkiyaawe taana mokkee; qassi taana mokkiyaawe taana kiitteeddawaa mokkee. 
MAT.10.41	Nabiyaa, nabiyaa sunthaan mokkiyaawe, nabiyaa gatiyaa aananna gishettanawaa; qassi xilluwaa, xilluwaa sunthaan mokkiyaawe, xilluwaa gatiyaa aananna gishettanawaa. 
MAT.10.42	Ooninne ha taana kaalliyaawanttuppe guuxxiyaa ittoo, haray atto buliyaa haathaa xalalaa ushanaw immooppekka, taani hinttenttoo tumuwaa gay; I bare gatiyaa akkana>> yaageedda.
MAT.11.1	Yesuusi bare tammanne laa77u kaalliyawantta azaziyaawaa poleedda wode, hewaappe denddiide, katamatuwaan tamaarissanawunne odanaw beedda.
MAT.11.2	Xammaqiyaa Yohaannisi qasho gollen de7iidde, Yesuusi ootheeddawaa sisiide, barena kaalliyawantta aakko kiittiide, 
MAT.11.3	<<Yaanawe neeneeyee? Woy haraa naaganee?>> yaagi oochchanaadan udeedda.
MAT.11.4	Yesuusi zaariide, unttunttoo hawadaan yaageedda; <<Biide hinttenttu be7iyaawaanne sisiyaawaa Yohaannisaw odite; 
MAT.11.5	qooqatuu xeelliino; wobbatuu hamettiino; oolluu oyqqeeddawanttu paxiide geeyyiino; 
MAT.11.6	Tabaa sidhenna uray anjjetteeddaawaa>> yaageedda.
MAT.11.7	Yohaannisa kaalliyaawanttu simmi beedda wode, Yesuusi Yohaannisabaa shiiqeedda asaassi hawaadan yaagi haasayeedda; <<Ayaa be7anaw asay de7enna mela biittaa keseedditee? Carkkuu qaathiyaa maqqaa be7anaw keseedditee? 
MAT.11.8	Yaatina, ayaa be7anaw keseedditee? Lo77iyaa mayuwaa mayyeedda bitaniyaa be7anaw keseedditee? Lo77iyaa mayuwaa mayyeeddawanttu kaatatuwaa gollen de7iino. 
