MAT.1.1	Isua Krista akhuk Ama hi David a sapa, Abraham a sapa. 
MAT.8.28	Hatuka ava rala Gadari ngai rama ase mi anni kachaiin ei sur thanmun ata asuaka a matona ahonga suak u. Achalaka arang u tute ha lampui tiang se thei mak. 
MAT.8.29	Hatuka enta, ankhek u na, “O Pathian Sapa nang le koini hi imo nei anzomna? Ahun asuak man anan tak ranga hivan nei hong mo?” ati u.
MAT.8.30	Hava han akol u na ala uala vok rual atampa anvai a om. 
MAT.8.31	Hava han kachai ngaiin a mathema nana not rangten, “Sova vok rual bila na man se ro,” ati u.
MAT.8.32	“Se u ro,” ati pe, hanke asuaka ha vok rual bila ava lut u. Hatuka enro vok dora apua bali chang tiang atana tia ava chula anninga athi u. 
MAT.8.33	Hanke ahol ngai atana arot u na khuana se na hava rui dora le kachai ngai rui ei manthun u. 
MAT.8.34	Hatuka enta khuana mi dora Isua kom antongpui rang asuaka ahong u hatuka amu u na a rikung u maka ase rang a mathem u.
MAT.9.1	Hava suale rakuanga a chuanga ankan hatuka a khuana ahong hanuk enta mi hozetinmo a kom azeng khat ahong ruai u ama ha vaienga a zal. 
MAT.9.2	Isuan ei iam u na amuna ha azeng ha, “Kalong ngam ro! Na pap andual zei,” ati pe. 
MAT.9.3	Hatuka enro, Lekhanziakpu ituklekinmo a malulunga, “Hiva mi hi Pathian adem keng,” ati u.
MAT.9.4	Hanke Isuan amani mandon ariata, “Nangnin ichangmo mandon asiat na malunga nei vong u? 
MAT.9.5	Asik chu hovamo abei, ‘Na pap andual zei ati mo anthuia kal choi ro ati mo’? 
MAT.9.6	Tenchu phil chunga Miring Sapan pap andual ningneina adon hava ha nei riatthei u na ranga azeng ha anthuia na zamun choi ro hatuka na ina se ro!” ei ti.
MAT.9.7	Hanke anthuia a ina ase. 
MAT.9.8	Hava muna mi doran achi na hatuka Pathianin miring hi hidor peia thotheina ei pek atia a manpak u.
MAT.9.9	Hatuka hava mun ata ase tira Isuan ei mu Mathai ti na mikhat lei ansuangna muna ansut aman ati pe, “Ka nuk hong zi ro.” Hava han anthuia anuk azi len.
MAT.9.10	Hanuk ina bu nek ansuta hatuka enro atampa lei ansuang ngai le papi ngai ahong u Isua le a zolai ngai le ansut u. 
MAT.9.11	Hava ha Pharisi ngaiin amuna a zolai ngai kom, “Ichangamo ananchupu un lei ansuang ngai le asiat ngai bila nek sak ei tho?” ati u.
MAT.9.12	Hava ha ariata ei ti, “Adam ngai daktor nang mak hanekten ana ngai ke anang. 
MAT.9.13	Tenchu se u tan anchu u ro hiva chong imo omzia, ‘Lungkham ke ei zong dali nimak.’ Asik chu mi dik ngai rang ni making mi salui ngai a paia hong ka ni.” 
MAT.9.14	Hava han Johon a zolai ngai a kom ahonga, “Pharisi ngai le koini nei ngoi ba bang tenchu na zolai ngai ngoi u mak imo asik?” ati u.
MAT.9.15	Isuan hangai ha ei ti pe, “Makpa a om kar mui ruaia mi achap mo thei? Ten ahun la hong inti abil u ata makpa lan tuang inti hatik han la ngoi unti.
MAT.9.16	“Puan marua ha puan athar le diba tho ngai mak asik chu adibana han puan ei chet rang keng hatuka haneka ei cheta asiat riam rang keng. 
MAT.9.17	Hatuka min bel marua le gerep uain athar thal ngai mak athal ten bel ngai um siat inti tenchu min bel athara ke uain athar ei thal, hava han aninin azok.”
MAT.9.18	Hangai rang hiva chong ngai hi aril pe, hatuka enta, panchang khat a honga, ahonga moka ei ril, “Ka nainupang atun athi zei tenchu hong tan achunga kut na hong dap pe ro hava han dam inti,” ati.
MAT.9.19	Hava han Isua anthuia a nuk azi a zolai ngai um ase u. 
MAT.9.20	Hatuka enta, kum somleianni tenpei nupang khat annim a nuk tiang a honga a puan mer a hong ton. 
MAT.9.21	Asik chu a malunga ei ti, “Ama apuan rong ngal ka ton thei ten dam ka ti.” 
MAT.9.22	Hanke Isuan anhoia a en, “Longnu ngam ro, nei iamnan ana mandam zei,” ati pe. Hava len han nupang nu ha adam.
MAT.9.23	Hatuka Isua, ha panchang a ina a honga theilia tum le apu apar ngai ei mu le ei ti, 
MAT.9.24	“Ankhai u ro nupang sanai hi thimak a in ke!” Hava han amanin ama ha maniero tho u. 
MAT.9.25	Tenchu mi ngai ha a masuak ule asunga a luta nupang sanai a kut a sura hava han anthui. 
MAT.9.26	Hatuka mi he, rasa, ram pum abit, asip.
MAT.9.27	Hatuka havan ata ase le acho anni ama a nu nuka ase na ankhek u na, “David a naipasal lungkham na mu ro,” ati u. 
MAT.9.28	Ama ha ina alut suale ha acho ngai ha a kom ahong u na hanke Isuan hangai ha ati pe, “Na iam mo u kei tho thei ranga?” “O, Puma!” ati u.
MAT.9.29	Hanke hangai mit aton pe na, “Nei iam u na anga na chung u na ni rase!” 
MAT.9.30	Hanke amit u anlong hatuka Isuan hangai ha, “Enro hiva hi tuten re ni!” atia adet mata akhar.
MAT.9.31	Tenchu apanga asuak u na aram puma asin amanlang u.
MAT.9.32	Amani ha tual panga asuak u han enro kachai ei sur chongkului khat akom ahong ruai u. 
MAT.9.33	Kachai ankhai le ha chongkului achong hanke mi doran changdong ei riat u na ei ti u, “Isarel laia la mu thak mak me.” 
MAT.9.34	Tenchu Pharisi ngaiin, “Kachai ulian le kachai ei khai ke,” ati u. 
MAT.9.35	Hatuka Isua khua le bung tina acheia anchunna ina a manchuna aram thangahui arila hanke ana tin le rikhotin a mandam. 
MAT.9.36	Hanuk mitampa amuna amani chunga lungkham amuna asik chu anpona sok acha nuka aruai abui bera rual anga. 
MAT.9.37	Hanke a zolai ngai ha ei ti, “Bu min atam, tenchu sin atho rang atom. 
MAT.9.38	Hasik han phai pumapa kom va zong u ro, hanke a phaia sin atho rang mi ei hong mathuan rang.”
MAT.10.1	Hatuka a zolai somleianni ha a kom apai, ratha annim ngai chunga ningneina apeka hava ngai ei khaia hanuk rikhua le ana tin ei mandam thei u na rang. 
MAT.10.2	Ha somleianni ngai raming hiva ngai hi Simon Pitor hatuka a parual Andria, Jebedi a sapa Jakob le a parual Johon. 
MAT.10.3	Philip, le Bartholomai Thoma le lei ansuang Mathai Alphai a naipasal; 
MAT.10.4	Jakob le Thaddai; Kanan Simon hatuka Juda Iskariot ama han anmumak ngai kuta ei pek.
MAT.10.5	Hiva somleianni hi Isuan ei tira hangai ha chong ei pek. 
MAT.10.6	“Jentail ngai lampuia se u no ro hatuka Samari bung lut u no ro hanekten Israel khuka beran pei ngai kom se u ro. 
MAT.10.7	Hatuka nei se u na tina hiva chong hi ril u ro, ‘Vanram anai zei!’ atia. 
MAT.10.8	Ana ngai mandam u ro athi ngai mathui u ro aphar ngai manthiang u ro kachai ngai khai u ro. Man abui a nei man u man abui dena pe u ro. 
MAT.10.9	Na kong vong u rang. 
MAT.10.10	Rangkachak, sumru, dangka siakna rang marsa, zani anni, kekok, raimol, hava ngai dora mansuk u no ro. Asik chu sin atho ngai chu asak anang. 
MAT.10.11	“Hatuka khopui, khuana, ina nei lut u na ansuk ual arok u ro mun ateia na se u man hava han om u ro. 
MAT.10.12	Hatuka a ina na lut u tik le raisan chong ril u ro. 
MAT.10.13	Hava han nei tung u na ha arua aniten nei ni u na ha ama chunga chul rase. Arua ani nok ten na phukdai u na ha na kom u den hong kir rase. 
MAT.10.14	Hatuka nangni ana pom u nok tak chu hanuk na chong u anngai nok tak chu ha in le ha khua ata na suak u tik na ke philvut u ngai athing u ro. 
MAT.10.15	Ataka kei na ti ni u zei ruiril nikhuana ha khua ei tong rang chu Sodom le Gomora ram ei tong azang ual! 
MAT.10.16	“Enro! Ngelang laia bera anga, hantin han kei na tir ani u zei hasik han marul anga hiana vasu anga annuai u ro. 
MAT.10.17	Tenchu mi ngai ata anrenga om u ro asik chu ruiril muna na pe untia anchunna ina na zem unti. 
MAT.10.18	Hava baka ka sika ram ulian le reng ngai makunga amani le Jentail ngai kom anriat ranga na ruai unti. 
MAT.10.19	Tenchu min ana sur u tik hatika nangnin hontinmo, imo aril rang atia andon u no ro. Asik chu nei ril u rang tak ha ahun taka anpe inti. 
MAT.10.20	Asik chu nangni ni mak aril rang na Pa u a Ratha, na sungril u na a chong aman ril inti.
MAT.10.21	“Hatuka a parualin a parual, a pan a nai ha athat ranga pe inti hatuka nai ngaiin nupa dui intia manthat inti. 
MAT.10.22	Hatuka ka raming sika mi doran na mumak unti, tenchu ahekten peia angirtit tak chu zok inti. 
MAT.10.23	Hatuka khokhata ana not u le khua teia rot u ro. Ataka kei na ti ni u zei Israel khua dora na na sin u hek no ni Miring Sapa a hong nok maseng.
MAT.10.24	“Anchu anchupu neka lian mak hatuka suak suak puma neka lian mak. 
MAT.10.25	Anchu, anchupu dor suak a puma dor aniten ahun, in puma ha Beelzebul ati u ten a in komi ngai vang chu haneka imo ei ti u nok rang! 
MAT.10.26	“Hasik han hangai ha achi u no ro asik chu anthup om mak anlang nok rang. Maruk ite om mak ariat nok rang. 
MAT.10.27	Azing kara keina ril u ha, hava ha avara ril u ro, hatuka na kuar kunga nei rangai u ha hava ha in chunga ril u ro. 
MAT.10.28	Hatuka taksa that theia ratha that thei lui ngai ha chu achi u no ro, tenchu taksa le ratha aninin anphenengna muna anan siat thei hava lam ha chu achi u ro. 
MAT.10.29	Asara va anni poisa khata anzuar no ni mo? Na pa u phalna nok aniten hangai ha angkhat ngal phila chul mak. 
MAT.10.30	Tenchu na lu u na sam um antel zit keng. 
MAT.10.31	Hasik han achi u no ro, asara va tampa neka na lian u.
MAT.10.32	“Miring makunga ana pom tak chu kom ka Pa vana mi makunga ama ha pom ka ti. 
MAT.10.33	Tenchu mi ngai makunga ana pom nok tak chu kom ka Pa vana mi makunga pom no ning. 
MAT.10.34	“Phil chunga koi hi phukdai a peka hong atia na malung masui u no ro. Phukdai a peka hong makung, tenchu khendai a pek ke kei hong. 
MAT.10.35	Asik chu a pa le a nai a nu le a nainupang, hatuka a tarpi le a muinu ansen ranga ahong ke kei ni. 
MAT.10.36	Hatuka a u, a nanai ngai hake miring ei anmumak rang.
MAT.10.37	“A nu mo a pa mo ka neka andit tak chu ka mi ani rua ni mak. Hatuka a naipasal mo a nainupang mo koi ei na dit neka andit tak chu ka mi ani rua ni mak. 
MAT.10.38	Hanuk aninga a kros anputa ka nuk zi lui tak chu ka mi ani rua ni mak. 
MAT.10.39	A nuk arung tak chu machan inti, hatuka ka sika a nuk anchan tak chu ama chu zok inti. 
MAT.10.40	“Ana pom u tak chu koi ke ei na pom. Koi ana pom tak chu ana tirpu ke ei pom. 
MAT.10.41	Deari ha deari tia a pom takin deari phamman man inti. Hatuka minzik ha minzik atia apom ten anzik phamman man inti. 
MAT.10.42	Hanuk hi asin ngai bila angkhat pei ruaisi atia ti dai khuri khat annek chu phamman man inti.Ataka kei na ti ni u zei, a phamman machan no ni.”
MAT.11.1	Hantin han Isuan a zolai somleianni kom chong apek suale mi kho tina anchu le aril ranga havan ata ase u.
MAT.11.2	Hava suale Johon lungina a oma Krista rui a sintho ngai ariata a zolai ngai a tira aman kel. 
MAT.11.3	“Ahong rang ha nang hi mo na ni, ole atei mo nei la ngak rang?”
MAT.11.4	Isuan hangai ha a masang, “Se u ro nei riat u le nei mu u ha Johon va ril u ro, ati na. 
MAT.11.5	Acho ngaiin amu zei, akhor ngai kal achoi zei, aphar ngai anthiang zei, aset ngai ariat zei, hatuka athi ngai anthui zei anriang ngai koma thangahui anril zei. 
MAT.11.6	Ha mi achanasa koi ana dem nok chu!”
MAT.11.7	Amani ase u lai tak han Isuan mi ngai ha Johon arui ei ril, “Philchar rama hong a en mo nei se u. 
MAT.11.8	Mailuang savok atan ni mak mo? Ole hongmo nei va en u. Puan annui ansil mi khat a en mo nei se u? Puan annui ansil ngai chu reng ina ke ei om. 
MAT.11.9	Hanle hong atho mo nei se u ha deari khat a en ranga mo? Ani kei na ti ni u zei deari neka alian khat ha. 
MAT.11.10	Hava ha, ha miring ama ruia anziak a om, ‘Enta, ka palai na makunga ka hong tir aman na matona na lampui sin inti’ 
MAT.11.11	“Ataka kei na ti ni u zei, nupang vona anpianga chu Baptispu Johon aneka alian tute lan piang mak, hanum vanrama asin khit ha ama ha hava neka alian. 
MAT.11.12	Hatuka Baptispu Johon ahun ata atun ten vanram chu ranak asonga min ei lua keng, hava ha arat ngaiin ranaka alua ei val tit u. 
MAT.11.13	Asik chu deari dora le riti dora Johon atena dearin chong ei ril. 
MAT.11.14	Hatuka nangnin na pom zot uten re un na ti Eliza ei hong rang ha ama hi ani zei. 
MAT.11.15	Anngaina kuar adon takin rangai rase!
MAT.11.16	“Tenchu tule mo hiva huna mi ngai mankhi ning amani hi naipang ngai le anrual, amanin bazara ansuta alom ngai a paia ati. 
MAT.11.17	Koinin nangni na kom theilia na tuma lam u mak chena koinin na chapa nangnin na rop rachum u mak chena.
MAT.11.18	“Asik chu Johon a honga nek sak tho maka hava han min kachai ei sur ati u! 
MAT.11.19	Miring Sapa a honga sak nek atho hava han min, ‘Soso enro so anruak, zun du lei ansuang ngai le salui, asiat ngai mal,’ tenchu hia hin a sintho ngai le asia bui tina a manlang.”
MAT.11.20	Hanke sin alian ei thona khikhit kho ngai ha a ngona asik chu a malung makhir u mak. 
MAT.11.21	“Korazin na rang aping! Bethsaida na rang aping! Asik chu nangni koma changdong sin antho ngai ha Tura le Sidona antho sela hava man ata punachet ansila phila ansuta malung makhir u zei ni! 
MAT.11.22	Tenchu kei na ti ni u zei ruiril nikhua nangni nei siat u na ha nangni neka Tura le Sidon zang ual inti! 
MAT.11.23	Hatuka, O! Kapernaum nang hi mo van ten pei nei ansang rang? Athi kho tenpei chumin na ti asik chu na koma changdong sin antho ngai ha Sodoma antho sela avian tenpei la om inti! 
MAT.11.24	Tenchu kei na ti ni u zei nang nei tiar rang neka anrilna nikhuana Sodom ram ei tiar zang ual inti!” 
MAT.11.25	Havalai tak han Isuan hiva chong hi ei ti, “O ka Pa, O van le phila Puma raisan chong ka na ril asik chu nangin ariat le ahian ngai kom hiva rui ngai dora nei thupa naipang ngai kom nai manlang.
MAT.11.26	“Ani ka Pa asik chu na mit muna a phamrua keng.
MAT.11.27	“Aloma ka Pa ata ka kom anpek zei hatuka Sapa hi tuten remak Pa rong ke ariat hatuka Pa hi tuten remak Sapa rong ke ariat hatuka Sapan ei manlang zotna tak han aman ariat. 
MAT.11.28	“O apong le apuaka rik ngai ka kom hong u ro pongansana na pe u ka ti. 
MAT.11.29	Ka ringkol makhop u ro hatuka ka kom anchu u ro asik chu koi hi asing le annuai hava han nangnin na ratha u rang pongansana man un na ti. 
MAT.11.30	Asik chu ka ringkol ahui ka puak um azang.”
MAT.12.1	Hava lai han Isuan pongansa nikhuana han bu muna ase u na hatuka zolai ngai ancham u na bu akheta ei sak u. 
MAT.12.2	Tenchu Pharisi ngaiin hava amu u na ama ha aril u, “Enta, pongansa nikhuana atho nok rua hava ha na zolai ngai ei tho u!”
MAT.12.3	Aman hangai ha ati pe, “David le alom ngai ancham u lai aman ei tho ha pore u mak che mo? 
MAT.12.4	Ama ha Pathian ina aluta dali vaipol ei sak ama le alom ngai ei sak rua ni u maka chaizung ngai rong ke asak thei. 
MAT.12.5	Hatuka Dan bu pore u mak che mo? Pongansa nikhua chaizung ngaiin Biakina pongansana dana masialam asia anlo u mak. 
MAT.12.6	Tenchu kei na ti ni u zei hiva muna Pathian Biakin neka alian mi khat a om. 
MAT.12.7	Tenchu, ‘Lungkham ke kei zot anbolna dali ni mak.’ Hiva chong omzia imo? Hava ha re u tan la masial abui ngai asia manlo u no ta ni. 
MAT.12.8	Asik chu, Miring Sapa hi pongansa nikhua Puma.”
MAT.12.9	Hava suale ama havan ata asena ei anchun u na ina ava lut.
MAT.12.10	Hatuka enta, mi khat akut khat athi hava han amanin ama ha arakel u na, “Pongansa nikhua andam asa mo?” A chunga ansiatna ei en u na ei ti u.
MAT.12.11	Aman hangai ha ei ti pe, “Nangni laia tumo bera khat a neia hava ha pongansa nikhua khura chul sela rut no ni mo? 
MAT.12.12	Hanle bera nek ten miring itukmo ei lian hasik han pongansa nikhua sin asa tho asa.”
MAT.12.13	Hava han aman ha mi ha, “Na kut son ro,” ati pe hanke asona, Hatuka hava ha atei anga adam ret. 
MAT.12.14	Hatuka Pharisi ngai tual panga asuak u na ama siatna rang ei mansuk u: “Hontinmo ama hi na masiat ngai,” ei ti u.
MAT.12.15	Isuan hava ariata havan ata asuaka ase, mi tampan a nu nuka azi u hatuka aman aloma a mandam. 
MAT.12.16	Hatuka, “Nangnin koi hi mi na manthei pe u no ro,” atia adet mata chong apek. 
MAT.12.17	Isai dearin ei ril hiva chong hi ei hong kip:
MAT.12.18	“Enro, ka suak, ama hi kei phun kei adit 
MAT.12.18	hanuk hava han kei zot.
MAT.12.18	Ama chunga ka ratha phun ka ti, hatuka aman nam ngai kom rui anzika ril inti.
MAT.12.19	Ama hi a makhal antak no ni,
MAT.12.19	a rasan ring no ni lampuia he suak no ni.
MAT.12.20	Aman raimol akoi khiak no ni,
MAT.12.20	vaiut chammoi that no ni.
MAT.12.20	Ruiril anzik arata anmang maseng pei.
MAT.12.21	Hatuka ama raming Jentail ngaiin ei sabei rang.”
MAT.12.22	Hava han kachai ei o angkhat ei hong ruai u ama ha acho chongkului hanke aman a mandama chongkului ha achong hatuka a muthei. 
MAT.12.23	Hava han amu dora anlaia, “Ama hi mo David a china nai?” ei ti u. 
MAT.12.24	Tenchu Pharisi ngaiin hava ei riat u na, “Hiva mi hi ite nimak kachai ngai reng Beelzebul leke kachai ei not,” ei ti u. 
MAT.12.25	Ei mandon u ariata aman hangai ha ei ti pe, “ Ram hi ama le ama anduia anbak ten hava ha ei chiama asiat hatuka khua mo, in mo, ama le ama andui ten hava ha det no ni. 
MAT.12.26	Hanuk Soitan denin Soitan anot ten ama le ama aninga anduia anbak keng ani zei hale, hantin aniten a ram hontinmo ei ngir rang? 
MAT.12.27	Hatuka koi hi Beelzebul le kachai ka notin hanle na nai u ngaiin tule mo ei not, hasik han amani hi na ruiarilpu ni inti. 
MAT.12.28	Tenchu Pathian ratha le ka not ten hano Pathian ram nangni na kom a hong ani zei.
MAT.12.29	“Hatuka mana ha ranak aneipa ha khit luia tumo hontinmo ha a ratpa ina luta a ina neinun la thei ni mo?
MAT.12.30	“Ka tianga nok tak chu koi ana dui ke. Ka bila rakhom lui tak chu aheng ke. 
MAT.12.31	Hava sika kei na ti ni u zei mi ei siatna dora le an ero andual inti, tenchu Ratha Anthiang an ero chu andual no ni. 
MAT.12.32	Hatuka Miring Sapa ranga chong aril tak ama andualna man inti, tenchu Ratha Anthiang aduia chong aril chu andualna man no ni atun hunam nukhona hunam. 
MAT.12.33	“Thingkung na mansa ten, a maram hong sa inti, hatuka thingkung na mansa nok ten, a maram hong sa thei no ni. Asik chu amara lehan akung na riat thei. 
MAT.12.34	O marul khuk ngai, asiat nei ni u na hontinmo chong asa nei ril thei u. Asik chu malunga anthok tak ha murin ei hong ril. 
MAT.12.35	Mi san asa mun ata neinun asa a masuak hanuk mi asiatin asiat mun ata neinun asiat a masuak.
MAT.12.36	“Hatuka kei na ti ni u zei mi ngai achong ril u ngai dora ruiril nikhua na alan dar zit rang keng. 
MAT.12.37	Asik chu, na chong le asa nei anlo hatuka na chong le den asia nei anlo rang.”
MAT.12.38	Hava han Lekhanziak ngai le Pharisi hozetinmo, “Minchupu koinin nang na kom andangna khat na mu zot,” ati u na. 
MAT.12.39	Aman a masanga hangai kom ati pe, “Atun taka mi salui le uiare ngai andangna arok u, tenchu Jona dearin andangna baka chu atei andangna hiva ngai hi anpe thei no ni. 
MAT.12.40	Asik chu hontinmo sun anthum zan anthum nga lian vona ei om hava anga Miring Sapam sun zan nin thum phil sunga om inti. 
MAT.12.41	Ninevi mi ngaiin ruirila atun taka mi le andinga hi ngai masiat unti, asik chu Jona chong rila a malung a makhir u. Hatuka enro, Jona neka alian mikhat hivan a om. 
MAT.12.42	Sim rama rengnu ruirila atun taka mi ngai le andinga hiva ngai asia manlo inti, asik chu Solomon ei hiana chong ariat rang ramual mongna ata ei hong hatuka enro, Solomon aneka alian mi khat hivan a om. 
MAT.12.43	“Hatuka ratha siat mi sung ata asuak lehan ti buina muntina acheia pongansana a en tenchu man mak. 
MAT.12.44	Hanke aman, ‘Kei suakna in dena kir ret ka ti,’ ati hanke a honga hava ha akorong anthiang ahui ava mu. 
MAT.12.45	Hanke ase na alom ratha siat atei sari abila ahong tuanga hava han alut u na a om u hava han ha mi aphuta rahu neka nukhona ana uala, haneka asiat atun taka mi salui ngai chunga hava ha chuk inti.”
MAT.12.46	Aman mi ngai hiva chong ngai aril lai tak enro, a nu le a parual ngaiin achongpui ranga tual panga anding u. 
MAT.12.47	Hanke mi khatin, “Enta, na nu le na parual ngai nang ana chongpui ranga tual panga anding u,” ati na.
MAT.12.48	Tenchu hiva chong ei riat le a masang lena, “Ka nu tumo ka parual hova mo?” ati. 
MAT.12.49	A zolai ngai tiang a kut a sona, “Soso enro, ka nu le ka parual ngai. 
MAT.12.50	Asik chu ka Pa vana mi ei zot amang tak ha hava ha ka nu, ka parual, ka sarzuar.” ati.
