MAT.1.1	Yeisu Keliso ana laoma bwaite besiele, Yeisu Keliso iya Deibida tubuna, Deibida iya Abelamo tubuna. 
MAT.6.16	Saugana tem guliyam ikanmiu wakalakisiye kawanoi kaiwena, tabu manimiu kali koleya kwaula-yanayanaeli besiele tomwakomwakota siya manli kali koleya siula-yanayanaeli na mesabana tomo meuloili sigitaili yakato sitabu-wagili kekan koina. Na yau yawalo yawasosi kolimiu maisali meuloina sikalaiyako. 
MAT.6.17	Na saugana komiu tem guliyam ikanmiu wakalakisiye kawanoi kaiwena, manimiu kwadeulili yo itomiyao kwasuwalili, 
MAT.6.18	na mesabana tomo tabu sikakatai yakato guliyam wakalakisiyeyan. Tamamiu iya nige tagigitai, iyamo ikatai. Ginauli meuloina wadam mena waginaginaulili ikatailiko, iya kabo maisamiu kani iyeyawa.
MAT.6.19	Tabu gogo wasawasa wakekelegogon kaiwemiu yanuwa yaulina mena kaiwena yanuwa yaulina mena ala gogo wasawasa naga wesoweso nuwana kakolosi nuwana naya sisibayanaeli, yo tokewali silusae yo sikewalili. 
MAT.6.20	Na bulibuli kana gogo wasawasa wakalai kaiwemiu, kaiwena bulibuli mena wesoweso yo kakolosi yo naya nige sowasowana gogo wasawasane sisibayanaeli yo tokewali nige sowasowali silusae yo sikewalili. 
MAT.6.21	Kaiwena toisabo dedei koina am gogo wasawasa imiyamiya kani yaluyaluwam yo katem simiyamiya koina yo sauga meuloina kunuwanuwatu kaiweli.
MAT.6.22	Manla besiele yola kana mayale. Tem manim inamwanamwa, kani yom meuloina imayale. 
MAT.6.23	Na tem manim inae, kani yom meuloina iboniboniyai. Tem yaluyaluwam kana mayale iboita yo iboniboniyai, kani boniboniyainane ilalakisosi koliwo.
MAT.6.24	Nige sowasowana tomo kaigeda ipaisowa toloina labui kolili. Kani yabo imuloloi, iobigai yo iyakasisiyan, na yabo imunamunai-yani yo ikalomagigilan. Nige sowasowana yoli labuine kolili tapaisowa, Yaubada yo gogo wasawasa. 
MAT.6.25	Kabo yawalo kolimiu, tabu kwanuwanuwatusosi ami miyamiya kaiwena, tawae wakan yo tawae kwanuma, tabu kwanuwanuwatu yomiu kaiwena toisabo kaleko kwalikwa. Yawasila ginauli lalakina na kan yawasila kali sagumo. Yo tabe yola ginauli lalakina na kaleko yola kali sagumo. Walo yawasosi awa? 
MAT.6.26	Kwanuwatu man kaiweli, siya sievaeva, siya nige sipepelipeli, nige sikekelikeli, nige ali lakawa, na iyamo Tamamiu bulibuli mena iya igitekalatagili. Komiu ginauli lalakina Yaubada manna mena yo man nige ginauli lalakina besiele komiu, awa? Sauga meuloina iya inuwanuwatuila lalakina. 
MAT.6.27	Gubesi, yaiya luwamiu mena sowasowana yawasina kana sauga ikabi-yamamalawe tem sauga meuloina inuwanuwatusosi me ana kate wakaka? Nigele, awa? Kabo yawalo kolimiu, tabu me ami nuwapolowe. 
MAT.6.28	Besiele tabe, tawae kaiwena kwanuwanuwatu kaleko kaiwena? Wagitai mula lalali siya, Yaubada ana yamayamayale, sikin bubu mena siya nige sipapaisowa, nige ali kaleko ipapagan.
MAT.6.29	Na yau yawalo kolimiu, walo yawasosi Kin Solomon ana kaleko wasawasana inamwanamwasosi. Na iyamo mula lalaline kali koleya sinamwanamwasosi kabo muli mena Kin Solomon ana kaleko wasawasana kana koleya. 
MAT.6.30	Kabo takatai Yaubada kawasi bubu mena kali gite namwanamwali iwolegiliko, kawasine kabona silala na bwaliga siweweka kabo sigabu mayau mena iwedoli, wa? Komiu kawasi lalali kwanamwanamwa-gabaegili. Tem Yaubada isaguili, walo yawasosi sowasowana isaguimiu na iyalikwamiu. Na tabu ami meli Yaubada koina ibebelu. 
MAT.6.31	Kabo tabu kwanuwanuwatu kwaba, ‘Tawae kani kakan?’ o ‘Tawae kani kanuma?’ o ‘Tawae kani kalikwa?’ 
MAT.6.32	Siya nige simemeli ginauline bwaite besiele siloyaloyai. Tamamiu bulibuli mena ikataiyako ginauline bwaite kaba saguimiu. 
MAT.6.33	Na kwaloyai baguna Yaubada ana kaba loina yo mumuga dudulaina kabo ginauline bwaite meuloina kani ietulanli kolimiu. 
MAT.6.34	Mwa koina tabu kwanuwanuwatu bwaliga kaiwena, kaiwena tawae iyawatagili bwaliga kolimiu iya iboma kana polowe ikalai yo iyadudulai. Kaliyate kaigeda kaigeda kana polowe imiyamiya, tabu polowene kwaeetulan yoi.
MAT.7.1	Tabu kamikavao wakakawa-naenae-yagili kisi Yaubada ikawa-naenae-yagimiu. 
MAT.7.2	Yaubada ana kawanaenae kolimiu kani besiele ami kawanaenae kamikavao kolili. Tawae kwaolena kamikavao kolili iya kani iyeyawa kolimiu besiele. 
MAT.7.3	Tawae kaiwena mayau tasilina kumankulakulai kamkava manna koina na nige kunuwanuwatu mayau tuutuna lalakina manim mena? 
MAT.7.4	Tem mayau tuutuna lalakina imiyamiya manim mena na gubesi mwa kuwalone kamkava koina, ‘Mayau tasilina ukwelegabaen manim mena’? 
MAT.7.5	Kowa tomwakota, baguna mayau tuutunane ukwele-gabaen kuboma manim mena kabo manim imayale na sowasowana mayaune tasilinane ukele-gabaen kamkava manna mena. 
MAT.7.6	Tabu ginauli yakayakasisina yabo kuwowolena bwauwa ikakan, kani itagelakeile iletaiwo. Tabu ginauli yakayakasisina wagagabaen polo manna mena, kani idumuli-kalai yo isibayanae.
MAT.7.7	“Wakawanoi Yaubada koina kani iyeyawa, kwaloyai kani kwalobai, wakipisi kani gamwa isoke kolimiu. 
MAT.7.8	Kaiwena yaiya ikawanoi kani ikalai, yaiya iloyai kani ilobai, yaiya ikipikipisi gamwa isoke koina. 
MAT.7.9	Tem yabo natuna ikawanoi kan kaiwena, gubesi, veku iwolena? Nigele. 
MAT.7.10	O tem ikawanoi iye kaiwena, weso iwolena? Nigele. 
MAT.7.11	Tamala bulibuli mena ana olena inamwanamwasosi yo ilalakisosi tem siya sikawanoi koina kabo muli mena komiu tonaenaeli ami olena natumiyao kolili. 
MAT.7.12	Besiele tem tawae nuwanuwamiu tomo siginauli kolimiu, baguna waginauli besiele kolili. Walone bwaite Mosese ana loina yo palopitao ali yakayakatai ibwagili-gogon.”
MAT.7.13	“Gamwa kipakipana koina kwalusae. Tabu Seitani ana gamwa koina kwalulusae, kaiwena iwoyaila kaba silae koina. Walo yawasosi, kaba lusaenane imagaga yo kana lau imalamalae kabo tomo sibaibaiwa silaulau koina. 
MAT.7.14	Na yawasi kana gamwa ikipa yo kana lau ipolowe yo siya nige sibabaibaiwa silobai.”
MAT.7.15	“Wagite-kalatagimiu tabu toyakayakatai mwakomwakotali kainali kwabebenalan. Silalaoma kolimiu kali koleya besiele sipi manamanasamli, na yaluyaluwali mena mumugali besiele bwauwa sokasokali. 
MAT.7.16	Tem ali paisowa uwena wagitai kabo wakataili. Oine kanna nige sowasowana takalai samasamali koina. Bosibosi kanna nige sowasowana takalai kedaba koina. 
MAT.7.17	Besiele tabe mayau namwanamwana kanna kamnana inamwanamwa, na mayau naenaena kanna kamnana inae. 
MAT.7.18	Nige sowasowana mayau namwanamwana iuwe kanna naenaena, yo nige sowasowana mayau naenaena iuwe kanna namwanamwana. 
MAT.7.19	Mayau meuloina siya kanliyao naenaeli sitomli yo sigabaegili mayau mena siwedoli. 
MAT.7.20	Mwa koina toyakayakatai mwakomwakotali ali paisowa uwena wagitai kabo wakataili.
MAT.7.21	Nige yakato tomo meuloili siya siwalo koliyau, ‘Guyau, Guyau’ na silusae Yaubada ana kaba loina koina. Nigele. Yaiya Tamagu bulibuli mena ana nuwatu ipaisowai, iyamo ilusae. 
MAT.7.22	Saugana tem kaliyate mwawamwawasina iyawatagili, kani tomo sibaibaiwa siwalo koliyau siba, ‘Guyau, Guyau, esam mena Yaubada ana walo kawalo-masalan, esam mena yaluyaluwa biki katao-yawatagilagili yo tabe esam mena ginauli kaba nuwapwanopwano kapaisowaili.’ 
MAT.7.23	Kabo kani yawalo kolili, ‘Nige yakakataimiu, kwalowasi, komiu tonaenaesosi.’”
MAT.7.24	“Tem yaiya yagu walone ibenalan yo ipaisowai besiele, iya tomonane ana nuwatu idudulai kaiwena iya besiele tosonosonoga yabo ana wauwau namwanamwana igitesipwai veku yo vekune pwatana mena ana nume ikabi. 
MAT.7.25	Saugana galewa italu lalakina, yalubwasi ididi yo yaumai kaikaiwena itowa numene iunui na nige iguguli kaiwena tuki ali kaba tolo sikaiwe. 
MAT.7.26	Na tem yaiya yagu walone ibenalan mowoi yo nige ipapaisowai besiele, iya tomonane ana nuwatu nige idududulai kaiwena iya besiele toyauyaule yabo ana wauwau naenaena igitesipwai dekawa yo dekawane koina ana nume ikabi. 
MAT.7.27	Saugana galewa italu lalakina, yalubwasi ididi yo yaumai kaikaiwena itowa yo numene iunui kabo iyui-yaguli yo itatagwaligwali kaiwena tuki ali kaba tolo sibelu.”
MAT.7.28+MAT.7.29	Saugana Yeisu ana walo iyemwawasi tomo meuloili kateli sipitali yo nuwali iyai ana yakayakatai kaiwena, kaiwena iyakayakatai me ana kaiwe, nige besiele loina kana toyakayakatai ali yakayakatai.
MAT.8.1	Saugana Yeisu koya mena isaluluma boda lalakina siyamuli-kusuli. 
MAT.8.2	Tolepelo yabo ilaoma tutulina italu-sakonayan Yeisu manna mena kabo iba, “Guyau, tem am nuwatu besiele sowasowana ukwabi-namwanamwaiyau.” 
MAT.8.3	Yeisu nimana iyagayan yo tomone ikabitonan kabo iba, “O, nuwanuwagu yom inamwanamwa.” Kabo sauganane koina ana lepelo imwawasi yo inamwanamwa. 
MAT.8.4	Mwa Yeisu iwalo koina, “Tabu tomo yabo ana wasa kuwowolena. Kulau topwaoli koina yo yom kuyakenayan. Na kupwaoli Yaubada koina tawae besiele kala loina Mosese koina mesabana tomo sigitaiwo yakato kunamwanamwako.”
MAT.8.5	Saugana Yeisu ilusae Kapeneomi, Loma ali tokaleya kana tobaguna yabo ilaoma Yeisu koina kabo ikawanoi sagu kaiwena. 
MAT.8.6	Iba, “Guyau, yagu topaisowa iyaele ikenokeno nume mena, yona itawalololi yo ikamkamna lalakina.” 
MAT.8.7	Yeisu iba, “Talau na yakabi-namwanamwai.” 
MAT.8.8	Tobagunane Yeisu kainana iyamaisa iba, “Imiyawa Guyau. Yau nige yagu namwanamwa ipapagan yakato kulaoma yagu nume mena. Na kuwalomo kabo yagu topaisowa inamwanamwa. 
MAT.8.9	Na yakatai sowasowana uginauli besiele kaiwena yau yamiyamiya yagu tautaubalao lalakili ali loina yaulina mena yo yagu tokaleya simiyamiya yauligu mena. Tem yawalo tokaleya yabo koina, ‘Kulau,’ kani ilau, yo tem yawaloyoi, ‘Kulaoma’ kani ilaoma. Yo tabe tem yawalo yagu topaisowa koina, ‘Bwaite uginauli’ kani ipaisowai besiele.”
MAT.8.10	Saugana Yeisu walone bwaite ibenalan kabo katena ipitali yo iyaliyaya kaiwena tobagunane iya nige Yudiya yabo. Kabo Yeisu siya toyamuli-kusulina kolili iwalo iba, “Yawalo yawasosi kolimiu, nige tomo yabo yalolobai Isileli dedeina mena ana meli kana lalaki besiele bwaite. 
MAT.8.11	Na yawalo kolimiu, siya nige Yudiya kani sibaibaiwa silaoma dabwelo ana kaba tunsae mena yo ana kaba sugu mena silusae bulibuli yo mekalikavao Abelamo, Aisake yo Yakobo simiyasio yo sikekan toyawa. 
MAT.8.12	Na bwagana Isileli siya Yaubada ana waloyameli tomoliyao kani igabae-yawatagilagili boniboniyai luwana mena, na bwaine koina kani mwakali siyekalasi yo sivalavalam me ali kamkamna.” 
MAT.8.13	Kabo Yeisu iwalo tokaleya kana tobaguna koina, “Kupileyoi. Am meli kaiwena kani yaginauli besiele.” Kabo sauganane koina ana topaisowa inamwanamwa.
MAT.8.14	Yeisu ilau Pita ana nume mena, yo bwaine koina igitai Pita wainena sinana ikenokeno, ikasiebwa yona iwedowedoli. 
MAT.8.15	Yeisu nimana ilau kedulumane nimana ikabikalatan kabo wedowedoli imwawasi. Yo kedulumane itolo, yo iyatubu Yeisu igite-kalatan yo isagui. 
MAT.8.16	Lolau molosi mena kabo siya yaluyaluwa biki silusae kolili, sibaibaiwa sikalailima Yeisu koina. Kabo iwalolau yaluyaluwa biki kolili iba, “Kwayawatagili”. Kabo sauganane koina yaluyaluwa biki siyawatagili. Yo tabe siya sikasiebwa iwoisili. 
MAT.8.17	Ipaisowai besiele kabo palopita Aiseya ana walo Buki Tabu mena iyamala yawasosi iba, “Iya ala kasiebwa ikelegabaegili yo ala kamkamna ikalaili.”
MAT.8.18	Yeisu igitai boda lalakina simiya-takikilani kabo iwalo ana tobenaliyao kolili iba, “Talopanaisi dedei yabo mena.” 
MAT.8.19	Na sauganane koina loina kana toyakayakatai yabo ilaoma koina yo iba, “Toyakayakatai, toisabo dedei koina kulalau kani yamuliya koliwo.” 
MAT.8.20	Yeisu nuwanuwana tomone ikatai yakato kana muliya ipolowe yo ikamkamna kabo iwalo koina iba, “Bwauwa ule kali gula simiyamiya, yo man siya sievaeva-keikeile kali noi simiyamiya na yau Tomo Natuna nige yagu kaba miya ipapagan na koina yakeno.” 
MAT.8.21	Yo tabe tomo yabo, iya Yeisu ana tomuliya yabo iwalo koina iba, “Guyau, tamagu ana sauga imwawasi, tem baguna kutalamwagau na yalau yapei salai mena, kabo muli mena yapileyoima yamuliya koliwo.” 
MAT.8.22	Na Yeisu iba, “Nigele, kumuliya koliyau, siya toboita kani ali toboita sipeili salai mena.”
MAT.8.23	Yeisu me ana tobenaliyao simwalisae waga mena, kabo sikuke. 
MAT.8.24	Sauganane koina yaumai kaikaiwena itowa kalita iyokoyoko kabo bagolu sisuwesuwe-likwa waga kalona mena. Na Yeisu ikenokeno. 
MAT.8.25	Ana tobenaliyao Yeisu siyanoi kabo siba, “Guyau, kusaguila, kikiunamo tasalili yo taboita.” 
MAT.8.26	Kabo iwalo kolili, “Tawae kaiwena kwamatausi? Ami meli nige ilalalaki.” Kabo itolo yo yaumai yo bagolu iyokoi-yagili iba, “Besi, kwamwanou.” Kabo simwanou yo daumwali lalakina. 
MAT.8.27	Tobenali meuloili kateli sipitali, siba, “Gubesi tomone bwaite. Yaumai yo bagolu ana walo tabe sibenalan.”
MAT.8.28	Yeisu me ana tobenaliyao siulisi Gadala dedeina mena. Na bwaine koina tomo labui yaluyaluwa biki kolili simiyamiya. Sauga meuloina silokeikeile sitakitakikili salai kolili. Mumugali inaesosi. Yanuwa tomoliyao simatausagili, nige sowasowana tomo yabo ilokeikeile salaine kana kamwasa mena. Kabo tomo labuiwa Yeisu sigitai mwa silau koina. 
MAT.8.29	Na siyogayoga, “Yaubada Natuna kowa, gubesi na kulaoma kolimai? Yakato bwaite sauga kuyakamkamnamai? Naga sauga yatala kana sauga.” 
MAT.8.30	Na tupwana imamalawe kolili polo sibaibaiwa sidumudumuli sikekakekan kawasi koina. 
MAT.8.31	Kabo yaluyaluwa biki sikawanoi Yeisu koina siba, “Tem kutao-yawatagilagimai, kuyawasamai kalau kalusae polone kolili.” 
MAT.8.32	Yeisu iwalo kolili, “Kwalau.” Kabo siyawatagili tomo labuine kolili yo silusae polo kolili. Polo meuloili sisagena silau mala naenaena koina yo sikapusele kalita mena kabo sigalomwasi. 
MAT.8.33	Siya polo kali togitekalatan tawae iyawatagili sigitai kabo sisagena silau yanuwa mena yo ginauli meuloina sigitai siwalo-masalagili yo tabe tomone siya yaluyaluwa biki simiyamiya kolili wasali siyawasayan. 
MAT.8.34	Kabo tomo meuloili silaomaya yanuwa mena Yeisu sabi gitaina. Saugana silobai sikawanoi tem ali dedei ilogabaen.
MAT.9.1	Yeisu imwalisae yoi waga mena yo ilopanaisi ipileyoi ana yanuwa mena, Kapeneomi. 
MAT.9.2	Kabo tomo tupwaliyao tobelu yabo, yona itawalololi me ana kaba keno sikalaiyama Yeisu koina. Saugana Yeisu ali meli igitai iwalo tobelune koina, “Natugu me am katepatu, am pwanoli kaiweli nuwatu-pwaiki kulobaiyako.” 
MAT.9.3	Na loina kana toyakayakatai tupwaliyao sibomamo sibalabalamumu siwaloba, “Tomone ikawasewa Yaubada koina.” 
MAT.9.4	Yeisu ali nuwatu ikatai kabo iwaloba, “Tawae kaiwena nuwatu naenaena kwanuwanuwatui katemiu mena? 
MAT.9.5	Tem yawaloba, ‘Am pwanoli Yaubada inuwatu-pwaikili,’ walone imalamalae. Na tem yawaloba, ‘Kutolo yo kulau’ walone ipolowe. Kaiwena tem nige itotolo kani wakawa-mwakomwakota-yagau. 
MAT.9.6	Mwa kani yaginauli kabo wakatai yau Tomo Natuna me yagu kaiwe yanuwa yaulina mena yo tabe sowasowagu naenaena yanuwatu-pwaikili.” Kabo iwalo tobelune koina, “Kutolo, am kaba keno ukwalai yo kupileyoi am nume mena.” 
MAT.9.7	Kabo tomone itolo, ana kaba keno imou yo ikalai ipileyoi ana nume mena. 
MAT.9.8	Sauganane boda sigitai kateli sipitali yo Yaubada sitobalani kaiwena sigitai Yaubada kaiwe lalakisosina iwolena Yeisu koina.
MAT.9.9	Yeisu yanuwane ilogabaeni ilalau yoi kabo tomo yabo esana Madiu igitai ana kaba paisowa mena imiyasio imiyamiya. Iya ana paisowa takesi kana totano. Kabo iwalolau koina iba, “Kumuliya koliyau.” Kabo Madiu itolo yo imuliya koina yo silau ana nume mena. 
MAT.9.10	Yeisu iyaele ikekakekani Madiu ana nume mena kabo takesi kana totano yo tonaenaeli sibaibaiwa silaoma mekalikavao Yeisu yo ana tobenaliyao sikekani toyawa. 
MAT.9.11	Palisi tupwaliyao sigite-lobai kabo sineli ana tobenaliyao kolili siba, “Tawae kaiwena ami toyakayakatai mekanakavao takesi kana totano yo tonaenaeli sikekan toyawa?” 
MAT.9.12	Kabo Yeisu walone ibenalan yo iba, “Namwanamwali genuwali towoiwoisi, na siya tokasiebwa ilonamwayagili towoiwoisi. 
MAT.9.13	Buki Tabu mena Yaubada iwaloba, ‘Yau nuwanuwagu katekamkamna yo mulolo, na genuwagu yakayakan kwapwaopwaoli-yagili.’ Naga kwalau na walone bwaite kana katai kwaloyai. Sibomamo ali nuwatu mena yakato siya sinamwanamwa Yaubada manna mena nige yalalaoma kaiweli sabi yoganli. Na yalaoma siya tolopwanoli Yaubada manna mena sabi yoganli.”
MAT.9.14	Kabo Yoni Toyababitaiso ana tobenaliyao silaoma Yeisu koina, sineli, “Kai mekamakavao Palisiyao guliyam kakalakisiyeyan, sauga tupwali nige sowasowana kakekan. Mumugamai besiele. Na tawae kaiwena am tobenaliyao nige sigiginauli besiele?” 
MAT.9.15	Yeisu iwaloba, “Kasole soina kana sauga koina, tokasole tauna me ana elieliyamwao sikekan yo siyaliyaya lalakina. Nige sowana tolaoma sisikote kekan kaiwena tokasole tauna imiyamiya luwaluwalili mena. Na saugana tokasole tauna ilogabaegili ilau kabo nuwali sinae yo nige sikekekan, guliyam sikalakisiyeyan. 
MAT.9.16	Nige sowasowana kaleko waluwaluna tupwatupwana takalai yo kwama beyabeyana koina tabwalui. Tem taginauli besiele, kaleko waluwaluna itabe-lulun kaleko beyabeyana yo itaigali lalakina. 
MAT.9.17	Tabe besiele, nige sowasowana wain waluwaluna tasuwai kwapi kaba suwe beyabeyali kolili. Tem taginauli besiele kani wain waluwaluna isese isae na koina wain kwapi kaba suwene iyuigali yo wainne imasuwe, labuine sinae labulabui. Bwaite nigele. Wain waluwaluna tasuwai kwapi kaba suwe waluwaluli kolili kabo yoli labuine sinamwanamwa.”
MAT.9.18	Saugana Yeisu iyaele iedeedede kabo yanuwane kana nume tapwalolo kana tobaguna yabo ilaoma tutulina italu-sakonayani manna mena kabo iwaloba, “Natugu sinena bwaite saugane koina iboita. Kulaoma nimam kupei yona mena na yawasina ivivila yoima.” 
MAT.9.19	Kabo Yeisu itolo yo mekanakava silau yo ana tobenaliyao siyamuli-kusulili. 
MAT.9.20	Silalau kamwasa mena kabo sine kasikasiebwana yabo ilaoma Yeisu dagelana mena yo ana kaleko sopana ikabitonan. Sinene ana kasiebwa bwaite besiele. Bolime tuwelo kalona mena kwasinena ididididi na nagamo ididididi. 
MAT.9.21	Ibomamo ana nuwatu mena iba, “Tem sowasowanamo kana kaleko yakabitonan kani yanamwanamwa.” 
MAT.9.22	Yeisu itagelakeile sinene igitai kabo iwaloba, “Natugu, ukwatepatu. Am meli ikabi-namwanamwaiwo.” Sauganane koina sine bwaimwa inamwanamwa, ana kasiebwa imwawasi.
MAT.9.23+MAT.9.24	Saugana Yeisu ilusae tobagunane ana nume mena igitaili boda lalakina sitalatala-wauwau yo tupwali igo siyuiyui boita kana kilakilala. Kabo iwalolau kolili iba, “Kwalowasi, gamasinene nige iboboita, na ikekenomo.” Na ana walone kaiwena simalumaluwan. 
MAT.9.25	Siwalo boda sikaisulu kabo Yeisu ilau ilusae biliutusi mena gamasine ana kaba keno koina yo ikabilau nimana mena, kabo gamasinene itolo. 
MAT.9.26	Kabo Yeisu ana paisowa wasana idebalala dedeinane meuloina koina.
MAT.9.27	Yeisu yanuwane ilogabaeni ilalau yoi kabo tomangibugibu labui siyamulikusuli yo siyogayoga, “Deibida Tubuna, ukwatekamkamna-yagimai.” 
MAT.9.28	Saugana ilusae nume mena tomangibugibu silaoma koina. Kabo ineli, “Gubesi, ami nuwatu yakato sowasowana manimiyao yayalalali?” Siwaloba, “O, besiele Guyau.” 
MAT.9.29	Kabo manli ikabitonagili yo iba, “Besiele ami meli kani iyawatagili kolimiu.” 
MAT.9.30	Mwa manli siyalalali. Kabo Yeisu iwalo kaiwe kolili, “Tabu tomo yabo ana wasa kwaolena.” 
MAT.9.31	Na iyamo saugana silau Yeisu wasana siyadebalala dedei meuloina kolili.
MAT.9.32	Yoli labuine silaoko kabo tomo yabo yaluyaluwa biki koina nige kainana mwa sikalaiyama Yeisu koina. 
MAT.9.33	Kabo yaluyaluwa bikine itao-yawatagilani tomone koina kabo kainana ipei yo iedeedede. Tomo meuloili kateli sipitali yo siba, “Nige sauga yabo ginauli besiele bwaite kagigitai Isileli dedeina kalona mena.” 
MAT.9.34	Na Palisi siba, “Yaluyaluwa biki ali tobaguna ana kaiwe koina mwa yaluyaluwa bikine itao-yawatagilani.”
MAT.9.35	Yeisu ilau ilotakikili yanuwa lalakili yo yanuwa kikiuli kolili. Yo iyakayakatai ali nume tapwalolo yo iguguye Yaubada ana kaba loina wasana namwanamwana yo tomo iwoisili kasiebwa uloi uloi kolili. 
MAT.9.36	Yeisu igitai bodane meuloili me ali nuwa-polowe yo tabe katekamkamnali, nige kali tosagu yabo yo bodane kana koleya besiele sipi bodana nige kali togitekalatani, sisanasana wasana namwanamwana kaiwena. Kabo Yeisu ikatekamkamna-yagili, 
MAT.9.37	yo iwalo ana tobenaliyao kolili iba, “Tano ilalaki kanna imatuwa na topaisowa nige baibaiwali.
MAT.9.38	Kabo wakawanoi ala Guyau koina na topaisowa iyawasali silau tanone kanna silomwaui.”
MAT.10.1	Kabo ana tobenaliyao yoli tuwelo iyoganli yo kaiwe iwolegili yakato yaluyaluwa biki sitao-yawatagilagili tomo kolili yo tabe siya kali kasiebwa uloi uloi siwoisili. 
MAT.10.2	Yoli tuwelone esaliyao bwaite besiele, Saimoni siwaloba Pita, yo kanakava Anidulu, Yemesa iya Sebedi natuna, yo kanakava Yoni, 
MAT.10.3	Pilipi yo Batolomiu, Tomasi yo Madiu iya takesi kana totano, Yemesa iya Alipio natuna yo Tadiyasi, 
MAT.10.4	Saimoni iya ilaomaya boda Selot
MAT.10.5	Yeisu ana tobenaliyao yoli tuwelone iyawasali yo kali loina iwolegili iba, “Tabu kwalalau siya nige Yudiya ali dedei koina, o tem Sameliya ali yanuwa kolili. 
MAT.10.6	Kwalau siya boda Isileli ali sipi kwalakwalaleleli kolili. 
MAT.10.7	Kwalau kwayakayakatai kwawaloba, ‘Yaubada ana kaba loina kana sauga ikubwamako.’ 
