GEN.1.1	En avong mulamu, 
GEN.17.17	Ebraham malingling ven Ahi, nan rokol atan, ka mul viteai min kei sasen. En rendemien onen vit, “?Meatin kilea vasan ehon min ahin tai navong sua onen rokol handred tai (100)? ?Ka Serah emun kilea veah vakur ehon navong sua onen rokol hanumau ehat ka halualim emun (90) tuai?” 
GEN.17.18	Kei vis Ahi vit, “?Kosakras kovamaeni li keke Ismael vakur tokolkatien koa kosani minau?”
GEN.17.19	Ka Ahi vit, “!Vuo! Ahin onom, Serah, hekur ehon tai onamil, ka kiling isen hehi ‘
GEN.17.20	Ka naraengon asa koa koviteni minau usil Ismael. Hesakini, nitokol kati ka titan keil emun ihi houlu vis ihi houlu mok. Hehi mari tata ten vatiamal teindan elu (12) koa imai ihi mari vangi meatin tai. 
GEN.17.21	Ka hatkatien takeih onak, numoni hetal min natmali Aesak koa Serah hekuri en avati koanek en sua koa hemai.” 
GEN.17.22	Navong Ahi selus evus, va rani.
GEN.17.23	En avong etin enek, Ebraham long kat Ahi ka mumon vekahoi en meahos vasi keil koa aro ral mini: Ismael, slev keil onen ka meatin sav keil koa amusili. 
GEN.17.24	Ebraham, sua onen rokol hanumau ehat ka teindan ouhat emun (99) navong va en vekahoi. 
GEN.17.25	Ka Ismael, sua onen en avong koanek rokol teindan etel (13). 
GEN.17.26	Ebraham ka natnali, keilu vasi luva en vekahoi avong tas, 
GEN.17.27	ral min slev keil onen.
GEN.21.1	Suval koa Iahova vat kati, rokol kat 
GEN.21.2	Sakini kei meas ka mal en avong koa Ahi vat kati, kur titan. Anatin, navong 
GEN.21.3	Ebraham ling isen vi ‘
GEN.21.4	ka navong avong onen rokol ouhat (8), Ebraham mumoni va en vekahoi suval koa Ahi vat kati mini.
GEN.21.5	Ebraham, sua onen handred tai (100) navong Aesak avasi. 
GEN.21.6	Ka Serah vit, “Ahi san sien houlu minau ka sakinau naviteai. Koakeil vasi itaengoni ihiteai hetal minau. 
GEN.21.7	?Isei kilea vahitehiteni min Ebraham keke inau etin, nitounat en titiali tai? Mukos navi tovuli, ka nakur titan ulmatu onak.” 
GEN.21.8	Titiali enek moul, ka navong lokovein susu omon, tata onen mumon mari anien tai.
GEN.21.9	En avong ten anien enek, Ismael, natin 
GEN.21.10	Navong Serah lesi, viteni min Ebraham vit, “Sila lat ahin toumien enek keilu natnali luvaha. Naman kivuol navong etai, natin ahin enek nakur etai tounah keil onom koa hehi onen natkuli Aesak.”
GEN.21.11	Koanik sakin Ebraham rendem houlu ven Ismael emun vi natnali keinek. 
GEN.21.12	Ka Ahi viteni min Ebraham vit, “Konandemkotei en ehon enek ka mama onen koa vi slev onom. Kumon asa koa Serah viteni minuk veni vatiamal keil koa navat kati minuk, keil ikistal ika en Aesak.
GEN.21.13	Ka en Ismael, natin ahin toumien enek, inau numon vatiamal keil koa ikistal ika eni imai ihi mari vangi meatin tai veni kei emun vi natmali.”
GEN.21.14	Sakini, visokon semau, Ebraham san anien ka veioai tai min Hakar ka lingi en vatisin. Evus, sila lat kei ka natnali luva. Keilu luva luka vasi out volvol ten out Bersiba. 
GEN.21.15	Navong oai vus, lokovein titan en nimal ten holeai tai. 
GEN.21.16	Kei va rani soutin neli ka rondan netan ka mul mis vit, “!Aue li, ek rovattei males natkuli vamat!”
GEN.21.17	Rovitei tuetin, ehon emun mis ka Ahi raengoni. Ka angelo onen Ahi selus ka out nesa mai ven Hakar vit, “?Hakar, komundemko en sa? !Konametautei! Ahi raengoni titiali mis. 
GEN.21.18	Kimea, kiha veni, kitali lati. Veni inau, numon koakeil ikistal ika en vatiamal onen imai ihi mari vangi meatin tai.” 
GEN.21.19	Evus, Ahi sakin Hakar les vulvul tai koa oai mul ien. Sakini kei seh oai va en veioai onen ka san hatte tai min natnali muni.
GEN.21.20	Evus, Ismael mai matu, ka Ahi katauni. En out volvol ten out Paran, kei mai vi meatin hau tai koa vi more meatin talauien. 
GEN.21.21	Navong mai mariso, mama onen votin atouli tai ten out 
GEN.22.1	Avong muli, Ahi vit vasak vis 
GEN.22.1	Ka Ebraham vit, “!O-o, inau li ke!”
GEN.22.2	Ahi viteni mini vit, “Kikur natmali kati koa 
GEN.22.3	Sakini, out mulan, Ebraham ra ruain av, sak mesein tounah keil ka lingi en dongki sen. Kur Aesak ka meatin toumien onen elu telvita en out koa Ahi viteni mini. 
GEN.22.4	Telmual va vio … en avong etel teni, telles out koa Ahi vat kati mini mul soutin neli veah. 
GEN.22.5	Navong lesi mukok, Ebraham viteni min meatin toumien keilu onen vit, “Milheto ekok hetal dongki ekek. Ehon ekek ka inau melheha en out keiva ekek, ka melheha netan min Ahi. Evus, melhemai ris ven kamil.”
GEN.22.6	Ebraham san av ten sanien min Aesak vousi, ka kei kur naef ka vatihang. Navong lumual ruai luva, 
GEN.22.7	Aesak viteni min tata onen vit, “!Tata!”
GEN.22.7	Tata onen vit, “?Asa natkuli?”
GEN.22.7	Aesak visi vit, “?Nalesi lokur av ka ahang, ka 
GEN.22.8	Ebraham vit, “Ahi, kei varei hesani.” Ka keilu lumual ruai luva.
GEN.22.9	Navong lurokol out koa Ahi vat kati, Ebraham kur ahat keil, mumon ahor ten sanien eni ka ling av ien. Evus, par kat natnali ka lingi matil kat av keil nesa.
GEN.22.10	Evus, kahut lat naef onen vit vasal vini. 
GEN.22.11	Ka hatte tas, angelo onen Iahova viso ka en out nesa vit, “!Ebraham, Ebraham!”
GEN.22.11	Ka kei vit risi vit, “O-o, inau li ke.”
GEN.22.12	“Konou vinitei ehon onom. Konoumontei tounah nasut natmali. Ekek nakilea keke keik kovouhou min Ahi ka kolong kati, veni keik kormutut kattei natmali ran Ahi, natmali kati koa tas koa vi onom.”
GEN.22.13	Ebraham lele ka les nani rendan koa meahos, hon verai mul en holeai tai. Sakini, luv lat viau ran Aesak ka va kur nani keke vakur vulin natnali. Muasi mat ka muniti suk vi sanien onen vina min Ahi. 
GEN.22.14	Ebraham ling isen out enek vi ‘Iahova Jaerah’ koa aneite teni vi ‘Iahova sani.’ Ka selusien koanik, meatin keil amul aviteni rokol kosa avit, “En hou onen Iahova, kei varei hesani.”
GEN.22.15	Angelo onen Iahova selus min Ebraham hatte elu vit, 
GEN.22.16	“Ahi viteni mukok: ‘Numon hatkatien hetal minuk en isok keke nitokol katuk hehi houlu mok veni keik kormutut kattei natmali ranau, natmali kati koa tas koa vi onom.
GEN.22.17	Navat kati keke nitokol katuk, numon vatiamal onom koa ikistal enuk ihi houlu vis ihi houlu mok isuval hitu ten teilang vuo isuval veien ten atas. Onom keil u vasi meatin keil koa avit avoumon rea vatal min keil.
GEN.22.18	Vatiamal onom keil ihi sise ten tokolkatien onak heha min vangi meatin vasi keil ten out netan. Koanek hehi sanien onak minuk veni kolong kat inau.’”
GEN.22.19	Ebraham keilu natnali luva ris ven meatin toumien keilu onen. Ka telva ris en out koa amul ien koa avise en Bersiba, ka aro ien ral min one keil sua houlu.
GEN.25.19	Koanik tunien onen 
GEN.25.20	Aesak, sua onen hanumau elu (40) navong retalihe ral min 
GEN.25.21	Aesak ro ral min Rebekah ka kei sakras vakur tivava. Sakini Aesak vis min Iahova en usite onen, Iahova long hisien onen ka sakin Rebekah meas. 
GEN.25.22	Ka en vangen, maeh keilu lumul ien ka lumul lukumkum neim. Sakini mama onealu long mahien houlu. Ven koanek, Rebekah mundemi vit, “?Vensa nalong mahien houlu mukok?” Ka va vis min Ahi ven aneite teni.
GEN.25.23	Ka Iahova viteni mini vit,
GEN.25.23	“Ehon elu lumul en vangom.
GEN.25.23	Tai koa hekatau hemai hemarite mok helin koa helamu.
GEN.25.23	Anatin, koa helamu hel en hen koa katau. 
GEN.25.23	Ka luhemai luhehi mari tata ten mari vangi meatin elu,
GEN.25.23	ka vangi meatin elu enek koa kikur keilu, luhetisa min keilu.
GEN.25.23	Ka koakeil ikistal ika en koa katau ikeih imok isulin onen koa mulamu.”
GEN.25.24	Avong mal vinvin Rebekah vakur tivava, ka kur maeh keilu koa luvi meahos. 
GEN.25.25	Koa mulamu, amuven vilhili moul ka vasi aven, sakini luling isen ‘
GEN.25.26	Koa katauni, navong avasi, vuli kat vasehen tunali, sakini luling isen ‘
GEN.25.27	Navong ehon keilu lumoul lumai lumariso, Esao vi meatin talauien koa en vati mok vato en eivorohus. Ka Siekob vi tiraeng ka rotos teim. 
GEN.25.28	Aesak, envatien onen mul en Esao veni en vati mok val van vuseri koa Esao muasi. Ka Rebekah, envatien onen mul en Siekob.
GEN.25.29	En avong tai, Siekob ros teim ka mul kukon sup bin. Ka Esao ka en eivorohus, mai amai kati houlu. 
GEN.25.30	Sakini viteni min Siekob vit, “!Amai katnau vareis! !San tei sup tahilhili keisom maani!” Ven koanek, aling isen tamun vi ‘Edom’ koa aneite teni vi ‘vilhili.’ 
GEN.25.31	Siekob vit risi mini vit, “Nakilea nisan tei minuk munak keik kisani minau vulum ten moeite.”
GEN.25.32	Esao vit, “Tahosis, kuri. ?Veni munak amai heat vini inau nimat, vuluk ten moeite hekataunau hemukave?”
GEN.25.33	Siekob vit risi mini vit, “Helamu, kumon hatkatien keke keik kisa lat vulum ten moeite minau.” Sakini, Esao maeni ka mumoni suvali.
GEN.25.34	Katau suk, Siekob san sup ka veret mini. Kei kanian ka mun hati oai tai, evus, mea va. Mukos, Esao mundem maen vulin kati ten moeite.
GEN.26.1	Avong sav tai ris, ous romustei avong houlu ka sakin anien tovuol en out koa Aesak ral min onen keil aro ien (amai koanek teisav en asa koa kur out en avong onen avu Ebraham
GEN.26.2	Iahova mai kistal min Aesak ka viteni mini vit, “Konahatei 
GEN.26.3	Kito ekok en atan onen meatin sav keil hati avong havivi, ka inau nito hetal minuk ka nitokol katuk. Out vasi keilek emun, nisani minuk ka min vatiamal keil koa ikistal ika enuk. Hatkatien koa namumoni mulamu ral min tata onom Ebraham, numoni hekistal hemai hehi anatin. 
GEN.26.4	Numon titam keil koa ikistal en vatiamal onom ihi houlu vis ihi houlu mok, isuval hitu en teilang. Ka nisani min keil out vasi keilek. Ka keik ka onom keil mihehi sise ten tokolkatien onak vaha min vangi meatin vasi keil ten out netan.
GEN.26.5	Nitokol kat kami veni tata onom Ebraham long kat nau ka musil mengkatien keil onak.” 
GEN.26.6	Sakini, Aesak ro nges en out Kerar ral min onen keil.
GEN.27.1	Avong muli va, ka 
GEN.27.1	Ka Esao vit risi mini vit, “Inau ke.”
GEN.27.2	Aesak viteni mini vit, “?Kolesi? Inau namatu, ka vahesa nimat hervitei tuetin. 
GEN.27.3	Sakini, kikur hisuput ka atuv keil onom kiha en eivorohus, ka kuas etai tirendan minau. 
GEN.27.4	Kikukoni hesuval koa kokilea inau ek vati. Navong nianian hevus, inau nisan tokolkatien ekor ten moeite esuk minuk, veni nareingeingeni nimat nengeis.”
GEN.27.5	Navong Aesak mul selus min Esao, 
GEN.27.6	Rebekah viteni min 
GEN.27.7	Kei viteni mini mukok vit, ‘Kuas etai tirendan venau ka kikukoni hesuval koa kokilea inau ek vati. Navong nianian hevus, en meten Iahova, inau nisan tokolkatien onak esuk minuk, veni nareingeingeni nimat nengeis.’” 
GEN.27.8	Ka Rebekah vit risi mini vit, “Natkuli, kitaengonau ka kumon asa nihiteni minuk. 
GEN.27.9	Kiha en out koa alei kat sipsip keil eni, ka kikur nani elu koa avealu musising, kihousi hemai venau. Nikukoni hesuval koa tata onom en vati. 
GEN.27.10	Keik kikuri heha veni ka navong heani hevus, hesan tokolkatien onen minuk, veni roreingeingeni hemat nengeis.”
GEN.27.11	Ka Siekob viteni min mama onen vit, “?Ka mukave, amuvek tovuol ka amuven Esao houlu? 
GEN.27.12	Ka vahesa tata hetokol avek, heilea keke rovitei Esao ka hehotini keke namul naluvosi. Nasakini tokolkatien natovuol varei en moulien onak, nametau tata nasesendanau.”
GEN.27.13	Mama onen viteni mini vit, “Natkuli, munak hemukonek, sesendaen enek hersuttei keik, hesut inau nges. Kikalah, kumon asas naviteni, kiha kikur nani elu hemai venau.” 
GEN.27.14	Sakini va, kuri mai veni ka kei kukon vati anien koa tata onen en vati. 
GEN.27.15	Evus, Rebekah kur more eisin omon Esao koa ling revi mul, ka musin eni suk en Siekob. 
GEN.27.16	Evus, kur hiliven nani ka kav koe hen ka hiren Siekob eni. 
GEN.27.17	Sak meseini evus, san more anien enek mini ral min veret koa kei mumoni.
GEN.27.18	Evus, Siekob va ven tata onen ka vise vit, “!Tata!”
GEN.27.18	Ka tata onen visi vit, “!O-o, inau li ke! ?Ka kamil en sei ke?”
GEN.27.19	Siekob vit, “Inau Esao, titam koa moeite. Namumoni suval koa koviteni minau. Mea, tondan revi ka kian vuseri koa nakuri minuk. Ka navong kiani hevus, kokilea kovasan tokolkatien onom minau.”
GEN.27.20	Aesak vit, “?Natkuli, kovotini kalah mukave?”
GEN.27.20	Siekob vit, “Iahova, Ahi onom, kataunau eni.”
GEN.27.21	Aesak viteni mini vit, “Amai li vesesal venau hesakini nakilea matokoluk mailea keik somok Esao.” 
GEN.27.22	Sakini va vesesal ven tata onen, ka ulmatu kamus hen ka viteni vit, “Rem suval Siekob, ka hem keilu lusuval hen Esao.” 
GEN.27.23	Ka kei lei ras Siekob varei veni amuven houlu suval Esao. Sakini mumon rendemien onen keke vasan tokolkatien onen mini, 
GEN.27.24	ka vis risi vit, “?Keik somok Esao?”
GEN.27.24	Ka Siekob vit, “He-e, inau varei.”
GEN.27.25	Aesak viteni mini vit, “!San vuseri ak maani! Niani hevus, nitokol katuk.” Sakini, kuri, sani mini, ka san hati uaen muni. 
GEN.27.26	Evus tata onen viteni mini vit, “Natkuli, kimai vesesal venau ka kiav katnau.” 
GEN.27.27	Navong kav kati, Aesak mus vi eisin mon ka rokol kati. Navong musi mukok, kei mundemi keke Esao kati, ka san tokolkatien
GEN.27.27	“Natkuli, vi vem tahos
GEN.27.27	suval eivorohus katau en avong Iahova san ous mita netan.
GEN.27.28	Ahi hesani minuk tilep ten out nesa
GEN.27.28	hekas ah esom keil ka houmon keik kil en amas.
GEN.27.28	Ahi houmon ah ten uit esom italeha
GEN.27.28	ka nei grep keil esom ihi houlu.
GEN.27.29	Ahi houmon meatin keil um minuk,
GEN.27.29	meatin keil ten kantri sav keil ihouhou minuk.
GEN.27.29	Kihi hetetamen helin tumali keil,
GEN.27.29	titan mama onom keil iha netan enuk.
GEN.27.29	Meatin keil koa isesenda enuk, Ahi hesesenda en keil.
GEN.27.29	Ka koakeil isan selusien ten tokolkatien minuk, Ahi hetokol kat keil!”
GEN.27.30	Navong Aesak san tokolkatien mini evus, Siekob va rani.
GEN.27.30	Ka katau suk, tunali koa Esao mai ris ran eivorohus. 
GEN.27.31	Kei mun kukon more anien tai ka kuri va ven tata onen vani. Ka vit, “Tata, mea li, tondan ka kian vuseri koa nakuri minuk. Ka hevus, kisan tokolkatien onom minau.”
GEN.27.32	“?Keik sei?”
GEN.27.32	Esao vit, “Inau Esao, moeite onom.”
GEN.27.33	Navong Aesak longe mukok, mutimanin ka maleilei houlu ka visi vit, “?Isei keke muas tirendan ka kuri mai venau? Nakani etin vus, keik kumai. Nasan vasi tokolkatien ekor onak mini. Ka nasakras mahilesi, tokolkatien enek heles eni lises.”
GEN.27.34	Navong Esao raengoni, longe tisa ka muai roha vit, “!Tata, tokol kat nau li mun!”
GEN.27.35	Ka Aesak vit, “Tumali mai luvos nau ka kur vasi tokolkatien onom tuai.”
GEN.27.36	Esao viteni vit, “Hatte elu keinek keke kei sak luvos nau. Isen koa vi Siekob mal varei.
GEN.27.37	Aesak vit risi mini vit, “Kei, namumoni tuai mai vi hetetamen mulik, ka namumon vatiamal keil vasi onen imai ihi meatin toumien onen. Nasani mini anien ka uaen. ?Natkuli, asa ris nakilea masani minuk?”
GEN.27.38	Esao mulelis peah tata onen vit, “?Tokolkatien onom tas eli? !Tokol kat nau li mun! !Tata, tokol kat nau li mun!” Ka muai roha.
GEN.27.39	Sakini, Aesak viteni mini vit,
GEN.27.39	“Ahi hersantei tilep hekas ah esom keil,
GEN.27.39	ka amas hetovuol enuk.
GEN.27.40	Keik kiles en huhuen ka kihuli kat naef onom lises.
GEN.27.40	Ka avaseini, kihi eiloheh onen tumali.
GEN.27.40	Ka hekatau, navong kihit kovaso sesein keihoen onen tumali,
GEN.27.40	kokilea kovamaluv rani.”
GEN.27.41	Esao vuroh kat Siekob veni tata onen sa vasin tokolkatien mini. Kei mundemi min kei sasen vit, “Avong mul mai vesesal itangis tata onak. Evus, nu vini Siekob.”
GEN.27.42	Navong Rebekah long usil rendemien onen Esao, vise Siekob vamai veni. Navong mai, viteni mini vit, “Natkuli kitaengonau. Tumali mul ling suain vurohien onen, ka mul mumon sise vouasuk kovamat. 
GEN.27.43	Sakini kumon asa koa nihiteni minuk. Keitinesek, kiha ven tuak Leban koa ro en out Haran. 
GEN.27.44	Ka kito hetal mini en out enek hetokol avong vurohien onen tumali heha netan. 
GEN.27.45	Ka navong en hevobongen asa koa komumoni mini, nisila meatin etai hehat hekuruk kimai ris. Nametau keke kei nouasuk konamat, ka evus anahiteni keke kei mun namat. Ek rovattei kamil vasi milvavupuol ranau en avong vatas.”
GEN.27.46	Sakini, Rebekah va ven Aesak ka viteni mini vit, “Avek mah varei ven sakien onen ahin Hitaet keitel eke koa Esao kuri. Munak Siekob emun hekur ahin Hitaet etai, tahos imok inau nimat enges.”
GEN.28.1	Sakini, Aesak vise Siekob ka meng kati vit, “More minuk natkuli. Ek vati konatetalihetei natal min ahin ten out Kenan. 
GEN.28.2	Hemukonek, kiha en out Mesopotemia en teim sen avu onom Betuel, ka kikur ahin en out enek. Natnahin avov onom, Leban, sua one vinvin avatetalihe.” 
GEN.28.3	Evus, Aesak san tokolkatien mini vit, “Ahi ten keihoen hetokol katuk en tetaliheien onom ka hesani minuk ehon keil ihi houlu. Hesakinuk kimai kihi mari tata onen vangi meatin keil houlu. 
GEN.28.4	Ahi hetokol katuk hetal min vatiamal keil koa ikistal ika enuk suval koa rokol kat avu onom 
GEN.28.5	Evus, Aesak sila Siekob va en out Mesopotemia ven Leban koa vi natin Betuel ten out Eram. Kei vi tunali Rebekah, mama onen Siekob ka Esao.
GEN.28.11	Navong out vong, va kistal en out tai en sise koa tahos ka ro en out enek. Kur ahat tai, mulung eni ka matil. 
GEN.28.12	Navong mul matil, matil vovoi ka les sise tai koa vatte mul netan ka keite vina rokol out nesa, ka angelo keil amusili avina nesa ka amita netan eni.
GEN.28.13	Siekob lele vina nesa ka les Iahova mulomal nesa en sise enek ka viteni mini vit, “Inau Iahova, Ahi koa 
GEN.28.14	Vatiamal keil onom enek hehi houlu vis hehi houlu mok. Suval koa meatin sakras vahuli nehi atan vasi keil ten out netan, meatin keil asakras avahuli vasin onom keil. Ihi houlu ihilelau isien vasi out netan iha itokol out wes ka out ist, out not ka out saot. Ka keil ihi sise ten tokolkatien onak heha min vatiamal sav keil ten out netan.
GEN.28.15	Kindem kati keke inau, nito venuk ka nikur koek en out vasi kiha en. Nikur risuk kimai en atan koanek ka nirlokoveintei keik hetokol avong num vasi asa koa navat kati minuk.”
GEN.28.16	Navong lesi evus, Siekob muli en metavinavong ka viteni vit, “!Anatin eli, Iahova eli ro ko, ka inau nareingeingeni li!” 
GEN.28.17	Ka annivul kati ka viteni vit, “!Aue li, nahi oute vi out votut tai! Nahi Ahi ro ko ka oute vi meteau koa vina veni en out nesa. !Ei, nametau houlu en out ekek!”
GEN.28.18	Out mulan, Siekob muli ka kur ahat koa mulung eni ka vati mulomal vi metai mini keke hendem kat asa koa lesi. Evus, kur oel ten olip ka mutahi eni vatie lati vi out votut onen Ahi. 
GEN.28.19	Ling isen out enek ‘Bet-el’ koa aneite teni vi ‘eim onen Ahi.’ Taon koa mul vesesal en out enek, isen Lus.
GEN.35.9	Navong Siekob mea ran out Mesopotemia, Ahi kistal veni en out Betel hatte tamun ka rokol kat risi. 
GEN.35.10	Ahi viteni mini mukok, “Kosa isom ‘
GEN.35.11	Inau navi ‘El-Sadai,’ koa aneite teni vi ‘Ahi ten Keihoen.’ Mihelah titiali keil hehi houlu. Mari vangi meatin keil houlu ika enuk ka tei en keil imai ihi asuv houlu keil.
GEN.35.12	Atan keil koa nasani min avu Ebraham ka tata onom Aesak, nisani minuk ka min vatiamal onom keil koa ikistal ika venuk.” 
