GEN.1.2	E a terra era sem forma e vazia; e 
GEN.11.24	E viveu Nacor vinte e nove anos, e gerou Tera; 
GEN.11.25	E viveu Nacor, depois que gerou Tera, cento e dezanove anos, e gerou filhos e filhas. 
GEN.11.26	E viveu Tera setenta anos, e gerou Abrão, Nacor e Haran. 
GEN.11.27	E estas são as gerações de Tera: Tera gerou Abrão, Nacor e Haran; e Haran gerou Loth. 
GEN.11.28	E morreu Haran, estando seu pai Tera ainda vivo, na terra do seu nascimento, em Ur dos Caldeus. 
GEN.11.29	E tomaram Abrão e Nacor mulheres para si: o nome da mulher de Abrão era Sarai, e o nome da mulher de Nacor era Milca, filha de Haran, pai de Milca, e pai de Iscah. 
GEN.11.30	E Sarai foi estéril, e não tinha filhos. 
GEN.11.31	E tomou Tera Abrão, seu filho, e Loth, filho de Haran, filho do seu filho, e Sarai, sua nora, mulher do seu filho Abrão, e saiu com eles de Ur dos Caldeus, para ir à terra de Canaan; e vieram até Haran, e habitaram ali. 
GEN.11.32	E foram os dias de Tera duzentos e cinco anos; e morreu Tera em Haran.
GEN.12.2	E far-te-ei uma grande nação, e abençoar-te-ei, e engrandecerei o teu nome; e 
GEN.12.3	E abençoarei os que te abençoarem, e amaldiçoarei os que te amaldiçoarem; e em ti serão benditas todas as famílias da terra. 
GEN.12.4	Assim partiu Abrão, como o Senhor lhe tinha dito, e foi Loth com ele; e era Abrão da idade de setenta e cinco anos, quando saiu de Haran. 
GEN.12.5	E tomou Abrão Sarai, sua mulher, e Loth, filho do seu irmão, e toda a sua fazenda que haviam adquirido, e as almas que lhe acresceram em Haran; e saíram, para irem à terra de Canaan; e vieram à terra de Canaan. 
GEN.12.6	E passou Abrão por aquela terra até ao lugar de Siquém, até ao carvalho de Moreh; e 
GEN.12.7	E apareceu o Senhor a Abrão, e disse: À tua semente darei esta terra. E edificou ali um altar ao Senhor que lhe aparecera. 
GEN.12.8	E moveu-se dali para a montanha, à banda do oriente de Betel, e armou a sua tenda, 
GEN.12.9	Depois, caminhou Abrão 
GEN.12.10	E havia fome naquela terra; e desceu Abrão ao Egito, para peregrinar ali, porquanto a fome era grande na terra. 
GEN.12.11	E aconteceu que, chegando ele para entrar no Egito, disse a Sarai, sua mulher: Ora, bem sei que és mulher formosa à vista; 
GEN.12.12	E será que, quando os egípcios te virem, dirão: Esta é sua mulher. E matar-me-ão a mim, e a ti te guardarão em vida. 
GEN.12.13	Dize, peço-te, 
GEN.12.14	E aconteceu que, entrando Abrão no Egito, viram os egípcios a mulher, que era mui formosa. 
GEN.12.15	E viram-na os príncipes de Faraó, e gabaram-na diante de Faraó; e foi a mulher tomada para a casa de Faraó. 
GEN.12.16	E fez bem a Abrão, por amor dela; e ele teve ovelhas, e vacas, e jumentos, e servos e servas, e jumentas, e camelos. 
GEN.12.17	Feriu, porém, o Senhor a Faraó com grandes pragas, e a sua casa, por causa de Sarai, mulher de Abrão. 
GEN.12.18	Então chamou Faraó a Abrão, e disse: Que é isto 
GEN.12.19	Por que disseste: É minha irmã? de maneira que a houvera tomado por minha mulher; agora, pois, eis aqui tua mulher; toma-
GEN.12.20	E Faraó deu ordens aos seus varões a seu respeito, e acompanharam-no a ele, e a sua mulher, e a tudo o que tinha.
GEN.13.1	SUBIU, pois, Abrão do Egito, para a banda do sul, ele e sua mulher, e tudo o que tinha, e com ele Loth. 
GEN.13.2	E 
GEN.13.3	E fez as suas jornadas do sul até Betel, até ao lugar onde, ao princípio, estivera a sua tenda, entre Betel e Ai; 
GEN.13.4	Até ao lugar do altar que dantes ali tinha feito; e Abrão invocou ali o nome do Senhor. 
GEN.13.5	E também Loth, que ia com Abrão, tinha rebanhos, e vacas, e tendas. 
GEN.13.6	E não tinha capacidade a terra para 
GEN.13.7	E houve contenda entre os pastores do gado de Abrão, e os pastores do gado de Loth; e os cananeus e os perizeus habitavam, então, na terra. 
GEN.13.8	E disse Abrão a Loth: Ora não haja contenda entre mim e ti, e entre os meus pastores e os teus pastores, porque irmãos somos. 
GEN.13.9	Não está toda a terra diante de ti? Eia, pois, aparta-te de mim; se 
GEN.13.10	E levantou Loth os seus olhos, e viu toda a campina do Jordão, que 
GEN.13.11	Então Loth escolheu para si toda a campina do Jordão, e partiu Loth para o oriente, e apartaram-se um do outro. 
GEN.13.12	Habitou Abrão na terra de Canaan, e Loth habitou nas cidades da campina, e armou as suas tendas até Sodoma. 
GEN.13.13	Ora 
GEN.13.14	E disse o Senhor a Abrão, depois que Loth se apartou dele: Levanta agora os teus olhos e olha, desde o lugar onde estás, para a banda do norte, e do sul, e do oriente, e do ocidente; 
GEN.13.15	Porque toda esta terra que vês, te hei de dar a ti, e à tua semente, para sempre. 
GEN.13.16	E farei a tua semente como o pó da terra; de maneira que, se alguém puder contar o pó da terra, também a tua semente será contada. 
GEN.13.17	Levanta-te, percorre essa terra, no seu comprimento e na sua largura; porque a ti a darei. 
GEN.13.18	E Abrão armou as suas tendas, e veio, e habitou nos carvalhais de Mamre, que estão junto a Hebron; e edificou ali um altar ao Senhor.
GEN.14.1	E ACONTECEU, nos dias de Amrafel, rei de Sinear, Arioch, rei de Elasar, Chedorlaomer, rei de Elam, e Tidal, rei de Goiim, 
GEN.14.2	Que 
GEN.14.3	Todos estes se ajuntaram no vale de Sidim (que é o mar de sal). 
GEN.14.4	Doze anos haviam servido a Chedorlaomer, mas ao décimo terceiro ano rebelaram-se. 
GEN.14.5	E ao décimo quarto ano veio Chedorlaomer, e os reis que estavam com ele, e feriram aos refains em Asteroth-carnaim, e aos Zuzins em Ham, e aos Emins em Shave-cuiriataim, 
GEN.14.6	E aos horeus, no seu monte Seir, até à campina de Paran, que 
GEN.14.7	Depois, tornaram e vieram a Enmispat (que é Cades), e feriram toda a terra dos amalequitas, e, também, os amorreus, que habitavam em Hazazon-tamar. 
GEN.14.8	Então saiu o rei de Sodoma, e o rei de Gomorra, e o rei de Admah, e o rei Zeboiim, e o rei de Bela (esta é Zoar), e ordenaram batalha contra eles no vale de Sidim, 
GEN.14.9	Contra Chedorlaomer, rei de Elam, e Tidal, rei de Goiim, e Amrafel, rei de Sinear, e Arioch, rei de Elasar; quatro reis contra cinco. 
GEN.14.10	E o vale de Sidim estava cheio de poços de betume; e fugiram os reis de Sodoma, e de Gomorra, e caíram ali; e os restantes fugiram para um monte. 
GEN.14.11	E tomaram toda a fazenda de Sodoma, e de Gomorra, e todo o seu mantimento, e foram-se.
GEN.14.13	Então veio um que escapara, e o contou a Abrão, o hebreu; ele habitava junto dos carvalhais de Mamre, o amorreu, irmão de Escol, e irmão de Aner; eles eram confederados de Abrão. 
GEN.14.14	Ouvindo, pois, Abrão que o seu irmão estava preso, armou os seus criados, nascidos em sua casa, trezentos e dezoito, e os perseguiu até Dan. 
GEN.14.15	E dividiu-se contra eles de noite, ele e os seus criados, e os feriu, e os perseguiu até Hobah, que 
GEN.14.16	E tornou a trazer toda a fazenda, e tornou a trazer, também, a Loth, seu irmão, e a sua fazenda, e também as mulheres, e o povo. 
GEN.14.17	E o rei de Sodoma saiu-lhe ao encontro (depois que voltou de ferir Chedorlaomer e os reis que 
GEN.14.19	E abençoou-o, e disse: Bendito 
GEN.14.20	E bendito 
GEN.14.21	E o rei de Sodoma disse a Abrão: Dá-me a mim as almas, e a fazenda toma para ti. 
GEN.14.22	Abrão, porém, disse ao rei de Sodoma: Levantei a minha mão ao Senhor, o Deus altíssimo, o Possuidor dos céus e da terra. 
GEN.14.23	Que, desde um fio até à correia de um sapato, não 
GEN.14.24	Salvo 
GEN.15.2	Então disse Abrão: Senhor 
GEN.15.3	Disse mais Abrão: Eis que me não tens dado semente, e eis que um, nascido na minha casa, será o meu herdeiro. 
GEN.15.4	E eis que 
GEN.15.5	Então o levou fora, e disse: Olha, agora, para os céus, e conta as estrelas, se as podes contar. E disse-lhe: Assim será a tua semente. 
GEN.15.6	E creu ele no Senhor, e foi-lhe imputado isto 
GEN.15.7	Disse-lhe mais: Eu 
GEN.15.8	E disse ele: Senhor 
GEN.15.9	E disse-lhe: Toma-me uma bezerra de três anos, e uma cabra de três anos, e um carneiro de três anos, uma rola, e um pombinho. 
GEN.15.10	E trouxe-lhe todos estes, e partiu-os pelo meio, e pôs cada parte deles em frente da outra; mas as aves não partiu. 
GEN.15.11	E as aves desciam sobre os cadáveres; Abrão, porém, as enxotava. 
GEN.15.12	E, pondo-se o sol, um profundo sono caiu sobre Abrão; e eis que grande espanto e grande escuridão caiu sobre ele. 
GEN.15.13	Então disse a Abrão: Saibas, de certo, que peregrina será a tua semente, em terra 
GEN.15.14	Mas, também, eu julgarei a gente, a qual servirão, e, depois, sairão com grande fazenda. 
GEN.15.15	E tu irás a teus pais em paz; em boa velhice serás sepultado. 
GEN.15.16	E a quarta geração tornará para cá; porque a medida da injustiça dos amorreus não 
GEN.15.17	E sucedeu que, posto o sol, houve escuridão; e eis um forno de fumo, e uma tocha de fogo, que passou por aquelas metades. 
GEN.15.18	Naquele mesmo dia, fez o 
GEN.15.19	E o queneu, e o queneseu, e o cadmoneu, 
GEN.15.20	E o heteo, e o pereseu, e os refains, 
GEN.15.21	E o amorreu, e o cananeu, e o girgaseu, e o jebuseu.
GEN.16.2	E disse Sarai a Abrão: Eis que o 
GEN.16.3	Assim tomou Sarai, mulher de Abrão, Agar, egípcia, sua serva, e deu-a por mulher a Abrão, seu marido, ao fim de dez anos que Abrão habitara na terra de Canaan. 
GEN.16.4	E ele entrou a Agar, e ela concebeu; e vendo ela que concebera, foi sua senhora desprezada aos seus olhos. 
GEN.16.5	Então disse Sarai a Abrão: Meu agravo 
GEN.16.6	E disse Abrão a Sarai: Eis que a tua serva 
GEN.16.7	E o anjo do 
GEN.16.8	E disse: Agar, serva de Sarai, donde vens, e para onde vais? E 
GEN.16.9	Então lhe disse o anjo do 
GEN.16.10	Disse-lhe, mais, o anjo do 
GEN.16.11	Disse-lhe, também, o anjo do 
GEN.16.12	E ele será homem bravo, e a sua mão 
GEN.16.13	E 
GEN.16.14	Por isso, se chama aquele poço de Lacai-roi; eis que 
GEN.16.15	E Agar deu um filho a Abrão; e Abrão chamou o nome do seu filho, que tivera Agar, Ismael. 
GEN.16.16	E 
GEN.17.2	E porei o meu concerto entre mim e ti, e te multiplicarei grandissimamente. 
GEN.17.3	Então caiu Abrão sobre o seu rosto, e falou Deus com ele, dizendo: 
GEN.17.4	Quanto a mim, eis o meu concerto contigo é, e serás o pai de uma multidão de nações; 
GEN.17.5	E não se chamará mais o teu nome Abrão, mas Abraão será o teu nome; porque por pai da multidão de nações te tenho posto; 
GEN.17.6	E te farei frutificar grandissimamente, e de ti farei nações, e reis sairão de ti; 
GEN.17.7	E estabelecerei o meu concerto entre mim e ti, e a tua semente depois de ti, nas suas gerações, por concerto perpétuo, para te ser a ti por Deus, e à tua semente, depois de ti. 
GEN.17.8	E te darei a ti, e à tua semente depois de ti, a terra das tuas peregrinações, toda a terra de Canaan, em perpétua possessão, e ser-lhes-ei o seu Deus. 
GEN.17.9	Disse mais Deus a Abraão: Tu, porém, guardarás o meu concerto, tu, e a tua semente depois de ti, nas suas gerações. 
GEN.17.10	Este 
GEN.17.11	E circuncidareis a carne do vosso prepúcio; e 
GEN.17.12	O filho de oito dias, pois, será circuncidado, todo o macho nas vossas gerações; o nascido na casa, e o comprado por dinheiro a qualquer estrangeiro, que não 
GEN.17.13	Com efeito, será circuncidado o nascido em tua casa e o comprado por teu dinheiro; e estará o meu concerto na vossa carne por concerto perpétuo. 
GEN.17.14	E o macho com prepúcio, cuja carne do prepúcio não estiver circuncidada, aquela alma será extirpada dos seus povos; quebrantou o meu concerto.
GEN.17.15	Disse Deus mais a Abraão: a Sarai, tua mulher, não chamarás 
GEN.17.16	Porque eu a hei de abençoar, e te hei de dar a ti, dela, um filho; e a abençoarei, e será 
GEN.17.17	Então caiu Abraão sobre o seu rosto, e riu-se, e disse no seu coração: A um homem de cem anos há de nascer 
GEN.17.18	E disse Abraão a Deus: Oxalá que viva Ismael diante do teu rosto! 
GEN.17.19	E disse Deus: Na verdade, Sara, tua mulher, te dará um filho, e chamarás o seu nome Isaac, e com ele estabelecerei o meu concerto, por concerto perpétuo para a sua semente depois dele. 
GEN.17.20	E quanto a Ismael, 
GEN.17.21	O meu concerto, porém, estabelecerei com Isaac, o qual Sara te dará, neste tempo determinado, no ano seguinte. 
GEN.17.22	E acabou de falar com ele, e subiu Deus de Abraão.
GEN.17.23	Então tomou Abraão a seu filho Ismael, e a todos os nascidos na sua casa, e a todos os comprados por seu dinheiro, todo o macho entre os homens da casa de Abraão; e circuncidou a carne do seu prepúcio, naquele mesmo dia, como Deus falara com ele. 
GEN.17.24	E 
GEN.17.25	E Ismael, seu filho, 
GEN.17.26	Neste mesmo dia, foi circuncidado Abraão e Ismael, seu filho, 
GEN.17.27	E todos os homens da sua casa, o nascido em casa e o comprado por dinheiro do estrangeiro, foram circuncidados com ele.
GEN.18.2	E levantou os seus olhos, e olhou, e eis três varões estavam em pé junto a ele. E vendo-
GEN.18.3	E disse: Meu Senhor, se agora tenho achado graça aos teus olhos, rogo-te que não passes do teu servo. 
GEN.18.4	Traga-se agora uma pouca de água, e lavai os vossos pés, e recostai-vos debaixo desta árvore; 
GEN.18.5	E trarei um bocado de pão, para que esforceis o vosso coração; depois, passareis adiante, porquanto por isso chegastes até vosso servo. E disseram: Assim faze, como tens dito. 
GEN.18.6	E Abraão apressou-se em ir ter com Sara à tenda, e disse-lhe: Amassa, depressa, três medidas de flor de farinha, e faze bolos. 
GEN.18.7	E correu Abraão às vacas, e tomou uma vitela tenra e boa, e deu-
GEN.18.8	E tomou manteiga e leite, e a vitela que tinha preparado, e pôs 
GEN.18.9	E disseram-lhe: Onde 
GEN.18.10	E disse: Certamente, tornarei a ti, por 
GEN.18.11	E 
GEN.18.12	Assim, pois, riu-se Sara consigo, dizendo: Terei 
GEN.18.13	E disse o Senhor a Abraão: Por que se riu Sara, dizendo: Na verdade gerarei eu ainda, havendo já envelhecido? 
GEN.18.14	Haveria coisa alguma difícil ao 
GEN.18.15	E Sara negou, dizendo: Não me ri: porquanto temeu. E 
GEN.18.16	E levantaram-se aqueles varões dali, e olharam para a banda de Sodoma; e Abraão ia com eles, acompanhando-os.
GEN.18.18	Visto que Abraão, certamente, virá a ser uma grande e poderosa nação, e nele serão benditas todas as nações da terra? 
GEN.18.19	Porque eu o tenho conhecido, que ele há de ordenar aos seus filhos e a sua casa, depois dele, para que guardem o caminho do 
GEN.18.20	Disse mais o 
GEN.18.21	Descerei agora, e verei se, com efeito, tem praticado segundo este clamor que é vindo até mim; e, se não, sabê-lo-ei. 
GEN.18.22	Então viraram aqueles varões o rosto dali, e foram-se para Sodoma; mas Abraão ficou ainda em pé, diante da face do 
GEN.18.23	E chegou-se Abraão, dizendo: Destruirás, também, o justo, com o ímpio? 
GEN.18.24	Se, porventura, houver cinquenta justos na cidade, destruí-los-ás, também, e não pouparás o lugar por causa dos cinquenta justos que 
GEN.18.25	Longe de ti que faças tal coisa, que mates o justo com o ímpio; que o justo seja como o ímpio, longe de ti 
GEN.18.26	Então disse o Senhor: Se eu, em Sodoma, achar cinquenta justos dentro da cidade, pouparei a todo o lugar por amor deles. 
GEN.18.27	E respondeu Abraão, dizendo: Eis que agora me atrevi a falar ao Senhor, ainda que 
GEN.18.28	Se, porventura, faltarem de cinquenta justos cinco, destruirás, por aqueles cinco, toda a cidade? E disse: Não 
GEN.18.29	E continuou ainda a falar-lhe, e disse: Se, porventura, se acharem ali quarenta? E disse: Não 
GEN.18.30	Disse mais: Ora não se ire o Senhor, se eu 
GEN.18.31	E disse: Eis que, agora, me atrevi a falar ao Senhor: Se, porventura, se acharem ali vinte? E disse: Não 
GEN.18.32	Disse mais: Ora não se ire o Senhor, que 
GEN.18.33	E foi-se o Senhor, quando acabou de falar a Abraão; e Abraão tornou ao seu lugar.
GEN.19.2	E disse: Eis agora, meus senhores, entrai, peço-vos, em casa do vosso servo, e passai 
GEN.19.3	E porfiou com eles muito, e vieram com ele, e entraram em sua casa; e fez-lhes banquete, e cozeu bolos sem levedura, e comeram. 
GEN.19.4	E antes que se deitassem, cercaram a casa os varões daquela cidade, os varões de Sodoma, desde o moço até ao velho; todo o povo de todos os bairros. 
GEN.19.5	E chamaram a Loth, e disseram-lhe: Onde 
GEN.19.6	Então saiu Loth a eles à porta, e fechou a porta atrás de si, 
GEN.19.7	E disse: Meus irmãos, rogo-vos que não façais mal; 
GEN.19.8	Eis aqui, duas filhas tenho, que 
GEN.19.9	Eles, porém, disseram: Sai daí. Disseram mais: Como estrangeiro este indivíduo veio 
GEN.19.10	Aqueles varões, porém, estenderam a sua mão, e fizeram entrar a Loth consigo na casa, e fecharam a porta; 
