GEN.1.1	Kitu inanggayát na, ay pinarsuwa ne Dios ya lángit se iya kalawagán. 
GEN.6.13	Ay díkod nán ne Dios kitu Noa, “Palánu ku win nga rapúnan daya tolay, áta pabeg nadakè tutu wala daya mà-màwa ngin kídi kalawagán gapu kaggída. Ay dadàlan ku ngámin pe yin daya atán kídi ya kalawagán,” nán na. 
GEN.6.14	“Mangwa ka lugud ka abay pànang nga biray mu, ay ya kaligdaán na káyu ya usaram. Lunítam ka níkat ya panin unag na, se ya panin lasi na. Ay se mu wala nga kuw-kuwartuwan. 
GEN.6.15	Ay ya kadakkal na ya kuwaam, ay magatut se tallu púlu se walu mitru ya pásit na, duwa púlu se tallu mitru ya súba na, ay se sangapúlu se limma mitru ya kalingúdu na. 
GEN.6.16	Kuwaam ka tallu sarundù ya datág na. Akkam litupan ya pane ngúdu wa dingding na. Mangibansi ka ka bittì a bátug lamdáwan na kiya gudduwa mitru panda kiya útun na. Ay ya gagyangán na, ay ippáy mu kiya bíkat na. 
GEN.6.17	Kuwaam yán, áta pagdallisan ku, ta senu matay ngámin daya sibbibiyág kídi kalawagán. 
GEN.6.18	Ngamay nu ikaw, ay magkari yà kikaw. Ay magunag kayu ngámin kiya abay pànang nga biray nga kuwaan mu, dakayu nga magatáwa se daya pútut mu se daya attáwa da pe. 
GEN.6.19	Ay mangalà ka ka agtangapagatawán kadaya ngámin baláki daya sibbibiyág, ay se mu la ibulun kikaw ta senu metangabiyág da kikaw. 
GEN.6.20	Ki káda baláki daya an-anù, ay mangalà ka ka tangapagatawán. Ay ummán pe kadaya ulolag se kadaya kumar-káray ki lusà. Mangalà ka ka agtangapagatawán ki kada baláki da. 
GEN.6.21	Ay mangitúgut ka pe kadaya ngámin baláki nga akakkanan se mu iarimán. Ittu dayán daya kanan nu se daya ulolag ga alà mu.” 
GEN.6.22	Ay díkod kinuwa ne Noa ngámin datu nebílin ne Dios nga kuwaan na.
GEN.7.1	Ay se yala nán ne APU kitu Noa, “Magunag kayu win se daya akkobung mu kiya biray. Biyágan taka, áta sissa ka nga nasingan ku wa kurug ga namáru kadaya ngámin tolay kadedi nga al-algaw. 
GEN.7.2	Alà mu pe yin datu agtangapagatawán kadatu ngámin ulolag ga pálà ku kikaw. Ngamay kadaya mabalin pagbasu wa áyam, ay mangalà ka ka agpipittu wa pagattawán. 
GEN.7.3	Ay ummán pe kadaya an-anù a mabalin pagbasu, mangalà ka pe ka agpipittu nga pagattawán, ta senu gumánab da manin kiya kalawagán.
GEN.7.4	Ata kalpasán naya pittu walgaw, ay pagudanan ku ka appát púlu wa algaw se appát púlu wa gabi. Rapúnan ku ngámin daya pinarsuwà a sibbibiyág kid kalawagán,” nán na. 
GEN.7.5	Ay díkod kinuwa tu Noa datu ngámin na nebílin ne APU kaggína.
GEN.7.6	Annam gatut tu dagun tu Noa kitu nilalbet natu dallis kídi kalawagán, 
GEN.7.7	ay kitun pe tu nagunag de Noa ngin na magatáwa, se datu annánà da, se datu attáwa da kitu kinuwa na nga biray, ta senu melísi da kitu dallis. 
GEN.7.8	Ay ngámin datu nagbal-baláki nga ulolag ga pálà ne Apu Dios kitu Noa, datu mabalin pagbasu se akkan, ay naglalbet da pe yin kitu biray. Ummán pe kadatu an-anù se datu ulolag ga kumar-káray ki útun lusà. 
GEN.7.9	Agtangapagatawán da nga inumbet, se da nagunag pe yin na kabulun tu Noa. Ta ittu tu bílin ne Dios kaggína. Ngamay datu mabalin na nga pagbasu wa ulolag se an-anù, ay agpipittu wa pagattawán da. 
GEN.7.10	Ay kane malpás ya pittu wa algaw, ay ittu tu inanggayát na nga magdallis.
GEN.7.11	Ay kitu annam gatut ta dagun tu Noa ngin, kitu mekasangapúlu se pittu walgaw kitu mekàduwa búlán, ay ittu tu inanggayát tutu wala natu udán. Ay ginumbuwà pe ya danum ki taggad. 
GEN.7.12	Appát púlu ngalgaw se appát púlu gabi tu naggudán na. 
GEN.7.13	Kitu nanggayát natu udán, ay atán pe yin de Noa nga tangabalay kitu unag natu biray da. Atán ngámin nin pe datu magwawági. Tu Sem, se tu Ham, se tu Jafet se datu attáwa da. 
GEN.7.14+GEN.7.15	Nagunag ngámin pe yin datu ngámin baláki ulolag nga alsádu, se ngámin baláki daya naámu, se ngámin baláki daya magkar-káray ya ulolag, se ngámin baláki daya an-anù, se daya nagpayà a ibulun na kaggína. Agtangapagatawán da nga inumbet. 
GEN.7.16	Nagunag da ngámin nin ta ittu tu nán ne Dios kitu Noa. Ay se negitap ne APU pe yin tu gagyangán tu biray.
GEN.7.17	Ummabay yala nga ummabay tu danum panda kitu appát púlu wa algaw. Ay tu abay ya biray, ay maglalattát pe yin. 
GEN.7.18+GEN.7.19	Ay ummabay tutu wala pànang tu danum panda kitu nekalnap datu ngámin na alingúdu wa ban-bantay. Nalnap tutu wala ngámingámin ya kalawagán. Ngamay itu abay biray, ay maglalattát tala. 
GEN.7.20	Datu alingúdu wa bantay, ay nalnap da pikam ka moli pittu mitru ya kadallam da. 
GEN.7.21	Ay díkod narápun ngámingámin datu sibbibiyág kídi kalawagán kitu danum. Natay ngámin datu tolay, se datu ngámin ulolag ga alsádu se naámu, se datu ngámin na an-anù, se datu mamalábal nga ul-ulullag. 
GEN.7.22	Oray nágan na kadatu sibbibiyág kid útun lusà, ay nalimat da ngámin. 
GEN.7.23	Ummán kiyán tu nangrápun na kadatu ngámingámin na sibbibiyág kid kalawagán, tolay, ulolag, daya kumar-káray ya ul-ulullag, se da an-anù. Tittu de Noa se datu kabbulun na kitu abay ya biray na datu nabiyág. 
GEN.7.24	Limma búlán tu dallis.
GEN.8.1	Ngamay e Dios, ay siddadamdam kitu Noa se datu akkobung na, se datu ngámin na ulolag ga atán kitu abay nga biray. Ay díkod pinagbáli ne Apu Dios, tútu nanggayát pe yin na magassi tu danum. 
GEN.8.2	Ata nakusap pin tu naggat tutu wala nga udán, ay se nakusap pe yin tu gumbuwà a danum ma maggayát ki taggad. 
GEN.8.3	Ay umassiassi la nga umassiassi yin tu danum. Ay díkod kane mabalin tu magatut se limma púlu walgaw, bittì tu danum min. 
GEN.8.4	Ay kitu mekasangapúlu se pittu kitu mekapittu wa búlán, ay nesar-át tu abay nga biray kitu bantay Ararat. 
GEN.8.5	Bumittì la nga bumittì tu danum. Ay kitu nunna nga algaw natu mekasangapúlu búlán nin, ay masissingan nin datu útun datu ban-bantay.
GEN.8.6	Ay kane malpás manin tu appát púlu walgaw, ay linùtán tu Noa tu lamdáwan natu abay nga biray. 
GEN.8.7	Ay se yala nga nangipakáyab ka gayáng. Ngamay nagkay-káyab bala tu gayáng panda kitu nekassiyánan tu danum. 
GEN.8.8	Ay se yala manin nangipakáyab ka kalapáti.
GEN.8.9	Ngamay tu kalapáti, ay áwan na pagdapúnán, ay tútu nagulli kammin kitu abay biray. Ata danum pikam ngámin tu kalawagán. Díkod pinagdápun ne Noa tu kalapáti kitu íma na se na alà kammin. 
GEN.8.10	Ay díkod nagiddag pikam ka pittu walgaw, se nala nepakáyab manin tu kalapáti. 
GEN.8.11	Ay kitu gídám natun na algaw, ay nagulli kammin tu kalapáti nga sittatangál kitu namáta nga adon káyu wa olíbo. Díkod nammuwán tu Noa ngin na nassiyánan tu danum min. 
GEN.8.12	Nagiddag manin ka pittu walgaw se yala nangipakáyab ka kalapáti manin, ngamay akkan nin na nagulli tu kalapáti.
GEN.8.13	Ay kitu nunna nga algaw kitu munna nga búlán natu mekannam gatut se isa nga dagun natu Noa ngin, ay ittu tu nekassiyánan tutu wala tu danum min. Linùtán tu Noa tu lamdáwan tu biray, ay nasingan na nga nasiyánan tu danum min. 
GEN.8.14	Ay kitu mekàduwa púlu se pittu wa algaw natu mekàduwa búlán natun kam ma dagun, ay tútu nanggayát magmaga tu lusà in.
GEN.8.15	Ay tútu nán ne Dios sin kitu Noa, 
GEN.8.16	“Lumawán kayu win se daya pútupútut mu se daya mannúgáng mu. 
GEN.8.17	Ay ilawán mu pe yin ngámingámin daya ulolag, se daya ul-ulullag ga magkar-káray nga nekíwid mu se daya an-anù se daya ngámingámin na nekíwid mu, ta senu gumánab da manin kídi ya kalawagán, ay se umadu da tutu wala manin,” nán ne Dios. 
GEN.8.18	Ay tútu lummawán kurug tu Noa, se tu atáwa na, se datu annánà na, se datu mannúgáng na. 
GEN.8.19	Ay nelawán na pe yin datu ul-ulolag, se datu an-anù, se datu ulullag ga magkar-káray ya inalà na kitu biray. Nagpapáris da nga naglalawán kitu biray.
GEN.8.20	Ay se yala nangwa tu Noa ka annìdúgán na ka pagbasu, ay se yala nagbasu ke Apu. Nangalà kadatu para basu wa áyam se datu an-anù. Ay ittu datun datu nebasu na ke Apu. 
GEN.8.21	Ay kane maláb ne APU tu nabangug ga aláb datu pinagbasu tu Noa, ay nán na kaggína kampela ngin nin, “Akkan ku win na dadàlan daya magbiyág kid útun lusà gapu kadaya nadakè a kuk-kuwaan daya tolay, ta gangay da kammala ngin nin oray kitu dam-dámu. Ay akkan ku pe dadàlan daya oray nágan na nga sibbibiyág kid kalawagán. Akkan ku kuwaan nin tu kinuwa ku. 
GEN.8.22	Kiya kaatán nedi ya kalawagán
GEN.8.22	ay atán ya panagmul-múla,
GEN.8.22	atán ya aggagáni,
GEN.8.22	atán ya panaggannag na
GEN.8.22	ay atán ya aggigáw na.
GEN.8.22	Atán pe ya gabi se ya algaw.
GEN.8.22	Akkan makusap dayán.”
GEN.9.1	Ay binindisiyonán ne Dios tu Noa se datu pútupútut na, ay se na nán kaggída, “Gumánab kayu, ta senu adu tutu wala manin daya tolay kid kalawagán. 
GEN.9.2	Ay magansing ngámin daya ulolag kadakayu, se daya ngámin na an-anù. Oray pe ngámin daya magkar-káray ki útun lusà, se ngámin daya lamas. Iturayán nuda. 
GEN.9.3	Idde ku da ngámin kadakayu. Daya ulolag ga sibbibiyág kid kalawagán, ay iddè dayán ka kanan nu, nga ummán kadaya mul-múla nga pakkán ku kadakayu. 
GEN.9.4	Ngamay akkan kayu mangán ka karni nga siddadága, áta ya dága, ay túyán ya gapu naya biyág na. 
GEN.9.5	Ay túya nu dága ya nippà, ay dága pe kasukát na. Ay nu atán tolay ya pumatay ka páda na nga tolay, ay masápul naya bálat. Ay páda na pe nu ulolag ya pumatay ka tolay. Masápul atán bálat naya biyág tolay. 
GEN.9.6	Masápul la matay pe ya tolay nga pumatay ki kasittolay na. Ata kinuwà ya tolay ka ummán ki singan ku. 
GEN.9.7	Ngamay dakayu, ay gumánab kayu se umadu kayu tutu wala kídi ya kalawagán.”
GEN.9.8	Ay se yala nán manin ne Dios kitu Noa se datu pútupútut na, 
GEN.9.9	“Damdamman nu idi! Magkari yà kadakayu, ay se oray pe kadaya gakagaka nu se 
GEN.9.10	kadaya ngámin na sibbibiyág ga nekíwid mu, daya ul-ulolag, se an-anù, se kadaya ngámingámin na sibbibiyág kid kalawagán. 
GEN.9.11	Tu idi ya karì kadakayu: Manggayát kídi, ay akkan ku win na dadàlan ka danum daya ngámin na sibbibiyág kid kalawagán. Awan pe yin ya dallis ka panda, nga mangrápun kadaya sibbibiyág kídi ya kalawagán,” nán na.
GEN.9.12	Ay se manin nán ne Dios, “Tu idi ya pakasinnán nu wa atán ya nekarì kadakayu se kadaya ngámin na gakagaka nu se daya ngámin na sibbiyág: 
GEN.9.13	Pamunglunan ku kiya angap nga ittu ya tagematun nga atán ya karì kadakayu ngámin na sibbibiyág kid kalawagán. 
GEN.9.14	Ay nu paangpán ku, ay se yala nga mamunglun, 
GEN.9.15	ay madamdam ku ya nekarì kadakayu se kadaya ngámin na sibbibiyág nga akkan ku wa pagdallisan nin ka pangrápun ku kadaya sibbibiyág. 
GEN.9.16	Ay nu mamunglun, ay masingan ku, ay díkod madamdam ku ya nekarì ka áwan panda kadaya ngámin na sibbibiyág kid kalawagán.”
GEN.9.17	Ay nán manin ne Dios kitu Noa, “Tu yán ya mangipassingan nga atán ya nekarì kadakayu ngámin na sibbibiyág kid kalawagán,” nán na.
GEN.9.18	Ay datu annánà tu Noa nga uwad kitu abay pànang nga biray, ay tu Sem, tu Ham se tu Jafet. Tu Ham tu ama tu Canaan.
GEN.9.19	Ay datun na tallu wa annánà tu Noa, ya naggay-gayatán daya ngámin tolay kid kalawagán.
GEN.9.20	Maragtálun tu Noa. Ay aggína tu nunna nga nagmúla ka úbás 
GEN.9.21	nga ittu tu binási na. Isa ngalgaw, ay ninglaw tutu wala tu Noa. Ay nagwaren nala kitu báwi na nga sissusoba. 
GEN.9.22	Ay tu Ham nga ama tu Canaan, ay nasingan na tu Noa nga ama na nga sissusoba. Ay kinagi na kadatu duwa nga wawwági na nga atán kitu lasi. 
GEN.9.23	Ay díkod nangalà tu Sem se tu Jafet ka ulat. Se da nagpungtuwán na binìlád se da inultán tu ama da. Ay akkan da nasingan tu ama da nga sissusoba, ta naginúnud da nga nawe kitu giyán na. 
GEN.9.24	Ay kane memawátan tu Noa kitu inglaw na, ay nammuwán na tu kinuwa tu Ham nga udiyán na an-anà na. 
GEN.9.25	Ay tútu nalùsaw nga nán na, “Mapak-pakallà ala daya gakagaka ne Canaan. Magbalin da ka kababaán na asassu daya gakagaka daya wawwági na,” nán na.
GEN.9.26	Ay nán na pe, “Ay daya gakagaka ne Sem, ay bindisiyonán ne APU nga Dios ku da. Ay daya gakagaka ne Canaan ay magasassu da ngala kaggída. 
GEN.9.27	Ay paabayyan ne Dios ya lusà ne Jafet, ay se magbubúlun daya gakagaka na se daya gakagaka ne Sem. Ay daya gakagaka ne Canaan daya asassu da,” nán na.
GEN.9.28	Nanggayát kitu nekasiyánan tu dallis, ay nagbiyág pikam tu Noa ka tallu gatut se limma púlu dagun. 
GEN.9.29	Siyám gatut se limma púlu dagun tu Noa se yala nga natay.
GEN.10.1	Tu dedi daya pútupútut tu Sem, tu Ham se tu Jafet nga pútupútut tu Noa. Nagpútut da ka lalláki kalpasán tu dallis.
GEN.10.2	Datu pútut tu Jafet nga lalláki ay datu: Gomer, Magog, Madai, Javan, Tubal, Mesec, se tu Tiras. 
GEN.10.3	Datu pútut tu Gomer nga lalláki ay datu: Askenaz, Rifat, se tu Togarma. 
GEN.10.4	Ay datu pútut tu Javan nga lalláki ay datu: Elisa, Tarsis, Cyprus se tu Rodes. 
GEN.10.5	Ay aggída tu naggay-gayatán datu tolay ya naggunà ki adanni ki bebay. Ay tu dayán datu gakagaka tu Jafet nga lalláki. Ay uwad íli kampela naya isaisa kaggída ngin. Ay sabáli kampela ngin nin pe ya aggúni naya agtangámalán kaggída. Ay sabáli kampela ya nasiyon naya isaisa kaggída ngin.
GEN.10.6	Ay datu pútut tu Ham nga lalláki, ay datu Cus, Egipto, Put se tu Canaan. 
GEN.10.7	Ay datu pútut tu Cus nga lalláki, ay datu Seba, tu Havila, tu Sabta, tu Raama se tu Sabteca. Ay datu pútupútut tu Raama nga lalláki ay datu Seba se tu Dedan. 
GEN.10.8	Ay uwad pútut tu Cus nga nagngágan ka Nimrod. Ay aggína tu nun-unna nga katurayán kídi kalawagán. 
GEN.10.9	Ay nalaing pe nga mangnígay ki agsisíngan ne Dios. Ay díkod aggína ya agpadígán da kadaya ummán kaggína. Ay nán da mepanggap kaggída, “Ay nalaing nga mangnígay ki agsisíngan ne Dios nga ummán kitu Nimrod,” nán da. 
GEN.10.10	Tu nunna nga nagturayán na nga il-íli ay ka Babel, ka Erek, se ka íli Akkad. Ngámin dedi nga il-ileli, ay atán da ka probinsiya Sinar.
GEN.10.11	Ay nanggayát kadedi nga il-íli, ay nawe manin ka Asiria, ay se na pinagbalin ka il-ileli daya giy-giyán na Nineve, Rehobot-ir, Cala 
GEN.10.12	se tu giyán Resen, nga atán kitu nagbàtán Nineve se Cala. Nagbalin ka abay pànang nga íli tu Resen.
GEN.10.13	Ay tu Egipto, ay nagpútut pe. Datu pútupútut na ay datu Lydia, tu Anam, tu Lehab, tu Naftu, 
GEN.10.14	tu Patros, tu Caslu, se tu Caftor (aggína tu naggagayatán datu iFilistia).
GEN.10.15	Ay tu Canaan, ay uwad da pútupútut na pe. Tu manákam ma pútut na ay tu Sidon, ay se la tu Het, 
GEN.10.16	tu Jebuseo, se tu Amorreo, tu Girgaseo, 
GEN.10.17	tu Heveo, tu Arkeo, tu Sineo, 
GEN.10.18	tu Arvadeo, tu Zemareo, se tu Hemateo. Ay se la nga nasip-siparà datu pútupútut Cananeo.
GEN.10.19	Ay ya íli datu Cananeo ay manggayát ka Sidon nga adanni ka Gerar, panda ka íli Gaza nga adanni ka íli Sodom se ka il-ileli Gomorra, se Adma, se Zeboiim panda ka íli Lasa. 
GEN.10.20	Ay tu dayán daya gakagaka tu Ham nga lalláki nga ittu datu naggay-gayatán datu nagbal-baláki nga tangámalán na nagbal-baláki aggúni da se nagsab-sabáli nga íli se nasiyon.
GEN.10.21	Ay tu Sem ay uwad da pe pútupútut na. Aggína tu manákam ma wagi tu Jafet, ay se aggína ya apuapu datu gakagaka tu Eber. 
GEN.10.22	Datu pútupútut tu Sem ma lalláki ay tu Elam, tu Assur, tu Arpaksad, tu Lud, se tu Aram. 
GEN.10.23	Ay datu pútupútut tu Aram nga lalláki ay tu Uz, tu Hul, tu Geter, se tu Mesec. 
GEN.10.24	Ay tu Arpaksad tu ama tu Sela. Ay tu Sela tu ama tu Eber. 
GEN.10.25	Ay tu Eber, ay uwad da duwa nga pútut na nga lalláki. Tu Peleg ya isa. (Ya sarut naya ngágan na ay mauwár ya kalawagán). Ya ngágan tu wagi na, ay tu Joktan. 
GEN.10.26	Ay tu Joktan tu ama datu Almodad, tu Selef, tu Hazarmavet, tu Jera, 
GEN.10.27	tu Hadoram, tu Uzal, tu Dikla, 
GEN.10.28	tu Obal, tu Abimael, tu Seba, 
GEN.10.29	tu Ofir, tu Havila, se tu Jobab. Tu dayán datu ngámin annánà tu Joktan nga lalláki. 
GEN.10.30	Ay ya sákup naya nag-agyanán da nga íli ay panda ka Mesa dumatang ka padne Sefar kitu ban-bantay ka padne lattakán. 
GEN.10.31	Tu dayán datu pútupútut tu Sem nga lalláki nga ittu datu naggay-gayatán datu magtatangámalán na tolay se nagbal-baláki nga aggúni nga nag-agyán ka nagbal-baláki nga il-ileli se nas-nasiyon.
GEN.10.32	Ay tu dayán datu naggay-gayatán datu ngámingámin na pútupútut datu annánà tu Noa se datu nas-nasiyon da nga ittu datu naggay-gayatán datu nagbal-baláki nga nas-nasiyon kídi kalawagán kalpasán natu dallis.
GEN.11.1	Kitun, ay sissa tu aggúni datu ngámin tolay kid kalawagán ni, se sissa ya kabalìtán na. 
GEN.11.2	Ay kane mawe da ka padne lattakán, ay nasingan da tu tanáp ka Sinar,
GEN.11.3+GEN.11.4	Ay se da nán kitu isaisa kaggída, “Mangwa tada kídi ka íli tada. Ay mangwa tada pe ka alingúdu pànang nga torre ya magiddadatang ka lángit, ta senu medin-dinnámag tada kadaya tolay. Akkan tada pe masip-siparà kiya kalawagán,” nán da. Ay tútu nán da kitu isaisa kaggída, “Ara nu, mangwa tada ka ladrilyu,
GEN.11.5	Ay kane madama da ngin na mangwa kitu íli se tu torre da, ay inumbet te APU, ta sinnan na tu kuk-kuwaan da. 
GEN.11.6	Ay kane masingan ne APU tu kuk-kuwaan da, ay nán na, “Kurug ga sissa daya tolay. Tu yán ya anggayát da nga mangwa kiya piyán da kampela ngin nin. Ay màwa da tutu wala ngámin na asikkuwaan da, áta sissa mà ya aggúni da, ay magkiinnawátan da ngámin,” nán na. 
GEN.11.7	“Ay mawe tada pagbal-balakiyan ya aggúni da, ta senu akkan da magkiinnawátan,” nán na. 
GEN.11.8	Ay díkod gapu kiya akkan da agkikinnawátan, ay nasip-siparà da pe yin ki ngámin giyán kídi kalawagán. Ay tútu akkan da nabalin tu kuk-kuwaan da nga íli. 
GEN.11.9	Ay tútu nepangágan da ka Babel
GEN.11.10	Ay tu dedi datu pútupútut tu Sem. Kitu magatut dagun tu Sem, ay neanà tu Arpaksad nga pútut na nga laláki. Kustu duwa dagun kalpasán tu dallis. 
GEN.11.11	Ay atán pe datu duddúma nga pútupútut na. Ay kane meanà tu Arpaksad, ay nagbiyág pikam tu Sem ka limma gatut dagun. 
GEN.11.12	Ay kane tallu púlu se limma dagun tu Arpaksad, ay neanà tu Sela nga pútut na. 
GEN.11.13	Ay adu pikam pe datu pútupútut na. Nanggayát kitu nekeanà tu Sela, ay nagbiyág pikam tu Arpaksad ka appát gatut se tallu dagun.
GEN.11.14	Ay kane tallu púlu dagun tu Sela, ay neanà tu Eber nga pútut na. 
GEN.11.15	Adu pikam datu pútupútut na. Nanggayát kitu nekeanà tu Eber, ay nagbiyág pikam tu Sela ka appát gatut se tallu dagun.
GEN.11.16	Ay kane tallu púlu se appát dagun tu Eber, ay neanà tu Peleg nga pútut na. 
GEN.11.17	Ay atán pikam pe datu duddúma pútupútut na. Nanggayát kitu nekeanà tu Peleg, ay nagbiyág pikam tu Eber ka appát gatut se tallu púlu dagun.
GEN.11.18	Ay kane tallu púlu dagun tu Peleg gin, neanà tu Reu nga pútut na. 
GEN.11.19	Ay uwad da pikam sabáli nga pútupútut na. Nanggayát kitu nekeanà tu Reu, ay nagbiyág pikam tu Peleg ka duwa gatut se siyám dagun.
GEN.11.20	Ay kane tallu púlu se duwa dagun tu Reu, ay neanà tu Serug ga pútut na. 
GEN.11.21	Ay uwad da pikam pe sabáli nga pútupútut na. Nanggayát kitu nekeanà tu Serug, ay nagbiyág pikam tu Reu ka duwa gatut se pittu dagun.
GEN.11.22	Ay kane tallu púlu dagun tu Serug gin, ay neanà tu Nahor nga pútut na. 
GEN.11.23	Ay uwad da pikam sabáli nga pútupútut na. Nanggayát kitu nekeanà tu Nahor, ay nagbiyág pikam tu Serug ka duwa gatut dagun.
GEN.11.24	Ay kane duwa púlu se siyám dagun tu Nahor rin, ay neanà tu Tera nga pútut na. 
GEN.11.25	Ay uwad da pikam pe sabáli pútupútut na. Nanggayát kitu nekeanà tu Tera, ay nagbiyág pikam tu Nahor ka magatut se sangapúlu se siyám dagun.
GEN.11.26	Ay kane pittu púlu dagun tu Tera ngin, ay nanggayát nagpútut. Nakapútut ka tallu nga lalláki. Tu Abram, tu Nahor, se tu Haran.
GEN.11.27	Tu dedi lugud datu pútupútut tu Tera: Tu Abram, tu Nahor, se tu Haran. Tu Haran tu ama tu Lot. 
GEN.11.28	May nunna natay tu Haran may tu ama na nga Tera. Natay ka íli Ur ka Caldea nga neanaán na pe. 
GEN.11.29	Ay tu Abram se tu Nahor, ay nangatáwa da pe yin. Tu ngágan natu atáwa natu Abram ay Sarai. Ay Milca tu ngágan tu atáwa natu Nahor. Pútut kam pe tu Haran tu Milca se tu Isca.
GEN.11.30	Ay tu Sarai nga atáwa tu Abram, ay akkan makapagan-anà. Díkod áwan na an-anà. 
GEN.11.31	Ay inalà na tu Tera de Abram nga pútut na, se tu Lot nga apúku na ke Haran, se tu Sarai nga manúgáng na nga atáwa tu Abram, ay se da nagtálaw ngámin ka Ur ka Caldea, ta mawe da kuma ka Canaan. Ngamay kane dumatang da ka íli Haran, ay nagyán da kitúni. 
