MAT.1.1	Jézi Kwi sé désandan Wa David épi désandan Abrahanm. Mi non jennenwasyonʼy:
MAT.6.25	“Sé pou sa mwen ka diʼw, pa twakasé lidéʼw pou manjé ében bwè pouʼw viv, ében had pouʼw mété. Mwen ka asiwéʼw, laviʼw pli enpòtan pasé manjé, épi kòʼw pli enpòtan pasé had-la ou ka mété-a. Si Bondyé ja baʼw sé bagay-la ki pli enpòtan-an, ès i pa kay baʼw sé pli piti-a ou bizwen-an tou? 
MAT.6.26	Gadé sé jibyé-a ki an lézè-a. Yo pa ka planté ni yo pa ka wékòlté épi mété sé gwenn-an la pou apwé, mé Papaʼw Bondyé ka ba yo manjé. Mwen ka diʼw, ou ni twòp pli valè pasé sé jibyé sala. 
MAT.6.27	Ou pa ka viv pli lontan lè ou twakasé lidéʼw asou sé bagay sala.
MAT.6.28	“Pouki ou ka twakasé lidéʼw pou had pouʼw mété? Gadé sé flè-a ki an savann-an. Yo pa ka twavay ni yo pa ka fè had pou mété anlè yo. 
MAT.6.29	Mé mwen ka diʼw, pa menm Wa Sòlomonn épi tout wichès li ki té ni bèl had kon yonn an sé flè sala. 
MAT.6.30	Sé Bondyé ki ka abiyé sé zèb-la ki an savann-an, sé zèb-la ki la jòdi-a épi denmen yo pa la. Yo ka koupéʼy pou chofé fou. Ès Bondyé pa kay pwan kaʼw pli mèyè pasé sé zèb-la ki an savann-an? Pa dé fèb lafwaʼw fèb!
MAT.6.31	“Pa twakasé lidéʼw asou ki sa ou kay manjé ében bwè, ében ki sa ou kay mété anlèʼw. 
MAT.6.32	Sé moun-an ki pa konnèt Bondyé-a yonn ki ka twakasé lidé yo pou sé bagay sala. Papaʼw Bondyé sav ou bizwen tout sé bagay sala. 
MAT.6.33	Mé kité Bondyé kondwi laviʼw avan, épi fè tout sa i vléʼw fè, épi i kay baʼw tout sé lézòt bagay sala. 
MAT.6.34	Pa twakasé lidéʼw pou denmen. Ou kay ni asé twakasman lè denmen wivé. Pa pwan twaka denmen épi météʼy asou sa jòdi-a.”
MAT.7.1	Jézi di, “Pa jijé lòt moun, épi Bondyé pa kay jijéʼw, 
MAT.7.2	paski Bondyé kay baʼw menm jijman-an ou ka bay lézòt moun-an. Épi menm mizi-a ou ka miziwé lézòt-la, sé menm mizi sala Bondyé kay sèvi pou miziwéʼw.
MAT.7.3	“Pouki ou ka wè ti bwanch pay-la ki an zyé fwèʼw-la épi ou pa ka wè gwo bi bwa-a ki an zyéʼw-la? 
MAT.7.4	Ében, pouki pouʼw di fwèʼw, ‘Kité mwen tiwé ti bwanch pay-la baʼw,’ lè ou menm ni an gwo tjò bwa andidan sa ou? 
MAT.7.5	Ou ipokwit! Pwèmyéman tiwé gwo tjò bwa-a ki an zyéʼw-la. Apwé sa, ou kay sa wè pli klè pouʼw sa tiwé ti pay-la ki an zyé fwèʼw-la.
MAT.7.6	“Pa pwan bagay ki pou Bondyé yonn épi bay moun ki pa ka apwésyéʼy. I menm kon si ou jété bagay ki vo valè douvan kochon épi chyen. Yo kay annèk piléʼy anba pat yo èk yo kay tounen viwé èk mòdéʼw.”
MAT.7.7	Jézi di, “Mandé Bondyé pou sa ou bizwen épi ou kay twapéʼy. Chaché épi ou kay jwenn. Konyen lapòt-la épi Bondyé kay ouvèʼy, 
MAT.7.8	paski tout sa ki mandé kay wisivwè, tout sa ki chaché kay jwenn, épi Bondyé kay ouvè lapòt-la bay tout sa ki konyen.
MAT.7.9	“Pyès papa pa kay bay ich li an wòch lè i mandéʼy an pen. 
MAT.7.10	Ében si ich-la mandéʼy an pwéson, ou kwè i kay ba li an sèpan? 
MAT.7.11	Si ou ki otan méchan konnèt bay ich ou bon bagay, ou sa asiwé Papaʼw Bondyé ki an syèl kay bay pli bon bagay pou moun-an ki mandéʼy-la.
MAT.7.12	“Fè bay lézòt moun menm sa ou kay vlé yo fè baʼw. Si ou ka fè sa, ou ka fè tout sa lwa Moziz-la épi sé pwòfèt-la ka di pou fè.
MAT.7.13	“Antwé an bayè-a ki étwèt-la, paski bayè-a ki ka mennenʼw lanfè-a gwan épi chimen-an ézé, épi an chay moun ka maché asou chimen sala. 
MAT.7.14	Mé bayè-a ki ka mennenʼw an lavi étonnèl-la étwèt épi chimen-an pa ézé, épi byen pé moun ki ka jwenn li.
MAT.7.15	“Sé pouʼw véyé kòʼw épi sé fo pwòfèt-la ki ka vin palé ba ou-a paski yo ka vini dous kon mouton, mé ofon tjè yo, yo menm kon chyen mawon ki ka vini pou manjéʼw. 
MAT.7.16	Ou kay konnèt yo pa kalité fwi-a yo ka pòté-a. Ou pa sa jwenn wézen asou an pyé pikan ni ou pa sa jwenn fig asou an pyé kanpèch. 
MAT.7.17	An bon pyé fwi kay pòté bon fwi, mé an vyé pyé fwi kay pòté vyé fwi. 
MAT.7.18	An bon kalité pyé bwa pa sa pòté vyé kalité fwi épi an vyé kalité pyé bwa pa sa pòté bon kalité fwi. 
MAT.7.19	Népòt pyé fwi ki pa ka pòté bon fwi, ou ka koupéʼy èk jétéʼy an difé. 
MAT.7.20	Sé menm mannyè-a ou kay konnèt sé fo pwòfèt-la pa sa yo ka fè.”
MAT.7.21	Jézi di, “Sé pa tout moun ki kwiyé mwen ‘Mèt, Mèt’ ki kay vini anba kondwit mwen, mé sé sèlman sa ki fè sa Papa mwen ki an syèl-la vléʼy fè. 
MAT.7.22	Lè jou jijman-an kay vini, an chay moun kay di mwen, ‘Mèt, Mèt, pa pouvwaʼw nou té di moun konmisyonʼw, pa pouvwaʼw nou té tiwé vyé lèspwi épi pa pouvwaʼw nou té fè an chay miwak,’ 
MAT.7.23	mé mwen kay di yo, ‘Mwen pa té janmen konnèt ou! Sòti douvan mwen, débann méchan!’
MAT.7.24	“Ében mwen ka diʼw, népòt moun ki tann sé pawòl sala mwen ka di la-a épi i obéyiʼy, i menm kon an nonm lèspwi ki fè kay li asou kayè. 
MAT.7.25	Épi lapli tonbé, lawivyè gwo, épi van-an vanté asou kay-la, mé kay-la pa tonbé paski i té fèt asou kayè. 
MAT.7.26	Épi népòt moun ki tann sé pawòl-la mwen ka di-a épi i pa obéyiʼy, i menm kon an nonm kouyon ki fè kay li asou sab. 
MAT.7.27	Épi lapli tonbé, lawivyè gwo, épi van-an vanté asou kay-la, épi kay-la tonbé épi an gwo dézòd!”
MAT.7.28	Lè Jézi fin di sé moun-an tout sé bagay sala, yo tout té sipwi pou yo té wè mannyè i té ka enstwi. 
MAT.7.29	I té ka enstwi kon moun ki ni dwa pou di moun ki sa pou yo fè, mé pa kon sé titja lwa sé Jwif-la.
MAT.8.1	Lè Jézi désann mòn-an, an gwan latilyé moun té ka swiv li. 
MAT.8.2	La té ni an nonm ki té malad an lapoʼy ki vini douvanʼy, épi i ajounou an pyéʼy épi i di, “Mèt, si ou vlé ou sa djéwi mwen.”
MAT.8.3	Jézi lonjé lanmenʼy épi i touché nonm-lan èk i di, “Wi, mwen vlé djéwiʼw,” épi menm lè-a i té djéwi. 
MAT.8.4	Jézi diʼy, “Gadé! Pa ay simen sa, mé alé épi kité pwèt-la ègzanminéʼw épi ofè sakwifis-la Moziz té di pou ofè-a pou tout moun sa wè ou djéwi vwé.”
MAT.8.5	Lè Jézi wivé an vil Kapènéyòm, an ofisyé militè Ronm vini mandéʼy soukou. 
MAT.8.6	I diʼy, “Mèt, sèvant mwen kouché lakay épi i pa sa lévé, i ka soufè an chay.”
MAT.8.7	Jézi diʼy, “Ében, annou! Mwen kay alé djéwiʼy.”
MAT.8.8	Mé i di, “Non, Mèt. Mwen pa vo pouʼw antwé andidan kay mwen. Annèk di pawòl-la, épi sèvant mwen kay djéwi.” 
MAT.8.9	I di Jézi, “Mwen menm tou ni nonm anho mwen épi mwen ni nonm ki anba mwen, épi mwen ka di sala, ‘Alé,’ épi i ka alé, épi mwen ka di lòt-la, ‘Vini,’ épi i ni pou vini, épi mwen ka di sèvant ki lakay mwen, ‘Fè sa,’ épi i ni pou fèʼy.”
MAT.8.10	Lè Jézi tann sa, i té sipwi an chay épi i di sé moun-an ki té ka swiv li-a, “Mwen ka di zòt pou vwé, anpami tout sé Jwif-la ki Izwayèl-la, mwen pa janmen jwenn pyèsonn ki ni lafwa kon nonm sala ki pa Jwif-la! 
MAT.8.11	Mwen ka asiwéʼw, lè lè-a kay vini pou Bondyé kondwi sé moun li-an, an chay moun ki pa Jwif kay sòti toupatou an latè-a épi yo kay asid épi Abrahanm, Ayzak épi Jakòb pou yo manjé an gwan fèsten Bondyé-a. 
MAT.8.12	Mé lè sé Jwif-la ki pa anba kondwit Bondyé kay vini, Bondyé kay jété yo dèwò an nwèsè, épi sa kay fè yo lapenn an chay, épi yo kay pléwé épi yo kay kwatjé dan yo.”
MAT.8.13	Jézi di ofisyé-a, “Paski ou kwè mwen sa djéwi sèvant ou-a si mwen annèk di pawòl-la, alé épi mwen kay fèʼy baʼw.” Épi sèvant-lan té djéwi menm lè Jézi di sa-a.
MAT.8.14	Lè Jézi antwé lakay Pita, i jwenn bèlmè Pita kouché malad épi an lafyèv. 
MAT.8.15	Jézi touché lanmenʼy, épi menm lè-a lafyèv-la kitéʼy, épi madanm-lan lévé épi i koumansé pwépawé manjé ba li.
MAT.8.16	Lè sòlèy kouché, yo mennen an chay moun ki té ni vyé lèspwi bay Jézi, épi i konmandé sé vyé lèspwi-a pou sòti andidan yo. Épi i djéwi tout moun ki té malad. 
MAT.8.17	I fè sa pou sa pwòfèt Izaya té di-a té vin fèt vwé, i té di, “I menm tiwé nou anba tout maladi nou épi i pòté yo alé.”
MAT.8.18	Lè Jézi wè tout sé moun sala oliwonʼy, i di sé disip li-a, “Annou alé lòt bò Lanmè Galili-a.” 
MAT.8.19	A menm lè-a an titja lwa sé Jwif-la vini douvan Jézi épi i di, “Mèt, mwen kay alé épiʼw népòt koté ou kay alé.”
MAT.8.20	Jézi diʼy, “Zannimo mawon ni koté pou yo wèsté, épi jibyé ki ka volé an lézè-a ni nich, mé Gason Lézòm-lan pa menm ni on koté pouʼy kouché épi pozé tèt li.”
MAT.8.21	An lòt disip Jézi di, “Mèt, mwen kay swiv ou, mé kité mwen alé ay téwé papa mwen avan.”
MAT.8.22	Mé Jézi diʼy, “Swiv mwen épi kité sé mò-a téwé mò yo.”
MAT.8.23	Jézi épi sé disip li-a pati abò an kannòt, 
MAT.8.24	épi san yo té ka èspéyé, an mové tan lévé paditan yo té asou lanmè-a, épi lanm koumansé kouvè kannòt-la. Paditan tout sa té ka fèt, Jézi menm té ka dòmi. 
MAT.8.25	Lè sé disip-la wè sa, yo lévé Jézi épi yo diʼy, “Mèt, sové nou! Nou ka néyé!”
MAT.8.26	Jézi di yo, “Pouki pou lafwa zòt fèb otan pou zòt pè kon sa?” Jézi lévé épi i konmandé van-an épi lanmè-a, épi menm lè-a mové tan-an doubout.
MAT.8.27	Lè sé disip-la wè sa, yo té sipwi an chay! Yo di, “Ki kalité nonm misyé yé? Jis lanmè-a épi van-an obéyiʼy!”
MAT.8.28	Lè Jézi wivé lòt bò Lanmè Galili-a, bò vil Gadara-a, i jwenn dé nonm ki té ka wèsté adan sé twou kayè-a koté sé jan vil-la té ka téwé sé moun mò-a. Sé nonm-lan té ni vyé lèspwi andidan yo épi yo té tèlman danjéwé, tout moun té pè pasé asou chimen sala. 
MAT.8.29	Kon yo wè Jézi, yo kwiyé byen fò, “Ou, Gason Bondyé, ki sa ou vin chaché dèyè nou? Ès ou vini pou ban nou pinisyon avan jou jijman-an wivé?”
MAT.8.30	Adan on distans té ni tibwen kochon ka manjé. 
MAT.8.31	Kon sa sé vyé lèspwi-a plédé épi Jézi, “Si ou kay tiwé nou andidan dé nonm sala, kité nou antwé andidan sé kochon-an.”
MAT.8.32	Jézi di yo, “Alé!” Épi sé vyé lèspwi-a antwé andidan sé kochon-an, épi tout sé kochon-an kouwi désann adan an kaskou épi yo tonbé an lanmè-a épi yo tout néyé.
MAT.8.33	Lè sé nonm-lan ki té ka otjipé kochon-an wè sa, yo mété kouwi an vil-la épi yo di tout moun sa ki wivé dé nonm-lan ki té ni vyé lèspwi andidan yo-a. 
MAT.8.34	Kon sa tout sé jan vil-la alé dèyè Jézi épi yo plédé épiʼy pou kité plas-la.
MAT.9.1	Jézi antwé andidan kannòt-la épi i viwé Kapènéyòm, vil-la koté i té ka wèsté-a. 
MAT.9.2	Déotwa nonm mennen an nonm ki enfim anlè an hanmak bay Jézi pouʼy djéwiʼy. Lè Jézi wè otan lafwa yo té ni, i di nonm-lan, “Pwan tjè, gason mwen! Mwen pawdonnen péchéʼw.”
MAT.9.3	Lè adan sé titja lwa sé Jwif-la tann sa, yo koumansé di bay yonn a lòt, “Nonm sala ka ensilté Bondyé!”
MAT.9.4	Mé Jézi té konnèt lidé yo épi i di, “Pouki zòt ka katjilé mové bagay kon sa? 
MAT.9.5	Kilès ki pli ézé pou di, ‘Mwen pawdonnen péchéʼw,’ ében ‘Lévé maché?’ 
MAT.9.6	Ében, mwen kay moutwé zòt mwen Gason Lézòm-lan ni pouvwa asou latè-a pou pawdonnen péché.” Èvèk i di nonm-lan, “Lévé, pwan hanmak ou épi alé lakay ou!”
MAT.9.7	Épi nonm-lan lévé épi i alé lakay li. 
MAT.9.8	Lè sé moun-an ki té la-a wè sa, yo té sipwi an chay épi yo glowifyé Bondyé.
MAT.9.9	Lè Jézi kité koté i té yé-a, i wè an nonm yo té ka kwiyé Mafyou ki té asid adan an ti òfis ka anmasé taks. Jézi diʼy, “Vin swiv mwen,” épi menm lè-a Mafyou lévé épi i swiv li.
MAT.9.10	Paditan Jézi té ka manjé lakay Mafyou, an chay moun ki té ka fè menm twavay èk Mafyou épi lézòt moun ki té ni vyé wépitasyon té vin manjé épi Jézi èk sé disip-la. 
MAT.9.11	Déotwa Fawizyen wè sa épi yo mandé sé disip Jézi-a, “Pouki mèt zòt ka manjé èk kalité sé moun sala?”
MAT.9.12	Lè Jézi tann sa, i di, “Moun ki an santé pa bizwen dòktè, mé moun ki malad bizwen an dòktè. 
MAT.9.13	Alé gadé sa ki ékwi an lévanjil-la lè Bondyé di, ‘Sé bonté mwen vlé zòt fè, pa sakwifis zannimo.’ Mwen pa vini an latè-a pou moun ki dwèt, mé pou sé péchè-a.”
MAT.9.14	Sé disip Jan Batis-la vini dèyè Jézi épi yo mandéʼy, “Ki mannyè nou épi sé Fawizyen-an ka wèsté san manjé sèten jou pou moutwé nou ka adowé Bondyé, mé sé disip ou-a pa janmen fèʼy?”
MAT.9.15	Jézi wéponn yo épi i di, “Ès ou kwè sé kanmawad misyé-a ki ka mayé-a ka an lapenn tout tan i la épi yo? Mé non! Jou-a kay vini lè moun kay pwan misyé-a ki ka mayé-a anpami yo, sé lè sala yo kay wèsté san manjé paski yo kay an lapenn.”
MAT.9.16	Jézi di yo an pawabòl ankò, i di, “Pyèsonn pa ka pyèsté an vyé had épi an pyès nèf. Paski lè ou mété an pyès nèf anlè an vyé had épi ou lavé had sala, pyès nèf-la kay étwési épi i kay déchiwé had-la, épi la kay ni an pli gwo twou pasé i té ni.
MAT.9.17	“Ni ou pa ka pwan diven ou fin fè épi météʼy adan an vyé boutèy. Si ou fè sa, diven-an kay pété vyé boutèy-la, épi tout diven-an kay koulé atè, épi ou kay pèd ni boutèy-la ni diven-an. Mé si ou météʼy adan an boutèy ki nèf menm kon diven-an, ni boutèy-la ni diven-an kay pwézèvé.”
MAT.9.18	Paditan Jézi té ka di yo sa, an ofisyé Jwif vini épi i ajounou douvanʼy. I di, “Mèt, ti fi mwen-an mò atjwèlman-an la. Vini pouʼw sa mété lanmenʼw anlèʼy, épi i kay viwé viv ankò.” 
MAT.9.19	Kon sa Jézi épi sé disip li-a lévé épi yo pati épi nonm-lan.
MAT.9.20	Menm lè-a an madanm ki té ka pèd san pou douz lanné vini pa dèyè Jézi épi i touché bout had li. 
MAT.9.21	Madanm-lan té di bay kòʼy, “Si mwen té kay sa touché bout had li sèlman, mwen té kay djéwi.”
MAT.9.22	Jézi tounen épi i wè madanm-lan. I diʼy, “Pwan tjè, ich mwen! Lafwaʼw ja djéwiʼw!” Épi madanm-lan djéwi menm lè-a.
MAT.9.23	Lè Jézi mouté lakay ofisyé Jwif-la, i wè sé mizisyen-an ki vini pou lètèman-an épi tout sé moun-an la ka fè dézòd. 
MAT.9.24	I di, “Tout moun, alé dèwò paski ti manmay-la pa mò, dòmi i ka dòmi!” Lè i di yo sa, yo koumansé pwanʼy sèvi widitjil. 
MAT.9.25	Apwé yo mété tout sé moun-an dèwò, Jézi antwé an chanm-lan koté ti fi-a té yé-a épi i tjenbé lanmenʼy, épi ti fi-a lévé. 
MAT.9.26	Épi nouvèl-la simen toupatou an plas-la.
MAT.9.27	Kon Jézi té ka kité plas-la koté i té yé-a, dé nonm avèg swiv li épi yo koumansé hélé. Yo di, “Jézi, désandan Wa David, ni konpasyon asou nou!”
MAT.9.28	Lè Jézi antwé an kay-la, yo vini dèyèʼy. Jézi di yo, “Ès zòt kwè mwen sa djéwi zòt?”
MAT.9.28	Yo di, “Wi, Mèt.”
MAT.9.29	Lè sala Jézi touché zyé yo épi i di, “Sa zòt kwè-a mwen kay fèʼy bay zòt vwé,” 
MAT.9.30	épi menm lè-a yo vin wè klè. Jézi vèti yo byen sèwyé, i di, “Pa alé di pyèsonn sa.” 
MAT.9.31	Mé yo alé épi yo simen sa toupatou an plas-la.
MAT.9.32	Paditan dé nonm-lan ki té avèg-la té ka alé, déotwa moun mennen an nonm ki té moumou pa an vyé lèspwi bay Jézi. 
MAT.9.33	Menm kon Jézi tiwé vyé lèspwi-a, nonm-lan koumansé palé. Tout moun té sipwi épi yo di, “Nou pʼòkò janmen wè anyen fèt kon sa an Izwayèl!”
MAT.9.34	Mé sé Fawizyen-an di, “Chèf sé vyé lèspwi-a ki ka ba li pouvwa pou tiwé vyé lèspwi.”
MAT.9.35	Jézi pasé an tout sé vil-la épi an sé ti vilaj-la ki an Galili-a. I té ka enstwi an sé légliz sé Jwif-la épi i té ka pwéché Bon Nouvèl-la bay sé moun-an konsèné mannyè Bondyé ka kondwi, épi i djéwi moun ki té ni tout sòt kalité maladi. 
MAT.9.36	Lè Jézi wè tout sé moun sala, tjèʼy fèʼy mal pou yo paski yo té an twaka épi yo pa té ni pyèsonn pou édé yo. Yo té menm kon mouton ki pa ni gadyenn. 
MAT.9.37	I di sé disip li-a, “Sé moun sala menm kon gwenn ki ja pawé pou anmasé, mé la ni byen pé twavayè pou sa anmasé sé gwenn sala. 
MAT.9.38	Pwédyé bay Bondyé, mèt jaden-an, pouʼy sa voyé twavayè pou anmasé sé gwenn sala.”
MAT.10.1	Jézi kwiyé douz disip li-a ansanm épi i ba yo pouvwa pou tiwé vyé lèspwi épi pou djéwi tout kalité maladi.
MAT.10.2	Mi sé non sé douz zapòt-la: Pwèmyé-a sé Simon yo té ka kwiyé Pita, épi fwèʼy Androu. La té ni Jémz épi fwèʼy Jan, dé gason Zèbèdi-a. 
MAT.10.3	La té ni Filip épi Batolonmi, Tonmas épi Mafyou, nonm-lan ki té ka anmasé taks-la. La té ni Jémz, gason Alfiyòs-la, épi Tadiyòs. 
MAT.10.4	La té ni Simon, an manm an patizan Zèlòt-la, épi la té ni Jida Iskariyòt ki té kay twayi Jézi.
MAT.10.5	Jézi voyé sé douz nonm sala alé, mé avan yo alé i konmandé yo, “Pa alé adan pyès sé vil sé moun-an ki pa Jwif-la ni an sé vil Sanmariya-a, 
MAT.10.6	mé alé pito anpami sé jan Izwayèl-la ki ja kité Bondyé-a, ki menm kon mouton ki pèd mèt yo. 
MAT.10.7	Ay pwéché ba yo épi di yo, ‘Bondyé ka vini touswit pou kondwi.’ ”
MAT.10.8	Jézi di yo, “Djéwi moun ki malad, wésisité moun mò, djéwi moun ki ni maladi lapo, épi tiwé vyé lèspwi andidan moun. Ou ja wisivwè pouvwa sala pou anyen, kon sa alé fè sé bagay sala bay moun san péyiman. 
MAT.10.9	Lè ou ka alé, pa alé épi pyès lajan an pòch ou. 
MAT.10.10	Pa mennen on sak ki ni manjé pouʼw manjé, ni lòt chimiz ében soulyé, ében on baton, paski sé moun-an ou kay alé édé-a sipozé baʼw tout sa ou bizwen.
MAT.10.11	“Lè ou wivé adan on vil ében on vilaj, gadé pou an bon moun ki kay kontan pouʼw sa wèsté lakay li, épi wèsté épiʼy pou jis lè ou pawé pou alé. 
MAT.10.12	Lè ou antwé adan an kay, di, ‘Bennédiksyon Bondyé anlè jan kay sala.’ 
MAT.10.13	Si sé moun-an ki an kay-la kontan pouʼw sa wèsté andidan kay sala, bennédiksyon-an kay wèsté an kay-la. Mé si yo pa vléʼw wèsté an kay-la, bennédiksyon-an kay witounen épiʼw. 
MAT.10.14	Si moun adan on kay ében adan on vil pa vlé wisivwèʼw, ni kouté sa ou ni pou di yo, soukwé lapousyè pyéʼw épi alé, pou moutwé yo ja péché paski yo wifizé koutéʼw. 
MAT.10.15	Épi mwen ka asiwéʼw, jou jijman-an Bondyé kay pini sé moun sala pli mové pasé sé moun Sòdonm épi Gomòra-a.”
MAT.10.16	Jézi di sé disip li-a, “Kouté, mwen ka voyéʼw menm kon mouton anpami chyen mawon. Ou sipozé malis menm kon an sèpan, épi dous kon an toutwèl. 
MAT.10.17	Mé pwan pokosyon! La kay ni nonm ki kay awétéʼw épi yo kay mennenʼw lodyans épi yo kay bat ou èk fwèt an sé légliz sé Jwif-la. 
MAT.10.18	Pou lapéti mwen moun kay tjenbéʼw épi kay mennenʼw lodyans douvan gouvènè épi wa, épi sa kay baʼw an chans pou di yo épi nasyon yo Bon Nouvèl-la. 
MAT.10.19	Lè yo mennenʼw lodyans, pa katjilé ki sa pouʼw di, ni ki mannyè pouʼw diʼy, mé lè lè-a wivé, Bondyé kay diʼw ki sa pou di, 
MAT.10.20	paski sé pawòl-la ou kay palé-a sé pa sa ou, mé sé Lèspwi Bondyé ki kay baʼw pawòl-la pou palé-a.
MAT.10.21	“Fwè kay twayi fwè yo épi fè yo kondanné yo pou lanmò. Papa kay fè ich yo menm bagay-la, épi ich kay tounen kont manman épi papa, épi fè yo kondanné yo pou lanmò. 
MAT.10.22	Tout moun kay hayiʼw pou lapéti mwen, mé Bondyé kay sové tout moun ki tjenbé fò pou jis an bout-la. 
MAT.10.23	Lè yo pèsikitéʼw adan an vil, kouwi adan an lòt. Mwen ka asiwéʼw, ou pa kay ni tan pasé adan tout vil ki an péyi Izwayèl avan Gason Lézòm-lan vini.
MAT.10.24	“An titja pli enpòtan pasé moun-an i ka enstwi-a, épi mèt-la pli enpòtan pasé sèvant li. 
MAT.10.25	Moun-an titja-a ka enstwi-a sipozé vini menm kon titjaʼy, épi sèvant-lan sipozé vini menm kon mèt li. Si yo ka kwiyé mwen ki mèt kay-la vyé non kon Bèlzibòb, yo kay kwiyé zòt, sé jan kay-la, pli mové non pasé sa.
MAT.10.26	“Ou pa ni pou pè lèlmiʼw, paski tan-an ka vini lè tout bagay moun té fè an sigwé kay pawèt aklè pou tout moun wèʼy. 
MAT.10.27	Sa mwen ka diʼw an sigwé, sé pouʼw wépétéʼy an piblik, épi sa mwen ja diʼw an séwan, sé pouʼw mouté asou tèt kay-la épi héléʼy fò. 
MAT.10.28	Pa pè sé moun-an ki sa tjwé kò-a mé ki pa sa tjwé lam-lan. Pè Bondyé pito ki sa détwi ni lam-lan épi kò-a an lanfè. 
MAT.10.29	Ès dé ti jibyé pa ka vann pou dé sou? Épi pa menm yonn an sé ti jibyé sala ki ka tonbé atè si Papaʼw Bondyé pa vlé sa fèt. 
MAT.10.30	Mé Bondyé jis konnèt konmen bwanch chivé ki an tèt ou. 
MAT.10.31	Kon sa pa pè! Ou ni pli valè pasé an chay jibyé!
MAT.10.32	“Si an moun di an piblik i sé disip mwen, mwen kay di menm bagay-la ba li douvan Papa mwen ki an syèl. 
MAT.10.33	Mé si an moun widjèkté mwen an piblik, mwen kay widjèktéʼy menm mannyè-a douvan Papa mwen ki an syèl.
MAT.10.34	“Pa kwè mwen vini pou mennen lapé an latè-a. Non, mwen pa vini pou mennen lapé, mé mwen vini pou mennen divizyon. 
MAT.10.35	Mwen vini pou fè gason tounen kont papa yo, fi tounen kont manman yo, épi bèlfi tounen kont bèlmè yo. 
MAT.10.36	Sé jan kay an nonm ki kay pli mové lèlmiʼy.
MAT.10.37	“Népòt moun ki enmen papaʼy ében manmanʼy plis pasé mwen pa vo pou sé disip mwen, épi népòt moun ki enmen fiʼy ében gasonʼy plis pasé mwen pa vo pou sé disip mwen. 
MAT.10.38	Moun-an ki pa pwan kwaʼy èk swiv mwen-an pa vo pou disip mwen. 
