MAT.1.1	Ɛnjɔ́ɔ cɛ ɔbɔ́ta ú *Yésus *Kilís, *Ɔɔ́nɔ́ u Táfit, a wáŋa ɔɔ́nɔ́ u *Abɛ́laham : 
MAT.5.11	Énu menyi anyía nua nɔ́ŋa na bɔmbányɛ ekúlú ayɛ́ baacɔ ŋa bɔ́ banɔ́ ɔ́ɔ́mbɔ́na, bá banɔ́ tékeseke, bá banɔ́ kɔɔnakɛna anamánamá cá bɛɛbɛ́ bɛ́ bɛsana ekime anyía nu ŋa nɔ́ mɛ lɔ́kɔ́mɛ́na. 
MAT.5.12	Énu bílénéke buéŋí, nu bínéke, anyía Bandɔ́mɛsɛ́ káá banɔ́ námaka buéŋí ɔ Ɔmuaná. Yááŋa anyíaʼo, híáná bé ŋe tékéséke tɔ́na *behémúnyi bɛsana bá Bandɔ́mɛsɛ́ a bá ŋa bɔ́ cáŋa ɔ bá eé buúse na banɔ́. »
MAT.5.13	« Banɔ́, nua nɔ́ŋa makɛ́lɛ́ ma ɔmɛsɛ́ ooci ;
MAT.5.14	Banɔ́, nua nɔ́ŋa eese yɛ́ ɔmɛsɛ́. Bálɛ́ka a cɛáŋa ɛfalɛ́fákánɔ́ a nɔkɔndɔ ɔ ɔmuaná tɛ a bá cɛ ɔbɛ́námba. 
MAT.5.15	Bá náŋa bá tɛ á cia *lámba anyía bé ciíci húé a alɔŋgá noómi. Mbá bá ŋaá cia lámba anyía bé ciíci háya a búáyɛ́ bɔtálɛ́ná, anyía baacɔ bekime a bá bɔ́ŋa eé ciíbe ábɔ́ bɛ́lɛ́cákɛna. 
MAT.5.16	Híáná nyíánɔ́ nyɛbɛ́kɛ́lɛ́na á nyɛmána nyɛ́ ɔnɔmaka eé buúse bɔ́ baacɔ, ananyía bábɔ́ lɛ́cáka bɔmbányɛ abɔ́ nú ŋa nɔ́ kɛ́la, mbá bé búle iínjie cianɔ́ Síkíne cɛ Ɔmuaná nuúmi. »
MAT.5.17	« Nuti bíkétíki a bíánɔ́ bɛɛtɔ́ anyía ɛ ŋaá mɛ faáya ɔ ɔmɛsɛ́ ooci ɔ ɔkɔɔ́waáŋíaka ne *bikotí bí *Moyís ne eékúnyi cé *behémúnyi bɛsana bá Bandɔ́mɛsɛ́.
MAT.5.18	Ɛ ŋaá mɛ banɔ́ laana aá taaká anyía ciɔɔ́ŋɛ́ ɛ́mɔtɛ́ ci bikotí tí ké bínyímísi, ta hɛnyɛ́mányɛ́má, ekúlú ekime ayɛ́ na ɔmɛsɛ́ na ɛŋɔ́lɔ́muaná káá bámɔ́kɔ́na, ɔ ɔkɔɔ́háma a nyɛmana nyɛ́ bɛnyɛ́ma bikime. 
MAT.5.19	Yaátɛ́ asana, ɔɔcɔ okime ewú é kíne ɔlátɛ́na hikotíkótí e bikotí, mbá u éékúnyíki tɔ́na bɔsɔ́ɔ́kɔ́ okine ɔlátɛ́na káá bá hɛcɔɔ́cɔ́ ɔ ɔmbana ú baacɔ abá Bandɔ́mɛsɛ́ ŋe téŋínyi. Mbá ɔɔcɔ ewú é lumitine ɔlátɛ́na hikotíkótí e bikotí, mbá u eékúnyíki bɔsɔ́ɔ́kɔ́ o hiíhi látɛ́na káá bá yaandándá yɛ́ ɔɔcɔ ɔ ɔmbana ú baacɔ abá Bandɔ́mɛsɛ́ ŋe téŋínyi. 
MAT.5.20	Yááŋa anyía ɛ ŋaá mɛ banɔ́ láana ɛsɛ́ : Mbɔ́kɔ nu ti ŋé nú bíínjie ɔ ɔlátɛ́na bɛsana abɛ́ Bandɔ́mɛsɛ́ ŋeé léne anyía bá látákɛ́na ɔ ɔhɔla ne *beékúnyi bikotí na *Bafalisiɛ́ŋ, nu tɛ anɔ́ bá bá ɔbámɔ́kɔ́na ɔ ɔmbana ú baacɔ abá Bandɔ́mɛsɛ́ ŋe téŋínyi.
MAT.5.21	Nu ŋa nɔ́ lɔ́kɔ́máká háyɛ bá ŋaá láákɛ́na cíísú sɔ́kɔ́nɔ́ báyɛ : “Atɛ ɔ́ɔ́nɔ ɔɔcɔ ; bá ŋa nyɛmána bé okélísíki ɔɔcɔ okime awɔ́ ɔ́ yɔ́ɔ́nɔ sɔ́ɔ́kɔ́.”
MAT.5.22	Mbá yaŋɔ́, ɛ ŋaá mɛ banɔ́ laana ɛsɛ́ : Bé kéé kélísíki ɔɔcɔ okime ewú ó lóbísíkínyi uuyé onyíinyí ; okime awɔ́ ɔ́ yɔɔ́mbɔ́na uuyé onyíinyí anyía yaála yɛ́ bɔkɔ
MAT.5.23	Ɛ́ɛhɛ́ mbɔ́kɔ ɔ ŋɔɔ́ cɔba o okonyémi Bandɔ́mɛsɛ́ ne nyiínjie e nyiluli nyiínjie, mbá á bɛ́táá ɔɔ́wɔ ɔ ɔtɛ́má anyía ɔnɔ́ɔnyia áŋa ne nyiitíé na kuɔŋɔ́, 
MAT.5.24	cáŋa nyɛ́ána nyíɔ́wɔ nyiínjie aáhá eé buúse bú nyiluli nyiínjie, ká ká lɔ́kɔ́mána na ɔnɔ́ɔnyia. E elime eécí, á ka hálɔ́mɔ́na o okonyémi Bandɔ́mɛsɛ́ na nyiɔ́wɔ nyiínjie.
MAT.5.25	Mbɔ́kɔ ɔɔcɔ ŋa yáamba ɔ kuɔŋɔ́ sɔ́mɛ́na né mukélísi bɛsana, ekúlú eyí nú ŋe nú súéte ne wuúci hɔ́á, aambáka ohónyí okime anyía nuánɔ́ lɔ́kɔ́mána ne wuúci o ohónyí anyía wáŋa wu ɔ kuɔŋɔ́ túé né mukélísi bɛsana, mukélísi bɛsana yɔ́ kuɔŋɔ́ tɔ́ma né mutéŋínyi ciíbe cɛ ɛcaná, mutéŋínyi eémú yɔ́ kuɔŋɔ́ óofinyi eé ciíbe cɛ ɛcaná. 
MAT.5.26	Ɛ ŋɔ mɛ́ ɔ laana aá taaká anyía ɔ tɛ kɔ́ɔ́ háma aáhá ta buɔ́sɛ́, kuɔŋɔ́ tɛ́ka na ɔmana ɔtua buɔ́wɔ buhíné bukimekime. »
MAT.5.27	« Nu ŋa nɔ́ lɔ́kɔ́máká háyɛ bá ŋaá kɔɔ́náka báyɛ : “Atɛ kandáka tusɔmɔ.”
MAT.5.28	Mbá yaŋɔ́, ɛ ŋaá mɛ banɔ́ láana ɛsɛ́ : Ɔɔcɔ okime awɔ́ á lɛca oónjú, oónjú oócí wuúci hámɔ́kɔ́na ɔ ɔtɛ́má, wa yáaŋa ɔkandákánɔ́ hɛsɔmɔ e úúyé ɔtɛ́má noómi ne oónjú oócí. 
MAT.5.29	Mbɔ́kɔ a asana na nyíɔ́wɔ nyiíse ɔ naŋa oó kúfétékéne o olumitinine, nyiínyi tasá, é nyiínyi oombóko haaca na kuɔŋɔ́. Yááŋa ambányɛ nɔ́ɔ́wɔ anyía búɔ́wɔ bɔláŋá bɔ́ cɛɛ́tɔ é nyíme ɔ ɔhɔla anyía bɔ́ yɔ́ɔ waahɛ́na kuɔŋɔ́ okimekime a nɔɔfia nú oocó. 
MAT.5.30	Mbɔ́kɔ a asana ne úúwu ɔɔbɔ́ ú manɔ́mɛ ɔ naŋa oó kúfétékéne o olumitinine, wuúci sɔ́mbá, é wuúci oombóko haaca na kuɔŋɔ́. Yááŋa ambányɛ nɔ́ɔ́wɔ anyía buɔ́wɔ bɔláŋá bɔ́ cɛɛ́tɔ búmɔtɛ́ é nyímé na anyía ɔ́ɔ cɔba kuɔŋɔ́ okimekime a nɔɔfia nú oocó.
MAT.5.31	Nu ŋa nɔ́ lɔ́kɔ́máká tɔ́na háyɛ bá ŋaá kɔɔ́náka báyɛ : “Ɔnɔ́mɔcɔ́ okime ewú é kíne uuyé oónyí ŋá nyɛmána wu o wuúci iínjie nufule nɔ́ ɔwaálɔ́na nyɛtɔ́nɔ́.”
MAT.5.32	Mbá yaŋɔ́, ɛ ŋa mɛ́ banɔ́ laana ɛsɛ́ : Ɔnɔ́mɔcɔ́ é kíne oónyí yiíyi anyía u tɛ ɔ́mɔ́ kanda hɛsɔmɔ, u ŋaá tɔ́ma oónyí oócí ɔ ɔkandaka tusɔmɔ. Mbá, mbɔ́kɔ ɔnɔ́mɔcɔ́ á bátɛ́na oónjú awɔ́ ɔnɔ́mɛ me kíne, ú ma kandaka tɔ́na hɛsɔmɔ.
MAT.5.33	Nu ŋa nɔ́ lɔ́kɔ́máká tɔ́na háyɛ bá ŋa láákɛ́na babaabá báyɛ : “Atɛ súátɛ́na nyiínyi nyɛ́ Bandɔ́mɛsɛ́ etémbí ne etémbí mbá, nyióyísíkínyi bɛsana bikime abɛ́ ɔ ŋɔɔ́ bɛ́tána eé buúse bú Otéŋí a Waáŋá anyía ɔ ŋɔɔ́ kɛláka.”
MAT.5.34	Mbá yaŋɔ́, ɛ ŋa mɛ́ banɔ́ laana ɛsɛ́ : Atɛ súátɛ́na buúse bukime, te eé nyiínyi nyɛ́ Ɔmuaná, wáŋa nɔkɔná nɔ́ Bandɔ́mɛsɛ́ ; 
MAT.5.35	te eé nyiínyi nyɛ́ ɔmɛsɛ́, wáŋa bɔtálɛ́ná bɔ́ akɔlɔ́ bɔ́ Bandɔ́mɛsɛ́ ; te eé nyiínyi nyí Yelúsalɛm, cɛáŋa bálɛ́ka ci Otéŋí a Waáŋá. 
MAT.5.36	Atɛ súátɛ́na ta ɔɔ́wɔ a aatɔ́, yááŋa anyía ɔ tɛ ɔ́ bá wu ɔkɛla anyía núɔ́wɔ nuhúnyi nɔ́ aatɔ́, ta hú númɔtɛ́, á halɔ́mɔ́na nufúlúndúndúé ta anyía nufiítíti. 
MAT.5.37	Mbá ekúlú ekime ayɛ́ ɔ ŋɔɔ́ táŋa, ciɔwɔ “Ɛ́ɛ” á bámɔ́kɔ́na “Ɛ́ɛ” ; ciɔwɔ “Eéʼeé” á bámɔ́kɔ́na “Eéʼeé”. Bɛsana bí etémbí abɛ́ ɔ ŋɔɔ́ látɛnɛna ŋeé húle ná Sátan.
MAT.5.38	Nu ŋa nɔ́ lɔ́kɔ́máká háyɛ bá ŋaá kɔɔ́náka anyía : “Ɔ́ɔ tasá sɔ́ɔ́kɔ́ nyiíse, bɔ́ kuɔŋɔ́ tasá tɔ́na nyiíse ; ɔ́ɔ báŋá sɔ́ɔ́kɔ́ nyiínyi, bɔ́ kuɔŋɔ́ báŋa tɔ́na nyiínyi.”
MAT.5.39	Mbá yaŋɔ́, ɛ ŋa mɛ́ banɔ́ láana ɛsɛ́ : Nuti bífúné ɔɔcɔ awɔ́ á banɔ́ kɛla asana a yaabɛ́. Ɔɔcɔ ɔ́ yɔ́ɔ waátɛ́na ɔbɛ́lɛ́ a nyɛtáma, nyɛána wɔ́ yɔ́ɔ ɔwaátɛ́na tɔ́na ɔbɛ́lɛ́ e eenyi a nyɛ́mɔtɛ́. 
MAT.5.40	Mbɔ́kɔ ɔɔcɔ ŋɔ́ yɔ́ɔ sɔ́mɛ́na anyía wɔ́ hɔɔ́ yɔ́ɔ́wɔ aháŋá namuaná, wuúci nyɛánɛ́na tɔ́na búɔ́wɔ bɔlaka bú nyiike. 
MAT.5.41	Ɔɔcɔ ó yóo weékínyi ɔkandaka kilomɛ́ta ɛ́mɔtɛ́, lumítíne ɔkanda te kilomɛ́ta ífendí ɔlɔŋɔ ne wuúci.
MAT.5.42	Ɔɔcɔ ɔ́ yɔ́ɔ kɔŋɛ́na bɔkɔ, wuúci íínjíé ; wɔ́ yɔ́ɔ batá bɔkɔ bú o wuúci foli, eti wuúci oómóko.
MAT.5.43	Nu ŋa nɔ́ lɔ́kɔ́máká háyɛ bá ŋaá kɔɔ́náka anyía : “Lénéke ciɔwɔ sɔ́ɔ́kɔ́ mbá, e liŋékíne muɔwɔ muliŋine.”
MAT.5.44	Mbá yaŋɔ́, ɛ ŋa mɛ́ banɔ́ láana ɛsɛ́ : Énu lénéke tɔ́na báánɔ́ beliŋine, [ánɔ sayábákɛ́na baacɔ a bá ŋa bɔ́ banɔ́ iínjie iŋiné ; ánɔ kɛláka bɔmbányɛ a baacɔ a bá ŋa bɔ́ banɔ́ líŋine ;] ánɔ bɛ́cɔ́kɔ́lɔ́kɛ́na Bandɔ́mɛsɛ́ a asana yɛ́ baacɔ a bá ŋa bɔ́ banɔ́ tékese, anyía wé beébe boosíki. 
MAT.5.45	Aáná nu ká nɔ́ bámɔ́kɔ́nɛ́na baáná bá cianɔ́ Síkíne cɛ Ɔmuaná. Wuúci u ŋe númisinyi baacɔ bekime úúyé ɔɔ́cɔ́, na a baŋána na a bɛmbányɛ bɛ́ baacɔ ; u neesikinyi tɔ́na tɔbɔ́lá a baacɔ bekime : Ta bɛtálɛ́mánánɔ́ bɛ́ baacɔ, te eebe a bá tɛ ábɔ́ bá batálɛ́mánánɔ́. 
MAT.5.46	Yááŋa anyía mbɔ́kɔ nu ŋe nú léne hú baacɔ a bá ŋa bɔ́ banɔ́ léne, bɛnamá bɛ́yaátɛ́ nu ŋa nɔ́ tata e ? Te *betúé etéési ŋa bɔ́ kɛ́la híáná. 
MAT.5.47	Mbɔ́kɔ nu ŋe nú téŋí hú báánɔ́ benyíinyí, aátɛ́ e yekenyí nu ŋa nɔ́ kɛla e ? Te be-ti-menyí Bandɔ́mɛsɛ́ ŋa bɔ́ kɛla híáná.
MAT.5.48	Ánɔ bámɔ́kɔ́nɛ́na aná tɛ́ka na hɛkɔma, háyɛ cianɔ́ Síkíne cɛ Ɔmuaná áŋa tɛ́ka na hɛkɔma. »
MAT.6.1	« Énu bíkékényíki anyía buólí abɔ́ nu ŋa nɔ́ nyíɔnɔ Bandɔ́mɛsɛ́ tɛ bámɔ́kɔ́nɛ́na háyɛ obítóŋínyi e eése cá baacɔ. 
MAT.6.2	Ekúlú eyí o ŋoó wiínjie ɔsɔ́kásɔ́ka bɔkɔ o o wuúci ɔɔ́lɛ́ta, atɛ cáŋa súbéke hikóló i iŋetí cɛ baacɔ bá tɔbɛ́mbɛ túfendí anyía baacɔ bekime é menyí. Bá náŋa bábɔ́ kɛ́laka aáná na a *bɛndaŋía bɛ́ ɔbɛ́cɔ́kɔ́lɛ́na bí *Besuif noómi ne i ihényí anyía baacɔ é beébe íínjíékíne nuúmi. Ɛ ŋa mɛ́ banɔ́ láana aá taaká ɛsɛ́, bíábɔ́ bɛnamá eébí bé ŋe bú híite aáná. 
MAT.6.3	Mbá kuɔŋɔ́, ekúlú ekime eyí o ŋoó wiínjie basɔ́kásɔ́ka bɛnyɛ́ma, úúwe ɔɔbɔ́ ú meényi tɛ ɔ́mɔ́ nyɛ́mana wú omenyi bɔkɔ abɔ́ ɔɔbɔ́ ú manɔ́mɛ á kɛla.
MAT.6.4	Aáná nyíɔ́wɔ nyiínjie káá bá a nyɛnamba noómi ; ciɔwɔ Síkíne yɔ́ kuɔŋɔ́ námaka, anyía u ŋa lɛca aátɛ́ ɔ ŋɔɔ́ kɛla a nyɛnamba noómi. »
MAT.6.5	« Ekúlú ekime ayɛ́ nu ŋa nɔ́ bɛ́cɔ́kɔ́lɛ́na, nɔtɛ hɔ́áka baacɔ bá tɔbɛ́mbɛ túfendí, beébe bá naŋa bébú lénéke ɔbɛ́cɔ́kɔ́lɛ́na Bandɔ́mɛsɛ́ ɛndánáka na a *bɛndaŋía bɛ́ ɔbɛ́cɔ́kɔ́lɛ́na bí *Besuif na a maabána me ihényí anyía baacɔ é beébe lɛcáka. Ɛ ŋa mɛ́ banɔ́ láana aá taaká anyía bíábɔ́ bɛnamá eébí bé ŋe bú híite aáná. 
MAT.6.6	Mbá ekúlú ekime ayɛ́ kuɔŋɔ́ ɔ ŋɔɔ́ waamba ɔbɛ́cɔ́kɔ́lɛ́na Bandɔ́mɛsɛ́, oofíne oówo e ekéti yí ciíbe yɛ́ ɔfianaka, simíne ehenyi ; mbá á bɛ́cɔ́kɔ́lɔ́kɛ́na ciɔwɔ Síkíne aá haála eéhé a hááŋa a nyɛnamba noómi. Aáná wuúci u kɔ́ yɔ́ɔ namaka, anyía u ŋa lɛca aátɛ́ ɔ ŋɔɔ́ kɛla a nyɛnamba noómi.
MAT.6.7	Ekúlú ekime ayɛ́ nú ŋa nɔ́ bɛ́cɔ́kɔ́lɛ́na Bandɔ́mɛsɛ́, nɔtɛ hɔláka ɔhálɔ́mɔ́nɛ́na mehúnyi meéŋí a má tɛ ŋɔ́ yɔ́ɔ́lɔ, i iŋetí ecí be-ti-menyí Bandɔ́mɛsɛ́ naŋa bábɔ́ kɛ́laka. Bé ŋe bú bíkéti anyía ɔkɔɔnaka mehúnyi meéŋí, eé wuúci Bandɔ́mɛsɛ́ ŋa bɛ́káma úúbú ɔbɛ́cɔ́kɔ́lɛ́na. 
MAT.6.8	Nuti beébe ketíkínyínyi ; yááŋa anyía, cianɔ́ Síkíne a yáaŋa o omenyi aátɛ́ yɛ́ ŋaá banɔ́ bɛ́ámbɛ́na ɛ́cɛ nú ti ŋe nú wuúci batá ta bɔkɔ. 
MAT.6.9	Aana nuánɔ́ nyɛmána nú o búle bɛ́cɔ́kɔ́lɛ́na Bandɔ́mɛsɛ́ :
MAT.6.9	Ciasɔ́ Síkíne cɛ Ɔmuaná,
MAT.6.9	nyiɔ́wɔ nyiínyi á bá nyifúúménénú ;
MAT.6.10	búɔ́wɔ Butéŋí á faáya,
MAT.6.10	bɛsana ebí o ŋoó léne á bɛ́kɛ́láka aaha ɔ ɔmɛsɛ́ háyɛ ɔ Ɔmuaná.
MAT.6.11	Basɔ́ íínjíé hɛ́nánɔ bɛnyɛ́ma bɛ́ ɔnyíá a bɛ́ á basɔ́ nyɛmána.
MAT.6.12	Basɔ́ nyɛanɛ́nɛ́na máásɔ́ maabɛ́, háyɛ basɔ́ bɛ́muátá tu naŋa tuasɔ́ nyɛ́ánakɛnɛna tɔ́na baacɔ a bá ŋa bɔ́ basɔ́ kɛla bɔɔbɛ́.
MAT.6.13	Eti lumitine anyía tuásɔ́ kuakɔ́na a mɔɔ́kɛ́tánána noómi, mbá ɔ́ basɔ́ haŋɔ́náka ná aabɛ́ yɛ́ ɔɔcɔ.
MAT.6.13	Yááŋa anyía ne butéŋí, na makɛ́nda, ne eese bɛ́áŋa bíɔ́wɔ bikúlú bikime.
MAT.6.13	Híáná yááŋa.
MAT.6.14	Yááŋa anyíaʼo, mbɔ́kɔ nu ŋa nɔ́ nyɛ́ánɛnɛna bɔsɔ́ɔ́kɔ́ maabɛ́ amá bá ŋá bɔ́ banɔ́ kɛ́la, cianɔ́ Síkíne cɛ Ɔmuaná káá banɔ́ nyɛ́ánakɛnɛna tɔ́na máánɔ́ maabɛ́. 
MAT.6.15	Mbá, mbɔ́kɔ banɔ́ nu tɛ ŋá nɔ́ nyɛ́ánɛnɛna bɔsɔ́ɔ́kɔ́, cianɔ́ Síkíne cɛ Ɔmuaná tɛ káá banɔ́ nyɛ́ánɛnɛna tɔ́na. »
MAT.6.16	« Ekúlú ekime eyí nú ŋe nú bíkíilie ɔnyíá, nuti sulúbúéke i iŋetí cɛ baacɔ bá tɔbɛ́mbɛ túfendí ; bé ŋe bú súŋe meése anyía bébú tóŋgínyi bɔmbányɛ baacɔ anyía bé me bú bíkíilieke ɔnyíá. Aá taaká ɛ ŋa mɛ́ banɔ́ laana anyía bíábɔ́ bɛnamá eébí bé ŋe bú hiíte aáná. 
MAT.6.17	Mbá kuɔŋɔ́, ekúlú ekime eyí o ŋoó bíkíilie ɔnyíá, bɛ́súáka buúse, mbá e bífééfíki ɔsɔŋɔ yí enumbé ; 
MAT.6.18	anyía mbá eti tóŋínyi baacɔ anyía ó moó bíkíilie ɔnyíá. Aáná o kóó tóŋínyi hú ná ciɔwɔ Síkíne a wáŋa a nyɛnamba noómi ; wuúci u kɔ́ yɔ́ɔ namaka, anyía u ŋa lɛca aátɛ́ ɔ ŋɔɔ́ kɛla a nyɛnamba noómi. »
MAT.6.19	« Nɔtɛ bátɛ́ákɛ́na búánɔ́ bɔnɔ́mɛ aaha ɔ ɔmɛsɛ́ ooci, haála ehé ne tufike na nyɛnyía áŋa bí o buúbu caŋgɛna ; ta anyía haála ehé beébi á bɔ́ŋa bá ɔkataka ciíbe, bó buúbu eébéke. 
MAT.6.20	Ánɔ bátɛ́ákɛ́na yáaŋa búánɔ́ bɔnɔ́mɛ a Bunɔŋɔ bɔ́ Ɔmuaná, haála ehé te tufike, ta nyɛnyía tɛ a bá bí o buúbu caŋgɛna, te beébi tɛ abɔ́ bá bá ɔkataka ciíbe, bó buúbu eébéke. 
MAT.6.21	Yááŋa anyía aá haála ahá búɔ́wɔ bɔnɔ́mɛ áŋa, hí a hɔ́á tɔ́na úúwe ɔtɛ́má áŋa. »
MAT.6.22	« Eése áŋa háyɛ *lámba cɛ cɛɛ́tɔ ; ekúlú ekime ayɛ́ cɔ́ɔ́wɔ eése áŋa ambányɛ, ciɔwɔ cɛɛ́tɔ ikime áŋa e eese noómi. 
MAT.6.23	Mbá, mbɔ́kɔ cɔ́ɔ́wɔ eése tɛ á bá ambányɛ, ciɔwɔ cɛɛ́tɔ ikime áŋa i ibíne noómi. Mbɔ́kɔ aná eese a yáaŋa nɔ́ɔ́wɔ áŋa ibíne, ibíne eécí kéé fíítene fííʼ ɔ ɔhɔla. »
MAT.6.24	« Ta munyiɔnɔ mumɔtɛ́ tɛ á bá mu ɔnyiɔkɛna síkíne cí buólí ífendí, anyía keyé u ké búle é léne eeci, u lénéke ecinyíé ɔ ɔhɔla ; ta anyía keyé u ké búle á bábɛ́na síkíne eeci, u lɔ́kɔ́mákɛ́na ecinyíé. Nu tɛ anɔ́ bá nú ɔhákɛ́nɛ́na bɔkɔ búmɔtɛ́ na Bandɔ́mɛsɛ́ na bɔnɔ́mɛ bɔ́ ɔmɛsɛ́ ooci. 
MAT.6.25	Yaátɛ́ asana ɛ ŋa mɛ́ banɔ́ láana anyía nɔtɛ bɛ́ákákɛ́na a asana na bɛnyɛ́ma bɛ́ ɔnyíá anyía núénú líhéke, mbá ta a asana na bɛlaŋa abɛ́ nu ŋa nɔ́ láŋabaka. Yaŋɔ́ ɛsɛ, olíhe ŋa hɔ́la bɛnyɛ́ma bɛ́ ɔnyíá, cɛɛ́tɔ hɔlaka bɛlaŋa e ? 
MAT.6.26	Ánɔ lɛcáka bɔmbányɛ tunonyí ; tú tɛ ŋɔ́ yɔ́ɔ́nɔ bɛnyɛ́ma, tú ti biíbi sáŋa, aáná tú tɛ a bá ta na afɛná, ta na tɔɔ́la. Mbá ta híáná, cianɔ́ Síkíne cɛ Ɔmuaná ŋeé tuútu túke. Énu menyí anyía nú ŋa nɔ́ hɔ́la buéŋí tunonyí. 
MAT.6.27	Aá banɔ́ eebe, aányɛ́ wáŋa wu osolinyi ta buɔ́sɛ́ búmɔtɛ́ e úúyé olíhe ɔ ɔbɛ́ákɛ́na awɔ́ ú ŋa bɛ́ákɛ́na e ? 
MAT.6.28	Mbá anyíatɛ́ nú ŋa nɔ́ bɛ́ákɛ́na aná a asana na bɛlaŋa bɛ́ ɔlaŋabaka e ? Ánɔ lɛcáka bɔmbányɛ bɛsama bí bihuti bɛ́ bɛtúalɔ́ : Bɛ́ tɛ ŋɔ́ nyiɔ buólí, bɛ́ tɛ tábɔ́na bɛlaŋa. 
MAT.6.29	Ta híáná, ɛ ŋa mɛ́ banɔ́ láana anyía te Otéŋí Sálɔmɔn a nɔhɛka nɔ́ búáyɛ́ bɔnɔ́mɛ noómi tɛ ɔ́mɔ bá na nyɛnamá nyɛ́ bɛmbányɛ bɛ́ bɛlaŋa háyɛ asama yiíyi ɔ́mɔtɛ́. 
MAT.6.30	Mbɔ́kɔ Bandɔ́mɛsɛ́ ŋe híkisi bihuti bɛ́ bɛtúalɔ́ a bɛ́áŋa ɛndánáka hɛ́nánɔ, nɔɔyá bé o biíbi luliki, mbá anyána aná u tɛ káá banɔ́ láŋaka, banɔ́ abá nua nɔ́ŋa ne hilumitininelúmítíníne e ? 
MAT.6.31	Nɔtɛ bɛ́ákákɛ́na aná, nu kɔɔnaka nɔsɛ : “Aátɛ́ tú ŋa sɔ́ nyíáka e ; na aátɛ́ tú ŋa sɔ́ muaka e ? Ta anyía aátɛ́ tú ŋa sɔ́ láŋabaka e ?” 
MAT.6.32	Baacɔ bá ɔmɛsɛ́ ooci, be-ti-menyí Bandɔ́mɛsɛ́, beébe bé ŋe bú bíyébi ɔ ɔwaamba bɛnyɛ́ma eébí bikime. Mbá aá banɔ́, cianɔ́ Síkíne cɛ Ɔmuaná ŋeé menyi aátɛ́ yɛ́ ŋaá banɔ́ bɛ́ámbɛ́na. 
MAT.6.33	Ánɔ hɔláka obíyébi ɔ ɔwaamba ne *Butéŋí bɔ́ Bandɔ́mɛsɛ́ ne efúúménénú yí olíhe e yí ŋe wuúci bíléníne ; aáná u káá banɔ́ sólikinyinyi bɛnyɛ́ma eébí bí etémbí bikime. 
MAT.6.34	Nɔtɛ bɛ́ákákɛ́na aná a bɛsana bɛ́ nɔɔyá, anyía nɔɔyá káá bá na bíáyɛ́ bɛsana. Na ɔyá na múáyɛ́ muuyé. »
MAT.7.1	« Nuti túméke bɔsɔ́ɔ́kɔ́ tɔkɔma, aáná Bandɔ́mɛsɛ́ tɛ ká banɔ́ túméke tɔkɔma ; 
MAT.7.2	yááŋa anyía u káá banɔ́ túméke tɔkɔma bɔkɔ búmɔtɛ́ háyɛ nu ŋe nú túme bɔsɔ́ɔ́kɔ́ tɔkɔma. Aáná u káá banɔ́ kɛlaka bɔkɔ búmɔtɛ́ háyɛ nɔ naŋa nuanɔ́ kɛ́laka bɔsɔ́ɔ́kɔ́. 
MAT.7.3	Huúúʼ ! Anyána ɔ ŋɔɔ́ lɛca efumbú a yááŋa eé nyiíse nyɛ́ sɔ́ɔ́kɔ́, a tɛ lɛca bɔɔtɛ́ a búáŋa a nyiɔ́wɔ e ? 
MAT.7.4	Ta anyía anyána ɔ ŋɔɔ́ laana sɔ́ɔ́kɔ́ asɛ : “Ɔ́ɔ́kɔ, yámɛ ɔ waáŋía efumbú eé nyiíse”, yiíyi anyía bɔɔtɛ́ áŋa a nyiɔ́wɔ e ? 
MAT.7.5	Kuɔŋɔ́, ɔɔcɔ u tɔbɛ́mbɛ túfendí, caŋácáŋa ɔbɛ́áŋía bɔɔtɛ́ a búáŋa oówo eé nyiíse, mbá é menyi ɔlɛca efumbú a yááŋa eé nyiíse nyɛ́ sɔ́ɔ́kɔ́.
MAT.7.6	Nuti íínjíékíne bɛnyɛ́ma e bifúúménénú ná ɛɛbɔ́, keyé cɛ́ káá banɔ́ bɛ́kɔ́ŋɔ́nɛ́na cɛ́ɔ banɔ́ nɔ́máka ; híáná tɔ́na, nɔtɛ aahákɛ́nɛ́na ɛŋɔnáfá bíánɔ́ bɛnyɛ́ma bɛ́ nyɛnɔ́kɔ́, keyé cí kéé biíbi eéndéke. »
MAT.7.7	« Ánɔ kɔ́ŋgɛ́na, mbá bá káá banɔ́ iínjíékíne ; ánɔ aambáka, mbá nu ká nɔ́ bɔŋgɔ́na ; énu kitéke e ehenyi, mbá bá káá banɔ́ kúunine. 
MAT.7.8	Yááŋa anyía ɔ ɔɔcɔ okime awɔ́ u ŋɔ kɔŋɛna, bé ké yíínjie ; okime awɔ́ u ŋa yáamba kɔ́ɔ́ bɔ́ŋɔ. Bé kéé kúunine ehenyi né ooci ewú u ŋé kíte. 
MAT.7.9	Aányɛ́ síkíne cɛ baáná aanɔ́ ɛ ɛkatɛ́katɛ́ áŋa wu owiínjie uúyé ɔɔ́nɔ́ nyɛndányɛ́, mbɔ́kɔ ɔɔ́nɔ́ ŋeé wuúci kɔ́ŋɛ́na bɔkɔ bɔ́ ɔnyíá e ? 
MAT.7.10	Ta anyía ɔɔ́nɔ́ é wuúci kɔ́ŋɛ́na hiɔfɔ́, yó wuúci íínjie yeéménéméné e ? 
