MAT.1.1	Mukaanda kinkaaka kya Yesu Kiristo, mwaana Davidi, mwaana Abalaami.
MAT.6.29	Me nyiluleele ti: Solomo, kunsa nkeembu yaandi yoyinso, kasii lwaata bunu kitiiti ti kimosi mu byo ko. 
MAT.6.30	Mbuti Nzaambi wulwiikaa bitiiti bya manseke bubwo, biri lumalu biri, ngo bweepari babitubiri ku muduku wa mbaawu, lo dyaburi nde kahele kubvula kulwiika beenu, baatu bari kanyi mwaa-dyantele? 
MAT.6.31	Ngo yaa lweenyoongo na kweleele ti: "Nki tudya? Bunu pe ti nki tunwa? Bunu pe ti nki tulwaata?" 
MAT.6.32	Bukuri byobinso bibyo bangooyi bakwesakaana. Mukwongo, Taayi dya beenu, dya ku yulu, yaari ti beenu luri na nzala byobinso bibyo. 
MAT.6.33	Tekeselee meti kusaka Kimfumu [kya Nzaambi] na nsungumunu yaandi; tumi byobinso bibyo balubweese ha yulu. 
MAT.6.34	Hango-nkuumbu, yaa lunyoongo mu kiluumbu kya bweepari ko: bukuri kiluumbu kya bweepari sa kyanyoongo kyo-meene. Mpisi kiluumbu na mpasi dzaandi.»
MAT.7.1	«Yaa lwetsuundisa ko, mpisi luhele kuba batsuundusu; 
MAT.7.2	bukuri mutsuundu wu lutsuundisa beenu, wunu nde se batsuundisila beenu; na kiteesu ki luteesele beenu kinikyo se baluteesele. 
MAT.7.3	Buri ye wutala kisesengu kiri mu diisu dya mpaangi yaaku, ngo kasi ye wahele kumono mubaangu wuri mu diisu dyaaku? 
MAT.7.4	Bunu pe buri ye wutsiitsa kuleele kuri mpaangi yaaku ti: "Hemese me nyisila kisesengu kiri mu diisu dya ye", kuri ye-meene wuri na mubaangu mu diisu dyaaku; 
MAT.7.5	ngaa-bumpitu-bumpyoongo, tekesele kuyusula mubaangu wuri mu diisu dyaaku, tumi yemono na kyensekelee bwa kuyisikila kisesengu kiri mu diisu dya mpaangi yaaku.»
MAT.7.6	«Yaa luha byangisi kuri bambwa ko, yaa lulooso misaanga myeenu kuri bangulu ko, mu kubata kuri ti bakwiisa kumidzabata mu miilu myaaku, na balutsyetikilaana, balukaakiri.»
MAT.7.7	«Loombeenu na sa baluha, sakeenu na sa lwadzuukila, komboteenu na sa baludzubukila; 
MAT.7.8	bukuri mpisi wunde wuloombo, lo taamburi, wusaka, lo dzuukiri, na kuri wukomboto, sa bamudzibukila. 
MAT.7.9	Nkya muutu mu beenu wuri mwaana kamuloombaa mpa, nde kumuha tari? 
MAT.7.10	Bunu pe, kamuloombaana nsu, nde kumuha nyoko? 
MAT.7.11	Ngo mbuti, beenu bangaa-bubi, luyaari kuha bikabu byabibwete kuri baala beenu, lo Taayi dya beenu dya ku yulu, buri kahele kuha bitotolo bibvuriri bubwete kuri babo bamuloombo.»
MAT.7.12	«Ngo, myominso mi lutiiri ti baatu balurikila, yirikeenu bumosi kuri bo, bukuri mamo ngo mangisi na babikiri.»
MAT.7.13	«Koteenu mu mweelu wasweeteme, bukuri mweelu wamunene na nzila yasaalila binataa ku nzimbukulu, na balaka bari mu kweendaa mu yo. 
MAT.7.14	Nkati mweelu wasweeteme na nzila se yasweeteme yinataa ku bumwooyo, na baatu bantele badzuukila yo.»
MAT.7.15	«Seenee madyeele mu babikiri ba mampya, bo bari mu kwiisa kuri beenu kuri balwaata mikaanda mya bimeeme, ngo kunsa-kati bango-mbulu bansisi. 
MAT.7.16	Beenu sa lwabayaabila mu bimbutu byaaku. Buri lo bakaburi biburi mu mpaanga bunu pe ngenge mu munsensende? 
MAT.7.17	Hango, mpisi muti wamubwete kubutaa bimbutu byabibwete; ngo kasi muti wamubi, kubutaa bimbutu byabibi. 
MAT.7.18	Muti wamubwete kari kubutula bimbutu byabibi ko; bwobumosi seenee mu muti wamubi, kari kubutula bimbutu byabibwete ko. 
MAT.7.19	Mpisi muti wahele kubuta bimbutu byabibwete, lo wa kukwaanga na wa kutuba ku mbaawu. 
MAT.7.20	Hango, beenu sa lwabayaabila mu bimbutu bya bo.»
MAT.7.21	«Kari mpisi wuleelaa kuri me ko ti: "Mfumu, Mfumu", wukoto mu Kimfumu kya mayulu; ngo wunde wuyirikaa kutya kwa Taayi dya me diri ku mayulu. 
MAT.7.22	Baatu balaka sa baleele kuri me mu kiluumbu kikyo ti: "Mfumu, Mfumu, beetu twabikiri mu nkuumbu ye, twabingisiri mampeeve mamabi mu nkuumbu ye, na twayirikiri bimaangu byalaka mu nkuumbu ye." 
MAT.7.23	Haho, me sa nyaleele kuri bo ti: "Me nyahele kuluyaaba ti mu ntaangu mosi! Sasikeenu ha teke me, beenu bangaa-bubayi!"»
MAT.7.24	«Mpisi muutu wuyuka maampu ma me mamama, na wumasariri, lo sa bamufwanikisa na muutu walubuka, watuunga nzo yaandi ha yulu tari. 
MAT.7.25	Mvula yanoko, manyari mabuukila, biteembu byateleme na byanyingisa nzo yiyo, ngo yahele kubwa, bukuri yatuungu ha yulu tari. 
MAT.7.26	Ngo mpisi wuyuka maampu ma me mamama, ngo wahele kumasalila, lo sa bamufwanikisa na muutu wakiwulu, watuunga nzo ha yulu munyeenge. 
MAT.7.27	Mvula yanoko, manyari mabuukila, biteembu byateleme na byanyingisa nzo yiyo. Nzo yabwa na yawa kutsamukina.»
MAT.7.28	Yesu kamana kuleele mamo, mampuumbu ma baatu makimuka mu nyikusulu dzaandi; 
MAT.7.29	bukuri nde waba bayikisilaa bunu wunde wuri na lutumu, nkani ka bunu batini ba mangisi ba bo ko.
MAT.8.1	Yesu kamanaa kusunduka ku yulu mulaandu, mampuumbu malaka mamunama. 
MAT.8.2	Mubeeru bwaasi wayisa kuri nde, watsukuma ha busu bwa nde, na wamuleele ti: «Mfumu, mbuti ye tiiri, lo ye tsyemikisi me.» 
MAT.8.3	Yesu kalaambula kooko, wumubelemini na leeriri ti: «Me ntiiri, ba watsyeemeke.» Na hanaho, nde watsyeemeke mu bwaasi bwaandi. 
MAT.8.4	Yesu waleele kuri nde: «Wuyuka! Yaa leele kuri muutu ti mosi ko. Ngo yende wemonokono ye-meene kuri ngaanga-nzaambi, na nata kikabu kya tuma Moose, mpisi kiba kimbaangi kuri baatu.»
MAT.8.5	Bu kakoto ku Kafarnawumi, mukuutu nkama bayongolo mosi wayende kuri na wamuyingukila, 
MAT.8.6	na waleele ti: «Mfumu, kisari kya me waneŋene munsa nzo, wabwa mambwolokoto na wuri mu kubama nkati kwa makwa.» 
MAT.8.7	Yesu wabvutula kuri nde ti: «Me nyikweende, nyimutsinikisa.» 
MAT.8.8	Mukuutu nkama bayongolo wabvutula waleele ti: «Mfumu, me nyahele kuyelemene mu kuri ti ye koto mu nzo me. Ngo leele kwaandi ntoono mosi kitsu, lo kisari kya me bee kitsiinikini. 
MAT.8.9	Mukwongo, me muutu nyiri kunsa lutumu, ngo me-meene se nyiri na bayongolo kunsa lutumu lwa me. Me ndeelaana kuri wumawu ti: "Yende", lo nde weensi; na wakaka ti: "Wasa", lo wiisiri; na kuri kisari kyaami ti: "Yirika mamama", lo yirikiri.» 
MAT.8.10	Yesu kayukaa bubwo wakimuka, na waleele kuri baba kwemunamaana ti: «Ngwanwa me nyiluleele ti: Me nyamwiini mu Isaheli muutu wuri na kanyi dyadinene dya bumabu ko. 
MAT.8.11	Me nyileele kuri beenu ti, baatu balaka sa bafumuna ku este, na ku weste, sa biisa na sa badzakala mu kudya kintwaari na Abalaami, na Isaki na Yakobe, mu Kimfumu kya mayulu. 
MAT.8.12	Kasi baala ba Kimfumu sa babatuba ku mampimbisi ma ku mbasi; kukwo kuba bidilu na nkweetulu miinu.» 
MAT.8.13	Yesu waleele kuri mukuutu nkama bayongolo ti: «Yende, buba kuri ye, bunu busiiriri kanyi mu kilookolo kinikyo, kisari [kyaandi] kyatsiinika.»
MAT.8.14	Yesu bu kayende ku nzo Petelo, wamono nguri mukasi Petelo waneŋene, wabeele baawu. 
MAT.8.15	Yesu wabelemene kooko kwa nde, na baawu dyawa. Nde wateleme, na wabeke mu kubasalila. 
MAT.8.16	Nsinsika bu yatubuka, batwaala kuri Yesu, baatu balaka baba na mampeeve mamabi; na nde mu kitoolo kimosi wabinga mampeeve, na watsinikisa babeeru, 
MAT.8.17	Mpisi heki ma leeriri mubikiri Esaya meende mu mana. Nde ti: «Nde waholo bipfuumi byeetu na wanata mabeeru meetu.»
MAT.8.18	Yesu kamonaa mpuumbu baatu mu teke nde, waha lutumu lwa kweende ku simu dya mubu dyakaka. 
MAT.8.19	Mutini mangisi mosi wayisa na wamuleele ti: «Muyikisi, me sa nyanama ye mpisi ku wukwe.» 
MAT.8.20	Yesu waleele kuri nde ti: "Mibaku miri na miduku, na banoni ba yulu bari na madzaansa; ngo kasi Mwaana muutu wahele na ha kusuusa mutu". 
MAT.8.21	Mosi mu bayiki [baandi] waleele kuri nde ti: «Mfumu, ha me miswa me tekeseleeti kweedziika taata.» 
MAT.8.22	Yesu wabvutula kuri nde ti: «Nama me. Hemese bafwa bedziika bafwa baaku bo-meene.»
MAT.8.23	Bu kanwaata mu bwaatu, bayiki baandi se bamunama. 
MAT.8.24	Butoto bwatembele mu makwa kunsa mubu, kuri bwaatu bweki dyaama mu mipaku, ngo kasi nde waba tolo. 
MAT.8.25	Bakokosolaa kuri nde, bamusiimbiri, na bamuleeriri ti: «Mfumu, bvuukisa beetu, beetu tufuukiri!» 
MAT.8.26	Nde waleele kuri bo ti: «Buri beenu luri na boomo, baatu ba kanyi dyantele?» Hanaho, bu kateleme, nde waŋaŋana kiteembu na mubu. Na kidzuunu kyakinene kyayisa. 
MAT.8.27	Baatu bakimuka baleele ti: «Nkya muutu wu, bukuri biteembu na mubu bitumuma kuri nde?»
MAT.8.28	Yesu ba katubuka ku simu dya mubu dyakaka, mu nsi ya Ngadareno, baatu boolo baba na mampeeve mamabi bapala kunsa mampeembe, bamubwaana. Baluula mu kibakala, kuri muutu ti mosi haba lo kubangisina pe kulutila mu nzila yiyo. 
MAT.8.29	Mono, bo babeke mu kufula misaakulu, baleele ti: «Nki ha kakati dya ye, Mwaana Nzaambi, na beetu? Buri ye wiisiri mu kukwaamisa beetu tekekesele ntaangu yitubuka?» 
MAT.8.30	La na bo, kwaba mpuumbu bangulu yayinene yaba mu kwedya. 
MAT.8.31	Mampeeve mamabi mayingukila Yesu maleele ti: «Mbuti ku mbasi ye wutubinga, lo tuheeke kweetu mu mpuumbu bangulu yi.» 
MAT.8.32	Yesu waleele kuri bo ti: «Yendee!» Mampeeve mamo mapala na makoto mu bangulu. Na mono, mpuumbu bangulu yoyinso yabununa ku nsuku mulaandu yabwa mu mubu, na yafwiila mu maampa. 
MAT.8.33	Baba kwekebe bangulu bayitika, babvutuka ku bvula, bayaabisa myominso mimyo, na mayirimini mu baatu baba na mampeeve mamabi. 
MAT.8.34	Na mono, bvula dyodinso dyapala mu kubwaana Yesu, na bu bamumono, bamuyingukila mpisi kapala mu nkoonsi bo.
MAT.9.1	Yesu kanwaataa mu bwaatu, wayende ku simu dya mubu dyakaka, na watubuka ku bula bwa nde-meene. 
MAT.9.2	Baatu batwaala kuri nde kikata kimosi kyaneŋesene ha nkwaala. Yesu kamonaa kanyi dya bo, waleele kuri kikata ti: «Lwaata kibakala mwaana me! Masumu maaku mabakiri mpemisi!» 
MAT.9.3	Na mono, babamosi mu batini ba mangisi, baleele kunsa mitima ti: «Muutu wu, wuri mu kusaana Nzaambi!» 
MAT.9.4	Yesu bu kabakula bitsimi bya bo, waleele ti: «Buri luri na bitsimi byabibi kunsa mitima myeenu? 
MAT.9.5	Nki bibvuriri kuleenge? Kuleele ti: "Masumu maaku mabakiri mpemisi", hoti kuleele ti, "Teleme na yende?" 
MAT.9.6	Mpisi heki, beenu luyaaba ti Mwaana muutu wuri na lutumu, ha butoto mu kuhemesene masumu.» Haho nde kaleele kuri kikata ti: «Teleme, holo nkwaala yaaku, na yende ku nzo yaaku.» 
MAT.9.7	Muutu wunde katelemaa, weensi ku nzo yaandi. 
MAT.9.8	Mampuumbu, bu bamono bubwo, babaka boomo na makeembese Nzaambi, waheeri lutumu lwa bubwo kuri baatu.
MAT.9.9	Yesu, bu kaba mu kuluta, wamono muutu mosi, nkuumbu Matayi wadzakala ha kibeendu ki batolaa mpaku. Yesu waleele kuri nde ti: «Nama me!» Bu kateleme, wamunama. 
MAT.9.10	Bu kaba mu kudya mu nzo, mono, batori ba mpaku balaka na bangaa-masumu bayisa mu kudya kintwaari na Yesu na bayiki baandi. 
MAT.9.11	Bafarisi, bamonaa bubwo, baleele kuri bayiki baandi ti: «Muyikisi beenu, buri kari mu kudya kintwaari na batori ba mpaku na bangaa-masumu?» 
MAT.9.12	Yesu bu kayuka bubwo, waleele ti: «Babatsiina bahele na nzala ngaanga, ngo babeele. 
MAT.9.13	Yendeenu luyika dyaambu dimadi: "Mutima wangebe me ntiiri, nkani ka nzusulu bibulu mu bikabu ko." Bukuri, me nyahele kwiisa mu kuteele basuunguma, ngo bangaa-masumu.»
MAT.9.14	Bayiki ba Yowane bayende kuri Yesu na bamufuula ti: «Bukuri nki, beetu na Bafarisi tukotaa loomi [kwalaka]; ngo bayiki ba ye bakookotaa loomi ko?» 
MAT.9.15	Yesu wabvutula kuri bo ti: «Buri bilesi bya makweele lo bakotiri mu ngebe, mu ntaangu yoyinso yiri mukweeri, wuri kintwaari na bo? Ngo biluumbu sa biisa, mu ntaangu yiri mukweeri bamuyusiri ha kakati dya bo, mu ntaangu yiyo, bo bakoto loomi.»
MAT.9.16	«Kuri muutu ko wuloondaana kinkuta kyakikulu, mu kiteendi kya nsaanda yamoono. Bukuri lo kiteendi kya nsaanda yamoono, lo kikaakiri kinkuta, na kinkuta lo kihamisini kutyaabuka. 
MAT.9.17	Bakoosekelaa malu mamono mu bimpokoro byabikulu ko. Bukuri lo malu maluukisiri bimpokoro. Malu lo matsaamukini, na bimpokoro se bibvukini. Ngo malu mamoono kusekele mu bimpokoro byamoono, na byo byoolo babikebiri.»
MAT.9.18	Yesu, bu kari mu kubaleelaa misamu mimyo, mono, mfumu mosi wayisa, watsukuma ha busu bwa nde, waleele ti: «Mwaana me wa mukyeetu, weki mu kufwa; ngo wasa wumutetekele myooko, na nde sa kaba mwooyo.» 
MAT.9.19	Yesu bu kateleme wamunama kintwaari na bayiki baandi.
MAT.9.20	Na mono, mukyeetu mosi waba kwepalaana makila mu kiteesu kya mibvu kuumi na myoolo. Wayisa mambisa-mambisa na wabelemene heengu dya kinkuta kya Yesu. 
MAT.9.21	Nde waba leele kunsa mutima ti: «Mbuti me belemini kwaandi ti kinkuta kya nde, lo me bvuukiri». 
MAT.9.22	Yesu bu kasyeeteke, wamumono mukyeetu wunde, na wamuleele ti: «Lwaata kibakala, mwaana waami, kanyi dyaaku dikubvuukisiri.» Kubandikila mu kilookolo kinikyo, mukyeetu wunde wabvuuka. 
MAT.9.23	Yesu bu kaba mu kweende ku nzo mfumu, wamono basika ba nseembe, na mpuumbu baatu yiri mu kubununa. 
MAT.9.24	Nde waleele ti: «Sasikeenu, bukuri mwaana mukyeetu wahele kufwa, ngo wuri mu kubwa tolo.» Ngo baatu basiila Yesu munsiku. 
MAT.9.25	Mpuumbu yimanaa kupala ku mbasi, Yesu wakoto mu nzo, wakwaata kooko kwa mwaana, na mwaana mukyeetu wasiimbuka. 
MAT.9.26	Mvuumfu yatsamukina mu nkoonsi yoyinso yiyo.
MAT.9.27	Yesu, bu kaba mu kuyooko, baatu boolo bafwa miisu banama [nde] kuri bakwefula misaakulu ti: «Bakila beetu ngebe, mwaana Davidi!» 
MAT.9.28	Yesu kakota mu nzo, bafwa miisu bayende kuri nde, na nde waleele kuri bo ti: «Beenu lusii kanyi, ti me lo nyirikiri bubwo?» Bo babvutula kuri nde ti: «Heehe, Mfumu.» 
MAT.9.29	Haho, nde wabelemene miisu mya bo, na waleele ti: «Miyirima mu beenu bunu buri kanyi dyeenu!» 
MAT.9.30	Miisu mya bo myadzibuma. Yesu wabadzoonsolo mu kibakala waleele ti: «Yirikee kuyuka! Muutu ti mosi ya kayaaba ko.» 
MAT.9.31	Ngo kasi bo bapalaa batsamukisa mvuumfu Yesu mu nkoonsi yoyinso.
MAT.9.32	Bo, bu baba mu kupala, mono, batwaala kuri Yesu muutu mosi wababa waba na mpeeve yayibi. 
MAT.9.33	Yesu kamanaa kupalisa mpeeve yayibi, baba wadzoonso. Mampuumbu ma baatu makimuka na baleele ti: «Twamwii mya bu mu Isaheli ko!» 
MAT.9.34	Ngo Bafarisi baleele ti: «Mu mpinu dza mukuutu mampeeve mamabi, nde kari mu kwepalisa mampeeve mamabi!»
MAT.9.35	Yesu waba kweyendaana, mu mabvula momanso na mu mabula, kuri wukweyikisa munsa manzo ma nkutukunu ma bo, wukweyaabisa Musamu Wamubwete wa Kimfumu, na wukwetsinikisa mabeeru momanso na bipfuumi byobinso. 
MAT.9.36	Bu kamono mampuumbu ma baatu, nde wamono ngebe kunsa mutima, mu ntoono baatu babo, bukuri baba beki makwa pe, na bari na ngebe bunu bimeeme byahele na mutari. 
MAT.9.37	Haho, Yesu waleele kuri bayiki baandi ti: «Byakutolo munsa nseke byalaka, ngo bangaamba bantele. 
MAT.9.38	Ngo loombee kuri ngaa-nseke, kaheeke bangaamba bakweetolo nseke yaandi.»
MAT.10.1	Yesu kateelaa bayiki baandi bo kuumi na boolo, wabaha lutumu lwa kubinga mampeeve mamabi, na kutsinikisa mabeeru momanso, na bipfuumi byobinso. 
MAT.10.2	Mankuumbu ma bantumu bo kuumi na boolo ngo mamama: watete Simoni, wu bakooteelaa ti Petelo, tumi Andere, mpaangi yaandi; Yakobo na Yowane mpaangi yaandi, bo boolo baala ba Dzebedayi, 
MAT.10.3	Filipo, Bartelemi, Toma na Matayi, mutori-mpaku; Yakobo dya Alafayi na Tade; 
MAT.10.4	Simoni wa ku Kana na Yuda Iskaryote, wunde waba yekele Yesu.
MAT.10.5	Yesu wasindika bo kuumi na boolo, wabaleele ti: «Yaa lweende mu manzila ma bangooyi ko, na yaa lukoto ti mu bvula dimosi dya bari Samariya ko. 
MAT.10.6	Ngo bubvuriri bubwete yende kuri bimeeme byadziimbila bya mu nzo Isaheli. 
MAT.10.7	Bu lukweyende, lukwebikisa ti: "Kimfumu kya mayulu kikokisiri!" 
MAT.10.8	Tsinikisee babeeru, fulukisee bafwa, tsyemisee babeeru ba bwaasi, bingisee mampeeve mamabi; beenu lutaamburi kwamungengi, heenee se kwamungengi. 
MAT.10.9	Yaa luba ti na woolo, ti na mboongo dza nsoongo mu misweele myeenu ko, 
MAT.10.10	kuba pe na nkangala mu nzila, binkuta byoolo pe, masapaatu pe, luboto se pe, bukuri ngaamba wayelemene kutaambula byandya byaandi.»
MAT.10.11	«Mu bvula bunu pe bula bu lukotiri, lo fuulee kari kuri muutu wayelemene mu kulutaambula. Dzakilee ha nzo nde natee ku luyisika haho. 
MAT.10.12	Bu lukotiri mu nzo, heenee mboto. 
MAT.10.13	Mbuti nzo yiyo yayelemene, lo hemese kiyeengi kyeenu kiba mu yo. Ngo mbuti yahele kuyelemene, lo hemese kiyeengi kyeenu kibvutuka kuri beenu-meene. 
MAT.10.14	Mpisi wunde wuhele kulutaambula, na wuhele kuyuka maampu ma beenu, habaanaa lupala mu nzo bunu pe mu bvula didyo, kubulee fufunda dya bitaambi byeenu. 
MAT.10.15	Ngwanwa me nyiluleele ti: Mu kiluumbu kya mutsuundu, sa babvula kuseembe bvula didyo ti na Sodoma na Ngomora.»
MAT.10.16	«Mono, me nyiluheeke bunu bimeeme ha kakati dya bango-mbulu. Ngo beenee balubuka bunu banyoko, na badweeteme bunu mabeembe. 
MAT.10.17	Seenee madyeele mu baatu, bukuri sa baluyekele kuri kikuutu, na mu manzo mankutukunu ma bo, na sa balulata nkwaasulu; 
MAT.10.18	sa balunata kuri batumi na kuri bambyaasi, mu ntoono ya me, mu kuteele me kimbaangi kuri bo, na kuri bangooyi. 
MAT.10.19	Haba luyekele, lo yaa luba na boomo ko, ti buri ludzoonsolo, bunu pe, nki luleele; bukuri sa lwabaka ma luleele mu kilookolo kikyo. 
MAT.10.20	Mukwongo, kari beenu ludzoonso ko; ngo Mpeeve ya Taayi dyeenu yidzoonso mu beenu. 
MAT.10.21	Mpaangi sa yayekele mpaangi mu lufwa; taayi se mwaana waandi. Baala sa banwaanisa bataayi na banguri, na kubadzusa. 
MAT.10.22	Baatu bobanso sa balubele mu ntoono nkuumbu yaami. Ngo wunde wunamitini natee manunu sa kabvuuka. 
MAT.10.23	Mu ntaangu yibalukwaamisa mu bvula dimadi, yitikee mu dyakaka. Ngwanwa me nyiluleele, beenu lumana budyeengi mu mabvula momanso ma Isaheli ko, lo Mwaana muutu wiisiri.»
MAT.10.24	«Muyiki wahele kubvula na muyikisi, kisari se wahele kubvula na mfumu yaandi. 
MAT.10.25	Bwayelemene mu muyiki kuri nde se kaba bunu muyikisi, na mu kisari nde se kaba bunu mfumu. Mbuti ngaa-nzo bamuleele ti Beledzebule, lo nkya myo bahele kuleele mu badzakala mu nzo nde?»
MAT.10.26	«Ngo yaa lubabata ko. Bukuri kuri kyasweeku ko, kihele kuba kyamonokono; na kuri nsweeki ko, yihele kuba yayabakina 
MAT.10.27	Mimyo mi nyiluleele me kunsa mampimbisi, leele myo kunsa buungi; na mimyo mi luyuka mu ma mamfuundu, bikisee myo ku yulu muluri. 
MAT.10.28	Yaa lubata baatu bari lo baludzusiri mu nyutu, ngo bahele kubangisina kudzusa muheebulu. Ngo kasi bateenu wunde wuri lo, bangusini kufuukisa muheebulu na nyutu ku lubila. 
MAT.10.29	Buri bakooyarikaa maseke moolo mu mupata mosi ko? Ngo kuri ti dimosi ko mu mo, diri lo disonikini ha nsi, kuri Taayi dyeenu wahele kuyaaba. 
MAT.10.30	Na mfu dza mutu dza beenu dzodzinso se dzataangu. 
MAT.10.31	Hango, yaa luba na boomo ko; beenu lubvuriri mufunu ti na banoni balaka!»
MAT.10.32	«Hango, mpisi wunde wutaambula ti nde wa me ha busu bwa baatu, lo me se sa nyataambula ti nde wa me ha busu bwa Taayi dyaami diri ku [ma] yulu; 
MAT.10.33	ngo kasi wunde wutuna me ha busu bwa baatu, lo me se sa nyamutuna ha busu bwa Taayi dyaami, diri ku [ma] yulu.»
MAT.10.34	«Yaa lutsima kweenu ko ti me nyayisiri mu kutwaala kiyeengi ha butoto: pele, me nyahele kwiisa mu kutwaala kiyeengi ngo kikiindu. 
MAT.10.35	Mukwongo, me nyayisa mu kuhaambila muutu na taayi dyaandi, mwaana wa mukyeetu na nguri yaandi, mukasi mwaana na mukweesi wa mukyeetu. 
MAT.10.36	Bataatu ba muutu ngo baatu ba bari nzo mosi. 
MAT.10.37	Mpisi wunde wubvula kutya taayi, bunu pe nguri yaandi ti na me, lo wahele kuyelemene kuba wa me. Mpisi wubvula kutya mwaana waandi wa mubakala bunu pe wa mukyeetu ti na me, lo wahele kuyelemene kuba wa me. 
MAT.10.38	Mpisi wunde wuhele kunaanguna kuruwa dyaandi na kunama me ku mambisa, lo wahele kuyelemene kuba wa me. 
MAT.10.39	Wunde wukebe kidziingu kyaandi, lo sa kakidziimbisa; ngo wunde wudziimbisa kidziingu kyaandi mu ntoono ya me, sa kakikebe.»
MAT.10.40	«Mpisi wunde wutaambula beenu, lo me kataamburi; na wunde wutaambula me, lo wunde wampeeke kataamburi. 
MAT.10.41	Mpisi wunde wutaambula mubikiri, bukuri wu kataambula wunde mubikiri, lo sa kataambula museendu wa mubikiri; na mpisi wunde wutaambula muutu wasuunguma, bukuri wu kataamburi wunde wasuunguma, lo sa kataambula museendu wa muutu wasuunguma. 
MAT.10.42	Mbuti muutu heeri kwaandi, ti mbasa mosi kitsu, ya maampa makyoosi ma kunwa, kuri mosi mu bilesi bimabi, mu nkuumbu ya kuri ti wukaha maampa wunde muyiki, ngwanwa me nyiluleele ti, lo kadziimbisa museendu waandi ko.»
MAT.11.1	Yesu kamana kuha ntumunu dzidzo kuri bayiki baandi bo kuumi na boolo, wayisika haho, na wayende mu kweyikisa na mu kwebikisa mu mabvula.
MAT.11.2	Ngo Yowane, mu boroko mu kaba, wayuka badzoonsolo mu biyiriki bya Kiristo. Nde ha kaheeke bayiki baandi, 
MAT.11.3	mu kumufuula ti: «Ye ngo wunde wukwiisa, hoti, beetu tukiinga mukimi?» 
MAT.11.4	Yesu wabvutula kuri bo ti: «Yende lweluyaabisa kuri Yowane, mamo ma luri mu kuyuka na ma luri mu kumono: 
MAT.11.5	Bafwa miisu bamono, na bikata bikweyende, babeele bwaasi batsyeemekusu, bafwa makutu bayuka, bafwa bafuluka, na Musamu Wamubwete bari mu kuyaabisa kuri bawelu. 
MAT.11.6	Kiminu kuri wunde wuhele kubumina makya mu me.»
MAT.11.7	Bayiki babo bamanaa kubvutuka, Yesu wabeke kudzoonso kuri mampuumbu mu ntoono Yowane ti: «Nki beenu lweensyee kumono ku nsi ya nkatu? Dyaari dyanyingusu mu kiteembu? 
MAT.11.8	Heki nki beenu lweensyee kumono? Muutu walwaata binkuta byabibwe? Hambeti, balwaata binkuta byabibwete mu manzo ma bambyaasi babaanaa. 
MAT.11.9	Heki nki lweensyee kumono? Mubikiri? Heehe, nyiluleeriri ti nde bvuriri na mubikiri. 
MAT.11.10	Mu mitariri nde, diri dyatinu ti: "Mono, me nyiheeke munati-mukeensu waami ku mankula ma ye, nde wuyirika nzila yaaku, ku mankula ma ye." 
MAT.11.11	Ngwanwa me nyiluleele ti: Mu babutuka mu bakyeetu, kwahele wubvuriri bukuutu na Yowane Mubotiki; ngo wubvuriri bulesi mu Kimfumu kya mayulu, bvuriri bukuutu na nde. 
MAT.11.12	Kuholosono mu biluumbu bya Yowane Mubotiki, natee mu lumalu, Kimfumu kya mayulu kyanwaanusu; na baholo kyo, bangaa-makwa. 
MAT.11.13	Mukwongo, babikiri bobanso na Mangisi babikiri natee mu ntaangu ya Yowane. 
MAT.11.14	Ngo mbuti lutiiri kutaambula, lo nde ngo Eliya wuyelemini kwiisa. 
MAT.11.15	Mpisi wunde wuri na makutu hemese kayuka.» 
MAT.11.16	«Na na me nyifwanikisa kiseendu kimaki? Kyafwanikina na mwaa-baala badzakala ha kibeendu kya bobanso, na bari mu kuleele kuri bakaka, 
MAT.11.17	ti: "Beetu twasikiri nseembe mu beenu, ngo kasi beenu lwaasii kina ko; beetu twayimbiri mikuunga mya lufwa, ngo kasi beenu lwaasii tsoniso mansangasa ko!" 
MAT.11.18	Mukwongo, Yowane wayisa, wahele kwedya, na kwenwa, baatu baleele ti: "Nde wuri na mpeeve yayibi!" 
MAT.11.19	Mwaana muutu wayisa, wukwedya na wukwenwa, baatu kuleele ti: "Monee ngaa-mante ma kudya, yaa-kinwi, nduku batori ba mpaku na bangaa-masumu!" Madyeele mabaka buungu mu biyiriki byaandi.»
MAT.11.20	Haho, Yesu wabeke kuseembe mabvula, mari nde wayirikiri bimaangu byaandi byalaka munsa mo, bukuri mo masii yiinga madyeele ko: 
MAT.11.21	«Kyaari kuri ye Koradzi! Kyaari kuri ye Betesayida! Bukuri mbuti bimaangu byayirimini kuri beenu, ngo byayirimini ku Tiro na Sidoni, nkani na kidzika bo balweeti matsaaka na kuyoolo lufuta, nkani baketi yiinga madyeele. 
