MAT.1.1	Srakàda atehuŋ ma ke kú Yeso Kristò edɛ Ŋwa àfα Devì á yá ma Ŋwa Abràha huŋ.
MAT.5.30	Be buyru wo lè mbya lɛ, á tɔ bú abebe mɔ huŋ, kémbuju táwá ge. È ke sɔ wo bù be nkwɛ̀ vekpɔ wo nzo le pi kàpɛ yi be kpɔ wo mbri le dɔ nyihùŋ krú nkùfi huŋ.”
MAT.5.31	“Bo yi zà lè bɔ̀bye Mɔsè kpɛ lɛ, ‘Ngunwa á lè chɔfo bα wo va ge, ma e ŋa ge srakàda e ke màŋa lɛ, è chɔfo yi bα.’ 
MAT.5.32	Bɛhuŋ, Ŋ yi yaŋa nɛ mbrɔŋɛ lɛ, ngunwa á lè pwɛ̀te yi va ge, è lè matê lɛ, va ge na yi bombò ngunwa zo mu huŋ, e mbya yi nguva alɔhuŋ, ke kù bɔ̀bye bα, ngè ngunwa á mbu bα nguva alɔhuŋ, kù yi bɔ̀bye bα kpɛ.”
MAT.5.33	“Ndàndà huŋ, nɛ pɔgbαyi lɛ, bo yá zà wo wa enkàpro lɛ, ‘Tété fα ke tɔ búzo á tɔtê ge mu. À lè fα ke tɔŋa Mbɔchù búzo, tété pra ke tɔ bu alɔhuŋ mu.’ 
MAT.5.34	Bɛhuŋ, Ŋ yi yaŋa nɛ mbrɔŋɛ lɛ, Nguzo tété fα mà baba mu. Tété fα nɛ, yi bé nɛ zre akpachù mu ke, e ma mbyɔ àfα ke Mbɔchù. 
MAT.5.35	Tété yi fα nɛ, yi bé zre zhyɔ mu ke, ngè bre Mbɔchù yi shi, yi ngɔte bá ge yi. Tété yi fα nɛ, yi bé zre Jèrosalɛ̀ mu, ke è ma jɛ̀ akpè, ke àfα akpè. 
MAT.5.36	Tété yi fα nɛ, yi bé mami se wo mu ke, à mbyakô njì zré á ma po, e kɔ tòmùmù mà á ma tòmùmù huŋ, e ma powa mu. 
MAT.5.37	Búzo lè ma ke fenyi, ‘Fenyi ge mɔ.’ È lè ma ke ŋɔ, ‘Ŋɔ ge mɔ.’ Bú á lè ngɔnandà nú, ju wo nkùchi.”
MAT.5.38	“Nɛ pɔgbαyi lɛ, bo yá zà lɛ, ‘Ngru lè bèchú ngru njìjwó, ma bo bèchú lè edrige kpɛ. Ngru lè dombuju ngru nyiri, ma bo dombuju lè edrige kpɛ.’ 
MAT.5.39	Bɛhuŋ, Ŋ yi yaŋa nɛ mbrɔŋɛ lɛ, ngru tété poŋa abebe wo abebe mu. Ngru lè de wò bu jú áwá nzo, yasèŋa ge aŋɔ̀ chɔ kpɛ. 
MAT.5.40	Ngru lè ka lɛ, e mbudɔ wo bù ákɔ̀kpɛ ke è ka lɛ, a ŋa ge àsα evó wo, mbuju ŋapɔkɛ ge kô wo kpɛ. 
MAT.5.41	Ngru lè chìmbu wò ke ngre lɛ, á chα àbre ge nɛmbò gè sɛdɔ tótó pyɔ, sɛpɔkɛndà nkwɛ̀ pyɔ alɔhuŋ, fɔ pyα. 
MAT.5.42	Ŋa ngru bú è kate lɛ, á ŋa ge huŋ mami lɛ, e frɔ̀ mɔ.”
MAT.5.43	“Nɛ pɔgbαyi lɛ, bo yá zà lɛ, ‘Nɛ wo zhyé wo, á pi wa a pite wò shyɛ hɛ.’ 
MAT.5.44	Bɛhuŋ, Ŋ yi yaŋa nɛ mbrɔŋɛ lɛ, nɛ nɛ wo wa àpishyɛ nɛ, nɛ sofye Mbɔchù ke wa e yi ŋa nɛ vèzri hɛ. 
MAT.5.45	Nɛ tɔ àmɔ, yi nɛ ke ma zhyɛ Sonɛ á ma akpachù huŋ. Ngè e yi mbya nu, yi ju ke wa abebe wo wa zrɔbye bo setetemɔ ju Mbɔchù huŋ. Ngè e yi pwɛ̀ chù ke tá ke wa zrɔbye bo setetemɔ ju Mbɔchù, wo wa zrɔbye bo setetêmɔ ju Mbɔchù mu. 
MAT.5.46	Be nɛ lè yi nɛ wo wa á nɛ wo nɛ kwa mɔ huŋ, ngɛ Mbɔchù ke ŋa nɛ ekpamɔ ke gè? Mê mami wa e yi kpɛ gɛndu hɛ, yi tɔwalè àmɔ mû? 
MAT.5.47	Be è lè ma lɛ, yi zhyé wo á yi sopɔ vébo, ngɛ á tɔkàpɛ yi wa enzɔ hɛ? Mê mami wa á yitê Mbɔchù mu hɛ, yi tɔwalè bye alɔhɛ mu? 
MAT.5.48	Ngèhuŋ, nɛ tɔ zrɔbye ásetetemɔ é pé yi mbri be Sonɛ á ma akpachù huŋ.”
MAT.6.1	“Mbuwa nɛ ebɔ ke tɔ bye ásetetemɔ ju Mbɔchù jɔ wa lɛ, yi wa ke vè be nɛ yi tɔ bye huŋ. Be nɛ lè tɔ àmɔ, nɛ ke bɛtê ekpamɔ, yi Sonɛ á ma akpachù yi ŋa huŋ mu.”
MAT.6.2	“Ngè ebɔ nɛ ke yi kɔŋa wa á matê mu hɛ bye, nɛ tété yi bé tàràti be wa e yi kwrɛyi hɛ mu. Bo yi tɔ àmɔ tα sofye Mbɔchù wa Jû yi wo pαndi lɛ, wa ke vè bo, bo ŋa bo ezozo. Endɛndɛ Ŋ yi yaŋa nɛ, bo bɛgbα ekpamɔ bo. 
MAT.6.3	Bɛhuŋ, ebɔ nɛ lè yi kɔŋa wa á matê mu hɛ bye, tété mbya nɛ lɛ, mami zhyé fi nɛ yi bú nɛ yi tɔ huŋ mu lɛ, 
MAT.6.4	bú nɛ yi tɔtὰmɔ huŋ, nɛ lè tɔ àmɔ, Sonɛ e yi vè bú nɛ yi tɔtὰmɔ huŋ, ke ŋa nɛ ekpamɔ nɛ.”
MAT.6.5	“Ebɔ nɛ lè yi sofye Mbɔchù, tété ma nɛ be wa e yi kwrɛyi hɛ mu. Bo nɛ ke yi ndate ŋɛ té sofye Mbɔchù wa Jû yi, wo pαndi yi ke yi sofye Mbɔchù lɛ, wa ke vè bo. Endɛndɛ Ŋ yi yaŋa nɛ, bo bɛgbαyi ekpamɔ bo. 
MAT.6.6	Ebɔ nɛ lè ma lɛ, nɛ sofye Mbɔchù, kà nɛ pretα yi, nɛ kukɛ ndɔ, nɛ sofyeŋa Sonɛ, yi nguzo yi vètê mu huŋ.” Ngè Sonɛ e yi vè bye nɛ yi tɔtὰmɔ hɛ, ke ŋa nɛ ekpamɔ.
MAT.6.7	“Ebɔ nɛ lè yi sofye Mbɔchù, nɛ tété yi yâ chyα á pɔtê nji mu hɛ, be wa á yitê Mbɔchù mu huŋ. Bo yi sepɔ lɛ, Mbɔchù ke pɔ sofye bo ke ngɔ̀ngɔ̀ chyα bo yi ya hɛ. 
MAT.6.8	Tété ma nɛ be bo yi mu. Sonɛ yigbαyi bye nɛ pite hɛ, bɛ nɛ lɛ̀ bipɔmi ge huŋ.
MAT.6.9	Ngè be nɛ ke yi sofye Mbɔchù yi àmɔ:
MAT.6.9	‘Sonyi á ma akpachù huŋ,
MAT.6.9	Ma wa ŋa wò ezozo,
MAT.6.10	mbya wa vè ndu àfα wo be e yi ya,
MAT.6.10	mbya wa tɔ bú á kate myaŋɛ huŋ, lèbe bo yi tɔlè akpachù huŋ.
MAT.6.11	Ŋa nyi byezhi nyi kate zɛŋɛ hɛ.
MAT.6.12	Vèwáŋa nyi abebe nyi, nyi tɔte hɛ,
MAT.6.12	lèbe nyi yi vèwáŋa wa á tɔte abebe wo nyi hɛ.
MAT.6.13	Tété pwɛ̀teŋa nyi wo embɔ̀vèmɔ mu,
MAT.6.13	bɛhuŋ, tekɛfye nyi é ngru abebe yi.
MAT.6.13	Ma e ma àmɔ.’”
MAT.6.14	“Nɛ lè yi vèwáŋa wazɔ ebɔ bo yi tɔbɛ nɛ wo abebe mɔ huŋ, Sonɛ á ma akpachù huŋ, ke vèwáŋa lè nɛ kpɛ. 
MAT.6.15	Bɛhuŋ, be lè yi vèwáŋatê wa enzɔ abebe bo mu, Sonɛ á ma akpachù huŋ, ke vèwáŋatê nɛ abebe, yi nɛ tɔte hɛ kpɛ mu.”
MAT.6.16	“Ebɔ nɛ lè yi bwé drinɛ wo mbɔ ke sofye Mbɔchù, tété yi ma nɛ lè èsrɛ srɛ be wa e yi kwrɛyi hɛ, yi tɔ mu. Bo yi sɛ wo se èsrɛ jɔ bo ke yi màŋa wa mbri lɛ, bo yi bwé dribo bo wo mbɔ. Endɛndɛ Ŋ yi yaŋa nɛ, bo bɛgbαyi ekpamɔ bo. 
MAT.6.17	Bɛhuŋ, ebɔ nɛ lè yi bwé drinɛ wo mbɔ, nɛ chú jɔ nɛ, nɛ chokɛ ezɔprα, 
MAT.6.18	mama wazɔ ke yitê lɛ, nɛ yi bwé drinɛ wo mbɔ mu. Bɛhuŋ, yi Sonɛ á ma akpachù huŋ kwa, yi nguzo yi vètê mu huŋ, ngè e yi vè bye nɛ yi tɔtὰ hɛ, ngè e ke ŋa nɛ ekpamɔ.”
MAT.6.19	“Tété pɔte nɛ vìbye nɛ ŋɛ myaŋɛ, á ma bre sè wo emangri ke zhinyimbe gé wo, yi wa eví ke gbɛ kà ví gé mu. 
MAT.6.20	Bɛ, nɛ pɔte vìbye nɛ akpachù á ma bre sè wo emangri ke zhinyimbê gé, yi wa eví ke gbɛ kà vikô gé yi mu. 
MAT.6.21	È ma àmɔ ke bre vìbye nɛ ma huŋ, ngè bre pushyɛ nɛ ma yi kpɛ.”
MAT.6.22	“Njìjwó ma be lambù yi kpɔ ngru yi. Njìjwó wo lè ma sɔbe, kpɔ wo mbri ke ŋwɛ̀te wo chacha. 
MAT.6.23	Bɛ njìjwó wo lè béte, á màŋa lɛ, kpɔ wo mbri ke ma krú nkùfi yi. Ngè be chacha á ma lɛ, e le yi mbu é bù huŋ, yasè mate nkùfi huŋ, á màŋa lɛ, à mate é krú nkùfi yi!”
MAT.6.24	“Kɛpi tɔŋakô mɛsé pyα chwɔ mu, è ke pi zo shyɛ, è nɛ wo enzo, àmɔmu huŋ, è ke zó enzo, è vèkakami enzo huŋ. À ke yi tɔŋakô Mbɔchù chwɔ, à gbαwa lè ebɔ wo mbri ke kabɛ kɔbɔ̀ ebɔ alɔhuŋ mu.”
MAT.6.25	“Ngè drubú Ŋ yaŋa nɛ lɛ, nɛ tété yi nɛ̀ drinɛ shyɛ ke bú nɛ ke zhi huŋ wo, yi nɛ ke vá ke ma gbαgbα huŋ mu. Tété nɛ̀ nɛ drinɛ shyɛ, ke mami bú nɛ ke vó huŋ mu. Mê shigbαgbα ma chò kàpɛ yi byezhi mu. Ngèhuŋ mê kpɔ ngru ma chò kàpɛ yi àse mu? 
MAT.6.26	A kevè nɛ zhyɛnyɛ, gé yi játê bye, gé bópɔtê byezhi ntù yi mu bɛhuŋ, Sonɛ á ma akpachù huŋ, yi ŋa gé byezhi. Mê nɛ ma chò kàpɛ yi zhyɛnyɛ mu? 
MAT.6.27	Yi nya chɔ nɛ yi, á yibe e pɔkɛko ŋwa ebɔ é shigbαgbα ge ke e yi nɛ̀ drige shyɛ huŋ?”
MAT.6.28	“Ngɛ nɛ yi nɛ̀ drinɛ shyɛ ke àse dɔ́? A kevè nɛ be flawà ekpo, be gé yi kpè huŋ, gé yi tɔtê chwɔ, gé zavô drige àse mu. 
MAT.6.29	Bɛhuŋ, Ŋ yaŋa nɛ, mami àfα Solomù nyihùŋ vìbye ge yi, yá matê wo àse á bwαte be nzo chɔ flawà atehɛ mu. 
MAT.6.30	Bɛhuŋ, be Mbɔchù lè yi vó byα atehɛ àse, á ma gbαgbα zɛŋɛ, yi bo ke pɔchɛ̀ gé épyo nana, mê è ke vó nɛ àse kàpɛ be e yi vó byα hɛ mu? Nɛ, yi fenyi nɛ ma ŋwa baba huŋ!”
MAT.6.31	“Be è ma àmɔ huŋ, ‘Tété yi nɛ̀ drinɛ shyɛ ke bú nɛ ke zhi huŋ, àmɔmu huŋ, yi nɛ ke va huŋ, àmɔmu àse nɛ ke vó hɛ mu.’ 
MAT.6.32	(Ŋ yi yaŋa nɛ àmɔ, ke wa á yitê Mbɔchù mu hɛ, bo kate lè bye atehɛ ebɔ mbri.) Sonɛ á ma akpachù huŋ, yigbαyi lɛ, nɛ kate bye atehɛ mbri. 
MAT.6.33	Bú á kàpɛ bye mbri huŋ ma lɛ, nɛ pɔte pushyɛ nɛ é Ndu Àfα Mbɔchù yi. Nɛ tɔsete bye mɔ be Mbɔchù kate lɛ, nɛ tɔ huŋ. Ngè è ke ŋa nɛ bye atehɛ mbri kpɛ. 
MAT.6.34	Ngè ma tété yi nɛ̀ drinɛ shyɛ ke nana mu, ke ngɔ̀ngɔ̀ bye ma, yi nɛ ke nɛ̀ shyɛ yi ke nana. Chibyacha ma wo vèzri ke drige a kwate ge.”
MAT.7.1	“Tété kpà nɛ wazɔ mu, mama Mbɔchù ke kpàtê lè nɛ kpɛ mu. 
MAT.7.2	Pyɔ nɛ yi kpà wa huŋ, ngè be Mbɔchù ke kpà lè nɛ àmɔ. Bɔ̀bye nɛ yi mbu ke wa kpà huŋ, ngè be Mbɔchù ke mbu lè ke kpà nɛ yi.”
MAT.7.3	“Ngɛ á bàŋwɛ̀te ke yi kevè ebribye a ma njìjwó ŋwazα yi, á sepɔyo ke mbuju mbìtrì kpyɔ a ma njìjwó wo yi mu huŋ? 
MAT.7.4	Tɔ ntrɛ á yibe a zà wo ŋwazα lɛ, Ŋwama te Ŋ mbuju wò ebribye njìjwó, yi mbìtrì kpyɔ mate njìjwó wo huŋ? 
MAT.7.5	Bù ngru e yi kwrɛyi huŋ, mbujuyogbαyi mbìtrì kpyɔ njìjwó wo yi, bɛ à lè vèŋwrɛ́ ke mbuju ebribye á ma njìjwó ŋwazα huŋ.”
MAT.7.6	“Tété ŋa nɛ bye á ma wɛwa ju Mbɔchù wo bé mu. Nɛ lè tɔ àmɔ, gé ke yasè jɛ nɛ. Tété fɔ nɛ bye bo yi bé lɛ pɛ̂
MAT.7.7	“Bipɔbàte nɛ, bo ke ŋa nɛ, kabàte nɛ, nɛ ke vè, debàte nɛ ndɔ, bo ke pyaŋa nɛ. 
MAT.7.8	Ke mànya mànya e yi bi huŋ, bo ke ŋa ge. Mànya mànya e yi ka huŋ, è ke vè. Mànya mànya e yi kwa ndɔ huŋ, bo ke pyaŋa ge.”
MAT.7.9	“Nɛ shyé zhyɛ, nguzo ma chɔ nɛ, yi ŋwa ge lè bi ke byezhi mɔ huŋ, á yibe e ŋa ge mpɛ? 
MAT.7.10	Àmɔmu be è lè bi ke ásɛ mɔ huŋ, è yibe e ŋa ge ŋú? 
MAT.7.11	Be nɛ wa abebe, be nɛ lè yigbαyi ke ŋa zhyɛ nɛ bye asɔsɔ, è ke ma ntrɛ wo Sonɛ á ma akpachù huŋ? Mê è ke ŋa mànya mànya bye asɔsɔ, kàpɛ yi be bo lè yi bi ge mu? 
MAT.7.12	Tɔ nɛ wo wazɔ bú nɛ yibe nɛ nɛte lɛ, bo tɔ lè wo nɛ huŋ. Ngè bú bɔ̀bye Mɔsè wo wa pwὰpwὰ Mbɔchù yá yate.”
MAT.7.13	“Kà nɛ é mwɛndɔ gù é baba huŋ, ke mwɛndɔ gù á ngáte huŋ, ma pyɔ e yi dɔ wo ngru bre fi yi. È ma fyɔwa ke dɔ pyɔ alɔhuŋ. È ma pyɔ alɔhuŋ, yi wa fàbe yi kàju yi. 
MAT.7.14	Bɛ mwɛndɔ gù é baba, yi mbudɔ wo ngru é shigbαgbα yi. Pyɔ alɔhuŋ kwαte, ngè è mamɔ wa baba e yi kabɛ pyɔ alɔhuŋ.”
MAT.7.15	“Mbuwa nɛ ebɔ wo wa pwὰpwὰ e yi chúzɛchu hɛ. Bo ma lɛ, bo ya bɛ nɛ huŋ, bo fɔwa kpɛ sɛ, bo vówa, eyimu nyihùŋ bo huŋ, bo mamɔ fèkpɔ á ma ke gbαzi nɛ mɔ huŋ. 
MAT.7.16	Nɛ ke vèyi bo é zrɔbye bo yi. Wa pyako vα álamba é té ekpo yi, àmɔmu wa vɔ́ko vα njí é té mbwὰmbwὰ yi? 
MAT.7.17	Lèyɛwa vro tó asɔsɔ, yi vα é tó asɔsɔ yi? Vro tó abebe, yi vα é tó abebe yi. 
MAT.7.18	Tó asɔsɔ vαkô vα abebe mu, lèbe tó abebe vαkô vα asɔsɔ mu. 
MAT.7.19	Té mbri a lè yi vαtê, vα asɔsɔ mu huŋ, bo ke chikwè tɔ̀pɔ gé krú nkùfi yi. 
MAT.7.20	Ngèhuŋ, nɛ ke vèyi wa pwὰpwὰ e yi chúzɛchu hɛ, é zrɔbye bo yi.”
MAT.7.21	“Matê wa mbri e yi bé ŋɛ lɛ, Mpwèmya, Mpwèmya e ke kà ndu àfα akpachù yi mu. Bɛhuŋ, wa e ke kà nú hɛ, ma wa e yi tɔ bye Soŋɛ a ma akpachù huŋ, kate huŋ.” 
MAT.7.22	È ke ma chú Mbɔchù ke kpà wa huŋ, ngɔ̀ngɔ̀ wa ke yi zà wo mì lɛ, “Mpwèmya, Mpwèmya, mê nyi yayi yaŋa wa chwɛzri Mbɔchù, nyi yi kαju nkɔchɔ é wa yi, nyi yi tɔ bye acheche é zre wo yi mû? 
MAT.7.23	Ngè Ŋ ke yaŋa bo wɛwa lɛ, ‘Ŋ̀ yá yipɔ̂ nɛ mu. Chɔ̀ nɛ shyɔ ju ŋɛ yi, nɛ wa e yi tɔ abebe hɛ!’”
MAT.7.24	“Mànya mànya á lè pɔ chyα ŋɛ, è yi tɔ bú Ŋ kate huŋ, ma be ngru àyibye zo á yá pɔte tα ge wo mpɛ ásɛ́kɛnatemɔ huŋ. 
MAT.7.25	È yá pɔte àmɔ huŋ, chù yá tá, zɛ̀ yá ŋwɛ̀ngachαte, vo abebe yá tɔ dó tα alɔhuŋ, ngè vo abebe alɔhuŋ, yá tɔtê tα alɔhuŋ, lɛ e zo mu, ke bo pɔte tα alɔhuŋ, é mpɛ ásɛ́kɛnatemɔ huŋ. 
MAT.7.26	Bɛhuŋ, mànya mànya a lè pɔ chyα ŋɛ á tɔ̂ bu Ŋ kate huŋ mu, ma be jwɔ nguzo á pɔte tα ge zὰmbi huŋ. 
MAT.7.27	È yá pɔte àmɔ huŋ, chù yá tá, zɛ̀ yá ŋwɛ̀ngachαte, ngè vo abebe yá tɔ ya dó tα alɔhuŋ, ngè e yá zowamɔ dùdùdù!”
MAT.7.28	Ebɔ Yeso yá yagbαyi chyα atehɛ, ngɔ̀ngɔ̀ wa á yá ma nú hɛ, yá fobetewamɔ wo pyɔ è yayi mbɔ̀ŋa huŋ. 
MAT.7.29	Ke è yayi mbɔ̀ŋa be ngru á ma wo yabàkɛte huŋ, matê be chɔche bɔ̀bye bo hɛ mu.
MAT.8.1	Ebɔ Yeso yá shyagbαyi ànɛ̀ huŋ, ngɔ̀ngɔ̀ wa yá chinate é gè yi. 
MAT.8.2	Ngè ngunwa zo á yá ma wo dɔsrὰ huŋ, yá ya kɛkú ju ge, è yi zà lɛ, “Mpwèmya be à lè nɛte, à yibe mbya ŋɛ Ŋ́ cha.”
MAT.8.3	Yeso yá tὰ bu, è dùkpɛ ge, yi zà wo gè lɛ, “Ŋ̀ nɛte yi, ma cha.” Fɔnzo huŋ, ngunwa alɔhuŋ yá ngà wo dɔsrὰ ge huŋ. 
MAT.8.4	Ngè Yeso yá zà wo gè lɛ, “Vè lɛ, a tété yaŋa nguzo bú atehuŋ mu. Bɛ, dɔ màŋa driwo, wo ngru e tá Mbɔchù, á ŋa ekɔŋa wo be bɔ̀bye Mɔsè yate huŋ, ke màŋa wa enzɔ hɛ lɛ, à ngà yi.”
MAT.8.5	Ebɔ Yeso yá dɔ gbègbαyi jɛ̀ wa Kàpɛnàho huŋ, nú huŋ ngruse sɔje é yi vɔ́kɛ sɔje gbαngru mbɛ̀ chwɔ yá ya bɔ ge lɛ, 
MAT.8.6	“Mpwèmya, ngru chwɔ ŋɛ yi kpé, è nate ánu ŋɛ tα, è futebya, e yi vèzri gbαwa.”
MAT.8.7	Yeso yá zà wo gè lɛ, “Ŋ ke dɔ mbyangà ge.”
MAT.8.8	Ngè ngruse sɔje huŋ, yá yasèŋa ge lɛ, “Mpwèmya Ŋ kwatê ngru à yibe á kà tα ŋɛ yi mu. Yasumɔ lɛ, e ngà, ngru chwɔ ŋɛ ke ngà. 
MAT.8.9	Mì yi wo bɔŋɛ, Ŋ ma wo sɔje á kàpɛ ŋɛ, enzɔ Ŋ́ kàpɛ yi bo. Ebɔ Ŋ yi zà wo sɔjà zo lɛ, dɔ huŋ, e yi dɔ, ngè wo enzo lɛ, e ya huŋ, e yi ya. Ebɔ Ŋ́ yi zà wo kɛpi ŋɛ lɛ, e tɔ bú atehuŋ, e yi tɔ ge.”
MAT.8.10	Ebɔ Yeso pɔ chyα atehɛ, gé yá fote ge gbαwa, ngè è yá yasè zà wo wa á chikɛnate é gè hɛ lɛ, “Endɛndɛ Ŋ yi yaŋa nɛ lɛ, Ŋ yá vèpɔ̂ ngru á ma wo cho fenyi akwαkwα atehuŋ, kwɛ̀ wa Izrὰ yi mu. 
MAT.8.11	Ŋ yi yaŋa nɛ lɛ, ngɔ̀ngɔ̀ wa ke ju bre nu yi chi wo bre nu yi kù huŋ. Bo ke ya shi wo Abràha, Izìk wo Jèkɔp ke yi zhi vɛ́ ŋɛ ndu àfα akpachù yi. 
MAT.8.12	Bɛhuŋ, Mbɔchù ke kαtáwá wa, yi bo yá mbyabwαte ndu àfα ke bo hɛ nkùfi yi. Nú huŋ, wa atehɛ ke yi sɛ̀ fi, bo yi pɛ nyrα.”
MAT.8.13	Ngè Yeso yá zà wo ngruse sɔje hɛ lɛ, “Ma dɔ, ngru chwɔ wo ke ngà be à fenyi huŋ.” Ngè ngru chwɔ ngruse sɔje huŋ, yá ngàwa fɔnzo ebɔ alɔhuŋ.
MAT.8.14	Ebɔ alɔhuŋ kàjugbα huŋ, Yeso yá dɔ tα Pità yi. È yá vè be nyɔ̀ va ge nate ánu, yi kpé wo vokpidri. 
MAT.8.15	È yá dùkpɛ ge bu yi, ngè vokpidri huŋ pwɛ̀tewa ge. Ngè è yá chitɔ chùwa ge.
MAT.8.16	Ebɔ anzó yá gbègbα huŋ, wa yá ya bɛ ge wo ngɔ̀ngɔ̀ wa, yi nkɔchɔ yayi nɛ̀ bo shyɛ, ngè è yá kαju nkɔchɔ alɔhɛ wo nde chyα kwakwa, è mbyangà wa e yi kpé hɛ mbri. 
MAT.8.17	È yá tɔ àmɔ, ke mbya bye ngru pwὰpwὰ Mbɔchù Àzayà yá yate hɛ, ke ya ju endɛndɛ lɛ, “È yá fɔju kpidri nyi, è chαfyedɔ wo dɛbye nyi.”
MAT.8.18	Ebɔ Yeso yá vè lɛ, fro wa tekαnyìte ge huŋ, è yá zà wo bo lɛ, bo chαpàju nyrɔ zrèhù. 
MAT.8.19	Be bo yá ma ke yi dɔ huŋ, chichà bɔ̀bye zo yá ya zà wo gè lɛ, “Chichà Ŋ̀ ke chi wò, mamiwa brekɔ á yi dɔ huŋ.”
MAT.8.20	Yeso yá yasèŋa gè lɛ, “Nfùzhyɔ ma wo pì gé, zhyɛnyɛ ma wo ambá gé bɛhuŋ, Mì Ŋwa Ngru, Ŋ matê wo bre Ŋ ke te se yi mu.”
MAT.8.21	Ngunwa zo á yá ma ngru ekokro gè kpɛ huŋ, yá zà lɛ, “Mpwèmya pwɛ̀te, Ŋ dɔ zhìyogbαyi soŋɛ bɛ Ŋ̀ lɛ̀ ya.”
MAT.8.22	Bɛhuŋ, Yeso yá yaŋa ge lɛ, “Chi ŋɛ, á pwɛ̀te wa á fugbαyi hɛ, ke zhì ngru bo á fute huŋ.”
MAT.8.23	Yeso yá yagbαyi àmɔ huŋ, è kàwa kro yi, bombò bo. 
MAT.8.24	Ebɔ baba huŋ, vochù akwαkwα chàwa ke yi vé ya nyrɔ huŋ, yi mbya zɔ̀ yi dóbàkɛ é kro huŋ, yi kà nyihùŋ kro yi. Be è yayi kàju àmɔ huŋ, yi Yeso nate enru. 
MAT.8.25	Wa e yi mbɔ̀bye wo gè hɛ, yá dɔ dùfɔzi ge, yi zà wo gè lɛ, “Mpwèmya, pofye nyi, nyi ke bɔte fu!”
MAT.8.26	È yá yasèŋa bo lɛ, “Nɛ, yi fenyi nɛ ma ŋwa baba huŋ, ngɛ nɛ yi se àmɔ?” Be è zà àmɔ huŋ, è chitɔ dɛkαwa vochù akwαkwα huŋ wo nyrɔ huŋ, chwα subàkɛwa sê. 
MAT.8.27	Wa ge hɛ yá fotewamɔ, bo chàwa yi bi lɛ̀, “Yi cho ngru kɔ ate? Yi mami vochù akwαkwα wo nyrɔ yi bapɔ wo gè kpɛ huŋ!”
MAT.8.28	Ebɔ Yeso chαpàjugbαyi zɔ̀ zrèhù ŋɛ pɔ́ wa Gadarà huŋ, wanwa zɔ pyα, yi vo abebe yayi nɛ̀ bo shyɛ, yá jute bre ámbrakwɛ̀ yi ke ya bɛ ge. Bo yayi ŋa ànɛ̀shyɛ gbαwa, yi nguzo tákékô é pyɔ alɔhuŋ mu. 
MAT.8.29	Fɔnzo bo yá dɛ ndá, yi zà lɛ, “Ŋwa Mbɔchù, ngɛ à kate wo nyi? À ya ŋɛ ke ŋa nyi vèzri bɛ ebɔ bo màpɔte huŋ lɛ̀ kwa?”
MAT.8.30	Kα kɔye zɔ yayi kazhibye chɛ bre alɔhuŋ. 
MAT.8.31	Ngèhuŋ, nkɔchɔ hɛ yá dàŋa Yeso mwɛ lɛ, “A lè yi kαju nyi, ya nyi dɔ kà é kα kɔye atelɔhɛ.”
MAT.8.32	Yeso yá zà wo bo lɛ, “Dɔ nɛ,” ngè gé yá ju dɔ kàwa é kɔye hɛ. Gé kɔye hɛ mbri yá gbɛ srɔwa ákɛte yi, gé gbɛkasɛ srɔ kwèpɔwa nyrɔ yi, gé vafuwa. 
MAT.8.33	Wa á yayi vɔ́kɛ kɔye hɛ yá gbɛfɔ pasè, bo gbɛdɔwa jɛ̀ yi, bo yaŋa wa bye atehɛ mbri, bo yaŋandà wa ke bye á kàju wo wa vo abebe yayi nɛ̀ shyɛ hɛ. 
MAT.8.34	Ngèhuŋ, wa mbri jɛ̀ alɔhuŋ, yá ju ke dɔ bɛ Yeso. Ngè ebɔ bo vè ge huŋ, bo dàŋa ge mwɛ lɛ, e pwɛ̀te pɔ́ kwɛ̀ bo.
MAT.9.1	Yeso yá kà kro yi, è chαpàju dɔ ndà ŋɛ jɛ̀ ge yi, bre è yayi shi huŋ.
MAT.9.2	Ebɔ è gbè nú huŋ, wanwa zɔ yá chα ya wo ngunwa zo á futebya té bo tàte yi. Ebɔ Yeso vè fenyi bo huŋ, è zà wo ngunwa á futebya huŋ lɛ, “Ŋwaŋɛ se mu, Ŋ vèwáŋa yi wò é abebe wo yi.”
MAT.9.3	Ngè chɔche bɔ̀bye zɔ, chàwa ke yi zà wo dribo bo lɛ, “Ngunwa atehuŋ yi chenyimbe Mbɔchù mɔ!”
MAT.9.4	Yeso yá yigbα bú bo yi sepɔ huŋ, ngè è zà wo bo lɛ, “Ngɛ nɛ yi sepɔ bye abebe pushyɛ nɛ ke gè?” 
MAT.9.5	Yi kɔ á ma fyɔ kàju enzo huŋ, ke zà lɛ, “Ŋ̀ vèwáŋa yi wò abebe wo lɛ̀, ke zà lɛ, ‘chitɔmɔ á sɛshyɔ?’ 
MAT.9.6	Bɛhuŋ, Ŋ̀ ke màŋa nɛ lɛ, Ŋwa Ngru, ma wo ngre ke vèwáŋa wa abebe bo ŋɛ ndomyaŋɛ.” Ngè è zà wo ngru á futebya huŋ lɛ, “Chitɔmɔ á mbu té wo bo tàte hɛ, á ngɔ!” 
MAT.9.7	Be è ya àmɔ huŋ, ngunwa huŋ chitɔ ngɔwa tα ge yi. 
