MAT.1.1	Cartea genealogiei lui Iisus Hristos, fiul lui David, fiul lui Avraam:
MAT.8.22	Iisus i-a răspuns: „Vino după Mine şi lasă morţii să-şi îngroape morţii!”
MAT.8.23	Iisus s-a urcat într-o corabie şi ucenicii Lui L-au urmat. 
MAT.8.24	Şi deodată s-a stârnit pe mare o furtună atât de puternică încât corabia era să fie înghiţită de valuri. El însă dormea. 
MAT.8.25	Ucenicii s-au apropiat de El şi L-au trezit strigând: „Doamne, scapă-ne! Pierim!” 
MAT.8.26	El le-a zis: „De ce vă temeţi, puţin credincioşilor?” Apoi s-a sculat, a certat vânturile şi marea şi s-a lăsat o linişte adâncă. 
MAT.8.27	Oamenii aceia se mirau şi ziceau: „Cine este acesta, de I se supun până şi vânturile şi marea?”
MAT.8.28	Când a ajuns Iisus pe celălalt ţărm, în ţinutul gadarenilor, L-au întâmpinat doi demonizaţi care ieşeau din morminte. Erau atât de primejdioşi, încât nimeni nu putea trece pe drumul acela. 
MAT.8.29	Şi iată că au început să strige zicând: „Ce ai cu noi, Iisuse, Fiul lui Dumnezeu? Ai venit aici să ne chinuieşti înainte de vreme?” 
MAT.8.30	Departe de ei era o turmă mare de porci care păşteau. 
MAT.8.31	Atunci demonii au început să-L roage şi să zică: „Dacă ne scoţi afară din ei, trimite-ne în turma aceea de porci!” 
MAT.8.32	„Duceţi-vă!” le-a zis El. Ei au ieşit şi au intrat în porci şi, deodată, toată turma de pe ţărm s-a repezit în mare şi a pierit în ape. 
MAT.8.33	Porcarii au fugit şi s-au dus în cetate şi au povestit despre tot ce se petrecuse şi despre cei demonizaţi. 
MAT.8.34	Şi iată că toată cetatea a ieşit în întâmpinarea lui Iisus şi, cum L-au văzut, L-au rugat să plece din ţinutul lor.
MAT.9.1	Iisus s-a suit într-o corabie, a trecut marea şi a mers în cetatea Sa. 
MAT.9.2	Şi iată că I-au adus un om paralizat, care zăcea la pat. Iisus le-a văzut credinţa şi a zis paraliticului: „Îndrăzneşte, fiule! Păcatele îţi sunt iertate!” 
MAT.9.3	Atunci, unii dintre cărturari şi-au zis în sinea lor: „Omul acesta rosteşte blasfemii!” 
MAT.9.4	Iisus, care le cunoştea gândurile, le-a spus: „Pentru ce aveţi gânduri rele în inimile voastre? 
MAT.9.5	Ce este mai uşor să zici: Iertate îţi sunt păcatele, sau: Scoală-te şi umblă? 
MAT.9.6	Dar, ca să ştiţi că Fiul Omului are putere pe pământ să ierte păcatele” – „Ridică-te!” i-a zis celui paralizat, „Ia-ţi patul şi du-te acasă!” 
MAT.9.7	Paraliticul s-a ridicat şi s-a dus acasă. 
MAT.9.8	Când au văzut mulţimile lucrul acesta s-au înspăimântat şi au dat slavă lui Dumnezeu, care le-a dat oamenilor o astfel de putere.
MAT.9.9	De acolo, Iisus a mers mai departe şi a văzut un om numit Matei, stând la vamă. Şi i-a zis: „Vino după Mine!” Omul acela s-a ridicat şi a mers după El. 
MAT.9.10	Pe când stătea Iisus la masă, în casă, iată că au venit o mulţime de vameşi şi păcătoşi şi au şezut la masă cu El şi cu ucenicii Lui. 
MAT.9.11	Fariseii au văzut lucrul acesta şi le-au zis ucenicilor lui: „Pentru ce mănâncă Învăţătorul vostru cu vameşii şi cu păcătoşii?” 
MAT.9.12	Iisus i-a auzit şi le-a zis: „Nu cei sănătoşi au nevoie de doctor, ci bolnavii. 
MAT.9.13	Duceţi-vă de învăţaţi ce înseamnă: 
MAT.9.14	Atunci ucenicii lui Ioan au venit la Iisus şi I-au zis: „De ce noi şi fariseii postim des, iar ucenicii Tăi nu postesc deloc?” 
MAT.9.15	Iisus le-a răspuns: „Oare se întristează nuntaşii câtă vreme este mirele cu ei? Vor veni zile când mirele va fi luat de la ei şi atunci vor posti. 
MAT.9.16	Nimeni nu pune un petec de postav nou la o haină veche, pentru că haina s-ar destrăma şi ruptura s-ar face şi mai mare. 
MAT.9.17	Iar oamenii nu pun vinul nou în burdufuri vechi; altfel, burdufurile plesnesc, vinul se varsă, iar burdufurile se strică; ci vinul nou se pune în burdufuri noi şi se păstrează amândouă.”
MAT.9.18	Pe când le spunea Iisus aceste vorbe, iată că a venit unul din fruntaşii sinagogii, I s-a închinat şi I-a zis: „Fiica mea a murit adineauri; vino şi pune-Ţi mâinile peste ea şi va învia!” 
MAT.9.19	Iisus s-a sculat şi a plecat după el împreună cu ucenicii Lui. 
MAT.9.20	Şi iată că o femeie, care de doisprezece ani suferea de o sângerare, a venit prin spate şi s-a atins de poala hainei Lui. 
MAT.9.21	Fiindcă ea îşi zicea: „Numai să mă ating de haina Lui şi mă voi vindeca.” 
MAT.9.22	Iisus s-a întors, a văzut-o şi i-a zis: „Îndrăzneşte, fiică! Credinţa ta te-a vindecat.” Şi chiar în clipa aceea femeia s-a vindecat. 
MAT.9.23	Când a ajuns Iisus în casa mai marelui sinagogii şi când a văzut pe cei ce cântau din fluier şi mulţimea jelind, 
MAT.9.24	le-a zis: „Daţi-vă la o parte, fiindcă fetiţa n-a murit, ci doarme!” Ei Îl luau în râs. 
MAT.9.25	Şi, după ce a fost scoasă mulţimea afară, Iisus a intrat în casă, a luat-o pe fetiţă de mână, iar ea s-a sculat. 
MAT.9.26	Şi s-a dus vestea despre această minune în tot ţinutul acela.
MAT.9.27	Când a plecat de acolo, doi orbi s-au luat după Iisus şi au început să strige: „Ai milă de noi, Fiul lui David!” 
MAT.9.28	După ce a intrat în casă, orbii au venit la El. Şi Iisus le-a zis: „Credeţi că pot face lucrul acesta?” „Da, Doamne!” I-au răspuns ei. 
MAT.9.29	Atunci le-a atins ochii şi a zis: „Fie după credinţa voastră!” 
MAT.9.30	Şi li s-au deschis ochii. Iisus le-a poruncit: „Vedeţi, să nu afle nimeni.” 
MAT.9.31	Dar ei, cum au ieşit afară, au răspândit vestea despre El în tot ţinutul acela. 
MAT.9.32	Pe când plecau orbii aceştia, iată că au adus la Iisus un mut stăpânit de un demon. 
MAT.9.33	După ce a fost scos demonul din el, mutul a vorbit. Şi mulţimile, mirate, ziceau: „Niciodată nu s-a mai văzut aşa ceva în Israel!” 
MAT.9.34	Dar fariseii ziceau: „Cu stăpânul demonilor scoate El demonii!”
MAT.9.35	Iisus străbătea toate cetăţile şi satele, învăţând în sinagogi, predicând evanghelia Împărăţiei şi vindecând orice boală şi orice slăbiciune. 
MAT.9.36	Când a văzut mulţimile, I s-a făcut milă de ele, pentru că erau necăjite şi risipite, ca nişte oi fără păstor. 
MAT.9.37	Atunci a zis ucenicilor Săi: „Este mult de secerat, dar lucrătorii sunt puţini! 
MAT.9.38	Rugaţi-L deci pe Domnul secerişului să trimită lucrători la secerişul Lui.”
MAT.10.1	Apoi Iisus i-a chemat pe cei doisprezece ucenici ai Săi şi le-a dat putere să scoată duhurile necurate şi să vindece orice boală şi orice slăbiciune. 
MAT.10.2	Iată numele celor doisprezece apostoli: întâi, Simon, zis Petru, şi Andrei, fratele lui; apoi Iacov, fiul lui Zebedeu, şi Ioan, fratele lui; 
MAT.10.3	Filip şi Bartolomeu; Toma şi Matei, vameşul; Iacov, fiul lui Alfeu, şi Levi, zis şi Tadeu; 
MAT.10.4	Simon Canaanitul şi Iuda Iscarioteanul, care L-a vândut pe Iisus. 
MAT.10.5	Aceştia sunt cei doisprezece pe care i-a trimis Iisus, după ce le-a poruncit: „Să nu mergeţi pe calea păgânilor şi să nu intraţi în vreo cetate a samaritenilor. 
MAT.10.6	Ci să mergeţi mai degrabă la oile pierdute ale casei lui Israel. 
MAT.10.7	Pe drum, predicaţi şi ziceţi: Împărăţia cerurilor este aproape! 
MAT.10.8	Vindecaţi bolnavii, înviaţi morţii, curăţiţi leproşii, alungaţi demonii. În dar aţi primit, în dar să daţi! 
MAT.10.9	Nu luaţi cu voi nici aur, nici argint, nici aramă, 
MAT.10.10	nici traistă pentru drum, nici două haine, nici încălţăminte, nici toiag, fiindcă vrednic este lucrătorul de hrana sa. 
MAT.10.11	Când intraţi într-o cetate sau într-un sat, căutaţi cine este vrednic între ei şi să rămâneţi acolo până veţi pleca. 
MAT.10.12	Când intraţi în casă, salutaţi-l, 
MAT.10.13	iar dacă este casa aceea vrednică, pacea voastră să vină peste ea. Dar dacă este nevrednică, pacea voastră să se întoarcă la voi. 
MAT.10.14	Dacă nu vă va primi cineva şi nu va asculta cuvintele voastre, să ieşiţi din casa sau din cetatea aceea şi să scuturaţi praful de pe picioarele voastre. 
MAT.10.15	Adevărat vă spun că în ziua judecăţii va fi mai uşor pentru ţinuturile Sodomei şi Gomorei, decât pentru cetatea aceea.
MAT.10.16	Iată, Eu vă trimit ca pe nişte oi în mijlocul lupilor. Fiţi deci înţelepţi ca şerpii şi fără răutate ca porumbeii. 
MAT.10.17	Păziţi-vă de oameni, fiindcă vă vor da în judecata sinedriilor şi vă vor bate în sinagogile lor. 
MAT.10.18	Din cauza Mea, veţi fi duşi înaintea guvernatorilor şi înaintea împăraţilor, ca să slujiţi ca mărturie înaintea lor şi înaintea neamurilor. 
MAT.10.19	Dar, când vă vor da în mâna lor, să nu vă îngrijoraţi gândindu-vă cum sau ce veţi spune, fiindcă ce veţi avea de spus vă va fi dat chiar în ceasul acela. 
MAT.10.20	Căci nu veţi vorbi voi, ci Duhul Tatălui vostru va vorbi prin voi. 
MAT.10.21	Fratele va da la moarte pe frate şi tatăl pe copilul lui. Copiii se vor scula împotriva părinţilor lor şi-i vor omorî. 
MAT.10.22	Toţi vă vor urî din cauza Numelui Meu, dar cine va răbda până la sfârşit, va fi mântuit. 
MAT.10.23	Când vă vor prigoni într-o cetate, să fugiţi într-alta. Adevărat vă spun, că nu veţi apuca să străbateţi cetăţile lui Israel până va veni Fiul Omului. 
MAT.10.24	Ucenicul nu este mai presus de învăţătorul său, nici robul mai presus de stăpânul său. 
MAT.10.25	Ajunge ucenicului să fie ca învăţătorul lui şi robului să fie ca stăpânul lui. Dacă pe Stăpânul casei L-au numit Beelzebul, cu cât mai mult îi vor numi aşa pe cei din casa Lui.
MAT.10.26	Aşadar, nu vă temeţi de ei, pentru că nu este nimic ascuns care nu va fi descoperit şi nimic tăinuit care nu va fi făcut cunoscut. 
MAT.10.27	Ce vă spun Eu la întuneric, voi să spuneţi la lumină şi ce auziţi şoptindu-se la ureche, să predicaţi de pe acoperişul caselor. 
MAT.10.28	Nu vă temeţi de cei ce ucid trupul, dar care nu pot ucide sufletul, ci temeţi-vă mai degrabă de cel ce poate să nimicească şi sufletul şi trupul în gheenă. 
MAT.10.29	Nu se vând oare două păsări pe un ban? Totuşi, nici una din ele nu cade pe pământ fără voia Tatălui vostru! 
MAT.10.30	Cât despre voi, până şi perii din cap, toţi vă sunt număraţi.
MAT.10.31	Deci să nu vă temeţi! Voi sunteţi mai de preţ decât orice pasăre. 
MAT.10.32	De aceea, pe oricine Mă va mărturisi înaintea oamenilor, Îl voi mărturisi şi Eu înaintea Tatălui Meu care este în ceruri. 
MAT.10.33	Dar oricine se va lepăda de Mine înaintea oamenilor, Mă voi lepăda şi Eu de el înaintea Tatălui Meu care este în ceruri. 
MAT.10.34	Să nu credeţi că am venit s-aduc pacea pe pământ. N-am venit să aduc pacea, ci sabia. 
MAT.10.35	Căci am venit să despart pe fiu de tată, pe fiică de mamă, şi pe noră de soacră. 
MAT.10.36	Şi omul îi va avea de vrăjmaşi chiar pe cei din familia lui. 
MAT.10.37	Cine îşi iubeşte tatăl sau mama mai mult decât pe Mine, nu este vrednic de Mine, iar cine îşi iubeşte fiul sau fiica mai mult decât pe Mine, nu este vrednic de Mine. 
MAT.10.38	Cine nu-şi ia crucea şi nu vine după Mine, nu este vrednic de Mine. 
MAT.10.39	Cine îşi va păstra viaţa, o va pierde şi cine îşi va pierde viaţa pentru Mine, o va câştiga.
MAT.10.40	Cine vă primeşte pe voi, pe Mine Mă primeşte; şi cine Mă primeşte pe Mine, îl primeşte pe cel care m-a trimis. 
MAT.10.41	Cine primeşte un profet, pentru că este profet, va primi răsplata unui profet şi cine primeşte pe un om drept, pentru că este un om drept, va primi răsplata unui om drept. 
MAT.10.42	Şi oricine va da de băut chiar şi un pahar de apă rece unuia din aceştia mai mici, numai pentru că sunt ucenici, adevărat vă spun că nu-şi va pierde răsplata.”
MAT.11.1	După ce a terminat de dat învăţături celor doisprezece ucenici ai Săi, Iisus a plecat de acolo, ca să-i înveţe pe oameni şi să predice în cetăţile lor. 
MAT.11.2	Ioan a auzit din temniţă despre lucrările lui Hristos şi-a trimis să-L întrebe prin ucenicii săi: 
MAT.11.3	„Tu eşti Acela care trebuie să vină sau să aşteptăm pe altul?” 
MAT.11.4	Iisus le-a răspuns: „Duceţi-vă şi-i spuneţi lui Ioan ce auziţi şi ce vedeţi: 
MAT.11.5	orbii îşi capătă vederea, şchiopii umblă, leproşii sunt curăţiţi, surzii aud, morţii învie şi săracilor li se vesteşte evanghelia. 
MAT.11.6	Fericit cel care nu se va poticni de Mine.” 
MAT.11.7	Pe când plecau ei, Iisus a început să vorbească mulţimilor despre Ioan: „Ce aţi venit să vedeţi în pustiu? O trestie clătinată de vânt? 
MAT.11.8	Dacă nu, atunci ce aţi venit să vedeţi? Un om îmbrăcat în haine fine? Iată, cei ce poartă haine fine sunt în casele regilor. 
MAT.11.9	Atunci ce aţi ieşit să vedeţi? Un profet? Da, vă spun, şi mai mult decât un profet, 
MAT.11.10	fiindcă el este acela despre care s-a scris:
MAT.11.11	Adevărat vă spun că, dintre oamenii născuţi pe pământ,
MAT.11.12	Din zilele lui Ioan Botezătorul până acum, Împărăţia cerurilor se ia cu forţa, iar cei ce străduie
MAT.11.13	Căci toţi Profeţii şi Legea au profeţit până la Ioan. 
MAT.11.14	Şi, dacă vreţi să înţelegeţi, el este Ilie care urmează să vină. 
MAT.11.15	Cine are urechi să audă.
MAT.11.16	Cu cine voi asemăna astfel de oameni
MAT.11.17	V-am cântat din fluier şi n-aţi jucat,
MAT.11.17	v-am cântat de jale şi nu v-aţi tânguit.
MAT.11.18	Căci a venit Ioan, care nici nu mănâncă, nici nu bea şi ei zic: E îndrăcit! 
MAT.11.19	A venit Fiul Omului, care mănâncă şi bea, şi ei zic: Iată un mâncăcios şi băutor de vin, prieten al vameşilor şi al păcătoşilor! Totuşi, înţelepciunea s-a dovedit dreaptă prin lucrările ei.”
MAT.11.20	Atunci Iisus a început să mustre cetăţile în care fuseseră făcute cele mai multe din minunile lui, pentru că nu se pocăiseră. 
MAT.11.21	„Vai de tine, Horazine!” a zis El. „Vai de tine, Betsaida! Căci dacă ar fi fost făcute în Tir şi Sidon minunile care au fost făcute la voi, de mult s-ar fi pocăit cu sac şi cenuşă. 
MAT.11.22	De aceea vă spun că, în ziua judecăţii, va fi mai uşor pentru Tir şi Sidon decât pentru voi. 
MAT.11.23	Şi tu, Capernaume, vei fi oare înălţat până la cer? Până în sălaşul morţilor vei fi coborât, fiindcă, dacă ar fi fost făcute în Sodoma minunile care au fost făcute în tine, ea ar fi rămas în picioare până în ziua de astăzi. 
MAT.11.24	De aceea, vă spun, că în ziua judecăţii va fi mai uşor pentru ţinutul Sodomei decât pentru tine.”
MAT.11.25	În vremea aceea, Iisus a luat cuvântul şi a zis: „Te laud, Tată, Doamne al cerului şi al pământului, pentru că ai ascuns aceste lucruri de cei înţelepţi şi pricepuţi şi le-ai descoperit pruncilor. 
MAT.11.26	Da, Tată, Te laud, pentru că aşa ai găsit Tu cu cale, prin voia Ta cea bună! 
MAT.11.27	Toate lucrurile Mi-au fost date în mâini de Tatăl Meu şi nimeni nu-L cunoaşte deplin pe Fiul, în afară de Tatăl. Tot astfel nimeni nu-L cunoaşte deplin pe Tatăl, în afară de Fiul şi acela căruia vrea Fiul să i-L descopere. 
MAT.11.28	Veniţi la Mine, toţi cei trudiţi şi împovăraţi, şi eu vă voi da odihnă. 
MAT.11.29	Luaţi jugul Meu asupra voastră şi învăţaţi de la Mine, fiindcă eu sunt blând şi smerit cu inima şi veţi găsi odihnă pentru sufletele voastre. 
MAT.11.30	Căci jugul Meu este bun şi povara Mea este uşoară.”
MAT.12.1	În vremea aceea, într-o sâmbătă, Iisus trecea prin lanurile de grâu. Ucenicii Lui, care flămânziseră, au început să smulgă spice de grâu şi să le mănânce. 
MAT.12.2	Fariseii, când au văzut lucrul acesta, I-au zis: „Iată că ucenicii Tăi fac ce nu este îngăduit să facă sâmbăta.” 
MAT.12.3	Dar Iisus le-a răspuns: „Oare n-aţi citit ce a făcut David când a flămânzit, el şi cei ce erau împreună cu el? 
MAT.12.4	Cum a intrat în Casa lui Dumnezeu şi a mâncat pâinile pentru punerea înaintea Domnului, deşi nici lui, nici celor ce erau cu el nu le era îngăduit să le mănânce, ci doar preoţilor? 
MAT.12.5	Sau n-aţi citit în Lege că, în zilele de sâmbătă, preoţii încalcă sâmbăta în Templu şi totuşi sunt nevinovaţi? 
MAT.12.6	Dar Eu vă spun că aici este cineva mai mare decât Templul. 
MAT.12.7	Dacă aţi fi ştiut ce înseamnă: 
MAT.12.8	Căci Fiul Omului este Domn şi al sâmbetei.”
MAT.12.9	Iisus a plecat de acolo şi a intrat în sinagogă. 
MAT.12.10	Şi iată că în sinagogă era un om care avea o mână uscată. Ca să-L poată învinui pe Iisus, ei L-au întrebat: „Este îngăduit să vindeci sâmbăta?” 
MAT.12.11	El le-a răspuns: „Cine este acela dintre voi care, dacă are o oaie şi-i cade într-o groapă sâmbăta, nu o va apuca s-o scoată afară? 
MAT.12.12	Cu cât mai de preţ este, deci, un om decât o oaie? De aceea este îngăduit a face bine în zilele de sâmbătă.” 
MAT.12.13	Atunci i-a zis acelui om: „Întinde-ţi mâna!” El şi-a întins mâna şi mâna s-a făcut sănătoasă la fel ca cealaltă. 
MAT.12.14	Fariseii au ieşit afară şi s-au sfătuit cum să-L omoare pe Iisus.
MAT.12.15	Dar Iisus, ştiind lucrul acesta, a plecat de acolo. După El a mers o mare mulţime de oameni. El i-a vindecat pe toţi bolnavii 
MAT.12.16	şi le-a poruncit cu tot dinadinsul să nu-L facă cunoscut, 
MAT.12.17	ca să se împlinească ce fusese vestit prin profetul Isaia, care zice:
MAT.12.22	Atunci I-au adus un demonizat orb şi mut şi Iisus l-a vindecat, aşa că cel mut vorbea şi vedea. 
MAT.12.23	Toate mulţimile se mirau şi ziceau: „Nu cumva acesta este Fiul lui David?”
MAT.12.24	Când i-au auzit fariseii, au zis: „Omul acesta nu scoate demonii decât cu Beelzebul, stăpânul demonilor!” 
MAT.12.25	Iisus, care le cunoştea gândurile, le-a zis: „Orice împărăţie dezbinată împotriva ei însăşi este pustiită şi orice cetate sau casă dezbinată în sine nu poate dăinui. 
