GEN.1.1	Ti kucangtsi ti Rimam mam apupwen ti riben, 
GEN.7.20	Rurong na ambyi ti munn nyatsa utaen rikwen yi si kutun-kujwo rijwe asu itsong. 
GEN.7.21	Meme iken ti site unyang ti ta uwae utense cwu tag, inung, asinn, ibye kutur, ti akako iken ti site unyang meme, fa ti ande, cwu tag. 
GEN.7.22	Patag iken ti ku kyang riben, ti ku nyang unyang ruwen, cwu tag. 
GEN.7.23	Rimam fen tag meme iken ti site unyang ti ku kyang riben uwae utense, ibye ti ande, fa ti inung ti apupwen meme. Nuhu amam ti tsi ti unyang, ti aba ti ta te wu uwae kuyae. 
GEN.7.24	Ambyi munnkyi utense ka usir ukob kinjo ti mae ifaen mbe rijwe (150).
GEN.8.1	Rimam tangsom ti Nuhu ti asinn ti ibye kutur ti ta te wu uwae kuyae, u tom ufunn ti kpakang sang utense, ama ambyi womsi. 
GEN.8.2	Isatsub ti kyeb tsoye ko aka yer tsen, ufu ambyi ti apupwen ama cwunnkyi. Upwen tsa-wu cwucwo be. 
GEN.8.3	Ambyi wom ku si sku, sku. Isim usir ukob kinjo ti mae ifaen mbe rijwe (150), ambyi womsi tag pu yi. 
GEN.8.4	Ama usir ti rijwe asu itsongfaen ana ishaen ti itsongfaen, kuyae si ba tsitsa risu rikwen na Ararat. 
GEN.8.5	Ambyi wu wom si skuu, ka kwer ti ishaen ti rijwe. Usir ti tawe ana ishaen ti rijwe, risu rikwen mbagta ku nae ise.
GEN.8.6	Isim usir mae ifaen, Nuhu mbubta riye kuyae wu, 
GEN.8.7	u tom rirang kinjo ruye. Awu kafe ba-wu be, u ku pinn ku kyang, se ti ambyi wom tag riben. 
GEN.8.8	Ama Nuhu tom kyi kukwae iki ruye, ti wu na ka nung ko ambyi na wom pu yi riben. 
GEN.8.9	Kukwae wu tu-wu uwog ti awu u pu afxen tsi atang be, ikyaen ti, ambyi ku pang riben ti atang. Awu kafe ru ka tu Nuhu uwae kuyae. Nuhu ye ra wu kafe sang ti uwae kuyae. 
GEN.8.10	Awu som usir itsongfaen, u tom kukwae wu ru kyi cwucwo. 
GEN.8.11	Ureb usir wu, kukwae wu kafe ba ti kutsing kutuku olifi tirisub unju-wu. Tiri Nuhu nungye baa, ambyi na wom pu yi utense. 
GEN.8.12	Awu som ka kyi usir itsongfaen cwucwo, u tom kyi kukwae wu ruye, ama kiye wune, awu kafe ba-wu cwucwo be.
GEN.8.13	Usir ti tawe na ishaen ti kinjo na asang ti ukob itsongnjo ti kinjo (601) na Nuhu, ambyi wom tag pu yi utense. Nuhu mbub ra ufu kuyae wu ama u sae ambyi wom tag pu yi riben. 
GEN.8.14	Usir ti rikom-asu itsongfaen na ishaen ti ifaen, riben wom tag pu wu meme. 
GEN.8.15	Rimam ri te Nuhu baa, 
GEN.8.16	“Ni ruye-ni uwae kuyae tiri, afu ti uwa-fu ti anyisu-fu ti awa-ba. 
GEN.8.17	Pu ruye meme iken ti site unyang, ti ta te fu, inung ti ibye ti itso iken ti ku kyang riben meme, ti ayi ā ru ka mbae jwunn, u jwunn kyi utense.” 
GEN.8.18	Nuhu ruye uwae kuyae, awu ti uwa-wu, ti anyisu-wu ti awa-ba. 
GEN.8.19	Meme iken ti site unyang, ti itso iken ti ku kyang riben, ti inung, ruye uwae kuyae ti itso-yi.
GEN.8.20	Uwog wune, Nuhu mbye kuta ikentitwen na Yaweh, u ye ibye iki ti sisaen fa ti inung iki ti sisaen, u pu twen ikentitwen atang na Yaweh. 
GEN.8.21	Ti Yaweh fxen kuyang ikentitwen yine, awu ri yi utob-wu baa, “Ame u fwag-m riben kufwag ikyaen ande cwucwo be, ko ti ira ti kab ande munn te ira titibi ti kiye ti aba si anyisu tinying. Ame u twenji-m utense fa ti meme iken ti site unyang, pangma ti ame nde ne cwucwo be.
GEN.8.22	Tsi tine,
GEN.8.22	ru ka sang ricwunnkyi utense,
GEN.8.22	kiye na ritom ti kiye itibunn,
GEN.8.22	kiye upaen ti kiye kuwum,
GEN.8.22	ishaen usen ti ishaen ufam,
GEN.8.22	usir ti utitang, u be-yi be be.”
GEN.9.1	Rimam nde Nuhu ti anyisu-wu itinyang, u ri te ba baa, “Ni mbae jwunn, ti ni jwunn kyife utense meme. 
GEN.9.2	Ikyenricwu-fu u ye meme ibye, ti inung ti apupwen, ti meme iken ti ku kun riben, fa ti iwag uwae uyinn. Ame pu yi meme na pu m afu kujwo. 
GEN.9.3	Meme iken ti site unyang ti ku kyang riben, u si wuci-ni. Pangma ti ame nda ni atsing utong, tine ame nda pu m ani meme iken ti ayi ā si wuci-ni. 
GEN.9.4	Ibye ti ani u kub-ni be, si nyáng ibye ti a yerwen-ba wu wen be, ikyaen ti anying si unyang. 
GEN.9.5	Anying ti si unyang ana ni. Kubenti, ame u rang anying unde kujwo unde ti a yaen mbub anying unde iki. Ibye anyi ti a wen unde, ame u pwen wu rikwen iticwu ama.”
GEN.9.6	“Unde ti a yaen mbub anying unde, si sí unde ama ti u yaen mbub anying-wu. Ikyaen ti, Rimam kyae unde rukwer ijwe-wu. 
GEN.9.7	Ana-fu, mbae yag yag, ti fu mbae jwunn utense.”
GEN.9.8	Ama Rimam ri te Nuhu ti anyisu-wu baa, 
GEN.9.9	“Nung, ame ku yer unju te ni, ti anyisu-ni, ti itso-ni ti ku ba uwe, 
GEN.9.10	ti meme iken ti site unyang, ti inung, ti asinn ti ibye anyi, ti meme iken ti site unyang ti ruye uwae kuyae. 
GEN.9.11	Unju ti yer ti ame ku yer te ni ta re: Tsi yaka ru fife yi uwe, ame u twenji-m utense fa ti meme iken ti ku nyang unyang ti ambyi cwucwo be.” 
GEN.9.12	Ama awu ri kyi baa, “Iken ti u tatso unju ti yer kutampwa-m te fu, ti meme iken ti ku nyang unyang fa ti ande ti ku ba uwe ta re. 
GEN.9.13	Ame sa usirwowo tso uwae kubyi. Ayine u tatso unju ti yer kutampwa-m ti utense. 
GEN.9.14	Ko kiye titini ti upwen a jwom, ama usirwowo a tso, 
GEN.9.15	ame u tangsom te unju ti yer kutampwa-m te fu, ti meme iken ti ku nyang unyang ti tsitsi. Ambyi u munn-yi ti u wen tag iken ti ku nyang unyang uwae utense cwucwo be. 
GEN.9.16	Ko kiye titini ti usirwowo a tso, ame u sae u tangsom ti unju ti yer-m ti tsi kukunn kutampwa-m Rimam ti meme itso iken ti site unyang uwae utense.” 
GEN.9.17	Ama Rimam ri te Nuhu baa, “Usirwowo wu ti si iken ti ku tatso unju ti yer ti ame yer kutampwa-m, ti meme iken ti site unyang ti ta uwae utense.”
GEN.9.18	Anyisu Nuhu ti ruye uwae kuyae si Shem, ti Ham, ti Jafeti (Ham si itse na Kanana). 
GEN.9.19	Ru ye uwog anyisu Nuhu ita bane, ti ande mbae shag kyife utense.
GEN.9.20	Ama Nuhu bag ku tom ritom, u yen ituku anam uwae risaen-wu. 
GEN.9.21	Usir iki, awu kwaen awaen-yi u ngwa kyaen ambyi yi ti nununn. Ayi ye wu, awu nae ribam uwae kufug-wu. 
GEN.9.22	Ham, itse na Kanana, nung itse-wu nae ribam, u ruye ka tsag te ameinja-wu ise. 
GEN.9.23	Ama Shem ti Jafeti pu atupwa cwutsa ukwae-ba, u ru ti isim ti isim ka burkyi ribam na itse-ba. Ayib-ba sae-yi ribam itse-ba be. 
GEN.9.24	Kiye ti ayib Nuhu tan, ti awu fxen iken ti umbae ricwunnkyi-wu nde te wu, 
GEN.9.25	awu ri baa,
GEN.9.25	“Kufwag ā ta risu Kanana!
GEN.9.25	Awu u si upyi na apyi ameinja-wu.”
GEN.9.26	Nuhu ri kyi baa,
GEN.9.26	“Itinyang ā si ana Yaweh,
GEN.9.26	Rimam na Shem!
GEN.9.26	Kanana ā si upyi Shem.
GEN.9.27	Rimam ā nda Jafeti ujwunn ande!
GEN.9.27	Rishi na Jafeti ti ana Shem
GEN.9.27	ā som usom tetso.
GEN.9.27	Kanana ama ā si upyi na Jafeti.”
GEN.9.28	Isim ti ambyi munnkyi utense, Nuhu som asang ukob ita ti mae ifaen mbe rijwe (350). 
GEN.9.29	Meme asang na Nuhu ka ukob itsongnje ti mae ifaen mbe rijwe (950), ama awu cwu-wu.
GEN.10.1	Abane si rishi na anyisu Nuhu, Shem, ti Ham, ti Jafeti, fa ti anyisu ti aba mbae isim ti ambyi munnkyi utense. 
GEN.10.2	Anyisu Jafeti si Gomer, ti Magog, ti Madai, ti Javan, ti Tubal, ti Meshek, ti Tirasi. 
GEN.10.3	Anyisu Gomer si Ashikenazi, ti Rifati, ti Togarma. 
GEN.10.4	Anyisu Javan si Elisha ti Tershishi ti Kitim ti Dodanim. 
GEN.10.5	Ayi si uwae rishi Javan bane ti ande ti ku nae unju uyinn mbae jwunn kyife uwog meme. Abane ti si rishi na Jafeti ti uwog ti a nae atang, kukang-ba ti unju uten-ba.
GEN.10.6	Anyisu Ham ama ta re. Kushi ti Mizirayim ti Puti ti Kanana. 
GEN.10.7	Anyisu Kushi si Seba, ti Havila ti Sabta, ti Rama ti Sabteka. Anyisu Rama si Sheba ti Dedan. 
GEN.10.8	Kushi mbae Nimrodi. Awu ti si ukwerika ti tawe uwae utense. 
GEN.10.9	Awu ti si tatu ti ribom uwe Yaweh nee iken ti nde ande ku ri baa, “Yaweh ā nda, ti fu si tatu ti ribom pangma Nimrodi.” 
GEN.10.10	Kujwokwe-wu ti kucang bag ti Babila, ti Erek, ti Akadi, ti Kalne, ti ta Shinar. 
GEN.10.11	Ama awu nwunn atang, u ru yi Asiriya, u ka mbye Nineve, ti Rehoboti-Ir ti Kala 
GEN.10.12	ti Resen, kutampwa Nineve, ti Kala ti si uten tiyang. 
GEN.10.13	Mizirayim mbae ande ti Ludi, ti ande ti Anamim, ti ande Lehab, ti ande Nafitu, ti 
GEN.10.14	ande ti Patirusi, ti ande ti Kasilu (abane ti si rishi na Filisiti) ti Kafitor.
GEN.10.15	Kanana mbae Sidon umbae kucang-wu ti inja-wu Hiti. 
GEN.10.16	Awu Kanana ama si sí itse ande ti Jebusi, ti ande ti Amor, ti ande ti Girgashi, 
GEN.10.17	ti ande ti Hivi ti ande ti Arki ti ande ti Sini 
GEN.10.18	ti ande ti Arvadi ti ande ti Zemari ti ande ti Hamati. Isim ayine, rishi na Kanana mbae jwunn kyife uwog meme. 
GEN.10.19	Ice ande ti Kanana bag ti uten ti Sidon ti ta uwe ti Gerar ka sang ti Gaza, u nwunn atang ru uwe ti Sodom ti Gomora ti Adima ti Zeboyim ru ka sang ti Lasha. 
GEN.10.20	Abane ti si rishi Ham, ishikununn-ba, ti unju uten-ba, ti uten-ba ti ambukwen-ba.
GEN.10.21	Shem, ndufu Jafeti ama mbae anyisu, awu si itse meme anyisu Eber. 
GEN.10.22	Anyisu Shem ta re. Elam ti Ashur ti Arpakisha ti Ludi ti Aram. 
GEN.10.23	Anyisu Aram si Uzi, ti Hul, ti Geter, ti Mashi. 
GEN.10.24	Arpakisha mbae Shela, Shela mbae Eber. 
GEN.10.25	Eber ama mbae anyisu ifaen. Rinyi kinjo si Peleg ikyaen ti, kiye wu aba kata uten. Rinyi inja-wu ama si Jokitan. 
GEN.10.26	Jokitan ama mbae Alimodadi ti Shelef ti Hazar-maveti ti Jera, 
GEN.10.27	ti Hadoram ti Uzal ti Dikila, 
GEN.10.28	ti Obali ti Abimayel ti Sheba, 
GEN.10.29	ti Ofir ti Havila ti Jobab. Meme abane ti si anyisu Jokitan. 
GEN.10.30	Ice-ba nwunn Mesha, uwe ti ku ru yi Sefar ru fe yi kubab rikwen uwe usir ti kiskinn. 
GEN.10.31	Abane ti si rishi Shem, ti ishikununn-ba, ti unju uten-ba, ti uten-ba, ti ambukwen-ba.
GEN.10.32	Abane meme ti si rishi na Nuhu ti rishi rishi-ba, ti uten-ba. Ishikununn ayine ti mbae jwunn kyife utense isim ti ambyi wen tag ande uwae utense meme.
GEN.11.1	Ti kucang, ande ti utense meme ku ri unju kinjo amam. 
GEN.11.2	Ande nwunn usir ti kiskinn, u ba tu utab iki yi Babila, u som atang. 
GEN.11.3	Ama aba ri te atso baa, “Ni ba ti ti byi ariben, u fxab yi nyinyang.” Aba ku mbye asog ti biriki kutunn unju atxom, ama mbye yi nyinyang ti kindob koltai kutunn unju ariben. 
GEN.11.4	Ama aba ri baa, “Ni ba ti ti mbye na ijwe-ti uten, ti kitaen kujwín, ikyaen ti rinyi-ti ā pu iten, ama ikyaen ti, ati ā yaen shag-ti uwae utense be.”
GEN.11.5	Ama Yaweh si ba ti wu u ba sae uten wu ti ande ku mbye ti rikob-wu ku tso ne. 
GEN.11.6	Yaweh ri baa, “Nung! Ti ande bane site risu ti ren, u ku ri unju kinjo ne, ayine si nyáng ti kucangtsi iken ti aba a myae tsi ti a u nde, iken iki ta-yi ti u byangkyi ba be. 
GEN.11.7	Ba, ti ti ka ye unju-ba kyikab, ti aba ā fxen-ba atso cwucwo be.” 
GEN.11.8	Yi fengo yine, Yaweh byinn shag ba kyife utense meme, ama aba mbye-ba uten wu cwucwo be. 
GEN.11.9	Nee iken ti nde, aba kunn rinyi uten wu baa, “Babila.” Ikyaen ti, ayi si uwog wune ti Yaweh ye unju ande utense kata. Ayi si uwog wune ti Yaweh nda ande yaen shag kyife utense meme.
GEN.11.10	Ayine si kuci anyisu Shem. Asang ifaen isim ti ambyi munnkyi utense, kiye ti Shem site asang ukob kinjo (100), awu mbae Arpakisha. 
GEN.11.11	Isim ti awu mbae Arpakisha, Shem nde asang ukob itsong (500), u mbae kyi anyisu ti arom tí tī anda.
GEN.11.12	Arpakisha nde asang rijweta mbe itsong (35), awu mbae Shela. 
GEN.11.13	Isim ti Arpakisha mbae Shela, awu som asang ukob inje mbe ita (403), ama u mbae kyi anyisu ti arom tí tī anda.
GEN.11.14	Ti Shela nde asang rijweta (30), awu mbae Eber. 
GEN.11.15	Isim ti awu mbae Eber, Shela nde asang ukob inje mbe ita (403), u mbae anyisu tī arom tí tī anda.
GEN.11.16	Ti Eber nde asang rijweta asu inje (34), awu mbae Peleg. 
GEN.11.17	Isim ti awu mbae Peleg, Eber som asang ukob inje ti rijweta (430), u mbae kyi anyisu ti arom tí tī anda.
GEN.11.18	Ti Peleg nde asang rijweta (30), awu mbae Rewu. 
GEN.11.19	Isim ti awu mbae Rewu, Peleg som asang ukob ifaen ti itsongnje (209), u mbae kyi anyisu tī arom tí tī anda.
GEN.11.20	Ti Rewu nde asang rijweta mbe ifaen (32), awu mbae Serug. 
GEN.11.21	Isim ti awu mbae Serug, Rewu nde asang ukob ifaen ti itsongfaen (207), u mbae kyi anyisu ti arom tí tī anda.
GEN.11.22	Ti Serug nde asang rijweta (30), awu mbae Nahor. 
GEN.11.23	Isim itimbae Nahor, Serug som asang ukob ifaen (200), u mbae kyi anyisu ti arom tí tī anda.
GEN.11.24	Ti Nahor nde asang rikom asu itsongnje (29), awu mbae Tera, 
GEN.11.25	Isim itimbae Tera, Nahor som asang ukob kinjo ti rijwe asu itsongnje (119), u mbae kyi anyisu ti arom tí tī anda.
GEN.11.26	Ti Tera nde asang mae ita mbe rijwe (70), awu mbae Ibram ti Nahor ti Haran.
GEN.11.27	Abane ti si rishi Tera. Tera mbae Ibram ti Nahor, ti Haran. Haran ama mbae Loti. 
GEN.11.28	Haran cwu uwe itse-wu Tera uwae uten Ur ti ta Kaldeya, uten itimbae-wu. 
GEN.11.29	Ibram ti Nahor mbe anda. Rinyi uwa Ibram si Saraya, rinyi uwa Nahor ama si Milika, umbae Haran. Awu si mbiya Isika ti Loti. 
GEN.11.30	Ama Saraya kunn utsob, awu mbae-wu mbae be.
GEN.11.31	Tera pu uyin-wu Ibram, ti Loti umbae unyin-wu Haran, ti uwabyib-wu Saraya, uwa Ibram, meme-ba nwunn ku ru yi Ur ti ta uten ti Kaldeya, ti aba u ru yi uten Kanana. Ama ti aba ka sang uten ti Haran, aba som atang. 
GEN.11.32	Tera nde asang ukob ifaen mbe itsong (205), ama u cwu uwae Haran.
GEN.12.1	Yaweh ri te Ibram baa, “Nwunn, ya uten-fu, ti ande-fu, ti ishikusog itse-fu ta, ti fu ru yi uten ti ame u tso fu.
GEN.12.2	Ame u nda fu kafe mbukwen ande,
GEN.12.2	ame u nde fu itinyang,
GEN.12.2	ame u nda rinyi-fu pu iten,
GEN.12.2	ikyaen ti,
GEN.12.2	afu u si fengo itinyang uwog ariki.
GEN.12.3	Unde ti a ri titinyang risu-fu,
GEN.12.3	ame u nde wu itinyang,
GEN.12.3	ame u ri mbeb unde ti a ri mbeb fu.
GEN.12.3	Meme ishikununn ti utense,
GEN.12.3	u tu itinyang ruye uwog-fu.”
GEN.12.4	Ibram nwunn pangma ti Yaweh ri te wu. Ama Loti nwunn putsa wu. Ibram site asang mae ita mbe rijwe asu itsong (75) kiye ti awu nwunn Haran. 
GEN.12.5	Awu pu uwa-wu Saraya ti umbae inja-wu, Loti, ti meme rifunn-ba ti apyi-ba ti aba tu uten Haran, ama u ye ikyin nwunn Ur ru yi uten Kanana. Ti aba ka sang pu ba Kanana atang,
GEN.12.6	Ibram kyang ru ka sang uten Shekem, u ka kyatsi imbyi kutuku tiyang na More. Kiye wu, ande ti Kanana nae riben atang. 
GEN.12.7	Atang, Yaweh tso risu-wu uwog Ibram, u ri baa, “Riben wune, ame u nda rishi-fu.” Ikyaen yine, Ibram mbye kuta na Yaweh ti tso risu-wu uwog-wu atang. 
GEN.12.8	Isim ayine, awu nwunn u ru yi rikwen ti ta uwe usir ti kiskinn Betel, u ka sur afug-wu atang. Betel ta uwe usir ti ureb, uten Ai ama ta uwe usir ti kiskinn. Uwog wune, awu mbye kuta, u fen Yaweh atang. 
GEN.12.9	Isim ayine, Ibram nwunn u kyang kyang kyang ru yi uwe ti Negeb ti ta fer Kanana.
GEN.12.10	Kiye wune rimenn pu uten ti Kanana, ama Ibram nwunn u si yi Ejib ti awu kaa som atang, ikyaen ti, rimenn ti pu uten wu byag timambe. 
GEN.12.11	Ti awu ka ku ye ti awu u sang yi Ejib, awu ri te uwa-wu Saraya baa, “Ame nung, afu waen unda timambe. 
GEN.12.12	Kiye ti ande ti uten Ejib a sae fu, aba u ri baa, afu na si uwa-m. Ama aba u wen ra m, u ya fu ta. 
GEN.12.13	Ri te ba baa, afu na si mbiya-m, ikyaen ti, a wen-ba ame be, u nde m nyinyang.” 
GEN.12.14	Ti Ibram ka sang Ejib, ande ba sae baa, uwa-wu na waen unda timambe. 
GEN.12.15	Ama ti afaen Ukwe nungye baa, unda wu na waen timambe, a teb wu te ukwe, ama u pu ra wu ka na Ukwe. 
GEN.12.16	Ukwe nde Ibram nyinyang ikyaen unda wune. Awu nda Ibram iwentam ti indag ti ikyinnsu tiyae ti tishir, ti ikyinnsu ti kumunn isim fa ti apyi ti arom ti ti anda.
GEN.12.17	Amaa, Yaweh yaen acaeb ti beb timambe si Ukwe fa ti ande ti ta ishikununn-wu meme ikyaen Saraya, uwa Ibram ti Ukwe ye pu mbe. 
GEN.12.18	Ikyaen ayine, Ukwe tsa kutsa kunn Ibram, u rang wu baa, “Ikyaen imi ti afu nde m ahan? Imi ti nde afu ri te-fu ame kubenti baa, unda wu na si uwa-fu be? 
GEN.12.19	Imi ti nde afu ri baa, awu na si mbiya-fu, ama ame pu ra wu mbe. Sae uwa-fu ta re, pu wu ti ni ru.” 
GEN.12.20	Tiri Ukwe nda unju na ande-wu. Aba pu ra Ibram ti uwa-wu fa ti meme iken ti awu site ru ye uten atang.
GEN.13.1	Ibram ti uwa-wu ti Loti nwunn Ejib u tso yi uten Negeb uwae uten Kanana, ti meme iken ti awu site. 
GEN.13.2	Kiye wune, Ibram site rifunn ko timambe. Awu site asinn ti azurfa ti zinariya. 
GEN.13.3	Ama awu nwunn Negeb atang u tso yi Betel, u ka sang uwog ti awu nae atang kucang kutampwa Betel ti uten Ai, 
GEN.13.4	uwog ti awu mbye kuta atang kucang. Ama awu fen Yaweh atang cwucwo.
GEN.13.5	Loti ti putsa Ibram ru ama site iwen ti indag, ti ande kununn-wu. 
GEN.13.6	Ikyaen yine, riben uwog ti aba som atang, ko-wu ti aba u som tu tetso cwucwo be, ikyaen na asinn-ba ti iken ti aba site meme. 
GEN.13.7	Tiri unju ti kub sang kutampwa ande ti ku shi asinn na Ibram ti ana Loti. Kiye wu, ande ti Kanana ti ande ti Perizi nae ti riben atang.
GEN.13.8	Ibram ri te Loti baa, “Unju-ukub ā ta-yi kutampwa-m te fu, ko kutampwa ande imbyi-ti be, ikyaen ti, ati si ure atso. 
GEN.13.9	Sae itab ti nae ru ne. Ayi nyangskeb ti ati ā kata atso uwae kujim. Tsab uwog ti nyang uwae-fu. Asiti afu a ru kujwo ife, ame u ru kujwo rici, afu a ru kujwo rici ame ama, u ru kujwo ife.”
GEN.13.10	Loti sae ayib pakob u sae itab riben ti Yordan ti ambyi ta atang pangma ufang Yaweh, u si pangma uten Ejib ti nae ru yi uwe ti Zowar. (Ayine nde pu yi titawe Rimam twen mbub uten ti Sodom ti Gomora). 
GEN.13.11	Ama Loti tsab sa kubxab na Yordan ti ta usir ti kiskinn, u ka som atang. Ayine si fengo ti aba kata atso. 
GEN.13.12	Ibram som ti Kanana, Loti ama nae kutampwa uten uten yi ti ta uwae kubxab na Yordan, ama u sur afug-wu fer ti Sodom. 
GEN.13.13	Ande ti Sodom beb, u nde Yaweh ikentitibi ko timambe.
GEN.13.14	Isim ti Loti kata pu wu te Ibram, Yaweh ri te Ibram baa, “Sae ayib-fu tso ti fu nung, sae tso isku ti isi, ayib usir ti kiskinn ti ti ureb meme. 
GEN.13.15	Meme uwog ti ayib-fu a sae ka tsikunn atang, ame u nda fu ti rishi-fu, ti aba u som kunn atang ru fife yi uwe. 
GEN.13.16	Ame u nda itso-fu u jwunn pangma isa riben, asiti unde a pwen tu isa riben, aba u pwen tu rishi-fu ama. 
GEN.13.17	Nwunn, ti baen riben wune, sae rikob-wu ti riyaen-wu ikyaen ti ame u sa wu na fu.” 
GEN.13.18	Tiri, Ibram sub afug-wu nwunn ru ka nae fer ituku tiyang na Mamre ti ta Hebiron. Atang, awu mbye kuta u fen Yaweh.
GEN.14.1	Kiye na Amrafel Ukwe na Babila, ti Ariyoki Ukwe na Elasar, ti Kedor-lawomer Ukwe na Elam, ti Tidal Ukwe na Goyim, 
GEN.14.2	akwe inje bane funn atso, u pu rika kunn akwe itsong iki, ti si Bera Ukwe na Sodom, ti Birisha Ukwe na Gomora, ti Shinab Ukwe na Adima, ti Shemeber Ukwe na Zeboyim, ti Ukwe na Bela ti si Zowar tine. 
GEN.14.3	Meme akwe itsong bane byir akyirten-ba yi kubxab na Sidim ti si Uyinn Rinwaen tine. 
GEN.14.4	Asang rijwe asu ifaen ti abikwe itsong bane ta imbyi Kedor-lawomer, ama uwae usang ti rijwe asu ita, aba ndub ndembeb. 
GEN.14.5	Kusang ti rijwe asu inje, Kedor-lawomer ti akwe ti ta isim-wu, funn atso. Aba ka tā ande ti Refa ti ta uwae uten ti Ashiteroti-karnayim rika ama u ci ra ba, kwer ti ande ti Zuzim ti ta uwae uten ti Ham, ti ande ti Mba-Emi ti ta uwae uten ti Shave-kiriyatayim, 
GEN.14.6	ti ande ti Hori ti ta rikwen Seyir, ka sang ti El-paran ti ta fifer ti kutur kuka. 
GEN.14.7	Ama aba kafe ru ka sang En-mispat ti si Kadeshi, u ci tag uten uten na ande ti Amaleki, fa ti ande ti Amor ti nae Hazazon-tamar meme.
GEN.14.8	Ama Ukwe Sodom ti Ukwe Gomora ti Ukwe Adima ti Ukwe Zeboyim ti ana Bela ti si Zowar, nwunn ru yi kubxab na Sidim ti a ka ta rika 
GEN.14.9	te Ukwe Kedor-lawomer ana Elam ti abikwe ti ta te wu, ti si Tidal Ukwe na Goyim, ti Amrafel Ukwe na Shinar (Babila), ti Ariyoki Ukwe Elasar. Abikwe inje bane ti ta rika te abikwe itsong bane. 
GEN.14.10	Kubxab na Sidim munn ti akwae kindob koltai ama ti abikwe Sodom ti Gomora ti akyirten-ba ter ku ru, ariki kaensi uwae atang, aba ti tsitsi ama ter tso yi utaen rikwen. 
GEN.14.11	Kedor-lawomer ti akwe ita ti ta te wu su tag rifunn ande ti Sodom ti Gomora ti wuci-ba meme ru. 
GEN.14.12	Aba ye Loti, uyin Ibram ti ta Sodom, ti rifunn-wu meme ru te yi.
GEN.14.13	Ama unde iki ter nwang ba ri te Ibram Mbaibrane iken yi ti nde. Kiye wu, Ibram nae fer ituku tiyang na Mamre urae Amor, inja Eshikol ti Aner. Aba ren imbyi ti Ibram. 
GEN.14.14	Kiye ti Ibram fxen ti aba na ye ra pu ba uyin-wu, awu kunn funn arom arom ti ku ta rika ti ta te wu ka ukob ita ti rijwe asu itsongta (318), u rwae tsa abikwe inje bane ka sang ti Dan. 
GEN.14.15	Utitang wu, Ibram kata ande-wu kumbub kumbub, u pu rika kunn tu ba, u rwae tsa ba ka sang ti Hoba ti ta isku Damasiku. 
GEN.14.16	Awu shirmbe tag meme rifunn ti aba pu, ti Loti ti rifunn-wu, ti anda, ti ande ti tsitsi ti aba ye ru meme.
GEN.14.17	Isim ti Ibram ci pu wu rika risu Ukwe Kedor-lawomer ti abikwe ti jwùnn imbyi te wu ama u kafe ku ba, Ukwe na Sodom ru ye ba tu Ibram yi Kubxab na Shave ti a ku kunn wu tine baa, Kubxab na ukwe. 
GEN.14.18	Ama Melkizedeg, Ukwe na Salem, ru ye ba ti buredi ti ambyi anam. Awu si kukwen Rimam ti skeb titag. 
GEN.14.19	Awu wae itinyang na Ibram, u ri baa,
GEN.14.19	“Rimam ti skeb titag,
GEN.14.19	ti kyae apupwen ti riben
GEN.14.19	ā nde Ibram itinyang!
GEN.14.20	Itinyang ā si
GEN.14.20	ana Rimam ti skeb titag
GEN.14.20	ti sa ande rika-fu na fu kujwo.”
GEN.14.20	Ama Ibram pu na wu kinjo uwae iken rijwe ana meme iken ti awu ci uwog rika yi.
GEN.14.21	Ukwe na Sodom ri te Ibram baa, “Pu ande-m na m, ti fu pu-fu meme rifunn yi ti ani ci mbe.”
GEN.14.22	Ibram ri te Ukwe na Sodom baa, “Ame ben uben yi rinyi Yaweh, Rimam ti skeb titag, ti mam apupwen ti riben 
GEN.14.23	baa, ame na u mbe-m iken iki ko kitub ko iji kupwa kufxen ti si ana-fu be, bara be uwe ike afu u ba ri baa, afu ti na nda m rifunn. 
GEN.14.24	Ame u cwe u mbe-m iken iki be, se iken ti ande-m sa ci mam pu ba. Amaa, pu na Aner ti Eshikol ti Mamre kutunn-ba, ikyaen ti aba putsa m.”
GEN.15.1	Isim yine, ira Yaweh ba uwog Ibram uwae kurwa baa, “Kyen-fu ikyenricwu be Ibram, ame si kupwa rika-fu, kujwojang-fu u ko timambe.”
GEN.15.2	Amaa, Ibram ri baa, “Itsekuru-m Yaweh, imi ti afu u nda m, ti ame ku mbae-m umbae be ne? Unde ti u ci rifunn-m u si upyi-m Eliyezer, unde ti Damasiku.” 
GEN.15.3	Ibram ri kyi baa, “Nung! Afu nda-fu ame umbae be. Ikyaen yine, upyi uwae kununn-m ti u ci rifunn-m.” 
GEN.15.4	Ama Yaweh ri kyi te wu baa, “Iyee, unde wune u ci-wu rifunn-fu be, umbae imbyi-fu ti u ci rifunn-fu.” 
GEN.15.5	Awu pu ra Ibram ru ye ise, u ri te wu baa, “Sae ayib tso yi apwa apupwen, ti fu pwen atitaen yi ti ta atang. Pangma ti afu u pwen tag-fu ayi be, ti mbwe-yi ama ti utso-fu u jwunn.”
GEN.15.6	Ibram ru kubenti uwog Yaweh, ama Yaweh paembe uwae kinjo-wu, u sa wu tsi baa, awu na si unde ti kubenti.
