MAT.1.2	Abraham Aisaak vaa apa, Aisaak Jakop vaa apa, Jakop Judah leh anaovaa anpa. 
MAT.9.11	Chunna Pharisi in mahchuta anmuhlai, amah aroikuunga anson, “Jarelna nannih lulok in roithrai mii eisoh che ale am mii jikchaeisoh buh asaakjoume?” 
MAT.9.12	Chuta Jisu in mahchuta atheih a, anmahta asonei, “Aknanoh mii turel doktar darkaarnoh, chuta akna mii turelva darkaar. 
MAT.9.13	Mah artha i jangasonname seh a romve, ‘Keiin rilvolta kikdit, inkat pootta dinoh ang.’ Alamva keiin akchimlamseh miita ak ong thlengnoh ang, chuta alehchel miita ak ong thlengang.”
MAT.9.15	Chunna Jisu in ankuunga asonei, “Changrisoh inruuijoua an amsootvah changri aruul in lah ajame? Chuta anmah ankuungnata changri alohnatu akni thlengumang, mahlai buh anhel umang. 
MAT.9.16	Tunangkhat inkho amlui puunta akthar puunkirra rouphohnoh ei, alamva anphohna khata dokleva anthritnakha thloia inlonga inthrittu. 
MAT.9.17	Chunohle mii in akthar tuiibuhta amlui savunthongah suunga anlousihme; chuleva tuiibuh sihna savun thongkha koia tuiibuh inleitu, che savunthong khakho maang; chuta anmah in akthar tuiibuhvah savunthong akthar a ansih che annih a thra veitu.”
MAT.9.19	Chunna Jisu in inthloua amahta ajuihpei, che aroi inkho amahta anjuihpei. 
MAT.9.20	Cheva anve, kum somleinih thii luunga am kumei khat in amah aknua thlenga Jisu apuunpaarta apalpei; 
MAT.9.21	alamva “Keiin apuun paarruta pal angle, thrakhem tung,” ta arilsuunga amdon. 
MAT.9.22	Jisu in inheia kumei khata amuh in akuunga ason, “Rungaak o, niril malumro; nangin namlot kharella nangta namthratpei.” Cheva kak hanga kumeikha thrakhemsa. 
MAT.9.23	Che Jisu in rampuui a inna athlengin, pasi aktumleh miitam inlomma dir dirta am amuh ei, 
MAT.9.24	amah in ason, “Amahta chaive; alamva amah kumei i thinoh chuta inning.” Chunna anmah in Jisu ta aminuihpei. 
MAT.9.25	Chuta miitam inlomta apaalla amithruhche, amah in asuunga luut a kumeisa kutta amtuh, cheva kumeisakha inthousa. 
MAT.9.26	Cheva mah aksuukha mah khanna am ramsiin apumtea seh a antongpei.
MAT.9.28	Chunna Jisu in innsuungah aluutlai, mitcho in akuungah thlengsei, che Jisu in asonei, “Keiin nannihta kimthrat uchouta namilotme?” Anmah in Jisu kuunga anson, “Oi Jisu.” 
MAT.9.29	Chunna Jisu in anmitta palla asonei, “Nannih in namilot nujuih a nankuunga tlung veiso.” 
MAT.9.30	Chunna anmit inhoongsei che Jisu in ankuunga mathrit a asonei, “Anve, tukhat kuungkho mah i tongnohve.” 
MAT.9.31	Chuta anmah in ohkhannata anthrushoh ram apumtea mahkhata sonna Jisu ta amithangpei.
MAT.9.33	Che khousaar chuta Jisu in amnom invah, trong theinoh mii in atrong suuksa; cheva miitamin salungkhou seia antihpei, “Israel suunga oinang muhnoh mangme.” 
MAT.9.34	Chuta Pharisi invah, “Khousaar akpuui kurung apaalla amah in khousaarta amnomchekning,” tih a anson.
MAT.9.36	Amah in miitamta amuh in, anmahta arilvol hangsei, alamva akseel amnoh sadam nanga anmah in inthek invorhtlamsei. 
MAT.9.37	Chunna aroita asonei, “Saang invaat tuphuva khalmo tam amsa, chuta akvaattu miivah steru ningsei; 
MAT.9.38	alamchunna amah asa ang luhna ah thloutlohtu mii amthlahnatu saangluh Akpu kuungah nannih in ngenve.”
MAT.10.2	Aroi somleinih anmingvah: matsah a Pitar an ong Simon, che amah anao Andriu; Jebidi asa kupa Jems khatkho amah anao John; 
MAT.10.3	Philip mahche Bartholomi; Thomas che roithrai Methiu; Alphias asa kupa Jems, Thadias; 
MAT.10.4	Kanan na Simon, mahche Jisu akjuur Judas Iskariot sei.
MAT.10.6	chuta mah chuchungva akmaang Sadam Israel ankuunga luutve. 
MAT.10.7	Che nannih in seh a, ‘Ringram huunnakha naisa,’ ta sonna raanve. 
MAT.10.8	Akna mathratve, reichii mathratve, akthi maringve, khousaar manomve. Nannih in khangvaalla nanphah, khangvaalla inpeve. 
MAT.10.9	Nannih in ra–ao slakho, harngou slakho, kuri slakho skhaoa baobeh thunnohve, 
MAT.10.10	nannih in namiruuitu thong nohle, lungluut innih, nohle kekhraang, nohle, sungrolh phurhnohve; alamva thloutloh mii in asaaktuphu aphahkha matikchasa. 
MAT.10.11	Nannih in khuupii nohle khuusuung nanluutlai, matikcha tutu eimeta jonve, che nanseh nohsot mah khanna amve. 
MAT.10.12	Che nannih in innsuung nanluut laia, mathruun eive. 
MAT.10.13	Innsuung khata matikcha eile, nankuungna leh oi kha anchunga phah eiso; chuta matik chanoh eile, nannih leh oi kha nankuunga inlengso. 
MAT.10.14	Che tungangkhat in nannihta nanilounoh a nantrongta lounoh eile, nannih in khuu khannata nohle khuupii khannata nanthruhlai nankehna phil mathiimma mahve. 
MAT.10.15	Keiin tak a kisonchou, pichaarniva mahkhanang khuupii khachunga Sodom leh Komorah ram in ralla adouchek veitu.”
MAT.10.17	Chuta miita jih a anve, alamva anmah in nannihta jama kaara nanimlantu che anmah in sinakok ah nanihaitu. 
MAT.10.18	Che keiturel nannihta Jental ankuungah sakhi veinatu rampuui mahche kurung anmaikuungah kaia nanithlentu. 
MAT.10.19	Chuta anmah in kaia nanithlenlaia nannih in khatloh a trong tu ungme nohle jangtrongta kanson umeta lah tlohnohve; alamva mahlaital pung achunna nannih in khatloh a trong uchoume nankuungah nanimlantu; 
MAT.10.20	alamva nannih in trongnoh uchou, chuta nan Pa vaa Li in nanimtrongtu. 
MAT.10.21	Pekva unao khat in unao khatta, che apa in asata thihnatu antlohtu, chela ansa in annu anpata janoh a thihnatu antlohtu; 
MAT.10.22	che keiturel nannihta miinaam in nantirh tuei. Chuta tunangkhat in achena phah akdou mii khata akaltu. 
MAT.10.23	Chuta anmah in khuupii suungah nanichutlai aktleia tlaanve; alamva keiin nannihta atak a kisonchou, miivaa Asa kupa in athlengnoh maa a nannih in Israel ankhupiita matangnoh uchou.
MAT.10.25	aroi inkhat in amah lulok nanga mahche roijuih khat in amah akpunangah amkhan chanasa. Inn akputa anmah in Beljabul ta ongeile, innsuunga ak am miiva jikcha phah thranoh a an ong usame!”
MAT.10.27	Keiin inthim kaara nankuung kison naamte akvaar kaara trongve; che namikuura nantheihkha innbuung chunga raanve. 
MAT.10.28	Che nannih nanruungva akthatchek chuta nanliva that cheknoh miita trihnohve; mahchunga li leh nanruungta repnangah ammaangchek amahta trihve. 
MAT.10.29	Usak innihta baobeh inkhaturel nanjurhnome? Mah khannata nanpa in amdonnoh avah inkhatrukho tukleia tlanohtu. 
MAT.10.30	Chuta nankangna sam anaamte khakho ateenpei. 
MAT.10.31	Alamchunna intri tlohnohve, nannihvah vasakchung aman chaalchou.”
MAT.10.33	Chuta tunangkhat in miimai kuunga Khrista ta indahmii khavah keiinkho ringramma am Pa maikuunga indahtung.”
MAT.10.35	Alamva mii khat in apaso, asakumei inkhat in anusoh, che amou khat in anisoh injanohnatu thlengsang. 
MAT.10.36	Che amah innsuungna mii in a innsuungna miiluungta jekna veitu. 
MAT.10.37	Anu nohle apata keichunga ringvol mii khavah keitu veia matik chanoh, che asa kupa nohle asa kumeita keichunga ringvol miikhakho keitu veia matik chanoh. 
MAT.10.38	Che amah thingkharhta lounoh a kiknu akjuih mii khavah keitu veia matik chanoh. 
MAT.10.39	Amah achaanta inkal akphah mii in maangtu, keirella amah achaan akmaang miikhan inkal aphahtu.”
MAT.10.41	Ringraan inkhatta ringraan inkhatvaa akminga aklou miikha ringraan inkhatvaa khaan aphahtu. Che akchimlamseh mii khat in akchimlamseh miikhatvaa akmingah aklou miikha akchimlamseh miikhatvaa khaan aphahtu. 
MAT.10.42	Che keiin nannihta atak a kisonchou, tunangkhat in andih kaarna inkhatta amah aroisa tih a tuiidai chapla inkhatru malanle amah akhaan khak maangnohtu.”
MAT.11.3	che anmah in akuungah anson, “Nangi akthlengsam mii khacheme chunoh a aktleita kanloungaak umangme?” 
MAT.11.4	Jisu in ankuungah amsangei, “Aksuukthlou nannih in nantheihta mahche nanmuhta seh a John kuungah tongve: 
MAT.11.5	mah chuvah mitcho in muh anphahpei, che kehtlik in seh anchekpei, reichii kop in thrasei che makuur akpangin atheihpei, akthi mii in ringsei mahche anrankuunga akthra trong anraanpei. 
MAT.11.6	Che keita keivatnoh miikha doiphah veisa.”
MAT.11.7	Chunnata anmah in ansehlai miitam ankuungah Jisu in John rella son amthronpei: “Nannih in jangta ak an raprilla sehchoume? 
MAT.11.8	Raphalta thliraang in aklok khatame? Nannih in jangta ak an sehchoume? Lungluut ansuul aksilh miikhatame? Anve, lungluut insuul aksilh miiva kurung koolla amsei. 
MAT.11.9	Nannih in jangta ak an sehchoume? Ringraan inkhattame? Oi, ringraan inkhatchunga akthloita keiin nankuungah kisonpeichou. 
MAT.11.10	Alamva mahmii irella injih a amsa, ‘Anve, nanmaikunga keiin trongraanta kimthlah, amah in nannih nanlam amchaangtu.’ 
MAT.11.11	Keiin nannihta tak a kisonchou, kumei in apok kaarnata aklup John chung ralla anrol tukhatkho inthruhnohmang, chuta ringram kurung huunna a andihrem mii khanna amahchungah ralla inrol. 
MAT.11.12	Che aklup John nata pekphah i ringram kurung huunna ah, klah knangin sip a, che inthat insunna namma phahnatu antloh. 
MAT.11.13	Alamva ringraan leh trongsuur in anson naamte aklup John phah a ansonpei. 
MAT.11.14	Chunna nannih in maita roujareita madonchoule mah i akthlengsam Elijah khasa. 
MAT.11.15	Tunangkhat in arungeihnatu amkuur am miikhan rungaiso.
MAT.11.17	Mah chuvah nannih turel pasi kantum chuta nannih in laamnohchou; nannih turel klahsung chuta nannihva sinthruui noh sachou. 
MAT.11.18	Alamva John in thlenga saakho saanoh, iinkho iinnoh, chunna nannih in, ‘Atak a khousaar chuungsa ta nanson.’ 
MAT.11.19	Miivaa Asa kupa in saa iinna thlengsa, che anmah in ansonlamang, ‘Anve, anvonpii injaa, tuiibuh inruii, roi akthrai eisoh mahche aleh ammiivaa anpaisa.’ Chuta lousingin amah athlouta amchim.”
MAT.11.21	Korajin, nangturel lahna veisanoh! Bethsaida, nangturel lahna veisanoh! Alamva salungkhouna thlou nankuungah kitlohkhata Tur leh Sodom nata anmah in bulapuun silh a mahche meivut inbah a mahlai khanna anril anthleng tupotta. 
MAT.11.22	Chuta keiin nannihta kisonchou, pichaarniva nannih khachunga Tur leh Sodom in ralla andouchek veitu. 
MAT.11.23	Che Kaparnaum nangvah ringram phah indomnoh ucheme? Nangta repnang phah a indok uche. Alamva salungkhouna thlou nankuungah kitlohkhata Sodom a tloh angleva mi in phah a Sodom am tupotta. 
MAT.11.24	Chuta keiin kisonchou mah chuvah pichaarni avah Sodom ram in nannih khachunga ralla andouchek veitu.
MAT.11.26	Oi ajapei Pa, nang nikuungah akthrachu veiso. 
MAT.11.27	Mah naamte i Pa in keikuungah namsilang. Chunna Pa noh a tukhat inkho Asa kupata romnoh ei, che Asa kupa noh a tukhat inkho Pa ta romnoh ei, churella Asa kupa in Apata miikuungah phoong akdit. 
MAT.11.28	Thlou tranga aktloh mahche pootrik akroon naamte keikuungah thlengve, che keiin nannihta inngai kamphah uchou. 
MAT.11.29	Kei rukol nantak ah roonve, che keikuungnata keitamve, alamva keiva kiril tap ang che kiril inneemmang, nannih nanli a inngai nanphahtu. 
MAT.11.30	Alamva kei rukolva aklai che kipootva akjaang.”
MAT.12.2	Chuta Pharisi in mahchuta anmuh in akuungah anson, “Anro, nang niroi in tlohphunoh Sabat nia antlohpei.” 
MAT.12.3	Chunna Jisu in ankuungah asonei, “Devit in mahche amah in anruuipi mii in antraamlai jangthlouta antlohme: 
MAT.12.4	che khatloh a amah in Ringpu inna aluutche thiimpu noh a mahche amah in anruuipi mii inkho saa janoh tol asaakkha nannih in paanohchoume? 
MAT.12.5	Chunohle Sabat niah thiimpu in Ringpu mathruunna thlaamma Sabat nita sakmang amivei maraal amnoh tih a nannih in trongsuur paanohchoume? 
MAT.12.6	Chuta keiin nannihta kitihchou, mah chuvah amah amun inna Ringpu mathruunna thlaamchunga akliin inkhat amsa. 
MAT.12.7	‘Keiin rilvoltheihta kikdit, inkat pootta dinoh ang’ mah ita artha romchouleva, nannih in amaraal amnoh miita malaalnoh uchouta. 
MAT.12.8	Alamva miivaa Asa kupa in Sabat nivaa akpu.”
MAT.12.10	Che anve, akut inkhattong thi mii khat rouam, anmah in Jisu ta anrui, “Sabat niah akna mathrat ajame?” Mah i Jisu ta amraal jonnatu anson. 
MAT.12.11	Chunna amah in ankuungah asonei, “Nannih nankaarna khatin Sadam khat asih, chuta Sabat niah khurra tlasa, mahchuta kaia aklounohtu tu amchoume? 
MAT.12.12	Mii in sadamchunga khalmo amanchaal nohchoume? Chunnava Sabat nia akthra thlou tlohphu.” 
MAT.12.13	Cheva Jisu in akutthi kupa khata ason, “Nikutkha jamro.” Cheva akutta ajam jn inkhatna khananga thrasa. 
MAT.12.14	Cheva Pharisi in apaalla inthruh a Jisu ta janoh a khatloh immaang umeta intelsei.
MAT.12.16	che amahta mii amiromnoh natu anmahta matrit a asonei, 
MAT.12.17	Mah i ringraan Isaiah in asonkha atlungnau veisa: 
MAT.12.18	“Anve keiin kichar roijuih, kei kikli in kipelna kirilvol. Amahchungah kei kikli kisihtu, amah in Jental anchunga akchim aphoongtu. 
MAT.12.19	Amah in housuuk a inna ongnohtu, che tukhat inkho lamma ahou rungainoh tuei; 
MAT.12.20	Amah inchek a akchimta amsehnohmiil raphal khalekho tliknohtu, che annaal ruina meikhu thatnohtu, 
MAT.12.21	Che amah akming Jental jatih in amituurna veitu.”
MAT.12.23	Chunna miinaam in salungkhou seia ansonpei, “Mahmii i Devit vaa Asa kupa meio?” 
MAT.12.24	Chuta Pharisi in mahchuta antheih a anson, “Mahmii in khousaarta manomnoh, chuta khousaarei aklok Biljebul apaalla anmahta amnomei.” 
MAT.12.25	Chuta anmah in amidonta Jisu in aromma ankuungah asonei, “Kurung huunna naamte anroua injanoh a inthrek suukei; che anroua injanoh a inthrek khuuboom nohle inn naamte anroua ngir cheknohtu; 
MAT.12.26	Seitan in Seitanta manomle, anmah in anroua injanoh a inthrektuei; chuleva khatloh a amah kurung huunna in ngir achekume? 
MAT.12.27	Che keiin khousaarta Biljebul appaalla manom angle, nannih nansa kupava tunang apaalla aminomtu? Alamchunna anmah in nannihtu pichaar akpu vei tuei. 
MAT.12.28	Chuta keiin Ringpu vaa Li apaalla khousaarta manom angle, Ringpu kurung huunnakha nankuungah thlengsa. 
MAT.12.29	Chunohle amah in aktrang mii khata makaangnoh maan avah, khatloh a amah inna luut a poot eita sut a lou achekume? Amah khata amkaang maanche innkhanna poot eita sut achektu. 
MAT.12.30	Tunangkhat keisoh inruuinoh mii khavah keita keijanohsa, che keisoh anchunnoh mii khanna akthek. 
MAT.12.31	Churella keiin nannihta kisonchou, miivaa anlehta mahche aleh alah a trongva ki iptu. Chuta Li ta janoh a alehlah aktrong miivaa ipnohtung. 
MAT.12.32	Tunangkhat in miivaa Asa kupata janoh a aktrong khava in iptu, chuta Li Akseengta janoh a aktrong miikhava ipek ringnatluun leh akthlengsam ringnatluun akho in ipnohtu.”
MAT.12.34	Ruulsokvaa atute eio! Nannihva thranoh choua khatloh akthra trong nanchek ume? 
MAT.12.35	Akthra mii in arilla athra asihkhata amthruh, thranoh mii in arilla thranoh amkhoolkhata amthruh. 
MAT.12.36	Chuta keiin nannihta kisonchou, mah chuvah mii in cheksilnoh a trong anaamte pichaarniah amlantu. 
MAT.12.37	Alamva nang nitrongin nangta namchimtu, mahche nannih nantrong in nannihta nanimlaaltu.”
MAT.12.39	Chuta Jisu in amsangei, “Akthranoh leh miimei miisa laal ringnatluun in daang anjon, chuta ringraan Jonah daangnoh a daang amnoh. 
MAT.12.40	Alamva Jonah in suun inthum che khulouh inthum akliin nga vonsuungah am. Mahchunanga miivaa Asa kupa in suun inthum che khulouh inthum tuklei rilsuunga amtu. 
MAT.12.41	Nineveh na mii in mah ringnatluun na mii eisoh pichaarniah inthruh tuei che anmah amiraal amilantu alamva Jonah in trong araanlai anmah in ril anthleng. Che anve, Jonah chungah akliin mii khat amsa. 
MAT.12.42	Akhuna kurungpii in mah ringnatluun na mii eisoh pichaarnia inthruhtuei che amiraal amilantu alamva amah in thaleiram akiingnata Solomon lousing rungeihnatu thlengsa. Chunna Solomon chungah akliin mii khat amsa.”
MAT.12.44	Chunna amah in ason, ‘Keiin kanthruhna inna veikhat inlengtang.’ Che amah in anlenglai, innkha tlenga inthiira thratea louam antuukpipei. 
MAT.12.45	Chunna inlenga amahchunga akthranoh li sirihsoh inruuia thlengsa, che anmah in luut a amsei; mahchu aknua mahmiichu matsahna chunga ralla thranoh veisa. Chunna mah thranoh ringnatluun ikho maisoh intrimma veitu.”
MAT.12.47	Chuta tumekhat in Jisu ta ason, “Anro, nang ninu mahche ninao eiin nangta naktrongpinatu apaalla ngirra amsei.” 
MAT.12.48	Chuta Jisu in amsang, “Kei kinu mahche kinaochu tuseime?” 
MAT.12.49	Cheva Jisu in aroi ankuungah akut khoh a asonei, “Onna ak am ei i kinu mahche kinaosei! 
MAT.12.50	 Alamva tungangkhat in ringramma am Pa in amdon aktloh miikha kei kinao, kisar mahche kinusei.”
MAT.13.2	Che miitam in akuungah inlomma inchunsei, chunna amah in muli inkhat suunga luut a inboksa; che miitamvah tuiiboom apaalla ngirra amsei. 
MAT.13.3	Che amah in pandam jikcha tloh a ankuungah sonei, “Mii khat in chi avorhnatu sehsa. 
MAT.13.4	Che chi avorh in chi arouva lamkomma tla, cheva va in thlenga anchunpei. 
MAT.13.5	Arouin lungkaara tla, mahchunna philtam amnoh a intha moongei alamva tukleisuungah tluumma luutnoh, 
MAT.13.6	chuta kini in ansat in kaangsei; alamva akjung amnoh a chaarsei. 
MAT.13.7	Che arouin kuling kaara tlaei, che kuling in moonga ahipkirpei. 
MAT.13.8	Chuta aktleiva akthra leipiia tla a akrah khalmo inrahsei, che arouin ahuum inkhat ah ahuum reija, arouin sopruk, che arouin sopthum inrah. 
MAT.13.9	Tunangkhat in aroungeihnatu amkuur a am miikhan rungaiso.”
MAT.13.11	Jisu in amsangei, “Ringram huunna anthuptrong nanromnatu nankuungah mah i kamlanpeichou, chuta anmah ankuung avah malannoh angei. 
MAT.13.12	Alamva tunangkhat tam aksihkuungah kimlan mahche amah in ralthloia asih, chuta tunangkhat aksihnoh kuunga malannoh ang, chunna amah kuungah ak am khakho kilohtu. 
MAT.13.13	Churella ankuungah pandam veia trongsang. Alamva anmah in muhre rea muhnoh ei, theih rerea rungainoh ei, che lou theihnoh ei. 
MAT.13.14	Ringraan Isaiah in asonkha anmah ankuungah tlungsa mah chuvah: ‘Nannih in tak a rungaivah nanrungeihtu chuta lou theihnoh uchou, che muhvah nanmuhtu chuta romnoh uchou. 
MAT.13.15	Alamva amah anril i kitalsei, amikuur trangsei, che anmah anmit insiinsei, anmah anmit in muh ah, amikuur in rungaia anrilla amiluutche inhei tupotei. Chuleva anmahta keiin kamthrat tupotei.’
MAT.13.17	Alamva keiin nannihta atak a kisonchou, mah chuvah ringraan mahche akchimlamseh in nannih in nanmuh ita muh andit chuta muh phahnohsei, che nanrungeih ita rungai andit chuta rungai cheknohsei.”
MAT.13.19	Tunangkhat in kurung huunna trongta arungeih in rom acheknoh invah, akthranoh khatin thlenga arilsuunga avorhta sut a atlaanpei; mah chi akphah i lamkomma aktla chikhasa. 
MAT.13.20	Chuta lungkaara aktla chi in trong arungeihche intha a roomthoksoh inruuia arouloh; 
MAT.13.21	chulata akjung thuuk a tlanoh, churel kakruta adouning, alamva klah knang mahche trong irella inchut jikcha athlenglai amahningvah intha a aningdongna veisa. 
MAT.13.22	Pekva kuling kaara chi aktla in trong atheihche tukleiramma ringnaleh doon khaalna rilkhanna trongkhata akrah marahnohsa. 
MAT.13.23	Chuta akthra leipiia aktla chikhanna trongkhata arungeihche arom. Chunna athloua akrah inrah arouin reija, arouin sopruk, mahche arounin sopthum amsuuk.”
MAT.13.25	chuta mii in an ihsuunga amah jekna in thlenga kihukaara inlouchi vorh a amahche inlengsa. 
MAT.13.26	Chuta chi in moonga anrollai, inloukho indangsa. 
MAT.13.27	Chunna lou Akpu vaa roijuih in amah kuungah thlenga ason, ‘Lulok, nanglouva akthra chita vorhnoh cheme? Che khatloh a inlouchita moongseime?’ 
MAT.13.28	Amahta ason, ‘Mah i jekna mii khat in atlohpei.’ Chunna amah roijuih in akuungah ason, ‘Chuleva kannih in seh a inlouta phoia matlonnatu nakson ungme?’ 
MAT.13.29	Chuta amah in asonei, ‘Ah, inlou nanphoi namitlonlai kihukho jaoa inphoitu.’ 
MAT.13.30	Chi luhnohmiil moongeiso! Chiluh aphahlai akvaat aksirmiita kisontuei, matsah a inlouta matlonna meia nanhaalnatu akhuh a kaanve, chuta kihuva kei tomsuunga bunve.”
MAT.13.32	Mah i chi anaamte kaara andihrem, chuta amoong laiva aktlei inlouchung inrolh che thing veisa, mahche marvaanna va in thlenga abaak ah anbu antloh.”
MAT.13.35	Mah i ringraan in asonkhata atlungnatu relnasa, mah chuvah: “Keiin pandameita kisonnatu kbao aangtung. Tukleiram amthron lainata mathup a asih eita keiin kisontu.”
MAT.13.36	Cheva Jisu in miitamta mathlah a inn khat ah luutsa. Che aroi in amahkuunga thlenga anson, “Louna inlou pandamkha invuia kanimtheihro.” 
MAT.13.37	Anmahta amsangei, “Akthra chita akvorhkha miivaa Asa kupasa; 
