MAT.1.1	A daŋgonŋâ daŋgonŋâ muyagem gane Yesu Kristo, zâk Abaram sot Dawidi, zekât kiun muyageip. 
MAT.6.2	Zorat gâ a âlip otziŋgâm a nâmbutŋandâ gek nâŋgâbigât lâmun mân waatpan. A sarâŋâ, zen mâpâmâpâse namin sot kamân sombemân a ziŋâ sâm âlip kwatziŋgâbigât yatâ upme. Nâ perâkŋak dâzâŋgobâ. Zen sâŋgânziŋâ mârum mine âkip. 
MAT.6.3	Bukugâ ŋâi kut ŋâi pindâbam tik pindâm bukugâ ŋâi mân dukuban. 
MAT.6.4	Yatâ upan, zo ko orot mâmegâ tik zimbap. Yatâ otna Ibâgandâ kut ŋâi ŋâi tik ek nâŋgâmŋâ hâuŋâ sâŋgânŋâ gibap.”
MAT.6.5	“Zen ninâu sânam a sarâŋâ, zen yatâ mân upi. Zen mâpâmâpâse namin sot a minduminduyân ninâu sânam bâbâlaŋ upme, zo ko aŋâ ziŋgitpigât yatâ upme. Nâ perâkŋak dâzâŋgobâ. Yatâ ziŋgitne ko zorâŋak sâŋgânziŋâ opmap. 
MAT.6.6	Gâ ko ninâu sâbâ sâm mirâgan zâi hâŋgi dooŋgumŋâ Ibâgâ tik ândimap, zâkkâren ninâu sâban. Oi Ibâgâ tigâk kut ŋâi ŋâi ek nâŋgâmapŋâ bonŋâ muyagem gibap.
MAT.6.7	Oi zen ninâu lâuyâk mân sâbi. Ninâu sâmŋâ târokwap mân sâm âine kârep patâ upap. Um kâtik a, zen ninâu yatâ sâme. A zo ziŋâ den doŋbep sâm arindâ nâŋgâniŋgâbap sâme. 
MAT.6.8	Gât ko zen a zo zen yatâ mân upi. Zen ninâu mân sâne Ibâziŋâ zâk kut ŋâi ŋâi um nâŋgânâŋgâziŋan ziap, zo kek ek nâŋgâmap. 
MAT.6.9	Oi zen itâ sâm ninâu sâbi,
MAT.6.9	‘Ibâniŋâ sumbemân taat, gâgât kutkâ hâlâlu zimbap. 
MAT.6.10	Gâ gamŋâ um dâp hân dâp kembu otniŋgâban. Sumbemân gâgâren sât lulu ziap, zo yatik hânân neŋgâren zimbapkât otniŋgap. 
MAT.6.11	Gâ sirâm ziren nalem dâpniŋan niŋgâban. 
MAT.6.12	Nen a zeŋgât tosa biren zo yatik tosaniŋâ birâban. 
MAT.6.13	Top mâsimâsikâyân mân nâmbanban. Bâliŋâ mariŋaŋgât bikŋan gâbâ mâkâniŋgâban.’
MAT.6.14	Zen a zeŋgât tosa birânetâ Anutuŋâ yatik tosaziŋ birâbap. 
MAT.6.15	Ka zen a zeŋgât tosa mem ândinetâ Anutuŋâ zeŋgât tosa yatik mem ândibap.”
MAT.6.16	“Zen nalem birâm kendon ândim si sâŋgânziŋ kuk sen sen mân upi. A sarâŋâ, zen yatâ upme. A nâmbutŋâ, zen nâlem birâm kendon ândiândiziŋâ ziŋgitpigât yatâ upme. Nâ perâkŋak dâzâŋgobâ. Zen zorat sâŋgânŋâ mârum mine âkap. 
MAT.6.17	Gâŋâ ko nalem birâm kâukâ kendâm si sâŋgângâ too saŋgonŋâ ândiban. 
MAT.6.18	Yatâ otna a ziŋâ nalem birâm ândiândigâ mân ek nâŋgâbi. Sumbem Ibâgâ tik ândimap, zâk zikŋik nâŋgâbap. Oi zâk tik ândim kut ŋâi ŋâi ek nâŋgâmapŋâ sâŋgânŋâ gibap.”
MAT.6.19	“Zen hângât sikum kut ŋâi ŋâi doŋbep mân mindubi. Hângât kut ŋâi ŋâi kabâtŋâ niniŋâ sot alâalâgiŋ sot aŋâ kâmbu mime, zorat nâŋgânetâ mân zâibap. 
MAT.6.20	Zen sumbemân kut ŋâi ŋâi mindum ândibi. Sumbemgât kut ŋâi ŋâi, zo kabâtŋâ mân niniŋâ sot mân alâalâgiŋ sot aŋâ kâmbu mân orotŋâ, zorat nâŋgâne zâibap. 
MAT.6.21	Kut ŋâi ŋâiziŋ zemabân, zoren yatik umziŋ pane zemap. 
MAT.6.22	Siŋgâ so sâkkaŋgât âsakŋâ. Siŋgâ âlip tâi sâkkâ âsakŋâ ek ândiban. 
MAT.6.23	Ka siŋgâ bâliŋ oi ko sâkkâ ŋâtâtik upap. Zorat sa nâŋgânek. Umgaŋgât âsakŋâ ŋâtâtiksâbap, zo ko opoŋ ŋâtâtik patâ muyagei kwakmak op ândiban.
MAT.6.24	A kânokŋâ a kutâ zagât, zekât kore âlip mân upap. Zâkŋâ ŋâi buku okŋaŋgâm ŋâigât âkon upap. Oi zâk ŋâi sot pâlâtâŋ op ŋâi kândâtkubap. Zen yatik Anutugât nep sot kât sikum âkŋâlegât nep, zo dap yatâ mâtâkâziŋgâm mem ândibi?”
MAT.6.25	“Zorat torenŋâ ŋâi zi dâzâŋgua nâŋgânek. Zen ândiândiziŋaŋgât nâŋgâm itâ mân sâbi, ‘Wan wan mem nem ândinat?’ Mo sâkziŋaŋgât nâŋgâm itâ mân sâbi, ‘Wan mo wan lap ândinat?’ Kut ŋâi ŋâi zorat mân nâŋgâm kwâkâ upi. Zorat zen sânek. Ândiândiziŋandâ bonŋâ mo nalemŋâ bonŋâ? Sâkziŋandâ bonŋâ mo sâk pâkeŋâ bonŋâ? 
MAT.6.26	Zen nii ziŋgitnek. Nii zen nep mân kârâm kâmitme. Zen nalem mân mindune tâpmap. Oi sumbem Ibâziŋandâ nalem muyagem ziŋgâmap. Oi dap dap? Zen nii zeŋgât ombeziŋan? Buŋâ. 
MAT.6.27	Oi zen nâŋgânâŋgâziŋ kâtikŋâ ziap oi ko sânetâ sâkziŋ kâtigei narâkŋâ pâŋkânok târokwap ândibi? 
MAT.6.28	Yatâ orotŋâ mân ziabân wangât sâk pâkegât doŋbep nâŋgâme? Zen pâliŋpâliŋ neule hibukŋan zemap, zorat topŋâ nâŋgâbi. Zâk sâk pâke mân tuumap. 
MAT.6.29	Zorat sa nâŋgânek. A kuta Salomo mârumŋan ândeip, zâk sikum patâ sot neule âlip zemŋaŋgip. Ka Salomo zâk sâkŋâ neuleŋootŋâ neule âlipŋâ yatâ zo mân mem ândeip. 
MAT.6.30	Oi hibuk bâloŋâ zo irak muyagem mukan âkâm gemap. Anutuŋâ sâi neule âlipŋâ zo muyagemap. Oi zen dap nâŋge? Anutuŋâ sâk pâke âlip mân muyagem ziŋgâbap? Zen nâŋgâm pâlâtâŋziŋ lotŋâ. 
MAT.6.31	Zorat zen nâŋgâ kwâkâ op itâ mân sâbi, ‘Nen wan wan nem ândinat. Nen wan wan mem lap ândinat?’ 
MAT.6.32	Um kâtik a, zen um nâŋgânâŋgâziŋ zoren pane zemap. Zen ko yatâ mân upi. Ibâziŋandâ wan wangât kwakse, zo nâŋgâm naŋgâmap. 
MAT.6.33	Zen sumbem Ibâziŋaŋgât um topŋan ândiândiŋ sot zâkkât mâtâp târârak ândiândiŋ, um nâŋgânâŋgâziŋ zoren pane zimbap. Zo yatâ utne sâkkât kut ŋâi ŋâi ziŋgâbap. 
MAT.6.34	Zen mukangât nâŋgâ kwâkâ mân upi. Nâŋgâ kwâkâ zo mukangât siŋgi. Sirâm ŋâigât kâbâ yâmbât, zo sirâm zorat siŋgi upap.”
MAT.7.1	“Zen a hâuŋâ den mân sâm siŋziŋan gibi, zo ko Anutugoot zen yatigâk mân sinziŋan gibap. 
MAT.7.2	Zen a hâuŋâ den sâm kwâkâziŋgâbi, zorat dâp yatigâk Anutuŋâ zen sâm kwâkâziŋgâbap. Zen a kut ŋâi ŋâi otziŋgâbi, zorat dâp yatik Anutuŋâ mâburem ziŋgâbap. 
MAT.7.3	Gâ wangât bukugaŋgât siŋan gwapgwap zo ekŋâ gikâ siŋgan nak sâmbaŋâ zo mân ek nâŋgat? 
MAT.7.4	Nak sâmbaŋâ gikâ siŋgan zei dabângen bukugâ itâ dukuna dâp upap? ‘Gâ nâŋgâna siŋgan gwapgwap ziap zo, mem pambâ.’ 
MAT.7.5	Sarâ a gâ. Kândom gikâ siŋgan nak sâmbaŋâ zo mem pamŋâ gwapgwap bukugaŋgât siŋan zei mem pâna dâp upap.
MAT.7.6	Gâ a nâmbutŋâ Anutu kândâtkume, zen siŋgi âlipkât kut ŋâi ŋâi âlipŋâ, zo mân ziŋgâban. Zen wâu bâu yatâ opŋâ kut ŋâi ŋâi âlipŋâ zo birâm âburem gibegât.”
MAT.7.7	“Ninâu sâm ândim kut ŋâi zo mimbi. Kârum ândim bonŋâ muyagibi. Hâŋgiyân kom ândine mirâ mâriŋandâ mem pâmbap. 
MAT.7.8	Ŋâi zâk ninâu sâm ândim kut ŋâi memap. Ŋâi zâk kârumapŋâ bonŋâ muyagemap. Ŋâi zâk mâtâbân kom ândei mariŋandâ mâtâp mem pâmbap. 
MAT.7.9	Zeŋgâren gâbâ ŋâiŋâ nanŋâ nalemgât sâi kâsaget pindâbap? 
MAT.7.10	Mo zeŋgâren gâbâ ŋâiŋâ nanŋâ iŋangât sâi guk mo mulum pindâbap? 
MAT.7.11	Buŋâ. Zen a bâliŋandâ murarâpziŋâ kut ŋâi ŋâi âlipŋâ yatâ otziŋgâme. Oi Ibâziŋ sumbemân walâwalâŋandâ kut ŋâi ŋâi âlipŋâ ziŋgâbap. Zen zâkkâren ninâu sâne kut ŋâi ŋâi âlipŋâ walâm ziŋgâbap.
MAT.7.12	Zen a ziŋâ kut ŋâi ŋâi otziŋgâbigât otziŋgâmap, zorat dâp otziŋgâbi. Zorâŋâ Mosegât gurumin den sot Propete zeŋgât den zo minduap.”
MAT.7.13	“Zen mâtâp pâlâtâŋan sumbemân bagibi. Tâmbetagoagoŋaŋgât hâŋgi, zo patâ uap. Oi zorat mâtâpŋâ zo ŋilip patâ. Zoren a ambân doŋbepŋâ bagim âime. 
MAT.7.14	Ândiândi kamângât mâtâp, zo pâlâtâŋ. Zoren a ambân bituktâŋâ âime.”
MAT.7.15	“Propete sarâŋâ, zen holi tobatziŋâ râma yatâ ka umziŋâ wâu kâtikŋâ kâwaliziŋoot. Zo nâŋgâm galem ândibi. Zen zeŋgât orot mâmeziŋaŋgât sen kwapŋâ topziŋâ nâŋgâbi. 
MAT.7.16	Bolep sâŋgerân bonŋâ oi nime? Mo zâlâliyân sam bonŋâ oi nime? 
MAT.7.17	Zo buŋâ. Nak âlipŋan bonŋâ âlipŋâ âsagemap, ka nak bâliŋan bonŋâ âlipŋâ mân âsagemap. 
MAT.7.18	Nak âlipŋan bonŋâ bâliŋâ mân muyagemap. Nak bâliŋan bonŋâ âlipŋâ mân âsagemap. 
MAT.7.19	Zorat nak ŋâi zâk bonŋâ âlipŋâ mân oi kârâm kârâbân umbi. 
MAT.7.20	Nâ zorat op san. A zeŋgât orot mâmeziŋ ekŋâ topziŋ nâŋgâbi.
MAT.7.21	Kembuniŋâ, Kembuniŋâ nonsâme, ka zeŋgâren gâbâ nâmbutŋandâ sumbemân mân zâibi. Ibânâ sumbemân, zâkkât den lume, zen ziiŋik sumbemân bagibi. 
MAT.7.22	Narâk zoren a doŋbep patâŋâ ziŋâ itâ sâm dâtnobi, ‘Kembunâ, Kembunâ, gâgât kutkâ sâm a ambân siŋgi âlip dâzâŋgowen. Gâgât kutkâ sâm wâke moliziŋgâwen. Gâgât kutkâ sâm nep patâ tuuwen.’ 
MAT.7.23	Yatâ sâne nâ itâ sâm dâzâŋgobat, ‘Nâ zeŋgât kutziŋâ mân nâŋgan. Bâliŋ mâme a, zen birânim âinek.’”
MAT.7.24	“A ŋâiŋâ dinnâ zi nâŋgâm lubap, zâk a nâŋgânâŋgâŋoot upap. Zâk a ŋâiŋâ bâkŋan mirâŋâ kâtikŋâ tuugip yatâ. 
MAT.7.25	Mirâŋâ tuugi tâi map pibâ patâ gam kom osei mirâ zo kâtigem kirip. Lâm kârep esâm tandâ pâi giari sârakoip, zorat kâtigem kirip. 
MAT.7.26	Oi a ŋâi dinnâ zi nâŋgâm birâbap, zâk a kwakmak zi yatâ. A kwakmak ŋâiŋâ mirâŋâ too sâtŋan tuugip. 
MAT.7.27	Mirâŋâ tuugi tâi map patâ too uurupŋoot takâm koi giligâlaksâm naŋgip.”
MAT.7.28	Yesuŋâ den zo sâm naŋgi a ambân kâmut patâ zen den sâip, zorat nâŋgâne imbaŋâ oip. 
MAT.7.29	Oi itâ sâwe, “Zâk Kembugât gurumin den zorat galem a, zen walâziŋgâm sap.” Yesu zâk imbaŋâŋootŋâ den siŋgi âlip dâzâŋgoip, zorat yatâ sâwe.
MAT.8.1	Yesuŋâ bâkŋan gâbâ gem gâi a ambân kâmut patâ molim âiwe. 
MAT.8.2	Oi a ŋâi, sâk bâlâ a, zorâŋ um topŋan âim gei pindiŋsâm itâ sâm dukuip, “Kembu, gâ imbaŋâgâ ziap, zorat kubiknibâ sâm âlip kubikniban.” 
MAT.8.3	Yatâ sâi Yesuŋâ bikŋandâ weemŋâ sâip, “Nâŋgâgigangât sâkkâ âlip oik.” Sâi zorenâk useŋâ sogei sâkŋâ âlip oip. 
MAT.8.4	Yesu zâk yatâ okŋaŋgâm sâip, “Gâ zirat siŋgi a ambân mân dâzâŋgoban. Gâ âi tirik namâ galem a sâkkâ tirâpkuna ikpap. Oi Moseŋâ den sâip, zo lum nii mo zuu ŋâi Kembugât siŋgi sâm pâmban. Sâkkâ âlip uap, zo a ambân ek nâŋgabigât yatâ otnan.”
MAT.8.5	Oi Yesu zâk Kapenaum kamânân zari kâwali a galem a ŋâiŋâ zâkkâren gam itâ sâip, 
MAT.8.6	“Kembu, kore anâ sâknam yâmbât okŋaŋgi kiŋ bik bâliŋ oi mirin zem taap.” 
MAT.8.7	Yatâ sâi Yesuŋâ itâ sâm dukuip, “Nâ gam kubikŋaŋgâbat.” 
MAT.8.8	Yatâ dukui kâwali aŋâ den itâ mâburem dukuip, “Nâ wandâ yatâ, zorat op mirânan mân gâban. Gâ ziren tapŋâ yen denâk sâna ari kore anâ âlip upap. 
MAT.8.9	Nâ a kutâ zeŋgât kore a ândim sâtziŋ luman. Oi nâgât ombenan nâgât kore a ândie. Oi zeŋgâren gâbâ ŋâi âinan sa âibap. Ŋâi gânan sa gâbap. Kore anâ ŋâi nep zo tuu sa tuubap.” 
MAT.8.10	Yatâ sâi Yesuŋâ den zo ŋâŋgi imbaŋâ oip. A molim âiwe, zo itâ dâzâŋgom sâip, “Nâ perâkŋak dâzâŋgobâ. Isirae a zeŋgâren nâŋgâm pâlâtâŋziŋâ itâ mân ekman. 
MAT.8.11	Zorat itâ dâzâŋgobâ. Hân toren toren gâbâ a doŋbep mindum Anutugât um topŋan Abaram sot Isaka sot Yakobo, zen sot tap sii nalem nimbi. 
MAT.8.12	Oi Isirae a nâmbutŋâ mârum sumbemgât siŋgi sâm ziŋgâziŋgâŋâ, zen ko âkŋan ŋâtâtigân âimŋâ umbâlâ opŋâ isem ândibi.” 
MAT.8.13	Yesuŋâ yatâ sâmŋâ kâwali a patâ itâ sâm dukuip, “Gâ âi. Nâŋgâm pâlâtâŋgaŋgât bonŋâ muyagegibap.” Yatâ sâi zorenâk kore a âlip oip.
MAT.8.14	Yesuŋâ Peterogât mirin zâim Petero sibunŋâ mâsek kârâpŋoot op zei egip. 
MAT.8.15	Ekŋâ bikŋan weegi mâsekŋâ buŋ oip. Oi ambân zo zaatŋâ nalem om Yesu pindip. 
MAT.8.16	Oi mirâ ŋâtiksâisâi a ambân wâkeziŋoot doŋbep diiziŋgâm gawe. Diiziŋgâm gane Yesuŋâ den sâm wâkeziŋâ moliziŋgip. Oi a ambân sisi mâsekziŋoot zo kubikziŋgip. 
MAT.8.17	Yatâ oi Propete Yesaiaŋâ den itâ kulemgoip, zo bonŋâ oip,
MAT.8.17	“Zâk lotŋâniŋ betniŋan mem mâsekniŋ âkoip.”
MAT.8.18	A ambân doŋbepŋâ Yesugâren gam haamgum kine Yesuŋâ ziŋgitŋâ arâpŋâ saru nâmbutken âibigât dâzâŋgoip. 
MAT.8.19	Âinam utne Kembugât gurumin den zorat galem a ŋâiŋâ Yesugâren gam itâ sâm dukuip, “Patâ, gâ zoren mo zoren âibâ sâna moligibat.” 
MAT.8.20	Sâi ko Yesuŋâ itâ mâburem dukuip, “Wâu ulin, zen deŋziŋan ândime. Nii zuu, zen hâŋgootziŋan ândime. A bonŋâ, nâ ko isen korem zo buŋâ ândiman.” 
MAT.8.21	Yesugât arâpŋâ, zeŋgâren gâbâ ŋâiŋâ itâ sâm dukuip, “Kembu, nâŋgânina âi ibânâ hangum gâbat.” 
MAT.8.22	Sâi Yesuŋâ itâ sâm dukuip, “Gâ birâm molinina mumuŋâ ziiŋak hanagonek.”
MAT.8.23	Yatâ sâm waŋgâyân zari arâp zâine âiwe. 
MAT.8.24	Âim tatne saruyân pibâ patâ gâi saru bâlim kirip. Oi saruŋâ waŋgâ umŋan giarip. Yesu zâk uman zem tâip. 
MAT.8.25	Zem tâi arâpŋâ zen âi mâŋgim dukuwe, “Kembu, betniŋan me. Saruyân geinamen.” 
MAT.8.26	Sâne itâ sâm dâzâŋgoip, “Nâŋgâm pâlâtâŋziŋ lotŋâ, zen wangât umziŋ keŋgât uap?” Yatâ sâm oksâm zaat pibâ sot saru den dâzâkoi hiriŋsâm ziwet. 
MAT.8.27	Arâpŋâ zen zo ekŋâ imbaŋâziŋ buŋ oi itâ sâwe, “Sâi pibâ sot saru sot kut ŋâi ŋâi, zen sâtŋâ lume. Zâk a dap yatâ?”
MAT.8.28	Oi saru nâmbutken âim Gadara a zeŋgât hânân âi takip. Taki a zagât, zet wâkezikŋoot gam Yesu muyagiwet. Zet a mumuŋâ zeŋgât kwagân gâbâ gawet. Zet kwagân ândim kâwali mem ândeitâ a zen zekât keŋgât op gootzikŋan mân âimarâwe. 
MAT.8.29	Zet den yu kambaŋ sâm itâ sâwet, “Yesu Anutugât nanŋâ, wan otniŋgâbam neŋgâren gaat? Gâ narâk mân mâte oi sâknam patâ niŋgâbam gaat?” 
MAT.8.30	Oi kârebân bâu kâmut patâ, zen gendâk nem ândiwe. 
MAT.8.31	Zorat wâke ziŋâ Yesu itâ dukuwe, “Moliniŋgâbâ sâm sâŋgonnâŋgona bâu umziŋan geinâ.” 
MAT.8.32	Sâne ko itâ sâm dâzâŋgoip, “Ba âinek.” Yatâ sâi a umzikŋan gâbâ gam bâu umziŋan geiwe. Baginetâ bâu zen aksik patâ bâkŋan gâbâ tembatŋan koŋkoŋ geim deŋgânân gei mom naŋgâwe.
MAT.8.33	Oi bâu galem a, ziŋâ kamânân zâim bâu zeŋgât siŋgi sot a zagât zekât den siŋgi, zo dâzâŋgom naŋgâwe. 
MAT.8.34	Den siŋgi zo dâzâŋgone a ambân aksik patâ, zen Yesu iknam kamânân gâbâ geiwe. Gei ekŋâ Yesuŋâ birâziŋgâm âibapkât dukuwe.
MAT.9.1	Yatâ utne Yesu zâk waŋgâyân zâim zikŋâ kamânân âbureip. 
MAT.9.2	Gâi a kiŋ bik mumuŋâ ŋâi helâŋ aam pam mem gawe. Oi Yesuŋâ nâŋgâm pâlâtâŋziŋaŋgât topŋâ ekŋâ a zo itâ sâm dukuip, “Nannâ, mân keŋgât ot. Tosagâ mârum biran.” 
MAT.9.3	Yatâ sâi Kembugât gurumin dengât galem a nâmbutŋâ, zen den zo nâŋgâm umziŋan itâ nâŋgâwe. “Zâk Anutu hutkum sap. Zâk Anutu yatâ op sap.” 
MAT.9.4	Yatâ nâŋgâne Yesuŋâ umziŋan ekŋâ itâ sâm dâzâŋgoip, “Wangât umziŋan nâŋgânâŋgâ bâliŋâ nâŋgânige? 
MAT.9.5	Zen dap nâŋge? Nep ikâ zorâŋ bâbâlaŋ? Tosa birâbirâŋ mo sâk kubikkubik? 
MAT.9.6	A bonŋâ, nâ hânân ândim tosa gulipkubatkât imbaŋâ zemnigap. Zorat topŋâ ikpigât yatâ sâm dukuan.” Yatâ sâmŋâ a kiŋ bik bâliŋ itâ sâm dukuip, “Gâ zaat isen koremgâ mem kamângan âi.” 
MAT.9.7+MAT.9.8	Sâi a zo zaatŋâ kamânŋan arip. Oi a ambân kâmut patâ, zen ekŋâ kâwaliziŋ buŋ oi Anutuŋâ imbaŋâ zo a bikŋan pâipkât mâpâsem sâm âlip kwâkŋaŋgâwe.
MAT.9.9	Yesu zâk zobâ âim kât mimiŋ a nâ muyagenigip, kutnâ Mataio. Nâ kât mimiŋ namânan ta nekŋâ itâ dâtnogip. “Gâ nâ sot pâlâtâŋ op molini.” Yatâ sâm dâtnogi zaatŋâ moliwan. 
MAT.9.10	Oi nâ Yesu mirânan nalem nimbapkât diim zaria kât mimiŋ a sot bâliŋ mâme a doŋbep gamŋâ Yesu sot arâpŋâ nen sot nalem ârândâŋ niwen. 
MAT.9.11	Yatâ oindâ Parisaio a nâmbutŋâ, zen niŋgitŋâ Yesugât arâpŋâ mâsikâniŋgâwe, “Patâziŋâ zâk wangât kât mimiŋ a sot bâliŋ mâme a, zen sot tap nalem niap?” 
MAT.9.12	Sâne Yesuŋâ den zo nâŋgâmŋâ dâzâŋgoip, “Sisi mâsek kubikkubik a, zâk a sâkziŋ âlip, zeŋgâren nep mân tuumap. Mâsekziŋoot, zeŋgârenâk nep tuumap. 
MAT.9.13	Zen ko Anutugât den ziap, zorat topŋâ nâŋgâbi. Den zo itâ,
MAT.9.13	‘Zuu bâu kom om nibigât mân sâwan. Um lâklâk op a buku otziŋgâbigât otnimap.’
MAT.9.13	A ziiŋaŋgât nen âlipŋâ sâme, nâ zeŋgât buŋâ. Nâ bâliŋ mâme a diiziŋga nâgâren gabigât sâm gem gâwan.”
MAT.9.14	Narâk zoren Yohanegât arâpŋâ, zen Yesugâren gam itâ sâm mâsikâwe, “Nen sot Parisaio a narâk nâmbutŋan nalem birâm kendon ândimen. Ka gâgât arâpkâ ko wangât nalem mân birâm ândime?” 
MAT.9.15	Yatâ sâne Yesuŋâ itâ sâm dâzâŋgoip, “A kutâ, zâk a ambân gakârâpŋoot ândei dabân umbâlâ op nalem birâm ândibi? Gâtâm a kutâ betziŋan mine, nârâk zoren umbâlâ op nalem birâm ândibi.
MAT.9.16	Nen hâmbâ sâŋgiŋan, zo hâmbâ uŋakŋâ mân pam gârimen. Hâmbâ uŋakŋandâ sâŋgiŋâ diigi oloŋbapkât yatâ mân upmen.
MAT.9.17	Zen waiŋ too uŋakŋâ hâkop sâŋgiŋan mân gune geimap. Yatâ upi, zo ko waiŋ too uŋakŋandâ hâkop sâŋgiŋâ kunziri hâkop sot waiŋ ârândâŋ buŋ upabot. Waiŋ too uŋakŋandâ hâkop uŋakŋan gune giari âlip opmabot.”
MAT.9.18	Yesuŋâ yatâ sâm dâzâŋgom kiri mâpâmâpâse namâ galem a ŋâi gam um topŋan pindiŋsâm dukuip, “Bâratnâ irabot zi muap. Diigiga âi sâkŋan weenandâ âlip op zaatpap.” 
MAT.9.19	Yatâ dukum ari Yesu zâk zaat sâi arâpŋâ zâk sot Yairo molim âiwen.
MAT.9.20	Mâtâbân arindâ ambân ŋâi gâip. Ambân zo gilâm gem ândei kendon patâ kiin zagât oip. Ambân zorâŋ kândâtŋan gamŋâ Yesugât hâmbâ murukŋan weegip. 
MAT.9.21	Ambân zo umŋandâ itâ nâŋgip, “Hâmbâŋik weemŋâ âlipnâ upat.” 
MAT.9.22	Yesuŋâ puriksâm ambân zo ekŋâ sâip, “Bâratnâ, gâ mân keŋgât ot. Nâŋgâm pâlâtâŋ kwatnigat, zorat op âlip uat.” Yesuŋâ yatâ sâi zorenâk ambân zo âlip oip.
MAT.9.23	Oi Yesu zâk âimŋâ galem agât mirin zâimŋâ girâp kwamit nâŋgip. A ambân doŋbep patâ, zen girâp isem tarâwe. 
MAT.9.24	Yesuŋâ nâŋgâm itâ sâm dâzâŋgoip, “Zen zaat geim naŋgânek. Ambân zâk mân muap. Zâk yen uman zem taap.” Yatâ sâm dâzâŋgoi girâŋŋaŋgâwe. 
MAT.9.25	Sâi a ambân kâmut patâ zo geim naŋgâne kâmbarâŋâ zeibân âim bikŋan gâsui mumuŋan gâbâ zaarip. 
MAT.9.26	Oi zorat den siŋgi hân zoren denân denân âragum naŋgâwe.
MAT.9.27	Oi Yesu zâk kamân zo birâm ari a sinzik bâpsâsâŋ zagât, zet molimŋâ den kâtik sâm den sâwet, “Gâ Dawidigât kiunŋâ, nekât umgâ bâliŋ oik.” 
MAT.9.28	Oi âimŋâ mirin zari a zagât zet zâkkâren zaritâ mâsikâzikâm sâip, “Sinzikŋâ kubikpatkât imbaŋâ zemnigap, zo nâŋgabot?” Oi zet sâwet, “Oŋ, Kembu, net nâŋgâgiget.” 
MAT.9.29	Yatâ sâitâ sinzikŋan weemŋâ sâip, “Nâŋgâm pâlâtâŋzikŋaŋgât bonŋâ muyagezikik.” 
MAT.9.30	Sâi zorenâk sinzikŋâ ânâŋgârip. Oi Yesuŋâ mân sâbabotkât den kâtikŋâ itâ sâm dâzâkoip, “Zet zirat siŋgi a ambân mân dâzâŋgobabot.” 
MAT.9.31	Oi a zagât, zet den zo nâŋgâmŋâ âim laŋ dâzâŋgom naŋgitâ siŋgi zo hân dâp laŋ kârâm arip. 
MAT.9.32	Oi zet aritâ zorenâk a ŋâi wâkeŋoot Yesugâren diim gawe. Zâk wâkeŋâ okŋaŋgi kopa oip. 
MAT.9.33	Yesuŋâ wâke zo molei a zo den sâip. A ambân kâmut zoren tarâwe, zen zo ikne imbaŋâ oi sâwe, “Isirae neŋgâren mârum kut ŋâi itâ zo mân âsagei igâwen.” 
MAT.9.34	Parisaio a ziŋâ ko Yesugât itâ sâwe, “Wâke zeŋgât patâziŋandâ imbaŋâ pindâm mam okŋaŋgi wâke moliziŋgâmap.”
MAT.9.35	Oi Yesu zâk yatâ opŋâ kamân patâ sot mâik aksik ândim naŋgip. Oi mâpâmâpâse namâ dâp zâim Kembu um topŋan ândiândiŋaŋgât den dâzâŋgom a ambân sisi mâsekziŋoot kubikziŋgâm ândeip. 
MAT.9.36	Yesuŋâ a ambân kâmut patâ zo ziŋgitŋâ umŋâ nâŋgip. Zâkŋâ ziŋgiri râma galem aŋâ buŋâ yatâ gulipmalip ândine ziŋgirip. 
MAT.9.37	Oi zorat arâpŋâ den sumbuŋâ ŋâi itâ sâm dâtnâŋgoip, “Kâlamân bonŋâ doŋbep ziap, ka nep a ko bituktâ. 
MAT.9.38	Zorat nep mariŋâ zâkkâren ninâu sâne nep a muyagem sâŋgonzâŋgoi nebân bagim kâlamân bonŋâ mem ândibi.”
MAT.10.1	Yesuŋâ arâpŋâ kiin zagât nâŋgonsâi gâindâ wâke moliziŋgânatkât sot sisi mâsek kubikziŋgânatkât imbaŋâ niŋgip. 
MAT.10.2	Aposolo kiin zagât, neŋgât kutniŋâ itâ. Kândom Simoŋ kutŋâ ŋâi Petero, munŋâ Andrea, Zebedaiogât nanzatŋâ Yakobo sot munŋâ Yohane. 
MAT.10.3	Pilipo sot Batolomaio, Toma sot kât mimiŋ a nâ, kutnâ Mataio, Yakobo Alipaiogât nanŋâ sot Tadaio. 
MAT.10.4	Simoŋ Zelote sot Yuda, Karioto kamânân gok. Yuda zâk ândim Yesu tirâpzâŋgoi gâsuwe.
MAT.10.5	Yesuŋâ arâp kiin zagât, nen sâŋgonnâŋgom sâip, “Zen hân ŋâin mân âibi. Samaria zeŋgât kamânân mân zâibi. 
MAT.10.6	Isirae a kâmurân gâbâ râma yatâ gulipmalip ândiândiŋ, zo zeŋgârenâk âibi. 
MAT.10.7	Âim siŋgi âlip itâ sâm dâzâŋgom ândibi, ‘Anutugât um topŋan ândinatkât narâk mâte uap.’ 
