GEN.1.1	I begynnelsen skapte Gud himmelen og jorden. 
GEN.10.8	Kusj fikk sønnen Nimrod, som var den første store hersker på jorden. 
GEN.10.9	Han var en mektig jeger for Herren. Derfor heter det: En mektig jeger for Herren som Nimrod. 
GEN.10.10	Begynnelsen til hans rike var Babel, Erek, Akkad og Kalne i landet Sinear. 
GEN.10.11	Fra dette landet dro han ut til Assur og bygde Ninive, Rehobot-Ir og Kalah, 
GEN.10.12	og Resen mellom Ninive og Kalah - dette er den store byen. 
GEN.10.13	Misrajim ble stamfar til luderne, anamerne, lehaberne og naftuherne, 
GEN.10.14	patruserne og kasluherne, som filistrene er kommet fra, og kaftorerne. 
GEN.10.15	Kana’an ble far til Sidon, som var hans førstefødte, og til Het, 
GEN.10.16	og til jebusittene, amorittene og girgasittene, 
GEN.10.17	hevittene, arkittene og sinittene, 
GEN.10.18	og arvadittene, semarittene og hamatittene. Siden bredte kana’aneernes ætter seg videre ut. 
GEN.10.19	Kana’aneernes grense gikk fra Sidon bortimot Gerar like til Gasa, og bortimot Sodoma, Gomorra, Adma og Sebojim like til Lesja. 
GEN.10.20	Dette var Kams etterkommere, etter sine ætter og tungemål, i sine land og folkeslag. 
GEN.10.21	Også Sem fikk barn. Han var stamfar til alle Ebers barn, og var den eldste broren av Jafet. 
GEN.10.22	Sems sønner var Elam, Assur, Arpaksjad, Lud og Aram. 
GEN.10.23	Arams sønner var Us, Hul, Geter og Masj. 
GEN.10.24	Arpaksjad fikk sønnen Sjelah, og Sjelah fikk sønnen Eber. 
GEN.10.25	Eber fikk to sønner. Den ene hette Peleg, for i hans dager ble jorden delt. Hans bror hette Joktan. 
GEN.10.26	Joktan ble far til Almodad, Sjelef, Hasarmavet og Jarah, 
GEN.10.27	Hadoram, Usal og Dikla, 
GEN.10.28	Obal, Abimael og Sjeba, 
GEN.10.29	Ofir, Havila og Jobab. Alle disse var Joktans sønner. 
GEN.10.30	De hadde bostedene sine i fjellbygdene i øst fra Mesja bortimot Sefar. 
GEN.10.31	Dette var Sems sønner etter sine slekter og tungemål, i sine land, etter sine folkeslag. 
GEN.10.32	Dette var Noahs sønners slekter etter sin avstamning, i sine folkeslag. Fra dem har folkene utbredt seg på jorden etter vannflommen. 
GEN.11.1	Hele jorden hadde ett språk og samme ord. 
GEN.11.2	Det skjedde, da de dro fram mot øst, at de fant en slette i landet Sinear, og de bosatte seg der. 
GEN.11.3	De sa til hverandre: Kom, la oss gjøre teglstein og brenne dem godt! De brukte tegl til stein og jordbek istedenfor mørtel. 
GEN.11.4	Så sa de: Kom, la oss bygge oss en by og et tårn som når opp til himmelen. La oss gjøre oss et navn, ellers blir vi spredt over hele jorden. 
GEN.11.5	Da steg Herren ned for å se byen og tårnet som menneskenes barn bygde. 
GEN.11.6	Og Herren sa: Se, de er ett folk, og de har alle samme språk. Dette er det første de foretar seg. Nå vil ingen ting være umulig for dem, hva de så får i sinne å gjøre. 
GEN.11.7	Kom, la oss stige ned og forvirre deres språk så de ikke forstår hverandres tale. 
GEN.11.8	Så spredte Herren dem derfra ut over hele jorden, og de holdt opp med å bygge på byen. 
GEN.11.9	Derfor ble byen kalt Babel, for der forvirret Herren all jordens tungemål, og derfra spredte Herren dem ut over hele jorden. 
GEN.11.10	Dette er Sems slektshistorie: Sem var hundre år gammel da han fikk sønnen Arpaksjad, to år etter vannflommen. 
GEN.11.11	Etter at Sem hadde fått Arpaksjad, levde han fem hundre år, og fikk sønner og døtre. 
GEN.11.12	Da Arpaksjad var trettifem år gammel, fikk han sønnen Sjelah. 
GEN.11.13	Etter at Arpaksjad hadde fått Sjelah, levde han fire hundre og tre år og fikk sønner og døtre. 
GEN.11.14	Da Sjelah var tretti år gammel, fikk han sønnen Eber. 
GEN.11.15	Etter at Sjelah hadde fått Eber, levde han fire hundre og tre år og fikk sønner og døtre. 
GEN.11.16	Da Eber var trettifire år gammel, fikk han sønnen Peleg. 
GEN.11.17	Etter at Eber hadde fått Peleg, levde han fire hundre og tretti år og fikk sønner og døtre. 
GEN.11.18	Da Peleg var tretti år gammel, fikk han sønnen Re’u. 
GEN.11.19	Etter at Peleg hadde fått Re’u, levde han to hundre og ni år og fikk sønner og døtre. 
GEN.11.20	Da Re’u var trettito år gammel, fikk han sønnen Serug. 
GEN.11.21	Etter at Re’u hadde fått Serug, levde han to hundre og sju år og fikk sønner og døtre. 
GEN.11.22	Da Serug var tretti år gammel, fikk han sønnen Nakor. 
GEN.11.23	Etter at Serug hadde fått Nakor, levde han to hundre år og fikk sønner og døtre. 
GEN.11.24	Da Nakor var tjueni år gammel, fikk han sønnen Tarah. 
GEN.11.25	Etter at Nakor hadde fått Tarah, levde han hundre og nitten år og fikk sønner og døtre. 
GEN.11.26	Da Tarah var sytti år gammel, fikk han sønnene Abram, Nakor og Haran. 
GEN.11.27	Dette er Tarahs slektshistorie: Tarah fikk sønnene Abram, Nakor og Haran. Haran fikk sønnen Lot. 
GEN.11.28	Haran døde hos sin far Tarah, i sitt fedreland, i Ur i Kaldea*. 
GEN.11.29	Abram og Nakor tok seg koner. Abrams kone hette Sarai, Nakors kone hette Milka og var en datter av Haran, far til Milka og Jiska. 
GEN.11.30	Sarai var ufruktbar og hadde ingen barn. 
GEN.11.31	Tarah tok med seg Abram, sin sønn, sin sønnesønn Lot, Harans sønn, og svigerdatteren Sarai, sin sønn Abrams kone, og de dro ut sammen fra Ur i Kaldea for å reise til Kana’ans land. Men da de kom så langt som til Karan*, bosatte de seg der. 
GEN.11.32	Tarahs dager ble to hundre og fem år. Så døde Tarah i Karan. 
GEN.12.1	Og Herren sa til Abram: Dra bort fra ditt land og fra din slekt og fra din fars hus til det landet som jeg vil vise deg! 
GEN.12.2	Jeg vil gjøre deg til et stort folk. Jeg vil velsigne deg og gjøre ditt navn stort, og du skal bli en velsignelse. 
GEN.12.3	Jeg vil velsigne dem som velsigner deg, og den som forbanner deg, vil jeg forbanne. Og i deg skal alle jordens slekter velsignes. 
GEN.12.4	Så dro Abram av sted, som Herren hadde sagt ham, og Lot dro med ham. Abram var syttifem år da han dro ut fra Karan. 
GEN.12.5	Abram tok med seg Sarai, sin kone, og Lot, sin brorsønn, og all den eiendom som de hadde samlet, og de folk de hadde fått i Karan. De dro ut for å reise til Kana’ans land, og de kom til Kana’ans land. 
GEN.12.6	Og Abram dro gjennom landet til stedet Sikem, til Mores terebintelund. Kana’aneerne bodde den gang i landet. 
GEN.12.7	Da åpenbarte Herren seg for Abram og sa: Din ætt vil jeg gi dette landet. Og han bygde der et alter for Herren som hadde åpenbart seg for ham. 
GEN.12.8	Derfra flyttet han til fjellet øst for Betel, og han slo opp teltet sitt mellom Betel i vest og Ai i øst. Han bygde der et alter for Herren og påkalte Herrens navn. 
GEN.12.9	Abram dro så videre mot sydlandet. 
GEN.12.10	Så ble det hungersnød i landet, og Abram dro ned til Egypt for å oppholde seg der, for hungersnøden var stor i landet. 
GEN.12.11	Og det skjedde da han nærmet seg Egypt, at han sa til Sarai, sin kone: Se nå, jeg vet at du er en vakker kvinne. 
GEN.12.12	Når nå egypterne får se deg, vil de si: Dette er hans kone! Og så vil de slå meg i hjel, men de vil la deg leve. 
GEN.12.13	Jeg ber deg, si at du er min søster, så det kan gå meg vel på grunn av deg, og livet mitt kan bli spart for din skyld. 
GEN.12.14	Og så skjedde, at da Abram kom til Egypt, da så egypterne at kvinnen var meget vakker. 
GEN.12.15	Faraos stormenn så henne og roste henne for farao, og kvinnen ble hentet til faraos hus. 
GEN.12.16	Og han gjorde vel mot Abram for hennes skyld. Han fikk både småfe og storfe og esler, treller og trellkvinner, eselhopper og kameler. 
GEN.12.17	Men Herren slo farao og hans hus med store plager på grunn av Sarai, Abrams kone. 
GEN.12.18	Da kalte farao Abram til seg og sa: Hva er det du har gjort mot meg? Hvorfor fortalte du meg ikke at hun er din kone? 
GEN.12.19	Hvorfor sa du: Hun er min søster, så jeg tok henne til kone? Se, her er ektefellen din, ta henne og gå! 
GEN.12.20	Og farao ga noen menn befaling om ham, og de sendte ham av sted med hans kone og alt det han eide. 
GEN.13.1	Og Abram dro ut fra Egypt opp til sydlandet, han og hans kone, med alt det han eide. Og Lot var med ham. 
GEN.13.2	Abram var meget rik på buskap og på sølv og gull. 
GEN.13.3	Og han dro i dagsreiser fra sydlandet helt til Betel, til det stedet hvor teltet hans hadde stått i begynnelsen, mellom Betel og Ai, 
GEN.13.4	til det stedet hvor han hadde bygd et alter forrige gang. Der påkalte Abram Herrens navn. 
GEN.13.5	Men også Lot, som dro sammen med Abram, hadde småfe og storfe og telt. 
GEN.13.6	Og landet kunne ikke romme dem, så de kunne bo sammen, for eiendommen deres var for stor til at de kunne bo sammen. 
GEN.13.7	Det ble trette mellom dem som gjette Abrams kveg og dem som gjette for Lot. Kana’aneerne og ferisittene bodde den gang i landet. 
GEN.13.8	Da sa Abram til Lot: Jeg ber deg, la det ikke være trette mellom meg og deg, og mellom gjeterne mine og gjeterne dine! Vi er jo brødre. 
GEN.13.9	Ligger ikke hele landet åpent for deg? Jeg ber deg, skill deg fra meg! Hvis du tar til venstre, vil jeg dra til høyre. Hvis du tar til høyre, vil jeg dra til venstre. 
GEN.13.10	Da løftet Lot sine øyne, og han så at hele Jordan-sletten like til Soar overalt var vannrik, som Herrens hage, som landet Egypt. Dette var før Herren ødela Sodoma og Gomorra. 
GEN.13.11	Så valgte Lot for seg selv hele Jordan-sletten. Og Lot dro østover, og de skiltes fra hverandre. 
GEN.13.12	Abram ble boende i Kana’ans land. Men Lot tok bolig i byene på sletten og han flyttet teltene sine så langt som til Sodoma. 
GEN.13.13	Men Sodomas menn var onde og syndet grovt mot Herren. 
GEN.13.14	Og Herren sa til Abram etter at Lot hadde skilt lag med ham: Løft nå dine øyne og se ut fra stedet der du står - mot nord, mot syd, mot øst og mot vest! 
GEN.13.15	For hele det landet som du ser, til deg vil jeg gi det, og til din ætt for alle tider. 
GEN.13.16	Jeg vil la din ætt bli som støvet på jorden. Hvis et menneske er i stand til å telle jordens støv, så skal også din ætt kunne telles. 
GEN.13.17	Stå opp og dra gjennom landet så langt og så bredt som det er! For deg vil jeg gi det. 
GEN.13.18	Og Abram flyttet teltene sine. Han kom til Mamres terebintelund i Hebron, og der bosatte han seg. Der bygde han et alter for Herren. 
GEN.14.1	Det skjedde i de dager da Amrafel var konge i Sinear, Arjok konge i Ellasar, Kedorlaomer konge i Elam, og Tideal konge over Gojim, 
GEN.14.2	da førte disse kongene krig mot Bera, kongen i Sodoma, og Birsa, kongen i Gomorra, og Sjinab, kongen i Adma, og Sjemeber, kongen i Sebojim, og mot kongen i Bela, det er Soar. 
GEN.14.3	Alle disse slo seg sammen og dro til Siddim-dalen, der Salthavet* nå er. 
GEN.14.4	Tolv år hadde de tjent Kedorlaomer, men i det trettende året gjorde de opprør. 
GEN.14.5	I det fjortende året kom så Kedorlaomer og de kongene som var med ham. De slo refa’ittene i Asterot-Karnajim, susittene i Ham, emittene i Sjave-Kirjatajim, 
GEN.14.6	og horittene på Se’ir-fjellet, like til El-Paran ved utkanten av ørkenen. 
GEN.14.7	Deretter vendte de tilbake og kom til En-Misjpat, det er Kadesj, og la under seg hele amalekittenes land, likeså amorittene som bodde i Haseson-Tamar. 
GEN.14.8	Da dro kongen av Sodoma ut, og kongen av Gomorra, kongen av Adma, kongen av Sebojim og kongen av Bela - det er Soar. De stilte seg i fylking mot dem i Siddim-dalen, 
GEN.14.9	mot Kedorlaomer, kongen i Elam, og Tideal, kongen over Gojim, og Amrafel, kongen i Sinear, og Arjok, kongen i Ellasar - fire konger mot de fem. 
GEN.14.10	Nå var Siddim-dalen full av jordbekgruver. Kongene av Sodoma og Gomorra flyktet, og de falt i dem. De som ble igjen, flyktet opp i fjellene. 
GEN.14.11	Så tok de alt gods i Sodoma og Gomorra, og hele matforrådet deres, og dro bort. 
GEN.14.12	De tok også med seg Lot, Abrams brorsønn, og hans gods, og dro bort. Han bodde nemlig i Sodoma. 
GEN.14.13	Det kom så noen flyktninger og fortalte det til hebreeren Abram. Han bodde ved den terebintelunden som tilhørte amoritten Mamre - Mamre var bror til Esjkol og Aner, og de var Abrams forbundsfeller. 
GEN.14.14	Da nå Abram fikk høre at hans slektning var bortført som fange, mønstret han sine våpentrente menn som var født i hans hus, tre hundre og atten i tallet, og satte etter dem like til Dan. 
GEN.14.15	Han og hans folk delte seg og overfalt dem om natten, og han slo dem og forfulgte dem helt til Hoba, som ligger nord for Damaskus. 
GEN.14.16	Så brakte han alt godset med tilbake. Også sin slektning Lot og hans eiendom førte han tilbake, likeså kvinnene og folket. 
GEN.14.17	Da han vendte tilbake etter å ha slått Kedorlaomer og de kongene som var med ham, gikk kongen i Sodoma ut for å møte ham i Sjavedalen, det er Kongedalen. 
GEN.14.18	Og Melkisedek, kongen i Salem, kom ut med brød og vin. Han var prest for Den Høyeste Gud. 
GEN.14.19	Han velsignet ham og sa: Velsignet være Abram av Den Høyeste Gud, han som eier himmel og jord. 
GEN.14.20	Og lovet være Den Høyeste Gud, som har gitt dine fiender i din hånd! Og Abram ga ham tiende av alt. 
GEN.14.21	Og kongen av Sodoma sa til Abram: Gi meg folket, og ta du godset! 
GEN.14.22	Men Abram sa til kongen av Sodoma: Jeg løfter min hånd til Herren, Den Høyeste Gud, han som eier himmel og jord: 
GEN.14.23	Ikke så mye som en tråd eller en skorem vil jeg ta av alt som er ditt, for at du ikke skal si: Jeg har gjort Abram rik. 
GEN.14.24	Jeg vil ikke ha noe, bare den maten som folkene mine har ett, og det som faller på de menn som dro ut med meg, Aner, Esjkol og Mamre - la dem ta sin del. 
GEN.15.1	Etter at dette var skjedd, kom Herrens ord til Abram i et syn, og det lød så: Frykt ikke, Abram! Jeg er ditt skjold. Din lønn skal være meget stor. 
GEN.15.2	Da sa Abram: Å Herre Herre, hva vil du gi meg? Jeg går jo barnløs bort. Den som skal overta mitt hus, er Elieser fra Damaskus. 
GEN.15.3	Og Abram sa: Meg har du ikke gitt barn, og se, en som er født i mitt hus, skal arve meg. 
GEN.15.4	Da kom Herrens ord til ham, og det lød så: Denne mann skal ikke arve deg, men den som skal utgå av ditt eget liv, han skal arve deg. 
GEN.15.5	Han førte ham utenfor og sa: Se nå opp mot himmelen og tell stjernene, hvis du er i stand til å telle dem! Og han sa til ham: Slik skal din ætt bli. 
GEN.15.6	Og Abram trodde på Herren, og han regnet ham det til rettferdighet. 
GEN.15.7	Og han sa til ham: Jeg er Herren, som førte deg ut fra kaldeernes Ur for å gi deg dette landet til eiendom. 
GEN.15.8	Da sa han: Herre Herre, hvordan kan jeg vite at jeg skal eie det? 
GEN.15.9	Da sa han til ham: Bring meg en tre års gammel kvige, en tre års gammel geit, en tre års gammel vær, en turteldue og en dueunge. 
GEN.15.10	Så hentet han alt dette til ham. Han skar dyrene midt over, og la det ene stykket av hvert dyr rett imot det andre. Men fuglene skar han ikke over. 
GEN.15.11	Rovfugler slo ned på de døde kroppene, og Abram jaget dem bort. 
GEN.15.12	Og det skjedde, da solen var ved å gå ned, at en dyp søvn falt over Abram. Se, redsel og et stort mørke kom over ham. 
GEN.15.13	Og han sa til Abram: Du skal vite for visst at din ætt skal bo som fremmede i et land som ikke er deres. De skal trelle for folket der, og de vil bli undertrykt og plaget i fire hundre år. 
GEN.15.14	Men jeg vil også dømme det folket som de skal trelle for, og deretter skal de dra ut med mye gods. 
GEN.15.15	Men du skal fare til dine fedre i fred, du skal bli begravet i en god alderdom. 
GEN.15.16	I det fjerde slektledd skal de komme tilbake hit. For ennå har ikke amorittene fylt sin ondskaps mål. 
GEN.15.17	Og det skjedde, da solen var gått ned og mørket kom, se, da var der en rykende ovn, og luende ild for fram mellom offerstykkene. 
GEN.15.18	Den dagen gjorde Herren en pakt med Abram og sa: Din ætt har jeg gitt dette landet, fra Egypts elv like til den store elven, floden Frat, 
GEN.15.19	kenittenes, kenisittenes og kadmonittenes, 
GEN.15.20	hetittenes, ferisittenes og refa’ittenes, 
GEN.15.21	amorittenes, kana’aneernes, girgasittenes og jebusittenes land. 
GEN.16.1	Sarai, Abrams kone, fødte ham ikke barn. Men hun hadde en egyptisk trellkvinne som hette Hagar. 
GEN.16.2	Og Sarai sa til Abram: Se, Herren har nektet meg barn. Jeg ber deg, gå derfor inn til trellkvinnen min. Kanskje jeg kunne få et barn ved henne. Og Abram gjorde som Sarai sa. 
GEN.16.3	Så tok Sarai, Abrams kone, sin egyptiske trellkvinne Hagar og ga henne som kone til sin mann Abram. Det var da ti år siden Abram hadde bosatt seg i Kana’ans land. 
GEN.16.4	Og han gikk inn til Hagar, og hun ble med barn. Men da hun så at hun var blitt med barn, foraktet hun sin frue. 
GEN.16.5	Da sa Sarai til Abram: Den uretten jeg lider, er du skyld i. Jeg ga trellkvinnen min i din favn, men nå, da hun ser at hun er med barn, forakter hun meg. Herren skal dømme mellom meg og deg. 
