GEN.1.1	Diyà te puunà midlimbag te Megbevayà is langit wey is kelibutan. 
GEN.7.24	Ne taman te 150 he andew zutun, wazà tanà he nekelepew su nelapew haazà te wahig.
GEN.8.1	Wazà melipati te Megbevayà si Noe wey is duma zin he menge langgam he zutun te seled te arka. Umbe impepengeramag din kayi te kelibutan ne midnaneynaney mebmevavew is wahig. 
GEN.8.2	Mid-engked haazà is kedtudà te wahig he ebpuun te utew mezalem he zaǥat ne mid-engked daan is kegkevusbus te utew zekelà he wahig he ziyà ebpuun te hewhewanan, ne midtikdew haazà is utew mereǥes he uzan. 
GEN.8.3	Ne zutun mid-iseg is kebmevavew te wahig taman te neuma is 150 he andew puun te kedlapey. 
GEN.8.4	Ne hein ike-17 he andew te ikepitu he vulan, diyà mekesavuk is arka te Buntud he Ararat. 
GEN.8.5	Mid-iseg mebmevavew is wahig taman te ike-10 he vulan. Ne zutun te egkehuna he andew te ikesepulù he vulan, egkeehè en is menge puntur te menge vuntud.
GEN.8.6	Kedlavey te 40 he andew, mibpuwasan ni Noe is sulawà duen te arka 
GEN.8.7	ne zuen uwak he impelayang din. Ne haazà is uwak wazà medlikù su midtulung dà medlayanglayang taman te wazè pa memezahi is tanà. 
GEN.8.8	Ne impelayang en daan ni Noe is limuken su ed-ahaan din ke wazè en wahig diyà te tanà, 
GEN.8.9	piru wazà naahà duen te limuken he egkeletunan din su kemulu pa is wahig nekeeneb te tivuuk he kelibutan. Umbe midlikù haazà is limuken diyà te ki Noe ziyà te arka. Ne impelatun ni Noe haazà is limuken diyà te velad din. 
GEN.8.10	Ne midtaǥad pa si Noe te pitu he andew ne impelayang din en maan haazà is limuken he ebpuun te arka. 
GEN.8.11	Ne hein mahapun en dutun, midlikù haazà is limuken he ebangà te mehilew he zahun te kayu he ulibu. Ne netuenan dutun ni Noe he midtighak en is wahig. 
GEN.8.12	Ne midtaǥad pa maan si Noe te pitu pa he andew zutun, ne impelayang din en maan haazà is limuken, piru wazè en medlikù diyà te kandin.
GEN.8.13	Ne 601 en is penuiǥen ni Noe. Ne zutun te egkehuna he andew te nehuna he vulan, wazè en wahig diyà te tanà. Ne in-awà dutun ni Noe is atep duen te arka ne neehè din he nemezahan en iyan is tanà. 
GEN.8.14	Hein iyan en ike-27 he andew zutun te ikezuwa he vulan, nemezahan en is tivuuk he kelibutan.
GEN.8.15	Ne zutun migkaǥi is Megbevayà diyà te ki Noe, ke sikandin te, 
GEN.8.16	“Liǥawang kew en keniyan te arka. Dumaha nu is esawa nu, is menge anak nu, wey is menge ambey nu. 
GEN.8.17	Ipeliǥawang nu zaan haazà is langun he menge linimbag he menge langgam wey menge keranapranap, su wey mengevuwad sikandan wey zan meeneb is tivuuk he kelibutan.” 
GEN.8.18	Ne zutun migawas si Noe duma is menge anak din, wey esawa zin, wey menge ambey zin. 
GEN.8.19	Ne migawas daan dutun is kada paris te langun he menge kelasi te egeǥehinawa sumalà is kelasi zan: menge langgam, menge keranapranap, wey menge tagbis.
GEN.8.20	Ne mibaal si Noe te pemuhatà para te 
GEN.8.21	Ne nahazek te 
GEN.8.22	Taman en te kenè pa egkehanew is kelibutan, kenà egkehimu he edhelinen ku is menge timpu, kekenà, ibpaaǥi ku zed is timpu te kebpemula wey tiraǥun, is timpu te meǥenew wey meinit, is timpu te ǥulavung wey tipenguzan, is maandew wey mezukilem.”
GEN.9.1	Ne zutun midtuvazan te Megbevayà si Noe wey is menge anak din, ne ke sikandin te, “Mevuwad kew ne mebmahabet kew utew su wey meeneb is kelibutan te menge etew. 
GEN.9.2	Utew egkehandek keniyu is langun he menge langgam: is ebpemenhipanew, is ebpemenlayang, is ebpemenanap, wey is diyà ebpen-ubpà te wahig. Iyan kew ebayàbayà kandan te langun. 
GEN.9.3	Is minsan hengkey he linimbag he ebpekewaleng he egeǥehinawa, ne idtuǥut ku he egkeenen niw su ibeǥey ku en keniyu, iring te kebeǥaya ku zengan keniyu te menge sagbet. 
GEN.9.4	Piru kenè niw keena is langgam he wazè pa maawà dutun is lengesa zin, he iyan igkeuyag din. 
GEN.9.5	Ke zuen etew wey minsan langgam he ibpetiǥis din is lengesa niw te menusiyà wey kew mebpatey, ebelesan ku. Ebelesan ku is minsan hentei he ebunù te zuma zin he etew. 
GEN.9.6	Ke zuen etew he edhimatey te zuma zin he etew edhimetayan daan sikandin te zuma zin he etew. Su midlimbag te Megbevayà is etew he iring te zagwey zin. 
GEN.9.7	Ne mesigudu kew mevuwad wey kew mebmezakel ne wey kew mekeeneb te tivuuk he kelibutan.”
GEN.9.8	Ne migkaǥi pa is Megbevayà diyà te ki Noe wey ziyà te menge anak din te, 
GEN.9.9	“Edtukuzen ku en guntaan is kebpekid-uyun ku keniyu wey te menge kevuwazan niw, 
GEN.9.10	wey is minsan hengkey he linimbag ku he egeǥehinawa he zuma niw keniyan te arka, is menge tagbis, is menge ayam, is menge leew he menge langgam, wey is minsan hengkey zaan he linimbag ku zini te kelibutan. 
GEN.9.11	Ne iyan heini kebpekid-uyun ku keniyu: Kenè ku en maan edlimasen is langun he egeǥehinawa pinaaǥi te wahig. Kenè ku en maan edèdeetan is kelibutan pinaaǥi te wahig.” 
GEN.9.12	Ne migkaǥi zaan is Megbevayà te, “Duen ibpeehè ku keniyu he egkehimu he tuus te wazà pidtemanan he kebpekid-uyun ku keniyu wey te langun he menge linimbag ku he egeǥehinawa he zuma niw he midlawang keniyan te arka. Ne iyan is: 
GEN.9.13	Idsavuk ku en is belugtu ziyà te menge ǥapun he iyan tuus te kebpekid-uyun ku keniyu. 
GEN.9.14	Emun edhimuwen ku he ebpenggapun ne egkeehè niw zutun is belugtu, 
GEN.9.15	ne kenè ku edlipatan is kebpekid-uyun ku keniyu wey te langun he menge linimbag ku he egeǥehinawa, Kenè ku en maan ibpelapey is menge wahig para te kedlimasa te langun he menge linimbag he egeǥehinawa. 
GEN.9.16	Emun egkeehè niw is belugtu ziyà te menge ǥapun, ed-ahaan ku zaan, ne edtenuzan ku is wazà pidtemanan he kebpekid-uyun ku keniyu te langun he linimbag ku ziyan te kelibutan he egeǥehinawa.” 
GEN.9.17	Ne migkaǥi zaan is Megbevayà diyà te ki Noe te, “Is belugtu, ne iyan tuus te kebpekid-uyun ku keniyu te langun he egeǥehinawa zini te kelibutan.”
GEN.9.18	Is menge anak ni Noe he migawas dutun te arka ne iyan si Shem, si Ham, wey si Jafet. (Nehimu si Ham he amey ni Canaan.) 
GEN.9.19	Iyan heini sikan is tetelu he anak ni Noe ne iyan sikandan menge kepuun te langun he menge etew he nekeeneb te tivuuk he kelibutan.
GEN.9.20	Si Noe sevaha te menge te perevasuk, ne iyan sikandin nehuna he nekepemula te paras. 
GEN.9.21	Sevaha zutun he andew, mid-inum sikandin te vinu he zutun ebpuun te menge pinemula zin he paras, ne nelangut sikandin ne midhizeǥà he nelevasan diyà te tulda zin. 
GEN.9.22	Si Ham (is amey ni Canaan), mid-ehè din is amey zin he nelevasan ne midtudtulan din is menge kakey zin he ziyè pa te ǥawas te valey. 
GEN.9.23	Iyan, si Shem wey si Jafet mulà, migkuwa zan te malung ne insinabley zan ne midseled dan dutun is ed-endud ne midtembunan dan is amey zan he nelevasan. Wazè dan tengtengi sikandin su wey kenè dan maahà haazà is amey zan he nelevasan. 
GEN.9.24	Ne hein nepukew si Noe zutun te kegkelangut din, ne netuenan din ke hengkey is mibeelan kandin te anak din he hazi, 
GEN.9.25	ke sikandin te,
GEN.9.25	“Berakat he rewaki ka te Megbevayà, Canaan. Mehimu ka he uripen te menge suled nu, ne mehimu he utew minus is pid-etawan nu.”
GEN.9.26	Ne migkaǥi zaan sikandin te, “Berakat daan he zeliǥa is 
GEN.9.26	Ne verakat he mehimu he uripen ni Shem si Canaan.
GEN.9.27	Berakat daan he utew meluag is tanà he ebpeubpaan te Megbevayà te menge kevuwazan ni Jafet,
GEN.9.27	ne berakat he ikeǥalew sikandan te menge kevuwazan ni Shem, iyan, uripen dan mulà si Canaan,” ke si Noe.
GEN.9.28	Ne puun dutun te kedlapey te zaǥat, 350 pa he tuig is keluǥayad te untung ni Noe. 
GEN.9.29	Ne hein 777 en is penuiǥen din, minatey sikandin.
GEN.10.1	Si Shem, si Ham, wey si Jafet, iyan heini guǥud te menge kevuwazan dan he impenganak dutun te timpu hein neipus en is kedlapey te zaǥat.
GEN.10.2	Iyan heini menge anak ni Jafet he menge maama: si Gomer, Magog, Madai, Javan, Tubal, Meshec, wey si Tiras. 
GEN.10.3	Is menge kevuwazan ni Gomer ne iyan si Ashkenaz, Rifat, wey Togarma. 
GEN.10.4	Is menge anak ni Javan ne iyan si Elisha, Tarshish, Kitim, wey si Dodanim. 
GEN.10.5	Iyan heini kevuwazan ni Jafet. Iyan sikandan mibpuunan te menge tribu he ziyà med-ubpà te veyvey te zaǥat. Is kada pemilya zan ne ziyà med-ubpà te keugelingen dan he inged he sakup te nasyun dan, wey zuen dan keugelingen he kineǥiyan.
GEN.10.6	Is menge anak ni Ham he menge maama: si Cush, Mizraim, Put, wey si Canaan. 
GEN.10.7	Si Cush ne zuen din menge anak he iyan heini si Sheba, Havila, Sabta, Raama, wey si Sabteca. Ne iyan heini menge anak ni Raama, si Sheba wey si Dedan. 
GEN.10.8	Duen pa sevaha he anak ni Cush he iyan ngazan din si Nimrod. Si Nimrod nehimu he gemhanan he etew kayi te kelibutan. 
GEN.10.9	Nevantug si Nimrod he mengenganup tenged te intuǥut haazà kandin te 
GEN.10.10	Iyan menge zekelà he inged diyà te ǥinhedian din is Babilonia, is Erec, wey is Acad, he menge inged diyà te tanà he sakup te Shinar. 
GEN.10.11	Mid-awà si Nimrod dutun ne midhendiyà te Asiria ne zutun midtukud din is menge inged he Nineve, Rehobot Ir, Cala 
GEN.10.12	wey Resen he ziyà te pid-elangan te Nineve wey Cala, he iyan nevantug he inged.
GEN.10.13	Si Mizraim, ne iyan kepuun te menge Ludhanen, menge Anamnen, menge Lihabnen, menge Naftanen, 
GEN.10.14	menge Patrusnen, menge Caslunen, wey is menge Caftornen he iyan menge kepuun te menge Filistihanen.
GEN.10.15	Si Canaan iyan amey ni Sidon wey ni Het. Ne iyan kakey si Sidon. 
GEN.10.16	Kepuun daan si Canaan te menge Jebusihanen, menge Amorihanen, menge Girgasihanen, 
GEN.10.17	menge Hivihanen, menge Erekihanen, menge Sinihanen, 
GEN.10.18	menge Arbedihanen, menge Simarihanen, wey menge Hamatihanen.
GEN.10.18	Hein neuǥet, nekedsisivey is menge kepuun he menge kevuwazan ni Canaan. 
GEN.10.19	Is dulunà te menge tanè dan diyà te zivavà, puun te Sidon pehendiyà te Gerar ne nekeuma heini ziyà te Gasa. Is dulunà diyà te edsilaan nekeuma ziyà te Sodom, Gomora, Adma, wey Zeboyim taman te Lasha.
GEN.10.20	Iyan heini menge kevuwazan ni Ham. Is kada pemilya zan ne ziyà med-ubpà te keugelingen dan he inged he sakup te nasyun dan, wey zuen dan keugelingen he kineǥiyan.
GEN.10.21	Si Shem ne kakey ni Jafet he iyan kepuun te langun he menge kevuwazan ni Eber. 
GEN.10.22	Is menge anak ni Shem he menge maama iyan si Elam, si Ashur, si Arfaxad, si Lud, wey si Aram. 
GEN.10.23	Is menge anak ni Aram iyan si Uz, si Hul, si Geter, wey si Meshec. 
GEN.10.24	Ne si Arfaxad ne iyan amey ni Shela, ne si Shela ne iyan amey ni Eber. 
GEN.10.25	Dezuwa is menge anak ni Eber. Is sevaha, ne migngezanan ki Peleg, he ke và dà egkeǥiya, “kebpekedsusuwey”, su zutun he timpu nekedsusuwey is menge etew zini te lumpad. Is hazi zin ne migngezanan ki Joktan. 
GEN.10.26	Si Joktan ne iyan amey ni Almodad, Shelef, Hazarmavet, Jera, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ofir, Havila, wey Jobab. Heini is langun, ne menge anak ni Joktan. 
GEN.10.30	Is netemanan te tanà he mid-ubpaan dan ne puun diyà te inged he Mesha pehendiyà te inged he Sefar he ziyà te menge vuvungan te zapit te edsilaan. 
GEN.10.31	Iyan heini menge kevuwazan ni Shem. Is kada pemilya zan ne ziyà med-ubpà te keugelingen dan he inged he sakup te nasyun dan, wey zuen dan keugelingen he kineǥiyan.
GEN.10.32	Iyan heini menge kevuwazan te menge anak ni Noe. Heini sikandan ne nekedsisivey zan te neubpaan he menge nasyun. Tenged kandan, netukud is menge nasyun kayi te tivuuk he kelibutan hein neiwas is kedlapey te zaǥat.
GEN.11.1	Ne zutun he timpu, sebsevaha pa is kineǥiyan te langun he menge etew te tivuuk he kelibutan. 
GEN.11.2	Ne zutun te kedhalinhalin te menge etew pehendiyà te zapit te edsilaan, neehè dan is meluag he menge suǥud diyà te Shinar, ne zutun dan med-ubpà. 
GEN.11.3+GEN.11.4	Ne zutun, pesikaǥi zan te, “Ebaal kiw te sevaha he inged he zuen turi he ebpekeuma ziyà te langit, para mehimu kiw he bentuǥan wey para zaan kenè kiw mekedsusuwey kayi te tivuuk he kelibutan.” Umbe mibaal sikandan te brik, ne mid-init dan heini para mebmezesen utew. Brik is migamit dan batu man pezem. Ispaltu is migamit dan wey mekedezeket haazà.
GEN.11.5	Ne zutun, mibulus is 
GEN.11.6	Migkaǥi sikandin te, “Heini he menge etew, nesevaha zan wey sevaha zà is kineǥiyan dan. Ne heini is mibeelan dan ne puunè pa heini. Kenà egkeuǥet ne ebeelan dan is minsan hengkey he egkesuatan dan. 
GEN.11.7	Kuwa kew en, edhendiyè kiw, ne ibpedseselekawè tew is kineǥiyan dan su wey zuen mezakel he menge kineǥiyan su wey kenè dan mekedsesevutà.” 
GEN.11.8	Umbe mibpedsusuwey te sikandan te 
GEN.11.9	Umbe, migngezanan haazà is inged he Babel, he ke và dà egkeǥiya, “Kegkengeliveǥi,” su zutun impedseselekawà te 
GEN.11.10	Iyan heini guǥud mehitenged te pemilya ni Shem.
GEN.11.10	Hein menge dezuwe en he tuig puun dutun te timpu te kegkeiwas en te kedlapey te zaǥat, 100 en is penuiǥen ni Shem, ne zutun nevuwad sikandin ki Arfaxad. 
GEN.11.11	Ne puun dutun te ked-enaka ki Arfaxad, 500 pa he tuig is keluǥayad te untung ni Shem, ne zuen duma pa he menge anak din he maama wey vahi.
GEN.11.12	Hein 105 en is penuiǥen ni Arfaxad nevuwad sikandin ki Shela. 
GEN.11.13	Ne puun dutun te ked-enaka ki Shela, 403 pa he tuig is keluǥayad te untung ni Arfaxad, ne zuen duma pa he menge anak din he maama wey vahi.
GEN.11.14	Hein 30 en is penuiǥen Shela ne nevuwad sikandin ki Eber. 
GEN.11.15	Ne puun dutun te ked-enaka ki Eber, 403 pa he tuig is keluǥayad te untung ni Shela, ne zuen duma pa he menge anak din he maama wey vahi.
GEN.11.16	Hein 34 en is penuiǥen ni Eber ne nevuwad sikandin ki Peleg. 
GEN.11.17	Ne puun dutun te ked-enaka ki Peleg, 403 pa is keluǥayad te untung ni Eber, ne zuen duma pa he menge anak din he maama wey vahi.
GEN.11.18	Hein 30 en is penuiǥen ni Peleg ne nevuwad sikandin ki Reu. 
GEN.11.19	Ne puun dutun te ked-enaka ki Reu, 209 pa he tuig is keluǥayad te untung ni Peleg, ne zuen duma pa he menge anak din he maama wey vahi.
GEN.11.20	Hein 32 en is penuiǥen ni Reu ne nevuwad sikandin ki Serug. 
GEN.11.21	Ne puun dutun te ked-enaka ki Serug, 207 pa he tuig is keluǥayad te untung ni Reu, ne zuen duma pa zaan he menge anak din he maama wey vahi.
GEN.11.22	Hein 30 en is penuiǥen ni Serug ne nevuwad sikandin ki Nahor. 
GEN.11.23	Ne puun dutun te ked-enaka ki Nahor, 200 pa he tuig is keluǥayad te untung ni Serug, ne zuen duma pa zaan he menge anak din he maama wey vahi.
GEN.11.24	Hein 29 en is penuiǥen Nahor ne nevuwad sikandin ki Tera. 
GEN.11.25	Ne puun dutun te ked-enaka ki Tera, 119 pa he tuig is keluǥayad te untung ni Nahor, ne zuen duma pa zaan he menge anak din he maama wey vahi.
GEN.11.26	Hein 70 is penuiǥen ni Tera ne nevuwad sikandin ki Abram, Nahor, wey si Haran.
GEN.11.27	Iyan heini guǥud mehitenged te pemilya ni Tera.
GEN.11.27	Si Tera, iyan amey eni Abram, si Nahor, wey si Haran. Ne si Haran, ne nevuwad sikandin ki Lot. 
GEN.11.28	Ne hein kemulu pa uuyag si Tera minatey is anak din he si Haran diyà te Ur he iyan inged dan te menge Kildiyanhen he zutun si Haran ianak. 
GEN.11.29	Ne mibpengesawa si Abram wey si Nahor. Iyan esawa ni Abram si Sarai, ne iyan esawa ni Nahor si Milca. Anak si Milca ni Haran te amey zaan ni Isca. 
GEN.11.30	Ne si Sarai, kenà ed-anak umbe wazè din menge anak.
GEN.11.31	Ne midumahan ni Tera is anak din he si Abram, is ambey zin he si Sarai, wey is apù din he si Lot he anak ni Haran, ne mid-awè dan diyà te Ur he sakup te inged te menge Kildiyanhen su edhendiyè dan pezem te Canaan. Piru hein nekeuma zan diyà te inged he Haran, diyè dan dà med-ubpà. 
GEN.11.32	Ne ziyà en mebpatey si Tera te Haran hein mibpenuiǥen sikandin te 205 he tuig.
GEN.12.1	Ne migkaǥi is 
GEN.12.2	“Edhimuwen ku is menge kevuwazan nu he utew zekelà he nasyun. Ne edtuvazan ku sikew ne edhimuwen ku he utew mevantug is ngazan nu. Ne pinaaǥi zaan kenikew, edtuvazan ku is mezakel he menge etew.
GEN.12.3	Is menge etew he edtavang kenikew, edtuvazan ku.
GEN.12.3	Is menge etew he ebpesipala kenikew, edrewakan ku.
GEN.12.3	Ne pinaaǥi kenikew edtuvazan ku te meupiya is langun he menge etew ziyan te kelibutan.”
GEN.12.4+GEN.12.5	Ne zutun, migenat si Abram sumalà is insuǥù kandin te 
GEN.12.6	Ne hein nekeuma zan diyà te Canaan midlaus pa ensi Abram taman te zekelà he kayu he More he ziyà te inged he Shekem. (Ne zutun he timpu iyan meǥinged dutun is menge kevuwazan ni Canaan.) 
GEN.12.7	Ne mibpaahà is 
GEN.12.8	Ne midlaus pa ensi Abram pehendiyà te vuvungan he ziyà te zapit te edsilaan te inged he Betel ne zutun din ipehitindeg is tulda zin. Diyà te zapit din te edsenlepan is inged he Betel wey ziyà te zapit te edsilaan is inged he Ai. Ne zutun mid-uman si Abram mebaal te pemuhatà ne mibpengumew-umew zin is 
GEN.12.9	Ne zutun migenat en maan ensi Abram ne midlaus dan pa pehendiyà te tanà he egngezanan te Negev.
GEN.12.10	Ne mid-aǥi is bitil zutun te tanà ne tenged dutun midhipanew si Abram pehendiyà te tanà he Ehipto su wey zan mekeubpà diyà. 
GEN.12.11	Ne hein meǥaan dan en ebpekeuma ziyà te Ehipto, migkeǥiyan din is esawa zin te, “Sikew, utew ka mekempet he vahi. 
GEN.12.12	Ne emun egkeehè ka te menge Ehiptohanen siguradu egkaǥi zan te, ‘Esawa zin bes heini!’ Ne zutun, edhimetayan e zan, iyan, kenè ke zan mulà edhimetayan. 
GEN.12.13	Keǥiya nu he etevey ku sikew su wey e zan mepurungi tenged kenikew ne kenè e zan edhimetayan tenged te etevey ku sikew.”
GEN.12.14	Ne hein nekeuma ensi Abram diyà te Ehipto, naahà iyan te menge Ehiptohanen he utew mekempet he vahi si Sarai. 
GEN.12.15	Ne is menge upisyal te hadì te Ehipto, hein neehè dan si Sarai, midtudtulan dan is hadì te utew mekempet sikandin he vahi ne mid-uwit si Sarai ziyà te turuǥan. 
GEN.12.16	Tenged ki Sarai mibpurungan dutun te hadì si Abram, ne mibeǥayan din si Abram te menge vaka, kerehidu, menge asnu he vehiyan wey meemahan, wey menge kemilyu, wey menge uripen he vahi wey maama.
GEN.12.17	Piru tenged ki Sarai, he esawa ni Abram, duen utew gerabi wey egkein-inuwan he zaru he imbeǥey te 
GEN.12.18	Ne netuenan duen te hadì te Ehipto, is hinungdan dutun te neulaula kandan, mid-umew zin si Abram ne ke sikandin te, “Utew mezaat is mid-ulaula nu kedì! Maan is wazè nu keǥiya he esawa nu si Sarai? 
GEN.12.19	Migkaǥi nu he etevey nu, ne migkuwa ku sikandin, su mid-esawa ku. Heini zed is esawa nu. Kuwaa nu ne awè kew kayi!” 
GEN.12.20	Ne midsuǥù din is menge sundaru zin ne inhated dan si Abram wey esawa zin wey langun te menge azen dan pehendiyà te ǥawas dutun te ǥinhedian.
GEN.13.1	Ne mid-awà ensi Abram dutun te Ehipto ne midlikù diyà te tanà he egngezanan te Negev, duma is esawa zin. Ne mid-uwit dan is langun he ketiǥeyunan dan. Ne miduma zaan kandan si Lot. 
GEN.13.2	Utew en sepian si Abram su utew mezakel is menge ayam din wey mezakel is menge azen din he pelata wey vulawan. 
GEN.13.3	Ne puun dutun te Negev midhalinhalin sikandin taman te nekeuma en maan diyà te uvey te Betel he iyan sikan is daan he nesevukan te tulda zin he ziyà te pid-elangan te Betel wey Ai. 
GEN.13.4	Ne iyan daan haazà inged he zuen pemuhatà he mibeelan din dutun. Ne mid-umanan din dutun pengum-umawa is 
GEN.13.5	Ne si Lot daan he edumazuma ki Abram, duen daan menge uyaǥen din wey menge tulda. 
GEN.13.6	Ne tenged kayi kenà ereg is tanà he egkepenebtavan te langun he menge ayam dan ki Abram. Ne tenged te utew mezakel is menge sakup dan wey menge ayam dan, kenè en egkehimu he ebpeemurè dan dutun te tanà he ed-ubpaan dan. 
GEN.13.7	Ne tenged dutun, mibpetebtebekè en is menge bekidu ni Abram wey is menge bekidu ni Lot. (Ne kenà duen dà taman su zuen daan menge tribu he Canaanhen wey menge Pirisihanen he zaan he menge meǥinged dutun.)
