MAT.1.1	Dammbe Iisaa 
MAT.8.3	—Mi jaɓii, sellu!
MAT.8.3	Ɗon e ɗon, ceppu gorko oo selli. 
MAT.8.4	Caggal ɗum, Iisaa wii mo:
MAT.8.4	—Hettinda faa moƴƴa! Pati kaalanaa ɗum fay gooto, kaa yaa holloy hoore maa 
MAT.8.5	Nde Iisaa naatannoo Kafarnahum ndee, hooreejo sordaasi'en ɓattii mo, ndaardi mo mballa, wii:
MAT.8.6	—Moobbo, golloowo am ana lelii cuuɗi, sellaa faa junngo yahataa koyngal warataa, ana naawa sanne!
MAT.8.7	Iisaa wii mo:
MAT.8.7	—Mi yahan mi sellinoya mo.
MAT.8.8	Kaa hooreejo sordaasi'en oo jaabii, wii:
MAT.8.8	—Moobbo, miin, mi wanaa fay huunde, fotaa ko ngaraa galle am. Ndennoo daɲa ko kaal-ɗaa tan, golloowo am oo sellan. 
MAT.8.9	Miin e hoore am mi laamaaɗo, miin duu miɗo laamii sordaasi'en. So mi yamirii gooto yaha, yahan, so mi wii goɗɗo wara, waran, so mi wii golloowo am waɗa huunde, waɗan.
MAT.8.10	Nde Iisaa hettindii mo ndee, haaynaa e makko sanne, wii jokkuɓe e mum ɓee:
MAT.8.10	—Miɗo haalana on goonga, mi yiyaali hono ngal goonɗinal e sellude fay e 
MAT.8.11	Miɗo haalana on, heewɓe iwrata funnaange e hiirnaange, njooɗodoo e Ibarahiima e Isiyaaka e Yaakuuba, ɓe ɲaamda ley 
MAT.8.12	Kaa jogoraaɓe naatooɓe e Laamu oo ɓee, mbedete ley nimre wonnde sella ndee, ton ɓe mboyata ɓe ŋerƴondira ɲiiƴe.
MAT.8.13	Caggal ɗum, o wii hooreejo sordaasi'en oo:
MAT.8.13	—Hootu galle maa! Yo laatane no ngoonɗinir-ɗaa nii.
MAT.8.13	E oon wakkati jaati, golloowo hooreejo sordaasi'en oo sellinaa.
MAT.8.14	Iisaa yehi galle Piyeer, tawi esii Piyeer debbo ana lelii yo jontaaɗo. 
MAT.8.15	Iisaa memi junngo makko, jontere makko selli, oon immii laatanii mo njaatigi.
MAT.8.16	Nde hiirnoo ndee, Iisaa waddanaa yimɓe heewɓe ɓe 
MAT.8.17	O waɗi non faa ɗum tabintina haala ka Laamɗo yottiniri annabi 
MAT.8.17	«O ittii tampere meeɗen,
MAT.8.17	o sellinii ɲawuuji meeɗen.»
MAT.8.18	Nde o yii jamaa oo ana filii mo ndee, o yamiri o lummbinee. 
MAT.8.19	 gooto ɓattii, wii mo:
MAT.8.19	—Moobbo, mi jokkete ɗo njahataa fuu.
MAT.8.20	O wii oon:
MAT.8.20	—Doldolɗe ana njogii gayɗe, pooli duu ana njogii cuuɗi, kaa 
MAT.8.21	Goɗɗo jeyaaɗo e taalibaaɓe ɓee wii mo:
MAT.8.21	—Moobbo, accu mi iroya baabam tafon.
MAT.8.22	O jaabii oon, o wii:
MAT.8.22	—Jokkam, ɗal maayɓe ira maayɓe mum'en.
MAT.8.23	O naati laana, taalibaaɓe makko njokki e makko. 
MAT.8.24	Ɗon e ɗon, ƴiiwoonde immodii e henndu mawndu e weendu nduu faa bempeeje ana cudda laana kaa, tawi kanko omo ɗaanii. 
MAT.8.25	Taalibaaɓe ɓee ɓattii mo, pinndini mo, mbii mo:
MAT.8.25	—Moobbo, danndu min! Miɗen nii kalkoo!
MAT.8.26	O jaabii ɓe, o wii:
MAT.8.26	—Ko hulɓinta on? Onon famɗuɓe hoolaare!
MAT.8.26	E oon wakkati, o immii, o jahii e henndu nduu e ndiyam weendu ɗam. Non fuu wii teen! 
MAT.8.27	Haaynii ɓe, eɓe mbiya:
MAT.8.27	—Gorko homo sifa mum wa'i nii, fay kenuuli e ndiyam ana ɗowtanoo ɗum?
MAT.8.28	Nde Iisaa lummbunoo so heetti e leydi Gadaren ndee, worɓe ɗiɗon 
MAT.8.29	Ɓe ndarii eɓe nduka eɓe mbiya:
MAT.8.29	—
MAT.8.30	Sewre girooji mawnde ana durannoo sera ɗon. 
MAT.8.31	 ɓee ndaardi mo mbii:
MAT.8.31	—So ribbude min njiɗ-ɗaa, duŋana min min naatoya e ndee ɗoo sewre girooji.
MAT.8.32	O wii ɓe:
MAT.8.32	—Njehee!
MAT.8.32	Seyɗaani'en ɓee njalti, naatoyi e girooji ɗii. Ɗon e ɗon, sewre ndee fuu diiri iwi hoore waamnde haayre too, sumpitii ley weendu nduu, yoolii. 
MAT.8.33	Durooɓe ɓee ndogi kooti ngeenndi too, njantoyii ko waɗi koo fuu fay ko laddaaɓe ɓee koo. 
MAT.8.34	Oon wakkati, yimɓe ngeenndi ɓee fuu njehi hawritoyde e Iisaa. Nde ɓe njii mo ndee, ɓe ndaardi mo o yalta leydi maɓɓe ndii.
MAT.9.1	Iisaa naati laana, lummbiti, warti ngeenndi mum. 
MAT.9.2	O waddanaa bonnguujo ana lelnaa e dengeleewo. Nde o yii goonɗinal yimɓe ɓee ndee, o wii bonnguujo oo:
MAT.9.2	—Giɗam, seya! Luutti maa njaafaama!
MAT.9.3	E oon wakkati, 
MAT.9.4	O faami miilooji maɓɓe, o wii:
MAT.9.4	—Koɗum waɗi so oɗon miiloo ɗii miilooji bonɗi e ɓerɗe mooɗon? 
MAT.9.5	Wiide «Luutti maa njaafaama» e wiide «Imma yaa», koɗum hen ɓuri newaade? 
MAT.9.6	Kaa, faa mi anndina on 
MAT.9.6	Nden, o wii bonnguujo oo:
MAT.9.6	—Imma, ɓam dengeleewo maa, kootaa suudu maa!
MAT.9.7	Gorko oo immii, hooti suudu mum. 
MAT.9.8	Nde yimɓe ɓee njii ɗum ndee, kuli, ndarii ana njetta Laamɗo saabe ko hokki ɓii-aadama baawɗe baaɗe nii koo.
MAT.9.9	Iisaa iwi ɗon, ana e laawol. O yii gorko biyeteeɗo Matta ana jooɗii e duwaaɲeere mum, o wii ɗum:
MAT.9.9	—Jokku e am.
MAT.9.9	Matta immii, jokki e makko.
MAT.9.10	Caggal ɗum, o wari omo ɲaama ley galle Matta. 
MAT.9.11	 ɓee njii ɗum, ndarii ana mbiya taalibaaɓe makko ɓee:
MAT.9.11	—Ko saabii so moobbo mooɗon ana ɲaamda e duwaaɲe'en, kaɲum e luuttooɓe hono mum'en?
MAT.9.12	O nani ɗum, o wii ɓe:
MAT.9.12	—Wanaa celluɗo hasindini e cawroowo, ɲawɗo hasindini e cawroowo. 
MAT.9.13	Njehee njanngoyee ko winndaa ley Dewtere Seniinde koo. Laamɗo wii:
MAT.9.13	«Yurmeende woni ko njiɗu-mi,
MAT.9.13	wanaa 
MAT.9.13	Sabi wanaa noddude fooccitiiɓe waddi kam, noddude luuttooɓe woni ko waddi kam.
MAT.9.14	E oon wakkati, taalibaaɓe 
MAT.9.14	—Ko saabii so minen e 
MAT.9.15	O jaabii ɓe, o wii:
MAT.9.15	—Tama nootiiɓe kuurtungu ana mbaawi ŋoornaade so jommbaajo gorko ana wondi e mum'en? Kaa ɲalaaɗe ngaran ɗe jommbaajo gorko oo ittetee e hakkunde maɓɓe. E ɗeen ɲalaaɗe, ɓe kooran. 
MAT.9.16	Fay gooto ɗammbataa fetalaare heyre e kaddungal kiinngal, sabi fetalaare heyre ndee daamtan kaddungal kiinngal ngal, ceekol ngol ɓeydoo. 
MAT.9.17	Kasen duu 
MAT.9.18	Nde Iisaa woni e haalde ɗum ndee, hooreejo suudu 
MAT.9.18	—Ɓiyam debbo hedditaaki jooni temmbu. Kaa war faw junngo maa e makko, o wuurtan.
MAT.9.19	Iisaa immii jokki e makko, kaɲum e taalibaaɓe mum. 
MAT.9.20	Eɓe e laawol, debbo gooto mo tuundi mum taƴataa ko waarata e duuɓi sappo e ɗiɗi, iwri caggal Iisaa, memi kommbol saaya makko. 
MAT.9.21	Sabi o miilii e becce makko: «So mi heɓii memde saaya makko tan, mi sellan.» 
MAT.9.22	Iisaa yeeccitii, yii mo, wii:
MAT.9.22	—Banndam debbo, seya! Goonɗinal maa danndii ma.
MAT.9.22	Oon wakkati fuu, debbo oo selli. 
MAT.9.23	Iisaa yottii galle hooreejo waajordu oo, non o yii fiyooɓe cereeli wonɓe to maayde too ɓee e yimɓe woyooɓe ɓee, 
MAT.9.24	o wii:
MAT.9.24	—Immee ɗoo, sabi suka debbo oo maayaali, o ɗaaniiɗo tan.
MAT.9.24	Ɓe njali mo. 
MAT.9.25	Nde yimɓe ɓee njaltinaa sella ndee, o naati ley suudu nduu, o nanngi junngo suka debbo oo, nii immii. 
MAT.9.26	Oon kabaaru saakii e leydi ndii fuu.
MAT.9.27	Nde Iisaa yahata ndee, wumɓe ɗiɗon njokki e mum ana ngulla ana mbiya:
MAT.9.27	—
MAT.9.28	Nde o yottii cuuɗi ndee, wumɓe ɓee ɓattii mo, o lamndii ɗum'en, o wii:
MAT.9.28	—Oɗon ngoonɗini miɗo waawi wallude on?
MAT.9.28	Ɓe njaabii mo, ɓe mbii:
MAT.9.28	—Moobbo, miɗen ngoonɗini.
MAT.9.29	E oon wakkati, o memi gite maɓɓe, o wii:
MAT.9.29	—Yo laatano on no ngoonɗinir-ɗon nii.
MAT.9.30	Ɗon e ɗon ɓe mbumti. O yaggini ɓe, o wii ɓe:
MAT.9.30	—Pati kaalanee ɗum fay gooto.
MAT.9.31	Kaa ɓe njehi tan ɓe caaki kabaaru makko e leydi ndii fuu.
MAT.9.32	Nde wumtinaaɓe ɓee njaltunoo ndee, Iisaa waddanaa kasen gorko mo 
MAT.9.33	O ribbi seyɗaani oo tan, muumɗunooɗo oo watti haalde. Jamaa oo fuu haaynaa, ana wiya:
MAT.9.33	—Hono ɗum yiyaaka e 
MAT.9.34	Kaa 
MAT.9.34	—Hooreejo seyɗaani'en oo hokki mo baawɗe ribbude seyɗaani'en ɓee!
MAT.9.35	Iisaa ana yiiloo e geelle e gure fuu, ana waajoo e ley cuuɗi 
MAT.9.36	Nde o yii yimɓe ɓee ndee, ɓe njurminii mo, sabi ɓe tampuɓe ɓe taƴuɓe dimme hono baali ɗi ngalaa duroowo nii. 
MAT.9.37	Oon wakkati, o wii taalibaaɓe makko ɓee:
MAT.9.37	—Gese ɓennduɗe ana keewi, kaa hettooɓe keewaa. 
MAT.9.38	Ndennoo, ɲaagee Jom kettal oo nelda hettooɓe to hettantee too.
MAT.10.1	Iisaa noddi taalibaaɓe mum sappo e ɗiɗon ɓee, o hokki ɓe baawɗe ribbugol 
MAT.10.2	Inɗe 
MAT.10.3	Filipa e Bartolome, Tomaa e Matta 
MAT.10.4	Simon kiranoowo suudu baaba e Yahuuda Isikariyota jammbotooɗo mo oo.
MAT.10.5	Iisaa neli ɓeen 
MAT.10.5	—Pati njehee e leyɗe ɗe 
MAT.10.6	To baali suudu 
MAT.10.7	To njahaton fuu, ooynee mbiyon «
MAT.10.8	Cellinon ɲawɓe, nguurtinon maayɓe, cellinon seppaaɓe, ndibbon seyɗaani'en. On keɓirii nii tan, ndokkiree nii tan. 
MAT.10.9	Pati naɓoree kaŋŋe naa cardi naa mbuuɗu jakawalle e njiibaaji mooɗon. 
MAT.10.10	Pati fay gooto e mooɗon naɓora mbasu naa saayaaji ɗiɗi. Pati fay gooto e mooɗon ɓama paɗe naa sawru. Sabi golloowo ana haandi e nguure.
MAT.10.11	So tawii on ngarii e ngeenndi naa wuro, tewtee njaatigi lobbo, kasen keddee njaatigi mon ɗoo faa nde iw-ɗon ɗon. 
MAT.10.12	So oɗon naata e galle, calminon. 
MAT.10.13	So galle oo ana haandi hen, yo jam mon yotto mo. Kaa so mo haandaa hen, yo jam mon wartu e mon. 
MAT.10.14	So won galle naa ngeenndi ɗo on njaɓɓaaka naa on kettindaaka, njaltee nokku oo, piɗɗon colla koyɗe mon duu. 
MAT.10.15	Miɗo haalana on goonga: ɲannde darngal, jukkungo ndiin ngeenndi ɓuran ngo geelle Sodooma e Gomoora ngoo naawde.
MAT.10.16	—Kettindee! Mi nelii on no baali hakkunde pobbi nii. Ndennoo, ƴoƴiree no boje nii, neworee no buugaaji nii. 
MAT.10.17	Ndeento-ɗon e yimɓe ɓee, sabi ɓe ndarnan on e carirɗe, ɓe piyan on dorri ley cuuɗi maɓɓe 
MAT.10.18	On naɓete yeeso sarooɓe e kaanankooɓe saabe am, faa laatano-ɗon kam seedee'en yeeso maɓɓe kamɓe e heeferɓe ɓee. 
MAT.10.19	So on ndarnaama e sarirde, pati mbemmbe-ɗon no kaaldaton naa ko kaalaton. Sabi on ndokkete konngi ɗi kaan-ɗon haalde e oon wakkati, 
MAT.10.20	ɗi iwataa e mooɗon, ko selli hen dee, 
MAT.10.21	Neɗɗo hokkitiran sakiike mum waree, baabiraaɗo duu ɓiyum. Ɓiɓɓe immanto saaraaɓe mum'en, piya dabare yalla ɓeen ana mbaree. 
MAT.10.22	Yimɓe fuu mbaɲan on saabe am. Kaa muɲuɗo faa timmooɗe, joomum hisinte. 
MAT.10.23	So on torraama e ngeenndi ngootiri, ndoganee ngonndi. Miɗo haalana on goonga: on piltidataako geelle 
MAT.10.24	Taalibbo ɓuraa moobbo mum, maccuɗo ɓuraa kalfaaɗo mum. 
MAT.10.25	Ana yiɗaa taalibbo wuurda no moobbo mum wuurdi fuu, maccuɗo duu no kalfaaɗo mum wuurdi. Miin duu, mi noddiraama «Beelsebul» (hooreejo seyɗaani'en), wanaa haala mon onon.
MAT.10.26	—Ndennoo, pati kulee yimɓe. Walaa fuu ko suuɗii ko ɓanngintaake, walaa sirri mo saakataake. 
MAT.10.27	Ko kaalan-mi on e nimre koo, kaaltee ɗum e fooyre. Ko ngunndante-ɗon koo, ooynee ɗum dow beneeji. 
MAT.10.28	Pati kulee warooɓe terɗe, ɓe mbaawanaa yonkiiji. Laamɗo baawɗo halkude terɗe e yonkiiji fuu e jahannama, oo kaan-ɗon hulde. 
MAT.10.29	Tama biiwuuji ɗiɗi coottataake mbuuɗu? Kaa fay gootel e majji yanataa e leydi tawa wanaa e sago 
MAT.10.30	Onon, fay leeɓi ko'e mon fuu ko limaa. 
MAT.10.31	Ndennoo, pati kulee, sabi onon ɓuri biiwuuji keewɗi teentilaade.
MAT.10.32	Neɗɗo fuu ceettaniiɗo kam yeeso yimɓe, miin duu, mi seettanto ɗum yeeso Baabiraaɗo am gonɗo dow kammu oo. 
MAT.10.33	Kaa calaniiɗo kam hakkunde yimɓe fuu, miin duu, mi salanto ɗum yeeso Baabiraaɗo am gonɗo dow kammu oo.
MAT.10.34	—Pati miilee jam ngardu-mi e leydi ndii. Mi wardaali e jam, kaafaawi ngardu-mi. 
MAT.10.35	Ko waddi kam dee, seenndude ɓiɗɗo gorko e baam mum, ɓiɗɗo debbo e inna mum, debbo ɓamaaɗo e esum debbo. 
MAT.10.36	Neɗɗo fuu koreeji mum laatotoo wayɓe mum. 
MAT.10.37	Korsinɗo inna mum naa baam mum faa ɓuri kam fuu, wanaa potuɗo laataade taalibbo am. Korsinɗo ɓiyum gorko naa debbo faa ɓuri kam fuu, wanaa potuɗo laataade taalibbo am. 
MAT.10.38	Mo ɓamaali leggal mum bardugal,
MAT.10.39	Tewtuɗo reenude yonki mum fuu, waasan ki, kaa baasirɗo ki sabaabu am, hewtan ki.
MAT.10.40	—Jaɓɓiiɗo on fuu jaɓɓiima kam, jaɓɓiiɗo kam fuu jaɓɓiima nelɗo kam oo. 
MAT.10.41	Jaɓɓiiɗo annabaajo saabe o annabaajo fuu, heɓan mbarjaari ndi annabaajo fodanaa ndii. Jaɓɓiiɗo neɗɗo pooccitiiɗo saabe o pooccitiiɗo fuu, heɓan mbarjaari ndi pooccitiiɗo fodanaa ndii. 
MAT.10.42	Miɗo haalana on goonga: neɗɗo fuu dokkuɗo ɓurɗo famɗude e taalibaaɓe am ɓee fay so horde loonde ndiyam ɓuuɓuɗam tan saabe o taalibbo am, o waasataa heɓude mbarjaari makko.
MAT.11.1	Nde Iisaa tilii yamirde taalibaaɓe mum 
MAT.11.3	faa lamndoo Iisaa:
MAT.11.3	—Aan woni kaanɗo warde oo, naa min ndooman goɗɗo?
MAT.11.4	Iisaa jaabii ɓe, wii:
MAT.11.4	—Njehee, njantanoyee Yaayaa ko nan-ɗon e ko njii-ɗon fuu: 
MAT.11.5	wumɓe ana mbumta, laƴannooɓe ana njaɓɓa faa gasa, seppaaɓe ana cellinee, faaɗuɓe ana paaɗita, maayɓe ana nguurta, misikiina'en duu kaalanaama 
MAT.11.6	Oon mo salaaki goonɗinde kam, welii hoore.
MAT.11.7	Nde nelaaɓe Yaayaa ɓee njahata ndee, Iisaa fuɗɗi haalande jamaa oo haala Yaayaa, o wii:
MAT.11.7	—Koɗum ƴeewoyno-ɗon to ladde jeereende too? Kuɗol dimmbotoongol e henndu naa? 
MAT.11.8	Ndennoo, koɗum ƴeewoyno-ɗon? Gorko pariiɗo naa? Pariiɓe e galleeji kaanankooɓe tawetee. 
MAT.11.9	Ndennoo, koɗum ƴeewoyno-ɗon? Annabaajo naa? Goonga! Miɗo haalana on, omo ɓuri annabaajo. 
MAT.11.10	Kanko woni mo Binndi ɗii cappii oo:
MAT.11.10	«Miin Laamɗo, mi ardinante nelaaɗo am moƴƴinanoowo ma laawol.»
MAT.11.11	Miɗo haalana on goonga: bammbaade bammbaali ɓurɗo Yaayaa mo 
MAT.11.12	Gila Yaayaa mo lootogal batisima fuɗɗi waajaade, Laamu Laamɗo ana ruggoree semmbe, ruggotooɓe ɓee ana ndaara teetude mo. 
MAT.11.13	Annabaaɓe ɓee fuu kaɲum e Tawreeta Muusaa cappike Laamu oo faa e jamaanu Yaayaa. 
MAT.11.14	So oɗon njaɓa haala maɓɓe, Yaayaa woni annabi Iliyaasa mo garol mum sappaa oo. 
MAT.11.15	Jom nowru fuu yo nanu.
MAT.11.16	Koɗum mbaaw-mi nanndinde e yimɓe oo jamaanu? Eɓe nanndi e sukaaɓe jooɗiiɓe e luumooji, ɓee ɗoo ana mbiya ɓee too:
MAT.11.17	«Min piyanii on cereeli,
MAT.11.17	on mbamaali,
MAT.11.17	min mboyanii on woondu yurminiindu,
MAT.11.17	on ɗusaali.»
MAT.11.18	Sabi Yaayaa warii, o kooroowo, o yarataa doro, wiyaama o laddaaɗo. 
MAT.11.19	 oo duu warii ana ɲaama, ana yara, yimɓe mbii ɗum: «Ɲaamde e yarde tan woni e hakkille mum, o giɗo 
MAT.11.20	Caggal ɗum, Iisaa fuɗɗi felde geelle ɗe o ɓuri waɗude e mum kaayɗe ɗee, sabi hoɗuɓe e ɗeen geelle ɓee tuubaali. O wii:
MAT.11.21	—Bone woodanii ma, aan Korasin! Bone woodanii ma, aan Baytisayda! Sabi so kaayɗe gaɗanooɗe e ley mooɗon ɗee ngaɗanooma Tirus e Sidon, nden, hoɗuɓe ton ɓee tuubanno law, tawete ɓe ɓoornike licce caakuuji, ɓe njooɗike e ndoondi faa ɓe kollita tuubugol maɓɓe. 
MAT.11.22	Saabe ɗum, miɗo wiya on: ɲannde darngal, jukkungo mon ɓuran ngo Tirus e Sidon ngoo naawde. 
MAT.11.23	Aan duu Kafarnahum, aɗa miila a toownete faa dow kammu naa? A leyɗinte faa keedaa ley maayɓe. Sabi so kaayɗe gaɗanooɗe e maa ɗee ngaɗanooma Sodooma, nden, ndiin ngeenndi heddotono faa jooni. 
MAT.11.24	Saabe ɗum, miɗo wiya on: ɲannde darngal, jukkungo mon ɓuran ngo Sodooma ngoo naawde.
MAT.11.25	Oon wakkati fuu, Iisaa wii:
MAT.11.25	—
MAT.11.26	Jaati Baabiraaɗo, hono non worri sabi ɗum wel maa.
MAT.11.27	Baabiraaɗo am tummbii huunde fuu e junngo am. Fay gooto anndaa 
MAT.11.28	Onon yimɓe tampuɓe roondaade donnge tedduɗe, on fuu ngaree e am, mi fowtinan on. 
MAT.11.29	Ɗalee mi fawa tekkere am e dow mon, accon mi janngina on, sabi miɗo sawrii, miɗo leyɗinkinii, on tawan hen fowtere yonkiiji mooɗon. 
MAT.11.30	Sabi tekkere am ana yaafi roondaade, donngal am ana huyfi.
MAT.12.1	Oon wakkati, Iisaa e taalibaaɓe mum ana ceeka gese ley 
MAT.12.2	Nde 
MAT.12.2	—Ƴeew, taalibaaɓe maa ɓee ana ngolla ko dagaaki gollude ɲalaande fowteteende!
MAT.12.3	O jaabii ɓe, o wii:
MAT.12.3	—Tama on njanngaali ko Daawuuda waɗi nde yolbunoo, kaɲum e yimɓe mum? 
MAT.12.4	O naati e ley 
MAT.12.5	Naa duu, on njanngaali e ley Tawreeta Muusaa, nde wonnoo yottinooɓe sadaka ɓee ana ngolla ley 
MAT.12.6	Miɗo wiya on: ko ɓuri Suudu Dewal Mawndu ana ɗoo. 
MAT.12.7	Sinndo oɗon anndunoo ko kaa haala Laamɗo firritata: «Yurmeende woni ko njiɗu-mi, wanaa 
MAT.12.8	Sabi 
MAT.12.9	Iisaa iwi ɗon naatoyi suudu maɓɓe 
MAT.12.10	Gorko mo junngo mum waati ana wonnoo ɗon. Wonnooɓe ɗon ɓee tuufani Iisaa yalla ana keɓa no kappira ɗum. Saabe ɗum, ɓe lamndii mo ɗum ɗoo:
MAT.12.10	—Sariya meeɗen oo hokkii en sellinde neɗɗo 
MAT.12.11	O jaabii ɓe, o wii:
MAT.12.11	—So won e mon jogiiɗo mbaalu, so oon mbaalu saamii e luggere ɲalaande fowteteende, wanaa joomum yaltinoyan mo naa? 
MAT.12.12	Oɗon anndi neɗɗo ana ɓuri mbaalu ɗo woɗɗi! Ndennoo, ana dagoo waɗande neɗɗo ko moƴƴi ɲalaande fowteteende.
MAT.12.13	Caggal ɗum, o wii gorko oo:
MAT.12.13	—Fooccu junngo maa!
MAT.12.13	Oon foocci ngo tan, ngo selli faa ngo warti hono no wonngo ngoo nii. 
MAT.12.14	 ɓee njalti, njooɗoyii faa ndawrida no mbarda Iisaa.
MAT.12.15	Nde Iisaa nani ɗum ndee, iwi e oon nokku, yimɓe heewɓe njokki e makko. O sellini ɲawɓe ɓee fuu, 
MAT.12.16	o daalii ɓeen pati kumpita fay gooto kabaaru makko. 
MAT.12.17	Ɗum waɗirii non yalla haala ka Laamɗo yottinirnoo annabi 
MAT.12.18	«Annii kaadime am mo cuɓii-mi.
MAT.12.18	Kanko korsin-mi,
MAT.12.18	kanko welni ɓernde am.
MAT.12.18	Mi jippinan e makko 
MAT.12.18	o ooynanto leɲi ɗii laawol fooccitaare.
MAT.12.19	O falondirtaake, o dukataa,
MAT.12.19	daande makko nanataake e mbeddaaji.
MAT.12.20	O helataa kuɗol ooɲiingol,
MAT.12.20	o ɲifataa moottila mo pooyel mum famɗi
MAT.12.20	faa ɲannde o hokki fooccitaare jaalogal.
MAT.12.21	Leɲi ɗii fuu pawan jikke mum'en e makko.»
MAT.12.22	Nden, Iisaa waddanaa gorko bumɗo muumo, sabi oon yo 
MAT.12.23	Haaynii yimɓe ɓee fuu, ndarii ana mbiya:
MAT.12.23	—Ɗum nee, 
MAT.12.24	Kaa nde 
MAT.12.24	—E baawɗe «Beelsebul» hooreejo 
MAT.12.25	Nde wonnoo Iisaa anndii miilooji maɓɓe, o wii ɓe:
MAT.12.25	—Laamu fuu pecciiɗo ana haɓa e hoore mum, bonan. Ngeenndi naa galle fuu pecciiɗo ana haɓa e hoore mum, heddataako. 
MAT.12.26	So 
MAT.12.27	So tawii «Beelsebul» ndibbiran-mi seyɗaani'en, yimɓe mon ɓee nee, homo ndibbirta ɓe? Yimɓe mon ɓee jaati kollata on ngalaa e goonga! 
MAT.12.28	Kaa so 
MAT.12.29	Iisaa ɓeydi hen, wii:
MAT.12.29	—Fay gooto waawaa naatude e galle gorko jom semmbe teeta jawdi mum tawee haɓɓaali joomum tafon. Kaa so haɓɓii joomum faa teeŋii, ana waawi naɓude ko woni e galle mum fuu.
MAT.12.30	Mo waldaa e am fuu yo gaɲo am. Mo mooɓtidataa e am fuu yo caakoowo. 
MAT.12.31	Saabe ɗum, miɗo wiya on: yimɓe ana mbaawi yaafeede luutti mum'en fuu, kaɲum e bonkaaji fuu. Kaa bonkiiɗo Ruuhu Ceniiɗo oo yaafataake. 
MAT.12.32	Neɗɗo fuu kaalɗo ko boni e 
MAT.12.33	—So lekki ana moƴƴi, ɓiɗɗe mum moƴƴan, so lekki moƴƴaa, ɓiɗɗe mum moƴƴataa, sabi lekki ɓiɗɗe mum annditirtee. 
MAT.12.34	Ɓiɓɓe bolle bonɗe! Hono hen mbaawirton haalde ko moƴƴi tawee on bonɓe? Sabi ko woni e ɓernde, ɗum yaltata e hunduko. 
MAT.12.35	Neɗɗo moƴƴo, ko moƴƴi iwata e ndesaari ngonndi ley ɓernde mum. Neɗɗo bonɗo, ko boni iwata e ndesaari ngonndi ley ɓernde mum. 
MAT.12.36	Miɗo wiya on: ɲannde darngal yimɓe kaaltan haalaaji laaliiɗi ɗi kaalnoo fuu. 
MAT.12.37	Sabi neɗɗo haalaaji mum sarirtee pooccitiiɗo naa jukketeeɗo.
MAT.12.38	Caggal ɗum, yoga e 
MAT.12.38	—Moobbo, miɗen njiɗi kollaa min taagumansa Laamɗo nel maa.
MAT.12.39	O jaabii ɓe, o wii:
MAT.12.39	—Jamaanu jooni bonɗo coɓuɗo oo ana ndaara holleede taagumansa, kaa taagumansa fuu o hollataake so wanaa taagumansa annabi Yuunusa oo. 
MAT.12.40	Sabi, no Yuunusa waɗiri balɗe tati jemma e ɲalooma ley reedu liingu mawɗo oo nii, hono non 
MAT.12.41	Ɲannde darngal, worɓe Niniwe immodoto e yimɓe jamaanu jooni ɓee, liɓa ɗum'en. Sabi worɓe Niniwe tuubii nde nannoo waaju Yuunusa oo ndee. Haya, ɓurɗo Yuunusa ana ɗoo! 
MAT.12.42	Ɲannde darngal, kaananke debbo leydi ɓaleeri oo immodoto e yimɓe jamaanu jooni ɓee, liɓa ɗum'en. Sabi o iwriino faa hoore leydi, warde hettindaade haalaaji Suleymaana kebbinaaɗi hakkilantaaku ɗii. Haya, ɓurɗo Suleymaana ana ɗoo!
MAT.12.43	—So 
MAT.12.44	Nden kaa, o wiya: «Miɗo nii wirfitoo galle am mo eggunoo-mi e mum oo.» So o wirfitike, o tawan galle oo yo ɓolo, ana wuuwaa, ana moƴƴinaa faa wooɗi. 
MAT.12.45	Nden, o wirfitoo, o waddoya seyɗaani'en njeɗɗon woɓɓe ɓurɓe mo bonde. Ɓe naata e galle oo, ɓe koɗa e mum. Nii battane oo neɗɗo ɓurdata arannde mum bonde. Nii yimɓe ndee fedde bonnde duu laatoytoo.
MAT.12.46	Nde Iisaa haaldannoo e jamaa oo ndee, inna makko e miɲiraaɓe makko worɓe njottii. Ɓe ndarii sella, eɓe njiɗi yiide mo. 
MAT.12.47	Won biiɗo mo:
MAT.12.47	—Inna maa e miɲiraaɓe maa ana ndarii sella ana njiɗi yiide ma.
MAT.12.48	O jaabii oon neɗɗo, o wii ɗum:
MAT.12.48	—Homo woni innam? Hoɓe ngoni miɲiraaɓe am?
MAT.12.49	O sappii taalibaaɓe makko ɓee, o wii:
MAT.12.49	—Innam e miɲiraaɓe am annii. 
MAT.12.50	Sabi miɲam naa innam yo neɗɗo gaɗoowo sago 
MAT.13.1	Ley oon ɲalooma, Iisaa yalti cuuɗi, jooɗoyii daande weendu. 
MAT.13.2	Jamaa keewɗo ana filii mo faa o naatoyi laana, o jooɗii ley makka. Yimɓe ɓee ndarii e daande ndiyam ɗam. 
MAT.13.3	O haalaniri ɓe kulle keewɗe e 
MAT.13.3	—Aawoowo yalti aawoyde. 
MAT.13.4	E ley sankugol ngol, yoga e aawdi ndii saami e laawol, pooli ngari cuɓi ɗum. 
MAT.13.5	Yoga mayri saami e korokaaƴe ɗo leydi heewaano, fuɗi ɗon e ɗon sabi aawdi ndii iraaka gasa. 
MAT.13.6	Kaa nde naange wulnoo ndee, sumi, yoori saabe walaa ɗaɗi. 
