MAT.1.1	Satu dit matuntunan dat ginnapuwan Jesu Kristu un kaganakan didit Ali David un ganak didit Abraham.
MAT.6.33	Iyun-una yuwota somsomkon nat mangiyapuwan Apudyus kan dikayu kan san mantungpaḻan yu utdan piyaona ot itdona pay dan losana kasapulan yu. 
MAT.6.34	Adiyu ikadanag dan masapul yu nu bigat ta paḻungay pay lawan nu timpu na. Loog naon datu’n palikut situn satuna aḻ-aḻgaw.”
MAT.7.1	“Adiyu ukumon dan uduma tagu daḻapnu adin pay Apudyus dikayu ukumon. 
MAT.7.2	Ta nu kamaan nat man-uukum yu utdan udum, siya pay man-uukum Apudyus kan dikayu. Nu kamaan nat man-iila yu utdan udum, siya pay dit man-iilan Apudyus kan dikayu. 
MAT.7.3	Apay un sad ilam nat bangbang-ita buḻaw ud buḻun nu un bokona sat kama’t batanga buḻaw nu? 
MAT.7.4	Inona’n kanam sit buḻun nu un, ‘Kaanok nat buḻaw nu,’ nu adim yan kaanon nat kama’t batanga buḻaw nu? 
MAT.7.5	Man-ag-agin ka! Kaanom yana umuna nat kama’t batanga buḻaw nu daḻapnu kumadda nat man-iilam un mangaan sit buḻaw buḻun nu.
MAT.7.6	“Adiyu itdon sidan asu dan singngadan na mana nasantuwan ta dukusan kan kotban dikayu. Adiyu pay igga dan perlas sin sinagung di boḻok ta dabdabbokon da ullawa.”
MAT.7.7	“Nu awad masapul yu adi kayu lumipsuta mangkodaw kan Apudyus ot itdana dikayu. Adi kayu lumipsuta man-inap ot tuḻungan dikayu kan siya’n mangdas. Adi kayu lumipsuta mangkogkog sit sawang na ot ibukatan dikayu kan siya. 
MAT.7.8	Ta losana mangkodaw kan Apudyus maitdan, losana man-inap makaodas kan losana mangkogkog sidit sawang na maibukatan. 
MAT.7.9	Singngadan na kan dikayu’n ama ud mangitod si batu utdit anak na nu mangkodaw si tinapay? 
MAT.7.10	Onnu itdana’t uḻog nu mangkodaw si ikan? Maid. 
MAT.7.11	Ot nu dikayu un nadadag tigammu yu un mangitod si napiya utdan anak yu, amodot kan Ama yu ud langita mangtod sidan napiya utdan mangkodaw kan siya.
MAT.7.12	“Koon yu utdan pada yu un tagu din piyaon yu un koon da pay kan dikayu, ta siya’d kustu un kaipooyan dit lintoga ingkanglit Moses kan sadat insuḻun dat propeta.”
MAT.7.13	“Mangoy kayu’t din nasupita sooban, ta sat nanawaga sooban kan naḻasu un daḻan manaḻan sin mannanayuna mapaligatan ot adu dan mangoy. 
MAT.7.14	Yoong nasupit din sooban kan nasigab din daḻana manaḻan sin mataguwan si inggaingga isunga akit dan tagu’n makaodas.”
MAT.7.15	“Alimbanan yu dat man-ag-agin propeta. Ta umoy da kan dikayu un naamma dit ila da un kama dat kannelu, yoong sat katuttuwaana kama da utdan naenget un tanana asu. 
MAT.7.16	Maimatunan yu dida utdan angwat da. Padan di kayu un maimatunan ta utdit bunga na. Naid iwoy si mamunga’t ubas onnu pingita mamunga’t igus. 
MAT.7.17	Sat napiya un kayu, napiya dit bunga na yoong sat lawenga kayu, laweng pay dit bunga na. 
MAT.7.18	Adina mabalina sanat napiya’n kayu laweng nat bunga na onnu sanat lawenga kayu napiya nat bunga na. 
MAT.7.19	Losana kayu un adi mamunga’t napiya, maipokpok asi maidawat sin apuy. 
MAT.7.20	Isunga maimatunan yu dat man-ag-agin propeta utdit angwat da.”
MAT.7.21	“Bokona losana mangibaga kan sakon si, ‘Apu, Apu’ makaḻnok sin langita mangiyapuwan Apudyus, nu adi abusa lawa dan mangwa’t dan piyaon Ama’d langita ipakwa. 
MAT.7.22	Nu dumtong dit aḻ-aḻgawa mangukuman Apudyus sidat tagu, adu’n mangibaga kan sakon un kanan da un, ‘Apu, Apu, imbaga mi dat paimbagam kan dikami. Inusal mi pay nat ngadan nu un nangaddag sidat dimunyu kan nangkokwa kami pay si adu’n nakaskasdaawa makwa.’ 
MAT.7.23	Yoong ibagak kan dida’n, ‘Naid tigtigammuk kan dikayu. Umadayu kayu, dikayu’n losana kumokokwa’t nadadag.’ ”
MAT.7.24	“Isunga sat tagu’n mangngoḻ kan manungpal sidatu’n ibagbagak, maipada’t dit nasiliba tagu’n namoḻoy sit lap-at di batu. 
MAT.7.25	Umudan man si nabilog, nanlayus kan dinupak pay dit nabiloga bayogbog dit boḻoy, yoong adina natukas ta natutuud sit lap-at dit batu. 
MAT.7.26	Yoong sat tagu’n mangngoḻ sidatu’n ibagbagak yoong adina tungpaḻon, maipada’t dit tung-uga tagu’n namoḻoy sit kalaglaganan. 
MAT.7.27	Umudan man si nabilog, nanlayus kan dinupak pay dit nabiloga bayogbog dit boḻoy ot natukas kan nagnagsay!”
MAT.7.28	Gangputon man Jesus ibaga dadi, nasdaaw dat adu’n tagu utdit nantutudtudu na, 
MAT.7.29	ta bokona kama’t dit mantutudtudun dat mimistulun di lintog. Ta maila’n awad tulay na.
MAT.8.1	Gumusad man si Jesus sidit bateled, adu’n tagu’n naitung-ud kan siya. 
MAT.8.2	Ot inggaw nakutoḻ un ummoy nampalintumong sit atubang na un kanana’n, “Apu, tigammuka kabooḻama papiyaon sakon nu piyaom.” 
MAT.8.3	Inagpadan Jesus un kanana’n, “On, piyaok. Kumiya ka!” Ot dagusa nakaan dit kutoḻ na. 
MAT.8.4	Utdi, binilin Jesus un kanana’n, “Ilam ta adim ibagbaga’t udum, nu adi mandadawwos ka kan padi ta umoy ka ipaila un kummiya kaon, asika umoy mandatun kan Apudyus un kama’t dit imbilin Moses sidit si manigammuwan di losana tagu un kummiya ka.”
MAT.8.5	Dumatong man si Jesus ud Capernaum, ummabat dit bokona Judio un kapitan di suldadu un nampakpakaasi’n, 
MAT.8.6	“Apu, awad dit baba-unoka masakit sin boḻoy. Taḻona kawas ot adina makagidu.”
MAT.8.7	“On, umoy ku papiyaon,” kanan Jesus.
MAT.8.8	Yoong summungbat dit kapitan un kanana’n, “Apu, adika ullawaon umoy sin boḻoy ta bokona nadayawaka tagu’n umoy ka dakngon. Ibagama lawa’n kumiya din baba-unok ot kumiya. 
MAT.8.9	Ta taguwak paya awad mangiyapu kan sakon un nangatngatu’n opisyal kan awad da pay suldaduka iyapuwak. Nu ibagak sit osa un, ‘Ikan,’ manaḻan kan nu ibagak sit osa un, ‘Awenu’t tu,’ dumatong. Ot nu ibagak sit baba-unoka, ‘Koom tu,’ koona.”
MAT.8.10	Nasdaaw si Jesus sit dongḻona di ot kinnanana’t dat tagu’n maitungtung-ud kan siya un, “Tuttuwa tun ibagak kan dikayu un pulus pay nu awad innilak si osa’t iyIsrael un manuttuwa si kama’t tuwa kapitan. 
MAT.8.11	Somsomkon yu tu un ibagak. Adu’n tu dan bokona Judio un manligwat si nadumaduma’n ili, manipud sin kapon lumtawan init inggana’t din kapon maipsukana un maidagamung sin mangiyapuwan Apudyus sidin langit kan makaubunga mangan kan da Abraham, Isaac kan Jacob un ap-apu taku’n Judio. 
MAT.8.12	Ot adu dan Judio un naituding un maidagamung sin mangiyapuwan Apudyus yoong maidawat da utdin nakoḻopa igaw ot mampaibil kan mampangilot da utdi.”
MAT.8.13	Utdi, imbagan Jesus sit kapitan un, “Manaḻan kan, matungpal nat kodkodawom un kama’t dit tuttuwaoma makwa.”
MAT.8.13	Ot dagusa gummilog dit baba-unon didit kapitan.
MAT.8.14	Ummoy si Jesus sit boḻoy da Pedro ot dintong na dit katugangan Pedro un babai’n uumbog ta mampudpudut. 
MAT.8.15	Inagpadan Jesus dit ima na ot dagusa naid dit pudut na. Gummangun ot ummoy nangisagana’t kinan Jesus.
MAT.8.16	Masdom man, nan-idatong dat tagu si adu’n sinakayan di dimunyu. Ot inaddag Jesus dat dimunyu’n losan un binagaana’l lawa dida kan pinabilog na pay dat masakit. 
MAT.8.17	Siya’d kingwana daḻapnu matungpal dit ingkanglit propeta Isaias un, “Kinaan na un losan dadit dupektun di long-ag taku kan sinagapaḻ na dat sigabon taku.”
MAT.8.18	Utdit mailan Jesus dat adu’n tagu’t dit nangkalliput na, imbagana’t dat disipulus na un, “Mandoḻmang taku.” 
MAT.8.19	Utdi, ummadani kan siya dit osa un mistulun di lintog un kanana’n, “Mistulu, umoyak kan sika si kigada ayam.”
MAT.8.20	Summungbat si Jesus un, “Unnay pay dan buwot ta awad lungug si inggawan da kan dan sissiwit ta awad lubu da yoong sakona Inyanak di Tagu, naid boḻoy ku ut man-illongak.”
MAT.8.21	Inggaw pay osa’t dat disipulus na ud kanana’n, “Apu, oni ta umoy ku yan ilbon si amak.”
MAT.8.22	Insungbat Jesus un, “Maitung-ud kaot kan sakon. Bay-ama sadat adi manuttuwa kan sakon ud mangilbon sida’t minatoy da.”
MAT.8.23	Manlugan man si Jesus sit bangka naitung-ud pay dat disipulus na. 
MAT.8.24	Inggaw da man sit gawan dit danum, kakḻata lawa un gummali’t nabilog ot maḻukuḻukut dit paḻuunga maisaysay-u utdit bangka ot dandaniyon mapnu’t danum. Yoong si Jesus nasuyop. 
MAT.8.25	Ot ummoy dat disipulus na pinukaw un kanan dan, “Apu taguwon dikami! Ta maḻmos takuwon!”
MAT.8.26	Summungbat si Jesus un, “Apay kumimut kayu? Kaakit nat pammati yun!”
MAT.8.26	Utdi, gummangun si Jesus ot ginimauwana dit bayogbog kan paḻuung ot gumminok da.
MAT.8.27	Nasnasdaaw da un losan dat disipulus na ot kanan dan, “Ngad kadnin dituwa tagu’n ulay danat bayogbog kan paḻuung, tuttuwaon da tun ibaga na?”
MAT.8.28	Dumangpot man da Jesus sit domang sin lakub din ili’d Gadara, ummabat dat duwa’n laḻaki’n sinakayan di dimunyu’n nanligwat sidit kalobḻobnan. Nangkabibilog da kan gakkimut da, siya’d gapuna’n maid makatuḻoda mangoy sit iiggawan da.
MAT.8.29	Ilan da man si Jesus kakḻata lawa’n gapappakuyan da un, “Sika un Anak Apudyus apay lingalingom dikami? Umoy ka kad situ ta umoy dikami dusaon sinat bokon payyana timpu na?”
MAT.8.30	Inggaw da ud sin-amaḻana boḻok un manubsubuk sit ad-adayu’t akit.
MAT.8.31	Nampakpakaasi dat dimunyu kan Jesus un kanan dan, “Nu addagon dikami, manaḻnon dikami’t dan boḻok sidi.”
MAT.8.32	“Ikayu!” kanan Jesus. Ot tinengyan da dat duwa’n tagu ot ummoy da nilumnok sidadit boḻok. Utdiyon, nanggugunod dat sin-amaḻana boḻoka kaysan sit gassud ot naotdag da utdit bananaw ot losan da un naḻmos.
MAT.8.33	Sadat sin-ayyuwan sidat boḻok, nampatodtoddak da un ummoy nangipadamag sidat tagu’t dit boboḻoy sidit napasamak, taḻon sidit napasamak sidat duwa’n sinakayan dat dimunyu. 
MAT.8.34	Utdi ummoy dat losana umili inila si Jesus. Ilan da man, nampakpakaasi da un taynan Jesus dit boboḻoy da.
MAT.9.1	Nanlugan uman da Jesus sit bangka ot nandoḻmang da un nangulin sit ili’n iinggawana. 
MAT.9.2	Utdiya ininggawana’t di, inggaw da ud tagu’n nangidatong si adi makagidu’n tagu’n uumbog sit katli na. Utdit mailan Jesus un taḻona manuttuwa da kan siya, kanana’t dit adi makagidu un, “Anak, pabilogom nat somsomok nu, ta napakawanon dat basuḻ nu.”
MAT.9.3	Ininggaw da ud mimistulun di lintoga nadaan sidi ot magngoḻ da man dit imbagan Jesus kankanan da utdit somsomok da un, “Mambagbaga’t maisuganggang kan Apudyus tuwa tagu.”
MAT.9.4	Yoong tigammun Jesus dit somsomok da ot kinnanana’n, “Apay mansomsomok kayu’t laweng? 
MAT.9.5	Ngadan nat naḻasḻasu un maibaga? Sadin ‘Napakawanon nat basuḻ nu,’ onnu san ‘Gumangun ka ta kumiyang ka?’ 
MAT.9.6	Yoong pabilgok tu un adi makagidu daḻapnu manigammuwan yu un sakona Inyanak di Tagu, awad kalintogak situn pita un mamakawan si basuḻ.” Utdi, imbagana’t dit tagu’n adi makagidu un, “Ibagak kan sika, gumangun ka, aḻam nat obog nu ta manaḻan ka.”
MAT.9.7	Gummangun dit tagu ot kaysan sit boḻoy da. 
MAT.9.8	Mailan man dat tagu, ummogyat da ot nandaydayaw da kan Apudyus ta intod na dit kalintogan un kama’t di si tagu.
MAT.9.9	Tinengyan Jesus di un igaw ot utdit manaddaddaḻanana, naila na dit osa’n laḻaki un mangngadan kan Mateo un man-uuḻup si bugisa mantutupak sit pisina na. Kinnanan Jesus kan siya un, “Maitung-ud ka kan sakon.”
MAT.9.9	Lummigwat si Mateo ot naitung-ud kan Jesus.
MAT.9.10	Utdit inummoy da Jesus kan dat disipulus na utdit boḻoy da Mateo nakakan, adu dat man-uuḻup si bugis kan udum paya ibilang dat Judio un gumabasuḻ dat inummoy. Ot nakaubung da kan da Jesus un dit nangan.
MAT.9.11	Utdit mailan dat Fariseo, kinnanan da utdadit disipulus Jesus un, “Apay makakan din mistulu yu utdan man-uuḻup si bugis kan gumabasuḻ?”
MAT.9.12	Yoong magngoḻ man Jesus dit imus da, siya’d summungbata kanana’n, “Sadan awad si sakit ud makasapul si man-aagas bokona sadan naid si sakit. 
MAT.9.13	Anagon yu ud nu sin dit piyaona’n ugudon dit ugud Apudyus un kanana’n, ‘San mangaasiyan yu utdan udum din piyaok, bokona san datun yu.’ Dummatongak daḻapnu ayagak dan gumabasuḻ un masapula mandadaoli utdat basuḻ da bokona sadan mangipagalupa nalintog da.”
MAT.9.14	Namingsan, inggaw da ud dummatong un disipulus Juan un Mambunbunyag kan Jesus ot inimus da un, “Apay manlangan kami’n mangan sidadin Fariseo, yoong adida manlangana mangan danat disipulus nu?”
MAT.9.15	Summungbat si Jesus un, “Mabalin kad un mandomdom dadin sangaili’t din boda nu inggaw payyan kan dida dit laḻaki’n namboda? Bokon! Yoong nu dumtong dit timpu’n maaḻaon dit laḻaki’n namboda, siyadiyon ud timpu’n manlanganan da un mangan un mangipaila’t dit domdom da.”
MAT.9.16	Intuluy Jesus un kanana’n “Maid mangitakup si bagu’n luput sinat dadaana badut ta nu masaksakan, mangkulisonson dit bagu’n luput ot am-amdona’n pissayon dit dadaana badut. 
MAT.9.17	Padana pay un naid mangibilung si bagu’n basi utnat dadaana geddanga bibillungan un adinaon mannatnat. Ta nu sumubuy, buḻtugona dit bibillungan ot kaynga ullawa’n maibukallay dit basi kan mayam-an pay dit bibillungan. Masapula sat bagu’n basi maibilung si bagu’n geddanga bibillungan daḻapnu maid mayam-an.”
MAT.9.18	Madama payyana makabagbagbaga’t Jesus kan dida utdit dummatong dit osa’n pangat di Judio ot nampalintumong sit sinagung Jesus un kanana’n, “Kakatoy din abeng ku un babai, yoong pangngaasim ta umoy nu agpadan kad umungaḻ.”
MAT.9.19	Utdi, lummigwat si Jesus ot naibuḻun kan siya pati payon sidat disipulus na.
MAT.9.20	Naitung-ud pay dit babai’n kagwampuḻu’t duwa’n dagunon un makaddaḻadaḻa. Ot nakasuppenget sidadit adu’n tagu un ummoy sit awid Jesus asina sinekgel dit lagayadan dit badut na. 
MAT.9.21	Ta kanana’t dit somsomok na un, “Ulay nu masekgel ku ullawa din badut na, kumiyaak.”
MAT.9.22	Nan-awing si Jesus ta nagikna na ot ilana man dit babai kinnanana’n, “Anak ku, pabilgom nat somsomok nu. Kummiya nat sakit nu gapu’t nat pammatim kan sakon.”
MAT.9.22	Ot dagusa kummiya dit babai.
MAT.9.23	Sumaaḻ man da Jesus sit boḻoy didit pangat, innilan Jesus dadit man-uullimong
MAT.9.24	Utdi kinnanana un, “Lumaksun kayu’n losan ta bokona natoy nat abeng. Masusuyopa lawa.”
MAT.9.24	Inyaamang da si Jesus.
MAT.9.25	Yoong utdit nakalaksunon dat tagu, nilumnok si Jesus sit ininggawan dit abeng ot inaggomana dit ima na ot gummangun.
MAT.9.26	Utdiyon, nandinadinamag dit maipanggop situ utdat nangkalliputa boboḻoy.
MAT.9.27	Tinengyan Jesus diya igaw ot naitungtung-ud pay dat duwa’n nakuḻap kan siya. Mampappakuy da un kanan dan, “Sika’n kaganakan Ali David, kaasiyan dikami!”
MAT.9.28	Utdit dumatong si Jesus sit boḻoya iinggawana, nilumnok ot nilumnok pay dat duwa’n nakuḻap un ummoy ummadani kan siya. Utdi, inimus Jesus kan dida un, “Tuttuwaon yu kad un kabooḻaka papiyaon dikayu?”
MAT.9.28	“On, Apu,” kinnanan da.
MAT.9.29	Utdi, inapḻusan Jesus dat ata da un kanana’n, “Kumiya kayu un kama’t nat tuttuwaon yu un makwa.”
MAT.9.30	Ot dagusa nakaila da. Utdi, binilibilin Jesus dida un kanana’n, “Adiyu’n taḻon ibagbaga’t udum tun kingwak!” 
MAT.9.31	Yoong kaysan da un amodota imbagabaga da dit maipanggop kan Jesus sidat nangkalliputa boboḻoy.
MAT.9.32	Utdit manaddaḻanan dat nakuḻapa kummiya, inggaw da ud nangidatong kan Jesus si naumoḻ ta sinakayan di dimunyu. 
MAT.9.33	Maabus mana addagon Jesus dit dimunyu mambagbagaon dit tagu ot nasnasdaaw dat tagu’n nakaila un kanan dan, “Naid payyan innila mi si kama’t tu ud Israel.”
MAT.9.34	Yoong sadat Fariseo un inggaw sidi, kanan da un, “Sat pangat dat dimunyu ud nangitod kan siya’t pannakabalin na un mangaddag sidan dimunyu.”
MAT.9.35	Utdiyon, dinakdak Jesus dat losana kailin-ili un ummoy nanudtudu’t dat sinagoga utdit Nabaḻu’n Damag un maipanggop sin mangiyapuwan Apudyus. Pinapiya na pay dat tagu’t dat nadumaduma’n sakit kan pasigab da.
MAT.9.36	Maila na man dat aduadu’n tagu’n maitungtung-ud kan siya, nadaguwan kan dida ta mangkakapsut da utdit ligat da kan naid mabalin da un mampatuḻungan un kama’t kannelu’n maid man-aayyuwan.
MAT.9.37	Utdi, kinnanana’t dat disipulus na un, “Adu un maani yoong akit dan man-ani.”
MAT.9.38	“Isunga iluwaḻu yu kan Apudyus un singkuwa’t dan maani ta mangibaun si ad-adu un umoy man-ani.”
MAT.10.1	Pinandatdatong Jesus dat kagwampuḻu’t duwa un disipulus na ot initdana dida’t kalintogana mangaddag sidan nadadaga ispiritu kan mangagas sidadit mampaspasigab si nadumaduma’n sakit kan pasigab.
MAT.10.2	Sadatu dat kagwampuḻu’t duwa’n apostoles Jesus. Si Simon un mangngadan si Pedro kan si sunud na un Andres, sada Santiago kan Juan un ganak Zebedeo, 
MAT.10.3	sada Felipe, Bartolome, Tomas kan si Mateo un man-uuḻup si bugis, Santiago un anak Alfeo, Tadeo, 
MAT.10.4	Simon un mangadan si Patriota,
MAT.10.5	Imbaun Jesus dadiya kagwampuḻu’t duwa ot binilibilin na dida un kanana’n, “Adi kayu umoy sidan bokona Judio onnu lumnok si singngadan na mana ili’d Samaria 
MAT.10.6	nu adi, umoy kayu utdat buḻun taku’n kaganakan Israel un kama’t kannelu’n naiyawa. 
MAT.10.7	Ikayu ot itudtudu yu un dummatongon dit timpu’n mangiyapuwan Apudyus. 
MAT.10.8	Ot papiyaon yu dat masakit, paungaḻon yu dat natoy, papiyaon yu dat nakutoḻ kan addagon yu dat dimunyu’t dat tagu. Adi kayu mampabayad ta bokona binayadan yu nat pannakabalin yu un intod ku kan dikayu. 
MAT.10.9	Adi kayu mambaḻun si pilak ulay siping. 
MAT.10.10	Adi kayu mampasiking kan adi kayu mangaḻa’t mansukatan yu si badut kan da kapatus kan ulay suḻkud. Ta san mangkokwa lobbong na un maitdan si kasapulana.
MAT.10.11	“Singngadan na mana ili’n dakngon yu, inapon yu din lumbonga manangaili kan dikayu ta siya’d inggawan yu inggana’t manaḻnan yu. 
MAT.10.12	Ot nu lumnok kayu’t boḻoy kanan yu un, ‘Itdan dikayu kan Apudyus si kapiya.’ 
MAT.10.13	Ot nu lumbong un maitdan da, maituttuwa’n kapkapiya da. Yoong nu bokona lumbonga maitdan da’t kapiya, maugnut dit imbaga yu.
MAT.10.14	“Ot nu awad da ud tagu’n adi mamaḻnok kan dikayu onnu adi dumngoḻ sidan itudtudu yu, tengyan yu diya boḻoy onnu ili ot ikagkag yu dat gabu’t dat iki yu.
MAT.10.15	“Ibagak kan dikayu un nu timpu un mangukuman Apudyus, am-amod dit dusan dat tagu’t diya igaw nu sat dusan dat iSodoma kan iGomora.”
MAT.10.16	“Dongḻon yu! Kama kayu’t kannelu un ibaun ku utdan tanan un asu. Ot masapula nalaing kan naalistu kayu’n kama’t uḻog yoong kama’t kalupati’n naid loog na un man-uyung. 
MAT.10.17	Alimbanan yu dat tagu ta dopapon kan idallay dikayu’n tu utdan ukum. Sabisabidan dikayu’n tu utdit daḻom dat sinagoga da. 
MAT.10.18	Gapu’t nat tumuttuwaan yu kan sakon, idaḻum dikayu’t dan gugubinnadul ya aali daḻapnu panoknokan yu dit Nabaḻu’n Damag kan dida kan sidat losana iyapuwan da. 
MAT.10.19	Ot nu idatag dikayu’n maimusan sidan ukum, adi kayu madanagan nu inon dit mansusungbat yu kan nu ngadan nat ibaga yu ta maipatigammu payon kan dikayu utdiya timpu. 
MAT.10.20	Ta sadit isungbat yu bokona manligwat sit kanaknakoman yu, nu adi manligwat sit Ispiritun Apudyus un Ama taku.
MAT.10.21	“Sadi un timpu ituyuk dat tagu dat mismu’n sunud da un papatoy. Padana pay un ituyuk dat maḻong-ag un papatoy dat abeng da ot busuḻon pay dat aanak dat maḻong-ag da ot papatoy da dida. 
MAT.10.22	Lawengon dikayu’t dan losana tagu gapu’t nat manuttuwaan yu kan sakon, yoong singngadan na mana adi lumipsuta manuttuwa kan sakon inggana’t anungus na, taguwon Apudyus. 
MAT.10.23	Nu paligaton dikayu’t osa’n ili, gumtik kayu’t sabali. Tuttuwa tun ibagak kan dikayu un daan yu payyan magangput nat kewaaḻ yu utdan losana ili’d Israel, dumatongaka Inyanak di Tagu.
MAT.10.24	“Somsomkon yu un naid man-adaḻ si nangatngatu nu sat mistulu na, kan naid baba-unon si natultulay nu sadit apu na. 
MAT.10.25	Mapnok okyanon nat osa’n man-adaḻ nu maipada dit kapadasana’t dit mistulu na. Padana pay sit baba-unon nu maipada dit kapadasana’t dit apu na. Ot nu sakona Apu yu, ngadnon da si Beelzebub
MAT.10.26	“Adi kayu umogyat sidan tagu’n mamaligat kan dikayu. Ta naid mailimod si adi maikoḻwag onnu naisuḻuk si adi maipaḻtaw nu dumtong din timpu na. 
