MAT.1.1	Salbacü Jesus Abrahampïtawan Davidpa milayninpïmi śhamun. Paypa awquilluncuna caycunam cala:
MAT.6.27	Maynu wañupacuyalpis ¿mayantá juc üra masllactapis cawsayninta aśhuycachinman?
MAT.6.28	“Müdanayquicunapïtapis ¿imapïtan llaquicuyalcanqui? Má, licapäcuy imaymana waytacunäta. Manam puchcacunchu nï awacunchu. Ñatac Diosninchicmi tuqui-tuquicta waytachin. 
MAT.6.29	Rasunpa, unay puydï mandacü Salomonpis manam mayannin waytanüpis llipyayä müdanawan calachu. 
MAT.6.30	Waytacunacá wala śhalun chaquillam, ñatac chaynütapis Diosninchicmi tuquicta müdachin. ¿Chaychun ampá amcunacta mana müdachipäcuśhunquimanchu, mana chalapacuyniyu nunacuna?
MAT.6.31	“Chayurá ama ‘¿Imactalä micuśhä, imactalä upyaśhä, imawanlä müdacuśhä?’ nil llaquicuyalcaychu. 
MAT.6.32	Diosman mana chalapacücunallam chaynu wañupaculcan. Amcunapñatacmi ichá janay pachäćhu cä Tayta Diosniqui ima pishipacuśhayquitapis yaćhayanña. 
MAT.6.33	Aśhwanpa wañupaculcay paypa gubirnullanćhu canayquipä, jinaman munayninćhu cawsapäcunayquipäpis. Jinaptiqui'a lluy pishipaculcäśhayquitapis uycälishunquim. 
MAT.6.34	Chayurá amatac ‘¿Wälaman imalä ćhäman'a?’ nil llaquicuyalcaychu. Chay wala muyuncuna quiquillanmá imanuy canantapis licacuycun'a. Chayćhu imaymana sasachacuyniyü-cama ćhämumaptinchicmi licaycunapä can'a.
MAT.7.1	“Ama nuna-masiquicunacta cäraycäliychu Dios mana cäraycälishunayquipä. 
MAT.7.2	Nuna-masiquicunacta cäraycälishayquimannümi cäraycuśhunqui. Chayman tincütatacmi licaycälishunquipis.
MAT.7.3	“¿Imanuypatan nuna-masiquip ñawinćhu uchuy anlallanta licaypi wañupacuyalcanquiman ñawiquićhu jatun iluyqui cayaptin? 
MAT.7.4	¿Imanuypatan ‘Jay, ñawiquićhu anlayquita juluśhayqui’ niyanquiman jatun iluyqui ñawiquićhu chacalayaptin? 
MAT.7.5	¡Ishcay cära nunacuna! Ñawiquipïtalä chay iluyquita juluy. Chaynalculćha ichá juccäpa anlanta julunquiman.
MAT.7.6	“Ñatac Diospa ima lluy ćhaniyünincunacta ama alaycäliychu allucunäman cuchicunäman. Chay allucunämi quiquiquiman ticlälälimunman. Cuchicunäñatacmi mana ćhaniyütanu jalutaculcanman.
MAT.7.7	“Ñatac Diosta mañacuy; uśhunquim. Payta ashipäcuy; talinquim. Puirtacta tucaycuy; quićhaycun'am. 
MAT.7.8	Pipis mañacücá ćhasquinmi; ashïcá talinmi; puirtacta tucaycücätá quićhanmi. 
MAT.7.9	¿Mayanniquitan chuliquicuna tantacta mañacuśhuptiqui lumicta uycälälinquiman? 
MAT.7.10	¿Challwacta mañacuśhuptiquipis, culibrayta uycälälinquiman? 
MAT.7.11	¡Maynu juyu cayalpis chuliquicunacta allincäta uyalcaptiquichun ampá janay pachaćhu cä Taytayqui, allincäta mana uycälishunquimanchu!
MAT.7.12	“Chaynütac-ari nuna-masiquicuna allinpa licapäcuśhunayquita munaśhayquinu paycunactapis tuquip licaycäliy. Cay nishäcá Moisespa camachicuyninwan Diospa willacünincuna isquirbishanpapis tullunmi.
MAT.7.13+MAT.7.14	“Cay cawsayninchicćhu jatun jawca linä caminupmi alli-alli nuna liyalcan. Puncunpa yaycuyculñatacmi ichá ñacayćhu camacaycäman ćhaycälin. Aśhwanpa quićhqui puncupari yaycaycapäcuy. Chay allin cawsaycäman ćhaycachï caminuca sasa quićhqui captinmi ashlla talipäcun.
MAT.7.15	“Chayurá cuydaculcay Diospa willacünintucul ćhämücunapïta. Shimillan'a tuqui jawca uwishpa-yupaymi. Śhun'unñatacmi ichá atü-yupay. 
MAT.7.16	Chay wayuyninpa lisishanchicnümi lisiycälinqui. ¿Imaytá caśhacunapi übacta pallachwan? ¿Ütac ćhïćhicunapi ïgusta pallachwan? 
MAT.7.17	Allin lantacunaca allincätam wayun. Mana bälï lantacunacá mana allintatacmi wayun. 
MAT.7.18	Allin lantacá manam mana allincunactá wayunmanchu. Nïtacmi mana allin lantäpis allincunactá wayunmantacchu. 
MAT.7.19	Mana allin wayuyniyücunätam cuchulcul cañanchic. 
MAT.7.20	Chayurá lantacunätanuymi wayuyninpa lisipäcunqui.
MAT.7.21	“Manamá Diospa gubirnunman ćhaycamun'achu ‘Duyñullämi, Taytallämi am canqui’ nïcunallá, aśhwanpa janay pachäćhu cä Taytäpa munayninta luläcunämi. 
MAT.7.22	Ñatac chay cäraycunan muyuncäćhu achcam nipäman'a: ‘Duyñulláy, Taytalláy, ¿manachun ampïta willaculcälá? ¿Manachun pudirniquiwan Satanaśhpa maquinpïta caćhaycachipäculá? ¿Manachun imaymana milagrucunactapis lulapäculá ampa śhutiquićhu?’ nil. 
MAT.7.23	Nipämaptinpis: ‘¡Manam lisicchu. Ñawïpïpis chincapäcuy, mana allin cawsayniyücuna!’ nilmi nishä.
MAT.7.24	“Cay yaćhachishäta uyalicul cäsucücunämi juc allin pinsayniyu nuna a'ap jananćhu wasinta śhalcachïcänuy cayalcan. 
MAT.7.25	Chaymi lücu tamya paćhyamuptinpis, yacu pallalcuptinpis, alli-alli waywa talcamuptinpis, mana ćhaćhachilachu a'ap jananćhu masïsu taycachisha captin. 
MAT.7.26	Ñatac cay yaćhachishäta uyalicul mana cäsucücunämi ichá luclu nuna a'up janallanćhu wasinta śhalcachïcänuy cayalcan. 
MAT.7.27	Chaymi tamyamuptin, yacuca pallalcuptin, waywaca talcamuptin lluy lluy maśhtacacülun” nin. Cay nilmi Jesus camacälun.
MAT.7.28	Jinaptinmi uyalï llapan nunacunaca sumä licapayllaman camälälil nipäcula: 
MAT.7.29	“Sumä pudirwanmá pay yaćhachin; manam camachicuycäta yaćhachicücunanüllachu” nil.
MAT.8.1	Chay ulupi Jesus ji'alpayämuptinmi achca-achca nunacuna atipämula. 
MAT.8.2	Chayćhümi lipra ishyaywan nuna aśhuycamul Jesuspa ñawpäninman un'ulacuycul nila: “Taytáy, munal'a allinyaycachillämanquimanmi” nil. 
MAT.8.3	Niptinmi maquinwan yataycul nila: “Aw, allin chuya canayquitam muná” nil. Chay nilcul yataycuptin-pachallam lipra ishyaynin lluy śhuśhüluptin sänu licalïla. 
MAT.8.4	Chayćhümi Jesus nila: “Amam cay allinyachishacpi pictapis willapacunquichu. Aśhwanpa sasirdütiman lil, anradisicuypi apay Moises nimäśhanchicnuy, rasunpa cay ishyaypi allinyäśhayquita licaśhunayquipä” nil.
MAT.8.5	Chaypïtam Jesus Capernaum malcäman ćhäluptin Roma cachacucunap capitannin aśhuycamul ruygacula: 
MAT.8.6	“Taytay, sirbï walaśhllämi wasïćhu ćhänacacüśha alli-alli nanayta apayällan” nil.
MAT.8.7	Niptinmi: “Lishun-ari sänachipunacpä” nila.
MAT.8.8	Capitancäñatacmi: “Taytay, wasïman yaycaycamunallayquipäpis manamá bälillächu. Aśhwanpa cayllapi niycullaśhayquiwan sänachinayquita yaćhayämi. 
MAT.8.9	Ya'apis yaćhämi cäsucuytapis mandacuytapis. Chaynütacmi maquïćhu cä cachacucunäpis ‘wicta liy’, ‘cayman śhamuy’ niptí cäsuman. Chaynütacmi uywaynïcunapis ‘cayta lulay’ niptí lulapäcun” nila.
MAT.8.10	Chayta Jesus uyalilmi admiracüśha atïnincunacta nila: “¡Rasunpa, cay jinantin Israel malca-masïcunaćhüpis caynu chalapacuyniyütá manam talïchu! 
MAT.8.11	Rasunpa achca mana-Israel nunacunam intirupïta śhapämun'a, Diospa gubirnunćhu Abrahamwan, Isaacwan, Jacobwan cumbidunćhu caycälinanpä. 
MAT.8.12	Chayćhu capäcunanpä unanchaycuśhancunañatacmi ichá tutapäcäman wicapäśha capäcul apalcaćhapäcun'a, quiluntapis lawćhićhicyachipäcun'a
MAT.8.13	Nilculmi chay capitancäta: “Chalapacuśhayquinu-ari lulaśha cachun; wasiquita cuticuyña” nila. Ñatac chay ürallam sirbïnin walaśhca sänäla.
MAT.8.14	Chaypi Pedrop wasinman Jesus linanpämi Pedrop suyran sumä calur ishyaywan jitalayäñä. 
MAT.8.15	Chayćhu ishyäcäpa maquinta yataycuptinmi calur ishyaynin chincacula. Jinaptinmi chay üralla walmica śhalcuculcul paycunacta atindiycula.
MAT.8.16	Ñä tutacalpuyaptinmi Satanaśhpa gänaśha achca nunacunacta Jesusman ćhächipämuptin chaypa maquinpi juc limayllawan caćhaycachila. Chayćhümi llapa ishyäcunactapis sänachila. 
MAT.8.17	Lluy caycunacta lulala Diospa unay willacünin Isaias isquirbishanca lulaśha cananpä:
MAT.8.17	“Quiquinmi mana callpayu cayninchictapis julaycamälanchic.
MAT.8.17	Ishyayninchictapis apaculam”
MAT.8.18	Ñatac achca nunacuna cunćhalayaptinmi
MAT.8.19	Chay niyällaptinmi camachicuyta yaćhachicü ćhaycamul: “Yaćhachicü taytay, mayta liptiquipis atishayquim” nin.
MAT.8.20	Niptinmi Jesus: “Atücunäpäpis maćhaynin canmi. Pishucunäpapis ishnan cantacmi. Rasun Nunap Chulincäpañatacmi ichá mana mayman umalläta ćhulaycunalläpäpis canchu” nin.
MAT.8.21	Ñatac chayćhümi jucnin yaćhapacünin: “Taytáy, papänïmi maquïćhülä cayan. Pampälulñaćh ichá aticman” nin.
MAT.8.22	Niptinmi: “Jina wañuśhacunaca wañünincunacta pampaculcächun. Am'a atimay jinalla” nila.
MAT.8.23	Chaypïtam Jesus yaćhapacünincunawan barcuman ishpicalcälila. 
MAT.8.24	Chayćhu liyalcaptinmi nisyu-nisyu bintu talcämul yacüta altuman ulunpalcachil ulunpalcachil barcuman winacacacuyan. Chay pasaśhan üra Jesus'a puñuyälam. 
MAT.8.25	Chaymi yaćhapacünincuna lichcachicuyalcan: “¡Taytay salbaycälillämay! ¡Wañuypa patanćhüñamari cacuyanchic!” nil.
MAT.8.26	Niptinmi: “Mana chalapacuyniyücuna, ¿imapïtan chucchucuyalcanqui?” nila. Chaypi śhalcalcamulmi “¡Waywa, yacu, śhaycuyña!” nillaptin tuqui-tuqui śhaycülun.
MAT.8.27	Chayta licalmi yaćhapacünincuna sumä licapayllaman camäśha: “¿Ima nunatan pay, waywäpis yacüpis cäsunanpä?” nicuyalcan.
MAT.8.28	Chaypi ućhap chimpanćhu Gadara-läduman ćhäläliptinmi, Satanaśhpa maquinćhu ishcay lücu nuna pantiuncäpi śhacayämuñä. Chay sumä-sumä atipacacayämuptinmi chayninpa nï jucpis pasalachu. 
MAT.8.29	Chaycunam apalcaćhaypa: “Diospa Chulin Jesus, ¡¿imactatá ya'acunawan munacuyanqui?! ¿Manaläpis üra ćhayämuptinchun śhamulanqui ya'acunacta mućhuchipämänayquipä?” nicuyalcan.
MAT.8.30	Wicniscaćhüñatacmi achca-achca cuchicuna lancalayalcäla. 
MAT.8.31	Ñatac achatucunaca Jesusta nila: “Aluyämalñá, wic cuchicunäman liculcänapäri awniycälillämay” nil. 
MAT.8.32	Chayćhu Jesus: “Liculcayñari” nillaptinmi chay nunäta caćhaycul cuchicunäman yaycälälila. Caynu lluy pudiracuycuptinmi llapan cuchicunaca ućhap patanman cürritityalcul lluy ji'acalpälil anuälälila. 
MAT.8.33	Chaynu pasäluptinmi chay cuchi michïcunaca mana-mana malcanta pasaculcan. Ćhayculñatacmi willapacucuyalcan chay lücu nunacunäwan ima pasaśhantapis. 
MAT.8.34	Chaymi lluy paćhcälälimun Jesus caśhancäman. Ćhaycälimulmi: “Ama chaynu caychu. Juc-lädu malcaman licullay” nil nipäcula.
MAT.9.1	Niptinmi Jesus barcuman ishpilcul wic-lädu chimpa yaćhaśhan malcanman licun. 
MAT.9.2	Chayman ćhäläliptinmi ćhänacacüśha nunacta chacanawan wantupämuñä. Paycunap chalapacuyninta Jesus tantialmi chay ishyä nunäta: “Callpanchacuy, walaśhní, juchayqui lluy pampachäśhañam” nin.
MAT.9.3	Niycüluptinmi camachicuyta waquin yaćhachicücunaca śhun'unćhu: “¡Cay nunalla cayal caynu pampachätucuśhanwan'a Diosta jalutacuyanmá!” nipäcun.
MAT.9.4	Chaynu pinsalcäśhanta Jesus yaćhalñatacmi nila: “¿Imapïtamá caynu mana allincällacta pinsapäcunqui? 
MAT.9.5	¿Imaniytan mas fäsil: ‘Juchayquicunacta pampachaycucñam’ nïchun icha ‘Śhalcuculcul licuyña’ nïchun? 
MAT.9.6	Cananmi yaćhanqui cay Rasun Nunap Chulinca, cay pachäćhu juchacunacta pampachänäpä munayniyu caśhäta” nil. Nilculmi chay ishyä nunäta: “Canan ¡śhalcuy-ari! ¡Wantumuśhuśhayquita apaculcul wasiquita licuy!” nin. 
MAT.9.7	Nilcullaptinmi rasunpa śhalcuculcul wasinta licula. 
MAT.9.8	Chaynu jatun munayninta camalaycachishanta licalmi chayćhu cä nunacunaca sumä licapayllaman camäśha Tayta Diosta altuman julaycälila.
MAT.9.9	Chaypi Jesus pasaśhanćhümi licälun Mateo śhutiyu nuna Roma gubirnupä alcabälacta mañananćhu täcuyäta. Chaymi Jesus: “Acuchun ya'awan, atimay” nin. Niptin-pacham śhalcuculcul paywan licula.
MAT.9.10	Chay Mateop wasinćhu Jesus yaćhapacünincunawan micuyalcaptinñatacmi alcabäla mañäcücunäwan, mana allin cawsayniyu nunacunäpis ćhaycamul paycunawan taycacaycälila. 
MAT.9.11	Chayta licalmi fariseocunaca Jesuspa yaćhapacünincunacta: “¡¿Ima-nilä nunatan yaćhachicüniqui wic-nilä nunacunawanlä micunanpä?!” nin.
MAT.9.12	Nipäcuśhanta Jesus uyalïlulmi nila: “Sänu nunacunacá manam jampicüta munanchu, sinu'a ishyäcunallam. 
MAT.9.13	Ñatac sumäta tantiaycäliy cay nishanta: ‘Śhun'üta suwaycamänayquipä uycamäśhayquinu'a, cuyacuyniyu capäcunayquitam muná’ nil. Ya'a manam śhamulá santutucücunacta ayächu, sinu'a jucha-sapacunaca wanaculcänanpämi” nin.
MAT.9.14	Chayćhümi Bawtisä Juanpa puliwshïnincuna Jesusman aśhuycälimul tapupäcula: “¿Imanaltan Bawtisä Juanpa puliwshï-masincunapis, fariseop atïnincunapis rätu-rätu ayunalcan, ampa atïniquicuná mana imactapis uculcanchu isisí?” nil.
MAT.9.15	Nipäcuptinmi nin: “¿Casaracüca cayaptin'a ayachishacunaca ayunapäcunmanchun ampá? Manaćhá jinapäcunmanchu paycunawanlä cayaptin'a. Ñatac chay casaracüca waycaśha canan timpu ćhämun'am. Jinaptinmi ichá micuytapis caćhaycapäcun'a. Chaynümari yaćhapacünïcunawanpis can'a.
MAT.9.16	“Má, chay custumriquicunapïtá, mayanpis mawca müdanaman manamá muśhü lataśhta la'anmanchu. Jinaptin'a chay muśhü lataśhcäćha aśhwanpa shipulcachil masta laćhyächinman. 
MAT.9.17	Chaynütacmi chayllalä luläśha aswactapis nï winanchicchu lälaśha mawca wacuyman'a. Chaynu lulal'a aswäćha wacuycäta paquïchinman; jinaptinćha lluy aswapis wacuypis yan'al pampapä canman. Chaymi chayllalä luläśha aswactá muśhü allin wacuyman winanchic pulanpis tuqui caycälinanpä” nil.
MAT.9.18	Chaynu limayällaptinmi juntunaculcänan wasip puydïnin ćhaycamul Jesuspa ñawpäninman un'ulacuycul nila: “¡Taytay, wamlallämi chayllalä wañucun! ¡Acuchun-ari, yataycullaptiquićh śhalcämun'a!” nil. 
MAT.9.19	Chaymi Jesus yaćhapacünincunawan wañüśhäman pasaculcäla.
MAT.9.20+MAT.9.21	Chaynu liyalcaptinmi ćhunca ishcayniyu wata yawarpa janallanćhu cä walmi, “Müdanallanta yataycullalpis sänäśhämi” nil Jesuspa ipanpa aśhuycul yataycula müdananpa manyanta. 
MAT.9.22	Jesusñatacmi muyulcul walmïta licälul: “Callpanchacuy wamlallá; chalapacamäśhayquipam sänälunqui” nin. Chay nilcuśhan-pachallapïtam yawarnin lluy śhaycämula.
MAT.9.23	Chaypi chay juntunaculcänan wasip puydïninpa wasinman ćhäpäcunanpämi cayalcäñä wañü taquicta quïna tucäcunäpis. Nunacunapis wasi junta wa'ayalcäñä. 
MAT.9.24	Chaymi Jesus nila: “Waśhaman yalupäcuy. Wamlaca puñuyan jinallam; manam wañüśhachu” nil. Niptinmi nunacunaca “¿Ima?” nil asipälälinlä canpis. 
MAT.9.25	Paycunacta alalcamulmi wamla chutaläśhancäman Jesus yaycuycul maquinta chalaycuptin, śhalcämun. 
MAT.9.26	Chay lulaśhancäpïmi intiru-intiru malcacunaćhu limay muyucula.
MAT.9.27	Chaypi Jesus pasayaptinmi ishcay aplacuna ayaycaćhaśhtin aticuyalcäla: “¡Mandacü Davidpa Caśhtan Caćhamuśhan Salbacü, Taytalláy! ¡Llaquipaycälillämay-ari!” nil. 
MAT.9.28	Ñatac Jesus juc wasiman yaycüluptinmi aplacunaca aśhuycälila.
MAT.9.28	Chayćhümi Jesus tapula: “¿Rasunpa chalapacamanquichun ya'a sänachinacpä?” nil.
MAT.9.28	Niptinmi: “Aw, taytay lulälunquimanmi” nila.
MAT.9.29	Nipäcuptinmi ñawincunacta yataycul: “Chalapacuśhayquimannuy lulacäśha cachun” nila.
MAT.9.30	Niycullaptinmi ñawincuna lluy quićhacacülun. Jesusñatacmi ćhuncay-ćhuncayta: “Amam pictapis willapacunquichu cay licachishacpi” nila. 
MAT.9.31	Niyaptinpis yalülul-pachallam jinantin malcacunäćhu Jesus ñawinta licachishanpi lluy willapaculcäla.
MAT.9.32	Chay aplacunaca liculcaptin-pachallam ćhächimun supaypa upächisha pasaypi mana limäta. 
MAT.9.33	Chay supaypa maquinpi upäta Jesus caćhaycächiptinmi, tuquiman limämula. Chaymi llapa nunacunaca licapayllaman camaśha-cama: “¡Caynu lulätá, manam imaypis licalanchicchu cay jinantin Israel malcanchicćhu!” ninacücuyalcan. 
MAT.9.34	Chayćhu fariseocunäñatacmi ichá: “¡Caytá achatucunap quiquin puydïninpa munayninwanmá aluyan!” nipäcula.
MAT.9.35	Chaypïtam Jesus intiru jatun malcacunäćhu tacsa malcacunap juntunaculcänan wasicunaćhüpis Diospa allin gubirnunpïta yaćhachishtin pulila, imaymana nanaycunawan ishyäcunätapis sänaycachishtin. 
MAT.9.36	Ñatac chayćhu achca nunacunäta licalmi sumä llaquipaycula pintïsha uwishnüpis mana michïniyü-yupay cayalcaptin. 
MAT.9.37	Chaymi yaćhapacünincunacta: “Cusichananchic alli-allimari cacuyan; apaycücunäñatacmi ichá ashlla. 
MAT.9.38	Chaymi Duyñunta mañaculcänayqui cusichäcunacta caćhaycamunanpä” nila.
MAT.10.1	Chaypïtam Jesus ćhunca ishcayniyu yaćhapacünincunacta ayalcul nila: “Quiquïpa munaynïtam upäcuśhayqui nunacunäta supaypa maquinpi julaycälinayquipä, imawan ishyäcunätapis nanaynincunactapis lluy sänachipäcunayquipäpis” nil.
MAT.10.2	Chay ćhunca ishcaynin puydï caćhaśhancuna caycunam: “Pedro” nishan Simon, paypa śhullcan Andres, Zebedeop chulincuna Jacobowan Juan. 
MAT.10.3	Jinaman Felipe, Bartolomé, Tomas, alcabäla mañä Mateo, Alfeop chulin Jacobo, Tadeop lisishan Lebeo, 
MAT.10.4	malcanpi śhalcü Simon, ñatac Jesusta wañuchipäcunanpä chalaycachï Judas Iscariotipis.
MAT.10.5	Lluy paycunactam Jesus caćhala: “Amam yaycapäcunquichu Samariaćhu malcacunäman nïtac mana-Israelcunämanpis. 
MAT.10.6	Sinu'a uwish-yupaypis pintïsha cä Israelcunällaman lipäculmi 
MAT.10.7	‘Diosninchicpa gubirnunćhu canapä timpu jananchicćhüñam cayan’ nipäcunqui. 
MAT.10.8	Ñatac lluy ishyäcunactapis, liprayücunactapis sänaycachipäcunquim. Wañüśhacunactapis śhalcachipäcunquim. Achatucunap maquincunapïtapis caćhaycachipäcunquim. Cay munaynïta dinbaldilla ćhasquiycuyal'a dinbaldillatacmi sänaycachinquipis. 
MAT.10.9	Lipäcul amatacmi apapäcunquichu illaytapis, üructapis, 
MAT.10.10	luncuyquitapis nï cambiacunayquipä müdanactapis nï śhucuyllayquitapis, nïtac garutillayquitapis. Lulapacücá lulaśhanpi ćhasquiycunanmari.
MAT.10.11	“Ñatac may malcamanpis ćhal, allin nunactam ashipäcunqui juc malcaman pasapäcunayquicama jamachipäcuśhunayquipä. 
MAT.10.12	Paycunap wasinman yaycul'a ‘Diosninchic jawcallacta caycachishunqui’ nipäcuy. 
MAT.10.13	Chay wasiyu allinpa ćhasquiycuśhuptiqui'a chaynu lulacachun. Mana ćhasquiycuśhuptiqui'a ama lulacachunchu. 
MAT.10.14	Ñatac pï nunapis, may malcapis mana ćhasquil nï licaytapis munapäcuśhuptiqui'a aśhta ćhaquiquicunaćhu pulbu la'aśhuśhallayquitapis lluy tapsilcul
MAT.10.15	Rasunpa, chaynu nunacuná, malcacuná cäraycunan muyuncäćhümi Sodoma, Gomorra malcacunapïtapis mas mastalä mućhuycachisha can'a.
MAT.10.16	“Má, amcunacta caćhayalcac atücunap ćhawpinman uwishta-yupaymi. Chayurá culibraynüpis sumä-sumä fisyu-sapa caycäliy. Paluma-yupayñatac mansulla capäcuy.
MAT.10.17	“Chaymi nunacunäpi sumäta cuydaculcänayqui. Malcap puydïninpa maquincunaman ćhulapäcuśhuptiquim juntunaculcänan wasicunäćhu lawćhaycälishunqui. 
MAT.10.18	Ya'a-laycum malcacunap mas puydïninmanlä ćhächipäcuśhunqui, chayćhu puydïcunätawan mana-Israelcunätapis ya'api willaycälinayquipä. 
MAT.10.19	Jinapäcuśhuptiquipis ama llaquiculcaychu ‘canan ¿imactatan limalishä?’ nil. Chay üram Dios umacta uśhunqui, imacta ninayquipäpis. 
MAT.10.20	Chayćhu amcunachu manam limanqui, sinu'a Tayta Diosniquip Ispiritunmi amcunapi liman'a.
MAT.10.21	“Ñatac wawi-caśhacunam wañuyman ćhulaycanacun'a. Taytacunapis chulincunactam. Chulicunapis taytancunap cuntran ticlaculculmi wañuchipäcun'a. 
MAT.10.22	Ya'a-laycutacmi lluy ćhïnipäcuśhunqui. Ñatac camacaycäcama tacyaycücämi salbacun'a. 
MAT.10.23	Ñatac juc malcaćhu wañuchipäcuśhunayquipä aticaćhapäcuśhuptiqui'a, juc malcaman ayiculcay. Rasunpa, Nunap Chulinca cutimuśhä Israelpa malcancunaman manaläpis ćhayalcaptiquim. 
MAT.10.24	Ñatac pï yaćhapacüpis yaćhachïninpïta masnin'a manam canchu, nïtac mayan uywaypis patrunninpïta masnin'a canchu. 
MAT.10.25	Yaćhapacücätapis yaćhachicünintanümi alcayan. Uywaycätapis patrunnintanümi alcayantac. Ñatac ya'a puydïcätalä ‘achatucunap puydïnin Beelzebú’
MAT.10.26	“Chayurá ama paycunactapis manchaculcaychu. Ima pacaläcäpis camalaycun'am. Pacaśhacunaca lluymi licaycachisha can'a. 
MAT.10.27	Chayurá cay pacallap nishäcäta lluyćhu camalaycachiy. Ñatac linlillayquićhu niycälishäcäta wasi jananpi ayaycaćhäcänuy llapa nunacunäman willaycäliy. 
MAT.10.28	Ama-ari aychallayquita wañuchïcäta manchaculcaychu. Aśhwanpa nina waläcäman cuirpuy-alma lluy jitaycunanpä munayniyu Tayta Diostari manchaculcay.
MAT.10.29	“¿Manachun ishcay pishucunacta ashllay ćhaniyüllawan lantichwan?
MAT.10.30+MAT.10.31	Chaymi aśhta ächayquipis yaćhaśha cayan ayca caśhanpis. ¿Chaychun amcunacta un'älälishunquiman, imamá? Chayurá manam imapi manchaculcänayqui canchu. Pishucunapïtapis mas ćhaniyülämá cayalcanqui.
MAT.10.32	“Ñatac mayanpis: ‘Pay caśhtam cá’ nil nunacunäćhu nimäcätá, ya'apis janay pacha Taytäpa ñawpäninćhümi ‘Ya'a caśhtam pay'a’ nishätac. 
