GEN.1.1	Nang pasimula ay nilikha ng Diyos ang langit at ang lupa;
GEN.10.3	Sina Askenaz, Rifat at Togarma ang mga anak na lalaki ni Gomer. 
GEN.10.4	Ang kay Javan naman ay sina Elisha, Tarsis, Kitim at Rodanim.
GEN.10.5	Ito ang mga anak at apo ni Jafet. Sa kanila nagmula ang mga bansa sa baybay-dagat at mga pulo. Bawat isa'y nagkaroon ng sariling lupain at wika.
GEN.10.6	Ang mga anak na lalaki ni Ham ay sina Cus, Egipto, Libya at Canaan. 
GEN.10.7	Sina Seba, Havila, Sabta, Raama at Sabteca ang mga anak na lalaki ni Cus. Ang kay Raama naman ay sina Saba at Dedan. 
GEN.10.8	Si Nimrod, isa pang anak na lalaki ni Cus, ang kauna-unahan sa daigdig na naging dakila at makapangyarihan. 
GEN.10.9	Siya rin ang pinakamahusay na mangangaso dahil sa tulong ni Yahweh, kaya may kasabihang: “Maging mahusay ka sanang mangangaso tulad ni Nimrod, sa tulong ni Yahweh.” 
GEN.10.10	Kabilang sa kauna-unahang kaharian na sakop niya ang Babilonia, Erec at Acad, pawang nasa lupain ng Sinar. 
GEN.10.11	Mula rito'y pumunta siya sa Asiria at itinatag ang mga lunsod ng Nineve, Rohobot-ir, Cale 
GEN.10.12	at ang Resen sa pagitan ng Nineve at Cale, ang pangunahing lunsod.
GEN.10.13	Si Egipto ang ama ng mga taga-Lud, Anam, Lehab at Naftuh, 
GEN.10.14	gayon din ng mga taga-Patrus, Casluh at Caftor na pinagmulan ng mga Filisteo.
GEN.10.15	Ang panganay ni Canaan ay si Sidon na sinundan ni Het. 
GEN.10.16	Kay Canaan din nagmula ang mga Jebuseo, Amoreo, Gergeseo, 
GEN.10.17	Hivita, Araceo, Sineo, 
GEN.10.18	Arvadeo, Zemareo at Hamateo. Simula noon, kung saan-saan nakarating ang mga Cananeo. 
GEN.10.19	Mula sa Sidon, ang kanilang hangganan sa gawing timog ay umabot sa Gerar na malapit sa Gaza. Sa gawing silangan naman, umabot sila sa Sodoma, Gomorra, Adma at Zeboim na malapit sa Lasa. 
GEN.10.20	Ito ang lahi ni Ham na nanirahan sa iba't ibang lupain at naging iba't ibang bansa na may kani-kanilang wika.
GEN.10.21	Si Shem, ang nakatatandang kapatid ni Jafet, ang pinagmulan naman ng lahi ni Heber.
GEN.10.22	Ang kanyang mga anak ay sina Elam, Ashur, Arfaxad, Lud at Aram. 
GEN.10.23	Ang mga anak naman ni Aram ay sina Uz, Hul, Geter at Mas. 
GEN.10.24	Si Arfaxad ang ama ni Selah na ama naman ni Heber. 
GEN.10.25	Dalawa ang anak ni Heber: ang isa'y tinawag na Peleg,
GEN.10.26	Si Joctan ang ama nina Almodad, Shelef, Hazarmavet, Jerah, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ofir, Havila at Jobab. Sila ang mga anak na lalaki ni Joctan. 
GEN.10.30	Mula sa Mesha hanggang Sefar sa kaburulan sa silangan ang lawak ng kanilang lupain. 
GEN.10.31	Ito ang lahi ni Shem ayon sa kani-kanilang angkan, wika at bansa.
GEN.10.32	Ito ang mga bansang nagmula sa mga anak ni Noe mula sa kanilang mga angkan. Sa kanila nagmula ang lahat ng bansa na lumaganap sa buong daigdig pagkatapos ng baha.
GEN.11.1	Sa simula'y iisa ang wika at magkakapareho ang mga salitang ginagamit ng lahat ng tao sa daigdig. 
GEN.11.2	Sa kanilang pagpapalipat-lipat sa silangan,
GEN.11.3	Nagkaisa silang gumawa ng maraming tisa at lutuin itong mabuti para tumibay. Tisa ang ginagamit nilang bato at alkitran ang kanilang semento. 
GEN.11.4	Ang sabi nila, “Halikayo at magtayo tayo ng isang lunsod na may toreng abot sa langit upang maging tanyag tayo at huwag nang magkawatak-watak sa daigdig.”
GEN.11.5	Bumabâ si Yahweh upang tingnan ang lunsod at ang toreng itinayo ng mga tao. 
GEN.11.6	Sinabi niya, “Ngayon ay nagkakaisa silang lahat at iisa ang kanilang wika. Pasimula pa lamang ito ng mga binabalak nilang gawin. Hindi magtatagal at gagawin nila ang anumang kanilang magustuhan. 
GEN.11.7	Ang mabuti'y bumabâ tayo at guluhin ang kanilang wika upang hindi sila magkaintindihan.” 
GEN.11.8	At ginawa ni Yahweh na ang mga tao ay magkawatak-watak sa buong daigdig, kaya natigil ang pagtatayo ng lunsod. 
GEN.11.9	Babel
GEN.11.10	Ito ang kasaysayan ng mga lahi na nagmula kay Shem. Dalawang taon makalipas ang baha, si Shem ay nagkaanak ng isang lalaki, si Arfaxad. Si Shem ay sandaang taóng gulang na noon. 
GEN.11.11	Nabuhay pa siya nang 500 taon, at nagkaroon pa ng ibang mga anak.
GEN.11.12	Nang si Arfaxad ay tatlumpu't limang taon na, nagkaanak siya ng isang lalaki, si Shela. 
GEN.11.13	Nabuhay pa siya nang 403 taon, at nagkaroon pa ng ibang mga anak.
GEN.11.14	Tatlumpung taon na noon si Shela nang maging anak niya si Heber. 
GEN.11.15	Nabuhay pa siya nang 403 taon, at nagkaroon din ng ibang mga anak.
GEN.11.16	Sa gulang na tatlumpu't apat na taon, naging anak ni Heber si Peleg. 
GEN.11.17	Nabuhay pa siya nang 430 taon, at nagkaroon din ng ibang mga anak.
GEN.11.18	Sa gulang na tatlumpung taon, naging anak ni Peleg si Reu. 
GEN.11.19	Nabuhay pa siya nang 209 taon, at nagkaroon pa ng ibang mga anak.
GEN.11.20	Si Reu naman ay tatlumpu't dalawang taon na nang maging anak niya si Serug. 
GEN.11.21	Nabuhay pa siya nang 207 taon, at nagkaroon din ng ibang mga anak.
GEN.11.22	Si Serug ay tatlumpung taon nang maging anak niya si Nahor. 
GEN.11.23	Nabuhay pa siya nang 200 taon, at nagkaroon din ng ibang mga anak.
GEN.11.24	Naging anak naman ni Nahor si Terah nang siya'y dalawampu't siyam na taon. 
GEN.11.25	Nabuhay pa siya nang 119 taon, at nagkaroon din ng ibang mga anak.
GEN.11.26	Pitumpung taon na si Terah nang magkaanak ng tatlong lalaki: sina Abram, Nahor at Haran.
GEN.11.27	Ito naman ang kasaysayan ng mga anak ni Terah na sina Abram, Nahor at si Haran na ama ni Lot. 
GEN.11.28	Buháy pa si Terah nang mamatay si Haran sa kanyang sariling bayan ng Ur, sa Caldea. 
GEN.11.29	Napangasawa ni Abram si Sarai at napangasawa naman ni Nahor si Milca na anak ni Haran na ama rin ni Isca. 
GEN.11.30	Si Sarai ay hindi magkaanak sapagkat baog siya.
GEN.11.31	Umalis si Terah sa bayan ng Ur, Caldea, kasama ang kanyang anak na si Abram, ang asawa nitong si Sarai at si Lot na anak ni Haran. Papunta sila sa Canaan ngunit nang dumating sa Haran, doon na sila nanirahan. 
GEN.11.32	Doon namatay si Terah sa gulang na 205 taon.
GEN.12.1	Sinabi
GEN.12.2	Pararamihin ko ang iyong mga anak at apo at gagawin ko silang isang malaking bansa. Pagpapalain kita, at gagawin kong dakila ang iyong pangalan at ikaw ay magiging pagpapala sa marami.
GEN.12.3	Ang
GEN.12.3	at ang sa iyo'y sumumpa ay aking susumpain;
GEN.12.3	sa pamamagitan mo, lahat ng mga bansa sa daigdig ay aking pagpapalain.”
GEN.12.4	Sumunod nga si Abram sa utos ni Yahweh; nilisan niya ang Haran noong siya'y pitumpu't limang taon. Sumama sa kanya si Lot. 
GEN.12.5	Isinama ni Abram ang kanyang asawang si Sarai at si Lot na pamangkin niya. Dinala niyang lahat ang kanyang mga alipin at mga kayamanang naipon nila sa Haran. Pagkatapos nito'y nagtungo sila sa Canaan.
GEN.12.5	Pagdating nila roon, 
GEN.12.6	nagtuloy si Abram sa isang banal na lugar sa Shekem, sa malaking puno ng Moreh. Noo'y naroon pa ang mga Cananeo. 
GEN.12.7	Nagpakita
GEN.12.8	Buhat doon, nagtuloy siya sa kaburulan sa silangan ng Bethel at huminto sa pagitan ng Bethel na nasa kanluran at ng Ai na nasa silangan. Nagtayo rin siya roon ng altar at sumamba kay Yahweh. 
GEN.12.9	Mula roon, unti-unti silang nagpatuloy papunta sa gawing timog ng Canaan.
GEN.12.10	Nagkaroon ng matinding taggutom sa lupain ng Canaan, kaya umalis doon sina Abram at naglakbay na patimog, patungo sa lupain ng Egipto, upang doon muna manirahan. 
GEN.12.11	Nang malapit na sila sa hangganan, sinabi niya sa kanyang asawa, “Sarai, napakaganda mo. 
GEN.12.12	Kapag nakita ka ng mga Egipcio, sasabihin nilang asawa kita at papatayin nila ako para makuha ka. 
GEN.12.13	Ang
GEN.12.14	Nang makapasok na sina Abram sa Egipto, napuna nga ng mga Egipcio na napakaganda ni Sarai. 
GEN.12.15	Nang nakita siya ng mga pinuno roon, ibinalita nila sa Faraon kung gaano siya kaganda. Kaya't iniutos nitong kunin si Sarai at dalhin sa palasyo. 
GEN.12.16	Dahil sa kanya, mabuti ang naging pagtanggap ng Faraon kay Abram at binigyan pa niya ito ng mga tupa, kambing, baka, asno, kamelyo at mga alipin.
GEN.12.17	Dahil dito'y pinahirapan ni Yahweh ang Faraon. Siya at ang buong palasyo ay nagdanas ng katakut-takot na karamdaman. 
GEN.12.18	Kaya't si Abram ay ipinatawag ng Faraon at tinanong, “Bakit mo ito ginawa sa akin? Bakit hindi mo sinabing asawa mo siya? 
GEN.12.19	Ang sabi mo'y kapatid mo siya, kaya naman kinuha ko siya para maging asawa. Heto na ang asawa mo. Kunin mo siya at umalis na kayo!” 
GEN.12.20	Iniutos ng Faraon sa kanyang mga tauhan na paalisin ang mag-asawa, dala ang lahat nilang ari-arian.
GEN.13.1	Mula sa Egipto, si Abram ay naglakbay na pahilaga patungong Negeb, kasama ang kanyang asawa at ang pamangkin niyang si Lot, dala ang lahat niyang ari-arian. 
GEN.13.2	Mayaman na noon si Abram; marami na siyang mga tupa, kambing at baka. Marami na rin siyang naipong ginto at pilak. 
GEN.13.3	Mula sa Negeb, unti-unti siyang naglakbay pabalik sa dati niyang pinagkampuhan, sa pagitan ng Bethel at Ai. 
GEN.13.4	Pumunta siya sa dating pinagtayuan niya ng altar, at doon sumamba kay Yahweh.
GEN.13.5	Si Lot, na kasa-kasama ni Abram ay marami na ring tupa, kambing at baka. Mayroon na rin siyang sariling pamilya at mga tauhan. 
GEN.13.6+GEN.13.7	Dahil napakarami na ng kanilang mga hayop, hindi na sapat ang pastulan para sa mga kawan nina Abram at Lot. Kaya't madalas nag-aaway ang mga pastol nila. Nang panahon ding iyon, ang mga Cananeo at Perezeo ay naninirahan pa sa lugar na iyon.
GEN.13.8	Kinausap ni Abram si Lot, “Hindi tayo dapat mag-away, at ang mga tauhan natin, sapagkat magkamag-anak tayo. 
GEN.13.9	Mabuti pa'y maghiwalay tayo. Mamili ka: Kung gusto mo sa kaliwa, sa kanan ako; kung gusto mo sa kanan, sa kaliwa ako.”
GEN.13.10	At
GEN.13.11	Kaya pinili niya ang dakong silangan sa Kapatagan ng Jordan, at naghiwalay nga sila ni Abram. 
GEN.13.12	Nanatili si Abram sa Canaan. Samantala, si Lot ay nanirahan naman sa mga lunsod sa kapatagan na malapit sa Sodoma. 
GEN.13.13	Napakasama ng mga tao sa lunsod ng Sodoma; namumuhay sila nang laban kay Yahweh.
GEN.13.14	Pagkaalis ni Lot, sinabi ni Yahweh kay Abram, “Tumanaw ka sa palibot mo. 
GEN.13.15	Ang
GEN.13.16	Ang iyong mga salinlahi ay gagawin kong sindami ng alikabok sa lupa na di kayang bilangin ninuman. 
GEN.13.17	Libutin mo na ang buong lupain; ang lahat ng iyan ay ibibigay ko sa iyo.” 
GEN.13.18	Lumipat si Abram sa Hebron, at doon tumira sa tabi ng malalaking puno sa Mamre. Nagtayo siya roon ng altar para kay Yahweh.
GEN.14.1	Nang panahong iyon, sina Haring Amrafel ng Sinar, Arioc ng Elasar, Kedorlaomer ng Elam at Tidal ng Goyim, 
GEN.14.2	ay nakipagdigma kina Haring Bera ng Sodoma, Birsha ng Gomorra, Shinab ng Adma, Shemeber ng Zeboim at Zoar ng Bela. 
GEN.14.3	Tinipon ng limang haring ito ang kanilang mga hukbo sa kapatagan ng Sidim na tinatawag ding Dagat na Patay. 
GEN.14.4	Ang mga ito ay labindalawang taon nang nasasakop ni Kedorlaomer, ngunit nang ika-13 taon, nagkaisa-isa silang umaklas laban sa kanya. 
GEN.14.5	Isang taon buhat nang sila'y umaklas, dumating si Kedorlaomer, kasama ang mga haring kakampi niya upang sila'y muling sakupin. Nalupig na niya ang mga bansang kanyang dinaanan: ang mga Refaita sa Astarot-carnaim, ang mga Zuzita sa Ham at ang mga Emita sa Save-kiryataim. 
GEN.14.6	Tinalo na rin nila ang mga Horeo sa kabundukan ng Seir hanggang sa Elparan, sa gilid ng disyerto. 
GEN.14.7	Buhat doo'y bumaling silang patungo sa Kades (o Enmispat) at sinakop ang lupain ng mga Amalekita at ng mga Amoreo sa Hazazon-tamar.
GEN.14.8	Tinipon nga ng mga hari ng Sodoma, Gomorra, Adma, Zeboim at Bela ang kanilang mga hukbo sa Kapatagan ng Sidim. At doon nila hinarap 
GEN.14.9	sina Haring Kedorlaomer ng Elam, Tidal ng Goyim, Amrafel ng Sinar at Arioc ng Elasar—lima laban sa apat. 
GEN.14.10	Natalo ang limang hari, at nang sila'y tumakas sa labanan, ang hari ng Sodoma at ang hari ng Gomorra ay nahulog sa balon ng alkitran na marami sa dakong iyon. Ang iba'y nakatakas papunta sa kabundukan. 
GEN.14.11	Kaya't sinamsam ng apat na hari ang lahat ng ari-ariang natagpuan sa Sodoma at Gomorra, pati ang pagkain doon. 
GEN.14.12	Binihag din nila ang pamangkin ni Abram na si Lot na nakatira sa Sodoma, at kinuha ang lahat ng ari-arian nito.
GEN.14.13	Isang takas ang nagbalita ng pangyayaring ito kay Abram na Hebreo, na noo'y nakatira malapit sa tabi ng sagradong kahuyan ni Mamre, isang Amoreo. Si Abram at si Mamre, kasama ang mga kapatid niyang sina Escol at Aner ay may umiiral na kasunduan. 
GEN.14.14	Pagkarinig niya sa nangyari sa kanyang pamangking si Lot, tinawag niya ang kanyang mga tauhan at nakatipon siya ng 318 mandirigma. Sinundan nila ang mga kalabang hari hanggang sa Dan. 
GEN.14.15	Pagdating doon, nagdalawang pangkat sila, at pagsapit ng gabi, sinalakay nila ang kaaway. Tinalo nila ang mga ito at hinabol hanggang Hoba sa hilaga ng Damasco. 
GEN.14.16	Nabawi nilang lahat ang nasamsam na ari-arian at nailigtas si Lot, ang mga kababaihan at ang iba pa nitong mga kasamahan.
GEN.14.17	Sa pagbabalik ni Abram, pagkatapos niyang talunin si Haring Kedorlaomer at ang iba pang mga haring kasama nito, sinalubong siya ng hari ng Sodoma sa Libis ng Save, na tinawag ding Libis ng Hari. 
GEN.14.18	Dinalhan
GEN.14.19	at binasbasan,
GEN.14.19	“Pagpalain ka nawa, Abram, ng Kataas-taasang Diyos,
GEN.14.19	na lumikha ng langit at lupa.
GEN.14.20	Purihin ang Kataas-taasang Diyos,
GEN.14.20	na nagbigay sa iyo ng tagumpay!”
GEN.14.20	At ibinigay ni Abram kay Melquisedec ang ikasampung bahagi ng lahat ng kanyang nasamsam buhat sa labanan.
GEN.14.21	Sinabi ng hari ng Sodoma kay Abram, “Iyo na ang lahat ng bagay na nakuha mo, subalit ibalik mo sa akin ang lahat ng mga tauhan ko.”
GEN.14.22	Ngunit sumagot si Abram, “Sumumpa ako sa harapan ni Yahweh, ang Kataas-taasang Diyos na lumikha ng langit at lupa. 
GEN.14.23	Nangako akong hindi kukuha ng anuman sa iyo, kahit kaputol na sinulid o tali ng sandalyas, para wala kang masabi na ikaw ang nagpayaman kay Abram. 
GEN.14.24	Wala akong kukuning anuman para sa sarili ko. Ang mga nagamit lamang ng aking mga tauhan ang aking tatanggapin, at ang bahaging nauukol sa aking mga kakampi. Hayaan ninyong kunin nina Aner, Escol at Mamre ang bahaging nauukol sa kanila.”
GEN.15.1	Pagkaraan ng lahat ng ito, si Abram ay nagkaroon ng isang pangitain. Sinabi sa kanya ni Yahweh, “Abram, huwag kang matakot. Ako ang iyong kalasag na mag-iingat sa iyo. Bibigyan kita ng napakalaking gantimpala.”
GEN.15.2	Ngunit sinabi ni Abram, “Panginoong Yahweh, ano pang kabuluhan ng gantimpala mo sa akin kung wala naman akong anak? Wala akong tagapagmana kundi si Eliezer na taga-Damasco. 
GEN.15.3	Hindi mo ako pinagkalooban ng anak, kaya ang alipin kong ito ang magmamana ng aking ari-arian.”
GEN.15.4	Subalit sinabi ni Yahweh, “Hindi isang alipin ang iyong magiging tagapagmana; ang sarili mong anak ang magiging tagapagmana.” 
GEN.15.5	Dinala
GEN.15.6	Si
GEN.15.7	Sinabi pa ni Yahweh kay Abram, “Ako ang kumuha sa iyo sa bayan ng Ur ng Caldea upang ibigay sa iyo ang lupaing ito.”
GEN.15.8	Itinanong naman ni Abram, “
GEN.15.9	Sinabi sa kanya, “Dalhan mo ako ng isang baka, isang babaing kambing, at isang tupa, bawat isa'y tatlong taon ang gulang. Magdala ka rin ng isang kalapati at isang batu-bato.” 
GEN.15.10	Dinala nga ni Abram ang lahat ng iyon at biniyak ang bawat isa maliban sa mga ibon. Inihanay niyang magkakapatong ang pinaghating hayop. 
GEN.15.11	Bumabâ ang mga buwitre upang kainin ang mga ito, ngunit itinaboy sila ni Abram.
GEN.15.12	Nang
GEN.15.13	Sinabi
GEN.15.14	Ngunit
GEN.15.15	Pahahabain ko ang iyong buhay; mamamatay at ililibing kang payapa. 
GEN.15.16	Daraan muna ang apat na salinlahi bago sila makabalik dito, sapagkat hindi ko muna paparusahan ang mga Amoreo hanggang sa maging sukdulan ang kanilang kasamaan.”
GEN.15.17	Pagkalubog ng araw at laganap na ang dilim, biglang may lumitaw na palayok na umuusok, at maningas na sulo na dumaan sa pagitan ng mga pinatay na hayop. 
GEN.15.18	At
GEN.15.19	kasama ang lupain ng mga Cineo, Cenizeo, Cadmoneo, 
GEN.15.20	Heteo, Perezeo at Refaita, 
GEN.15.21	gayundin ang lupain ng mga Amoreo, Cananeo, Gergeseo at Jebuseo.”
GEN.16.1	Hindi magkaanak si Sarai na asawa ni Abram. Ngunit mayroon siyang aliping babae na taga-Egipto na ang pangalan ay Hagar. 
GEN.16.2	Sinabi niya, “Abram, dahil pinagkaitan ako ni Yahweh ng anak, ang alipin ko ang sipingan mo. Baka sakaling magkaanak siya para sa akin!” Pumayag si Abram sa sinabi ni Sarai. 
GEN.16.3	At ipinaubaya nga ni Sarai sa kanyang asawa si Hagar upang maging asawang-lingkod. Sampung taon na si Abram na naninirahan sa Canaan nang ito'y nangyari. 
GEN.16.4	Matapos sipingan ni Abram si Hagar, nagdalang-tao nga ito. Subalit nagmalaki si Hagar at hinamak nito si Sarai.
GEN.16.5	Dahil dito, sinabi ni Sarai kay Abram, “Ikaw ang dahilan ng paghamak ni Hagar sa akin! Alam mong ako ang nagkaloob sa iyo ng alipin kong ito; bakit niya ako hinahamak ngayong siya'y nagdadalang-tao? Si Yahweh na ang humatol kung sino sa atin ang tama!”
GEN.16.6	At sumagot si Abram, “Alipin mo naman siya, kaya gawin mo sa kanya ang gusto mo.” Pinagmalupitan nga ni Sarai si Hagar, kaya ito'y tumakas.
GEN.16.7	Sinalubong siya ng anghel ni Yahweh sa tabi ng isang bukal sa ilang na malapit sa daang patungo sa Shur. 
GEN.16.8	“Hagar, alipin ni Sarai, saan ka nanggaling at saan ka pupunta?” tanong ng anghel.
GEN.16.8	“Tumakas po ako sa aking panginoon,” ang sagot ni Hagar.
GEN.16.9	Sinabi ng anghel, “Magbalik ka at muling magpasakop sa kanya.
GEN.16.10	Mga anak mo ay aking pararamihin,
GEN.16.10	at sa karamiha'y di kayang bilangin;
GEN.16.11	di na magtatagal, ika'y magsisilang,
GEN.16.11	Ismael
GEN.16.11	sapagkat dininig ni Yahweh ang iyong karaingan.
GEN.16.12	Ngunit ang anak mo'y magiging mailap, hayop na asno ang makakatulad;
GEN.16.12	maraming kalaban, kaaway ng lahat,
GEN.16.12	di makikisama sa mga kaanak.”
GEN.16.13	Kaya't nasabi ni Hagar sa sarili, “Talaga bang nakita ko rito ang Diyos na nakakakita sa akin at hanggang ngayo'y buháy pa rin ako?” Kaya't tinawag niya si Yahweh nang ganito: “Ikaw ang Diyos na Nakakakita.” 
GEN.16.14	Kaya't ang balon sa pagitan ng Kades at Bered ay tinawag nilang, “Balon ng Diyos na Buháy at Nakakakita sa Akin.”
GEN.16.15	Nagsilang
GEN.16.16	Noo'y walumpu't anim na taon na si Abram.
GEN.17.1	Nang siyamnapu't siyam na taon na si Abram, nagpakita sa kanya si Yahweh at sinabi, “Ako ang Makapangyarihang Diyos. Sumunod ka sa akin at ingatan mong walang dungis ang iyong sarili habang ikaw ay nabubuhay. 
GEN.17.2	Ako'y makikipagtipan sa iyo at lubhang pararamihin ko ang iyong lahi.” 
GEN.17.3	Pagkarinig nito'y nagpatirapa si Abram. Sinabi pa sa kanya ng Diyos, 
GEN.17.4	“Ito ang aking tipan sa iyo: Ikaw ay magiging ama ng maraming bansa. 
GEN.17.5	Hindi
GEN.17.6	Pararamihin ko nga ang iyong lahi at magtatatag sila ng mga bansa; at may magiging hari sa kanila.
GEN.17.7	“Tutuparin
GEN.17.8	Ibibigay
GEN.17.9	Sinabi pa ng Diyos kay Abraham, “Ikaw at ang lahat ng susunod mong salinlahi ay dapat maging tapat sa ating kasunduan. 
GEN.17.10	Ganito
GEN.17.11	at iyan ang magiging palatandaan ng ating tipan. 
GEN.17.12	Lahat ng lalaki na isisilang sa inyong lahi ay tutuliin pagsapit ng ikawalong araw, kasama rito ang mga aliping isinilang sa inyong sambahayan, gayundin ang mga aliping binili sa dayuhan. 
GEN.17.13	Ang palatandaang ito sa inyong katawan ang magiging katibayan ng ating walang katapusang kasunduan. 
GEN.17.14	Ang sinumang lalaking hindi tuli ay ititiwalag sa iyong lahi sapagkat hindi siya tumupad sa ating kasunduan.”
GEN.17.15	Sinabi pa rin ng Diyos kay Abraham, “Hindi na Sarai ang itatawag mo sa iyong asawa kundi Sara
GEN.17.16	sapagkat siya'y pagpapalain ko. Magkakaanak ka sa kanya at siya'y magiging ina ng maraming bansa; may magiging hari mula sa kanyang mga salinlahi.”
GEN.17.17	Muling nagpatirapa si Abraham, ngunit napatawa siya nang kanyang maisip na siya'y matanda na. Nasabi niya sa sarili, “Magkakaanak pa ba ang isang lalaki na sandaang taóng gulang na? At si Sara! Maglilihi pa ba siya gayong siya'y siyamnapung taon na?” 
GEN.17.18	At sinabi niya sa Diyos, “Bakit hindi na lang po si Ismael ang magmana ng mga ipinangako ninyo sa akin?”
GEN.17.19	Kaya't sumagot ang Diyos, “Hindi; ang asawa mong si Sara ay magkakaanak ng isang lalaki at tatawagin mo siyang Isaac.
GEN.17.20	Tungkol naman kay Ismael, ipagkakaloob ko ang kahilingan mo: Pagpapalain ko siya at pararamihin ko rin ang kanyang lahi. Magkakaanak siya ng labindalawang prinsipe, at magiging bansang makapangyarihan ang kanyang salinlahi. 
GEN.17.21	Ngunit ang aking tipan sa iyo ay matutupad kay Isaac, na isisilang ni Sara sa isang taon, sa ganito ring panahon.” 
GEN.17.22	Pagkasabi nito, nilisan ng Diyos si Abraham.
GEN.17.23	Nang araw ring iyon, ayon sa utos ng Diyos, tinuli ni Abraham si Ismael at lahat ng lalaki sa kanyang sambahayan, maging ang aliping ipinanganak doon o binili. 
