GEN.1.1	Nang pasimula, nilikha ng Dios ang langit at ang lupa. 
GEN.10.8	May isa pang anak si Cush na ang pangalan ay Nimrod. Si Nimrod ay naging magiting na sundalo sa mundo. 
GEN.10.9	Alam ng 
GEN.10.10	Ang unang kaharian na pinamahalaan ni Nimrod ay ang Babilonia, Erec, Akad. Ang lahat ng ito
GEN.10.11	Mula sa mga lugar na iyon, pumunta siya sa Asiria at itinayo ang Nineve, Rehobot Ir, Cala, 
GEN.10.12	at Resen na nasa gitna ng Nineve at ng Cala na isang tanyag na lungsod.
GEN.10.13	Si Mizraim
GEN.10.14	Patruseo, Caslu at ng Caftoreo na siyang pinagmulan ng mga Filisteo.
GEN.10.15	Si Canaan ang ama nina Sidon at Het. Si Sidon ang kanyang panganay. 
GEN.10.16	Si Canaan ang siya ring pinagmulan ng mga Jebuseo, Amoreo, Gergaseo, 
GEN.10.17	Hiveo, Arkeo, Sineo, 
GEN.10.18	Arvadeo, Zemareo, at Hamateo.
GEN.10.18	Sa bandang huli, nangalat ang mga lahi ni Canaan. 
GEN.10.19	Ang hangganan ng lupain nila ay mula sa Sidon papuntang Gerar hanggang sa Gaza, at umabot sa Sodom, Gomora, Adma, Zeboyim at hanggang sa Lasha.
GEN.10.20	Ito ang mga lahi ni Ham. Ang bawat pamilya nila ay nakatira sa kanilang sariling lupain na sakop ng kanilang bansa, at may sarili silang wika.
GEN.10.21	Si Shem na nakatatandang kapatid ni Jafet ang pinagmulan ng lahat ng Eber.
GEN.10.22	Ang mga anak na lalaki ni Shem:
GEN.10.22	sina Elam, Ashur, Arfaxad, Lud at Aram.
GEN.10.23	Ang mga anak ni Aram:
GEN.10.23	sina Uz, Hul, Geter at Meshec.
GEN.10.24	Si Arfaxad ang ama ni Shela, at si Shela ang ama ni Eber.
GEN.10.25	May dalawang anak na lalaki si Eber: ang isa ay pinangalanang Peleg, dahil noong panahon niya, ang mga tao sa mundo ay nagkahati-hati; ang pangalan naman ng kanyang kapatid ay Joktan.
GEN.10.26	Si Joktan ang ama nina Almodad, Shelef, Hazarmavet, Jera, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ofir, Havila at Jobab. Silang lahat ang anak ni Joktan.
GEN.10.30	Ang lupaing tinitirhan nila ay mula sa Mesha at papunta sa Sefar, sa kabundukan sa silangan.
GEN.10.31	Ito ang mga lahi ni Shem. Ang bawat pamilya nila ay nakatira sa sarili nilang lupain na sakop ng kanilang bansa, at may sarili silang wika.
GEN.10.32	Ito ang lahat ng lahi ng mga anak ni Noe, na nasa ibaʼt ibang bansa. Sa kanila nagmula ang mga bansa sa buong mundo pagkatapos ng baha.
GEN.11.1	Noon, isang wika lang ang ginagamit ng lahat ng tao sa buong mundo. 
GEN.11.2	Habang lumilipat ng tirahan ang mga tao patungo sa silangan, nakarating sila sa isang patag na lugar sa Shinar, at doon sila nanirahan.
GEN.11.3+GEN.11.4	Ngayon, sinabi ng mga tao, “Magtayo tayo ng isang lungsod na may tore na aabot sa langit, para maging tanyag tayo at hindi mangalat sa buong mundo.” Kaya gumawa sila ng mga tisa,
GEN.11.5	Ngayon, bumaba ang 
GEN.11.6	Sinabi ng 
GEN.11.7	Kaya bumaba tayo. Pag-iba-ibahin natin ang wika nila para hindi sila magkaintindihan.”
GEN.11.8	Kaya pinangalat sila ng 
GEN.11.9	Ang lungsod na ito ay tinawag na Babel
GEN.11.10	Ito ang salaysay tungkol sa pamilya ni Shem:
GEN.11.10	Dalawang taon pagkatapos ng baha, nasa 100 taong gulang na noon si Shem, nang isilang ang anak niyang lalaki na si Arfaxad. 
GEN.11.11	Matapos isilang si Arfaxad, nabuhay pa si Shem ng 500 taon at nadagdagan pa ang mga anak niya.
GEN.11.12	Nang 35 taong gulang na si Arfaxad, isinilang ang anak niyang lalaki na si Shela. 
GEN.11.13	Matapos isilang si Shela, nabuhay pa si Arfaxad ng 403 taon at nadagdagan pa ang mga anak niya.
GEN.11.14	Nang 30 taong gulang na si Shela, isinilang ang anak niyang lalaki na si Eber. 
GEN.11.15	Matapos isilang si Eber, nabuhay pa si Shela ng 403 taon at nadagdagan pa ang mga anak niya.
GEN.11.16	Nang 34 taong gulang na si Eber, isinilang ang anak niyang lalaki na si Peleg. 
GEN.11.17	Matapos isilang si Peleg, nabuhay pa si Eber ng 430 taon at nadagdagan pa ang mga anak niya.
GEN.11.18	Nang 30 taong gulang na si Peleg, isinilang ang anak niyang lalaki na si Reu. 
GEN.11.19	Matapos isilang si Reu, nabuhay pa si Peleg ng 209 na taon at nadagdagan pa ang mga anak niya.
GEN.11.20	Nang 32 taong gulang na si Reu, isinilang ang anak niyang lalaki na si Serug. 
GEN.11.21	Matapos isilang si Serug, nabuhay pa si Reu ng 207 taon at nadagdagan pa ang mga anak niya.
GEN.11.22	Nang 30 taong gulang na si Serug, isinilang ang anak niyang lalaki na si Nahor. 
GEN.11.23	Matapos isilang si Nahor, nabuhay pa si Serug ng 200 taon at nadagdagan pa ang mga anak niya.
GEN.11.24	Nang 29 taong gulang na si Nahor, isinilang ang anak niyang lalaki na si Tera. 
GEN.11.25	Matapos isilang si Tera, nabuhay pa si Nahor ng 119 na taon at nadagdagan pa ang mga anak niya.
GEN.11.26	Nang 70 taong gulang na si Tera, isinilang ang mga anak niyang lalaki na sina Abram, Nahor at Haran.
GEN.11.27	Ito ang salaysay tungkol sa pamilya ni Tera:
GEN.11.27	Si Tera ang ama nina Abram, Nahor at Haran. Si Haran ang ama ni Lot. 
GEN.11.28	Namatay si Haran doon sa Ur na sakop ng mga Caldeo,
GEN.11.29	Naging asawa ni Abram si Sarai, at si Nahor ay naging asawa ni Milca. Ang ama ni Milca at ng kapatid niyang si Isca ay si Haran. 
GEN.11.30	Si Sarai ay hindi magkaanak dahil siyaʼy baog.
GEN.11.31	Umalis si Tera sa Ur na sakop ng mga Caldeo. Kasama niya ang anak niyang si Abram, ang kanyang manugang na si Sarai, at ang apo niyang si Lot na anak ni Haran. Papunta sana sila sa Canaan, pero pagdating nila sa Haran doon na lamang sila tumira. 
GEN.11.32	Doon namatay si Tera sa edad na 205.
GEN.12.1	Ngayon, sinabi ng 
GEN.12.2	Gagawin kong isang tanyag na bansa ang lahi mo.
GEN.12.2	Pagpapalain kita at magiging tanyag ang iyong pangalan.
GEN.12.2	Sa pamamagitan mo, marami ang pagpapalain.
GEN.12.3	Pagpapalain ko ang magmamagandang loob sa iyo.
GEN.12.3	Pero isusumpa ko naman ang susumpa sa iyo.
GEN.12.3	Sa pamamagitan mo, pagpapalain ko ang lahat ng tao sa mundo.”
GEN.12.4+GEN.12.5	Kaya umalis si Abram sa Haran at pumunta sa Canaan, ayon sa sinabi ng 
GEN.12.6	Pagdating nila sa Canaan, nagpatuloy sila hanggang sa nakarating sa malaking puno
GEN.12.7	Pagkatapos, nagpakita ang 
GEN.12.8	Mula roon, lumipat sila sa bundok na nasa silangan ng Betel, at doon sila nagtayo ng tolda, sa kalagitnaan ng Betel at Ai. Ang Betel ay nasa kanluran at ang Ai naman ay nasa silangan. Gumawa rin doon si Abram ng altar at sumamba sa 
GEN.12.9	Hindi nagtagal, muli silang lumipat. Nagpatuloy sila sa paglalakbay papunta sa Negev.
GEN.12.10	Ngayon, nagkaroon ng matinding taggutom sa Canaan, kaya pumunta si Abram sa Egipto para roon muna manirahan. 
GEN.12.11	Nang paparating na sila sa Egipto, sinabi ni Abram sa kanyang asawa, “Sarai, maganda kang babae. 
GEN.12.12	Kapag nakita ka ng mga Egipcio, sasabihin nila na asawa kita, kaya papatayin nila ako para makuha ka nila. 
GEN.12.13	Mabuti sigurong sabihin mo sa kanila na magkapatid tayo para hindi nila ako patayin at para maging mabuti ang pakikitungo nila sa akin dahil sa iyo.”
GEN.12.14	Kaya pagdating nila sa Egipto, nakita nga ng mga Egipcio ang kagandahan ni Sarai. 
GEN.12.15	At nang makita siya ng mga opisyal ng Faraon,
GEN.12.16	Dahil kay Sarai, naging mabuti ang pakikitungo ng hari kay Abram at binigyan pa siya ng mga tupa, kambing, baka, asno, kamelyo at mga alipin.
GEN.12.17	Pero binigyan ng 
GEN.12.18	 ipinatawag niya si Abram at tinanong, “Ano ba itong ginawa mo sa akin? Bakit hindi mo sinabi na asawa mo pala siya? 
GEN.12.19	Bakit mo sinabing magkapatid kayo? Kaya kinuha ko siya para maging asawa ko. Ngayon, heto ang asawa mo, kunin mo siya at umalis na kayo!” 
GEN.12.20	Pagkatapos, nag-utos ang Faraon sa mga tauhan niya na paalisin na sila. Kaya dinala nila si Abram palabas ng lupain na iyon at pinaalis kasama ang asawa niya at ang lahat ng ari-arian niya.
GEN.13.1	Mula sa Egipto, pumunta si Abram sa Negev kasama ang asawa niya at dala ang lahat ng ari-arian niya, at sumama rin sa kanila si Lot. 
GEN.13.2	Napakayaman na ni Abram, marami na siyang hayop, pilak at ginto. 
GEN.13.3	Mula sa Negev, nagpalipat-lipat sila hanggang makabalik sila sa lugar na dati nilang pinagtayuan ng tolda. Ang lugar na ito ay nasa gitna ng Betel at Ai. 
GEN.13.4	Dito rin sila unang nagtayo ng altar 
GEN.13.5	Si Lot na laging kasama ni Abram saan man siya pumunta ay may sarili ring mga hayop at mga tolda. 
GEN.13.6	At dahil marami na ang mga hayop nila at iba pang mga ari-arian, hindi sila maaaring manirahan sa iisang lugar. Ang pastulan ay hindi magkakasya sa kanila. 
GEN.13.7	Dahil dito, nag-away-away ang mga tagapagbantay ng mga hayop nila. (Nang panahong iyon, ang mga Cananeo at mga Perezeo ay nakatira sa lupaing iyon.)
GEN.13.8	Kaya sinabi ni Abram kay Lot, “Tayo at ang mga tauhan natin ay hindi dapat mag-away, dahil magkakamag-anak tayo. 
GEN.13.9	Ang mabuti pa, maghiwalay na lang tayo dahil marami pang lugar na maaaring lipatan. Ikaw ang mamili kung aling bahagi ng lupain ang pipiliin mo. Kung kakaliwa ka, kakanan ako; kung kakanan ka, kakaliwa naman ako.”
GEN.13.10	Tumanaw si Lot sa paligid at nakita niya na ang kapatagan ng Jordan hanggang sa Zoar ay sagana sa tubig, katulad ng lugar ng Eden at ng lupain ng Egipto. (Nangyari ito noong hindi pa nililipol ng 
GEN.13.11	Kaya pinili ni Lot ang buong kapatagan ng Jordan sa silangan. Sa ganoong paraan, naghiwalay sila ni Abram. 
GEN.13.12	Si Abram ay nagpaiwan sa Canaan habang si Lot naman ay naroon sa mga lungsod ng kapatagan. Nagtayo si Lot ng mga tolda malapit sa Sodom. 
GEN.13.13	Ang mga tao sa Sodom ay talamak na makasalanan. Labis ang pagkakasala nila laban sa 
GEN.13.14	Nang nakaalis na si Lot, sinabi ng 
GEN.13.15	Ang lahat ng lupain na maaabot ng paningin mo ay ibibigay ko sa iyo at sa mga lahi mo, at magiging inyo ito magpakailanman. 
GEN.13.16	Pararamihin ko ang lahi mo na kasindami ng buhangin sa mundo. Ang buhangin ay hindi kayang bilangin, kaya ang mga lahi mo ay hindi rin mabibilang. 
GEN.13.17	Lumakad ka at ikutin ang buong lupain dahil ibibigay ko itong lahat sa iyo.”
GEN.13.18	Kaya inilipat ni Abram ang tolda niya, at doon siya nanirahan malapit sa malalaking puno
GEN.14.1	Nang panahong iyon, sina Haring Amrafel ng Shinar, Haring Arioc ng Elasar, Haring Kedorlaomer ng Elam, at Haring Tidal ng Goyim 
GEN.14.2	ay nakipaglaban kina Haring Bera ng Sodom, Haring Birsha ng Gomora, Haring Shinab ng Adma, Haring Shemeber ng Zeboyim, at sa hari ng Bela na tinatawag din na Zoar. 
GEN.14.3	Nagtipon ang limang haring ito kasama ang kanilang mga sundalo roon sa Lambak ng Sidim na tinatawag ngayon na Dagat na Patay. 
GEN.14.4	Ang mga haring ito ay sinakop ni Kedorlaomer sa loob ng 12 taon, pero nang ika-13 taon, nagrebelde sila laban sa kanya.
GEN.14.5	At nang ika-14 na taon, tinalo ni Kedorlaomer at ng mga kakampi niyang hari ang mga Refaimeo sa Ashterot Karnaim, ang mga Zuzita sa Ham, ang mga Emita sa kapatagan ng Kiriataim, 
GEN.14.6	at ang mga Horita sa bundok ng Seir hanggang sa El Paran na malapit sa disyerto. 
GEN.14.7	Mula roon, bumalik sila at nakarating sa En Mishpat na tinatawag ngayong Kadesh. At sinakop nila ang lahat ng lupain ng mga Amalekita at mga Amoreo na nakatira sa Hazazon Tamar.
GEN.14.8	Ngayon, tinipon ng mga hari ng Sodom, Gomora, Adma, Zeboyim at Bela ang mga sundalo nila sa Lambak ng Sidim 
GEN.14.9	at nakipaglaban sila kina Haring Kedorlaomer ng Elam, Haring Tidal ng Goyim, Haring Amrafel ng Shinar, at Haring Arioc ng Elasar – limang hari laban sa apat na hari. 
GEN.14.10	Ngayon, ang Lambak ng Sidim ay may maraming malalim na hukay na pinagkukunan ng aspalto. At nang tumakas ang hari ng Sodom at ng Gomora kasama ang mga tauhan nila, nahulog sila sa mga balon, pero ang iba nilang kasama ay tumakas sa mga bundok. 
GEN.14.11+GEN.14.12	Ang lahat ng ari-arian ng Sodom at Gomora pati ang mga pagkain nila ay kinuha ng mga kalaban nila. Nabihag din nila si Lot na pamangkin ni Abram at kinuha ang mga ari-arian nito, dahil doon siya nakatira sa Sodom. Pagkatapos itong makuha ng mga kalaban, umalis 
GEN.14.13	Ngayon, may isang nakatakas at nagbalita kay Abram na Hebreo tungkol sa nangyari. Si Abram ay nakatira malapit sa malalaking puno ni Mamre na Amoreo. Si Mamre at ang mga kapatid niyang sina Eshcol at Aner ang mga kakampi ni Abram. 
GEN.14.14	Nang marinig ni Abram na binihag ang kamag-anak nila, tinipon niya agad ang 318 niyang tauhan na talagang maaasahan, at hinabol nila ang apat na hari hanggang sa Dan. 
GEN.14.15	Kinagabihan, hinati ni Abram ang mga tauhan niya at nilusob nila ang mga kalaban, at natalo nila ito. Ang ibang nakatakas ay hinabol nila hanggang sa Hoba, sa hilaga ng Damascus. 
GEN.14.16	Binawi nila ang lahat ng ari-arian na inagaw ng mga kalaban. Binawi rin nila si Lot at ang mga ari-arian nito pati ang mga babae at ang iba pang mga tao.
GEN.14.17	Nang umuwi na si Abram, matapos nilang talunin si Kedorlaomer at ang mga kasama niyang hari, sinalubong siya ng hari ng Sodom sa Lambak ng Save (na tinatawag din na Lambak ng Hari).
GEN.14.18	Sinalubong din siya ni Haring Melkizedek ng Salem at pari ng Kataas-taasang Dios. May dala si Melkizedek na pagkain at inumin. 
GEN.14.19	Binasbasan niya si Abram at sinabing:
GEN.14.19	“Nawaʼy pagpalain ka Abram ng Kataas-taasang Dios
GEN.14.19	na lumikha ng langit at mundo.
GEN.14.20	Purihin ang Kataas-taasang Dios
GEN.14.20	na nagbigay ng tagumpay sa iyo laban sa mga kaaway mo!”
GEN.14.20	Pagkatapos, ibinigay ni Abram kay Melkizedek ang ikasampung bahagi ng lahat ng bagay na nakuha niya sa labanan.
GEN.14.21	Ngayon, sinabi ng hari ng Sodom kay Abram, “Sa iyo na lang ang lahat ng ari-arian ko na nabawi mo, pero isauli mo lang sa akin ang lahat ng tauhan ko.”
GEN.14.22	Pero sinabi ni Abram sa hari ng Sodom, “Isinusumpa ko sa harapan ng 
GEN.14.23	na hindi ako kukuha ng kahit anumang ari-arian na galing sa iyo, kahit sinulid o kayaʼy tali ng sandalyas, para hindi mo masabing ikaw ang nagpayaman sa akin. 
GEN.14.24	Hindi ako tatanggap ng kahit anuman para sa sarili ko. Ang ituturing ko lang na natanggap ko ay ang mga kinain ng aking mga tauhan, at pabayaan mo lang sina Aner, Eshcol at Mamre na sumama sa akin sa pagkuha ng bahagi nila 
GEN.15.1	Pagkatapos noon, nagsalita ang 
GEN.15.2	Pero sinabi ni Abram, “O Panginoong 
GEN.15.3	Dahil hindi nʼyo po ako binigyan ng anak, kaya isa sa mga alipin ng sambahayan ko ang magmamana ng mga ari-arian ko.”
GEN.15.4	Sinabi sa kanya ng 
GEN.15.5	Pagkatapos, dinala siya ng 
GEN.15.6	Nanalig si Abram sa 
GEN.15.7	Sinabi pa niya kay Abram, “Ako ang 
GEN.15.8	Pero sinabi ni Abram, “O 
GEN.15.9	Sumagot ang 
GEN.15.10	Kaya dinala ni Abram ang lahat ng ito sa 
GEN.15.11	Dumadapo sa hinating mga hayop ang mga ibong kumakain ng patay, pero binubugaw ito ni Abram.
GEN.15.12	Nang palubog na ang araw, nakatulog nang mahimbing si Abram at matinding takot ang dumating sa kanya. 
GEN.15.13	Pagkatapos, sinabi sa kanya ng 
GEN.15.14	Ngunit parurusahan ko ang bansang aalipin sa kanila. Pagkatapos, aalis sila sa bansang iyon na dala ang maraming kayamanan. 
GEN.15.15	Ikaw naman Abram, pahahabain ko ang buhay mo at mamamatay ka sa katandaan na may kapayapaan. 
GEN.15.16	Lilipas muna ang apat na henerasyon bago makabalik dito ang mga lahi mo, dahil hindi pa umaabot sa sukdulan ang pagkakasala ng mga Amoreo para parusahan sila at paalisin sa lupaing ito.”
GEN.15.17	Nang lumubog na ang araw at dumilim na, biglang may nakita si Abram na palayok na umuusok at nakasinding sulo, na dumaraan sa gitna ng mga hinating hayop. 
GEN.15.18	Sa araw na iyon, gumawa ng kasunduan ang 
GEN.15.19	Ito ang lupain ng mga Keneo, Kenizeo, Kadmoneo, 
GEN.15.20	Heteo, Perezeo, Refaimeo, 
GEN.15.21	Amoreo, Cananeo, Gergaseo, at mga Jebuseo.”
GEN.16.1	Si Sarai na asawa ni Abram ay hindi magkaanak. May alipin siyang babae na taga-Egipto na ang pangalan ay Hagar. 
GEN.16.2	Sinabi ni Sarai kay Abram, “Dahil hindi pinahintulutan ng 
GEN.16.2	Pumayag si Abram sa sinabi ng kanyang asawa. 
GEN.16.3	Kaya ibinigay ni Sarai si Hagar kay Abram para maging asawa nito. (Nangyari ito matapos manirahan si Abram sa Canaan ng sampung taon.) 
GEN.16.4	At nagbuntis nga si Hagar.
GEN.16.4	Nang malaman ni Hagar na buntis siya, hinamak niya si Sarai. 
GEN.16.5	Dahil dito, sinabi ni Sarai kay Abram, “Ngayong buntis na si Hagar hinahamak na niya ako. Ikaw ang dapat sisihin. Ibinigay ko siya sa iyo 
GEN.16.6	Sumagot si Abram, “Kung ganoon, ibabalik ko siya sa iyo bilang alipin mo at bahala ka kung ano ang gusto mong gawin sa kanya.” Simula noon, hindi naging maganda ang pakikitungo ni Sarai kay Hagar, kaya lumayas na lamang ito.
GEN.16.7	Nakita si Hagar ng anghel ng 
GEN.16.8	Tinanong siya ng anghel, “Hagar, alipin ni Sarai, saan ka ba nanggaling at saan ka pupunta?”
GEN.16.8	Sumagot siya, “Lumayas po ako sa amo kong si Sarai.”
GEN.16.9	Sinabi ng anghel sa kanya, “Bumalik ka sa amo mo at magpakumbaba ka sa kanya.” 
GEN.16.10	Pagkatapos, sinabi pa ng anghel,
GEN.16.10	“Pararamihin ko ang lahi mo na ang dami nilaʼy hindi mabibilang.”
GEN.16.11	At sinabi pa ng anghel ng 
GEN.16.11	“Buntis ka na at hindi magtatagal ay magkakaanak ka ng lalaki. Pangangalanan mo siyang Ishmael,
GEN.16.12	Pero ang anak mo ay mabubuhay na katulad ng isang asnong-gubat. Kakalabanin niya ang lahat, at ang lahat ay lalaban sa kanya. Kahit ang mga kamag-anak niya ay lalaban sa kanya.”
GEN.16.13	Tinawag ni Hagar na “Dios na Nakakakita” ang pangalan ng 
GEN.16.14	Iyon ang bukal na naroon sa gitna ng Kadesh at Bered na tinatawag na Beer Lahai Roi.
GEN.16.16	Nasa 86 na taong gulang si Abram nang ipinanganak si Ishmael.
GEN.17.1	Nang 99 na taong gulang si Abram, nagpakita sa kanya ang 
GEN.17.2	Tutuparin ko ang kasunduan ko sa iyo; pararamihin ko ang mga lahi mo.”
GEN.17.3	Nang marinig ito ni Abram, nagpatirapa siya 
GEN.17.4	“Sa ganang akin, ito ang kasunduan ko sa iyo: Magiging ama ka ng maraming bansa. 
GEN.17.5	Mula ngayon, hindi na Abram ang itatawag sa iyo kundi Abraham
GEN.17.6	Pararamihin ko ang mga lahi mo at magtatayo sila ng mga bansa, at ang iba sa kanila ay magiging hari. 
GEN.17.7	Tutuparin ko ang kasunduan ko sa iyo at sa mga lahi mo sa susunod mo pang mga henerasyon, na patuloy akong magiging Dios ninyo. Ang kasunduang ito ay magpapatuloy magpakailanman. 
GEN.17.8	Mga dayuhan lamang kayo ngayon sa lupain ng Canaan. Pero ibibigay ko ang buong lupaing ito sa iyo at sa mga lahi mo. Magiging inyo na ito magpakailanman, at patuloy akong magiging Dios ninyo.”
GEN.17.9	Sinabi pa niya kay Abraham, “Ingatan mo ang kasunduan nating ito, at ganoon din ang dapat gawin ng mga lahi mo sa susunod pang mga henerasyon. 
GEN.17.10	At tungkol sa kasunduang ito, dapat ninyong tuliin ang lahat ng lalaki. 
GEN.17.11	Ito ang magiging palatandaan ng kasunduan ko sa inyo. 
GEN.17.12+GEN.17.13	Mula ngayon hanggang sa susunod pang mga henerasyon, ang lahat ng lalaking ipapanganak ay dapat tuliin pagsapit nang ikawalong araw mula nang isilang ito. Tuliin din ninyo ang mga aliping lalaki na isinilang sa tahanan ninyo at pati ang mga aliping binili ninyo sa mga taga-ibang lugar. Ito ang palatandaan sa katawan ninyo na magpapatunay na ang kasunduan ko sa inyo ay magpapatuloy hanggang wakas. 
GEN.17.14	Ang sinumang lalaki sa inyo na tumangging magpatuli ay huwag ninyong ituring na kababayan, dahil binalewala niya ang kasunduan ko.”
GEN.17.15	Sinabi pa ng Dios kay Abraham, “Tungkol naman sa asawa mong si Sarai, hindi mo na siya tatawaging Sarai, kundi mula ngayon ay Sara
GEN.17.16	Pagpapalain ko siya at bibigyan kita ng anak sa pamamagitan niya. Magiging ina siya ng maraming bansa, at ang iba niyang mga lahi ay magiging hari.”
GEN.17.17	Nang marinig ito ni Abraham, nagpatirapa siya 
GEN.17.18	Sinabi niya sa Dios, “Kung ganoon po ang mangyayari, nawaʼy pagpalain nʼyo rin po ang anak kong si Ishmael.”
GEN.17.19	Sumagot ang Dios, “Ang totoo ay ito: Ang asawa mong si Sara ay manganganak ng lalaki at papangalanan mo siyang Isaac.
GEN.17.20	Tungkol naman kay Ishmael, narinig ko ang kahilingan mo para sa kanya. Pagpapalain ko siya at bibigyan ng maraming lahi. Magiging ama siya ng 12 pinuno, at ang mga lahi niya ay magiging mga tanyag na tao.
GEN.17.21	Kaya lang, ang kasunduan ko sa iyo ay tutuparin ko lang kay Isaac 
GEN.17.22	Umalis ang Dios pagkatapos niyang sabihin kay Abraham ang mga ito.
GEN.17.23	Sa mismong araw na iyon, tinupad ni Abraham ang iniutos sa kanya ng Dios. Tinuli niya ang anak niyang si Ishmael at ang lahat ng lalaki sa kanyang sambahayan: ang mga aliping isinilang sa tahanan niya at ang mga aliping binili niya. 
GEN.17.24	Si Abraham ay 99 na taong gulang nang tuliin siya, 
GEN.17.25	at si Ishmael naman ay 13 taong gulang na. 
GEN.17.26+GEN.17.27	Sa mismong araw na iyon na nag-utos ang Dios na ang lahat ng lalaki ay dapat tuliin, nagpatuli si Abraham at si Ishmael pati ang lahat ng alipin ni Abraham na isinilang sa sambahayan niya at ang mga alipin na binili niya sa mga taga-ibang lugar.
