MAT.1.1	Tèntə diʼ təzhiʼ tə vətìʼ Yesò Klistò, wàyn Devìt yì a tìʼì wen ndiʼ Ablaham. 
MAT.5.22	Ma be sə gàʼà à ghə̀ŋ luwen la no ndò a ghə̀ fwisə̀ tyin à lèmə̀ wen və le sòʼ wen, à te no ndò tè lèmə̀ wen la, ‘Kəfo kə maʼa kènkə!’ mu və lu dyʉ̀ nə̀ wen a shɨ ntsèntə̀ viʼi nsoʼ. A be tè no mə ndò tè lèmə̀ wen la, ‘Kəndzɨ̀ŋtə̀ kə kəfo kènkə!’ mu ghə̀ zì ghə̀ pfʉ̀ a zhìʼ byɨ ghə̀. 
MAT.5.23	Kə mu sə diʼ la wù sətsèn ndyʉ̀ əku kəku a kəbaŋ kə kəku ə kwòʼtə̀ a ji la lèmə̀ wù fwisə̀ tyin à wù, 
MAT.5.24	wu ghʉsə kəku a kì tò a kəshi ayì bwènə̀ dyʉ̀ shɨ̀tə̀ nyʉ̀ ve wen mibu bwènə̀ vi ku kəku kə a kì à Nyìngòŋ. 
MAT.5.25	Wìʼ sətsèn nkiʼ kənyʉ̀ wenə wù lyɨ̀ wù dyʉ̀ nə̀ wù a nsoʼ wu zàŋsə̀ shɨ̀tə̀ nyʉ̀ ghə̀ wen ghə̀ŋ bu dyʉ̀ a jì, à bwen alì mu ghə̀ a dyʉ̀ ə ku wù à wù soʼo nsoʼsə ghə̀ chòsə̀ kù wù à wìʼ yi a ghə̀ shwìnə̀ viʼi, ghə̀ wye wù a ngə̀ŋ mfɨŋ. 
MAT.5.26	Mà gàʼà ghə̀ŋ nəmwèʼè la kə sə tsèn chò alì wù à fàŋ tò a ngə̀ŋ mfɨŋ a yi əzaʼa fa tʉʼ a wù a lòʼ ko wìʼ a yì no tsèm.”
MAT.5.27	Ma zhʉ li ando və nlù gàʼ la,“Kə wìʼ à tsì nə̀ wi wìʼ ko nə̀ lɨm wìʼ.” 
MAT.5.28	Ma sə gàʼà à ghə̀ŋ luwen la no ndò a ghə̀ ki wi wìʼ shə̀mtə dìʼ mu ghə̀ tsili nəwen à wen a kwòʼtə̀. 
MAT.5.29	Shɨ kwoŋ toghə wù sə tsen nè la wù ne mbyɨ, wu tòŋ shìsə̀ màʼà. Kə bòŋ la wù gho shə wèn wù tsen ghə̀ mùʼ əchò la və mòʼ wen wu no tsèm a zhìʼ byɨ ghə̀. 
MAT.5.30	Kəvu kə kwoŋ toghə wù sə tsen nè la wù nè mbyɨ wù tyin màʼà kə boŋ la wù gho shə wen wù tsen ghə̀ mùʼ əchò la və mòʼ wen wu no tsèm a tì zhìʼ byɨghə.
MAT.5.31	Və be nlù gàʼ la,“No ndò sə tsèn dzɨ̀m wì wen, ghə̀ diʼ ku ŋwàʼlə̀ à wen a ghə̀ dìʼì la ghə̀ dzɨ̀mə̀ li wen.” 
MAT.5.32	Ma be sə gàʼà à ghə̀ŋ luwen la no ndò a ghə̀ sə tsèn dzɨ̀m wì wen à bwen tò la wùwì a yì jèʼtə̀, wùwì ayì be dyʉ̀ làm kədyàŋ mu wùlɨm mbì yì ne li la wùwì ayì kwàʼ soʼ lam, bè nè la wìʼ a ghə̀ lamə wùwì ayì tsili nə̀ wì wìʼ.
MAT.5.33	“Ghə̀ŋ be zhʉ ando à ndiʼ a mbì və gàʼ à viʼi la, ‘Wù ghʉ kənyʉ̀ ghə̀ Nyìngòŋ kə wù à fàŋ ke nè.’ 
MAT.5.34	Alì mà gàʼ à ghə̀ŋ luwen la, kə wìʼ à kàyn a zhʉ a ghə̀ ghʉ kənyʉ̀ no fa mpfen. Kə wìʼ à kàyn a zhiʼi Nyìngòŋ a kàŋ byiʼàndo kàŋə diʼ kəfoyn kə fòyn Nyìngòŋ. 
MAT.5.35	Kə wìʼ à kàyn a nsè byiʼàndo à kiʼ kəshi kì a Nyìngòŋ tomtə̀ aghʉ wen tsu. Kə wìʼ lu kàyn a Jelusalèm byiʼàndo à diʼ ntə̀ʼ Nyìngòŋ a diʼì fòyn ghoʼo, 
MAT.5.36	Kə wìʼ à kàyn tè bè a kətʉ kə wen byiʼàndo ghə̀ zì kò ghə̀ lə nè la nyɨ̀ŋ muʼ fa tsu fɨf kò la ghə̀ fen. 
MAT.5.37	Kənyʉ̀ kə ndiʼ wù byɨmə, wù byɨmə tò byɨmə, ndiʼ wù tènsə, wù tènsə tò tènsə. A sətsèn wu be nkwʉʼsə kənyʉ̀ à yì a kətʉ mu kə lù fà Deblə̀.”
MAT.5.38	“Ghə̀ŋ be nzhʉ̀ ando və bè gàʼà la, ‘Wìʼ tòs ə shɨ wu, wù bè tòs ghə̀ wenə, ghə̀ tsuʼu soŋ wu, wù boŋ tsuʼ ghə̀ wenə.’ 
MAT.5.39	Alì mà sə gàʼ à ghə̀ŋ luwen la, Kə wìʼ lù shəmə kənyʉ̀ a wìʼ nè shwe à wù. Wìʼ ghòm kəgə̀ʼ kə kwoŋ toghə wù, wu bwènsə̀ diʼ kə kwoŋ nànkwè ghə̀ be ghòm.” 
MAT.5.40	Wìʼ kəŋə somə wù əshi ndisə shì a wù mòʼò a tyin, wù ku boʼsə wenə kəgwʉ̀nə̀ kə̀ʼ. 
MAT.5.41	Wìʼ ghaʼ wù a kədyòʼ la wù byèʼè kəmbò kə wen ə jèʼ mal muʼ, wù byèʼè wu jèʼè və mal və bò. 
MAT.5.42	Wìʼ loyn kəfo fà wù, wù ku, kò ghə̀ choʼo tè choʼo wù ku tò ku.
MAT.5.43	“Ghə̀ŋ be nzhʉ̀ ando və nlù gàʼ la ‘Kòŋə viʼi ndoŋsə wù ə bàyn viʼi kəbàyn wù.’ 
MAT.5.44	Alì mà gàʼà ghə̀ŋ luwen la ghə̀ŋ kòŋ viʼi kəbàyn ghə̀ŋ ə jɨ̀m à viʼi vyi a və tsuʼu aghʉ ghəŋə. 
MAT.5.45	Ghə̀ŋ nè tò alì ndi ne ndiʼ vunə Tìʼ ghə̀ŋ yì a ghə̀ diʼì a kaŋ byiʼàndo ghə̀ŋ nè chwìchwì baynə a kətʉ viʼi və byɨvə bènə̀ viʼi və jùŋ və be nè ghʉ vì a kətʉ viʼi a və nè njùŋ be vì a kətʉ viʼi a və nè mbyɨ. 
MAT.5.46	Ghə̀ŋ sətsèn kòŋə̀ tò viʼi vyi a və kòŋə̀ ghə̀ŋ, Nyìngòŋ lu ku mòʼtə̀ jùŋ ghə̀ à ghə̀ŋ byìʼì ghò? Gàʼ a kò viʼi vyi a və tinə kənsè nè tò ndə̀ŋndəŋ? 
MAT.5.47	Ghə̀ŋ sətsèn toŋtə̀ tò ndoŋ shəŋsə, nə̀ nkwoŋ tsu à ndiʼ ghò? Gàʼ a kò tè viʼi vyi a və ko kɨ Nyìngòŋ be nè tò ndə̀ŋndəŋ kənyʉ̀? 
MAT.5.48	Ntsìnə̀ shəŋsə diʼ ŋwòʼə̀ ando ntsìnə̀ Tiʼi ghə̀ŋ a kàŋ ŋwòʼə̀.”
MAT.6.1	“Ghə̀ŋ tùʼmə̀, la kə ghə̀ŋ a nè nyʉ̀ jùŋ və a zhìʼ Nyìngòŋ tò byìʼì ando ghə̀ŋ kəŋ la viʼi yen ghə̀ŋ. Ghə̀ŋ sə tsèn nè ali, kò Tìʼ ghə̀ŋ a ghə̀ dìʼ a kaŋ lə ku mòʼtə̀ à ghə̀ŋ.
MAT.6.2	“Kə diʼi la, à sətsèn wù ku kəfo a wìʼ a ghə̀ ko kiʼi, kə wù lyɨ kənyʉ̀ kì, njèʼè shə̀ʼtə̀. Viʼi vyì a və wamə wamə ne ənyʉ̀ ə ne və sə jèʼè shə̀ʼtə̀ tò ali nfosə ji nə̀ aloʼ ntsèntə̀sə ndi viʼi ə bwomsə vəwenə. Ma gaʼa a ghə̀ŋ nəmwèʼè la viʼi a venə sə dìʼ mù və kɨ li mwetə əmòʼtə ə vəwenə. 
MAT.6.3	Wù lyi kəfo ə̀ ku a wìʼ a ghə̀ ko kiʼ, wu ku a jì no te wù jèʼè ə wù ə ko a kɨ. 
MAT.6.4	Kə la diʼi la wù lyɨ kəku, kə wù a ku byìʼì ando wù kəŋ la viʼi yen. Wù ne alì, ə Tìʼ wù yi a ghə̀ yenə ənyʉ̀ ə nlyòmtə və ne ku əmòʼtə ə wu.
MAT.6.5	“Ghə̀ŋ nə̀ sə jɨ̀m, kə ghə̀ŋ ə wamə ne a diʼ viʼi vətsenəvə. Vəwenə ə kòŋ ə nlù ə tɨmə a aloʼ ntsèntə̀sə jɨ̀mə̀, bè jèʼè jɨ̀mə̀ a mbyɨ̀sə jì sə, kəŋ la viʼi ə̀ nchò yen vəwenə. Ma gaʼa a ghə̀ŋ nəmwèʼè la viʼi a venə sə dìʼ mù və kiʼi li mwetə əmòʼtə ə vəwenə. 
MAT.6.6	Wù nə̀ sə jɨ̀mə̀, wu bòŋsə lye kəshi kə lyomtə kə ə jɨ̀m a Tìʼ wù yi a və ko yenə. Wù jɨm ali, à Tìʼ wu yi a ghə̀ yenə nyʉ̀ kə nlyòmtə nè ku mòʼtə̀ ə wu.
MAT.6.7	“Ghə̀ŋ sə ə jɨ̀m, kə ghə̀ŋ faŋ mu sə ə kwòʼtə no ghò gàʼa tò gàʼa bè gàʼa zomtə a nə̀ viʼi vyì a və ko kɨ Nyìngòŋ. Vəwenə ə ne və sə kwòʼtə̀ la Nyìngòŋ ə zhʉ əjɨ̀m ə vəwenə byìʼì ando vəwenə ə gaʼa ə lòtə̀. 
MAT.6.8	Kə ghə̀ŋ ə shəmə vəwenə byìʼì ando ghə̀ŋ nə̀ sə ə njɨ̀mə̀, mu Tìʼ ghə̀ŋ sə kɨ kəfo kì a ghə̀ŋ kəŋ. 
MAT.6.9	Ghə̀ŋ sə ə jɨ̀m, ghə̀ŋ ə̀ jɨ̀mə a jì ghèn alə̀ la:
MAT.6.9	‘Tìʼ yes a wù diʼ a kàŋ,
MAT.6.9	ne viʼi ə kuʼsə zhiʼ ə wu,
MAT.6.10	ne və yen əfòyn ə wu,
MAT.6.10	ne mbyì ghèn ə̀ jèʼè to ndo wù kəŋ to ndə̀ŋndəŋ ando wù ne li a kaŋ.
MAT.6.11	Zhis yès layn ə be zhis yès no mətsi ntsèm.
MAT.6.12	Lyesə ku ənyʉ̀ ə byɨvə ə yès,
MAT.6.12	tò ndə̀ŋndəŋ ando yès ə lyèsə̀ ku no ndò yì a ghə̀ ne mbyɨ a yès.
MAT.6.13	Kə wu ghʉsə ə mwòmsə ə vi a yès,
MAT.6.13	bwoŋsə yes fa ənyʉ̀ ə byɨvə.
MAT.6.13	Byìʼì ando əfòyn ə wu ə soʼo tò wù, à kiʼì tò wù kiʼi kədyòʼ, nə̀ ə bayn ə ghoʼ ghə to məzhʉ ntsèm. Amèyn.’
MAT.6.14	“Ghə̀ŋ sətsèn ə lyèsə̀ ku ənyʉ̀ ə byɨvə vyi a viʼi ə nè a ghə̀ŋ, a Tìʼ ə ghə̀ŋ yi a ghə̀ diʼì a kaŋ ne boŋ lyèsə̀ ku vəŋə. 
MAT.6.15	Ghə̀ŋ sətsèn ə faŋ ke lyèsə̀ ku ənyʉ̀ ə byɨvə ə viʼi, ko Tìʼ ghə̀ŋ ne boŋ lyèsə̀ ku vəŋə.
MAT.6.16	“Ghə̀ŋ sə ə bamə əchʉ̀, kə ghə̀ŋ ə nkə̀ʼə̀ a shinsə a nshinsə ando viʼi kəmbɨ̀lə̀ nə̀ nè. Vəwenə nə̀ sə ə bamə əchʉ̀, vəwenə sə kasə əkə̀ʼ ndi viʼi ə nyenə. Ma gaʼa a ghə̀ŋ nəmwèʼè la viʼi a venə sə dìʼ mù və kiʼi li mwetə əmòʼtə ə vəwenə. 
MAT.6.17	Ghə̀ŋ sə ə bamə əchʉ̀, ghə̀ŋ sə shʉ̀ təkə̀ʼ təŋtə, sàsə̀ ətʉ vəŋə, 
MAT.6.18	ndi viʼi ə ko və à kɨ la kə diʼ ali, bamə chʉ̀, a kɨ tò Tìʼ ghə̀ŋ yi a və ko yenə. Ghə̀ŋ nè ali, Tìʼ ghə̀ŋ yi a ghə̀ yenə ənyʉ̀ ə nlyòmtə̀ və nè ku əmòʼtə ə ghə̀ŋə.
MAT.6.19	“Kə ghə̀ŋ ə bàʼtə ə ghʉ əghoʼ a ghə̀ŋ a loʼ a nsè a shə̀. A diʼ kəshi mu nkasə zizi sə lo ə fo a vyi, tsenə və baŋ ə byɨf, mu vətsoŋ zi ə və bè kwaʼ ngə̀ŋ ə kwen tsoŋ. 
MAT.6.20	Ghə̀ŋ ə bòŋsə baʼtə ghʉ əghoʼ ə ghəŋə a kaŋ. A diʼ kəshi mu nkasə zi ko və lə pfiʼ kəfo akì, mu və zizi ko və lu bàŋ, mu vətsoŋ zi ko və lə kwaʼ ngə̀ŋ ə kwen ə tsoŋ. 
MAT.6.21	Əghoʼ ə wìʼ ə diʼ no fe, ə kətʉ kə wen sə diʼ tò tsu.
MAT.6.22	“Ashɨ ə wìʼ ə diʼ to nə̀ làm a wen a wèn. Ashɨ ə wu sətsèn ə ndiʼ a nkàyn, ə wenə wu ə tsèm sə diʼ nə̀ baynə. 
MAT.6.23	Ali, mu ashɨ a wu sətsèn ə faŋ ke ndiʼ a nkàyn, wù a jèʼè tò a ntìntìn mfɨnə̀ nə̀ wenə wu no tsèm. Ke la diʼi la ashɨ ə wu sətsèn ə nə̀ faŋ ke ku bayn no fa mpfen, ə wù a ndiʼ no a ntìntìn mfɨnə̀ ə kaynə!
MAT.6.24	“Wìʼ ə zi ko ghə̀ lə ə ndìʼ wù ə shyèʼ a viʼi və bò. Kə diʼ ali, a ghə̀ a bàynə̀ ghə̀ mùʼ kòŋ ghə̀ tsen; ali, ghə̀ nə̀ ngumlə̀ əmùʼ to fa əzhʉ. Wù zi ko wu lə shwèʼ a Nyìngòŋ bè shwèʼ a ə ko.
MAT.6.25	“Ma sətsèn ə nə̀ ə gàʼa a ghə̀ŋ la, kə ghə̀ŋ ə kàynə mbyì kùmə̀ ntsìnə̀ ghə̀ŋ. Kə wìʼ ə fa ghə̀ŋ ne kàynə mbyì la yi ne zhɨ gho a, yi ne nyʉ̀ gho a kò la yi ne mòʼ gho a yi əwen a. Wu la gàʼa la ntsìnə̀ ə wìʼ ə nə̀ ko chò fozhɨvə a, əwen ə wìʼ ə ko chò ndisə a? 
MAT.6.26	Ghə̀ŋ ki li to no mənyin mèn a mə tàynə chò a kaŋ, la mə ko lə wye fozhɨvə, ko mə lə mpfi, ko mə ghʉ kəfo akàŋ, ali Tìʼ ghə̀ŋ yi a ghə̀ diʼì a kaŋ ə lu zhis vəwenə tò zhis. Gaʼa ko ghə̀ŋ kuʼmə chò mənyin na mèn? 
MAT.6.27	A lè diʼ no ndò fà ghə̀ŋ a ntìntìn a ghə̀ zì ghə̀ kwʉʼsə ngʉʼsə wen a mbyi fambwo ghə̀ kaynə mbyi a?
MAT.6.28	“Byìʼì gho a ghə̀ŋ kayn mbyì byìʼì ndisə a? Ghə̀ŋ ki li to ndo əlaŋ ətoʼ ə kwi kuʼ atoʼ, bè tu a. Kò ghə̀ təmə ə shwèʼ kəfo kò la tas ə ndisə ə nə̀ mòʼ. 
MAT.6.29	Ma ə gàʼa a ghə̀ŋ la, no mə fòyn Sòlomùyn be nə̀ əghoʼ yi a ghə̀ ə nkiʼ no ə tsèm ə ko lu ə lafə zaʼa a kəlaŋ kə mùʼ a ntìntìn əlaŋ a venə. 
MAT.6.30	Nyìngòŋ lə̀ sətsèn mu nlafsə nkàyntə agəŋ ə ətoʼ layn alə̀, ətʉʼʉ ə diʼ sə layn a boʼòngə̀ŋ ə və chom ə nyùʼ, ghə̀ bè ne lafsə no ghə̀ŋ ale a? Ghə̀ŋ a bwaʼ gho a ghə̀ŋ byɨmə alə̀ a?
MAT.6.31	“Kə ghə̀ŋ ə kaynə mbyì bèmə la, ‘Yès ə ne zhɨ gho a, yès ə ne nyʉ gho, yès ə ne mòʼ gho lo?’ 
MAT.6.32	A nyɨŋ viʼi vyì a və ko kɨ Nyìngòŋ fa bàm ə fo a venə, ali Tìʼ ghə̀ŋ a kaŋ ə kɨ la ghə̀ŋ kəŋ fo a venə. 
MAT.6.33	Ghə̀ŋ cho ambì ə mwòmsə to ə ndiʼ nti a nkayn to nə̀ viʼi vyì a və ntsi ati əsoʼ ə Nyìngòŋ, ə ndi ghə̀ ne ku kwùʼsə̀ fo a venə no ə tsèm a ghə̀ŋ. 
MAT.6.34	Kə ghə̀ŋ be nkàyn mbyì byìʼì boʼòngə̀ŋ byìʼì ando ngəʼ ə boʼòngə̀ŋ ə kwʉʼ tò a boʼòngə̀ŋ. No kətsi kə ko nə̀ kiʼi ngəʼ, ghə̀ kwʉʼ tò a kətsi a kì.
MAT.7.1	“Kə ghə̀ŋ ə soʼo viʼi ndi kə və lə soʼ ghə̀ŋ. 
MAT.7.2	Ghə̀ŋ sətsèn ə̀ soʼo viʼi no te a jì ko, və lə boŋ soʼ ghə̀ŋ tò ali. Ghə̀ŋ sə ə soʼo ə wìʼ ə shyèʼ wen no nə̀ nshyèʼ ə ko, və lə be le shyèʼ ghə̀ŋ tò nə̀ nshyèʼ a yì. 
MAT.7.3	Byìʼì gho a wù ki tò fəfolə̀ fifə a fə diʼ əshɨ ə lèmə̀ wu, alì ke nyenə mpfì ə fəkòʼ fì a fə diʼì a wu əshɨ a? 
MAT.7.4	Fa ali, wù la zi ə wù gàʼa ale a lèmə̀ wu la, ‘Kəʼə mà shisə fəfolə̀ fifə fa wu əshɨ,’ a diʼ ali kiʼ no mpfì ə fəkòʼ a wu əshɨ a? 
MAT.7.5	Wìʼ ghèn a ghə̀ wamə wamə ne ənyʉ̀ alə̀! Shisə kəmpfì fə fəkòʼ fì a kə diʼ a wu əshɨ li, ghə̀ layn ə ndi wù kɨ ə yen fəfolə̀ fifə a fə diʼ əshɨ ə lèmə̀ wu.
MAT.7.6	“Kə wu le lyɨ̀ kəfo kə ŋwoʼkə ə moʼ a bʉsə. Wù ne ali, sə a bwənsə ə bè lɨmlə tò wù. Kə wu le lyɨ̀ kəfo ə kyəkə ə ku a və ankwʉnyàm. Wù ne tə ali, və zi və be tuʼlə tò na aghʉ.
MAT.7.7	“Ghə̀ŋ ə bèm tò bèm ə ndi ghə̀ ne ku a ghə̀ŋ, kəŋ tò kəŋ ə ndi ghə̀ŋ ne yen, kùmtə tò kùmtə, a ghə̀ ne boʼ a ghə̀ŋ. 
MAT.7.8	Byìʼì no ndò a ghə̀ bèm, və a ku à wen, no ndò a ghə̀ kəŋ, ghə̀ à yen, à be kùmtə̀ no ndò kùmtə̀ chʉ̀ ngə̀ŋ və à boʼ à wen. 
MAT.7.9	A diʼ ndo a ghə̀ŋ a ntìntìn a wàyn wen bèmə fozhɨvə ə ghə̀ ku nguʼ a wen a? 
MAT.7.10	A bwen à lì, ghə̀ bèm shʉ, ə ghə̀ ku zhù a wen a? 
MAT.7.11	Viʼi və byɨvə alə̀ to nə̀ ghə̀ŋ lə sətsèn ə nə̀ kɨ ə ku fo ə jùŋvə a vunə, no Tìʼ ghə̀ŋ a kaŋ a faŋ ale ke ku fo ə jùŋvə a viʼi vyì a və bèm a wen a?
MAT.7.12	“Kə diʼ la ghə̀ŋ ə ne no ghò yi a viʼi a ghə̀ŋ kòŋ la və ə ne a ghə̀ŋ. Əkenkə ə diʼ kətʉ kənyʉ̀ kì a Əsoʼ ə Mosìs nziʼi. Nshə̀ʼtə̀sə ghoʼkə sə ə tsentə gàʼa.
MAT.7.13	“Ghə̀ŋ ə kwenə akəshi əfòyn ə Nyìngòŋ jì ə chʉ ngə̀ŋ ə faʼsə ghə̀, byìʼì ando ə chʉ ə ghoʼo ə kwenə tò akəshi kəbyɨkə. Ji yi a ghə̀ dyʉ̀ akəshi kəbyɨkə ə diʼ ə ghoʼ tò alə̀, chò no a nkàyn. 
MAT.7.14	Alì, əchʉ̀ ə mbàyn yi a ghə̀ dyʉ̀ akəshi kəbwòŋ ə faʼsə no alə̀, ji yi a ghə̀ dyʉ̀ tsu ə tyetə no alə̀, viʼi və ghoʼvə ko yenə.
MAT.7.15	“Ghə̀ŋ ə tùʼmə̀ byìʼì nshə̀ʼtə̀sə ndzɨŋsə. Və nè sə ə vi a ghə̀ŋ, ə kə̀ʼ akəʼ to nə̀ byisə njɨ̀ alì a diʼ to no nyamsə kəbo. 
MAT.7.16	Və yenə kɨ fəkòʼ byìʼì ashɨ yi a fe kumə. Və ko təmə kwòŋ ashɨ kəbvèm fa fəkòʼ fə ndzoŋsə kò və ntəmə boŋtə lamsə lwi fa toʼ kənwìʼtə. 
MAT.7.17	Kə la diʼ to ndə̀ŋndəŋ to nə̀ fəkòʼ fə jùŋfə ə kumə tò ashɨ ə jùŋ ghə̀, fəbyɨfə kumə tò ashɨ a byɨ ghə̀. 
MAT.7.18	Fəkòʼ fə jùŋfə zi ko fə kumə ashɨ a byɨ ghə̀, ko fəbyɨfə zi fə kumə ashɨ ə jùŋ ghə̀. 
MAT.7.19	A fàŋ no fəkòʼ fə ko ke kumə ashɨ ə jùŋ ghə̀, və a bvàʼ ə moʼ a zhìʼ. 
MAT.7.20	Kə la diʼ la, və ne yen kɨ nshə̀ʼtə̀sə ndzɨŋsə tò byìʼì ənyʉ̀ vyi a vəwenə ə ne.
MAT.7.21	“A ko diʼ viʼi və tsèm a və a laʼtə tò alə̀ dzàŋ mo la ‘Bobo, Bobo,’ a və lə kwen akəshi yi a Nyìngòŋ ə soʼo əfòyn ə wen tsu a kaŋ. A lə kwenə tò vyi a və dzàŋ ali bè ne to ando kwòʼtə ə Tìʼ ghom a kaŋ ə kəŋ. 
MAT.7.22	A lə ndiʼ a kətsi yi a zhʉ Nyìngòŋ soʼo ə mbyì, ə viʼi və ghoʼvə ə bèm a mo la, ‘Tìʼ, Bobo, a ko yès ə nshə̀ʼtə̀ kənyʉ̀ kə Nyìngòŋ a wu a zhìʼ a? A ko yès ə ndzɨ̀mə̀ shisə əzhwì ə byɨvə fa əwen ə̀ viʼi bè ne ənyʉ̀ ə kàynə və tsenəvə, no ghoʼo tò a wu a zhìʼ a?’ 
MAT.7.23	Ə zhʉ a yi a mà gàʼa laynsə a vəwenə la, ‘Ma ko təmə nkɨ ghə̀ŋ a viʼi ənyʉ̀ ə byɨvə venə. Ghə̀ŋ lu fa a mò ashɨ!’
MAT.7.24	“Kə lə diʼ la no mə ndo yi a ghə̀ zhʉ̀tə̀ ənyʉ̀ venə a mà gàʼ lə ə ne to ando mà gàʼa ghə̀ a diʼ to ndo wù ə tofə yi a ghə̀ nlu sə ə əbwom ngə̀ŋ wen ə wye kəchɨ ki nə̀ nguʼsə, 
MAT.7.25	əwʉ ə lu shiʼi, mu mə to mə fʉ ə cho ə ngə̀ŋ, no əfwofə ətoghə ə cho be nə̀ʼ, alì ngə̀ŋ a yi ə faŋ ko ghə̀ lu bə̀ykə̀ byìʼì ando kəchɨ ki ə ndiʼ mù və wye nə̀ nguʼsə.
MAT.7.26	“Alì, mu a zhʉ̀ no ndo zhʉ ənyʉ̀ ə vwomə a venə a mà gàʼa la ə mù faŋ ke ne to ando mà gàʼa, ghə̀ nə̀ ndiʼ to nə̀ kəndzɨ̀ŋtə̀ kə wìʼ kì a kə nlu lyɨ̀ ngə̀ŋ wen ə dyʉ̀ bwom a kətʉ kə kəsese, 
MAT.7.27	əwʉ ə nlu shiʼi, mu mə to mə fʉ ə cho ə ngə̀ŋ, no əfwofə ətoghə cho ə be nə̀ʼ ngə̀ŋ a yi, no a zhʉ ko ghə̀ fəŋ no əfəŋ ə fàynsə ghə̀.”
MAT.7.28	A sə diʼ to ando Yesò ziʼì mwetə ənyʉ̀ na venə, ə chʉ zɨm ənòyn ə viʼi vyi, 
MAT.7.29	byìʼì ando ghə̀ ə ko ziʼi to ando ndìʼsə̀ sə əsoʼ ə vəwenə. Ghə̀ ə nziʼi to nə̀ wìʼ a ghə̀ nkiʼ adyòʼ.
MAT.8.1	A ndìʼ ando Yesò mbwènə̀ shiʼi fa kwi pfen, nòyn viʼi sə jèʼè fà wen a bàm. 
MAT.8.2	Wù kənsòtə̀ tsen vì ə gwʉ̀ʼtə alwi wen ashɨ Yesò ə gàʼ à wen la, “Wù sətsèn kòŋ wù chʉʼ mo.”
MAT.8.3	Yesò nàʼsə̀ kəvu kə wen ə kùmsə̀ wen ə gàʼ la, “Kə diʼ ando wu gàʼà, to fa kwaʼa ghèn.” No a zhʉ̀ kò, kənsòtə̀ a ki mè fà a wen. 
MAT.8.4	Yesò mù gàʼ à wen la, “Kə wù a mwòm əshə̀ʼtə̀ kənyʉ̀ a kə cho à wìʼ. Alì dyʉ̀ ə dìʼ wen wu à pfem ngə̀ŋ Nyìngòŋ be ku kəku kì a soʼ Mosìs ngàʼa la wìʼ to fa kənsòtə̀, ghə̀ ku kəku ndi viʼi kɨ la wù to li.”
MAT.8.5	A ndiʼ ando Yesò njèʼè dyʉ̀ kwen a ntə̀ʼ Kàbanùm, kətʉ kə vəsugyèʼ və Luma kə tsen kə vì ə sènsə wen gàʼà la ghə̀ gyamtə wen. 
MAT.8.6	“Bobo, wu shyèʼ mò nyəŋ a ngə̀ŋ mu ghə̀ kwaʼkə li kèn la ghə̀ kiʼi ji ə jèʼè, be zhʉ zaf no nànto.”
MAT.8.7	Yesò gàʼ à wen la, “Mà vì əchʉʼ wen.”
MAT.8.8	Kətʉ kə vəsugyèʼ kì bwènsə̀ gàʼ la, “Bobo, mà ko kwʉʼ wù kwen à mò a ngə̀ŋ. Alì gàʼa tò gàʼa la wù shyèʼ mò to, a ghə̀ a to. 
MAT.8.9	Mà gàʼà alə̀ byìʼàndo ma shyèʼè a tyì viʼi be kiʼ, vəsugyèʼ à mò a tyì. Ma gàʼ à ghèn la, ‘Dyʉ̀,’ ghə̀ dyʉ̀ tò dyʉ̀, gàʼ à ghə̀ tsen la, ‘Vi,’ ghə̀ vi tò vi. Ma be gàʼ à wù shyèʼ mò la, ‘Ne alə̀,’ ghə̀ be nè tò nè.”
MAT.8.10	Yesò zhʉ kənyʉ̀ kèn ə sə diʼ nə̀ kaynə ə gàʼ à viʼi vyì a və jèʼè fa wen bàm lì la, “Ma gàʼ à ghə̀ŋ nəmwèʼè la, mà ko tɨmə yen wìʼ, a ghə̀ kiʼi nkì byɨmə ghənə, a loʼo Islel. 
MAT.8.11	Ma gàʼ à ghə̀ŋ la viʼi lu fʉ̀, no və ghoʼo fa təshə tə mbyì tèntə no tə̀ tsèm ə vì ŋwʉʼ a kəshi kə kəzhɨkə a kəshi kə fòyn Nyìngòŋ wenə̀ və Ablaham nə̀ Izìk bènə̀ Jàkob. 
MAT.8.12	Və lu bòŋsə̀ dzɨ̀m vunə ntuʼ vyì a və diʼ ndiʼ tsu, ə vəwenə fʉ̀ dyʉ̀ a tyì kəbəŋ kəfenəkə a və ne ndì sə̀ʼtə̀, pfiʼ asoŋ vəwenə.” 
MAT.8.13	Yesò gàʼ alì mù gàʼ à kətʉ kə vəsugyèʼ kì la, “Pfwo dyʉ̀. Və ne nè no ghò yì a wù byɨmə la mà zì mà nè à wù.”
MAT.8.13	Tò a zhʉ ayì və chʉʼ, wù shyèʼ wen a yì.
MAT.8.14	Yesò nə̀ jèʼè dyʉ̀ kwen a ngə̀ŋ Bità ə yen chì Bità ə wùwì nkwaʼa nə̀ fiba ə to. 
MAT.8.15	Ghə̀ kùmsə̀ kəvu kə wen, wen tsuʼghə ayì mè tò a zhʉ ayì. Ghə̀ lù sə shɨ̀tə fozhɨvə, Yesò zhɨ.
