MAT.1.1	Neꞌeŋa a Yesu one a David yaaŋ, ka a Abraham yaaŋ la yaanam yela. 
MAT.6.27	Anoꞌone be ya sisoogine na tunꞌe n paas o waꞌalim biꞌela one yaꞌamsid la zugo?
MAT.6.28	“Ka bozug ka ya yaꞌamsid ne ya fuud yela? Tenꞌesimi mopuum venla bane be moogin la n nobugid siꞌem la. Ba pu tumne bee nwiid gumne. 
MAT.6.29	Amaa m yeti ya ye, baa naꞌab Solomon ne o naꞌam la wusa, o da pu mor fuud ka li venl wenne nwa. 
MAT.6.30	Ka Winaꞌam yaꞌa maal mood line be moogin ka li venl, ka li ku yuuge ka bugum dii li, o ku yeeli ya fuud gaad moode? Yanam bane ka ya yadda niŋir pu zuꞌe nwa. 
MAT.6.31	Dinzugo da yaꞌamsidi n yet ye, ‘Ti na di bo?’ bee ‘Ti na nu bo?’ bee ‘Ti na yeꞌ bo?’ 
MAT.6.32	Bane ziꞌ Winaꞌam la bood nwa wusa. Ka ya Baꞌ one be arazana ni la, miꞌ ye ya bood nwa wusa. 
MAT.6.33	Amaa deŋimi n bo Winaꞌam soꞌolim ne o yelsum la yiiga, ka bun line n kpelim wusa o na paasi ya. 
MAT.6.34	Dinzugo da tenꞌesidi bedego beug yelaa, bozugo beug na tenꞌes li meŋ yela. Keli ka dabisir wusa more li yel ka li siak.
MAT.7.1	“Da tuꞌad nidib antuꞌa, ka Winaꞌam me ku tuꞌa ya antuꞌaa. 
MAT.7.2	Bozugo antuꞌa kan ka ya tuꞌas n tis nidib la, ala men ka Winaꞌam na tuꞌa ya antuꞌa. Ka ne makir kan ka ya mak n tis nidib la, ala men ka ya me na ti diꞌe.
MAT.7.3	“Bo ka fu nyet sauk n be fu baꞌabiig nifin, ka lee pu nyet datitaꞌar kane be fu meŋ nifine? 
MAT.7.4	Fu na niŋ wala n yel fu baꞌabiig ye, o ke ka fu yiis sauk o nifin, ka daug be fun nifine? 
MAT.7.5	Zam soba, deŋim yiis daug kane be fu meŋ nifin la yiiga, ka yuꞌun na tunꞌe nye nyain, ka yiis sauk kane be fu baꞌabiig nifin la.
MAT.7.6	“Mit ka fu zaŋ Winaꞌam bunsuma n tis baas, ka me da zaŋ kuga line venl ka ba buon ye peel la n lob kukurnam tuone. Ka ba na no ne noba, ka fendig n dol uf ye ba dum.
MAT.7.7	“Sosimi, ka ya na diꞌe. Iemi, ka ya na nye. Kabirimi, ka ba na siak ka yoꞌog n tisi ya. 
MAT.7.8	Bozugo on mekama n sosid la na diꞌe. Ka on mekama ied la na nye. Ka one kabirid la, ba na yoꞌog n tis o.
MAT.7.9	“Anoꞌone be ya saꞌan, ka o biig na sos o maꞌasir, ka o tis o kugire? 
MAT.7.10	Bee o yaꞌa sos ziŋ, ka o tis o waafo? 
MAT.7.11	Ka yanam bane a tuumbeꞌed dim la, yaꞌa miꞌ ye ya tis ya biis bunsuma, ya Baꞌ one be arazana ni la ku tisi ya bunsuma gaad alaa?
MAT.7.12	“Dinzugo yanam n bood ye nidib niŋ siꞌem n tisi ya la, yanam me niŋimi ala n tisi ba. Bozugo nwa ane Winaꞌam wada ne o nodiꞌesidib da sob siꞌem la.
MAT.7.13	“Kpenꞌemi zaꞌanoor siank, bozugo zaꞌanoor yaliŋ ne sueyaliŋ la ken ne saꞌuŋ zinꞌigin. Ka nidib bedego dol n kpenꞌed anina. 
MAT.7.14	Amaa zaꞌanoor siank la ne suebaanlig kenne nyovur zinꞌigin. Ka bane nyeti li la ane biꞌela nwa.
MAT.7.15	“Miti ziri nodiꞌesidib bane kene ya saꞌan na la. Ba sunya ni, ba ane ziri dim wuu kunduna naan lusi ba meŋ ne peꞌes gbana n kpenꞌ peꞌesin. 
MAT.7.16	Ba wela ni ka ya na baŋi ba. Naꞌaziir ku tunꞌe wel doonde. Gunꞌa ku tunꞌe wel kekamaa. 
MAT.7.17	Tisuŋ wusa welne welsuma. Ka tibeꞌed me welne welbeꞌednam. 
MAT.7.18	Tisuŋ ku tunꞌe wel welbeꞌednama. Ka tibeꞌed me ku tunꞌe wel welsumaa. 
MAT.7.19	Tikan wusa n pu wel welsumaa, ba na nwae n bas bugum poogin. 
MAT.7.20	Dinzugo ba wela la ni ka ya na baŋi ba.
MAT.7.21	“Kaꞌa nidib wusa bane buol man ye, ‘M Zugsoba, m Zugsoba’ la na kpenꞌ arazana soꞌolim nii. Amaa li ane bane tum m Baꞌ one be arazana ni boodim la. 
MAT.7.22	Ka daakan la nidib bedego na ti buꞌos man ye, ‘Zugsoba, Zugsoba, ti da pu zaŋ fu yuꞌur pianꞌa Winaꞌam pianꞌad n tis nidibaa? Ka zaŋ fu yuꞌur kad kikiris, ka tum tuumtitada ne fu yuꞌuree?’ 
MAT.7.23	Ka man na peligim poog yeli ba ye, ‘M ziꞌ ya kpan kpane. Gaadimi ka ke m, yanam tuumbeꞌed dim nwa.’
MAT.7.24	“Ban wusa n wum m pianꞌad nwa, ka diꞌedi li, bane wenne yaꞌam sob kane mee o yir kugir zugin. 
MAT.7.25	Ka saa ni. Ka kuꞌom zot. Ka pebisim daꞌae n nweꞌ yir la. Ka li pu luu, bozugo li eenbir bene kugir zugin. 
MAT.7.26	Ka bane me wum m pianꞌad nwa, ka pu diꞌe lii, ba wenne dau kane kaꞌ yaꞌam, ka me o yir titanbiꞌisug zug. 
MAT.7.27	Ka saa ni. Ka kuꞌom zot. Ka pebisim daꞌae n nweꞌ yir la. Ka li wusa lu saꞌam.”
MAT.7.28	Ka Yesu n pianꞌ pianꞌad nwa naae la, ka o paꞌalug la lidig nidib bedego, 
MAT.7.29	bozugo o paꞌali ba ne wenne one mor paŋ, ka kaꞌa wuu gbauŋmiꞌidib la paꞌan siꞌem laa.
MAT.8.1	Ka Yesu sig zuer zug na ka nidib bedego duꞌe dol o. 
MAT.8.2	Ka kukom keenn o saꞌan na igin ka yel ye, “Zugsoba, fu yaꞌa bood, fu na tunꞌe ke ka m nye laafe.”
MAT.8.3	Ka Yesu tienn o nuꞌug n siꞌis o ka yel o ye, “M bood ala, nyem laafe.” Ka yim o nye laafe ka o kukom banꞌas la bas o. 
MAT.8.4	Ka Yesu lem yel o ye, “Mit ka fu yel soꞌ. Amaa kem Winaꞌam maalmaan saꞌan ka ke ka o gos uf, ka maal maan tis Winaꞌam wuu Moses da sob ye ba niŋ siꞌem la. Ka li na paꞌal nidib ye fu nye laafe nannanna.”
MAT.8.5	Ka Yesu daa kpenꞌ Kapeenum ka Room dim sogia kpeenm kenn o saꞌan na n sos o 
MAT.8.6	ye, “M Zugsoba, m tumtum be yin n benꞌ n ponꞌolim, ka namisid hale.”
MAT.8.7	Ka Yesu yel o ye, “M na kena n tiꞌeb o.”
MAT.8.8	Ka sogia kpeenm la lebis yel o ye, “M pu suꞌum ye fu kenn man yin ne. Kudim yelim ne fu noor pianꞌauk maꞌaa, ka m tumtum la na nye laafe. 
MAT.8.9	Mam meŋ mor sogia kpeenm one soꞌe man, ka man me mor sogianam ban ka m soꞌe. Ka m yaꞌa yel soꞌ ye, ‘Kem’ o kenne. Ka m yaꞌa lem yel soꞌ ye, ‘Kem na’ o ken ne na. Ka m yaꞌa yel m tumtum ye, ‘Niŋim ne’ o niŋidne ala.”
MAT.8.10	Ka Yesu n wum la, ka li lidig o. Ka o yel nidib bane dol o la ye, “M pu nye soꞌ ka o niŋ m yadda wenne dau kaŋa nwaa, hale baa Jew dim soꞌolim nii. 
MAT.8.11	M yeti ya ye, nidib bedego na ti yi yatuon ne yanyaꞌaŋ na n zinꞌin Winaꞌam soꞌolim ni, ne ti yaanam Abraham ne Isaak ne Jakob n dit. 
MAT.8.12	Ka bane nar ye ba naan diin Winaꞌam soꞌolim faar la, ba na kadi ba kpenꞌes likin. Anina ka nidib na ti kaasid ka gaꞌad nyina.”
MAT.8.13	Ka Yesu yel sogia kpeenm la ye, “Kem kul. Ka li na niŋ wenne fun niŋ man yadda siꞌem la.” Ka saŋkan la ka o tumtum la nye laafe.
MAT.8.14	Ka Yesu keŋ Piita yin, ka nye Piita diem poꞌa ka o benꞌed ka digi ka o niŋ tul. 
MAT.8.15	Ka Yesu siꞌis poꞌa la nuꞌug ka o niŋtuulum la bas o. Ka o maal Yesu saauŋ.
MAT.8.16	Ka zaam maꞌae ka ba mor nidib bane mor kikiris la bedego n kenn Yesu saꞌan na. Ka o noor pianꞌad maꞌaa ka o kad kikiris la yiis ka tiꞌeb banꞌadnam wusa. 
MAT.8.17	Ka lin ka Azaya da sob o yela la niŋ sida ye, “O diꞌe ti niŋgbina toog ka yiisi ti banꞌas wusa.”
MAT.8.18	Ka Yesu n nye ka nidib bedego gilig o la, o yel o nyaꞌandolib la ye ba dol o keŋ beuŋ gbeug la sa. 
MAT.8.19	Ka gbauŋmiꞌid keenn o saꞌan na yel o ye, “Paꞌana m na dol uf, fun na keŋ zinꞌisiꞌa wusa.”
MAT.8.20	Ka Yesu lebis o ye, “Teŋinbumis more ba vont, ka niis more ba teed, amaa Ninsaal Biig la pu mor zinꞌig ka o na kuki o zugo.”
MAT.8.21	Ka dau yinni one a Yesu nyaꞌandol yel ye, “Zugsoba, kel ka m keŋ yiiga mumi m saam.”
MAT.8.22	Ka Yesu lebis o ye, “Dol mam ka ke ka bane pu mor Winaꞌam nyovur paal la mum kuꞌum.”
MAT.8.23	Ka Yesu kpenꞌ aaruŋin la ka o nyaꞌandolib dol o. 
MAT.8.24	Ka sisiꞌem titaꞌar gbirigi kenn beuŋin la na. Ka kuꞌopila ligil aaruŋ la. Ka Yesu gbisid. 
MAT.8.25	Ka o nyaꞌandolib keŋ nie o ka ye, “Zugsoba, ti kpiide. Faanmi ti!”
MAT.8.26	Ka Yesu lebis ye, “Yanam bane ka ya yadda niŋir pu zuꞌe la, bo ka ya zot dabiem?” Ka Yesu tans sisiꞌem ne kuꞌopila la ka li lebi maꞌae yirr.
MAT.8.27	Ka li lidigi ba wusa. Ka ba buꞌos taaba ye, “Niŋkaŋa nwa a anoꞌone, hale ka sisiꞌem ne kuꞌopila siakidi o noore?”
MAT.8.28	Ka ba paae beuŋ gbeug line a Gadarene teŋin la, ka dapa ayi bane ka kikiris doli ba yi yaadin na n tuꞌos o. Nidib zoti ba ka soꞌ pu dol anina gata.
MAT.8.29	Ka ba tans ye, “Winaꞌam Biiga, bo be tinam ne fun sisoogine? Fu kena ye fu namisi ti ka li saŋa nam pu paae?”
MAT.8.30	Ka kukurnam bedego kpiꞌe anina dit. 
MAT.8.31	Ka kikiris sos o noor ye, “Fu yaꞌa kadi ti fun ke ka ti keŋ kpenꞌ kukurnamin la.”
MAT.8.32	Ka o yeli ba ye, “Kemi.” Ka ba yi dapin la ka kpenꞌ kukurnamin la. Ka kukurnam la wusa zo kukuna ni n sig beuŋin la ka kuꞌom dii ba. 
MAT.8.33	Ka bane guri kukurnam la zo keŋ teŋ poogin yel line maal dap ayi la, ban ka kikiris daa doli ba la. 
MAT.8.34	Ka teŋ la nidib wusa yi keŋ Yesu saꞌan, ka ban nye o la, ba sos o ye o yimi ba teŋin.
MAT.9.1	Ka Yesu leŋ kpenꞌ aaruŋin la ka loꞌoŋ beuŋ la n lebi o meŋ teŋin na. 
MAT.9.2	Ka ba zaŋ dau ka o a ponꞌor na ka o dig o debirin. Ka Yesu n nye ka ba niŋ o yadda la, o yel ponꞌor la ye, “M dakoonree, kpeꞌeŋimi fu sunf, m yiisi fu tuumbeꞌed la bas.”
MAT.9.3	Ka gbauŋmiꞌidib tenꞌesidi ba sunya ni ye, “Dau kaŋa tuꞌudne Winaꞌam.”
MAT.9.4	Ka Yesu baŋ ban tenꞌesid siꞌem la, ka yel ye, “Bo ka ya tenꞌesid potenꞌebeꞌednam ya sunya ni? 
MAT.9.5	Bo a naꞌana ne man naan yelin dau la ye, ‘M yiisi fu tuumbeꞌed la bas’ bee man naan yelin dau la ye ‘Duom keŋe’?” 
MAT.9.6	Ka yel ye, “M na ke ka ya baŋ ye Ninsaal Biig mor paŋ dunia ni ye o na tunꞌe yiis tuumbeꞌed n bas.” Ka yuꞌun yel ponꞌor la ye, “Duom, zaŋimi fu debir n kul.” 
MAT.9.7	Ka o due kul. 
MAT.9.8	Ka nidib bedego la nye line naam la ka dabiem kpenꞌ ba. Ka ba zunꞌod Winaꞌam one tis paŋ kaŋa ninsaal la.
MAT.9.9	Ka Yesu yi zinꞌikan ka nye dau kan ka ba buon Mateo ka o zinꞌi lampo doogin diꞌesid lampo, ka o yel o ye, “Duom doli m.” Ka Mateo due dol o.
MAT.9.10	Ka Yesu n be yin n dit la, ka lampodiꞌesidib ne ‘tuumbeꞌed dim’ kena laꞌase dit ne on ne o nyaꞌandolib la. 
MAT.9.11	Ka Farisee dim sieba nyee li la, ka buꞌos o nyaꞌandolib la ye, “Bo ka ya paꞌan la dit ne lampodiꞌesidib ne ‘tuumbeꞌed dima’?”
MAT.9.12	Ka Yesu wumi li ka yeli ba ye, “Bane mor laafe la pu bood duꞌata, asee bane benꞌed la na bood duꞌata. 
MAT.9.13	Kem zamisi li gbin, lin da sob Winaꞌam gbauŋin siꞌem la ye, ‘M boodne nimbaanlzoor n gaad maan.’ ” Ka Yesu lem yel ye, “M pu kena ye m buol popielim dima, asee tuumbeꞌed dim la.”
MAT.9.14	Ka Joon one suud nidib kuꞌom la nyaꞌandolib kenn Yesu saꞌan na n buꞌos o ye, “Bo ka tinam ne Farisee dim lood noor saŋa mekama, ka fu nyaꞌandolib la pu looda?”
MAT.9.15	Ka Yesu buꞌosi ba ye, “Poꞌapaal zuanam na maal susaꞌaŋ poꞌadaan nan be ba saꞌan laa? Amaa dabisir na kena ka ba na yiis poꞌadaan la ba saꞌan. Saŋkan la ka ba yuꞌun na lo noor.
MAT.9.16	“Soꞌ kaeꞌ na zaŋ pien paal lig fukudugo. O yaꞌa niŋ ala pien paal la na ke ka fukudug la aans ka li na tuenn bedego.
MAT.9.17	Soꞌ men pu lied danpaal waa kudug nii. O yaꞌa niŋ ala danpaal la na ke ka waa la tans ka daam la ne waa la wusa saꞌam. Asee ba zaŋ dapaaligi n kpaꞌae su waa paalisin, ka li wusa na kpelim a suꞌuŋa.”
MAT.9.18	Ka Yesu n da pianꞌadi ba la, ka kpeenm yinni keenn o saꞌan na igin o tuon ka yel ye, “M poꞌayuꞌa kpi ka m bood ye fu kena zaŋi fu nuꞌugo siꞌis o, ka o tilig.” 
MAT.9.19	Ka Yesu ne o nyaꞌandolib due dol o.
MAT.9.20	Ka poꞌa soꞌ daa be anina n benꞌed ka ziim yuod o yuma piinayiŋa. Ka o kaae Yesu nyaꞌaŋ na n siꞌis o fuug noor, 
MAT.9.21	ka tenꞌesid ye, “M yaꞌa kulum siꞌis o fuug, m na nye laafe.”
MAT.9.22	Ka Yesu fendigi gilig n nye o, ka yel o ye, “M poꞌayua, kpeꞌeŋimi fu suunr.” Fu yadda niŋir ke ka fu nye laafe. Ka toꞌoto yim ka o nye laafe.
MAT.9.23	Ka Yesu n keŋ kpenꞌ kpeenm la yin, ka nye googinam ne nidib la wusa ka ba maan tukpeedug. 
MAT.9.24	Ka o yel ye, “Ya wusa yiimi. Bipuŋ la pu kpii, o gbisidne.” Ka ba wusa laꞌad o. 
MAT.9.25	Ka on ke ka nidib la yi la, o kpenꞌ bipuŋ la doogin n gbanꞌ o nuꞌug, ka o due. 
MAT.9.26	Ka labakaŋa nwa yadig teŋgbauŋ la wusa ni.
MAT.9.27	Ka Yesu yi zinꞌig kan la n ken, ka zunzoos ayi n dol o n tansid ye, “David yaaŋa, zomi ti nimbaanlig.”
MAT.9.28	Ka o kpenꞌ yin, ka zunzoos la keenn o saꞌan na, ka o buꞌosi ba ye, “Ya siak ye m na nyaŋe tum neꞌe?”
MAT.9.28	Ka ba lebis ye, “Eenn, Zugsoba.”
MAT.9.29	Ka o siꞌisi ba nini ka yel ye, “Kel ka li niŋ wuu ya yadda a siꞌem la.” 
MAT.9.30	Ka ba nini la lak ka ba nyet. Ka o saꞌali ba ye, “Da yel soꞌ neꞌeŋaa.” 
MAT.9.31	Amaa ba mool o labaar la teŋ kan wusa.
MAT.9.32	Ka ban da yit la, ninsieba da mor dau kan ka kikirig dol o ka o a gik ka o kenn Yesu saꞌan na. 
MAT.9.33	Ka Yesu kad kikirig la yiis, ka dau gik la pinꞌil pianꞌad. Ka li lidig soꞌ kam zanꞌa, ka ba yel ye, “Ti nam pu nye neꞌeŋa nwa buudi Israel teŋinee.”
MAT.9.34	Amaa Farisee dim la yel ye, “Li ane kikiris kpeenm la tis o paŋ ka o kati ba yiisid.”
MAT.9.35	Ka o keŋ teŋpoodin ne teŋkpemisin wusa, ka paꞌan laꞌasug doodin ka moon Winaꞌam soꞌolim labasuŋ la, ka tiꞌebid nidib ba wiim buudi buudi wusa. 
MAT.9.36	Ka o nye nidib bedego, ka zo ba nimbaanlig. Ka ba wenne peꞌes bane kaꞌ konbkemma, ka ba namisid hale ka kaꞌ soꞌ ka o na suŋi baa. 
MAT.9.37	Ka o yel o nyaꞌandolib la ye, “Poog la zood zuꞌeya, amaa tumtumnib la pood. 
MAT.9.38	Dinzugo sosim poog la sob ka o tum tumtumnib poogin la.”
MAT.10.1	Ka Yesu buol o nyaꞌandolib piinayiŋa la laꞌas taaba ka tisi ba paŋ ye ba kad kikiris, ka maꞌae banꞌas ne wiim buudi wusa. 
MAT.10.2	O Tumtumnib piinayiŋa la yuda nwa. Yiiga sob ane Simon, on ka ba buon ye Piita la, ne o pitu Andrew, ne Zebedee biis Jemes, ne Joon, 
MAT.10.3	ne Filip ne Bartolomew, ne Tomas, ne Mateo, on a lampodiꞌes la, ne Jemes, Alfeus biig, ne Tadus, 
MAT.10.4	ne Simon, o ane nidib bane bood ye Jew dim zabi ba teŋgbauŋ yolisim zug la yinni, ne Judas Iskariot, one na zam Yesu la.
MAT.10.5	Piinayi kaŋa nwa ka Yesu da tumi ba ka yeli ba ye, “Da keŋ buudi kan kaꞌa Jew dim la saꞌanee, ka da kpenꞌ Samaria dim teŋinee. 
MAT.10.6	Amaa kemi Israel dim saꞌan bane wenne peꞌebane bodig la. 
MAT.10.7	Ya yaꞌa ken, yanam moolim ye, ‘Winaꞌam soꞌolim la liꞌel ne.’ 
MAT.10.8	Ka maꞌae banꞌadnam, ka vuꞌug bane kpi, ka maal kukoma ka ba nye laafe, ka kad kikiris. Ya diꞌedne ka pu yooda, dinzugo tisimi ka da diꞌe yoode. 
MAT.10.9	Da zaŋ salima ligidi bee anzurifa ligidi bee koba ya buorisnee. 
MAT.10.10	Da zanl kolug sueren bee banaas ayi bee taꞌada bee duore. Li nar ka one tum tuuma la me di.
MAT.10.11	“Ya yaꞌa kpenꞌ teŋsiꞌa yanam iem ninsuŋ yire sig ka kpelim anina n ti paae ya yiib saŋa. 
MAT.10.12	Ya yaꞌa kpenꞌ yin la, yanam puꞌusimi ba. 
MAT.10.13	Ka ba yaꞌa diꞌe ya, yanam ke ka ya sumalisim sigi ba ni. Amaa ba yaꞌa zanꞌasi ya, yanam ke ka ya sumalisim kpelimi ya saꞌan. 
MAT.10.14	Ka yikan bee teŋkane pu diꞌe yaa bee kelisidi ya pianꞌade yanam kpaꞌasimi ya noba titan ka yi. 
MAT.10.15	Asida sida ka m yeti ya ye saria kadib daar la, teŋkan dim na nye toog n gaad Sodom ne Gomorra nidib.”
MAT.10.16	Ka Yesu lem yel ye, “M tumi ya wenne peꞌesi na be kunduna soogin. Ala zugo more yaꞌam wuu wiigi ne, ka a suꞌuŋa wenne naꞌadawana ne.
MAT.10.17	“Guꞌusimini ya meŋ ne nidib. Ba na ti gbanꞌe ya more keŋ koto ni, ka buꞌu ya ba laꞌasug doodin. 
MAT.10.18	Mam zug ba na gbanꞌe ya keŋ kpeenmnam ne naꞌanam tuon. Ka ya na tuꞌasi mam labasuŋ la tisi ba, ne buudi kane kaꞌ Jew dim la. 
MAT.10.19	Ka ba yaꞌa more ya na, da ke ka li paki ya, yaname na yel siꞌela bee yaname na pianꞌ siꞌela. Bozugo Winaꞌam Siig Suŋ na tisi ya yanam na pianꞌ siꞌel saŋkan. 
MAT.10.20	Pianꞌabane ka ya ye ya pianꞌa la, kaꞌa ya dinne. Li ane ya Baꞌ Winaꞌam Siig Suŋ one be ya ni la pianꞌad.
MAT.10.21	“Baꞌabiig na gbiꞌi o baꞌabiig n ke ka ba kuu o. Ka saamnam me na niŋ ala ne ba biis. Ka biis me na gbiꞌi ba duꞌadib n ke ka ba kuu ba. 
MAT.10.22	Ka nidib bedego na kisigi ya, man yuꞌur la zug. Ka one modig ka doli m n ti paae siꞌel mekama wusa naar saŋa, o na nye faangir. 
MAT.10.23	Ba yaꞌa namisi ya teŋ siꞌa, yanam zo toom teŋ. Mam yeti ya ne ye, ya ku nyaŋe naae ya tuuma la Israel teensin ka Ninsaal Biig la nyaan kenaa.
MAT.10.24	“Nyaꞌandol pu gati o tuon soba. Ka samkpanꞌas me pu gati o zugsoba. 
MAT.10.25	Li suꞌum ka nyaꞌandol wen wuu o tuon sob ne, ka samkpanꞌas wenne o zugsob ne. Ka ba yaꞌa tuꞌ yidaan ye o a Beelzebul, ba na tuꞌ yidim la ka li gaadi ala.
MAT.10.26	“Da zoti nidib dabiem. Siꞌel kaeꞌ ka ba ligili li ka li ku lake. Ka line suaꞌ wusa na nie paalo. 
MAT.10.27	Man yeti ya siꞌel likin nwa, asee ka ya nie li nintaŋin. Ka mane nyaꞌam siꞌel ya toba ni nwa, moolimi li dood zug ka soꞌ wusa wum. 
MAT.10.28	Da zoti dabiem ne bane kuud niŋgbina, ka ku nyaŋe ke ka siig la kpi laa. Amaa zomi Winaꞌam one na nyaŋe saꞌam niŋgbina ne siig wusa bugum teŋin. 
MAT.10.29	Ba pu kuosid niimbibisa ayi kobire? Amaa baa yinni ku lu teŋin n kpii, asee ka ya Baꞌ Winaꞌam siaki li. 
MAT.10.30	Hale zuobid line be ya zutin la, Winaꞌam miꞌi li kal. 
MAT.10.31	Dinzugo, da zoti dabiem. Ya mor nyood gaad niimbibis bedego.
MAT.10.32	“On mekama siak mam nidibin ye o doli man, m me na siak o m Baꞌ Winaꞌam tuon arazana ni. 
MAT.10.33	Ka on mekama kiꞌis mam nidibin ye o ku doli ma, m me na kiꞌis o m Baꞌ Winaꞌam tuon arazana ni.”
MAT.10.34	“Da tenꞌes ye mam kena ye m mor sumalisim dunia ni naa. Kaꞌ alaa. Li ane zabir ka man more kena. 
MAT.10.35	M ken la zug ane ye, ‘biribis zab ne ba saamnam, ka bipumis zab ne ba manam, ka bipoꞌab me zab ne ba sidib manam. 
MAT.10.36	Ka nid biꞌemnam na aa o meŋ yidim.’
MAT.10.37	“Ka on mekama noŋ o saam bee o ma gati m, o pu nar ne o na doli ma. Ka one mekama noŋ o biribiŋ bee o bipuŋ gati m, o pu nar ne o na doli ma. 
MAT.10.38	Li ane ala men tis on mekama pu nok o dapuudir zee n doli ma. 
MAT.10.39	Ka on mekama guri o nyovur, na koꞌoŋi li. Amaa one basi o nyovur mam dolim zug, na nyee li.
MAT.10.40	“On mekama diꞌe ya, o diꞌene man. Ka on mekama diꞌe man, o diꞌene one tum man na la. 
MAT.10.41	Ka on mekama diꞌe Winaꞌam nodiꞌes on a Winaꞌam nodiꞌes la zug, o na diꞌe nyood wenne Winaꞌam nodiꞌes la ne. Ka on mekama diꞌe popielim sob, on a popielim sob la zug, o na diꞌe nyood wenne popielim sob la ne. 
MAT.10.42	Ka on mekama kulum nok kuꞌom maꞌasig n tisi m nyaꞌandolbibis nwa yinni, on aa m nyaꞌandol la zug, m yeti ya asida ye, o na diꞌe o nyood.”
MAT.11.1	Ka Yesu n paꞌali o nyaꞌandolib piinayiŋa la naae la, ka o yi zinꞌikan keŋ teens bane kpiꞌe la n moon Winaꞌam labaar ka paꞌan nidib la.
MAT.11.2	Ka Joon n da be sarega ni la ka wum Kiristo tuuma labaar, ka tum o nyaꞌandolib Yesu saꞌan, 
MAT.11.3	ye ba buꞌos ye, “Fune a one na kenna la bee ti gur soꞌ nyaꞌaŋa?”
MAT.11.4	Ka Yesu lebis ye, “Kem yeli Joon yanam wum ka nye siꞌel. 
MAT.11.5	Zunzoos nyet ka ponda ken ka kukoma nye laafe, ka tobkpidanam wum ka bane kpi vuꞌug, ka ba moon labasuŋ n tisid noŋdim. 
MAT.11.6	Yelsum be ne one pu biꞌesid ne mam.”
MAT.11.7	Ka ban n keŋ la ka Yesu pianꞌadi paꞌan nidib la Joon yela ye, “Bo bun ka ya daa keŋ moogin ye ya gose? Ya daa keŋ ye ya gos mood ban ka sisiꞌem miꞌimi ba la bee? 
MAT.11.8	Ka bo yela ka ya keŋe? Ya keŋ ye ya nye dau kane ye fusuma la bee? Tenꞌesimi, bane ye fusuma la be naꞌanam yaan. 
MAT.11.9	Ka bo yela ka ya keŋe? Ya keŋ ye ya gos Winaꞌam nodiꞌes la bee? M yeti ya ye, eenn, asida. On ka ya keŋ gos la gaad Winaꞌam nodiꞌes siꞌa. 
MAT.11.10	Dau kaŋa a one yela ka li da sob la ye,
MAT.11.10	‘Gosimi m tumi m tumtum fu tuon na,
MAT.11.10	ka o na maali fu suer nyain.’ ”
MAT.11.11	Ka Yesu yel ye, “Soꞌ kaeꞌ ka ba duꞌa o ka o gaad Joon ne. Amaa one a kpaanr Winaꞌam soꞌolim ni la gaad Joon.” 
MAT.11.12	Joon labaar moolug saŋa la n ti paae nannanna nwa la, nidib daa mugusidi ba meŋ ye ba paam Winaꞌam soꞌolim la kpenꞌ. Ka zigid ye ba keŋ tuone kpenꞌ. 
MAT.11.13	Winaꞌam nodiꞌesidib wusa ne wada kan ka Moses da tis la sobne soꞌolim la yela hale ka Joon nan kaeꞌ. 
MAT.11.14	Ya yaꞌa bood ye ya baŋi li gbin, Joon ane Elija one na kenna la. 
MAT.11.15	One mor toba, n bood ye o wum, on baŋin li gbin suꞌuŋa.
MAT.11.16	“Bo ka m na zaŋi n mak ka li wen wuu zumaaŋ kaŋa nidiba? Ba wenne biise zinꞌi daꞌani buoni ba taaba ye, 
MAT.11.17	‘Ti piebid wiis ka ya pu waꞌada, ka kaasid kuur ka ya pu fabin na.’ 
MAT.11.18	Ka Joon kena lood noor ka pu nuud daam ka ba yel ye, ‘Kikirise dol o.’ 
MAT.11.19	Ka Ninsaal Biig la kena dit ka nuud ka ba yel ye, ‘O ane diis ne danuud, ka o zuanam ane lampodiꞌesidib ne ninyood.’ Yaꞌam sob tuuma paꞌan ye o mor yaꞌam.”
MAT.11.20	Ka o zerigi teens bane ka o tum tuumnyalima bedego ka ba pu tiake ba tuumbeꞌed la. Ka yel ye, 
MAT.11.21	“Korazin dima, yel toꞌog be ya zug. Besaida dima, yel toꞌog be za zug men. Bozugo tuumnyalima line tumi ya saꞌan nwa yaꞌa da tumin ne Taya ne Sidon teensin ba naan tiakin ka yee boto fuud ka bug tampeligim line paꞌal ye ba tiakeya. 
MAT.11.22	Ala zug ka m yeti ya ye, Winaꞌam saria kadib daar la, li na toe tisi ya n gaad Taya ne Sidon dim. 
MAT.11.23	Ne yanam Kapeenum dima, ya bood ye ya duꞌosi ya meŋ arazana nii? Ya na sig kuꞌum zinꞌigin. Tuumnyalima line ka m tum ya saꞌan nwa yaꞌa da tumin Sodom teŋin li naan kpelim been zinkaŋa nwa. 
MAT.11.24	Ka m yeti ya ye Winaꞌam saria kadib daar la, li na toe n tisi ya n gaad Sodom dim.”
MAT.11.25	Saŋkan la Yesu yel Winaꞌam ye, “M Baꞌ one a arazana ne dunia Zugsoba, m puꞌus uf ne fun suaꞌad yela nwa ka yaꞌam dim ne baŋidib ku baŋi li gbin la, amaa fu ke ka biis baŋi li. 
MAT.11.26	Eenn m Baꞌ, li ane fu meŋ yaꞌamboodim.” 
