GEN.1.1	A tîra Pathianin lei leh vân a siam khân 
GEN.9.19	Hêng mi pathum hi Nova fate chu an ni, an thlahte chuan lei pum pui hi an dâp ta a.
GEN.9.20	Nova chu lo nei mi a ni a, grep huan a siam a. 
GEN.9.21	Uain chu a in a, a rui a, a puan in chhûnga a mu chu a mu sual a. 
GEN.9.22	Kanan mite thlahtu Hama chuan a pa mu sual chu a va hmu a, a unaute chu a rawn hrilh a. 
GEN.9.23	Sema leh Jafeta chuan puan an la a, an kokia inzâwnin hnungtawlhin an kal a, an pa mu sual chu an va khuh a, an pa mu sual hmu lo tûrin lehlam an hawi tlat a ni.
GEN.9.24	Nova rui chu a lo harh a, a fapa naupang ber Hama thil tih dân chu a han hriat chuan:
GEN.9.25	Kanana chuan ânchhia dawng rawh se,
GEN.9.25	A unaute zîngah chhiahhlawh tê ber ang ni rawh se.
GEN.9.26	Sema Pathian chu fakin awm sela,
GEN.9.26	Kanana chu mi dang chhiahhlawh ni rawh se.
GEN.9.27	Pathianin Jafeta tân hmun zuah sela,
GEN.9.27	Sema puan inahte pawh chêng sela,
GEN.9.27	Kanana erawh chu an chhiahhlawh ni rawh se,” a ti a.
GEN.9.28	Nova chu tuilêt hnuah kum zathum leh sawmnga a dam a. 
GEN.9.29	Nova chu kum zakua leh sawmnga chhûng a dam a ni, a thi ta a.
GEN.10.1	Hei hi Nova thlah chhâwng zêlte chanchin a ni. Nova fa Sema te, Hama te, Jafeta te chuan tuilêt hnuah fa an nei hlawm a. 
GEN.10.2	Jafeta fate chu Gomera te, Magoga te, Madaia te, Javana te, Tubala te, Meseka te, Tirasa te an ni. 
GEN.10.3	Gomera fate chu Askenaza te, Rifata te, Togarma te an ni. 
GEN.10.4	Javana fate chu Elisa te, Tarsisa te, Kitima te, Dodanima te an ni. 
GEN.10.5	Anni chu tuipui kam leh thliarkâra awm hnamte thlahtu an ni. Khîngte khi Jafeta thlahte chu an ni, a chi chiin hmun hrang hrangah an awm a, mahni ṭawng bîk an hmang ṭheuh a ni.
GEN.10.6	Hama thlahte chu Kusa te, Mizraima te, Puta te, Kanana te an ni. 
GEN.10.7	Kusa thlahte chu Seba te, Havila te, Sabta te, Raama te, Sabteka te an ni. Raama fate chu Seba leh Dedana an ni. 
GEN.10.8	Kusa chuan fapa Nimroda a nei a. Chu mi chu khawvêla râltu mi ropui tak a ni. 
GEN.10.9	 mit tlung, ramvâk mi a ni a. ‘Nimroda angin 
GEN.10.10	A tîrah chuan Babulon-ah te, Erek-ah te, Akad-ah te a lal a, chûng zawng zawng chu Sinar rama awm vek an ni. 
GEN.10.11	Chu ram aṭang chuan Asuria ramah a kal a, Ninevi khua te, Rehobot-ir te, Kala khua te a din a. 
GEN.10.12	Ninevi leh Kala khaw inkârah an khawpui ber Resen pawh a siam a.
GEN.10.13	Mizraima thlahte chu hêng mite hi an ni: Lud mi te, Anam mi te, Lebab mi te, Nafta mi te, 
GEN.10.14	Pathros mi te, Kaslu mi te. Hêng mite hi Filistia leh Kaftor mite thlahtu an ni.
GEN.10.15	Kanana chuan fapa Sidona a nei hmasa a, Hetha pawh a nei leh a. 
GEN.10.16	Jebus mi te, Amor mi te, Girgas mi te, 
GEN.10.17	Hiv mi te, Arka mi te, Sin mi te, 
GEN.10.18	Arvad mi te, Zemar mi te leh Hamath mi te thlahtu a ni bawk. Nakin hnuah chuan Kanana thlahte chu an inzâr darh a, 
GEN.10.19	Sidon aṭanga Gaza bul Gerar thlengin an ram an zauh a; Sodom te, Gomora te, Adma te, Lasa bula Zeboim khaw thlengin an nei zêl a. 
GEN.10.20	Khîng khi Hama thlahte chu an ni, a hnam hnamin, mahni ram ramah an awm a, mahni ṭawng ṭheuh an hmang a ni.
GEN.10.21	Eber mite thlahtu Jafeta u Sema pawhin fate a nei ṭeuh va. 
GEN.10.22	Sema fate chu: Elama te, Asura te, Arpaksada te, Luda te, Arama te an ni. 
GEN.10.23	Arama fate chu: Uza te, Hula te, Gethera te, Masa te an ni.
GEN.10.24	Arpaksada chuan fapa Sela a nei a, Sela chuan fapa Ebera a nei a. 
GEN.10.25	Ebera chuan fapa pahnih a nei a, pakhat hming chu Pelega a ni, a hun laiin khawvêl mi an inṭhen ta a. A nau hming chu Joktana a ni. 
GEN.10.26	Joktana thlahte chu; Almodada te, Selefa te, Hazarmaveta te, Jera te, 
GEN.10.27	Hadorama te, Uzala te, Dikla te, 
GEN.10.28	Obala te, Abimaela te, Seba te, 
GEN.10.29	Ofira te, Havila te, Jobaba te an ni. Khîng zawng khi Joktana thlahte chu an ni. 
GEN.10.30	An ram luah chu Mesa aṭanga Sefar thleng zak a ni a, khawchhak lam tlângram zawng zawng khi a huam a ni. 
GEN.10.31	Khîng khi Sema thlahte chu an ni, mahni chi chi, mahni ram ramah a hnam hnamin an awm a, mahni ṭawng ṭheuh an hmang.
GEN.10.32	Nova thlah hlâwm hrang hrangte chu an thlahtute leh an awmna ram ang zêlin khitiang khi a ni. Hnam dangte pawh tuilêt hnua an laka lo pianga darh ta an ni.
GEN.11.1	Khawvêl pum puiah ṭawng khat an hmang a, an awphawi pawh a inang vek a. 
GEN.11.2	Khawchhak lam aṭangin mi an lo pêm a, Sinar phai 
GEN.11.3	“Hawh u, leirawhchan siam ila, chang takin i rawh ang u,” an ti a. Lung aiah leirawhchan chu an hmang a, hlum banin an châr a. 
GEN.11.4	“Hawh u, khawpui i din ang, in sâng tak, vân tawng sa ila, hmingṭha i chher ang u; chutilo chu, khawvêlah kan awm darh zo dah ang e,” an ti a.
GEN.11.5	Lei miten khawpui an siam leh in sâng an sa chu en tûrin 
GEN.11.6	“Ṭawng khat hmang, hnam pumkhat thiltih duh dân heti hi a nih si chuan an tum ang ang tih theih loh an nei lo mai ang a! 
GEN.11.7	An thu sawi inhre tawn lo tûrin hawh u, an ṭawng i zu tihhransak ang u,” a ti a. 
GEN.11.8	 chuan chuta ṭang chuan khawvêl pum puiah a hnawt darh a, khua chu an sa thei ta lo va. 
GEN.11.9	Chuvâng chuan, chu hmun chu ‘Babel’ tih a ni ta a; khawvêl pum pui mite ṭawng chu inhre tawn thei lovin 
GEN.11.10	Hei hi Sema thlah chhâwng zêlte chanchin chu a ni: Tuilêt zawh kum hnih hnua a fapa Arpaksada a pian khân Sema chu kum za a ni tawh a. 
GEN.11.11	Arpaksada pian hnuin Sema chu kum zanga chhûng a dam a, fanu fapa dangte a nei a.
GEN.11.12	Kum sawmthum leh panga a nihin Arpaksada chuan fapa Sela a nei a, 
GEN.11.13	Sela a pian hnu chuan Arpaksada chu kum zali leh pathum chhûng a la dam a, fanu fapa dangte a nei a.
GEN.11.14	Kum sawmthum a nihin Sela chuan fapa Ebera a nei a, 
GEN.11.15	Ebera pian hnu chuan Sela chu kum zali leh pathum chhûng a dam a, fanu fapa dangte a nei a.
GEN.11.16	Kum sawmthum leh pali a nihin Ebera chuan fapa Pelega a nei a. 
GEN.11.17	Pelega pian hnu chuan Ebera chu kum zali leh sawmthum chhûng a dam a, fanu fapa dangte a nei a.
GEN.11.18	Kum sawmthum a nihin Pelega chuan fapa Reua a nei a. 
GEN.11.19	Reua pian hnu chuan Pelega chu kum zahnih leh pakaw chhûng a dam a, fanu fapa dangte a nei a.
GEN.11.20	Kum sawmthum leh pahnih a nihin Reua chuan fapa Seruga a nei a, 
GEN.11.21	Seruga a pian hnu chuan Reua chu kum zahnih leh pasarih a dam a, fanu fapa dangte a nei a.
GEN.11.22	Kum sawmthum a nihin Seruga chuan fapa Nahora a nei a, 
GEN.11.23	Nahora pian hnu chuan Seruga chu kum zahnih chhûng a dam a, fanu fapa dangte a nei a.
GEN.11.24	Kum sawmhnih leh pakua a nihin Nahora chuan fapa Tera a nei a. 
GEN.11.25	Tera pian hnu chuan Nahora chu kum za leh sâwm pakaw chhûng a dam a, fanu fapa dangte a nei a.
GEN.11.26	Abrama te, Nahora te, Harana te an pian chuan Tera chu kum sawmsarih a tling tawh a.
GEN.11.27	Tera thlah zêlte chanchin chu hetiang hi a ni: Tera chuan fapa Abrama te, Nahora te, Harana te a nei a, Harana chuan fapa Lota a nei a. 
GEN.11.28	Harana chu Kaldai ram Ur khuaah, a pianna ramah chuan, a pa Tera a la dam laiin a thi a. 
GEN.11.29	Abrama leh Nahora chuan nupui an nei a: Abrama nupui hming chu Saraii a ni a, Nahora nupui hming chu Milkaii a ni. Milkaii leh Iskaii chu Harana fanu an ni. 
GEN.11.30	Saraii chu a ching a, fa a nei lo.
GEN.11.31	Tera chuan a fapa Abrama te, a tupa Lota, Harana fapa te, a monu Saraii, a fapa Abrama nupuite chu a hruai a, Kaldai ram Ur khua chu an chhuahsan a. Kanan rama kal tûrin an chhuak a; mahse, Haran khua an thlen chuan awmhmun an khuar ta a. 
GEN.11.32	Tera chu kum zahnih leh panga chhûng a dam a, Haran-ah chuan Tera chu a thi ta a.
GEN.12.2	Hnam ropui takah ka siam ang che: mal ka sâwm ang che a, i hming ka tithang ang a, malsâwmna i ni ang. 
GEN.12.3	Malsâwmsaktu che chu mal ka sâwm ang a, ânchhe lawhtu che chu ânchhia ka lawh ang; khawvêla hnam tinrêng i zârah an nihlawh ang,” a ti a.
GEN.12.5	Abrama chuan a nupui Saraii leh a nau fapa Lota chu a hruai a, Haran khuaa an awm chhûnga an sum deh chhuah zawng zawng kengin, ṭhuihruai an neih belh tâk zawng zawng nên Kanan ram an pan a, an va thleng ta a.
GEN.12.6	Chu ramah chuan Abrama chu a kal zêl a, Sekem hmun More sasaw thing awmna chu a thleng a. Chutih lai chuan Kanan mite chu chu ramah chuan an la awm a ni. 
GEN.12.7	Abrama hnênah 
GEN.12.8	Chuta ṭangin Bethel chhak lam tlângah a insawn a; tah chuan bûk a khuar a, khawthlang lamah Bethel a awm a, khawchhak lamah Ai khua. Chutah chuan 
GEN.12.9	Negeb ram panin zawi zawiin a insawn zêl a.
GEN.12.10	Chu ramah chuan ṭâm a tla a, ṭâm chu a nat êm avângin Abrama chuan ṭâm tlân tûrin Aigupta ram a pan a. 
GEN.12.11	Aigupta ram a thlen dâwn chuan a nupui Saraii hnênah, “Ngawi teh, i hmêlṭhatzia ka hria e. 
GEN.12.12	Aigupta miten an hmuh che chuan, ‘A nupui a ni,’ an ti ang a, min that mai ang a, nang an zuah si ang che; ‘A farnu ka ni,’ ti mai teh. 
GEN.12.13	Tichuan, nangmah avângin min ti ṭha ang a, min zuah dâwn nia,” a ti a. 
GEN.12.14	Abraman Aigupta ram a zu thleng a. Aigupta mite chuan a nupui chu hmêlṭha an ti êm êm a. 
GEN.12.15	Farawa khâwnbâwlte chuan an han hmu ve a, Farawa hriata an fak tâk êm avâng chuan Farawa inah chuan an la lût ta a. 
GEN.12.16	Amah avâng chuan Abrama chu an ti ṭha hle a; berâm te, ran te, sabengtung te, chhiahhlawh nula leh tlangvâl te, sabengtungpui te, sanghâwngsei te an pe a. 
GEN.12.18	Farawa chuan Abrama chu a ko va, “Ka chunga i thiltih dân hi engtizia nge? I nupui a nih engtizia nge min hrilh loh? 
GEN.12.19	‘Ka farnu a ni,’ i ti a, nupuiah ka la lût mai a ni lâwm ni? I nupui hi hruai la, hawpui daih rawh,” a ti a. 
GEN.12.20	Farawa chuan mi a tîr a, Abrama chu a nupui leh a neih zawng zawng nên an hnawt chhuak ta a.
GEN.13.1	Aigupta ram aṭang chuan Abrama chu Negeb-ah, a nupui leh a neih zawng zawng nên, an chho va, Lota pawh a tel zêl a. 
GEN.13.2	Abrama chuan tangkarua leh rangkachak te leh ran rualte a ngah êm êm a. 
GEN.13.3	Negeb aṭang chuan a bûk khuarna hmun Bethel leh Ai inkâr panin Bethel lamah a inchhawp chho va. 
GEN.13.4	A hmaa maichâm a siamna hmun kha a thleng a; tah chuan, 
GEN.13.5	Abrama kalpui Lota pawh chuan berâm te, bâwng te a ngah hle a, chhûng hung tak an ni ve tawh a. 
GEN.13.6	Ran vulh an ngah êm a, awm dûn tûr chuan ramin a daih ta lo va; an awm ho hlei thei ta lo va ni. 
GEN.13.7	Abrama ran pute leh Lota ran pute inkârah innghirnghona a chhuak ta a. Chutih laiin chu ramah chuan Kanan mi leh Periz mite pawh an la awm si a. 
GEN.13.8	Abrama chuan Lota hnênah, “Nang leh kei, kan inkârah innghirnghona awm lul suh se, pafa kan nih hi. 
GEN.13.9	Ram lah hei a awm duai a, awm hran zai rêl mai teh; vei lam hi i duh zâwk leh ding lamah ka kal ang a, ding lam i duh zâwk leh vei lam ka pan mai ang,” a ti a. 
GEN.13.10	Lota chuan a han thlîr vêl a, Jordan lui ruam chu Zoar thlengin 
GEN.13.11	Lota chuan Jordan lui ruam chu awmna atân a thlang a, khawchhak lam chu a pan a, an awm hrang ta a. 
GEN.13.12	Abrama chu Kanan ramah chuan a awm ta zêl a, Lota chuan phai ram khawpui zîngah, Sodom khaw bulah awmhmun a khuar ta a. 
GEN.13.13	Sodom mite chu 
GEN.13.14	Lota a awm hran tâk hnu chuan 
GEN.13.15	I hmuh phâk ram zawng zawng hi i thlahte pawhin an neih kumkhua atân ka pe ang che. 
GEN.13.16	Leia vaivut anga tamin i thlahte ka tipung ang a, vaivut chhiar sên loh ang hian chhiar sên an ni lo vang. 
GEN.13.17	Tho la, ram dung leh vâng hi fang chhuak teh, ka pêk tawh che hi,” a ti a.
GEN.13.18	Abrama chuan a puan in a sawn a, Mamre sasaw bul, Hebron kiangah awmhmun a khuar ta a. Chutah chuan 
GEN.14.1	Sinar lal Amrafela te, Elasar lal Arioka te, Elam lal Kedorlaomera te, Goim lal Tidala te pali chuan, 
GEN.14.2	Sodom lal Bera te, Gomora lal Birsa te, Adma lal Sinaba te, Zeboim lal Semebera te leh Zoar an tih tâk Bela lalte an rawn rûn a. 
GEN.14.3	Hêng lal pangate hi Sidim ruam, Tuipui Thi ruamah an lo ṭang tlâng a. 
GEN.14.4	Kum sâwm leh pahnih chhûng chu Kedorlaomera hnuaiah an awm a, a kum sâwm leh pathum kum chuan an hel a. 
GEN.14.5	Kum sâwm leh pali kum chuan Kedorlaomera leh a thurualpui lalte chu an lo thawk a, Asterot-Karnaim rama Refa-hote, Ham rama Zuzim-ho te, Seva-kiriathaim rama Enim-ho te leh 
GEN.14.6	thlalêr depa awm El-paran lui, Seir tlângrama awm Hor-ho te thleng chuan an rawn hneh a. 
GEN.14.7	An hawn pah chuan Kades an tih tâk En-mispat lamah an kual a, Amalek-ho ram zawng zawng leh Zazon-tamar rama Amor-ho te an tudawl bawk a.
GEN.14.8	Chûng avâng chuan Sodom lal te, Gomora lal te, Adma lal te, Zeboim lal te, Zoar an tih tâk Bela lalte chu an lo thawk a, Sidim ruamah ṭan an lo khawh tlâng a. 
GEN.14.9	Tichuan, Elam lal Kedorlaomera te, Goim lal Tidala te, Sinar lal Amrafela te, Elasar lal Arioka te pali chu hêng lal pangate hian an lo bei a.
GEN.14.10	Sidim ruamah chuan alkatra khur a awm thluah a, Sodom leh Gomora lal tlânchhia chu chûngah chuan an biru a; mi dang pawh an tlânchhia a, tlângramah an biru a. 
GEN.14.11	Sodom leh Gomora mite thil neih zawng zawng, an buh te nên an mansak a, an ṭinsan ta a. 
GEN.14.12	Abrama nau fapa Lota, Sodom khuaa awm pawh kha, a neih zawng zawng nên an man bawk a.
GEN.14.13	Indonaa tlânchhia pakhat chuan chûng thu chu Hebrai-pa Abrama chu a rawn hrilh a. Chutih lai chuan Eskola leh Anera laichîn Amor mi Mamre-a sasaw kûng bulah Abrama chu a awm a. 
GEN.14.14	Abrama chuan a nau fapa Lota chu salah an man tih a hriat chuan a ina piang râlkai tawh mi zathum leh sâwm leh pariat a hruai a, Dan thlengin a ûmzui a. 
GEN.14.15	Zâna hmêlma bei tûra ruat, ama hote chuan an hneh a, Damaska hmâr lam Hoba khaw thlengin an ûm a. 
GEN.14.16	An sum lâk zawng zawng chu an chhuhsak a, a nau fa Lota leh a neih zawng zawng chu hmeichhia leh mi dangte nên a hruai haw leh ta a.
GEN.14.17	Kedorlaomera leh a thurualpui lalte hneha a lo haw chu Sodom lal chuan Save ruamah a lo hmuak a, chu hmun chu ‘lal ruam’ an ti bawk. 
GEN.14.18	Salem lal Melkisedeka pawhin chhang leh uain kengin a rawn hmuak bawk a, ani chu Pathian Chungnungbera puithiam a ni. 
GEN.14.19	Mal a lo sâwmsak a,
GEN.14.19	“Pathian Chungnungbera, lei leh vân neitu chuan
GEN.14.19	Abrama hi malsâwm rawh se.
GEN.14.20	A hmêlmate ngamtîrtu Pathian Chungnungbera chu
GEN.14.20	Fakin awm rawh se,” a ti a.
GEN.14.20	Abrama chuan a râllâk engkim aṭang chuan ani chu sâwma pakhat a pe a.
GEN.14.21	Sodom lal chuan Abrama hnênah, “Thil dang chu nei la, ka mite kha erawh chu mi pe kîr rawh,” a ti a. 
GEN.14.22	Abrama chuan Sodom lal chu a chhâng a, “
GEN.14.23	‘La zai khat tê pawh, pheikhawk hrui khat tê pawh, i ta rêng rêng pakhat mah ka la lo vang,’ tiin thu ka lo tiam tawh a ni; chutilo chu, ‘Abrama chu ka tihhausak alâwm,’ I ti dah ang e. 
GEN.14.24	Ka miten an eiral tawh chu ei ral ni sela, a dang chu eng mah ka la lo vang; ka thurualpui Anera mite, Eskola mite leh Mamre-a mite erawh chuan an chanvo tûr chu la rawh se,” a ti a.
GEN.15.1	Chûng thil hnuah chuan Abrama chu zêlin a awm a, 
GEN.15.1	“Abram, thlaphâng suh,
GEN.15.1	I tân phaw ka nih hi,
GEN.15.1	I dawn tûr hi a ropui a ni,” a rawn ti a.
GEN.15.2	Abrama chuan, “Aw 
GEN.15.3	Abrama chuan a sawi zêl a, “Ngai teh, fa min pe si lo va, ka ina piang ka chhiahhlawhin ka ro a luah ngei dâwn mai,” a ti a.
GEN.15.5	Pâwnah a hruai chhuak a, “Vân lam khi thlîr teh, arsite khi i chhiar sêng em?” a ti a. “Khiti zât khi i thlahte an la ni dâwn” a ti a. 
GEN.15.6	 chu a ring a, chu chu a diknaah a lo pawmsak ta a.
GEN.15.7	A hnênah chuan heti hian a ti ta a: “He ram hi neihtîr tûr chein Kaldai ram Ur khua aṭanga ko chhuaktu che 
GEN.15.8	Ani chuan, “Aw 
GEN.15.9	“Bâwngpa kum thum mi te, kêlpui kum thum mi te, berâmpa kum thum mi te, ṭhuro leh pârva no nên mi han lâk teh,” a ti a. 
GEN.15.10	Chûng chu a rawn lâksak a, a laiah a phel a, a phel chu inepin a tlarin a dah a; savate erawh chu a phel lo. 
GEN.15.11	Sa ruangahte chuan mu an lo ṭum ṭhîn a, Abrama chuan a lo hnawt zêl a. 
GEN.15.12	Ni a tlâk dâwn suar suar chuan a muhîl ta sulh a, hlauhawm thim takin a rawn bawh ta a. 
GEN.15.13	Abrama hnênah chuan, “I thlahte chu an hriat ngai loh ramah mikhual an ni dâwn; bawihah an tâng ang a, kum zali chhûng chu an tiduhdah ang tih hre rawh. 
GEN.15.14	Rawng an bâwlsak hnamte chu ka hrem ang a, chumi hnuah chu ram chu muk ṭânin an chhuahsan ang. 
GEN.15.15	Nang erawh chu, thlamuang takin i pi leh pute hnênah i châwl ve ang a, tarkûna damin an phûm ang che. 
GEN.15.16	Mi dang erawh chu chhuan li a ral hunah hetah hian an lo kîr leh ang, Amor mite suahsualna vâwrtâwp a thlen hunah chuan,” a ti a.
GEN.15.17	Ni a tlâka, khua a thim tâk hle hnuin thuk, khu lût lût leh meichher alh hluah hluah chu sa ruang kârah chuan a vei a vei a. 
GEN.15.18	Chumi zân chuan 
GEN.15.19	Ken mi te, Kenis mi te, Kadmon mi te, 
GEN.15.20	Hit mi te, Periz mi te, Refaim te, 
GEN.15.21	Amor mi te, Kanan mi te, Girgas leh Jebus mi te ram hi,” a ti a.
GEN.16.1	Abrama chu a nupui Saraii chuan fa a hrinsak lo va. Saraii chuan Aigupta mi, Hagari, bawih nula a nei a. 
GEN.16.2	Abrama hnênah Saraii chuan, “Ngai teh, 
GEN.16.3	Tichuan, Abrama chu kum sâwm Kanan rama a awm hnu chuan a nupui Saraii chuan a bawihnu Hagari, Aigupta mi chu, hmei atân a pasal chu a neihtîr ta a. 
GEN.16.4	A lo mutpui a, nau a pai ta a. Nau a pai tih a inhriat hnu chuan a pi chu a ngainêp ta a. 
GEN.16.5	Tichuan, Saraii chuan Abrama hnênah, “Heti taka min thamlo ta hi i thiam loh a ni. Ka bawihnu hi keimah ngeiin hmeiah ka neihtîr che a nih kha; nau a pai tih a inhriat aṭangin min ngainêp ta hle si a; chuvângin, 
GEN.16.6	Mahse, Abrama chuan Saraii chu a chhâng a, “I bawihnu chu i kuta awm alâwm, ṭha i tih ang angin ti rawh,” a ti a. Saraii chuan a tiduhdah ta a, a tlân bo phah ta hial a.
GEN.16.8	A hnênah, “Saraii bawihnu Hagar, khawi aṭanga lo kal nge i niha, khawiah nge i kal dâwn?” a ti a. Ani chuan, “Ka pi Saraii ka tlân bosan a ni,” a ti a. 
GEN.16.9	 Vântirhkoh chuan, “I pi hnênah kîr leh rawh, a hau che pawhin tuar hrâm hrâm rawh,” a ti a. 
GEN.16.10	 Vântirhkoh chuan a sawi zêl a, “I thlahte ka tihpunsak ṭeuh dâwn che asin, tu man an chhiar sêng lo vang,” a ti a. 
GEN.16.11	 Vântirhkoh vêk chuan a sawi leh a, “Ngai teh, nau i pai hi; fapa i hring ang a, 
GEN.16.12	Ani chu ram sabengtung ang a ni ang a, mi tu pawh a bei zêl ang a, anni pawhin an lo bei ang. A unaute tu mah a ngeih lo vang,” a ti a.
GEN.16.13	A hnêna thusawitu 
GEN.16.14	Chuvâng chuan, chu tuikhur chu ‘Beer-lahai-roi’ tih a ni ta a, Kades leh Bered inkâra awm a ni.
GEN.16.15	Hagari chuan Abrama chu fapa a hrinsak a, Abrama chuan Hagari fa hmingah chuan, ‘Ismaela’ a sa a. 
GEN.16.16	Abrama chu Hagarin Ismaela a hrinsak khân kum sawmriat leh paruka upa a ni.
GEN.17.1	Abrama chu kum sawmkua leh pakua a nihin a hnênah 
GEN.17.2	Nang nêna kan inkârah thu ka thlung ang a, nasa takin ka tipung ang che,” a ti a.
GEN.17.3	Abrama chu hmai lei siin a kûn a, a Pathian chuan a be zêl a. 
GEN.17.4	“Hei hi i tâna ka thuthlung chu a ni: Hnam tam tak thlahtu i ni ang a, 
GEN.17.5	i hming hi Abrama ni tawh lovin Abrahama a ni tawh zâwk ang; hnam tam tak paah ka siam tâk che hi. 
GEN.17.6	I chi ka tiṭha ang a, hnam tam tak thlahtu i ni ang a, lalte pawh i hring ang. 
GEN.17.7	Kan inkâra ka thuthlung chu i thlah lo awm zêlte thlengin ka tinghet tlat ang; i tân leh i thlah zêlte tân kumkhaw Pathian ka ni ang. 
GEN.17.8	“I thlah lo la awm tûrte rochun atân kumkhuaa an neih tûrin i mikhualna Kanan ram pum pui hi ka pe a che, an Pathian ka ni zêl bawk ang,” a ti a. 
GEN.17.9	Pathian chuan Abrahama hnênah thu a sawi zêl a, “Nang pawhin ka thuthlung hi i vawng reng tûr a ni, i thlah lo awm tûrte pawhin an zâwm zêl tûr a ni. 
GEN.17.10	Nang leh i thlahte nêna ka thuthlung, in zawm zêl tûr chu hei hi a ni: in zînga mipa tawh phawt chu an serh tan tûr a ni. 
GEN.17.11	In serh vun hmâwr in tan tûr a ni; chu chu kan inkâra thuthlung chhinchhiahna a ni ang. 
GEN.17.12	Kumkhuain in zînga mipa naupang chu ni riat a tlinah a serh in tan tûr a ni; in chhûng zînga piang, bawihte leh in chipui ni lo tangkaa in leite pawh an serh in tan tûr a ni. 
GEN.17.13	In ina piang bawih pawh in lei bawih pawh, an serh in tan ngei tûr a ni. In taksaah ka thuthlung chhinchhiahna chu kumkhuain a awm tûr a ni. 
GEN.17.14	Mipa tawh phawt, serh tan loh, a vun hmâwr tan loh chu a laichînte zîng ata tuithlâr tûr a ni, ka thuthlung a bawhchhiat avângin,” a ti a.
GEN.17.15	Pathian chuan Abrahama hnênah heti hian a ti bawk: “I nupui Saraii pawh hi Saraii ti tawh suh, a hmingah Sari a ni tawh zâwk ang. 
GEN.17.16	Mal ka sâwm ang a, mal ka sâwm hnuah fapa a hrinsak ang che. Hnam tam tak nu a ni ang a, mi tam tak chunga lal tûrte pawh a thlah aṭangin an lo piang ang,” a ti a.
