MAT.1.1	Jijajiji palka-jarrija Tapiti-kirlangu-ngurlu manu Yipuruyamu-kurlangu-ngurlu turnu-warnu-ngurlu. 
MAT.4.24	Nyiya-jangkalpalu-jana yapaju murrumurruju kangurnu? Yimiji Jijaji-kirli warru yanu nguru-wana Jiriya-wana. Yapajulpalu-jana murrumurru nyiyarningkijarra-kurlu kangurnu. Yapa-karijilpalu murrumurru maju-nyayirni-kirli nyinaja. Yapa-karirlilpalu juju ngawungawu palkangka kaninjarni mardarnu. Yapa-karilpalu wantinjarla ngunaja yurirrinja-wangu lalka. Yapa-karijilpalu rdalji-jarrija. Jijajirli-jana muku parlpuru-manu. 
MAT.4.25	Yapangku panungku purdangirli purajalpalu Jijaji. Yanurnulu Kaliliyi-ngirli Kirri Karlarla-pala-ngurlu, Jurujulumu-ngurlu, nguru-kari Jurdiya-ngurlu, manu nguru-kari-ngirli kakarrara nguru-kari kujalpa ngunaja karru Jurdunurla murrarninginti. Mukulu yanurnu puranjaku Jijajiki.
MAT.5.1	Ngula-jana nyangu Jijajirli yapa panu-jarlu yaninjarni-kirra nyanungu-kurra, ngulaju-jana yampija purdangirli. Ngula-jangkaju warrkarnu pirli-kirralku, ngulangkaju nyinajalkulpa. Ngula-jangkaju, nyanungu-nyangu kurdungurlu-patu yaninjarla wungulkulpalurla jirrnganja nyinaja. 
MAT.5.2	Ngulangkaju, Jijajirli yungu-jana pinarri-manu nyiyarningkijarraku Kaatu-kurlu, kuja-jana wangkaja:
MAT.5.3	“Kaatu-ka Warlalja-Wiri nyina nyiyarningkijarraku. Yapa ngana-puka kuja karla wala nyina Kaatu-mipaku, ngulakuju karla marlaja nyina wardinyi-nyayirni tarnnga-juku.
MAT.5.4	Yapa ngana-puka kuja-ka mari yulami, ngulaju ngula-juku. Kaatuku karla marlaja nyina wardinyi-nyayirni tarnnga-juku. Ngulaju Kaaturlu kapu yulalyi-mardarni.
MAT.5.5	Yapa ngana-puka kuja-ka rampaku nganta nyina kurrurru-karrinja-wangu, ngulaju Kaatuku karla marlaja nyina wardinyi-nyayirni tarnnga-juku! Kajirla wala nyina Kaatu-mipaku, ngulakuju kapurla yinyi nyiyarningkijarra kuja-jana nyurru-wiyi jangku-pungu.
MAT.5.6	Yapa ngana-puka kuja-ka ngampurrpa-nyayirni nyina Kaatuku jungarni nyinanjaku, nyarrparlangu kajirla wangka, ngulaju ngurrju-nyayirni. Kaatuku karla marlaja nyina wardinyi-nyayirni tarnnga-juku!
MAT.5.7	Yapa ngana-puka kuja kajana mari-jarrinjarla ngurrju nyina yapa ngalya-kariki yangka kuja kalu nyinami murrumurru marda, marlajarra marda nyiyarningkijarra-wangu, ngulaju ngurrju-nyayirni. Kaatuju karla mari-jarrimi-yijala. Ngulaku karla marlaja nyina wardinyi-nyayirni tarnnga-juku!
MAT.5.8	Yapa ngana-puka kuja-ka ngampurrpa-nyayirni nyina Kaatu-mipaku warrki-jarrinjaku, ngulaju ngurrju-nyayirni. Kaatuku karla marlaja nyina wardinyi-nyayirni tarnnga-juku. Kapu ngaka Kaatuju nyanyi.
MAT.5.9	Yapangku kuja kajana warla-pajirni yapa ngalya-kari kulungka yungulu ngurrjulku nyina jintangkalku, ngulaju ngurrju-nyayirni. Kaatuku karla marlaja nyina wardinyi-nyayirni tarnnga-juku, ngulaju kapu kurdu nyanungu-nyangu-pajirni.
MAT.5.10	Yapa kuja-ka nyina jungarni Kaatu-kurlangu, ngulakuju kajilpalurla yapa ngalya-kari yaninjarla nyurunyuru-jarriyarla, ngulaju ngula-juku. Kaatuju-ka Warlalja-Wiri-jiki nyina nyiyarningkijarraku. Kuja karla yapa yali wala nyina Kaatu-mipaku, ngulaju karla warlalja nyina. Kapurla marlaja nyina wardinyi-nyayirni tarnnga-juku.
MAT.5.11	“Yuwayi, ngula kankulu jungarni nyinami kurdungurlu ngaju-nyangu, ngulaju yapangku panu-karirli kajikalu-nyarra marda yangka jikarr-pajirni. Kajikalu-nyarra marda pakarni. Warlkangku marda kajikalu-jana nyurrurla yimi-ngarrirni warru. Ngulaju ngula-juku. Kaatuku kapunkulurla marlaja nyina wardinyi-nyayirni tarnnga-juku. 
MAT.5.12	Nyinayajukulu wardinyi-nyayirni! Manngu-nyangkalu nyampu! Kaatu-kurlangu jarukungarduyu nyurru-wiyi kuja kalalurla marlaja wangkaja, ngularrakuju kalalu-jana yapaju nyurunyuru-jarrija-yijala. Ngula-piya-yijala kalu-nyarra nyurunyuru-jarrimi jalanguju. Ngulaju ngula-juku. Ngaka-kari kajinkili nyina yangka nguru-nyayirni-wangu Kaatu-kurlangurla, ngulaju kapu-nyarra warntarri-nyayirni-wangu yinyi ngurrju-nyayirni. Ngulakungarntiji, wardinyili nyinaya nyurunyuru-puruju.”
MAT.5.13	Wangkaja-jana kuja, “Yungurna-nyarra yimi wita wangka jarlti-kirli yangka kuja karliparla winjirni kuyuku. Jarltiji ngurrju-jala kuyuku pajarninjaku. Kajilpa jarltiji maju-jarriyarla manu linpa-wangu-jarriyarla, ngulaju majulku. Kulalpa nganangku linpaju pina pirrjirdi-mantarla yangkaju jarlti. Kajilpa jarltiji linpa-wangu-jarriyarla, ngula-jangka yapangku kalu kijirni yirdiyi-kirra ngulangka yungulu katirni. Nyampurla ngurungka, nyurrurla yungunkulu-jana ngurrju nyinami jarlti-piya yapa ngalya-kariki yungulu nyinami jungarni nyurrurla-piya-yijala majungka-jarrinja-wangu.
MAT.5.14	“Nyurrurlarluju yapangku kankulu jarra-nyayirni-wangu Kaatu-kurlangu mardarni kaninjarni. Ngula-kurlurlu yungunkulu-jana milki-yirrarni Kaatuju yapa ngalya-kariki. Nyurrurlajunkulu yuwarli-piya yangka kuja-ka jarra-kurlu parntarrinja-yani pirlingka kankarlarni, kulalpa nganangku palu-pungkarla. Ngula-piya-yijala yungunkulu jarra-nyayirni-wangu-kurlu nyina jungarni tarnnga-juku yungulu-nyarra nyanyi panungku yapangku. 
MAT.5.15	Jarra, kuja kankulu rdulinyi mungangka, kulalpa nganangku-puka wuruly-yirrakarla kanunjumparra parrajarlaju manu pangkingkaju ngunanja-kurlangurlaju, lawa. Yarlungka kankulu yirrarni yapaku yungulu nyanyi. 
MAT.5.16	Ngula-piya-yijala jarra-nyayirni-wangu-kurlu nyinayalu ngurrju yungunkulu-jana Kaatu milki-yirrarni yapaku panuku. Wuruly-mardarninja-wangurlu milki-yirrakalu-jana mirilmiril-karrinja-karrarlu. Ngula-warnuju kajili-nyarra nyanyi jungarni nyinanja-kurra, ngulaju kapulu-nyarrarla pulka-pinyi Wapirrakulku ngula-ka nyinami nguru-nyayirni-wangu kankarlarra.”
MAT.5.17	Wangkajalpa-jana kuja, “Kulalu rampal-manngu-nyangka Mujuju-kurlangu kuruwarri, jalanguju-ka karrimi yangka-juku wiri-nyayirni-juku nyurru-warnu ngularla Kaaturlu yungu Mujujuku. Manu jaru ngula-jana Kaaturlu yungu jarukungarduyu-patuku, jalanguju wiri-nyayirni-ka karrimi-juku tarnnga-juku. Kularna yanurnu kuruwarriki manu jaruku jurnta kijirninjaku, lawa. Ngarirna yanurnu kuruwarriki pinarri-maninjaku yungunkulu milya-pinyi-nyayirni jungangku. 
MAT.5.18	Ngajulu karna-nyarra yimi-ngarrirni junga-nyayirni Mujuju-kurlangu kuruwarri. Ngaka-kari nguru nyampu manu yalkiri kapu-pala yawu-pardi. Ngula-wangurla-wiyiji kulalpa nganangku mirrikarla witarlangu kuruwarri Mujuju-kurlangu. Kajirna warrki muku lawa-mani nyampurla walyangka, ngulaju Mujuju-kurlangu kuruwarri kapu yawu-pardimilki. 
MAT.5.19	Ngulaju junga. Nganangku-puka ngula-ka jawirri purda-nyanyi witarlangu Mujuju-kurlangu kuruwarri puranja-wangurlu, jawirri purda-nyanja-warnurlu kajilpa-jana yapa-patu-kariki pinarri-mantarla nyanungu-piyaku nyinanjaku, ngulaju maju. Ngaka-kari Kaatu-kurlangurla nguru-nyayirni-wangurla, ngulaju kulalu yapa ngalya-karirli wiri-pajirni, lawa. Nganangku-puka yapangku kaji purami Mujuju-kurlangu kuruwarri ngurrjungku, puranja-warnurlu kajilpa-jana yapa-patu-kariki jungangku pinarri-mantarla nyanungu-piyaku nyinanjaku, ngulaju ngurrju. Ngaka-kari Kaatu-kurlangurla nguru-nyayirni-wangurla, yapa ngalya-karirli kapulu wiri-pajirni nyanunguju. 
MAT.5.20	Purda-nyangkajulu! Jungarnilirla nyinaya Kaatuku! Kulalu kuruwarrikingarduyu-patu-piya manu Paraji-patu-piya nyinaya ngula kalu jungarnirli nganta kuruwarri purami Mujuju-kurlangu ngularla Kaaturlu yungu nyurru-wiyi. Kajilpankulu rampal-yantarla nyanungurra-piya, ngulaju kulankulu yukamirra Kaatu-kurlangu-kurra nguru-nyayirni-wangu-kurra kuja kajana Warlalja-Wiri-jiki nyina.”
MAT.5.21	Wangkaja-jana kuja, “Nyurrurlarlu kankulu milya-pinyi Mujuju-kurlangu kuruwarri ngula-jana pinarri-manu yapa nyurnunyurnu nyurru-wiyi. Kuja nganta-jana pinarri-manu: ‘Yampiyalu-nyanu tarnnga-kurra pakarninja-wangurlu!’
MAT.5.22	Kala jalanguju, ngaju karna-nyarra pinarri-mani nyampu nyurrurla kuja kankulu Kaatu pura: Kajirla ngana-puka jinta-kariki pinja-wangu kulu-jarri puranjakungarduyu-kariyi-nyanuku, ngulaju Kaaturlu ngarra miimii-nyanyi. Kaji nganangku-puka pinja-wangurlu punku-pajirni jinta-kari puranjakungarduyu-kariyi-nyanuju, kangkalu Juwu-kurlangu-kurra kuwurtu-kurra Jurujulumu-kurra. Kaji nganangku-puka pinja-wangurlu ngurrpa-pajirni kulungku jinta-kariji, ngulaju Kaaturlu yaliji yapa ngarra kijirni warlu wiri-kirra kuja-ka jankami tarnnga-juku.”
MAT.5.23	Kujarlangu-jana wangkaja Jijajiji, “Mardanparla jintaku yapaku rdurrjurnu, ngulaju nyuntukuju marda kangku kulu-juku nyina muntuku-nyayirni. Ngula-puruju kajinpa ngampurrpa nyinami kuyu warntarriku purranjarla yinjaku Kaatuku Yuwarli Maralypirlaku, ngulakungarntirli yampiya kuyuju Yuwarli Maralypirla. 
MAT.5.24	Ngula-jangkaju, pinarla yanta yungunpa yalala-yirrarni yungunparla nyinami ngurrjulku kuja-jarra kuja-jarra. Ngula-jangkaju, pina-yanta Yuwarli Maralypi-kirra kuyu warntarri yungunparla purranjarla yinyi Kaatuku.”
MAT.5.25	Kujarlangu-jana wangkaja Jijajiji, “Mardanparla kulu-jarrija jinta-kariki yapaku nyiya-jangka marda. Kalakangku kanyi marda kuwurtu-kurra, kajikangku yinyi kuwurtukungarduyuku wiriki. Ngula-jangka kalakangku kuwurtukungarduyurlu wiringki yinyi yurrkunyu-kurra, ngulangkuju kalakangku yirrarni rdaku-kurra. Ngula-kujakuju, yarujurla pina-yanta kapanku yangkaku ngulanpa kulukukuluku-manu yungunpa yalala-yirrarni yungunparla nyinami ngurrjulku kuja-jarra kuja-jarra. 
MAT.5.26	Yalala-yirrarninja-wangurla, kalakangku kuwurtukungarduyurlu wiringki punku-pajirninjarla jinyijinyi-mani talaku wiriki yinjaku yangkaku ngulanpa kulukukuluku-manu. Kalakangku tala-wangurlaju rdaku-kurra kijirni. Tala-wangurlaju lawangka ngulaju marda kalakanpa tarnnga nyina rdakungka.”
MAT.5.27	Wangkaja-jana kuja, “Nyurrurlarlu kankulu milya-pinyi Mujuju-kurlangu kuruwarri yupukarra-kurlu: ‘Nyuntu kajilpanpa nyinayarla palka-kurlu yupukarra, kula kalykuru-jarriya yapa jinta-kari-kirli!’
MAT.5.28	Kala jalangu, ngaju karna-nyarra pinarri-mani kuruwarri-kari nyampu: Karnta-kari-kijaku waparlku nyinaya lirlki-nyanja-wangu manu manngu-nyanja-wangu! Kajilpanpa lirlki-nyangkarla manu marri-pungkarla, ngulaju kula-nganta kanpala palka nguna wungu nyumpala. 
MAT.5.29	Yuwayi, ngaka kajikanpa marda karnta-kari lirlki-nyanyi milpa-jarrarlu. Kuja-kujakuju-nyanu milpa-jarra wilypi-manta jurnta, kajikangku Kaaturlu kijirni milpa-jarra-kurlu-juku warlu wiri-kirra kuja-ka jankami tarnnga-juku. 
MAT.5.30	Ngaka kajikanpa marda majungka-jarrimi, kajikanpa marda nyiyarlangu purungku-mani rdaka-jarrarlu. Kuja-kujakuju-nyanu rdaka-jarra mururl-pajika jurnta, kajikangku Kaaturlu kijirni rdaka-jarra-kurlu-juku warlu wiri-kirra kuja-ka jankami tarnnga-juku. Kajilpangku Kaaturlu kijikarla nguru yali-kirra palka wanapi-jiki, ngulaju maju-nyayirni nyuntukuju. Kala kajinpa yukamirra Kaatu-kurlangu-kurra nguru-nyayirni-wangu-kurra rdaka-jarra-wangu manu marda milpa-jarra-wangu, ngulaju ngula-juku. Kapunpa nyanungu-kurlu nyina tarnnga-juku.”
MAT.5.31	Kujarlangu-jana wangkaja Jijajiji, “Nyurrurlarlu kankulu milya-pinyi kuruwarri Mujuju-kurlangu yupukarra-kurlu. Pinarri-manu nganta-jana nyampu: ‘Kaji watingki jintangku yilyamirra kali-nyanu nyanungu-nyangu, ngulakungarntirli pipa nganta yungulparla yungkarla yungu-pala-nyanu tarnnga-juku yampimilki. Pipa yinja-wangurlaju ngulaju kulalpa yilyayarla.’
MAT.5.32	Kala jalangu, ngaju karna-nyarra pinarri-mani kuruwarri-kari nyampu: Kajilpa wati-kirlangu karntaju warru kalykuru-jarriyarla wati-kari-kirli, ngula-jangka kajilpa kali-nyanurlu yampiyarla, ngulaju ngula-juku. Kala kajilpa karntaju kalykuru-wangu nyinayarla, kajilpa nyanungu-nyangurlu kali-nyanurlu yampiyarla, ngulaju kajika jinyijinyi-mani maju-kurra-pinangu yaninjaku. Ngulaju maju-nyayirni. Nganangku-puka watingki kaji kanyi karnta yali ngula jinta-karirli yilyaja, ngulaju Kaatuju kula kapalangu ngungkurr-nyina.”
MAT.5.33	Wangkaja-jana kuja, “Nyurrurlarlu kankulu milya-pinyi kuruwarri Mujuju-kurlangu kuja-jana pinarri-manu nyurnunyurnu nyurru-wiyi. Pinarri-manu nganta-jana nyampu: ‘Kajinparla wangkami Kaatuku yungunparla nganta yinyi warntarri nyiyarlangu, ngulajurla jungangku yungka yimirr-yinja-wangurlu!’ Kujanya nganta-jana wangkaja Mujujuju. Ngula kuruwarriji ngurrju-juku. 
MAT.5.34	Kala jalangu, ngaju karna-nyarra pinarri-mani kuruwarri-kari nyampu: Kuja kanparla wangka yapa ngalya-kariki yungunparla nganta nyiyarlangu yinyi, jungangku yungkarla Kaatu yirdi-maninja-wangurlu. Yirdi nyanungu-nyangu ngulaju tarruku-nyayirni. Manu yinjakungarntirli, nguru-nyayirni-wangu Kaatu-kurlangu yampiya yirdi-maninja-wangurlu. Ngulangkaju-ka Kaatu nyinami. 
MAT.5.35	Manu yinjakungarntirli, nguru nyampu yampiya yirdi-maninja-wangurlu. Nguru nyampuju Kaatu-kurlangu, kula nyuntu-nyangu. Manu yinjakungarntirli, kirri Jurujulumu yampiya yirdi-maninja-wangurlu. Ngulaju kirri Jurujulumu Kaatu-kurlangu Warlalja-Wiri-kirlangu. 
MAT.5.36	Manu yinjakungarntirli, jurru nyuntu-nyangu yampiya yirdi-maninja-wangurlu. Marnilpa maru kulalpanpa kurruly-yirrakarla layilayi-kirra. Manu marnilpa layilayi kulalpanpa kurruly-yirrakarla maru-kurra, lawa. 
MAT.5.37	Nyarrpa-jarriyarlalpanpa kajingki yapangku payirni nyiyarlanguku? Kajilpanparla ngampurrpa nyinakarla yinjaku, ngulaju ngula-juku. Kuturla wangkaya nyampu-mipa, ‘Yuwayi ngurrju, kapurnangku ngaka yinyi.’ Kala kajilpanparla ngampurrpa-wangu nyinakarla yinjaku, ngulaju ngula-juku. Kuturla wangkaya nyampu-mipa, ‘Lawa, kularnangku yinyi.’ Kajilpanparla yirdi-kari yirdi-kari-kirlirli yimirr-yinjarla jangku-pungkarla, ngulaju kajikanparla yimi Juju Ngawu-kurlangu wangka. Kuja-kujakujulu-nyanu junga wangkaya.”
MAT.5.38	Wangkaja-jana kuja, “Nyurrurlarlu kankulu milya-pinyi Mujuju-kurlangu kuruwarri. Pinarri-manu nganta-jana nyampu: ‘Nganangku-puka kajingki yapangku milpa rdirr-pakarni, nyanungulku rdirr-pakaka milpa-yijala! Nganangku kajingki kartirdi puyu-pakarni, nyanungulku ngula-piya-yijala puyu-pakaka!’
MAT.5.39	Kala jalangu, ngaju karna-nyarra pinarri-mani kuruwarri-kari nyampu: Pina kunka-maninja-wangulu nyinaya! Nganangku-puka kajilpangku kujarlu rdakangku pakakarla lalypangku nyampu yangka wirlki jungarni-purdanji, ngulaju yampiya pina-pakarninja-wangurlu. Yungkarla jampu-purdanjirlanguku yungungku pakarni wirlki. 
MAT.5.40	Nganangku-puka kajingki kuwurtu-kurra kanyi jaatiki puntarninjaku, ngulajurla yungka manu jurnarrparlangu. 
MAT.5.41	Kajingki yurrkunyurlu jinyijinyi-mani nyanungu-nyangu jurnarrpaku kanjaku kutuku marda jirrama kilamataku, ngulajurla kangka parrparda wurnturu-nyayirni marda murntu-palaku kilamataku. 
MAT.5.42	Nganangku-puka kajingki warlkirninjarla payirni nyiyaku, ngulajurla yungka wilji-wangurlu. Wurra-maninja-wangurlu kuturla yungka.”
MAT.5.43	Wangkaja-jana kuja, “Nyurrurlarlu kankulu milya-pinyi nyurnunyurnu-kurlangu kuruwarri kuja kalu-nyarra pinarri-mani-juku jalangurlu. Wangkami kanyarra kuja: ‘Yulkayalu-jana warlalja-mipaku. Yapa ngula kalu-nyarra nyurunyuru-jarri, ngula-piya-yijalalu-jana nyurunyuru-jarriya.’
MAT.5.44	Kala jalangu, ngaju karna-nyarra pinarri-mani kuruwarri-kari nyampu: Ngana-puka kajingki nyurunyuru-jarri, ngarirla kutu yulkaya. Nganangku-puka kajingki yapangku pakarni, ngulakujurlajinta Kaatuku wangkaya. 
MAT.5.45	Kajinkili-jana yulkami yapaku ngula-piya, ngula-jangka Wapirrarlu kapu-nyarra kurdukurdu-pajirni nyanungu-nyangu yangka ngula-ka nyina nguru-nyayirni-wangurla kankarlarra. Wanta ngula karla marlaja pardimirni, ngula-ka yilyamirni Kaaturlu, kula ngurrju-mipaku yapaku, panuku-juku majumajurlanguku. Ngapa kuja-ka yilyamirni Kaaturlu, ngulaju ngalipaku jintawarlayiki, kula ngalipa-mipaku yangka kuja karliparla jungarni nyina, panu-karirlanguku yangka kuja kalurla jurnta nyinami kuja-purda-kari. 
MAT.5.46	Kajilpankulu-jana yulkayarla yapa ngalya-kari-mipaku ngula kalu-nyarra yulkami-yijala, manngu-nyanyi mayi kankulu kapu-nyarra Kaaturlu ngurrju-pajirni ngulakuju? Lawa! Yangka yimirr-yinja-panu tala puntarninjakungarduyu-patu, ngularrarlanguju kalu-jana yulkami yapa ngalya-kariki warlalja puntuku. 
MAT.5.47	Kajilpankulu-jana wapirdi wangkayarla ngurrju nyurrurla-nyangu-mipaku puntuku, manngu-nyanyi mayi kankulu kapu-nyarra Kaaturlu ngurrju-pajirni ngulakuju? Lawa! Yapa ngalya-kari ngula kalu ngurrpa-juku nyina Kaatukuju milya-pinja-wangu-juku, ngularrarlangu kalu-jana wapirdi-wangkami ngurrju nyanungurra-nyangu puntuku. Panu-kari-piya-wangu yungulpankulu-jana yulkayarla yapaku jintawarlayiki-jiki. 
MAT.5.48	Yuwayi, jungarnili nyinaya Wapirra Kaatu-piya ngula-ka nyinami kankarlarra nguru-nyayirni-wangurla. Kutulu-jana yulkaya panuku yapaku ngula-piya Kaatu-piya.”
MAT.6.1	Wangkaja-jana, “Ngula kankulu-jana nyiyarlangu yinyi marlajarra-watiki, ngulajulu-jana yungka wurulyparlu yapa ngalya-kari-kijaku nyanja-kujaku. Kulalu kulkurru-jarra milkarraku karriya warru yinja-karra. Kajinkili karrimi kulkurru-jarra warru yinjarla, ngulakuju Wapirrarlu kula-nyarra ngurrju-pajirni yangka kuja-ka kankarlarra nyina nguru-nyayirni-wangurla. 
MAT.6.2	Kajinkili-jana yinyi tala marlajarra-watiki yapaku, yungkalu-jana wurulyparlu yapa ngalya-kari-kijaku nyanja-kujaku. Kulalu yangka milkarraku karriya panu-kari-piya. Ngula kalu-jana yinyi tala marlajarra-watiki Juwu-kurlangurla jaajirla manu yirdiyi-wana, ngulaju purlanja-karrarlu yungulu-jana yapa-patu-karirli nyanyi warru yinja-kurra jama ngurrju nganta. Pangkalalu-jana ngurrju-pajirni. Junga karna-nyarra wangka: Kaaturluju kula-jana witarlanguju yarda yinyi kuja kalu-jana milkarraku yinyi warru, lawa! 
MAT.6.3	Kulalu milkarraku karriya panu-kari-piya! Kajinkili-jana yinyi nyiya-puka marlajarra-watiki yapaku, yungkalu-jana wurulyparlu, ngulaju yapa ngalya-kari-kijaku nyanja-kujaku. 
MAT.6.4	Kajinkili-jana yinyi yapaku marlajarra-watiki wurulyparlu, Wapirra-miparlu kanyarra nyanyi. Ngula-warnuju kapu-nyarra ngurrju-pajirni.”
MAT.6.5	Wangkaja-jana, “Kajinkilirla Kaatuku wangka, wangkayalurla jungarni-nyayirni milkarra-wangu yalirra-piya-wangu yangka kuja kalurla jungarni nganta wangkami Kaatukuju. Warrarda kalu karrimi kulkurrurni milkarraku Juwu-kurlangurla jaajirla Kaatuku wangkanjaku, manu kalu karrimi yirdiyi-wana milparniwarrarla yapangka panungka ngula yungulu-jana yapa-patu-karirli nyanyi ngula kalurla Kaatuku wangkami. Kujaju majumaju! Junga karna-nyarra wangka: Kaaturluju kula-jana witarlanguju yarda yinyi kajilirla kuja wangka Kaatukuju, lawa!
MAT.6.6	“Kala kajinparla wangka Wapirraku, ngulakungarntiji yuwarli-kirra-wiyi wurulypa yukaya yungunparla yangarlu wangkami panu-wangurla. Ngula-jangkaju, Wapirrakurla wangkaya yangka. Ngulaju kapungku nyanyi wuruly-wangkanja-kurra ngula kanparla wangkami, manu kapungku yinyi nyiyaku ngula kanpa payirni.
MAT.6.7	“Manu kajinkilirla wangkami Kaatuku, wangkayalurla yalirra-piya-wangu yangka ngula kalu ngurrpa-juku nyina Kaatukuju. Ngula kalurla wangkami Kaatuku, ngulaju kalurla yarda-patupatu wangkami warungka-piya. Purda-nyanyi nganta kajana Kaaturlu yangka kuja kalurla warrarda wangka tarnnga. Kujaju yijardu-wangu! 
MAT.6.8	Yalirra-piya-wangulu nyinaya! Kaaturluju nyurru-juku-ka milya-pinyi nyiyarningkijarra nyurrurla-nyangu payirninja-wangurla-wiyi.
MAT.6.9	“Junga-juku, kujanyalurla wangkaya Kaatukuju:
MAT.6.9	‘Wapirra, nganimpakupalangu kuja kanpa nyuntu nyina nguru-nyayirni-wangurla kankarlarra, milki-yirraka-nyanu nganimpa-kurra yungurnangkulu milya-pinyilki nyuntuju junga-nyayirni!
MAT.6.10	Wapirra, kutu-jarriya-nganpa yungunpa-nganpa Warlalja-Wiri nyinami nganimpakuju. Nguru-nyayirni-wangurla kankarlarra, panungku kangkulu purda-nyanyi wilji-wangurlu nyarrpa kuja kanpa-jana wangka. Kujarlanya karnangkulu payirni yungungkulu yapangku jintawarlayirli nyampurla walyangkarlu purda-nyanyi wilji-wangurlu.
MAT.6.11	Wapirra, payirni karnangkulu miyiki yungurnangkulu marlaja ngarni parra-kari parra-karirli.
MAT.6.12	Wapirra, yangka kuja kalu-nganpa yapa ngalya-kari majungka-jarri jurnta, ngulakuju karnalu-jana yawuru-jarrimi kunka-maninja-wangu. Kuja-jangkaju, payirni karnangkulu nyuntu yungunpa-nganpa yawuru-jarrimi kuja karnangkulu majungka-jarrimi jurnta.
MAT.6.13	Wapirra, kajikarnalu karlirr-yani nyuntu-kujaku. Kuja-kujakuju, mardaka-nganpa muurlparlu nyiyarlangu kajika-nganpa rdipimi manu karlirr-kanyi nyuntu-kujaku.’
MAT.6.13	Kujanyalurla Kaatuku wangka.
MAT.6.14	“Junga kujaju! Kajilpankulu-jana kunka-maninja-wangu yawuru-jarriyarla yapa-ngalya-karirlanguku nyiyarlanguku maju-wanawanaku, ngulaju nguru-nyayirni-wangurla kajika-nyarra Wapirraju yawuru-jarrimi-yijala nyurrurlakuju maju-jangkakuju. 
MAT.6.15	Kala kajilpankulu-jana jurnta nyinakarla yawuru-jarrinja-wangu, ngulaju kula-nyarra Kaatuju yawuru-jarrimi-yijala.”
MAT.6.16	Wangkaja-jana, “Kajinkili miyi ngarninja-wangurlu yampimi purlapakungarnti Kaatu-kurlangukungarnti, kulalu yangka milkarraku karriya panu-kari-piya. Ngula kalu nyina purlapakungarnti miyi ngarninja-wangu, ngulaju kalu nyina yinngirriji murlurrpa-nyayirni yungulu-jana yapa-patu-karirli nyanjarla ngurrju-pajirni. Pangkalalu-jana ngurrju-pajirni. Kala Wapirrarlu kula-jana ngurrju-pajirni milkarra-jangkaju. 
MAT.6.17	Kulalu milkarraku karriya nyanungurra-piya! Ngula kankulu miyi ngarninja-wangu nyinami Kaatu-kurlangukungarnti purlapakungarnti, kulalu nyinami yinngirriji mularrpa-nyayirni, lawa. Parljikalu-nyanu ngapangku, ngula-warnurlu jarangkulu-nyanu mapaka marnilpa. 
MAT.6.18	Kuja-kurraju kapulu-nyarra yapa-patu-karirli nyanyi purlapakungarnti. Kulalu-nyarra milya-pinyi yangka ngulankulu miyi yampija ngarninja-wangurlu. Kala Wapirrarlu, nyanungu-miparluju kapu-nyarra nyanyi miyi ngarninja-wangu. Ngula-warnuju yungu-nyarra ngurrju-pajirni.”
MAT.6.19	Jijaji-jana wangkaja, “Purlurlpa-wangulu nyinaka! Kulalu warru turnu-maninjarla rdanjarr-mardaka jurnarrpa nyampurla ngurungka. Ngula-jangkaju, mulururlu kajika ngarni, manu kajika muku larra-parnka nyiyarningkijarraju, manu marda purunjurlu kajika-nyarra jurnta kanyi jurnarrpa. 
MAT.6.20	Ngula-kujakujulu-jana yungka warru yimirirli yapa ngalya-karirlanguku. Ngula-warnuju Kaaturlu yungu-nyarra rdanjarr-yinyi nyiyarningkijarra nguru-nyayirni-wangurla. Ngulangkaju kulalpalu mulururluju nyiya nganjarla. Manu kulalpa larralarra-parnkayarla jurnarrpaju. Manu kulalpa purunjurlu yapangku nyiyarlangu mantarla. 
MAT.6.21	Nyarrpararlankulu rdanjarr-mardarni nyiyarningkijarraju jurnarrpa? Nyampurla ngurungka? Marda nguru-nyayirni-wangurla? Kajinkili rdanjarr-mardarni jurnarrpa Kaatu-kurlangurla, ngulaju kankulu manngu-nyanyi tarnnga yali nguru. Kala kajinkili purlurlparlu rdanjarr-mardarni nyampurla ngurungka, ngulaju kankulu manngu-nyanyi nguru nyampu-mipa. Ngulaju maju!”
MAT.6.22	Jijaji-jana wangkaja, “Nyurrurla-nyangu milpa, ngulaju jarra-piya. Kajinkili-jana yimirirli yinyi warru yapaku jurnarrpa, ngulaju kankulu nyinami jarrangka Kaatu-kurlangurla. 
MAT.6.23	Kala kajinkili-jana purlurlparlu jurnta mardarni yinja-wangurlu yapa ngalya-kari-kijaku, ngulaju maju. Kula kankulu nyinami yalumpu jarrangka Kaatu-kurlangurla. Kula-nganta kajikankulu pamparda nyinami nyanja-wangu nguru-wangu.
