GEN.1.1	Puꞌun-puꞌun it langit baw banwa, giyuna it Ampuꞌang Diyus. 
GEN.7.11	Miyabut i itiꞌen ngayti, iyan magꞌidad na si Noe it enem nga gatus nga taꞌun, nga kat ikadwang bulan it iting taꞌun, baw kat ikasang puluꞌ may pitung aldaw it bulan ngayti. Miyukaꞌ nay ega teꞌe-teꞌeng nga mga pagtumbudat danum baw atnat ipaglamaꞌ nga danum i seleg it uran. 
GEN.7.12	Miyuran it seledat epat nga pulung aldaw baw epat nga pulung delem.
GEN.7.13	Kat iti nagang aldaw, nga miyabut nay luyud, nagpasakay na si Noe baw mga anak ya ngayting si Sem, si Cam baw si Jafet, pati mga asawa nira. 
GEN.7.14	Duꞌun na gasiꞌ it sakayan i kada kalasit ramu-ramu. Dedekeyeꞌ baw dadakulaꞌ, magpanaw, magkambang baw mamagkalayug, magkagnek baw ega, duꞌun nang muꞌsa. 
GEN.7.15	Tagduwa-duwa kat muꞌsang maginawa i miyabut baw nagpasakay. 
GEN.7.16	Muꞌsa ngayti, may babay, may lalaki, ka yay ipiyagꞌaat it Ampuꞌang Diyus it ki Noe. Iyan duꞌun na sirang muꞌsa it seled it subuk baul ngayti, isiniradu nat 
GEN.7.17	Seledat epat nga pulung aldaw, talagang dimnakulaꞌ na nga dimnakulaꞌ i luyud, pagꞌaꞌampungun nay muꞌsang banwa. Limintaw na i pagsasakayan na Noe. 
GEN.7.18	Talagang miyararem nay danum, aypaꞌ buwat it pagsasakayan nira ngayti, maglutaw-lutaw na lamang. 
GEN.7.19	Dimnakulang matuud i danum, diyanuman nang muꞌsa i banwa. Kamatuudan, nalipen i maski abwatay nga bukid kat palelkep it banwa. 
GEN.7.20	Limang tindeg i kaꞌararem it danum kat siyagpawan it mga bukid. 
GEN.7.21	Egay beken, natay i muꞌsang maginawa kat sinirungat langit. Egay naꞌped, ramu-ramu, manu-manuk, pati taw. 
GEN.7.22	Nalmes sira nga muꞌsa. 
GEN.7.23	Talagang piyuuꞌ it Ampuꞌang Diyus i muꞌsang may ginawa kat sinirungat langit. Yamanay naꞌped, si Noe baw mga kaꞌibaan ya ngayti duꞌut sakayan. 
GEN.7.24	Kimnaꞌlay talaga i danum kat sagpaw it lugtaꞌ, inabut it sang gatus baw limang puluꞌ nga aldaw.
GEN.8.1	Ta, ega nalipatan it Ampuꞌang Diyus si Noe baw muꞌsang mga kaꞌibaan ya duꞌut pagsasakayan nira ngayti. Aypaꞌ ka piyaꞌyep ya nay deres kat sagpaw it lugtaꞌ. Ta, nagpapuꞌun nat mebas-ebas na i danum, 
GEN.8.2	beken it mindek na i tumbud it danum baw timniꞌdaw nay uran. 
GEN.8.3	Magsisiging magkayaꞌmat nat mebas i danum seked it may sang gatus baw lima nang puluꞌ nga aldaw garing it nagpapuꞌun i uran. 
GEN.8.4	Bawnga, pagꞌabut it ikasang puluꞌ may pitung aldaw it ikapitung bulan, simnangrad na i pagsasakayan ngayti na Noe duꞌut esang bukid nga pagpangaranat Ararat. 
GEN.8.5	Sigi na nga ebas it danum. Naꞌbut i sang pulung bulan, uꞌnang aldaw it bulan, magkatandaꞌan na i mga siyagpawan it mga bukid.
GEN.8.6	Ta, garing sikayti, iyan nagtaꞌlib nay epat nga puluꞌ pang aldaw, inabriyan na ni Noe i lalawagan nga binwat ya duꞌut pagsasakayan nira ngayti. 
GEN.8.7	Pagkaꞌabri ya, ipiyalayug yay sang batung manu-manuk nga ugak. Yanay binwat it ugak ngayti, layug-layug it magpasuliꞌ-suliꞌ, seked napra nay danum kat sagpaw it lugtaꞌ. 
GEN.8.8	Bawnga sunud sing ipiyalayug ni Noe, kalapatiꞌ, isaꞌun masiguru ya in napra na i danum. 
GEN.8.9	Temed ega pay magkaparagan it kalapatiꞌ ngayti nga mapakay ya nga mataꞌpunan. Aypaꞌ miyuliꞌ naga duꞌun it ki Noe nga duꞌut pagsasakayan ngayti, ka danum pang muꞌsay banwa. Magꞌabut i kalapatiꞌ ngayti, pagkayapen ni Noe. Ipiyasled ya siꞌ duꞌut pagsasakayan nira ngayti. 
GEN.8.10	Yapaꞌ siꞌ ipalayug ni Noe i kalapatiꞌ ngayti ka nakapitu. 
GEN.8.11	Apu-apun manay ipiyagꞌuliꞌ it kalapatiꞌ ngayti duꞌut ki Noe. Mabut may pagtatangagen ya na nga egenen nga daꞌun it olibo. Pagkalteg ni Noe kayti, naꞌrutan ya nga magkapra na i danum, ka pagtubuꞌan siꞌ it mga kayu. 
GEN.8.12	Minlat siꞌ si Noe it seked it kapitung aldaw, bawnga ipiyalayug ya siꞌ i kalapatiꞌ. Ta, ega na miyuliꞌ duꞌun it ki Noe.
GEN.8.13	Iyan magꞌidad na si Noe it enem nga gatus baw sang taꞌun, uꞌnang bulan, intrada gasiꞌ it bulan, tinꞌugan nay muꞌsang sagpaw it lugtaꞌ. Rimbangan ni Noe i atep it pagsasakayan nira ngayti bawnga nanlawag-lawag. Ipabeyeng-beyeng yay mata ya, ega nay danum, natꞌugan nay lugtaꞌ. 
GEN.8.14	Ikadwang bulan, ikadwang puluꞌ may pitung aldaw, diminsen nay lugtaꞌ.
GEN.8.15	Iyan madesen na ngayti i lugtaꞌ, inaat nat Ampuꞌang Diyus si Noe. 
GEN.8.16	Maat ya, “Ta, manliꞌwan kamu nang muꞌsa. Lumampud kamu na magꞌasawa, baw mga anak mi, pati mga asawa nira. 
GEN.8.17	Ipaliꞌwan mu na gasiꞌ i muꞌsang maginawa nga kaꞌibaan mi asat siyakayan mi ngayan, manu-manuk baw ramu-ramu, pati mga magkambang i pamanaw, isaꞌun manganak-anak sirang muꞌsa, dumakel siꞌ i situt sinirungat langit.” 
GEN.8.18	Aypaꞌ egay beken, limnampud na na Noe nga muꞌsa, asawa ya, mga anak nira, pati mga asawat mga anak nira ngayti, namaglampud nang muꞌsa. 
GEN.8.19	Namagpanliꞌwan na gasiꞌ i muꞌsa ngayting mga ramu-ramu, pati mga magkambang i pamanaw, baw muꞌsang mga manu-manuk. Kada kalasi ngayti, nanliꞌwan na.
GEN.8.20	Bawnga nagbuwat si Noe it papangantengan it ipagsamba duꞌun it 
GEN.8.21	Siyagyaan it 
GEN.8.22	Paꞌuꞌuma baw pakakayeg, panguran baw pangaldaw, aldawun baw delemen, mintras ega paꞌ naꞌbut i umur it banwa, sigi paꞌ i muꞌsa ngaytu.”
GEN.9.1	Bawnga piyatdekan it Ampuꞌang Diyus it ampang ya nga may guna si Noe baw mga anak gasiꞌ ni Noe. Maat i inampang ya, “Magꞌanak-anak kamu isaꞌun dumakel naga i taw kat sinirungat langit, isaꞌun magtaawan nagay muꞌsang banwa. 
GEN.9.2	Miꞌlam nat imyu i mga ramu-ramu, ganggang, baw manu-manuk, pati mga sedaꞌ, miꞌlam na gasit imyu, sabap ipagpabetang-betang ku nga muꞌsa ngaytu, kat pamegbeg mi na nga muꞌsa. 
GEN.9.3	Muꞌsang magkuliꞌget nga maginawa, magkakaꞌen mi na, nga yay dungag it pagkaꞌnen mi nang lagi nga mga luwak.
GEN.9.4	Temed kuydaw kamu it kasalya kumaꞌen it karniꞌ nga ega piyadguꞌ, sabap ladawan it kaꞌgenan i duguꞌ ngaytu. 
GEN.9.5	Baw yay matuud, in siyuy paturuꞌ it duguꞌ mi, talagang abulun ku kat duguꞌ ya gasiꞌ. In may ramu-ramu nga mimatay it taw, kaꞌilangan imatayen naga kanya. 
GEN.9.6	Eeꞌ baꞌ, in siyu-siyuy mimatay it masigkataw ya, kaꞌilangan nga imatayen naga kanya, sabap taw ngaytu, pamwat it kanya, agen-agen it kaladawan it Ampuꞌang Diyus.
GEN.9.7	Kamu ngaytu, subung nat inaat ku, garing kayti magꞌanak-anak kamu isaꞌun dumakel nagay taw. Talagang dumakel kamu nagang banar.”
GEN.9.8	Beken pang inaat it Ampuꞌang Diyus it ki Noe baw kat mga anak ni Noe, 
GEN.9.9	maat ya, “Akuytu i magꞌampang ngaytu. Kayti may ipagpakiꞌupakat ku it imyu, pati mga kaꞌanak-anakan mi nga sumunud it imyu. 
GEN.9.10	Ega lamang kamu, pati muꞌsang giyuna ku nga may ginawa nga kaꞌibaan mi, ramu-ramu baw manu-manuk, kumpur limnampud duꞌun it siyakayan mi ngayti. 
GEN.9.11	Talagang ipagsanggup ku it imyu kayti nga ega na saꞌupan ku pat muuꞌ i muꞌsang may ginawa it danum nga lumyud paꞌ it subuk nagtaꞌlib ngaytu. Talagang ega na lumyud it ikaranggaꞌ paꞌ it muꞌsang banwa.
GEN.9.12	Kayti, ituy keseg it sanggup ku ngaytut imyu, pati muꞌsang maginawa nga kaꞌiba-iba mi magtungtung-magꞌinapuꞌ,” maat it Ampuꞌang Diyus. 
GEN.9.13	“May ibtang ku na nga buluntung kat lawang. Itu nay katandaꞌ it isiyanggup ku pasar it banwa. 
GEN.9.14	Aypaꞌ kaꞌnu-kaꞌnu makunum i langit ka pagpaꞌuranen ku, kada maltegan i buluntung ngaytu, 
GEN.9.15	demdemen ku siꞌ i isiyanggup ku ngaytu, nga itu i binwat ku nga katandaꞌ tami, pati muꞌsang maginawa kat sinirungat langit, nga iyan danum, ega na lumyud it ikapuuꞌ nat muꞌsang maginawa. 
GEN.9.16	Eeꞌ baꞌ, kada timindeg kat lawang i buluntung, letganan ku bawnga demdemen ku i egay kaskedang sanggup ku it imyu, ka aku nga Ampuꞌang Diyus i nagsanggup kat muꞌsang maginawa kat sinirungat langit. 
GEN.9.17	Itu na ngaytu i katandaꞌ ta, nga keseg it ipagpakiꞌupakat ku ngaytu it imu baw muꞌsang maginawa situt sinirungat langit,” maat it Ampuꞌang Diyus.
GEN.9.18	Iti basaꞌan i mga anak ni Noe ngayting kaꞌibaan ya it nagpasakay baw limnampud ngayti duꞌut sakayan, si Sem, si Cam baw si Jafet. Si Cam ngayti i amaꞌ ni Canaan. 
GEN.9.19	Tulu ngaytu nga mga anak ni Noe, sira na i piyanggaring-garingan it taw nga limingkep it banwa.
GEN.9.20	Gimnaring it iting timpu, manigꞌuma siꞌ si Noe, baw kanyay uꞌna-uꞌnang nakalwak it luwak nga pagpangaranat ubas. 
GEN.9.21	Iyan magbuwaꞌ na, nagpesel kanya ka minwat it irimnun. Mininum na kanya seked it naglangu nga banar. Nalbasan nay magꞌigaꞌ duꞌut seled it bala-balay nira. 
GEN.9.22	Uꞌnang nakamuya it maglelbas na ngayti i amaꞌ nira nga si Noe, si Cam nga amaꞌ ni Canaan. Liyanggangan ya, bawnga isiyugid ya duꞌut duwa ngayting mga sulsug ya nga duꞌut liꞌwan. 
GEN.9.23	Pagkagneg it duwa ngayti, si Sem baw si Jafet, minsiꞌ sirat malabeg nga rambay, giyulamen nirang duwa bawnga minisnud. Bawnga iliyukyad nira duꞌut amaꞌ nira ngayting maglelbas, isaꞌun matagnepan. Ega naltegan niray kaꞌeyaꞌan it amaꞌ nira ka yanayti, pamanaw nirat minlep duꞌut amaꞌ nira ngayti, mamagꞌisnud.
GEN.9.24	Iyan nasulag na si Noe baw miyasmasan nat langu ya, naꞌrutan ya na i binwat it anak ya nga si Cam. 
GEN.9.25	Pagkaꞌrut ya, miyampang kanya. Maat ya, “Sumpaan si Canaan!
GEN.9.26	Mabantug i 
GEN.9.27	Bagay it ki Jafet, padaklen kanya it Ampuꞌang Diyus. Mga kaꞌanakan yat kanya, makapasagpun sira duꞌut pagtataꞌidan it mga kaꞌanakan ni Sem ka surubung sira nga pagtatarimaen it Ampuꞌang Diyus. Temed maꞌuripen naga gasiꞌ it mga kaꞌanak-anakan ni Jafet i mga kaꞌanak-anakan ni Canaan ngaytu.”
GEN.9.28	Garing it pagkatunaw ngaytit banwa, inabut paꞌ si Noe it tulung gatus baw limang puluꞌ nga taꞌun. 
GEN.9.29	Nakaꞌbut i idad ni Noe it siyam nga gatus baw limang puluꞌ nga taꞌun bawnga miyatay kanya.
GEN.11.1	Iyan tagna-tagnaꞌ paꞌ, paribasa it esa-esay puꞌun it taw, esa-esa paꞌ gasiꞌ i ampang. 
GEN.11.2	Ta it magpanlekep na ngayti sirat banwa, naꞌlay na sirat kayaꞌmat it panaw nga ayun duꞌut lebatan, nakaparag na sirat malayaw nga daranasan duꞌun it pagpangaranat Sinar. Pagkaparag nira, duꞌun nay tiyaꞌidan nira.
GEN.11.3	Iyan nakatiꞌen-tiꞌen na sira duꞌun, nagꞌupa-upakaten sira. Maat nira, “Esa-esa ga, muwat tamit dakel nga dakel nga padseneng lugtaꞌ, lugtaꞌ ngayang magkabwat tang dakut. Pakaꞌyawun tami nga banar isaꞌun demsen nga demsen.” Piyadsen na ngayti nira nga lugtaꞌ i ganti nirat batu nga ipagbuwat-buwat it balay. Piyulitan nirat alkitran
GEN.11.4	Pagkamuya nirat magkabwat sirat iting mga bagay, namagꞌupa-upakaten siꞌ sira. “Esa-esa ga,” maat nira, “magbuwat tamit magayeng lansangan baw patindeg tamit balay nga ega basta-basta i kaꞌabwat nga kaꞌbut duꞌut langit i alibubungan ya, isaꞌun matanug tami baw ega na matariwanak situt sinirungat langit.”
GEN.11.5	Temed nanlampud i 
GEN.11.6	Pagkalteg ya, maat ya, “Mga taw ngaytu, magkakayaan niray itung kabubwalan
GEN.11.7	Magayen aduꞌunun ta na sira ka belag-belagen i ampang nira, isaꞌun daꞌsira na magsepse-sepsepen it pagꞌaaten.”
GEN.11.8	Egay beken, tiyariwanak nat 
GEN.11.9	Aypaꞌ sikaytiꞌen, piyangaranan it Babel i iting rugar, nga ireg sugiden, nalibegan. Ka sikayti biyelag-belag it 
GEN.11.27	May esang taw nga pagpangaranat ki Tare. Anak ni Tare ngaytu, si Abram, sumunud si Nacor bawnga si Haran. Manganak si Haran, lalaki. Pangaranan, si Lot. 
GEN.11.28	Ega piyaꞌlay si Haran, ka natay kanya it egen pay amaꞌ ya nga si Tare. Piyatayan ya, siyakitan ya naga nga rugar nga Ur, nga sakep it Caldea. 
GEN.11.29	Kana Abram, duwa ni Nacor, nagsigpangasawa na. Mangasawa si Abram it kanya, pagpangaranat ki Sarai. Ngaran it ki Nacor nga asawa, si Milca nga esang kamanaken ya,
GEN.11.30	Si Sarai ngayti, ega magpanganak, aypaꞌ egay kanyang aꞌanak.
GEN.11.31	Ta, miyabut nga nagpaꞌugad si Tare, taban yat nagpaꞌugad i anak ya nga si Abram baw apuꞌ ya nga si Lot, nga yay esang anak ni Haran, pati miyagad ya nga si Sarai nga asawa ngayti ni Abram. Nagliꞌid na sira duꞌut Ur ngayti nga sakep it Caldea ka iyan sana i paꞌugadan nira, banwa nga Canaan. Temed ega naga nakalangbus ka pagkaꞌbut nira duꞌut lansangan nga pagpangaranat Haran, duꞌun nay tiyaꞌidan nira. 
GEN.11.32	Duꞌun nat Haran ngayti i piyatayan ni Tare, magꞌidad na kanyat duwang gatus baw limang taꞌun.
GEN.12.1	Bawnga inaat it 
GEN.12.2	Ka ituy sanggup ku it imu. Buwaten ku ikaw nga esang dakulaꞌ nga bangsa, baw pagꞌildawan ku ikaw nga pirmi. Buwaten ku nga mabantug i imung ngaran baw buwaten ku ikaw nga panggaringan it maꞌildawan i beken. 
GEN.12.3	Talagang ildawan ku gasiꞌ i kumpur mildaw it imu, temed iyan nga rumaꞌe-raꞌet it imu, ukumanan ku it panrigang sumpa ku. Yay matuud, garing it imu maꞌildawan i muꞌsang bangsat taw situt sinirungat langit.”
GEN.12.4	Ega maat diyaꞌga ni Abram i inaat ngaytit 
GEN.12.5	Piyabayaꞌ naga ni Abram i asawa ya ngayting si Sarai baw si Lot ngayting anak it sulsug ya. Taban niray muꞌsang mga kusas nira. Piyabayaꞌ nira gasiꞌ i mga uripen nga naꞌalang nira duꞌun it Haran ngayti. Namagpanaw na sira, nga liminꞌid na duꞌut Haran, namagpaꞌugad na duꞌut Canaan.
GEN.12.6	Pagꞌabut duꞌun, ega paꞌ nagpatakenaꞌ si Abram. Sigi pang panaw ya seked it nakaꞌbut duꞌun it matanug nga kayu ni More, duꞌut lansangan it Siquem. Kat iting timpu, mga Cananeo i magtataꞌid duꞌun it iting banwa, 
GEN.12.7	temed nagpakikita i 
GEN.12.8	Garing duꞌut piyaꞌabutan ya ngayti, nagpaꞌugad naga si Abram duꞌut mamungsuꞌun nga ayun duꞌut lebatan it lansangan it Betel. Duꞌun nay piyamagbala-balayan nira, nga ayun kat sedpan i Betel ngayti baw ayun duꞌut lebatan nira i lansangan it Hai. Nagpatindeg siꞌ kanya duꞌun it papangantengan it ipagsamba ka siyamba yay 
GEN.12.9	Takaꞌ ega naga nagtinir si Abram duꞌun, nagpaꞌugad naga. Magpakayaꞌmat manggid it paꞌaduꞌun it rugar nga pagpangaranat Negeb.
GEN.12.10	Temed kat iting timpu, miyabut i dakulaꞌ nga getem duꞌut iting banwa. Aypaꞌ nagꞌandaꞌ si Abram duꞌut Egipto ka talagang masakit nga getem i duꞌut Canaan ngayti. 
GEN.12.11	Desang adeꞌdeng na kanya duꞌut Egipto, inupakat ya si Sarai ngayting asawa ya. Maat ya, “Talagang ikaw ngaytu, daraga, magayen nga pagletganan. 
GEN.12.12	Pagsisiguruun ku nga pagkalteg it imu it mga taga Egipto, imatayen nayan nira aku isaꞌun maꞌagaw ka. 
GEN.12.13	Aypaꞌ kayti, asi-asi pat imu, panugid mu nagsulsug ta, isaꞌun gayen-gayenen nira aku, baw isaꞌun daꞌku imatayen nira.”
GEN.12.14	Pagꞌabut nga matuud na Abram duꞌut Egipto, naltegan it mga taga Egipto i kadaraga ni Sarai ngayti. 
GEN.12.15	Naltegan gasiꞌ si Sarai it mga katimbang it adiꞌ it Egipto ngayti. Unupat ipiyagsugid nira duꞌut adiꞌ ngayti. Talagang pagtuꞌgudun nirang kadaraga. Pagkagneg it adiꞌ ngayti, ipiyapisiꞌ yang lagi ka idungag yat mga pagꞌasa-asawaen yang kabababayan. 
GEN.12.16	Piyaltegan ya si Abram ngayti it magayeng adat sabap it iti nga babay. Aypaꞌ subraꞌ nga dimnakulaꞌ i mga kusas ni Abram. Dakel i napisiꞌ yang mga tupa, kambing, bakaꞌ, baw kabayuꞌ nga asno nga inaꞌan baw tudu, mga uripen nga babay, lalaki, baw mga kamelyo.
GEN.12.17	Temed paribasay ipiyapisiꞌ it adiꞌ si Sarai nga asawa ni Abram ka tanud ya nagsulsug lamang nga matuud, piyaꞌabutan it 
GEN.12.18	Iyan atnakayti, ipiyatawag it adiꞌ ngayti si Abram. Pagꞌabut ya, maat it adiꞌ ngayti, “Unuka atkaytuy binwat mut aken? Unuka ega isiyugid mut aken nga itu palan, asawa mu i itung babay? 
GEN.12.19	Unuka maat mu sulsug mu, aypaꞌ ipiyapisiꞌ ku kanya ka asa-asawaen ku? Kayti wayan nagay asawa mu. Pabayaꞌen mu naga ka limꞌid kamu na.” 
GEN.12.20	Bawnga binwat it adiꞌ ngayti, singkat ya i mga taawan ya, ka ipiyaꞌuruꞌ ya paꞌ na Abram ngayti, duwa magꞌasawa, pati mga kusas nira, taban nira nagat mapanaw ngayti. Paskedan it manguruꞌ ngayti, seked it kaliꞌwan na na Abram it banwa nga Egipto.
GEN.13.1	Liminꞌid na duꞌun it Egipto na Abram, duwa magꞌasawa. Taban niray muꞌsang kusas nira baw kaꞌibaan nira naga si Lot ngayti. Namagꞌuliꞌ na duꞌut Negeb, nga esang rugar duꞌut Canaan. 
GEN.13.2	Talagang si Abram ngayti, kiminseg na nga taw, ka maꞌayepen na nga banar, mabulawanen na baw mapiraken na.
GEN.13.3	Garing sikayti nga rugar, magpaꞌugad-paꞌugad naga na Abram seked it nakaꞌbut siꞌ duꞌut Betel. Duꞌun nagay piyaꞌabutan yat tagnaꞌ nga tiyaꞌidan yang rugar nga piyagtengaꞌan it Betel baw Hai. 
GEN.13.4	Duꞌun naga gasiꞌ kayti i piyatindegan yat tagnaꞌ it papangantengan it ipagsamba. Ta egay beken, siyamba ya siꞌ duꞌun i 
GEN.13.5	Ta, si Lot ngayti nga magbaya-bayat ki Abram, may kanya gasing mga ayep, mga tupa, kambing baw bakaꞌ, baw dakel gasing taawan. 
GEN.13.6	Ta it nagsubung sirang maꞌayepen, daꞌsira na sumadang in sang karuga-rugaran lamang i taꞌidan nirang duwa. Ka yanayti, dakel nang banar i mga ayep nira baw dakel nang mga kaꞌuripnan, aypaꞌ ega na mapakay nga magsagpun sira it sang karuga-rugaran lamang. 
GEN.13.7	Beken it namagbanta-bantaen nay mga manigꞌeper it mga ayep ni Abram baw manigꞌeper it mga ayep ni Lot. Baw beken paꞌ, kat iting timpu, may magtataꞌid paꞌ duꞌun nga mga Cananeo baw mga Perezeo.
GEN.13.8	Aypaꞌ iyan atnakayti, inupakat ni Abram si Lot. Maat ya, “Esa-esa ga, in mapakay it imu, ega magayen kuy kapagraraꞌet ta nga duwa. Subung naga i mga manigꞌeper it ayep ta, ega gasiꞌ ireg ku nga magraꞌe-raꞌeten sira, ka daꞌta nagꞌugaling taw. 
GEN.13.9	Kayti it malayaw i itung banwa, magꞌuꞌunu ka in daꞌta na magsagpun? Mamiliꞌ ka. In paꞌasini kay imung ayun, ayun kat gibang, paꞌaduꞌun akuy aken it ayun it iwanan. Takaꞌ in paꞌatkayti ka manggid ka paꞌasini kat ayun it iwanan, akuy pagibang manggid.”
GEN.13.10	Nanlawag-lawag si Lot, nalawag ya i kalayawat daranasan it Jordan nga garing sikaytiꞌen seked it duꞌun nat Zoar. Paꞌari-aring ayun may danum. Talagang maluꞌgum nga paglawagen, subung nat kalulwakan it 
GEN.13.11	Aypaꞌ iti i piniliꞌ ni Lot, muꞌsa ngayting daranasan it Jordan. Nagpablag na si Lot it amayan ya ngayti ka naꞌaduꞌun nat napiliꞌ ya ngayti nga ayun kat lebatan. 
GEN.13.12	Pagbelag nira, ki Abram, duꞌun nay tiyaꞌidan yat Canaan ngayti. Si Lot, duꞌun nat malayaw ngayting daranasan nga napiliꞌ ya. Adeꞌdeng it siyudad it Sodoma i tiyakenaꞌan ya, nga piyakabratan yat mga magkapuru-purun nga balay ya. 
GEN.13.13	Mga taw ngayti duꞌut Sodoma, mararaꞌe-raꞌet i adat, talagang makasalaꞌan sirang banar kat panleteg it 
GEN.13.14	Pagkapaꞌugad ni Lot, piyakisugidan sit 
GEN.13.15	Sabap kat paꞌari-ari ngaytung ayun nga ipagpalawag kut imu, ibgay kuytung muꞌsa it imu, subliyen it anak-inapuꞌ mu seked it maꞌlay. 
GEN.13.16	Talagang buwaten ku nga subuk kapu-kaput lugtaꞌ i kadakel it mga tungtung-inapuꞌ mu. In beteꞌ may magkabilang it kapu-kapu, ta mabilang nagay mga anak-inapuꞌ mu. 
GEN.13.17	Ta, panaw-panawan mu, letganan muy kalayaw baw kaꞌalaid, ka talagang ibgay ku it imu.”
GEN.13.18	Ega naꞌlay piyurun siꞌ ni Abram i balay ya ngayti ka napanaw siꞌ. Duꞌun i piyaꞌabutan yat kakakayuwan ni Mamre nga duꞌut Hebron. Pagꞌabut ya duꞌun, nagbuwat siꞌ it papangantengan it ipagsamba duꞌun it 
GEN.14.1	Kat iting timpu, kada rugar may adiꞌ. Adiꞌ it Sinar, si Amrafel. Si Arioc, adiꞌ it Elasar. Duꞌun it Elam, adiꞌ ya, si Kedorlaomer. Adiꞌ duꞌun it Goyim, si Tidal. 
GEN.14.2	Iting mga adiꞌ, nagꞌupa-upakaten sira nga rumpakan nira i adiꞌ it Sodoma nga si Bera, adiꞌ gasiꞌ it Gomorra nga si Birsa, adiꞌ it Adma nga si Sinab, adiꞌ it Zeboim nga si Semeber baw adiꞌ it Bela nga esang pangaran it rugar nga Zoar. 
GEN.14.3	Aypaꞌ ka inesa-esa nira i kampu it mga sundaluꞌ nira ka ipiyagsagpu-sagpunun na. Duꞌun it daranasan it Sidim i binwat nira nga kampu, puꞌun-puꞌun it napangaranat Dagat nga Patay.
GEN.14.9	Duꞌun na kayti i piyagbunuꞌan it mga sundaluꞌ it lima ngayting mga adiꞌ baw epat ngayting nanrumpak nga adiꞌ nga taga Elam, Goyim, Sinar baw Elasar. 
GEN.14.10	Mabulauꞌun i sikayting rugar. Duꞌut mga bulauꞌ ngayti may magtumbud nga alkitran.
GEN.14.11	Egay beken, binwat it epat ngayting mga adiꞌ nga nanrumpak, siyari na nirat rangpas i muꞌsang mga betang nga naparagan nira duꞌut Sodoma baw Gomorra ngayti. Pati mga pangaꞌen, pinsiꞌ nira nang tanan. 
GEN.14.12	Ta, si Lot ngayti nga kamanaken ni Abram, paribasay duꞌun nat siyudad it Sodoma i pagꞌiꞌistaran ya, diyakepan gasiꞌ kanya, pati mga kusas ya, taban nga muꞌsa it namagꞌuliꞌ na.
GEN.14.13	Nabetangan ngayti ni Lot, nasugid it esang palagyu duꞌun it ki Abram ngayting dayuꞌan nga Hebreo, nga magtataꞌid duꞌut kakakayuwan ni Mamre. Si Mamre ngayting Amorreo baw mga sulsug ya nga si Escol baw si Aner, may upakat na nira ni Abram ngayti nga magtabang-tabangen in may kakuriꞌan it sang kataawan. 
GEN.14.14	Pagkaꞌrut ni Abram it nabetangan it kamanaken ya ngayting si Lot, tiningped yang lagi i mga taawan ya nga lalaki nga pagꞌuꞌubasen it pakibunuꞌ. Kadakel nira, tulung gatus baw sang puluꞌ may walung kataawan. Mga iti ngayti, duꞌun nay siyakitan it seled it pamalay-balay ya. Tiyundug niray mga adiꞌ ngayting nanrumpak. Naꞌbutan nira, duꞌun nat Dan. 
GEN.14.15	Pagꞌabut nira duꞌun, biyagiꞌ yay mga taawan yat pirang gurupu. Yapaꞌ luꞌsutun nira ka delem. Ta, egay nabwat it mga kalaban nira ngayti, piyamagdaꞌeg. Namagpalagyu na sira. Tiyaraꞌusig na Abram seked duꞌun it Hoba nga duꞌut langbus it lansangan it Damasco. 
GEN.14.16	Nabaiꞌ na Abram nga muꞌsa i rangpasan. Nabaiꞌ ya gasiꞌ si Lot nga kamanaken ya baw muꞌsang kusas it kamanaken ya ngayti. Pati mga babay baw beken ngayti nga dakepan, nabaiꞌ nagang muꞌsa.
GEN.14.17	Egay beken, pagkapandaꞌeg na ngayti na Abram it ki Kedorlaomer baw kaꞌibaan ya ngayting mga adiꞌ, namagꞌuliꞌ na sira. Siyusmu si Abram it adiꞌ ngaytit Sodoma. Siyusmuwan it kanya, duꞌun pat Daranasan it Save, nga esa nagang pangaran it iting daranasan, Daranasan it Adiꞌ.
