GEN.1.1	Yakapde hikngä Anätutä kepkät yekäpkät yawän yiwikin. 
GEN.8.7	käpämu gwendu
GEN.8.8	Tiwän Noa yiwän maliwän, yanggä ambä teke pukuk yake, kombunanangu gwendu tatewän, wepmäke kukut. 
GEN.8.9	Yanggätäkän yiwikutde, kombunanangu unggwenu ayiwitnangäsä wenä tiwän kake, hipdu wepmäke apän, tätekut.
GEN.8.10	Tikengä täpduxu 7 yiwike, kombunanangu unggwenu hipdu tatewän kukut. 
GEN.8.11	Ku tihikuhika tukwatdeyä, pa “oliwu” däkätule tämu käluxu handu mayätä ihinggänggänuke, täkapän kakut. Unin kakengä, Noa “Yanggä gwenu aleke pukukngä tinggak,” yangu natäpgut.
GEN.8.12	Tikengä hipdu täpduxu 7 yiwike, kombunanangu tätewän kukengu, doapgut.
GEN.8.13	Noa krismasnä 601 tixawän, yekäwu 1 gwende täpduxu 1 gwenune yanggä gwenu teke pukukut. Tiwän sip gwen tahangumukulunin wäsike, unetä kewu koxolä bimä alikutnä kakut. 
GEN.8.14	Tixawänä yekäwu 2 gwende täpduxu 27 gwenune kep gomu koxolä hikngä tikut.
GEN.8.15	Tiwän koxotawänä, Anätutä Noa inikut. 
GEN.8.16	“Gika, mängätda, wawakga, äwä wawakgale mängät yangu teke epuxuxut, sip gwenun. 
GEN.8.17	Hängä undä gäxät yiwixayingu, kewune sakngälake yiwitäke kuwä dopikge, päke epuxuyo,” yang inikut.
GEN.8.18	Tiwän Noa, mängätnä, wawakngä, äwä wawakngäle mängät yangu siwu teke epuxukin. 
GEN.8.19	Tixawän kälap, kwäwit, gwakgwak, undä uläpäläpähimkäyä teke epuxukin.
GEN.8.20	Tiwän Noatä alta tahake, gwaxu nomän äwä kwäwilu nomän yangu gwendu gwendu päke sipmäke, däkine Yawele hakut. 
GEN.8.21	Häwän, Yawetä ile käpängu gwälam tiwän natäke, bäniyäne using natäpgut. “Äpmanu ämindä yiwikmaliwä, kewu andäka tokngä wamu hipdu dohikngä yake tahawa maliwik. Engangunetä äminbamu wäyi täkngaläknga pahaninggekän natänggämätäkaying. Tiwändeyä mahande u pahawa malikin usingu, hängäläpä undä käluk yiwixayingu dowahawa malining. 
GEN.8.22	Ge unin. Kewu anggomu using yiwixawängän, puyä dändän, bulä nak pänangäsä dändän, o gusit dändän, hopä dändän, kwakäpä bä kupilä yanggäkän apukaning,” yang yakut, Yawetän.
GEN.9.1	Anätutä Noa, wawakngä yangu wam gwalängu using yämikut. “Ginu engangu meyä dukngitnong. Tiwän unetä sakngälake, kewune yiwitäke kuwä dopsok. 
GEN.9.2	Tiwän kälawu undä kep däkäne nanä, kwäwilu enetängä nanä, äwä pisu yanggäne nanä yangu ginde kätaxune pexat. Ge gindä kuhiläle yiwä, itä dandung naxälatning.
GEN.9.3	“Naxu puyäne nanä tupä damikum usinggän, kälapkäyä using näningge daminggat. 
GEN.9.4	Tiwändeyä gwaxu dakngäxälu manänong, inale käluk yiwitnangäsä täknga daxune yiwixak. 
GEN.9.5	Tike äminu täpätutä ämin notnä tänguwän kupänu, yäkwäle ile dakge nätä tokngä däkä imit. Tike kälawu täpätutä äminu täpätu tänguwän kupänu, ixäyä kupsäle tänguwit, 
GEN.9.6	inale Anätutä äminu inä bimä pahakut. Ge imindäka äminu täpätu tänguwän kupänu, äminu uläpä ämin notnätä tänguwä kupik.
GEN.9.7	“Ginu, engangu meyä dukngitnong. Tiwän kewune äminu meyä yiwitning,” yang yänikut.
GEN.9.8	Tikengä Anätutä Noa wawakngä yangu hipdu using yänikut. 
GEN.9.9+GEN.9.10	“Nätä kontraknga gin, bapuhä mahande yiwitning, hängä undä ginkät yiwike siwunetä epuxuying, äwä kewune nanä undä mahande yiwitning yangge tahanggat. 
GEN.9.11	Kontraknga using tahanggat. Hipdu hängä käluk yiwixayingu undä yanggätä doyäwa pahawän hopining. Tiwän kewu anggomkäyä yanggätä doyäwa tahawän maliwik,” yang yänikut.
GEN.9.12	Yänike, unetäkänu using yänikut. “Kontraxu gin äwä hängäläpä käluk yiwixaying yangge tahake, tuwängu täkngatu texat. Ge kontraxu aläknga iwikge yiwixäwik. 
GEN.9.13	Kontraxu kewune nanäle tahanggalu uläkngale tuwängge, sawilakwäna mingädäkäne texat. 
GEN.9.14	Yekawune mingändäkä pewa umumbä, sawilakwändä une alawänu, 
GEN.9.15	kontrakngale natäpit. Tikengä hängäläpä käluk yiwixayingu undä yanggätä hipdu dowahawa malining. 
GEN.9.16	Sawilakwänu mingändäkäne alawän kakengu, kontraxu iwikiwik yiwikge, ginu kep däkäne nanä undäle tahanggalu uläkngale natäpit. 
GEN.9.17	Kontraxu kep däkäne nanä undäle tahat täkngale tuwängu uläknga texat,” yang yänikut.
GEN.9.18	Noale wawaxu siwunetä epuxukinu, Sem, Ham, Jafet yang. Tiwänä Hamu wawakngä täpätu umanä Kenan. 
GEN.9.19	Noale wawaxu aläkwäkgä äminu undä kep däkäne yiwixayingge bapunä däkngakin.
GEN.9.20	Noa nak puyä pahakakut. Pahake yakapde itä wain puyä pahakut. 
GEN.9.21	Gwendune Noa wain tängoke datdawuke, täwikngä päpän epä, selyotnäne belum pekut. 
GEN.9.22	Tixawän Hamu Kenande nanä, selyolune ko, nanä belum pekgawän kake, epuxu notnä täpäyalu yänikut. 
GEN.9.23	Yäniwän Semkät Jafetkätdä täwixu kwämbätdu täke, gwälamnäne mehe käwut mapät epgut. “Nanit kähäm,” yake, mahatä täko, nanä omikngämikumäläk.
GEN.9.24	Noa andatdawukulu wenä tiwä enake, wawakngä wasekngä täpätä u tahakulunin natäke, using inikut. 
GEN.9.25	“Kenanu tokngä däkä päpik. Notnäle gepbine yiwixäwik, ile puyä däkä pahangyämik,” yang inike, 
GEN.9.26	unetäkänu using yakut. “Yawe, Semde Anätunä, ile uman yatängenatnim. Tiwän Kenanu Semde gepbine yiwixäwik, ile puyä däkä pahangämik. 
GEN.9.27	Anätutä tahawän, Jafelu bapunä meyä tiwä, kewune yiwitäke kuning. Tiwän Jafetde bapunäxät Semde bapunäxälu unekän gatäke yiwitning. Tiwändeyä Kenanu Jafetde gepbine yiwixäwik, ile puyä däkäxäyä pahangämik,” yang yakut, Noatän.
GEN.9.28	Yanggä gwendä yiwikdoke pänguhiwän, Noa krismasu 350 yiwikut. 
GEN.9.29	Unekänu krismasnä 950 yiwike kumgut.
GEN.10.1	Kewu yanggätä yiwikdoke pänguhiwän, Noale wawaxu Sem, Ham äwä Jafet yanggä wawakngä towikindäne.
GEN.10.2	Jafetde wawaxu umanä Gomer, Magok, Madai, Jawan, Tubal, Mesek, äwä Tiras yang.
GEN.10.3	Tiwänä Gomerde wawaxu umanä Askenas, Ripat, äwä Togama yang.
GEN.10.4	Tiwän Jawande wawaxu umanä Elisa, Tasis, äminu Saiprus nanä, äwä Dodan nanä yang. 
GEN.10.5	Unetä sakngälawän uhike, yanggä kwayimune päku, bapunäne, wamnäne ku kepnä päxäwik, kantrinä inäinä yiwikin.
GEN.10.6	Tiwän Hamde wawaxu umanä Kus, Isip, Libia, äwä Kenan yang.
GEN.10.7	Tiwänä Kusde wawaxu umanä Seba, Hawila, Sapta, Rama, äwä Sapteka yang. Tiwänä Ramale wawaxu umanä Seba äwä Dedan yang.
GEN.10.8	Inä Kusde wawakgänu täpätu umanä Nimrot. Uläpä kitokngänä inulung tiwän, yolu gäpangguyine nanä äminu axu sipmäxäwik, kuhiläle yiwikut. 
GEN.10.9	Yawetä Nimrotde natdetdelu nomän imän, kälawu buläkän sipmäkakut. Ile tiwän using yäkaying. “Yawele kayine äminu uläpä Nimrotdä bimä nomän sipmänggak,” yangun. 
GEN.10.10	Yolu yakapde pahake yiwikut gäpanggäpangu umanä Babilon, Erek, Akat äwä Kalne yang.
GEN.10.11	Nimrotdä Babiloniale kep teke, ku Asiriale kewune taunu inulungu gäpangguyi pahakut. Umanä Niniwe, Rehobotir, Kala, 
GEN.10.12	äwä Resen yang. Resenu Niniwe äwä Kala yolu inulung hikngä unggäpangatde bänäkängän yiwixakut.
GEN.10.13+GEN.10.14	Isiwu äminu Lidia nanä, Anam nanä, Lehap nanä, Naptu nanä, Patrus nanä, Kaslu nanä, äwä Krit nanä yangge bapunä däkngakut. Filistia nanä Kaslutä towimbän, unetä sakngälakut, äminu unin.
GEN.10.15+GEN.10.16+GEN.10.17+GEN.10.18	Saidonu Kenande wawaxu yakap täpänin. Tiwän Kenanu Hit nanä, Jebus nanä, Amor nanä, Girgas nanä, Hiwi nanä, Arka nanä, Sini nanä, Arwat nanä, Semar nanä, äwä Hamat nanä yangge bapunä däkngakut. Kenan nanä unetä sakngälake, päku yolu inäinä yiwitäke kukin.
GEN.10.19	Tiwän Kenande kewu using päkin. Saidondä ku taun Gerar ku Gasa kukut. Tiwän unetä täpän täkwämbän, gusitdä akonggak käwut ku, taun Sodom, Gomora, Atma, Seboim yang kukut. Lasale kewune wäkngäsim, Seboimun.
GEN.10.20	Äminu aläkwäxu Hamde bapunä. Bapunäne wamnäne upuke, kepnä äwä kantrinä yangu inäinä päke yiwikin.
GEN.10.21	Jafetde ulawu Semkäyä wawakngä towikut. Tiwän Semde wawaxu unetä sakngälake dukngikinu bapunä täpätu Eber. Tiwänä Semu Eberunetä sakngälakin täkwäkge bapunä. 
GEN.10.22	Semde wawaxu umanä Elam, Asur, Apasat, Lidia äwä Aram yang. 
GEN.10.23	Tiwänä Aramde wawaxu umanä Us, Hul, Geter äwä Mas.
GEN.10.24	Apasatde wawaxu Sela. Tiwänä Selale wawaxu Eber.
GEN.10.25	Eberde wawaxu täpäyalä. Yakäp täpä umanä Pelek yang inikut. Ile täpdukätanu kewu inäinä upuke yiwikin, ge ile tiwän Pelek yangu inikut.
GEN.10.26	Joktande wawaxu umanä Almodat, Selep, Hasamawet, Jera, 
GEN.10.27	Hadoram, Usal, Dikla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofir, Hawila äwä Jobap yang. Äminu aläkwäxu undä Joktande wawak. 
GEN.10.30	Kewu itä täke yiwikinu, Mesa unetä ku Sefar gusitdä akonggaxu täwal halak yiwikin.
GEN.10.31	Äminu aläkwäxu Semde bapunä. Bapunäne wamnäne upuke, kepnä äwä kantrinä yangu inäinä päke yiwikin.
GEN.10.32	Tiwän äminu aläkwäxu Noale wawaxunetä sakngälakinunin. Kewu yanggätä yiwikdoke pänguhiwänä, sakngälake, unetä upuke, päku kantrinä inäinä yiwitäke kukin.
GEN.11.1	Ämimbamu kep däkäne yiwikinu wamnä buläkän täknga yakin. 
GEN.11.2	Tixäwik äminu gusitdä akonggak käwutkätan tihikuke, kewu kupi gwendu Babiloniaxätan kake, uwomune päku yiwikin. 
GEN.11.3	Päku yiwike, “Kep gämänu päke, däkine häna, yähakitokawä, blik däkngäning,” yang yakin. Yolu hup simen yanggä dowahakin, tike kolta tuliwä, blixu päpä kitokakin. 
GEN.11.4	Tiwän using yakin. “Inäinä domatäke, womdu womdu dowäku yiwihikunim,” yake, “Yolu gäpanggu tahake, yot bänäkängän yolu belakngä gwendu tahana, yekäwune kopik. Tiwän umaninu käyä tiwik,” yang yake, using pahakin.
GEN.11.5	Tixawändeyä Yawe äminu kewune nanätä yot gäpang, yolu belakngä gwen yang pahaxawä, unin dayipikge epgut. 
GEN.11.6	“A! U äminu inä uninggän, tiwän wamnä buläkän täknga. Yakapde unin pahaying. Ge mahande dasingga pahaningge natäkengu, awahaningunin,” yake, 
GEN.11.7	“Puku wamnä pängginungutnim. Tiwän wamnä yawä, notnätä donatäpning,” yang yakut.
GEN.11.8	Yake, Yawetä äminu womduwomdu petäke kuwän, yolu tahakinu dolahapulukin. 
GEN.11.9	Ile tiwän yolu unggäpangu umanä Babel yang inikakin.
GEN.11.10	Semde bapunä. Yanggä gwendä yiwikdoke teke pukuwän, krismasu gwenalä apuxukut. Tiwän Semu krismasnä 100 yiwikengä, wawakngä Apasat towikut. 
GEN.11.11	Ile mahene krismasu 500 yiwixäwixu, wawak yäpanä towikut.
GEN.11.12	Tiwän Apasalu krismasnä 35 yiwikengä, wakwakngä Sela towikut. 
GEN.11.13	Ile mähene krismasu 403 yiwixäwixu, wawak yäpanä towikut.
GEN.11.14	Tiwän Sela krismasnä 30 yiwikengä, wawakngä Eber towikut. 
GEN.11.15	Ile mähene krismasu 403 yiwixäwixu, wawak yäpanä towikut.
GEN.11.16	Tiwän Eberu krismasnä 34 yiwikengä, wawakngä Pelek towikut. 
GEN.11.17	Ile mähene krismasu 430 yiwixäwixu, wawak yäpanä towikut.
GEN.11.18	Tiwän Pelexu krismasnä 30 yiwikengä, wawakngä Reu towikut. 
GEN.11.19	Ile mähene krismasu 209 yiwixäwixu, wawak yäpanä towikut.
GEN.11.20	Tiwän Reu krismasnä 32 yiwikengä, wawakngä Seruk towikut. 
GEN.11.21	Ile mähene krismasu 207 yiwixäwixu, wawak yäpanä towikut.
GEN.11.22	Tiwän Seruxu krismasnä 30 yiwikengä, wawakngä Nahor towikut. 
GEN.11.23	Ile mähene krismasu 200 yiwixäwixu, wawak yäpanä towikut.
GEN.11.24	Tiwän Nahor krismasnä 29 yiwikengä, wawakngä Tera towikut. 
GEN.11.25	Ile mähene krismasu 119 yiwixäwixu, wawak yäpanä towikut.
GEN.11.26	Tiwän Tera krismasnä 70 yiwikengä, wawakngä Abram, Nahor, äwä Haran yang towikut.
GEN.11.27	Terale bapunä. Tera Abram, Nahor, Haran yangge nanä. Tiwän Haranu Lotde nanä. 
GEN.11.28	Nanä käluk yiwixawän, Haranu Ur Kaldia alakut womune kumgut. 
GEN.11.29	Tiwän Abramkät Nahorkät mängätnä päkumäläk. Abramde mängälu umanä Sarai, tiwän Nahorde mängälu umanä Milka, Harande yäpa. Haranu Milka äwä Iska yangge nanä. 
GEN.11.30	Sarai engang hongge yiwikut.
GEN.11.31	Teratä wawakngä Abram, bapunä Lolu Harande wawak, bapunä Sarai Abramde mängät yang päpän, Ur yolu Kaldiaxätanu unggäpangu teke, Kenan kuningge kukindeyä, Haran yolu unggäpangune päku yiwikin. 
GEN.11.32	Yiwihika, Tera krismasnä 205 yiwixäwixu, une kumgut.
GEN.12.1	Gwendune Yawetä Abramu using inikut. “Kantrika, notdambam, nangga yänggwät yang peke, kewu nätä ganiwa, uwomune kunggayo. 
GEN.12.2	Nätä pahawa, bapuka sakngälake, kantri inätä täke yiwä, umanä käyä tiwik. Tiwän bänip kwikwik gamike, tahawa umanda inulung tiwik. Tiwän gäle natäke, äminbamu mahandexäyä bänip kwikwixu äpme yämit. 
GEN.12.3	Ämindä gäle bänip kwikwik gamä, nätä yäkwäle ile bänip kwikwik yämit. Tike ämindä tokngä däkä gamä, nätä yäkwäle tokngä däkä yämit. Gäle tiwän, yotyolu kewune nanä undä bänip kwikwik päning,” yang inikut.
GEN.12.4	Tiwän Abramu yotnä teke, Yawetä inikut using kukut. Lotkäyä ixät kukumäläk. Abramu krismäsnä 75 yiwikengä, Haranu teke kukut. 
GEN.12.5	Mängätnä Sarai, notnäle wawak Lot, hängäläpä äwä puyä äminu Haran päkin yangu undä päke, kewu Kenan uwomune kuningge kukin. Kuhika, Kenan kewu uwomune kundopgin.
GEN.12.6	Kundoke kuhika, Sekem päku, pa takwänu More undäkäne yiwikin. Täpduxu uwomkätanu kewu uwomune Kenan nanä ayiwixakin. 
GEN.12.7	Tiwän Yawetä apu, Abram using inikut. “Kewu awomu bapukale äpme yämit,” yang inikut. Yawetä ile apgutde, ile tiwän, Yawele alta gwenu uwomune tahakut.
GEN.12.8	Tikengä Sekem teke kuhika, Betelde gusitdä akonggak käwutkätan päku, selyotnä täwal kemat tapike yiwikut. Uwäku yiwikulu, Betelde gusitdä akonggak käwut, tiwän Aile gusitdä pukunggak käwutde, bänäkängän päku yiwikut. Unexäyä alta gwendu tahake, Yawele uman tängenakut. 
GEN.12.9	Tikengä uwomu teke, päku womduwomduhim yiwitäke, Negepde
GEN.12.10	Kewu uwomkätanu gusit täpduk tiwän, naxu wenä hikngä tikut. Tiwän Abramu womduhimu Isip päpu yiwikge pukukut. 
GEN.12.11	Isip kundopningge kuxäwik, mängätnä Sarai using inikut. “Gä mängälä gwälam hikngä. 
GEN.12.12	Isip nanätä ganduke ‘Ile mängät,’ yakengu, nä anuwä kungäxäwa, gä täning. 
GEN.12.13	Ge ayäwä kakengu, ‘Hamina’ yang yäniyo. Tiwän gäle natäkengu, donuwä kupit,” yang inikut.
GEN.12.14	U inikut using kuwäl, Isip nanätä mängätnä kawä, gwälam hikngä tikut. 
GEN.12.15	Tiwän kingge puyä ämindä kake, ku kingu “Mängälä gwälam hikngä täpätu undan kamäng,” yang inikin. Tikengä Sarai kingge yolune täke kukin. 
GEN.12.16	Tiwän kinggä Sarai täkutde tiwän, Abramde sipsip, towiyä gämän, donggi, kamel, puyä ämin yang imikut.
GEN.12.17	Tiwändeyä kinggä Abramde mängätnä täkutde, Yawetä iwalu wäyi hikngä king, äminu undä yotnäne yiwixakin yangge yämän dambätakin. 
GEN.12.18	Andambätake, kinggä Abram yawän apän, using inikut. “Usingu inale tahakuläk? ‘Mängätna’ yangu dasingge tiwän donanikuläk? 
GEN.12.19	‘Hamina’ yangu kemu inale naniwi täkum? Wanin, mängätdan. Täke kunggä,” yang inikut. 
GEN.12.20	Inike, puyä äminä yäniwän, itä Abram, mängätnä, yang yäningyäpiwä, hängä täpänä undä päke kukumäläk.
GEN.13.1	Abramdä Isip teke, mängätnä, hängä täpänä yang päke, hipdunä Negep kopgut. Notnäle wawaxu Lotkät using kopgumäläk. 
GEN.13.2	Abramu moningä silwa, gol, kälawu äminsak yangu meyä hikngä tiwäyä, päke kopgut. 
GEN.13.3	Täko yiwihika, Negep teke, womduwomduhim yiwitäke, Betel kukut. Täku Betelkät Aixätde bänäkän yiwikut, tupä selyotnä tapike yiwike, 
GEN.13.4	alta gwenu Yawele tahakut womune. Une päku yiwike, hipdu Yawele tumuk takahut.
GEN.13.5	Tixawän Lotkäyä sipsipnä, towiyä gämänä, äminu ixät kukin yangu meyä. 
GEN.13.6	Abramkät Lotkätdäne kälapnä meyä hikngä tiwän, kewu uwomunekänu yiwitnangäsä dolikut. 
GEN.13.7	Äminu Abramde kälap daying yiwixakin äwä äminu Lotde kälap daying yiwixakin yanggä yanganikin. Tixawän uwomkätanu Kenan nanä Peres nanä yangu uwomunekän yiwäxakin.
GEN.13.8	Puyä äminätä yanganiwä, Abramdä Lolu using inikut. “Puyä äminilu amäk wam yawä, täke dolinggak. Nilu u notnäxäluninggän. Ge amäk wamu teta. 
GEN.13.9	Kayo. Kewu inulung. Ge inäinä matäke kuhim. Gä hiyä käwut kuwiläkge natäpi, nä kwänä käwut kuwit. Tike gä kwänä käwut kuwiläkge natäpi, nä hiyä käwut kuwit,” yang inikut.
GEN.13.10	Iniwän Lotdä Jodan kupi ku Soar kewu uwom kawänu, yanggänä käyä tikut, Yawele puyä bimä,
GEN.13.11	Kewu unin kake, Lotdä kupi undä gwen inäle tuwänguke, womduwomduhim yiwitäke, gusitdä akonggak käwulunele kukut. Tiwänä Abramkät Lotkälu matäke kukumäläk. 
GEN.13.12	Abramu Kenan yiwixawän, Lolu kupi unggwenune yolu gäpangguyi bänäkängän päku, selyotnä Sodomu kwayimune tapike yiwikut. 
GEN.13.13	Äminu Sodom nanä gutongä ämin. Yawele kayine wäyi hikngä pahakakin.
GEN.13.14	Lotdä Abramu teke kuwänä, Yawetä Abramu using inikut. “Anetä yiwike, kewu undä dayipso. Gusitdä akonggak käwut, gusitdä pukunggak käwut, not käwut, äwä saut käwut yangu dayipso. 
GEN.13.15	Kewu undä undayixaläxu nätä gäxät bapukaxätde gihäle tupäkände äpme damit. 
GEN.13.16	Nätä tahawa, bapuka naxälä hikngä tike, haluhalu bimä tining. Äminu täpätutä haluhalu kendekengä, bapukaxäyä kendewik. Tiwän bapuka naxalä hikngä tiwän, kendetnangäsä doliwik. 
GEN.13.17	Kuke, kewu awomdäne belakngänä däpinä yangu undä dayipso, inale gäle gamit,” yang inikut.
GEN.13.18	Iniwän Abramdä selyotnä wäsipäke, Hebron täku Mamrele pa takwän däkändäkäne selyotnä tapike, uwomune yiwikut. Une täku yiwike, alta gwenu Yawele tahakut.
GEN.14.1	Täpduxu uwomune kingu malä nanä täpäyaläxät täpäyaläxätdä amäk äminä päpä, Kenan apä, amgin. Elamde king Kedorlaomer, Babiloniale king Amrapel, Elasarde king Ariok, äwä Goimde king Tidal, yanggä apä, kingu Kenan nanäxät amgin. 
GEN.14.2	Kingu Kenan nanä using: Sodomde king Bera, Gomorale king Birsa, Atmale king Sinab, Seboimde king Semeber, äwä Belale king. Bela äpmanu Soar yang inikaying. 
GEN.14.3	Kenande kingu uläkwäxu amäk äminä päke, Sidim Kupi kukin, Sol Yanggä Gwende kwayimune.
GEN.14.4	Using tupä Kenan nanä Kedolaomerde gepbine yiwixawä, krismasu 12 apuxuwän, krismasu 13 täpäne mähe natäke, wamnä donggwälamikin. 
GEN.14.5	Ile tiwän krismasu 14 täpäne Kedolaomerxät king notnäxät amäk äminä päpä, Astoret Karnaim apu Repa nanä sipmäke, Ham apu Sus nanä sipmäke, Sawe Kiriataim apu Em nanä sipmäke, 
GEN.14.6	Seir täwal däkändäkäne apu Hor nanä sipmäke, Elparan nanä apu sipgin. Elparanu kepdän däkäle inälängändän. 
GEN.14.7	Unetä täpä täkwämbän, Enmispat, äpmanu Kades yang inikayingune ku, Amalek nanä sipmäke, kepnä unda päke, Amori nanä Hasason Tamar yiwäxakinkäyä sipmäke, kepnä unda päkin.
GEN.14.8	Unin sipä, kingu Sodom nanä, Gomora nanä, Atma nanä, Seboim nanä äwä Bela nanä yanggä amäk äminä päpä, Sidim kupine päku ämningge tändäkngakin. 
GEN.14.9	Elamde King Kedolaomer, Babiloniale King Amrapel, Elasarde King Ariok, äwä Goimde king Tidal, yanggä apä, ixät amgin. Amäk äminu 4 täkwäkgänetä apä, amäk äminu 5 täkwäkgänexät amgin.
GEN.14.10	Sidim Kupi Gwenune, gänangä däkändäkä koltatäne käyä. Tiwän amänggawä täke doliwän, Sodomde amäk äminäxät Gomorale amäk äminäxät andatäkuningge tahake, notnä kolta gäpmane päpu sipän, notnä täwal däkändäkäne datäkukin. 
GEN.14.11	Datäkuwä iwalnätä päku, Sodomdäne Gomoratäne yang hängälapänä nakngä yang päkin. 
GEN.14.12	Tixawän Abramde notnäle wawaxu Lot Sodom yiwäxakutde, amäk ämindä hängä täpänä Lot yang päke kukin.
GEN.14.13	Tiwänä äminu andatäkukinu täpätutä apu, Abram Hibru uläpä inikut. Äminu Amor nanä täpätu umanä Mamre, panä takwän däkändäkä käyä. Tiwän Abrahamu pa undäkändäkäle kwayimune yiwixakut. Eskol, Aner yangu Mamrele epänepän notnä. Tupä Abram, Mamre, Eskol, Aner yang gatäkgatäk tahaningge wamu aläkakut. 
