GEN.1.1	Wattunna napahandu' Puang Allataala umpadadi langi' anna lino, 
GEN.8.2+GEN.8.3+GEN.8.4	Aka mondam uham anna tä'um ma'kalimbuä liu uwai dio mai litä', nasuhum tuttuam mehe uwai. Tappana sahatu' lima puloi benginna muäbä indo kappala', iya tiandanga'um yabo pusu'na tanete Ararat. Allo eta too tanggala' sapulo pitu bulam pitu. 
GEN.8.5	Iya tahhu' lium mehe uwai lambi' tanggala' mesai bulam sapulo, silosam pole' dokko diita sanaka-naka pusu'na tanete malangka'.
GEN.8.6	Lessu'i appa' pulo benginna, nabukkaim Nuh indo suleba'na kappala' 
GEN.8.7	anna ullappa'i mesa kadoaja. Sapo' tä'um ma'pasule indo kadoaja aka lao mandam katia'-tia' lako dio mai sampe matti' uwai. 
GEN.8.8	Iya ullappa' pole oom mesa dangam-dangam, aka la napengngissanni battu la mehe gegem uwai. 
GEN.8.9	Sapo' indo dangam-dangam ma'pasule ia sule umpellambi'i Nuh aka tä'pi deem naongei hampo, aka inde lino nalimbäi asampi uwai. Iya umpengkandoammi limanna Nuh tama sulibam anna nahampoi indo dangam-dangam anna malai tama sule kappala'. 
GEN.8.10	Naampai oom pitu benginna anna mane nalappa' oi indo dangam-dangam. 
GEN.8.11	Tappana kahubenni, sulem indo dangam-dangam untoä salamba' daum zaitun mane naala. Iam too anna naissammi Nuh naua: “Mehe gegem pole' uwai.” 
GEN.8.12	Iya naampai oom pitu benginna mane nalappa' oi indo dangam-dangam, sapo' tä'um pole' deem ma'pasule.
GEN.8.13	Tappana tanggala' mesai bulam mesa, iya matti' lium pole' indo uwai. (Wattu eta too annam hatu'um mesa taunna dadinna Nuh.) Nabukkaim Nuh papana indo kappala' anna kanenne'-nenne'i lao. Iya naitam mabangim galantangam. 
GEN.8.14	Tappana tanggala' dua pulo pitui bulam dua, mabangi asammi pole' lao galantangam.
GEN.8.15	Pissananna ma'kadam Puang Allataala lako Nuh naua: 
GEN.8.16	“Pessubummokoa' illaam mai kappala' sola bainemu, änä'mu anna manintummu. 
GEN.8.17	Passubunni duka' ingganna indo olo'-olo' umpasola: ingganna dassi anna ingganna hupanna olo'-olo' si yabo galantangam anna mala membea' umponnoi lino.”
GEN.8.18	Iya messubummi Nuh sola änä'na anna bainena anna manintunna. 
GEN.8.19	Messubum asammi duka' indo ingganna olo'-olo' ma'bitti' appa'na sola tissollo'na anna ingganna dassi pantam ma'mesa sahhupa oi.
GEN.8.20	Pissananna umpasitodo'-todo'um batu Nuh naongei mehumala'. Puhai, naalam sanda si sahhupa dassi anna olo'-olo' senga' indo la sipäto'na napake menomba dio olona DEBATA anna natunui yabo indo ongeam pehumalasam, napopemala'. 
GEN.8.21	Iya bubanau' naudu' DEBATA indo tunuam. Napolalam nadandi illaam penabanna naua: “Tä'um la kutädo inde litä' anna tä'um la kutallanni ingganna issinna inde lino kahana gau' kadakena hupatau susi inde mane puha kupogau', moinna anna kuissam kuua kadake pattuju penabanna hupatau mengkalao dio mai bahinni'na.
GEN.8.22	Dadi maka' tontä liupi da'da' inde lino la deem liu wattu pantanangam anna wattu pamuppusanna bua pengkähä, wattu masäkke' anna wattu makula', wattu kulla' anna palauham, allo anna bengi.”
GEN.9.1	Puang Allataala untamba' Nuh sola änä'na naua: “Pembea'koa' anna mala umponnoi lao lino pessubummu. 
GEN.9.2	La nakahea'koa' ingganna olo'-olo' inde lino susi ingganna dassi yabo lawwa, susi ingganna olo'-olo' yabo galantangam, teem olo'-olo' dio uwai. Anna la ungkuasaia' ingganna indo olo-olo' aka la kupadokkoangkoa' lisu pala'mu. 
GEN.9.3	Ingganna menabanna mala asanna' muande sola indo to puha kubeengkoa', ingganna daungkaju anna bua kaju. 
GEN.9.4	Sapo' anggam sahhupa tä' la mala muandea', indo olo'-olo' tää'na diäläi hahana, aka indo haha ongeanna penaba.
GEN.9.5+GEN.9.6	Sapo' diona hahamua' la kutuntu' bala'na. Aka iai too umpatitollo hahana hupatau, la napatitollo duka' hupatau hahana; la olo'-olo' daka umpatei, la padanna siangka hupatau. Aka dipapia hupatau susi hupanna Puang Allataala.
GEN.9.7	Pembea' lampa'koa' anna mala umponnoi lao lino pessubummu.
GEN.9.8+GEN.9.9	Anna la kupadeengangkoa' pa'dandiam sola ingganna pessubummu, 
GEN.9.10	sola ingganna olo'-olo' tubo yabona inde lino susinna: ingganna dassi anna ingganna olo'-olo' manahanna anna malaihanna, indo umpasola messubum illaam mai kappala'. 
GEN.9.11	Indem ia pa'dandiangku: Napahandu' temo tä'um la kupabussu uwai la untallanni lino sola issinna.
GEN.9.12+GEN.9.13	Anna la mendadi tanda pa'dandiangku lako ikoa' sule lako ingganna pessubummua' anna ingganna menabanna indo si umpasola, la si kupakende' sahihangku illaam gabum la umpotandaa' diua la tontä liu pa'dandiangku lako lino sule lako salako-lakona. 
GEN.9.14	Dadi kupamellum oi too allo anna tindä' oom sahiha, 
GEN.9.15	iya kukilalai oom indo pa'dandiangku matim anna lako ingganna menabanna: indo tä'um deem la kupabussu uwai untallanni ingganna menabanna. 
GEN.9.16	Iya kende' oi too kuita sahiha illaam gabum, kukilalai oom pa'dandiangku, indo la tontä sule lako salako-lakona lako ingganna menabanna illaam inde lino. 
GEN.9.17	Iam too inde la mendadi tanda pa'dandiangku kupadeengam lako ingganna menabanna illaam inde lino.”
GEN.9.18+GEN.9.19	Indem ia änä'na Nuh napasola messubum illaam mai kappala': Sem, Ham, anna Yafet. Anna iam too inde to tallu nene to naponene hupatau lako lino. Ham ia ambena Kanaan.
GEN.9.20	Indo Nuh mendadi mesa to si mengkähä bela'. Iam too handam yolo ma'bela' anggur. 
GEN.9.21	Pissam wattu muihu' anggur Nuh lambi' mäbo', iya lentem-lentem bäbäm ma'kambelä illaam bahunna. 
GEN.9.22	Muitanna ambena ma'kambelä indo Ham ambena Kanaan, tappa messubummi umpa'tulasam indo kakanna dua. 
GEN.9.23	Sapo' indo ia Sem anna Yafet muala ia sambu' anna naballa'i yabo palempenna anna ma'saha boko'i tama bahum ussambu'i ambena indo kambelängam. Napasindum mennenne' liu lako olona indana muitai ambena kambelängam.
GEN.9.24	Tappana kilala Nuh, iya naissammi indo gau'na Ham änä' tämpä'na. 
GEN.9.25	Nasuhum ma'kada naua:
GEN.9.25	“La seda ia Kanaan.
GEN.9.25	La naposabua' pälli' ingganna solasubunna.
GEN.9.26	Dipuji sanganna DEBATA, Puang Allataala to napenombai Sem.
GEN.9.26	La diposabua' di too Kanaan naposabua' Sem.
GEN.9.27	La Puang Allataala hi too la umpomalobäam ongeanna Yafet anna la masannam sitadongkongam Sem. Anna Kanaan ia la mendadi sabua'na.” 
GEN.9.28	Tallu hatu'pi lima pulo taunna tubo Nuh balinna nabussui uwai inde lino. 
GEN.9.29	Ia ham mane matei kaseha hatu' lima pulo taunna dadinna.
GEN.10.1	Iya indem ia tulasanna Sem, Ham, anna Yafet: Puhanna bussu uwai, iya indo tallu änä'na Nuh pantam undadiam änä', muane.
GEN.10.2	Yafet undadiam Gomer, Magog, Madai, Yawan, Tubal, Mesekh, anna Tiras.
GEN.10.3	Anna Gomer ia undadiam Askenas, Rifat anna Togarma.
GEN.10.4	Yawan naongei buttu Elisa, Taris, to Kitim, anna to Dodanim. 
GEN.10.5	Iam inde mai peänäsanna Yawan kabuttuanna to umpangngissi bihim le'bo'. Iam too inde mai peänäsanna Yafet pantam untadongkonni litä'na, tungga' deem basana, situhu' kabuttuanna si mesa-mesa.
GEN.10.6	Ham undadiam Kush, Mizraim, Put, anna Kanaan.
GEN.10.7	Kush ia undadiam Seba, Hawila, Sabta, Raema, anna Sabtekha. Anna indo Raema undadiam Syeba anna Dedan.
GEN.10.8	Deem änä'na Kush muane isanga Nimrod. Iam too inde tau handam yolo bahani ma'bundu' illaam lino. 
GEN.10.9	Napasilolem DEBATA kamatittaam, nasuhum mendadi mesa to matitta moasu lambi' si naua tau: “La susi hako too Nimrod matitta dio olona DEBATA moasu.” 
GEN.10.10	Uhuna tallu kota natomahajai Nimrod dio Sinear, isanga: Babel, Erekh, anna Akad. 
GEN.10.11	Iam too inde appa' kota napa'pahandu'i umpakalua' kahajaanna sule lako Asyur. Dioi Asyur umpadadim appa' kota: kota Niniwe, kota Rehobot-Ir, kota Kalah, 
GEN.10.12	anna kota Resen dio alla'na Niniwe anna Kalah. Indo Resen mesa kota kasalle.
GEN.10.13	Anna Misraim ia kabuttuanna to Ludim, to Anamim, to Lehabim, to Naftuhim, 
GEN.10.14	to Patrusim, to Kasluhim, anna to Kaftorim. Iya to Kasluhim-mi too naongei buttu to Filistin.
GEN.10.15	Anna Kanaan ia undadiam Sidon, änä' uluana, anna Het sola 
GEN.10.16	to Yebusi, to Amori, to Girgasi 
GEN.10.17	to Hewi, to Arki, to Sini, 
GEN.10.18	to Arwadi, to Semari, anna to Hamati.
GEN.10.18	Indo pessubunna Kanaan mentale lao mambela, 
GEN.10.19	nasuhum malobä pa'bottoanna mengkalao dio Sidon le'ba' lako tandai Gerar, sule lako Gaza, lako tandai Sodom, Gomora, Adma, Zeboim, anna sule lako Lasa.
GEN.10.20	Iam too pessubunna Ham. Pantam untadongkonni litä'na, tungga' deem basana, situhu' kabuttuanna si mesa-mesa.
GEN.10.21	Undadiam duka' änä' Sem, kakanna Yafet. Iam ia naongei messubum to Eber.
GEN.10.22	Sem undadiam Elam, Asyur, Arpakhsad, Lud, anna Aram.
GEN.10.23	Aram ia kabuttuanna to Us, to Hul, to Geter, anna to Mas.
GEN.10.24	Anna Arpakhsad ia undadiam Selah. Selah undadiam Eber.
GEN.10.25	Indo Eber undadiam dua änä' bassim muane, mesa isanga Peleg, kalembasanna titaba-taba lao, aka titaba-taba lao issinna lino eta too. Anna mesa nasangai Yoktan.
GEN.10.26	Indo Yoktan undadiam ia Almodad, Selef, Hazar-Mawet, Yerah, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Syeba, 
GEN.10.29	Ofir, Hawila, anna Yobab. Ingganna ia too pessubunna Yoktan.
GEN.10.30	Indo litä' natadongkonni pessubunna Yoktan mengkalao dio Mesa, sule lako ongeam matanete isanga Sefar, dio tandai mata allo.
GEN.10.31	Iam too inde pessubunna Sem. Pantam untadongkonni litä'na, tungga' deem basana, situhu' kabuttuanna si mesa-mesa.
GEN.10.32	Susim too pessubunna änä'na Nuh situhu' pentalena lako si mesa-mesa ongeam. Anna iam too naongei mentale hupatau lako lino puhanna bussu uwai.
GEN.11.1	Indo eta too anggapi sahhupa basana hupatau illaam lino. 
GEN.11.2	Pissananna deem buda tau lao umpeä ongeam dekke tandai mata allo. Ullambi'um mesa hante pappa' illaam Sinear, iya hapa'im eta.
GEN.11.3+GEN.11.4	Ma'pattujuim naua: “Tapapiaia' mesa kota kasalle anna tapapiaia' mesa ongeam ma'eham-eham la tapakende'a' längäm langi' malangka'na anna malakia' kaissangam anna ma'mesa liu. Tapapiaa' batu tela la tapomapia lälläna, anna malai makahha'.” Iya umpapiaim batu tela sola panti' la napopampanti' mane napahandu'i napake'de'.
GEN.11.5	Pissananna sulem DEBATA umpetua' indo kota sola ongeam ma'eham-eham napake'de' hupatau. 
GEN.11.6	Tappana naita DEBATA, ma'kadam naua: “Taitanna' too inde mai hupatau aka ma'mesam anna mesa basana nasuhum mala napadadi susi indee. Inde mane pa'pahandusanna hi too. Senga'um tia ke dako'um, aka iai too napattuju tä' mala tala sule lako. 
GEN.11.7	Dadi mapia ke tapentama alla'ia' anta pasisala-salaia' basana, anna malai tä' naissam sibasa-basai.”
GEN.11.8	Napateemmi too DEBATA nasuhum tisembu' indo hupatau lako lino, lambi' tä'um tahhu' mengkähä umpapia mesa kota kasalle. 
GEN.11.9	Iam too anna disangaim indo kota “Babel”, aka etam too DEBATA umpasisala-sala basana ingganna hupatau anna napasisähä'-sähä'i ussambai lao lino.
GEN.11.10	Susi inde tulasanna pessubunna Sem:
GEN.11.10	Dua taunni puhanna bussu uwai, wattu eta too sahatu'um taunna dadinna Sem, iya undadiammi mesa muane-ane nasangai Arpakhsad. 
GEN.11.11	Puhai undadiam Arpakhsad, tubopi lima hatu' taunna Sem anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.12	Tappana tallu pulo limai taunna dadinna Arpakhsad, undadiammi mesa muane, nasangai Selah. 
GEN.11.13	Puhai undadiam Selah, tubopi appa' hatu' tallu taunna Arpakhsad anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.14	Tappana tallu puloi taunna dadinna Selah, undadiammi mesa muane, nasangai Eber. 
GEN.11.15	Puhai undadiam Eber, tubopi appa' hatu' tallu taunna Selah anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.16	Tappana tallu pulo appa'i taunna Eber, undadiammi mesa muane, nasangai Peleg. 
GEN.11.17	Puhai undadiam Peleg, tubopi appa' hatu' tallu pulo taunna Eber anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.18	Tappana tallu puloi taunna Peleg, undadiammi mesa muane, nasangai Rehu. 
GEN.11.19	Puhai undadiam Rehu, tubopi dua hatu' kaseha taunna Peleg anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.20	Tappana tallu pulo duai taunna Rehu, undadiammi mesa muane, nasangai Serug. 
GEN.11.21	Puhai undadiam Serug, dua hatu' pitupi taunna tubo Rehu anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.22	Tappana tallu puloi taunna Serug, undadiammi mesa muane, nasangai Nahor. 
GEN.11.23	Puhai undadiam Nahor, dua hatu'pi taunna tubo Serug anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.24	Tappana dua pulo kasehai taunna Nahor, undadiammi mesa muane, nasangai Terah. 
GEN.11.25	Puhai undadiam Terah, sahatu' sapulo kasehapi taunna tubo Nahor anna undadiam polepi sanaka-naka änä', muane anna baine.
GEN.11.26	Pitu puloi taunna dadinna Terah undadiammi muane tallu nasangai Abram, Nahor, anna Haran.
GEN.11.27	Susi inde tulasanna pessubunna Terah:
GEN.11.27	Terah undadiam Abram, Nahor, anna Haran. Inde Haran undadiam mesa muane isanga Lot. 
GEN.11.28	Tubopi Terah ambena Haran anna matei Haran dio kota kadadianna isanga Ur dio Kasdim. 
GEN.11.29	Abram sipobaine Sarai anna Nahor ia sipobaine Milka, änä'na Haran anna deempi änä'na Haran muane isanga Yiska. 
GEN.11.30	Indo Sarai tämänä.
GEN.11.31	Iya le'ba'um Terah umpellei kota Ur-Kasdim la lako Kanaan sola Abram änä'na anna ampona isanga Lot sola Sarai manintunna, bainena Abram. Sapo' sulei lako kota Haran, iya hapa' dio ohi. 
GEN.11.32	Dua hatu' limai taunna dadinna Terah, iya matem dio Haran.
GEN.12.1	Ma'kadam DEBATA lako Abram naua:
GEN.12.1	“Pelleiko banuanna ambemu, sola botto litä'mu anna sahapummu ammu lao lako ongeam la kupatuhoiangko.
GEN.12.2	Anna la kupabudangko pessubummu anna la kupopa'mesa. La kutamba'ko anna la kupakaleleam mapia sangammu anna la iko napolalam ditamba' tau buda.
GEN.12.3	La kutamba' ingganna to umpa'lambeangko, anna la kutädo ingganna to untädoko. Anna iko napolalam la ditamba' ingganna hupatau illaam inde lino.”
GEN.12.4+GEN.12.5	Iya mengkalaom Abram dio Haran le'ba' lako lembäna Kanaan untuhu' pepahe'na DEBATA solai Sarai bainena, anna Lot änä' uhena, anna ingganna pakkulleanna, sola ingganna sabua'na indo naala dio Haran. Wattunna anna mengkalaoi Abram dio Haran pitu pulom lima taunna dadinna.
GEN.12.6	Tappana sulei lako Kanaan, naolam Abram indo botto lambi' sule lako too' kaju tumalumbum ma'sanga dio More sikahuku' Sikhem. Indo ongeam napangngissipi to Kanaan wattu eta too.
GEN.12.7	Iya umpa'paitaammi kalena DEBATA lako Abram anna ma'kadai naua: “Iam too inde ongeam la kubeem pessubummu.”
GEN.12.7	Iya napapiam Abram mesa ongeam pehumalasam längäm DEBATA to puha umpa'paitaam kalena.
GEN.12.8	Puhai ia too umpatahhu'um pa'laoanna lu längäm mesa ongeam tipatanetena anna mebahunni eta. Indo ongeam naongei napaitängä kota Betel anna kota Ai. Tandai katampusam ia kota Betel anna tandai mata allo ia kota Ai. Napapia toi duka' eta too ongeam pehumalasam längäm DEBATA, anna umpenombai DEBATA. 
GEN.12.9	Dako'i, napellei oom indo ongeam anna umpatahhu' oi pa'laoanna ullelei si mesa-mesa ongeam sule lako Negeb.
GEN.12.10	Pissam wattu nalambi' kakobeam tau dio Kanaan tä' deem pada samasäe, napolalam le'ba' Abram messihuhu lako lembäna Mesir. 
GEN.12.11	Tappana la ullambam katonanna lembäna Mesir, iya umpakahi'dim Sarai bainena naua: “Sarai, abana mapi'dä' hupammu. 
GEN.12.12	Dadi maka' naitako to Mesir, tä' mala tala naua: ‘Indee bainena!’ Dadi mannassa anna la dipateiä' kao anna la dipatuboko iko. 
GEN.12.13	Dadi dotam muua: ‘Adinnaä',’ anna malaä' dipatubo anna napakamaja tau aka iko napengngitai.”
GEN.12.14	Tappana si'da landa' Abram lako lembäna Mesir, iya tä' deem pada sanapemapiaam to Mesir indo Sarai. 
GEN.12.15	Susi siam duka' sanaka-naka to kasalle illaam kahajaam, muitanna Sarai tappa le'ba' natulasam Firaun tomahaja Mesir naua: “Mapia si'da-si'da indo baine sule.” Sampe dipasola Sarai lako banuanna Firaun. 
GEN.12.16	Tä' deem pada saumpakamaja Abram indo Firaun aka umpohäe Sarai, nasuhum dibeem Abram buda sabua' susi baine susi muane anna buda duka' domba, sapim, keledai anna unta.
GEN.12.17	Sapo' napalambi'i DEBATA indo Firaun ma'hupa-hupa saki mabanda' sola ingganna to illaam banuanna, aka muala Sarai bainena Abram. 
GEN.12.18	Iya untambai siaham Abram indo Firaun anna nauaanni: “Akanna ma'pateengko? Akanna tä'i umpandanni muua: ‘Baineku hi to kao?’ 
GEN.12.19	Akanna muua hi iko: ‘Adingku’, nasuhum kuala kao kupobaine? Alai inde bainemu ammu le'ba'a'.” 
GEN.12.20	Iya umpahentam sanaka-naka tau indo Firaun lao muanta' Abram sola bainena anna ingganna ebanganna.
GEN.13.1	Iya mengkalaom Abram sola bainena anna Lot dio Mesir lu lako lembäna Negeb umbaba asam ingganna ebanganna. 
GEN.13.2	Indo Abram tä' deem pada sasugi' aka budam olo'-olo'na sola peha'na anna bulabanna.
GEN.13.3	Iya le'ba'um untete mobotto-bottoam susi lembäna Negeb, teem sikahuku'na Betel indo naongei uhu-uhuna umpake'de' bahum dio alla'na Betel anna Ai. 
GEN.13.4	Nalambi'i indo ongeam pehumalasanna lessu', iya etam naongei Abram umpenombai DEBATA.
GEN.13.5	Indo Lot to napasola Abram buda duka' dombana, bekena, sapinna, anna bahunna. 
GEN.13.6	Sapo' indo ongeam naongei, tä' sihua la naongei sola aka buda sugali' olo'-olo'na. 
GEN.13.7	Napolalam si sipengka-pengka to ma'kambi'na Abram anna to ma'kambi'na Lot. Indo botto napangngissipi to Kanaan anna to Feris wattu eta too.
GEN.13.8	Iya ma'kadam Abram lako Lot naua: “Setonganna tä' mapia kela sipengkaki', anna la sipengka-pengka to ma'kambi'ta aka to mesaki'. 
GEN.13.9	Sapo' susi indee, mapia ke sisähä'ki'. Inde ongeam taongei, beba'ki', dadi iko la umpise'i. Maka' lu lakoko iko tandai kaihi, iya la lu lakoä' kao tandai kanam. Maka' lu lakoko iko tandai kanam, iya la lu lakoä' kao tandai kaihi.”
GEN.13.10	Napaleleim lao matanna Lot, iya naita asammi lao lembäna Yordan tä' deem pada sabuda uwainna, sihhapam bela' DEBATA, anggasanna lembäna Mesir ke lakoi tau kota Zoar. (Wattu eta too, tä'pi natallanni DEBATA Sodom anna Gomora.) 
GEN.13.11	Iam too anna napohäem Lot indo lembäna Yordan, nasuhum mengkalaom ia lu dekke tandai mata allo. Susim too tulasanna Abram sola Lot wattunna anna sisähä'i. 
GEN.13.12	Iya tohho diom ia lembäna Kanaan Abram, anna Lot ia mebahum dio sikahuku' Sodom, napasindum umpasibala'-bala' kota dio lembäna Yordan. 
GEN.13.13	Indo kota Sodom napangngissi to si angga umpogau' kakadakeam dio olona DEBATA.
GEN.13.14	Tappana sisähä' Lot anna Abram, ma'kadam DEBATA lako Abram naua: “Paleleii lao pali' matammu, mengkalao itim muongei ke'de'. 
GEN.13.15	Padai too nalambi'na matammu, padam too la kubeengko sule lako pessubummu, la muampuanna' sule lako salako-lakona. 
GEN.13.16	Anna la kupalohom banne taummu lambi' tä' deem moi podo la mesa tau la nabela muissa'i. Aka pessubummu la susi budanna sobä', tä' la dibela diissa'. 
GEN.13.17	Laongko leleii ingganna litä' ia too, aka la kubeemmoko.”
GEN.13.18	Puhai ia too, mentieli'um Abram anna mebahunni dio sikahuku' too' kaju tumalumbum ma'sanga dio Mamre, sikahuku' Hebron. Iya umpapia oom eta ongeam pehumalasam längäm DEBATA.
GEN.14.1	Pissam wattu, deem appa' tomahaja umpamesa buku, isanga Amrafel tomahajanna Sinear, Ariokh tomahajanna Elasar, Kedorlaomer tomahajanna Elam, anna Tideal tomahajanna Goyim; 
GEN.14.2	Umbundu' lima tomahaja senga' isanga ia Bera tomahajanna Sodom, Birsya tomahajanna Gomora, Syinab tomahajanna Adma, Syemeber tomahajanna Zeboim, anna tomahaja dio mai Bela battu diua Zoar. 
GEN.14.3	Padam too duka' umpamesa kalena uhhempum sohodadunna dio lembäna Sidim, indo disangaim temo Le'bo' Mässi'. 
GEN.14.4	Sapulo duam taunna nadakka' bata' ulunna Kedorlaomer tomahajanna Elam sapo' tamai kasapulo tallunna taunna, umpamesam buku anna mangngebai.
