GEN.1.1	Blŭng-a Kră Yang 'Bok Kei-Dei pơjing plĕnh păng teh. 
GEN.6.7	Kră Yang khan thoi âu: “Inh gô pơrăm lê̆ đĭ kon bơngai kơpal teh mă đêl Inh pơjing, đơ̆ng kon bơngai truh tơ lu kon sem brem, lu hơdrông kơep lep-ler, lu sem păr, yua kơ inh hmach kơdih akâu đei pơjing boih lu sư noh.” 
GEN.6.8	Mă-lei Nôê đei pŭn 'bơ̆t anăp Kră Yang.
GEN.6.9	Âu roi gah Nôê. Nôê lăm chăl arih sư jơ̆ minh 'nu bơngai 'lơ̆ng tơpăt, ưh kơ đei tơdrong glăi kiơ, sư kiơ̆ Kră Yang 'Bok Kei-Dei. 
GEN.6.10	Nôê đei pêng 'nu kon drŏ-nglo, Sem, Cham, Japhet.
GEN.6.11	Hơtai ei sơ̆ Kră Yang 'Bok Kei-Dei 'bôh đĭ kon bơngai lăm teh đak tă kơ yoch răm ngăl păng 'bĕnh kơ tơdrong kơnê̆. 
GEN.6.12	Âu, Kră Yang 'Bok Kei-Dei lăng lăm teh đak, 'bôh tơdrong yoch răm, yua kơ đĭ-đăng kon bơngai pơm ăn kơ trong sư kơdih kơpal teh âu răm đĭ. 
GEN.6.13	Kră Yang 'Bok Kei-Dei khan kơ Nôê thoi âu: “Inh gô pơrăm đĭ kon bơngai, yua kơ đơ̆ng kon bơngai na teh âu 'bĕnh kơ tơdrong kơnê̆. Thoi noh inh gô pơrăm lu sư hơdai hăm teh. 
GEN.6.14	Ih athei pơm minh pôm duk păng 'long gôphea, pơm đei lơ tăl, na pik chai tơ đaih păng tơ lăm. 
GEN.6.15	Thoi noh, athei pơm kiơ̆ thoi âu: Duk tor pêng-hrĕng hlok, wơ̆l pơđăm-jĭt hlok, kơjung pêng-jĭt hlok. 
GEN.6.16	Gah kơpal duk ih athei bŏk 'măng-'mŏk, să minh hlok păng pơm 'măng tơ hơnă hai; ih gô pơm minh tăl ala, minh tăl tŏk-bŏk păng minh tăl kơpơ̆ng. 
GEN.6.17	Gah Inh, Inh gô ăn đak lip jơ̆p kơpal teh âu, wă pơrăm đĭ lu adrĕch sĕch akar mă đei dui jơhngơ̆m păng kial mă oei ala plĕnh, đĭ-đăng lu kon sem brem kơpal teh gô lôch goh đĭ.”
GEN.6.18	“Na inh gô đei nơ̆r pơkă pơgơ̆p pơkăm hăm ih, đơ̆ng noh ih hăm akăn ih, lu kon hăm lu mŏ mai ih, athei mơ̆t tơ lăm duk. 
GEN.6.19	Gah lu kon sem dui jơhngơ̆m, ih athei tơmơ̆t ba lăm duk minh hơgrop, đei tơno akăn, tơmông păng yŏng, wă kơ ih wei rong lu sư arih. 
GEN.6.20	Sem păr kiơ̆ kơ khŭl, sem dơrong kiơ̆ kơ khŭl, hơdrông kơep mơmŏ kơpal teh, rim khŭl minh hơgrop wă kơ ih wei sư arih. 
GEN.6.21	Na ih kư̆m athei chĕp ba tơmam sa, wă pơm tơmam sa, por sŏng kơ iĕm, ih păng lu kon sem brem noh.”
GEN.6.22	Nôê pơm tôm tơdrong âu trŏ 'blep thoi Kră Yang 'Bok Kei-Dei đei pơkă.
GEN.7.1	Kră Yang khan kơ Nôê thoi âu: “Ih păng đĭ-đăng hnam dơnŏ ih mơ̆t bĕ lăm duk, yua kơ lăm lu bơngai chăl dang ei Inh 'bôh ih jơ̆ minh 'nu bơngai tơpăt. 
GEN.7.2	Lăm lu kon sem brem 'lơ̆ng rơgoh, ih athei anhăk ba minh adrĕch tơpơh hơgrop, tơno păng akăn; gah lu sem brem mă ưh kơ 'lơ̆ng rơgoh minh adrĕch minh hơgrop, wă kơ pơm adrĕch jơ̆p kơpal teh đak. 
GEN.7.3	Ih kư̆m athei anhăk ba lu sem păr, rim khŭl tơpơh hơgrop tơmông păng yŏng, wă kơ ih wei sư arih chek lar jơ̆p kơpal teh. 
GEN.7.4	Yua kơ pă tơpơh năr dơ̆ng, inh gô ăn 'mi jruh tơ teh, lăm puăn-jĭt năr puăn-jĭt măng; Inh gô pơrăm lê̆ đĭ kơpal teh mă dôm kon sem brem mă đĭ adrĕch đơ̆ng inh đei pơjing.”
GEN.7.5	Na Nôê pơm kiơ̆ tôm dôm lu nơ̆r đơ̆ng Kră Yang đei pơkă kơ sư.
GEN.7.6	Kơplah đak lơ̆p, lah lai jơ̆p kơpal teh, Nôê đei tơdrâu-hrĕng sơnăm boih. 
GEN.7.7	Nôê hăm akăn sư mơ̆t lăm duk, hơdai lu kon lu mŏ mai sư wă kơ klaih đơ̆ng đak lơ̆p. 
GEN.7.8	Dôm lu kon sem brem mă 'lơ̆ng rơgoh păng lu kon sem brem mă ưh kơ 'lơ̆ng rơgoh, lu sem păr, lu kon hơdrông kơep lep-ler kơpal teh, 
GEN.7.9	minh hơgrop tơno păng akăn, tơmông păng yŏng, năm đĭ tơ Nôê păng mơ̆t lăm duk 'blep trŏ thoi nơ̆r Kră Yang 'Bok Kei-Dei bơtho pơkă kơ sư. 
GEN.7.10	Đơ̆ng rŏng kơ tơpơh năr, đak pơtơm jur jơ̆p kơpal teh.
GEN.7.11	Kơplah noh Nôê tơdrâu-hrĕng sơnăm, khei 'bar năr mơjĭt-tơpơh, trŏ kơ năr noh, dôm lu tu đak đôh pơchah đak bluh đơ̆ng teh, đơ̆ng kơpal plĕnh kư̆m pơih tơjur đak. 
GEN.7.12	'Mi jruh tơ teh lăm puăn-jĭt năr, puăn-jĭt măng.
GEN.7.13	Kŭm lăm năr noh, Nôê akăn sư, pêng 'nu kon sư, Sem, Cham, Japhet, hăm pêng 'nu mŏ mai sư kư̆m mơ̆t lăm duk. 
GEN.7.14	Lu sư mơ̆t hơdai păng đĭ-đăng lu sem brem, lu sem dơrong kiơ̆ kơ adrĕch, lu kon hơdrông kơpal teh kư̆m kiơ̆ kơ adrĕch, sem păr kư̆m kiơ̆ kơ adrĕch păng đĭ-đăng lu sem kiơ mă đei pơnăr. 
GEN.7.15	Hơgrop, hơgrop kiơ̆ Nôê mơ̆t lăm duk; wă khan đĭ-đăng dôm lu đei sĕch akar mă dui jơhngơ̆m. 
GEN.7.16	Tơno minh akăn minh, đei tơmông đei yŏng, đĭ-đăng kư̆m mơ̆t lăm duk, kiơ̆ thoi nơ̆r Kră Yang 'Bok Kei-Dei khan pơkă, na Kră Yang tang lê̆ 'măng duk.
GEN.7.17	Đak lơ̆p kơpal teh puăn-jĭt năr puăn-jĭt măng, đak tŏk kơjung tưk duk kư̆m rai kơjung đơ̆ng teh dơ̆ng kơpal đak. 
GEN.7.18	Kơpal teh, đak tih păng rai tŏk kơjung dêh, duk đông kơpal đak. 
GEN.7.19	Đak tŏk rai dêh kơpal teh, đĭ-đăng lu kông kơjung kư̆m lơ̆p đĭ. 
GEN.7.20	Đak tŏk truh tơ mơjĭt-pơđăm hlok kơjung hloh kơ đĭ-đăng lu kơ̆l kông kơjung. 
GEN.7.21	Đĭ-đăng dôm lu adrĕch sĕch akar arih kơpal teh lôch glơ̆k, mă lu sem păr, mă lu kon sem dơrong, kon sem bri, mă kon hơdrông kơep lep-ler păng đĭ kon bơngai. 
GEN.7.22	Mă dui jơhngơ̆m trong muh lôch đĭ. 
GEN.7.23	Đĭ-đăng adrĕch khŭl arih kơpal teh pơrăm pơlôch đĭ, đơ̆ng kon bơngai truh tơ kon sem brem, lu hơdrông kơep lep-ler, lu sem păr; lăp Nôê hăm lu bơngai, lu sem brem lăm duk đĕch oei arih.
GEN.7.24	Đak oei lơ̆p kơpal teh 'blep minh-hrĕng pơđăm-jĭt năr.
GEN.8.1	Kră Yang 'Bok Kei-Dei 'blŏk kơ Nôê păng dôm lu sem brem mă mơ̆t hơdai sư lăm duk, na Kră Yang 'Bok Kei-Dei ăn kial tih tơthu bah tơ kơpal teh, na đak sư dơ̆ng. 
GEN.8.2	Lu tu đak jrŭ păng lu bơnơ̆ tơ plĕnh tơlir dơ̆ng; 'mi đơ̆ng plĕnh ưh kơ jur tơ teh boih. 
GEN.8.3	Đak hrŏ tơ kơpal teh sư hrơ̆ 'net 'net. Đơ̆ng rŏng minh-hrĕng pơđăm-jĭt năr 'noh đak hrơ̆. 
GEN.8.4	Truh tơ khei tơpơh năr mơjĭt-tơpơh, duk dơ̆ng tơ kơpal kông Ararat.a 
GEN.8.5	Đak hrơ̆b noh 'net truh tơ khei mơjĭt; năr mă mônh lăm khei noh; dôm lu kơ̆l kông gơh 'bôh bang.
GEN.8.6	Đơ̆ng rŏng kơ noh đei puăn-jĭt năr, Nôê pơih 'măng-'mŏk duk mă sư đei pơm. 
GEN.8.7	Sư achăng minh pôm ak, ak păr gơling jur tŏk dĭng truh tơ đak hrơ̆ đĭ kơpal teh. 
GEN.8.8	Sư kư̆m achăng minh pôm sem kơtơp dơ̆ng, wă kơ băt đak tam hrơ̆ tơ teh. 
GEN.8.9	Mă-lei sem kơtơp păr chă lăng ưh tam đei teh hrĕng wă jruh, na sư păr brŏk tơ duk dơ̆ng, yua kơ đak oei jơ̆p-jang kơ teh. Nôê jrơng ti sư sơng iŏk sem kơtơp rôp tơmơ̆t lăm duk hơdai hăm sư. 
GEN.8.10	Đơ̆ng noh sư gô tơpơh năr dơ̆ng, sư achăng sem kơtơp lĕch đơ̆ng duk. 
GEN.8.11	Truh kơsơ̆ sem kơtơp păr brŏk tơ sư dơ̆ng păng âu tơ'bong sư jơngong ba hla 'long ôliwơ adrih; Nôê băt hloi đak hrơ̆ boih kơpal teh. 
GEN.8.12	Sư gô tơpơh năr đơ̆ng rŏng dơ̆ng achăng dơ̆ng sem kơtơp lĕch, mă-lei sem kơtơp ưh pă brŏk tơ sư dơ̆ng.
GEN.8.13	Trŏ sơnăm Nôê tơdrâu-hrĕng minh, năr mă mônh khei mônh, Nôê pơih bơbŭng duk lăng 'bôh teh hrĕng kro boih. 
GEN.8.14	Truh khei 'bar, năr 'bar-jĭt tơpơh, teh hrĕng boih.
GEN.8.15	Kră Yang 'Bok Kei-Dei khan kơ Nôê thoi âu: 
GEN.8.16	“Lĕch bĕ iĕm đơ̆ng duk, akăn ih, kon ih hăm lu mŏ mai ih. 
GEN.8.17	Athei pơih đĭ lu kon sem arih gah sĕch akar mă oei hơdai ih, lu sem păr, lu sem dơrong, sem brem, lu hơdrông kơep lep-ler mơmŏ kơpal teh, wă kơ lu sư chek lar char kon 'bĕnh kơ teh.” 
GEN.8.18	Thoi noh Nôê hăm akăn sư, lu kon sư, lu mŏ mai sư lĕch đơ̆ng duk. 
GEN.8.19	Lu sem brem, lu sem păr păng đĭ-đăng lu sem brem arih kơpal teh kiơ̆ kơ adrĕch lĕch đĭ-đăng đơ̆ng duk.
GEN.8.20	Nôê pơm minh pôm chơnang soi kơ Kră Yang 'Bok Kei-Dei. Sư rôp lu kon sem 'lơ̆ng rơgoh, hăm lu sem păr 'lơ̆ng rơgoh pơm tơmam soi 'buh pơyơ̆r tơ chơnang soi. 
GEN.8.21	Kră Yang 'bâu phu păng tơchĕng khan: “Inh ưh pă hiap teh yua kơ kon bơngai dơ̆ng, yua kơ jơhngơ̆m kon bơngai yoch kơnê̆ tơpă đơ̆ng sơ̆, đơ̆ng oei 'lơ̆p.c Inh kư̆m ưh kơ wă pơrăm lu kon sem arih thoi Inh đei pơm.
GEN.8.22	Kơplah teh oei đei,
GEN.8.22	na bơyan rei jơmŭl păng bơyan kĕch,
GEN.8.22	tơngiĕt păng tŏ,
GEN.8.22	bơyan hngach păng bơyan phang,
GEN.8.22	'năr păng kơmăng
GEN.8.22	ưh kơ đei layơ hiong đĭ.”
GEN.9.1	Kră Yang 'Bok Kei-Dei ăn pŭn hiôk kơ Nôê păng lu kon drŏ-nglo sư, Sư khan thoi âu: “Athei pơjing adrĕch adrung hrôh ngôh rai lơ dĭng 'bĕnh-'bang kơpal teh. 
GEN.9.2	Lu sem dơrong kơpal teh, lu sem păr kơpal plĕnh păng lu sem brem adrŏ kơpal teh, lu ka lăm đak dơsĭ, đĭ-đăng gô hli păng chu yom kơ iĕm yua kơ Inh jao boih lăm ti lu iĕm. 
GEN.9.3	Mă dôm kon sem brem đei tơdrong arih yak mơmŏ kơpal teh gô jing tơmam sa lu iĕm. Inh ăn dôm kon sem brem noh kư̆m thoi Inh ăn boih kơ lu 'bok yă iĕm sơ̆ sa hla 'nhot.
GEN.9.4	Mă-lei lu iĕm 'nĕ kơ sa 'nhĕm lu kon sem mă đei bơhngol arih, wă khan oei đei pham. 
GEN.9.5	Sĭt tơpă, tơdah kon bơngai dah sem brem pơlôch iĕm, inh ưh kơ ăn kơ sư oei arih ôh. 
GEN.9.6	Thoi noh bơngai bu mă pơlôch đe, na kư̆m đei đe nai pơlôch sư, yua kơ Kră Yang 'Bok Kei-Dei pơjing lu iĕm hơbŏ thoi rup sư. 
GEN.9.7	Gah lu iĕm athei pơjing adrĕch adrung rai lơ 'bĕnh-'bang jơ̆p-jang kơpal teh đak.”
GEN.9.8	Kră Yang 'Bok Kei-Dei kư̆m đei khan kơ Nôê hăm lu kon drŏ-nglo sư thoi âu: 
GEN.9.9	“Gah Inh âu: Inh pơjing tơdrong pơgơ̆p pơkă pơkăm hăm lu iĕm păng lu adrĕch adrung lu iĕm, 
GEN.9.10	Păng lu kon sem mă oei arih hơdai iĕm, lu sem păr, mă lu sem dơrong, lu sem bri oei kơpal teh, wă khan đĭ lu kon sem brem mă 'nao lĕch đơ̆ng duk mă truh tơ kon sem brem oei kơpal teh. 
GEN.9.11	Thoi noh Inh pơjing tơdrong pơgơ̆p hăm lu iĕm păng đĭ-đăng lu kon sem, ưh pă đei layơ đak wă lơ̆p pơlôch dơ̆ng păng kư̆m pă đei khan wă lơ̆p pơrăm teh.”
GEN.9.12	Kră Yang 'Bok Kei-Dei khan dơ̆ng: “Âu boih tơdrong, tơdra gah tơdrong pơgơ̆p mă inh pơkă hăm lu iĕm păng đĭ-đăng lu tơmam arih oei hăm lu iĕm rim jơhnơr dĭng truh ning-mônh. 
GEN.9.13	Inh ăn plĕnh chro tơ hơmơ̆l wă pơm tơdra pơgơ̆p inh hăm teh. 
GEN.9.14	Mưh layơ Inh akŭm đĭ lu hơmơ̆l kơpal teh păng đei plĕnh chroa tơ hơmơ̆l noh. 
GEN.9.15	Na Inh gô 'blŏk tơdrong Inh đei pơgơ̆p boih hăm lu iĕm păng lu kon sem mă đei tơdrong arih na đak ưh kơ đei layơ wă lơ̆p pơrăm pơlôch đĭ dơ̆ng. 
GEN.9.16	Thoi noh plĕnh chro gô tơ'bôh tơ hơmơ̆l Inh lăng tơ noh 'blŏk âu boih tơdrong pơgơ̆p ling-lang mă đơ̆ng Inh đei pơkă hăm dôm lu adrĕch mă đei tơdrong arih kơpal teh.”
GEN.9.17	Kră Yang 'Bok Kei-Dei pơma dơ̆ng hăm 'bok Nôê: “Âu boih tơdra gah tơdrong Inh pơgơ̆p hăm dôm lu adrĕch arih kơpal teh.”
GEN.9.18	Lu kon drŏ-nglo Nôê lĕch đơ̆ng lăm duk noh, Sem, Cham, Japhet. Cham âu jơ̆ 'bă Kanaan. 
GEN.9.19	Noh pêng 'nu kon drŏ-nglo Nôê păng đơ̆ng lu sư boih na mă đei kon bơngai jơ̆p kơpal teh.
GEN.9.20	Đơ̆ng noh Nôê pơtơm choh teh păng pơtăm plei hơmu. 
GEN.9.21	Sư huch sik hơmu na suai sư 'bĭch akâu hoh lăm bơsŭn sư. 
GEN.9.22	Cham mă 'bă Kanaan 'bôh 'bă sư brao akâu hoh thoi noh na lĕch tơ 'nguaih roi ăn kơ bre 'nhŏng oh sư. 
GEN.9.23	Mă-lei Sem păng Japhet iŏk ao trăk tơ hơngiĕng măr sư, sư năm kơdŭn wih rŏng na klơ̆p akâu 'bă sư yua kơ măr sư lăng măt tơ nai, na huay kơ 'bôh 'bă sư akâu hoh, 
GEN.9.24	Lăp Nôê praih kơ suai boih băt hloi kơ kon sư mă 'barb đei pơm kiơ kơ sư, 
GEN.9.25	Na khan:
GEN.9.25	“Kanaan trŏ tơpă pŭ hơngiap!
GEN.9.25	Sư gô pơm đĭch đam kơ lu 'nhŏng oh sư.”
GEN.9.26	Nôê khan dơ̆ng:
GEN.9.26	“Trŏ bơnê kơkuh kơ Kră Yang, mă Kră Yang 'Bok Kei-Dei Sem,
GEN.9.26	Kanaan athei pơm đĭch sư!
GEN.9.27	Apinh Kră Yang 'Bok Kei-Dei pơih teh mă să
GEN.9.27	kơ Japhet ăn kơ sư oei hơdai hăm Sem;
GEN.9.27	gah Kanaan athei pơm đĭch lu sư.”
GEN.9.28	Đơ̆ng rŏng kơ đak lơ̆p, Nôê arih pêng-hrĕng pơđăm-jĭt sơnăm. 
GEN.9.29	Thoi noh, Nôê arih đei tơsĭn-hrĕng pơđăm-jĭt sơnăm, na sư lôch.
GEN.10.1	Âu, adrĕch adrung Sem, Cham păng Japhet, pêng 'nu kon drŏ-nglo Nôê đơ̆ng rŏng kơ đak lơ̆p sư pơjing kon sâu.a
GEN.10.2	Kon drŏ-nglo Japhet anăn Gômer, Magok, Madai, Jawan, Tubal, Mêsiek păng Tiras. 
GEN.10.3	Kon drŏ-nglo Gômer anăn Askenas, Riphat păng Tôgah. Noh boih kon sâu Japhet kiơ̆ adrĕch adrung, kiơ̆ kơ nơ̆r pơma, dêh char păng pơlei pơla sư. 
GEN.10.4	Kon drŏ-nglo Jawan anăn Êlisa păng Tarsis, Kitim păng Đôdanim.
GEN.10.5	Noh boih kon sâu Japhet, kiơ̆ adrĕch adrung, kiơ̆ kơ nơ̆r pơma, dêh char păng pơlei pơla sư. Đơ̆ng lu sư na đei kon bơngai oei jơ̆p kơ bŏl lăm đak dơsĭ păng tơter jih dơsĭ.
GEN.10.6	Kon drŏ-nglo Cham anăn Kus, Misraim, Phut păng Kanaan. 
GEN.10.7	Kon drŏ-nglo Kus anăn Sêba, Hawila, Sapta, Rama păng Saptêka kon drŏ-nglo Rama anăn Sêba păng Đêdan.
GEN.10.8	Kus kư̆m pơjing Nimrôt, sư boih bơngai mă nuih blŭng-a kơpal teh âu. 
GEN.10.9	Sư âu bơngai chă lua nuih tơpă. Yua kơ noh đei nơ̆r pơđơ̆k khan: Nhen Nimrôt, minh 'nu bơngai lua nuih. 
GEN.10.10	Teh đak sư 'nao pơjing noh Babel, Êrek, Akat păng Kalneh oei tơ dêh char Sinar. 
GEN.10.11	Đơ̆ng dêh noh sư năm tơ dêh Asiri, na pơjing pơlei tih Niniwe sư kư̆m jing lu pơlei Rôhôbôti, Kalah. 
GEN.10.12	Păng Resen mă oei tŏk-bŏk pơlei tih Niniwe păng Kalah.
GEN.10.13	Misraim pơjing Ludim, Anamim, adrĕch Lêhabim, adrĕch Naptuhim, 
GEN.10.14	Parusim; adrĕch Kasluhim, (noh đei pơjing păng adrĕch Kaptorim. Đơ̆ng Kasluhim adrĕch Philistin). 
GEN.10.15	Kanaan pơjing Siđôn, kon drŏ-nglo kơdră sư păng Hêt. 
GEN.10.16	Hăm adrĕch Jêbus, adrĕch Amôrit, adrĕch Girgasit, 
GEN.10.17	Adrĕch Hêwit, Arêkit, adrĕch Sênit. 
GEN.10.18	Adrĕch Arwadit adrĕch Yêmarit adrĕch Hamat. Đơ̆ng noh adrĕch adrung Kanaan tơklah tơklang. 
GEN.10.19	Gah tơring adrĕch adrung Kanaan lu sư năm tơ gah Gêrar, iŏk đơ̆ng Siđôn truh tơ Gasa păng kư̆m truh tơ Sôđôm, Gômôrơ, Atma păng Yibotim truh hloi tơ Lêsa.
GEN.10.20	Noh kon sâu Cham, kiơ̆ kơ adrĕch adrung kiơ̆ kơ nơ̆r pơma, dêh char păng kon pơlei pơla sư.
GEN.10.21	Sem 'nhŏng kơdră, 'nhŏng Japhet, kư̆m đei pơjing kon drŏ-nglo, drŏ-kăn. Sem pơjing adrĕch Hêbrơ.b 
GEN.10.22	Kon drŏ-nglo Sem anăn Êlam, Asur, Apaksat, Lut păng Aram.
GEN.10.23	Kon drŏ-nglo Aram anăn Usơ, Hul, Gêther păng Mach.
GEN.10.24	Gah Apaksat pơjing Sêlah; Sêlah pơjing Eber, 
GEN.10.25	Eber đei pơjing kơ 'bar 'nu kon drŏ-nglo; anăn minh 'nu noh Pêlekc yua kơ teh lăm chăl sư noh sơ̆ asong băl boih; anăn oh sư Jôktan.
GEN.10.26	Jôktan pơjing Almodat, Sêlep, Hasamawet, Jêra, 
GEN.10.27	Hadôram, Uyal, Dikla, 
GEN.10.28	Ôbal, Abimael, Sêba, 
GEN.10.29	Ôphir, Hawila păng Jôbap. Đĭ-đăng lu sư noh kon drŏ-nglo Jôktan. 
GEN.10.30	Anih tehd lu bơngai noh oei gah Sêpha, năm đơ̆ng Mêsa truh tơe kông groi gah hơlĕch.
GEN.10.31	Noh boih kon sâu Sem, kiơ̆ kơ adrĕch adrung, kiơ̆ kơ nơ̆r pơma, dêh char păng kon pơlei sư.
GEN.10.32	Noh lu adrĕch adrung pêng 'nu kon drŏ-nglo Nôê, kiơ̆ kơ chăl păng kon pơlei sư; păng yua kơ lu sư noh na đĭ-đăng adrĕch adrung klah asong băl jơ̆p kơpal teh đơ̆ng rŏng kơ đak lơ̆p.
GEN.11.1	'Nâu, đĭ-đăng kon bơngai kơpal teh pơma minh nơ̆r pơma đĕch. 
GEN.11.2	Mă-lei iŏk đơ̆ng kon bơngai weh tơ gah hơlĕch, lu sư 'bôh teh dơnă, tơring char Sinar, na oei hloi tơ noh.
GEN.11.3	Bơngai âu pơma dơnuh păng bơngai noh khan: “Âu! Bĕ bơ̆n man găch na 'buh lăm ŭnh.” Kơplah noh, găch tơplih kơ tơmo, chai pơm tơmam klep. 
GEN.11.4	Na khan thoi âu: “'Nâu bơ̆n athei pơjing minh pôm pơlei tih păng pơm hnam Thôt tŏk-bŏk pơlei, kơjung truh tơ plĕnh;a bơ̆n athei pơm ư-ang kơ bơ̆n; hli kơ bơ̆n tơklah tơklang tơ jơ̆p-jang kơpal teh đak âu.”
GEN.11.5	Kră Yang jur lăng pơlei hnam thôt mă kon bơngaib đei pơm. 
GEN.11.6	Kră Yang khan thoi âu: “Âu! Lăp minh adrĕch kon bơngai, lăp minh nơ̆r pơma; păng tơdrong jang lu sư đei pơm; dang ei ưh kơ đei kiơ pơgăn lu sư đơ̆ng tơdrong lu sư pơkă wă pơm. 
GEN.11.7	Bĕ, lu bơ̆n jur pơm bơlŭ lê̆ nơ̆r pơma lu sư ưh pă hlôh băl dơ̆ng kơ nơ̆r pơma bơngai âu pơma kơ bơngai to.” 
GEN.11.8	Đơ̆ng noh, Kră Yang pơm ăn kơ lu sư tơklah tơklang jơ̆p-jang kơ teh păng lu sư ưh pă đei man pơjing pơlei noh dơ̆ng. 
GEN.11.9	Yua kơ noh na đe krao anăn pơlei 'Ba'belc yua kơ tơ anih noh Kră Yang bơlŭ lê̆ nơ̆r pơma kon bơngai lăm teh, đơ̆ng noh boih Sư ăn kơ kon bơngai tơklah tơklang tơ jơ̆p-jang kơ teh đak.
GEN.11.9	Adrĕch adrung Isơrael đơ̆ng Abram truh tơ Jôsep
GEN.11.10	Âu adrĕch adrung Sem:
GEN.11.10	Đơ̆ng rŏng kơ đak lơ̆p 'bar sơnăm Sem đei minh-hrĕng sơnăm, pơjing Apaksat. 
GEN.11.11	Đơ̆ng rŏng kơ đei Apaksat boih, Sem oei arih pơđăm-hrĕng sơnăm kư̆m đei pơjing kơ kon drŏ-nglo, kon drŏ-kăn.
GEN.11.12	Apaksat đei pêng-jĭt pơđăm sơnăm pơjing Sêlah. 
GEN.11.13	Đơ̆ng rŏng Apaksat đei pơjing Sêlah boih, sư arih đei pêng-hrĕng pêng sơnăm pơjing kon drŏ-nglo kon drŏ-kăn.
GEN.11.14	Sêlah đei pêng-jĭt sơnăm, pơjing kơ Eber. 
GEN.11.15	Đơ̆ng rŏng kơ Sêlah pơjing kơ Eber boih sư oei arih đei puăn-hrĕng pêng-jĭt sơnăm, sư đei pơjing kon drŏ-nglo, kon drŏ-kăn.
GEN.11.16	Eber đei pêng-jĭt puăn sơnăm, pơjing kơ Pêlek. 
GEN.11.17	Đơ̆ng rŏng kơ Eber pơjing Pêlek boih, oei arih puăn-hrĕng pêng-jĭt sơnăm, kư̆m đei pơjing kon drŏ-nglo kon drŏ-kăn.
GEN.11.18	Pêlek đei pêng-jĭt sơnăm, pơjing kơ Rêbu. 
GEN.11.19	Đơ̆ng rŏng Pêlek pơjing Rêbu boih, sư oei arih đei 'bar-hrĕng tơsĭn sơnăm, đei pơjing kon drŏ-nglo, kon drŏ-kăn.
GEN.11.20	Rêbu đe pêng-jĭt 'bar sơnăm, pơjing kơ Sêruk. 
GEN.11.21	Đơ̆ng rŏng Rêbu pơjing Sêruk boih, oei arih truh tơ 'bar-hrĕng tơpơh sơnăm, pơjing kon drŏ-nglo kon drŏ-kăn.
GEN.11.22	Sêruk đei pêng-jĭt 'bar sơnăm, pơjing Nahôr. 
GEN.11.23	Đơ̆ng rŏng kơ Sêruk pơjing Nahôr boih, sư oei arih đei 'bar-hrĕng sơnăm.
GEN.11.24	Nahôr đei 'bar-jĭt tơsĭn sơnăm, pơjing Thêra. 
GEN.11.25	Đơ̆ng rŏng kơ Nahôr pơjing kơ Thêra boih, sư oei arih minh-hrĕng mơjĭt-tơsĭn sơnăm, đei pơjing kon drŏ-nglo, kon drŏ-kăn.
GEN.11.26	Gah Thêra đei tơpơh-jĭt sơnăm, pơjing Abram, Nahôr păng Haran.
GEN.11.27	Âu boih adrĕch adrung Thêra: Thêra pơjing kơ Abram, Nahôr păng Haran; Haran pơjing kơ Lot. 
GEN.11.28	Kơplah 'bă sư Thêra oei arih, Haran sư lôch lăm tơring sư kơdih, lăm, pơlei Ur dêh Kalđê. 
GEN.11.29	Abram păng Nahôr chă akăn; akăn Abram anăn sư Sarai, gah akăn Nahôr anăn Milka: Milka hăm Iska kon drŏ-kăn Haran. 
GEN.11.30	Sarai âu sư hơwŏng, ưh kơ đei kon.
GEN.11.31	Thêra chông ba Abram, kon drŏ-nglo sư, Lot kon drŏ-nglo Haran, sâu sư păng Sarai akăn Abram, mŏ mai sư, lĕch đơ̆ng Ur, lăm dêh Kalđê, na năm tơ char Kanaan kơplah lu sư truh tơ pơlei Charan sư pơjing hnam dơnŏ bơ̆jang sa tơ noh.
GEN.11.32	Thêra arih đei 'bar-hrĕng pơđăm sơnăm, na sư lôch tơ pơlei Charan.
GEN.12.1	Âu, Kră Yang đei khan kơ Abram thoi âu: “Ih athei lĕch đơ̆ng dêh char âu, tơklah đơ̆ng hnam dơnŏ păng 'nhŏng oh mĕ 'bă ih, na năm tơ dêh char mă Inh gô tơ'bôh kơ ih.
GEN.12.2	Inh gô ăn kơ ih jing minh adrĕch adrung tih,
GEN.12.2	Inh gô ăn kơ ih pŭn hiôk,
GEN.12.2	đe kư̆m gô ư-ang kơ ih,
GEN.12.2	păng ih gô jing tơm kơ tơdrong pŭn hiôk,
GEN.12.3	Inh gô ăn pŭn hiôk kơ bu mă sơkat kơ ih pŭn hiôk.
GEN.12.3	Inh gô hiap pơtê̆ bơngai bu mă hiap pơtê̆ ih;
GEN.12.3	păng đĭ-đăng adrĕch adrung kon bơngai kơpal teh âu
GEN.12.3	gô đei pŭn hiôk đơ̆ng ih.”
GEN.12.4	Đơ̆ng noh Abram năm, kiơ̆ thoi nơ̆r Kră Yang khan tơ'bôh, Lot kư̆m kiơ̆ hơdai sư. Kơplah Abram lĕch đơ̆ng Charan, sư đei tơpơh-jĭt pơđăm sơnăm boih. 
GEN.12.5	Abram chông ba Sarai, akăn sư, Lot mon sư păng đĭ-đăng lu mŭk tơmam sư đei hơmet ba păng lu đĭch đam sư mă đei đơ̆ng Charan, lĕch đơ̆ng noh, lu sư năm truh tơ dêh Kanaan.
