MAT.1.1	Carte de generațiune a luĭ Iisusŭ Christosŭ hilĭlu alŭ Davidŭ hilĭlualŭ Avraamŭ.
MAT.21.6	Și s’duseră discipulĭi și féçeră cumŭ lĕ avea dimândată Iisusŭ; 
MAT.21.7	Și aduseră asina și mânzulŭ, 
MAT.21.8	și băgară stran̄iele de asupra lorŭ și seḑu 
MAT.21.9	Și mulțimea care mergea ’nainte și açea ce v̄inia d’inapoĭ, striga și ḑîçea: Osana a hilĭluĭ a luĭ Davidŭ; ghine 
MAT.21.10	Și cându ĭntră 
MAT.21.11	Și ghimta ḑiçea: Aestu éste Iisusŭ profetŭlu din Nazaretŭ a Galileilĭeĭ.
MAT.21.12	Și întră Iisusŭ în templulŭ alŭ Dumneḑĕu, și scóse afóră pre tuțĭ açelĭ çe cumpĕra și vindea în templu și resturnă mésele a banchierĭlorŭ, și scamnele açelorŭ çe vindea porunghi. 
MAT.21.13	Și lĕ ḑise: Éste scriată; „Casa mea va să s’clĭémă casă de rugăciune;“ și voĭ o féçetŭ „spilă de furĭ“.
MAT.21.14	Și viniră la elŭ orghi și sclĭopĭ în templu, și elŭ lĭ vindecă. 
MAT.21.15	Iară Archieilĭi și cărturarĭlĭi, cându veḑură ciudiile çe féçe, și feciorĭlĭi çe striga în templu și ḑîçea: Osana a hilĭluĭ aluĭ Davidŭ, 
MAT.21.16	s’năĭriră, Și lĭ ḑiseră: Avḑî çe ḑîcŭ aești? Iară Iisusŭ lĕ ḑiçe: Da, N’avețĭ cântată vêr‐nă óră, „Că din gura a națĭlorŭ, și açelorŭ çe sugŭ, țĭ aĭ faptă alăvdare?“.
MAT.21.17	Și lĭ alăsă și eși afóră din çetate la Bithania, și arĕmase acolo.
MAT.21.18	Iară diminéță cându s’turnă în çetate, îlŭ luă fómea. 
MAT.21.19	Și cându veḑu unŭ hicŭ în cale, vine la nĕsŭ ma nu află çeva pre elŭ, de câtŭ mași frŭnḑĕ, și lĭ diçe: S’nu s’facă de tine póme în etă. Și tru‐óră s’uscă hicŭlu.
MAT.21.20	Și cându veḑură discipulĭi s’ciudusiră și ḑiseră: Cumŭ se uscă hicŭlu de‐ună-óră? 
MAT.21.21	Iară Iisusŭ respunse și lĕ ḑise: Dealihea vĕ ḑicŭ, s’fure c’ă aveţĭ credință și nu vĕ îndoiţi, nu mașĭ açea a hicŭluĭ va s’façețĭ, ma și aestuĭ munte fure că ’lĭ ḑiçețĭ: Scóla-te și arucă‐te tru amare, va să s’facă. 
MAT.21.22	Și tute câte va s’căftățĭ în rugăciune cu credință, va s’luațĭ.
MAT.21.23	Și cara v̄ine elŭ în templu, s’aprochiară de nĕsŭ, 
MAT.21.24	Iară Iisusŭ rĕspunse și lĕ ḑise: Va s’vĕ întrebŭ și eu unŭ graiu; și s’fure că m̄ĭ spunețĭ, și eu va s’vĕ ḑicŭ cu çe putére facŭ aeste. 
MAT.21.25	Botezarea luĭ Ioanŭ de iu era? din çerŭ ică de la ómenĭ? Iară elĭ s’minduia în mintea‐lĕ, ḑicêndaluĭ: Ma s’ḑiçemŭ, Din çerŭ, va nĕ ḑică, de çe de cară nu creḑutŭ în elŭ? 
MAT.21.26	Iară ma s’ḑiçemŭ De la ómen̄ĭ, nĕ e frică de ghimtă, că Ioanŭ tuțĭ l’au ca profetŭ. 
MAT.21.27	Și respunseră a luĭ Iisusŭ și ’lĭ ḑiseră: Nu scimŭ. Și elŭ lĕ ḑise: Niçĭ eu nu vĕ ḑicŭ a vóuĕ cu çe putére facŭ aeste.
MAT.21.28	Ma çe vĕ se pare? Unŭ omŭ avea doi hilĭ; și vine la açelŭ d’întân̄iŭ și ’lĭ ḑise: Hilĭu, dute astăḑĭ de lucréḑă la avin̄ia mea. 
MAT.21.29	Iară elŭ respunse și ḑise: nu voiŭ; ma apoĭa s’tunusi, și s’duse. 
MAT.21.30	Și s’aprochie de alantŭ și lĭ ḑise tutŭ ași. Iară elŭ respunse și ḑise: eŭ m̄ergu Dómne și nu s duse. 
MAT.21.31	Care de aeștĭ doĭ féçe vrérea tatăluĭ? Lĭ ḑiseră: Primŭlu. Și Iisusŭ lĕ ḑiçe a lorŭ: Dealihea vĕ ḑicŭ că vameșilĭi și curvele mergu cama năinte de voĭ tru amirărilĭea alŭ Dumneḑĕu. 
MAT.21.32	Că vine la voĭ Ioanŭ în calea dreptățilĭeĭ, și nu lŭ creḑutŭ; ma vameșilĭi și curvele ’lŭ creḑură. Și voĭ 
MAT.21.33	Ascultațĭ altă parabolă: Era umŭ omŭ Domnŭ de casă, care ’șĭ plăntă ună av̄in̄ie și o îngărdi cu gardu, și săpă tru nĕsă cărute, și adră un turnŭ, și lŭ déde la lucrătorĭ, și s’duse departe. 
MAT.21.34	Și cându s’aprochie timpŭlŭ a pómelorŭ, petrecu servitorĭlĭi a luĭ la lucrătorĭ, s’lĭea pómele a lĭeĭ. 
MAT.21.35	Și lucrătorĭlĭi acățară, pre servitorĭlĭi a luĭ, și unŭlu lŭ bătură, altŭ lŭ vătămară, și altŭ lŭ agoniră cu chetrĭle. 
MAT.21.36	Iară petrecu alțĭ servitorĭ, cama mulțĭ de açelĭ d’întâniŭ, și lĕ féçeră și a lorŭ tutŭ ași. 
MAT.21.37	Apoĭa petrecu câtrĕ elĭ hilĭlŭ sĕu, ḑîcêndaluĭ, că va s’aibă anușine de hilĭlu ameŭ. 
MAT.21.38	Ma lucrătorĭlĭi cându veḑură hilĭlu, ḑiseră unŭ cu alantu: Aestu éste mostenitorŭlu; venițĭ s’lu vătămămŭ și s’lĭ luămŭ moștenirea. 
MAT.21.39	Și decara ’lu acățară, lŭ scóseră afóră de av̄in̄ie, și ’lŭ omorîră. 
MAT.21.40	Atunçea cându va s’vină Domnulŭ a avin̄ilĭeĭ, çe va s’lĕ facă açelor lucrătorĭ?
MAT.21.41	Elĭ lĭ ḑiseră: Rĕilĭi, rĕu va s’lĭ chéră; și av̄in̄ia va s’o da la alțĭ lucrătorĭ, cari va lĭ da pómele la timpurĭle a lorŭ.
MAT.21.42	Iisusŭ lĕ ḑiçe: vêr‐nă óră nu avețĭ cântată în scripturĭ! „Chétra açea çe nu o aflară bună masturĭlĭi, açea s’féçe capŭ de cohe? De la Domnulŭ s’féçe aestŭ lucru și éste ciudie tru oclĭilĭ a noștri“. 
MAT.21.43	Tr’açea vĕ ḑicŭ, că amirărilĭea alŭ Dumneḑeŭ, va s’vĕ se lĭa de la voĭ, și va să s’da a unuĭ poporŭ care va s’facă pómele a lĭeĭ. 
MAT.21.44	Și açelŭ çe va s’cadă pre aestă chétră, va să se frângă; și pe care‐çi‐do ea va s’cadă va s’lu stulcină.
MAT.21.45	Și avḑîndaluĭ Archiereĭlĭi și Fariseĭlii parabolele a luĭ, cunoscură că tră elĭ ḑiçe. 
MAT.21.46	Șicăftară s’lŭ acață, ma lĕ fu frică de ghimtă că lŭ avea ca profetŭ.
MAT.22.1	Și iara le rĕspunse Iisusŭ și lĕ grăi în parabole ḑicêndŭ.
MAT.22.2	Amirărilĭea çerŭluĭ s’unzi cu unŭ omŭ amiră, care féçe nuntă tră hilĭlu sĕŭ. 
MAT.22.3	Și petrecu servitorĭlĭi a luĭ s’clĭémă pre açelĭ clĭemațĭ la nuntă, și nu vrea tra s’v̄ină. 
MAT.22.4	Iară petrecu alțĭ servitorĭ, și le ḑise: ḑiçețĭ a clĭemațilorŭ: Écă prânzulŭ lu îndrepșiu; și giunçĭlĭi și nămalĭele îngrășate sŭntu tălĭate, și tute îndrépte, venițĭ la nuntă. 
MAT.22.5	Iară elĭ nu luară aminte aestă, și s’duseră unŭ la agru, 
MAT.22.6	altu la comerciŭlŭ a luĭ, și alanțĭ lĭ acăṭară servitorĭlĭi și lĭ îngiurară, și lĭ vătămară. 
MAT.22.7	Și cându avḑi amirălŭ, s’năiri, și petrecu ósta luĭ, asparse pre açelĭ omorîtorĭ, și arse çetatea lorŭ. 
MAT.22.8	Atunçea ḑiçe a sĕrvitorĭlorŭ a luĭ: nunta este îndréptă, ma clĭemațĭlĭi nu era axiĭ. 
MAT.22.9	Duçețĭ‐vĕ la astălĭérea că’ĭurĭlorŭ, și câțĭ va s’aflațĭ clĭemațĭ lĭ la nuntă. 
MAT.22.10	Și eșiră açelĭ servitorĭ prin calĭurĭ, adunară tuțĭ câțĭ aflară rĕi și bunĭ și se umplu nunta de óspețĭ. 
MAT.22.11	Și cându întră amirălu s’védă pre óspețilĭi, veḑu acolo unŭ omŭ care nu era învescutŭ cu stran̄ie de nuntă. Și lĭ ḑiçe: 
MAT.22.12	óspe cumŭ intrașĭ açia, fără s’aĭ stran̄ie de nuntă? Ma elŭ amuțî. 
MAT.22.13	Atunçea ḑise amirălu a servitorĭlorŭ: Legațĭ‐lu de mân̄ĭ și de çiçióre, luațĭ‐lu, și aruncați‐lu tru întunérecŭlu açelŭ cama de afóră. Acolo va s’hibă plângérea și scărcicarea dințilorŭ. 
MAT.22.14	Că mulțĭ sŭntu clĭemațĭ, ma puțin̄ĭ alepțĭ.
MAT.22.15	Atunçea s’duseră fariseilĭi și ’șĭ grăiră unŭ cu alantŭ, cumŭ s’lŭ acață tru sborŭ. 
MAT.22.16	Și petrecură la elŭ disçipulĭi a lorŭ, deadunŭ cu Erodian̄ĭlĭi și ḑiseră: Invețătorŭle, scimŭ că esci omŭ îndreptu, și că învețĭ calea alŭ Dumneḑĕŭ cu îndreptate, și nu vreĭ să scĭi de vêrnu; că nu mutresci în fața ómenĭlorŭ. 
MAT.22.17	Spune nĕ decara cumŭ țĭ se pare? Prinde s’dămŭ datŭ a luĭ Cesare, i ma nu? 
MAT.22.18	Iară Iisusŭ cunoscêndaluĭ rĕutatea lorŭ, ḑise: Çe me cărtițĭ o voĭ ipocrițĭ? 
MAT.22.19	Spunețĭ‐m̄ĭ moneda de datŭ. Iară elĭ ’lĭ aduseră unŭ dinarŭ. 
MAT.22.20	Și le ḑiçe: A cuĭ este mastea aestă, și aestă scriptură? 
MAT.22.21	Și lĭ ḑicŭ; Aluĭ Cesare. Atunçea lĕ ḑiçe: Dațĭ decara a Cesarĕluĭ, açea çe éste a luĭ Cesare, și alŭ Dumneḑĕŭ açea çe éste a luĭ Dumneḑĕu. 
MAT.22.22	Și cândŭ avḑiră, s’ciudusiră și ’lŭ alăsară și fugiră.
MAT.22.23	Tru açea ḑiuă viniră la elŭ Sadukeĭ, carĭ ḑiçea că nu éste înv̄iare de morțĭ, și ’lŭ întrebară ḑicêndaluĭ: 
MAT.22.24	Invețătorule, Moisi ḑise: s’murére çineva fără s’aibă fumélĭe, frate‐sĕu să s’însóra cu mulĭérea luĭ, ca s’analță semênța a frate sĕuĭ. 
MAT.22.25	Ași la noĭ era șépte frațĭ; și primŭlu după çe s’însură, muri, și ne avêndaluĭ semênță alasă mulĭérea luĭ a fratesĕuĭ.
MAT.22.26	Așițe și al doilea, și alŭ treĭlea, până la alŭ șéptelea. 
MAT.22.27	Iară după tuțĭ muri și mulĭérea. 
MAT.22.28	La înv̄iarea de morțĭ dar a cuĭ din açelĭ șépte va s’hibă mulĭérea, că tuțĭ o avură.
MAT.22.29	Iisusŭ respunse și lĕ ḑîse: Hițĭ zăgă dițĭ că nu cunóscețĭ scripturĭle, niçi putérea aluĭ Dumneḑĕu. 
MAT.22.30	Că la înv̄iare de morțĭ, niçi s’însóră niçi s’mărită, ma sŭntu ca anghelĭi alŭ Dumneḑĕu în çerŭ. 
MAT.22.31	Iară tră înv̄iarea morțilorŭ, nu avețĭ cântată açea çe vé s’are ḑîsă de câtre Dumneḑĕu, care ḑiçe: 
MAT.22.32	„Eu escu Dumneḑĕŭlu a luĭ Avraamŭ, și Dumneḑĕŭlu a luĭ Isaac, și Dumneḑĕŭlu a luĭ Iacovŭ“. Dumneḑĕ, nu este Dumneḑĕŭlu a morțĭlorŭ ma a v̄iilorŭ.
MAT.22.33	Și cându avḑî poporŭlu s’ciudusea de învețătura luĭ. 
MAT.22.34	Iară Fariseilĭi cându avḑîră că lĕ înclĭse gura a Sadukeilorŭ, s’adunară împreună. 
MAT.22.35	Și unulŭ de nĕșĭ legiuitorŭ, ’lŭ întrebă cărtindu lŭ, și ḑicêndu‐lĭ: 
MAT.22.36	Invețatorule, care este mare dimândăciune în lege? 
MAT.22.37	Și Iisusu ’lĭ ḑise: „S’vreĭ Domnulu Dumneḑĕŭlu a tĕu, cu tută inima ta, cu tutŭ sufletŭlu a tĕu, și cu tută mintea ta“. 
MAT.22.38	Aestă éste prima și marea dimândăciune. 
MAT.22.39	Și a doua totŭ ași ca nĕsă este: „S’vreĭ pre aprópele a tĕu ca pe tine singurŭ“. 
MAT.22.40	Tru aeste dóuĕ dimândăciunĭ spinḑură legea și profețĭlĭi.
MAT.22.41	Și cându s’adunară Fariseilĭi, lĭ întrebă Iisusŭ, și lĕ ḑîse: 
MAT.22.42	Çe vĕ se pare de Christolu? a cuĭ hilĭu éste? 
MAT.22.43	Elĭ lĭ ḑicŭ: Aluĭ Davidŭ. Elŭ lĕ ḑîçe: Cumŭ decara Davidŭ cu duhŭlu îlŭ clĭémă Domnŭ, ḑîcêndaluĭ: 
MAT.22.44	„ḑîse Domnulŭ a Domnu‐m̄ĕuĭ: Șeḑĭ la drépta mea până s’bagŭ neóspețĭlĭi a tĕĭ așternutŭ a cicĭorĭlorŭ a téle“. 
MAT.22.45	Macă decara Davidŭ ’lŭ clĭemă Domnu, cumŭ éste hilĭlu a luĭ? 
MAT.22.46	Și vêrnu nu putea s’lĭ respundă niçi unŭ graiŭ; niçi că cuteḑă çineva s’lu măĭ întrébă de açea ḑiuă.
MAT.23.1	Atunçea Iisusŭ grăi câtrĕ mulțime, și câtrĕ discipulĭi a luĭ, Și ḑîse: 
MAT.23.2	Cărturarĭlĭi și Fariseilĭi ședŭ pre scamnulŭ a lui Moisi: 
MAT.23.3	Ași tute câte vĕ ḑicŭ s’avegliațĭ, aveg’ĭațĭ‐le, și façețĭ‐le; ma după faptele a lorŭ s’nu façețĭ. Că nĕșĭ ḑicŭ ma nu facŭ. 
MAT.23.4	Câçe nĕșĭ légă sârçin̄ĭ gréle çe nu s’pórtă, și le bagŭ pre umerĭlĭi a ómen̄ilorŭ; iară elĭ niçĭ cu dégetŭlu a lorŭ nu vorŭ s’le mină,
MAT.23.5	Iară tute lucrărĭle a lorŭ le facŭ ca să s’védă de ómen̄lĭ; lărgescu filacterĭle ă lorŭ, și ’șĭ mărascu pólele a stran̄ielorŭ a lorŭ. 
MAT.23.6	Și vorŭ tra șédă la ospețŭ în capŭlu a mésălĭeĭ, și în sinagóge pre scamnele açéle din susŭ. 
MAT.23.7	Și vorŭ să lĭ salută în pazare, și să se clĭémă de cátrĕ ómen̄ĭ, „Rabbi Rabbi“. 
MAT.23.8	Iară voĭ s’nu vĕ clĭemațĭ Rabbi: că unŭ este învețătorŭlu a vostru Christosŭ; și tuțĭ voĭ hițĭ frațĭ. 
MAT.23.9	Și tată să nu clĭemațĭ çineva preste locŭ, că unŭ éste Tatălŭ a vostru açelŭ din çerŭ. 
MAT.23.10	Niçi s’vĕ clĭemațĭ învĕțătorĭ; că unŭ éste învețătorŭlu a vostru Christosŭ. 
MAT.23.11	Și açelu cama marĕle de voĭ la s’vĕ hibă servitorŭlu a vostru. 
MAT.23.12	Iară açelŭ care va să s’înalță singurŭ, va s’aplécă; iară açelŭ çe va să s’aplécă, açelŭ va să s’analță.
MAT.23.13	Cavaĭ de voĭ Cărturarĭ și Fariseĭ ipocrițĭ, că înclĭdețĭ amirărilĭea a çerŭluĭ înaintea ómen̄ĭlorŭ; Că voĭ nu întrațĭ; niçĭ açelĭ ce vorŭ să întră, nu lĭ alăsațĭ s’intră.
MAT.23.14	Cavaĭ de voĭ o Cărturarĭ și Fariseĭ ipocrițĭ, că măcațĭ casele a veduvĕlorŭ, și tr’aestă făçețĭ rugăciunĭ lungi, de açea va s ’luațĭ cama mare pedépsă.
MAT.23.15	Cavaĭ de voĭ o Cărturarĭ și Fariseĭ ipocrițĭ, că cutreerațĭ amarea și uscatŭlu, tra s’façețĭ unŭ proselitŭ: și cândŭ s’façe ’lŭ façeți hilĭu de gheenă, de dóue orĭ cama mare de câtŭ voĭ.
MAT.23.16	Cavaĭ de voĭ conducĕtorĭ orghi, carĭ ḑiçețĭ: Açelŭ çe va s’giură pre templu nu e çeva; ma açelŭ çe va s’giură pre malama templuluĭ, éste datorŭ. 
MAT.23.17	Glarĭ și orghi, çe éste cama mare? Malama ima templŭlu care sânțésce malama? 
MAT.23.18	Și açelŭ çe va s’giură pre altarŭ, nu e çeva; ma açelŭ çe va s’giură pre darŭlu çe éste preste altarŭ, este datorŭ. 
MAT.23.19	Glarĭ și orghi, çe e cama mare? darŭ u, ima altarŭlu care sântésce darŭlu. 
MAT.23.20	Și ași açelŭ çe giură pre altarŭ, giură pre elŭ și pre tute câte sŭntu în altarŭ. 
MAT.23.21	Și açelŭ çe giură pre templu, giură pre elŭ și pre açelu çe locuesce tru nĕsŭ. 
MAT.23.22	Și açelŭ çe giură pre çerŭ, s’giură pre thronŭlu a luĭ Dumneḑĕu, și pre açelŭ çe șéde pre nĕsŭ,
MAT.23.23	Cavaĭ dĕ voĭ o Cărturarĭ și Fariseĭ ipocrițĭ, că ghismuițĭ minta, și mărarŭlu, și chimionulŭ, și alăsațĭ açéle çe suntu cama gréle a legilĭeĭ, giudecata m̄ila și credința. Aeste prindea s’le façețĭ și açéle s’nu le alăsațĭ. 
MAT.23.24	Conducĕtorĭ orghi, carĭ stricurațĭ taun̄lĭĭi, și o înglĭțițĭ camila.
MAT.23.25	Cavaĭ de voĭ o Cărturarĭ și Fariseĭ ipocrițĭ, că curațĭ partea de afóră, a scafĕlĭeĭ, și a blidŭluĭ, și năuntru sŭntu împline de arăchirĭ, și de nedreptate. 
MAT.23.26	Fariseule orbŭ, cură cama năinte partea d’inauntru a scafĕlĭeĭ și a blidŭluĭ, tra s’hibă curată, și açea de afóră. 
MAT.23.27	Cavaĭ de voĭ o Cărturarĭ și Fariseĭ ipocrițĭ, că unzițĭ cu mormênțĭ asvestusițĭ carĭ de afóră s’vedŭ mușați, iară d’inăuntru sŭntu ’mplinĭ de óse de morțĭ, și de içe do necurățilĭe. 
MAT.23.28	Așî și voĭ pe din afóră ve spunețî a ómenĭlorŭ îndrepțĭ, ma d’înăuntru hițĭ ’mpin̄ĭ de ipocrisie și nelegiuire.
MAT.23.29	Cavaĭ de voĭ o Carturarĭ și Fariseĭ, ipocrițĭ, că adărațĭ mormênțĭlĭi a profețĭlorŭ, și immoșițițĭ grópele a drepțilorŭ, Și ḑiçețĭ: 
MAT.23.30	s’eramŭ noĭ în ḑilele a părințilorŭ a noștrorŭ, nu vrea s’luămŭ parte cu açelĭ, la sângele a profețĭlorŭ. 
MAT.23.31	In câtŭ voĭ singurĭ mărturisițĭ tră voĭ, că hițĭ hilĭi açelorŭ çe omorîră profețĭlĭi. 
MAT.23.32	Decara și voĭ împlinițĭ mĕsura a părințilorŭ a voștrorŭ. 
MAT.23.33	Șerpi, Pulĭi de nepârtiçĭ, cumŭ va s’fugițĭ de giudecata gheeneĭ?
MAT.23.34	Tr’açea écă eu petrecŭ la voĭ Profețĭ și sciuțĭ și cărturarĭ: și nescânțĭ din nĕșî, va s’lĭ vătămațĭ, și va s’lĭ cruçificațĭ; iară nescânțĭ va s’lĭ batețĭ cu sviciŭlu în sinagógele a vóstre, și va s’lĭ agonițĭ din çetate în çetate. 
MAT.23.35	Tra s’v̄ină asupra vóstră içe‐do sânge ’ndreptu, çe s’are versată preste locu, de la sângele a dreptuluĭ Abelŭ, până la sângele a luĭ Zaharia, hilĭlu alŭ Barahia, care îlŭ vătămatŭ nolgica de templu și de altarŭ. 
MAT.23.36	Dealihea vĕ ḑicŭ, că tute aeste va s’v̄ină preste aestă generațiune.
MAT.23.37	Ierusalime, Ierusalime, care omorĭ profețĭlĭi și vatăm̄ĭ cu chetri pre petrecuțĭlĭi la tine; de câte orĭ vruĭ să țĭ adunŭ feciorĭlĭi, precumŭ gallina ’șĭ adună pulĭi sum aripĕle, și nu vrutŭ? 
MAT.23.38	Éca casa vóstra s’alasă deșértă. 
MAT.23.39	Că vĕ ḑicŭ: De aó înainte nu va s’me vedețĭ, până cându va s’ḑiçețĭ: Ghine cuvêntatu éste açelŭ çe v̄ine în numa Domnuluĭ.
MAT.24.1	Și eși Iisusŭ și s’depărtă de la templu; și s’aprochiară discipulĭi a luĭ, tra s’lĭ spună adărămintele a templuluĭ. 
MAT.24.2	Ma Iisusŭ lĕ ḑise: nu vedețĭ tute aeste? Dealihea vĕ ḑicŭ, nu va s’arĕmână aó chétra preste chétră, care să nu s’aruvuiéscă.
MAT.24.3	Și pe cându elŭ ședea pre muntele a masin̄ĭlorŭ, îlĭ s’aprochiară discipulĭi ’na’nă parte și ’lĭ ḑiseră: Spune nĕ cându va să se facă aeste? Și care e semnulŭ a venĭrĕlĭeĭ a tale, și a fluituluĭ a etĕlĭeĭ? 
MAT.24.4	Și Iisusŭ respunse și lĕ ḑîse: Mutrițĭ s’nu vĕ arădă çineva. 
MAT.24.5	Că mulțĭ va s’v̄ină în numa mea, și va s’ḑică; „Eu escu Christolŭ“, și mulțĭ va să s’arădă. 
MAT.24.6	 va s’avḑițĭ alumte, și sciri de alumte: mutrițĭ ghine, nu vĕ aspĕriațĭ. Că prinde aeste tute să se facă, ma nică nu éste finitŭlu.
MAT.24.7	Că va să se scólă poporŭ, peste poporŭ și amirărilĭe preste amirări ĭe; și va s’hiba fómete și pusclĭe și cutremurí pre locuri. 
MAT.24.8	Și tute aceste va s’hibă înçeputŭlu a durerĭlorŭ. 
MAT.24.9	Atunçea va s’ vĕ preda la strimtorare și va s’vĕ omóră; și de tute națiile va s’hițĭ urîțí tră numa mea. 
MAT.24.10	Și atunçea va să se scandaliséscă mulți, și va să se tradéḑă unulŭ pre alantŭ, și va să se urască unŭ cu alantŭ. 
MAT.24.11	Și mulțĭ profețĭ mincĭunoșĭ va să se scólă, și mulțĭ va să arădă. 
MAT.24.12	Și de imulțirea nelegĭuĭrilorŭ, va s’arĕçéscă a multorŭ vrérea. 
MAT.24.13	Ma açelŭ çe va s’aravdă pâna la finitŭ, açelŭ va s’hibă ascăpatŭ. 
MAT.24.14	Și va să se predică aestu vănghelĭu a amirărilĭeĭ preste tutŭ locŭlu, tra mărturia tutulorŭ popórelorŭ; și atunçea va s’hibă finitŭlu.
MAT.24.15	Și cându va s’vedețĭ utîtéța și aspârgáciunea çe s’are ḑîsă de profetŭlu Daniilŭ, că stă in locŭ sântu, (açelŭ care cântă la s’acăchisescă), 
MAT.24.16	atunçea açelĭ çe sŭntu în Iudea, s’fugă pre tru munțĭ; 
MAT.24.17	și açelŭ çe éste preste casă, s’nu s’depună s’lĭa çeva din casă. 
MAT.24.18	Și açélŭ çe éste la agru s’nu se tórnă înăpoĭ, să șĭ lĭa stran̄iele. 
MAT.24.19	Ma cavaĭ de açéle çe suntu sarçine, și de açele çe va s’alăptéză în açele ḑile: 
MAT.24.20	Ma rugați‐vĕ să nu se facă fuga a vóstră iarna, niçi Sămbăta. 
MAT.24.21	Cava s’hibă atunçea strîmtorare mare, cumŭ nu fu de la înçeputŭlu a lumelĭeĭ, până tora, niçĭ ca va s’hibă. 
MAT.24.22	Și ma s’nu se șcurta açéle ḑile, nu era s’ascapă vêr‐nu trupŭ; ma tră alepțĭlĭ vă să se’șcurté ḑă açéle ḑile.
MAT.24.23	Atunçea s’fure că çine‐va vĕ ḑiçe. Ecă aó éste Christolŭ, ică acolo, s’nu credețĭ. 
MAT.24.24	Că va să s’scólă Christoșĭ minciunoșĭ, și profețĭ minciunoșĭ, și va să spună sémne marĭ, și ciudiĭ tra s’plăniséscă, s’fure cu putință și pre alepțilĭ. 
MAT.24.25	Ecă vĕ o ḑișŭ de cama nainte. 
MAT.24.26	Și ma s’vĕ ḑică écă 
MAT.24.27	Că precumŭ ascăperatŭlu, ése de la Rĕsăritŭ, și s’véde l’ Ascăpetatŭ, ași va s’hibă și vinirea hilĭluĭ a omŭluĭ. 
MAT.24.28	Ca in éste mărșea, acolo va s’adună și orn̄ile.
MAT.24.29	Și de ună‐óra după strîmtorarea din açéle ḑile, Sórĕle va să s’întunecă, și Luna nu va s’da lum̄ina lĭeĭ, și stélele va s’cadă din çerŭ, și puterĭle a çerŭluĭ va să s’mină. 
MAT.24.30	Și atunçea va să s’védă semnulŭ a hilĭluĭ a omŭluĭ în çerŭ; și atunçea va să plângă tute gințile a locŭluĭ, și va s’védă hilĭlu a omŭluĭ că v̄ine preste norĭlĭi a çerŭluĭ cu putére și glorie multă. 
MAT.24.31	Și va s’petrécă anghelĭi a luĭ cu bóçe mare de trompetă; și va s’adună alepțilĭ a luĭ de la patrule vînturĭ, de la margin̄ĭle a çerŭluĭ, până la açea alantă margine a lorŭ.
MAT.24.32	Iară de la hicŭ invetațĭ parabola. Cându lumachea luĭ éste móle, și lĭ esŭ frunzele, cunóscețĭ că aprópe este véra. 
MAT.24.33	Ași și voĭ, cându va s’vedețĭ aeste tute, să scițĭ că aprópe éste ningă ușe. 
MAT.24.34	Dealihea vĕ ḑicŭ că nu va s’trécă generația aestă, până cându nu va să s’facă tute aeste. 
MAT.24.35	Cerŭlu și locŭlu va s’trécă, ma graĭle a méle nu va s’trécă. 
MAT.24.36	Iară de ḑiua açea și de óra açea vêr‐nu nu scie, niçi anghelĭi din çerŭ, de câtŭ mașĭ Tatălŭ a m̄eu singurŭ.
MAT.24.37	Și precumŭ ḑilele a luĭ Noe, ași va s’hibă și la venirea a hilĭluĭ a omŭluĭ. 
MAT.24.38	Că precumŭ era în ḑilele açéle de cama nainte de deluviŭ, cându măca și bea, și se însora și s’mărita, pâna în ḑiua cându Noe întră tru arcă. 
MAT.24.39	Și nu sciură până cându vine deluviŭlu, și lĭ luă pre tuțĭ. Ași va s’hibă și venirea a hilĭluĭ a omŭluĭ. 
MAT.24.40	Atunçea doĭ va s’hibă la agru, și unŭlu va să s’lĭa, și alantuiu va să s’alasă.
MAT.24.41	Dóuĕ mulĭerĭ va s’maçină la móră; ună se lĭa, și alantăs’alasa. 
MAT.24.42	Stațĭ deșcepțĭ decara, că nu scițĭ în çe óră v̄ine Domnulŭ a vostru. 
MAT.24.43	Ma açea să scițĭ, că să sciare Domnulŭ a casă‐lĭeĭ la care aveglĭare a nopțilĭeĭ v̄ine furŭlu, era să sta deşceptu și nu era s’alasă s’lĭ se aspargă casa. 
MAT.24.44	De açea și voi s’hițĭ îndrepțĭ; că la óra cându nu vĕ tréçe prin minte, v̄ine hilĭlu a omŭluĭ. 
MAT.24.45	Care éste credinciosŭlu și mintimenŭlu servitorŭ, care lŭ băgă domnu sĕu preste servitorĭlĭi a casălĭeĭ a luĭ, 
MAT.24.46	ca s’lĕ da hrană la timpŭ? Fericitŭ 
MAT.24.47	Dealihea vĕ ḑicŭ că preste tută averea luĭ va s’lu bagă. 
MAT.24.48	Ma s’fure că servitorŭlu açelŭ rĕu ḑiçe în inima luĭ: „Se amână Domnum̄eu 
MAT.24.49	s’v̄ină“ și înçepe s’bată servitorĭlĭi soçilĭi aluĭ, și s’măcă și s’bea cu îmbetătorĭlĭi, 
MAT.24.50	va s’v̄ină domnulŭ açeluĭ servitorŭ în ḑiua cându elŭ nu se aștéptă, și în óra, cându elu nu scie; 
MAT.24.51	și va s’lu talĭe în dóuĕ, și partea luĭ va s’o bagă cu ipocrițĭliĭ. Acolo va s’hibă plângérea și scărcicarea dințĭlorŭ.
MAT.25.1	Atunçea va s’unzéscă amirărilĭea çerŭluĭ, cu ḑéçe virghine, carĭ, luară căn, dilele a lorŭ, și eșiră s’aștéptă ginerĕle. 
