MAT.1.1	Hên né dɔ̀gɔ̀tì bɔ̀ nùàr Yeésò *Kristò. À né *ndùté ndùtù Davîd; Davîd né ndùté ndùtù Abrahâm.
MAT.6.16	«Mɔ bí baá yáb jolo, bí té kuún faá bɔ̀ lòbò-kàŋ bɔ̀ nɔ kàgà gɔ̀. Bɔ́ ménâ kaga gɔ né, te bɔ̀ nùàr ŋene kɔ teèn, ye bɔ́ né yáb jolo. Mè né tueé ye bí a, bɔ́ sàgà bɔɔ̀n kwa gi aá kèn, déì toò sam cuú. 
MAT.6.17	Té dé yeè ménâ bɔ́. Mɔ wò baá yáb jolo, vúá ŋágá njolo yeè, wò sieé feh, 
MAT.6.18	te wò mé nùàr fèh kéh cú ye nyí né yáb jolo; wò feh keéh cegé mé Tele yeè nuaá mé né bèh lèrrèb ŋené, à wò sàgà haá seér kɔɔ́.»
MAT.6.20	Bí ŋgúlú bílí sér dé ké te vulúu; dé sâ sueé bɔ̂ jagàb bú yíé kòmò ndé ŋgwéh, yíb bú ŋúɔ́b kòmò ndé ŋgwéh ndɔ. 
MAT.6.21	Bí kɔ́ɔ ye, temé nùàr né gi bèh mé ŋgúlú seèn né teèn.»
MAT.6.22	«Njolo nùàr den né yoòr seèn faá lâm nɔ. Mɔ njolo yeè né ŋené, gùm yeè dɔɔ́ŋ nde né bèsɔ́nè ŋagá den. 
MAT.6.23	Mɔ njolo yeè baá nyimé, sâ gùm yeè dɔɔ́ŋ den nde né bèh cibì. Mè tueé wò: mɔ ŋagâ mé né yoòr yeè doô ŋa seér cibí, gùm yeè dɔɔ́ŋ nde né toò yilí kelá ndeé.»
MAT.6.24	«Nuaré déì seé nùà fà kèì cén bɔ́ kòmò ndé ŋgwéh. À nde né cén bunó, à gwaán déì. À beè déì den nde né nùà gècên, à seb déì. Bí seé Càŋ bɔ̂ seé kàgàlɔ̀ŋ fà dɔɔ́ŋ kèì cén bɔ́ kòmò ndé ŋgwéh.»
MAT.6.25	«Mè tueé bí, mɔ né mân, bí té mé yáb bɔ̂ mbè nyàmè lè, ye te bí koó feh biì. Bí té mé cɔ̀gɔ̀ nyàmè lè, ye te bí su kwaá yoòr ndɔ. Ŋgweéh kela né yɔ̀ŋ nùàr mé yab mà. Gùm nùàr huɔm kela né kɔɔ́ mé cɔ̀gɔ̀ ndɔ. 
MAT.6.26	Bí jɔ̀gɔ̀ kè njí ke bɔ̀ non ye; bɔ́ yab dòbò bèh, bɔ́ kwá bèh, bɔ́ mé mbáŋ sam ndɔ; mé njéh mene, Tele biì ké te vulúu né gi bɔ́ koó laré; sé tagá bí wa? Ŋgweéh kela né bí mé bɔ̀ non mà.»
MAT.6.27	À den cuù ye bɔ́ a: «Bí né mene nyamé, lètenè biì dɔɔ́ŋ neì cieé déì felè bɔ̀ cieé seèn sagá komo nde né kɔɔ́ wa? 
MAT.6.28	Mɔ sam, bí cɔ̀gɔ̀ nyamé den né dé keì? Bí kè wèh yoòr bɔ̀ mvue nyurè mé né ké ŋueh baá: bɔ́ seé témá bèh, bɔ́ cɔ̀gɔ̀ cóló kɔ́ bèh ndɔ. 
MAT.6.29	Mé njéh mene, mè tueé bí, mgbè Salomɔ̂ŋ mé be ŋgùlù seèn mene dɔɔ́ŋ lé gèh nòmò cɔ̀gɔ̀ faá bɔ̀ mvue nɔ sù kwà ná ŋgwêh. 
MAT.6.30	Mɔ Càŋ né nyure ké ya dueè mbaá yàgà ménâ nyegé huɔɔ́m, à cɔ̀gɔ̀ mé bí há kélá ndé ŋgwéh wa? Ŋgweéh bɔ̀ nyure ké ya den weh né dé laàn, kwéh bɔ́ nde né saá sɔm wa? Temé kuú né bí lòù, mè tueé bí!
MAT.6.31	«Sâ bí té mbaá nyàmè dèn ye: béh yieé nde né kei? Béh ŋueé nde né kei? Béh su nde né kei wa? 
MAT.6.32	Dé sâ né seé bɔ̀ *wɔ́ŋ bɔ̀. Bɔ́ né gi ménâ nyamé fɔɔ́n. Bí né dé biì mé Tele ké te vulúu teèn; bɔ̀ njií mé saám né bí dɔɔ́ŋ, à né gi kɔɔ́. 
MAT.6.33	Bí jɔ̀gɔ̀ yúé fɔ́n lɔ́gɔ *Lò Càŋ ye, bí dèn dilísé faá Càŋ gwaán nê nɔ; Càŋ nde né bí bɔ̀ njèh dé jomò teèn haá keéh gií. 
MAT.6.34	Sâ mɔ né mân, bí té dé kwêh nyàmè; kɔ baá kwéh sâ, bí nyamé ye. Cieé dé kàn né mé seé seèn yoòr.»
MAT.7.1	«Bí té ju felè bɔ̀ mbaábiì mbaá téná gɔ̀, te Càŋ ju felè biì téná cú. 
MAT.7.2	Mɔ sam, Càŋ nde né ju felè biì faá bí né dé bɔ̀ mbaábi nɔ tená. Mòù mé bí né bɔ̀ nùàr njèh teèn me haá dɔɔ́ŋ, Càŋ bí me haá cu nde né teèn. 
MAT.7.3	Mbeí mò, wò yeè tòmò nyurè dé njolò mbeí yeè ŋene keéh naâ he, mé gùm ndilí toû dɔɔ́ŋ né wò njolò ŋgelá den, wò cí ŋéné ŋgwéh wa? 
MAT.7.4	Wò ye bú a: kwá nyí ge sɔm wò tòmò nyurè njolò! Ŋgweéh wò njolò né mé gùm ndilí toû wa? Wò bú tòmò nyurè hèllè njolò ge sɔm keéh nde né naàn wa? 
MAT.7.5	Nùà lòbò-kàŋ, jɔ̀gɔ̀ mvúá sɔ̀m lɔ́gɔ ndilí toû dé njolò yeè; mɔ njolo ŋagá baá, wò ge sɔm ye nyure dé njolò mbeí yeè.
MAT.7.6	«Bí té bɔ̀ njèh jojoloò mé bɔ̀ boór há; mɔ sam, bɔ́ nde cuù né mé bí ŋaár cu cuû, bɔ́ nema ŋaré sɔm seér bí lòù. Bí té gɔ̀m matàn
MAT.7.7	«Bí dùduaà, bɔ́ nde né bí haá; bí féfɔɔ̀n, bí nde né kwa; bí gɔ́ hin gɔɔ̀, bɔ́ nde né bí gulu keéh. 
MAT.7.8	Lòù sam, nuaá mé né dua dɔɔ́ŋ nde né kwa. Nuaá mé né fɔɔ́n dɔɔ́ŋ nde né ŋené. Bɔ́ nde né nuaá mé né gɔɔ́ dɔɔ́ŋ, gulu keéh ndɔ.
MAT.7.9	«Hên, mɔ lètenè biì nuaré déì né mé huaán teèn, mɔ ŋuna dua bú sér, à bú dɔm haá seér nde né taá wa? 
MAT.7.10	Mɔ sam, à sie haá seér bú sàb, sâ ŋuna dua né bú ŋgò wa? 
MAT.7.11	Bí mé jéré-temé biì mene, bí né bɔ̀ ŋuna biì bɔ̀ njèh bebagaà haá komo; sé tagá Tele biì ké te vulúu wa? Bí kɔ́ɔ ye: bɔ̀ɔ́ mé né bú bɔ̀ njèh bebagaà dua dɔɔ́ŋ, à nde né bɔ́ haá.
MAT.7.13	«Bí yílá kélá sér lè hin dé barê; hin dé tàŋɔ̀r, mé ceér tàkpèlàŋ dé bɔɔ̀n nde né ké tuar. Mé njéh mene, bɔ̀ nùàr due kela gi né teèn. 
MAT.7.14	Ceér mé nùàr nde né yɔ̀ŋ teèn kwa, né seér ceér dé ŋgoû mé hin dé barê. Nùàr ŋgɔ́b bú fɔɔ́n kwa né kɔɔ́.»
MAT.7.15	«Bí bɔ̀ŋ feh biì toò bɔ̀ *sòn-Càŋ bɔ̀ dé kòkòb. Bɔ́ yila den né lètenè biì mé par yoòr faá sòrŋgaŋ nɔ, sâ yí lè né ŋgùì. Bí nde né bɔ́ mé seé bɔɔ̀n ŋené kɔɔ́. 
MAT.7.16	Mè tueé bí, màkpelâŋ beéh te kaáŋkaŋ wá bèh; nyie ŋgòbò máŋgɔ̀rè wá bèh ndɔ. 
MAT.7.17	Toú bagaà wa né dé seèn tàb dé bagaà; toú veên wa cu ka tàb dé veên. 
MAT.7.18	Toú bagaà beéh tàb veên wá sér bèh; toú veên tàb dé bagaà wá ŋgwéh ndɔ. 
MAT.7.19	Mè tueé bí, toú mé tàb dé bagaà wá ŋgwéh dɔɔ́ŋ, bɔ́ nde né bú tuar komo fuú njií. 
MAT.7.20	Sâ te bí ŋene kɔ bɔ̀ sòn-Càŋ bɔ̀ dé nyenyenê teèn mé seé bɔɔ̀n.»
MAT.7.21	«Bí té mùnò ye, bɔ̀ɔ́ mé yilá né mè Nùà Dueè, Nùà Dueè doô nde gi né *Lò Càŋ dɔɔ́ŋ yilá. Mè tueé bí, bɔ̀ɔ́ mé bɔɔ́ né faá Tele mò ké te vulúu gwaán nê nɔ, Lò Càŋ yila cegé nde né kɔɔ́. 
MAT.7.22	Kwá nɔɔ́ŋ, loù mé ndeè jueè né jueè, bɔ̀ nùàr ŋgún nde né tueé ye: Nùà Dueè, Nùà Dueè, béh lé naâ sòn-Càŋ mé yilí yeè tueé, béh lé naá giì bɔ̀ tándulu mé yilí yeè kwɔgɔ́, béh lé naâ bɔ̀ fém hihiné mé yilí yeè bɔɔ́ bele ndɔ. 
MAT.7.23	Mè tueé bí, loù sâ mè nde né tueé ye bɔ́ a: Mè bí kɔ́ ŋgwéh, bí né bɔ̀ dúágá-tie bɔ̀. Bí ndé sèr mé njéh toò.»
MAT.7.24	«Nuaá mé né ŋgòr mò hên ŋgweé, né ménâ bɔɔ́ dɔɔ́ŋ den né faá nùà kɔ́gɔ̀n mé lé meè naâ gwà seèn felè kweêh nɔ. 
MAT.7.25	À yeé me gi aá, nu die ndɔ. Nu yeé baá neé, nòmò yuo ber cie, né gwà doô luú; fu tarê né mene gwà doô kobó, njeré déì lé bú bɔ́ ná ŋgwêh, njua kweêh. 
MAT.7.26	Nuaá mé né ŋgòr mò hên ŋgweé, à dé seèn ménâ bɔ́ ŋgwéh dɔɔ́ŋ, den nde né faá nùà yánè mé lé meè naâ gwà felè mbésebê nɔ. 
MAT.7.27	Nu yeé baá neé, nòmò yeé baá cie yuo ber, fu yeé baá kobó taré, vela ŋem sɔm gwà sâ, gwà hèllè calé yuo.»
MAT.7.29	Lòù sam, à lé bɔ́ njèh feh loóm naâ faá nùà njèh nɔ, à lé bɔ́ faá bɔ̀ *njí-sóù nɔ fèh ná ŋgwêh.
MAT.8.1	Yeésò suaga cuù ké te tòre ndɔ, bɔ̀ nùàr ŋgún kem bele cu bú jomo. 
MAT.8.2	Nùà beén veên déì waà dé seèn, cemmé nde toò seèn, ye bú a: «Dé koô, mɔ wò né gwaán, wò nde né mè taré sɔm, mè den cu ŋagásé.» 
MAT.8.3	Yeésò kema njií bú be yoòr ndɔ, ye bú a: «Mè gwaán aá kèn, táré yùò tarè.» Beén nùà doô nyimé yuo doó sâ ndɔ. 
MAT.8.4	Yeésò ye bú a: «Càŋ a bɔ́ wò tueé nuaré déì. Ndé lòm ké yoòr *ŋgàŋ sèmè, wò feh keéh bú yo yeè, wò haá bú sèmè faá Músì lɔ naâ tueé nɔ, te bɔ̀ nùàr ŋene kɔ seér teèn.»
MAT.8.5	Yeésò yeé nde aá Kapernahûm yilá ndeé, kwaá-taâb bɔ̀ Rɔ̂m bɔ̀ déì ŋgoró ndeè kwarè seèn, 
MAT.8.6	ye bú a: «Kúkùr yeè, dé koô, nùà seê mò galé ŋgaga le aá ké gwò, à né lom mé beén kwaré.» 
MAT.8.7	Yeésò ye bú a: «Hin, béh nde, te mè taré sɔm bú.» 
MAT.8.8	Kwaá-taâb doô yeé ŋgweé aá môn, ye Yeésò a: «Dé koô, mè nuaá mé wò nde né ké lɔ seèn yilá, wúlú ŋgwéh. Kòmò njí cégé yeè léláŋ sòn, nde né nùà seê mò taré sɔm. 
MAT.8.9	Mè né kɔɔ́ ye, bɔ̀ kokoô bɔ̀ né mé terreb teèn. Lòù sam, mè né ka bɔ̀ déì, bɔ̀ déì né ka mò. Mè né mé bɔ̀ŋ bɔ̀ sɔ́jì beè. Mɔ mè ye déì a: Ndé mân! à nde. Mɔ mè ye cén déì a: Ndê! à ndeè. Mɔ mè ye nùà seê mò a: Bɔ́ mân! à bɔɔ́ ka ménâ nág ndɔ. Mɔ né mân, túé cégé yeè lòù, nùà seê mò nde né taré yuo.»
MAT.8.10	Te Yeésò yeé nde ŋgweé njií mân, hiím lɔ bú mbaá, à tueé njií mé bɔ̀ɔ́ mé né jomo seèn ndɔ, ye bɔ́ a: «Mè né tueé ye bí a, ká te tàbè *Iserálà hên dɔɔ́ŋ, mè gèh ndèm hên teèn ŋéné ŋgúŋgwéh. 
MAT.8.11	Mè tueé bí, bɔ̀ nùàr yuo ndeè né kèb bà, mé kèb nyiìb,
MAT.8.12	sâ bɔ̀ɔ́ mé Lò Càŋ sé né dé bɔɔ̀n, bɔ́ bɔ́ si njií aá ké cie te ndèndèŋ cibî, bèh kéŋ silî mé nyie yieé kuû.»
MAT.8.13	Yeésò tueé njií mé kwaá-taâb doô ndɔ, ye bú a: «Ndé cú yeè ké lɔ. Bú a, bɔ́ wò faá wò né temé yoòr mò kwaá njií sâ.» Nùà seê kwaá-taâb doô taré yuo beè nomo ndɔ.
MAT.8.14	Jomo sâ Yeésò nde ké lɔ Piêr. À wa ké teèn, sâ gùnà Piêr né doó cer den, à né mé dùlù yoòr. 
MAT.8.15	Yeésò kema njií bú beè, dùlù kem yuo bú yoòr. Ma doô komo wuo ter, bɔɔ́ haá bú yáb.
MAT.8.16	Yeé baá liyilì, bɔ̀ nùàr kem waà mé bɔ̀ beên bɔ̀ ká yoòr Yeésò kókoó mbaá. À komo njií cegé né léláŋ sòn mbaá, bɔ̀ càŋ tándulu né bɔ́ yoòr durá yuo bele, bɔ̀ beén bɔ̀ dɔɔ́ŋ taré yuo gi ndɔ. 
MAT.8.17	Sâ ménâ dɔɔ́ŋ bɔɔ́ gi né, te yuo faá Esáyà *sòn-Càŋ lé naá giì tueé nɔ, ye: «Dé seèn, à jɔgɔ weh né núr beèh, à ŋa weh beén beèh ndɔ.»
MAT.8.18	Bɔ̀ nùàr yeé baá kwarè Yeésò ŋgún, à ye: «Kwá béh sela yuo kela tub kèb yágà.» 
MAT.8.19	*Njí-sóù déì ndeè ndɔ, ye bú a: «Nùà fèh-njèh, wò nde mene he, bélɔ̀ nde né kɔɔ́.» 
MAT.8.20	Yeésò ye bú a: «Hên bɔ̀ nyam bɔɔ̀n né mé gbàŋ, bɔ̀ non mé fulu ndɔ. Kɔ́ɔ ye, *Huaán Nùàr dé seèn mé bèh cèrrè teèn sam.» 
MAT.8.21	Mbɔ̀ŋ Yeésò cén déì deên ndɔ, ye Yeésò a: «Dé koô, kwá mè ndeè furú sɔm tele mò ye.» 
MAT.8.22	Yeésò ye bú a: «Bèlè lòm mè. Kwá lɔ́ bɔ̀ komó nde furú bɔ̀ mbeí bɔɔ̀n kɔɔ́.»
MAT.8.23	Jomo sâ, Yeésò ŋaá yila te kɔme, bɔ̀ mbɔ̀ŋ seèn njií lɔ bú. 
MAT.8.24	Fu tarê kɔ die dùà te tub sâ ndɔ, né lom mé terreb kobó taré, né nòmò te kɔme pieém yií. Sâ Yeésò baá lɔ́m. 
MAT.8.25	Bɔ̀ mbɔ̀ŋ ŋgoró nde kwarè seèn, bɔ́ nyimé bú, bɔ́ ye bú a: «Fehtoò beèh, béh nde aá kum le, yìlì sɔ̀m yeè béh teèn.» 
MAT.8.26	Yeésò ye bɔ́ a: «Bí môn veéh né dé keì wa? bɔ̀ temé kuû bɔ̀!» À komo wuo ter ndɔ, à pam fu bɔ̂ nòmò; pɔ́ŋ die dùà dɔɔ́ŋ. 
MAT.8.27	Geí lɔ bɔ̀ nùàr mbaá, bɔ́ ye: «Hên né gèh nùà kei, mé sòn seèn ŋgweé bilí né mé fu bɔ̂ nòmò mene wa?»
MAT.8.28	Bɔ́ wa yí sònò tuùb kèb yágà, te tàbè Gadarénà, bɔ́ kwa bɔ̀ nuaré déì teèn fà; bɔ́ yuoó naâ ké màsou, bɔ́ ndeè né te bɔ́ bɔ̀ Yeésò kwaré. Sâ nùà hèllè bɔ̂ mbeí né gi mé bɔ̀ càŋ jejelâ mân yoòr fà dɔɔ́ŋ, nùàr doó sâ kélá cú bèh mé veéh. 
MAT.8.29	Bɔ́ yeé waà baá toò Yeésò, bɔ́ sɔm hueh, bɔ́ ye bú a: «Ŋunà Càŋ Dueè, béh bí né lè keé-re wa? Wò ká doó waà né te wò feh duɔɔ́m béh gèr mé cu née le ye wa?»
MAT.8.30	Sâ bɔ̀ŋ bɔ̀ ŋguiâŋ kókoó mbaá né yab ké bèh ndɔ́ŋ-ndɔ̀ŋ mân ŋalé yieé den. 
MAT.8.31	Bɔ̀ càŋ hèllè bɔŋ baá-re Yeésò, ye bú a: «Mɔ wò nde né béh kwɔgɔ́, kwɔ́gɔ́ yí sér béh ké lè bɔ̀ ŋguiâŋ kíê.» 
MAT.8.32	Yeésò ye bɔ́ a: «Bí fɔ́n gò!» Bɔ́ durá yuo kela gi ndɔ, bɔ́ nde yila nde ké lè bɔ̀ ŋguiâŋ hèllè. Bɔ̀ŋ ŋguiâŋ doô kem suagà ké cueè, bɔ́ sue yila nde ké te tube, bɔ́ kum le teèn. 
MAT.8.33	Bɔ̀ tèŋ ŋguiâŋ durá yuo gi ndɔ; bɔ́ nde cu ké lɔ, bɔ́ né bɔ̀ nùàr njií mé la kelà naâ felè bɔ̀ tándulu bɔ̀ tueé, bɔ́ né bɔ́ dé toò tueé ndɔ. 
MAT.8.34	Yeé baá ménâ, bɔ̀ lɔɔ́ bɔ̀ kem yuo gi ké lɔ dɔɔ́ŋ, bɔ́ né yoòr Yeésò ndeé, te bɔ́ bɔ́ kwaré. Bɔ́ yeé ŋene aá bú, bɔ́ ye bú a: «Kúkùr yeè, yùò lè tàbè beèh yuoò.»
MAT.9.1	Yeésò yila cu kɔm, sela nde cu lɔ seèn. 
MAT.9.2	Wa lɔ, bɔ́ jɔgɔ waà mé nùà gule kuû déì toò seèn, à né te ndagáa cer den. Yeésò yeé ŋene, ye temé bɔɔ̀n dɔɔ́ŋ né lom yoòr nyî ménâ, à tueé njií mé nùà gule kuû doô, ye bú a: «Táré yo, huaán mò. Bɔ̀ veên yeè gi aá wò mé njéh kèn.» 
MAT.9.3	Te bɔ̀ *njí-sóù yeé nde ŋgweé njií mân, bɔ́ yila lè bɔɔ̀n ndugó beleè ye: «Nùà hên feh seèn faá Càŋ nɔ weh né dé keì wa?»
MAT.9.4	Yeésò ŋene kɔ mùnò bɔɔ̀n ndɔ, ye bɔ́ a: «Bí veénsé mân munó né dé keì wa? 
MAT.9.5	Beè biì, taré kela né tueê ye: bɔ̀ veên yeè gi aá wò mé njéh kèn, wa né: wùò ter, gègɔɔ̀ wa? 
MAT.9.6	Bí kɔ́ɔ ye: ká doó dɔɔ́ŋ *Huaán Nùàr né mé terreb veên kulú sɔɔ̀m teèn.» À den cuù baá-re, ye nùà gule kuû doô a: «Wùò ter, wèh ndagá yeè, ndé á lɔ.» 
MAT.9.7	Nùà hèllè komo wuo ter ndɔ, fɔɔ́n gò lɔɔ̂ seèn. 
MAT.9.8	Veéh sie ŋellé nùàr doó dɔɔ́ŋ, bɔ́ né Càŋ teèn seén yií, ye lòù sam, à né nùàr terreb ménâ haá ma.
MAT.9.9	Yeésò yuo doó sâ ndɔ, à nde ser toò. Wa beré déì, à ŋene njií nuaré déì né ké gwò bèh seé seèn den den, à né kàgàlɔ̀ŋ làmpɔ̂ŋ weh. Yilí nùà sâ né Matíô. Ye bú a: «Yùò bèlè mè!» Matíô yuo bele bú ndɔ.
MAT.9.11	Bɔ̀ *Farisiên yeé ŋene aá ménâ, bɔ́ ye bɔ̀ mbɔ̀ŋ a: «Nùà koô biì bɔ́ bɔ̀ wèh-kàgàlɔ̀ŋ làmpɔ̂ŋ bɔ̀, mé bɔ̀ vevenê bɔ̀ yáb bècénè yieé bilí né dé keì wa?» 
MAT.9.12	Yeésò yeé ŋgweé aá ménâ, ye bɔ́ a: «Bɔ̀ beén bɔ̀ né yeé mé koró nùà lèh kɔɔ́, dèn ŋgwéh bɔ̀ tetarê bɔ̀. 
MAT.9.13	Bí ndé màn nyégé bɔ̀ ŋgòr hên maàn, né ter nyagá den ye: Mè gwaán kela né nùà kɔ́-jerè mé nùà há-sèmè. Mè hên nde kuú naâ bɔ̀ vevenê bɔ̀ ká yoòr mò yilá njiî, dèn ŋgwéh bɔ̀ didilî bɔ̀.»
MAT.9.14	Loù sâ bɔ̀ mbɔ̀ŋ Jâŋ Bàptîs ndeè ye Yeésò a: «Bɔɔ́ né naàn mé béh bɔ̀ *Farisiên né gi dé beèh yáb jolo, bɔ̀ mbɔ̀ŋ yeè dé bɔɔ̀n jòlò ŋgwéh wa?» 
MAT.9.15	Yeésò ye bɔ́ a: «Loù mé bɔ́ sua yeé véh, mé si né doó samé den, bɔ̀ mbeí nde né yáb jolo wa? Dé sâ ndɔ́g. Mé njéh mene, bí kwá cieé déì, mɔ bɔ́ ŋgaá sɔm aá bɔ́ siì fù beè, bɔ́ ndeè jolo ye bɔɔ̀n.
MAT.9.16	«Nuaré déì beéh cɔ̀gɔ̀ feê felè cɔ̀gɔ̀ dé cuûm téná làb njí bèh. Mɔ sam, dé feê nde né dé cuûm doô komo ŋɔré sɔm.
MAT.9.17	«Bɔ́ tàgà mé kulu feê lè ŋguú cuúme sì kwá bèh ndɔ. Mɔ sam, ŋguú hèllè nde né mbè doó velé ber njií, bɔ́ vu bilí be mé ŋguú mene. Bɔ́ mbè mé kulu feê si seér yeé lè ŋguú feê, te kér cú, mbè doó bèr ndé cú ndɔ.»
MAT.9.18	Nùà koô déì waà, sâ Yeésò née mé bɔ̀ nùàr ménâ tueé njií den; à cemmé nde toò seèn, ye bú a: «Huaán mò kuú aá kèn, à kuú née kuù ye. Mé njéh mene ndê kèmà njí bú be yoòr, à nde né nyimé yuo.» 
MAT.9.19	Yeésò komo wuo ter ndɔ, weh bɔ̀ mbɔ̀ŋ, bɔ́ bɔ́ bele sie bú.
MAT.9.20	Sâ ma déì né doó sâ teèn; baá nyèmà yulà cùɔ̀b fà húɔ́m né bú yoòr yuo den. À ŋgoró nde yí jomo Yeésò, à kema weh sòn cɔ̀gɔ̀ seèn. 
MAT.9.21	À né ké lè tueé den ye: «Mɔ mè kema cegé mene léláŋ cɔ̀gɔ̀ seèn, nde né mè yili sɔm.» 
MAT.9.22	Yeésò bele seér ndɔ, ŋene bú, ye bú a: «Dé vêh, táré yo, wò né temé yoòr mò kwaá njií, wò taré yuo aá kèn.» Ma doô taré yuo doó sâ ndɔ.
MAT.9.23	Yeésò wa ké lɔ nùà koô doô, sâ bɔ̀ɔ́ mé tuaga yeé bené mé kû bɔ́ bɔ̀ nùàr baá lom doó ŋgún mbaá, bɔ́ né bèmè bɔɔ́. Yeésò yeé ŋene aá môn, 
MAT.9.24	ye bɔ́ a: «Bí yùò gí doó sâ dɔɔ́ŋ, huaán njeré déì kú ŋgwéh, à cer né lɔ́m.» Te bɔ̀ nùàr yeé nde ŋgweé njií ménâ, bɔ́ kem sue bú yoòr mé séb. 
MAT.9.25	Bɔ́ yeé sɔm keéh gi aá bɔ̀ nùàr cie, Yeésò yila nde ké mí, à sie njií huaán vêh doô be ter; huaán doô komo den cu ter ndɔ. 
MAT.9.26	Ŋgɔ́g dé sâ ŋgulí yɔŋ cu baá-re lò sâ dɔɔ́ŋ.
MAT.9.27	Yeésò yuo doó sâ ndɔ. À yeé baá beré déì kelá, bɔ̀ cùgò njolo bɔ̀ déì bɔ̂ mbeí duɔɔ́m bú jomo ŋgaré beleè, bɔ́ ye bú a: «Ŋunà *Davîd, kɔ́ yeè béh jere teèn.» 
MAT.9.28	Yeésò yeé baá ké gwò, bɔ̀ cùgò njolo bɔ̀ doô ŋgoró nde ké kwarè seèn ndɔ. À ye bɔ́ a: «Bí né temé kwaá njií ye mè né mé terreb faá bèh mân teèn wa?» Bɔ́ ye bú a: «Nyea, dé koô.» 
MAT.9.29	Yeé baá ménâ, à kema njií bɔ́ be njolò ndɔ, ye bɔ́ a: «Bɔ́ bí faá bí né temé yoòr mò kwaá njií sâ.» 
MAT.9.30	Njolo bɔɔ̀n kwɔgɔ ŋagá ndɔ. À luɔm bɔ́, ye bɔ́ a: «Càŋ a bɔ́ nuaré déì ŋgweé tieè.» 
MAT.9.31	Mé njéh mene, bɔ́ kɔ lom né mé yilí Yeésò lè tàbè sâ dɔɔ́ŋ saán yɔŋ gɔɔ̀.
MAT.9.32	Bɔ́ yeé baá dé bɔɔ̀n mé gò, bɔ̀ nuaré déì wa cuù mé nùà sòn ndûg déì ká toò Yeésò ndɔ. Nùà sâ lé naâ mé tándulu yoòr; càŋ hèllè lé naâ bú sòn yiín. 
MAT.9.33	Te Yeésò yeé nde kwɔgɔ sɔm bú lè nùà doô mân, nùà hèllè duɔɔ́m keéh sòn tueê. Cìlì nùàr geí laré mé njéh doó dɔɔ́ŋ, bɔ́ ye: «Béh née gèh dé hên te tàbè *Iserálà dɔɔ́ŋ ŋéné ŋgúŋgwéeh ye.» 
MAT.9.34	Bɔ̀ *Farisiên den seér cuù dé bɔɔ̀n ye: «Mgbè bɔ̀ tándulù bú terreb mân haá né kɔɔ́, à bɔ̀ tándulu kwɔgɔ né mé njéh.»
MAT.9.36	À yeé baá cìlì nùàr ménâ ŋené, jere bɔɔ́ bú njèh. Lòù sam, bɔ́ lé naâ doó mbaá homó ndab den; bɔ́ né lom faá bɔ̀ mbieè mé nùà njèh teèn sam nɔ. 
MAT.9.37	Yeé baá ménâ, à ye bɔ̀ mbɔ̀ŋ seèn a: «Yab bɔlé lom né ŋgún. Njèh cén, bɔ̀ seê bɔ̀ mé nde né ká lɔ kwaá bilí njiî màgà ŋgwéh. 
MAT.9.38	Bí bɔ̀ŋ nùà njèh bɔɔ̀ŋ, te à tema njií bɔ̀ seê bɔ̀ teèn, te bɔ́ kwa bilí njiî bú mé njéh ká lɔ.»
MAT.10.1	Yeésò yilá bilí bɔ̀ mbɔ̀ŋ yulà cùɔ̀b fà doô, à jege haá bɔ́ terreb te bɔ́ kwɔgɔ́ sɔm bele bɔ̀ nùàr càŋ tándulu yoòr, bɔ́ taré sɔm bele bɔ̀ beén bɔ̀, mé bɔ̀ núr bɔ̀ ndɔ. 
MAT.10.2	Yilí bɔ̀ mbɔ̀ŋ yulà cùɔ̀b fà sâ lé naâ: Simɔ̂ŋ mé yilí seèn déì né cu Piêr, bɔ̂ dìm seèn Andrê; bɔ̀ ŋunà Jebedê, Jâk bɔ̂ dìm seèn Jâŋ; 
MAT.10.3	Filîp bɔ̂ Bartelemî; Tomâs bɔ̂ Matíô nùà wèh-kàgàlɔ̀ŋ làmpɔ̂ŋ; Jâk ŋunà Alfê bɔ̂ Tadê; 
MAT.10.4	Simɔ̂ŋ nuaá mé gwàn bèh dé mé bɔ̀ kìn den felè bɔ̀ lɔɔ́ bɔ̀ doô; mé Júdàs Iskariô, sàrnyé Yeésò.
MAT.10.5	Yeésò tema sɔm bɔ̀ yulà cùɔ̀b fà bɔ̀ sâ ndɔ, à luɔm ye bɔ́ a: «Bí té lè tàbè bɔ̀ɔ́ mé *Jûf sam ndé, bí té lè lɔɔ́ déì te tàbè *Samarî yílá ndɔ. 
MAT.10.6	Bí ndé lòm yoòr bɔ̀ *Iserálà, bɔ́ né dé bɔɔ̀n faá bɔ̀ mbieè mé né lòù leér le nɔ. 
MAT.10.7	Bí túé gɔ̀ ŋgòr Càŋ ceceér, bí júée bɔ̀ nùàr a: Càŋ baá mbàm seèn ká kwarè bɔɔ̀n si njiî ma. 
MAT.10.8	Bí táré sɔ̀m bèlè bɔ̀ beén bɔ̀, bí né bɔ̀ komó nyimé sɔm, bí né bɔ̀ beén veên bɔ̀ taré sɔm bele, bí kwɔ́gɔ́ sɔ̀m bèlè bɔ̀ nùàr tándulu yoòr ndɔ. Bí terreb kwa né dé lòù, bí ndé bɔ́ cú ká dé lòù ménâ ndɔ.
